Orthogroup	DMIR.longest_only	DEUG.longest_only
OG0000009	LOC108157842|XP_017145534.1|DMIR, LOC108157418|XP_017144958.2|DMIR, LOC108157419|XP_017144960.2|DMIR, LOC108154524|XP_017140312.1|DMIR	LOC108107590|XP_017070640.1|DEUG, LOC108107618|XP_017070676.1|DEUG
OG0000009	LOC108158206|XP_017145918.1|DMIR, LOC117192818|XP_033253474.1|DMIR	LOC108107216|XP_017070122.1|DEUG
OG0000009	LOC108154377|XP_017140130.1|DMIR	LOC108111728|XP_017076770.1|DEUG
OG0000009	LOC108160943|XP_017150721.1|DMIR	LOC108106283|XP_017068739.1|DEUG
OG0000009	LOC108158336|XP_017146065.1|DMIR	LOC108110759|XP_017075465.1|DEUG, LOC108110896|XP_017075646.1|DEUG, LOC108110742|XP_017075440.1|DEUG, LOC108106291|XP_017068749.1|DEUG, LOC108106313|XP_017068772.1|DEUG
OG0000010	LOC117187310|XP_033245574.1|DMIR, LOC108156705|XP_033245573.1|DMIR	LOC108105230|XP_017067186.1|DEUG
OG0000011	LOC117185695|XP_017152271.2|DMIR, LOC108163065|XP_017153628.2|DMIR, LOC117188829|XP_033249173.1|DMIR, LOC108161855|XP_033249172.1|DMIR, LOC108164675|XP_017156017.1|DMIR, LOC108162189|XP_033249910.1|DMIR, LOC108162187|XP_017152275.1|DMIR, LOC108162186|XP_017152273.1|DMIR, LOC117188852|XP_033249240.1|DMIR, LOC108161557|XP_017151330.1|DMIR, LOC108163629|XP_017154523.1|DMIR, LOC108162188|XP_017152278.1|DMIR, LOC108163972|XP_017155018.1|DMIR, LOC117185693|XP_017154036.1|DMIR, LOC117188957|XP_033249531.1|DMIR, LOC108162812|XP_017153212.1|DMIR, LOC108163322|XP_033249532.1|DMIR, LOC108162815|XP_017153219.1|DMIR	LOC108111192|XP_017076075.1|DEUG, LOC108102528|XP_017063054.1|DEUG, LOC108102616|XP_017063214.1|DEUG, LOC108108695|XP_017072289.1|DEUG, LOC108118231|XP_017086302.1|DEUG, LOC108102619|XP_017063216.1|DEUG, LOC108111193|XP_017076077.1|DEUG, LOC108118458|XP_017086666.1|DEUG, LOC108118456|XP_017086662.1|DEUG, LOC108103884|XP_017065103.1|DEUG, LOC108103883|XP_017065101.1|DEUG
OG0000011	LOC108165384|XP_017156911.1|DMIR	LOC108105968|XP_017068261.1|DEUG
OG0000011	LOC108153161|XP_017138453.1|DMIR	LOC108105967|XP_017068260.1|DEUG
OG0000011	LOC108154131|XP_017139754.1|DMIR	LOC108109998|XP_017074326.1|DEUG
OG0000012	LOC108159199|XP_017147755.1|DMIR	LOC108113192|XP_017079208.1|DEUG
OG0000012	LOC117185759|XP_033246859.1|DMIR, LOC108159198|XP_017147751.2|DMIR	LOC108113191|XP_017079207.1|DEUG
OG0000012	LOC117190016|XP_033250998.1|DMIR, LOC108159196|XP_017147750.1|DMIR	LOC108113343|XP_017079393.1|DEUG
OG0000012	LOC108160856|XP_017150607.1|DMIR, LOC117190381|XP_033251353.1|DMIR	LOC108113377|XP_017079435.1|DEUG
OG0000012	LOC108161008|XP_017150804.1|DMIR, LOC117185969|XP_033248320.1|DMIR, LOC108157993|XP_033248087.1|DMIR	LOC108112229|XP_017077538.1|DEUG, LOC108112131|XP_017077370.1|DEUG
OG0000012	LOC108160910|XP_017150675.1|DMIR	LOC108112132|XP_017077371.1|DEUG, LOC108112267|XP_017077578.1|DEUG
OG0000012	LOC108158925|XP_017147218.1|DMIR	LOC108106282|XP_017068738.1|DEUG
OG0000012	LOC108158929|XP_017147224.1|DMIR	LOC108106301|XP_017068761.1|DEUG
OG0000012	LOC108158928|XP_017147221.1|DMIR	LOC108106279|XP_017068735.1|DEUG, LOC108106300|XP_017068760.1|DEUG
OG0000012	LOC108158930|XP_017147225.1|DMIR, LOC117191852|XP_033252511.1|DMIR	LOC108106742|XP_017069468.1|DEUG
OG0000012	LOC108158927|XP_017147219.1|DMIR	LOC108106739|XP_017069464.1|DEUG
OG0000013	LOC108158589|XP_017146529.2|DMIR, LOC117187892|XP_033246717.1|DMIR	LOC108106511|XP_017069094.1|DEUG
OG0000013	LOC108152903|XP_017138042.1|DMIR	LOC108104346|XP_017065833.1|DEUG
OG0000013	LOC108157123|XP_017144495.1|DMIR, LOC108156384|XP_017143289.1|DMIR	LOC108105608|XP_017067774.1|DEUG
OG0000013	LOC108151516|XP_033243870.1|DMIR	LOC108105962|XP_017068250.1|DEUG
OG0000013	LOC108154911|XP_017140853.2|DMIR, LOC117187087|XP_033244842.1|DMIR	LOC108116618|XP_017084081.1|DEUG
OG0000013	LOC117187120|XP_033245008.1|DMIR, LOC117187121|XP_033245009.1|DMIR, LOC108154243|XP_017139966.2|DMIR, LOC108154002|XP_033245010.1|DMIR	LOC108111484|XP_017076457.1|DEUG, LOC108111483|XP_017076456.1|DEUG, LOC108111766|XP_017076819.1|DEUG, LOC108111764|XP_017076818.1|DEUG
OG0000014	LOC117193489|XP_033254131.1|DMIR, LOC117187336|XP_033245660.1|DMIR	LOC108104162|XP_017065556.1|DEUG
OG0000014	LOC117194202|XP_033254747.1|DMIR	LOC108111829|XP_017076924.1|DEUG
OG0000014	LOC117186505|XP_033243277.1|DMIR	LOC108117407|XP_017085303.1|DEUG, LOC108112994|XP_017078897.1|DEUG, LOC108110723|XP_017075400.1|DEUG, LOC108103093|XP_017063939.1|DEUG
OG0000014	LOC117193488|XP_033254130.1|DMIR	LOC108105912|XP_017068177.1|DEUG
OG0000014	LOC117187335|XP_033245659.1|DMIR	LOC108117406|XP_017085302.1|DEUG
OG0000015	LOC108160096|XP_017149373.1|DMIR, LOC108158178|XP_017145884.1|DMIR, LOC117190962|XP_033251844.1|DMIR, LOC108160103|XP_017149386.1|DMIR	LOC108107905|XP_017071204.1|DEUG
OG0000016	LOC108156024|XP_017142762.1|DMIR	LOC108116882|XP_017084468.1|DEUG
OG0000016	LOC108160302|XP_017149703.1|DMIR, LOC117190705|XP_033251658.1|DMIR	LOC108109063|XP_017072885.1|DEUG
OG0000016	LOC108155657|XP_017142098.1|DMIR	LOC108117273|XP_017085115.1|DEUG
OG0000016	LOC108159552|XP_017148467.1|DMIR, LOC117192977|XP_033253595.1|DMIR	LOC108113063|XP_017078988.1|DEUG
OG0000016	LOC108154361|XP_017140118.1|DMIR	LOC108103209|XP_017064088.1|DEUG
OG0000016	LOC117193102|XP_033253716.1|DMIR, LOC117194496|XP_033254943.1|DMIR, LOC117195216|XP_033255740.1|DMIR, LOC108159228|XP_017147821.1|DMIR	LOC108110347|XP_017074869.1|DEUG
OG0000016	LOC108156493|XP_017143475.1|DMIR	LOC108105551|XP_017067677.1|DEUG
OG0000016	LOC108150995|XP_017134834.1|DMIR	LOC108108726|XP_017072348.1|DEUG
OG0000017	LOC108153009|XP_017138281.1|DMIR	LOC108103426|XP_017064385.1|DEUG
OG0000017	LOC108160150|XP_017149453.1|DMIR	LOC108112627|XP_017078221.1|DEUG
OG0000017	LOC108159969|XP_017149141.1|DMIR, LOC108158038|XP_017145672.2|DMIR	LOC108104154|XP_017065544.1|DEUG
OG0000017	LOC108154022|XP_017139603.2|DMIR, LOC117191555|XP_033252276.1|DMIR	LOC108115927|XP_017083050.1|DEUG, LOC108116012|XP_017083185.1|DEUG
OG0000017	LOC108160759|XP_017150448.1|DMIR	LOC108109233|XP_017073194.1|DEUG
OG0000017	LOC108159970|XP_017149142.1|DMIR	LOC108110339|XP_017074859.1|DEUG
OG0000017	LOC108157934|XP_017145566.1|DMIR	LOC108109231|XP_017073193.1|DEUG
OG0000017	LOC108161535|XP_017151304.1|DMIR, LOC108161536|XP_017151305.1|DMIR, LOC108161534|XP_017151303.1|DMIR	LOC108111034|XP_017075854.1|DEUG, LOC108110885|XP_017075635.1|DEUG
OG0000018	LOC108150828|XP_017134625.1|DMIR	LOC108107641|XP_017070716.1|DEUG
OG0000018	LOC108150791|XP_017134583.1|DMIR	LOC108107531|XP_017070561.1|DEUG
OG0000018	LOC108150854|XP_017134645.1|DMIR	LOC108108164|XP_017071591.1|DEUG
OG0000018	LOC108150808|XP_017134601.1|DMIR, LOC108165552|XP_017157116.1|DMIR, LOC108165550|XP_017157115.1|DMIR, LOC108150800|XP_017134593.1|DMIR	LOC108107661|XP_017070737.1|DEUG, LOC108107530|XP_017070560.1|DEUG, LOC108107673|XP_017070750.1|DEUG
OG0000018	LOC108150838|XP_017134636.2|DMIR, LOC108165543|XP_017157105.1|DMIR	LOC108107616|XP_017070674.1|DEUG, LOC108107604|XP_017070659.1|DEUG, LOC108107646|XP_017070720.1|DEUG
OG0000019	LOC108157046|XP_017144351.1|DMIR, LOC108157045|XP_017144349.1|DMIR, LOC108157044|XP_017144348.1|DMIR	LOC108115822|XP_017082901.1|DEUG
OG0000019	LOC108157037|XP_017144339.1|DMIR	LOC108115829|XP_017082909.1|DEUG
OG0000019	LOC108157043|XP_017144347.2|DMIR	LOC108115823|XP_017082903.1|DEUG
OG0000019	LOC108157041|XP_017144346.1|DMIR, LOC108153982|XP_033245000.1|DMIR, LOC108157040|XP_017144345.2|DMIR	LOC108115820|XP_017082899.1|DEUG, LOC108115821|XP_017082900.1|DEUG
OG0000020	LOC108156412|XP_017143346.1|DMIR	LOC108116051|XP_017083239.1|DEUG
OG0000020	LOC108159642|XP_033248178.1|DMIR	LOC108109261|XP_017073233.1|DEUG
OG0000020	LOC108163672|XP_017154587.1|DMIR	LOC108106073|XP_017068419.1|DEUG, LOC108107101|XP_017069976.1|DEUG, LOC108106167|XP_017068567.1|DEUG
OG0000020	LOC108155178|XP_017141337.1|DMIR	LOC108117182|XP_017084963.1|DEUG
OG0000020	LOC108156137|XP_017142939.1|DMIR	LOC108116455|XP_017083873.1|DEUG
OG0000020	LOC108163643|XP_017154542.1|DMIR	LOC108107046|XP_017069896.1|DEUG
OG0000021	LOC117188002|XP_033246994.1|DMIR, LOC108160898|XP_017150659.2|DMIR	LOC108110545|XP_017075123.1|DEUG
OG0000021	LOC108159581|XP_017148519.1|DMIR	LOC108112706|XP_017078416.1|DEUG
OG0000021	LOC108160670|XP_017150305.2|DMIR, LOC117188150|XP_033247446.1|DMIR	LOC108112288|XP_017077598.1|DEUG
OG0000021	LOC117185989|XP_033241901.1|DMIR, LOC108162397|XP_033252470.1|DMIR	LOC108112285|XP_017077596.1|DEUG
OG0000021	LOC108160899|XP_017150660.1|DMIR, LOC117193202|XP_033253844.1|DMIR	LOC108109877|XP_017074162.1|DEUG
OG0000021	LOC108164567|XP_033246575.1|DMIR	LOC108105026|XP_017066911.1|DEUG
OG0000021	LOC108156061|XP_017142833.1|DMIR	LOC108117533|XP_017085522.1|DEUG
OG0000021	LOC108156847|XP_017144055.1|DMIR	LOC108111770|XP_017076824.1|DEUG
OG0000021	LOC108164951|XP_017156435.1|DMIR	LOC108110043|XP_017074396.1|DEUG
OG0000022	LOC108158428|XP_017146199.1|DMIR, LOC117193272|XP_033253907.1|DMIR, LOC117193269|XP_033253905.1|DMIR	LOC108113005|XP_017078913.1|DEUG
OG0000022	LOC108152468|XP_017137324.1|DMIR	LOC108102771|XP_017063418.1|DEUG, LOC108102780|XP_017063430.1|DEUG
OG0000022	LOC108152474|XP_017137333.2|DMIR, LOC117186204|XP_033242420.1|DMIR, LOC108152475|XP_017137334.2|DMIR	LOC108102802|XP_017063462.1|DEUG, LOC108102800|XP_017063460.1|DEUG, LOC108102799|XP_017063459.1|DEUG, LOC108102798|XP_017063458.1|DEUG
OG0000022	LOC108152470|XP_017137327.1|DMIR	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG
OG0000022	LOC108152469|XP_017137325.1|DMIR	LOC108102797|XP_017063457.1|DEUG
OG0000023	LOC108153857|XP_033244801.1|DMIR	LOC108115114|XP_017081855.1|DEUG
OG0000023	LOC108155686|XP_017142144.1|DMIR	LOC108115112|XP_017081853.1|DEUG
OG0000023	LOC108155685|XP_017142143.1|DMIR	LOC108115052|XP_017081788.1|DEUG
OG0000023	LOC108158830|XP_017147022.1|DMIR	LOC108112507|XP_017077883.1|DEUG
OG0000023	LOC108153856|XP_033244802.1|DMIR	LOC108115111|XP_017081852.1|DEUG
OG0000023	LOC108157164|XP_017144562.1|DMIR	LOC108115051|XP_017081787.1|DEUG
OG0000023	LOC108156708|XP_017143845.1|DMIR	LOC108115158|XP_017081958.1|DEUG
OG0000023	LOC108156707|XP_017143844.1|DMIR	LOC108115110|XP_017081851.1|DEUG
OG0000023	LOC108156709|XP_033245059.1|DMIR	LOC108115157|XP_017081956.1|DEUG
OG0000024	LOC108160883|XP_017150641.1|DMIR	LOC108106506|XP_017069088.1|DEUG
OG0000024	LOC117194102|XP_033254634.1|DMIR, LOC108160812|XP_017150524.1|DMIR	LOC108106500|XP_017069084.1|DEUG
OG0000024	LOC108161382|XP_017151119.1|DMIR	LOC108115421|XP_017082346.1|DEUG
OG0000024	LOC117194080|XP_033254609.1|DMIR, LOC108160979|XP_017150769.1|DMIR	LOC108106503|XP_017069087.1|DEUG
OG0000024	LOC108159455|XP_017148242.1|DMIR	LOC108111932|XP_017077077.1|DEUG
OG0000025	LOC108157728|XP_017145391.1|DMIR	LOC108103147|XP_017064008.1|DEUG
OG0000026	LOC108150850|XP_017134646.1|DMIR	LOC108111839|XP_017076932.1|DEUG
OG0000026	LOC108162957|XP_033248732.1|DMIR	LOC108113449|XP_017079511.1|DEUG
OG0000026	LOC108165129|XP_017156683.1|DMIR	LOC108103585|XP_017064599.1|DEUG
OG0000026	LOC108157803|XP_017145484.1|DMIR, LOC108155726|XP_017142223.1|DMIR, LOC108154308|XP_017140053.1|DMIR	LOC108115320|XP_017082216.1|DEUG, LOC108115238|XP_017082084.1|DEUG
OG0000026	LOC108157162|XP_017144561.1|DMIR	LOC108110172|XP_017074584.1|DEUG
OG0000027	LOC108162948|XP_017153432.1|DMIR	LOC108106863|XP_017069596.1|DEUG
OG0000027	LOC108162949|XP_017153433.1|DMIR	LOC108106871|XP_017069603.1|DEUG
OG0000027	LOC108162947|XP_017153431.1|DMIR	LOC108106870|XP_017069602.1|DEUG
OG0000028	LOC108165421|XP_017156949.1|DMIR	LOC108108455|XP_017071998.1|DEUG
OG0000028	LOC108151302|XP_017135327.1|DMIR	LOC108114276|XP_017080662.1|DEUG
OG0000029	LOC117191657|XP_033252354.1|DMIR, LOC108158000|XP_017145632.1|DMIR	LOC108104771|XP_017066496.1|DEUG, LOC108106174|XP_017068584.1|DEUG
OG0000029	LOC108154578|XP_017140369.1|DMIR	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG, LOC108109435|XP_017073425.1|DEUG, LOC108109445|XP_017073433.1|DEUG
OG0000029	LOC108150820|XP_017134616.1|DMIR	LOC108108451|XP_017071993.1|DEUG
OG0000030	LOC108161306|XP_017151015.1|DMIR	LOC108104028|XP_017065349.1|DEUG
OG0000030	LOC108161304|XP_017151013.1|DMIR	LOC108104049|XP_017065385.1|DEUG
OG0000030	LOC108161303|XP_017151011.1|DMIR, LOC108161305|XP_017151014.1|DMIR	LOC108104046|XP_017065382.1|DEUG
OG0000030	LOC108161162|XP_017150872.2|DMIR	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG
OG0000030	LOC108160793|XP_017150492.1|DMIR	LOC108109021|XP_017072783.1|DEUG
OG0000030	LOC108151546|XP_033246807.1|DMIR	LOC108103318|XP_017064237.1|DEUG
OG0000030	LOC108154542|XP_017140365.1|DMIR	LOC108104999|XP_017066865.1|DEUG
OG0000031	LOC108163859|XP_017154864.1|DMIR	LOC108105113|XP_017067036.1|DEUG, LOC108105166|XP_017067095.1|DEUG
OG0000031	LOC108161143|XP_033248838.1|DMIR, LOC108161141|XP_033248476.1|DMIR	LOC108110532|XP_017075103.1|DEUG, LOC108108070|XP_017071439.1|DEUG, LOC108110574|XP_017075160.1|DEUG
OG0000031	LOC108161610|XP_017151398.1|DMIR	LOC108111003|XP_017075802.1|DEUG
OG0000032	LOC108156619|XP_017143664.1|DMIR	LOC108111801|XP_017076881.1|DEUG
OG0000032	LOC108156621|XP_017143666.1|DMIR	LOC108111712|XP_017076751.1|DEUG, LOC108111717|XP_017076757.1|DEUG
OG0000032	LOC108157634|XP_017145264.1|DMIR	LOC108111718|XP_017076758.1|DEUG
OG0000032	LOC108156618|XP_017143663.1|DMIR	LOC108111814|XP_017076907.1|DEUG, LOC108111713|XP_017076752.1|DEUG
OG0000033	LOC108156558|XP_017143572.1|DMIR	LOC108116079|XP_017083286.1|DEUG, LOC108115913|XP_017083039.1|DEUG
OG0000033	LOC117189759|XP_033250731.1|DMIR, LOC108159420|XP_017148176.1|DMIR	LOC108112609|XP_017078188.1|DEUG
OG0000033	LOC117187710|XP_033246345.1|DMIR, LOC108159419|XP_017148175.2|DMIR	LOC108112608|XP_017078187.1|DEUG
OG0000033	LOC108153999|XP_033244121.1|DMIR	LOC108108576|XP_017072157.1|DEUG, LOC108115098|XP_017081835.1|DEUG, LOC108112351|XP_017077669.1|DEUG, LOC108117093|XP_017084781.1|DEUG
OG0000034	LOC108164271|XP_017155403.1|DMIR	LOC108118434|XP_017086628.1|DEUG, LOC108118404|XP_017086569.1|DEUG
OG0000034	LOC108164069|XP_033249364.1|DMIR	LOC108118494|XP_017086716.1|DEUG
OG0000034	LOC117185901|XP_033249912.1|DMIR, LOC108162133|XP_017152203.1|DMIR, LOC108162132|XP_017152201.1|DMIR	LOC108115439|XP_017082363.1|DEUG, LOC108116805|XP_017084341.1|DEUG, LOC108116981|XP_017084632.1|DEUG
OG0000034	LOC108162131|XP_017152200.1|DMIR	LOC108113407|XP_017079451.1|DEUG
OG0000036	LOC108157733|XP_017145397.1|DMIR	LOC108115061|XP_017081795.1|DEUG
OG0000036	LOC117187198|XP_033245230.1|DMIR	LOC108105599|XP_017067763.1|DEUG
OG0000036	LOC108157106|XP_017144468.1|DMIR	LOC108114960|XP_017081642.1|DEUG
OG0000036	LOC108155635|XP_017142061.1|DMIR	LOC108116661|XP_017084141.1|DEUG
OG0000037	LOC108160263|XP_017149626.1|DMIR	LOC108112000|XP_017077225.1|DEUG
