Orthogroup	DMIR.longest_only	DMEL.longest_only
OG0000002	LOC108161232|XP_017150945.1|DMIR	CG9500|NP_609018.3|DMEL
OG0000003	LOC108160528|XP_017150077.1|DMIR	Cyp6a9|NP_523748.2|DMEL, Cyp6a21|NP_611003.2|DMEL
OG0000003	LOC108160529|XP_017150078.1|DMIR	Cyp6a18|NP_651563.1|DMEL, Cyp6a8|NP_523749.2|DMEL
OG0000003	LOC108160375|XP_017149841.1|DMIR	Cyp6a2|NP_523628.1|DMEL
OG0000003	LOC108160594|XP_033252769.1|DMIR, LOC117187951|XP_033246844.1|DMIR, LOC108158057|XP_033247543.1|DMIR	Cyp6a23|NP_611000.2|DMEL, Cyp6a17|NP_652018.1|DMEL
OG0000003	LOC108160818|XP_017150534.1|DMIR	Cyp6a19|NP_611001.2|DMEL
OG0000003	LOC108160275|XP_017149646.1|DMIR	Cyp6a22|NP_652075.1|DMEL
OG0000003	LOC117193381|XP_033253996.1|DMIR, LOC108160276|XP_017149647.1|DMIR	Cyp6a13|NP_610390.1|DMEL
OG0000003	LOC108163634|XP_017154532.1|DMIR	Cyp6a16|NP_001285631.1|DMEL
OG0000006	LOC117187299|XP_033245560.1|DMIR, LOC117187301|XP_033245562.1|DMIR	His2A_CG33850|NP_001027361.1|DMEL
OG0000006	LOC108156704|XP_017143842.2|DMIR	His2A_CG33865|NP_001027386.1|DMEL, His2A_CG33829|NP_001027326.1|DMEL, His2A_CG33853|NP_001027366.1|DMEL, His2A_CG33856|NP_001027371.1|DMEL, His2A_CG33859|NP_001027376.1|DMEL, His2A_CG33844|NP_001027351.1|DMEL
OG0000007	LOC108153675|XP_017139280.1|DMIR, LOC108165331|XP_017156854.2|DMIR	Jon65Aiv|NP_648012.1|DMEL
OG0000007	LOC108152481|XP_017137344.1|DMIR	Jon65Aiii|NP_648013.1|DMEL
OG0000007	LOC108152482|XP_017137345.1|DMIR	yip7|NP_523944.1|DMEL, CG10477|NP_648010.1|DMEL
OG0000007	LOC108163948|XP_017154978.1|DMIR	Jon25Bii|NP_608882.1|DMEL
OG0000007	LOC117188471|XP_033248275.1|DMIR, LOC108158175|XP_017145882.2|DMIR	Jon44E|NP_724699.1|DMEL
OG0000007	LOC108164248|XP_017155372.1|DMIR	Jon25Bi|NP_001033873.1|DMEL
OG0000007	LOC108165521|XP_017157067.1|DMIR	Jon66Ci|NP_729372.1|DMEL
OG0000007	LOC108164169|XP_017155268.2|DMIR	Jon25Biii|NP_608881.1|DMEL
OG0000007	LOC108152483|XP_017137346.1|DMIR	Jon65Aii|NP_648014.1|DMEL
OG0000007	LOC108152484|XP_017137347.1|DMIR	Jon65Ai|NP_648015.1|DMEL
OG0000008	LOC108154982|XP_017141010.1|DMIR	Cpr92A|NP_650813.2|DMEL
OG0000008	LOC108151537|XP_017135681.1|DMIR	Cpr64Aa|NP_647872.1|DMEL
OG0000008	LOC108151536|XP_017135679.1|DMIR	Cpr64Ad|NP_647875.1|DMEL
OG0000008	LOC108161577|XP_017151355.1|DMIR	Crys|NP_476906.1|DMEL
OG0000008	LOC108151539|XP_017135683.2|DMIR	Cpr64Ab|NP_647873.2|DMEL
OG0000008	LOC108154402|XP_017140161.1|DMIR	Ccp84Aa|NP_649683.1|DMEL, Ccp84Ab|NP_649682.1|DMEL
OG0000008	LOC108153895|XP_033244232.1|DMIR	Ccp84Af|NP_649678.1|DMEL
OG0000008	LOC108154515|XP_017140305.2|DMIR	Ccp84Ac|NP_649681.1|DMEL
OG0000008	LOC108153896|XP_017139483.1|DMIR	Ccp84Ae|NP_649679.1|DMEL
OG0000008	LOC108154491|XP_017140280.1|DMIR	Ccp84Ag|NP_649677.1|DMEL
OG0000009	LOC108157813|XP_017145500.1|DMIR	CG11453|NP_650832.1|DMEL
OG0000009	LOC108154360|XP_017140115.1|DMIR	CG11391|NP_650830.1|DMEL
OG0000009	LOC108157783|XP_017145461.1|DMIR, LOC108157739|XP_017145406.1|DMIR	CG11659|NP_650829.1|DMEL, CG6300|NP_650828.1|DMEL, CG11407|NP_650831.1|DMEL
OG0000009	LOC108157842|XP_017145534.1|DMIR, LOC108157418|XP_017144958.2|DMIR, LOC108157419|XP_017144960.2|DMIR, LOC108154524|XP_017140312.1|DMIR	CG5568|NP_647992.1|DMEL, CG18586|NP_647993.2|DMEL
OG0000009	LOC108158206|XP_017145918.1|DMIR, LOC117192818|XP_033253474.1|DMIR	CG4563|NP_611913.1|DMEL
OG0000009	LOC108154377|XP_017140130.1|DMIR	CG4830|NP_650160.1|DMEL
OG0000009	LOC108160943|XP_017150721.1|DMIR	CG8834|NP_610779.1|DMEL
OG0000010	LOC108156705|XP_033245573.1|DMIR	His4_CG33881|NP_001027352.1|DMEL, His4_CG33877|NP_001027362.1|DMEL, His4_CG33869|NP_001027382.1|DMEL, His4_CG33879|NP_001027357.1|DMEL
OG0000010	LOC117187315|XP_033245579.1|DMIR, LOC108156795|XP_017143963.1|DMIR	His4_CG33873|NP_001027372.1|DMEL, His4_CG33885|NP_001027342.1|DMEL, His4_CG33909|NP_001027284.1|DMEL, His4_CG33891|NP_001027327.1|DMEL, His4_CG31611|NP_724344.1|DMEL
OG0000010	LOC117187312|XP_033245576.1|DMIR	His4_CG33883|NP_001027347.1|DMEL
OG0000011	LOC117185695|XP_017152271.2|DMIR, LOC108163065|XP_017153628.2|DMIR, LOC117188829|XP_033249173.1|DMIR, LOC108161855|XP_033249172.1|DMIR, LOC108164675|XP_017156017.1|DMIR, LOC108162189|XP_033249910.1|DMIR, LOC108162187|XP_017152275.1|DMIR, LOC108162186|XP_017152273.1|DMIR, LOC117188852|XP_033249240.1|DMIR, LOC108161557|XP_017151330.1|DMIR, LOC108163629|XP_017154523.1|DMIR, LOC108162188|XP_017152278.1|DMIR, LOC108163972|XP_017155018.1|DMIR, LOC117185693|XP_017154036.1|DMIR, LOC117188957|XP_033249531.1|DMIR, LOC108162812|XP_017153212.1|DMIR, LOC108163322|XP_033249532.1|DMIR, LOC108162815|XP_017153219.1|DMIR	CG44002|NP_608754.1|DMEL, CG15436|NP_608840.1|DMEL, Neu2|NP_649316.1|DMEL, CG4318|NP_572860.2|DMEL
OG0000011	LOC108165384|XP_017156911.1|DMIR	CG17361|NP_648678.3|DMEL
OG0000011	LOC108153161|XP_017138453.1|DMIR	CG17359|NP_648679.1|DMEL
OG0000011	LOC108154131|XP_017139754.1|DMIR	CG8319|NP_649920.2|DMEL
OG0000012	LOC108159199|XP_017147755.1|DMIR	CG9416|NP_611415.2|DMEL
OG0000012	LOC117185759|XP_033246859.1|DMIR, LOC108159198|XP_017147751.2|DMIR	CG10051|NP_611414.1|DMEL
OG0000012	LOC117190016|XP_033250998.1|DMIR, LOC108159196|XP_017147750.1|DMIR	CG11961|NP_725876.1|DMEL
OG0000012	LOC108160856|XP_017150607.1|DMIR, LOC117190381|XP_033251353.1|DMIR	CG10062|NP_001261089.1|DMEL
OG0000012	LOC108161008|XP_017150804.1|DMIR, LOC117185969|XP_033248320.1|DMIR, LOC108157993|XP_033248087.1|DMIR	CG10081|NP_611418.1|DMEL
OG0000012	LOC108160910|XP_017150675.1|DMIR	CG10073|NP_001261090.1|DMEL
OG0000012	LOC108158925|XP_017147218.1|DMIR	CG30047|NP_725141.1|DMEL
OG0000012	LOC108158929|XP_017147224.1|DMIR	CG30049|NP_725142.3|DMEL
OG0000012	LOC108158928|XP_017147221.1|DMIR	CG30043|NP_725143.1|DMEL
OG0000012	LOC108158930|XP_017147225.1|DMIR, LOC117191852|XP_033252511.1|DMIR	CG33012|NP_788335.2|DMEL
OG0000012	LOC108158927|XP_017147219.1|DMIR	CG13160|NP_001260918.1|DMEL
OG0000013	LOC108158589|XP_017146529.2|DMIR, LOC117187892|XP_033246717.1|DMIR	Hsc70-5|NP_523741.2|DMEL
OG0000013	LOC108152903|XP_017138042.1|DMIR	Hsc70-3|NP_727563.1|DMEL
OG0000013	LOC108157123|XP_017144495.1|DMIR, LOC108156384|XP_017143289.1|DMIR	Hsc70-4|NP_524356.1|DMEL
OG0000013	LOC108151516|XP_033243870.1|DMIR	Hsc70-1|NP_524063.1|DMEL
OG0000013	LOC108154911|XP_017140853.2|DMIR, LOC117187087|XP_033244842.1|DMIR	Hsp68|NP_524474.1|DMEL
OG0000013	LOC117187120|XP_033245008.1|DMIR, LOC117187121|XP_033245009.1|DMIR, LOC108154243|XP_017139966.2|DMIR, LOC108154002|XP_033245010.1|DMIR	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL
OG0000015	LOC117189153|XP_033250113.1|DMIR, LOC108162329|XP_017152508.1|DMIR, LOC108162330|XP_017152509.1|DMIR	CG7763|NP_001356891.1|DMEL
OG0000016	LOC108156024|XP_017142762.1|DMIR	Act87E|NP_477091.1|DMEL
OG0000016	LOC108160302|XP_017149703.1|DMIR, LOC117190705|XP_033251658.1|DMIR	Act57B|NP_523800.1|DMEL
OG0000016	LOC108155657|XP_017142098.1|DMIR	Arp1|NP_524331.2|DMEL
OG0000016	LOC108159552|XP_017148467.1|DMIR, LOC117192977|XP_033253595.1|DMIR	Arp53D|NP_477037.2|DMEL
OG0000016	LOC108154361|XP_017140118.1|DMIR	Act5C|NP_511052.1|DMEL
OG0000016	LOC117193102|XP_033253716.1|DMIR, LOC117194496|XP_033254943.1|DMIR, LOC117195216|XP_033255740.1|DMIR, LOC108159228|XP_017147821.1|DMIR	Act42A|NP_523625.1|DMEL
OG0000016	LOC108156493|XP_017143475.1|DMIR	Act88F|NP_524367.1|DMEL
OG0000016	LOC108150995|XP_017134834.1|DMIR	Act79B|NP_524210.1|DMEL
OG0000017	LOC108153009|XP_017138281.1|DMIR	Or7a|NP_511081.1|DMEL
OG0000017	LOC108160150|XP_017149453.1|DMIR	Or43b|NP_523656.2|DMEL
OG0000017	LOC108159969|XP_017149141.1|DMIR, LOC108158038|XP_017145672.2|DMIR	Or42a|NP_523622.2|DMEL
OG0000017	LOC108154022|XP_017139603.2|DMIR, LOC117191555|XP_033252276.1|DMIR	Or98a|NP_524536.2|DMEL
OG0000017	LOC108160759|XP_017150448.1|DMIR	Or59b|NP_523822.1|DMEL
OG0000017	LOC108159970|XP_017149142.1|DMIR	Or42b|NP_523624.2|DMEL
OG0000017	LOC108157934|XP_017145566.1|DMIR	Or59c|NP_523823.1|DMEL
OG0000017	LOC108161535|XP_017151304.1|DMIR, LOC108161536|XP_017151305.1|DMIR, LOC108161534|XP_017151303.1|DMIR	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL
OG0000018	LOC108150828|XP_017134625.1|DMIR	Cpr65Av|NP_729146.1|DMEL
OG0000018	LOC108165544|XP_017157106.1|DMIR	Cpr65Ax1|NP_001097523.1|DMEL, Cpr65Ax2|NP_652660.1|DMEL
OG0000018	LOC108150791|XP_017134583.1|DMIR	Lcp65Ac|NP_477279.1|DMEL
OG0000018	LOC108150854|XP_017134645.1|DMIR	Lcp65Ad|NP_477278.1|DMEL
OG0000018	LOC108150808|XP_017134601.1|DMIR, LOC108165552|XP_017157116.1|DMIR, LOC108165550|XP_017157115.1|DMIR, LOC108150800|XP_017134593.1|DMIR	Lcp65Af|NP_477274.1|DMEL, Lcp65Ag1|NP_477273.1|DMEL, Lcp65Ag2|NP_477272.1|DMEL, Lcp65Ag3|NP_652662.1|DMEL
OG0000019	LOC108157046|XP_017144351.1|DMIR, LOC108157045|XP_017144349.1|DMIR, LOC108157044|XP_017144348.1|DMIR	CG6283|NP_651524.1|DMEL
OG0000019	LOC108157037|XP_017144339.1|DMIR	CG6296|NP_651520.1|DMEL
OG0000019	LOC108157043|XP_017144347.2|DMIR	CG6295|NP_651521.1|DMEL
OG0000019	LOC108157041|XP_017144346.1|DMIR, LOC108153982|XP_033245000.1|DMIR, LOC108157040|XP_017144345.2|DMIR	CG6277|NP_651525.1|DMEL, CG6271|NP_651526.1|DMEL
OG0000020	LOC108156412|XP_017143346.1|DMIR	rdog|NP_651678.1|DMEL
OG0000020	LOC108159642|XP_033248178.1|DMIR	CG10505|NP_611571.2|DMEL
OG0000020	LOC108163672|XP_017154587.1|DMIR	CG31792|NP_724148.2|DMEL, l_2_03659|NP_001260823.1|DMEL, CG7627|NP_001245943.1|DMEL
OG0000020	LOC108155178|XP_017141337.1|DMIR	CG4562|NP_001262747.1|DMEL
OG0000020	LOC108156137|XP_017142939.1|DMIR	Mrp4|NP_650086.2|DMEL
OG0000020	LOC108163835|XP_033249247.1|DMIR	CG9270|NP_995741.2|DMEL
OG0000020	LOC108163643|XP_017154542.1|DMIR	CG31793|NP_609930.4|DMEL
OG0000021	LOC117188002|XP_033246994.1|DMIR, LOC108160898|XP_017150659.2|DMIR	PpD6|NP_524947.1|DMEL
OG0000021	LOC108159771|XP_017148818.1|DMIR, LOC117193201|XP_033253843.1|DMIR	Pp1-Y1|NP_001104152.3|DMEL
OG0000021	LOC108159581|XP_017148519.1|DMIR	PpN58A|NP_477384.1|DMEL
OG0000021	LOC108160670|XP_017150305.2|DMIR, LOC117188150|XP_033247446.1|DMIR	PpD5|NP_524707.1|DMEL
OG0000021	LOC117185989|XP_033241901.1|DMIR, LOC108162397|XP_033252470.1|DMIR	PpY-55A|NP_476689.1|DMEL
OG0000021	LOC108160899|XP_017150660.1|DMIR, LOC117193202|XP_033253844.1|DMIR	Pp1-Y2|NP_001015497.4|DMEL
OG0000021	LOC108164567|XP_033246575.1|DMIR	flw|NP_727418.1|DMEL
OG0000021	LOC108156061|XP_017142833.1|DMIR	Pp1alpha-96A|NP_524484.1|DMEL
OG0000021	LOC108156847|XP_017144055.1|DMIR	Pp1-87B|NP_524937.1|DMEL
OG0000021	LOC108164951|XP_017156435.1|DMIR	Pp1-13C|NP_524921.1|DMEL
OG0000022	LOC108158428|XP_017146199.1|DMIR, LOC117193272|XP_033253907.1|DMIR, LOC117193269|XP_033253905.1|DMIR	CG7798|NP_611098.1|DMEL
OG0000022	LOC108152468|XP_017137324.1|DMIR	LysX|NP_523881.1|DMEL
OG0000022	LOC108152474|XP_017137333.2|DMIR, LOC117186204|XP_033242420.1|DMIR, LOC108152475|XP_017137334.2|DMIR	LysE|NP_476827.2|DMEL, LysB|NP_523882.1|DMEL, LysD|NP_476823.1|DMEL
OG0000022	LOC108152470|XP_017137327.1|DMIR	LysS|NP_476829.1|DMEL
OG0000022	LOC108152469|XP_017137325.1|DMIR	LysP|NP_476828.1|DMEL
OG0000023	LOC108153857|XP_033244801.1|DMIR	alpha-Est5|NP_001246965.1|DMEL
OG0000023	LOC108155686|XP_017142144.1|DMIR	alpha-Est3|NP_524267.2|DMEL
OG0000023	LOC108155685|XP_017142143.1|DMIR	alpha-Est2|NP_524268.3|DMEL
OG0000023	LOC108158830|XP_017147022.1|DMIR	gas|NP_611678.1|DMEL
OG0000023	LOC108153856|XP_033244802.1|DMIR	alpha-Est1|NP_524269.3|DMEL
OG0000023	LOC108157164|XP_017144562.1|DMIR	alpha-Est7|NP_524261.1|DMEL
OG0000023	LOC108156708|XP_017143845.1|DMIR	alpha-Est9|NP_731165.2|DMEL
OG0000023	LOC108156707|XP_017143844.1|DMIR	alpha-Est8|NP_524259.2|DMEL
OG0000023	LOC108156709|XP_033245059.1|DMIR	alpha-Est10|NP_001246962.1|DMEL
OG0000024	LOC108160883|XP_017150641.1|DMIR	alphaTry|NP_476771.1|DMEL
OG0000024	LOC117194102|XP_033254634.1|DMIR, LOC108160812|XP_017150524.1|DMIR	epsilonTry|NP_525112.1|DMEL
OG0000024	LOC108161382|XP_017151119.1|DMIR	CG17571|NP_610109.1|DMEL
OG0000024	LOC117194080|XP_033254609.1|DMIR, LOC108160979|XP_017150769.1|DMIR	thetaTry|NP_523693.1|DMEL
OG0000024	LOC108159455|XP_017148242.1|DMIR	Ser8|NP_610874.1|DMEL
OG0000025	LOC108157728|XP_017145391.1|DMIR	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL
OG0000025	LOC108156793|XP_017143960.1|DMIR	His3_CG33866|NP_001027387.1|DMEL, His3_CG33839|NP_001027343.1|DMEL
OG0000026	LOC108150850|XP_017134646.1|DMIR	antdh|NP_572695.2|DMEL
OG0000026	LOC108162957|XP_033248732.1|DMIR	CG9150|NP_608991.2|DMEL
OG0000026	LOC108165129|XP_017156683.1|DMIR	CG9360|NP_572746.1|DMEL
OG0000026	LOC108157162|XP_017144561.1|DMIR	CG3301|NP_650964.1|DMEL
OG0000027	LOC108162948|XP_017153432.1|DMIR	Acp1|NP_477115.1|DMEL
OG0000027	LOC108162949|XP_017153433.1|DMIR	CG7203|NP_609143.2|DMEL
OG0000027	LOC108162947|XP_017153431.1|DMIR	CG7214|NP_609141.1|DMEL
OG0000028	LOC108165421|XP_017156949.1|DMIR	CG14095|NP_649112.1|DMEL
OG0000028	LOC108151302|XP_017135327.1|DMIR	CG13068|NP_648856.1|DMEL
OG0000029	LOC117191657|XP_033252354.1|DMIR, LOC108158000|XP_017145632.1|DMIR	CheA46a|NP_001027399.1|DMEL, CheA56a|NP_001027438.1|DMEL, CheA29a|NP_788004.1|DMEL
OG0000029	LOC108154578|XP_017140369.1|DMIR	CheA84a|NP_001027150.1|DMEL
OG0000029	LOC108150820|XP_017134616.1|DMIR	CheA75a|NP_649035.2|DMEL
OG0000030	LOC108161306|XP_017151015.1|DMIR	Or33c|NP_523555.1|DMEL
OG0000030	LOC108161304|XP_017151013.1|DMIR	Or33a|NP_523553.1|DMEL
OG0000030	LOC108161303|XP_017151011.1|DMIR, LOC108161305|XP_017151014.1|DMIR	Or33b|NP_523554.1|DMEL
OG0000030	LOC108161162|XP_017150872.2|DMIR	Or23a|NP_523458.3|DMEL
OG0000030	LOC108160793|XP_017150492.1|DMIR	Or59a|NP_523821.1|DMEL
OG0000030	LOC108151546|XP_033246807.1|DMIR	Or2a|NP_525046.1|DMEL
OG0000030	LOC108154542|XP_017140365.1|DMIR	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL
OG0000031	LOC108163859|XP_017154864.1|DMIR	CG4793|NP_723941.2|DMEL, CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL
OG0000031	LOC108161143|XP_033248838.1|DMIR, LOC108161141|XP_033248476.1|DMIR	CG14990|NP_647856.2|DMEL, CG3117|NP_608722.2|DMEL
OG0000031	LOC108161610|XP_017151398.1|DMIR	CG5390|NP_609374.1|DMEL
OG0000032	LOC108156619|XP_017143664.1|DMIR	GstD1|NP_524326.1|DMEL
OG0000032	LOC108157651|XP_017145290.1|DMIR	GstD10|NP_652713.1|DMEL
OG0000032	LOC108156620|XP_017143665.1|DMIR	GstD9|NP_650181.1|DMEL
OG0000032	LOC108157634|XP_017145264.1|DMIR	GstD8|NP_524916.1|DMEL
OG0000032	LOC108156618|XP_017143663.1|DMIR	GstD4|NP_524913.1|DMEL, GstD2|NP_524912.1|DMEL, GstD5|NP_524914.3|DMEL, GstD3|NP_788656.1|DMEL, GstD7|NP_525114.1|DMEL, GstD6|NP_524915.1|DMEL
OG0000033	LOC108156558|XP_017143572.1|DMIR	CheB98a|NP_652269.3|DMEL
OG0000033	LOC117189759|XP_033250731.1|DMIR, LOC108159420|XP_017148176.1|DMIR	CheB42c|NP_995764.2|DMEL
OG0000033	LOC117187710|XP_033246345.1|DMIR, LOC108159419|XP_017148175.2|DMIR	CheB42a|NP_995765.1|DMEL
OG0000033	LOC108153999|XP_033244121.1|DMIR	CheB74a|NP_001027134.1|DMEL, CheB93b|NP_732641.2|DMEL, CheB93a|NP_650970.2|DMEL, CheB53b|NP_001014531.1|DMEL, CheB53a|NP_001014530.1|DMEL
OG0000034	LOC108164271|XP_017155403.1|DMIR	Ugt37C1|NP_525007.1|DMEL, Ugt37C2|NP_652629.1|DMEL
OG0000034	LOC108164069|XP_033249364.1|DMIR	Ugt37D1|NP_652627.2|DMEL
OG0000034	LOC117185901|XP_033249912.1|DMIR, LOC108162133|XP_017152203.1|DMIR, LOC108162132|XP_017152201.1|DMIR	Ugt37A1|NP_523607.2|DMEL, Ugt37A3|NP_650229.2|DMEL, Ugt37A2|NP_650228.1|DMEL
OG0000034	LOC108162131|XP_017152200.1|DMIR	Ugt37B1|NP_525008.2|DMEL
OG0000036	LOC108157733|XP_017145397.1|DMIR	Sp7|NP_649734.2|DMEL
OG0000036	LOC117187198|XP_033245230.1|DMIR	ea|NP_524362.2|DMEL
OG0000036	LOC108157106|XP_017144468.1|DMIR	MP1|NP_001303421.1|DMEL
OG0000036	LOC108155635|XP_017142061.1|DMIR	SPE|NP_651168.1|DMEL
OG0000037	LOC108160263|XP_017149626.1|DMIR	Cyp12b2|NP_611370.2|DMEL
OG0000037	LOC117195094|XP_033255640.1|DMIR, LOC117191092|XP_033251946.1|DMIR, LOC117194615|XP_033255034.1|DMIR, LOC117194588|XP_033255015.1|DMIR, LOC117194655|XP_033255061.1|DMIR, LOC117190599|XP_033251536.1|DMIR, LOC117194833|XP_033255201.1|DMIR, LOC117191511|XP_033252248.1|DMIR, LOC117191510|XP_033252247.1|DMIR, LOC117194839|XP_033255205.1|DMIR, LOC117191523|XP_033252256.1|DMIR, LOC117190815|XP_033251747.1|DMIR, LOC117194824|XP_033255196.1|DMIR, LOC117194825|XP_033255197.1|DMIR, LOC117195091|XP_033255638.1|DMIR, LOC117194549|XP_033254988.1|DMIR, LOC117194837|XP_033255204.1|DMIR, LOC117194807|XP_033255181.1|DMIR, LOC117194573|XP_033255006.1|DMIR, LOC117194587|XP_033255014.1|DMIR, LOC117194750|XP_033255142.1|DMIR, LOC117194591|XP_033255018.1|DMIR, LOC117194574|XP_033255007.1|DMIR, LOC117195092|XP_033255639.1|DMIR, LOC117194597|XP_033255024.1|DMIR, LOC117195100|XP_033255645.1|DMIR, LOC117194819|XP_033255192.1|DMIR, LOC117194975|XP_033255339.1|DMIR, LOC108153987|XP_033244827.1|DMIR, LOC117194660|XP_033255064.1|DMIR, LOC117194818|XP_033255191.1|DMIR, LOC117194604|XP_033255027.1|DMIR, LOC117194596|XP_033255023.1|DMIR, LOC117194601|XP_033255025.1|DMIR, LOC117195095|XP_033255641.1|DMIR, LOC117194843|XP_033255207.1|DMIR, LOC117191506|XP_033252242.1|DMIR, LOC117194661|XP_033255065.1|DMIR, LOC117194657|XP_033255062.1|DMIR, LOC117190601|XP_033251538.1|DMIR, LOC117194841|XP_033255206.1|DMIR, LOC117191508|XP_033252244.1|DMIR, LOC117194658|XP_033255063.1|DMIR, LOC117194702|XP_033255103.1|DMIR, LOC117194796|XP_033255174.1|DMIR, LOC117190600|XP_033251537.1|DMIR, LOC117194589|XP_033255016.1|DMIR, LOC117194409|XP_033254874.1|DMIR, LOC117194829|XP_033255199.1|DMIR, LOC117194605|XP_033255028.1|DMIR, LOC117194822|XP_033255195.1|DMIR, LOC117194333|XP_033254795.1|DMIR, LOC117194609|XP_033255031.1|DMIR, LOC117194407|XP_033254872.1|DMIR, LOC117195096|XP_033255642.1|DMIR, LOC117194649|XP_033255056.1|DMIR, LOC117190597|XP_033251535.1|DMIR, LOC117194650|XP_033255057.1|DMIR, LOC117190125|XP_033251100.1|DMIR, LOC108156646|XP_017143737.2|DMIR, LOC117190111|XP_033251090.1|DMIR, LOC117194816|XP_033255190.1|DMIR, LOC117194767|XP_033255155.1|DMIR, LOC117194745|XP_033255132.1|DMIR, LOC117194463|XP_033254917.1|DMIR, LOC117190114|XP_033251091.1|DMIR, LOC117194862|XP_033255219.1|DMIR, LOC117194858|XP_033255216.1|DMIR, LOC117194857|XP_033255215.1|DMIR, LOC117194328|XP_033254789.1|DMIR, LOC108156982|XP_017144263.2|DMIR, LOC117194327|XP_033254788.1|DMIR, LOC117194594|XP_033255020.1|DMIR, LOC117194845|XP_033255209.1|DMIR	Cyp12a5|NP_650782.1|DMEL, Cyp12a4|NP_650783.2|DMEL
OG0000038	LOC108165231|XP_017156759.1|DMIR	Cpr76Bb|NP_649121.1|DMEL
OG0000038	LOC108151159|XP_017135077.1|DMIR	Cpr76Bd|NP_001262052.1|DMEL
OG0000039	LOC108153891|XP_033244233.1|DMIR	CG42564|NP_649651.2|DMEL
OG0000039	LOC108165184|XP_017156747.1|DMIR	Ag5r|NP_524770.1|DMEL
OG0000039	LOC108165291|XP_017156818.1|DMIR	Ag5r2|NP_524689.2|DMEL
OG0000039	LOC108160708|XP_017150372.1|DMIR	CG32679|NP_727412.2|DMEL
OG0000040	LOC108154697|XP_017140535.2|DMIR	CG17803|NP_650657.2|DMEL
OG0000040	LOC108153853|XP_033245406.1|DMIR, LOC117187250|XP_033245404.1|DMIR, LOC108154215|XP_017139929.1|DMIR, LOC108154213|XP_017139927.1|DMIR	CG6689|NP_650051.1|DMEL
OG0000040	LOC108154216|XP_017139931.1|DMIR	CG4820|NP_001097748.1|DMEL
OG0000040	LOC108154686|XP_033245491.1|DMIR, LOC108154692|XP_017140530.1|DMIR	CG17806|NP_650658.1|DMEL
