Orthogroup	DYAK.longest_only	DSUP.longest_only
OG0000003	LOC6528608|XP_002089651.1|DYAK	LOC119551761|XP_037717216.1|DSUP
OG0000003	LOC6528606|XP_002089649.1|DYAK	LOC119551759|XP_037717214.1|DSUP
OG0000003	LOC120320435|XP_002089650.1|DYAK	LOC119551760|XP_037717215.1|DSUP
OG0000003	LOC6528128|XP_002089195.3|DYAK	LOC119546510|XP_037708761.1|DSUP
OG0000004	LOC120322179|XP_039233170.1|DYAK, LOC6529212|XP_002090219.3|DYAK, LOC120322177|XP_039233168.1|DYAK, LOC120322178|XP_039233169.1|DYAK, LOC6539223|XP_002086123.3|DYAK	LOC119546076|XP_037708081.1|DSUP, LOC119561441|XP_037731022.1|DSUP, LOC119559251|XP_037728250.1|DSUP, LOC119561442|XP_037731023.1|DSUP
OG0000004	LOC120322176|XP_039233166.1|DYAK	LOC119561429|XP_037731011.1|DSUP, LOC119559242|XP_037728241.1|DSUP, LOC119559173|XP_037728162.1|DSUP, LOC119559174|XP_037728163.1|DSUP, LOC119561440|XP_037731020.1|DSUP, LOC119559179|XP_037728167.1|DSUP, LOC119546618|XP_037708984.1|DSUP, LOC119561433|XP_037731015.1|DSUP, LOC119559178|XP_037728166.1|DSUP, LOC119547940|XP_037710915.1|DSUP, LOC119561511|XP_037731090.1|DSUP, LOC119548245|XP_037711313.1|DSUP, LOC119559232|XP_037728231.1|DSUP, LOC119561428|XP_037731010.1|DSUP, LOC119561434|XP_037731016.1|DSUP, LOC119559226|XP_037728224.1|DSUP, LOC119561431|XP_037731013.1|DSUP, LOC119561435|XP_037731017.1|DSUP, LOC119559225|XP_037728223.1|DSUP, LOC119559219|XP_037728218.1|DSUP, LOC119561432|XP_037731014.1|DSUP, LOC119559218|XP_037728217.1|DSUP, LOC119547941|XP_037710916.1|DSUP, LOC119561427|XP_037731009.1|DSUP, LOC119559175|XP_037728164.1|DSUP, LOC119559177|XP_037728165.1|DSUP, LOC119561512|XP_037731091.1|DSUP, LOC119559231|XP_037728230.1|DSUP, LOC119546960|XP_037709531.1|DSUP, LOC119559171|XP_037728160.1|DSUP, LOC119561438|XP_037731019.1|DSUP
OG0000004	LOC6540440|XP_039228255.1|DYAK	LOC119561503|XP_037731081.1|DSUP, LOC119561533|XP_037731112.1|DSUP, LOC119561508|XP_037731087.1|DSUP
OG0000005	LOC120322210|XP_039233201.1|DYAK	LOC119559203|XP_037728200.1|DSUP
OG0000005	LOC120321200|XP_039229119.1|DYAK, LOC120321199|XP_039229118.1|DYAK	LOC119561464|XP_037731045.1|DSUP
OG0000005	LOC120321241|XP_039229337.1|DYAK	LOC119547945|XP_037710922.1|DSUP, LOC119559201|XP_037728196.1|DSUP
OG0000005	LOC6539222|XP_002086121.1|DYAK	LOC119559197|XP_037728189.1|DSUP
OG0000005	LOC120322200|XP_039233191.1|DYAK	LOC119561417|XP_037730999.1|DSUP
OG0000005	LOC120321243|XP_039229339.1|DYAK	LOC119561470|XP_037731051.1|DSUP
OG0000006	LOC6540215|XP_039233179.1|DYAK	LOC119547990|XP_037710974.1|DSUP
OG0000006	LOC120322197|XP_039233188.1|DYAK, LOC120322195|XP_039233186.1|DYAK	LOC119559257|XP_037728256.1|DSUP
OG0000006	LOC120321198|XP_039229117.1|DYAK	LOC119546622|XP_037708987.1|DSUP
OG0000006	LOC120322189|XP_039233180.1|DYAK, LOC26535831|XP_015045247.2|DYAK	LOC119547943|XP_037710919.1|DSUP
OG0000007	LOC6534313|XP_002094993.1|DYAK, LOC6534314|XP_002094994.3|DYAK, LOC120321601|XP_039230656.1|DYAK	LOC119555653|XP_037723160.1|DSUP
OG0000007	LOC6533142|XP_002093868.1|DYAK	LOC119554492|XP_037721353.1|DSUP
OG0000007	LOC6533143|XP_002093869.1|DYAK	LOC119554489|XP_037721348.1|DSUP
OG0000007	LOC6533140|XP_002093866.1|DYAK	LOC119554495|XP_037721355.1|DSUP
OG0000007	LOC6533138|XP_002093864.1|DYAK	LOC119554490|XP_037721351.1|DSUP
OG0000007	LOC6527619|XP_002088707.1|DYAK	LOC119546692|XP_037709098.1|DSUP
OG0000007	LOC6528628|XP_002089670.1|DYAK	LOC119550735|XP_037715578.1|DSUP
OG0000007	LOC6527618|XP_002088706.1|DYAK	LOC119546891|XP_037709439.1|DSUP
OG0000007	LOC6532723|XP_002093465.1|DYAK	LOC119553820|XP_037720375.1|DSUP
OG0000007	LOC6532724|XP_002093466.1|DYAK	LOC119553445|XP_037719763.1|DSUP
OG0000007	LOC6527620|XP_002088708.1|DYAK	LOC119546800|XP_037709305.1|DSUP, LOC119547162|XP_037709816.1|DSUP, LOC119546829|XP_037709347.1|DSUP
OG0000007	LOC6533145|XP_002093871.1|DYAK	LOC119554496|XP_037721356.1|DSUP
OG0000008	LOC26536044|XP_039231154.1|DYAK	LOC119559922|XP_037729053.1|DSUP
OG0000008	LOC6532927|XP_002093663.1|DYAK	LOC119554295|XP_037721083.1|DSUP
OG0000008	LOC6532930|XP_002093666.1|DYAK	LOC119554293|XP_037721080.1|DSUP
OG0000008	LOC6527319|XP_002088412.1|DYAK	LOC119546547|XP_037708827.1|DSUP
OG0000008	LOC6532928|XP_002093664.1|DYAK	LOC119554296|XP_037721084.1|DSUP
OG0000008	LOC6524096|XP_002099960.1|DYAK	LOC119556861|XP_037725260.1|DSUP
OG0000008	LOC6536138|XP_039231652.1|DYAK	LOC119560392|XP_037729748.1|DSUP
OG0000008	LOC6536141|XP_039231654.1|DYAK	LOC119560393|XP_037729749.1|DSUP
OG0000008	LOC6536143|XP_002096744.1|DYAK	LOC119560395|XP_037729751.1|DSUP
OG0000008	LOC6536142|XP_002096743.1|DYAK	LOC119560394|XP_037729750.1|DSUP
OG0000008	LOC6536144|XP_002096745.1|DYAK	LOC119560107|XP_037729380.1|DSUP
OG0000009	LOC6535723|XP_002096349.3|DYAK	LOC119560146|XP_037729428.1|DSUP
OG0000009	LOC6535721|XP_002096347.1|DYAK	LOC119560480|XP_037729870.1|DSUP
OG0000009	LOC6535720|XP_002096346.1|DYAK	LOC119560408|XP_037729769.1|DSUP
OG0000009	LOC6535722|XP_002096348.1|DYAK	LOC119560481|XP_037729871.1|DSUP
OG0000009	LOC6532044|XP_002092821.1|DYAK	LOC119550480|XP_037715097.1|DSUP
OG0000009	LOC6536768|XP_002097339.1|DYAK	LOC119560195|XP_037729489.1|DSUP
OG0000009	LOC6530109|XP_002091055.1|DYAK	LOC119549977|XP_037714304.1|DSUP, LOC119550208|XP_037714685.1|DSUP
OG0000009	LOC6530111|XP_002091057.1|DYAK	LOC119551857|XP_037717362.1|DSUP, LOC119551891|XP_037717420.1|DSUP
OG0000010	LOC120322219|XP_039233209.1|DYAK	LOC119547946|XP_037710924.1|DSUP, LOC119559220|XP_037728219.1|DSUP
OG0000010	LOC120322218|XP_039233208.1|DYAK	LOC119559221|XP_037728220.1|DSUP, LOC119559233|XP_037728232.1|DSUP, LOC119559228|XP_037728227.1|DSUP
OG0000010	LOC120322222|XP_039233212.1|DYAK	LOC119548250|XP_037711321.1|DSUP
OG0000010	LOC26535638|XP_039229341.1|DYAK, LOC120322220|XP_039233210.1|DYAK, LOC26535724|XP_039233215.1|DYAK, LOC120322221|XP_039233211.1|DYAK	LOC119547947|XP_037710925.1|DSUP
OG0000011	LOC26534881|XP_015054560.1|DYAK	LOC119548026|XP_037711028.1|DSUP
OG0000011	LOC6525318|XP_002101154.2|DYAK	LOC119558003|XP_037727039.1|DSUP
OG0000011	LOC120320450|XP_039227155.1|DYAK	LOC119548095|XP_037711111.1|DSUP, LOC119548094|XP_037711110.1|DSUP, LOC119548461|XP_037711657.1|DSUP, LOC119548363|XP_037711507.1|DSUP
OG0000011	LOC6526687|XP_002087792.2|DYAK	LOC119548364|XP_037711508.1|DSUP
OG0000011	LOC6526836|XP_039227102.1|DYAK, LOC6526837|XP_002087937.1|DYAK	LOC119548873|XP_037712431.1|DSUP, LOC119546938|XP_037709503.1|DSUP
OG0000011	LOC26535503|XP_015045173.2|DYAK	LOC119555066|XP_037722201.1|DSUP
OG0000011	LOC6529533|XP_039228709.1|DYAK	LOC119546050|XP_037708041.1|DSUP
OG0000011	LOC6529527|XP_039228713.1|DYAK	LOC119547347|XP_037710088.1|DSUP
OG0000011	LOC120320662|XP_039226899.1|DYAK	LOC119556682|XP_037724981.1|DSUP
OG0000011	LOC6534062|XP_002094748.1|DYAK	LOC119554627|XP_037721551.1|DSUP
OG0000011	LOC6534063|XP_002094749.1|DYAK	LOC119554626|XP_037721550.1|DSUP
OG0000011	LOC6536394|XP_002096976.1|DYAK	LOC119554762|XP_037721730.1|DSUP
OG0000012	LOC6530957|XP_002091795.1|DYAK	LOC119550822|XP_037715693.1|DSUP
OG0000012	LOC6530958|XP_002091796.1|DYAK	LOC119550821|XP_037715691.1|DSUP
OG0000012	LOC6530959|XP_015051811.1|DYAK	LOC119551596|XP_037716924.1|DSUP, LOC119550028|XP_037714380.1|DSUP
OG0000012	LOC6530956|XP_002091794.1|DYAK	LOC119551494|XP_037716788.1|DSUP
OG0000012	LOC6530954|XP_002091792.1|DYAK	LOC119551074|XP_037716130.1|DSUP
OG0000012	LOC6530955|XP_002091793.1|DYAK	LOC119550378|XP_037714954.1|DSUP
OG0000012	LOC6530135|XP_002091081.1|DYAK	LOC119549965|XP_037714285.1|DSUP
OG0000012	LOC6530133|XP_002091079.2|DYAK	LOC119551851|XP_037717353.1|DSUP
OG0000012	LOC6530132|XP_002091078.1|DYAK	LOC119551850|XP_037717352.1|DSUP
OG0000012	LOC6530131|XP_002091077.2|DYAK	LOC119550449|XP_037715053.1|DSUP
OG0000012	LOC6530130|XP_002091076.1|DYAK	LOC119551476|XP_037716767.1|DSUP
OG0000012	LOC6530129|XP_002091075.1|DYAK	LOC119551477|XP_037716768.1|DSUP
OG0000013	LOC6530359|XP_002091285.1|DYAK	LOC119549437|XP_037713458.1|DSUP
OG0000013	LOC6525539|XP_002101374.1|DYAK	LOC119558255|XP_037727511.1|DSUP
OG0000013	LOC6537221|XP_002097779.1|DYAK	LOC119563541|XP_037732953.1|DSUP
OG0000013	LOC6534055|XP_002094741.1|DYAK	LOC119555401|XP_037722683.1|DSUP
OG0000013	LOC6536907|XP_002097476.1|DYAK	LOC119556345|XP_037724379.1|DSUP
OG0000013	LOC6538786|XP_002099299.1|DYAK	LOC119545787|XP_037707587.1|DSUP
OG0000013	LOC6536836|XP_039232142.1|DYAK, LOC6536837|XP_039232350.1|DYAK, LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK	LOC119561021|XP_037730772.1|DSUP, LOC119561023|XP_037730776.1|DSUP, LOC119559756|XP_037728754.1|DSUP, LOC119561022|XP_037730774.1|DSUP, LOC119545740|XP_037707491.1|DSUP, LOC119545739|XP_037707490.1|DSUP
OG0000014	LOC120322409|XP_039233635.1|DYAK	LOC119561546|XP_037731125.1|DSUP
OG0000015	LOC6529704|XP_002090697.2|DYAK	LOC119548635|XP_037711952.1|DSUP
OG0000015	LOC6526496|XP_039227173.1|DYAK	LOC119546298|XP_037708414.1|DSUP, LOC119546326|XP_037708454.1|DSUP
OG0000015	LOC120320869|XP_039227770.1|DYAK	LOC119547138|XP_037709780.1|DSUP
OG0000015	LOC6526950|XP_002088046.2|DYAK	LOC119547086|XP_037709714.1|DSUP
OG0000015	LOC6530275|XP_002091207.2|DYAK	LOC119550622|XP_037715380.1|DSUP
OG0000015	LOC6538477|XP_002099001.3|DYAK	LOC119546949|XP_037709517.1|DSUP
OG0000016	LOC6536965|XP_002097534.1|DYAK	LOC119560964|XP_037730645.1|DSUP
OG0000016	LOC6530731|XP_002091621.1|DYAK	LOC119551792|XP_037717267.1|DSUP
OG0000016	LOC6536862|XP_002097431.1|DYAK	LOC119560636|XP_037730116.1|DSUP
OG0000016	LOC6531360|XP_002092163.2|DYAK	LOC119549928|XP_037714197.1|DSUP, LOC119549685|XP_037713828.1|DSUP
OG0000016	LOC6525488|XP_002101323.1|DYAK	LOC119557630|XP_037726388.1|DSUP
OG0000016	LOC6529087|XP_002090100.1|DYAK	LOC119559471|XP_037728511.1|DSUP
OG0000016	LOC6537169|XP_002097730.1|DYAK	LOC119561925|XP_037731293.1|DSUP
OG0000016	LOC6535129|XP_039230803.1|DYAK	LOC119555565|XP_037722943.1|DSUP
OG0000017	LOC6525337|XP_002101173.1|DYAK	LOC119555819|XP_037723364.1|DSUP
OG0000017	LOC6528495|XP_002089541.2|DYAK	LOC119549290|XP_037713167.1|DSUP
OG0000017	LOC6539128|XP_002086029.1|DYAK	LOC119562617|XP_037731769.1|DSUP, LOC119562618|XP_037731771.1|DSUP
OG0000017	LOC6536204|XP_002096795.1|DYAK	LOC119560371|XP_037729705.1|DSUP
OG0000017	LOC6538219|XP_002098746.2|DYAK	LOC119552736|XP_037718429.1|DSUP
OG0000017	LOC6531831|XP_002092618.3|DYAK	LOC119550337|XP_037714884.1|DSUP, LOC119558631|XP_037727964.1|DSUP
OG0000017	LOC6529100|XP_002090113.1|DYAK	LOC119562595|XP_037731744.1|DSUP
OG0000017	LOC6531832|XP_002092619.1|DYAK	LOC119558630|XP_037727962.1|DSUP, LOC119550336|XP_037714883.1|DSUP
OG0000017	LOC6526432|XP_002087551.1|DYAK	LOC119546290|XP_037708399.1|DSUP
OG0000018	LOC6533164|XP_002093890.1|DYAK	LOC119554781|XP_037721753.1|DSUP
OG0000018	LOC26535738|XP_015049834.1|DYAK	LOC119553692|XP_037720175.1|DSUP
OG0000018	LOC26535774|XP_015049832.1|DYAK	LOC119554782|XP_037721754.1|DSUP
OG0000018	LOC6533166|XP_002093892.1|DYAK	LOC119554784|XP_037721757.1|DSUP
OG0000018	LOC26534877|XP_015049829.1|DYAK, LOC26534805|XP_015049828.1|DYAK, LOC26535405|XP_015049827.1|DYAK	LOC119553876|XP_037720463.1|DSUP, LOC119553875|XP_037720461.1|DSUP, LOC119553877|XP_037720464.1|DSUP, LOC119553878|XP_037720465.1|DSUP
OG0000018	LOC26534941|XP_015049831.1|DYAK	LOC119552517|XP_037718063.1|DSUP, LOC119552516|XP_037718062.1|DSUP
OG0000019	LOC6538322|XP_039232218.1|DYAK	LOC119545699|XP_037707379.1|DSUP
OG0000019	LOC6538324|XP_002098851.2|DYAK	LOC119545701|XP_037707381.1|DSUP
OG0000019	LOC6538323|XP_002098850.2|DYAK	LOC119545702|XP_037707383.1|DSUP
OG0000019	LOC6538326|XP_002098853.2|DYAK	LOC119553849|XP_037720426.1|DSUP
OG0000019	LOC6538321|XP_002098848.1|DYAK	LOC119545696|XP_037707377.1|DSUP
OG0000019	LOC6538320|XP_002098847.1|DYAK	LOC119545697|XP_037707378.1|DSUP
OG0000020	LOC6538082|XP_002098616.1|DYAK	LOC119551011|XP_037715994.1|DSUP
OG0000020	LOC6530655|XP_002091553.1|DYAK	LOC119549986|XP_037714317.1|DSUP
OG0000020	LOC6529647|XP_002090641.1|DYAK	LOC119546352|XP_037708508.1|DSUP, LOC119548418|XP_037711587.1|DSUP, LOC119560332|XP_037729650.1|DSUP
OG0000020	LOC6528749|XP_002089784.2|DYAK	LOC119546657|XP_037709040.1|DSUP, LOC119546786|XP_037709271.1|DSUP, LOC119550100|XP_037714508.1|DSUP
OG0000020	LOC6527703|XP_002088787.1|DYAK	LOC119546737|XP_037709159.1|DSUP
OG0000020	LOC6535735|XP_039231556.1|DYAK	LOC119561092|XP_037730913.1|DSUP
OG0000020	LOC6537431|XP_002097987.1|DYAK	LOC119556769|XP_037725126.1|DSUP
OG0000020	LOC6529263|XP_002090268.1|DYAK	LOC119547825|XP_037710775.1|DSUP
OG0000020	LOC6529648|XP_002090642.1|DYAK	LOC119546570|XP_037708891.1|DSUP
OG0000021	LOC6526678|XP_002087784.1|DYAK	LOC119548675|XP_037712046.1|DSUP
OG0000021	LOC6530550|XP_002091465.1|DYAK	LOC119549002|XP_037712540.1|DSUP
OG0000021	LOC6530532|XP_039228836.1|DYAK	LOC119550684|XP_037715475.1|DSUP
OG0000021	LOC6531172|XP_002092001.1|DYAK	LOC119550497|XP_037715116.1|DSUP
OG0000021	LOC6526013|XP_039229713.1|DYAK	LOC119556017|XP_037723717.1|DSUP
OG0000021	LOC6538705|XP_002099220.3|DYAK	LOC119552371|XP_037718001.1|DSUP
OG0000021	LOC6536819|XP_002097389.1|DYAK	LOC119560336|XP_037729656.1|DSUP
OG0000021	LOC6524816|XP_002100658.1|DYAK	LOC119555956|XP_037723602.1|DSUP
OG0000022	LOC6531452|XP_002092255.1|DYAK	LOC119550370|XP_037714944.1|DSUP
OG0000022	LOC6532315|XP_002093075.1|DYAK	LOC119553490|XP_037719826.1|DSUP
OG0000022	LOC6532322|XP_002093082.1|DYAK, LOC6532321|XP_002093081.1|DYAK, LOC6532323|XP_002093083.1|DYAK, LOC6532320|XP_002093080.1|DYAK	LOC119555582|XP_037722984.1|DSUP, LOC119555585|XP_037722986.1|DSUP, LOC119555586|XP_037722987.1|DSUP
OG0000022	LOC6532325|XP_002093085.1|DYAK	LOC119555581|XP_037722982.1|DSUP, LOC119555583|XP_037722985.1|DSUP
OG0000022	LOC6532324|XP_002093084.1|DYAK	LOC119555580|XP_037722981.1|DSUP
OG0000023	LOC6536030|XP_002096645.2|DYAK	LOC119559780|XP_037728787.1|DSUP
OG0000023	LOC6536027|XP_002096642.3|DYAK, LOC6536034|XP_002096649.3|DYAK	LOC119559792|XP_037728800.1|DSUP, LOC119559788|XP_037728797.1|DSUP
OG0000023	LOC6539886|XP_002086766.1|DYAK	LOC119559783|XP_037728790.1|DSUP
OG0000023	LOC6531278|XP_002092087.2|DYAK	LOC119550999|XP_037715976.1|DSUP
OG0000023	LOC26536093|XP_039232188.1|DYAK	LOC119559784|XP_037728792.1|DSUP
OG0000023	LOC6536032|XP_039230972.1|DYAK	LOC119559779|XP_037728786.1|DSUP
OG0000023	LOC6536035|XP_002096650.2|DYAK	LOC119559778|XP_037728785.1|DSUP
OG0000023	LOC6540152|XP_039232191.1|DYAK	LOC119559785|XP_037728793.1|DSUP
OG0000024	LOC6530300|XP_002091227.1|DYAK	LOC119551120|XP_037716232.1|DSUP
OG0000024	LOC6530298|XP_002091225.1|DYAK, LOC6530299|XP_002091226.1|DYAK	LOC119549911|XP_037714159.1|DSUP, LOC119552112|XP_037717826.1|DSUP
OG0000024	LOC6530302|XP_002091229.1|DYAK	LOC119551714|XP_037717116.1|DSUP
OG0000024	LOC6530301|XP_002091228.2|DYAK	LOC119551121|XP_037716233.1|DSUP
OG0000024	LOC6529811|XP_002090793.1|DYAK	LOC119548131|XP_037711156.1|DSUP, LOC119548130|XP_037711155.1|DSUP, LOC119546161|XP_037708208.1|DSUP, LOC119548129|XP_037711154.1|DSUP
OG0000024	LOC6529951|XP_002090905.3|DYAK	LOC119551919|XP_037717477.1|DSUP
OG0000025	LOC6525230|XP_002101068.1|DYAK, LOC6527587|XP_002088675.1|DYAK	LOC119556135|XP_037723954.1|DSUP
OG0000026	LOC6525058|XP_002100897.1|DYAK	LOC119557908|XP_037726842.1|DSUP
OG0000026	LOC6528059|XP_002089126.1|DYAK	LOC119547110|XP_037709748.1|DSUP
OG0000026	LOC6525544|XP_002101379.1|DYAK	LOC119557301|XP_037725939.1|DSUP
OG0000026	LOC6535919|XP_002096535.1|DYAK	LOC119560123|XP_037729401.1|DSUP
OG0000027	LOC6526916|XP_002088015.1|DYAK	LOC119548404|XP_037711568.1|DSUP
OG0000027	LOC6526913|XP_002088012.1|DYAK	LOC119548409|XP_037711576.1|DSUP
OG0000027	LOC6526915|XP_002088014.1|DYAK	LOC119548453|XP_037711645.1|DSUP
OG0000028	LOC6534951|XP_039229813.1|DYAK	LOC119555138|XP_037722293.1|DSUP
OG0000028	LOC6535078|XP_039229703.1|DYAK	LOC119554646|XP_037721574.1|DSUP
OG0000029	LOC6536587|XP_002097163.1|DYAK	LOC119562890|XP_037731935.1|DSUP
OG0000029	LOC6528801|XP_002089833.1|DYAK	LOC119550971|XP_037715934.1|DSUP
OG0000029	LOC6531052|XP_002091888.1|DYAK	LOC119549481|XP_037713512.1|DSUP
OG0000029	LOC6536173|XP_002096764.1|DYAK	LOC119560689|XP_037730195.1|DSUP
OG0000029	LOC6534230|XP_002094912.1|DYAK	LOC119554065|XP_037720734.1|DSUP
OG0000030	LOC6527318|XP_002088411.1|DYAK	LOC119547225|XP_037709914.1|DSUP
OG0000030	LOC6527316|XP_002088409.2|DYAK	LOC119546122|XP_037708143.1|DSUP
OG0000030	LOC6527317|XP_002088410.1|DYAK	LOC119547226|XP_037709915.1|DSUP
OG0000030	LOC6526597|XP_002087705.1|DYAK	LOC119546258|XP_037708345.1|DSUP, LOC119546257|XP_037708344.1|DSUP
OG0000030	LOC6531827|XP_039228114.1|DYAK	LOC119550805|XP_037715669.1|DSUP, LOC119558621|XP_037727957.1|DSUP
OG0000030	LOC6524424|XP_002100282.1|DYAK	LOC119557894|XP_037726826.1|DSUP
OG0000030	LOC6525109|XP_002100948.2|DYAK	LOC119556830|XP_037725216.1|DSUP
OG0000031	LOC6528958|XP_002089990.1|DYAK, LOC6528971|XP_002090003.2|DYAK	LOC119546941|XP_037709506.1|DSUP, LOC119546197|XP_037708251.1|DSUP
OG0000031	LOC6528984|XP_002090016.3|DYAK	LOC119548227|XP_037711293.1|DSUP
OG0000031	LOC6529463|XP_002090465.2|DYAK	LOC119547774|XP_037710713.1|DSUP
OG0000031	LOC6532903|XP_002093639.1|DYAK	LOC119552950|XP_037718858.1|DSUP
OG0000031	LOC6526633|XP_002087741.1|DYAK	LOC119547137|XP_037709777.1|DSUP
OG0000031	LOC6528983|XP_002090015.2|DYAK	LOC119548228|XP_037711295.1|DSUP
OG0000031	LOC6528006|XP_002089073.1|DYAK	LOC119546475|XP_037708689.1|DSUP, LOC119546474|XP_037708687.1|DSUP
OG0000032	LOC6536794|XP_002097364.1|DYAK	LOC119559763|XP_037728765.1|DSUP
OG0000032	LOC6536800|XP_002097370.2|DYAK	LOC119559968|XP_037729132.1|DSUP
OG0000032	LOC6536802|XP_002097372.1|DYAK	LOC119560574|XP_037730023.1|DSUP
OG0000032	LOC6536801|XP_002097371.1|DYAK	LOC119559967|XP_037729131.1|DSUP
OG0000033	LOC6538141|XP_039231494.1|DYAK	LOC119552590|XP_037718157.1|DSUP, LOC119552614|XP_037718209.1|DSUP
OG0000033	LOC6538142|XP_002098676.1|DYAK	LOC119563311|XP_037732572.1|DSUP
OG0000033	LOC6530309|XP_039228670.1|DYAK	LOC119546299|XP_037708415.1|DSUP, LOC119546423|XP_037708616.1|DSUP
OG0000033	LOC6528345|XP_002089398.1|DYAK	LOC119551206|XP_037716367.1|DSUP
OG0000033	LOC6528344|XP_002089397.2|DYAK	LOC119551207|XP_037716368.1|DSUP
OG0000033	LOC6528350|XP_002089399.1|DYAK	LOC119551205|XP_037716366.1|DSUP
OG0000033	LOC6534298|XP_002094979.1|DYAK	LOC119552692|XP_037718345.1|DSUP
