Orthogroup	DYAK.longest_only	DSER.longest_only
OG0000011	LOC6534062|XP_002094748.1|DYAK	LOC110191403|XP_020817919.1|DSER
OG0000011	LOC6536394|XP_002096976.1|DYAK	LOC110185215|XP_020809607.1|DSER
OG0000012	LOC6530957|XP_002091795.1|DYAK	LOC110178863|XP_020801799.1|DSER
OG0000012	LOC6530958|XP_002091796.1|DYAK	LOC110178859|XP_020801786.1|DSER
OG0000012	LOC6530959|XP_015051811.1|DYAK	LOC110190967|XP_020817320.1|DSER
OG0000012	LOC6530956|XP_002091794.1|DYAK	LOC110176037|XP_020797910.1|DSER
OG0000012	LOC6530954|XP_002091792.1|DYAK	LOC110180096|XP_020803382.1|DSER
OG0000012	LOC6530955|XP_002091793.1|DYAK	LOC110176319|XP_020798300.1|DSER
OG0000012	LOC6530135|XP_002091081.1|DYAK	LOC110178311|XP_020801063.1|DSER
OG0000012	LOC6530133|XP_002091079.2|DYAK	LOC110178377|XP_020801172.1|DSER
OG0000012	LOC6530132|XP_002091078.1|DYAK	LOC110178312|XP_020801065.1|DSER
OG0000012	LOC6530131|XP_002091077.2|DYAK	LOC110178270|XP_020800995.1|DSER, LOC110178283|XP_020801014.1|DSER
OG0000012	LOC6530130|XP_002091076.1|DYAK	LOC110178292|XP_020801024.1|DSER
OG0000012	LOC6530129|XP_002091075.1|DYAK	LOC110178324|XP_020801093.1|DSER
OG0000013	LOC6530359|XP_002091285.1|DYAK	LOC110189766|XP_020815644.1|DSER
OG0000013	LOC6525539|XP_002101374.1|DYAK	LOC110179613|XP_020802873.1|DSER
OG0000013	LOC6537221|XP_002097779.1|DYAK	LOC110188689|XP_020814151.1|DSER
OG0000013	LOC6534055|XP_002094741.1|DYAK	LOC110188838|XP_020814394.1|DSER
OG0000013	LOC6536907|XP_002097476.1|DYAK	LOC110188074|XP_020813284.1|DSER
OG0000013	LOC6538786|XP_002099299.1|DYAK	LOC110191421|XP_020817937.1|DSER, LOC110191071|XP_020817464.1|DSER
OG0000013	LOC6536836|XP_039232142.1|DYAK, LOC6536837|XP_039232350.1|DYAK, LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK	LOC110191200|XP_020817626.1|DSER, LOC110191337|XP_020817840.1|DSER
OG0000015	LOC6529704|XP_002090697.2|DYAK	LOC110181407|XP_020804802.1|DSER
OG0000015	LOC6526950|XP_002088046.2|DYAK, LOC6526894|XP_002087993.1|DYAK	LOC110187200|XP_020812259.1|DSER, LOC110182170|XP_020805830.1|DSER, LOC110187202|XP_020812260.1|DSER
OG0000015	LOC6530275|XP_002091207.2|DYAK	LOC110179364|XP_020802537.1|DSER
OG0000015	LOC6538477|XP_002099001.3|DYAK	LOC110181374|XP_020804762.1|DSER
OG0000016	LOC6536965|XP_002097534.1|DYAK	LOC110185112|XP_020809466.1|DSER
OG0000016	LOC6530731|XP_002091621.1|DYAK	LOC110182974|XP_020806826.1|DSER
OG0000016	LOC6536862|XP_002097431.1|DYAK	LOC110186803|XP_020811744.1|DSER
OG0000016	LOC6525488|XP_002101323.1|DYAK	LOC110181494|XP_020804920.1|DSER
OG0000016	LOC6529087|XP_002090100.1|DYAK	LOC110189526|XP_020815315.1|DSER
OG0000016	LOC6537169|XP_002097730.1|DYAK	LOC110191952|XP_020818633.1|DSER
OG0000016	LOC6535129|XP_039230803.1|DYAK	LOC110179844|XP_020803110.1|DSER
OG0000017	LOC6525337|XP_002101173.1|DYAK	LOC110179704|XP_020802972.1|DSER
OG0000017	LOC6528495|XP_002089541.2|DYAK	LOC110182944|XP_020806786.1|DSER
OG0000017	LOC6539128|XP_002086029.1|DYAK	LOC110189651|XP_020815456.1|DSER
OG0000017	LOC6536204|XP_002096795.1|DYAK	LOC110186415|XP_020811251.1|DSER
OG0000017	LOC6538220|XP_039231078.1|DYAK, LOC6538219|XP_002098746.2|DYAK	LOC110177433|XP_020799815.1|DSER, LOC110177434|XP_020799816.1|DSER
OG0000017	LOC6531831|XP_002092618.3|DYAK	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER
OG0000017	LOC6529100|XP_002090113.1|DYAK	LOC110189689|XP_020815522.1|DSER
OG0000017	LOC6531832|XP_002092619.1|DYAK	LOC110178449|XP_020801243.1|DSER
OG0000017	LOC6526432|XP_002087551.1|DYAK	LOC110183096|XP_020806947.1|DSER, LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER
OG0000018	LOC6533164|XP_002093890.1|DYAK	LOC110184702|XP_020808977.1|DSER
OG0000018	LOC26535774|XP_015049832.1|DYAK	LOC110184746|XP_020809033.1|DSER
OG0000018	LOC6533166|XP_002093892.1|DYAK	LOC110184752|XP_020809041.1|DSER
OG0000018	LOC26534877|XP_015049829.1|DYAK, LOC26534805|XP_015049828.1|DYAK, LOC26535405|XP_015049827.1|DYAK	LOC110184705|XP_020808980.1|DSER, LOC110184704|XP_020808979.1|DSER, LOC110184742|XP_020809030.1|DSER, LOC110184753|XP_020809042.1|DSER, LOC110184714|XP_020808993.1|DSER
OG0000018	LOC26534941|XP_015049831.1|DYAK	LOC110184703|XP_020808978.1|DSER
OG0000019	LOC6538322|XP_039232218.1|DYAK	LOC110186753|XP_020811674.1|DSER
OG0000019	LOC6538324|XP_002098851.2|DYAK, LOC6538323|XP_002098850.2|DYAK	LOC110186755|XP_020811676.1|DSER, LOC110186756|XP_020811677.1|DSER
OG0000019	LOC6538326|XP_002098853.2|DYAK	LOC110186746|XP_020811668.1|DSER
OG0000019	LOC6538321|XP_002098848.1|DYAK, LOC6538320|XP_002098847.1|DYAK	LOC110186749|XP_020811671.1|DSER, LOC110186750|XP_020811672.1|DSER
OG0000020	LOC6538082|XP_002098616.1|DYAK	LOC110186419|XP_020811254.1|DSER
OG0000020	LOC6530655|XP_002091553.1|DYAK	LOC110179314|XP_020802461.1|DSER
OG0000020	LOC6528749|XP_002089784.2|DYAK	LOC110178058|XP_020800723.1|DSER
OG0000020	LOC6527703|XP_002088787.1|DYAK	LOC110183820|XP_020807830.1|DSER
OG0000020	LOC6535735|XP_039231556.1|DYAK	LOC110188252|XP_020813584.1|DSER
OG0000020	LOC6537431|XP_002097987.1|DYAK	LOC110186984|XP_020811998.1|DSER
OG0000020	LOC6529263|XP_002090268.1|DYAK	LOC110187270|XP_020812316.1|DSER
OG0000020	LOC6529648|XP_002090642.1|DYAK	LOC110183751|XP_020807766.1|DSER
OG0000021	LOC6530550|XP_002091465.1|DYAK	LOC110177674|XP_020800156.1|DSER
OG0000021	LOC6530532|XP_039228836.1|DYAK	LOC110177755|XP_020800276.1|DSER
OG0000021	LOC6531172|XP_002092001.1|DYAK	LOC110177907|XP_020800536.1|DSER
OG0000021	LOC6526013|XP_039229713.1|DYAK	LOC110181842|XP_020805408.1|DSER
OG0000021	LOC6538705|XP_002099220.3|DYAK	LOC110184678|XP_020808951.1|DSER
OG0000021	LOC6536819|XP_002097389.1|DYAK	LOC110190995|XP_020817366.1|DSER
OG0000021	LOC6524816|XP_002100658.1|DYAK	LOC110189278|XP_020814959.1|DSER
OG0000022	LOC6531452|XP_002092255.1|DYAK	LOC110176354|XP_020798342.1|DSER
OG0000022	LOC6532315|XP_002093075.1|DYAK	LOC110178658|XP_020801510.1|DSER
OG0000022	LOC6532325|XP_002093085.1|DYAK	LOC110178662|XP_020801517.1|DSER
OG0000023	LOC6539886|XP_002086766.1|DYAK	LOC110188309|XP_020813677.1|DSER, LOC110188457|XP_020813846.1|DSER
OG0000023	LOC6531278|XP_002092087.2|DYAK	LOC110180829|XP_020804169.1|DSER
OG0000023	LOC26536093|XP_039232188.1|DYAK	LOC110188308|XP_020813675.1|DSER, LOC110188456|XP_020813844.1|DSER
OG0000023	LOC6536032|XP_039230972.1|DYAK	LOC110188454|XP_020813842.1|DSER
OG0000023	LOC6536035|XP_002096650.2|DYAK	LOC110188691|XP_020814154.1|DSER
OG0000023	LOC6540152|XP_039232191.1|DYAK	LOC110188690|XP_020814152.1|DSER
OG0000024	LOC6530302|XP_002091229.1|DYAK	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER
OG0000024	LOC6530301|XP_002091228.2|DYAK	LOC110179365|XP_020802539.1|DSER
OG0000024	LOC6529811|XP_002090793.1|DYAK	LOC110185697|XP_020810324.1|DSER
OG0000024	LOC6530303|XP_002091230.1|DYAK	LOC110179322|XP_020802473.1|DSER
OG0000024	LOC6529951|XP_002090905.3|DYAK	LOC110180569|XP_020803926.1|DSER
OG0000025	LOC6527587|XP_002088675.1|DYAK	LOC110182356|XP_020806054.1|DSER
OG0000026	LOC6525058|XP_002100897.1|DYAK	LOC110176041|XP_020797911.1|DSER
OG0000026	LOC6528059|XP_002089126.1|DYAK	LOC110182689|XP_020806441.1|DSER
OG0000026	LOC6525544|XP_002101379.1|DYAK	LOC110179505|XP_020802740.1|DSER
OG0000026	LOC6535919|XP_002096535.1|DYAK	LOC110188271|XP_020813620.1|DSER
OG0000027	LOC6526916|XP_002088015.1|DYAK	LOC110176950|XP_020799111.1|DSER
OG0000027	LOC6526913|XP_002088012.1|DYAK	LOC110176976|XP_020799142.1|DSER
OG0000027	LOC6526915|XP_002088014.1|DYAK	LOC110176929|XP_020799084.1|DSER
OG0000028	LOC26534799|XP_015044645.1|DYAK, LOC26535937|XP_015050935.2|DYAK, LOC26535654|XP_015045147.2|DYAK, LOC26535087|XP_015045044.2|DYAK, LOC6534951|XP_039229813.1|DYAK	LOC110190400|XP_020816511.1|DSER, LOC110190401|XP_020816513.1|DSER, LOC110190052|XP_020816017.1|DSER
OG0000028	LOC6535078|XP_039229703.1|DYAK	LOC110190608|XP_020816860.1|DSER
OG0000029	LOC6528801|XP_002089833.1|DYAK	LOC110181434|XP_020804839.1|DSER, LOC110177071|XP_020799247.1|DSER
OG0000029	LOC6536173|XP_002096764.1|DYAK	LOC110185765|XP_020810430.1|DSER
OG0000029	LOC6534230|XP_002094912.1|DYAK	LOC110178924|XP_020801869.1|DSER
OG0000030	LOC6527318|XP_002088411.1|DYAK	LOC110183999|XP_020808015.1|DSER
OG0000030	LOC6527317|XP_002088410.1|DYAK	LOC110184000|XP_020808016.1|DSER
OG0000030	LOC6526597|XP_002087705.1|DYAK	LOC110184885|XP_020809189.1|DSER
OG0000030	LOC6531827|XP_039228114.1|DYAK	LOC110178495|XP_020801302.1|DSER
OG0000030	LOC6524424|XP_002100282.1|DYAK	LOC110180192|XP_020803508.1|DSER
OG0000030	LOC6525109|XP_002100948.2|DYAK	LOC110184177|XP_020808247.1|DSER
OG0000031	LOC6528958|XP_002089990.1|DYAK, LOC6528971|XP_002090003.2|DYAK, LOC6528984|XP_002090016.3|DYAK	LOC110185921|XP_020810593.1|DSER
OG0000031	LOC6528006|XP_002089073.1|DYAK	LOC110183330|XP_020807237.1|DSER
OG0000032	LOC6536794|XP_002097364.1|DYAK	LOC110191017|XP_020817393.1|DSER
OG0000032	LOC6536792|XP_002097362.1|DYAK	LOC110189627|XP_020815431.1|DSER
OG0000032	LOC6536793|XP_002097363.1|DYAK	LOC110188628|XP_020814064.1|DSER
OG0000032	LOC6536802|XP_002097372.1|DYAK	LOC110190425|XP_020816566.1|DSER
OG0000032	LOC6536801|XP_002097371.1|DYAK	LOC110188663|XP_020814116.1|DSER
OG0000033	LOC6538141|XP_039231494.1|DYAK, LOC6538142|XP_002098676.1|DYAK	LOC110184954|XP_020809264.1|DSER, LOC110185945|XP_020810623.1|DSER
OG0000033	LOC6528345|XP_002089398.1|DYAK	LOC110189687|XP_020815520.1|DSER
OG0000033	LOC6528344|XP_002089397.2|DYAK	LOC110189316|XP_020815019.1|DSER, LOC110189317|XP_020815020.1|DSER
OG0000033	LOC6528350|XP_002089399.1|DYAK	LOC110189686|XP_020815519.1|DSER
OG0000033	LOC6534298|XP_002094979.1|DYAK	LOC110188470|XP_020813858.1|DSER, LOC110188471|XP_020813859.1|DSER
OG0000034	LOC6531351|XP_002092155.1|DYAK, LOC6529512|XP_002090514.1|DYAK	LOC110184859|XP_020809159.1|DSER
OG0000034	LOC6529511|XP_002090513.2|DYAK	LOC110184879|XP_020809185.1|DSER
OG0000034	LOC6529510|XP_002090512.1|DYAK	LOC110184890|XP_020809195.1|DSER
OG0000034	LOC6529821|XP_002090802.3|DYAK, LOC6536872|XP_002097441.1|DYAK	LOC110185580|XP_020810168.1|DSER, LOC110185578|XP_020810167.1|DSER
OG0000034	LOC6527117|XP_002088210.1|DYAK	LOC110185768|XP_020810429.1|DSER
OG0000036	LOC6536018|XP_002096633.1|DYAK	LOC110188341|XP_020813708.1|DSER
OG0000036	LOC6537201|XP_002097759.1|DYAK	LOC110191887|XP_020818531.1|DSER
OG0000036	LOC6535269|XP_002095925.1|DYAK	LOC110187659|XP_020812737.1|DSER
OG0000036	LOC6537913|XP_002098453.1|DYAK, LOC6537914|XP_039232806.1|DYAK	LOC110186335|XP_020811144.1|DSER
OG0000037	LOC6531032|XP_002091868.2|DYAK	LOC110178458|XP_020801255.1|DSER
OG0000037	LOC6535647|XP_002096275.2|DYAK	LOC110188328|XP_020813694.1|DSER
OG0000037	LOC6535648|XP_002096276.2|DYAK	LOC110188288|XP_020813646.1|DSER
OG0000038	LOC6539691|XP_002086577.2|DYAK	LOC110187819|XP_020812959.1|DSER, LOC110190399|XP_020816510.1|DSER
OG0000038	LOC6534938|XP_039229728.1|DYAK	LOC110189906|XP_020815830.1|DSER
OG0000039	LOC6524746|XP_002100590.1|DYAK	LOC110181782|XP_020805320.1|DSER
OG0000039	LOC6524745|XP_002100589.2|DYAK	LOC110181861|XP_020805441.1|DSER
OG0000039	LOC6526007|XP_002101825.1|DYAK	LOC110181937|XP_020805533.1|DSER
OG0000040	LOC6535485|XP_002096116.3|DYAK	LOC110177295|XP_020799616.1|DSER
OG0000040	LOC6536605|XP_002097181.1|DYAK	LOC110190225|XP_020816248.1|DSER
OG0000040	LOC6536604|XP_002097180.1|DYAK	LOC110190236|XP_020816258.1|DSER
OG0000040	LOC6535486|XP_002096117.1|DYAK	LOC110177298|XP_020799618.1|DSER, LOC110177453|XP_020799846.1|DSER
OG0000040	LOC6535487|XP_002096118.3|DYAK	LOC110177296|XP_020799617.1|DSER
OG0000040	LOC6535489|XP_002096120.1|DYAK	LOC110177417|XP_020799793.1|DSER
OG0000040	LOC6539025|XP_002099527.1|DYAK	LOC110186252|XP_020810992.1|DSER
OG0000041	LOC6538543|XP_002099065.1|DYAK	LOC110186567|XP_020811434.1|DSER
OG0000041	LOC6538540|XP_002099062.1|DYAK	LOC110186484|XP_020811330.1|DSER
OG0000041	LOC6538533|XP_002099055.1|DYAK	LOC110186805|XP_020811746.1|DSER, LOC110186801|XP_020811741.1|DSER, LOC110186551|XP_020811415.1|DSER
OG0000041	LOC6538535|XP_039230997.1|DYAK, LOC6538534|XP_002099056.1|DYAK	LOC110186535|XP_020811395.1|DSER, LOC110186667|XP_020811591.1|DSER
OG0000042	LOC6531112|XP_002091946.1|DYAK	LOC110191593|XP_020818136.1|DSER
OG0000042	LOC6531108|XP_002091942.2|DYAK	LOC110191603|XP_020818147.1|DSER, LOC110191604|XP_020818149.1|DSER
OG0000042	LOC6531111|XP_002091945.1|DYAK	LOC110191595|XP_020818140.1|DSER
OG0000042	LOC6531109|XP_039228701.1|DYAK, LOC6531110|XP_002091944.2|DYAK	LOC110191594|XP_020818138.1|DSER, LOC110191596|XP_020818141.1|DSER, LOC110191698|XP_020818273.1|DSER, LOC110191696|XP_020818271.1|DSER, LOC110191597|XP_020818142.1|DSER
OG0000042	LOC6531107|XP_002091941.2|DYAK	LOC110191697|XP_020818272.1|DSER, LOC110191695|XP_020818269.1|DSER
OG0000043	LOC6536588|XP_002097164.1|DYAK	LOC110187856|XP_020813000.1|DSER
OG0000043	LOC6536590|XP_002097166.1|DYAK	LOC110188004|XP_020813185.1|DSER
OG0000043	LOC6536584|XP_002097160.1|DYAK	LOC110187778|XP_020812905.1|DSER, LOC110187703|XP_020812796.1|DSER, LOC110187702|XP_020812795.1|DSER
OG0000043	LOC6536593|XP_039231638.1|DYAK	LOC110187858|XP_020813002.1|DSER
OG0000043	LOC6539005|XP_002099507.1|DYAK	LOC110191369|XP_020817880.1|DSER
OG0000043	LOC6536594|XP_002097170.1|DYAK	LOC110187786|XP_020812917.1|DSER
OG0000044	LOC6538530|XP_002099052.1|DYAK	LOC110186554|XP_020811416.1|DSER, LOC110186305|XP_020811085.1|DSER
OG0000044	LOC6538526|XP_002099048.1|DYAK	LOC110186559|XP_020811423.1|DSER, LOC110186558|XP_020811422.1|DSER
OG0000044	LOC6538525|XP_002099047.1|DYAK	LOC110186306|XP_020811086.1|DSER, LOC110186581|XP_020811453.1|DSER
OG0000044	LOC6538529|XP_002099051.1|DYAK	LOC110186555|XP_020811417.1|DSER
OG0000044	LOC6538527|XP_002099049.1|DYAK	LOC110186661|XP_020811584.1|DSER
OG0000044	LOC6537407|XP_002097963.3|DYAK	LOC110186693|XP_020811620.1|DSER
OG0000045	LOC6533631|XP_002094338.1|DYAK	LOC110178672|XP_020801529.1|DSER
OG0000045	LOC6533629|XP_002094336.1|DYAK, LOC6533630|XP_002094337.1|DYAK	LOC110178605|XP_020801449.1|DSER, LOC110178606|XP_020801450.1|DSER
OG0000045	LOC6533265|XP_002093991.2|DYAK	LOC110186862|XP_020811816.1|DSER
OG0000045	LOC6533264|XP_002093990.1|DYAK	LOC110187537|XP_020812593.1|DSER
OG0000046	LOC6535912|XP_002096528.1|DYAK	LOC110188408|XP_020813792.1|DSER
OG0000046	LOC6525175|XP_002101013.1|DYAK	LOC110180077|XP_020803358.1|DSER
OG0000046	LOC6525174|XP_002101012.1|DYAK	LOC110180079|XP_020803360.1|DSER
OG0000046	LOC6525176|XP_002101014.2|DYAK	LOC110180089|XP_020803371.1|DSER, LOC110180088|XP_020803370.1|DSER
OG0000046	LOC6537904|XP_002098445.2|DYAK	LOC110185913|XP_020810588.1|DSER
OG0000046	LOC6537905|XP_039232534.1|DYAK	LOC110185924|XP_020810599.1|DSER
