Orthogroup	DYAK.longest_only	DMEL.longest_only
OG0000004	LOC120322179|XP_039233170.1|DYAK, LOC6529212|XP_002090219.3|DYAK, LOC120322177|XP_039233168.1|DYAK, LOC120322178|XP_039233169.1|DYAK, LOC6539223|XP_002086123.3|DYAK, LOC120322176|XP_039233166.1|DYAK, LOC6540446|XP_002087254.1|DYAK, LOC120322186|XP_039233176.1|DYAK, LOC6539221|XP_002086122.2|DYAK, LOC120322184|XP_039233174.1|DYAK, LOC120322182|XP_039233172.1|DYAK, LOC120322183|XP_039233173.1|DYAK, LOC26535476|XP_015044590.2|DYAK, LOC120322181|XP_039233171.1|DYAK, LOC120321237|XP_039229333.1|DYAK, LOC120322185|XP_039233175.1|DYAK	His1_CG33834|NP_001027334.1|DMEL, His1_CG33813|NP_001027299.1|DMEL, His1_CG33852|NP_001027364.1|DMEL, His1_CG33846|NP_001027354.1|DMEL, His1_CG33828|NP_001027324.1|DMEL, His1_CG33819|NP_001027309.1|DMEL, His1_CG33855|NP_001027369.1|DMEL, His1_CG33837|NP_001027339.1|DMEL, His1_CG33861|NP_001027379.1|DMEL, His1_CG33831|NP_001027329.1|DMEL, His1_CG33843|NP_001027349.1|DMEL, His1_CG33864|NP_001027384.1|DMEL, His1_CG33858|NP_001027374.1|DMEL, His1_CG33810|NP_001027295.1|DMEL, His1_CG33840|NP_001027344.1|DMEL, His1_CG33804|NP_001027286.1|DMEL, His1_CG33801|NP_001027282.1|DMEL, His1_CG33807|NP_001027290.1|DMEL, His1_CG33816|NP_001027304.1|DMEL, His1_CG33822|NP_001027314.1|DMEL, His1_CG33825|NP_001027319.1|DMEL, His1_CG33849|NP_001027359.1|DMEL, His1_CG31617|NP_724341.1|DMEL
OG0000005	LOC120321200|XP_039229119.1|DYAK, LOC120321199|XP_039229118.1|DYAK	His2B_CG33910|NP_001027283.1|DMEL
OG0000005	LOC120321241|XP_039229337.1|DYAK	His2B_CG33900|NP_001027305.1|DMEL, His2B_CG33892|NP_001027325.1|DMEL
OG0000005	LOC120322205|XP_039233196.1|DYAK	His2B_CG33884|NP_001027345.1|DMEL
OG0000005	LOC6540449|XP_002087252.2|DYAK	His2B_CG33904|NP_001027296.1|DMEL
OG0000005	LOC120322202|XP_039233193.1|DYAK	His2B_CG33872|NP_001027375.1|DMEL
OG0000006	LOC6540563|XP_002087349.3|DYAK, LOC120322197|XP_039233188.1|DYAK, LOC120322195|XP_039233186.1|DYAK	His2A_CG33850|NP_001027361.1|DMEL
OG0000006	LOC120321238|XP_039229334.1|DYAK	His2A_CG33832|NP_001027331.1|DMEL
OG0000006	LOC120322198|XP_039233189.1|DYAK	His2A_CG33820|NP_001027311.1|DMEL
OG0000006	LOC26535831|XP_015045247.2|DYAK	His2A_CG33853|NP_001027366.1|DMEL, His2A_CG33856|NP_001027371.1|DMEL, His2A_CG33859|NP_001027376.1|DMEL
OG0000007	LOC6533142|XP_002093868.1|DYAK	Jon65Aiv|NP_648012.1|DMEL
OG0000007	LOC6533143|XP_002093869.1|DYAK	Jon65Aiii|NP_648013.1|DMEL
OG0000007	LOC6533140|XP_002093866.1|DYAK	yip7|NP_523944.1|DMEL
OG0000007	LOC6527619|XP_002088707.1|DYAK	Jon25Bii|NP_608882.1|DMEL
OG0000007	LOC6528628|XP_002089670.1|DYAK	Jon44E|NP_724699.1|DMEL
OG0000007	LOC26535513|XP_015044938.2|DYAK, LOC26535290|XP_015044714.2|DYAK	Jon99Cii|NP_524554.1|DMEL, Jon99Ciii|NP_733330.1|DMEL
OG0000007	LOC6527618|XP_002088706.1|DYAK	Jon25Bi|NP_001033873.1|DMEL
OG0000007	LOC6532723|XP_002093465.1|DYAK	Jon66Cii|NP_648217.1|DMEL
OG0000007	LOC6532724|XP_002093466.1|DYAK	Jon66Ci|NP_729372.1|DMEL
OG0000007	LOC6527620|XP_002088708.1|DYAK	Jon25Biii|NP_608881.1|DMEL
OG0000007	LOC6533144|XP_002093870.1|DYAK	Jon65Aii|NP_648014.1|DMEL
OG0000007	LOC6533145|XP_002093871.1|DYAK	Jon65Ai|NP_648015.1|DMEL
OG0000008	LOC26536044|XP_039231154.1|DYAK	Cpr92A|NP_650813.2|DMEL
OG0000008	LOC6532927|XP_002093663.1|DYAK	Cpr64Aa|NP_647872.1|DMEL
OG0000008	LOC6532930|XP_002093666.1|DYAK	Cpr64Ad|NP_647875.1|DMEL
OG0000008	LOC6527319|XP_002088412.1|DYAK	Crys|NP_476906.1|DMEL
OG0000008	LOC6532928|XP_002093664.1|DYAK	Cpr64Ab|NP_647873.2|DMEL
OG0000008	LOC6524096|XP_002099960.1|DYAK	Cpr5C|NP_572266.1|DMEL
OG0000008	LOC6536138|XP_039231652.1|DYAK	Ccp84Aa|NP_649683.1|DMEL, Ccp84Ab|NP_649682.1|DMEL
OG0000008	LOC6536141|XP_039231654.1|DYAK	Ccp84Ad|NP_649680.1|DMEL
OG0000008	LOC6536143|XP_002096744.1|DYAK	Ccp84Af|NP_649678.1|DMEL
OG0000008	LOC6536140|XP_002096741.1|DYAK	Ccp84Ac|NP_649681.1|DMEL
OG0000008	LOC6536142|XP_002096743.1|DYAK	Ccp84Ae|NP_649679.1|DMEL
OG0000008	LOC6536144|XP_002096745.1|DYAK	Ccp84Ag|NP_649677.1|DMEL
OG0000009	LOC6535723|XP_002096349.3|DYAK	CG11453|NP_650832.1|DMEL
OG0000009	LOC6535721|XP_002096347.1|DYAK	CG11391|NP_650830.1|DMEL
OG0000009	LOC6535720|XP_002096346.1|DYAK	CG11659|NP_650829.1|DMEL, CG6300|NP_650828.1|DMEL
OG0000009	LOC6535722|XP_002096348.1|DYAK	CG11407|NP_650831.1|DMEL
OG0000009	LOC6533117|XP_002093843.1|DYAK	CG5568|NP_647992.1|DMEL
OG0000009	LOC6533118|XP_002093844.1|DYAK	CG18586|NP_647993.2|DMEL
OG0000009	LOC6532044|XP_002092821.1|DYAK	CG4563|NP_611913.1|DMEL
OG0000009	LOC6536768|XP_002097339.1|DYAK	CG4830|NP_650160.1|DMEL
OG0000009	LOC6530109|XP_002091055.1|DYAK	CG8834|NP_610779.1|DMEL
OG0000010	LOC120322219|XP_039233209.1|DYAK	His4_CG33881|NP_001027352.1|DMEL, His4_CG33877|NP_001027362.1|DMEL, His4_CG33869|NP_001027382.1|DMEL, His4_CG33879|NP_001027357.1|DMEL
OG0000010	LOC120322214|XP_039233205.1|DYAK, LOC120322218|XP_039233208.1|DYAK	His4_CG33885|NP_001027342.1|DMEL
OG0000010	LOC120322222|XP_039233212.1|DYAK	His4_CG33883|NP_001027347.1|DMEL
OG0000011	LOC6526687|XP_002087792.2|DYAK	CG44002|NP_608754.1|DMEL
OG0000011	LOC6526837|XP_002087937.1|DYAK	CG15436|NP_608840.1|DMEL
OG0000011	LOC26535503|XP_015045173.2|DYAK	Neu2|NP_649316.1|DMEL
OG0000011	LOC120320662|XP_039226899.1|DYAK	CG4318|NP_572860.2|DMEL
OG0000011	LOC6534062|XP_002094748.1|DYAK	CG17361|NP_648678.3|DMEL
OG0000011	LOC6534063|XP_002094749.1|DYAK	CG17359|NP_648679.1|DMEL
OG0000011	LOC6536394|XP_002096976.1|DYAK	CG8319|NP_649920.2|DMEL
OG0000012	LOC6530957|XP_002091795.1|DYAK	CG9416|NP_611415.2|DMEL
OG0000012	LOC6530958|XP_002091796.1|DYAK	CG10051|NP_611414.1|DMEL
OG0000012	LOC6530959|XP_015051811.1|DYAK	CG11961|NP_725876.1|DMEL
OG0000012	LOC6530956|XP_002091794.1|DYAK	CG10062|NP_001261089.1|DMEL
OG0000012	LOC6530954|XP_002091792.1|DYAK	CG10081|NP_611418.1|DMEL
OG0000012	LOC6530955|XP_002091793.1|DYAK	CG10073|NP_001261090.1|DMEL
OG0000012	LOC6530135|XP_002091081.1|DYAK	CG30047|NP_725141.1|DMEL
OG0000012	LOC6530133|XP_002091079.2|DYAK	CG30049|NP_725142.3|DMEL
OG0000012	LOC6530132|XP_002091078.1|DYAK	CG30043|NP_725143.1|DMEL
OG0000012	LOC6530130|XP_002091076.1|DYAK	CG33012|NP_788335.2|DMEL
OG0000012	LOC6530129|XP_002091075.1|DYAK	CG13160|NP_001260918.1|DMEL
OG0000013	LOC6530359|XP_002091285.1|DYAK	Hsc70-5|NP_523741.2|DMEL
OG0000013	LOC6525539|XP_002101374.1|DYAK	Hsc70-3|NP_727563.1|DMEL
OG0000013	LOC6537221|XP_002097779.1|DYAK	Hsc70-4|NP_524356.1|DMEL
OG0000013	LOC6534055|XP_002094741.1|DYAK	Hsc70-1|NP_524063.1|DMEL
OG0000013	LOC6536907|XP_002097476.1|DYAK	Hsc70-2|NP_524339.1|DMEL
OG0000013	LOC6538786|XP_002099299.1|DYAK	Hsp68|NP_524474.1|DMEL
OG0000013	LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL
OG0000015	LOC6529704|XP_002090697.2|DYAK	lectin-37Db|NP_001188847.1|DMEL
OG0000015	LOC6526496|XP_039227173.1|DYAK	lectin-22C|NP_001137766.1|DMEL
OG0000015	LOC120320869|XP_039227770.1|DYAK	CG15358|NP_608629.3|DMEL
OG0000015	LOC6526950|XP_002088046.2|DYAK	CG15818|NP_609116.1|DMEL
OG0000015	LOC6530275|XP_002091207.2|DYAK	CG7763|NP_001356891.1|DMEL
OG0000016	LOC6536965|XP_002097534.1|DYAK	Act87E|NP_477091.1|DMEL
OG0000016	LOC6530731|XP_002091621.1|DYAK	Act57B|NP_523800.1|DMEL
OG0000016	LOC6536862|XP_002097431.1|DYAK	Arp1|NP_524331.2|DMEL
OG0000016	LOC6531360|XP_002092163.2|DYAK	Arp53D|NP_477037.2|DMEL
OG0000016	LOC6525488|XP_002101323.1|DYAK	Act5C|NP_511052.1|DMEL
OG0000016	LOC6529087|XP_002090100.1|DYAK	Act42A|NP_523625.1|DMEL
OG0000016	LOC6537169|XP_002097730.1|DYAK	Act88F|NP_524367.1|DMEL
OG0000016	LOC6535129|XP_039230803.1|DYAK	Act79B|NP_524210.1|DMEL
OG0000017	LOC6525337|XP_002101173.1|DYAK	Or7a|NP_511081.1|DMEL
OG0000017	LOC6528495|XP_002089541.2|DYAK	Or43b|NP_523656.2|DMEL
OG0000017	LOC6539128|XP_002086029.1|DYAK	Or42a|NP_523622.2|DMEL
OG0000017	LOC6536204|XP_002096795.1|DYAK	Or85a|NP_524277.1|DMEL
OG0000017	LOC6538219|XP_002098746.2|DYAK	Or98a|NP_524536.2|DMEL
OG0000017	LOC6531831|XP_002092618.3|DYAK	Or59b|NP_523822.1|DMEL
OG0000017	LOC6529100|XP_002090113.1|DYAK	Or42b|NP_523624.2|DMEL
OG0000017	LOC6531832|XP_002092619.1|DYAK	Or59c|NP_523823.1|DMEL
OG0000017	LOC6526432|XP_002087551.1|DYAK	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL
OG0000018	LOC6533164|XP_002093890.1|DYAK	Cpr65Av|NP_729146.1|DMEL
OG0000018	LOC26535124|XP_015049835.1|DYAK, LOC26536164|XP_039229759.1|DYAK	Cpr65Ax1|NP_001097523.1|DMEL, Cpr65Ax2|NP_652660.1|DMEL
OG0000018	LOC26535774|XP_015049832.1|DYAK	Lcp65Ac|NP_477279.1|DMEL
OG0000018	LOC6533166|XP_002093892.1|DYAK	Lcp65Ad|NP_477278.1|DMEL
OG0000018	LOC26534877|XP_015049829.1|DYAK, LOC26534805|XP_015049828.1|DYAK, LOC26535405|XP_015049827.1|DYAK	Lcp65Ag1|NP_477273.1|DMEL, Lcp65Ag2|NP_477272.1|DMEL, Lcp65Ag3|NP_652662.1|DMEL
OG0000019	LOC6538322|XP_039232218.1|DYAK	CG6283|NP_651524.1|DMEL
OG0000019	LOC6538324|XP_002098851.2|DYAK	CG17192|NP_651522.1|DMEL
OG0000019	LOC6538323|XP_002098850.2|DYAK	CG17191|NP_651523.1|DMEL
OG0000019	LOC6538326|XP_002098853.2|DYAK	CG6296|NP_651520.1|DMEL
OG0000019	LOC6538321|XP_002098848.1|DYAK	CG6277|NP_651525.1|DMEL
OG0000019	LOC6538320|XP_002098847.1|DYAK	CG6271|NP_651526.1|DMEL
OG0000020	LOC6538082|XP_002098616.1|DYAK	rdog|NP_651678.1|DMEL
OG0000020	LOC6530655|XP_002091553.1|DYAK	CG10505|NP_611571.2|DMEL
OG0000020	LOC6529647|XP_002090641.1|DYAK	CG31792|NP_724148.2|DMEL
OG0000020	LOC6528749|XP_002089784.2|DYAK	l_2_03659|NP_001260823.1|DMEL
OG0000020	LOC6527703|XP_002088787.1|DYAK	CG7627|NP_001245943.1|DMEL
OG0000020	LOC6535735|XP_039231556.1|DYAK	CG4562|NP_001262747.1|DMEL
OG0000020	LOC6537431|XP_002097987.1|DYAK	Mrp4|NP_650086.2|DMEL
OG0000020	LOC6529263|XP_002090268.1|DYAK	CG9270|NP_995741.2|DMEL
OG0000020	LOC6529648|XP_002090642.1|DYAK	CG31793|NP_609930.4|DMEL
OG0000021	LOC6526678|XP_002087784.1|DYAK	PpD6|NP_524947.1|DMEL
OG0000021	LOC6530550|XP_002091465.1|DYAK	PpN58A|NP_477384.1|DMEL
OG0000021	LOC6530532|XP_039228836.1|DYAK	PpD5|NP_524707.1|DMEL
OG0000021	LOC6531172|XP_002092001.1|DYAK	PpY-55A|NP_476689.1|DMEL
OG0000021	LOC6526013|XP_039229713.1|DYAK	flw|NP_727418.1|DMEL
OG0000021	LOC6538705|XP_002099220.3|DYAK	Pp1alpha-96A|NP_524484.1|DMEL
OG0000021	LOC6536819|XP_002097389.1|DYAK	Pp1-87B|NP_524937.1|DMEL
OG0000021	LOC6524816|XP_002100658.1|DYAK	Pp1-13C|NP_524921.1|DMEL
OG0000022	LOC6531452|XP_002092255.1|DYAK	CG7798|NP_611098.1|DMEL
OG0000022	LOC6532315|XP_002093075.1|DYAK	LysX|NP_523881.1|DMEL
OG0000022	LOC6532322|XP_002093082.1|DYAK, LOC6532321|XP_002093081.1|DYAK, LOC6532323|XP_002093083.1|DYAK, LOC6532320|XP_002093080.1|DYAK	LysD|NP_476823.1|DMEL
OG0000022	LOC6532325|XP_002093085.1|DYAK	LysS|NP_476829.1|DMEL
OG0000022	LOC6532324|XP_002093084.1|DYAK	LysP|NP_476828.1|DMEL
OG0000023	LOC6536030|XP_002096645.2|DYAK	alpha-Est6|NP_524262.1|DMEL
OG0000023	LOC6536027|XP_002096642.3|DYAK, LOC6536034|XP_002096649.3|DYAK	alpha-Est5|NP_001246965.1|DMEL
OG0000023	LOC6539886|XP_002086766.1|DYAK	alpha-Est2|NP_524268.3|DMEL
OG0000023	LOC6531278|XP_002092087.2|DYAK	gas|NP_611678.1|DMEL
OG0000023	LOC26536093|XP_039232188.1|DYAK	alpha-Est1|NP_524269.3|DMEL
OG0000023	LOC6536032|XP_039230972.1|DYAK	alpha-Est7|NP_524261.1|DMEL
OG0000023	LOC6536035|XP_002096650.2|DYAK	alpha-Est8|NP_524259.2|DMEL
OG0000023	LOC6540152|XP_039232191.1|DYAK	alpha-Est10|NP_001246962.1|DMEL
OG0000024	LOC6530300|XP_002091227.1|DYAK	betaTry|NP_524904.1|DMEL
OG0000024	LOC6530298|XP_002091225.1|DYAK, LOC6530299|XP_002091226.1|DYAK	CG30031|NP_725035.1|DMEL, gammaTry|NP_725034.1|DMEL, deltaTry|NP_523694.2|DMEL, CG30025|NP_725036.1|DMEL
OG0000024	LOC6530302|XP_002091229.1|DYAK	alphaTry|NP_476771.1|DMEL
OG0000024	LOC6530301|XP_002091228.2|DYAK	epsilonTry|NP_525112.1|DMEL
OG0000024	LOC6529811|XP_002090793.1|DYAK	CG17571|NP_610109.1|DMEL
OG0000024	LOC6530303|XP_002091230.1|DYAK	thetaTry|NP_523693.1|DMEL
OG0000024	LOC6529951|XP_002090905.3|DYAK	Ser8|NP_610874.1|DMEL
OG0000025	LOC6527587|XP_002088675.1|DYAK	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL
OG0000026	LOC6525058|XP_002100897.1|DYAK	antdh|NP_572695.2|DMEL
OG0000026	LOC6528059|XP_002089126.1|DYAK	CG9150|NP_608991.2|DMEL
OG0000026	LOC6525544|XP_002101379.1|DYAK	CG9360|NP_572746.1|DMEL
OG0000026	LOC6535919|XP_002096535.1|DYAK	CG3301|NP_650964.1|DMEL
OG0000027	LOC6526916|XP_002088015.1|DYAK	Acp1|NP_477115.1|DMEL
OG0000027	LOC6526913|XP_002088012.1|DYAK	CG7203|NP_609143.2|DMEL
OG0000027	LOC6526915|XP_002088014.1|DYAK	CG7214|NP_609141.1|DMEL
OG0000028	LOC6534951|XP_039229813.1|DYAK	CG14095|NP_649112.1|DMEL
OG0000028	LOC6535078|XP_039229703.1|DYAK	CG13068|NP_648856.1|DMEL
OG0000029	LOC6536587|XP_002097163.1|DYAK	CheA86a|NP_001027174.1|DMEL
OG0000029	LOC6528801|XP_002089833.1|DYAK	CheA46a|NP_001027399.1|DMEL
OG0000029	LOC6531052|XP_002091888.1|DYAK	CheA56a|NP_001027438.1|DMEL
OG0000029	LOC6536173|XP_002096764.1|DYAK	CheA84a|NP_001027150.1|DMEL
OG0000029	LOC6534230|XP_002094912.1|DYAK	CheA75a|NP_649035.2|DMEL
OG0000030	LOC6527318|XP_002088411.1|DYAK	Or33c|NP_523555.1|DMEL
OG0000030	LOC6527316|XP_002088409.2|DYAK	Or33a|NP_523553.1|DMEL
OG0000030	LOC6527317|XP_002088410.1|DYAK	Or33b|NP_523554.1|DMEL
OG0000030	LOC6526597|XP_002087705.1|DYAK	Or23a|NP_523458.3|DMEL
OG0000030	LOC6531827|XP_039228114.1|DYAK	Or59a|NP_523821.1|DMEL
OG0000030	LOC6524424|XP_002100282.1|DYAK	Or2a|NP_525046.1|DMEL
OG0000030	LOC6525109|XP_002100948.2|DYAK	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL
OG0000031	LOC6528958|XP_002089990.1|DYAK	CG4793|NP_723941.2|DMEL
OG0000031	LOC6528984|XP_002090016.3|DYAK	CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL
OG0000031	LOC6529463|XP_002090465.2|DYAK	SPH93|NP_609840.1|DMEL
OG0000031	LOC6532903|XP_002093639.1|DYAK	CG14990|NP_647856.2|DMEL
OG0000031	LOC6526633|XP_002087741.1|DYAK	CG3117|NP_608722.2|DMEL
OG0000031	LOC6528983|XP_002090015.2|DYAK	CG18478|NP_609764.1|DMEL, CG31827|NP_723923.1|DMEL
OG0000031	LOC6528006|XP_002089073.1|DYAK	CG5390|NP_609374.1|DMEL
OG0000032	LOC6536794|XP_002097364.1|DYAK	GstD1|NP_524326.1|DMEL
OG0000032	LOC6536792|XP_002097362.1|DYAK	GstD10|NP_652713.1|DMEL
OG0000032	LOC6536793|XP_002097363.1|DYAK	GstD9|NP_650181.1|DMEL
OG0000032	LOC6536802|XP_002097372.1|DYAK	GstD8|NP_524916.1|DMEL
OG0000032	LOC6536801|XP_002097371.1|DYAK	GstD7|NP_525114.1|DMEL
OG0000033	LOC6538142|XP_002098676.1|DYAK	CheB98a|NP_652269.3|DMEL
OG0000033	LOC6530309|XP_039228670.1|DYAK	CheB38c|NP_610061.2|DMEL
OG0000033	LOC6530310|XP_039228063.1|DYAK	CheB38b|NP_995735.1|DMEL
OG0000033	LOC6528345|XP_002089398.1|DYAK	CheB42c|NP_995764.2|DMEL
OG0000033	LOC6528344|XP_002089397.2|DYAK	CheB42b|NP_995763.1|DMEL
OG0000033	LOC6528350|XP_002089399.1|DYAK	CheB42a|NP_995765.1|DMEL
OG0000033	LOC6534298|XP_002094979.1|DYAK	CheB74a|NP_001027134.1|DMEL
OG0000033	LOC6535950|XP_002096566.1|DYAK	CheB93b|NP_732641.2|DMEL
OG0000033	LOC6531400|XP_002092203.1|DYAK	CheB53b|NP_001014531.1|DMEL
OG0000033	LOC6531401|XP_002092204.1|DYAK	CheB53a|NP_001014530.1|DMEL
OG0000034	LOC6531351|XP_002092155.1|DYAK	Ugt37C1|NP_525007.1|DMEL
OG0000034	LOC6529512|XP_002090514.1|DYAK	Ugt37C2|NP_652629.1|DMEL
OG0000034	LOC6529511|XP_002090513.2|DYAK	Ugt37E1|NP_652628.2|DMEL
OG0000034	LOC6529510|XP_002090512.1|DYAK	Ugt37D1|NP_652627.2|DMEL
OG0000034	LOC6529821|XP_002090802.3|DYAK	Ugt37A1|NP_523607.2|DMEL
OG0000034	LOC6536872|XP_002097441.1|DYAK	Ugt37A3|NP_650229.2|DMEL
OG0000034	LOC6527117|XP_002088210.1|DYAK	Ugt37B1|NP_525008.2|DMEL
OG0000036	LOC6536018|XP_002096633.1|DYAK	Sp7|NP_649734.2|DMEL
OG0000036	LOC6537201|XP_002097759.1|DYAK	ea|NP_524362.2|DMEL
OG0000036	LOC6535269|XP_002095925.1|DYAK	MP1|NP_001303421.1|DMEL
OG0000036	LOC6537913|XP_002098453.1|DYAK	SPE|NP_651168.1|DMEL
OG0000037	LOC6531032|XP_002091868.2|DYAK	Cyp12b2|NP_611370.2|DMEL
OG0000037	LOC6535647|XP_002096275.2|DYAK	Cyp12a5|NP_650782.1|DMEL
OG0000037	LOC6535648|XP_002096276.2|DYAK	Cyp12a4|NP_650783.2|DMEL
OG0000038	LOC6539691|XP_002086577.2|DYAK	Cpr76Bb|NP_649121.1|DMEL
OG0000038	LOC6534938|XP_039229728.1|DYAK	Cpr76Bd|NP_001262052.1|DMEL
OG0000039	LOC6537610|XP_002098156.2|DYAK	CG42564|NP_649651.2|DMEL
OG0000039	LOC6524746|XP_002100590.1|DYAK	Ag5r|NP_524770.1|DMEL
OG0000039	LOC6524745|XP_002100589.2|DYAK	Ag5r2|NP_524689.2|DMEL
OG0000039	LOC6526007|XP_002101825.1|DYAK	CG32679|NP_727412.2|DMEL
OG0000040	LOC6535485|XP_002096116.3|DYAK	CG17803|NP_650657.2|DMEL
OG0000040	LOC6536605|XP_002097181.1|DYAK	CG6689|NP_650051.1|DMEL
OG0000040	LOC6536604|XP_002097180.1|DYAK	CG4820|NP_001097748.1|DMEL
OG0000040	LOC6535486|XP_002096117.1|DYAK	CG17806|NP_650658.1|DMEL
OG0000040	LOC6535487|XP_002096118.3|DYAK	CG17802|NP_650659.2|DMEL
OG0000040	LOC6535489|XP_002096120.1|DYAK	Odj|NP_650661.1|DMEL
OG0000040	LOC6539025|XP_002099527.1|DYAK	CG1792|NP_651878.1|DMEL
OG0000041	LOC6538543|XP_002099065.1|DYAK	CG31300|NP_651373.2|DMEL
OG0000041	LOC6538542|XP_002099064.1|DYAK	CG31104|NP_733090.1|DMEL
OG0000041	LOC6538540|XP_002099062.1|DYAK	CG11893|NP_651375.1|DMEL
OG0000041	LOC6538541|XP_002099063.1|DYAK	CG13658|NP_651374.2|DMEL
