Orthogroup	DYAK.longest_only	DBIA.longest_only
OG0000007	LOC6538895|XP_002099399.1|DYAK, LOC6538894|XP_002099398.2|DYAK	LOC108025489|XP_016951493.1|DBIA
OG0000007	LOC6527618|XP_002088706.1|DYAK	LOC108027675|XP_016954708.1|DBIA
OG0000007	LOC6532723|XP_002093465.1|DYAK	LOC108034652|XP_016965080.1|DBIA, LOC108034514|XP_016964927.1|DBIA
OG0000007	LOC6532724|XP_002093466.1|DYAK	LOC108034518|XP_016964930.1|DBIA
OG0000007	LOC6527620|XP_002088708.1|DYAK	LOC108027854|XP_016954941.1|DBIA
OG0000007	LOC6533144|XP_002093870.1|DYAK	LOC108028309|XP_016955521.1|DBIA
OG0000007	LOC6533145|XP_002093871.1|DYAK	LOC108028310|XP_016955522.1|DBIA
OG0000008	LOC26536044|XP_039231154.1|DYAK	LOC108032174|XP_016961516.1|DBIA
OG0000008	LOC6532927|XP_002093663.1|DYAK	LOC108034858|XP_016965498.1|DBIA
OG0000008	LOC6532930|XP_002093666.1|DYAK	LOC108034855|XP_016965493.1|DBIA
OG0000008	LOC6527319|XP_002088412.1|DYAK	LOC108033465|XP_016963291.1|DBIA
OG0000008	LOC6532928|XP_002093664.1|DYAK	LOC108034860|XP_016965500.1|DBIA
OG0000008	LOC6524096|XP_002099960.1|DYAK	LOC108029542|XP_016957386.1|DBIA
OG0000008	LOC6536143|XP_002096744.1|DYAK	LOC108027095|XP_016953802.1|DBIA
OG0000008	LOC6536144|XP_002096745.1|DYAK	LOC108027071|XP_016953774.1|DBIA
OG0000009	LOC6535723|XP_002096349.3|DYAK	LOC108031158|XP_016959863.1|DBIA
OG0000009	LOC6535721|XP_002096347.1|DYAK	LOC108032245|XP_016961597.1|DBIA
OG0000009	LOC6535720|XP_002096346.1|DYAK	LOC108031475|XP_016960425.1|DBIA
OG0000009	LOC6535722|XP_002096348.1|DYAK	LOC108032170|XP_016961513.1|DBIA
OG0000009	LOC6533117|XP_002093843.1|DYAK	LOC108028108|XP_016955244.1|DBIA
OG0000009	LOC6532044|XP_002092821.1|DYAK	LOC108022184|XP_016946525.1|DBIA
OG0000009	LOC6536768|XP_002097339.1|DYAK	LOC108032134|XP_016961458.1|DBIA
OG0000009	LOC6530109|XP_002091055.1|DYAK	LOC108023117|XP_016947872.1|DBIA
OG0000009	LOC6530111|XP_002091057.1|DYAK	LOC108023077|XP_016947817.1|DBIA, LOC108023079|XP_016947818.1|DBIA
OG0000010	LOC120321202|XP_039229121.1|DYAK, LOC120321245|XP_039229342.1|DYAK, LOC120322219|XP_039233209.1|DYAK	LOC108024778|XP_016950383.1|DBIA
OG0000011	LOC26534881|XP_015054560.1|DYAK	LOC108027845|XP_016954924.1|DBIA
OG0000011	LOC120320450|XP_039227155.1|DYAK	LOC108027659|XP_016954664.1|DBIA, LOC108027849|XP_016954932.1|DBIA, LOC108027686|XP_016954724.1|DBIA
OG0000011	LOC6526836|XP_039227102.1|DYAK, LOC6526837|XP_002087937.1|DYAK	LOC108027694|XP_016954732.1|DBIA
OG0000011	LOC26535503|XP_015045173.2|DYAK	LOC108030820|XP_016959420.1|DBIA, LOC108030017|XP_016958025.1|DBIA
OG0000011	LOC6529533|XP_039228709.1|DYAK	LOC108033517|XP_016963352.1|DBIA
OG0000011	LOC6529527|XP_039228713.1|DYAK	LOC108035164|XP_016966113.1|DBIA
OG0000011	LOC120320662|XP_039226899.1|DYAK	LOC108024287|XP_016949675.1|DBIA
OG0000011	LOC6534062|XP_002094748.1|DYAK	LOC108035648|XP_016966843.1|DBIA
OG0000011	LOC6534063|XP_002094749.1|DYAK	LOC108035647|XP_016966842.1|DBIA
OG0000011	LOC6536394|XP_002096976.1|DYAK	LOC108024710|XP_016950292.1|DBIA
OG0000012	LOC6530957|XP_002091795.1|DYAK	LOC108026825|XP_016953482.1|DBIA
OG0000012	LOC6530958|XP_002091796.1|DYAK	LOC108026824|XP_016953480.1|DBIA
OG0000012	LOC6530959|XP_015051811.1|DYAK	LOC108026519|XP_016952952.1|DBIA, LOC108026518|XP_016952951.1|DBIA
OG0000012	LOC6530956|XP_002091794.1|DYAK	LOC108026906|XP_016953604.1|DBIA
OG0000012	LOC6530954|XP_002091792.1|DYAK	LOC108026886|XP_016953577.1|DBIA
OG0000012	LOC6530955|XP_002091793.1|DYAK	LOC108026941|XP_016953643.1|DBIA
OG0000012	LOC6530135|XP_002091081.1|DYAK	LOC108022093|XP_016946425.1|DBIA
OG0000012	LOC6530133|XP_002091079.2|DYAK	LOC108022195|XP_016946536.1|DBIA
OG0000012	LOC6530132|XP_002091078.1|DYAK	LOC108023104|XP_016947858.1|DBIA
OG0000012	LOC6530131|XP_002091077.2|DYAK	LOC108022092|XP_016946424.1|DBIA
OG0000012	LOC6530130|XP_002091076.1|DYAK	LOC108022979|XP_016947693.1|DBIA
OG0000012	LOC6530129|XP_002091075.1|DYAK	LOC108022976|XP_016947689.1|DBIA
OG0000013	LOC6530359|XP_002091285.1|DYAK	LOC108036445|XP_016968074.1|DBIA
OG0000013	LOC6525539|XP_002101374.1|DYAK	LOC108030851|XP_016959521.1|DBIA
OG0000013	LOC6537221|XP_002097779.1|DYAK	LOC108031414|XP_016960303.1|DBIA
OG0000013	LOC6534055|XP_002094741.1|DYAK	LOC108034990|XP_016965812.1|DBIA
OG0000013	LOC6536907|XP_002097476.1|DYAK	LOC108024443|XP_016949852.1|DBIA
OG0000013	LOC6538786|XP_002099299.1|DYAK	LOC108026153|XP_016952377.1|DBIA
OG0000013	LOC6536836|XP_039232142.1|DYAK, LOC6536837|XP_039232350.1|DYAK, LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK	LOC108031653|XP_016960776.1|DBIA, LOC108022928|XP_016947668.1|DBIA, LOC108024680|XP_016950243.1|DBIA, LOC108024686|XP_016950255.1|DBIA, LOC108031441|XP_016960362.1|DBIA
OG0000014	LOC120320742|XP_039227211.1|DYAK	LOC108035861|XP_016967096.1|DBIA
OG0000014	LOC120322409|XP_039233635.1|DYAK	LOC108021863|XP_016946143.1|DBIA
OG0000014	LOC120321092|XP_039228481.1|DYAK	LOC108022025|XP_016946391.1|DBIA
OG0000014	LOC120322250|XP_039233239.1|DYAK, LOC120322248|XP_039233238.1|DYAK, LOC120321426|XP_039229753.1|DYAK	LOC108021915|XP_016946228.1|DBIA, LOC108031505|XP_016960503.1|DBIA
OG0000015	LOC6529704|XP_002090697.2|DYAK	LOC108033679|XP_016963624.1|DBIA
OG0000015	LOC6526496|XP_039227173.1|DYAK	LOC108032335|XP_016961635.1|DBIA
OG0000015	LOC120320869|XP_039227770.1|DYAK	LOC108032334|XP_016961634.1|DBIA
OG0000015	LOC6526950|XP_002088046.2|DYAK	LOC108033354|XP_016963153.1|DBIA
OG0000015	LOC6530275|XP_002091207.2|DYAK	LOC108030294|XP_016958615.1|DBIA
OG0000015	LOC6538477|XP_002099001.3|DYAK	LOC108033676|XP_016963619.1|DBIA, LOC108033509|XP_016963341.1|DBIA
OG0000016	LOC6536965|XP_002097534.1|DYAK	LOC108031488|XP_016960465.1|DBIA
OG0000016	LOC6530731|XP_002091621.1|DYAK	LOC108022510|XP_016946968.1|DBIA
OG0000016	LOC6536862|XP_002097431.1|DYAK	LOC108032049|XP_016961350.1|DBIA
OG0000016	LOC6531360|XP_002092163.2|DYAK	LOC108036535|XP_016968248.1|DBIA
OG0000016	LOC6525488|XP_002101323.1|DYAK	LOC108031387|XP_016960277.1|DBIA
OG0000016	LOC6529087|XP_002090100.1|DYAK	LOC108024269|XP_016949648.1|DBIA
OG0000016	LOC6537169|XP_002097730.1|DYAK	LOC108026160|XP_016952383.1|DBIA
OG0000016	LOC6535129|XP_039230803.1|DYAK	LOC108030823|XP_016959429.1|DBIA
OG0000017	LOC6525337|XP_002101173.1|DYAK	LOC108032967|XP_016962527.1|DBIA
OG0000017	LOC6528495|XP_002089541.2|DYAK	LOC108036348|XP_016967909.1|DBIA
OG0000017	LOC6539128|XP_002086029.1|DYAK	LOC108036878|XP_016968743.1|DBIA
OG0000017	LOC6536204|XP_002096795.1|DYAK	LOC108031941|XP_016961211.1|DBIA
OG0000017	LOC6538219|XP_002098746.2|DYAK	LOC108026055|XP_016952238.1|DBIA
OG0000017	LOC6531831|XP_002092618.3|DYAK	LOC108022955|XP_016947661.1|DBIA
OG0000017	LOC6529100|XP_002090113.1|DYAK	LOC108024069|XP_016949327.1|DBIA
OG0000017	LOC6531832|XP_002092619.1|DYAK	LOC108022064|XP_016946398.1|DBIA
OG0000017	LOC6526432|XP_002087551.1|DYAK	LOC108027769|XP_016954820.1|DBIA
OG0000018	LOC6533164|XP_002093890.1|DYAK	LOC108028400|XP_016955704.1|DBIA
OG0000018	LOC26535774|XP_015049832.1|DYAK	LOC108028081|XP_016955212.1|DBIA
OG0000018	LOC6533166|XP_002093892.1|DYAK	LOC108028402|XP_016955706.1|DBIA
OG0000018	LOC26534877|XP_015049829.1|DYAK, LOC26534805|XP_015049828.1|DYAK, LOC26535405|XP_015049827.1|DYAK	LOC108028083|XP_016955214.1|DBIA, LOC108028405|XP_016955709.1|DBIA, LOC108028408|XP_016955713.1|DBIA, LOC108028407|XP_016955711.1|DBIA, LOC108028404|XP_016955708.1|DBIA, LOC108028411|XP_016955717.1|DBIA
OG0000018	LOC26534941|XP_015049831.1|DYAK	LOC108028409|XP_016955715.1|DBIA, LOC108028410|XP_016955716.1|DBIA
OG0000019	LOC6538322|XP_039232218.1|DYAK	LOC108025227|XP_016951062.1|DBIA
OG0000019	LOC6538324|XP_002098851.2|DYAK	LOC108025229|XP_016951064.1|DBIA
OG0000019	LOC6538323|XP_002098850.2|DYAK	LOC108025230|XP_016951066.1|DBIA
OG0000019	LOC6538326|XP_002098853.2|DYAK	LOC108025224|XP_016951060.1|DBIA
OG0000019	LOC6538321|XP_002098848.1|DYAK	LOC108025225|XP_016951061.1|DBIA
OG0000019	LOC6538320|XP_002098847.1|DYAK	LOC108025231|XP_016951067.1|DBIA
OG0000020	LOC6538082|XP_002098616.1|DYAK	LOC108026305|XP_016952678.1|DBIA
OG0000020	LOC6530655|XP_002091553.1|DYAK	LOC108026784|XP_016953432.1|DBIA
OG0000020	LOC6529647|XP_002090641.1|DYAK	LOC108033312|XP_016963077.1|DBIA, LOC108032062|XP_016961369.1|DBIA
OG0000020	LOC6528749|XP_002089784.2|DYAK	LOC108034320|XP_016964679.1|DBIA, LOC108036239|XP_016967737.1|DBIA
OG0000020	LOC6527703|XP_002088787.1|DYAK	LOC108036110|XP_016967573.1|DBIA
OG0000020	LOC6535735|XP_039231556.1|DYAK	LOC108031537|XP_016960562.1|DBIA
OG0000020	LOC6537431|XP_002097987.1|DYAK	LOC108024628|XP_016950157.1|DBIA
OG0000020	LOC6529263|XP_002090268.1|DYAK	LOC108034268|XP_016964616.1|DBIA
OG0000020	LOC6529648|XP_002090642.1|DYAK	LOC108033875|XP_016964007.1|DBIA
OG0000021	LOC6526678|XP_002087784.1|DYAK	LOC108027666|XP_016954700.1|DBIA
OG0000021	LOC6530550|XP_002091465.1|DYAK	LOC108022678|XP_016947238.1|DBIA
OG0000021	LOC6530532|XP_039228836.1|DYAK	LOC108022247|XP_016946595.1|DBIA
OG0000021	LOC6531172|XP_002092001.1|DYAK	LOC108022243|XP_016946590.1|DBIA
OG0000021	LOC6526013|XP_039229713.1|DYAK	LOC108025789|XP_016951907.1|DBIA
OG0000021	LOC6538705|XP_002099220.3|DYAK	LOC108026319|XP_016952697.1|DBIA
OG0000021	LOC6536819|XP_002097389.1|DYAK	LOC108027350|XP_016954258.1|DBIA
OG0000021	LOC6524816|XP_002100658.1|DYAK	LOC108026442|XP_016952872.1|DBIA
OG0000022	LOC6531452|XP_002092255.1|DYAK	LOC108022346|XP_016946698.1|DBIA
OG0000022	LOC6532315|XP_002093075.1|DYAK	LOC108030636|XP_016959139.1|DBIA
OG0000022	LOC6532322|XP_002093082.1|DYAK, LOC6532321|XP_002093081.1|DYAK, LOC6532323|XP_002093083.1|DYAK, LOC6532320|XP_002093080.1|DYAK	LOC108029210|XP_016956886.1|DBIA, LOC108029216|XP_016956899.1|DBIA, LOC108027792|XP_016954853.1|DBIA, LOC108029236|XP_016956922.1|DBIA
OG0000022	LOC6532325|XP_002093085.1|DYAK	LOC108029246|XP_016956933.1|DBIA, LOC108029225|XP_016956911.1|DBIA
OG0000022	LOC6532324|XP_002093084.1|DYAK	LOC108029203|XP_016956872.1|DBIA
OG0000023	LOC6536027|XP_002096642.3|DYAK, LOC6536034|XP_002096649.3|DYAK	LOC108027148|XP_016953858.1|DBIA
OG0000023	LOC6539886|XP_002086766.1|DYAK	LOC108027143|XP_016953853.1|DBIA
OG0000023	LOC6531278|XP_002092087.2|DYAK	LOC108026627|XP_016953132.1|DBIA
OG0000023	LOC26536093|XP_039232188.1|DYAK	LOC108027145|XP_016953854.1|DBIA
OG0000023	LOC6536032|XP_039230972.1|DYAK	LOC108027009|XP_016953696.1|DBIA
OG0000023	LOC6536035|XP_002096650.2|DYAK	LOC108027357|XP_016954268.1|DBIA
OG0000023	LOC6540152|XP_039232191.1|DYAK	LOC108027244|XP_016954083.1|DBIA
OG0000024	LOC6530300|XP_002091227.1|DYAK	LOC108022668|XP_016947226.1|DBIA
OG0000024	LOC6530298|XP_002091225.1|DYAK, LOC6530299|XP_002091226.1|DYAK	LOC108023057|XP_016947794.1|DBIA, LOC108022950|XP_016947655.1|DBIA
OG0000024	LOC6530302|XP_002091229.1|DYAK	LOC108022666|XP_016947224.1|DBIA
OG0000024	LOC6530301|XP_002091228.2|DYAK	LOC108022667|XP_016947225.1|DBIA
OG0000024	LOC6529811|XP_002090793.1|DYAK	LOC108034270|XP_016964618.1|DBIA
OG0000024	LOC6530303|XP_002091230.1|DYAK	LOC108022158|XP_016946489.1|DBIA
OG0000024	LOC6529951|XP_002090905.3|DYAK	LOC108029512|XP_016957298.1|DBIA
OG0000025	LOC6525230|XP_002101068.1|DYAK, LOC6527587|XP_002088675.1|DYAK	LOC108023228|XP_016947991.1|DBIA
OG0000026	LOC6525058|XP_002100897.1|DYAK	LOC108032654|XP_016962104.1|DBIA
OG0000026	LOC6528059|XP_002089126.1|DYAK	LOC108033571|XP_016963404.1|DBIA
OG0000026	LOC6525544|XP_002101379.1|DYAK	LOC108036455|XP_016968112.1|DBIA
OG0000026	LOC6535919|XP_002096535.1|DYAK	LOC108027046|XP_016953736.1|DBIA
OG0000027	LOC6526916|XP_002088015.1|DYAK	LOC108033374|XP_016963181.1|DBIA
OG0000027	LOC6526913|XP_002088012.1|DYAK	LOC108033303|XP_016963062.1|DBIA
OG0000027	LOC6526915|XP_002088014.1|DYAK	LOC108033359|XP_016963159.1|DBIA
OG0000028	LOC6534951|XP_039229813.1|DYAK	LOC108035881|XP_016967123.1|DBIA
OG0000028	LOC6535078|XP_039229703.1|DYAK	LOC108035021|XP_016965853.1|DBIA
OG0000029	LOC6528801|XP_002089833.1|DYAK	LOC108036183|XP_016967662.1|DBIA
OG0000029	LOC6531052|XP_002091888.1|DYAK	LOC108029337|XP_016957019.1|DBIA
OG0000029	LOC6536173|XP_002096764.1|DYAK	LOC108031286|XP_016960018.1|DBIA
OG0000029	LOC6534230|XP_002094912.1|DYAK	LOC108028180|XP_016955330.1|DBIA
OG0000030	LOC6527316|XP_002088409.2|DYAK	LOC108033534|XP_016963368.1|DBIA
OG0000030	LOC6527317|XP_002088410.1|DYAK	LOC108033540|XP_016963373.1|DBIA
OG0000030	LOC6526597|XP_002087705.1|DYAK	LOC108036692|XP_016968470.1|DBIA
OG0000030	LOC6531827|XP_039228114.1|DYAK	LOC108022382|XP_016946753.1|DBIA
OG0000030	LOC6524424|XP_002100282.1|DYAK	LOC108023610|XP_016948706.1|DBIA
OG0000030	LOC6525109|XP_002100948.2|DYAK	LOC108024286|XP_016949674.1|DBIA
OG0000031	LOC6528958|XP_002089990.1|DYAK, LOC6528971|XP_002090003.2|DYAK	LOC108032680|XP_016962144.1|DBIA
OG0000031	LOC6528984|XP_002090016.3|DYAK	LOC108032585|XP_016961981.1|DBIA
OG0000031	LOC6529463|XP_002090465.2|DYAK	LOC108033238|XP_016962991.1|DBIA
OG0000031	LOC6532903|XP_002093639.1|DYAK	LOC108034388|XP_016964759.1|DBIA
OG0000031	LOC6526633|XP_002087741.1|DYAK	LOC108027702|XP_016954741.1|DBIA
OG0000031	LOC6528983|XP_002090015.2|DYAK	LOC108032586|XP_016961983.1|DBIA
OG0000031	LOC6528006|XP_002089073.1|DYAK	LOC108034241|XP_016964579.1|DBIA
OG0000032	LOC6536794|XP_002097364.1|DYAK	LOC108027359|XP_016954271.1|DBIA
OG0000032	LOC6536792|XP_002097362.1|DYAK	LOC108027164|XP_016953916.1|DBIA
OG0000032	LOC6536793|XP_002097363.1|DYAK	LOC108027165|XP_016953917.1|DBIA
OG0000032	LOC6536802|XP_002097372.1|DYAK	LOC108027028|XP_016953713.1|DBIA
OG0000032	LOC6536801|XP_002097371.1|DYAK	LOC108027267|XP_016954131.1|DBIA, LOC108027001|XP_016953689.1|DBIA
OG0000033	LOC6538141|XP_039231494.1|DYAK	LOC108024481|XP_016949890.1|DBIA
OG0000033	LOC6538142|XP_002098676.1|DYAK	LOC108024462|XP_016949869.1|DBIA, LOC108024301|XP_016949691.1|DBIA
OG0000033	LOC6530309|XP_039228670.1|DYAK	LOC108033536|XP_016963370.1|DBIA
OG0000033	LOC6528345|XP_002089398.1|DYAK	LOC108030100|XP_016958275.1|DBIA
OG0000033	LOC6528344|XP_002089397.2|DYAK	LOC108030101|XP_016958276.1|DBIA
OG0000033	LOC6528350|XP_002089399.1|DYAK	LOC108030098|XP_016958274.1|DBIA
OG0000033	LOC6534298|XP_002094979.1|DYAK	LOC108028439|XP_016955758.1|DBIA
OG0000033	LOC6535950|XP_002096566.1|DYAK	LOC108027435|XP_016954372.1|DBIA
OG0000033	LOC6531400|XP_002092203.1|DYAK	LOC108036209|XP_016967690.1|DBIA, LOC108036211|XP_016967691.1|DBIA
OG0000033	LOC6531401|XP_002092204.1|DYAK	LOC108036212|XP_016967692.1|DBIA
OG0000034	LOC6531351|XP_002092155.1|DYAK	LOC108036384|XP_016967978.1|DBIA
OG0000034	LOC6529512|XP_002090514.1|DYAK	LOC108035246|XP_016966273.1|DBIA
OG0000034	LOC6529511|XP_002090513.2|DYAK	LOC108035237|XP_016966261.1|DBIA
OG0000034	LOC6529510|XP_002090512.1|DYAK	LOC108034999|XP_016965831.1|DBIA
OG0000034	LOC6529821|XP_002090802.3|DYAK	LOC108033284|XP_016963038.1|DBIA
OG0000034	LOC6536872|XP_002097441.1|DYAK	LOC108023439|XP_016948422.1|DBIA
OG0000034	LOC6527117|XP_002088210.1|DYAK	LOC108036755|XP_016968570.1|DBIA
OG0000035	LOC120321795|XP_039231657.1|DYAK, LOC120321194|XP_039229093.1|DYAK, LOC120321943|XP_039232216.1|DYAK, LOC120321792|XP_039231639.1|DYAK	LOC108027242|XP_016954085.1|DBIA
OG0000035	LOC120320682|XP_039226991.1|DYAK, LOC120320643|XP_039226848.1|DYAK	LOC108027564|XP_016954540.1|DBIA
OG0000036	LOC6536018|XP_002096633.1|DYAK	LOC108027411|XP_016954339.1|DBIA
OG0000036	LOC6537201|XP_002097759.1|DYAK	LOC108026449|XP_016952877.1|DBIA
OG0000036	LOC6535269|XP_002095925.1|DYAK	LOC108024985|XP_016950728.1|DBIA
OG0000036	LOC6537913|XP_002098453.1|DYAK, LOC6537914|XP_039232806.1|DYAK	LOC108024657|XP_016950207.1|DBIA
OG0000037	LOC6531032|XP_002091868.2|DYAK	LOC108029865|XP_016957843.1|DBIA
OG0000037	LOC6535647|XP_002096275.2|DYAK	LOC108032009|XP_016961298.1|DBIA
OG0000037	LOC6535648|XP_002096276.2|DYAK	LOC108030957|XP_016959646.1|DBIA, LOC108032010|XP_016961299.1|DBIA
OG0000038	LOC6539691|XP_002086577.2|DYAK	LOC108030746|XP_016959281.1|DBIA
OG0000038	LOC6534938|XP_039229728.1|DYAK	LOC108030931|XP_016959614.1|DBIA
OG0000039	LOC6537610|XP_002098156.2|DYAK	LOC108027177|XP_016953954.1|DBIA
OG0000039	LOC6524746|XP_002100590.1|DYAK	LOC108025609|XP_016951633.1|DBIA
OG0000039	LOC6524745|XP_002100589.2|DYAK	LOC108025634|XP_016951658.1|DBIA
OG0000039	LOC6526007|XP_002101825.1|DYAK	LOC108025590|XP_016951608.1|DBIA
OG0000040	LOC6535485|XP_002096116.3|DYAK	LOC108025546|XP_016951565.1|DBIA
OG0000040	LOC6536605|XP_002097181.1|DYAK	LOC108024820|XP_016950438.1|DBIA
OG0000040	LOC6536604|XP_002097180.1|DYAK	LOC108024821|XP_016950440.1|DBIA
OG0000040	LOC6535486|XP_002096117.1|DYAK	LOC108025434|XP_016951413.1|DBIA
OG0000040	LOC6535487|XP_002096118.3|DYAK	LOC108025431|XP_016951408.1|DBIA, LOC108025433|XP_016951410.1|DBIA
OG0000040	LOC6535489|XP_002096120.1|DYAK	LOC108025485|XP_016951488.1|DBIA
OG0000040	LOC6539025|XP_002099527.1|DYAK	LOC108023851|XP_016948987.1|DBIA
OG0000041	LOC6538543|XP_002099065.1|DYAK	LOC108026015|XP_016952195.1|DBIA
OG0000041	LOC6538542|XP_002099064.1|DYAK	LOC108026081|XP_016952269.1|DBIA
OG0000041	LOC6538540|XP_002099062.1|DYAK	LOC108026380|XP_016952789.1|DBIA
OG0000041	LOC6538541|XP_002099063.1|DYAK	LOC108026109|XP_016952297.1|DBIA
OG0000041	LOC6538533|XP_002099055.1|DYAK	LOC108026021|XP_016952202.1|DBIA
OG0000041	LOC6538534|XP_002099056.1|DYAK	LOC108026443|XP_016952869.1|DBIA
OG0000042	LOC6531112|XP_002091946.1|DYAK	LOC108029979|XP_016957976.1|DBIA
