Orthogroup	DYAK.longest_only	DERE.longest_only
OG0000010	LOC26535638|XP_039229341.1|DYAK, LOC120322220|XP_039233210.1|DYAK, LOC26535724|XP_039233215.1|DYAK, LOC120322221|XP_039233211.1|DYAK	LOC6556049|XP_001982909.3|DERE
OG0000011	LOC26534881|XP_015054560.1|DYAK	LOC113564152|XP_026835545.1|DERE
OG0000011	LOC6525318|XP_002101154.2|DYAK	LOC6550533|XP_001977930.3|DERE
OG0000011	LOC120320450|XP_039227155.1|DYAK	LOC6540864|XP_001968531.3|DERE
OG0000011	LOC6526687|XP_002087792.2|DYAK	LOC6540904|XP_026835063.1|DERE
OG0000011	LOC6526837|XP_002087937.1|DYAK	LOC6543446|XP_001968684.2|DERE
OG0000011	LOC26535503|XP_015045173.2|DYAK	LOC6543815|XP_001973630.3|DERE
OG0000011	LOC6529533|XP_039228709.1|DYAK	LOC6547227|XP_026836974.1|DERE
OG0000011	LOC6529527|XP_039228713.1|DYAK	LOC6547233|XP_026836236.1|DERE
OG0000011	LOC120320662|XP_039226899.1|DYAK	LOC6551039|XP_001978306.1|DERE
OG0000011	LOC6534062|XP_002094748.1|DYAK	LOC6545632|XP_001972694.2|DERE
OG0000011	LOC6534063|XP_002094749.1|DYAK	LOC6545633|XP_001972695.1|DERE
OG0000011	LOC6536394|XP_002096976.1|DYAK	LOC6552127|XP_001980788.1|DERE
OG0000012	LOC6530957|XP_002091795.1|DYAK	LOC6547483|XP_015011854.1|DERE
OG0000012	LOC6530958|XP_002091796.1|DYAK	LOC6547482|XP_001974798.1|DERE
OG0000012	LOC6530959|XP_015051811.1|DYAK	LOC6547337|XP_015012184.1|DERE
OG0000012	LOC6530956|XP_002091794.1|DYAK	LOC6547484|XP_026836781.1|DERE
OG0000012	LOC6530954|XP_002091792.1|DYAK	LOC6547486|XP_001974802.1|DERE
OG0000012	LOC6530955|XP_002091793.1|DYAK	LOC6547485|XP_015012185.1|DERE
OG0000012	LOC6530135|XP_002091081.1|DYAK	LOC6546830|XP_026836193.1|DERE
OG0000012	LOC6530133|XP_002091079.2|DYAK	LOC6546691|XP_001975936.3|DERE
OG0000012	LOC6530132|XP_002091078.1|DYAK	LOC6546690|XP_001975935.1|DERE
OG0000012	LOC6530131|XP_002091077.2|DYAK	LOC26526953|XP_026835974.1|DERE
OG0000012	LOC6530130|XP_002091076.1|DYAK	LOC6546689|XP_001975934.2|DERE
OG0000012	LOC6530129|XP_002091075.1|DYAK	LOC6546688|XP_001975933.1|DERE
OG0000013	LOC6530359|XP_002091285.1|DYAK	LOC6549620|XP_001975657.1|DERE
OG0000013	LOC6525539|XP_002101374.1|DYAK	LOC6551261|XP_026838843.1|DERE
OG0000013	LOC6537221|XP_002097779.1|DYAK	LOC6553110|XP_001980016.1|DERE
OG0000013	LOC6534055|XP_002094741.1|DYAK	LOC6545627|XP_026832753.1|DERE
OG0000013	LOC6536907|XP_002097476.1|DYAK	LOC6553734|XP_001980320.1|DERE
OG0000013	LOC6538786|XP_002099299.1|DYAK	LOC6554353|XP_001982051.1|DERE
OG0000013	LOC6536836|XP_039232142.1|DYAK, LOC6536837|XP_039232350.1|DYAK	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE
OG0000013	LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK	LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE
OG0000015	LOC6529704|XP_002090697.2|DYAK	LOC6549487|XP_001974261.3|DERE
OG0000015	LOC6526496|XP_039227173.1|DYAK	LOC26527019|XP_015015589.1|DERE
OG0000015	LOC120320869|XP_039227770.1|DYAK	LOC6549638|XP_026836388.1|DERE
OG0000015	LOC6526950|XP_002088046.2|DYAK	LOC6542316|XP_001970154.1|DERE
OG0000015	LOC6526894|XP_002087993.1|DYAK	LOC6541306|XP_001970208.1|DERE
OG0000015	LOC6538477|XP_002099001.3|DYAK	LOC6554572|XP_026839568.1|DERE
OG0000016	LOC6536965|XP_002097534.1|DYAK	LOC6553473|XP_001980267.1|DERE
OG0000016	LOC6530731|XP_002091621.1|DYAK	LOC6547825|XP_001974973.1|DERE
OG0000016	LOC6536862|XP_002097431.1|DYAK	LOC6553744|XP_001980362.1|DERE
OG0000016	LOC6531360|XP_002092163.2|DYAK	LOC6548497|XP_001975310.2|DERE
OG0000016	LOC6525488|XP_002101323.1|DYAK	LOC6551195|XP_001977029.1|DERE
OG0000016	LOC6529087|XP_002090100.1|DYAK	LOC6542573|XP_026835446.1|DERE
OG0000016	LOC6537169|XP_002097730.1|DYAK	LOC6553157|XP_026831618.1|DERE
OG0000016	LOC6535129|XP_039230803.1|DYAK	LOC6544283|XP_001973711.1|DERE
OG0000017	LOC6525337|XP_002101173.1|DYAK	LOC6550521|XP_001977911.1|DERE
OG0000017	LOC6528495|XP_002089541.2|DYAK	LOC6540975|XP_001970557.1|DERE
OG0000017	LOC6539128|XP_002086029.1|DYAK	LOC6542635|XP_001970806.1|DERE
OG0000017	LOC6536204|XP_002096795.1|DYAK	LOC6552914|XP_001980977.1|DERE
OG0000017	LOC6538220|XP_039231078.1|DYAK	LOC6544876|XP_001973836.1|DERE
OG0000017	LOC6538219|XP_002098746.2|DYAK	LOC6556262|XP_026839527.1|DERE
OG0000017	LOC6531831|XP_002092618.3|DYAK	LOC6547791|XP_001976408.1|DERE
OG0000017	LOC6529100|XP_002090113.1|DYAK	LOC6542668|XP_001970804.1|DERE
OG0000017	LOC6531832|XP_002092619.1|DYAK	LOC6547792|XP_001976409.1|DERE
OG0000017	LOC6526432|XP_002087551.1|DYAK	LOC6543081|XP_001968299.1|DERE
OG0000018	LOC6533164|XP_002093890.1|DYAK	LOC6545112|XP_001972081.1|DERE
OG0000018	LOC26535774|XP_015049832.1|DYAK	LOC6545115|XP_001972084.1|DERE
OG0000018	LOC6533166|XP_002093892.1|DYAK	LOC6545114|XP_001972083.1|DERE
OG0000019	LOC6538322|XP_039232218.1|DYAK	LOC113564308|XP_026836578.1|DERE
OG0000019	LOC6538324|XP_002098851.2|DYAK	LOC113564837|XP_026839515.1|DERE
OG0000019	LOC6538326|XP_002098853.2|DYAK	LOC6555070|XP_001981612.1|DERE
OG0000019	LOC6538321|XP_002098848.1|DYAK	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE
OG0000019	LOC6538320|XP_002098847.1|DYAK	LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE
OG0000020	LOC6538082|XP_002098616.1|DYAK	LOC6555052|XP_026839769.1|DERE
OG0000020	LOC6530655|XP_002091553.1|DYAK	LOC6547855|XP_001975038.1|DERE
OG0000020	LOC6529647|XP_002090641.1|DYAK	LOC6549413|XP_026836257.1|DERE
OG0000020	LOC6528749|XP_002089784.2|DYAK	LOC6540649|XP_026834533.1|DERE
OG0000020	LOC6527703|XP_002088787.1|DYAK	LOC6543425|XP_026834766.1|DERE
OG0000020	LOC6535735|XP_039231556.1|DYAK	LOC6553828|XP_026839892.1|DERE
OG0000020	LOC6537431|XP_002097987.1|DYAK	LOC6554060|XP_001980549.1|DERE
OG0000020	LOC6529263|XP_002090268.1|DYAK	LOC6548804|XP_001974084.1|DERE
OG0000020	LOC6529648|XP_002090642.1|DYAK	LOC6549412|XP_001974317.1|DERE
OG0000021	LOC6526678|XP_002087784.1|DYAK	LOC6543194|XP_001968524.1|DERE
OG0000021	LOC6530550|XP_002091465.1|DYAK	LOC6547978|XP_001975124.1|DERE
OG0000021	LOC6530532|XP_039228836.1|DYAK	LOC6548381|XP_001975140.1|DERE
OG0000021	LOC6531172|XP_002092001.1|DYAK	LOC6546948|XP_001974598.1|DERE
OG0000021	LOC6526013|XP_039229713.1|DYAK	LOC6551659|XP_001977237.1|DERE
OG0000021	LOC6538705|XP_002099220.3|DYAK	LOC6554651|XP_001981975.1|DERE
OG0000021	LOC6536819|XP_002097389.1|DYAK	LOC6553703|XP_001980409.1|DERE
OG0000021	LOC6524816|XP_002100658.1|DYAK	LOC26526932|XP_026837924.1|DERE
OG0000022	LOC6531452|XP_002092255.1|DYAK	LOC6548724|XP_001975398.1|DERE
OG0000022	LOC6532315|XP_002093075.1|DYAK	LOC6543861|XP_001971088.1|DERE
OG0000022	LOC6532322|XP_002093082.1|DYAK, LOC6532321|XP_002093081.1|DYAK, LOC6532323|XP_002093083.1|DYAK, LOC6532320|XP_002093080.1|DYAK	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE
OG0000022	LOC6532325|XP_002093085.1|DYAK	LOC6545495|XP_001971097.1|DERE
OG0000022	LOC6532324|XP_002093084.1|DYAK	LOC6545494|XP_001971096.1|DERE
OG0000023	LOC6536027|XP_002096642.3|DYAK, LOC6536034|XP_002096649.3|DYAK	LOC113563731|XP_026831631.1|DERE
OG0000023	LOC6539886|XP_002086766.1|DYAK	LOC6553285|XP_001979203.1|DERE
OG0000023	LOC6531278|XP_002092087.2|DYAK	LOC6546697|XP_026836761.1|DERE
OG0000023	LOC26536093|XP_039232188.1|DYAK	LOC6553284|XP_026831910.1|DERE
OG0000023	LOC6536032|XP_039230972.1|DYAK	LOC6553277|XP_001979195.2|DERE
OG0000023	LOC6536035|XP_002096650.2|DYAK	LOC6553331|XP_001979193.1|DERE
OG0000023	LOC6540152|XP_039232191.1|DYAK	LOC6553328|XP_001979190.1|DERE
OG0000024	LOC6530300|XP_002091227.1|DYAK	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE
OG0000024	LOC6530302|XP_002091229.1|DYAK	LOC6547183|XP_001976081.1|DERE
OG0000024	LOC6530301|XP_002091228.2|DYAK	LOC6547182|XP_001976080.1|DERE
OG0000024	LOC6529811|XP_002090793.1|DYAK	LOC6549069|XP_001974169.1|DERE
OG0000024	LOC6530303|XP_002091230.1|DYAK	LOC6547184|XP_001976082.1|DERE
OG0000024	LOC6529951|XP_002090905.3|DYAK	LOC6549473|XP_001975764.1|DERE
OG0000025	LOC6527587|XP_002088675.1|DYAK	LOC6540718|XP_001968765.1|DERE
OG0000026	LOC6525058|XP_002100897.1|DYAK	LOC6551694|XP_001977155.1|DERE
OG0000026	LOC6528059|XP_002089126.1|DYAK	LOC6543477|XP_001969495.1|DERE
OG0000026	LOC6525544|XP_002101379.1|DYAK	LOC6551346|XP_001977080.1|DERE
OG0000026	LOC6535919|XP_002096535.1|DYAK	LOC6553336|XP_001979309.1|DERE
OG0000027	LOC6526916|XP_002088015.1|DYAK	LOC6541432|XP_001970185.1|DERE
OG0000027	LOC6526913|XP_002088012.1|DYAK	LOC6541563|XP_001970188.1|DERE
OG0000027	LOC6526915|XP_002088014.1|DYAK	LOC6541340|XP_001970186.1|DERE
OG0000028	LOC26534799|XP_015044645.1|DYAK, LOC26535937|XP_015050935.2|DYAK, LOC26535654|XP_015045147.2|DYAK, LOC26535087|XP_015045044.2|DYAK	LOC6545325|XP_026832190.1|DERE, LOC6545324|XP_026833774.1|DERE
OG0000028	LOC6534951|XP_039229813.1|DYAK	LOC6545516|XP_001973330.1|DERE
OG0000028	LOC6535078|XP_039229703.1|DYAK	LOC6545103|XP_001973211.1|DERE
OG0000029	LOC6536587|XP_002097163.1|DYAK	LOC6551894|XP_001980609.1|DERE
OG0000029	LOC6528801|XP_002089833.1|DYAK	LOC6541177|XP_001969159.1|DERE
OG0000029	LOC6531052|XP_002091888.1|DYAK	LOC6547215|XP_001974713.1|DERE
OG0000029	LOC6536173|XP_002096764.1|DYAK	LOC6552797|XP_001981008.1|DERE
OG0000029	LOC6534230|XP_002094912.1|DYAK	LOC6546309|XP_026833134.1|DERE
OG0000030	LOC6527318|XP_002088411.1|DYAK	LOC6540832|XP_001969798.1|DERE
OG0000030	LOC6527316|XP_002088409.2|DYAK	LOC6541247|XP_001969800.2|DERE
OG0000030	LOC6527317|XP_002088410.1|DYAK	LOC6543200|XP_001969799.1|DERE
OG0000030	LOC6526597|XP_002087705.1|DYAK	LOC6542410|XP_001968441.1|DERE
OG0000030	LOC6531827|XP_039228114.1|DYAK	LOC6547811|XP_001976404.1|DERE
OG0000030	LOC6524424|XP_002100282.1|DYAK	LOC6555505|XP_026838381.1|DERE
OG0000030	LOC6525109|XP_002100948.2|DYAK	LOC6550371|XP_001977852.1|DERE
OG0000031	LOC6528958|XP_002089990.1|DYAK	LOC6541519|XP_001969009.2|DERE
OG0000031	LOC6528984|XP_002090016.3|DYAK	LOC6543250|XP_001968986.1|DERE
OG0000031	LOC6528006|XP_002089073.1|DYAK	LOC6542615|XP_001969442.1|DERE
OG0000032	LOC6536794|XP_002097364.1|DYAK	LOC6553974|XP_015009875.1|DERE
OG0000032	LOC6536800|XP_002097370.2|DYAK	LOC6553916|XP_015010087.1|DERE
OG0000032	LOC6536793|XP_002097363.1|DYAK	LOC6553975|XP_026831724.1|DERE
OG0000032	LOC6536802|XP_002097372.1|DYAK	LOC113564299|XP_026836470.1|DERE
OG0000033	LOC6538141|XP_039231494.1|DYAK	LOC6555354|XP_026839686.1|DERE
OG0000033	LOC6538142|XP_002098676.1|DYAK	LOC6555355|XP_001981434.1|DERE
OG0000033	LOC6530309|XP_039228670.1|DYAK	LOC6548262|XP_001974108.1|DERE
OG0000033	LOC6530310|XP_039228063.1|DYAK	LOC6548263|XP_001974109.1|DERE
OG0000033	LOC6528345|XP_002089398.1|DYAK	LOC6541653|XP_001970703.1|DERE
OG0000033	LOC6528344|XP_002089397.2|DYAK	LOC6542775|XP_001970704.2|DERE
OG0000033	LOC6528350|XP_002089399.1|DYAK	LOC6541460|XP_001970702.1|DERE
OG0000033	LOC6534298|XP_002094979.1|DYAK	LOC6546216|XP_001972911.1|DERE
OG0000033	LOC6535950|XP_002096566.1|DYAK	LOC6553620|XP_001979278.1|DERE
OG0000033	LOC6531400|XP_002092203.1|DYAK	LOC6548922|XP_001975350.1|DERE
OG0000034	LOC6529512|XP_002090514.1|DYAK	LOC6547752|XP_001976261.2|DERE
OG0000034	LOC6529510|XP_002090512.1|DYAK	LOC6547627|XP_001976262.1|DERE
OG0000034	LOC6529821|XP_002090802.3|DYAK	LOC113564268|XP_026836067.1|DERE
OG0000036	LOC6536018|XP_002096633.1|DYAK	LOC6553210|XP_001979212.1|DERE
OG0000036	LOC6537201|XP_002097759.1|DYAK	LOC6553049|XP_001980037.3|DERE
OG0000036	LOC6535269|XP_002095925.1|DYAK	LOC6552090|XP_001978801.1|DERE
OG0000036	LOC6537913|XP_002098453.1|DYAK	LOC6554160|XP_026832544.1|DERE
OG0000036	LOC6537914|XP_039232806.1|DYAK	LOC113563885|XP_026832533.1|DERE
OG0000037	LOC6531032|XP_002091868.2|DYAK	LOC6547304|XP_026836461.1|DERE
OG0000037	LOC6535647|XP_002096275.2|DYAK	LOC6553809|XP_001979566.1|DERE
OG0000037	LOC6535648|XP_002096276.2|DYAK	LOC6553808|XP_001979565.1|DERE
OG0000038	LOC6539691|XP_002086577.2|DYAK	LOC6545503|XP_001973343.1|DERE
OG0000038	LOC6534938|XP_039229728.1|DYAK	LOC6545505|XP_026833772.1|DERE
OG0000039	LOC6537610|XP_002098156.2|DYAK	LOC6553078|XP_001979073.2|DERE
OG0000039	LOC6524746|XP_002100590.1|DYAK	LOC6550737|XP_001978160.1|DERE
OG0000039	LOC6524745|XP_002100589.2|DYAK	LOC6550622|XP_026837736.1|DERE
OG0000039	LOC6526007|XP_002101825.1|DYAK	LOC6551666|XP_001977244.1|DERE
OG0000040	LOC6535485|XP_002096116.3|DYAK	LOC6551893|XP_026835202.1|DERE
OG0000040	LOC6536605|XP_002097181.1|DYAK	LOC6551780|XP_001980593.1|DERE
OG0000040	LOC6536604|XP_002097180.1|DYAK	LOC6551781|XP_001980594.1|DERE
OG0000040	LOC6535486|XP_002096117.1|DYAK	LOC6551892|XP_001979714.2|DERE
OG0000040	LOC6535487|XP_002096118.3|DYAK	LOC6551891|XP_001979713.1|DERE
OG0000040	LOC6535489|XP_002096120.1|DYAK	LOC6551889|XP_001979711.1|DERE
OG0000040	LOC6539025|XP_002099527.1|DYAK	LOC6554299|XP_001981067.1|DERE
OG0000041	LOC6538543|XP_002099065.1|DYAK	LOC6554981|XP_001981824.1|DERE
OG0000041	LOC6538542|XP_002099064.1|DYAK	LOC26526627|XP_015009397.2|DERE
OG0000041	LOC6538540|XP_002099062.1|DYAK	LOC6554997|XP_001981822.1|DERE
OG0000041	LOC6538541|XP_002099063.1|DYAK	LOC6554980|XP_001981823.2|DERE
