Orthogroup	DYAK.longest_only	DSUZ.longest_only
OG0000012	LOC6530132|XP_002091078.1|DYAK	LOC108009570|XP_016929524.1|DSUZ
OG0000012	LOC6530131|XP_002091077.2|DYAK	LOC108009572|XP_016929528.1|DSUZ
OG0000012	LOC6530130|XP_002091076.1|DYAK	LOC108009569|XP_016929521.1|DSUZ
OG0000012	LOC6530129|XP_002091075.1|DYAK	LOC108009571|XP_016929527.1|DSUZ
OG0000013	LOC6530359|XP_002091285.1|DYAK	LOC108009479|XP_016929350.1|DSUZ
OG0000013	LOC6525539|XP_002101374.1|DYAK	LOC108005296|XP_016923987.1|DSUZ
OG0000013	LOC6537221|XP_002097779.1|DYAK	LOC108004911|XP_016923486.2|DSUZ
OG0000013	LOC6534055|XP_002094741.1|DYAK	LOC108012921|XP_016933934.1|DSUZ
OG0000013	LOC6536907|XP_002097476.1|DYAK	LOC108018484|XP_016941530.2|DSUZ
OG0000013	LOC6538786|XP_002099299.1|DYAK	LOC108015759|XP_036673283.1|DSUZ
OG0000013	LOC6536836|XP_039232142.1|DYAK, LOC6536837|XP_039232350.1|DYAK, LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK	LOC108007391|XP_016926534.2|DSUZ
OG0000014	LOC120321092|XP_039228481.1|DYAK	LOC118879246|XP_036678025.1|DSUZ
OG0000014	LOC120320535|XP_039226317.1|DYAK	LOC118878508|XP_036677404.1|DSUZ, LOC118878474|XP_036677365.1|DSUZ
OG0000014	LOC120321426|XP_039229753.1|DYAK	LOC118878431|XP_036677301.1|DSUZ
OG0000015	LOC6529704|XP_002090697.2|DYAK	LOC108016959|XP_016939387.2|DSUZ
OG0000015	LOC6526496|XP_039227173.1|DYAK	LOC108010739|XP_036668651.1|DSUZ, LOC108012550|XP_016933490.1|DSUZ
OG0000015	LOC120320869|XP_039227770.1|DYAK	LOC108010859|XP_016931327.1|DSUZ
OG0000015	LOC6526950|XP_002088046.2|DYAK	LOC108009429|XP_016929253.1|DSUZ
OG0000015	LOC6526894|XP_002087993.1|DYAK	LOC108018900|XP_016941980.1|DSUZ
OG0000015	LOC6530275|XP_002091207.2|DYAK	LOC108010103|XP_016930413.1|DSUZ
OG0000016	LOC6536965|XP_002097534.1|DYAK	LOC118877550|XP_036672553.1|DSUZ, LOC108019413|XP_016942724.1|DSUZ
OG0000016	LOC6530731|XP_002091621.1|DYAK	LOC108009286|XP_016929004.1|DSUZ
OG0000016	LOC6536862|XP_002097431.1|DYAK	LOC108008079|XP_016927358.2|DSUZ
OG0000016	LOC6531360|XP_002092163.2|DYAK	LOC108009982|XP_016930246.1|DSUZ
OG0000016	LOC6525488|XP_002101323.1|DYAK	LOC108011133|XP_016931695.1|DSUZ
OG0000016	LOC6529087|XP_002090100.1|DYAK	LOC108010965|XP_016931470.1|DSUZ
OG0000016	LOC6537169|XP_002097730.1|DYAK	LOC108006430|XP_016925443.1|DSUZ
OG0000016	LOC6535129|XP_039230803.1|DYAK	LOC108007764|XP_016927008.1|DSUZ
OG0000017	LOC6525337|XP_002101173.1|DYAK	LOC108018993|XP_036676279.1|DSUZ
OG0000017	LOC6528495|XP_002089541.2|DYAK	LOC108009448|XP_016929291.1|DSUZ
OG0000017	LOC6539128|XP_002086029.1|DYAK	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ
OG0000017	LOC6536204|XP_002096795.1|DYAK	LOC108006071|XP_036673105.1|DSUZ
OG0000017	LOC6538219|XP_002098746.2|DYAK	LOC108015782|XP_016937825.2|DSUZ
OG0000017	LOC6531831|XP_002092618.3|DYAK	LOC108009905|XP_016930117.1|DSUZ
OG0000017	LOC6529100|XP_002090113.1|DYAK	LOC108019403|XP_016942713.1|DSUZ
OG0000017	LOC6531832|XP_002092619.1|DYAK	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ
OG0000017	LOC6526432|XP_002087551.1|DYAK	LOC108010173|XP_036669903.1|DSUZ
OG0000018	LOC6533164|XP_002093890.1|DYAK	LOC108012738|XP_016933660.1|DSUZ
OG0000018	LOC26535738|XP_015049834.1|DYAK	LOC108012688|XP_016933605.1|DSUZ
OG0000018	LOC26535774|XP_015049832.1|DYAK	LOC108012644|XP_016933559.1|DSUZ
OG0000018	LOC6533166|XP_002093892.1|DYAK	LOC108012663|XP_016933579.1|DSUZ
OG0000018	LOC26534877|XP_015049829.1|DYAK, LOC26534805|XP_015049828.1|DYAK, LOC26535405|XP_015049827.1|DYAK	LOC108013584|XP_036671249.1|DSUZ, LOC108013583|XP_016935000.1|DSUZ, LOC108012675|XP_016933591.2|DSUZ
OG0000018	LOC26534941|XP_015049831.1|DYAK	LOC108012710|XP_016933628.2|DSUZ, LOC118877292|XP_036671250.1|DSUZ
OG0000019	LOC6538322|XP_039232218.1|DYAK	LOC108016142|XP_016938246.1|DSUZ
OG0000019	LOC6538324|XP_002098851.2|DYAK	LOC108016122|XP_036675619.1|DSUZ
OG0000019	LOC6538323|XP_002098850.2|DYAK	LOC118878133|XP_036675618.1|DSUZ, LOC108016148|XP_016938252.2|DSUZ
OG0000019	LOC6538326|XP_002098853.2|DYAK	LOC108016158|XP_036675606.1|DSUZ
OG0000019	LOC6538321|XP_002098848.1|DYAK	LOC108016139|XP_016938240.1|DSUZ
OG0000019	LOC6538320|XP_002098847.1|DYAK	LOC108016146|XP_016938250.2|DSUZ
OG0000020	LOC6538082|XP_002098616.1|DYAK	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ
OG0000020	LOC6530655|XP_002091553.1|DYAK	LOC108009233|XP_016928887.1|DSUZ
OG0000020	LOC6529647|XP_002090641.1|DYAK	LOC108013616|XP_036668598.1|DSUZ, LOC118877588|XP_036672754.1|DSUZ, LOC108016353|XP_036675239.1|DSUZ
OG0000020	LOC6528749|XP_002089784.2|DYAK	LOC108010328|XP_016930743.1|DSUZ
OG0000020	LOC6527703|XP_002088787.1|DYAK	LOC108021143|XP_036673557.1|DSUZ
OG0000020	LOC6535735|XP_039231556.1|DYAK	LOC108015714|XP_036672549.1|DSUZ
OG0000020	LOC6537431|XP_002097987.1|DYAK	LOC108010610|XP_036674725.1|DSUZ
OG0000020	LOC6529263|XP_002090268.1|DYAK	LOC108021708|XP_016946031.1|DSUZ
OG0000020	LOC6529648|XP_002090642.1|DYAK	LOC108021147|XP_016945207.1|DSUZ
OG0000021	LOC6526678|XP_002087784.1|DYAK	LOC108015921|XP_016937993.1|DSUZ
OG0000021	LOC6530550|XP_002091465.1|DYAK	LOC108009589|XP_016929550.1|DSUZ
OG0000021	LOC6530532|XP_039228836.1|DYAK	LOC108009874|XP_016930066.1|DSUZ
OG0000021	LOC6531172|XP_002092001.1|DYAK	LOC108008720|XP_016928109.1|DSUZ
OG0000021	LOC6526013|XP_039229713.1|DYAK	LOC108012220|XP_036675724.1|DSUZ
OG0000021	LOC6538705|XP_002099220.3|DYAK	LOC108006427|XP_036673222.1|DSUZ
OG0000021	LOC6536819|XP_002097389.1|DYAK	LOC108018719|XP_036672548.1|DSUZ
OG0000021	LOC6524816|XP_002100658.1|DYAK	LOC108005418|XP_036676931.1|DSUZ
OG0000022	LOC6531452|XP_002092255.1|DYAK	LOC108008926|XP_016928324.1|DSUZ
OG0000022	LOC6532315|XP_002093075.1|DYAK	LOC108012621|XP_016933529.1|DSUZ
OG0000022	LOC6532322|XP_002093082.1|DYAK, LOC6532321|XP_002093081.1|DYAK, LOC6532323|XP_002093083.1|DYAK, LOC6532320|XP_002093080.1|DYAK	LOC108013020|XP_016934100.1|DSUZ, LOC108013019|XP_016934099.1|DSUZ, LOC118877165|XP_036670261.1|DSUZ
OG0000022	LOC6532325|XP_002093085.1|DYAK	LOC108013021|XP_016934101.1|DSUZ, LOC108013023|XP_016934102.2|DSUZ
OG0000022	LOC6532324|XP_002093084.1|DYAK	LOC108013018|XP_016934098.1|DSUZ
OG0000023	LOC6536030|XP_002096645.2|DYAK	LOC108013955|XP_036675219.1|DSUZ
OG0000023	LOC6536027|XP_002096642.3|DYAK, LOC6536034|XP_002096649.3|DYAK	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ
OG0000023	LOC6539886|XP_002086766.1|DYAK	LOC108019337|XP_016942646.2|DSUZ
OG0000023	LOC6531278|XP_002092087.2|DYAK	LOC108009166|XP_016928770.1|DSUZ
OG0000023	LOC26536093|XP_039232188.1|DYAK	LOC108018731|XP_036675082.1|DSUZ
OG0000023	LOC6536032|XP_039230972.1|DYAK	LOC108013954|XP_016935453.2|DSUZ
OG0000023	LOC6536035|XP_002096650.2|DYAK	LOC108013947|XP_036675218.1|DSUZ
OG0000023	LOC6540152|XP_039232191.1|DYAK	LOC108013965|XP_016935470.1|DSUZ
OG0000024	LOC6530300|XP_002091227.1|DYAK	LOC108010072|XP_016930375.2|DSUZ
OG0000024	LOC6530298|XP_002091225.1|DYAK, LOC6530299|XP_002091226.1|DYAK	LOC118876895|XP_036668888.1|DSUZ, LOC118876966|XP_036669508.1|DSUZ, LOC118876934|XP_036669252.1|DSUZ
OG0000024	LOC6530302|XP_002091229.1|DYAK	LOC108010252|XP_016930594.2|DSUZ
OG0000024	LOC6530301|XP_002091228.2|DYAK	LOC108010071|XP_016930374.1|DSUZ
OG0000024	LOC6529811|XP_002090793.1|DYAK	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ
OG0000024	LOC6529951|XP_002090905.3|DYAK	LOC108019756|XP_016943207.1|DSUZ
OG0000025	LOC6527587|XP_002088675.1|DYAK	LOC108016763|XP_016939005.1|DSUZ
OG0000026	LOC6525058|XP_002100897.1|DYAK	LOC108004556|XP_016922979.1|DSUZ
OG0000026	LOC6528059|XP_002089126.1|DYAK	LOC108010503|XP_036668665.1|DSUZ
OG0000026	LOC6525544|XP_002101379.1|DYAK	LOC108005489|XP_016924284.1|DSUZ
OG0000026	LOC6535919|XP_002096535.1|DYAK	LOC108013851|XP_016935328.2|DSUZ
OG0000027	LOC6526916|XP_002088015.1|DYAK	LOC118879783|XP_036678676.1|DSUZ
OG0000027	LOC6526913|XP_002088012.1|DYAK	LOC108021423|XP_016945624.1|DSUZ
OG0000027	LOC6526915|XP_002088014.1|DYAK	LOC108015770|XP_036678674.1|DSUZ
OG0000028	LOC6534951|XP_039229813.1|DYAK	LOC108017017|XP_036670659.1|DSUZ, LOC108017016|XP_036672473.1|DSUZ
OG0000028	LOC6535078|XP_039229703.1|DYAK	LOC118877366|XP_036671777.1|DSUZ
OG0000029	LOC6536587|XP_002097163.1|DYAK	LOC108018422|XP_016941467.2|DSUZ
OG0000029	LOC6528801|XP_002089833.1|DYAK	LOC108008251|XP_016927530.2|DSUZ
OG0000029	LOC6536173|XP_002096764.1|DYAK	LOC108018480|XP_016941526.2|DSUZ
OG0000029	LOC6534230|XP_002094912.1|DYAK	LOC108019543|XP_016942870.2|DSUZ
OG0000030	LOC6527318|XP_002088411.1|DYAK	LOC108013240|XP_036677776.1|DSUZ
OG0000030	LOC6527316|XP_002088409.2|DYAK	LOC108019494|XP_016942847.1|DSUZ
OG0000030	LOC6527317|XP_002088410.1|DYAK	LOC108012924|XP_016933943.1|DSUZ
OG0000030	LOC6526597|XP_002087705.1|DYAK	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ
OG0000030	LOC6531827|XP_039228114.1|DYAK	LOC108008957|XP_016928357.1|DSUZ
OG0000030	LOC6524424|XP_002100282.1|DYAK	LOC108016627|XP_016938811.1|DSUZ
OG0000030	LOC6525109|XP_002100948.2|DYAK	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ
OG0000031	LOC6528958|XP_002089990.1|DYAK, LOC6528971|XP_002090003.2|DYAK	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ
OG0000031	LOC6528984|XP_002090016.3|DYAK	LOC108016065|XP_016938150.1|DSUZ
OG0000031	LOC6529463|XP_002090465.2|DYAK	LOC108021690|XP_016946003.1|DSUZ
OG0000031	LOC6532903|XP_002093639.1|DYAK	LOC108020065|XP_036671004.1|DSUZ
OG0000031	LOC6526633|XP_002087741.1|DYAK	LOC108008340|XP_016927698.1|DSUZ
OG0000031	LOC6528983|XP_002090015.2|DYAK	LOC108016076|XP_016938162.1|DSUZ
OG0000031	LOC6528006|XP_002089073.1|DYAK	LOC108017973|XP_016940764.1|DSUZ
OG0000032	LOC6536794|XP_002097364.1|DYAK	LOC108018357|XP_036672791.1|DSUZ
OG0000032	LOC6536800|XP_002097370.2|DYAK	LOC108018356|XP_036672750.1|DSUZ
OG0000032	LOC6536802|XP_002097372.1|DYAK	LOC108018408|XP_016941455.1|DSUZ
OG0000032	LOC6536801|XP_002097371.1|DYAK	LOC118877584|XP_036672749.1|DSUZ
OG0000033	LOC6538141|XP_039231494.1|DYAK	LOC108007608|XP_016926802.1|DSUZ, LOC118877727|XP_036673586.1|DSUZ
OG0000033	LOC6538142|XP_002098676.1|DYAK	LOC108007624|XP_036673594.1|DSUZ, LOC108007609|XP_016926803.2|DSUZ
OG0000033	LOC6530309|XP_039228670.1|DYAK	LOC108010823|XP_016931314.1|DSUZ, LOC108012454|XP_016933333.1|DSUZ
OG0000033	LOC6528345|XP_002089398.1|DYAK	LOC108017678|XP_016940276.1|DSUZ
OG0000033	LOC6528344|XP_002089397.2|DYAK	LOC108017971|XP_016940757.1|DSUZ
OG0000033	LOC6528350|XP_002089399.1|DYAK	LOC108017970|XP_016940756.2|DSUZ
OG0000033	LOC6534298|XP_002094979.1|DYAK	LOC108010515|XP_016930878.2|DSUZ
OG0000033	LOC6535950|XP_002096566.1|DYAK	LOC108013858|XP_016935336.2|DSUZ, LOC118878058|XP_036675136.1|DSUZ
OG0000033	LOC6531400|XP_002092203.1|DYAK	LOC108008236|XP_016927516.1|DSUZ, LOC108008237|XP_016927517.1|DSUZ, LOC108008235|XP_016927515.1|DSUZ
OG0000033	LOC6531401|XP_002092204.1|DYAK	LOC108008234|XP_016927514.1|DSUZ
OG0000034	LOC6529512|XP_002090514.1|DYAK	LOC108021477|XP_016945708.1|DSUZ
OG0000034	LOC6529511|XP_002090513.2|DYAK	LOC108021476|XP_016945707.1|DSUZ
OG0000034	LOC6529510|XP_002090512.1|DYAK	LOC108021724|XP_016946052.1|DSUZ
OG0000034	LOC6529821|XP_002090802.3|DYAK	LOC108009317|XP_016929074.1|DSUZ
OG0000034	LOC6536872|XP_002097441.1|DYAK	LOC108007509|XP_016926684.2|DSUZ
