Orthogroup	DYAK.longest_only	DSIM.longest_only
OG0000000	LOC6530976|XP_002091814.2|DYAK	LOC6735228|XP_002082201.1|DSIM
OG0000000	LOC6532053|XP_002092830.1|DYAK, LOC6532050|XP_002092827.2|DYAK	LOC6736069|XP_002082970.1|DSIM
OG0000000	LOC6532049|XP_002092826.1|DYAK	LOC6736068|XP_002082969.1|DSIM
OG0000000	LOC6538114|XP_002098649.1|DYAK	LOC6729989|XP_002105283.1|DSIM
OG0000000	LOC6535316|XP_002095972.1|DYAK	LOC6726722|XP_002102133.3|DSIM
OG0000000	LOC6539519|XP_002086405.1|DYAK	LOC6738252|XP_002085064.1|DSIM
OG0000000	LOC6539518|XP_039230304.1|DYAK	LOC6738253|XP_039150090.1|DSIM
OG0000000	LOC6533890|XP_002094590.1|DYAK	LOC6737828|XP_002084656.1|DSIM
OG0000001	LOC120322268|XP_039233251.1|DYAK, LOC120321436|XP_039229790.1|DYAK	LOC120284769|XP_039149499.1|DSIM, LOC120284971|XP_039150785.1|DSIM
OG0000001	LOC120321385|XP_039229379.1|DYAK, LOC120321458|XP_039229910.1|DYAK, LOC120320585|XP_039226586.1|DYAK, LOC120320591|XP_039226632.1|DYAK, LOC120321717|XP_039231183.1|DYAK, LOC120321457|XP_039229909.1|DYAK, LOC120320959|XP_039227830.1|DYAK, LOC120321780|XP_039231610.1|DYAK	LOC120285672|XP_039154228.1|DSIM, LOC120284833|XP_039150170.1|DSIM, LOC120284434|XP_039148214.1|DSIM
OG0000002	LOC6531354|XP_002092157.1|DYAK	LOC6734821|XP_002081824.1|DSIM
OG0000002	LOC6530517|XP_002091432.3|DYAK	LOC6735666|XP_002082584.2|DSIM
OG0000002	LOC6530518|XP_002091433.1|DYAK	LOC6735665|XP_002082583.2|DSIM
OG0000002	LOC26535670|XP_015050876.2|DYAK	LOC6738777|XP_016032596.1|DSIM
OG0000002	LOC6527104|XP_002088197.3|DYAK	LOC6731201|XP_002078360.1|DSIM
OG0000003	LOC6530460|XP_002091376.2|DYAK	LOC6734558|XP_002081567.1|DSIM
OG0000003	LOC6530462|XP_002091378.1|DYAK	LOC6734560|XP_016027665.1|DSIM
OG0000003	LOC6538264|XP_002098791.1|DYAK	LOC6729847|XP_016036585.1|DSIM
OG0000003	LOC6530463|XP_002091379.1|DYAK	LOC6734561|XP_002081570.1|DSIM
OG0000003	LOC6527640|XP_039226547.1|DYAK, LOC6528325|XP_002089378.1|DYAK	LOC6733269|XP_002080332.1|DSIM
OG0000003	LOC6530457|XP_002091373.1|DYAK	LOC6734555|XP_002081564.3|DSIM
OG0000003	LOC6530461|XP_002091377.1|DYAK	LOC6734559|XP_002081568.1|DSIM
OG0000003	LOC6530456|XP_002091372.1|DYAK	LOC6734554|XP_039147555.1|DSIM
OG0000003	LOC6528608|XP_002089651.1|DYAK	LOC6733557|XP_016026506.1|DSIM
OG0000003	LOC6528606|XP_002089649.1|DYAK	LOC6733555|XP_039148197.1|DSIM
OG0000003	LOC6528128|XP_002089195.3|DYAK	LOC6731100|XP_002078257.3|DSIM
OG0000004	LOC120322179|XP_039233170.1|DYAK, LOC6529212|XP_002090219.3|DYAK, LOC120322177|XP_039233168.1|DYAK, LOC120322178|XP_039233169.1|DYAK, LOC6539223|XP_002086123.3|DYAK, LOC120322176|XP_039233166.1|DYAK, LOC6540446|XP_002087254.1|DYAK, LOC120322186|XP_039233176.1|DYAK, LOC6539221|XP_002086122.2|DYAK, LOC120322184|XP_039233174.1|DYAK, LOC120322182|XP_039233172.1|DYAK, LOC120322183|XP_039233173.1|DYAK, LOC26535476|XP_015044590.2|DYAK, LOC120322181|XP_039233171.1|DYAK, LOC120321237|XP_039229333.1|DYAK, LOC120322185|XP_039233175.1|DYAK	LOC27206793|XP_016022768.2|DSIM, LOC120285540|XP_039154131.1|DSIM, LOC120285538|XP_039154129.1|DSIM, LOC120285535|XP_039154126.1|DSIM, LOC120285537|XP_039154128.1|DSIM, LOC120285539|XP_039154130.1|DSIM, LOC120285536|XP_039154127.1|DSIM, LOC120285792|XP_039154341.1|DSIM, LOC120285796|XP_039154345.1|DSIM, LOC120285257|XP_039152608.1|DSIM, LOC120285256|XP_039152600.1|DSIM, LOC120285795|XP_039154344.1|DSIM, LOC120285791|XP_039154340.1|DSIM, LOC6733079|XP_002080156.3|DSIM, LOC120285793|XP_039154342.1|DSIM, LOC120285794|XP_039154343.1|DSIM, LOC6740700|XP_002077499.3|DSIM
OG0000005	LOC120321241|XP_039229337.1|DYAK	LOC120285549|XP_039154139.1|DSIM, LOC27207875|XP_039154141.1|DSIM
OG0000005	LOC120321242|XP_039229338.1|DYAK	LOC120285271|XP_039152664.1|DSIM
OG0000005	LOC120322201|XP_039233192.1|DYAK	LOC120285267|XP_039152656.1|DSIM
OG0000005	LOC6539222|XP_002086121.1|DYAK	LOC120285805|XP_039154355.1|DSIM
OG0000005	LOC120321243|XP_039229339.1|DYAK	LOC120285268|XP_039152661.1|DSIM
OG0000006	LOC120322197|XP_039233188.1|DYAK, LOC120322195|XP_039233186.1|DYAK	LOC120285545|XP_039154135.1|DSIM
OG0000006	LOC120321238|XP_039229334.1|DYAK	LOC120285801|XP_039154351.1|DSIM
OG0000006	LOC26535831|XP_015045247.2|DYAK	LOC27208095|XP_016025859.1|DSIM
OG0000007	LOC6534313|XP_002094993.1|DYAK, LOC6534314|XP_002094994.3|DYAK, LOC120321601|XP_039230656.1|DYAK	LOC6738477|XP_016032322.1|DSIM
OG0000007	LOC6533142|XP_002093868.1|DYAK	LOC6736955|XP_002083802.1|DSIM
OG0000007	LOC6533143|XP_002093869.1|DYAK	LOC6736956|XP_002083803.1|DSIM
OG0000007	LOC6533140|XP_002093866.1|DYAK	LOC6736953|XP_002083800.1|DSIM
OG0000007	LOC6533138|XP_002093864.1|DYAK	LOC6736948|XP_039149135.1|DSIM
OG0000007	LOC6533139|XP_002093865.1|DYAK	LOC120284722|XP_039149134.1|DSIM, LOC6736949|XP_002083796.1|DSIM
OG0000007	LOC6527619|XP_002088707.1|DYAK	LOC6731020|XP_002078181.1|DSIM
OG0000007	LOC6528628|XP_002089670.1|DYAK	LOC6733581|XP_002080635.1|DSIM
OG0000007	LOC26535513|XP_015044938.2|DYAK, LOC26535290|XP_015044714.2|DYAK	LOC120284928|XP_039150400.1|DSIM, LOC6730135|XP_039150399.1|DSIM
OG0000007	LOC6527618|XP_002088706.1|DYAK	LOC6731021|XP_002078182.1|DSIM
OG0000007	LOC6532723|XP_002093465.1|DYAK	LOC6737273|XP_039149649.1|DSIM
OG0000007	LOC6532724|XP_002093466.1|DYAK	LOC27206286|XP_016030986.1|DSIM
OG0000007	LOC6527620|XP_002088708.1|DYAK	LOC6731019|XP_002078180.2|DSIM
OG0000007	LOC6533144|XP_002093870.1|DYAK	LOC6736957|XP_016030597.1|DSIM
OG0000007	LOC6533145|XP_002093871.1|DYAK	LOC27207276|XP_016030598.2|DSIM
OG0000008	LOC26536044|XP_039231154.1|DYAK	LOC6727443|XP_016034017.1|DSIM
OG0000008	LOC6532927|XP_002093663.1|DYAK	LOC6736741|XP_002083597.1|DSIM
OG0000008	LOC6532930|XP_002093666.1|DYAK	LOC6736744|XP_016030372.1|DSIM
OG0000008	LOC6527319|XP_002088412.1|DYAK	LOC6732025|XP_039148682.1|DSIM
OG0000008	LOC6532928|XP_002093664.1|DYAK	LOC6736742|XP_002083598.1|DSIM
OG0000008	LOC6524096|XP_002099960.1|DYAK	LOC6725212|XP_002106235.2|DSIM
OG0000008	LOC6536141|XP_039231654.1|DYAK	LOC6726998|XP_016033494.2|DSIM
OG0000008	LOC6536143|XP_002096744.1|DYAK	LOC6726996|XP_002102397.1|DSIM
OG0000008	LOC6536142|XP_002096743.1|DYAK	LOC6726997|XP_002102398.2|DSIM
OG0000008	LOC6536144|XP_002096745.1|DYAK	LOC6726995|XP_002102396.1|DSIM
OG0000009	LOC6535723|XP_002096349.3|DYAK	LOC6727419|XP_002102801.1|DSIM
OG0000009	LOC6535721|XP_002096347.1|DYAK	LOC6727422|XP_002102804.2|DSIM
OG0000009	LOC6535720|XP_002096346.1|DYAK	LOC6727423|XP_016033975.1|DSIM
OG0000009	LOC6535722|XP_002096348.1|DYAK	LOC6727420|XP_002102802.1|DSIM
OG0000009	LOC6533117|XP_002093843.1|DYAK	LOC6736925|XP_002083772.1|DSIM
OG0000009	LOC6533118|XP_002093844.1|DYAK	LOC6736926|XP_002083773.1|DSIM
OG0000009	LOC6532044|XP_002092821.1|DYAK	LOC6736062|XP_002082963.1|DSIM
OG0000009	LOC6536768|XP_002097339.1|DYAK	LOC6728414|XP_016035007.1|DSIM
OG0000009	LOC6530109|XP_002091055.1|DYAK	LOC6734157|XP_002081186.1|DSIM
OG0000009	LOC6530111|XP_002091057.1|DYAK	LOC6734155|XP_002081184.1|DSIM, LOC6734156|XP_002081185.1|DSIM
OG0000010	LOC120322219|XP_039233209.1|DYAK	LOC120285280|XP_039152696.1|DSIM
OG0000010	LOC120322218|XP_039233208.1|DYAK	LOC120285282|XP_039152699.1|DSIM
OG0000010	LOC26535724|XP_039233215.1|DYAK, LOC120322221|XP_039233211.1|DYAK	LOC6728075|XP_016034694.1|DSIM
OG0000011	LOC120320450|XP_039227155.1|DYAK	LOC6730832|XP_016023246.1|DSIM
OG0000011	LOC6526687|XP_002087792.2|DYAK	LOC6730831|XP_002077997.2|DSIM
OG0000011	LOC6526837|XP_002087937.1|DYAK	LOC27207823|XP_016023441.1|DSIM
OG0000011	LOC26535503|XP_015045173.2|DYAK	LOC27206207|XP_039149631.1|DSIM
OG0000011	LOC6529533|XP_039228709.1|DYAK	LOC27208182|XP_016025194.2|DSIM
OG0000011	LOC6529527|XP_039228713.1|DYAK	LOC6732545|XP_016025201.1|DSIM
OG0000011	LOC120320662|XP_039226899.1|DYAK	LOC6725826|XP_016039150.1|DSIM, LOC27206349|XP_016039152.1|DSIM
OG0000011	LOC6534062|XP_002094748.1|DYAK	LOC6737998|XP_002084813.2|DSIM
OG0000011	LOC6534063|XP_002094749.1|DYAK	LOC27206230|XP_016031794.1|DSIM
OG0000011	LOC6536394|XP_002096976.1|DYAK	LOC6728756|XP_002104091.1|DSIM
OG0000012	LOC6530957|XP_002091795.1|DYAK	LOC6735247|XP_016028572.1|DSIM
OG0000012	LOC6530958|XP_002091796.1|DYAK	LOC6735246|XP_016028570.1|DSIM
OG0000012	LOC6530959|XP_015051811.1|DYAK	LOC6735245|XP_016028569.1|DSIM
OG0000012	LOC6530956|XP_002091794.1|DYAK	LOC6735248|XP_016028574.1|DSIM
OG0000012	LOC6530954|XP_002091792.1|DYAK	LOC6735250|XP_002082223.1|DSIM
OG0000012	LOC6530955|XP_002091793.1|DYAK	LOC6735249|XP_016028575.1|DSIM
OG0000012	LOC6530135|XP_002091081.1|DYAK	LOC6734131|XP_002081160.1|DSIM
OG0000012	LOC6530133|XP_002091079.2|DYAK	LOC6734132|XP_016027145.1|DSIM
OG0000012	LOC6530132|XP_002091078.1|DYAK	LOC6734133|XP_002081162.3|DSIM
OG0000012	LOC6530131|XP_002091077.2|DYAK	LOC6734134|XP_016027146.1|DSIM
OG0000012	LOC6530130|XP_002091076.1|DYAK	LOC6734135|XP_002081164.1|DSIM
OG0000012	LOC6530129|XP_002091075.1|DYAK	LOC6734136|XP_016027147.1|DSIM
OG0000013	LOC6530359|XP_002091285.1|DYAK	LOC6734455|XP_002081474.1|DSIM
OG0000013	LOC6525539|XP_002101374.1|DYAK	LOC6725717|XP_016038992.1|DSIM
OG0000013	LOC6537221|XP_002097779.1|DYAK	LOC6728006|XP_016034604.1|DSIM
OG0000013	LOC6534055|XP_002094741.1|DYAK	LOC6737992|XP_016031791.1|DSIM
OG0000013	LOC6536907|XP_002097476.1|DYAK	LOC6728269|XP_002103618.2|DSIM
OG0000013	LOC6538786|XP_002099299.1|DYAK	LOC6729335|XP_016035977.1|DSIM
OG0000013	LOC6536836|XP_039232142.1|DYAK, LOC6536837|XP_039232350.1|DYAK	LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM
OG0000013	LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK	LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM
OG0000014	LOC120321092|XP_039228481.1|DYAK	LOC120285345|XP_039153408.1|DSIM
OG0000014	LOC120322250|XP_039233239.1|DYAK, LOC120322248|XP_039233238.1|DYAK, LOC120321426|XP_039229753.1|DYAK	LOC120284347|XP_039147384.1|DSIM
OG0000015	LOC6529704|XP_002090697.2|DYAK	LOC6732807|XP_002079920.3|DSIM
OG0000015	LOC6526496|XP_039227173.1|DYAK	LOC6730642|XP_002077813.2|DSIM
OG0000015	LOC120320869|XP_039227770.1|DYAK	LOC6739194|XP_002076105.3|DSIM
OG0000015	LOC6526950|XP_002088046.2|DYAK	LOC6731349|XP_002078505.1|DSIM
OG0000015	LOC6526894|XP_002087993.1|DYAK	LOC6731405|XP_002078558.1|DSIM
OG0000015	LOC6530275|XP_002091207.2|DYAK	LOC27206160|XP_016027033.1|DSIM
OG0000015	LOC6538477|XP_002099001.3|DYAK	LOC27207583|XP_016036303.1|DSIM
OG0000016	LOC6536965|XP_002097534.1|DYAK	LOC6728214|XP_016034853.1|DSIM
OG0000016	LOC6530731|XP_002091621.1|DYAK	LOC6735456|XP_002082396.1|DSIM
OG0000016	LOC6536862|XP_002097431.1|DYAK	LOC6728317|XP_002103666.1|DSIM
OG0000016	LOC6531360|XP_002092163.2|DYAK	LOC6734815|XP_016028043.1|DSIM
OG0000016	LOC6525488|XP_002101323.1|DYAK	LOC6725225|XP_016038239.1|DSIM
OG0000016	LOC6529087|XP_002090100.1|DYAK	LOC6733183|XP_016026067.1|DSIM
OG0000016	LOC6537169|XP_002097730.1|DYAK	LOC6727955|XP_016034553.1|DSIM
OG0000016	LOC6535129|XP_039230803.1|DYAK	LOC6739089|XP_016032930.1|DSIM
OG0000017	LOC6525337|XP_002101173.1|DYAK	LOC6740020|XP_002076907.2|DSIM
OG0000017	LOC6528495|XP_002089541.2|DYAK	LOC6733445|XP_002080502.2|DSIM
OG0000017	LOC6539128|XP_002086029.1|DYAK	LOC6733173|XP_002080249.1|DSIM
OG0000017	LOC6536204|XP_002096795.1|DYAK	LOC6740754|XP_016035626.1|DSIM
OG0000017	LOC6538219|XP_002098746.2|DYAK	LOC6729887|XP_002105190.2|DSIM
OG0000017	LOC6531831|XP_002092618.3|DYAK	LOC6735880|XP_002082790.1|DSIM
OG0000017	LOC6529100|XP_002090113.1|DYAK	LOC6733175|XP_002080251.2|DSIM
OG0000017	LOC6531832|XP_002092619.1|DYAK	LOC6735881|XP_002082791.1|DSIM
OG0000017	LOC6526432|XP_002087551.1|DYAK	LOC6730585|XP_016023026.1|DSIM, LOC6730584|XP_002077763.1|DSIM
OG0000018	LOC6533164|XP_002093890.1|DYAK	LOC6736980|XP_002083827.1|DSIM
OG0000018	LOC26535124|XP_015049835.1|DYAK, LOC26536164|XP_039229759.1|DYAK	LOC6736987|XP_002083834.1|DSIM
OG0000018	LOC26535774|XP_015049832.1|DYAK	LOC6736983|XP_002083830.1|DSIM
OG0000018	LOC6533166|XP_002093892.1|DYAK	LOC6736982|XP_002083829.1|DSIM
OG0000018	LOC26534877|XP_015049829.1|DYAK, LOC26534805|XP_015049828.1|DYAK, LOC26535405|XP_015049827.1|DYAK	LOC6736975|XP_002083822.1|DSIM, LOC120284721|XP_039149126.1|DSIM, LOC6736977|XP_016030614.1|DSIM, LOC120284720|XP_039149125.1|DSIM
OG0000019	LOC6538322|XP_039232218.1|DYAK	LOC6729811|XP_002105114.1|DSIM
OG0000019	LOC6538324|XP_002098851.2|DYAK	LOC6729810|XP_002105113.1|DSIM
OG0000019	LOC6538323|XP_002098850.2|DYAK	LOC27208716|XP_016036498.1|DSIM
OG0000019	LOC6538326|XP_002098853.2|DYAK	LOC6729806|XP_002105109.2|DSIM
OG0000019	LOC6538321|XP_002098848.1|DYAK	LOC6729812|XP_002105115.1|DSIM
OG0000019	LOC6538320|XP_002098847.1|DYAK	LOC6729813|XP_002105116.1|DSIM
OG0000020	LOC6538082|XP_002098616.1|DYAK	LOC6730019|XP_002105313.2|DSIM
OG0000020	LOC6530655|XP_002091553.1|DYAK	LOC6735524|XP_016028869.1|DSIM
OG0000020	LOC6529647|XP_002090641.1|DYAK	LOC27207807|XP_039147183.1|DSIM
OG0000020	LOC6528749|XP_002089784.2|DYAK	LOC6733705|XP_002080752.3|DSIM
OG0000020	LOC6527703|XP_002088787.1|DYAK	LOC6731489|XP_016024167.1|DSIM
OG0000020	LOC6535735|XP_039231556.1|DYAK	LOC6727407|XP_016033953.2|DSIM
OG0000020	LOC6537431|XP_002097987.1|DYAK	LOC6728507|XP_016035147.1|DSIM
OG0000020	LOC6529263|XP_002090268.1|DYAK	LOC6733023|XP_016025710.1|DSIM
OG0000020	LOC6529648|XP_002090642.1|DYAK	LOC6732748|XP_016025473.2|DSIM
OG0000021	LOC6526678|XP_002087784.1|DYAK	LOC6730820|XP_002077987.1|DSIM
OG0000021	LOC6530550|XP_002091465.1|DYAK	LOC6735639|XP_002082557.1|DSIM
OG0000021	LOC6530532|XP_039228836.1|DYAK	LOC6739483|XP_002076381.1|DSIM
OG0000021	LOC6531172|XP_002092001.1|DYAK	LOC27206609|XP_016028304.1|DSIM
OG0000021	LOC6526013|XP_039229713.1|DYAK	LOC6725592|XP_039153232.1|DSIM
OG0000021	LOC6538705|XP_002099220.3|DYAK	LOC6729419|XP_002104734.2|DSIM
OG0000021	LOC6536819|XP_002097389.1|DYAK	LOC6728358|XP_016034980.1|DSIM
OG0000021	LOC6524816|XP_002100658.1|DYAK	LOC6726014|XP_016039394.1|DSIM
OG0000022	LOC6531452|XP_002092255.1|DYAK	LOC27206614|XP_039147853.1|DSIM
OG0000022	LOC6532315|XP_002093075.1|DYAK	LOC6736292|XP_002083176.1|DSIM
OG0000022	LOC6532322|XP_002093082.1|DYAK, LOC6532321|XP_002093081.1|DYAK, LOC6532323|XP_002093083.1|DYAK, LOC6532320|XP_002093080.1|DYAK	LOC27207162|XP_016029777.2|DSIM, LOC120284703|XP_039149016.1|DSIM, LOC6736296|XP_002083180.1|DSIM
OG0000022	LOC6532325|XP_002093085.1|DYAK	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM
OG0000022	LOC6532324|XP_002093084.1|DYAK	LOC27207148|XP_016029776.1|DSIM
OG0000023	LOC6536030|XP_002096645.2|DYAK	LOC6727100|XP_002102493.1|DSIM
OG0000023	LOC6536027|XP_002096642.3|DYAK, LOC6536034|XP_002096649.3|DYAK	LOC6727104|XP_002102497.2|DSIM
OG0000023	LOC6539886|XP_002086766.1|DYAK	LOC6727107|XP_016033584.1|DSIM
OG0000023	LOC6531278|XP_002092087.2|DYAK	LOC6735713|XP_002082629.1|DSIM
OG0000023	LOC26536093|XP_039232188.1|DYAK	LOC6727106|XP_039151383.1|DSIM
OG0000023	LOC6536032|XP_039230972.1|DYAK	LOC6727099|XP_002102492.1|DSIM
OG0000023	LOC6536035|XP_002096650.2|DYAK	LOC6727097|XP_002102490.1|DSIM
OG0000023	LOC6540152|XP_039232191.1|DYAK	LOC6727094|XP_016033578.1|DSIM
OG0000024	LOC6530300|XP_002091227.1|DYAK	LOC6733991|XP_002081035.1|DSIM
OG0000024	LOC6530298|XP_002091225.1|DYAK, LOC6530299|XP_002091226.1|DYAK	LOC120284488|XP_039148839.1|DSIM, LOC6739389|XP_002076289.1|DSIM
OG0000024	LOC6530302|XP_002091229.1|DYAK	LOC27209398|XP_016027021.1|DSIM
OG0000024	LOC6530301|XP_002091228.2|DYAK	LOC6733990|XP_002081034.2|DSIM
OG0000024	LOC6529811|XP_002090793.1|DYAK	LOC6732909|XP_002080014.1|DSIM
OG0000024	LOC6530303|XP_002091230.1|DYAK	LOC6733989|XP_002081033.1|DSIM
OG0000024	LOC6529951|XP_002090905.3|DYAK	LOC6739427|XP_002076329.1|DSIM
OG0000025	LOC6525230|XP_002101068.1|DYAK, LOC6527587|XP_002088675.1|DYAK	LOC27207833|XP_016038650.1|DSIM
OG0000026	LOC6525058|XP_002100897.1|DYAK	LOC6725654|XP_002106661.1|DSIM
OG0000026	LOC6528059|XP_002089126.1|DYAK	LOC6731167|XP_002078325.1|DSIM
OG0000026	LOC6525544|XP_002101379.1|DYAK	LOC6725713|XP_002106716.1|DSIM
OG0000026	LOC6535919|XP_002096535.1|DYAK	LOC6727211|XP_002102603.1|DSIM
OG0000027	LOC6526916|XP_002088015.1|DYAK	LOC6731383|XP_002078536.1|DSIM
OG0000027	LOC6526913|XP_002088012.1|DYAK	LOC6731386|XP_002078539.1|DSIM
OG0000027	LOC6526915|XP_002088014.1|DYAK	LOC6731384|XP_002078537.1|DSIM
OG0000028	LOC6534951|XP_039229813.1|DYAK	LOC6738680|XP_039149230.1|DSIM
OG0000028	LOC6535078|XP_039229703.1|DYAK	LOC120284696|XP_039148939.1|DSIM
OG0000029	LOC6536587|XP_002097163.1|DYAK	LOC6739710|XP_002076603.1|DSIM
OG0000029	LOC6528801|XP_002089833.1|DYAK	LOC6733757|XP_002080801.1|DSIM
OG0000029	LOC6531052|XP_002091888.1|DYAK	LOC6735151|XP_002082126.1|DSIM
OG0000029	LOC6536173|XP_002096764.1|DYAK	LOC6728974|XP_002104302.1|DSIM
OG0000029	LOC6534230|XP_002094912.1|DYAK	LOC27208471|XP_016032409.1|DSIM
OG0000030	LOC6527318|XP_002088411.1|DYAK	LOC6732024|XP_016024722.1|DSIM
OG0000030	LOC6527316|XP_002088409.2|DYAK	LOC6732022|XP_002079155.1|DSIM
OG0000030	LOC6527317|XP_002088410.1|DYAK	LOC6732023|XP_002079156.1|DSIM
OG0000030	LOC6526597|XP_002087705.1|DYAK	LOC6730745|XP_002077913.2|DSIM
OG0000030	LOC6531827|XP_039228114.1|DYAK	LOC6735876|XP_002082786.1|DSIM
OG0000030	LOC6524424|XP_002100282.1|DYAK	LOC27208281|XP_039152536.1|DSIM
OG0000030	LOC6525109|XP_002100948.2|DYAK	LOC6740355|XP_002077222.1|DSIM
OG0000031	LOC6528958|XP_002089990.1|DYAK	LOC6732472|XP_016025109.1|DSIM
OG0000031	LOC6528971|XP_002090003.2|DYAK	LOC27206502|XP_016025100.2|DSIM
OG0000031	LOC6528984|XP_002090016.3|DYAK	LOC6732447|XP_002079568.2|DSIM
OG0000031	LOC6532903|XP_002093639.1|DYAK	LOC6736718|XP_002083574.1|DSIM
OG0000031	LOC6526633|XP_002087741.1|DYAK	LOC6730782|XP_002077950.2|DSIM
OG0000031	LOC6528006|XP_002089073.1|DYAK	LOC6731777|XP_016024472.1|DSIM
OG0000032	LOC6536794|XP_002097364.1|DYAK	LOC6728385|XP_016034993.2|DSIM
OG0000032	LOC6536802|XP_002097372.1|DYAK	LOC6728378|XP_002103726.1|DSIM
OG0000033	LOC6538142|XP_002098676.1|DYAK	LOC6729955|XP_039150847.1|DSIM
OG0000033	LOC6530309|XP_039228670.1|DYAK	LOC6733000|XP_016025683.2|DSIM
OG0000033	LOC6530310|XP_039228063.1|DYAK	LOC6732998|XP_016025682.1|DSIM
OG0000033	LOC6528345|XP_002089398.1|DYAK	LOC6733292|XP_016026219.1|DSIM
OG0000033	LOC6528344|XP_002089397.2|DYAK	LOC6733291|XP_002080354.2|DSIM
OG0000033	LOC6528350|XP_002089399.1|DYAK	LOC6733297|XP_016026220.1|DSIM
OG0000033	LOC6534298|XP_002094979.1|DYAK	LOC6738496|XP_002085302.1|DSIM
OG0000033	LOC6535950|XP_002096566.1|DYAK	LOC6727186|XP_002102578.1|DSIM
OG0000033	LOC6531400|XP_002092203.1|DYAK	LOC6734776|XP_002081779.1|DSIM
OG0000033	LOC6531401|XP_002092204.1|DYAK	LOC6734775|XP_016027979.1|DSIM
OG0000034	LOC6531351|XP_002092155.1|DYAK	LOC6734824|XP_002081826.2|DSIM
OG0000034	LOC6529512|XP_002090514.1|DYAK	LOC6732560|XP_002079679.3|DSIM
OG0000034	LOC6529511|XP_002090513.2|DYAK	LOC6732561|XP_002079680.1|DSIM
OG0000034	LOC6529510|XP_002090512.1|DYAK	LOC27209034|XP_016025242.1|DSIM
OG0000034	LOC6529821|XP_002090802.3|DYAK	LOC6732919|XP_002080023.2|DSIM
OG0000034	LOC6536872|XP_002097441.1|DYAK	LOC6728308|XP_016034943.1|DSIM
OG0000034	LOC6527117|XP_002088210.1|DYAK	LOC6731186|XP_002078345.3|DSIM
OG0000035	LOC120322270|XP_039233255.1|DYAK	LOC120284470|XP_039148696.1|DSIM, LOC120284948|XP_039150575.1|DSIM, LOC120284253|XP_039147185.1|DSIM, LOC120285443|XP_039154113.1|DSIM, LOC120284994|XP_039150936.1|DSIM
OG0000036	LOC6536018|XP_002096633.1|DYAK	LOC6727116|XP_002102509.1|DSIM
OG0000036	LOC6537201|XP_002097759.1|DYAK	LOC6727985|XP_002103337.2|DSIM
