Orthogroup	DFIC.longest_only	DELE.longest_only
OG0000009	LOC108088079|XP_017041220.1|DFIC	LOC108135151|XP_017111261.1|DELE
OG0000009	LOC108086769|XP_017039304.1|DFIC	LOC108137992|XP_017115455.1|DELE
OG0000009	LOC108086655|XP_017039128.1|DFIC	LOC108137889|XP_017115317.1|DELE
OG0000010	LOC108098255|XP_017056544.1|DFIC	LOC108139189|XP_017117303.1|DELE
OG0000011	LOC108101273|XP_017061049.1|DFIC	LOC108139056|XP_017117164.1|DELE
OG0000011	LOC108101289|XP_017061078.1|DFIC	LOC108138672|XP_017116504.1|DELE
OG0000011	LOC108100104|XP_017059339.1|DFIC	LOC108146131|XP_017127468.1|DELE, LOC108146591|XP_017128102.1|DELE, LOC108143859|XP_017123910.1|DELE, LOC108137357|XP_017114480.1|DELE
OG0000011	LOC108098171|XP_017056393.1|DFIC	LOC108150409|XP_017134056.1|DELE
OG0000011	LOC108095556|XP_017052180.1|DFIC	LOC108138422|XP_017116107.1|DELE
OG0000011	LOC108086883|XP_017039433.1|DFIC	LOC108146667|XP_017128209.1|DELE
OG0000011	LOC108086913|XP_017039476.1|DFIC	LOC108146666|XP_017128208.1|DELE
OG0000011	LOC108098799|XP_017057429.1|DFIC	LOC108139281|XP_017117466.1|DELE
OG0000012	LOC108096904|XP_017054341.1|DFIC	LOC108145523|XP_017126497.1|DELE
OG0000012	LOC108096903|XP_017054340.1|DFIC	LOC108145522|XP_017126496.1|DELE
OG0000012	LOC108096929|XP_017054370.1|DFIC	LOC108145538|XP_017126526.1|DELE
OG0000012	LOC108096943|XP_017054393.1|DFIC	LOC108145542|XP_017126531.1|DELE
OG0000012	LOC108096563|XP_017053746.1|DFIC	LOC108145377|XP_017126261.1|DELE
OG0000012	LOC108096571|XP_017053756.1|DFIC	LOC108145552|XP_017126542.1|DELE
OG0000012	LOC108086628|XP_017039092.1|DFIC	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE
OG0000012	LOC108086618|XP_017039083.1|DFIC	LOC108137877|XP_017115304.1|DELE
OG0000012	LOC108086755|XP_017039283.1|DFIC	LOC108137996|XP_017115460.1|DELE
OG0000012	LOC108086630|XP_017039094.1|DFIC	LOC108137901|XP_017115330.1|DELE
OG0000012	LOC108086627|XP_017039091.1|DFIC	LOC108137950|XP_017115398.1|DELE
OG0000012	LOC108086756|XP_017039284.1|DFIC	LOC108137951|XP_017115399.1|DELE
OG0000013	LOC108101557|XP_017061445.1|DFIC	LOC108149749|XP_017133029.1|DELE
OG0000013	LOC108101682|XP_017061593.1|DFIC	LOC108137631|XP_017114906.1|DELE
OG0000013	LOC108098830|XP_017057474.1|DFIC	LOC108134833|XP_017110785.1|DELE
OG0000013	LOC108086910|XP_017039470.1|DFIC	LOC108146660|XP_017128198.1|DELE
OG0000013	LOC108087118|XP_017039788.1|DFIC	LOC108135085|XP_017111146.1|DELE
OG0000013	LOC108091996|XP_017046910.1|DFIC	LOC108136687|XP_017113497.1|DELE
OG0000013	LOC108102250|XP_017062487.1|DFIC, LOC108087940|XP_017041016.1|DFIC	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE
OG0000015	LOC108098206|XP_017056435.1|DFIC	LOC108150455|XP_017134109.1|DELE
OG0000015	LOC108094767|XP_017051032.1|DFIC, LOC108094097|XP_017050010.1|DFIC, LOC108101938|XP_017062014.1|DFIC, LOC108101948|XP_017062025.1|DFIC, LOC108091404|XP_017046083.1|DFIC, LOC108091405|XP_017046084.1|DFIC	LOC108134675|XP_017110562.1|DELE
OG0000015	LOC108094095|XP_017050008.1|DFIC	LOC108147770|XP_017129989.1|DELE
OG0000015	LOC108099798|XP_017058915.1|DFIC, LOC108099788|XP_017058906.1|DFIC, LOC108099784|XP_017058902.1|DFIC, LOC108099708|XP_017058819.1|DFIC, LOC108099813|XP_017058931.1|DFIC, LOC108099796|XP_017058913.1|DFIC, LOC108099792|XP_017058910.1|DFIC, LOC108099709|XP_017058820.1|DFIC, LOC108099710|XP_017058821.1|DFIC, LOC108099711|XP_017058822.1|DFIC	LOC108135473|XP_017111703.1|DELE
OG0000015	LOC108100911|XP_017060514.1|DFIC, LOC108100840|XP_017060402.1|DFIC	LOC108138355|XP_017116015.1|DELE
OG0000015	LOC108100786|XP_017060316.1|DFIC, LOC108100835|XP_017060395.1|DFIC, LOC108100853|XP_017060421.1|DFIC, LOC108100833|XP_017060393.1|DFIC	LOC108138106|XP_017115592.1|DELE
OG0000015	LOC108086461|XP_017038876.1|DFIC	LOC108144693|XP_017125256.1|DELE
OG0000015	LOC108098714|XP_017057318.1|DFIC	LOC108141971|XP_017121111.1|DELE
OG0000016	LOC108091644|XP_017046435.1|DFIC	LOC108139227|XP_017117379.1|DELE
OG0000016	LOC108095161|XP_017051608.1|DFIC	LOC108145428|XP_017126326.1|DELE
OG0000016	LOC108088049|XP_017041175.1|DFIC	LOC108135797|XP_017112156.1|DELE
OG0000016	LOC108090474|XP_017044659.1|DFIC	LOC108144651|XP_017125185.1|DELE
OG0000016	LOC108092889|XP_017048224.1|DFIC	LOC108140881|XP_017119405.1|DELE
OG0000016	LOC108091135|XP_017045658.1|DFIC	LOC108134657|XP_017110539.1|DELE
OG0000016	LOC108096392|XP_017053452.1|DFIC	LOC108140478|XP_017118708.1|DELE
OG0000016	LOC108093583|XP_017049197.1|DFIC	LOC108143220|XP_017123005.1|DELE
OG0000017	LOC108098017|XP_017056155.1|DFIC	LOC108136374|XP_017112976.1|DELE
OG0000017	LOC108101533|XP_017061396.1|DFIC	LOC108149934|XP_017133339.1|DELE
OG0000017	LOC108099991|XP_017059177.1|DFIC	LOC108134991|XP_017111013.1|DELE
OG0000017	LOC108097740|XP_017055736.1|DFIC	LOC108144019|XP_017124134.1|DELE
OG0000017	LOC108095642|XP_017052296.1|DFIC	LOC108137351|XP_017114475.1|DELE
OG0000017	LOC108087716|XP_017040726.1|DFIC	LOC108143462|XP_017123388.1|DELE
OG0000017	LOC108099990|XP_017059176.1|DFIC	LOC108141554|XP_017120482.1|DELE
OG0000017	LOC108087715|XP_017040725.1|DFIC	LOC108143281|XP_017123085.1|DELE
OG0000017	LOC108094147|XP_017050074.1|DFIC, LOC108094148|XP_017050075.1|DFIC	LOC108147936|XP_017130210.1|DELE
OG0000018	LOC108093126|XP_017048560.1|DFIC	LOC108142474|XP_017121847.1|DELE
OG0000018	LOC108093128|XP_017048562.1|DFIC	LOC108142172|XP_017121346.1|DELE
OG0000018	LOC108093130|XP_017048564.1|DFIC	LOC108142475|XP_017121848.1|DELE
OG0000018	LOC108093138|XP_017048572.1|DFIC, LOC108093140|XP_017048574.1|DFIC	LOC108142171|XP_017121345.1|DELE, LOC108142484|XP_017121859.1|DELE
OG0000019	LOC108086541|XP_017038967.1|DFIC	LOC108148666|XP_017131288.1|DELE
OG0000019	LOC108086542|XP_017038968.1|DFIC	LOC108148669|XP_017131292.1|DELE
OG0000019	LOC108086544|XP_017038971.1|DFIC	LOC108148668|XP_017131291.1|DELE
OG0000019	LOC108086535|XP_017038961.1|DFIC	LOC108148661|XP_017131282.1|DELE
OG0000019	LOC108086543|XP_017038970.1|DFIC	LOC108148667|XP_017131289.1|DELE
OG0000019	LOC108086538|XP_017038965.1|DFIC	LOC108148663|XP_017131286.1|DELE
OG0000019	LOC108086540|XP_017038966.1|DFIC	LOC108148665|XP_017131287.1|DELE
OG0000020	LOC108086571|XP_017039016.1|DFIC	LOC108148802|XP_017131514.1|DELE
OG0000020	LOC108087826|XP_017040886.1|DFIC	LOC108145240|XP_017125995.1|DELE
OG0000020	LOC108100979|XP_017060622.1|DFIC	LOC108149435|XP_017132505.1|DELE
OG0000020	LOC108101093|XP_017060792.1|DFIC	LOC108136813|XP_017113705.1|DELE
OG0000020	LOC108102060|XP_017062180.1|DFIC	LOC108140627|XP_017119032.1|DELE
OG0000020	LOC108089992|XP_017043983.1|DFIC	LOC108142115|XP_017121302.1|DELE
OG0000020	LOC108101220|XP_017060958.1|DFIC	LOC108138888|XP_017116909.1|DELE
OG0000021	LOC108090792|XP_017045128.1|DFIC	LOC108143679|XP_017123678.1|DELE
OG0000021	LOC108090653|XP_017044920.1|DFIC	LOC108143658|XP_017123658.1|DELE
OG0000021	LOC108093638|XP_017049284.1|DFIC	LOC108144237|XP_017124406.1|DELE
OG0000021	LOC108095541|XP_017052159.1|DFIC	LOC108140888|XP_017119410.1|DELE
OG0000021	LOC108091979|XP_017046877.1|DFIC	LOC108139148|XP_017117255.1|DELE
OG0000021	LOC108088013|XP_017041113.1|DFIC	LOC108134787|XP_017110724.1|DELE
OG0000021	LOC108094694|XP_017050914.1|DFIC	LOC108137723|XP_017115107.1|DELE
OG0000022	LOC108093677|XP_017049345.1|DFIC	LOC108144256|XP_017124426.1|DELE
OG0000022	LOC108100202|XP_017059465.1|DFIC	LOC108145706|XP_017126756.1|DELE
OG0000022	LOC108100308|XP_017059596.1|DFIC	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE
OG0000022	LOC108100304|XP_017059591.1|DFIC	LOC108145945|XP_017127141.1|DELE
OG0000022	LOC108100302|XP_017059589.1|DFIC	LOC108145941|XP_017127138.1|DELE
OG0000023	LOC108096122|XP_017052987.1|DFIC	LOC108140988|XP_017119550.1|DELE
OG0000023	LOC108096128|XP_017052994.1|DFIC	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE
OG0000023	LOC108096606|XP_017053802.1|DFIC	LOC108137536|XP_017114748.1|DELE
OG0000023	LOC108096129|XP_017052995.1|DFIC	LOC108140985|XP_017119548.1|DELE
OG0000023	LOC108096118|XP_017052982.1|DFIC	LOC108140949|XP_017119506.1|DELE
OG0000023	LOC108096119|XP_017052984.1|DFIC	LOC108141054|XP_017119691.1|DELE
OG0000023	LOC108096117|XP_017052981.1|DFIC	LOC108141157|XP_017119872.1|DELE
OG0000023	LOC108096114|XP_017052979.1|DFIC	LOC108141055|XP_017119693.1|DELE
OG0000024	LOC108086469|XP_017038885.1|DFIC	LOC108144322|XP_017124512.1|DELE
OG0000024	LOC108086411|XP_017038802.1|DFIC, LOC108086410|XP_017038801.1|DFIC	LOC108144853|XP_017125489.1|DELE, LOC108144323|XP_017124513.1|DELE
OG0000024	LOC108086467|XP_017038883.1|DFIC	LOC108144321|XP_017124511.1|DELE
OG0000024	LOC108086472|XP_017038887.1|DFIC	LOC108144317|XP_017124507.1|DELE
OG0000024	LOC108098296|XP_017056595.1|DFIC	LOC108134565|XP_017110407.1|DELE
OG0000024	LOC108094860|XP_017051169.1|DFIC	LOC108149067|XP_017131913.1|DELE
OG0000025	LOC108088651|XP_017042067.1|DFIC	LOC108148017|XP_017130341.1|DELE, LOC108136491|XP_017113196.1|DELE
OG0000026	LOC108091247|XP_017045848.1|DFIC	LOC108142200|XP_017121376.1|DELE
OG0000026	LOC108093407|XP_017048931.1|DFIC	LOC108148207|XP_017130606.1|DELE
OG0000026	LOC108101707|XP_017061633.1|DFIC, LOC108101666|XP_017061574.1|DFIC	LOC108137717|XP_017115091.1|DELE
OG0000026	LOC108091826|XP_017046693.1|DFIC	LOC108148316|XP_017130795.1|DELE
OG0000026	LOC108098549|XP_017057035.1|DFIC, LOC108098463|XP_017056857.1|DFIC	LOC108140970|XP_017119526.1|DELE
OG0000027	LOC108100821|XP_017060378.1|DFIC	LOC108138066|XP_017115531.1|DELE
OG0000027	LOC108100819|XP_017060376.1|DFIC	LOC108138053|XP_017115518.1|DELE
OG0000027	LOC108100820|XP_017060377.1|DFIC	LOC108138043|XP_017115505.1|DELE
OG0000028	LOC108095297|XP_017051846.1|DFIC, LOC108095310|XP_017051872.1|DFIC, LOC108088858|XP_017042322.1|DFIC, LOC108088859|XP_017042323.1|DFIC	LOC108146071|XP_017127374.1|DELE, LOC108146072|XP_017127376.1|DELE
OG0000028	LOC108095285|XP_017051819.1|DFIC	LOC108146069|XP_017127372.1|DELE
OG0000028	LOC108089312|XP_017042978.1|DFIC	LOC108145772|XP_017126831.1|DELE
OG0000029	LOC108090681|XP_017044956.1|DFIC	LOC108141306|XP_017120062.1|DELE
OG0000029	LOC108099785|XP_017058903.1|DFIC	LOC108135556|XP_017111792.1|DELE
OG0000030	LOC108093480|XP_017049055.1|DFIC, LOC108100317|XP_017059651.1|DFIC	LOC108138030|XP_017115492.1|DELE
OG0000030	LOC108093469|XP_017049043.1|DFIC	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE
OG0000030	LOC108093479|XP_017049053.1|DFIC	LOC108138092|XP_017115567.1|DELE
OG0000030	LOC108092343|XP_017047369.1|DFIC, LOC108092288|XP_017047312.1|DFIC	LOC108147758|XP_017129978.1|DELE
OG0000030	LOC108087621|XP_017040552.1|DFIC	LOC108143463|XP_017123389.1|DELE
OG0000030	LOC108091341|XP_017045978.1|DFIC	LOC108136286|XP_017112860.1|DELE
OG0000030	LOC108088560|XP_017041895.1|DFIC	LOC108147607|XP_017129735.1|DELE
OG0000031	LOC108087846|XP_017040950.1|DFIC, LOC108094523|XP_017050614.1|DFIC, LOC108100476|XP_017059897.1|DFIC	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE, LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE
OG0000031	LOC108090611|XP_017044870.1|DFIC, LOC108090591|XP_017044831.1|DFIC	LOC108138948|XP_017117015.1|DELE
OG0000031	LOC108092296|XP_017047319.1|DFIC	LOC108147853|XP_017130100.1|DELE
OG0000031	LOC108092297|XP_017047321.1|DFIC	LOC108148083|XP_017130428.1|DELE
OG0000031	LOC108089228|XP_017042875.1|DFIC	LOC108142073|XP_017121248.1|DELE
OG0000032	LOC108088062|XP_017041192.1|DFIC	LOC108134794|XP_017110732.1|DELE
OG0000032	LOC108088066|XP_017041199.1|DFIC	LOC108134793|XP_017110731.1|DELE
OG0000032	LOC108087890|XP_017040957.1|DFIC	LOC108141568|XP_017120503.1|DELE
OG0000032	LOC108087896|XP_017040963.1|DFIC	LOC108134776|XP_017110712.1|DELE
OG0000033	LOC108102066|XP_017062199.1|DFIC	LOC108148602|XP_017131169.1|DELE
OG0000033	LOC108089808|XP_017043694.1|DFIC	LOC108141856|XP_017120938.1|DELE
OG0000033	LOC108091266|XP_017045867.1|DFIC	LOC108141639|XP_017120598.1|DELE
OG0000033	LOC108089806|XP_017043692.1|DFIC	LOC108141763|XP_017120751.1|DELE
OG0000033	LOC108094281|XP_017050264.1|DFIC	LOC108145061|XP_017125731.1|DELE
OG0000033	LOC108094283|XP_017050266.1|DFIC	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE
OG0000033	LOC108094282|XP_017050265.1|DFIC	LOC108145060|XP_017125730.1|DELE
OG0000033	LOC108098498|XP_017056906.1|DFIC	LOC108135468|XP_017111699.1|DELE
OG0000033	LOC108098495|XP_017056904.1|DFIC	LOC108135862|XP_017112252.1|DELE
OG0000034	LOC108098175|XP_017056397.1|DFIC, LOC108098172|XP_017056394.1|DFIC	LOC108150425|XP_017134072.1|DELE
OG0000034	LOC108098285|XP_017056581.1|DFIC	LOC108150530|XP_017134248.1|DELE
OG0000034	LOC108087083|XP_017039752.1|DFIC	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE
OG0000034	LOC108093450|XP_017049013.1|DFIC	LOC108134580|XP_017110423.1|DELE
OG0000036	LOC108096138|XP_017053007.1|DFIC	LOC108141221|XP_017119962.1|DELE
OG0000036	LOC108097979|XP_017056090.1|DFIC	LOC108141229|XP_017119974.1|DELE
OG0000036	LOC108098533|XP_017057003.1|DFIC	LOC108141167|XP_017119884.1|DELE
OG0000036	LOC108087237|XP_017040017.1|DFIC	LOC108134742|XP_017110664.1|DELE
OG0000037	LOC108087844|XP_017040913.1|DFIC	LOC108145158|XP_017125873.1|DELE
OG0000037	LOC108088042|XP_017041165.1|DFIC	LOC108135854|XP_017112236.1|DELE
OG0000037	LOC108088040|XP_017041164.1|DFIC	LOC108135829|XP_017112201.1|DELE
OG0000038	LOC108088854|XP_017042318.1|DFIC	LOC108146067|XP_017127370.1|DELE
OG0000038	LOC108088914|XP_017042416.1|DFIC	LOC108146005|XP_017127248.1|DELE
OG0000039	LOC108091791|XP_017046639.1|DFIC	LOC108148259|XP_017130681.1|DELE
OG0000039	LOC108097516|XP_017055329.1|DFIC	LOC108135451|XP_017111682.1|DELE
OG0000039	LOC108097515|XP_017055328.1|DFIC	LOC108135405|XP_017111592.1|DELE
OG0000039	LOC108095512|XP_017052111.1|DFIC	LOC108147617|XP_017129742.1|DELE
OG0000040	LOC108092229|XP_017047255.1|DFIC	LOC108140733|XP_017119198.1|DELE
OG0000040	LOC108087305|XP_017040113.1|DFIC	LOC108136930|XP_017113894.1|DELE
OG0000040	LOC108087307|XP_017040114.1|DFIC	LOC108136932|XP_017113896.1|DELE
OG0000040	LOC108092211|XP_017047228.1|DFIC	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE
OG0000040	LOC108092206|XP_017047224.1|DFIC	LOC108140405|XP_017118609.1|DELE
OG0000040	LOC108100764|XP_017060292.1|DFIC	LOC108143008|XP_017122685.1|DELE
OG0000041	LOC108095996|XP_017052831.1|DFIC	LOC108143777|XP_017123793.1|DELE
OG0000041	LOC108095939|XP_017052765.1|DFIC	LOC108143759|XP_017123778.1|DELE
OG0000041	LOC108095866|XP_017052659.1|DFIC	LOC108143886|XP_017123949.1|DELE
OG0000041	LOC108095867|XP_017052660.1|DFIC	LOC108143890|XP_017123952.1|DELE, LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE
OG0000042	LOC108097744|XP_017055741.1|DFIC	LOC108137297|XP_017114407.1|DELE
OG0000042	LOC108090330|XP_017044433.1|DFIC	LOC108139192|XP_017117319.1|DELE
OG0000042	LOC108090327|XP_017044430.1|DFIC	LOC108139163|XP_017117272.1|DELE
OG0000042	LOC108090329|XP_017044432.1|DFIC	LOC108139199|XP_017117331.1|DELE
OG0000042	LOC108090333|XP_017044437.1|DFIC, LOC108090332|XP_017044435.1|DFIC, LOC108090338|XP_017044443.1|DFIC, LOC108090337|XP_017044441.1|DFIC, LOC108090335|XP_017044439.1|DFIC, LOC108090336|XP_017044440.1|DFIC, LOC108090328|XP_017044431.1|DFIC	LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE
OG0000042	LOC108090331|XP_017044434.1|DFIC	LOC108139178|XP_017117292.1|DELE
OG0000043	LOC108087389|XP_017040220.1|DFIC	LOC108136707|XP_017113521.1|DELE
OG0000043	LOC108087351|XP_017040180.1|DFIC	LOC108136884|XP_017113826.1|DELE
OG0000043	LOC108092195|XP_017047211.1|DFIC	LOC108137000|XP_017113987.1|DELE
OG0000043	LOC108087099|XP_017039770.1|DFIC	LOC108136699|XP_017113511.1|DELE
OG0000043	LOC108086831|XP_017039366.1|DFIC	LOC108142914|XP_017122491.1|DELE
OG0000043	LOC108087388|XP_017040219.1|DFIC	LOC108136702|XP_017113516.1|DELE
OG0000044	LOC108095953|XP_017052779.1|DFIC	LOC108143748|XP_017123768.1|DELE
OG0000044	LOC108095656|XP_017052310.1|DFIC, LOC108095674|XP_017052331.1|DFIC	LOC108143753|XP_017123772.1|DELE
OG0000044	LOC108095707|XP_017052368.1|DFIC, LOC108095664|XP_017052318.1|DFIC	LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE
OG0000044	LOC108096011|XP_017052849.1|DFIC	LOC108143771|XP_017123788.1|DELE
OG0000044	LOC108095670|XP_017052324.1|DFIC	LOC108143751|XP_017123771.1|DELE
OG0000044	LOC108095658|XP_017052312.1|DFIC	LOC108143749|XP_017123769.1|DELE
OG0000044	LOC108102017|XP_017062104.1|DFIC	LOC108140749|XP_017119215.1|DELE
OG0000045	LOC108099782|XP_017058900.1|DFIC	LOC108150162|XP_017133621.1|DELE
OG0000045	LOC108099776|XP_017058894.1|DFIC, LOC108099783|XP_017058901.1|DFIC	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE
OG0000045	LOC108089346|XP_017043016.1|DFIC	LOC108146641|XP_017128175.1|DELE
OG0000045	LOC108089335|XP_017043004.1|DFIC	LOC108146602|XP_017128138.1|DELE
OG0000046	LOC108098480|XP_017056880.1|DFIC	LOC108140976|XP_017119535.1|DELE
OG0000046	LOC108097441|XP_017055199.1|DFIC	LOC108134821|XP_017110764.1|DELE
