Orthogroup	DFIC.longest_only	DMAU.longest_only
OG0000012	LOC108086628|XP_017039092.1|DFIC	LOC117136387|XP_033153170.1|DMAU
OG0000012	LOC108086618|XP_017039083.1|DFIC	LOC117136474|XP_033153296.1|DMAU
OG0000012	LOC108086755|XP_017039283.1|DFIC	LOC117136403|XP_033153190.1|DMAU
OG0000012	LOC108086630|XP_017039094.1|DFIC	LOC117138497|XP_033156518.1|DMAU
OG0000012	LOC108086627|XP_017039091.1|DFIC	LOC117137795|XP_033155358.1|DMAU
OG0000012	LOC108086756|XP_017039284.1|DFIC	LOC117137796|XP_033155359.1|DMAU
OG0000013	LOC108101557|XP_017061445.1|DFIC	LOC117136473|XP_033153295.1|DMAU
OG0000013	LOC108101682|XP_017061593.1|DFIC	LOC117148236|XP_033171424.1|DMAU
OG0000013	LOC108098830|XP_017057474.1|DFIC	LOC117142434|XP_033162286.1|DMAU
OG0000013	LOC108086910|XP_017039470.1|DFIC	LOC117141743|XP_033161255.1|DMAU
OG0000013	LOC108087118|XP_017039788.1|DFIC	LOC117143333|XP_033163884.1|DMAU
OG0000013	LOC108091996|XP_017046910.1|DFIC	LOC117142344|XP_033162152.1|DMAU
OG0000013	LOC108102250|XP_017062487.1|DFIC, LOC108087940|XP_017041016.1|DFIC	LOC117145307|XP_033166793.1|DMAU, LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU
OG0000015	LOC108092527|XP_017047639.1|DFIC	LOC117150991|XP_033174086.1|DMAU
OG0000015	LOC108094095|XP_017050008.1|DFIC	LOC117150915|XP_033173958.1|DMAU
OG0000015	LOC108094122|XP_017050032.1|DFIC	LOC117143744|XP_033164450.1|DMAU
OG0000015	LOC108100911|XP_017060514.1|DFIC, LOC108100840|XP_017060402.1|DFIC	LOC117140156|XP_033158823.1|DMAU
OG0000015	LOC108100786|XP_017060316.1|DFIC, LOC108100835|XP_017060395.1|DFIC, LOC108100853|XP_017060421.1|DFIC, LOC108100833|XP_017060393.1|DFIC	LOC117150376|XP_033173128.1|DMAU
OG0000015	LOC108086461|XP_017038876.1|DFIC	LOC117137056|XP_033154159.1|DMAU
OG0000016	LOC108091644|XP_017046435.1|DFIC	LOC117143253|XP_033163704.1|DMAU
OG0000016	LOC108095161|XP_017051608.1|DFIC	LOC117136077|XP_033152622.1|DMAU
OG0000016	LOC108088049|XP_017041175.1|DFIC	LOC117144517|XP_033165627.1|DMAU
OG0000016	LOC108090474|XP_017044659.1|DFIC	LOC117137377|XP_033154680.1|DMAU
OG0000016	LOC108092889|XP_017048224.1|DFIC	LOC117148789|XP_033172290.1|DMAU
OG0000016	LOC108091135|XP_017045658.1|DFIC	LOC117135957|XP_033152442.1|DMAU
OG0000016	LOC108096392|XP_017053452.1|DFIC	LOC117145868|XP_033167581.1|DMAU
OG0000016	LOC108093583|XP_017049197.1|DFIC	LOC117140134|XP_033158791.1|DMAU
OG0000017	LOC108098017|XP_017056155.1|DFIC	LOC117146549|XP_033168738.1|DMAU
OG0000017	LOC108101533|XP_017061396.1|DFIC	LOC117138274|XP_033156132.1|DMAU
OG0000017	LOC108099991|XP_017059177.1|DFIC	LOC117136736|XP_033153658.1|DMAU
OG0000017	LOC108097740|XP_017055736.1|DFIC	LOC117144510|XP_033165592.1|DMAU
OG0000017	LOC108095642|XP_017052296.1|DFIC	LOC117144630|XP_033165816.1|DMAU
OG0000017	LOC108087716|XP_017040726.1|DFIC	LOC117137416|XP_033154735.1|DMAU
OG0000017	LOC108099990|XP_017059176.1|DFIC	LOC117136539|XP_033153380.1|DMAU
OG0000017	LOC108087715|XP_017040725.1|DFIC	LOC117137415|XP_033154734.1|DMAU
OG0000017	LOC108094147|XP_017050074.1|DFIC, LOC108094148|XP_017050075.1|DFIC	LOC117150949|XP_033174013.1|DMAU, LOC117139948|XP_033158530.1|DMAU
OG0000018	LOC108093128|XP_017048562.1|DFIC	LOC117141482|XP_033160851.1|DMAU
OG0000018	LOC108093130|XP_017048564.1|DFIC	LOC117141483|XP_033160852.1|DMAU
OG0000019	LOC108086541|XP_017038967.1|DFIC	LOC117143233|XP_033163675.1|DMAU
OG0000019	LOC108086542|XP_017038968.1|DFIC	LOC117143237|XP_033163678.1|DMAU
OG0000019	LOC108086544|XP_017038971.1|DFIC	LOC117143236|XP_033163677.1|DMAU
OG0000019	LOC108086535|XP_017038961.1|DFIC	LOC117143229|XP_033163670.1|DMAU
OG0000019	LOC108086543|XP_017038970.1|DFIC	LOC117143234|XP_033163676.1|DMAU
OG0000019	LOC108086538|XP_017038965.1|DFIC	LOC117143231|XP_033163673.1|DMAU
OG0000019	LOC108086540|XP_017038966.1|DFIC	LOC117143232|XP_033163674.1|DMAU
OG0000020	LOC108086571|XP_017039016.1|DFIC	LOC117143636|XP_033164304.1|DMAU
OG0000020	LOC108087826|XP_017040886.1|DFIC	LOC117136475|XP_033153300.1|DMAU
OG0000020	LOC108100979|XP_017060622.1|DFIC	LOC117140141|XP_033158803.1|DMAU
OG0000020	LOC108101093|XP_017060792.1|DFIC	LOC117145918|XP_033167668.1|DMAU
OG0000020	LOC108102060|XP_017062180.1|DFIC	LOC117143368|XP_033163935.1|DMAU
OG0000020	LOC108089992|XP_017043983.1|DFIC	LOC117135687|XP_033151982.1|DMAU
OG0000020	LOC108101220|XP_017060958.1|DFIC	LOC117139836|XP_033158373.1|DMAU
OG0000021	LOC108090792|XP_017045128.1|DFIC	LOC117136145|XP_033152741.1|DMAU
OG0000021	LOC108090653|XP_017044920.1|DFIC	LOC117136571|XP_033153419.1|DMAU
OG0000021	LOC108093638|XP_017049284.1|DFIC	LOC117136553|XP_033153398.1|DMAU
OG0000021	LOC108095541|XP_017052159.1|DFIC	LOC117146855|XP_033169316.1|DMAU
OG0000021	LOC108091979|XP_017046877.1|DFIC	LOC117142241|XP_033161985.1|DMAU
OG0000021	LOC108088013|XP_017041113.1|DFIC	LOC117143646|XP_033164316.1|DMAU
OG0000021	LOC108094694|XP_017050914.1|DFIC	LOC117148061|XP_033171143.1|DMAU
OG0000022	LOC108093677|XP_017049345.1|DFIC	LOC117138252|XP_033156103.1|DMAU
OG0000022	LOC108100202|XP_017059465.1|DFIC	LOC117139751|XP_033158206.1|DMAU
OG0000022	LOC108100303|XP_017059590.1|DFIC	LOC117139202|XP_033157265.1|DMAU
OG0000022	LOC108100308|XP_017059596.1|DFIC	LOC117139201|XP_033157264.1|DMAU, LOC117139199|XP_033157263.1|DMAU, LOC117139197|XP_033157261.1|DMAU
OG0000022	LOC108100304|XP_017059591.1|DFIC	LOC117139203|XP_033157266.1|DMAU
OG0000022	LOC108100302|XP_017059589.1|DFIC	LOC117139198|XP_033157262.1|DMAU
OG0000023	LOC108096120|XP_017052985.1|DFIC	LOC117144283|XP_033165277.1|DMAU
OG0000023	LOC108096122|XP_017052987.1|DFIC	LOC117144284|XP_033165278.1|DMAU
OG0000023	LOC108096128|XP_017052994.1|DFIC	LOC117144282|XP_033165275.1|DMAU
OG0000023	LOC108096606|XP_017053802.1|DFIC	LOC117135977|XP_033152481.1|DMAU
OG0000023	LOC108096129|XP_017052995.1|DFIC	LOC117145126|XP_033166537.1|DMAU
OG0000023	LOC108096118|XP_017052982.1|DFIC	LOC117144278|XP_033165272.1|DMAU
OG0000023	LOC108096119|XP_017052984.1|DFIC	LOC117144775|XP_033166033.1|DMAU
OG0000023	LOC108096117|XP_017052981.1|DFIC	LOC117144277|XP_033165271.1|DMAU
OG0000023	LOC108096114|XP_017052979.1|DFIC	LOC117144765|XP_033166018.1|DMAU
OG0000024	LOC108086469|XP_017038885.1|DFIC	LOC117137467|XP_033154805.1|DMAU
OG0000024	LOC108086411|XP_017038802.1|DFIC, LOC108086410|XP_017038801.1|DFIC	LOC117137468|XP_033154806.1|DMAU, LOC117137469|XP_033154807.1|DMAU
OG0000024	LOC108086467|XP_017038883.1|DFIC	LOC117137862|XP_033155468.1|DMAU
OG0000024	LOC108086472|XP_017038887.1|DFIC	LOC117136255|XP_033152953.1|DMAU
OG0000024	LOC108098296|XP_017056595.1|DFIC	LOC117150619|XP_033173479.1|DMAU
OG0000024	LOC108086381|XP_017038771.1|DFIC	LOC117136506|XP_033153341.1|DMAU
OG0000024	LOC108094860|XP_017051169.1|DFIC	LOC117135440|XP_033151508.1|DMAU
OG0000025	LOC108089890|XP_017043849.1|DFIC	LOC117146959|XP_033169512.1|DMAU
OG0000025	LOC108088651|XP_017042067.1|DFIC	LOC117143378|XP_033163951.1|DMAU
OG0000026	LOC108091247|XP_017045848.1|DFIC	LOC117148470|XP_033171735.1|DMAU
OG0000026	LOC108093407|XP_017048931.1|DFIC	LOC117135160|XP_033151111.1|DMAU
OG0000026	LOC108101707|XP_017061633.1|DFIC, LOC108101666|XP_017061574.1|DFIC	LOC117146899|XP_033169397.1|DMAU
OG0000026	LOC108091826|XP_017046693.1|DFIC	LOC117142902|XP_033163074.1|DMAU
OG0000026	LOC108098549|XP_017057035.1|DFIC, LOC108098463|XP_017056857.1|DFIC	LOC117145491|XP_033167059.1|DMAU
OG0000027	LOC108100821|XP_017060378.1|DFIC	LOC117142835|XP_033162961.1|DMAU
OG0000027	LOC108100819|XP_017060376.1|DFIC	LOC117140739|XP_033159710.1|DMAU
OG0000027	LOC108100820|XP_017060377.1|DFIC	LOC117150817|XP_033173768.1|DMAU
OG0000028	LOC108095297|XP_017051846.1|DFIC, LOC108095310|XP_017051872.1|DFIC, LOC108088858|XP_017042322.1|DFIC, LOC108088859|XP_017042323.1|DFIC	LOC117139375|XP_033157515.1|DMAU
OG0000028	LOC108095285|XP_017051819.1|DFIC	LOC117139373|XP_033157513.1|DMAU
OG0000028	LOC108089312|XP_017042978.1|DFIC	LOC117141110|XP_033160324.1|DMAU
OG0000029	LOC108090681|XP_017044956.1|DFIC	LOC117136167|XP_033152799.1|DMAU
OG0000029	LOC108100972|XP_017060614.1|DFIC	LOC117136614|XP_033153490.1|DMAU, LOC117135122|XP_033151033.1|DMAU
OG0000029	LOC108099785|XP_017058903.1|DFIC	LOC117140740|XP_033159707.1|DMAU
OG0000030	LOC108093480|XP_017049055.1|DFIC, LOC108100317|XP_017059651.1|DFIC	LOC117150768|XP_033173696.1|DMAU
OG0000030	LOC108093469|XP_017049043.1|DFIC	LOC117137293|XP_033154560.1|DMAU
OG0000030	LOC108093479|XP_017049053.1|DFIC	LOC117150769|XP_033173697.1|DMAU
OG0000030	LOC108092343|XP_017047369.1|DFIC, LOC108092288|XP_017047312.1|DFIC	LOC117143350|XP_033163916.1|DMAU
OG0000030	LOC108087621|XP_017040552.1|DFIC	LOC117137054|XP_033154154.1|DMAU
OG0000030	LOC108091341|XP_017045978.1|DFIC	LOC117148684|XP_033172115.1|DMAU
OG0000030	LOC108088560|XP_017041895.1|DFIC	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU
OG0000031	LOC108087846|XP_017040950.1|DFIC, LOC108094523|XP_017050614.1|DFIC, LOC108100476|XP_017059897.1|DFIC	LOC117144354|XP_033165364.1|DMAU, LOC117137476|XP_033154845.1|DMAU, LOC117145782|XP_033167456.1|DMAU
OG0000031	LOC108090611|XP_017044870.1|DFIC, LOC108090591|XP_017044831.1|DFIC	LOC117135426|XP_033151476.1|DMAU
OG0000031	LOC108092296|XP_017047319.1|DFIC	LOC117135570|XP_033151785.1|DMAU
OG0000031	LOC108092297|XP_017047321.1|DFIC	LOC117138460|XP_033156477.1|DMAU
OG0000031	LOC108089228|XP_017042875.1|DFIC	LOC117150913|XP_033173999.1|DMAU
OG0000032	LOC108088062|XP_017041192.1|DFIC	LOC117145495|XP_033167064.1|DMAU, LOC117145861|XP_033167572.1|DMAU
OG0000032	LOC108087979|XP_017041070.1|DFIC	LOC117145859|XP_033167570.1|DMAU
OG0000033	LOC108102066|XP_017062199.1|DFIC	LOC117144719|XP_033165948.1|DMAU
OG0000033	LOC108089807|XP_017043693.1|DFIC, LOC108089809|XP_017043695.1|DFIC, LOC108089769|XP_017043650.1|DFIC	LOC117143209|XP_033163650.1|DMAU, LOC117150287|XP_033172997.1|DMAU
OG0000033	LOC108089806|XP_017043692.1|DFIC	LOC117143200|XP_033163638.1|DMAU
OG0000033	LOC108094281|XP_017050264.1|DFIC	LOC117138299|XP_033156190.1|DMAU
OG0000033	LOC108094283|XP_017050266.1|DFIC	LOC117138297|XP_033156188.1|DMAU
OG0000033	LOC108094282|XP_017050265.1|DFIC	LOC117138298|XP_033156189.1|DMAU
OG0000033	LOC108098498|XP_017056906.1|DFIC	LOC117140273|XP_033158989.1|DMAU
OG0000033	LOC108098495|XP_017056904.1|DFIC	LOC117144413|XP_033165445.1|DMAU, LOC117144938|XP_033166283.1|DMAU
OG0000034	LOC108090289|XP_017044389.1|DFIC	LOC117138566|XP_033156617.1|DMAU
OG0000034	LOC108098175|XP_017056397.1|DFIC, LOC108098172|XP_017056394.1|DFIC	LOC117141167|XP_033160397.1|DMAU
OG0000034	LOC108098179|XP_017056401.1|DFIC	LOC117150484|XP_033173274.1|DMAU
OG0000034	LOC108098285|XP_017056581.1|DFIC	LOC117150483|XP_033173273.1|DMAU
OG0000034	LOC108098386|XP_017056743.1|DFIC	LOC117149319|XP_033172656.1|DMAU
OG0000034	LOC108087083|XP_017039752.1|DFIC	LOC117143947|XP_033164772.1|DMAU
OG0000034	LOC108087380|XP_017040209.1|DFIC	LOC117145446|XP_033166996.1|DMAU
OG0000034	LOC108093450|XP_017049013.1|DFIC	LOC117143867|XP_033164627.1|DMAU
OG0000035	LOC108093569|XP_017049153.1|DFIC	LOC117149959|XP_033172748.1|DMAU, LOC117139681|XP_033158055.1|DMAU, LOC117138223|XP_033156059.1|DMAU, LOC117138222|XP_033156058.1|DMAU, LOC117143714|XP_033164404.1|DMAU, LOC117150075|XP_033172814.1|DMAU, LOC117150140|XP_033172837.1|DMAU, LOC117141067|XP_033160256.1|DMAU, LOC117150145|XP_033172839.1|DMAU, LOC117149971|XP_033172758.1|DMAU, LOC117150146|XP_033172840.1|DMAU, LOC117150018|XP_033172786.1|DMAU, LOC117150076|XP_033172815.1|DMAU, LOC117149623|XP_033172695.1|DMAU, LOC117149638|XP_033172698.1|DMAU, LOC117142656|XP_033162678.1|DMAU, LOC117149972|XP_033172759.1|DMAU, LOC117149044|XP_033172603.1|DMAU, LOC117149965|XP_033172753.1|DMAU, LOC117149095|XP_033172630.1|DMAU
OG0000036	LOC108096138|XP_017053007.1|DFIC	LOC117145150|XP_033166581.1|DMAU
OG0000036	LOC108097979|XP_017056090.1|DFIC	LOC117145004|XP_033166383.1|DMAU
OG0000036	LOC108098533|XP_017057003.1|DFIC	LOC117145915|XP_033167661.1|DMAU
OG0000036	LOC108087237|XP_017040017.1|DFIC	LOC117145828|XP_033167521.1|DMAU, LOC117145827|XP_033167520.1|DMAU
OG0000037	LOC108087844|XP_017040913.1|DFIC	LOC117137024|XP_033154116.1|DMAU
OG0000037	LOC108088042|XP_017041165.1|DFIC	LOC117145239|XP_033166706.1|DMAU
OG0000037	LOC108088040|XP_017041164.1|DFIC	LOC117143582|XP_033164221.1|DMAU
OG0000038	LOC108088854|XP_017042318.1|DFIC	LOC117139364|XP_033157507.1|DMAU
OG0000038	LOC108088914|XP_017042416.1|DFIC	LOC117141232|XP_033160483.1|DMAU
OG0000039	LOC108091791|XP_017046639.1|DFIC	LOC117144249|XP_033165219.1|DMAU
OG0000039	LOC108097516|XP_017055329.1|DFIC	LOC117148457|XP_033171719.1|DMAU
OG0000039	LOC108097515|XP_017055328.1|DFIC	LOC117147454|XP_033170230.1|DMAU
OG0000039	LOC108095512|XP_017052111.1|DFIC	LOC117146886|XP_033169374.1|DMAU
OG0000040	LOC108092229|XP_017047255.1|DFIC	LOC117145128|XP_033166540.1|DMAU
OG0000040	LOC108087305|XP_017040113.1|DFIC	LOC117143448|XP_033164046.1|DMAU
OG0000040	LOC108087307|XP_017040114.1|DFIC	LOC117143449|XP_033164048.1|DMAU
OG0000040	LOC108092211|XP_017047228.1|DFIC	LOC117144294|XP_033165289.1|DMAU
OG0000040	LOC108092212|XP_017047230.1|DFIC	LOC117144293|XP_033165288.1|DMAU
OG0000040	LOC108092206|XP_017047224.1|DFIC	LOC117143965|XP_033164790.1|DMAU
OG0000040	LOC108100764|XP_017060292.1|DFIC	LOC117143756|XP_033164463.1|DMAU
OG0000041	LOC108095996|XP_017052831.1|DFIC	LOC117143749|XP_033164453.1|DMAU
OG0000041	LOC108095939|XP_017052765.1|DFIC	LOC117144930|XP_033166274.1|DMAU
OG0000041	LOC108095866|XP_017052659.1|DFIC	LOC117145103|XP_033166514.1|DMAU
OG0000041	LOC108095867|XP_017052660.1|DFIC	LOC117144174|XP_033165110.1|DMAU, LOC117145105|XP_033166515.1|DMAU
OG0000042	LOC108097744|XP_017055741.1|DFIC	LOC117146870|XP_033169351.1|DMAU
OG0000042	LOC108090330|XP_017044433.1|DFIC	LOC117138472|XP_033156493.1|DMAU
OG0000042	LOC108090327|XP_017044430.1|DFIC	LOC117138473|XP_033156494.1|DMAU
OG0000042	LOC108090329|XP_017044432.1|DFIC	LOC117138470|XP_033156490.1|DMAU
OG0000042	LOC108090331|XP_017044434.1|DFIC	LOC117138471|XP_033156492.1|DMAU
OG0000043	LOC108087389|XP_017040220.1|DFIC	LOC117143574|XP_033164210.1|DMAU
OG0000043	LOC108087351|XP_017040180.1|DFIC	LOC117143570|XP_033164205.1|DMAU
OG0000043	LOC108087056|XP_017039721.1|DFIC	LOC117143572|XP_033164208.1|DMAU
OG0000043	LOC108092195|XP_017047211.1|DFIC	LOC117145149|XP_033166580.1|DMAU
OG0000043	LOC108087304|XP_017040112.1|DFIC	LOC117143571|XP_033164207.1|DMAU
OG0000043	LOC108087099|XP_017039770.1|DFIC	LOC117143573|XP_033164209.1|DMAU
OG0000043	LOC108086831|XP_017039366.1|DFIC	LOC117145745|XP_033167398.1|DMAU
OG0000043	LOC108087388|XP_017040219.1|DFIC	LOC117143372|XP_033163938.1|DMAU
OG0000044	LOC108095953|XP_017052779.1|DFIC	LOC117143901|XP_033164698.1|DMAU
OG0000044	LOC108095656|XP_017052310.1|DFIC, LOC108095674|XP_017052331.1|DFIC	LOC117143451|XP_033164051.1|DMAU
OG0000044	LOC108095707|XP_017052368.1|DFIC, LOC108095664|XP_017052318.1|DFIC	LOC117145465|XP_033167027.1|DMAU
OG0000044	LOC108096011|XP_017052849.1|DFIC	LOC117145163|XP_033166599.1|DMAU
OG0000044	LOC108095670|XP_017052324.1|DFIC	LOC117143590|XP_033164229.1|DMAU
OG0000044	LOC108095658|XP_017052312.1|DFIC	LOC117143652|XP_033164322.1|DMAU
OG0000044	LOC108102017|XP_017062104.1|DFIC	LOC117143435|XP_033164032.1|DMAU
OG0000045	LOC108099782|XP_017058900.1|DFIC	LOC117139739|XP_033158187.1|DMAU
OG0000045	LOC108099776|XP_017058894.1|DFIC, LOC108099783|XP_017058901.1|DFIC	LOC117140400|XP_033159161.1|DMAU, LOC117139892|XP_033158461.1|DMAU
OG0000045	LOC108089346|XP_017043016.1|DFIC	LOC117139487|XP_033157699.1|DMAU
OG0000045	LOC108089335|XP_017043004.1|DFIC	LOC117139486|XP_033157698.1|DMAU
OG0000046	LOC108098480|XP_017056880.1|DFIC	LOC117145662|XP_033167285.1|DMAU
OG0000046	LOC108097441|XP_017055199.1|DFIC	LOC117147192|XP_033169884.1|DMAU
OG0000046	LOC108097439|XP_017055197.1|DFIC	LOC117148363|XP_033171610.1|DMAU
OG0000046	LOC108097454|XP_017055215.1|DFIC	LOC117147217|XP_033169922.1|DMAU
