Orthogroup	DFIC.longest_only	DSER.longest_only
OG0000002	LOC108090526|XP_017044733.1|DFIC	LOC110191937|XP_020818616.1|DSER
OG0000002	LOC108090768|XP_017045096.1|DFIC	LOC110177829|XP_020800431.1|DSER
OG0000002	LOC108090769|XP_017045098.1|DFIC	LOC110177830|XP_020800433.1|DSER
OG0000002	LOC108092580|XP_017047713.1|DFIC	LOC110184909|XP_020809214.1|DSER
OG0000002	LOC108092286|XP_017047310.1|DFIC	LOC110180508|XP_020803846.1|DSER, LOC110187569|XP_020812616.1|DSER, LOC110187570|XP_020812617.1|DSER, LOC110180507|XP_020803842.1|DSER, LOC110179772|XP_020803049.1|DSER, LOC110179791|XP_020803062.1|DSER, LOC110179771|XP_020803048.1|DSER, LOC110184842|XP_020809143.1|DSER, LOC110179770|XP_020803046.1|DSER, LOC110184843|XP_020809144.1|DSER, LOC110184841|XP_020809142.1|DSER, LOC110179768|XP_020803044.1|DSER, LOC110179788|XP_020803061.1|DSER, LOC110184840|XP_020809141.1|DSER, LOC110179792|XP_020803063.1|DSER, LOC110184848|XP_020809147.1|DSER
OG0000003	LOC108087667|XP_017040650.1|DFIC	LOC110177692|XP_020800174.1|DSER
OG0000003	LOC108087706|XP_017040711.1|DFIC, LOC108087707|XP_017040712.1|DFIC	LOC110177680|XP_020800160.1|DSER
OG0000003	LOC108087705|XP_017040710.1|DFIC	LOC110177747|XP_020800264.1|DSER
OG0000003	LOC108094289|XP_017050276.1|DFIC	LOC110189782|XP_020815670.1|DSER
OG0000003	LOC108087668|XP_017040651.1|DFIC	LOC110177689|XP_020800171.1|DSER
OG0000003	LOC108099209|XP_017058075.1|DFIC	LOC110177694|XP_020800177.1|DSER
OG0000003	LOC108087749|XP_017040761.1|DFIC	LOC110177698|XP_020800183.1|DSER
OG0000003	LOC108087605|XP_017040533.1|DFIC	LOC110177690|XP_020800172.1|DSER
OG0000003	LOC108090320|XP_017044421.1|DFIC	LOC110188514|XP_020813952.1|DSER
OG0000003	LOC108090319|XP_017044419.1|DFIC	LOC110176211|XP_020798142.1|DSER, LOC110176884|XP_020799030.1|DSER
OG0000003	LOC108090317|XP_017044417.1|DFIC, LOC108090318|XP_017044418.1|DFIC	LOC110176203|XP_020798127.1|DSER
OG0000004	LOC108094043|XP_017049969.1|DFIC	LOC110181335|XP_020804713.1|DSER, LOC110183807|XP_020807818.1|DSER, LOC110180697|XP_020804038.1|DSER
OG0000005	LOC108094052|XP_017049981.1|DFIC	LOC110180682|XP_020804025.1|DSER, LOC110180705|XP_020804044.1|DSER, LOC110181332|XP_020804709.1|DSER, LOC110180664|XP_020804014.1|DSER, LOC110182134|XP_020805803.1|DSER, LOC110180672|XP_020804018.1|DSER, LOC110182438|XP_020806132.1|DSER, LOC110182143|XP_020805813.1|DSER, LOC110180686|XP_020804030.1|DSER, LOC110182160|XP_020805822.1|DSER, LOC110182156|XP_020805819.1|DSER, LOC110180660|XP_020804010.1|DSER, LOC110182425|XP_020806120.1|DSER, LOC110182142|XP_020805812.1|DSER, LOC110180704|XP_020804042.1|DSER, LOC110180687|XP_020804031.1|DSER, LOC110180706|XP_020804045.1|DSER, LOC110180683|XP_020804027.1|DSER, LOC110182159|XP_020805821.1|DSER, LOC110182412|XP_020806108.1|DSER, LOC110182419|XP_020806115.1|DSER
OG0000005	LOC108102298|XP_017038659.1|DFIC	LOC110182167|XP_020805828.1|DSER
OG0000006	LOC108102292|XP_017062541.1|DFIC, LOC108102287|XP_017062528.1|DFIC	LOC110181334|XP_020804711.1|DSER
OG0000007	LOC108093252|XP_017048717.1|DFIC	LOC110184727|XP_020809014.1|DSER
OG0000007	LOC108093253|XP_017048718.1|DFIC	LOC110184726|XP_020809013.1|DSER
OG0000007	LOC108093169|XP_017048611.1|DFIC, LOC108093170|XP_017048612.1|DFIC	LOC110184736|XP_020809022.1|DSER
OG0000007	LOC108093261|XP_017048727.1|DFIC	LOC110184730|XP_020809017.1|DSER
OG0000007	LOC108089978|XP_017043968.1|DFIC	LOC110182363|XP_020806064.1|DSER
OG0000007	LOC108099497|XP_017058547.1|DFIC	LOC110189366|XP_020815075.1|DSER
OG0000007	LOC108089778|XP_017043661.1|DFIC	LOC110182364|XP_020806065.1|DSER
OG0000007	LOC108088950|XP_017042460.1|DFIC	LOC110190669|XP_020816933.1|DSER
OG0000007	LOC108089918|XP_017043889.1|DFIC, LOC108089772|XP_017043652.1|DFIC	LOC110182358|XP_020806056.1|DSER, LOC110182357|XP_020806055.1|DSER, LOC110182316|XP_020806004.1|DSER
OG0000007	LOC108093152|XP_017048588.1|DFIC	LOC110184731|XP_020809018.1|DSER
OG0000007	LOC108093153|XP_017048589.1|DFIC	LOC110184732|XP_020809019.1|DSER
OG0000008	LOC108101034|XP_017060691.1|DFIC	LOC110188534|XP_020813940.1|DSER
OG0000008	LOC108100331|XP_017059630.1|DFIC	LOC110183609|XP_020807585.1|DSER
OG0000008	LOC108093477|XP_017049051.1|DFIC	LOC110183997|XP_020808013.1|DSER
OG0000008	LOC108100333|XP_017059632.1|DFIC	LOC110183613|XP_020807591.1|DSER
OG0000008	LOC108091741|XP_017046574.1|DFIC, LOC108091742|XP_017046575.1|DFIC	LOC110191723|XP_020818300.1|DSER, LOC110191724|XP_020818301.1|DSER
OG0000008	LOC108091746|XP_017046577.1|DFIC	LOC110191898|XP_020818543.1|DSER
OG0000008	LOC108091769|XP_017046605.1|DFIC	LOC110191819|XP_020818443.1|DSER
OG0000008	LOC108091757|XP_017046589.1|DFIC	LOC110191725|XP_020818302.1|DSER
OG0000008	LOC108091754|XP_017046587.1|DFIC	LOC110191899|XP_020818544.1|DSER
OG0000008	LOC108091767|XP_017046601.1|DFIC	LOC110191820|XP_020818444.1|DSER
OG0000009	LOC108101115|XP_017060823.1|DFIC	LOC110188739|XP_020814232.1|DSER
OG0000009	LOC108101125|XP_017060838.1|DFIC	LOC110188430|XP_020813815.1|DSER
OG0000009	LOC108093288|XP_017048753.1|DFIC	LOC110186309|XP_020811090.1|DSER
OG0000009	LOC108101126|XP_017060839.1|DFIC, LOC108101038|XP_017060695.1|DFIC, LOC108101022|XP_017060677.1|DFIC, LOC108101074|XP_017060756.1|DFIC	LOC110188741|XP_020814234.1|DSER
OG0000009	LOC108101116|XP_017060824.1|DFIC	LOC110188740|XP_020814233.1|DSER
OG0000009	LOC108101809|XP_017061774.1|DFIC	LOC110181065|XP_020804398.1|DSER
OG0000009	LOC108088079|XP_017041220.1|DFIC	LOC110176644|XP_020798730.1|DSER
OG0000009	LOC108086769|XP_017039304.1|DFIC	LOC110178269|XP_020800994.1|DSER
OG0000009	LOC108086653|XP_017039126.1|DFIC	LOC110189524|XP_020815309.1|DSER, LOC110189486|XP_020815231.1|DSER, LOC110178372|XP_020801168.1|DSER, LOC110178373|XP_020801169.1|DSER, LOC110178375|XP_020801170.1|DSER, LOC110189711|XP_020815559.1|DSER
OG0000009	LOC108086655|XP_017039128.1|DFIC	LOC110178304|XP_020801053.1|DSER, LOC110178309|XP_020801061.1|DSER
OG0000009	LOC108086610|XP_017039074.1|DFIC	LOC110178386|XP_020801181.1|DSER
OG0000010	LOC108098255|XP_017056544.1|DFIC	LOC110180662|XP_020804012.1|DSER, LOC110183810|XP_020807821.1|DSER
OG0000010	LOC108101428|XP_017061247.1|DFIC	LOC110176508|XP_020798542.1|DSER, LOC110182165|XP_020805827.1|DSER
OG0000011	LOC108101289|XP_017061078.1|DFIC	LOC110183280|XP_020807170.1|DSER
OG0000011	LOC108100104|XP_017059339.1|DFIC	LOC110182663|XP_020806400.1|DSER, LOC110187551|XP_020812598.1|DSER, LOC110187412|XP_020812458.1|DSER, LOC110182662|XP_020806399.1|DSER
OG0000011	LOC108098171|XP_017056393.1|DFIC, LOC108095556|XP_017052180.1|DFIC	LOC110182278|XP_020805955.1|DSER
OG0000011	LOC108086883|XP_017039433.1|DFIC	LOC110191403|XP_020817919.1|DSER
OG0000011	LOC108098799|XP_017057429.1|DFIC	LOC110185215|XP_020809607.1|DSER
OG0000012	LOC108096904|XP_017054341.1|DFIC	LOC110178863|XP_020801799.1|DSER
OG0000012	LOC108096903|XP_017054340.1|DFIC	LOC110178859|XP_020801786.1|DSER
OG0000012	LOC108096929|XP_017054370.1|DFIC	LOC110190967|XP_020817320.1|DSER
OG0000012	LOC108096943|XP_017054393.1|DFIC	LOC110176037|XP_020797910.1|DSER
OG0000012	LOC108096563|XP_017053746.1|DFIC	LOC110180096|XP_020803382.1|DSER
OG0000012	LOC108096571|XP_017053756.1|DFIC	LOC110176319|XP_020798300.1|DSER
OG0000012	LOC108086628|XP_017039092.1|DFIC	LOC110178311|XP_020801063.1|DSER
OG0000012	LOC108086618|XP_017039083.1|DFIC	LOC110178377|XP_020801172.1|DSER
OG0000012	LOC108086755|XP_017039283.1|DFIC	LOC110178312|XP_020801065.1|DSER
OG0000012	LOC108086630|XP_017039094.1|DFIC	LOC110178270|XP_020800995.1|DSER, LOC110178283|XP_020801014.1|DSER
OG0000012	LOC108086627|XP_017039091.1|DFIC	LOC110178292|XP_020801024.1|DSER
OG0000012	LOC108086756|XP_017039284.1|DFIC	LOC110178324|XP_020801093.1|DSER
OG0000013	LOC108101557|XP_017061445.1|DFIC	LOC110189766|XP_020815644.1|DSER
OG0000013	LOC108101682|XP_017061593.1|DFIC	LOC110179613|XP_020802873.1|DSER
OG0000013	LOC108098830|XP_017057474.1|DFIC	LOC110188689|XP_020814151.1|DSER
OG0000013	LOC108086910|XP_017039470.1|DFIC	LOC110188838|XP_020814394.1|DSER
OG0000013	LOC108087118|XP_017039788.1|DFIC	LOC110188074|XP_020813284.1|DSER
OG0000013	LOC108091996|XP_017046910.1|DFIC	LOC110191421|XP_020817937.1|DSER, LOC110191071|XP_020817464.1|DSER
OG0000013	LOC108102250|XP_017062487.1|DFIC, LOC108087940|XP_017041016.1|DFIC	LOC110191200|XP_020817626.1|DSER, LOC110191337|XP_020817840.1|DSER
OG0000015	LOC108098206|XP_017056435.1|DFIC	LOC110182685|XP_020806436.1|DSER
OG0000015	LOC108100911|XP_017060514.1|DFIC, LOC108100840|XP_017060402.1|DFIC, LOC108100786|XP_017060316.1|DFIC, LOC108100835|XP_017060395.1|DFIC, LOC108100853|XP_017060421.1|DFIC, LOC108100833|XP_017060393.1|DFIC	LOC110187200|XP_020812259.1|DSER, LOC110182170|XP_020805830.1|DSER, LOC110187202|XP_020812260.1|DSER
OG0000015	LOC108086461|XP_017038876.1|DFIC	LOC110179364|XP_020802537.1|DSER
OG0000015	LOC108094483|XP_017050559.1|DFIC	LOC110181374|XP_020804762.1|DSER
OG0000016	LOC108091644|XP_017046435.1|DFIC	LOC110185112|XP_020809466.1|DSER
OG0000016	LOC108095161|XP_017051608.1|DFIC	LOC110182974|XP_020806826.1|DSER
OG0000016	LOC108088049|XP_017041175.1|DFIC	LOC110186803|XP_020811744.1|DSER
OG0000016	LOC108092889|XP_017048224.1|DFIC	LOC110181494|XP_020804920.1|DSER
OG0000016	LOC108091135|XP_017045658.1|DFIC	LOC110189526|XP_020815315.1|DSER
OG0000016	LOC108096392|XP_017053452.1|DFIC	LOC110191952|XP_020818633.1|DSER
OG0000016	LOC108093583|XP_017049197.1|DFIC	LOC110179844|XP_020803110.1|DSER
OG0000017	LOC108098017|XP_017056155.1|DFIC	LOC110179704|XP_020802972.1|DSER
OG0000017	LOC108101533|XP_017061396.1|DFIC	LOC110182944|XP_020806786.1|DSER
OG0000017	LOC108099991|XP_017059177.1|DFIC	LOC110189651|XP_020815456.1|DSER
OG0000017	LOC108097740|XP_017055736.1|DFIC	LOC110186415|XP_020811251.1|DSER
OG0000017	LOC108095642|XP_017052296.1|DFIC	LOC110177433|XP_020799815.1|DSER, LOC110177434|XP_020799816.1|DSER
OG0000017	LOC108087716|XP_017040726.1|DFIC	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER
OG0000017	LOC108099990|XP_017059176.1|DFIC	LOC110189689|XP_020815522.1|DSER
OG0000017	LOC108087715|XP_017040725.1|DFIC	LOC110178449|XP_020801243.1|DSER
OG0000017	LOC108094147|XP_017050074.1|DFIC, LOC108094148|XP_017050075.1|DFIC	LOC110183096|XP_020806947.1|DSER, LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER
OG0000018	LOC108093126|XP_017048560.1|DFIC	LOC110184702|XP_020808977.1|DSER
OG0000018	LOC108093128|XP_017048562.1|DFIC	LOC110184746|XP_020809033.1|DSER
OG0000018	LOC108093130|XP_017048564.1|DFIC	LOC110184752|XP_020809041.1|DSER
OG0000018	LOC108093138|XP_017048572.1|DFIC, LOC108093140|XP_017048574.1|DFIC	LOC110184703|XP_020808978.1|DSER
OG0000019	LOC108086541|XP_017038967.1|DFIC	LOC110186753|XP_020811674.1|DSER
OG0000019	LOC108086542|XP_017038968.1|DFIC, LOC108086544|XP_017038971.1|DFIC	LOC110186755|XP_020811676.1|DSER, LOC110186756|XP_020811677.1|DSER
OG0000019	LOC108086535|XP_017038961.1|DFIC	LOC110186746|XP_020811668.1|DSER
OG0000019	LOC108086543|XP_017038970.1|DFIC	LOC110186754|XP_020811675.1|DSER
OG0000019	LOC108086538|XP_017038965.1|DFIC, LOC108086540|XP_017038966.1|DFIC	LOC110186749|XP_020811671.1|DSER, LOC110186750|XP_020811672.1|DSER
OG0000020	LOC108086571|XP_017039016.1|DFIC	LOC110186419|XP_020811254.1|DSER
OG0000020	LOC108087826|XP_017040886.1|DFIC	LOC110179314|XP_020802461.1|DSER
OG0000020	LOC108100979|XP_017060622.1|DFIC	LOC110183820|XP_020807830.1|DSER
OG0000020	LOC108101093|XP_017060792.1|DFIC	LOC110188252|XP_020813584.1|DSER
OG0000020	LOC108102060|XP_017062180.1|DFIC	LOC110186984|XP_020811998.1|DSER
OG0000020	LOC108089992|XP_017043983.1|DFIC	LOC110187270|XP_020812316.1|DSER
OG0000020	LOC108101220|XP_017060958.1|DFIC	LOC110183751|XP_020807766.1|DSER
OG0000021	LOC108090792|XP_017045128.1|DFIC	LOC110177674|XP_020800156.1|DSER
OG0000021	LOC108090653|XP_017044920.1|DFIC	LOC110177755|XP_020800276.1|DSER
OG0000021	LOC108093638|XP_017049284.1|DFIC	LOC110177907|XP_020800536.1|DSER
OG0000021	LOC108095541|XP_017052159.1|DFIC	LOC110181842|XP_020805408.1|DSER
OG0000021	LOC108091979|XP_017046877.1|DFIC	LOC110184678|XP_020808951.1|DSER
OG0000021	LOC108088013|XP_017041113.1|DFIC	LOC110190995|XP_020817366.1|DSER
OG0000021	LOC108094694|XP_017050914.1|DFIC	LOC110189278|XP_020814959.1|DSER
OG0000022	LOC108093677|XP_017049345.1|DFIC	LOC110176354|XP_020798342.1|DSER
OG0000022	LOC108100202|XP_017059465.1|DFIC	LOC110178658|XP_020801510.1|DSER
OG0000022	LOC108100304|XP_017059591.1|DFIC	LOC110178662|XP_020801517.1|DSER
OG0000023	LOC108096128|XP_017052994.1|DFIC	LOC110188309|XP_020813677.1|DSER, LOC110188457|XP_020813846.1|DSER
OG0000023	LOC108096606|XP_017053802.1|DFIC	LOC110180829|XP_020804169.1|DSER
OG0000023	LOC108096129|XP_017052995.1|DFIC	LOC110188308|XP_020813675.1|DSER
OG0000023	LOC108096118|XP_017052982.1|DFIC	LOC110188454|XP_020813842.1|DSER
OG0000023	LOC108096119|XP_017052984.1|DFIC	LOC110188692|XP_020814155.1|DSER
OG0000023	LOC108096117|XP_017052981.1|DFIC	LOC110188691|XP_020814154.1|DSER
OG0000023	LOC108096114|XP_017052979.1|DFIC	LOC110188690|XP_020814152.1|DSER
OG0000024	LOC108086467|XP_017038883.1|DFIC	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER
OG0000024	LOC108086472|XP_017038887.1|DFIC	LOC110179365|XP_020802539.1|DSER
OG0000024	LOC108098296|XP_017056595.1|DFIC	LOC110185697|XP_020810324.1|DSER
OG0000024	LOC108086381|XP_017038771.1|DFIC	LOC110179322|XP_020802473.1|DSER
OG0000024	LOC108094860|XP_017051169.1|DFIC	LOC110180569|XP_020803926.1|DSER
OG0000025	LOC108088651|XP_017042067.1|DFIC	LOC110182356|XP_020806054.1|DSER
OG0000026	LOC108091247|XP_017045848.1|DFIC	LOC110176041|XP_020797911.1|DSER
OG0000026	LOC108093407|XP_017048931.1|DFIC	LOC110182689|XP_020806441.1|DSER
OG0000026	LOC108101707|XP_017061633.1|DFIC, LOC108101666|XP_017061574.1|DFIC	LOC110179505|XP_020802740.1|DSER
OG0000026	LOC108091826|XP_017046693.1|DFIC	LOC110189572|XP_020815365.1|DSER
OG0000026	LOC108098549|XP_017057035.1|DFIC, LOC108098463|XP_017056857.1|DFIC	LOC110188271|XP_020813620.1|DSER
OG0000027	LOC108100821|XP_017060378.1|DFIC	LOC110176950|XP_020799111.1|DSER
OG0000027	LOC108100819|XP_017060376.1|DFIC	LOC110176976|XP_020799142.1|DSER
OG0000027	LOC108100820|XP_017060377.1|DFIC	LOC110176929|XP_020799084.1|DSER
OG0000028	LOC108095331|XP_017051904.1|DFIC, LOC108095316|XP_017051884.1|DFIC, LOC108088857|XP_017042321.1|DFIC, LOC108095297|XP_017051846.1|DFIC, LOC108095310|XP_017051872.1|DFIC, LOC108088858|XP_017042322.1|DFIC, LOC108088859|XP_017042323.1|DFIC, LOC108095285|XP_017051819.1|DFIC	LOC110190400|XP_020816511.1|DSER, LOC110190401|XP_020816513.1|DSER, LOC110190052|XP_020816017.1|DSER
OG0000028	LOC108089312|XP_017042978.1|DFIC	LOC110190608|XP_020816860.1|DSER
OG0000029	LOC108090681|XP_017044956.1|DFIC	LOC110181434|XP_020804839.1|DSER, LOC110177071|XP_020799247.1|DSER
OG0000029	LOC108099785|XP_017058903.1|DFIC	LOC110178924|XP_020801869.1|DSER
OG0000030	LOC108093480|XP_017049055.1|DFIC, LOC108100317|XP_017059651.1|DFIC	LOC110183999|XP_020808015.1|DSER
OG0000030	LOC108093479|XP_017049053.1|DFIC	LOC110184000|XP_020808016.1|DSER
OG0000030	LOC108092343|XP_017047369.1|DFIC, LOC108092288|XP_017047312.1|DFIC	LOC110184885|XP_020809189.1|DSER
OG0000030	LOC108087621|XP_017040552.1|DFIC	LOC110178495|XP_020801302.1|DSER
OG0000030	LOC108091341|XP_017045978.1|DFIC	LOC110180192|XP_020803508.1|DSER
OG0000030	LOC108088560|XP_017041895.1|DFIC	LOC110184177|XP_020808247.1|DSER
OG0000031	LOC108087846|XP_017040950.1|DFIC, LOC108094523|XP_017050614.1|DFIC, LOC108100476|XP_017059897.1|DFIC	LOC110185921|XP_020810593.1|DSER
OG0000031	LOC108089228|XP_017042875.1|DFIC	LOC110183330|XP_020807237.1|DSER
OG0000032	LOC108088062|XP_017041192.1|DFIC	LOC110189708|XP_020815547.1|DSER
OG0000032	LOC108087979|XP_017041070.1|DFIC	LOC110188628|XP_020814064.1|DSER
OG0000032	LOC108087896|XP_017040963.1|DFIC	LOC110190425|XP_020816566.1|DSER
OG0000032	LOC108087899|XP_017040966.1|DFIC	LOC110188663|XP_020814116.1|DSER
OG0000033	LOC108102066|XP_017062199.1|DFIC	LOC110184954|XP_020809264.1|DSER, LOC110185945|XP_020810623.1|DSER
OG0000033	LOC108094281|XP_017050264.1|DFIC	LOC110189687|XP_020815520.1|DSER
OG0000033	LOC108094283|XP_017050266.1|DFIC	LOC110189316|XP_020815019.1|DSER, LOC110189317|XP_020815020.1|DSER
OG0000033	LOC108094282|XP_017050265.1|DFIC	LOC110189686|XP_020815519.1|DSER
OG0000033	LOC108098498|XP_017056906.1|DFIC	LOC110188470|XP_020813858.1|DSER, LOC110188471|XP_020813859.1|DSER
OG0000034	LOC108098181|XP_017056403.1|DFIC, LOC108090289|XP_017044389.1|DFIC, LOC108098175|XP_017056397.1|DFIC, LOC108098172|XP_017056394.1|DFIC	LOC110184859|XP_020809159.1|DSER
OG0000034	LOC108098179|XP_017056401.1|DFIC	LOC110184879|XP_020809185.1|DSER
OG0000034	LOC108098285|XP_017056581.1|DFIC	LOC110184890|XP_020809195.1|DSER
OG0000034	LOC108098386|XP_017056743.1|DFIC, LOC108087083|XP_017039752.1|DFIC, LOC108087380|XP_017040209.1|DFIC	LOC110185580|XP_020810168.1|DSER, LOC110185578|XP_020810167.1|DSER
OG0000034	LOC108093450|XP_017049013.1|DFIC	LOC110185768|XP_020810429.1|DSER
OG0000036	LOC108096138|XP_017053007.1|DFIC	LOC110188341|XP_020813708.1|DSER
OG0000036	LOC108097979|XP_017056090.1|DFIC	LOC110191887|XP_020818531.1|DSER
OG0000036	LOC108098533|XP_017057003.1|DFIC	LOC110187659|XP_020812737.1|DSER
OG0000036	LOC108087237|XP_017040017.1|DFIC	LOC110186335|XP_020811144.1|DSER
OG0000037	LOC108087844|XP_017040913.1|DFIC	LOC110178458|XP_020801255.1|DSER
OG0000037	LOC108088042|XP_017041165.1|DFIC	LOC110188328|XP_020813694.1|DSER
OG0000037	LOC108088040|XP_017041164.1|DFIC	LOC110188288|XP_020813646.1|DSER
OG0000038	LOC108088854|XP_017042318.1|DFIC	LOC110187819|XP_020812959.1|DSER, LOC110190399|XP_020816510.1|DSER
OG0000038	LOC108088914|XP_017042416.1|DFIC	LOC110189906|XP_020815830.1|DSER
OG0000039	LOC108097516|XP_017055329.1|DFIC	LOC110181782|XP_020805320.1|DSER
OG0000039	LOC108097515|XP_017055328.1|DFIC	LOC110181861|XP_020805441.1|DSER
OG0000039	LOC108095512|XP_017052111.1|DFIC	LOC110181937|XP_020805533.1|DSER
OG0000040	LOC108092229|XP_017047255.1|DFIC	LOC110177295|XP_020799616.1|DSER
OG0000040	LOC108087305|XP_017040113.1|DFIC	LOC110190225|XP_020816248.1|DSER
OG0000040	LOC108087307|XP_017040114.1|DFIC	LOC110190236|XP_020816258.1|DSER
OG0000040	LOC108092211|XP_017047228.1|DFIC	LOC110177298|XP_020799618.1|DSER, LOC110177453|XP_020799846.1|DSER
OG0000040	LOC108092212|XP_017047230.1|DFIC	LOC110177296|XP_020799617.1|DSER
OG0000040	LOC108092206|XP_017047224.1|DFIC	LOC110177417|XP_020799793.1|DSER
OG0000040	LOC108100764|XP_017060292.1|DFIC	LOC110186252|XP_020810992.1|DSER
OG0000041	LOC108095996|XP_017052831.1|DFIC	LOC110186567|XP_020811434.1|DSER
OG0000041	LOC108095939|XP_017052765.1|DFIC	LOC110186484|XP_020811330.1|DSER
OG0000041	LOC108095866|XP_017052659.1|DFIC	LOC110186805|XP_020811746.1|DSER, LOC110186801|XP_020811741.1|DSER, LOC110186551|XP_020811415.1|DSER
OG0000041	LOC108095867|XP_017052660.1|DFIC	LOC110186535|XP_020811395.1|DSER, LOC110186667|XP_020811591.1|DSER
OG0000042	LOC108090330|XP_017044433.1|DFIC	LOC110191593|XP_020818136.1|DSER
OG0000042	LOC108090327|XP_017044430.1|DFIC	LOC110191603|XP_020818147.1|DSER, LOC110191604|XP_020818149.1|DSER
OG0000042	LOC108090329|XP_017044432.1|DFIC	LOC110191595|XP_020818140.1|DSER
OG0000042	LOC108090333|XP_017044437.1|DFIC, LOC108090332|XP_017044435.1|DFIC, LOC108090338|XP_017044443.1|DFIC, LOC108090337|XP_017044441.1|DFIC, LOC108090335|XP_017044439.1|DFIC, LOC108090336|XP_017044440.1|DFIC, LOC108090328|XP_017044431.1|DFIC	LOC110191594|XP_020818138.1|DSER, LOC110191596|XP_020818141.1|DSER, LOC110191698|XP_020818273.1|DSER, LOC110191696|XP_020818271.1|DSER, LOC110191597|XP_020818142.1|DSER
OG0000042	LOC108090331|XP_017044434.1|DFIC	LOC110191697|XP_020818272.1|DSER, LOC110191695|XP_020818269.1|DSER
OG0000043	LOC108087389|XP_017040220.1|DFIC	LOC110187856|XP_020813000.1|DSER
OG0000043	LOC108087351|XP_017040180.1|DFIC	LOC110188004|XP_020813185.1|DSER
OG0000043	LOC108092195|XP_017047211.1|DFIC	LOC110187778|XP_020812905.1|DSER, LOC110187703|XP_020812796.1|DSER, LOC110187702|XP_020812795.1|DSER
OG0000043	LOC108087099|XP_017039770.1|DFIC	LOC110187858|XP_020813002.1|DSER
OG0000043	LOC108086831|XP_017039366.1|DFIC	LOC110191369|XP_020817880.1|DSER
OG0000043	LOC108087388|XP_017040219.1|DFIC	LOC110187786|XP_020812917.1|DSER
OG0000044	LOC108095953|XP_017052779.1|DFIC	LOC110186554|XP_020811416.1|DSER, LOC110186305|XP_020811085.1|DSER
OG0000044	LOC108095656|XP_017052310.1|DFIC, LOC108095674|XP_017052331.1|DFIC	LOC110186559|XP_020811423.1|DSER, LOC110186558|XP_020811422.1|DSER
OG0000044	LOC108095707|XP_017052368.1|DFIC, LOC108095664|XP_017052318.1|DFIC	LOC110186306|XP_020811086.1|DSER, LOC110186581|XP_020811453.1|DSER
OG0000044	LOC108096011|XP_017052849.1|DFIC	LOC110186555|XP_020811417.1|DSER
OG0000044	LOC108095670|XP_017052324.1|DFIC	LOC110186661|XP_020811584.1|DSER
OG0000044	LOC108102017|XP_017062104.1|DFIC	LOC110186693|XP_020811620.1|DSER
OG0000045	LOC108099782|XP_017058900.1|DFIC	LOC110178672|XP_020801529.1|DSER
OG0000045	LOC108099776|XP_017058894.1|DFIC, LOC108099783|XP_017058901.1|DFIC	LOC110178605|XP_020801449.1|DSER, LOC110178606|XP_020801450.1|DSER
