Orthogroup	DFIC.longest_only	DKIK.longest_only
OG0000016	LOC108093583|XP_017049197.1|DFIC	LOC108075195|XP_017023019.1|DKIK
OG0000017	LOC108098017|XP_017056155.1|DFIC	LOC108083777|XP_017035189.1|DKIK
OG0000017	LOC108101533|XP_017061396.1|DFIC	LOC108076702|XP_017025149.1|DKIK
OG0000017	LOC108099991|XP_017059177.1|DFIC	LOC108074963|XP_017022684.1|DKIK
OG0000017	LOC108097740|XP_017055736.1|DFIC	LOC108085024|XP_017036959.1|DKIK
OG0000017	LOC108095642|XP_017052296.1|DFIC	LOC108083626|XP_017034986.1|DKIK
OG0000017	LOC108087716|XP_017040726.1|DFIC	LOC108076532|XP_017024932.1|DKIK
OG0000017	LOC108099990|XP_017059176.1|DFIC	LOC108070625|XP_017016677.1|DKIK
OG0000017	LOC108087715|XP_017040725.1|DFIC	LOC108076530|XP_017024931.1|DKIK
OG0000017	LOC108094147|XP_017050074.1|DFIC, LOC108094148|XP_017050075.1|DFIC	LOC108074314|XP_017021803.1|DKIK, LOC108074298|XP_017021778.1|DKIK, LOC108074287|XP_017021766.1|DKIK
OG0000018	LOC108093126|XP_017048560.1|DFIC	LOC108071595|XP_017017864.1|DKIK
OG0000018	LOC108093128|XP_017048562.1|DFIC	LOC108071573|XP_017017843.1|DKIK
OG0000018	LOC108093138|XP_017048572.1|DFIC, LOC108093140|XP_017048574.1|DFIC	LOC108071604|XP_017017875.1|DKIK
OG0000018	LOC108093137|XP_017048571.1|DFIC, LOC108093131|XP_017048565.1|DFIC, LOC108093271|XP_017048739.1|DFIC, LOC108093136|XP_017048569.1|DFIC	LOC108071599|XP_017017870.1|DKIK
OG0000019	LOC108086541|XP_017038967.1|DFIC	LOC108084990|XP_017036905.1|DKIK
OG0000019	LOC108086542|XP_017038968.1|DFIC, LOC108086544|XP_017038971.1|DFIC	LOC108084992|XP_017036907.1|DKIK, LOC108084993|XP_017036908.1|DKIK
OG0000019	LOC108086535|XP_017038961.1|DFIC	LOC108084902|XP_017036785.1|DKIK
OG0000019	LOC108086543|XP_017038970.1|DFIC	LOC108084991|XP_017036906.1|DKIK
OG0000019	LOC108086538|XP_017038965.1|DFIC, LOC108086540|XP_017038966.1|DFIC	LOC108084988|XP_017036903.1|DKIK, LOC108084989|XP_017036904.1|DKIK
OG0000020	LOC108086571|XP_017039016.1|DFIC	LOC108075744|XP_017023787.1|DKIK
OG0000020	LOC108087826|XP_017040886.1|DFIC	LOC108082576|XP_017033522.1|DKIK
OG0000020	LOC108100979|XP_017060622.1|DFIC	LOC108074835|XP_017022525.1|DKIK
OG0000020	LOC108101093|XP_017060792.1|DFIC	LOC108077930|XP_017026994.1|DKIK
OG0000020	LOC108102060|XP_017062180.1|DFIC	LOC108072156|XP_017018689.1|DKIK
OG0000020	LOC108089992|XP_017043983.1|DFIC	LOC108074862|XP_017022564.1|DKIK
OG0000020	LOC108101220|XP_017060958.1|DFIC	LOC108074823|XP_017022510.1|DKIK
OG0000021	LOC108090792|XP_017045128.1|DFIC	LOC108072344|XP_017018923.1|DKIK
OG0000021	LOC108090653|XP_017044920.1|DFIC	LOC108085116|XP_017037095.1|DKIK
OG0000021	LOC108093638|XP_017049284.1|DFIC	LOC108072889|XP_017019701.1|DKIK
OG0000021	LOC108095541|XP_017052159.1|DFIC	LOC108083858|XP_017035332.1|DKIK
OG0000021	LOC108091979|XP_017046877.1|DFIC	LOC108073195|XP_017020199.1|DKIK
OG0000021	LOC108088013|XP_017041113.1|DFIC	LOC108077813|XP_017026825.1|DKIK
OG0000021	LOC108094694|XP_017050914.1|DFIC	LOC108080856|XP_017031249.1|DKIK
OG0000022	LOC108093677|XP_017049345.1|DFIC	LOC108082382|XP_017033212.1|DKIK
OG0000022	LOC108100202|XP_017059465.1|DFIC	LOC108071489|XP_017017741.1|DKIK
OG0000022	LOC108100307|XP_017059595.1|DFIC	LOC108071491|XP_017017743.1|DKIK
OG0000022	LOC108100304|XP_017059591.1|DFIC	LOC108071509|XP_017017764.1|DKIK
OG0000023	LOC108096128|XP_017052994.1|DFIC	LOC108084053|XP_017035561.1|DKIK, LOC108083993|XP_017035496.1|DKIK, LOC108083994|XP_017035497.1|DKIK
OG0000023	LOC108096606|XP_017053802.1|DFIC	LOC108078099|XP_017027186.1|DKIK
OG0000023	LOC108096118|XP_017052982.1|DFIC	LOC108084052|XP_017035560.1|DKIK
OG0000023	LOC108096119|XP_017052984.1|DFIC	LOC108084215|XP_017035827.1|DKIK
OG0000023	LOC108096117|XP_017052981.1|DFIC	LOC108084051|XP_017035559.1|DKIK
OG0000023	LOC108096114|XP_017052979.1|DFIC	LOC108084214|XP_017035825.1|DKIK
OG0000024	LOC108086467|XP_017038883.1|DFIC	LOC108078191|XP_017027348.1|DKIK
OG0000024	LOC108086472|XP_017038887.1|DFIC	LOC108078192|XP_017027349.1|DKIK
OG0000024	LOC108098296|XP_017056595.1|DFIC	LOC108072495|XP_017019150.1|DKIK
OG0000024	LOC108086381|XP_017038771.1|DFIC	LOC108078211|XP_017027385.1|DKIK
OG0000024	LOC108094860|XP_017051169.1|DFIC	LOC108070821|XP_017016922.1|DKIK
OG0000025	LOC108088651|XP_017042067.1|DFIC	LOC108083463|XP_017034734.1|DKIK, LOC108086239|XP_017038600.1|DKIK
OG0000026	LOC108091247|XP_017045848.1|DFIC	LOC108074121|XP_017021510.1|DKIK
OG0000026	LOC108093407|XP_017048931.1|DFIC	LOC108072841|XP_017019625.1|DKIK
OG0000026	LOC108101707|XP_017061633.1|DFIC, LOC108101666|XP_017061574.1|DFIC	LOC108079334|XP_017029126.1|DKIK
OG0000026	LOC108091826|XP_017046693.1|DFIC	LOC108070686|XP_017016752.1|DKIK
OG0000026	LOC108098549|XP_017057035.1|DFIC, LOC108098463|XP_017056857.1|DFIC	LOC108075406|XP_017023320.1|DKIK
OG0000027	LOC108100821|XP_017060378.1|DFIC	LOC108079592|XP_017029427.1|DKIK
OG0000027	LOC108100819|XP_017060376.1|DFIC	LOC108079587|XP_017029421.1|DKIK
OG0000027	LOC108100820|XP_017060377.1|DFIC	LOC108079588|XP_017029422.1|DKIK
OG0000029	LOC108090681|XP_017044956.1|DFIC	LOC108077932|XP_017026959.1|DKIK, LOC108076869|XP_017025387.1|DKIK
OG0000029	LOC108100972|XP_017060614.1|DFIC	LOC108085551|XP_017037679.1|DKIK
OG0000029	LOC108099785|XP_017058903.1|DFIC	LOC108080624|XP_017030937.1|DKIK
OG0000030	LOC108093480|XP_017049055.1|DFIC, LOC108100317|XP_017059651.1|DFIC	LOC108075768|XP_017023819.1|DKIK
OG0000030	LOC108093469|XP_017049043.1|DFIC	LOC108075896|XP_017024005.1|DKIK
OG0000030	LOC108093479|XP_017049053.1|DFIC	LOC108075779|XP_017023830.1|DKIK
OG0000030	LOC108092343|XP_017047369.1|DFIC, LOC108092288|XP_017047312.1|DFIC	LOC108077325|XP_017026102.1|DKIK
OG0000030	LOC108087621|XP_017040552.1|DFIC	LOC108076242|XP_017024479.1|DKIK
OG0000030	LOC108091341|XP_017045978.1|DFIC	LOC108083344|XP_017034576.1|DKIK
OG0000030	LOC108088560|XP_017041895.1|DFIC	LOC108079999|XP_017030054.1|DKIK
OG0000031	LOC108087846|XP_017040950.1|DFIC, LOC108094523|XP_017050614.1|DFIC, LOC108100476|XP_017059897.1|DFIC	LOC108082121|XP_017032911.1|DKIK
OG0000031	LOC108092296|XP_017047319.1|DFIC	LOC108075780|XP_017023827.1|DKIK
OG0000031	LOC108089228|XP_017042875.1|DFIC	LOC108077225|XP_017025972.1|DKIK
OG0000032	LOC108088062|XP_017041192.1|DFIC	LOC108077711|XP_017026651.1|DKIK
OG0000032	LOC108088066|XP_017041199.1|DFIC	LOC108077714|XP_017026653.1|DKIK
OG0000032	LOC108087979|XP_017041070.1|DFIC	LOC108077612|XP_017026507.1|DKIK
OG0000032	LOC108087896|XP_017040963.1|DFIC	LOC108077846|XP_017026865.1|DKIK
OG0000032	LOC108087899|XP_017040966.1|DFIC	LOC108077828|XP_017026842.1|DKIK
OG0000033	LOC108102066|XP_017062199.1|DFIC	LOC108080886|XP_017031277.1|DKIK, LOC108080887|XP_017031279.1|DKIK, LOC108081203|XP_017031760.1|DKIK
OG0000033	LOC108094281|XP_017050264.1|DFIC	LOC108080716|XP_017031056.1|DKIK
OG0000033	LOC108094283|XP_017050266.1|DFIC	LOC108080717|XP_017031057.1|DKIK
OG0000033	LOC108094282|XP_017050265.1|DFIC	LOC108080718|XP_017031058.1|DKIK
OG0000033	LOC108098498|XP_017056906.1|DFIC	LOC108084001|XP_017035503.1|DKIK
OG0000033	LOC108098495|XP_017056904.1|DFIC	LOC108076855|XP_017025374.1|DKIK
OG0000034	LOC108098181|XP_017056403.1|DFIC, LOC108090289|XP_017044389.1|DFIC, LOC108098175|XP_017056397.1|DFIC, LOC108098172|XP_017056394.1|DFIC	LOC108076887|XP_017025407.1|DKIK, LOC108076912|XP_017025444.1|DKIK
OG0000034	LOC108098179|XP_017056401.1|DFIC	LOC108076836|XP_017025354.1|DKIK
OG0000034	LOC108098285|XP_017056581.1|DFIC	LOC108076909|XP_017025438.1|DKIK, LOC108077295|XP_017026063.1|DKIK
OG0000034	LOC108098386|XP_017056743.1|DFIC, LOC108087083|XP_017039752.1|DFIC, LOC108087380|XP_017040209.1|DFIC	LOC108082752|XP_017033757.1|DKIK, LOC108082754|XP_017033758.1|DKIK
OG0000034	LOC108093450|XP_017049013.1|DFIC	LOC108082755|XP_017033759.1|DKIK
OG0000035	LOC108090078|XP_017044070.1|DFIC	LOC108072805|XP_017019589.1|DKIK, LOC108074192|XP_017021623.1|DKIK
OG0000035	LOC108102183|XP_017062377.1|DFIC	LOC108080462|XP_017030689.1|DKIK, LOC108072151|XP_017018687.1|DKIK
OG0000035	LOC108093569|XP_017049153.1|DFIC	LOC108078054|XP_017027107.1|DKIK, LOC108081786|XP_017032493.1|DKIK
OG0000035	LOC108090828|XP_017045178.1|DFIC, LOC108096830|XP_017054224.1|DFIC, LOC108087561|XP_017040477.1|DFIC, LOC108100301|XP_017059592.1|DFIC, LOC108089887|XP_017043878.1|DFIC	LOC108084695|XP_017036518.1|DKIK, LOC108077135|XP_017025839.1|DKIK, LOC108081469|XP_017032150.1|DKIK, LOC108084509|XP_017036235.1|DKIK
OG0000036	LOC108096138|XP_017053007.1|DFIC	LOC108084034|XP_017035539.1|DKIK
OG0000036	LOC108097979|XP_017056090.1|DFIC	LOC108081215|XP_017031778.1|DKIK
OG0000036	LOC108098533|XP_017057003.1|DFIC	LOC108080827|XP_017031220.1|DKIK
OG0000036	LOC108087237|XP_017040017.1|DFIC	LOC108081087|XP_017031565.1|DKIK
OG0000037	LOC108087844|XP_017040913.1|DFIC	LOC108082568|XP_017033513.1|DKIK
OG0000037	LOC108088042|XP_017041165.1|DFIC	LOC108073148|XP_017020150.1|DKIK
OG0000037	LOC108088040|XP_017041164.1|DFIC	LOC108073159|XP_017020158.1|DKIK
OG0000038	LOC108088854|XP_017042318.1|DFIC	LOC108083255|XP_017034451.1|DKIK
OG0000038	LOC108088914|XP_017042416.1|DFIC	LOC108083246|XP_017034442.1|DKIK
OG0000039	LOC108091791|XP_017046639.1|DFIC	LOC108081169|XP_017031714.1|DKIK
OG0000039	LOC108097516|XP_017055329.1|DFIC	LOC108071695|XP_017017998.1|DKIK
OG0000039	LOC108097515|XP_017055328.1|DFIC	LOC108071709|XP_017018018.1|DKIK
OG0000039	LOC108095512|XP_017052111.1|DFIC	LOC108082955|XP_017034059.1|DKIK
OG0000040	LOC108092229|XP_017047255.1|DFIC	LOC108070642|XP_017016699.1|DKIK
OG0000040	LOC108087305|XP_017040113.1|DFIC	LOC108084882|XP_017036766.1|DKIK
OG0000040	LOC108087307|XP_017040114.1|DFIC	LOC108084883|XP_017036767.1|DKIK
OG0000040	LOC108092211|XP_017047228.1|DFIC	LOC108070735|XP_017016822.1|DKIK, LOC108070736|XP_017016823.1|DKIK
OG0000040	LOC108092212|XP_017047230.1|DFIC	LOC108070662|XP_017016722.1|DKIK
OG0000040	LOC108092206|XP_017047224.1|DFIC	LOC108070710|XP_017016793.1|DKIK
OG0000040	LOC108100764|XP_017060292.1|DFIC	LOC108084976|XP_017036887.1|DKIK
OG0000041	LOC108095996|XP_017052831.1|DFIC	LOC108071265|XP_017017445.1|DKIK
OG0000041	LOC108095939|XP_017052765.1|DFIC	LOC108071358|XP_017017589.1|DKIK
OG0000041	LOC108095866|XP_017052659.1|DFIC	LOC108072005|XP_017018471.1|DKIK, LOC108072016|XP_017018485.1|DKIK
OG0000041	LOC108095867|XP_017052660.1|DFIC	LOC108072162|XP_017018696.1|DKIK, LOC108071355|XP_017017584.1|DKIK
OG0000042	LOC108090330|XP_017044433.1|DFIC	LOC108076653|XP_017025076.1|DKIK, LOC108076654|XP_017025077.1|DKIK, LOC108076655|XP_017025078.1|DKIK, LOC108076549|XP_017024949.1|DKIK
OG0000042	LOC108090327|XP_017044430.1|DFIC	LOC108076658|XP_017025082.1|DKIK
OG0000042	LOC108090329|XP_017044432.1|DFIC	LOC108076656|XP_017025079.1|DKIK
OG0000042	LOC108090333|XP_017044437.1|DFIC, LOC108090332|XP_017044435.1|DFIC, LOC108090338|XP_017044443.1|DFIC, LOC108090337|XP_017044441.1|DFIC, LOC108090335|XP_017044439.1|DFIC, LOC108090336|XP_017044440.1|DFIC, LOC108090328|XP_017044431.1|DFIC	LOC108076652|XP_017025074.1|DKIK, LOC108076661|XP_017025084.1|DKIK, LOC108076660|XP_017025083.1|DKIK
OG0000042	LOC108090331|XP_017044434.1|DFIC	LOC108076657|XP_017025080.1|DKIK
OG0000043	LOC108087389|XP_017040220.1|DFIC	LOC108081486|XP_017032174.1|DKIK
OG0000043	LOC108087351|XP_017040180.1|DFIC	LOC108081508|XP_017032216.1|DKIK
OG0000043	LOC108087056|XP_017039721.1|DFIC	LOC108081485|XP_017032173.1|DKIK
OG0000043	LOC108092195|XP_017047211.1|DFIC	LOC108081478|XP_017032164.1|DKIK, LOC108081500|XP_017032208.1|DKIK
OG0000043	LOC108087099|XP_017039770.1|DFIC	LOC108081483|XP_017032171.1|DKIK
OG0000043	LOC108086831|XP_017039366.1|DFIC	LOC108086038|XP_017038347.1|DKIK
