Orthogroup	DFIC.longest_only	DSUZ.longest_only
OG0000004	LOC108098156|XP_017056380.1|DFIC	LOC118879510|XP_036678268.1|DSUZ, LOC108016323|XP_016938449.2|DSUZ, LOC118877303|XP_036671346.1|DSUZ, LOC118879250|XP_036678028.1|DSUZ, LOC118879509|XP_036678267.1|DSUZ, LOC118879267|XP_036678044.1|DSUZ, LOC118879249|XP_036678027.1|DSUZ, LOC118879639|XP_036678427.1|DSUZ, LOC118877305|XP_036671351.1|DSUZ, LOC118879640|XP_036678428.1|DSUZ
OG0000005	LOC108094052|XP_017049981.1|DFIC	LOC118879271|XP_036678048.1|DSUZ, LOC118879262|XP_036678038.1|DSUZ, LOC118879260|XP_036678036.1|DSUZ, LOC118879641|XP_036678429.1|DSUZ, LOC118877314|XP_036671399.1|DSUZ, LOC118879261|XP_036678037.1|DSUZ, LOC118879270|XP_036678047.1|DSUZ, LOC118879258|XP_036678034.1|DSUZ, LOC108016328|XP_036678434.1|DSUZ, LOC118879259|XP_036678035.1|DSUZ, LOC118879512|XP_036678269.1|DSUZ, LOC118877313|XP_036671386.1|DSUZ, LOC118879647|XP_036678435.1|DSUZ, LOC118879752|XP_036678579.1|DSUZ, LOC108016497|XP_016938653.1|DSUZ
OG0000005	LOC108102298|XP_017038659.1|DFIC	LOC108016330|XP_016938455.2|DSUZ
OG0000006	LOC108098248|XP_017056531.1|DFIC	LOC108016327|XP_016938453.2|DSUZ
OG0000006	LOC108102292|XP_017062541.1|DFIC, LOC108102287|XP_017062528.1|DFIC	LOC118879645|XP_036678432.1|DSUZ
OG0000007	LOC108099856|XP_017058991.1|DFIC	LOC108004804|XP_016923359.1|DSUZ
OG0000007	LOC108093252|XP_017048717.1|DFIC	LOC118877416|XP_036672028.1|DSUZ
OG0000007	LOC108093253|XP_017048718.1|DFIC	LOC108013025|XP_016934104.1|DSUZ
OG0000007	LOC108093241|XP_017048705.1|DFIC	LOC108013029|XP_016934109.1|DSUZ
OG0000007	LOC108093034|XP_017048427.1|DFIC, LOC108093033|XP_017048426.1|DFIC	LOC108012496|XP_016933394.1|DSUZ
OG0000007	LOC108093169|XP_017048611.1|DFIC, LOC108093170|XP_017048612.1|DFIC	LOC108012288|XP_016933078.2|DSUZ
OG0000007	LOC108093261|XP_017048727.1|DFIC	LOC108013028|XP_016934108.1|DSUZ, LOC108013026|XP_016934106.1|DSUZ
OG0000007	LOC108089978|XP_017043968.1|DFIC	LOC118879795|XP_036678702.1|DSUZ
OG0000007	LOC108090582|XP_017044820.1|DFIC	LOC108019834|XP_016943342.1|DSUZ
OG0000007	LOC108099497|XP_017058547.1|DFIC	LOC108017241|XP_036675632.1|DSUZ
OG0000007	LOC108089778|XP_017043661.1|DFIC	LOC118876800|XP_036668611.1|DSUZ
OG0000007	LOC108088955|XP_017042464.1|DFIC	LOC108012353|XP_016933194.1|DSUZ
OG0000007	LOC108088950|XP_017042460.1|DFIC	LOC108012354|XP_016933195.2|DSUZ
OG0000007	LOC108089918|XP_017043889.1|DFIC, LOC108089772|XP_017043652.1|DFIC	LOC108009076|XP_016928638.2|DSUZ, LOC108021082|XP_016945089.1|DSUZ, LOC108006463|XP_036673918.1|DSUZ
OG0000007	LOC108093153|XP_017048589.1|DFIC	LOC108013030|XP_016934110.1|DSUZ
OG0000008	LOC108101034|XP_017060691.1|DFIC	LOC108014183|XP_016935707.1|DSUZ
OG0000008	LOC108100331|XP_017059630.1|DFIC	LOC118877368|XP_036671791.1|DSUZ
OG0000008	LOC108093477|XP_017049051.1|DFIC	LOC108007042|XP_016926141.1|DSUZ
OG0000008	LOC108100333|XP_017059632.1|DFIC	LOC108020009|XP_016943583.1|DSUZ
OG0000008	LOC108091741|XP_017046574.1|DFIC, LOC108091742|XP_017046575.1|DFIC	LOC108014242|XP_016935768.1|DSUZ
OG0000008	LOC108091746|XP_017046577.1|DFIC	LOC108014245|XP_016935771.2|DSUZ
OG0000008	LOC108091769|XP_017046605.1|DFIC	LOC108006378|XP_036675047.1|DSUZ
OG0000008	LOC108091757|XP_017046589.1|DFIC	LOC108014235|XP_016935760.2|DSUZ
OG0000008	LOC108091754|XP_017046587.1|DFIC	LOC108014237|XP_016935761.1|DSUZ
OG0000008	LOC108091767|XP_017046601.1|DFIC	LOC118878011|XP_036674950.1|DSUZ
OG0000009	LOC108101115|XP_017060823.1|DFIC	LOC108014185|XP_016935709.1|DSUZ
OG0000009	LOC108101125|XP_017060838.1|DFIC	LOC108014181|XP_016935705.2|DSUZ
OG0000009	LOC108093288|XP_017048753.1|DFIC	LOC108011538|XP_036673111.1|DSUZ
OG0000009	LOC108101126|XP_017060839.1|DFIC, LOC108101038|XP_017060695.1|DFIC, LOC108101022|XP_017060677.1|DFIC, LOC108101074|XP_017060756.1|DFIC	LOC108015574|XP_036672879.1|DSUZ
OG0000009	LOC108101116|XP_017060824.1|DFIC	LOC108014176|XP_016935699.1|DSUZ
OG0000009	LOC108101809|XP_017061774.1|DFIC	LOC108008708|XP_016928093.1|DSUZ
OG0000009	LOC108088079|XP_017041220.1|DFIC	LOC108019245|XP_036673765.1|DSUZ
OG0000009	LOC108086769|XP_017039304.1|DFIC	LOC108008467|XP_016927811.1|DSUZ
OG0000009	LOC108086655|XP_017039128.1|DFIC	LOC108008503|XP_016927857.1|DSUZ
OG0000010	LOC108098255|XP_017056544.1|DFIC	LOC118879650|XP_036678438.1|DSUZ, LOC118879272|XP_036678049.1|DSUZ, LOC108014626|XP_016936278.1|DSUZ, LOC118879273|XP_036678050.1|DSUZ
OG0000010	LOC108086289|XP_017038672.1|DFIC	LOC118878854|XP_036677774.1|DSUZ, LOC118877836|XP_036673914.1|DSUZ
OG0000010	LOC108101428|XP_017061247.1|DFIC	LOC108006791|XP_016925829.1|DSUZ
OG0000011	LOC108101273|XP_017061049.1|DFIC	LOC108005601|XP_016924394.1|DSUZ
OG0000011	LOC108100009|XP_017059202.1|DFIC	LOC108015328|XP_036678699.1|DSUZ
OG0000011	LOC108101289|XP_017061078.1|DFIC	LOC108007943|XP_016927205.1|DSUZ
OG0000011	LOC108100104|XP_017059339.1|DFIC	LOC108011057|XP_016931608.2|DSUZ, LOC108017249|XP_016939743.2|DSUZ, LOC108005644|XP_016924447.2|DSUZ, LOC108006711|XP_036671367.1|DSUZ, LOC108020533|XP_016944364.2|DSUZ, LOC108018712|XP_036678677.1|DSUZ
OG0000011	LOC108098171|XP_017056393.1|DFIC	LOC108014635|XP_016936289.1|DSUZ
OG0000011	LOC108095556|XP_017052180.1|DFIC	LOC108005222|XP_016923902.1|DSUZ
OG0000011	LOC108086883|XP_017039433.1|DFIC	LOC108012408|XP_016933257.1|DSUZ
OG0000011	LOC108086913|XP_017039476.1|DFIC	LOC108012407|XP_016933256.1|DSUZ
OG0000011	LOC108098799|XP_017057429.1|DFIC	LOC118877899|XP_036674305.1|DSUZ
OG0000012	LOC108096904|XP_017054341.1|DFIC	LOC108010292|XP_016930652.1|DSUZ
OG0000012	LOC108096903|XP_017054340.1|DFIC	LOC108009919|XP_016930137.1|DSUZ
OG0000012	LOC108096929|XP_017054370.1|DFIC	LOC108009918|XP_016930133.2|DSUZ
OG0000012	LOC108096943|XP_017054393.1|DFIC	LOC108010305|XP_016930677.1|DSUZ
OG0000012	LOC108096563|XP_017053746.1|DFIC	LOC108008112|XP_016927391.1|DSUZ
OG0000012	LOC108096571|XP_017053756.1|DFIC	LOC108008893|XP_036669248.1|DSUZ
OG0000012	LOC108086628|XP_017039092.1|DFIC	LOC108008513|XP_016927870.1|DSUZ
OG0000012	LOC108086618|XP_017039083.1|DFIC	LOC108008168|XP_036669662.1|DSUZ
OG0000012	LOC108086755|XP_017039283.1|DFIC	LOC108009570|XP_016929524.1|DSUZ
OG0000012	LOC108086630|XP_017039094.1|DFIC	LOC108009572|XP_016929528.1|DSUZ
OG0000012	LOC108086627|XP_017039091.1|DFIC	LOC108009569|XP_016929521.1|DSUZ
OG0000012	LOC108086756|XP_017039284.1|DFIC	LOC108009571|XP_016929527.1|DSUZ
OG0000013	LOC108101557|XP_017061445.1|DFIC	LOC108009479|XP_016929350.1|DSUZ
OG0000013	LOC108101682|XP_017061593.1|DFIC	LOC108005296|XP_016923987.1|DSUZ
OG0000013	LOC108098830|XP_017057474.1|DFIC	LOC108004911|XP_016923486.2|DSUZ
OG0000013	LOC108086910|XP_017039470.1|DFIC	LOC108012921|XP_016933934.1|DSUZ
OG0000013	LOC108087118|XP_017039788.1|DFIC	LOC108018484|XP_016941530.2|DSUZ
OG0000013	LOC108091996|XP_017046910.1|DFIC	LOC108015759|XP_036673283.1|DSUZ
OG0000013	LOC108102250|XP_017062487.1|DFIC, LOC108087940|XP_017041016.1|DFIC	LOC108007391|XP_016926534.2|DSUZ
OG0000015	LOC108098206|XP_017056435.1|DFIC	LOC108015638|XP_016937623.1|DSUZ
OG0000015	LOC108098169|XP_017056391.1|DFIC, LOC108098170|XP_017056392.1|DFIC	LOC108012737|XP_016933663.2|DSUZ
OG0000015	LOC108092527|XP_017047639.1|DFIC	LOC108009237|XP_016928898.1|DSUZ
OG0000015	LOC108094095|XP_017050008.1|DFIC	LOC108010739|XP_036668651.1|DSUZ, LOC108012550|XP_016933490.1|DSUZ
OG0000015	LOC108094122|XP_017050032.1|DFIC	LOC108010859|XP_016931327.1|DSUZ
OG0000015	LOC108099798|XP_017058915.1|DFIC, LOC108099788|XP_017058906.1|DFIC, LOC108099784|XP_017058902.1|DFIC, LOC108099708|XP_017058819.1|DFIC, LOC108099813|XP_017058931.1|DFIC, LOC108099796|XP_017058913.1|DFIC, LOC108099792|XP_017058910.1|DFIC, LOC108099709|XP_017058820.1|DFIC, LOC108099710|XP_017058821.1|DFIC, LOC108099711|XP_017058822.1|DFIC	LOC108012640|XP_016933551.1|DSUZ
OG0000015	LOC108100911|XP_017060514.1|DFIC, LOC108100840|XP_017060402.1|DFIC	LOC108009429|XP_016929253.1|DSUZ, LOC108018082|XP_016941013.1|DSUZ
OG0000015	LOC108100786|XP_017060316.1|DFIC, LOC108100835|XP_017060395.1|DFIC, LOC108100853|XP_017060421.1|DFIC, LOC108100833|XP_017060393.1|DFIC	LOC108018900|XP_016941980.1|DSUZ
OG0000015	LOC108086461|XP_017038876.1|DFIC	LOC108010103|XP_016930413.1|DSUZ
OG0000016	LOC108091644|XP_017046435.1|DFIC	LOC108019413|XP_016942724.1|DSUZ
OG0000016	LOC108095161|XP_017051608.1|DFIC	LOC108009286|XP_016929004.1|DSUZ
OG0000016	LOC108088049|XP_017041175.1|DFIC	LOC108008079|XP_016927358.2|DSUZ
OG0000016	LOC108090474|XP_017044659.1|DFIC	LOC108009982|XP_016930246.1|DSUZ
OG0000016	LOC108092889|XP_017048224.1|DFIC	LOC108011133|XP_016931695.1|DSUZ
OG0000016	LOC108091135|XP_017045658.1|DFIC	LOC108010965|XP_016931470.1|DSUZ
OG0000016	LOC108096392|XP_017053452.1|DFIC	LOC108006430|XP_016925443.1|DSUZ
OG0000016	LOC108093583|XP_017049197.1|DFIC	LOC108007764|XP_016927008.1|DSUZ
OG0000017	LOC108098017|XP_017056155.1|DFIC	LOC108018993|XP_036676279.1|DSUZ
OG0000017	LOC108101533|XP_017061396.1|DFIC	LOC108009448|XP_016929291.1|DSUZ
OG0000017	LOC108099991|XP_017059177.1|DFIC	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ
OG0000017	LOC108097740|XP_017055736.1|DFIC	LOC108006071|XP_036673105.1|DSUZ
OG0000017	LOC108087716|XP_017040726.1|DFIC	LOC108009905|XP_016930117.1|DSUZ
OG0000017	LOC108099990|XP_017059176.1|DFIC	LOC108019403|XP_016942713.1|DSUZ
OG0000017	LOC108087715|XP_017040725.1|DFIC	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ
OG0000017	LOC108094147|XP_017050074.1|DFIC, LOC108094148|XP_017050075.1|DFIC	LOC108010173|XP_036669903.1|DSUZ
OG0000018	LOC108093126|XP_017048560.1|DFIC	LOC108012738|XP_016933660.1|DSUZ
OG0000018	LOC108093128|XP_017048562.1|DFIC	LOC108012644|XP_016933559.1|DSUZ
OG0000018	LOC108093130|XP_017048564.1|DFIC	LOC108012663|XP_016933579.1|DSUZ
OG0000018	LOC108093138|XP_017048572.1|DFIC	LOC108012710|XP_016933628.2|DSUZ, LOC118877292|XP_036671250.1|DSUZ
OG0000018	LOC108093137|XP_017048571.1|DFIC, LOC108093131|XP_017048565.1|DFIC, LOC108093271|XP_017048739.1|DFIC, LOC108093136|XP_017048569.1|DFIC	LOC108013582|XP_016934999.1|DSUZ
OG0000019	LOC108086541|XP_017038967.1|DFIC	LOC108016142|XP_016938246.1|DSUZ
OG0000019	LOC108086542|XP_017038968.1|DFIC	LOC108016122|XP_036675619.1|DSUZ
OG0000019	LOC108086544|XP_017038971.1|DFIC	LOC118878133|XP_036675618.1|DSUZ, LOC108016148|XP_016938252.2|DSUZ
OG0000019	LOC108086535|XP_017038961.1|DFIC	LOC108016158|XP_036675606.1|DSUZ
OG0000019	LOC108086543|XP_017038970.1|DFIC	LOC108016141|XP_016938245.1|DSUZ
OG0000019	LOC108086538|XP_017038965.1|DFIC	LOC108016139|XP_016938240.1|DSUZ
OG0000019	LOC108086540|XP_017038966.1|DFIC	LOC108016146|XP_016938250.2|DSUZ
OG0000020	LOC108086571|XP_017039016.1|DFIC	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ
OG0000020	LOC108087826|XP_017040886.1|DFIC	LOC108009233|XP_016928887.1|DSUZ
OG0000020	LOC108100979|XP_017060622.1|DFIC	LOC108021143|XP_036673557.1|DSUZ
OG0000020	LOC108101093|XP_017060792.1|DFIC	LOC108015714|XP_036672549.1|DSUZ
OG0000020	LOC108102060|XP_017062180.1|DFIC	LOC108010610|XP_036674725.1|DSUZ
OG0000020	LOC108089992|XP_017043983.1|DFIC	LOC108021708|XP_016946031.1|DSUZ
OG0000020	LOC108101220|XP_017060958.1|DFIC	LOC108021147|XP_016945207.1|DSUZ
OG0000021	LOC108090792|XP_017045128.1|DFIC	LOC108009589|XP_016929550.1|DSUZ
OG0000021	LOC108090653|XP_017044920.1|DFIC	LOC108009874|XP_016930066.1|DSUZ
OG0000021	LOC108093638|XP_017049284.1|DFIC	LOC108008720|XP_016928109.1|DSUZ
OG0000021	LOC108095541|XP_017052159.1|DFIC	LOC108012220|XP_036675724.1|DSUZ
OG0000021	LOC108091979|XP_017046877.1|DFIC	LOC108006427|XP_036673222.1|DSUZ
OG0000021	LOC108088013|XP_017041113.1|DFIC	LOC108018719|XP_036672548.1|DSUZ
OG0000021	LOC108094694|XP_017050914.1|DFIC	LOC108005418|XP_036676931.1|DSUZ
OG0000022	LOC108093677|XP_017049345.1|DFIC	LOC108008926|XP_016928324.1|DSUZ
OG0000022	LOC108100202|XP_017059465.1|DFIC	LOC108012621|XP_016933529.1|DSUZ, LOC108012689|XP_016933606.1|DSUZ
OG0000022	LOC108100308|XP_017059596.1|DFIC	LOC108013020|XP_016934100.1|DSUZ, LOC108013019|XP_016934099.1|DSUZ, LOC118877165|XP_036670261.1|DSUZ
OG0000022	LOC108100304|XP_017059591.1|DFIC	LOC108013021|XP_016934101.1|DSUZ, LOC108013023|XP_016934102.2|DSUZ
OG0000022	LOC108100302|XP_017059589.1|DFIC	LOC108013018|XP_016934098.1|DSUZ
OG0000023	LOC108096120|XP_017052985.1|DFIC	LOC108013955|XP_036675219.1|DSUZ
OG0000023	LOC108096122|XP_017052987.1|DFIC	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ
OG0000023	LOC108096128|XP_017052994.1|DFIC	LOC108019337|XP_016942646.2|DSUZ
OG0000023	LOC108096606|XP_017053802.1|DFIC	LOC108009166|XP_016928770.1|DSUZ
OG0000023	LOC108096129|XP_017052995.1|DFIC	LOC108018731|XP_036675082.1|DSUZ
OG0000023	LOC108096118|XP_017052982.1|DFIC	LOC108013954|XP_016935453.2|DSUZ
OG0000023	LOC108096119|XP_017052984.1|DFIC	LOC108013962|XP_016935466.1|DSUZ
OG0000023	LOC108096117|XP_017052981.1|DFIC	LOC108013947|XP_036675218.1|DSUZ
OG0000023	LOC108096114|XP_017052979.1|DFIC	LOC108013965|XP_016935470.1|DSUZ
OG0000024	LOC108086469|XP_017038885.1|DFIC	LOC108010072|XP_016930375.2|DSUZ
OG0000024	LOC108086411|XP_017038802.1|DFIC, LOC108086410|XP_017038801.1|DFIC	LOC118876895|XP_036668888.1|DSUZ, LOC118876966|XP_036669508.1|DSUZ, LOC118876934|XP_036669252.1|DSUZ
OG0000024	LOC108086467|XP_017038883.1|DFIC	LOC108010252|XP_016930594.2|DSUZ
OG0000024	LOC108086472|XP_017038887.1|DFIC	LOC108010071|XP_016930374.1|DSUZ
OG0000024	LOC108098296|XP_017056595.1|DFIC	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ
OG0000024	LOC108094860|XP_017051169.1|DFIC	LOC108019756|XP_016943207.1|DSUZ
OG0000025	LOC108088651|XP_017042067.1|DFIC	LOC108021408|XP_016945604.1|DSUZ, LOC108016763|XP_016939005.1|DSUZ
OG0000026	LOC108091247|XP_017045848.1|DFIC	LOC108004556|XP_016922979.1|DSUZ
OG0000026	LOC108093407|XP_017048931.1|DFIC	LOC108010503|XP_036668665.1|DSUZ
OG0000026	LOC108101707|XP_017061633.1|DFIC, LOC108101666|XP_017061574.1|DFIC	LOC108005489|XP_016924284.1|DSUZ
OG0000026	LOC108091826|XP_017046693.1|DFIC	LOC108014363|XP_016935943.1|DSUZ
OG0000026	LOC108098549|XP_017057035.1|DFIC, LOC108098463|XP_017056857.1|DFIC	LOC108013851|XP_016935328.2|DSUZ
OG0000027	LOC108100821|XP_017060378.1|DFIC	LOC118879783|XP_036678676.1|DSUZ
OG0000027	LOC108100819|XP_017060376.1|DFIC	LOC108021423|XP_016945624.1|DSUZ
OG0000027	LOC108100820|XP_017060377.1|DFIC	LOC108015770|XP_036678674.1|DSUZ
OG0000028	LOC108095297|XP_017051846.1|DFIC, LOC108095310|XP_017051872.1|DFIC, LOC108088858|XP_017042322.1|DFIC, LOC108088859|XP_017042323.1|DFIC	LOC118877530|XP_036672475.1|DSUZ, LOC108006594|XP_016925608.2|DSUZ, LOC118876756|XP_036670662.1|DSUZ
OG0000028	LOC108095285|XP_017051819.1|DFIC	LOC108017017|XP_036670659.1|DSUZ, LOC108017016|XP_036672473.1|DSUZ
OG0000028	LOC108089312|XP_017042978.1|DFIC	LOC118877366|XP_036671777.1|DSUZ
OG0000029	LOC108090681|XP_017044956.1|DFIC	LOC108008251|XP_016927530.2|DSUZ
OG0000029	LOC108100972|XP_017060614.1|DFIC	LOC108013363|XP_016938502.2|DSUZ
OG0000029	LOC108099785|XP_017058903.1|DFIC	LOC108019543|XP_016942870.2|DSUZ
OG0000030	LOC108093480|XP_017049055.1|DFIC, LOC108100317|XP_017059651.1|DFIC	LOC108013240|XP_036677776.1|DSUZ
OG0000030	LOC108093469|XP_017049043.1|DFIC	LOC108019494|XP_016942847.1|DSUZ
OG0000030	LOC108093479|XP_017049053.1|DFIC	LOC108012924|XP_016933943.1|DSUZ
OG0000030	LOC108092343|XP_017047369.1|DFIC, LOC108092288|XP_017047312.1|DFIC	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ
OG0000030	LOC108087621|XP_017040552.1|DFIC	LOC108008957|XP_016928357.1|DSUZ
OG0000030	LOC108091341|XP_017045978.1|DFIC	LOC108016627|XP_016938811.1|DSUZ
OG0000030	LOC108088560|XP_017041895.1|DFIC	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ
OG0000031	LOC108087846|XP_017040950.1|DFIC, LOC108094523|XP_017050614.1|DFIC, LOC108100476|XP_017059897.1|DFIC	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ, LOC108016065|XP_016938150.1|DSUZ
OG0000031	LOC108090611|XP_017044870.1|DFIC, LOC108090591|XP_017044831.1|DFIC	LOC108021690|XP_016946003.1|DSUZ
OG0000031	LOC108092296|XP_017047319.1|DFIC	LOC108008340|XP_016927698.1|DSUZ
OG0000031	LOC108089228|XP_017042875.1|DFIC	LOC108017973|XP_016940764.1|DSUZ
OG0000032	LOC108088062|XP_017041192.1|DFIC	LOC108018355|XP_036672792.1|DSUZ, LOC108018356|XP_036672750.1|DSUZ
OG0000032	LOC108088048|XP_017041174.1|DFIC	LOC108007773|XP_036672793.1|DSUZ
OG0000032	LOC108088066|XP_017041199.1|DFIC	LOC108018396|XP_036672794.1|DSUZ
OG0000032	LOC108087890|XP_017040957.1|DFIC	LOC108007821|XP_016927075.2|DSUZ
OG0000032	LOC108087896|XP_017040963.1|DFIC	LOC108018408|XP_016941455.1|DSUZ
OG0000032	LOC108087899|XP_017040966.1|DFIC	LOC118877584|XP_036672749.1|DSUZ
OG0000033	LOC108102066|XP_017062199.1|DFIC	LOC108007624|XP_036673594.1|DSUZ, LOC108007609|XP_016926803.2|DSUZ
OG0000033	LOC108089808|XP_017043694.1|DFIC	LOC118877527|XP_036672470.1|DSUZ, LOC108020436|XP_036671704.1|DSUZ
OG0000033	LOC108089807|XP_017043693.1|DFIC, LOC108089809|XP_017043695.1|DFIC, LOC108089769|XP_017043650.1|DFIC	LOC108010823|XP_016931314.1|DSUZ, LOC108012454|XP_016933333.1|DSUZ
OG0000033	LOC108091266|XP_017045867.1|DFIC	LOC108013705|XP_016935119.2|DSUZ
OG0000033	LOC108094281|XP_017050264.1|DFIC	LOC108017678|XP_016940276.1|DSUZ
OG0000033	LOC108094283|XP_017050266.1|DFIC	LOC108017971|XP_016940757.1|DSUZ
OG0000033	LOC108094282|XP_017050265.1|DFIC	LOC108017970|XP_016940756.2|DSUZ
OG0000033	LOC108098498|XP_017056906.1|DFIC	LOC108010515|XP_016930878.2|DSUZ
OG0000033	LOC108098495|XP_017056904.1|DFIC	LOC108013858|XP_016935336.2|DSUZ, LOC118878058|XP_036675136.1|DSUZ
OG0000034	LOC108098175|XP_017056397.1|DFIC, LOC108098172|XP_017056394.1|DFIC	LOC108021477|XP_016945708.1|DSUZ
