Orthogroup	DSER.longest_only	DSEC.longest_only
OG0000000	LOC110185197|XP_020809581.1|DSER	LOC6605446|XP_002030279.1|DSEC
OG0000002	LOC110191937|XP_020818616.1|DSER	LOC6609498|XP_002034183.1|DSEC
OG0000002	LOC110177829|XP_020800431.1|DSER	LOC6615482|XP_002039862.2|DSEC
OG0000002	LOC110177830|XP_020800433.1|DSER	LOC6615481|XP_002039861.2|DSEC
OG0000002	LOC110189677|XP_020815494.1|DSER	LOC6611325|XP_002035872.2|DSEC
OG0000002	LOC110189091|XP_020814726.1|DSER	LOC6619439|XP_032575015.1|DSEC
OG0000002	LOC110183312|XP_020807219.1|DSER, LOC110185879|XP_020810550.1|DSER	LOC6613615|XP_032570344.1|DSEC
OG0000003	LOC110177692|XP_020800174.1|DSER	LOC6609226|XP_032570279.1|DSEC
OG0000003	LOC110177680|XP_020800160.1|DSER	LOC6609227|XP_002033918.2|DSEC
OG0000003	LOC110177747|XP_020800264.1|DSER	LOC6609229|XP_032570278.1|DSEC
OG0000003	LOC110189782|XP_020815670.1|DSER	LOC6607893|XP_002032647.1|DSEC
OG0000003	LOC110177811|XP_020800360.1|DSER	LOC6609223|XP_002033914.2|DSEC
OG0000003	LOC110177698|XP_020800183.1|DSER	LOC116800691|XP_032572969.1|DSEC
OG0000003	LOC110177690|XP_020800172.1|DSER	LOC6609221|XP_002033912.1|DSEC
OG0000003	LOC110188514|XP_020813952.1|DSER	LOC6608196|XP_002032941.1|DSEC
OG0000003	LOC110176211|XP_020798142.1|DSER, LOC110176884|XP_020799030.1|DSER	LOC6608194|XP_002032939.1|DSEC
OG0000003	LOC110182737|XP_020806498.1|DSER	LOC6613508|XP_002037976.1|DSEC
OG0000007	LOC110184727|XP_020809014.1|DSER	LOC116800972|XP_032573823.1|DSEC
OG0000007	LOC110184726|XP_020809013.1|DSER	LOC6610954|XP_002035511.1|DSEC
OG0000007	LOC110182363|XP_020806064.1|DSER	LOC6613406|XP_032583270.1|DSEC
OG0000007	LOC110189366|XP_020815075.1|DSER	LOC6612871|XP_002037363.1|DSEC
OG0000007	LOC110186676|XP_020811602.1|DSER, LOC110186433|XP_020811275.1|DSER	LOC6612775|XP_032579057.1|DSEC
OG0000007	LOC110182364|XP_020806065.1|DSER	LOC6613407|XP_032570241.1|DSEC
OG0000007	LOC110190669|XP_020816933.1|DSER	LOC6604870|XP_002029715.1|DSEC
OG0000007	LOC110182358|XP_020806056.1|DSER, LOC110182357|XP_020806055.1|DSER, LOC110182316|XP_020806004.1|DSER	LOC6613405|XP_032574637.1|DSEC
OG0000007	LOC110184731|XP_020809018.1|DSER	LOC6610955|XP_032575304.1|DSEC
OG0000007	LOC110184732|XP_020809019.1|DSER	LOC6610956|XP_002035513.1|DSEC
OG0000008	LOC110188534|XP_020813940.1|DSER	LOC6619063|XP_002043304.1|DSEC
OG0000008	LOC110183610|XP_020807586.1|DSER	LOC6610740|XP_002035306.1|DSEC
OG0000008	LOC110183609|XP_020807585.1|DSER	LOC6610743|XP_002035309.1|DSEC
OG0000008	LOC110183997|XP_020808013.1|DSER	LOC6617678|XP_002041991.1|DSEC
OG0000008	LOC110183613|XP_020807591.1|DSER	LOC6610741|XP_002035307.2|DSEC
OG0000008	LOC110182844|XP_020806635.1|DSER	LOC6612353|XP_002036862.1|DSEC
OG0000008	LOC110191898|XP_020818543.1|DSER	LOC6614148|XP_002038601.1|DSEC, LOC116801716|XP_032578753.1|DSEC
OG0000008	LOC110191819|XP_020818443.1|DSER	LOC116801478|XP_032577234.1|DSEC
OG0000008	LOC110191725|XP_020818302.1|DSER	LOC6614149|XP_002038602.2|DSEC
OG0000008	LOC110191899|XP_020818544.1|DSER	LOC116801482|XP_032577264.1|DSEC
OG0000008	LOC110191820|XP_020818444.1|DSER	LOC116801721|XP_032578777.1|DSEC
OG0000009	LOC110188739|XP_020814232.1|DSER	LOC6621079|XP_032578529.1|DSEC, LOC6607851|XP_002032601.2|DSEC
OG0000009	LOC110188430|XP_020813815.1|DSER	LOC116802673|XP_032582931.1|DSEC, LOC6607846|XP_032576484.1|DSEC
OG0000009	LOC110188741|XP_020814234.1|DSER	LOC116802676|XP_032582933.1|DSEC, LOC6619044|XP_002043286.1|DSEC
OG0000009	LOC110188740|XP_020814233.1|DSER	LOC6619042|XP_032576485.1|DSEC
OG0000009	LOC110181065|XP_020804398.1|DSER	LOC6618810|XP_002043059.1|DSEC
OG0000009	LOC110176644|XP_020798730.1|DSER	LOC6606719|XP_002031518.1|DSEC
OG0000009	LOC110178269|XP_020800994.1|DSER	LOC6608841|XP_002033555.1|DSEC
OG0000009	LOC110178304|XP_020801053.1|DSER, LOC110178309|XP_020801061.1|DSER	LOC6608840|XP_002033554.1|DSEC
OG0000010	LOC110180673|XP_020804019.1|DSER, LOC110176508|XP_020798542.1|DSER, LOC110182165|XP_020805827.1|DSER, LOC110180663|XP_020804013.1|DSER	LOC6606375|XP_032579311.1|DSEC
OG0000011	LOC110183280|XP_020807170.1|DSER	LOC6613356|XP_002037830.1|DSEC
OG0000011	LOC110182663|XP_020806400.1|DSER, LOC110187551|XP_020812598.1|DSER, LOC110187412|XP_020812458.1|DSER, LOC110182662|XP_020806399.1|DSER	LOC6616450|XP_032574488.1|DSEC
OG0000011	LOC110185813|XP_020810477.1|DSER	LOC6613355|XP_032576619.1|DSEC
OG0000011	LOC110182278|XP_020805955.1|DSER	LOC6614408|XP_032583172.1|DSEC, LOC6614413|XP_032577346.1|DSEC, LOC6618632|XP_032581615.1|DSEC, LOC6618634|XP_002042893.2|DSEC
OG0000011	LOC110191403|XP_020817919.1|DSER	LOC6605626|XP_002030444.2|DSEC
OG0000011	LOC110185215|XP_020809607.1|DSER	LOC6607077|XP_002031865.1|DSEC
OG0000012	LOC110178863|XP_020801799.1|DSER	LOC6609925|XP_002034575.2|DSEC
OG0000012	LOC110178859|XP_020801786.1|DSER	LOC6609924|XP_002034574.2|DSEC
OG0000012	LOC110190967|XP_020817320.1|DSER	LOC6609923|XP_032571611.1|DSEC
OG0000012	LOC110176037|XP_020797910.1|DSER	LOC6609926|XP_002034576.1|DSEC
OG0000012	LOC110180096|XP_020803382.1|DSER	LOC6609929|XP_032571342.1|DSEC
OG0000012	LOC110176319|XP_020798300.1|DSER	LOC6609927|XP_002034577.1|DSEC
OG0000012	LOC110178311|XP_020801063.1|DSER	LOC6608817|XP_032571423.1|DSEC
OG0000012	LOC110178377|XP_020801172.1|DSER	LOC6608818|XP_032571424.1|DSEC
OG0000012	LOC110178312|XP_020801065.1|DSER	LOC6608819|XP_002033533.2|DSEC
OG0000012	LOC110178270|XP_020800995.1|DSER, LOC110178283|XP_020801014.1|DSER	LOC6608820|XP_032571616.1|DSEC
OG0000012	LOC110178292|XP_020801024.1|DSER	LOC6608821|XP_032571618.1|DSEC
OG0000012	LOC110178324|XP_020801093.1|DSER	LOC6608822|XP_032571615.1|DSEC
OG0000013	LOC110189766|XP_020815644.1|DSER	LOC6609116|XP_002033818.1|DSEC
OG0000013	LOC110179613|XP_020802873.1|DSER	LOC6619913|XP_032582274.1|DSEC
OG0000013	LOC110188689|XP_020814151.1|DSER	LOC6606301|XP_002031106.1|DSEC
OG0000013	LOC110188838|XP_020814394.1|DSER	LOC6605619|XP_032575697.1|DSEC
OG0000013	LOC110188074|XP_020813284.1|DSER	LOC6606578|XP_002031379.1|DSEC
OG0000013	LOC110191421|XP_020817937.1|DSER, LOC110191071|XP_020817464.1|DSER	LOC6607674|XP_002032439.2|DSEC
OG0000013	LOC110191200|XP_020817626.1|DSER, LOC110191337|XP_020817840.1|DSER	LOC116801751|XP_032578918.1|DSEC, LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC
OG0000015	LOC110181407|XP_020804802.1|DSER	LOC6614679|XP_002039106.1|DSEC
OG0000015	LOC110187200|XP_020812259.1|DSER, LOC110182170|XP_020805830.1|DSER, LOC110187202|XP_020812260.1|DSER	LOC6611526|XP_002036067.1|DSEC, LOC116800339|XP_032570434.1|DSEC
OG0000015	LOC110179364|XP_020802537.1|DSER	LOC6608675|XP_002033404.2|DSEC
OG0000015	LOC110181374|XP_020804762.1|DSER	LOC116801741|XP_032578887.1|DSEC
OG0000016	LOC110185112|XP_020809466.1|DSER	LOC6606525|XP_002031326.2|DSEC
OG0000016	LOC110182974|XP_020806826.1|DSER	LOC6615268|XP_002039673.2|DSEC
OG0000016	LOC110186803|XP_020811744.1|DSER	LOC6606623|XP_002031424.1|DSEC
OG0000016	LOC110181494|XP_020804920.1|DSER	LOC6612339|XP_002036849.1|DSEC
OG0000016	LOC110189526|XP_020815315.1|DSER	LOC6619144|XP_002043384.1|DSEC
OG0000016	LOC110191952|XP_020818633.1|DSER	LOC6606248|XP_002031056.2|DSEC
OG0000016	LOC110179844|XP_020803110.1|DSER	LOC6616531|XP_002040890.1|DSEC
OG0000017	LOC110179704|XP_020802972.1|DSER	LOC6620183|XP_002044394.1|DSEC
OG0000017	LOC110182944|XP_020806786.1|DSER	LOC6608076|XP_002032824.1|DSEC
OG0000017	LOC110189651|XP_020815456.1|DSER	LOC6619131|XP_002043371.1|DSEC
OG0000017	LOC110186415|XP_020811251.1|DSER	LOC6607277|XP_002032056.1|DSEC
OG0000017	LOC110177433|XP_020799815.1|DSER, LOC110177434|XP_020799816.1|DSER	LOC6618718|XP_002042977.1|DSEC
OG0000017	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER	LOC6615716|XP_032571357.1|DSEC
OG0000017	LOC110189689|XP_020815522.1|DSER	LOC6619133|XP_002043373.1|DSEC
OG0000017	LOC110178449|XP_020801243.1|DSER	LOC6615717|XP_002040088.1|DSEC
OG0000017	LOC110183096|XP_020806947.1|DSER, LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER	LOC6617387|XP_032577559.1|DSEC
OG0000018	LOC110184702|XP_020808977.1|DSER	LOC6610980|XP_002035537.1|DSEC
OG0000018	LOC110184746|XP_020809033.1|DSER	LOC6610983|XP_002035540.1|DSEC
OG0000018	LOC110184752|XP_020809041.1|DSER	LOC6621634|XP_002045742.2|DSEC
OG0000018	LOC110184753|XP_020809042.1|DSER, LOC110184714|XP_020808993.1|DSER	LOC6610978|XP_002035535.1|DSEC, LOC6610976|XP_002035533.2|DSEC
OG0000019	LOC110186753|XP_020811674.1|DSER	LOC6617118|XP_002041445.1|DSEC
OG0000019	LOC110186755|XP_020811676.1|DSER, LOC110186756|XP_020811677.1|DSER	LOC6617116|XP_002041443.2|DSEC, LOC6617117|XP_002041444.1|DSEC
OG0000019	LOC110186746|XP_020811668.1|DSER	LOC6617113|XP_002041440.2|DSEC
OG0000019	LOC110186754|XP_020811675.1|DSER	LOC6617114|XP_002041441.1|DSEC
OG0000019	LOC110186749|XP_020811671.1|DSER, LOC110186750|XP_020811672.1|DSER	LOC6617119|XP_002041446.1|DSEC, LOC6617120|XP_032579359.1|DSEC
OG0000020	LOC110186419|XP_020811254.1|DSER	LOC116801805|XP_032579403.1|DSEC
OG0000020	LOC110179314|XP_020802461.1|DSER	LOC6615344|XP_002039742.1|DSEC
OG0000020	LOC110178058|XP_020800723.1|DSER	LOC6608343|XP_032571142.1|DSEC
OG0000020	LOC110183820|XP_020807830.1|DSER	LOC6611665|XP_032583373.1|DSEC
OG0000020	LOC110188252|XP_020813584.1|DSER	LOC6619030|XP_032578205.1|DSEC
OG0000020	LOC110186984|XP_020811998.1|DSER	LOC6606811|XP_002031608.2|DSEC
OG0000020	LOC110187270|XP_020812316.1|DSER	LOC6618224|XP_032583413.1|DSEC
OG0000020	LOC110183751|XP_020807766.1|DSER	LOC6614621|XP_002039049.1|DSEC
OG0000021	LOC110180622|XP_020803965.1|DSER	LOC116803465|XP_032583061.1|DSEC
OG0000021	LOC110177674|XP_020800156.1|DSER	LOC6615454|XP_002039834.1|DSEC
OG0000021	LOC110177755|XP_020800276.1|DSER	LOC6615468|XP_002039848.1|DSEC
OG0000021	LOC110177907|XP_020800536.1|DSER	LOC6609714|XP_002034371.1|DSEC
OG0000021	LOC110181842|XP_020805408.1|DSER	LOC6617550|XP_032580648.1|DSEC
OG0000021	LOC110184678|XP_020808951.1|DSER	LOC6607757|XP_002032520.1|DSEC
OG0000021	LOC110190995|XP_020817366.1|DSER	LOC6606667|XP_002031467.1|DSEC
OG0000021	LOC110189278|XP_020814959.1|DSER	LOC6620369|XP_002044577.1|DSEC
OG0000022	LOC110176354|XP_020798342.1|DSER	LOC6609401|XP_002034086.1|DSEC
OG0000022	LOC110178658|XP_020801510.1|DSER	LOC6610269|XP_002034864.1|DSEC
OG0000023	LOC110188309|XP_020813677.1|DSER, LOC110188457|XP_020813846.1|DSER	LOC6614272|XP_002038712.1|DSEC
OG0000023	LOC110180829|XP_020804169.1|DSER	LOC6615538|XP_002039917.1|DSEC
OG0000023	LOC110188308|XP_020813675.1|DSER, LOC110188456|XP_020813844.1|DSER	LOC6614271|XP_032578446.1|DSEC
OG0000023	LOC110188454|XP_020813842.1|DSER	LOC6614265|XP_002038705.1|DSEC
OG0000023	LOC110188692|XP_020814155.1|DSER	LOC6614261|XP_032579066.1|DSEC
OG0000023	LOC110188691|XP_020814154.1|DSER	LOC6614263|XP_002038703.1|DSEC
OG0000023	LOC110188690|XP_020814152.1|DSER	LOC6614259|XP_032579064.1|DSEC
OG0000024	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER	LOC6608650|XP_002033384.1|DSEC
OG0000024	LOC110179365|XP_020802539.1|DSER	LOC6608651|XP_032573063.1|DSEC
OG0000024	LOC110185697|XP_020810324.1|DSER	LOC6618118|XP_002042417.2|DSEC
OG0000024	LOC110179322|XP_020802473.1|DSER	LOC6608649|XP_032571742.1|DSEC
OG0000024	LOC110180569|XP_020803926.1|DSER	LOC6609002|XP_002033708.1|DSEC
OG0000025	LOC110182356|XP_020806054.1|DSER	LOC6613440|XP_002037914.1|DSEC
OG0000026	LOC110176041|XP_020797911.1|DSER	LOC6617640|XP_002041953.1|DSEC
OG0000026	LOC110182689|XP_020806441.1|DSER	LOC6613582|XP_002038050.1|DSEC
OG0000026	LOC110179505|XP_020802740.1|DSER	LOC6619909|XP_002044121.1|DSEC
OG0000026	LOC110189572|XP_020815365.1|DSER	LOC6614041|XP_002038495.1|DSEC
OG0000026	LOC110188271|XP_020813620.1|DSER	LOC6620024|XP_002044237.2|DSEC
OG0000027	LOC110176950|XP_020799111.1|DSER	LOC6611562|XP_002036100.1|DSEC
OG0000027	LOC110176976|XP_020799142.1|DSER	LOC6611565|XP_002036103.2|DSEC
OG0000027	LOC110176929|XP_020799084.1|DSER	LOC6611563|XP_002036101.1|DSEC
OG0000028	LOC110190608|XP_020816860.1|DSER	LOC6605908|XP_002030721.1|DSEC
OG0000029	LOC110181434|XP_020804839.1|DSER, LOC110177071|XP_020799247.1|DSER	LOC6608399|XP_002033133.1|DSEC
OG0000029	LOC110185765|XP_020810430.1|DSER	LOC6607309|XP_002032088.1|DSEC
OG0000029	LOC110178924|XP_020801869.1|DSER	LOC6618299|XP_002042572.1|DSEC
OG0000030	LOC110183999|XP_020808015.1|DSER	LOC6617677|XP_032583255.1|DSEC
OG0000030	LOC110184000|XP_020808016.1|DSER	LOC6617676|XP_002041989.1|DSEC
OG0000030	LOC110184885|XP_020809189.1|DSER	LOC6613129|XP_002037610.2|DSEC
OG0000030	LOC110178495|XP_020801302.1|DSER	LOC6615712|XP_002040083.1|DSEC
OG0000030	LOC110180192|XP_020803508.1|DSER	LOC6616124|XP_002040489.1|DSEC
OG0000030	LOC110184177|XP_020808247.1|DSER	LOC6615087|XP_032581969.1|DSEC
OG0000031	LOC110185921|XP_020810593.1|DSER	LOC6613654|XP_002038124.2|DSEC, LOC6613642|XP_032571112.1|DSEC, LOC6611386|XP_002035931.1|DSEC
OG0000031	LOC110183330|XP_020807237.1|DSER	LOC6611956|XP_002036473.1|DSEC
OG0000032	LOC110191017|XP_020817393.1|DSER	LOC6606692|XP_002031492.2|DSEC
OG0000032	LOC110189627|XP_020815431.1|DSER	LOC6606694|XP_002031494.1|DSEC
OG0000032	LOC110189708|XP_020815547.1|DSER	LOC6606686|XP_002031486.2|DSEC
OG0000032	LOC110190954|XP_020817297.1|DSER	LOC6606689|XP_002031489.2|DSEC
OG0000032	LOC110188628|XP_020814064.1|DSER	LOC6606693|XP_002031493.1|DSEC
OG0000032	LOC110190425|XP_020816566.1|DSER	LOC6606685|XP_002031485.1|DSEC
OG0000032	LOC110191021|XP_020817396.1|DSER	LOC6606688|XP_002031488.1|DSEC
OG0000033	LOC110184954|XP_020809264.1|DSER, LOC110185945|XP_020810623.1|DSER	LOC6612608|XP_032578226.1|DSEC
OG0000033	LOC110189687|XP_020815520.1|DSER	LOC6607913|XP_002032667.1|DSEC
OG0000033	LOC110189316|XP_020815019.1|DSER, LOC110189317|XP_020815020.1|DSER	LOC6607912|XP_002032666.2|DSEC
OG0000033	LOC110189686|XP_020815519.1|DSER	LOC6607918|XP_002032668.1|DSEC
OG0000033	LOC110188470|XP_020813858.1|DSER, LOC110188471|XP_020813859.1|DSER	LOC6606119|XP_002030927.1|DSEC
OG0000034	LOC110184859|XP_020809159.1|DSER	LOC6609502|XP_032572499.1|DSEC, LOC6614428|XP_002038861.1|DSEC
OG0000034	LOC110184879|XP_020809185.1|DSER	LOC6614429|XP_032583720.1|DSEC
OG0000034	LOC110184890|XP_020809195.1|DSER	LOC6614430|XP_002038863.1|DSEC
OG0000034	LOC110185580|XP_020810168.1|DSER, LOC110185578|XP_020810167.1|DSER	LOC6618128|XP_032583108.1|DSEC
OG0000034	LOC110185768|XP_020810429.1|DSER	LOC6613602|XP_002038072.1|DSEC
OG0000036	LOC110188341|XP_020813708.1|DSER	LOC6614280|XP_002038720.1|DSEC
OG0000036	LOC110191887|XP_020818531.1|DSER	LOC6606280|XP_032578992.1|DSEC
OG0000036	LOC110187659|XP_020812737.1|DSER	LOC6613804|XP_032577945.1|DSEC
OG0000036	LOC110186335|XP_020811144.1|DSER	LOC6607601|XP_002032369.2|DSEC
OG0000037	LOC110178458|XP_020801255.1|DSER	LOC6609848|XP_002034500.1|DSEC
OG0000037	LOC110188328|XP_020813694.1|DSER	LOC6619109|XP_002043349.1|DSEC
OG0000037	LOC110188288|XP_020813646.1|DSER	LOC6619108|XP_002043348.1|DSEC
OG0000038	LOC110187819|XP_020812959.1|DSER, LOC110190399|XP_020816510.1|DSER	LOC6619358|XP_002043575.1|DSEC
OG0000038	LOC110189906|XP_020815830.1|DSER	LOC6619360|XP_032575071.1|DSEC
OG0000039	LOC110181782|XP_020805320.1|DSER	LOC6619553|XP_002043768.1|DSEC
OG0000039	LOC110181861|XP_020805441.1|DSER	LOC6619552|XP_002043767.1|DSEC
OG0000039	LOC110181937|XP_020805533.1|DSER	LOC6617545|XP_032581966.1|DSEC
OG0000040	LOC110177295|XP_020799616.1|DSER	LOC6616682|XP_002041037.1|DSEC
OG0000040	LOC110190225|XP_020816248.1|DSER	LOC6606863|XP_002031657.1|DSEC
OG0000040	LOC110190236|XP_020816258.1|DSER	LOC6606864|XP_002031658.1|DSEC
OG0000040	LOC110177298|XP_020799618.1|DSER, LOC110177453|XP_020799846.1|DSER	LOC6616681|XP_002041036.1|DSEC
OG0000040	LOC110177296|XP_020799617.1|DSER	LOC6616680|XP_002041035.2|DSEC
OG0000040	LOC110177417|XP_020799793.1|DSER	LOC6616678|XP_002041033.1|DSEC
OG0000040	LOC110186252|XP_020810992.1|DSER	LOC6619507|XP_002043722.1|DSEC
OG0000041	LOC110186567|XP_020811434.1|DSER	LOC6619701|XP_002043916.1|DSEC
OG0000041	LOC110186484|XP_020811330.1|DSER	LOC6619703|XP_032579544.1|DSEC
OG0000041	LOC110186805|XP_020811746.1|DSER, LOC110186801|XP_020811741.1|DSER, LOC110186551|XP_020811415.1|DSER	LOC6619709|XP_002043924.1|DSEC
OG0000041	LOC110186535|XP_020811395.1|DSER, LOC110186667|XP_020811591.1|DSER	LOC6619708|XP_032579543.1|DSEC
OG0000042	LOC110191593|XP_020818136.1|DSER	LOC6609765|XP_002034419.1|DSEC
OG0000042	LOC110191603|XP_020818147.1|DSER, LOC110191604|XP_020818149.1|DSER	LOC6609768|XP_002034422.2|DSEC
OG0000042	LOC110191595|XP_020818140.1|DSER	LOC6609766|XP_032571746.1|DSEC
OG0000042	LOC110191594|XP_020818138.1|DSER, LOC110191596|XP_020818141.1|DSER, LOC110191698|XP_020818273.1|DSER, LOC110191696|XP_020818271.1|DSER, LOC110191597|XP_020818142.1|DSER	LOC6609767|XP_032571748.1|DSEC, LOC116800694|XP_032572982.1|DSEC
OG0000042	LOC110191697|XP_020818272.1|DSER, LOC110191695|XP_020818269.1|DSER	LOC6609769|XP_002034423.2|DSEC
OG0000043	LOC110187856|XP_020813000.1|DSER	LOC6606882|XP_002031676.2|DSEC
OG0000043	LOC110188004|XP_020813185.1|DSER	LOC6606880|XP_002031674.2|DSEC
OG0000043	LOC110187778|XP_020812905.1|DSER, LOC110187703|XP_020812796.1|DSER, LOC110187702|XP_020812795.1|DSER	LOC6606886|XP_002031680.1|DSEC
OG0000043	LOC110187858|XP_020813002.1|DSER	LOC6606875|XP_002031669.2|DSEC
OG0000043	LOC110191369|XP_020817880.1|DSER	LOC6612980|XP_002037471.1|DSEC
OG0000043	LOC110187786|XP_020812917.1|DSER	LOC6606874|XP_002031668.1|DSEC
OG0000044	LOC110186554|XP_020811416.1|DSER, LOC110186305|XP_020811085.1|DSER	LOC6619712|XP_032578272.1|DSEC
OG0000044	LOC110186559|XP_020811423.1|DSER, LOC110186558|XP_020811422.1|DSER	LOC6619716|XP_002043931.1|DSEC
OG0000044	LOC110186306|XP_020811086.1|DSER, LOC110186581|XP_020811453.1|DSER	LOC6619717|XP_002043932.1|DSEC
OG0000044	LOC110186555|XP_020811417.1|DSER	LOC6619713|XP_032578123.1|DSEC
OG0000044	LOC110186661|XP_020811584.1|DSER	LOC6619715|XP_002043930.1|DSEC
OG0000045	LOC110178672|XP_020801529.1|DSER	LOC6605191|XP_002030030.1|DSEC
OG0000045	LOC110178605|XP_020801449.1|DSER, LOC110178606|XP_020801450.1|DSER	LOC6605189|XP_002030028.1|DSEC, LOC6605190|XP_002030029.1|DSEC
OG0000045	LOC110186854|XP_020811804.1|DSER, LOC110176386|XP_020798377.1|DSER, LOC110186862|XP_020811816.1|DSER	LOC6611095|XP_002035652.1|DSEC
OG0000045	LOC110187537|XP_020812593.1|DSER	LOC6611094|XP_002035651.1|DSEC
OG0000046	LOC110188408|XP_020813792.1|DSER	LOC6620032|XP_032578694.1|DSEC
OG0000046	LOC110180077|XP_020803358.1|DSER	LOC6615012|XP_002039429.1|DSEC
OG0000046	LOC110180079|XP_020803360.1|DSER	LOC6615013|XP_002039430.2|DSEC
OG0000046	LOC110180089|XP_020803371.1|DSER, LOC110180088|XP_020803370.1|DSER	LOC6615011|XP_032581038.1|DSEC
OG0000046	LOC110185924|XP_020810599.1|DSER	LOC6607592|XP_032578892.1|DSEC
OG0000046	LOC110184743|XP_020809034.1|DSER	LOC6618806|XP_002043055.1|DSEC
OG0000046	LOC110184620|XP_020808877.1|DSER, LOC110184815|XP_020809118.1|DSER	LOC6607590|XP_002032359.1|DSEC, LOC6608938|XP_002033652.1|DSEC
OG0000047	LOC110180463|XP_020803800.1|DSER	LOC6609458|XP_002034143.1|DSEC
OG0000047	LOC110176287|XP_020798269.1|DSER	LOC6609455|XP_002034140.1|DSEC
OG0000047	LOC110189583|XP_020815375.1|DSER	LOC6609036|XP_032573031.1|DSEC
OG0000047	LOC110184762|XP_020809052.1|DSER	LOC6605158|XP_002029997.1|DSEC
OG0000047	LOC110189698|XP_020815532.1|DSER	LOC6609046|XP_032572064.1|DSEC
OG0000047	LOC110184679|XP_020808950.1|DSER	LOC6605159|XP_002029998.2|DSEC
OG0000048	LOC110190450|XP_020816610.1|DSER, LOC110190451|XP_020816611.1|DSER	LOC6605929|XP_002030742.1|DSEC, LOC6605928|XP_002030741.1|DSEC
OG0000048	LOC110190448|XP_020816608.1|DSER	LOC6605924|XP_002030737.1|DSEC
OG0000048	LOC110190459|XP_020816619.1|DSER	LOC6605925|XP_002030738.1|DSEC
OG0000048	LOC110190447|XP_020816607.1|DSER	LOC6605923|XP_002030736.1|DSEC
OG0000048	LOC110190454|XP_020816613.1|DSER	LOC6605926|XP_002030739.1|DSEC
OG0000049	LOC110188535|XP_020813941.1|DSER	LOC6616787|XP_002041124.1|DSEC
OG0000049	LOC110188465|XP_020813853.1|DSER	LOC6616784|XP_002041121.1|DSEC
OG0000049	LOC110188330|XP_020813697.1|DSER	LOC6616788|XP_002041125.1|DSEC
OG0000049	LOC110188568|XP_020813987.1|DSER	LOC6616790|XP_032578183.1|DSEC
OG0000049	LOC110188331|XP_020813698.1|DSER	LOC6616789|XP_002041126.1|DSEC
OG0000049	LOC110188656|XP_020814093.1|DSER	LOC6616783|XP_002041120.1|DSEC
OG0000050	LOC110180270|XP_020803585.1|DSER	LOC6608707|XP_002033431.1|DSEC
OG0000050	LOC110190383|XP_020816472.1|DSER	LOC6616568|XP_002040927.1|DSEC
OG0000050	LOC110190030|XP_020815992.1|DSER	LOC6616571|XP_032575631.1|DSEC
OG0000050	LOC110190392|XP_020816504.1|DSER	LOC6616570|XP_002040929.1|DSEC
OG0000050	LOC110190033|XP_020815994.1|DSER	LOC116800887|XP_032573137.1|DSEC
