Orthogroup	DSER.longest_only	DPSE.longest_only
OG0000011	LOC110178138|XP_020800825.1|DSER, LOC110185094|XP_020809444.1|DSER, LOC110183280|XP_020807170.1|DSER, LOC110182663|XP_020806400.1|DSER, LOC110187551|XP_020812598.1|DSER, LOC110187412|XP_020812458.1|DSER, LOC110182662|XP_020806399.1|DSER, LOC110183170|XP_020807021.1|DSER, LOC110182672|XP_020806412.1|DSER, LOC110185813|XP_020810477.1|DSER, LOC110182278|XP_020805955.1|DSER	LOC6903257|XP_015036468.1|DPSE, LOC26534003|XP_015037011.2|DPSE, LOC6902418|XP_033235641.1|DPSE, LOC6902419|XP_015037014.2|DPSE, LOC26532842|XP_033240537.1|DPSE, LOC6903258|XP_033236331.1|DPSE, LOC117184128|XP_033236322.1|DPSE, LOC117184127|XP_033236312.1|DPSE, LOC6903259|XP_015036470.1|DPSE, LOC6900979|XP_033239557.1|DPSE, LOC6904000|XP_033239558.1|DPSE, LOC6903305|XP_002132493.1|DPSE, LOC6903279|XP_002132978.2|DPSE, LOC26533994|XP_033236319.1|DPSE, LOC117184073|XP_033236055.1|DPSE, LOC26533837|XP_033236050.1|DPSE, LOC117184074|XP_033236060.1|DPSE, LOC6903240|XP_033236052.1|DPSE, LOC6903239|XP_015036440.1|DPSE
OG0000011	LOC110191403|XP_020817919.1|DSER	LOC117183548|XP_033233646.1|DPSE, LOC6897642|XP_033241732.1|DPSE, LOC117185097|XP_033240835.1|DPSE
OG0000011	LOC110185215|XP_020809607.1|DSER	LOC6897605|XP_002137750.2|DPSE
OG0000012	LOC110178863|XP_020801799.1|DSER	LOC4804261|XP_015039777.2|DPSE
OG0000012	LOC110178859|XP_020801786.1|DSER	LOC4804255|XP_001360842.2|DPSE
OG0000012	LOC110190967|XP_020817320.1|DSER	LOC4804254|XP_015039772.2|DPSE
OG0000012	LOC110176037|XP_020797910.1|DSER	LOC6898436|XP_033233736.1|DPSE
OG0000012	LOC110181698|XP_020805203.1|DSER, LOC110180096|XP_020803382.1|DSER	LOC26534343|XP_015039779.2|DPSE, LOC4804257|XP_033234499.1|DPSE, LOC6898437|XP_015039781.2|DPSE
OG0000012	LOC110181688|XP_020805193.1|DSER, LOC110176319|XP_020798300.1|DSER	LOC4804256|XP_015039778.2|DPSE
OG0000012	LOC110178311|XP_020801063.1|DSER	LOC4804263|XP_001360847.3|DPSE
OG0000012	LOC110178377|XP_020801172.1|DSER	LOC6898438|XP_002138480.2|DPSE
OG0000012	LOC110178312|XP_020801065.1|DSER, LOC110178270|XP_020800995.1|DSER, LOC110178283|XP_020801014.1|DSER	LOC4804265|XP_001360848.3|DPSE
OG0000012	LOC110178292|XP_020801024.1|DSER	LOC6898439|XP_002138481.3|DPSE
OG0000012	LOC110178324|XP_020801093.1|DSER	LOC4804266|XP_033235099.1|DPSE
OG0000013	LOC110189766|XP_020815644.1|DSER	LOC4805483|XP_001361878.1|DPSE
OG0000013	LOC110179613|XP_020802873.1|DSER	LOC4815139|XP_001354758.1|DPSE
OG0000013	LOC110188689|XP_020814151.1|DSER	LOC6897906|XP_002138008.2|DPSE, LOC4803092|XP_001359891.1|DPSE
OG0000013	LOC110188838|XP_020814394.1|DSER	LOC6900589|XP_002134962.1|DPSE
OG0000013	LOC110188074|XP_020813284.1|DSER	LOC4801399|XP_001358499.2|DPSE
OG0000013	LOC110191421|XP_020817937.1|DSER, LOC110191071|XP_020817464.1|DSER	LOC6897333|XP_033232478.1|DPSE, LOC4801762|XP_001358803.2|DPSE
OG0000013	LOC110191200|XP_020817626.1|DSER, LOC110191337|XP_020817840.1|DSER	LOC6896929|XP_033238114.1|DPSE, LOC4800844|XP_033238105.1|DPSE
OG0000015	LOC110188001|XP_020813183.1|DSER, LOC110188000|XP_020813182.1|DSER	LOC13036345|XP_003736506.3|DPSE
OG0000015	LOC110179364|XP_020802537.1|DSER	LOC6902329|XP_002133283.3|DPSE, LOC6902626|XP_033236804.1|DPSE
OG0000016	LOC110185112|XP_020809466.1|DSER	LOC4801993|XP_001359004.1|DPSE
OG0000016	LOC110182974|XP_020806826.1|DSER	LOC6898475|XP_002138517.1|DPSE
OG0000016	LOC110186803|XP_020811744.1|DSER	LOC4801351|XP_001358460.1|DPSE
OG0000016	LOC110187883|XP_020813027.1|DSER	LOC26533720|XP_015036728.2|DPSE
OG0000016	LOC110181494|XP_020804920.1|DSER	LOC4814924|XP_001354857.1|DPSE
OG0000016	LOC110189526|XP_020815315.1|DSER	LOC26534122|XP_033239163.1|DPSE, LOC6898658|XP_004444310.1|DPSE
OG0000016	LOC110191952|XP_020818633.1|DSER	LOC6896970|XP_002137155.1|DPSE
OG0000016	LOC110179844|XP_020803110.1|DSER	LOC4812150|XP_001352883.1|DPSE
OG0000017	LOC110182944|XP_020806786.1|DSER	LOC4805006|XP_001361476.2|DPSE
OG0000017	LOC110189651|XP_020815456.1|DSER	LOC6898665|XP_002138670.2|DPSE, LOC4804841|XP_001361337.4|DPSE
OG0000017	LOC110177433|XP_020799815.1|DSER, LOC110177434|XP_020799816.1|DSER	LOC117183391|XP_033233068.1|DPSE, LOC6898222|XP_002138288.3|DPSE, LOC6898223|XP_033234356.1|DPSE, LOC117183697|XP_033234424.1|DPSE, LOC117183690|XP_033234357.1|DPSE, LOC4800683|XP_002137062.3|DPSE
OG0000017	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER	LOC4804478|XP_001361036.2|DPSE
OG0000017	LOC110189689|XP_020815522.1|DSER	LOC4804840|XP_001361336.1|DPSE
OG0000017	LOC110178449|XP_020801243.1|DSER	LOC4804477|XP_001361035.3|DPSE
OG0000017	LOC110183096|XP_020806947.1|DSER, LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER	LOC117183964|XP_033235603.1|DPSE, LOC6903208|XP_033235602.1|DPSE, LOC4817633|XP_002132903.2|DPSE
OG0000018	LOC110184702|XP_020808977.1|DSER	LOC5495511|XP_001353833.1|DPSE
OG0000018	LOC110184752|XP_020809041.1|DSER	LOC4813481|XP_001353829.1|DPSE
OG0000018	LOC110184705|XP_020808980.1|DSER, LOC110184704|XP_020808979.1|DSER, LOC110184742|XP_020809030.1|DSER, LOC110184753|XP_020809042.1|DSER, LOC110184714|XP_020808993.1|DSER, LOC110184703|XP_020808978.1|DSER	LOC6900715|XP_002135078.1|DPSE, LOC6900712|XP_002135075.1|DPSE, LOC6900714|XP_002135077.1|DPSE, LOC6900713|XP_002135076.1|DPSE
OG0000019	LOC110186753|XP_020811674.1|DSER	LOC6897057|XP_002137241.2|DPSE, LOC26533605|XP_015037040.2|DPSE, LOC6897058|XP_002137242.2|DPSE
OG0000019	LOC110186746|XP_020811668.1|DSER	LOC4801129|XP_033235715.1|DPSE
OG0000019	LOC110186754|XP_020811675.1|DSER	LOC4801131|XP_001358273.2|DPSE
OG0000019	LOC110186749|XP_020811671.1|DSER, LOC110186750|XP_020811672.1|DSER	LOC6897061|XP_002137245.2|DPSE, LOC6897060|XP_033233125.1|DPSE, LOC4801132|XP_001358274.2|DPSE
OG0000020	LOC110186419|XP_020811254.1|DSER	LOC6896759|XP_002136966.1|DPSE
OG0000020	LOC110179314|XP_020802461.1|DSER	LOC4803770|XP_001360432.3|DPSE
OG0000020	LOC110178058|XP_020800723.1|DSER, LOC110183820|XP_020807830.1|DSER	LOC6902791|XP_002132528.2|DPSE
OG0000020	LOC110188252|XP_020813584.1|DSER	LOC117183221|XP_033232918.1|DPSE
OG0000020	LOC110186984|XP_020811998.1|DSER	LOC6897832|XP_002137937.1|DPSE
OG0000020	LOC110187270|XP_020812316.1|DSER	LOC4818201|XP_033236143.1|DPSE
OG0000021	LOC110180622|XP_020803965.1|DSER	LOC6898834|XP_002138807.1|DPSE
OG0000021	LOC110177674|XP_020800156.1|DSER	LOC6898840|XP_002138811.3|DPSE
OG0000021	LOC110177755|XP_020800276.1|DSER	LOC4805268|XP_001361693.2|DPSE
OG0000021	LOC110177907|XP_020800536.1|DSER	LOC6901774|XP_002134444.3|DPSE, LOC6901777|XP_002134447.3|DPSE
OG0000021	LOC110181842|XP_020805408.1|DSER	LOC6901473|XP_033238237.1|DPSE
OG0000021	LOC110184678|XP_020808951.1|DSER	LOC6897478|XP_002137627.1|DPSE
OG0000021	LOC110190995|XP_020817366.1|DSER	LOC4800831|XP_001358035.1|DPSE
OG0000021	LOC110189278|XP_020814959.1|DSER	LOC6901811|XP_002134479.1|DPSE
OG0000022	LOC110176354|XP_020798342.1|DSER	LOC4804646|XP_033234778.1|DPSE
OG0000022	LOC110178658|XP_020801510.1|DSER	LOC6899947|XP_002135315.1|DPSE
OG0000022	LOC110178668|XP_020801523.1|DSER, LOC110178669|XP_020801524.1|DSER, LOC110178663|XP_020801518.1|DSER, LOC110178665|XP_020801519.1|DSER	LOC6899951|XP_002135319.3|DPSE, LOC6899954|XP_002135322.1|DPSE, LOC6899950|XP_002135318.2|DPSE, LOC6899952|XP_002135320.3|DPSE, LOC6899955|XP_002135323.1|DPSE
OG0000022	LOC110178662|XP_020801517.1|DSER	LOC4812049|XP_001352467.1|DPSE
OG0000023	LOC110188311|XP_020813678.1|DSER	LOC4802962|XP_001359775.3|DPSE
OG0000023	LOC110188309|XP_020813677.1|DSER, LOC110188457|XP_020813846.1|DSER	LOC4802964|XP_001359777.4|DPSE
OG0000023	LOC110180829|XP_020804169.1|DSER	LOC4804210|XP_001360806.2|DPSE
OG0000023	LOC110188308|XP_020813675.1|DSER, LOC110188456|XP_020813844.1|DSER	LOC6897865|XP_033232678.1|DPSE
OG0000023	LOC110188454|XP_020813842.1|DSER	LOC4802957|XP_001359771.3|DPSE
OG0000023	LOC110188692|XP_020814155.1|DSER	LOC5495505|XP_001359769.4|DPSE
OG0000023	LOC110188691|XP_020814154.1|DSER	LOC5384073|XP_001359768.2|DPSE
OG0000023	LOC110188690|XP_020814152.1|DSER	LOC4802956|XP_015038205.2|DPSE
OG0000024	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER	LOC5495520|XP_001361563.3|DPSE
OG0000024	LOC110179365|XP_020802539.1|DSER	LOC4805107|XP_001361564.1|DPSE
OG0000024	LOC110185697|XP_020810324.1|DSER	LOC6899225|XP_002136299.3|DPSE
OG0000024	LOC110179322|XP_020802473.1|DSER	LOC5495508|XP_001361566.2|DPSE
OG0000024	LOC110180569|XP_020803926.1|DSER	LOC4805028|XP_001361496.1|DPSE
OG0000025	LOC110182356|XP_020806054.1|DSER	LOC6901557|XP_002134231.1|DPSE
OG0000026	LOC110176041|XP_020797911.1|DSER	LOC4814777|XP_001354707.2|DPSE
OG0000026	LOC110182689|XP_020806441.1|DSER	LOC4818162|XP_001357184.4|DPSE
OG0000026	LOC110179505|XP_020802740.1|DSER	LOC4815876|XP_001355332.2|DPSE
OG0000026	LOC110189572|XP_020815365.1|DSER	LOC4801930|XP_001358948.3|DPSE, LOC6897388|XP_002137540.2|DPSE
OG0000026	LOC110188271|XP_020813620.1|DSER	LOC4800860|XP_001358060.2|DPSE
OG0000027	LOC110176950|XP_020799111.1|DSER	LOC6902829|XP_002132565.2|DPSE
OG0000027	LOC110176976|XP_020799142.1|DSER	LOC4817432|XP_001356466.2|DPSE
OG0000027	LOC110176929|XP_020799084.1|DSER	LOC4816919|XP_001356465.1|DPSE
OG0000028	LOC110190400|XP_020816511.1|DSER, LOC110190401|XP_020816513.1|DSER, LOC110190052|XP_020816017.1|DSER	LOC26533203|XP_015044031.2|DPSE, LOC6900258|XP_002135587.2|DPSE, LOC117183194|XP_033239704.1|DPSE, LOC117184835|XP_033239707.1|DPSE, LOC6900255|XP_002135584.2|DPSE
OG0000028	LOC110190608|XP_020816860.1|DSER	LOC6900007|XP_002135372.2|DPSE
OG0000029	LOC110181434|XP_020804839.1|DSER, LOC110177071|XP_020799247.1|DSER	LOC117183538|XP_033233522.1|DPSE, LOC6898458|XP_002138501.2|DPSE
OG0000029	LOC110185765|XP_020810430.1|DSER	LOC6897267|XP_033233167.1|DPSE
OG0000029	LOC110178924|XP_020801869.1|DSER	LOC4813458|XP_001353977.2|DPSE
OG0000030	LOC110183999|XP_020808015.1|DSER	LOC4817563|XP_001356970.3|DPSE
OG0000030	LOC110184000|XP_020808016.1|DSER	LOC6903157|XP_002132858.2|DPSE, LOC4817562|XP_001356969.3|DPSE
OG0000030	LOC110184885|XP_020809189.1|DSER	LOC4816660|XP_001355989.2|DPSE
OG0000030	LOC110178494|XP_020801301.1|DSER, LOC110178495|XP_020801302.1|DSER	LOC4804482|XP_001361038.2|DPSE
OG0000030	LOC110180192|XP_020803508.1|DSER	LOC4816069|XP_001355235.2|DPSE
OG0000030	LOC110184177|XP_020808247.1|DSER	LOC4815215|XP_001354948.2|DPSE
OG0000031	LOC110185921|XP_020810593.1|DSER	LOC6902663|XP_015036753.2|DPSE
OG0000031	LOC110185929|XP_020810602.1|DSER	LOC6902656|XP_002133172.3|DPSE, LOC6902659|XP_033236257.1|DPSE, LOC6902665|XP_002133181.3|DPSE, LOC117184065|XP_033236023.1|DPSE
OG0000031	LOC110183330|XP_020807237.1|DSER	LOC26533742|XP_033235774.1|DPSE
OG0000032	LOC110189627|XP_020815431.1|DSER	LOC4800808|XP_001358017.2|DPSE
OG0000032	LOC110189708|XP_020815547.1|DSER	LOC6896921|XP_033236577.1|DPSE
OG0000032	LOC110190425|XP_020816566.1|DSER	LOC4800814|XP_001358021.1|DPSE
OG0000032	LOC110191021|XP_020817396.1|DSER, LOC110179845|XP_020803112.1|DSER, LOC110190965|XP_020817315.1|DSER, LOC110191414|XP_020817930.1|DSER, LOC110190900|XP_020817217.1|DSER, LOC110188663|XP_020814116.1|DSER, LOC110191408|XP_020817925.1|DSER, LOC110191413|XP_020817929.1|DSER	LOC4800811|XP_001358020.3|DPSE
OG0000033	LOC110184954|XP_020809264.1|DSER, LOC110185945|XP_020810623.1|DSER	LOC4800626|XP_001357867.3|DPSE
OG0000033	LOC110189687|XP_020815520.1|DSER	LOC6898089|XP_002138174.1|DPSE
OG0000033	LOC110189686|XP_020815519.1|DSER	LOC6898093|XP_002138175.2|DPSE
OG0000033	LOC110188470|XP_020813858.1|DSER, LOC110188471|XP_020813859.1|DSER, LOC110188478|XP_020813866.1|DSER	LOC4800868|XP_001358066.3|DPSE
OG0000034	LOC110184859|XP_020809159.1|DSER	LOC4817450|XP_001356533.3|DPSE
OG0000034	LOC110184879|XP_020809185.1|DSER	LOC4817037|XP_001356534.3|DPSE
OG0000034	LOC110184890|XP_020809195.1|DSER	LOC6902878|XP_002132612.2|DPSE
OG0000034	LOC110185580|XP_020810168.1|DSER, LOC110185578|XP_020810167.1|DSER	LOC6902430|XP_033236728.1|DPSE, LOC6902429|XP_002133363.2|DPSE
OG0000034	LOC110185768|XP_020810429.1|DSER	LOC4816157|XP_001355874.3|DPSE
OG0000036	LOC110188341|XP_020813708.1|DSER	LOC6897873|XP_002137975.2|DPSE
OG0000036	LOC110191887|XP_020818531.1|DSER	LOC4801521|XP_033232300.1|DPSE
OG0000036	LOC110187659|XP_020812737.1|DSER	LOC4802757|XP_001359618.3|DPSE
OG0000036	LOC110186335|XP_020811144.1|DSER	LOC4800563|XP_033232364.1|DPSE
OG0000037	LOC110178458|XP_020801255.1|DSER	LOC4803745|XP_001360410.4|DPSE
OG0000037	LOC110188328|XP_020813694.1|DSER, LOC110188288|XP_020813646.1|DSER	LOC6896995|XP_033232723.1|DPSE, LOC6896996|XP_002137182.2|DPSE, LOC117183318|XP_033232724.1|DPSE, LOC6896994|XP_033232725.1|DPSE
OG0000038	LOC110187819|XP_020812959.1|DSER, LOC110190399|XP_020816510.1|DSER	LOC4812152|XP_001352947.2|DPSE
OG0000038	LOC110189906|XP_020815830.1|DSER	LOC6900265|XP_002135594.2|DPSE
OG0000039	LOC110181782|XP_020805320.1|DSER	LOC4815394|XP_001354810.3|DPSE
OG0000039	LOC110181861|XP_020805441.1|DSER	LOC4814563|XP_001354811.1|DPSE
OG0000039	LOC110182039|XP_020805628.1|DSER	LOC6901425|XP_002134111.2|DPSE
OG0000039	LOC110181937|XP_020805533.1|DSER	LOC6901668|XP_002134337.3|DPSE
OG0000040	LOC110190225|XP_020816248.1|DSER	LOC6897940|XP_033236826.1|DPSE, LOC4803145|XP_001359935.3|DPSE, LOC13036404|XP_003736919.2|DPSE, LOC6897941|XP_002138044.3|DPSE
OG0000040	LOC110190236|XP_020816258.1|DSER	LOC4803144|XP_001359934.2|DPSE
OG0000040	LOC110177298|XP_020799618.1|DSER, LOC110177453|XP_020799846.1|DSER	LOC117183223|XP_033241858.1|DPSE, LOC117185673|XP_033241861.1|DPSE, LOC6897578|XP_015037767.2|DPSE, LOC13036406|XP_033241860.1|DPSE
OG0000040	LOC110177296|XP_020799617.1|DSER	LOC6897971|XP_002138070.1|DPSE
OG0000040	LOC110177417|XP_020799793.1|DSER	LOC4803208|XP_001359988.4|DPSE
OG0000040	LOC110186252|XP_020810992.1|DSER	LOC4801113|XP_001358260.2|DPSE
OG0000041	LOC110186567|XP_020811434.1|DSER, LOC110186639|XP_020811558.1|DSER, LOC110186484|XP_020811330.1|DSER	LOC6897576|XP_002137721.2|DPSE, LOC6897577|XP_002137722.1|DPSE
OG0000041	LOC110186805|XP_020811746.1|DSER, LOC110186801|XP_020811741.1|DSER, LOC110186551|XP_020811415.1|DSER	LOC4802353|XP_001359283.3|DPSE
