Orthogroup	DSER.longest_only	DEUG.longest_only
OG0000000	LOC110187956|XP_020813133.1|DSER, LOC110182697|XP_020806451.1|DSER, LOC110186018|XP_020810717.1|DSER, LOC110186045|XP_020810747.1|DSER, LOC110186008|XP_020810705.1|DSER, LOC110186038|XP_020810738.1|DSER, LOC110186028|XP_020810726.1|DSER, LOC110186065|XP_020810763.1|DSER, LOC110185933|XP_020810606.1|DSER	LOC108104271|XP_017065711.1|DEUG, LOC108104244|XP_017065683.1|DEUG, LOC108104247|XP_017065685.1|DEUG, LOC108104242|XP_017065681.1|DEUG, LOC108104250|XP_017065688.1|DEUG, LOC108116803|XP_017084340.1|DEUG, LOC108104248|XP_017065686.1|DEUG, LOC108104270|XP_017065710.1|DEUG, LOC108104269|XP_017065708.1|DEUG, LOC108104243|XP_017065682.1|DEUG, LOC108104241|XP_017065680.1|DEUG, LOC108104245|XP_017065684.1|DEUG
OG0000002	LOC110191937|XP_020818616.1|DSER	LOC108113026|XP_017078944.1|DEUG, LOC108113025|XP_017078942.1|DEUG
OG0000002	LOC110177829|XP_020800431.1|DSER	LOC108112852|XP_017078659.1|DEUG
OG0000002	LOC110177830|XP_020800433.1|DSER	LOC108112853|XP_017078660.1|DEUG
OG0000002	LOC110189677|XP_020815494.1|DSER	LOC108105850|XP_017068103.1|DEUG
OG0000002	LOC110184909|XP_020809214.1|DSER	LOC108113287|XP_017079326.1|DEUG
OG0000002	LOC110179772|XP_020803049.1|DSER, LOC110179791|XP_020803062.1|DSER, LOC110179771|XP_020803048.1|DSER, LOC110184842|XP_020809143.1|DSER, LOC110179770|XP_020803046.1|DSER, LOC110184843|XP_020809144.1|DSER, LOC110184841|XP_020809142.1|DSER, LOC110179768|XP_020803044.1|DSER, LOC110179788|XP_020803061.1|DSER, LOC110184840|XP_020809141.1|DSER, LOC110179792|XP_020803063.1|DSER	LOC108110800|XP_017075517.1|DEUG
OG0000003	LOC110177692|XP_020800174.1|DSER	LOC108106604|XP_017069284.1|DEUG
OG0000003	LOC110177680|XP_020800160.1|DSER	LOC108106709|XP_017069429.1|DEUG
OG0000003	LOC110177747|XP_020800264.1|DSER	LOC108106222|XP_017068637.1|DEUG, LOC108106223|XP_017068638.1|DEUG
OG0000003	LOC110189782|XP_020815670.1|DSER	LOC108106562|XP_017069219.1|DEUG
OG0000003	LOC110177689|XP_020800171.1|DSER	LOC108106678|XP_017069398.1|DEUG
OG0000003	LOC110177694|XP_020800177.1|DSER	LOC108106603|XP_017069283.1|DEUG, LOC108106677|XP_017069397.1|DEUG, LOC108108144|XP_017071563.1|DEUG
OG0000003	LOC110177698|XP_020800183.1|DSER	LOC108106710|XP_017069431.1|DEUG, LOC108106602|XP_017069282.1|DEUG
OG0000003	LOC110177690|XP_020800172.1|DSER	LOC108106224|XP_017068639.1|DEUG
OG0000003	LOC110188514|XP_020813952.1|DSER	LOC108104525|XP_017066146.1|DEUG
OG0000003	LOC110176211|XP_020798142.1|DSER, LOC110176884|XP_020799030.1|DSER	LOC108104523|XP_017066143.1|DEUG
OG0000003	LOC110176203|XP_020798127.1|DSER	LOC108115149|XP_017081948.1|DEUG, LOC108104524|XP_017066145.1|DEUG
OG0000004	LOC110183788|XP_020807803.1|DSER, LOC110182151|XP_020805816.1|DSER	LOC108113823|XP_017080058.1|DEUG
OG0000005	LOC110182167|XP_020805828.1|DSER	LOC108103412|XP_017064359.1|DEUG
OG0000006	LOC110180681|XP_020804024.1|DSER, LOC110180702|XP_020804041.1|DSER, LOC110182161|XP_020805824.1|DSER, LOC110185948|XP_020810624.1|DSER, LOC110182132|XP_020805800.1|DSER, LOC110180700|XP_020804040.1|DSER	LOC108103399|XP_017064345.1|DEUG
OG0000007	LOC110184727|XP_020809014.1|DSER	LOC108107881|XP_017071156.1|DEUG
OG0000007	LOC110184736|XP_020809022.1|DSER	LOC108107882|XP_017071157.1|DEUG
OG0000007	LOC110182363|XP_020806064.1|DSER	LOC108102687|XP_017063316.1|DEUG
OG0000007	LOC110182364|XP_020806065.1|DSER	LOC108102523|XP_017063049.1|DEUG, LOC108102695|XP_017063328.1|DEUG
OG0000007	LOC110190669|XP_020816933.1|DSER	LOC108109874|XP_017074157.1|DEUG, LOC108109766|XP_017073928.1|DEUG
OG0000007	LOC110182358|XP_020806056.1|DSER, LOC110182357|XP_020806055.1|DSER, LOC110182316|XP_020806004.1|DSER	LOC108102518|XP_017063043.1|DEUG, LOC108102519|XP_017063044.1|DEUG
OG0000007	LOC110184731|XP_020809018.1|DSER	LOC108107529|XP_017070559.1|DEUG
OG0000007	LOC110184732|XP_020809019.1|DSER	LOC108107925|XP_017071238.1|DEUG
OG0000008	LOC110188534|XP_020813940.1|DSER	LOC108117090|XP_017084777.1|DEUG
OG0000008	LOC110183610|XP_020807586.1|DSER	LOC108107847|XP_017071090.1|DEUG
OG0000008	LOC110183609|XP_020807585.1|DSER	LOC108107843|XP_017071086.1|DEUG
OG0000008	LOC110183997|XP_020808013.1|DSER	LOC108104027|XP_017065348.1|DEUG
OG0000008	LOC110183613|XP_020807591.1|DSER	LOC108107848|XP_017071091.1|DEUG
OG0000008	LOC110182844|XP_020806635.1|DSER	LOC108103232|XP_017064122.1|DEUG
OG0000008	LOC110191723|XP_020818300.1|DSER, LOC110191724|XP_020818301.1|DSER	LOC108116557|XP_017083985.1|DEUG
OG0000008	LOC110191898|XP_020818543.1|DSER	LOC108116118|XP_017083331.1|DEUG
OG0000008	LOC110191819|XP_020818443.1|DSER	LOC108116121|XP_017083334.1|DEUG
OG0000008	LOC110191725|XP_020818302.1|DSER	LOC108116123|XP_017083335.1|DEUG
OG0000008	LOC110191899|XP_020818544.1|DSER	LOC108116120|XP_017083333.1|DEUG
OG0000008	LOC110191820|XP_020818444.1|DSER	LOC108116119|XP_017083332.1|DEUG
OG0000009	LOC110188739|XP_020814232.1|DSER	LOC108117308|XP_017085159.1|DEUG
OG0000009	LOC110188430|XP_020813815.1|DSER	LOC108117290|XP_017085135.1|DEUG
OG0000009	LOC110188741|XP_020814234.1|DSER	LOC108117076|XP_017084737.1|DEUG, LOC108117114|XP_017084826.1|DEUG
OG0000009	LOC110188740|XP_020814233.1|DSER	LOC108117309|XP_017085160.1|DEUG, LOC108117291|XP_017085136.1|DEUG
OG0000009	LOC110181065|XP_020804398.1|DSER	LOC108107216|XP_017070122.1|DEUG
OG0000009	LOC110176644|XP_020798730.1|DSER	LOC108111728|XP_017076770.1|DEUG
OG0000009	LOC110178269|XP_020800994.1|DSER	LOC108106283|XP_017068739.1|DEUG
OG0000009	LOC110178304|XP_020801053.1|DSER, LOC110178309|XP_020801061.1|DSER	LOC108106291|XP_017068749.1|DEUG, LOC108106313|XP_017068772.1|DEUG
OG0000010	LOC110182144|XP_020805814.1|DSER, LOC110182164|XP_020805826.1|DSER, LOC110182441|XP_020806135.1|DSER	LOC108105230|XP_017067186.1|DEUG
OG0000011	LOC110183280|XP_020807170.1|DSER	LOC108102528|XP_017063054.1|DEUG, LOC108102616|XP_017063214.1|DEUG
OG0000011	LOC110182663|XP_020806400.1|DSER, LOC110187551|XP_020812598.1|DSER, LOC110187412|XP_020812458.1|DSER, LOC110182662|XP_020806399.1|DSER	LOC108108695|XP_017072289.1|DEUG, LOC108118231|XP_017086302.1|DEUG
OG0000011	LOC110185813|XP_020810477.1|DSER	LOC108102619|XP_017063216.1|DEUG, LOC108111193|XP_017076077.1|DEUG
OG0000011	LOC110182278|XP_020805955.1|DSER	LOC108118458|XP_017086666.1|DEUG, LOC108118456|XP_017086662.1|DEUG, LOC108103884|XP_017065103.1|DEUG, LOC108103883|XP_017065101.1|DEUG
OG0000011	LOC110191403|XP_020817919.1|DSER	LOC108105968|XP_017068261.1|DEUG
OG0000011	LOC110185215|XP_020809607.1|DSER	LOC108109998|XP_017074326.1|DEUG
OG0000012	LOC110178863|XP_020801799.1|DSER	LOC108113192|XP_017079208.1|DEUG
OG0000012	LOC110178859|XP_020801786.1|DSER	LOC108113191|XP_017079207.1|DEUG
OG0000012	LOC110190967|XP_020817320.1|DSER	LOC108113343|XP_017079393.1|DEUG
OG0000012	LOC110176037|XP_020797910.1|DSER	LOC108113377|XP_017079435.1|DEUG
OG0000012	LOC110181698|XP_020805203.1|DSER	LOC108112229|XP_017077538.1|DEUG
OG0000012	LOC110180096|XP_020803382.1|DSER	LOC108112131|XP_017077370.1|DEUG
OG0000012	LOC110181688|XP_020805193.1|DSER	LOC108112132|XP_017077371.1|DEUG
OG0000012	LOC110176319|XP_020798300.1|DSER	LOC108112267|XP_017077578.1|DEUG
OG0000012	LOC110178311|XP_020801063.1|DSER	LOC108106282|XP_017068738.1|DEUG
OG0000012	LOC110178377|XP_020801172.1|DSER	LOC108106301|XP_017068761.1|DEUG
OG0000012	LOC110178312|XP_020801065.1|DSER	LOC108106279|XP_017068735.1|DEUG
OG0000012	LOC110178270|XP_020800995.1|DSER, LOC110178283|XP_020801014.1|DSER	LOC108106300|XP_017068760.1|DEUG
OG0000012	LOC110178292|XP_020801024.1|DSER	LOC108106742|XP_017069468.1|DEUG
OG0000012	LOC110178324|XP_020801093.1|DSER	LOC108106739|XP_017069464.1|DEUG
OG0000013	LOC110189766|XP_020815644.1|DSER	LOC108106511|XP_017069094.1|DEUG
OG0000013	LOC110179613|XP_020802873.1|DSER	LOC108104346|XP_017065833.1|DEUG
OG0000013	LOC110188689|XP_020814151.1|DSER	LOC108105608|XP_017067774.1|DEUG
OG0000013	LOC110188838|XP_020814394.1|DSER	LOC108105962|XP_017068250.1|DEUG
OG0000013	LOC110188074|XP_020813284.1|DSER	LOC108116899|XP_017084498.1|DEUG
OG0000013	LOC110191421|XP_020817937.1|DSER, LOC110191071|XP_020817464.1|DSER	LOC108116618|XP_017084081.1|DEUG
OG0000013	LOC110191200|XP_020817626.1|DSER, LOC110191337|XP_020817840.1|DSER	LOC108111484|XP_017076457.1|DEUG, LOC108111483|XP_017076456.1|DEUG, LOC108111766|XP_017076819.1|DEUG, LOC108111764|XP_017076818.1|DEUG
OG0000015	LOC110181407|XP_020804802.1|DSER	LOC108106955|XP_017069721.1|DEUG
OG0000015	LOC110182685|XP_020806436.1|DSER	LOC108106287|XP_017068742.1|DEUG, LOC108118427|XP_017086598.1|DEUG, LOC108118426|XP_017086597.1|DEUG
OG0000015	LOC110187200|XP_020812259.1|DSER, LOC110182170|XP_020805830.1|DSER, LOC110187202|XP_020812260.1|DSER	LOC108106912|XP_017069652.1|DEUG, LOC108106885|XP_017069622.1|DEUG, LOC108106894|XP_017069633.1|DEUG, LOC108106916|XP_017069656.1|DEUG, LOC108106913|XP_017069653.1|DEUG, LOC108106877|XP_017069613.1|DEUG
OG0000016	LOC110185112|XP_020809466.1|DSER	LOC108116882|XP_017084468.1|DEUG
OG0000016	LOC110182974|XP_020806826.1|DSER	LOC108109063|XP_017072885.1|DEUG
OG0000016	LOC110186803|XP_020811744.1|DSER	LOC108117273|XP_017085115.1|DEUG
OG0000016	LOC110181494|XP_020804920.1|DSER	LOC108103209|XP_017064088.1|DEUG
OG0000016	LOC110189526|XP_020815315.1|DSER	LOC108110347|XP_017074869.1|DEUG
OG0000016	LOC110191952|XP_020818633.1|DSER	LOC108105551|XP_017067677.1|DEUG
OG0000016	LOC110179844|XP_020803110.1|DSER	LOC108108726|XP_017072348.1|DEUG
OG0000017	LOC110179704|XP_020802972.1|DSER	LOC108103426|XP_017064385.1|DEUG
OG0000017	LOC110182944|XP_020806786.1|DSER	LOC108112627|XP_017078221.1|DEUG
OG0000017	LOC110189651|XP_020815456.1|DSER	LOC108104154|XP_017065544.1|DEUG
OG0000017	LOC110186415|XP_020811251.1|DSER	LOC108109558|XP_017073619.1|DEUG
OG0000017	LOC110177433|XP_020799815.1|DSER, LOC110177434|XP_020799816.1|DSER	LOC108115927|XP_017083050.1|DEUG, LOC108116012|XP_017083185.1|DEUG
OG0000017	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER	LOC108109233|XP_017073194.1|DEUG
OG0000017	LOC110189689|XP_020815522.1|DSER	LOC108110339|XP_017074859.1|DEUG
OG0000017	LOC110178449|XP_020801243.1|DSER	LOC108109231|XP_017073193.1|DEUG
OG0000017	LOC110183096|XP_020806947.1|DSER, LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER	LOC108111034|XP_017075854.1|DEUG, LOC108110885|XP_017075635.1|DEUG
OG0000018	LOC110184702|XP_020808977.1|DSER	LOC108107641|XP_017070716.1|DEUG
OG0000018	LOC110184746|XP_020809033.1|DSER	LOC108107531|XP_017070561.1|DEUG
OG0000018	LOC110184752|XP_020809041.1|DSER	LOC108108164|XP_017071591.1|DEUG
OG0000018	LOC110184753|XP_020809042.1|DSER, LOC110184714|XP_020808993.1|DSER	LOC108107530|XP_017070560.1|DEUG
OG0000018	LOC110184703|XP_020808978.1|DSER	LOC108107673|XP_017070750.1|DEUG
OG0000019	LOC110186753|XP_020811674.1|DSER	LOC108115822|XP_017082901.1|DEUG
OG0000019	LOC110186755|XP_020811676.1|DSER, LOC110186756|XP_020811677.1|DSER	LOC108115824|XP_017082904.1|DEUG, LOC108115825|XP_017082905.1|DEUG
OG0000019	LOC110186746|XP_020811668.1|DSER	LOC108115829|XP_017082909.1|DEUG
OG0000019	LOC110186754|XP_020811675.1|DSER	LOC108115823|XP_017082903.1|DEUG
OG0000019	LOC110186749|XP_020811671.1|DSER, LOC110186750|XP_020811672.1|DSER	LOC108115820|XP_017082899.1|DEUG, LOC108115821|XP_017082900.1|DEUG
OG0000020	LOC110186419|XP_020811254.1|DSER	LOC108116051|XP_017083239.1|DEUG
OG0000020	LOC110179314|XP_020802461.1|DSER	LOC108109261|XP_017073233.1|DEUG
OG0000020	LOC110178058|XP_020800723.1|DSER	LOC108106073|XP_017068419.1|DEUG, LOC108107101|XP_017069976.1|DEUG
OG0000020	LOC110183820|XP_020807830.1|DSER	LOC108106167|XP_017068567.1|DEUG
OG0000020	LOC110188252|XP_020813584.1|DSER	LOC108117182|XP_017084963.1|DEUG
OG0000020	LOC110186984|XP_020811998.1|DSER	LOC108116455|XP_017083873.1|DEUG
OG0000020	LOC110183751|XP_020807766.1|DSER	LOC108107046|XP_017069896.1|DEUG
OG0000021	LOC110177674|XP_020800156.1|DSER	LOC108112706|XP_017078416.1|DEUG
OG0000021	LOC110177755|XP_020800276.1|DSER	LOC108112288|XP_017077598.1|DEUG
OG0000021	LOC110177907|XP_020800536.1|DSER	LOC108112285|XP_017077596.1|DEUG
OG0000021	LOC110181842|XP_020805408.1|DSER	LOC108105026|XP_017066911.1|DEUG
OG0000021	LOC110184678|XP_020808951.1|DSER	LOC108117533|XP_017085522.1|DEUG
OG0000021	LOC110190995|XP_020817366.1|DSER	LOC108111770|XP_017076824.1|DEUG
OG0000021	LOC110189278|XP_020814959.1|DSER	LOC108110043|XP_017074396.1|DEUG
OG0000022	LOC110176354|XP_020798342.1|DSER	LOC108113005|XP_017078913.1|DEUG
OG0000022	LOC110178658|XP_020801510.1|DSER	LOC108102771|XP_017063418.1|DEUG, LOC108102780|XP_017063430.1|DEUG
OG0000022	LOC110178662|XP_020801517.1|DSER	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG
OG0000023	LOC110188311|XP_020813678.1|DSER	LOC108115112|XP_017081853.1|DEUG
OG0000023	LOC110188309|XP_020813677.1|DSER, LOC110188457|XP_020813846.1|DSER	LOC108115052|XP_017081788.1|DEUG
OG0000023	LOC110180829|XP_020804169.1|DSER	LOC108112507|XP_017077883.1|DEUG
OG0000023	LOC110188308|XP_020813675.1|DSER	LOC108115111|XP_017081852.1|DEUG
OG0000023	LOC110188454|XP_020813842.1|DSER	LOC108115051|XP_017081787.1|DEUG
OG0000023	LOC110188692|XP_020814155.1|DSER	LOC108115158|XP_017081958.1|DEUG
OG0000023	LOC110188691|XP_020814154.1|DSER	LOC108115110|XP_017081851.1|DEUG
OG0000023	LOC110188690|XP_020814152.1|DSER	LOC108115157|XP_017081956.1|DEUG
OG0000024	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER	LOC108106506|XP_017069088.1|DEUG
OG0000024	LOC110179365|XP_020802539.1|DSER	LOC108106500|XP_017069084.1|DEUG
OG0000024	LOC110185697|XP_020810324.1|DSER	LOC108115421|XP_017082346.1|DEUG
OG0000024	LOC110179322|XP_020802473.1|DSER	LOC108106503|XP_017069087.1|DEUG
OG0000024	LOC110180569|XP_020803926.1|DSER	LOC108111932|XP_017077077.1|DEUG
OG0000025	LOC110182356|XP_020806054.1|DSER	LOC108103147|XP_017064008.1|DEUG
OG0000025	LOC110182443|XP_020806137.1|DSER	LOC108114004|XP_017080277.1|DEUG
OG0000026	LOC110176041|XP_020797911.1|DSER	LOC108111839|XP_017076932.1|DEUG
OG0000026	LOC110182689|XP_020806441.1|DSER	LOC108113449|XP_017079511.1|DEUG
OG0000026	LOC110179505|XP_020802740.1|DSER	LOC108103585|XP_017064599.1|DEUG
OG0000026	LOC110189572|XP_020815365.1|DSER	LOC108115320|XP_017082216.1|DEUG, LOC108115238|XP_017082084.1|DEUG
OG0000026	LOC110188271|XP_020813620.1|DSER	LOC108110172|XP_017074584.1|DEUG
OG0000027	LOC110176950|XP_020799111.1|DSER	LOC108106863|XP_017069596.1|DEUG
OG0000027	LOC110176976|XP_020799142.1|DSER	LOC108106871|XP_017069603.1|DEUG
OG0000027	LOC110176929|XP_020799084.1|DSER	LOC108106870|XP_017069602.1|DEUG
OG0000028	LOC110190400|XP_020816511.1|DSER, LOC110190401|XP_020816513.1|DSER, LOC110190052|XP_020816017.1|DSER	LOC108108647|XP_017072239.1|DEUG, LOC108108738|XP_017072365.1|DEUG, LOC108108739|XP_017072366.1|DEUG, LOC108108680|XP_017072274.1|DEUG, LOC108108455|XP_017071998.1|DEUG
OG0000028	LOC110190608|XP_020816860.1|DSER	LOC108114276|XP_017080662.1|DEUG
OG0000029	LOC110181434|XP_020804839.1|DSER, LOC110177071|XP_020799247.1|DSER	LOC108104771|XP_017066496.1|DEUG
OG0000029	LOC110185765|XP_020810430.1|DSER	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG
OG0000029	LOC110178924|XP_020801869.1|DSER	LOC108108451|XP_017071993.1|DEUG
OG0000030	LOC110183999|XP_020808015.1|DSER	LOC108104028|XP_017065349.1|DEUG
OG0000030	LOC110184000|XP_020808016.1|DSER	LOC108104046|XP_017065382.1|DEUG
OG0000030	LOC110184885|XP_020809189.1|DSER	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG
OG0000030	LOC110178495|XP_020801302.1|DSER	LOC108109021|XP_017072783.1|DEUG
OG0000030	LOC110180192|XP_020803508.1|DSER	LOC108103318|XP_017064237.1|DEUG
OG0000030	LOC110184177|XP_020808247.1|DSER	LOC108104999|XP_017066865.1|DEUG
OG0000031	LOC110185921|XP_020810593.1|DSER	LOC108105113|XP_017067036.1|DEUG, LOC108105166|XP_017067095.1|DEUG
OG0000031	LOC110183330|XP_020807237.1|DSER	LOC108111003|XP_017075802.1|DEUG
OG0000032	LOC110191017|XP_020817393.1|DSER	LOC108111801|XP_017076881.1|DEUG
OG0000032	LOC110189708|XP_020815547.1|DSER	LOC108111712|XP_017076751.1|DEUG
OG0000032	LOC110190425|XP_020816566.1|DSER	LOC108111718|XP_017076758.1|DEUG
OG0000032	LOC110179845|XP_020803112.1|DSER	LOC108111814|XP_017076907.1|DEUG
OG0000032	LOC110188663|XP_020814116.1|DSER	LOC108111713|XP_017076752.1|DEUG
OG0000033	LOC110184954|XP_020809264.1|DSER, LOC110185945|XP_020810623.1|DSER	LOC108116079|XP_017083286.1|DEUG, LOC108115913|XP_017083039.1|DEUG
OG0000033	LOC110189687|XP_020815520.1|DSER	LOC108112609|XP_017078188.1|DEUG
OG0000033	LOC110189316|XP_020815019.1|DSER, LOC110189317|XP_020815020.1|DSER	LOC108112610|XP_017078190.1|DEUG
OG0000033	LOC110189686|XP_020815519.1|DSER	LOC108112608|XP_017078187.1|DEUG
OG0000033	LOC110188470|XP_020813858.1|DSER, LOC110188471|XP_020813859.1|DSER	LOC108108576|XP_017072157.1|DEUG
OG0000033	LOC110188478|XP_020813866.1|DSER	LOC108117093|XP_017084781.1|DEUG
OG0000034	LOC110184859|XP_020809159.1|DSER	LOC108118434|XP_017086628.1|DEUG, LOC108118404|XP_017086569.1|DEUG
OG0000034	LOC110184879|XP_020809185.1|DSER	LOC108118408|XP_017086572.1|DEUG
OG0000034	LOC110184890|XP_020809195.1|DSER	LOC108118494|XP_017086716.1|DEUG
OG0000034	LOC110185580|XP_020810168.1|DSER, LOC110185578|XP_020810167.1|DSER	LOC108115439|XP_017082363.1|DEUG, LOC108116805|XP_017084341.1|DEUG, LOC108116981|XP_017084632.1|DEUG
OG0000034	LOC110185768|XP_020810429.1|DSER	LOC108113407|XP_017079451.1|DEUG
OG0000036	LOC110188341|XP_020813708.1|DSER	LOC108115061|XP_017081795.1|DEUG
OG0000036	LOC110191887|XP_020818531.1|DSER	LOC108105599|XP_017067763.1|DEUG
OG0000036	LOC110187659|XP_020812737.1|DSER	LOC108114960|XP_017081642.1|DEUG
OG0000036	LOC110186335|XP_020811144.1|DSER	LOC108116661|XP_017084141.1|DEUG
OG0000037	LOC110178458|XP_020801255.1|DSER	LOC108112000|XP_017077225.1|DEUG
OG0000037	LOC110188328|XP_020813694.1|DSER	LOC108117112|XP_017084823.1|DEUG
OG0000037	LOC110188288|XP_020813646.1|DSER	LOC108117111|XP_017084822.1|DEUG
OG0000038	LOC110187819|XP_020812959.1|DSER, LOC110190399|XP_020816510.1|DSER	LOC108108735|XP_017072362.1|DEUG
OG0000038	LOC110189906|XP_020815830.1|DSER	LOC108108809|XP_017072482.1|DEUG
OG0000039	LOC110181782|XP_020805320.1|DSER	LOC108102893|XP_017063585.1|DEUG
OG0000039	LOC110181861|XP_020805441.1|DSER	LOC108103025|XP_017063841.1|DEUG
OG0000039	LOC110181937|XP_020805533.1|DSER	LOC108105051|XP_017066944.1|DEUG
OG0000040	LOC110190225|XP_020816248.1|DSER	LOC108116469|XP_017083889.1|DEUG
OG0000040	LOC110190236|XP_020816258.1|DSER	LOC108116470|XP_017083890.1|DEUG
OG0000040	LOC110177298|XP_020799618.1|DSER, LOC110177453|XP_020799846.1|DSER	LOC108111562|XP_017076575.1|DEUG
OG0000040	LOC110177296|XP_020799617.1|DSER	LOC108111560|XP_017076573.1|DEUG
OG0000040	LOC110177417|XP_020799793.1|DSER	LOC108111548|XP_017076556.1|DEUG
OG0000040	LOC110186252|XP_020810992.1|DSER	LOC108109350|XP_017073299.1|DEUG
OG0000041	LOC110186484|XP_020811330.1|DSER	LOC108113782|XP_017079974.1|DEUG
OG0000041	LOC110186805|XP_020811746.1|DSER, LOC110186801|XP_020811741.1|DSER, LOC110186551|XP_020811415.1|DSER	LOC108113689|XP_017079854.1|DEUG
OG0000041	LOC110186535|XP_020811395.1|DSER, LOC110186667|XP_020811591.1|DSER	LOC108113800|XP_017079997.1|DEUG, LOC108113672|XP_017079836.1|DEUG, LOC108113801|XP_017079998.1|DEUG
OG0000042	LOC110191593|XP_020818136.1|DSER	LOC108112378|XP_017077703.1|DEUG
OG0000042	LOC110191603|XP_020818147.1|DSER, LOC110191604|XP_020818149.1|DSER	LOC108112385|XP_017077715.1|DEUG
OG0000042	LOC110191595|XP_020818140.1|DSER	LOC108112383|XP_017077713.1|DEUG
OG0000042	LOC110191594|XP_020818138.1|DSER, LOC110191596|XP_020818141.1|DSER, LOC110191698|XP_020818273.1|DSER, LOC110191696|XP_020818271.1|DSER, LOC110191597|XP_020818142.1|DSER	LOC108112381|XP_017077708.1|DEUG, LOC108112379|XP_017077705.1|DEUG, LOC108112382|XP_017077709.1|DEUG, LOC108112377|XP_017077699.1|DEUG, LOC108112386|XP_017077716.1|DEUG
OG0000042	LOC110191697|XP_020818272.1|DSER, LOC110191695|XP_020818269.1|DSER	LOC108112384|XP_017077714.1|DEUG
OG0000043	LOC110188004|XP_020813185.1|DSER	LOC108116482|XP_017083904.1|DEUG
OG0000043	LOC110187778|XP_020812905.1|DSER, LOC110187703|XP_020812796.1|DSER, LOC110187702|XP_020812795.1|DSER	LOC108111569|XP_017076581.1|DEUG, LOC108116504|XP_017083929.1|DEUG
OG0000043	LOC110191369|XP_020817880.1|DSER	LOC108105204|XP_017067144.1|DEUG
OG0000043	LOC110187786|XP_020812917.1|DSER	LOC108116498|XP_017083919.1|DEUG
OG0000044	LOC110186554|XP_020811416.1|DSER, LOC110186305|XP_020811085.1|DSER	LOC108113702|XP_017079868.1|DEUG
OG0000044	LOC110186559|XP_020811423.1|DSER, LOC110186558|XP_020811422.1|DSER	LOC108113679|XP_017079844.1|DEUG
OG0000044	LOC110186306|XP_020811086.1|DSER, LOC110186581|XP_020811453.1|DSER	LOC108113668|XP_017079833.1|DEUG
OG0000044	LOC110186555|XP_020811417.1|DSER	LOC108113686|XP_017079852.1|DEUG
OG0000044	LOC110186661|XP_020811584.1|DSER	LOC108113695|XP_017079861.1|DEUG
