Orthogroup	DSER.longest_only	DELE.longest_only
OG0000011	LOC110182663|XP_020806400.1|DSER, LOC110187551|XP_020812598.1|DSER, LOC110187412|XP_020812458.1|DSER, LOC110182662|XP_020806399.1|DSER	LOC108146131|XP_017127468.1|DELE, LOC108146591|XP_017128102.1|DELE, LOC108143859|XP_017123910.1|DELE, LOC108137357|XP_017114480.1|DELE
OG0000011	LOC110182672|XP_020806412.1|DSER	LOC108134970|XP_017110989.1|DELE
OG0000011	LOC110185813|XP_020810477.1|DSER	LOC108138785|XP_017116749.1|DELE
OG0000011	LOC110182278|XP_020805955.1|DSER	LOC108150498|XP_017134198.1|DELE, LOC108150409|XP_017134056.1|DELE, LOC108138422|XP_017116107.1|DELE
OG0000011	LOC110191403|XP_020817919.1|DSER	LOC108146667|XP_017128209.1|DELE
OG0000011	LOC110185215|XP_020809607.1|DSER	LOC108139281|XP_017117466.1|DELE
OG0000012	LOC110178863|XP_020801799.1|DSER	LOC108145523|XP_017126497.1|DELE
OG0000012	LOC110178859|XP_020801786.1|DSER	LOC108145522|XP_017126496.1|DELE
OG0000012	LOC110190967|XP_020817320.1|DSER	LOC108145538|XP_017126526.1|DELE
OG0000012	LOC110176037|XP_020797910.1|DSER	LOC108145542|XP_017126531.1|DELE
OG0000012	LOC110181698|XP_020805203.1|DSER	LOC108147065|XP_017128845.1|DELE
OG0000012	LOC110180096|XP_020803382.1|DSER	LOC108145377|XP_017126261.1|DELE
OG0000012	LOC110181688|XP_020805193.1|DSER	LOC108145375|XP_017126259.1|DELE
OG0000012	LOC110176319|XP_020798300.1|DSER	LOC108145552|XP_017126542.1|DELE
OG0000012	LOC110178311|XP_020801063.1|DSER	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE
OG0000012	LOC110178377|XP_020801172.1|DSER	LOC108137877|XP_017115304.1|DELE
OG0000012	LOC110178312|XP_020801065.1|DSER	LOC108137996|XP_017115460.1|DELE
OG0000012	LOC110178270|XP_020800995.1|DSER, LOC110178283|XP_020801014.1|DSER	LOC108137901|XP_017115330.1|DELE
OG0000012	LOC110178292|XP_020801024.1|DSER	LOC108137950|XP_017115398.1|DELE
OG0000012	LOC110178324|XP_020801093.1|DSER	LOC108137951|XP_017115399.1|DELE
OG0000013	LOC110189766|XP_020815644.1|DSER	LOC108149749|XP_017133029.1|DELE
OG0000013	LOC110179613|XP_020802873.1|DSER	LOC108137631|XP_017114906.1|DELE
OG0000013	LOC110188689|XP_020814151.1|DSER	LOC108134833|XP_017110785.1|DELE
OG0000013	LOC110188838|XP_020814394.1|DSER	LOC108146660|XP_017128198.1|DELE
OG0000013	LOC110188074|XP_020813284.1|DSER	LOC108135085|XP_017111146.1|DELE
OG0000013	LOC110191421|XP_020817937.1|DSER, LOC110191071|XP_020817464.1|DSER	LOC108136687|XP_017113497.1|DELE
OG0000013	LOC110191200|XP_020817626.1|DSER, LOC110191337|XP_020817840.1|DSER	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE
OG0000015	LOC110181407|XP_020804802.1|DSER	LOC108138780|XP_017116737.1|DELE
OG0000015	LOC110182685|XP_020806436.1|DSER	LOC108144259|XP_017124429.1|DELE, LOC108150455|XP_017134109.1|DELE
OG0000015	LOC110190940|XP_020817272.1|DSER	LOC108150437|XP_017134084.1|DELE
OG0000015	LOC110187200|XP_020812259.1|DSER, LOC110182170|XP_020805830.1|DSER, LOC110187202|XP_020812260.1|DSER	LOC108138355|XP_017116015.1|DELE, LOC108138106|XP_017115592.1|DELE
OG0000015	LOC110179364|XP_020802537.1|DSER	LOC108144693|XP_017125256.1|DELE
OG0000016	LOC110185112|XP_020809466.1|DSER	LOC108139227|XP_017117379.1|DELE
OG0000016	LOC110182974|XP_020806826.1|DSER	LOC108145428|XP_017126326.1|DELE
OG0000016	LOC110186803|XP_020811744.1|DSER	LOC108135797|XP_017112156.1|DELE
OG0000016	LOC110181494|XP_020804920.1|DSER	LOC108140881|XP_017119405.1|DELE
OG0000016	LOC110189526|XP_020815315.1|DSER	LOC108134657|XP_017110539.1|DELE
OG0000016	LOC110191952|XP_020818633.1|DSER	LOC108140478|XP_017118708.1|DELE
OG0000016	LOC110179844|XP_020803110.1|DSER	LOC108143220|XP_017123005.1|DELE
OG0000017	LOC110179704|XP_020802972.1|DSER	LOC108136374|XP_017112976.1|DELE
OG0000017	LOC110182944|XP_020806786.1|DSER	LOC108149934|XP_017133339.1|DELE
OG0000017	LOC110189651|XP_020815456.1|DSER	LOC108134991|XP_017111013.1|DELE
OG0000017	LOC110186415|XP_020811251.1|DSER	LOC108144019|XP_017124134.1|DELE
OG0000017	LOC110177433|XP_020799815.1|DSER, LOC110177434|XP_020799816.1|DSER	LOC108137351|XP_017114475.1|DELE
OG0000017	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER	LOC108143462|XP_017123388.1|DELE
OG0000017	LOC110189689|XP_020815522.1|DSER	LOC108141554|XP_017120482.1|DELE
OG0000017	LOC110178449|XP_020801243.1|DSER	LOC108143281|XP_017123085.1|DELE
OG0000017	LOC110183096|XP_020806947.1|DSER, LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER	LOC108147936|XP_017130210.1|DELE, LOC108147886|XP_017130134.1|DELE
OG0000018	LOC110184702|XP_020808977.1|DSER	LOC108142474|XP_017121847.1|DELE
OG0000018	LOC110184746|XP_020809033.1|DSER	LOC108142172|XP_017121346.1|DELE
OG0000018	LOC110184752|XP_020809041.1|DSER	LOC108142475|XP_017121848.1|DELE
OG0000018	LOC110184704|XP_020808979.1|DSER, LOC110184742|XP_020809030.1|DSER	LOC108142476|XP_017121849.1|DELE, LOC108142480|XP_017121852.1|DELE, LOC108142478|XP_017121851.1|DELE, LOC108142483|XP_017121857.1|DELE
OG0000018	LOC110184703|XP_020808978.1|DSER	LOC108142171|XP_017121345.1|DELE, LOC108142484|XP_017121859.1|DELE
OG0000019	LOC110186753|XP_020811674.1|DSER	LOC108148666|XP_017131288.1|DELE
OG0000019	LOC110186755|XP_020811676.1|DSER, LOC110186756|XP_020811677.1|DSER	LOC108148669|XP_017131292.1|DELE, LOC108148668|XP_017131291.1|DELE
OG0000019	LOC110186746|XP_020811668.1|DSER	LOC108148661|XP_017131282.1|DELE
OG0000019	LOC110186754|XP_020811675.1|DSER	LOC108148667|XP_017131289.1|DELE
OG0000019	LOC110186749|XP_020811671.1|DSER, LOC110186750|XP_020811672.1|DSER	LOC108148663|XP_017131286.1|DELE, LOC108148665|XP_017131287.1|DELE
OG0000020	LOC110186419|XP_020811254.1|DSER	LOC108148802|XP_017131514.1|DELE
OG0000020	LOC110179314|XP_020802461.1|DSER	LOC108145240|XP_017125995.1|DELE
OG0000020	LOC110178058|XP_020800723.1|DSER	LOC108139069|XP_017117181.1|DELE
OG0000020	LOC110183820|XP_020807830.1|DSER	LOC108149435|XP_017132505.1|DELE
OG0000020	LOC110188252|XP_020813584.1|DSER	LOC108136813|XP_017113705.1|DELE
OG0000020	LOC110186984|XP_020811998.1|DSER	LOC108140627|XP_017119032.1|DELE
OG0000020	LOC110187270|XP_020812316.1|DSER	LOC108142115|XP_017121302.1|DELE
OG0000020	LOC110183751|XP_020807766.1|DSER	LOC108138888|XP_017116909.1|DELE
OG0000021	LOC110177674|XP_020800156.1|DSER	LOC108143679|XP_017123678.1|DELE
OG0000021	LOC110177755|XP_020800276.1|DSER	LOC108143658|XP_017123658.1|DELE
OG0000021	LOC110177907|XP_020800536.1|DSER	LOC108144237|XP_017124406.1|DELE
OG0000021	LOC110181842|XP_020805408.1|DSER	LOC108140888|XP_017119410.1|DELE
OG0000021	LOC110184678|XP_020808951.1|DSER	LOC108139148|XP_017117255.1|DELE
OG0000021	LOC110190995|XP_020817366.1|DSER	LOC108134787|XP_017110724.1|DELE
OG0000021	LOC110189278|XP_020814959.1|DSER	LOC108137723|XP_017115107.1|DELE
OG0000022	LOC110176354|XP_020798342.1|DSER	LOC108144256|XP_017124426.1|DELE
OG0000022	LOC110178658|XP_020801510.1|DSER	LOC108145706|XP_017126756.1|DELE
OG0000022	LOC110178662|XP_020801517.1|DSER	LOC108145945|XP_017127141.1|DELE
OG0000023	LOC110188311|XP_020813678.1|DSER	LOC108140990|XP_017119554.1|DELE
OG0000023	LOC110188309|XP_020813677.1|DSER, LOC110188457|XP_020813846.1|DSER	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE
OG0000023	LOC110180829|XP_020804169.1|DSER	LOC108137536|XP_017114748.1|DELE
OG0000023	LOC110188308|XP_020813675.1|DSER	LOC108140985|XP_017119548.1|DELE
OG0000023	LOC110188454|XP_020813842.1|DSER	LOC108140949|XP_017119506.1|DELE
OG0000023	LOC110188692|XP_020814155.1|DSER	LOC108141054|XP_017119691.1|DELE
OG0000023	LOC110188691|XP_020814154.1|DSER	LOC108141157|XP_017119872.1|DELE
OG0000023	LOC110188690|XP_020814152.1|DSER	LOC108141055|XP_017119693.1|DELE
OG0000024	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER	LOC108144321|XP_017124511.1|DELE
OG0000024	LOC110179365|XP_020802539.1|DSER	LOC108144317|XP_017124507.1|DELE
OG0000024	LOC110185697|XP_020810324.1|DSER	LOC108134565|XP_017110407.1|DELE
OG0000024	LOC110180569|XP_020803926.1|DSER	LOC108149067|XP_017131913.1|DELE
OG0000025	LOC110182356|XP_020806054.1|DSER	LOC108136491|XP_017113196.1|DELE
OG0000026	LOC110176041|XP_020797911.1|DSER	LOC108142200|XP_017121376.1|DELE
OG0000026	LOC110182689|XP_020806441.1|DSER	LOC108148207|XP_017130606.1|DELE
OG0000026	LOC110179505|XP_020802740.1|DSER	LOC108137717|XP_017115091.1|DELE
OG0000026	LOC110189572|XP_020815365.1|DSER	LOC108148316|XP_017130795.1|DELE
OG0000026	LOC110188271|XP_020813620.1|DSER	LOC108140970|XP_017119526.1|DELE
OG0000027	LOC110176950|XP_020799111.1|DSER	LOC108138066|XP_017115531.1|DELE
OG0000027	LOC110176976|XP_020799142.1|DSER	LOC108138053|XP_017115518.1|DELE
OG0000027	LOC110176929|XP_020799084.1|DSER	LOC108138043|XP_017115505.1|DELE
OG0000028	LOC110190400|XP_020816511.1|DSER, LOC110190401|XP_020816513.1|DSER, LOC110190052|XP_020816017.1|DSER	LOC108146071|XP_017127374.1|DELE, LOC108146072|XP_017127376.1|DELE, LOC108146069|XP_017127372.1|DELE, LOC108146070|XP_017127373.1|DELE
OG0000028	LOC110190608|XP_020816860.1|DSER	LOC108145772|XP_017126831.1|DELE
OG0000029	LOC110181434|XP_020804839.1|DSER, LOC110177071|XP_020799247.1|DSER	LOC108141306|XP_017120062.1|DELE
OG0000029	LOC110185765|XP_020810430.1|DSER	LOC108143743|XP_017123764.1|DELE
OG0000029	LOC110178924|XP_020801869.1|DSER	LOC108135556|XP_017111792.1|DELE
OG0000030	LOC110183999|XP_020808015.1|DSER	LOC108138030|XP_017115492.1|DELE
OG0000030	LOC110184000|XP_020808016.1|DSER	LOC108138092|XP_017115567.1|DELE
OG0000030	LOC110184885|XP_020809189.1|DSER	LOC108147758|XP_017129978.1|DELE
OG0000030	LOC110178495|XP_020801302.1|DSER	LOC108143463|XP_017123389.1|DELE
OG0000030	LOC110180192|XP_020803508.1|DSER	LOC108136286|XP_017112860.1|DELE
OG0000030	LOC110184177|XP_020808247.1|DSER	LOC108147607|XP_017129735.1|DELE
OG0000031	LOC110185921|XP_020810593.1|DSER	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE, LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE
OG0000031	LOC110183330|XP_020807237.1|DSER	LOC108142073|XP_017121248.1|DELE
OG0000032	LOC110189708|XP_020815547.1|DSER	LOC108134794|XP_017110732.1|DELE
OG0000032	LOC110190425|XP_020816566.1|DSER	LOC108134776|XP_017110712.1|DELE
OG0000032	LOC110179845|XP_020803112.1|DSER	LOC108141567|XP_017120502.1|DELE
OG0000033	LOC110184954|XP_020809264.1|DSER, LOC110185945|XP_020810623.1|DSER	LOC108148602|XP_017131169.1|DELE
OG0000033	LOC110189687|XP_020815520.1|DSER	LOC108145061|XP_017125731.1|DELE
OG0000033	LOC110189316|XP_020815019.1|DSER, LOC110189317|XP_020815020.1|DSER	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE
OG0000033	LOC110189686|XP_020815519.1|DSER	LOC108145060|XP_017125730.1|DELE
OG0000033	LOC110188470|XP_020813858.1|DSER, LOC110188471|XP_020813859.1|DSER	LOC108135468|XP_017111699.1|DELE
OG0000034	LOC110184859|XP_020809159.1|DSER	LOC108150425|XP_017134072.1|DELE
OG0000034	LOC110184890|XP_020809195.1|DSER	LOC108150530|XP_017134248.1|DELE
OG0000034	LOC110185580|XP_020810168.1|DSER, LOC110185578|XP_020810167.1|DSER	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE
OG0000034	LOC110185768|XP_020810429.1|DSER	LOC108134580|XP_017110423.1|DELE
OG0000036	LOC110188341|XP_020813708.1|DSER	LOC108141221|XP_017119962.1|DELE
OG0000036	LOC110191887|XP_020818531.1|DSER	LOC108141229|XP_017119974.1|DELE
OG0000036	LOC110187659|XP_020812737.1|DSER	LOC108141167|XP_017119884.1|DELE
OG0000036	LOC110186335|XP_020811144.1|DSER	LOC108134742|XP_017110664.1|DELE
OG0000037	LOC110178458|XP_020801255.1|DSER	LOC108145158|XP_017125873.1|DELE
OG0000037	LOC110188328|XP_020813694.1|DSER	LOC108135854|XP_017112236.1|DELE
OG0000037	LOC110188288|XP_020813646.1|DSER	LOC108135829|XP_017112201.1|DELE
OG0000038	LOC110187819|XP_020812959.1|DSER, LOC110190399|XP_020816510.1|DSER	LOC108146067|XP_017127370.1|DELE
OG0000038	LOC110189906|XP_020815830.1|DSER	LOC108146005|XP_017127248.1|DELE
OG0000039	LOC110181782|XP_020805320.1|DSER	LOC108135451|XP_017111682.1|DELE
OG0000039	LOC110181861|XP_020805441.1|DSER	LOC108135405|XP_017111592.1|DELE
OG0000039	LOC110181937|XP_020805533.1|DSER	LOC108147617|XP_017129742.1|DELE
OG0000040	LOC110177295|XP_020799616.1|DSER	LOC108140733|XP_017119198.1|DELE
OG0000040	LOC110190225|XP_020816248.1|DSER	LOC108136930|XP_017113894.1|DELE
OG0000040	LOC110190236|XP_020816258.1|DSER	LOC108136932|XP_017113896.1|DELE
OG0000040	LOC110177298|XP_020799618.1|DSER, LOC110177453|XP_020799846.1|DSER	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE
OG0000040	LOC110177417|XP_020799793.1|DSER	LOC108140405|XP_017118609.1|DELE
OG0000040	LOC110186252|XP_020810992.1|DSER	LOC108143008|XP_017122685.1|DELE
OG0000041	LOC110186567|XP_020811434.1|DSER	LOC108143777|XP_017123793.1|DELE
OG0000041	LOC110186484|XP_020811330.1|DSER	LOC108143759|XP_017123778.1|DELE
OG0000041	LOC110186805|XP_020811746.1|DSER, LOC110186801|XP_020811741.1|DSER, LOC110186551|XP_020811415.1|DSER	LOC108143886|XP_017123949.1|DELE
OG0000041	LOC110186535|XP_020811395.1|DSER, LOC110186667|XP_020811591.1|DSER	LOC108143890|XP_017123952.1|DELE, LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE
OG0000042	LOC110191593|XP_020818136.1|DSER	LOC108139192|XP_017117319.1|DELE
OG0000042	LOC110191603|XP_020818147.1|DSER, LOC110191604|XP_020818149.1|DSER	LOC108139163|XP_017117272.1|DELE
OG0000042	LOC110191595|XP_020818140.1|DSER	LOC108139199|XP_017117331.1|DELE
OG0000042	LOC110191594|XP_020818138.1|DSER, LOC110191596|XP_020818141.1|DSER, LOC110191698|XP_020818273.1|DSER, LOC110191696|XP_020818271.1|DSER, LOC110191597|XP_020818142.1|DSER	LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE
OG0000042	LOC110191697|XP_020818272.1|DSER, LOC110191695|XP_020818269.1|DSER	LOC108139178|XP_017117292.1|DELE
OG0000043	LOC110187856|XP_020813000.1|DSER	LOC108136707|XP_017113521.1|DELE
OG0000043	LOC110188004|XP_020813185.1|DSER	LOC108136884|XP_017113826.1|DELE
OG0000043	LOC110187778|XP_020812905.1|DSER, LOC110187703|XP_020812796.1|DSER, LOC110187702|XP_020812795.1|DSER	LOC108137000|XP_017113987.1|DELE
OG0000043	LOC110187858|XP_020813002.1|DSER	LOC108136699|XP_017113511.1|DELE
OG0000043	LOC110191369|XP_020817880.1|DSER	LOC108142914|XP_017122491.1|DELE
OG0000043	LOC110187786|XP_020812917.1|DSER	LOC108136702|XP_017113516.1|DELE
OG0000044	LOC110186554|XP_020811416.1|DSER, LOC110186305|XP_020811085.1|DSER	LOC108143748|XP_017123768.1|DELE
OG0000044	LOC110186559|XP_020811423.1|DSER, LOC110186558|XP_020811422.1|DSER	LOC108143753|XP_017123772.1|DELE
OG0000044	LOC110186306|XP_020811086.1|DSER, LOC110186581|XP_020811453.1|DSER	LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE
OG0000044	LOC110186555|XP_020811417.1|DSER	LOC108143771|XP_017123788.1|DELE
OG0000044	LOC110186661|XP_020811584.1|DSER	LOC108143751|XP_017123771.1|DELE
OG0000044	LOC110186693|XP_020811620.1|DSER	LOC108140749|XP_017119215.1|DELE
OG0000045	LOC110178672|XP_020801529.1|DSER	LOC108150162|XP_017133621.1|DELE
OG0000045	LOC110178605|XP_020801449.1|DSER, LOC110178606|XP_020801450.1|DSER	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE
OG0000045	LOC110186854|XP_020811804.1|DSER, LOC110176386|XP_020798377.1|DSER, LOC110186862|XP_020811816.1|DSER	LOC108146641|XP_017128175.1|DELE
OG0000045	LOC110187537|XP_020812593.1|DSER	LOC108146602|XP_017128138.1|DELE
OG0000046	LOC110188408|XP_020813792.1|DSER	LOC108140976|XP_017119535.1|DELE
OG0000046	LOC110180077|XP_020803358.1|DSER	LOC108134821|XP_017110764.1|DELE
OG0000046	LOC110180079|XP_020803360.1|DSER	LOC108134933|XP_017110942.1|DELE
OG0000046	LOC110185913|XP_020810588.1|DSER	LOC108147306|XP_017129219.1|DELE
OG0000046	LOC110184743|XP_020809034.1|DSER	LOC108147302|XP_017129214.1|DELE
OG0000046	LOC110184620|XP_020808877.1|DSER, LOC110184815|XP_020809118.1|DSER	LOC108147114|XP_017128893.1|DELE, LOC108144852|XP_017125488.1|DELE
OG0000047	LOC110180463|XP_020803800.1|DSER	LOC108137997|XP_017115461.1|DELE
OG0000047	LOC110176287|XP_020798269.1|DSER	LOC108137888|XP_017115315.1|DELE
OG0000047	LOC110189583|XP_020815375.1|DSER	LOC108137980|XP_017115444.1|DELE, LOC108149120|XP_017132010.1|DELE
OG0000047	LOC110184762|XP_020809052.1|DSER	LOC108150380|XP_017134008.1|DELE
OG0000047	LOC110189698|XP_020815532.1|DSER	LOC108149847|XP_017133213.1|DELE
OG0000047	LOC110184679|XP_020808950.1|DSER	LOC108150178|XP_017133656.1|DELE
OG0000048	LOC110190450|XP_020816610.1|DSER, LOC110190451|XP_020816611.1|DSER	LOC108145662|XP_017126704.1|DELE, LOC108145661|XP_017126703.1|DELE
OG0000048	LOC110190448|XP_020816608.1|DSER	LOC108146208|XP_017127615.1|DELE
OG0000048	LOC110190459|XP_020816619.1|DSER	LOC108146209|XP_017127617.1|DELE
OG0000048	LOC110190447|XP_020816607.1|DSER	LOC108146206|XP_017127613.1|DELE
OG0000048	LOC110190454|XP_020816613.1|DSER	LOC108146211|XP_017127619.1|DELE
OG0000049	LOC110188535|XP_020813941.1|DSER	LOC108140399|XP_017118596.1|DELE
OG0000049	LOC110188465|XP_020813853.1|DSER	LOC108140396|XP_017118593.1|DELE
OG0000049	LOC110188330|XP_020813697.1|DSER	LOC108140391|XP_017118587.1|DELE
OG0000049	LOC110188568|XP_020813987.1|DSER	LOC108140398|XP_017118595.1|DELE
OG0000049	LOC110188331|XP_020813698.1|DSER	LOC108140400|XP_017118597.1|DELE
OG0000049	LOC110188656|XP_020814093.1|DSER	LOC108140395|XP_017118592.1|DELE
OG0000050	LOC110180270|XP_020803585.1|DSER	LOC108144105|XP_017124238.1|DELE
OG0000050	LOC110190034|XP_020815995.1|DSER	LOC108143124|XP_017122854.1|DELE
OG0000050	LOC110190383|XP_020816472.1|DSER	LOC108143123|XP_017122853.1|DELE
