Orthogroup	DSER.longest_only	DMAU.longest_only
OG0000007	LOC110184731|XP_020809018.1|DSER	LOC117142071|XP_033161842.1|DMAU
OG0000007	LOC110184732|XP_020809019.1|DSER	LOC117142072|XP_033161843.1|DMAU
OG0000008	LOC110188534|XP_020813940.1|DSER	LOC117142833|XP_033162955.1|DMAU
OG0000008	LOC110183610|XP_020807586.1|DSER	LOC117140615|XP_033159521.1|DMAU
OG0000008	LOC110183609|XP_020807585.1|DSER	LOC117140614|XP_033159520.1|DMAU
OG0000008	LOC110183997|XP_020808013.1|DSER	LOC117150767|XP_033173694.1|DMAU
OG0000008	LOC110183613|XP_020807591.1|DSER	LOC117140617|XP_033159524.1|DMAU
OG0000008	LOC110182844|XP_020806635.1|DSER	LOC117147420|XP_033170189.1|DMAU
OG0000008	LOC110191898|XP_020818543.1|DSER	LOC117144387|XP_033165412.1|DMAU
OG0000008	LOC110191819|XP_020818443.1|DSER	LOC117143719|XP_033164408.1|DMAU
OG0000008	LOC110191899|XP_020818544.1|DSER	LOC117144386|XP_033165411.1|DMAU
OG0000008	LOC110191820|XP_020818444.1|DSER	LOC117143928|XP_033164736.1|DMAU
OG0000009	LOC110188739|XP_020814232.1|DSER	LOC117145423|XP_033166959.1|DMAU
OG0000009	LOC110188430|XP_020813815.1|DSER	LOC117143759|XP_033164466.1|DMAU
OG0000009	LOC110188741|XP_020814234.1|DSER	LOC117145633|XP_033167244.1|DMAU
OG0000009	LOC110188740|XP_020814233.1|DSER	LOC117145422|XP_033166958.1|DMAU
OG0000009	LOC110181065|XP_020804398.1|DSER	LOC117136735|XP_033153656.1|DMAU
OG0000009	LOC110176644|XP_020798730.1|DSER	LOC117143616|XP_033164265.1|DMAU
OG0000009	LOC110178269|XP_020800994.1|DSER	LOC117135792|XP_033152175.1|DMAU
OG0000009	LOC110178304|XP_020801053.1|DSER, LOC110178309|XP_020801061.1|DSER	LOC117138502|XP_033156525.1|DMAU, LOC117138499|XP_033156519.1|DMAU
OG0000010	LOC110182136|XP_020805805.1|DSER, LOC110180708|XP_020804048.1|DSER, LOC110180685|XP_020804029.1|DSER, LOC110183811|XP_020807822.1|DSER, LOC110182163|XP_020805825.1|DSER, LOC110182420|XP_020806116.1|DSER, LOC110182144|XP_020805814.1|DSER, LOC110182164|XP_020805826.1|DSER, LOC110182441|XP_020806135.1|DSER, LOC110182421|XP_020806117.1|DSER, LOC110180707|XP_020804047.1|DSER, LOC110180709|XP_020804049.1|DSER, LOC110181329|XP_020804707.1|DSER, LOC110182137|XP_020805806.1|DSER, LOC110180684|XP_020804028.1|DSER, LOC110180662|XP_020804012.1|DSER, LOC110183810|XP_020807821.1|DSER	LOC117142722|XP_033162774.1|DMAU
OG0000011	LOC110183280|XP_020807170.1|DSER	LOC117138313|XP_033156221.1|DMAU
OG0000011	LOC110182663|XP_020806400.1|DSER, LOC110187551|XP_020812598.1|DSER, LOC110187412|XP_020812458.1|DSER, LOC110182662|XP_020806399.1|DSER	LOC117140362|XP_033159107.1|DMAU
OG0000011	LOC110185813|XP_020810477.1|DSER	LOC117142406|XP_033162250.1|DMAU
OG0000011	LOC110182278|XP_020805955.1|DSER	LOC117150358|XP_033173108.1|DMAU, LOC117135201|XP_033151176.1|DMAU, LOC117148130|XP_033171246.1|DMAU, LOC117148131|XP_033171247.1|DMAU
OG0000011	LOC110191403|XP_020817919.1|DSER	LOC117141063|XP_033160242.1|DMAU
OG0000011	LOC110185215|XP_020809607.1|DSER	LOC117143493|XP_033164098.1|DMAU
OG0000012	LOC110178863|XP_020801799.1|DSER	LOC117136761|XP_033153688.1|DMAU
OG0000012	LOC110178859|XP_020801786.1|DSER	LOC117136760|XP_033153687.1|DMAU
OG0000012	LOC110190967|XP_020817320.1|DSER	LOC117136898|XP_033153902.1|DMAU
OG0000012	LOC110176037|XP_020797910.1|DSER	LOC117137864|XP_033155471.1|DMAU
OG0000012	LOC110180096|XP_020803382.1|DSER	LOC117137455|XP_033154790.1|DMAU
OG0000012	LOC110176319|XP_020798300.1|DSER	LOC117136643|XP_033153526.1|DMAU
OG0000012	LOC110178311|XP_020801063.1|DSER	LOC117136387|XP_033153170.1|DMAU
OG0000012	LOC110178377|XP_020801172.1|DSER	LOC117136474|XP_033153296.1|DMAU
OG0000012	LOC110178312|XP_020801065.1|DSER	LOC117136403|XP_033153190.1|DMAU
OG0000012	LOC110178270|XP_020800995.1|DSER, LOC110178283|XP_020801014.1|DSER	LOC117138497|XP_033156518.1|DMAU
OG0000012	LOC110178292|XP_020801024.1|DSER	LOC117137795|XP_033155358.1|DMAU
OG0000012	LOC110178324|XP_020801093.1|DSER	LOC117137796|XP_033155359.1|DMAU
OG0000013	LOC110189766|XP_020815644.1|DSER	LOC117136473|XP_033153295.1|DMAU
OG0000013	LOC110179613|XP_020802873.1|DSER	LOC117148236|XP_033171424.1|DMAU
OG0000013	LOC110188689|XP_020814151.1|DSER	LOC117142434|XP_033162286.1|DMAU
OG0000013	LOC110188838|XP_020814394.1|DSER	LOC117141743|XP_033161255.1|DMAU
OG0000013	LOC110188074|XP_020813284.1|DSER	LOC117143333|XP_033163884.1|DMAU
OG0000013	LOC110191421|XP_020817937.1|DSER, LOC110191071|XP_020817464.1|DSER	LOC117142344|XP_033162152.1|DMAU
OG0000013	LOC110191200|XP_020817626.1|DSER, LOC110191337|XP_020817840.1|DSER	LOC117145307|XP_033166793.1|DMAU, LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU
OG0000015	LOC110181407|XP_020804802.1|DSER	LOC117135278|XP_033151337.1|DMAU
OG0000015	LOC110187200|XP_020812259.1|DSER, LOC110182170|XP_020805830.1|DSER, LOC110187202|XP_020812260.1|DSER	LOC117140156|XP_033158823.1|DMAU, LOC117150376|XP_033173128.1|DMAU
OG0000015	LOC110179364|XP_020802537.1|DSER	LOC117137056|XP_033154159.1|DMAU
OG0000016	LOC110185112|XP_020809466.1|DSER	LOC117143253|XP_033163704.1|DMAU
OG0000016	LOC110182974|XP_020806826.1|DSER	LOC117136077|XP_033152622.1|DMAU
OG0000016	LOC110186803|XP_020811744.1|DSER	LOC117144517|XP_033165627.1|DMAU
OG0000016	LOC110181494|XP_020804920.1|DSER	LOC117148789|XP_033172290.1|DMAU
OG0000016	LOC110189526|XP_020815315.1|DSER	LOC117135957|XP_033152442.1|DMAU
OG0000016	LOC110191952|XP_020818633.1|DSER	LOC117145868|XP_033167581.1|DMAU
OG0000016	LOC110179844|XP_020803110.1|DSER	LOC117140134|XP_033158791.1|DMAU
OG0000017	LOC110179704|XP_020802972.1|DSER	LOC117146549|XP_033168738.1|DMAU
OG0000017	LOC110182944|XP_020806786.1|DSER	LOC117138274|XP_033156132.1|DMAU
OG0000017	LOC110189651|XP_020815456.1|DSER	LOC117136736|XP_033153658.1|DMAU
OG0000017	LOC110186415|XP_020811251.1|DSER	LOC117144510|XP_033165592.1|DMAU
OG0000017	LOC110177433|XP_020799815.1|DSER, LOC110177434|XP_020799816.1|DSER	LOC117144630|XP_033165816.1|DMAU, LOC117144632|XP_033165817.1|DMAU
OG0000017	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER	LOC117137416|XP_033154735.1|DMAU
OG0000017	LOC110189689|XP_020815522.1|DSER	LOC117136539|XP_033153380.1|DMAU
OG0000017	LOC110178449|XP_020801243.1|DSER	LOC117137415|XP_033154734.1|DMAU
OG0000017	LOC110183096|XP_020806947.1|DSER, LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER	LOC117150949|XP_033174013.1|DMAU, LOC117139948|XP_033158530.1|DMAU
OG0000018	LOC110184746|XP_020809033.1|DSER	LOC117141482|XP_033160851.1|DMAU
OG0000018	LOC110184752|XP_020809041.1|DSER	LOC117141483|XP_033160852.1|DMAU
OG0000018	LOC110184753|XP_020809042.1|DSER, LOC110184714|XP_020808993.1|DSER	LOC117140972|XP_033160097.1|DMAU, LOC117139215|XP_033157288.1|DMAU
OG0000019	LOC110186753|XP_020811674.1|DSER	LOC117143233|XP_033163675.1|DMAU
OG0000019	LOC110186755|XP_020811676.1|DSER, LOC110186756|XP_020811677.1|DSER	LOC117143237|XP_033163678.1|DMAU, LOC117143236|XP_033163677.1|DMAU
OG0000019	LOC110186746|XP_020811668.1|DSER	LOC117143229|XP_033163670.1|DMAU
OG0000019	LOC110186754|XP_020811675.1|DSER	LOC117143234|XP_033163676.1|DMAU
OG0000019	LOC110186749|XP_020811671.1|DSER, LOC110186750|XP_020811672.1|DSER	LOC117143231|XP_033163673.1|DMAU, LOC117143232|XP_033163674.1|DMAU
OG0000020	LOC110186419|XP_020811254.1|DSER	LOC117143636|XP_033164304.1|DMAU
OG0000020	LOC110179314|XP_020802461.1|DSER	LOC117136475|XP_033153300.1|DMAU
OG0000020	LOC110178058|XP_020800723.1|DSER	LOC117138462|XP_033156478.1|DMAU
OG0000020	LOC110183820|XP_020807830.1|DSER	LOC117140141|XP_033158803.1|DMAU
OG0000020	LOC110188252|XP_020813584.1|DSER	LOC117145918|XP_033167668.1|DMAU
OG0000020	LOC110186984|XP_020811998.1|DSER	LOC117143368|XP_033163935.1|DMAU
OG0000020	LOC110187270|XP_020812316.1|DSER	LOC117135687|XP_033151982.1|DMAU
OG0000020	LOC110183751|XP_020807766.1|DSER	LOC117139836|XP_033158373.1|DMAU
OG0000021	LOC110180622|XP_020803965.1|DSER	LOC117150020|XP_033172787.1|DMAU, LOC117150137|XP_033172836.1|DMAU
OG0000021	LOC110177674|XP_020800156.1|DSER	LOC117136145|XP_033152741.1|DMAU
OG0000021	LOC110177755|XP_020800276.1|DSER	LOC117136571|XP_033153419.1|DMAU
OG0000021	LOC110177907|XP_020800536.1|DSER	LOC117136553|XP_033153398.1|DMAU
OG0000021	LOC110181842|XP_020805408.1|DSER	LOC117146855|XP_033169316.1|DMAU
OG0000021	LOC110184678|XP_020808951.1|DSER	LOC117142241|XP_033161985.1|DMAU
OG0000021	LOC110190995|XP_020817366.1|DSER	LOC117143646|XP_033164316.1|DMAU
OG0000021	LOC110189278|XP_020814959.1|DSER	LOC117148061|XP_033171143.1|DMAU
OG0000022	LOC110176354|XP_020798342.1|DSER	LOC117138252|XP_033156103.1|DMAU
OG0000022	LOC110178658|XP_020801510.1|DSER	LOC117139751|XP_033158206.1|DMAU
OG0000022	LOC110178662|XP_020801517.1|DSER	LOC117139203|XP_033157266.1|DMAU
OG0000023	LOC110188309|XP_020813677.1|DSER, LOC110188457|XP_020813846.1|DSER	LOC117144282|XP_033165275.1|DMAU
OG0000023	LOC110180829|XP_020804169.1|DSER	LOC117135977|XP_033152481.1|DMAU
OG0000023	LOC110188308|XP_020813675.1|DSER, LOC110188456|XP_020813844.1|DSER	LOC117145126|XP_033166537.1|DMAU
OG0000023	LOC110188454|XP_020813842.1|DSER	LOC117144278|XP_033165272.1|DMAU
OG0000023	LOC110188692|XP_020814155.1|DSER	LOC117144775|XP_033166033.1|DMAU
OG0000023	LOC110188691|XP_020814154.1|DSER	LOC117144277|XP_033165271.1|DMAU
OG0000023	LOC110188690|XP_020814152.1|DSER	LOC117144765|XP_033166018.1|DMAU
OG0000024	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER	LOC117137862|XP_033155468.1|DMAU
OG0000024	LOC110179365|XP_020802539.1|DSER	LOC117136255|XP_033152953.1|DMAU
OG0000024	LOC110185697|XP_020810324.1|DSER	LOC117150619|XP_033173479.1|DMAU
OG0000024	LOC110179322|XP_020802473.1|DSER	LOC117136506|XP_033153341.1|DMAU
OG0000024	LOC110180569|XP_020803926.1|DSER	LOC117135440|XP_033151508.1|DMAU
OG0000025	LOC110182356|XP_020806054.1|DSER	LOC117143378|XP_033163951.1|DMAU
OG0000026	LOC110176041|XP_020797911.1|DSER	LOC117148470|XP_033171735.1|DMAU
OG0000026	LOC110182689|XP_020806441.1|DSER	LOC117135160|XP_033151111.1|DMAU
OG0000026	LOC110179505|XP_020802740.1|DSER	LOC117146899|XP_033169397.1|DMAU
OG0000026	LOC110189572|XP_020815365.1|DSER	LOC117142902|XP_033163074.1|DMAU
OG0000026	LOC110188271|XP_020813620.1|DSER	LOC117145491|XP_033167059.1|DMAU
OG0000027	LOC110176950|XP_020799111.1|DSER	LOC117142835|XP_033162961.1|DMAU
OG0000027	LOC110176976|XP_020799142.1|DSER	LOC117140739|XP_033159710.1|DMAU
OG0000027	LOC110176929|XP_020799084.1|DSER	LOC117150817|XP_033173768.1|DMAU
OG0000028	LOC110190402|XP_020816516.1|DSER	LOC117139362|XP_033157505.1|DMAU
OG0000028	LOC110190400|XP_020816511.1|DSER, LOC110190401|XP_020816513.1|DSER, LOC110190052|XP_020816017.1|DSER	LOC117139334|XP_033157472.1|DMAU, LOC117139375|XP_033157515.1|DMAU, LOC117139373|XP_033157513.1|DMAU
OG0000028	LOC110190608|XP_020816860.1|DSER	LOC117141110|XP_033160324.1|DMAU
OG0000029	LOC110181434|XP_020804839.1|DSER, LOC110177071|XP_020799247.1|DSER	LOC117136167|XP_033152799.1|DMAU
OG0000029	LOC110185765|XP_020810430.1|DSER	LOC117144854|XP_033166148.1|DMAU
OG0000029	LOC110178924|XP_020801869.1|DSER	LOC117140740|XP_033159707.1|DMAU
OG0000030	LOC110183999|XP_020808015.1|DSER	LOC117150768|XP_033173696.1|DMAU
OG0000030	LOC110184000|XP_020808016.1|DSER	LOC117150769|XP_033173697.1|DMAU
OG0000030	LOC110184885|XP_020809189.1|DSER	LOC117143350|XP_033163916.1|DMAU
OG0000030	LOC110178495|XP_020801302.1|DSER	LOC117137054|XP_033154154.1|DMAU
OG0000030	LOC110180192|XP_020803508.1|DSER	LOC117148684|XP_033172115.1|DMAU
OG0000030	LOC110184177|XP_020808247.1|DSER	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU
OG0000031	LOC110185921|XP_020810593.1|DSER	LOC117144354|XP_033165364.1|DMAU, LOC117137476|XP_033154845.1|DMAU, LOC117145782|XP_033167456.1|DMAU
OG0000031	LOC110183330|XP_020807237.1|DSER	LOC117150913|XP_033173999.1|DMAU
OG0000032	LOC110191017|XP_020817393.1|DSER	LOC117145857|XP_033167568.1|DMAU
OG0000032	LOC110189627|XP_020815431.1|DSER	LOC117145860|XP_033167571.1|DMAU
OG0000032	LOC110189708|XP_020815547.1|DSER	LOC117145495|XP_033167064.1|DMAU
OG0000032	LOC110190954|XP_020817297.1|DSER	LOC117145862|XP_033167573.1|DMAU
OG0000032	LOC110188628|XP_020814064.1|DSER	LOC117145859|XP_033167570.1|DMAU
OG0000033	LOC110184954|XP_020809264.1|DSER, LOC110185945|XP_020810623.1|DSER	LOC117144719|XP_033165948.1|DMAU
OG0000033	LOC110189687|XP_020815520.1|DSER	LOC117138299|XP_033156190.1|DMAU
OG0000033	LOC110189316|XP_020815019.1|DSER, LOC110189317|XP_020815020.1|DSER	LOC117138297|XP_033156188.1|DMAU
OG0000033	LOC110189686|XP_020815519.1|DSER	LOC117138298|XP_033156189.1|DMAU
OG0000033	LOC110188470|XP_020813858.1|DSER, LOC110188471|XP_020813859.1|DSER	LOC117140273|XP_033158989.1|DMAU
OG0000034	LOC110184859|XP_020809159.1|DSER	LOC117138566|XP_033156617.1|DMAU, LOC117141167|XP_033160397.1|DMAU
OG0000034	LOC110184879|XP_020809185.1|DSER	LOC117150484|XP_033173274.1|DMAU
OG0000034	LOC110184890|XP_020809195.1|DSER	LOC117150483|XP_033173273.1|DMAU
OG0000034	LOC110185580|XP_020810168.1|DSER, LOC110185578|XP_020810167.1|DSER	LOC117149319|XP_033172656.1|DMAU, LOC117143947|XP_033164772.1|DMAU, LOC117145446|XP_033166996.1|DMAU
OG0000034	LOC110185768|XP_020810429.1|DSER	LOC117143867|XP_033164627.1|DMAU
OG0000036	LOC110188341|XP_020813708.1|DSER	LOC117145150|XP_033166581.1|DMAU
OG0000036	LOC110191887|XP_020818531.1|DSER	LOC117145004|XP_033166383.1|DMAU
OG0000036	LOC110187659|XP_020812737.1|DSER	LOC117145915|XP_033167661.1|DMAU
OG0000036	LOC110186335|XP_020811144.1|DSER	LOC117145828|XP_033167521.1|DMAU, LOC117145827|XP_033167520.1|DMAU
OG0000037	LOC110178458|XP_020801255.1|DSER	LOC117137024|XP_033154116.1|DMAU
OG0000037	LOC110188328|XP_020813694.1|DSER	LOC117145239|XP_033166706.1|DMAU
OG0000037	LOC110188288|XP_020813646.1|DSER	LOC117143582|XP_033164221.1|DMAU
OG0000038	LOC110187819|XP_020812959.1|DSER, LOC110190399|XP_020816510.1|DSER	LOC117139364|XP_033157507.1|DMAU
OG0000038	LOC110189906|XP_020815830.1|DSER	LOC117141232|XP_033160483.1|DMAU
OG0000039	LOC110181782|XP_020805320.1|DSER	LOC117148457|XP_033171719.1|DMAU
OG0000039	LOC110181861|XP_020805441.1|DSER	LOC117147454|XP_033170230.1|DMAU
OG0000039	LOC110181937|XP_020805533.1|DSER	LOC117146886|XP_033169374.1|DMAU
OG0000040	LOC110177295|XP_020799616.1|DSER	LOC117145128|XP_033166540.1|DMAU
OG0000040	LOC110190225|XP_020816248.1|DSER	LOC117143448|XP_033164046.1|DMAU
OG0000040	LOC110190236|XP_020816258.1|DSER	LOC117143449|XP_033164048.1|DMAU
OG0000040	LOC110177298|XP_020799618.1|DSER, LOC110177453|XP_020799846.1|DSER	LOC117144294|XP_033165289.1|DMAU
OG0000040	LOC110177296|XP_020799617.1|DSER	LOC117144293|XP_033165288.1|DMAU
OG0000040	LOC110177417|XP_020799793.1|DSER	LOC117143965|XP_033164790.1|DMAU
OG0000040	LOC110186252|XP_020810992.1|DSER	LOC117143756|XP_033164463.1|DMAU
OG0000041	LOC110186567|XP_020811434.1|DSER	LOC117143749|XP_033164453.1|DMAU
OG0000041	LOC110186484|XP_020811330.1|DSER	LOC117144930|XP_033166274.1|DMAU
OG0000041	LOC110186805|XP_020811746.1|DSER, LOC110186801|XP_020811741.1|DSER, LOC110186551|XP_020811415.1|DSER	LOC117145103|XP_033166514.1|DMAU
OG0000041	LOC110186535|XP_020811395.1|DSER, LOC110186667|XP_020811591.1|DSER	LOC117144174|XP_033165110.1|DMAU, LOC117145105|XP_033166515.1|DMAU
OG0000042	LOC110191593|XP_020818136.1|DSER	LOC117138472|XP_033156493.1|DMAU
OG0000042	LOC110191603|XP_020818147.1|DSER, LOC110191604|XP_020818149.1|DSER	LOC117138473|XP_033156494.1|DMAU
OG0000042	LOC110191595|XP_020818140.1|DSER	LOC117138470|XP_033156490.1|DMAU
OG0000042	LOC110191697|XP_020818272.1|DSER, LOC110191695|XP_020818269.1|DSER	LOC117138471|XP_033156492.1|DMAU
OG0000043	LOC110187856|XP_020813000.1|DSER	LOC117143574|XP_033164210.1|DMAU
OG0000043	LOC110188004|XP_020813185.1|DSER	LOC117143570|XP_033164205.1|DMAU
OG0000043	LOC110187778|XP_020812905.1|DSER, LOC110187703|XP_020812796.1|DSER, LOC110187702|XP_020812795.1|DSER	LOC117145149|XP_033166580.1|DMAU
OG0000043	LOC110187858|XP_020813002.1|DSER	LOC117143573|XP_033164209.1|DMAU
OG0000043	LOC110191369|XP_020817880.1|DSER	LOC117145745|XP_033167398.1|DMAU
OG0000043	LOC110187786|XP_020812917.1|DSER	LOC117143372|XP_033163938.1|DMAU
OG0000044	LOC110186554|XP_020811416.1|DSER, LOC110186305|XP_020811085.1|DSER	LOC117143901|XP_033164698.1|DMAU
OG0000044	LOC110186559|XP_020811423.1|DSER, LOC110186558|XP_020811422.1|DSER	LOC117143451|XP_033164051.1|DMAU
OG0000044	LOC110186306|XP_020811086.1|DSER, LOC110186581|XP_020811453.1|DSER	LOC117145465|XP_033167027.1|DMAU
OG0000044	LOC110186555|XP_020811417.1|DSER	LOC117145163|XP_033166599.1|DMAU
OG0000044	LOC110186661|XP_020811584.1|DSER	LOC117143590|XP_033164229.1|DMAU
OG0000044	LOC110186693|XP_020811620.1|DSER	LOC117143435|XP_033164032.1|DMAU
OG0000045	LOC110178672|XP_020801529.1|DSER	LOC117139739|XP_033158187.1|DMAU
OG0000045	LOC110178605|XP_020801449.1|DSER, LOC110178606|XP_020801450.1|DSER	LOC117139893|XP_033158462.1|DMAU, LOC117140400|XP_033159161.1|DMAU, LOC117139892|XP_033158461.1|DMAU
OG0000045	LOC110186854|XP_020811804.1|DSER, LOC110176386|XP_020798377.1|DSER, LOC110186862|XP_020811816.1|DSER	LOC117139487|XP_033157699.1|DMAU
OG0000045	LOC110187537|XP_020812593.1|DSER	LOC117139486|XP_033157698.1|DMAU
OG0000046	LOC110188408|XP_020813792.1|DSER	LOC117145662|XP_033167285.1|DMAU
OG0000046	LOC110180077|XP_020803358.1|DSER	LOC117147192|XP_033169884.1|DMAU
OG0000046	LOC110180079|XP_020803360.1|DSER	LOC117148363|XP_033171610.1|DMAU
OG0000046	LOC110180089|XP_020803371.1|DSER, LOC110180088|XP_020803370.1|DSER	LOC117147217|XP_033169922.1|DMAU
OG0000046	LOC110185913|XP_020810588.1|DSER	LOC117144703|XP_033165923.1|DMAU
OG0000046	LOC110185924|XP_020810599.1|DSER	LOC117144838|XP_033166122.1|DMAU
OG0000046	LOC110184743|XP_020809034.1|DSER	LOC117143845|XP_033164592.1|DMAU, LOC117143549|XP_033164180.1|DMAU, LOC117138631|XP_033156736.1|DMAU
OG0000046	LOC110184620|XP_020808877.1|DSER, LOC110184815|XP_020809118.1|DSER	LOC117143844|XP_033164591.1|DMAU, LOC117136443|XP_033153251.1|DMAU
OG0000047	LOC110180463|XP_020803800.1|DSER	LOC117137846|XP_033155439.1|DMAU
OG0000047	LOC110176287|XP_020798269.1|DSER	LOC117137896|XP_033155525.1|DMAU
OG0000047	LOC110189583|XP_020815375.1|DSER	LOC117136744|XP_033153666.1|DMAU
OG0000047	LOC110184762|XP_020809052.1|DSER	LOC117141645|XP_033161109.1|DMAU
OG0000047	LOC110189698|XP_020815532.1|DSER	LOC117137194|XP_033154412.1|DMAU
OG0000047	LOC110184679|XP_020808950.1|DSER	LOC117141646|XP_033161110.1|DMAU
OG0000048	LOC110190450|XP_020816610.1|DSER, LOC110190451|XP_020816611.1|DSER	LOC117140937|XP_033160024.1|DMAU, LOC117140309|XP_033159045.1|DMAU
OG0000048	LOC110190448|XP_020816608.1|DSER	LOC117140936|XP_033160023.1|DMAU
OG0000048	LOC110190459|XP_020816619.1|DSER	LOC117140939|XP_033160026.1|DMAU
OG0000048	LOC110190447|XP_020816607.1|DSER	LOC117140935|XP_033160022.1|DMAU
OG0000048	LOC110190454|XP_020816613.1|DSER	LOC117140941|XP_033160028.1|DMAU
OG0000049	LOC110188535|XP_020813941.1|DSER	LOC117144267|XP_033165261.1|DMAU
OG0000049	LOC110188465|XP_020813853.1|DSER	LOC117143819|XP_033164555.1|DMAU
OG0000049	LOC110188330|XP_020813697.1|DSER	LOC117145062|XP_033166468.1|DMAU
