Orthogroup	DSER.longest_only	DBIA.longest_only
OG0000007	LOC110182358|XP_020806056.1|DSER, LOC110182357|XP_020806055.1|DSER, LOC110182316|XP_020806004.1|DSER	LOC108027854|XP_016954941.1|DBIA
OG0000007	LOC110184731|XP_020809018.1|DSER	LOC108028309|XP_016955521.1|DBIA
OG0000007	LOC110184732|XP_020809019.1|DSER	LOC108028310|XP_016955522.1|DBIA
OG0000008	LOC110188534|XP_020813940.1|DSER	LOC108032174|XP_016961516.1|DBIA
OG0000008	LOC110183610|XP_020807586.1|DSER	LOC108034858|XP_016965498.1|DBIA
OG0000008	LOC110183609|XP_020807585.1|DSER	LOC108034855|XP_016965493.1|DBIA
OG0000008	LOC110183997|XP_020808013.1|DSER	LOC108033465|XP_016963291.1|DBIA
OG0000008	LOC110183613|XP_020807591.1|DSER	LOC108034860|XP_016965500.1|DBIA
OG0000008	LOC110182844|XP_020806635.1|DSER	LOC108029542|XP_016957386.1|DBIA
OG0000008	LOC110191723|XP_020818300.1|DSER, LOC110191724|XP_020818301.1|DSER	LOC108027365|XP_016954278.1|DBIA
OG0000008	LOC110191819|XP_020818443.1|DSER	LOC108027095|XP_016953802.1|DBIA
OG0000008	LOC110191820|XP_020818444.1|DSER	LOC108027071|XP_016953774.1|DBIA
OG0000009	LOC110188739|XP_020814232.1|DSER	LOC108031158|XP_016959863.1|DBIA
OG0000009	LOC110188430|XP_020813815.1|DSER	LOC108032245|XP_016961597.1|DBIA
OG0000009	LOC110186309|XP_020811090.1|DSER	LOC108031027|XP_016959717.1|DBIA
OG0000009	LOC110188741|XP_020814234.1|DSER	LOC108031475|XP_016960425.1|DBIA
OG0000009	LOC110188740|XP_020814233.1|DSER	LOC108032170|XP_016961513.1|DBIA
OG0000009	LOC110181065|XP_020804398.1|DSER	LOC108022184|XP_016946525.1|DBIA
OG0000009	LOC110176644|XP_020798730.1|DSER	LOC108032134|XP_016961458.1|DBIA
OG0000009	LOC110178269|XP_020800994.1|DSER	LOC108023117|XP_016947872.1|DBIA
OG0000009	LOC110178304|XP_020801053.1|DSER, LOC110178309|XP_020801061.1|DSER	LOC108023077|XP_016947817.1|DBIA, LOC108023079|XP_016947818.1|DBIA
OG0000009	LOC110178386|XP_020801181.1|DSER	LOC108022200|XP_016946542.1|DBIA
OG0000010	LOC110182164|XP_020805826.1|DSER	LOC108024778|XP_016950383.1|DBIA
OG0000011	LOC110183280|XP_020807170.1|DSER	LOC108027691|XP_016954727.1|DBIA, LOC108027694|XP_016954732.1|DBIA
OG0000011	LOC110182663|XP_020806400.1|DSER, LOC110187551|XP_020812598.1|DSER, LOC110187412|XP_020812458.1|DSER, LOC110182662|XP_020806399.1|DSER	LOC108030731|XP_016959262.1|DBIA, LOC108030820|XP_016959420.1|DBIA, LOC108030017|XP_016958025.1|DBIA, LOC108025089|XP_016950839.1|DBIA, LOC108027384|XP_016954306.1|DBIA, LOC108035135|XP_016966066.1|DBIA, LOC108027385|XP_016954308.1|DBIA, LOC108028835|XP_016956315.1|DBIA, LOC108027989|XP_016955104.1|DBIA, LOC108030612|XP_016959094.1|DBIA, LOC108033420|XP_016963229.1|DBIA
OG0000011	LOC110185813|XP_020810477.1|DSER	LOC108027705|XP_016954744.1|DBIA, LOC108027867|XP_016954970.1|DBIA
OG0000011	LOC110182278|XP_020805955.1|DSER	LOC108033517|XP_016963352.1|DBIA, LOC108033630|XP_016963538.1|DBIA, LOC108035164|XP_016966113.1|DBIA, LOC108024287|XP_016949675.1|DBIA
OG0000011	LOC110191403|XP_020817919.1|DSER	LOC108035648|XP_016966843.1|DBIA
OG0000011	LOC110185215|XP_020809607.1|DSER	LOC108024710|XP_016950292.1|DBIA
OG0000012	LOC110178863|XP_020801799.1|DSER	LOC108026825|XP_016953482.1|DBIA
OG0000012	LOC110178859|XP_020801786.1|DSER	LOC108026824|XP_016953480.1|DBIA
OG0000012	LOC110190967|XP_020817320.1|DSER	LOC108026519|XP_016952952.1|DBIA, LOC108026518|XP_016952951.1|DBIA
OG0000012	LOC110176037|XP_020797910.1|DSER	LOC108026906|XP_016953604.1|DBIA
OG0000012	LOC110181698|XP_020805203.1|DSER	LOC108026521|XP_016952956.1|DBIA
OG0000012	LOC110180096|XP_020803382.1|DSER	LOC108026886|XP_016953577.1|DBIA
OG0000012	LOC110181688|XP_020805193.1|DSER	LOC108026520|XP_016952955.1|DBIA
OG0000012	LOC110176319|XP_020798300.1|DSER	LOC108026941|XP_016953643.1|DBIA
OG0000012	LOC110178311|XP_020801063.1|DSER	LOC108022093|XP_016946425.1|DBIA
OG0000012	LOC110178377|XP_020801172.1|DSER	LOC108022195|XP_016946536.1|DBIA
OG0000012	LOC110178312|XP_020801065.1|DSER	LOC108023104|XP_016947858.1|DBIA
OG0000012	LOC110178270|XP_020800995.1|DSER, LOC110178283|XP_020801014.1|DSER	LOC108022092|XP_016946424.1|DBIA
OG0000012	LOC110178292|XP_020801024.1|DSER	LOC108022979|XP_016947693.1|DBIA
OG0000012	LOC110178324|XP_020801093.1|DSER	LOC108022976|XP_016947689.1|DBIA
OG0000013	LOC110189766|XP_020815644.1|DSER	LOC108036445|XP_016968074.1|DBIA
OG0000013	LOC110179613|XP_020802873.1|DSER	LOC108030851|XP_016959521.1|DBIA
OG0000013	LOC110188689|XP_020814151.1|DSER	LOC108031414|XP_016960303.1|DBIA
OG0000013	LOC110188838|XP_020814394.1|DSER	LOC108034990|XP_016965812.1|DBIA
OG0000013	LOC110188074|XP_020813284.1|DSER	LOC108024443|XP_016949852.1|DBIA
OG0000013	LOC110191421|XP_020817937.1|DSER, LOC110191071|XP_020817464.1|DSER	LOC108026153|XP_016952377.1|DBIA
OG0000013	LOC110191200|XP_020817626.1|DSER, LOC110191337|XP_020817840.1|DSER	LOC108031653|XP_016960776.1|DBIA, LOC108022928|XP_016947668.1|DBIA, LOC108024680|XP_016950243.1|DBIA, LOC108024686|XP_016950255.1|DBIA, LOC108031441|XP_016960362.1|DBIA
OG0000015	LOC110181407|XP_020804802.1|DSER	LOC108033679|XP_016963624.1|DBIA
OG0000015	LOC110182685|XP_020806436.1|DSER	LOC108022080|XP_016946413.1|DBIA, LOC108022078|XP_016946412.1|DBIA
OG0000015	LOC110190940|XP_020817272.1|DSER	LOC108033497|XP_016963330.1|DBIA
OG0000015	LOC110187200|XP_020812259.1|DSER, LOC110182170|XP_020805830.1|DSER, LOC110187202|XP_020812260.1|DSER	LOC108033354|XP_016963153.1|DBIA
OG0000015	LOC110179364|XP_020802537.1|DSER	LOC108030294|XP_016958615.1|DBIA
OG0000015	LOC110181374|XP_020804762.1|DSER	LOC108033676|XP_016963619.1|DBIA, LOC108033509|XP_016963341.1|DBIA
OG0000016	LOC110185112|XP_020809466.1|DSER	LOC108031488|XP_016960465.1|DBIA
OG0000016	LOC110182974|XP_020806826.1|DSER	LOC108022510|XP_016946968.1|DBIA
OG0000016	LOC110186803|XP_020811744.1|DSER	LOC108032049|XP_016961350.1|DBIA
OG0000016	LOC110181494|XP_020804920.1|DSER	LOC108031387|XP_016960277.1|DBIA
OG0000016	LOC110189526|XP_020815315.1|DSER	LOC108024269|XP_016949648.1|DBIA
OG0000016	LOC110191952|XP_020818633.1|DSER	LOC108026160|XP_016952383.1|DBIA
OG0000016	LOC110179844|XP_020803110.1|DSER	LOC108030823|XP_016959429.1|DBIA
OG0000017	LOC110179704|XP_020802972.1|DSER	LOC108032967|XP_016962527.1|DBIA
OG0000017	LOC110182944|XP_020806786.1|DSER	LOC108036348|XP_016967909.1|DBIA
OG0000017	LOC110189651|XP_020815456.1|DSER	LOC108036878|XP_016968743.1|DBIA
OG0000017	LOC110186415|XP_020811251.1|DSER	LOC108031941|XP_016961211.1|DBIA
OG0000017	LOC110177433|XP_020799815.1|DSER, LOC110177434|XP_020799816.1|DSER	LOC108026055|XP_016952238.1|DBIA
OG0000017	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER	LOC108022955|XP_016947661.1|DBIA
OG0000017	LOC110189689|XP_020815522.1|DSER	LOC108024069|XP_016949327.1|DBIA
OG0000017	LOC110178449|XP_020801243.1|DSER	LOC108022064|XP_016946398.1|DBIA
OG0000017	LOC110183096|XP_020806947.1|DSER, LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER	LOC108027769|XP_016954820.1|DBIA, LOC108027730|XP_016954771.1|DBIA
OG0000018	LOC110184702|XP_020808977.1|DSER	LOC108028400|XP_016955704.1|DBIA
OG0000018	LOC110184746|XP_020809033.1|DSER	LOC108028081|XP_016955212.1|DBIA
OG0000018	LOC110184752|XP_020809041.1|DSER	LOC108028402|XP_016955706.1|DBIA
OG0000018	LOC110184704|XP_020808979.1|DSER, LOC110184742|XP_020809030.1|DSER	LOC108028083|XP_016955214.1|DBIA, LOC108028405|XP_016955709.1|DBIA, LOC108028408|XP_016955713.1|DBIA, LOC108028407|XP_016955711.1|DBIA, LOC108028404|XP_016955708.1|DBIA, LOC108028411|XP_016955717.1|DBIA
OG0000018	LOC110184703|XP_020808978.1|DSER	LOC108028409|XP_016955715.1|DBIA, LOC108028410|XP_016955716.1|DBIA
OG0000019	LOC110186753|XP_020811674.1|DSER	LOC108025227|XP_016951062.1|DBIA
OG0000019	LOC110186755|XP_020811676.1|DSER, LOC110186756|XP_020811677.1|DSER	LOC108025229|XP_016951064.1|DBIA, LOC108025230|XP_016951066.1|DBIA
OG0000019	LOC110186746|XP_020811668.1|DSER	LOC108025224|XP_016951060.1|DBIA
OG0000019	LOC110186754|XP_020811675.1|DSER	LOC108025228|XP_016951063.1|DBIA
OG0000019	LOC110186749|XP_020811671.1|DSER, LOC110186750|XP_020811672.1|DSER	LOC108025225|XP_016951061.1|DBIA, LOC108025231|XP_016951067.1|DBIA
OG0000020	LOC110186419|XP_020811254.1|DSER	LOC108026305|XP_016952678.1|DBIA
OG0000020	LOC110179314|XP_020802461.1|DSER	LOC108026784|XP_016953432.1|DBIA
OG0000020	LOC110178058|XP_020800723.1|DSER	LOC108034320|XP_016964679.1|DBIA, LOC108036239|XP_016967737.1|DBIA
OG0000020	LOC110183820|XP_020807830.1|DSER	LOC108036110|XP_016967573.1|DBIA
OG0000020	LOC110188252|XP_020813584.1|DSER	LOC108031537|XP_016960562.1|DBIA
OG0000020	LOC110186984|XP_020811998.1|DSER	LOC108024628|XP_016950157.1|DBIA
OG0000020	LOC110187270|XP_020812316.1|DSER	LOC108034268|XP_016964616.1|DBIA
OG0000020	LOC110183751|XP_020807766.1|DSER	LOC108033875|XP_016964007.1|DBIA
OG0000021	LOC110180622|XP_020803965.1|DSER	LOC108027081|XP_016953819.1|DBIA
OG0000021	LOC110177674|XP_020800156.1|DSER	LOC108022678|XP_016947238.1|DBIA
OG0000021	LOC110177755|XP_020800276.1|DSER	LOC108022247|XP_016946595.1|DBIA
OG0000021	LOC110177907|XP_020800536.1|DSER	LOC108022243|XP_016946590.1|DBIA
OG0000021	LOC110181842|XP_020805408.1|DSER	LOC108025789|XP_016951907.1|DBIA
OG0000021	LOC110184678|XP_020808951.1|DSER	LOC108026319|XP_016952697.1|DBIA
OG0000021	LOC110190995|XP_020817366.1|DSER	LOC108027350|XP_016954258.1|DBIA
OG0000021	LOC110189278|XP_020814959.1|DSER	LOC108026442|XP_016952872.1|DBIA
OG0000022	LOC110176354|XP_020798342.1|DSER	LOC108022346|XP_016946698.1|DBIA
OG0000022	LOC110178658|XP_020801510.1|DSER	LOC108030636|XP_016959139.1|DBIA
OG0000022	LOC110178662|XP_020801517.1|DSER	LOC108029246|XP_016956933.1|DBIA, LOC108029225|XP_016956911.1|DBIA
OG0000023	LOC110188311|XP_020813678.1|DSER	LOC108027146|XP_016953855.1|DBIA
OG0000023	LOC110188309|XP_020813677.1|DSER, LOC110188457|XP_020813846.1|DSER	LOC108027143|XP_016953853.1|DBIA
OG0000023	LOC110180829|XP_020804169.1|DSER	LOC108026627|XP_016953132.1|DBIA
OG0000023	LOC110188308|XP_020813675.1|DSER	LOC108027145|XP_016953854.1|DBIA
OG0000023	LOC110188454|XP_020813842.1|DSER	LOC108027009|XP_016953696.1|DBIA
OG0000023	LOC110188692|XP_020814155.1|DSER	LOC108027245|XP_016954086.1|DBIA
OG0000023	LOC110188691|XP_020814154.1|DSER	LOC108027357|XP_016954268.1|DBIA
OG0000023	LOC110188690|XP_020814152.1|DSER	LOC108027244|XP_016954083.1|DBIA
OG0000024	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER	LOC108022666|XP_016947224.1|DBIA
OG0000024	LOC110179365|XP_020802539.1|DSER	LOC108022667|XP_016947225.1|DBIA
OG0000024	LOC110185697|XP_020810324.1|DSER	LOC108034270|XP_016964618.1|DBIA
OG0000024	LOC110179322|XP_020802473.1|DSER	LOC108022158|XP_016946489.1|DBIA
OG0000024	LOC110180569|XP_020803926.1|DSER	LOC108029512|XP_016957298.1|DBIA
OG0000025	LOC110182356|XP_020806054.1|DSER	LOC108023228|XP_016947991.1|DBIA
OG0000025	LOC110182443|XP_020806137.1|DSER	LOC108021904|XP_016946215.1|DBIA
OG0000026	LOC110176041|XP_020797911.1|DSER	LOC108032654|XP_016962104.1|DBIA
OG0000026	LOC110182689|XP_020806441.1|DSER	LOC108033571|XP_016963404.1|DBIA
OG0000026	LOC110179505|XP_020802740.1|DSER	LOC108036455|XP_016968112.1|DBIA
OG0000026	LOC110189572|XP_020815365.1|DSER	LOC108027284|XP_016954161.1|DBIA
OG0000026	LOC110188271|XP_020813620.1|DSER	LOC108027046|XP_016953736.1|DBIA
OG0000027	LOC110176950|XP_020799111.1|DSER	LOC108033374|XP_016963181.1|DBIA
OG0000027	LOC110176976|XP_020799142.1|DSER	LOC108033303|XP_016963062.1|DBIA
OG0000027	LOC110176929|XP_020799084.1|DSER	LOC108033359|XP_016963159.1|DBIA
OG0000028	LOC110190402|XP_020816516.1|DSER	LOC108031851|XP_016961097.1|DBIA
OG0000028	LOC110190400|XP_020816511.1|DSER, LOC110190401|XP_020816513.1|DSER, LOC110190052|XP_020816017.1|DSER	LOC108031869|XP_016961120.1|DBIA, LOC108035884|XP_016967128.1|DBIA, LOC108031862|XP_016961109.1|DBIA, LOC108035881|XP_016967123.1|DBIA
OG0000028	LOC110190608|XP_020816860.1|DSER	LOC108035021|XP_016965853.1|DBIA
OG0000029	LOC110181434|XP_020804839.1|DSER, LOC110177071|XP_020799247.1|DSER	LOC108036183|XP_016967662.1|DBIA
OG0000029	LOC110185765|XP_020810430.1|DSER	LOC108031286|XP_016960018.1|DBIA
OG0000029	LOC110178924|XP_020801869.1|DSER	LOC108028180|XP_016955330.1|DBIA
OG0000030	LOC110184000|XP_020808016.1|DSER	LOC108033540|XP_016963373.1|DBIA
OG0000030	LOC110184885|XP_020809189.1|DSER	LOC108036692|XP_016968470.1|DBIA
OG0000030	LOC110178495|XP_020801302.1|DSER	LOC108022382|XP_016946753.1|DBIA
OG0000030	LOC110180192|XP_020803508.1|DSER	LOC108023610|XP_016948706.1|DBIA
OG0000030	LOC110184177|XP_020808247.1|DSER	LOC108024286|XP_016949674.1|DBIA
OG0000031	LOC110185921|XP_020810593.1|DSER	LOC108032680|XP_016962144.1|DBIA, LOC108032585|XP_016961981.1|DBIA
OG0000031	LOC110183330|XP_020807237.1|DSER	LOC108034241|XP_016964579.1|DBIA
OG0000032	LOC110191017|XP_020817393.1|DSER	LOC108027359|XP_016954271.1|DBIA
OG0000032	LOC110189627|XP_020815431.1|DSER	LOC108027164|XP_016953916.1|DBIA
OG0000032	LOC110189708|XP_020815547.1|DSER	LOC108027269|XP_016954133.1|DBIA
OG0000032	LOC110188628|XP_020814064.1|DSER	LOC108027165|XP_016953917.1|DBIA
OG0000032	LOC110190425|XP_020816566.1|DSER	LOC108027028|XP_016953713.1|DBIA
OG0000032	LOC110191021|XP_020817396.1|DSER	LOC108027228|XP_016954051.1|DBIA
OG0000032	LOC110188663|XP_020814116.1|DSER	LOC108027267|XP_016954131.1|DBIA, LOC108027001|XP_016953689.1|DBIA
OG0000032	LOC110191408|XP_020817925.1|DSER, LOC110191413|XP_020817929.1|DSER	LOC108027268|XP_016954132.1|DBIA
OG0000033	LOC110184954|XP_020809264.1|DSER, LOC110185945|XP_020810623.1|DSER	LOC108024481|XP_016949890.1|DBIA, LOC108024462|XP_016949869.1|DBIA, LOC108024301|XP_016949691.1|DBIA
OG0000033	LOC110189687|XP_020815520.1|DSER	LOC108030100|XP_016958275.1|DBIA
OG0000033	LOC110189316|XP_020815019.1|DSER, LOC110189317|XP_020815020.1|DSER	LOC108030101|XP_016958276.1|DBIA
OG0000033	LOC110189686|XP_020815519.1|DSER	LOC108030098|XP_016958274.1|DBIA
OG0000033	LOC110188470|XP_020813858.1|DSER, LOC110188471|XP_020813859.1|DSER	LOC108028439|XP_016955758.1|DBIA
OG0000034	LOC110184859|XP_020809159.1|DSER	LOC108033817|XP_016963934.1|DBIA, LOC108036384|XP_016967978.1|DBIA, LOC108035246|XP_016966273.1|DBIA
OG0000034	LOC110184879|XP_020809185.1|DSER	LOC108035237|XP_016966261.1|DBIA
OG0000034	LOC110184890|XP_020809195.1|DSER	LOC108034999|XP_016965831.1|DBIA
OG0000034	LOC110185580|XP_020810168.1|DSER, LOC110185578|XP_020810167.1|DSER	LOC108033284|XP_016963038.1|DBIA, LOC108023439|XP_016948422.1|DBIA, LOC108023578|XP_016948665.1|DBIA, LOC108023415|XP_016948374.1|DBIA
OG0000034	LOC110185768|XP_020810429.1|DSER	LOC108036755|XP_016968570.1|DBIA
OG0000036	LOC110188341|XP_020813708.1|DSER	LOC108027411|XP_016954339.1|DBIA
OG0000036	LOC110191887|XP_020818531.1|DSER	LOC108026449|XP_016952877.1|DBIA
OG0000036	LOC110187659|XP_020812737.1|DSER	LOC108024985|XP_016950728.1|DBIA
OG0000036	LOC110186335|XP_020811144.1|DSER	LOC108024657|XP_016950207.1|DBIA
OG0000037	LOC110178458|XP_020801255.1|DSER	LOC108029865|XP_016957843.1|DBIA
OG0000037	LOC110188328|XP_020813694.1|DSER	LOC108032009|XP_016961298.1|DBIA
OG0000037	LOC110188288|XP_020813646.1|DSER	LOC108030957|XP_016959646.1|DBIA, LOC108032010|XP_016961299.1|DBIA
OG0000038	LOC110187819|XP_020812959.1|DSER, LOC110190399|XP_020816510.1|DSER	LOC108030746|XP_016959281.1|DBIA
OG0000038	LOC110189906|XP_020815830.1|DSER	LOC108030931|XP_016959614.1|DBIA
OG0000039	LOC110181782|XP_020805320.1|DSER	LOC108025609|XP_016951633.1|DBIA
OG0000039	LOC110181861|XP_020805441.1|DSER	LOC108025634|XP_016951658.1|DBIA
OG0000039	LOC110181937|XP_020805533.1|DSER	LOC108025590|XP_016951608.1|DBIA
OG0000040	LOC110177295|XP_020799616.1|DSER	LOC108025546|XP_016951565.1|DBIA
OG0000040	LOC110190225|XP_020816248.1|DSER	LOC108024820|XP_016950438.1|DBIA
OG0000040	LOC110190236|XP_020816258.1|DSER	LOC108024821|XP_016950440.1|DBIA
OG0000040	LOC110177298|XP_020799618.1|DSER, LOC110177453|XP_020799846.1|DSER	LOC108025434|XP_016951413.1|DBIA
OG0000040	LOC110177296|XP_020799617.1|DSER	LOC108025431|XP_016951408.1|DBIA, LOC108025433|XP_016951410.1|DBIA
OG0000040	LOC110177417|XP_020799793.1|DSER	LOC108025485|XP_016951488.1|DBIA
OG0000040	LOC110186252|XP_020810992.1|DSER	LOC108023851|XP_016948987.1|DBIA
OG0000041	LOC110186567|XP_020811434.1|DSER	LOC108026015|XP_016952195.1|DBIA
OG0000041	LOC110186484|XP_020811330.1|DSER	LOC108026380|XP_016952789.1|DBIA
OG0000041	LOC110186805|XP_020811746.1|DSER, LOC110186801|XP_020811741.1|DSER, LOC110186551|XP_020811415.1|DSER	LOC108026021|XP_016952202.1|DBIA
OG0000041	LOC110186535|XP_020811395.1|DSER, LOC110186667|XP_020811591.1|DSER	LOC108026443|XP_016952869.1|DBIA, LOC108026441|XP_016952867.1|DBIA
OG0000042	LOC110191593|XP_020818136.1|DSER	LOC108029979|XP_016957976.1|DBIA
OG0000042	LOC110191603|XP_020818147.1|DSER, LOC110191604|XP_020818149.1|DSER	LOC108029981|XP_016957978.1|DBIA
OG0000042	LOC110191595|XP_020818140.1|DSER	LOC108029869|XP_016957848.1|DBIA
OG0000042	LOC110191594|XP_020818138.1|DSER, LOC110191596|XP_020818141.1|DSER, LOC110191698|XP_020818273.1|DSER, LOC110191696|XP_020818271.1|DSER, LOC110191597|XP_020818142.1|DSER	LOC108029870|XP_016957849.1|DBIA, LOC108029978|XP_016957975.1|DBIA, LOC108029980|XP_016957977.1|DBIA
OG0000042	LOC110191697|XP_020818272.1|DSER, LOC110191695|XP_020818269.1|DSER	LOC108029982|XP_016957980.1|DBIA
OG0000043	LOC110188004|XP_020813185.1|DSER	LOC108024814|XP_016950428.1|DBIA
OG0000043	LOC110187778|XP_020812905.1|DSER, LOC110187703|XP_020812796.1|DSER, LOC110187702|XP_020812795.1|DSER	LOC108024792|XP_016950400.1|DBIA, LOC108026909|XP_016953607.1|DBIA
OG0000043	LOC110187858|XP_020813002.1|DSER	LOC108024782|XP_016950387.1|DBIA
OG0000043	LOC110191369|XP_020817880.1|DSER	LOC108025302|XP_016951186.1|DBIA
OG0000043	LOC110187786|XP_020812917.1|DSER	LOC108024783|XP_016950388.1|DBIA
OG0000044	LOC110186554|XP_020811416.1|DSER, LOC110186305|XP_020811085.1|DSER	LOC108026455|XP_016952884.1|DBIA
