Orthogroup	DSER.longest_only	DSAN.longest_only
OG0000017	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER	LOC120445309|XP_039481553.1|DSAN
OG0000017	LOC110189689|XP_020815522.1|DSER	LOC120454864|XP_039496354.1|DSAN
OG0000017	LOC110178449|XP_020801243.1|DSER	LOC120445308|XP_039481552.1|DSAN
OG0000017	LOC110183096|XP_020806947.1|DSER, LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER	LOC120454377|XP_039495551.1|DSAN
OG0000018	LOC110184702|XP_020808977.1|DSER	LOC120448958|XP_039487148.1|DSAN
OG0000018	LOC110184746|XP_020809033.1|DSER	LOC120447671|XP_039485130.1|DSAN
OG0000018	LOC110184705|XP_020808980.1|DSER, LOC110184704|XP_020808979.1|DSER, LOC110184742|XP_020809030.1|DSER, LOC110184753|XP_020809042.1|DSER, LOC110184714|XP_020808993.1|DSER	LOC120448951|XP_039487134.1|DSAN, LOC120448952|XP_039487135.1|DSAN, LOC120448659|XP_039486726.1|DSAN
OG0000019	LOC110186753|XP_020811674.1|DSER	LOC120453199|XP_039493718.1|DSAN
OG0000019	LOC110186755|XP_020811676.1|DSER, LOC110186756|XP_020811677.1|DSER	LOC120453201|XP_039493721.1|DSAN, LOC120453202|XP_039493723.1|DSAN
OG0000019	LOC110186746|XP_020811668.1|DSER	LOC120453194|XP_039493696.1|DSAN
OG0000019	LOC110186754|XP_020811675.1|DSER	LOC120453200|XP_039493720.1|DSAN
OG0000019	LOC110186749|XP_020811671.1|DSER, LOC110186750|XP_020811672.1|DSER	LOC120453203|XP_039493724.1|DSAN, LOC120453198|XP_039493717.1|DSAN
OG0000020	LOC110186419|XP_020811254.1|DSER	LOC120451285|XP_039490765.1|DSAN
OG0000020	LOC110179314|XP_020802461.1|DSER	LOC120445014|XP_039481012.1|DSAN
OG0000020	LOC110178058|XP_020800723.1|DSER	LOC120445506|XP_039481897.1|DSAN
OG0000020	LOC110183820|XP_020807830.1|DSER	LOC120445000|XP_039480984.1|DSAN
OG0000020	LOC110188252|XP_020813584.1|DSER	LOC120450860|XP_039490007.1|DSAN
OG0000020	LOC110186984|XP_020811998.1|DSER	LOC120453863|XP_039494701.1|DSAN
OG0000020	LOC110187270|XP_020812316.1|DSER	LOC120457706|XP_039501135.1|DSAN
OG0000020	LOC110183751|XP_020807766.1|DSER	LOC120444385|XP_039479926.1|DSAN
OG0000021	LOC110177674|XP_020800156.1|DSER	LOC120445641|XP_039482116.1|DSAN
OG0000021	LOC110177755|XP_020800276.1|DSER	LOC120445227|XP_039481419.1|DSAN
OG0000021	LOC110177907|XP_020800536.1|DSER	LOC120444372|XP_039479913.1|DSAN
OG0000021	LOC110181842|XP_020805408.1|DSER	LOC120456405|XP_039499169.1|DSAN
OG0000021	LOC110184678|XP_020808951.1|DSER	LOC120450748|XP_039489804.1|DSAN
OG0000021	LOC110190995|XP_020817366.1|DSER	LOC120454061|XP_039495000.1|DSAN
OG0000021	LOC110189278|XP_020814959.1|DSER	LOC120456471|XP_039499263.1|DSAN
OG0000022	LOC110176354|XP_020798342.1|DSER	LOC120445477|XP_039481858.1|DSAN
OG0000022	LOC110178658|XP_020801510.1|DSER	LOC120449728|XP_039488291.1|DSAN
OG0000022	LOC110178662|XP_020801517.1|DSER	LOC120449730|XP_039488293.1|DSAN, LOC120449731|XP_039488294.1|DSAN
OG0000023	LOC110188309|XP_020813677.1|DSER, LOC110188457|XP_020813846.1|DSER	LOC120454388|XP_039495572.1|DSAN
OG0000023	LOC110180829|XP_020804169.1|DSER	LOC120444959|XP_039480909.1|DSAN
OG0000023	LOC110188308|XP_020813675.1|DSER, LOC110188456|XP_020813844.1|DSER	LOC120453781|XP_039494563.1|DSAN
OG0000023	LOC110188454|XP_020813842.1|DSER	LOC120453806|XP_039494614.1|DSAN
OG0000023	LOC110188692|XP_020814155.1|DSER	LOC120450927|XP_039490127.1|DSAN
OG0000023	LOC110188691|XP_020814154.1|DSER	LOC120453011|XP_039493460.1|DSAN
OG0000023	LOC110188690|XP_020814152.1|DSER	LOC120450929|XP_039490129.1|DSAN
OG0000024	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER	LOC120445292|XP_039481529.1|DSAN
OG0000024	LOC110179365|XP_020802539.1|DSER	LOC120445293|XP_039481530.1|DSAN
OG0000024	LOC110185697|XP_020810324.1|DSER	LOC120446616|XP_039483595.1|DSAN
OG0000024	LOC110179322|XP_020802473.1|DSER	LOC120446257|XP_039483064.1|DSAN
OG0000024	LOC110180569|XP_020803926.1|DSER	LOC120446965|XP_039484167.1|DSAN
OG0000025	LOC110182356|XP_020806054.1|DSER	LOC120456451|XP_039499224.1|DSAN
OG0000025	LOC110182432|XP_020806127.1|DSER	LOC120457929|XP_039501366.1|DSAN
OG0000026	LOC110176041|XP_020797911.1|DSER	LOC120456669|XP_039499542.1|DSAN
OG0000026	LOC110182689|XP_020806441.1|DSER	LOC120458576|XP_039502209.1|DSAN
OG0000026	LOC110179505|XP_020802740.1|DSER	LOC120456651|XP_039499515.1|DSAN
OG0000026	LOC110188271|XP_020813620.1|DSER	LOC120453885|XP_039494736.1|DSAN
OG0000027	LOC110176950|XP_020799111.1|DSER	LOC120458674|XP_039502344.1|DSAN
OG0000027	LOC110176976|XP_020799142.1|DSER	LOC120458543|XP_039502157.1|DSAN
OG0000027	LOC110176929|XP_020799084.1|DSER	LOC120458684|XP_039502355.1|DSAN
OG0000028	LOC110190400|XP_020816511.1|DSER, LOC110190401|XP_020816513.1|DSER, LOC110190052|XP_020816017.1|DSER	LOC120447590|XP_039484991.1|DSAN, LOC120447589|XP_039484990.1|DSAN, LOC120447591|XP_039484992.1|DSAN, LOC120447592|XP_039484994.1|DSAN, LOC120447587|XP_039484989.1|DSAN
OG0000028	LOC110190608|XP_020816860.1|DSER	LOC120447866|XP_039485407.1|DSAN
OG0000029	LOC110181434|XP_020804839.1|DSER, LOC110177071|XP_020799247.1|DSER	LOC120450915|XP_039490111.1|DSAN
OG0000029	LOC110185765|XP_020810430.1|DSER	LOC120452245|XP_039492306.1|DSAN
OG0000029	LOC110178924|XP_020801869.1|DSER	LOC120448524|XP_039486496.1|DSAN
OG0000030	LOC110183999|XP_020808015.1|DSER	LOC120458250|XP_039501773.1|DSAN
OG0000030	LOC110184000|XP_020808016.1|DSER	LOC120457864|XP_039501320.1|DSAN
OG0000030	LOC110184885|XP_020809189.1|DSER	LOC120458849|XP_039502609.1|DSAN
OG0000030	LOC110178495|XP_020801302.1|DSER	LOC120445779|XP_039482317.1|DSAN
OG0000030	LOC110180192|XP_020803508.1|DSER	LOC120455262|XP_039497197.1|DSAN
OG0000030	LOC110184177|XP_020808247.1|DSER	LOC120456032|XP_039498536.1|DSAN
OG0000031	LOC110185921|XP_020810593.1|DSER	LOC120455351|XP_039497383.1|DSAN, LOC120458683|XP_039502393.1|DSAN, LOC120443942|XP_039479323.1|DSAN
OG0000031	LOC110183330|XP_020807237.1|DSER	LOC120456119|XP_039498683.1|DSAN
OG0000032	LOC110191017|XP_020817393.1|DSER	LOC120451694|XP_039491522.1|DSAN
OG0000032	LOC110189627|XP_020815431.1|DSER	LOC120453292|XP_039493855.1|DSAN
OG0000032	LOC110188628|XP_020814064.1|DSER	LOC120451611|XP_039491379.1|DSAN
OG0000032	LOC110190425|XP_020816566.1|DSER	LOC120451410|XP_039491015.1|DSAN
OG0000032	LOC110188663|XP_020814116.1|DSER	LOC120451635|XP_039491427.1|DSAN
OG0000033	LOC110184954|XP_020809264.1|DSER, LOC110185945|XP_020810623.1|DSER	LOC120452564|XP_039492778.1|DSAN, LOC120452239|XP_039492298.1|DSAN
OG0000033	LOC110189687|XP_020815520.1|DSER	LOC120443742|XP_039478933.1|DSAN
OG0000033	LOC110189316|XP_020815019.1|DSER, LOC110189317|XP_020815020.1|DSER	LOC120443740|XP_039478930.1|DSAN
OG0000033	LOC110189686|XP_020815519.1|DSER	LOC120443741|XP_039478932.1|DSAN
OG0000033	LOC110188470|XP_020813858.1|DSER, LOC110188471|XP_020813859.1|DSER	LOC120447695|XP_039485159.1|DSAN
OG0000034	LOC110184859|XP_020809159.1|DSER	LOC120445348|XP_039481622.1|DSAN, LOC120447094|XP_039484434.1|DSAN
OG0000034	LOC110184879|XP_020809185.1|DSER	LOC120447093|XP_039484433.1|DSAN
OG0000034	LOC110184890|XP_020809195.1|DSER	LOC120447092|XP_039484432.1|DSAN
OG0000034	LOC110185580|XP_020810168.1|DSER, LOC110185578|XP_020810167.1|DSER	LOC120445471|XP_039481849.1|DSAN, LOC120452815|XP_039493155.1|DSAN, LOC120452816|XP_039493156.1|DSAN
OG0000034	LOC110185768|XP_020810429.1|DSER	LOC120458883|XP_039502653.1|DSAN
OG0000036	LOC110188341|XP_020813708.1|DSER	LOC120453442|XP_039494083.1|DSAN
OG0000036	LOC110191887|XP_020818531.1|DSER	LOC120450981|XP_039490212.1|DSAN
OG0000036	LOC110187659|XP_020812737.1|DSER	LOC120452669|XP_039492941.1|DSAN
OG0000036	LOC110186335|XP_020811144.1|DSER	LOC120454541|XP_039495854.1|DSAN, LOC120454540|XP_039495853.1|DSAN
OG0000037	LOC110178458|XP_020801255.1|DSER	LOC120445359|XP_039481651.1|DSAN
OG0000037	LOC110188328|XP_020813694.1|DSER	LOC120451056|XP_039490346.1|DSAN
OG0000037	LOC110188288|XP_020813646.1|DSER	LOC120451055|XP_039490345.1|DSAN
OG0000038	LOC110187819|XP_020812959.1|DSER, LOC110190399|XP_020816510.1|DSER	LOC120447582|XP_039484984.1|DSAN
OG0000038	LOC110189906|XP_020815830.1|DSER	LOC120448623|XP_039486674.1|DSAN
OG0000039	LOC110181782|XP_020805320.1|DSER	LOC120456815|XP_039499797.1|DSAN
OG0000039	LOC110181861|XP_020805441.1|DSER	LOC120456766|XP_039499698.1|DSAN
OG0000039	LOC110181937|XP_020805533.1|DSER	LOC120455951|XP_039498428.1|DSAN
OG0000040	LOC110177295|XP_020799616.1|DSER	LOC120453842|XP_039494671.1|DSAN
OG0000040	LOC110190225|XP_020816248.1|DSER	LOC120453227|XP_039493756.1|DSAN
OG0000040	LOC110190236|XP_020816258.1|DSER	LOC120453230|XP_039493764.1|DSAN
OG0000040	LOC110177298|XP_020799618.1|DSER, LOC110177453|XP_020799846.1|DSER	LOC120453844|XP_039494674.1|DSAN
OG0000040	LOC110177296|XP_020799617.1|DSER	LOC120453843|XP_039494672.1|DSAN
OG0000040	LOC110177417|XP_020799793.1|DSER	LOC120453846|XP_039494677.1|DSAN
OG0000040	LOC110186252|XP_020810992.1|DSER	LOC120454621|XP_039496023.1|DSAN
OG0000041	LOC110186567|XP_020811434.1|DSER	LOC120452967|XP_039493393.1|DSAN
OG0000041	LOC110186484|XP_020811330.1|DSER	LOC120451583|XP_039491328.1|DSAN
OG0000041	LOC110186805|XP_020811746.1|DSER, LOC110186801|XP_020811741.1|DSER, LOC110186551|XP_020811415.1|DSER	LOC120453724|XP_039494486.1|DSAN
OG0000041	LOC110186535|XP_020811395.1|DSER, LOC110186667|XP_020811591.1|DSER	LOC120451584|XP_039491329.1|DSAN, LOC120453723|XP_039494485.1|DSAN
OG0000042	LOC110191593|XP_020818136.1|DSER	LOC120446237|XP_039483042.1|DSAN
OG0000042	LOC110191603|XP_020818147.1|DSER, LOC110191604|XP_020818149.1|DSER	LOC120446238|XP_039483043.1|DSAN
OG0000042	LOC110191595|XP_020818140.1|DSER	LOC120446233|XP_039483037.1|DSAN
OG0000042	LOC110191594|XP_020818138.1|DSER, LOC110191596|XP_020818141.1|DSER, LOC110191698|XP_020818273.1|DSER, LOC110191696|XP_020818271.1|DSER, LOC110191597|XP_020818142.1|DSER	LOC120446235|XP_039483039.1|DSAN, LOC120446236|XP_039483040.1|DSAN
OG0000042	LOC110191697|XP_020818272.1|DSER, LOC110191695|XP_020818269.1|DSER	LOC120446234|XP_039483038.1|DSAN
OG0000043	LOC110187856|XP_020813000.1|DSER	LOC120453988|XP_039494877.1|DSAN
OG0000043	LOC110188004|XP_020813185.1|DSER	LOC120453019|XP_039493471.1|DSAN
OG0000043	LOC110187778|XP_020812905.1|DSER, LOC110187703|XP_020812796.1|DSER, LOC110187702|XP_020812795.1|DSER	LOC120453637|XP_039494364.1|DSAN
OG0000043	LOC110187858|XP_020813002.1|DSER	LOC120454041|XP_039494968.1|DSAN
OG0000043	LOC110191369|XP_020817880.1|DSER	LOC120452693|XP_039492981.1|DSAN
OG0000043	LOC110187786|XP_020812917.1|DSER	LOC120453380|XP_039493988.1|DSAN
OG0000044	LOC110186554|XP_020811416.1|DSER, LOC110186305|XP_020811085.1|DSER	LOC120452826|XP_039493165.1|DSAN
OG0000044	LOC110186559|XP_020811423.1|DSER, LOC110186558|XP_020811422.1|DSER	LOC120453510|XP_039494189.1|DSAN
OG0000044	LOC110186306|XP_020811086.1|DSER, LOC110186581|XP_020811453.1|DSER	LOC120450906|XP_039490090.1|DSAN
OG0000044	LOC110186555|XP_020811417.1|DSER	LOC120451723|XP_039491559.1|DSAN
OG0000044	LOC110186661|XP_020811584.1|DSER	LOC120453660|XP_039494388.1|DSAN
OG0000044	LOC110186693|XP_020811620.1|DSER	LOC120453569|XP_039494260.1|DSAN
OG0000045	LOC110178672|XP_020801529.1|DSER	LOC120448397|XP_039486321.1|DSAN
OG0000045	LOC110178605|XP_020801449.1|DSER, LOC110178606|XP_020801450.1|DSER	LOC120449198|XP_039487495.1|DSAN, LOC120449034|XP_039487251.1|DSAN
OG0000045	LOC110186854|XP_020811804.1|DSER, LOC110176386|XP_020798377.1|DSER, LOC110186862|XP_020811816.1|DSER	LOC120448761|XP_039486880.1|DSAN
OG0000045	LOC110187537|XP_020812593.1|DSER	LOC120448760|XP_039486879.1|DSAN
OG0000046	LOC110188408|XP_020813792.1|DSER	LOC120451867|XP_039491805.1|DSAN
OG0000046	LOC110180077|XP_020803358.1|DSER	LOC120455081|XP_039496878.1|DSAN
OG0000046	LOC110180079|XP_020803360.1|DSER	LOC120455080|XP_039496876.1|DSAN
OG0000046	LOC110185913|XP_020810588.1|DSER	LOC120453874|XP_039494712.1|DSAN
OG0000046	LOC110185924|XP_020810599.1|DSER	LOC120454242|XP_039495288.1|DSAN
OG0000046	LOC110184743|XP_020809034.1|DSER	LOC120453872|XP_039494711.1|DSAN, LOC120453971|XP_039494857.1|DSAN
