Orthogroup	DSER.longest_only	DSUB.longest_only
OG0000011	LOC110178138|XP_020800825.1|DSER, LOC110185094|XP_020809444.1|DSER, LOC110183280|XP_020807170.1|DSER, LOC110182663|XP_020806400.1|DSER, LOC110187551|XP_020812598.1|DSER, LOC110187412|XP_020812458.1|DSER, LOC110182662|XP_020806399.1|DSER, LOC110183170|XP_020807021.1|DSER, LOC110182672|XP_020806412.1|DSER, LOC110185813|XP_020810477.1|DSER, LOC110182278|XP_020805955.1|DSER	LOC117901349|XP_034667951.1|DSUB, LOC117900952|XP_034667416.1|DSUB, LOC117902493|XP_034669808.1|DSUB, LOC117902497|XP_034669813.1|DSUB, LOC117900244|XP_034666423.1|DSUB, LOC117902732|XP_034670197.1|DSUB, LOC117901918|XP_034668778.1|DSUB, LOC117902500|XP_034669817.1|DSUB, LOC117902495|XP_034669810.1|DSUB, LOC117902496|XP_034669811.1|DSUB, LOC117901786|XP_034668586.1|DSUB, LOC117900246|XP_034666433.1|DSUB
OG0000011	LOC110191403|XP_020817919.1|DSER	LOC117893712|XP_034656290.1|DSUB
OG0000011	LOC110185215|XP_020809607.1|DSER	LOC117897187|XP_034661778.1|DSUB
OG0000012	LOC110178863|XP_020801799.1|DSER	LOC117892204|XP_034654190.1|DSUB
OG0000012	LOC110178859|XP_020801786.1|DSER	LOC117892205|XP_034654193.1|DSUB
OG0000012	LOC110190967|XP_020817320.1|DSER	LOC117892198|XP_034654182.1|DSUB
OG0000012	LOC110176037|XP_020797910.1|DSER	LOC117892199|XP_034654185.1|DSUB
OG0000012	LOC110181698|XP_020805203.1|DSER, LOC110180096|XP_020803382.1|DSER	LOC117892202|XP_034654189.1|DSUB, LOC117892201|XP_034654188.1|DSUB
OG0000012	LOC110181688|XP_020805193.1|DSER, LOC110176319|XP_020798300.1|DSER	LOC117892200|XP_034654187.1|DSUB
OG0000012	LOC110178311|XP_020801063.1|DSER	LOC117891062|XP_034652125.1|DSUB
OG0000012	LOC110178377|XP_020801172.1|DSER	LOC117891063|XP_034652127.1|DSUB
OG0000012	LOC110178312|XP_020801065.1|DSER, LOC110178270|XP_020800995.1|DSER, LOC110178283|XP_020801014.1|DSER	LOC117891061|XP_034652124.1|DSUB
OG0000012	LOC110178292|XP_020801024.1|DSER	LOC117891058|XP_034652122.1|DSUB
OG0000012	LOC110178324|XP_020801093.1|DSER	LOC117891064|XP_034652128.1|DSUB
OG0000013	LOC110189766|XP_020815644.1|DSER	LOC117890717|XP_034651649.1|DSUB
OG0000013	LOC110179613|XP_020802873.1|DSER	LOC117896187|XP_034660170.1|DSUB
OG0000013	LOC110188689|XP_020814151.1|DSER	LOC117896516|XP_034660775.1|DSUB
OG0000013	LOC110188838|XP_020814394.1|DSER	LOC117895334|XP_034658799.1|DSUB
OG0000013	LOC110188074|XP_020813284.1|DSER	LOC117898536|XP_034663901.1|DSUB
OG0000013	LOC110191421|XP_020817937.1|DSER, LOC110191071|XP_020817464.1|DSER	LOC117897025|XP_034661493.1|DSUB, LOC117897026|XP_034661494.1|DSUB
OG0000013	LOC110191200|XP_020817626.1|DSER, LOC110191337|XP_020817840.1|DSER	LOC117898008|XP_034663028.1|DSUB, LOC117898009|XP_034663029.1|DSUB
OG0000015	LOC110179364|XP_020802537.1|DSER	LOC117902318|XP_034669497.1|DSUB
OG0000016	LOC110185112|XP_020809466.1|DSER	LOC117899529|XP_034665488.1|DSUB
OG0000016	LOC110182974|XP_020806826.1|DSER	LOC117889984|XP_034650458.1|DSUB
OG0000016	LOC110186803|XP_020811744.1|DSER	LOC117898309|XP_034663475.1|DSUB
OG0000016	LOC110187883|XP_020813027.1|DSER	LOC117901257|XP_034667841.1|DSUB
OG0000016	LOC110181494|XP_020804920.1|DSER	LOC117903845|XP_034672195.1|DSUB
OG0000016	LOC110189526|XP_020815315.1|DSER	LOC117890476|XP_034651231.1|DSUB
OG0000016	LOC110191952|XP_020818633.1|DSER	LOC117898432|XP_034663715.1|DSUB
OG0000016	LOC110179844|XP_020803110.1|DSER	LOC117893424|XP_034655932.1|DSUB
OG0000017	LOC110179704|XP_020802972.1|DSER	LOC117892719|XP_034655033.1|DSUB
OG0000017	LOC110182944|XP_020806786.1|DSER	LOC117890423|XP_034651134.1|DSUB
OG0000017	LOC110189651|XP_020815456.1|DSER	LOC117892544|XP_034654744.1|DSUB, LOC117890958|XP_034651990.1|DSUB, LOC117890877|XP_034651860.1|DSUB
OG0000017	LOC110177433|XP_020799815.1|DSER, LOC110177434|XP_020799816.1|DSER	LOC117899292|XP_034665095.1|DSUB, LOC117899291|XP_034665094.1|DSUB
OG0000017	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER	LOC117891086|XP_034652156.1|DSUB
OG0000017	LOC110189689|XP_020815522.1|DSER	LOC117890435|XP_034651155.1|DSUB
OG0000017	LOC110178449|XP_020801243.1|DSER	LOC117892462|XP_034654603.1|DSUB
OG0000017	LOC110183096|XP_020806947.1|DSER, LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER	LOC117900183|XP_034666320.1|DSUB, LOC117900621|XP_034666940.1|DSUB
OG0000018	LOC110184702|XP_020808977.1|DSER	LOC117895264|XP_034658678.1|DSUB
OG0000018	LOC110184746|XP_020809033.1|DSER	LOC117895265|XP_034658679.1|DSUB
OG0000018	LOC110184752|XP_020809041.1|DSER	LOC117895258|XP_034658670.1|DSUB
OG0000018	LOC110184704|XP_020808979.1|DSER, LOC110184742|XP_020809030.1|DSER	LOC117895268|XP_034658682.1|DSUB
OG0000019	LOC110186753|XP_020811674.1|DSER	LOC117899362|XP_034665232.1|DSUB, LOC117899360|XP_034665227.1|DSUB
OG0000019	LOC110186746|XP_020811668.1|DSER	LOC117899339|XP_034665171.1|DSUB
OG0000019	LOC110186754|XP_020811675.1|DSER	LOC117899361|XP_034665230.1|DSUB
OG0000019	LOC110186749|XP_020811671.1|DSER, LOC110186750|XP_020811672.1|DSER	LOC117899358|XP_034665223.1|DSUB, LOC117899359|XP_034665224.1|DSUB
OG0000020	LOC110186419|XP_020811254.1|DSER	LOC117897785|XP_034662725.1|DSUB, LOC117897786|XP_034662726.1|DSUB
OG0000020	LOC110179314|XP_020802461.1|DSER	LOC117892172|XP_034654141.1|DSUB
OG0000020	LOC110178058|XP_020800723.1|DSER, LOC110183820|XP_020807830.1|DSER	LOC117902343|XP_034669534.1|DSUB
OG0000020	LOC110188252|XP_020813584.1|DSER	LOC117898500|XP_034663833.1|DSUB
OG0000020	LOC110186984|XP_020811998.1|DSER	LOC117898411|XP_034663671.1|DSUB
OG0000020	LOC110187270|XP_020812316.1|DSER	LOC117901489|XP_034668148.1|DSUB
OG0000020	LOC110183751|XP_020807766.1|DSER	LOC117901231|XP_034667794.1|DSUB
OG0000021	LOC110180622|XP_020803965.1|DSER	LOC117892039|XP_034653854.1|DSUB
OG0000021	LOC110177674|XP_020800156.1|DSER	LOC117891478|XP_034652849.1|DSUB
OG0000021	LOC110177755|XP_020800276.1|DSER	LOC117891531|XP_034652923.1|DSUB
OG0000021	LOC110181842|XP_020805408.1|DSER	LOC117903672|XP_034671893.1|DSUB
OG0000021	LOC110184678|XP_020808951.1|DSER	LOC117896843|XP_034661258.1|DSUB
OG0000021	LOC110190995|XP_020817366.1|DSER	LOC117898591|XP_034664027.1|DSUB
OG0000022	LOC110176354|XP_020798342.1|DSER	LOC117892309|XP_034654347.1|DSUB
OG0000022	LOC110178658|XP_020801510.1|DSER	LOC117892920|XP_034655126.1|DSUB
OG0000022	LOC110178668|XP_020801523.1|DSER, LOC110178669|XP_020801524.1|DSER, LOC110178663|XP_020801518.1|DSER, LOC110178665|XP_020801519.1|DSER	LOC117892922|XP_034655128.1|DSUB, LOC117892927|XP_034655134.1|DSUB, LOC117892926|XP_034655132.1|DSUB, LOC117892918|XP_034655124.1|DSUB, LOC117892925|XP_034655130.1|DSUB
OG0000022	LOC110178662|XP_020801517.1|DSER	LOC117892921|XP_034655127.1|DSUB
OG0000023	LOC110188311|XP_020813678.1|DSER	LOC117896151|XP_034660118.1|DSUB
OG0000023	LOC110188309|XP_020813677.1|DSER, LOC110188457|XP_020813846.1|DSER	LOC117896150|XP_034660117.1|DSUB
OG0000023	LOC110180829|XP_020804169.1|DSER	LOC117891805|XP_034653377.1|DSUB
OG0000023	LOC110188308|XP_020813675.1|DSER, LOC110188456|XP_020813844.1|DSER	LOC117896149|XP_034660116.1|DSUB
OG0000023	LOC110188691|XP_020814154.1|DSER	LOC117898724|XP_034664233.1|DSUB
OG0000023	LOC110188690|XP_020814152.1|DSER	LOC117898725|XP_034664234.1|DSUB
OG0000024	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER	LOC117889933|XP_034650355.1|DSUB
OG0000024	LOC110179365|XP_020802539.1|DSER	LOC117889934|XP_034650356.1|DSUB
OG0000024	LOC110185697|XP_020810324.1|DSER	LOC117901020|XP_034667512.1|DSUB
OG0000024	LOC110179322|XP_020802473.1|DSER	LOC117889812|XP_034650181.1|DSUB
OG0000024	LOC110180569|XP_020803926.1|DSER	LOC117891118|XP_034652213.1|DSUB
OG0000025	LOC110182356|XP_020806054.1|DSER	LOC117890855|XP_034651836.1|DSUB
OG0000026	LOC110176041|XP_020797911.1|DSER	LOC117889599|XP_034649905.1|DSUB
OG0000026	LOC110182689|XP_020806441.1|DSER	LOC117901731|XP_034668504.1|DSUB
OG0000026	LOC110179505|XP_020802740.1|DSER	LOC117903905|XP_034672302.1|DSUB
OG0000026	LOC110189572|XP_020815365.1|DSER	LOC117899765|XP_034665914.1|DSUB, LOC117899768|XP_034665918.1|DSUB, LOC117899766|XP_034665915.1|DSUB, LOC117899767|XP_034665916.1|DSUB
OG0000026	LOC110188271|XP_020813620.1|DSER	LOC117899507|XP_034665449.1|DSUB
OG0000027	LOC110176950|XP_020799111.1|DSER	LOC117902555|XP_034669887.1|DSUB
OG0000027	LOC110176976|XP_020799142.1|DSER	LOC117902556|XP_034669889.1|DSUB
OG0000027	LOC110176929|XP_020799084.1|DSER	LOC117902554|XP_034669886.1|DSUB
OG0000028	LOC110190400|XP_020816511.1|DSER, LOC110190401|XP_020816513.1|DSER, LOC110190052|XP_020816017.1|DSER	LOC117894270|XP_034657116.1|DSUB, LOC117894269|XP_034657115.1|DSUB, LOC117894266|XP_034657112.1|DSUB, LOC117894265|XP_034657110.1|DSUB
OG0000028	LOC110190608|XP_020816860.1|DSER	LOC117894530|XP_034657538.1|DSUB
OG0000029	LOC110181434|XP_020804839.1|DSER, LOC110177071|XP_020799247.1|DSER	LOC117890176|XP_034650765.1|DSUB
OG0000029	LOC110185765|XP_020810430.1|DSER	LOC117898949|XP_034664564.1|DSUB
OG0000029	LOC110178924|XP_020801869.1|DSER	LOC117893783|XP_034656418.1|DSUB
OG0000030	LOC110183999|XP_020808015.1|DSER	LOC117901334|XP_034667933.1|DSUB
OG0000030	LOC110184000|XP_020808016.1|DSER	LOC117901339|XP_034667940.1|DSUB, LOC117901335|XP_034667935.1|DSUB
OG0000030	LOC110184885|XP_020809189.1|DSER	LOC117901974|XP_034668869.1|DSUB
OG0000030	LOC110178494|XP_020801301.1|DSER, LOC110178495|XP_020801302.1|DSER	LOC117890851|XP_034651829.1|DSUB, LOC117891095|XP_034652169.1|DSUB, LOC117890674|XP_034651546.1|DSUB
OG0000030	LOC110180192|XP_020803508.1|DSER	LOC117903801|XP_034672130.1|DSUB
OG0000030	LOC110184177|XP_020808247.1|DSER	LOC117903197|XP_034670973.1|DSUB
OG0000031	LOC110183330|XP_020807237.1|DSER	LOC117900916|XP_034667369.1|DSUB
OG0000032	LOC110191017|XP_020817393.1|DSER	LOC117898600|XP_034664039.1|DSUB
OG0000032	LOC110189627|XP_020815431.1|DSER	LOC117898601|XP_034664041.1|DSUB
OG0000032	LOC110189708|XP_020815547.1|DSER	LOC117898606|XP_034664047.1|DSUB
OG0000032	LOC110190954|XP_020817297.1|DSER	LOC117898607|XP_034664048.1|DSUB
OG0000032	LOC110188628|XP_020814064.1|DSER	LOC117898595|XP_034664033.1|DSUB
OG0000032	LOC110190425|XP_020816566.1|DSER	LOC117898599|XP_034664038.1|DSUB, LOC117898598|XP_034664036.1|DSUB
OG0000032	LOC110191021|XP_020817396.1|DSER, LOC110179845|XP_020803112.1|DSER, LOC110190965|XP_020817315.1|DSER, LOC110191414|XP_020817930.1|DSER, LOC110190900|XP_020817217.1|DSER, LOC110188663|XP_020814116.1|DSER, LOC110191408|XP_020817925.1|DSER, LOC110191413|XP_020817929.1|DSER	LOC117898597|XP_034664035.1|DSUB
OG0000033	LOC110184954|XP_020809264.1|DSER, LOC110185945|XP_020810623.1|DSER	LOC117899465|XP_034665372.1|DSUB
OG0000033	LOC110189687|XP_020815520.1|DSER	LOC117891426|XP_034652788.1|DSUB
OG0000033	LOC110189686|XP_020815519.1|DSER	LOC117891425|XP_034652787.1|DSUB
OG0000033	LOC110188470|XP_020813858.1|DSER, LOC110188471|XP_020813859.1|DSER, LOC110188478|XP_020813866.1|DSER	LOC117897820|XP_034662764.1|DSUB
OG0000034	LOC110184859|XP_020809159.1|DSER	LOC117902583|XP_034669972.1|DSUB
OG0000034	LOC110184879|XP_020809185.1|DSER	LOC117902581|XP_034669969.1|DSUB
OG0000034	LOC110184890|XP_020809195.1|DSER	LOC117902582|XP_034669970.1|DSUB
OG0000034	LOC110185580|XP_020810168.1|DSER, LOC110185578|XP_020810167.1|DSER	LOC117902354|XP_034669556.1|DSUB, LOC117902355|XP_034669558.1|DSUB
OG0000034	LOC110185768|XP_020810429.1|DSER	LOC117902353|XP_034669555.1|DSUB
OG0000036	LOC110188341|XP_020813708.1|DSER	LOC117898005|XP_034663024.1|DSUB
OG0000036	LOC110191887|XP_020818531.1|DSER	LOC117896918|XP_034661349.1|DSUB
OG0000036	LOC110187659|XP_020812737.1|DSER	LOC117897457|XP_034662194.1|DSUB
OG0000036	LOC110186335|XP_020811144.1|DSER	LOC117899046|XP_034664697.1|DSUB
OG0000037	LOC110178458|XP_020801255.1|DSER	LOC117890311|XP_034650989.1|DSUB
OG0000037	LOC110188328|XP_020813694.1|DSER, LOC110188288|XP_020813646.1|DSER	LOC117897238|XP_034661848.1|DSUB, LOC117897237|XP_034661847.1|DSUB, LOC117897239|XP_034661849.1|DSUB, LOC117897236|XP_034661846.1|DSUB
OG0000038	LOC110187819|XP_020812959.1|DSER, LOC110190399|XP_020816510.1|DSER	LOC117894264|XP_034657109.1|DSUB
OG0000038	LOC110189906|XP_020815830.1|DSER	LOC117893334|XP_034655815.1|DSUB
OG0000039	LOC110181782|XP_020805320.1|DSER	LOC117903895|XP_034672289.1|DSUB
OG0000039	LOC110181861|XP_020805441.1|DSER	LOC117903896|XP_034672290.1|DSUB
OG0000039	LOC110182039|XP_020805628.1|DSER	LOC117903894|XP_034672287.1|DSUB
OG0000039	LOC110181937|XP_020805533.1|DSER	LOC117892341|XP_034654394.1|DSUB
OG0000040	LOC110177295|XP_020799616.1|DSER	LOC117897706|XP_034662619.1|DSUB
OG0000040	LOC110190225|XP_020816248.1|DSER	LOC117899276|XP_034665068.1|DSUB, LOC117897606|XP_034662454.1|DSUB
OG0000040	LOC110190236|XP_020816258.1|DSER	LOC117899278|XP_034665074.1|DSUB
OG0000040	LOC110177298|XP_020799618.1|DSER, LOC110177453|XP_020799846.1|DSER	LOC117896008|XP_034659896.1|DSUB
OG0000040	LOC110177296|XP_020799617.1|DSER	LOC117899589|XP_034665598.1|DSUB
OG0000040	LOC110177417|XP_020799793.1|DSER	LOC117899588|XP_034665597.1|DSUB
OG0000040	LOC110186252|XP_020810992.1|DSER	LOC117899356|XP_034665219.1|DSUB
OG0000041	LOC110186567|XP_020811434.1|DSER, LOC110186639|XP_020811558.1|DSER, LOC110186484|XP_020811330.1|DSER	LOC117898984|XP_034664617.1|DSUB, LOC117898987|XP_034664620.1|DSUB, LOC117898990|XP_034664622.1|DSUB
OG0000041	LOC110186805|XP_020811746.1|DSER, LOC110186801|XP_020811741.1|DSER, LOC110186551|XP_020811415.1|DSER	LOC117898988|XP_034664621.1|DSUB, LOC117898986|XP_034664619.1|DSUB
OG0000042	LOC110191593|XP_020818136.1|DSER	LOC117891862|XP_034653515.1|DSUB
OG0000042	LOC110191603|XP_020818147.1|DSER, LOC110191604|XP_020818149.1|DSER	LOC117891861|XP_034653514.1|DSUB
OG0000042	LOC110191595|XP_020818140.1|DSER, LOC110191594|XP_020818138.1|DSER, LOC110191596|XP_020818141.1|DSER, LOC110191698|XP_020818273.1|DSER, LOC110191696|XP_020818271.1|DSER, LOC110191597|XP_020818142.1|DSER	LOC117891863|XP_034653516.1|DSUB, LOC117901781|XP_034668580.1|DSUB
OG0000042	LOC110191697|XP_020818272.1|DSER, LOC110191695|XP_020818269.1|DSER	LOC117891864|XP_034653517.1|DSUB
OG0000043	LOC110187856|XP_020813000.1|DSER	LOC117898000|XP_034663019.1|DSUB
OG0000043	LOC110188004|XP_020813185.1|DSER	LOC117897983|XP_034662986.1|DSUB, LOC117897815|XP_034662757.1|DSUB
OG0000043	LOC110187778|XP_020812905.1|DSER, LOC110187703|XP_020812796.1|DSER, LOC110187702|XP_020812795.1|DSER	LOC117897840|XP_034662797.1|DSUB, LOC117897841|XP_034662798.1|DSUB
OG0000043	LOC110187858|XP_020813002.1|DSER, LOC110191369|XP_020817880.1|DSER	LOC117898867|XP_034664437.1|DSUB
OG0000043	LOC110187786|XP_020812917.1|DSER	LOC117897193|XP_034661785.1|DSUB
OG0000044	LOC110186554|XP_020811416.1|DSER, LOC110186305|XP_020811085.1|DSER	LOC117898991|XP_034664623.1|DSUB
OG0000044	LOC110186559|XP_020811423.1|DSER, LOC110186558|XP_020811422.1|DSER, LOC110186306|XP_020811086.1|DSER, LOC110186581|XP_020811453.1|DSER	LOC117895983|XP_034659856.1|DSUB
OG0000044	LOC110186555|XP_020811417.1|DSER, LOC110186661|XP_020811584.1|DSER	LOC117897592|XP_034662438.1|DSUB, LOC117897591|XP_034662436.1|DSUB, LOC117897590|XP_034662434.1|DSUB, LOC117897593|XP_034662439.1|DSUB
OG0000044	LOC110186693|XP_020811620.1|DSER	LOC117898153|XP_034663242.1|DSUB
OG0000045	LOC110178672|XP_020801529.1|DSER	LOC117894865|XP_034658016.1|DSUB
OG0000045	LOC110178605|XP_020801449.1|DSER, LOC110178606|XP_020801450.1|DSER	LOC117893502|XP_034656031.1|DSUB
OG0000045	LOC110186854|XP_020811804.1|DSER, LOC110176386|XP_020798377.1|DSER, LOC110186862|XP_020811816.1|DSER	LOC117894637|XP_034657700.1|DSUB
OG0000045	LOC110187537|XP_020812593.1|DSER	LOC117893875|XP_034656539.1|DSUB
OG0000046	LOC110188408|XP_020813792.1|DSER	LOC117898099|XP_034663170.1|DSUB
OG0000046	LOC110180077|XP_020803358.1|DSER, LOC110180079|XP_020803360.1|DSER	LOC117892263|XP_034654274.1|DSUB, LOC117892238|XP_034654240.1|DSUB
OG0000046	LOC110180089|XP_020803371.1|DSER, LOC110180088|XP_020803370.1|DSER	LOC117892077|XP_034653957.1|DSUB
