Orthogroup	DSER.longest_only	DSUP.longest_only
OG0000002	LOC110184848|XP_020809147.1|DSER	LOC119547562|XP_037710391.1|DSUP
OG0000003	LOC110177692|XP_020800174.1|DSER	LOC119549193|XP_037712950.1|DSUP
OG0000003	LOC110177680|XP_020800160.1|DSER	LOC119549691|XP_037713842.1|DSUP
OG0000003	LOC110177747|XP_020800264.1|DSER	LOC119549692|XP_037713843.1|DSUP
OG0000003	LOC110189782|XP_020815670.1|DSER	LOC119548975|XP_037712493.1|DSUP
OG0000003	LOC110177689|XP_020800171.1|DSER	LOC119549751|XP_037713922.1|DSUP, LOC119549192|XP_037712949.1|DSUP
OG0000003	LOC110177694|XP_020800177.1|DSER	LOC119549194|XP_037712951.1|DSUP
OG0000003	LOC110177698|XP_020800183.1|DSER	LOC119550953|XP_037715907.1|DSUP
OG0000003	LOC110177690|XP_020800172.1|DSER	LOC119549586|XP_037713672.1|DSUP
OG0000003	LOC110188514|XP_020813952.1|DSER	LOC119551761|XP_037717216.1|DSUP
OG0000003	LOC110176211|XP_020798142.1|DSER, LOC110176884|XP_020799030.1|DSER	LOC119551759|XP_037717214.1|DSUP
OG0000003	LOC110176203|XP_020798127.1|DSER	LOC119551760|XP_037717215.1|DSUP
OG0000003	LOC110182737|XP_020806498.1|DSER	LOC119546510|XP_037708761.1|DSUP
OG0000004	LOC110181335|XP_020804713.1|DSER, LOC110183807|XP_020807818.1|DSER, LOC110180697|XP_020804038.1|DSER	LOC119559172|XP_037728161.1|DSUP, LOC119561436|XP_037731018.1|DSUP, LOC119561507|XP_037731086.1|DSUP, LOC119547987|XP_037710970.1|DSUP, LOC119547988|XP_037710972.1|DSUP, LOC119546069|XP_037708068.1|DSUP, LOC119561521|XP_037731100.1|DSUP, LOC119561518|XP_037731097.1|DSUP, LOC119546076|XP_037708081.1|DSUP, LOC119561441|XP_037731022.1|DSUP, LOC119559251|XP_037728250.1|DSUP, LOC119561442|XP_037731023.1|DSUP, LOC119561429|XP_037731011.1|DSUP, LOC119559242|XP_037728241.1|DSUP, LOC119559173|XP_037728162.1|DSUP, LOC119559174|XP_037728163.1|DSUP, LOC119561440|XP_037731020.1|DSUP, LOC119559179|XP_037728167.1|DSUP, LOC119546618|XP_037708984.1|DSUP, LOC119561433|XP_037731015.1|DSUP, LOC119559178|XP_037728166.1|DSUP, LOC119547940|XP_037710915.1|DSUP, LOC119561511|XP_037731090.1|DSUP, LOC119548245|XP_037711313.1|DSUP, LOC119559232|XP_037728231.1|DSUP, LOC119561428|XP_037731010.1|DSUP, LOC119561434|XP_037731016.1|DSUP, LOC119559226|XP_037728224.1|DSUP, LOC119561431|XP_037731013.1|DSUP, LOC119561435|XP_037731017.1|DSUP, LOC119559225|XP_037728223.1|DSUP, LOC119559219|XP_037728218.1|DSUP, LOC119561432|XP_037731014.1|DSUP, LOC119559218|XP_037728217.1|DSUP, LOC119547941|XP_037710916.1|DSUP, LOC119561427|XP_037731009.1|DSUP, LOC119559175|XP_037728164.1|DSUP, LOC119559177|XP_037728165.1|DSUP, LOC119561512|XP_037731091.1|DSUP, LOC119559231|XP_037728230.1|DSUP, LOC119546960|XP_037709531.1|DSUP, LOC119559171|XP_037728160.1|DSUP, LOC119561438|XP_037731019.1|DSUP, LOC119561510|XP_037731089.1|DSUP
OG0000004	LOC110182445|XP_020806139.1|DSER	LOC119561503|XP_037731081.1|DSUP, LOC119561533|XP_037731112.1|DSUP, LOC119561508|XP_037731087.1|DSUP
OG0000005	LOC110182167|XP_020805828.1|DSER	LOC119559217|XP_037728216.1|DSUP, LOC119559243|XP_037728242.1|DSUP, LOC119559230|XP_037728229.1|DSUP, LOC119559236|XP_037728234.1|DSUP, LOC119559223|XP_037728222.1|DSUP, LOC119559229|XP_037728228.1|DSUP, LOC119559222|XP_037728221.1|DSUP
OG0000006	LOC110182424|XP_020806119.1|DSER	LOC119559191|XP_037728179.1|DSUP
OG0000006	LOC110185948|XP_020810624.1|DSER	LOC119559257|XP_037728256.1|DSUP
OG0000006	LOC110180700|XP_020804040.1|DSER	LOC119559184|XP_037728173.1|DSUP
OG0000006	LOC110182413|XP_020806109.1|DSER, LOC110182153|XP_020805818.1|DSER, LOC110181334|XP_020804711.1|DSER	LOC119547943|XP_037710919.1|DSUP
OG0000007	LOC110184727|XP_020809014.1|DSER	LOC119554492|XP_037721353.1|DSUP
OG0000007	LOC110184726|XP_020809013.1|DSER	LOC119554489|XP_037721348.1|DSUP
OG0000007	LOC110184693|XP_020808964.1|DSER	LOC119554490|XP_037721351.1|DSUP
OG0000007	LOC110182363|XP_020806064.1|DSER	LOC119546692|XP_037709098.1|DSUP
OG0000007	LOC110182364|XP_020806065.1|DSER	LOC119546891|XP_037709439.1|DSUP
OG0000007	LOC110190669|XP_020816933.1|DSER	LOC119553445|XP_037719763.1|DSUP
OG0000007	LOC110182358|XP_020806056.1|DSER, LOC110182357|XP_020806055.1|DSER, LOC110182316|XP_020806004.1|DSER	LOC119546800|XP_037709305.1|DSUP, LOC119547162|XP_037709816.1|DSUP, LOC119546829|XP_037709347.1|DSUP
OG0000007	LOC110184732|XP_020809019.1|DSER	LOC119554496|XP_037721356.1|DSUP
OG0000008	LOC110188534|XP_020813940.1|DSER	LOC119559922|XP_037729053.1|DSUP
OG0000008	LOC110183610|XP_020807586.1|DSER	LOC119554295|XP_037721083.1|DSUP
OG0000008	LOC110183609|XP_020807585.1|DSER	LOC119554293|XP_037721080.1|DSUP
OG0000008	LOC110183997|XP_020808013.1|DSER	LOC119546547|XP_037708827.1|DSUP
OG0000008	LOC110183613|XP_020807591.1|DSER	LOC119554296|XP_037721084.1|DSUP
OG0000008	LOC110182844|XP_020806635.1|DSER	LOC119556861|XP_037725260.1|DSUP
OG0000008	LOC110191723|XP_020818300.1|DSER, LOC110191724|XP_020818301.1|DSER	LOC119560392|XP_037729748.1|DSUP
OG0000008	LOC110191898|XP_020818543.1|DSER	LOC119560393|XP_037729749.1|DSUP
OG0000008	LOC110191819|XP_020818443.1|DSER	LOC119560395|XP_037729751.1|DSUP
OG0000008	LOC110191899|XP_020818544.1|DSER	LOC119560394|XP_037729750.1|DSUP
OG0000008	LOC110191820|XP_020818444.1|DSER	LOC119560107|XP_037729380.1|DSUP
OG0000009	LOC110188739|XP_020814232.1|DSER	LOC119560146|XP_037729428.1|DSUP
OG0000009	LOC110188430|XP_020813815.1|DSER	LOC119560480|XP_037729870.1|DSUP
OG0000009	LOC110186309|XP_020811090.1|DSER	LOC119545681|XP_037707348.1|DSUP
OG0000009	LOC110188741|XP_020814234.1|DSER	LOC119560408|XP_037729769.1|DSUP
OG0000009	LOC110188740|XP_020814233.1|DSER	LOC119560481|XP_037729871.1|DSUP
OG0000009	LOC110181065|XP_020804398.1|DSER	LOC119550480|XP_037715097.1|DSUP
OG0000009	LOC110176644|XP_020798730.1|DSER	LOC119560195|XP_037729489.1|DSUP
OG0000009	LOC110178269|XP_020800994.1|DSER	LOC119549977|XP_037714304.1|DSUP, LOC119550208|XP_037714685.1|DSUP
OG0000009	LOC110178304|XP_020801053.1|DSER, LOC110178309|XP_020801061.1|DSER	LOC119551857|XP_037717362.1|DSUP, LOC119551891|XP_037717420.1|DSUP
OG0000010	LOC110182164|XP_020805826.1|DSER	LOC119559209|XP_037728208.1|DSUP, LOC119547995|XP_037710980.1|DSUP, LOC119547946|XP_037710924.1|DSUP, LOC119559220|XP_037728219.1|DSUP, LOC119559208|XP_037728207.1|DSUP
OG0000010	LOC110183810|XP_020807821.1|DSER	LOC119559221|XP_037728220.1|DSUP, LOC119559233|XP_037728232.1|DSUP, LOC119559228|XP_037728227.1|DSUP
OG0000010	LOC110180673|XP_020804019.1|DSER, LOC110176508|XP_020798542.1|DSER, LOC110182165|XP_020805827.1|DSER	LOC119547947|XP_037710925.1|DSUP
OG0000011	LOC110178138|XP_020800825.1|DSER, LOC110185094|XP_020809444.1|DSER	LOC119558003|XP_037727039.1|DSUP
OG0000011	LOC110183280|XP_020807170.1|DSER	LOC119546643|XP_037709017.1|DSUP, LOC119548873|XP_037712431.1|DSUP, LOC119546938|XP_037709503.1|DSUP
OG0000011	LOC110182663|XP_020806400.1|DSER, LOC110187551|XP_020812598.1|DSER, LOC110187412|XP_020812458.1|DSER, LOC110182662|XP_020806399.1|DSER	LOC119555043|XP_037722157.1|DSUP, LOC119555066|XP_037722201.1|DSUP, LOC119557843|XP_037726753.1|DSUP, LOC119560943|XP_037730609.1|DSUP, LOC119554642|XP_037721569.1|DSUP, LOC119560221|XP_037729507.1|DSUP, LOC119560941|XP_037730605.1|DSUP, LOC119553270|XP_037719489.1|DSUP, LOC119554912|XP_037721943.1|DSUP, LOC119555170|XP_037722349.1|DSUP, LOC119555608|XP_037723034.1|DSUP, LOC119546892|XP_037709441.1|DSUP
OG0000011	LOC110185813|XP_020810477.1|DSER	LOC119547187|XP_037709849.1|DSUP, LOC119548093|XP_037711109.1|DSUP, LOC119547435|XP_037710223.1|DSUP
OG0000011	LOC110182278|XP_020805955.1|DSER	LOC119546050|XP_037708041.1|DSUP, LOC119548232|XP_037711301.1|DSUP, LOC119547347|XP_037710088.1|DSUP, LOC119556682|XP_037724981.1|DSUP, LOC119556749|XP_037725099.1|DSUP
OG0000011	LOC110191403|XP_020817919.1|DSER	LOC119554627|XP_037721551.1|DSUP
OG0000011	LOC110185215|XP_020809607.1|DSER	LOC119554762|XP_037721730.1|DSUP
OG0000012	LOC110178863|XP_020801799.1|DSER	LOC119550822|XP_037715693.1|DSUP
OG0000012	LOC110178859|XP_020801786.1|DSER	LOC119550821|XP_037715691.1|DSUP
OG0000012	LOC110190967|XP_020817320.1|DSER	LOC119551596|XP_037716924.1|DSUP, LOC119550028|XP_037714380.1|DSUP
OG0000012	LOC110176037|XP_020797910.1|DSER	LOC119551494|XP_037716788.1|DSUP
OG0000012	LOC110181698|XP_020805203.1|DSER	LOC119550209|XP_037714688.1|DSUP
OG0000012	LOC110180096|XP_020803382.1|DSER	LOC119551074|XP_037716130.1|DSUP
OG0000012	LOC110181688|XP_020805193.1|DSER	LOC119551639|XP_037716997.1|DSUP
OG0000012	LOC110176319|XP_020798300.1|DSER	LOC119550378|XP_037714954.1|DSUP
OG0000012	LOC110178311|XP_020801063.1|DSER	LOC119549965|XP_037714285.1|DSUP
OG0000012	LOC110178377|XP_020801172.1|DSER	LOC119551851|XP_037717353.1|DSUP
OG0000012	LOC110178312|XP_020801065.1|DSER	LOC119551850|XP_037717352.1|DSUP
OG0000012	LOC110178270|XP_020800995.1|DSER, LOC110178283|XP_020801014.1|DSER	LOC119550449|XP_037715053.1|DSUP
OG0000012	LOC110178292|XP_020801024.1|DSER	LOC119551476|XP_037716767.1|DSUP
OG0000012	LOC110178324|XP_020801093.1|DSER	LOC119551477|XP_037716768.1|DSUP
OG0000013	LOC110189766|XP_020815644.1|DSER	LOC119549437|XP_037713458.1|DSUP
OG0000013	LOC110179613|XP_020802873.1|DSER	LOC119558255|XP_037727511.1|DSUP
OG0000013	LOC110188689|XP_020814151.1|DSER	LOC119563541|XP_037732953.1|DSUP
OG0000013	LOC110188838|XP_020814394.1|DSER	LOC119555401|XP_037722683.1|DSUP
OG0000013	LOC110188074|XP_020813284.1|DSER	LOC119556345|XP_037724379.1|DSUP
OG0000013	LOC110191421|XP_020817937.1|DSER, LOC110191071|XP_020817464.1|DSER	LOC119545787|XP_037707587.1|DSUP
OG0000013	LOC110191200|XP_020817626.1|DSER, LOC110191337|XP_020817840.1|DSER	LOC119561021|XP_037730772.1|DSUP, LOC119561023|XP_037730776.1|DSUP, LOC119559756|XP_037728754.1|DSUP, LOC119561022|XP_037730774.1|DSUP, LOC119545740|XP_037707491.1|DSUP, LOC119545739|XP_037707490.1|DSUP
OG0000015	LOC110181407|XP_020804802.1|DSER	LOC119548635|XP_037711952.1|DSUP
OG0000015	LOC110182685|XP_020806436.1|DSER	LOC119550562|XP_037715279.1|DSUP, LOC119549732|XP_037713902.1|DSUP
OG0000015	LOC110190940|XP_020817272.1|DSER	LOC119547745|XP_037710669.1|DSUP
OG0000015	LOC110187200|XP_020812259.1|DSER, LOC110182170|XP_020805830.1|DSER, LOC110187202|XP_020812260.1|DSER	LOC119547086|XP_037709714.1|DSUP, LOC119546156|XP_037708194.1|DSUP
OG0000015	LOC110179364|XP_020802537.1|DSER	LOC119550622|XP_037715380.1|DSUP
OG0000015	LOC110181374|XP_020804762.1|DSER	LOC119546949|XP_037709517.1|DSUP
OG0000016	LOC110185112|XP_020809466.1|DSER	LOC119560964|XP_037730645.1|DSUP
OG0000016	LOC110182974|XP_020806826.1|DSER	LOC119551792|XP_037717267.1|DSUP
OG0000016	LOC110186803|XP_020811744.1|DSER	LOC119560636|XP_037730116.1|DSUP
OG0000016	LOC110181494|XP_020804920.1|DSER	LOC119557630|XP_037726388.1|DSUP
OG0000016	LOC110189526|XP_020815315.1|DSER	LOC119559471|XP_037728511.1|DSUP
OG0000016	LOC110191952|XP_020818633.1|DSER	LOC119561925|XP_037731293.1|DSUP
OG0000016	LOC110179844|XP_020803110.1|DSER	LOC119555565|XP_037722943.1|DSUP
OG0000017	LOC110179704|XP_020802972.1|DSER	LOC119555819|XP_037723364.1|DSUP
OG0000017	LOC110182944|XP_020806786.1|DSER	LOC119549290|XP_037713167.1|DSUP
OG0000017	LOC110189651|XP_020815456.1|DSER	LOC119562617|XP_037731769.1|DSUP, LOC119562618|XP_037731771.1|DSUP
OG0000017	LOC110186415|XP_020811251.1|DSER	LOC119560371|XP_037729705.1|DSUP
OG0000017	LOC110177433|XP_020799815.1|DSER, LOC110177434|XP_020799816.1|DSER	LOC119552736|XP_037718429.1|DSUP
OG0000017	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER	LOC119550337|XP_037714884.1|DSUP, LOC119558631|XP_037727964.1|DSUP
OG0000017	LOC110189689|XP_020815522.1|DSER	LOC119562595|XP_037731744.1|DSUP
OG0000017	LOC110178449|XP_020801243.1|DSER	LOC119558630|XP_037727962.1|DSUP, LOC119550336|XP_037714883.1|DSUP
OG0000017	LOC110183096|XP_020806947.1|DSER, LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER	LOC119546290|XP_037708399.1|DSUP
OG0000018	LOC110184702|XP_020808977.1|DSER	LOC119554781|XP_037721753.1|DSUP
OG0000018	LOC110184746|XP_020809033.1|DSER	LOC119554782|XP_037721754.1|DSUP
OG0000018	LOC110184752|XP_020809041.1|DSER	LOC119554784|XP_037721757.1|DSUP
OG0000018	LOC110184704|XP_020808979.1|DSER, LOC110184742|XP_020809030.1|DSER	LOC119553876|XP_037720463.1|DSUP, LOC119553875|XP_037720461.1|DSUP, LOC119553877|XP_037720464.1|DSUP, LOC119553878|XP_037720465.1|DSUP
OG0000018	LOC110184703|XP_020808978.1|DSER	LOC119552517|XP_037718063.1|DSUP, LOC119552516|XP_037718062.1|DSUP
OG0000019	LOC110186753|XP_020811674.1|DSER	LOC119545699|XP_037707379.1|DSUP
OG0000019	LOC110186755|XP_020811676.1|DSER, LOC110186756|XP_020811677.1|DSER	LOC119545701|XP_037707381.1|DSUP, LOC119545702|XP_037707383.1|DSUP
OG0000019	LOC110186746|XP_020811668.1|DSER	LOC119553849|XP_037720426.1|DSUP
OG0000019	LOC110186754|XP_020811675.1|DSER	LOC119545700|XP_037707380.1|DSUP
OG0000019	LOC110186749|XP_020811671.1|DSER, LOC110186750|XP_020811672.1|DSER	LOC119545696|XP_037707377.1|DSUP, LOC119545697|XP_037707378.1|DSUP
OG0000020	LOC110186419|XP_020811254.1|DSER	LOC119551011|XP_037715994.1|DSUP
OG0000020	LOC110179314|XP_020802461.1|DSER	LOC119549986|XP_037714317.1|DSUP
OG0000020	LOC110178058|XP_020800723.1|DSER	LOC119546657|XP_037709040.1|DSUP, LOC119546786|XP_037709271.1|DSUP, LOC119550100|XP_037714508.1|DSUP
OG0000020	LOC110183820|XP_020807830.1|DSER	LOC119546737|XP_037709159.1|DSUP
OG0000020	LOC110188252|XP_020813584.1|DSER	LOC119561092|XP_037730913.1|DSUP
OG0000020	LOC110186984|XP_020811998.1|DSER	LOC119556769|XP_037725126.1|DSUP
OG0000020	LOC110187270|XP_020812316.1|DSER	LOC119547825|XP_037710775.1|DSUP
OG0000020	LOC110183751|XP_020807766.1|DSER	LOC119546570|XP_037708891.1|DSUP
OG0000021	LOC110177674|XP_020800156.1|DSER	LOC119549002|XP_037712540.1|DSUP
OG0000021	LOC110177755|XP_020800276.1|DSER	LOC119550684|XP_037715475.1|DSUP
OG0000021	LOC110177907|XP_020800536.1|DSER	LOC119550497|XP_037715116.1|DSUP
OG0000021	LOC110181842|XP_020805408.1|DSER	LOC119556017|XP_037723717.1|DSUP
OG0000021	LOC110184678|XP_020808951.1|DSER	LOC119552371|XP_037718001.1|DSUP
OG0000021	LOC110190995|XP_020817366.1|DSER	LOC119560336|XP_037729656.1|DSUP
OG0000021	LOC110189278|XP_020814959.1|DSER	LOC119555956|XP_037723602.1|DSUP
OG0000022	LOC110176354|XP_020798342.1|DSER	LOC119550370|XP_037714944.1|DSUP
OG0000022	LOC110178658|XP_020801510.1|DSER	LOC119553490|XP_037719826.1|DSUP
OG0000022	LOC110178662|XP_020801517.1|DSER	LOC119555581|XP_037722982.1|DSUP, LOC119555583|XP_037722985.1|DSUP
OG0000023	LOC110188311|XP_020813678.1|DSER	LOC119559786|XP_037728794.1|DSUP
OG0000023	LOC110188309|XP_020813677.1|DSER, LOC110188457|XP_020813846.1|DSER	LOC119559783|XP_037728790.1|DSUP
OG0000023	LOC110180829|XP_020804169.1|DSER	LOC119550999|XP_037715976.1|DSUP
OG0000023	LOC110188308|XP_020813675.1|DSER	LOC119559784|XP_037728792.1|DSUP
OG0000023	LOC110188454|XP_020813842.1|DSER	LOC119559779|XP_037728786.1|DSUP
OG0000023	LOC110188692|XP_020814155.1|DSER	LOC119559782|XP_037728789.1|DSUP
OG0000023	LOC110188691|XP_020814154.1|DSER	LOC119559778|XP_037728785.1|DSUP
OG0000023	LOC110188690|XP_020814152.1|DSER	LOC119559785|XP_037728793.1|DSUP
OG0000024	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER	LOC119551714|XP_037717116.1|DSUP
OG0000024	LOC110179365|XP_020802539.1|DSER	LOC119551121|XP_037716233.1|DSUP
OG0000024	LOC110185697|XP_020810324.1|DSER	LOC119548131|XP_037711156.1|DSUP, LOC119548130|XP_037711155.1|DSUP, LOC119546161|XP_037708208.1|DSUP, LOC119548129|XP_037711154.1|DSUP
OG0000024	LOC110180569|XP_020803926.1|DSER	LOC119551919|XP_037717477.1|DSUP
OG0000025	LOC110184425|XP_020808619.1|DSER, LOC110178949|XP_020801906.1|DSER	LOC119547413|XP_037710190.1|DSUP
OG0000025	LOC110182356|XP_020806054.1|DSER	LOC119556135|XP_037723954.1|DSUP
OG0000025	LOC110182432|XP_020806127.1|DSER	LOC119559590|XP_037728532.1|DSUP, LOC119559601|XP_037728544.1|DSUP, LOC119561449|XP_037731029.1|DSUP, LOC119561527|XP_037731107.1|DSUP, LOC119559244|XP_037728243.1|DSUP
OG0000025	LOC110181330|XP_020804708.1|DSER	LOC119559182|XP_037728170.1|DSUP
OG0000025	LOC110180688|XP_020804032.1|DSER	LOC119559249|XP_037728249.1|DSUP
OG0000025	LOC110182443|XP_020806137.1|DSER	LOC119559246|XP_037728246.1|DSUP
OG0000026	LOC110176041|XP_020797911.1|DSER	LOC119557908|XP_037726842.1|DSUP
OG0000026	LOC110182689|XP_020806441.1|DSER	LOC119547110|XP_037709748.1|DSUP
OG0000026	LOC110179505|XP_020802740.1|DSER	LOC119557301|XP_037725939.1|DSUP
OG0000026	LOC110189572|XP_020815365.1|DSER	LOC119561040|XP_037730797.1|DSUP
OG0000026	LOC110188271|XP_020813620.1|DSER	LOC119560123|XP_037729401.1|DSUP
OG0000027	LOC110176950|XP_020799111.1|DSER	LOC119548404|XP_037711568.1|DSUP
OG0000027	LOC110176976|XP_020799142.1|DSER	LOC119548409|XP_037711576.1|DSUP
OG0000027	LOC110176929|XP_020799084.1|DSER	LOC119548453|XP_037711645.1|DSUP
OG0000028	LOC110190400|XP_020816511.1|DSER, LOC110190401|XP_020816513.1|DSER, LOC110190052|XP_020816017.1|DSER	LOC119555149|XP_037722305.1|DSUP, LOC119555148|XP_037722304.1|DSUP, LOC119555138|XP_037722293.1|DSUP, LOC119554395|XP_037721204.1|DSUP, LOC119555144|XP_037722299.1|DSUP, LOC119555146|XP_037722302.1|DSUP
OG0000028	LOC110190608|XP_020816860.1|DSER	LOC119554646|XP_037721574.1|DSUP
OG0000029	LOC110181434|XP_020804839.1|DSER, LOC110177071|XP_020799247.1|DSER	LOC119550971|XP_037715934.1|DSUP
OG0000029	LOC110185765|XP_020810430.1|DSER	LOC119560689|XP_037730195.1|DSUP
OG0000029	LOC110178924|XP_020801869.1|DSER	LOC119554065|XP_037720734.1|DSUP
OG0000030	LOC110183999|XP_020808015.1|DSER	LOC119547225|XP_037709914.1|DSUP
OG0000030	LOC110184000|XP_020808016.1|DSER	LOC119547226|XP_037709915.1|DSUP
OG0000030	LOC110184885|XP_020809189.1|DSER	LOC119546258|XP_037708345.1|DSUP, LOC119546257|XP_037708344.1|DSUP
OG0000030	LOC110178495|XP_020801302.1|DSER	LOC119550805|XP_037715669.1|DSUP, LOC119558621|XP_037727957.1|DSUP
OG0000030	LOC110180192|XP_020803508.1|DSER	LOC119557894|XP_037726826.1|DSUP
OG0000030	LOC110184177|XP_020808247.1|DSER	LOC119556830|XP_037725216.1|DSUP
OG0000031	LOC110185921|XP_020810593.1|DSER	LOC119546941|XP_037709506.1|DSUP, LOC119546197|XP_037708251.1|DSUP, LOC119548227|XP_037711293.1|DSUP
OG0000031	LOC110183330|XP_020807237.1|DSER	LOC119546475|XP_037708689.1|DSUP, LOC119546474|XP_037708687.1|DSUP
OG0000032	LOC110191017|XP_020817393.1|DSER	LOC119559763|XP_037728765.1|DSUP
OG0000032	LOC110190425|XP_020816566.1|DSER	LOC119560574|XP_037730023.1|DSUP
OG0000032	LOC110188663|XP_020814116.1|DSER	LOC119559967|XP_037729131.1|DSUP
OG0000033	LOC110184954|XP_020809264.1|DSER, LOC110185945|XP_020810623.1|DSER	LOC119552590|XP_037718157.1|DSUP, LOC119552614|XP_037718209.1|DSUP, LOC119563311|XP_037732572.1|DSUP
OG0000033	LOC110189687|XP_020815520.1|DSER	LOC119551206|XP_037716367.1|DSUP
OG0000033	LOC110189316|XP_020815019.1|DSER, LOC110189317|XP_020815020.1|DSER	LOC119551207|XP_037716368.1|DSUP
OG0000033	LOC110189686|XP_020815519.1|DSER	LOC119551205|XP_037716366.1|DSUP
OG0000033	LOC110188470|XP_020813858.1|DSER, LOC110188471|XP_020813859.1|DSER	LOC119552692|XP_037718345.1|DSUP
OG0000034	LOC110184859|XP_020809159.1|DSER	LOC119548454|XP_037711646.1|DSUP
OG0000034	LOC110184890|XP_020809195.1|DSER	LOC119547534|XP_037710356.1|DSUP
OG0000034	LOC110185580|XP_020810168.1|DSER, LOC110185578|XP_020810167.1|DSER	LOC119546306|XP_037708427.1|DSUP, LOC119563012|XP_037732131.1|DSUP, LOC119552157|XP_037717904.1|DSUP, LOC119563011|XP_037732130.1|DSUP
OG0000034	LOC110185768|XP_020810429.1|DSER	LOC119546951|XP_037709518.1|DSUP
OG0000036	LOC110188341|XP_020813708.1|DSER	LOC119560416|XP_037729780.1|DSUP
OG0000036	LOC110191887|XP_020818531.1|DSER	LOC119555899|XP_037723507.1|DSUP
OG0000036	LOC110187659|XP_020812737.1|DSER	LOC119560377|XP_037729713.1|DSUP
OG0000036	LOC110186335|XP_020811144.1|DSER	LOC119545810|XP_037707622.1|DSUP
OG0000037	LOC110178458|XP_020801255.1|DSER	LOC119549907|XP_037714155.1|DSUP
OG0000037	LOC110188328|XP_020813694.1|DSER	LOC119560063|XP_037729297.1|DSUP
OG0000037	LOC110188288|XP_020813646.1|DSER	LOC119560052|XP_037729285.1|DSUP, LOC119559867|XP_037728904.1|DSUP
OG0000038	LOC110187819|XP_020812959.1|DSER, LOC110190399|XP_020816510.1|DSER	LOC119555136|XP_037722291.1|DSUP
OG0000038	LOC110189906|XP_020815830.1|DSER	LOC119555124|XP_037722276.1|DSUP
OG0000039	LOC110181782|XP_020805320.1|DSER	LOC119556467|XP_037724643.1|DSUP
