Orthogroup	DSIM.longest_only	DELE.longest_only
OG0000000	LOC6736069|XP_002082970.1|DSIM, LOC6736068|XP_002082969.1|DSIM	LOC108144147|XP_017124279.1|DELE
OG0000000	LOC6736070|XP_039148852.1|DSIM	LOC108144148|XP_017124281.1|DELE, LOC108144149|XP_017124282.1|DELE, LOC108144287|XP_017124462.1|DELE
OG0000000	LOC6729989|XP_002105283.1|DSIM	LOC108147230|XP_017129111.1|DELE
OG0000000	LOC6738253|XP_039150090.1|DSIM	LOC108145639|XP_017126664.1|DELE
OG0000000	LOC6737828|XP_002084656.1|DSIM	LOC108141030|XP_017119608.1|DELE
OG0000002	LOC6734821|XP_002081824.1|DSIM	LOC108144341|XP_017124554.1|DELE
OG0000002	LOC6735666|XP_002082584.2|DSIM	LOC108143685|XP_017123691.1|DELE
OG0000002	LOC6735665|XP_002082583.2|DSIM	LOC108143683|XP_017123690.1|DELE
OG0000002	LOC6738777|XP_016032596.1|DSIM	LOC108147339|XP_017129256.1|DELE, LOC108142258|XP_017121466.1|DELE
OG0000003	LOC6734558|XP_002081567.1|DSIM	LOC108144467|XP_017124860.1|DELE
OG0000003	LOC6734560|XP_016027665.1|DSIM	LOC108144671|XP_017125217.1|DELE
OG0000003	LOC6734561|XP_002081570.1|DSIM	LOC108144670|XP_017125215.1|DELE
OG0000003	LOC6733269|XP_002080332.1|DSIM	LOC108145092|XP_017125773.1|DELE
OG0000003	LOC6734555|XP_002081564.3|DSIM	LOC108144466|XP_017124858.1|DELE
OG0000003	LOC6734559|XP_002081568.1|DSIM	LOC108144801|XP_017125415.1|DELE
OG0000003	LOC6734554|XP_039147555.1|DSIM	LOC108144820|XP_017125440.1|DELE
OG0000003	LOC6733557|XP_016026506.1|DSIM	LOC108145352|XP_017126230.1|DELE
OG0000003	LOC6733555|XP_039148197.1|DSIM	LOC108145367|XP_017126250.1|DELE
OG0000007	LOC6738477|XP_016032322.1|DSIM	LOC108135575|XP_017111853.1|DELE
OG0000007	LOC6736955|XP_002083802.1|DSIM	LOC108142600|XP_017122060.1|DELE
OG0000007	LOC6736956|XP_002083803.1|DSIM	LOC108142393|XP_017121722.1|DELE
OG0000007	LOC6736953|XP_002083800.1|DSIM	LOC108142601|XP_017122061.1|DELE
OG0000007	LOC6736952|XP_002083799.1|DSIM, LOC6736950|XP_039149136.1|DSIM, LOC120284734|XP_039149214.1|DSIM	LOC108142394|XP_017121723.1|DELE
OG0000007	LOC6731020|XP_002078181.1|DSIM	LOC108138840|XP_017116840.1|DELE, LOC108138841|XP_017116841.1|DELE
OG0000007	LOC6730230|XP_002105513.1|DSIM, LOC6740467|XP_002077312.3|DSIM, LOC6730231|XP_002105514.2|DSIM	LOC108148444|XP_017130968.1|DELE
OG0000007	LOC6731021|XP_002078182.1|DSIM	LOC108138842|XP_017116842.1|DELE
OG0000007	LOC6731019|XP_002078180.2|DSIM	LOC108138843|XP_017116844.1|DELE, LOC108138844|XP_017116845.1|DELE
OG0000007	LOC6736957|XP_016030597.1|DSIM	LOC108142395|XP_017121724.1|DELE
OG0000007	LOC27207276|XP_016030598.2|DSIM	LOC108142396|XP_017121725.1|DELE
OG0000008	LOC6727443|XP_016034017.1|DSIM	LOC108149642|XP_017132905.1|DELE
OG0000008	LOC6736741|XP_002083597.1|DSIM	LOC108145869|XP_017126996.1|DELE
OG0000008	LOC6736744|XP_016030372.1|DSIM	LOC108145867|XP_017126995.1|DELE
OG0000008	LOC6732025|XP_039148682.1|DSIM	LOC108138029|XP_017115491.1|DELE
OG0000008	LOC6736742|XP_002083598.1|DSIM	LOC108145871|XP_017126998.1|DELE
OG0000008	LOC6725212|XP_002106235.2|DSIM	LOC108149861|XP_017133230.1|DELE
OG0000008	LOC6726999|XP_039151364.1|DSIM, LOC120285030|XP_039151250.1|DSIM	LOC108148320|XP_017130800.1|DELE, LOC108148319|XP_017130799.1|DELE
OG0000008	LOC6726998|XP_016033494.2|DSIM	LOC108148323|XP_017130803.1|DELE
OG0000008	LOC6726996|XP_002102397.1|DSIM	LOC108148325|XP_017130805.1|DELE
OG0000008	LOC6726997|XP_002102398.2|DSIM	LOC108148322|XP_017130802.1|DELE
OG0000008	LOC6726995|XP_002102396.1|DSIM	LOC108148324|XP_017130804.1|DELE
OG0000009	LOC6727419|XP_002102801.1|DSIM	LOC108137036|XP_017114024.1|DELE
OG0000009	LOC6727422|XP_002102804.2|DSIM	LOC108136709|XP_017113523.1|DELE
OG0000009	LOC6727423|XP_016033975.1|DSIM	LOC108136793|XP_017113657.1|DELE
OG0000009	LOC6727420|XP_002102802.1|DSIM	LOC108137037|XP_017114025.1|DELE
OG0000009	LOC6736925|XP_002083772.1|DSIM	LOC108147392|XP_017129317.1|DELE
OG0000009	LOC6736926|XP_002083773.1|DSIM	LOC108147550|XP_017129624.1|DELE
OG0000009	LOC6736062|XP_002082963.1|DSIM	LOC108144916|XP_017125568.1|DELE
OG0000009	LOC6728414|XP_016035007.1|DSIM	LOC108135151|XP_017111261.1|DELE
OG0000009	LOC6734157|XP_002081186.1|DSIM	LOC108137992|XP_017115455.1|DELE
OG0000009	LOC6734155|XP_002081184.1|DSIM, LOC6734156|XP_002081185.1|DSIM	LOC108137889|XP_017115317.1|DELE
OG0000010	LOC120285282|XP_039152699.1|DSIM	LOC108139189|XP_017117303.1|DELE
OG0000011	LOC6730832|XP_016023246.1|DSIM, LOC6730831|XP_002077997.2|DSIM	LOC108146665|XP_017128206.1|DELE
OG0000011	LOC27207823|XP_016023441.1|DSIM	LOC108138672|XP_017116504.1|DELE
OG0000011	LOC27206207|XP_039149631.1|DSIM	LOC108146131|XP_017127468.1|DELE, LOC108146591|XP_017128102.1|DELE
OG0000011	LOC27208543|XP_016037023.1|DSIM	LOC108143859|XP_017123910.1|DELE, LOC108137357|XP_017114480.1|DELE
OG0000011	LOC27207879|XP_016023440.1|DSIM	LOC108138785|XP_017116749.1|DELE
OG0000011	LOC27208182|XP_016025194.2|DSIM	LOC108150498|XP_017134198.1|DELE
OG0000011	LOC6732545|XP_016025201.1|DSIM	LOC108150409|XP_017134056.1|DELE
OG0000011	LOC6725826|XP_016039150.1|DSIM, LOC27206349|XP_016039152.1|DSIM	LOC108138422|XP_017116107.1|DELE
OG0000011	LOC6737998|XP_002084813.2|DSIM	LOC108146667|XP_017128209.1|DELE
OG0000011	LOC27206230|XP_016031794.1|DSIM	LOC108146666|XP_017128208.1|DELE
OG0000011	LOC6728756|XP_002104091.1|DSIM	LOC108139281|XP_017117466.1|DELE
OG0000012	LOC6735247|XP_016028572.1|DSIM	LOC108145523|XP_017126497.1|DELE
OG0000012	LOC6735246|XP_016028570.1|DSIM	LOC108145522|XP_017126496.1|DELE
OG0000012	LOC6735245|XP_016028569.1|DSIM	LOC108145538|XP_017126526.1|DELE
OG0000012	LOC6735248|XP_016028574.1|DSIM	LOC108145542|XP_017126531.1|DELE
OG0000012	LOC6735250|XP_002082223.1|DSIM	LOC108145377|XP_017126261.1|DELE
OG0000012	LOC6735249|XP_016028575.1|DSIM	LOC108145552|XP_017126542.1|DELE
OG0000012	LOC6734131|XP_002081160.1|DSIM	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE
OG0000012	LOC6734132|XP_016027145.1|DSIM	LOC108137877|XP_017115304.1|DELE
OG0000012	LOC6734133|XP_002081162.3|DSIM	LOC108137996|XP_017115460.1|DELE
OG0000012	LOC6734134|XP_016027146.1|DSIM	LOC108137901|XP_017115330.1|DELE
OG0000012	LOC6734135|XP_002081164.1|DSIM	LOC108137950|XP_017115398.1|DELE
OG0000012	LOC6734136|XP_016027147.1|DSIM	LOC108137951|XP_017115399.1|DELE
OG0000013	LOC6734455|XP_002081474.1|DSIM	LOC108149749|XP_017133029.1|DELE
OG0000013	LOC6725717|XP_016038992.1|DSIM	LOC108137631|XP_017114906.1|DELE
OG0000013	LOC6728006|XP_016034604.1|DSIM	LOC108134833|XP_017110785.1|DELE
OG0000013	LOC6737992|XP_016031791.1|DSIM	LOC108146660|XP_017128198.1|DELE
OG0000013	LOC6728269|XP_002103618.2|DSIM	LOC108135085|XP_017111146.1|DELE
OG0000013	LOC6729335|XP_016035977.1|DSIM	LOC108136687|XP_017113497.1|DELE
OG0000013	LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM, LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE
OG0000015	LOC6732807|XP_002079920.3|DSIM	LOC108138780|XP_017116737.1|DELE
OG0000015	LOC6730729|XP_002077897.2|DSIM	LOC108134674|XP_017110561.1|DELE, LOC108149322|XP_017132271.1|DELE
OG0000015	LOC27208270|XP_016038606.1|DSIM	LOC108134675|XP_017110562.1|DELE
OG0000015	LOC6730642|XP_002077813.2|DSIM	LOC108147770|XP_017129989.1|DELE
OG0000015	LOC6731349|XP_002078505.1|DSIM	LOC108138355|XP_017116015.1|DELE
OG0000015	LOC6731405|XP_002078558.1|DSIM	LOC108138106|XP_017115592.1|DELE
OG0000015	LOC27206160|XP_016027033.1|DSIM	LOC108144693|XP_017125256.1|DELE
OG0000015	LOC27207583|XP_016036303.1|DSIM	LOC108141971|XP_017121111.1|DELE
OG0000016	LOC6728214|XP_016034853.1|DSIM	LOC108139227|XP_017117379.1|DELE
OG0000016	LOC6735456|XP_002082396.1|DSIM	LOC108145428|XP_017126326.1|DELE
OG0000016	LOC6728317|XP_002103666.1|DSIM	LOC108135797|XP_017112156.1|DELE
OG0000016	LOC6734815|XP_016028043.1|DSIM	LOC108144651|XP_017125185.1|DELE
OG0000016	LOC6725225|XP_016038239.1|DSIM	LOC108140881|XP_017119405.1|DELE
OG0000016	LOC6733183|XP_016026067.1|DSIM	LOC108134657|XP_017110539.1|DELE
OG0000016	LOC6727955|XP_016034553.1|DSIM	LOC108140478|XP_017118708.1|DELE
OG0000016	LOC6739089|XP_016032930.1|DSIM	LOC108143220|XP_017123005.1|DELE
OG0000017	LOC6740020|XP_002076907.2|DSIM	LOC108136374|XP_017112976.1|DELE
OG0000017	LOC6733445|XP_002080502.2|DSIM	LOC108149934|XP_017133339.1|DELE
OG0000017	LOC6733173|XP_002080249.1|DSIM	LOC108134991|XP_017111013.1|DELE
OG0000017	LOC6740754|XP_016035626.1|DSIM	LOC108144019|XP_017124134.1|DELE
OG0000017	LOC6735880|XP_002082790.1|DSIM	LOC108143462|XP_017123388.1|DELE
OG0000017	LOC6733175|XP_002080251.2|DSIM	LOC108141554|XP_017120482.1|DELE
OG0000017	LOC6735881|XP_002082791.1|DSIM	LOC108143281|XP_017123085.1|DELE
OG0000017	LOC6730585|XP_016023026.1|DSIM, LOC6730584|XP_002077763.1|DSIM	LOC108147936|XP_017130210.1|DELE
OG0000018	LOC6736980|XP_002083827.1|DSIM	LOC108142474|XP_017121847.1|DELE
OG0000018	LOC6736983|XP_002083830.1|DSIM	LOC108142172|XP_017121346.1|DELE
OG0000018	LOC6736982|XP_002083829.1|DSIM	LOC108142475|XP_017121848.1|DELE
OG0000019	LOC6729811|XP_002105114.1|DSIM	LOC108148666|XP_017131288.1|DELE
OG0000019	LOC6729810|XP_002105113.1|DSIM	LOC108148669|XP_017131292.1|DELE
OG0000019	LOC27208716|XP_016036498.1|DSIM	LOC108148668|XP_017131291.1|DELE
OG0000019	LOC6729806|XP_002105109.2|DSIM	LOC108148661|XP_017131282.1|DELE
OG0000019	LOC6729809|XP_002105112.1|DSIM	LOC108148667|XP_017131289.1|DELE
OG0000019	LOC6729812|XP_002105115.1|DSIM	LOC108148663|XP_017131286.1|DELE
OG0000019	LOC6729813|XP_002105116.1|DSIM	LOC108148665|XP_017131287.1|DELE
OG0000020	LOC6730019|XP_002105313.2|DSIM	LOC108148802|XP_017131514.1|DELE
OG0000020	LOC6735524|XP_016028869.1|DSIM	LOC108145240|XP_017125995.1|DELE
OG0000020	LOC27207807|XP_039147183.1|DSIM, LOC6733705|XP_002080752.3|DSIM	LOC108139069|XP_017117181.1|DELE
OG0000020	LOC6731489|XP_016024167.1|DSIM	LOC108149435|XP_017132505.1|DELE
OG0000020	LOC6727407|XP_016033953.2|DSIM	LOC108136813|XP_017113705.1|DELE
OG0000020	LOC6728507|XP_016035147.1|DSIM	LOC108140627|XP_017119032.1|DELE
OG0000020	LOC6733023|XP_016025710.1|DSIM	LOC108142115|XP_017121302.1|DELE
OG0000020	LOC6732748|XP_016025473.2|DSIM	LOC108138888|XP_017116909.1|DELE
OG0000021	LOC6735639|XP_002082557.1|DSIM	LOC108143679|XP_017123678.1|DELE
OG0000021	LOC6739483|XP_002076381.1|DSIM	LOC108143658|XP_017123658.1|DELE
OG0000021	LOC27206609|XP_016028304.1|DSIM	LOC108144237|XP_017124406.1|DELE
OG0000021	LOC6725592|XP_039153232.1|DSIM	LOC108140888|XP_017119410.1|DELE
OG0000021	LOC6729419|XP_002104734.2|DSIM	LOC108139148|XP_017117255.1|DELE
OG0000021	LOC6728358|XP_016034980.1|DSIM	LOC108134787|XP_017110724.1|DELE
OG0000021	LOC6726014|XP_016039394.1|DSIM	LOC108137723|XP_017115107.1|DELE
OG0000022	LOC27206614|XP_039147853.1|DSIM	LOC108144256|XP_017124426.1|DELE
OG0000022	LOC6736292|XP_002083176.1|DSIM	LOC108145706|XP_017126756.1|DELE
OG0000022	LOC27207162|XP_016029777.2|DSIM, LOC120284703|XP_039149016.1|DSIM, LOC6736296|XP_002083180.1|DSIM	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE
OG0000022	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM	LOC108145945|XP_017127141.1|DELE
OG0000022	LOC27207148|XP_016029776.1|DSIM	LOC108145941|XP_017127138.1|DELE
OG0000023	LOC6727104|XP_002102497.2|DSIM	LOC108140988|XP_017119550.1|DELE
OG0000023	LOC6727107|XP_016033584.1|DSIM	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE
OG0000023	LOC6735713|XP_002082629.1|DSIM	LOC108137536|XP_017114748.1|DELE
OG0000023	LOC6727106|XP_039151383.1|DSIM	LOC108140985|XP_017119548.1|DELE
OG0000023	LOC6727099|XP_002102492.1|DSIM	LOC108140949|XP_017119506.1|DELE
OG0000023	LOC6727095|XP_016033580.1|DSIM	LOC108141054|XP_017119691.1|DELE
OG0000023	LOC6727097|XP_002102490.1|DSIM	LOC108141157|XP_017119872.1|DELE
OG0000023	LOC6727094|XP_016033578.1|DSIM	LOC108141055|XP_017119693.1|DELE
OG0000024	LOC6733991|XP_002081035.1|DSIM	LOC108144322|XP_017124512.1|DELE
OG0000024	LOC120284488|XP_039148839.1|DSIM, LOC6739389|XP_002076289.1|DSIM	LOC108144853|XP_017125489.1|DELE, LOC108144323|XP_017124513.1|DELE
OG0000024	LOC27209398|XP_016027021.1|DSIM	LOC108144321|XP_017124511.1|DELE
OG0000024	LOC6733990|XP_002081034.2|DSIM	LOC108144317|XP_017124507.1|DELE
OG0000024	LOC6732909|XP_002080014.1|DSIM	LOC108134565|XP_017110407.1|DELE
OG0000024	LOC6739427|XP_002076329.1|DSIM	LOC108149067|XP_017131913.1|DELE
OG0000025	LOC27207833|XP_016038650.1|DSIM	LOC108148017|XP_017130341.1|DELE, LOC108136491|XP_017113196.1|DELE
OG0000026	LOC6725654|XP_002106661.1|DSIM	LOC108142200|XP_017121376.1|DELE
OG0000026	LOC6731167|XP_002078325.1|DSIM	LOC108148207|XP_017130606.1|DELE
OG0000026	LOC6725713|XP_002106716.1|DSIM	LOC108137717|XP_017115091.1|DELE
OG0000026	LOC6726897|XP_002102299.1|DSIM	LOC108148316|XP_017130795.1|DELE
OG0000026	LOC6727211|XP_002102603.1|DSIM	LOC108140970|XP_017119526.1|DELE
OG0000027	LOC6731383|XP_002078536.1|DSIM	LOC108138066|XP_017115531.1|DELE
OG0000027	LOC6731386|XP_002078539.1|DSIM	LOC108138053|XP_017115518.1|DELE
OG0000027	LOC6731384|XP_002078537.1|DSIM	LOC108138043|XP_017115505.1|DELE
OG0000028	LOC6738680|XP_039149230.1|DSIM	LOC108146069|XP_017127372.1|DELE
OG0000028	LOC120284696|XP_039148939.1|DSIM	LOC108145772|XP_017126831.1|DELE
OG0000029	LOC6733757|XP_002080801.1|DSIM	LOC108141306|XP_017120062.1|DELE
OG0000029	LOC6728974|XP_002104302.1|DSIM	LOC108143743|XP_017123764.1|DELE
OG0000029	LOC27208471|XP_016032409.1|DSIM	LOC108135556|XP_017111792.1|DELE
OG0000030	LOC6732024|XP_016024722.1|DSIM	LOC108138030|XP_017115492.1|DELE
OG0000030	LOC6732022|XP_002079155.1|DSIM	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE
OG0000030	LOC6732023|XP_002079156.1|DSIM	LOC108138092|XP_017115567.1|DELE
OG0000030	LOC6730745|XP_002077913.2|DSIM	LOC108147758|XP_017129978.1|DELE
OG0000030	LOC6735876|XP_002082786.1|DSIM	LOC108143463|XP_017123389.1|DELE
OG0000030	LOC27208281|XP_039152536.1|DSIM	LOC108136286|XP_017112860.1|DELE
OG0000030	LOC6740355|XP_002077222.1|DSIM	LOC108147607|XP_017129735.1|DELE
OG0000031	LOC6732472|XP_016025109.1|DSIM, LOC27206502|XP_016025100.2|DSIM	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE
OG0000031	LOC6732447|XP_002079568.2|DSIM	LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE
OG0000031	LOC6736718|XP_002083574.1|DSIM	LOC108148078|XP_017130421.1|DELE
OG0000031	LOC6730782|XP_002077950.2|DSIM	LOC108147853|XP_017130100.1|DELE
OG0000031	LOC6733504|XP_016026473.1|DSIM	LOC108148083|XP_017130428.1|DELE
OG0000031	LOC6731777|XP_016024472.1|DSIM	LOC108142073|XP_017121248.1|DELE
OG0000032	LOC6728379|XP_016034990.1|DSIM	LOC108134794|XP_017110732.1|DELE
OG0000032	LOC6728381|XP_016034991.1|DSIM	LOC108134793|XP_017110731.1|DELE
OG0000032	LOC6728387|XP_039151488.1|DSIM	LOC108141568|XP_017120503.1|DELE
OG0000032	LOC6728378|XP_002103726.1|DSIM	LOC108134776|XP_017110712.1|DELE
OG0000033	LOC6729955|XP_039150847.1|DSIM	LOC108148602|XP_017131169.1|DELE
OG0000033	LOC6732998|XP_016025682.1|DSIM	LOC108141763|XP_017120751.1|DELE
OG0000033	LOC6733292|XP_016026219.1|DSIM	LOC108145061|XP_017125731.1|DELE
OG0000033	LOC6733291|XP_002080354.2|DSIM	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE
OG0000033	LOC6733297|XP_016026220.1|DSIM	LOC108145060|XP_017125730.1|DELE
OG0000033	LOC6738496|XP_002085302.1|DSIM	LOC108135468|XP_017111699.1|DELE
OG0000033	LOC6727186|XP_002102578.1|DSIM	LOC108135862|XP_017112252.1|DELE
OG0000033	LOC6734775|XP_016027979.1|DSIM	LOC108137918|XP_017115348.1|DELE
OG0000034	LOC6732560|XP_002079679.3|DSIM	LOC108150425|XP_017134072.1|DELE
OG0000034	LOC27209034|XP_016025242.1|DSIM	LOC108150530|XP_017134248.1|DELE
OG0000034	LOC6728308|XP_016034943.1|DSIM	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE
OG0000034	LOC6731186|XP_002078345.3|DSIM	LOC108134580|XP_017110423.1|DELE
OG0000036	LOC6727116|XP_002102509.1|DSIM	LOC108141221|XP_017119962.1|DELE
OG0000036	LOC6727985|XP_002103337.2|DSIM	LOC108141229|XP_017119974.1|DELE
OG0000036	LOC6726665|XP_039151600.1|DSIM	LOC108141167|XP_017119884.1|DELE
OG0000036	LOC6729259|XP_016035909.1|DSIM, LOC6729260|XP_002104580.2|DSIM	LOC108134742|XP_017110664.1|DELE
OG0000037	LOC6735171|XP_016028454.1|DSIM	LOC108145158|XP_017125873.1|DELE
OG0000037	LOC6727491|XP_002102871.2|DSIM	LOC108135854|XP_017112236.1|DELE
OG0000037	LOC6727490|XP_002102870.2|DSIM	LOC108135829|XP_017112201.1|DELE
OG0000038	LOC6738693|XP_002085495.1|DSIM	LOC108146067|XP_017127370.1|DELE
OG0000038	LOC6738696|XP_016032514.1|DSIM	LOC108146005|XP_017127248.1|DELE
OG0000039	LOC6726964|XP_002102366.2|DSIM	LOC108148259|XP_017130681.1|DELE
OG0000039	LOC27207643|XP_016039311.1|DSIM	LOC108135451|XP_017111682.1|DELE
OG0000039	LOC6740324|XP_002077196.2|DSIM	LOC108135405|XP_017111592.1|DELE
OG0000039	LOC6725586|XP_039153235.1|DSIM	LOC108147617|XP_017129742.1|DELE
OG0000040	LOC6727642|XP_002103019.1|DSIM	LOC108140733|XP_017119198.1|DELE
OG0000040	LOC6728556|XP_002103897.1|DSIM	LOC108136930|XP_017113894.1|DELE
OG0000040	LOC6728557|XP_002103898.1|DSIM	LOC108136932|XP_017113896.1|DELE
OG0000040	LOC6727641|XP_002103018.1|DSIM	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE
OG0000040	LOC6727638|XP_002103015.1|DSIM	LOC108140405|XP_017118609.1|DELE
OG0000040	LOC6730355|XP_002105637.2|DSIM	LOC108143008|XP_017122685.1|DELE
OG0000041	LOC6729586|XP_002104894.1|DSIM	LOC108143777|XP_017123793.1|DELE
OG0000041	LOC6729591|XP_002104899.1|DSIM	LOC108143759|XP_017123778.1|DELE
OG0000041	LOC6729598|XP_002104906.1|DSIM	LOC108143886|XP_017123949.1|DELE
OG0000041	LOC6729597|XP_016036238.1|DSIM	LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE
OG0000042	LOC27209427|XP_016038683.1|DSIM	LOC108137297|XP_017114407.1|DELE
OG0000042	LOC6735085|XP_039148041.1|DSIM	LOC108139192|XP_017117319.1|DELE
OG0000042	LOC6735089|XP_039148042.1|DSIM	LOC108139163|XP_017117272.1|DELE
OG0000042	LOC6735086|XP_002082063.1|DSIM, LOC120284425|XP_039148040.1|DSIM	LOC108139199|XP_017117331.1|DELE
OG0000042	LOC120284426|XP_039148044.1|DSIM, LOC6735087|XP_002082064.1|DSIM	LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE
OG0000042	LOC6735090|XP_016028363.1|DSIM	LOC108139178|XP_017117292.1|DELE
OG0000043	LOC27207593|XP_016035207.2|DSIM	LOC108136707|XP_017113521.1|DELE
OG0000043	LOC6728570|XP_016035206.2|DSIM	LOC108136884|XP_017113826.1|DELE
OG0000043	LOC6728574|XP_002103915.1|DSIM	LOC108137000|XP_017113987.1|DELE
OG0000043	LOC6728566|XP_002103907.3|DSIM	LOC108136699|XP_017113511.1|DELE
OG0000043	LOC6730335|XP_016037102.1|DSIM	LOC108142914|XP_017122491.1|DELE
OG0000044	LOC6729601|XP_016036243.1|DSIM	LOC108143748|XP_017123768.1|DELE
OG0000044	LOC6729605|XP_002104913.1|DSIM	LOC108143753|XP_017123772.1|DELE
OG0000044	LOC6729606|XP_002104914.1|DSIM	LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE
OG0000044	LOC6729602|XP_016036244.1|DSIM	LOC108143771|XP_017123788.1|DELE
OG0000044	LOC6729604|XP_002104912.1|DSIM	LOC108143751|XP_017123771.1|DELE
OG0000044	LOC6729603|XP_016036245.1|DSIM	LOC108143749|XP_017123769.1|DELE
OG0000044	LOC6728484|XP_016035123.1|DSIM	LOC108140749|XP_017119215.1|DELE
OG0000045	LOC27207701|XP_016031376.1|DSIM	LOC108150162|XP_017133621.1|DELE
OG0000045	LOC6737583|XP_039149017.1|DSIM, LOC120284704|XP_039149018.1|DSIM, LOC120284202|XP_002084415.1|DSIM	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE
OG0000045	LOC6737082|XP_002083929.1|DSIM	LOC108146641|XP_017128175.1|DELE
OG0000045	LOC6737081|XP_002083928.1|DSIM	LOC108146602|XP_017128138.1|DELE
OG0000046	LOC6727218|XP_002102610.2|DSIM	LOC108140976|XP_017119535.1|DELE
OG0000046	LOC27208258|XP_039152751.1|DSIM	LOC108134821|XP_017110764.1|DELE
OG0000046	LOC6726461|XP_002107418.1|DSIM	LOC108134933|XP_017110942.1|DELE
OG0000046	LOC6729249|XP_002104570.1|DSIM	LOC108147306|XP_017129219.1|DELE
OG0000046	LOC6729248|XP_016035902.2|DSIM, LOC6729247|XP_039150891.1|DSIM	LOC108147302|XP_017129214.1|DELE
OG0000046	LOC6729246|XP_002104567.2|DSIM	LOC108147114|XP_017128893.1|DELE
OG0000046	LOC6734258|XP_016027304.1|DSIM	LOC108144852|XP_017125488.1|DELE
OG0000047	LOC6734785|XP_039147648.1|DSIM	LOC108137997|XP_017115461.1|DELE
OG0000047	LOC6734782|XP_002081785.2|DSIM	LOC108137888|XP_017115315.1|DELE
OG0000047	LOC6734347|XP_002081368.2|DSIM	LOC108149120|XP_017132010.1|DELE
OG0000047	LOC27206290|XP_016031336.1|DSIM	LOC108150380|XP_017134008.1|DELE
OG0000047	LOC6734356|XP_002081377.1|DSIM	LOC108149847|XP_017133213.1|DELE
OG0000047	LOC6737553|XP_016031338.1|DSIM	LOC108150178|XP_017133656.1|DELE
OG0000048	LOC6738296|XP_002085107.2|DSIM	LOC108145662|XP_017126704.1|DELE
OG0000048	LOC6738295|XP_002085106.1|DSIM	LOC108145661|XP_017126703.1|DELE
OG0000048	LOC6738290|XP_002085101.1|DSIM	LOC108146209|XP_017127617.1|DELE
