Orthogroup	DSIM.longest_only	DSER.longest_only
OG0000011	LOC6737998|XP_002084813.2|DSIM	LOC110191403|XP_020817919.1|DSER
OG0000011	LOC6728756|XP_002104091.1|DSIM	LOC110185215|XP_020809607.1|DSER
OG0000012	LOC6735247|XP_016028572.1|DSIM	LOC110178863|XP_020801799.1|DSER
OG0000012	LOC6735246|XP_016028570.1|DSIM	LOC110178859|XP_020801786.1|DSER
OG0000012	LOC6735245|XP_016028569.1|DSIM	LOC110190967|XP_020817320.1|DSER
OG0000012	LOC6735248|XP_016028574.1|DSIM	LOC110176037|XP_020797910.1|DSER
OG0000012	LOC6735250|XP_002082223.1|DSIM	LOC110180096|XP_020803382.1|DSER
OG0000012	LOC6735249|XP_016028575.1|DSIM	LOC110176319|XP_020798300.1|DSER
OG0000012	LOC6734131|XP_002081160.1|DSIM	LOC110178311|XP_020801063.1|DSER
OG0000012	LOC6734132|XP_016027145.1|DSIM	LOC110178377|XP_020801172.1|DSER
OG0000012	LOC6734133|XP_002081162.3|DSIM	LOC110178312|XP_020801065.1|DSER
OG0000012	LOC6734134|XP_016027146.1|DSIM	LOC110178270|XP_020800995.1|DSER, LOC110178283|XP_020801014.1|DSER
OG0000012	LOC6734135|XP_002081164.1|DSIM	LOC110178292|XP_020801024.1|DSER
OG0000012	LOC6734136|XP_016027147.1|DSIM	LOC110178324|XP_020801093.1|DSER
OG0000013	LOC6734455|XP_002081474.1|DSIM	LOC110189766|XP_020815644.1|DSER
OG0000013	LOC6725717|XP_016038992.1|DSIM	LOC110179613|XP_020802873.1|DSER
OG0000013	LOC6728006|XP_016034604.1|DSIM	LOC110188689|XP_020814151.1|DSER
OG0000013	LOC6737992|XP_016031791.1|DSIM	LOC110188838|XP_020814394.1|DSER
OG0000013	LOC6728269|XP_002103618.2|DSIM	LOC110188074|XP_020813284.1|DSER
OG0000013	LOC6729335|XP_016035977.1|DSIM	LOC110191421|XP_020817937.1|DSER, LOC110191071|XP_020817464.1|DSER
OG0000013	LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM, LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM	LOC110191200|XP_020817626.1|DSER, LOC110191337|XP_020817840.1|DSER
OG0000015	LOC6732807|XP_002079920.3|DSIM	LOC110181407|XP_020804802.1|DSER
OG0000015	LOC6731349|XP_002078505.1|DSIM, LOC6731405|XP_002078558.1|DSIM	LOC110187200|XP_020812259.1|DSER, LOC110182170|XP_020805830.1|DSER, LOC110187202|XP_020812260.1|DSER
OG0000015	LOC27206160|XP_016027033.1|DSIM	LOC110179364|XP_020802537.1|DSER
OG0000015	LOC27207583|XP_016036303.1|DSIM	LOC110181374|XP_020804762.1|DSER
OG0000016	LOC6728214|XP_016034853.1|DSIM	LOC110185112|XP_020809466.1|DSER
OG0000016	LOC6735456|XP_002082396.1|DSIM	LOC110182974|XP_020806826.1|DSER
OG0000016	LOC6728317|XP_002103666.1|DSIM	LOC110186803|XP_020811744.1|DSER
OG0000016	LOC6725225|XP_016038239.1|DSIM	LOC110181494|XP_020804920.1|DSER
OG0000016	LOC6733183|XP_016026067.1|DSIM	LOC110189526|XP_020815315.1|DSER
OG0000016	LOC6727955|XP_016034553.1|DSIM	LOC110191952|XP_020818633.1|DSER
OG0000016	LOC6739089|XP_016032930.1|DSIM	LOC110179844|XP_020803110.1|DSER
OG0000017	LOC6740020|XP_002076907.2|DSIM	LOC110179704|XP_020802972.1|DSER
OG0000017	LOC6733445|XP_002080502.2|DSIM	LOC110182944|XP_020806786.1|DSER
OG0000017	LOC6733173|XP_002080249.1|DSIM	LOC110189651|XP_020815456.1|DSER
OG0000017	LOC6740754|XP_016035626.1|DSIM	LOC110186415|XP_020811251.1|DSER
OG0000017	LOC6729887|XP_002105190.2|DSIM	LOC110177433|XP_020799815.1|DSER, LOC110177434|XP_020799816.1|DSER
OG0000017	LOC6735880|XP_002082790.1|DSIM	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER
OG0000017	LOC6733175|XP_002080251.2|DSIM	LOC110189689|XP_020815522.1|DSER
OG0000017	LOC6735881|XP_002082791.1|DSIM	LOC110178449|XP_020801243.1|DSER
OG0000017	LOC6730585|XP_016023026.1|DSIM, LOC6730584|XP_002077763.1|DSIM	LOC110183096|XP_020806947.1|DSER, LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER
OG0000018	LOC6736980|XP_002083827.1|DSIM	LOC110184702|XP_020808977.1|DSER
OG0000018	LOC6736983|XP_002083830.1|DSIM	LOC110184746|XP_020809033.1|DSER
OG0000018	LOC6736982|XP_002083829.1|DSIM	LOC110184752|XP_020809041.1|DSER
OG0000018	LOC6736975|XP_002083822.1|DSIM, LOC120284721|XP_039149126.1|DSIM, LOC6736977|XP_016030614.1|DSIM, LOC120284720|XP_039149125.1|DSIM	LOC110184753|XP_020809042.1|DSER, LOC110184714|XP_020808993.1|DSER
OG0000019	LOC6729811|XP_002105114.1|DSIM	LOC110186753|XP_020811674.1|DSER
OG0000019	LOC6729810|XP_002105113.1|DSIM, LOC27208716|XP_016036498.1|DSIM	LOC110186755|XP_020811676.1|DSER, LOC110186756|XP_020811677.1|DSER
OG0000019	LOC6729806|XP_002105109.2|DSIM	LOC110186746|XP_020811668.1|DSER
OG0000019	LOC6729809|XP_002105112.1|DSIM	LOC110186754|XP_020811675.1|DSER
OG0000019	LOC6729812|XP_002105115.1|DSIM, LOC6729813|XP_002105116.1|DSIM	LOC110186749|XP_020811671.1|DSER, LOC110186750|XP_020811672.1|DSER
OG0000020	LOC6730019|XP_002105313.2|DSIM	LOC110186419|XP_020811254.1|DSER
OG0000020	LOC6735524|XP_016028869.1|DSIM	LOC110179314|XP_020802461.1|DSER
OG0000020	LOC6733705|XP_002080752.3|DSIM	LOC110178058|XP_020800723.1|DSER
OG0000020	LOC6731489|XP_016024167.1|DSIM	LOC110183820|XP_020807830.1|DSER
OG0000020	LOC6727407|XP_016033953.2|DSIM	LOC110188252|XP_020813584.1|DSER
OG0000020	LOC6728507|XP_016035147.1|DSIM	LOC110186984|XP_020811998.1|DSER
OG0000020	LOC6733023|XP_016025710.1|DSIM	LOC110187270|XP_020812316.1|DSER
OG0000020	LOC6732748|XP_016025473.2|DSIM	LOC110183751|XP_020807766.1|DSER
OG0000021	LOC6735639|XP_002082557.1|DSIM	LOC110177674|XP_020800156.1|DSER
OG0000021	LOC6739483|XP_002076381.1|DSIM	LOC110177755|XP_020800276.1|DSER
OG0000021	LOC27206609|XP_016028304.1|DSIM	LOC110177907|XP_020800536.1|DSER
OG0000021	LOC6725592|XP_039153232.1|DSIM	LOC110181842|XP_020805408.1|DSER
OG0000021	LOC6729419|XP_002104734.2|DSIM	LOC110184678|XP_020808951.1|DSER
OG0000021	LOC6728358|XP_016034980.1|DSIM	LOC110190995|XP_020817366.1|DSER
OG0000021	LOC6726014|XP_016039394.1|DSIM	LOC110189278|XP_020814959.1|DSER
OG0000022	LOC27206614|XP_039147853.1|DSIM	LOC110176354|XP_020798342.1|DSER
OG0000022	LOC6736292|XP_002083176.1|DSIM	LOC110178658|XP_020801510.1|DSER
OG0000022	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM	LOC110178662|XP_020801517.1|DSER
OG0000023	LOC6727107|XP_016033584.1|DSIM	LOC110188309|XP_020813677.1|DSER, LOC110188457|XP_020813846.1|DSER
OG0000023	LOC6735713|XP_002082629.1|DSIM	LOC110180829|XP_020804169.1|DSER
OG0000023	LOC6727106|XP_039151383.1|DSIM	LOC110188308|XP_020813675.1|DSER, LOC110188456|XP_020813844.1|DSER
OG0000023	LOC6727099|XP_002102492.1|DSIM	LOC110188454|XP_020813842.1|DSER
OG0000023	LOC6727095|XP_016033580.1|DSIM	LOC110188692|XP_020814155.1|DSER
OG0000023	LOC6727097|XP_002102490.1|DSIM	LOC110188691|XP_020814154.1|DSER
OG0000023	LOC6727094|XP_016033578.1|DSIM	LOC110188690|XP_020814152.1|DSER
OG0000024	LOC27209398|XP_016027021.1|DSIM	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER
OG0000024	LOC6733990|XP_002081034.2|DSIM	LOC110179365|XP_020802539.1|DSER
OG0000024	LOC6732909|XP_002080014.1|DSIM	LOC110185697|XP_020810324.1|DSER
OG0000024	LOC6733989|XP_002081033.1|DSIM	LOC110179322|XP_020802473.1|DSER
OG0000024	LOC6739427|XP_002076329.1|DSIM	LOC110180569|XP_020803926.1|DSER
OG0000025	LOC27207833|XP_016038650.1|DSIM	LOC110182356|XP_020806054.1|DSER
OG0000025	LOC120285797|XP_039154346.1|DSIM	LOC110182432|XP_020806127.1|DSER
OG0000025	LOC120285798|XP_039154348.1|DSIM	LOC110180688|XP_020804032.1|DSER, LOC110182443|XP_020806137.1|DSER
OG0000026	LOC6725654|XP_002106661.1|DSIM	LOC110176041|XP_020797911.1|DSER
OG0000026	LOC6731167|XP_002078325.1|DSIM	LOC110182689|XP_020806441.1|DSER
OG0000026	LOC6725713|XP_002106716.1|DSIM	LOC110179505|XP_020802740.1|DSER
OG0000026	LOC6726897|XP_002102299.1|DSIM	LOC110189572|XP_020815365.1|DSER
OG0000026	LOC6727211|XP_002102603.1|DSIM	LOC110188271|XP_020813620.1|DSER
OG0000027	LOC6731383|XP_002078536.1|DSIM	LOC110176950|XP_020799111.1|DSER
OG0000027	LOC6731386|XP_002078539.1|DSIM	LOC110176976|XP_020799142.1|DSER
OG0000027	LOC6731384|XP_002078537.1|DSIM	LOC110176929|XP_020799084.1|DSER
OG0000028	LOC27207609|XP_039150149.1|DSIM, LOC6738680|XP_039149230.1|DSIM	LOC110190400|XP_020816511.1|DSER, LOC110190401|XP_020816513.1|DSER, LOC110190052|XP_020816017.1|DSER
OG0000028	LOC120284696|XP_039148939.1|DSIM	LOC110190608|XP_020816860.1|DSER
OG0000029	LOC6733757|XP_002080801.1|DSIM	LOC110181434|XP_020804839.1|DSER, LOC110177071|XP_020799247.1|DSER
OG0000029	LOC6728974|XP_002104302.1|DSIM	LOC110185765|XP_020810430.1|DSER
OG0000029	LOC27208471|XP_016032409.1|DSIM	LOC110178924|XP_020801869.1|DSER
OG0000030	LOC6732024|XP_016024722.1|DSIM	LOC110183999|XP_020808015.1|DSER
OG0000030	LOC6732023|XP_002079156.1|DSIM	LOC110184000|XP_020808016.1|DSER
OG0000030	LOC6730745|XP_002077913.2|DSIM	LOC110184885|XP_020809189.1|DSER
OG0000030	LOC6735876|XP_002082786.1|DSIM	LOC110178495|XP_020801302.1|DSER
OG0000030	LOC27208281|XP_039152536.1|DSIM	LOC110180192|XP_020803508.1|DSER
OG0000030	LOC6740355|XP_002077222.1|DSIM	LOC110184177|XP_020808247.1|DSER
OG0000031	LOC6732472|XP_016025109.1|DSIM, LOC27206502|XP_016025100.2|DSIM, LOC6732447|XP_002079568.2|DSIM	LOC110185921|XP_020810593.1|DSER
OG0000031	LOC6731777|XP_016024472.1|DSIM	LOC110183330|XP_020807237.1|DSER
OG0000032	LOC6728385|XP_016034993.2|DSIM	LOC110191017|XP_020817393.1|DSER
OG0000032	LOC6728379|XP_016034990.1|DSIM	LOC110189708|XP_020815547.1|DSER
OG0000032	LOC6728383|XP_002103731.2|DSIM	LOC110190954|XP_020817297.1|DSER
OG0000032	LOC6728378|XP_002103726.1|DSIM	LOC110190425|XP_020816566.1|DSER
OG0000033	LOC6729955|XP_039150847.1|DSIM	LOC110184954|XP_020809264.1|DSER, LOC110185945|XP_020810623.1|DSER
OG0000033	LOC6733292|XP_016026219.1|DSIM	LOC110189687|XP_020815520.1|DSER
OG0000033	LOC6733291|XP_002080354.2|DSIM	LOC110189316|XP_020815019.1|DSER, LOC110189317|XP_020815020.1|DSER
OG0000033	LOC6733297|XP_016026220.1|DSIM	LOC110189686|XP_020815519.1|DSER
OG0000033	LOC6738496|XP_002085302.1|DSIM	LOC110188470|XP_020813858.1|DSER, LOC110188471|XP_020813859.1|DSER
OG0000034	LOC6734824|XP_002081826.2|DSIM, LOC6732560|XP_002079679.3|DSIM	LOC110184859|XP_020809159.1|DSER
OG0000034	LOC6732561|XP_002079680.1|DSIM	LOC110184879|XP_020809185.1|DSER
OG0000034	LOC27209034|XP_016025242.1|DSIM	LOC110184890|XP_020809195.1|DSER
OG0000034	LOC6732919|XP_002080023.2|DSIM, LOC6728308|XP_016034943.1|DSIM, LOC6728309|XP_016034944.1|DSIM	LOC110185580|XP_020810168.1|DSER, LOC110185578|XP_020810167.1|DSER
OG0000034	LOC6731186|XP_002078345.3|DSIM	LOC110185768|XP_020810429.1|DSER
OG0000036	LOC6727116|XP_002102509.1|DSIM	LOC110188341|XP_020813708.1|DSER
OG0000036	LOC6727985|XP_002103337.2|DSIM	LOC110191887|XP_020818531.1|DSER
OG0000036	LOC6726665|XP_039151600.1|DSIM	LOC110187659|XP_020812737.1|DSER
OG0000036	LOC6729259|XP_016035909.1|DSIM, LOC6729260|XP_002104580.2|DSIM	LOC110186335|XP_020811144.1|DSER
OG0000037	LOC6735171|XP_016028454.1|DSIM	LOC110178458|XP_020801255.1|DSER
OG0000037	LOC6727491|XP_002102871.2|DSIM	LOC110188328|XP_020813694.1|DSER
OG0000037	LOC6727490|XP_002102870.2|DSIM	LOC110188288|XP_020813646.1|DSER
OG0000038	LOC6738693|XP_002085495.1|DSIM	LOC110187819|XP_020812959.1|DSER, LOC110190399|XP_020816510.1|DSER
OG0000038	LOC6738696|XP_016032514.1|DSIM	LOC110189906|XP_020815830.1|DSER
OG0000039	LOC27207643|XP_016039311.1|DSIM	LOC110181782|XP_020805320.1|DSER
OG0000039	LOC6740324|XP_002077196.2|DSIM	LOC110181861|XP_020805441.1|DSER
OG0000039	LOC6725586|XP_039153235.1|DSIM	LOC110181937|XP_020805533.1|DSER
OG0000040	LOC6727642|XP_002103019.1|DSIM	LOC110177295|XP_020799616.1|DSER
OG0000040	LOC6728556|XP_002103897.1|DSIM	LOC110190225|XP_020816248.1|DSER
OG0000040	LOC6728557|XP_002103898.1|DSIM	LOC110190236|XP_020816258.1|DSER
OG0000040	LOC6727641|XP_002103018.1|DSIM	LOC110177298|XP_020799618.1|DSER, LOC110177453|XP_020799846.1|DSER
OG0000040	LOC6727640|XP_016034235.1|DSIM	LOC110177296|XP_020799617.1|DSER
OG0000040	LOC6727638|XP_002103015.1|DSIM	LOC110177417|XP_020799793.1|DSER
OG0000040	LOC6730355|XP_002105637.2|DSIM	LOC110186252|XP_020810992.1|DSER
OG0000041	LOC6729586|XP_002104894.1|DSIM	LOC110186567|XP_020811434.1|DSER
OG0000041	LOC6729591|XP_002104899.1|DSIM	LOC110186484|XP_020811330.1|DSER
OG0000041	LOC6729598|XP_002104906.1|DSIM	LOC110186805|XP_020811746.1|DSER, LOC110186801|XP_020811741.1|DSER, LOC110186551|XP_020811415.1|DSER
OG0000041	LOC6729596|XP_002104904.1|DSIM, LOC6729597|XP_016036238.1|DSIM	LOC110186535|XP_020811395.1|DSER, LOC110186667|XP_020811591.1|DSER
OG0000042	LOC6735085|XP_039148041.1|DSIM	LOC110191593|XP_020818136.1|DSER
OG0000042	LOC6735089|XP_039148042.1|DSIM	LOC110191603|XP_020818147.1|DSER, LOC110191604|XP_020818149.1|DSER
OG0000042	LOC6735086|XP_002082063.1|DSIM, LOC120284425|XP_039148040.1|DSIM	LOC110191595|XP_020818140.1|DSER
OG0000042	LOC6735088|XP_039148043.1|DSIM, LOC120284426|XP_039148044.1|DSIM, LOC6735087|XP_002082064.1|DSIM	LOC110191594|XP_020818138.1|DSER, LOC110191596|XP_020818141.1|DSER, LOC110191698|XP_020818273.1|DSER, LOC110191696|XP_020818271.1|DSER, LOC110191597|XP_020818142.1|DSER
OG0000042	LOC6735090|XP_016028363.1|DSIM	LOC110191697|XP_020818272.1|DSER, LOC110191695|XP_020818269.1|DSER
OG0000043	LOC27207593|XP_016035207.2|DSIM	LOC110187856|XP_020813000.1|DSER
OG0000043	LOC6728570|XP_016035206.2|DSIM	LOC110188004|XP_020813185.1|DSER
OG0000043	LOC6728574|XP_002103915.1|DSIM	LOC110187778|XP_020812905.1|DSER, LOC110187703|XP_020812796.1|DSER, LOC110187702|XP_020812795.1|DSER
OG0000043	LOC6728566|XP_002103907.3|DSIM	LOC110187858|XP_020813002.1|DSER
OG0000043	LOC6730335|XP_016037102.1|DSIM	LOC110191369|XP_020817880.1|DSER
OG0000044	LOC6729601|XP_016036243.1|DSIM	LOC110186554|XP_020811416.1|DSER, LOC110186305|XP_020811085.1|DSER
OG0000044	LOC6729605|XP_002104913.1|DSIM	LOC110186559|XP_020811423.1|DSER, LOC110186558|XP_020811422.1|DSER
OG0000044	LOC6729606|XP_002104914.1|DSIM	LOC110186306|XP_020811086.1|DSER, LOC110186581|XP_020811453.1|DSER
OG0000044	LOC6729602|XP_016036244.1|DSIM	LOC110186555|XP_020811417.1|DSER
OG0000044	LOC6729604|XP_002104912.1|DSIM	LOC110186661|XP_020811584.1|DSER
OG0000044	LOC6728484|XP_016035123.1|DSIM	LOC110186693|XP_020811620.1|DSER
OG0000045	LOC27207701|XP_016031376.1|DSIM	LOC110178672|XP_020801529.1|DSER
OG0000045	LOC6737583|XP_039149017.1|DSIM, LOC120284704|XP_039149018.1|DSIM, LOC120284202|XP_002084415.1|DSIM	LOC110178605|XP_020801449.1|DSER, LOC110178606|XP_020801450.1|DSER
OG0000045	LOC6737082|XP_002083929.1|DSIM	LOC110186854|XP_020811804.1|DSER, LOC110176386|XP_020798377.1|DSER, LOC110186862|XP_020811816.1|DSER
OG0000045	LOC6737081|XP_002083928.1|DSIM	LOC110187537|XP_020812593.1|DSER
OG0000046	LOC6727218|XP_002102610.2|DSIM	LOC110188408|XP_020813792.1|DSER
OG0000046	LOC27208258|XP_039152751.1|DSIM	LOC110180077|XP_020803358.1|DSER
OG0000046	LOC6726461|XP_002107418.1|DSIM	LOC110180079|XP_020803360.1|DSER
OG0000046	LOC6726459|XP_016040040.1|DSIM	LOC110180089|XP_020803371.1|DSER, LOC110180088|XP_020803370.1|DSER
OG0000046	LOC6729249|XP_002104570.1|DSIM	LOC110185913|XP_020810588.1|DSER
