Orthogroup	DSIM.longest_only	DVIR.longest_only
OG0000007	LOC6736953|XP_002083800.1|DSIM, LOC6736951|XP_016030595.1|DSIM, LOC6736948|XP_039149135.1|DSIM, LOC120284722|XP_039149134.1|DSIM, LOC6736949|XP_002083796.1|DSIM, LOC6736952|XP_002083799.1|DSIM, LOC6736950|XP_039149136.1|DSIM, LOC120284734|XP_039149214.1|DSIM	LOC6622991|XP_032290827.1|DVIR, LOC6623031|XP_002046519.1|DVIR
OG0000007	LOC6733581|XP_002080635.1|DSIM	LOC116650729|XP_032291101.1|DVIR
OG0000007	LOC6731021|XP_002078182.1|DSIM	LOC6624626|XP_002046524.3|DVIR, LOC6637091|XP_002060502.3|DVIR, LOC6637042|XP_032290173.1|DVIR
OG0000007	LOC6737273|XP_039149649.1|DSIM, LOC27206286|XP_016030986.1|DSIM, LOC6731019|XP_002078180.2|DSIM	LOC6623051|XP_032290850.1|DVIR, LOC6623055|XP_002046521.1|DVIR, LOC6637041|XP_002060466.1|DVIR, LOC26531170|XP_032291103.1|DVIR, LOC6623833|XP_002046522.1|DVIR, LOC26531906|XP_032291104.1|DVIR, LOC116650731|XP_032291105.1|DVIR, LOC6624525|XP_002046523.1|DVIR
OG0000008	LOC6727443|XP_016034017.1|DSIM	LOC6629514|XP_002054585.2|DVIR
OG0000008	LOC6736741|XP_002083597.1|DSIM	LOC6623720|XP_002046325.3|DVIR
OG0000008	LOC6736744|XP_016030372.1|DSIM	LOC6622211|XP_002046327.1|DVIR
OG0000008	LOC6732025|XP_039148682.1|DSIM	LOC6627554|XP_002052288.1|DVIR
OG0000008	LOC6736742|XP_002083598.1|DSIM	LOC26531283|XP_015031719.1|DVIR
OG0000008	LOC6726999|XP_039151364.1|DSIM, LOC120285030|XP_039151250.1|DSIM	LOC6631283|XP_002053522.1|DVIR, LOC6631284|XP_002053523.1|DVIR
OG0000008	LOC6726998|XP_016033494.2|DSIM	LOC6631286|XP_002053525.1|DVIR, LOC6631287|XP_002053526.1|DVIR
OG0000008	LOC6726996|XP_002102397.1|DSIM	LOC6631289|XP_002053528.2|DVIR
OG0000008	LOC6726997|XP_002102398.2|DSIM	LOC6631288|XP_002053527.1|DVIR
OG0000008	LOC6726995|XP_002102396.1|DSIM	LOC6631290|XP_002053529.1|DVIR
OG0000009	LOC6727419|XP_002102801.1|DSIM	LOC6632445|XP_002056511.1|DVIR
OG0000009	LOC6727422|XP_002102804.2|DSIM	LOC6632323|XP_002056506.1|DVIR
OG0000009	LOC6727423|XP_016033975.1|DSIM, LOC6727420|XP_002102802.1|DSIM	LOC6632476|XP_002056177.1|DVIR, LOC6632444|XP_002056510.1|DVIR, LOC6632443|XP_002056509.1|DVIR, LOC116649755|XP_032289498.1|DVIR, LOC6632442|XP_002056508.1|DVIR
OG0000009	LOC6736925|XP_002083772.1|DSIM, LOC6736926|XP_002083773.1|DSIM	LOC6635767|XP_032294717.1|DVIR
OG0000009	LOC6736062|XP_002082963.1|DSIM	LOC6626762|XP_032292470.1|DVIR, LOC6626659|XP_002049470.1|DVIR, LOC6626487|XP_002049686.1|DVIR
OG0000009	LOC6734157|XP_002081186.1|DSIM	LOC6626542|XP_002050752.1|DVIR
OG0000009	LOC6734155|XP_002081184.1|DSIM, LOC6734156|XP_002081185.1|DSIM	LOC6628883|XP_002051663.1|DVIR
OG0000010	LOC120285280|XP_039152696.1|DSIM	LOC116649828|XP_032288865.1|DVIR
OG0000010	LOC120285282|XP_039152699.1|DSIM	LOC6636962|XP_002060409.1|DVIR
OG0000010	LOC6728075|XP_016034694.1|DSIM	LOC6637029|XP_002060450.1|DVIR
OG0000011	LOC27206230|XP_016031794.1|DSIM	LOC6623065|XP_002048503.2|DVIR
OG0000011	LOC6728756|XP_002104091.1|DSIM	LOC6635697|XP_002059270.2|DVIR
OG0000012	LOC6735247|XP_016028572.1|DSIM	LOC6624922|XP_002050777.1|DVIR
OG0000012	LOC6735246|XP_016028570.1|DSIM	LOC6625019|XP_002050778.1|DVIR
OG0000012	LOC6735245|XP_016028569.1|DSIM	LOC6625021|XP_002050780.1|DVIR
OG0000012	LOC6735248|XP_016028574.1|DSIM	LOC6624921|XP_015029085.1|DVIR
OG0000012	LOC6735250|XP_002082223.1|DSIM, LOC6735249|XP_016028575.1|DSIM	LOC6625066|XP_002049213.2|DVIR, LOC6625067|XP_032293151.1|DVIR, LOC6624920|XP_002050775.2|DVIR, LOC6624919|XP_002050774.2|DVIR, LOC26531760|XP_015030363.1|DVIR, LOC6627007|XP_032292288.1|DVIR, LOC6627006|XP_002050772.1|DVIR
OG0000012	LOC6734131|XP_002081160.1|DSIM, LOC6734132|XP_016027145.1|DSIM, LOC6734133|XP_002081162.3|DSIM, LOC6734134|XP_016027146.1|DSIM	LOC6627005|XP_002050771.1|DVIR
OG0000012	LOC6734135|XP_002081164.1|DSIM, LOC6734136|XP_016027147.1|DSIM	LOC6627004|XP_002050770.1|DVIR
OG0000013	LOC6734455|XP_002081474.1|DSIM	LOC6626677|XP_002050872.1|DVIR
OG0000013	LOC6725717|XP_016038992.1|DSIM	LOC6633411|XP_015025597.1|DVIR
OG0000013	LOC6728006|XP_016034604.1|DSIM	LOC6630204|XP_002053707.1|DVIR
OG0000013	LOC6737992|XP_016031791.1|DSIM	LOC6622085|XP_002048525.1|DVIR
OG0000013	LOC6728269|XP_002103618.2|DSIM	LOC6632892|XP_002056192.1|DVIR
OG0000013	LOC6729335|XP_016035977.1|DSIM	LOC6634859|XP_002058649.1|DVIR, LOC6635006|XP_002058650.1|DVIR
OG0000013	LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM, LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM	LOC116650285|XP_032289502.1|DVIR, LOC6632687|XP_032289629.1|DVIR, LOC6632688|XP_032289631.1|DVIR, LOC6637283|XP_002060548.2|DVIR, LOC6632685|XP_032289630.1|DVIR, LOC6632689|XP_002056660.1|DVIR, LOC6637075|XP_002060490.3|DVIR, LOC6632683|XP_002056654.2|DVIR, LOC6632691|XP_032289775.1|DVIR
OG0000014	LOC120285375|XP_039153883.1|DSIM	LOC116649966|XP_032289172.1|DVIR, LOC116649899|XP_032289057.1|DVIR
OG0000015	LOC6732807|XP_002079920.3|DSIM	LOC6633997|XP_032293758.1|DVIR
OG0000015	LOC27206160|XP_016027033.1|DSIM, LOC27207583|XP_016036303.1|DSIM	LOC26531562|XP_032293636.1|DVIR
OG0000016	LOC6728214|XP_016034853.1|DSIM	LOC6633127|XP_002056070.1|DVIR
OG0000016	LOC6735456|XP_002082396.1|DSIM	LOC116650918|XP_032291957.1|DVIR
OG0000016	LOC6728317|XP_002103666.1|DSIM	LOC6630423|XP_002053735.1|DVIR
OG0000016	LOC6734815|XP_016028043.1|DSIM	LOC6625554|XP_002049004.2|DVIR
OG0000016	LOC6725225|XP_016038239.1|DSIM	LOC6636049|XP_002059576.1|DVIR
OG0000016	LOC6733183|XP_016026067.1|DSIM	LOC6635861|XP_002059335.1|DVIR
OG0000016	LOC6727955|XP_016034553.1|DSIM	LOC6631018|XP_002054294.1|DVIR
OG0000016	LOC6739089|XP_016032930.1|DSIM	LOC6623693|XP_002048319.1|DVIR
OG0000017	LOC6733173|XP_002080249.1|DSIM	LOC6635873|XP_002059346.1|DVIR, LOC6636383|XP_032292047.1|DVIR, LOC6636382|XP_032292048.1|DVIR
OG0000017	LOC6729887|XP_002105190.2|DSIM	LOC6628970|XP_032293497.1|DVIR, LOC6623565|XP_032291328.1|DVIR, LOC116651590|XP_032294188.1|DVIR
OG0000017	LOC6735880|XP_002082790.1|DSIM	LOC6627049|XP_002050830.3|DVIR
OG0000017	LOC6733175|XP_002080251.2|DSIM	LOC6635871|XP_002059345.1|DVIR
OG0000017	LOC6730585|XP_016023026.1|DSIM, LOC6730584|XP_002077763.1|DSIM	LOC6627836|XP_032294331.1|DVIR
OG0000018	LOC6736980|XP_002083827.1|DSIM	LOC6623414|XP_002046136.1|DVIR
OG0000018	LOC6736983|XP_002083830.1|DSIM	LOC6623369|XP_002046140.1|DVIR
OG0000018	LOC6736982|XP_002083829.1|DSIM	LOC6623326|XP_002046138.1|DVIR
OG0000018	LOC6736975|XP_002083822.1|DSIM, LOC120284721|XP_039149126.1|DSIM, LOC6736977|XP_016030614.1|DSIM, LOC120284720|XP_039149125.1|DSIM	LOC6623391|XP_002046158.1|DVIR
OG0000019	LOC6729811|XP_002105114.1|DSIM	LOC6630453|XP_002053914.1|DVIR, LOC6630456|XP_002053917.1|DVIR
OG0000019	LOC6729806|XP_002105109.2|DSIM	LOC6630458|XP_002053919.1|DVIR
OG0000019	LOC6729809|XP_002105112.1|DSIM	LOC6630457|XP_002053918.1|DVIR
OG0000019	LOC6729812|XP_002105115.1|DSIM, LOC6729813|XP_002105116.1|DSIM	LOC6630452|XP_002053913.1|DVIR
OG0000020	LOC6730019|XP_002105313.2|DSIM	LOC6634957|XP_002058591.1|DVIR
OG0000020	LOC6735524|XP_016028869.1|DSIM	LOC6635984|XP_002059302.2|DVIR
OG0000020	LOC27207807|XP_039147183.1|DSIM, LOC6733705|XP_002080752.3|DSIM, LOC6731489|XP_016024167.1|DSIM	LOC6628903|XP_002051547.2|DVIR
OG0000020	LOC6727407|XP_016033953.2|DSIM	LOC6632501|XP_032289762.1|DVIR
OG0000020	LOC6728507|XP_016035147.1|DSIM	LOC6632573|XP_015026213.1|DVIR
OG0000020	LOC6733023|XP_016025710.1|DSIM, LOC6732748|XP_016025473.2|DSIM	LOC6628471|XP_002051546.1|DVIR
OG0000021	LOC6730820|XP_002077987.1|DSIM	LOC6627018|XP_002049728.2|DVIR
OG0000021	LOC6735639|XP_002082557.1|DSIM	LOC6627164|XP_002049737.1|DVIR
OG0000021	LOC6739483|XP_002076381.1|DSIM	LOC6625700|XP_015029837.1|DVIR
OG0000021	LOC27206609|XP_016028304.1|DSIM	LOC6625029|XP_002050452.1|DVIR
OG0000021	LOC6725592|XP_039153232.1|DSIM	LOC6636003|XP_002059503.1|DVIR
OG0000021	LOC6729419|XP_002104734.2|DSIM	LOC6629522|XP_002053324.1|DVIR
OG0000021	LOC6728358|XP_016034980.1|DSIM	LOC6629847|XP_002054468.1|DVIR
OG0000021	LOC6726014|XP_016039394.1|DSIM	LOC26531416|XP_015025728.1|DVIR
OG0000022	LOC27206614|XP_039147853.1|DSIM	LOC116651090|XP_032292738.1|DVIR, LOC6625962|XP_002049593.1|DVIR
OG0000022	LOC6736297|XP_002083181.2|DSIM, LOC27207162|XP_016029777.2|DSIM, LOC120284703|XP_039149016.1|DSIM, LOC6736296|XP_002083180.1|DSIM	LOC6622522|XP_002046428.1|DVIR, LOC116650757|XP_032291322.1|DVIR, LOC6622078|XP_002046433.1|DVIR, LOC116650071|XP_032289312.1|DVIR, LOC6622546|XP_002046431.1|DVIR
OG0000022	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM, LOC27207148|XP_016029776.1|DSIM	LOC116650066|XP_032289307.1|DVIR, LOC6622553|XP_002046434.2|DVIR
OG0000023	LOC6727100|XP_002102493.1|DSIM	LOC26530945|XP_015026270.1|DVIR
OG0000023	LOC6727104|XP_002102497.2|DSIM	LOC6632666|XP_032289605.1|DVIR
OG0000023	LOC6727107|XP_016033584.1|DSIM	LOC6632669|XP_002056438.1|DVIR
OG0000023	LOC6735713|XP_002082629.1|DSIM	LOC6626291|XP_002050067.1|DVIR
OG0000023	LOC6727106|XP_039151383.1|DSIM	LOC6632665|XP_002056434.1|DVIR, LOC6632664|XP_002056433.1|DVIR
OG0000023	LOC6727099|XP_002102492.1|DSIM	LOC6632533|XP_002056431.1|DVIR
OG0000023	LOC6727095|XP_016033580.1|DSIM	LOC6632529|XP_002056427.2|DVIR
OG0000023	LOC6727097|XP_002102490.1|DSIM	LOC6632531|XP_002056429.1|DVIR
OG0000023	LOC6727094|XP_016033578.1|DSIM	LOC6632528|XP_032289545.1|DVIR
OG0000024	LOC6733991|XP_002081035.1|DSIM, LOC120284488|XP_039148839.1|DSIM, LOC6739389|XP_002076289.1|DSIM, LOC27209398|XP_016027021.1|DSIM	LOC6625432|XP_002049269.3|DVIR, LOC6625433|XP_015029714.1|DVIR, LOC6625430|XP_002049267.1|DVIR, LOC6625436|XP_002049273.1|DVIR, LOC6625435|XP_002049272.1|DVIR, LOC6625434|XP_002049271.1|DVIR
OG0000024	LOC6733990|XP_002081034.2|DSIM	LOC6625431|XP_002049268.3|DVIR
OG0000024	LOC6732909|XP_002080014.1|DSIM	LOC6634081|XP_002057902.1|DVIR
OG0000024	LOC6733989|XP_002081033.1|DSIM	LOC6625429|XP_002049266.1|DVIR
OG0000024	LOC6739427|XP_002076329.1|DSIM	LOC6625162|XP_002048929.1|DVIR
OG0000025	LOC27207833|XP_016038650.1|DSIM	LOC6628547|XP_002051859.1|DVIR, LOC6635606|XP_002058949.1|DVIR
OG0000025	LOC120285797|XP_039154346.1|DSIM	LOC6637233|XP_002060537.1|DVIR
OG0000026	LOC6725654|XP_002106661.1|DSIM	LOC6631803|XP_002055737.1|DVIR
OG0000026	LOC6731167|XP_002078325.1|DSIM	LOC6628165|XP_002051461.1|DVIR
OG0000026	LOC6727211|XP_002102603.1|DSIM	LOC6635194|XP_002058469.1|DVIR
OG0000027	LOC6731383|XP_002078536.1|DSIM	LOC6629148|XP_002052895.1|DVIR
OG0000027	LOC6731384|XP_002078537.1|DSIM	LOC6627465|XP_002052896.1|DVIR
OG0000028	LOC6738680|XP_039149230.1|DSIM	LOC6622574|XP_002047517.1|DVIR
OG0000029	LOC6731962|XP_016024641.1|DSIM, LOC6728974|XP_002104302.1|DSIM	LOC6625353|XP_002050320.1|DVIR, LOC6625686|XP_002050319.2|DVIR
OG0000029	LOC27208471|XP_016032409.1|DSIM	LOC6624236|XP_002048359.1|DVIR
OG0000030	LOC6732024|XP_016024722.1|DSIM	LOC6627555|XP_002052289.1|DVIR
OG0000030	LOC6730745|XP_002077913.2|DSIM	LOC6628998|XP_002052101.1|DVIR
OG0000030	LOC6735876|XP_002082786.1|DSIM	LOC6627051|XP_002050832.1|DVIR, LOC6626964|XP_002050828.1|DVIR, LOC6626963|XP_002050827.1|DVIR
OG0000030	LOC27208281|XP_039152536.1|DSIM	LOC6633403|XP_002057213.1|DVIR
OG0000030	LOC6740355|XP_002077222.1|DSIM	LOC6632190|XP_002055645.1|DVIR
OG0000031	LOC6732472|XP_016025109.1|DSIM, LOC27206502|XP_016025100.2|DSIM, LOC6732447|XP_002079568.2|DSIM	LOC6634268|XP_002057550.2|DVIR
OG0000031	LOC6736718|XP_002083574.1|DSIM, LOC6730782|XP_002077950.2|DSIM, LOC6733504|XP_016026473.1|DSIM	LOC6634269|XP_002057551.2|DVIR, LOC6634303|XP_032293402.1|DVIR
OG0000031	LOC6731777|XP_016024472.1|DSIM	LOC6629125|XP_002052391.1|DVIR
OG0000032	LOC6728385|XP_016034993.2|DSIM	LOC6629979|XP_002054337.1|DVIR
OG0000032	LOC6728379|XP_016034990.1|DSIM, LOC6728383|XP_002103731.2|DSIM, LOC6728381|XP_016034991.1|DSIM, LOC6728387|XP_039151488.1|DSIM	LOC6629980|XP_032294917.1|DVIR
OG0000032	LOC6728378|XP_002103726.1|DSIM	LOC6629978|XP_032294961.1|DVIR, LOC6634892|XP_002058480.2|DVIR, LOC6629977|XP_002054335.1|DVIR, LOC6629932|XP_002054333.2|DVIR, LOC6629933|XP_002054334.2|DVIR
OG0000033	LOC6732999|XP_002080078.1|DSIM, LOC6733000|XP_016025683.2|DSIM, LOC6732998|XP_016025682.1|DSIM, LOC6733292|XP_016026219.1|DSIM, LOC6733291|XP_002080354.2|DSIM	LOC6635949|XP_002059391.1|DVIR
OG0000033	LOC6733297|XP_016026220.1|DSIM	LOC6630139|XP_002053622.1|DVIR, LOC6630138|XP_002053621.1|DVIR, LOC6629617|XP_002053590.1|DVIR
OG0000034	LOC6734824|XP_002081826.2|DSIM, LOC6732560|XP_002079679.3|DSIM	LOC6627930|XP_002051996.1|DVIR
OG0000034	LOC6732561|XP_002079680.1|DSIM	LOC6627931|XP_002051997.2|DVIR
OG0000034	LOC27209034|XP_016025242.1|DSIM	LOC6627933|XP_015028329.1|DVIR, LOC6627932|XP_002051998.1|DVIR
OG0000034	LOC6731186|XP_002078345.3|DSIM	LOC6628689|XP_002051353.1|DVIR, LOC6628690|XP_002051354.1|DVIR, LOC6628691|XP_032293795.1|DVIR, LOC6628688|XP_002051352.1|DVIR
OG0000036	LOC6727116|XP_002102509.1|DSIM	LOC6632491|XP_002056444.1|DVIR
OG0000036	LOC6727985|XP_002103337.2|DSIM	LOC116651951|XP_032295383.1|DVIR
OG0000036	LOC6726665|XP_039151600.1|DSIM	LOC6634881|XP_002058500.1|DVIR
OG0000036	LOC6729259|XP_016035909.1|DSIM, LOC6729260|XP_002104580.2|DSIM	LOC6630607|XP_002054482.2|DVIR
OG0000037	LOC6735171|XP_016028454.1|DSIM	LOC6627126|XP_032291548.1|DVIR
OG0000037	LOC6727491|XP_002102871.2|DSIM, LOC6727490|XP_002102870.2|DSIM	LOC6629970|XP_002053079.1|DVIR
OG0000038	LOC6738693|XP_002085495.1|DSIM	LOC6622648|XP_002047530.1|DVIR
OG0000038	LOC6738696|XP_016032514.1|DSIM	LOC6624649|XP_002047532.2|DVIR
OG0000039	LOC6726964|XP_002102366.2|DSIM	LOC6630003|XP_002054716.2|DVIR
OG0000039	LOC27207643|XP_016039311.1|DSIM	LOC6631924|XP_002055751.1|DVIR
OG0000039	LOC6740324|XP_002077196.2|DSIM	LOC6636063|XP_002059594.1|DVIR
OG0000039	LOC6725586|XP_039153235.1|DSIM	LOC6636702|XP_002060175.3|DVIR
OG0000040	LOC6727642|XP_002103019.1|DSIM, LOC6728556|XP_002103897.1|DSIM	LOC6629625|XP_002054865.1|DVIR
OG0000040	LOC6728557|XP_002103898.1|DSIM	LOC6629626|XP_002054866.2|DVIR
OG0000040	LOC6727641|XP_002103018.1|DSIM, LOC6727640|XP_016034235.1|DSIM	LOC116651842|XP_032294845.1|DVIR, LOC6629623|XP_032294844.1|DVIR
OG0000040	LOC6727638|XP_002103015.1|DSIM	LOC6629621|XP_002054861.1|DVIR
OG0000040	LOC6730355|XP_002105637.2|DSIM	LOC6629744|XP_002053886.1|DVIR
OG0000041	LOC6729586|XP_002104894.1|DSIM, LOC6740781|XP_016036235.1|DSIM, LOC6729587|XP_002104895.1|DSIM, LOC6729591|XP_002104899.1|DSIM, LOC6729588|XP_016036234.1|DSIM, LOC6729589|XP_002104897.1|DSIM, LOC6729598|XP_002104906.1|DSIM, LOC6729596|XP_002104904.1|DSIM, LOC6729597|XP_016036238.1|DSIM	LOC6630744|XP_032290585.1|DVIR, LOC116651238|XP_032293093.1|DVIR, LOC6630745|XP_032292365.1|DVIR
OG0000042	LOC6735085|XP_039148041.1|DSIM, LOC6735089|XP_039148042.1|DSIM, LOC6735086|XP_002082063.1|DSIM, LOC120284425|XP_039148040.1|DSIM, LOC6735088|XP_039148043.1|DSIM, LOC120284426|XP_039148044.1|DSIM, LOC6735087|XP_002082064.1|DSIM	LOC6630880|XP_002053792.2|DVIR, LOC6636545|XP_002060049.1|DVIR, LOC6625347|XP_002051000.3|DVIR, LOC6625529|XP_002051023.1|DVIR, LOC6625448|XP_002050998.1|DVIR, LOC6623106|XP_002046713.1|DVIR, LOC6625348|XP_002051001.1|DVIR, LOC6625349|XP_002051002.1|DVIR
OG0000043	LOC6728570|XP_016035206.2|DSIM	LOC6630320|XP_002053430.1|DVIR
OG0000043	LOC6728571|XP_002103912.1|DSIM	LOC6630321|XP_002053431.1|DVIR
OG0000043	LOC6728574|XP_002103915.1|DSIM	LOC6630323|XP_002053433.1|DVIR
OG0000043	LOC6728568|XP_002103909.1|DSIM, LOC6728566|XP_002103907.3|DSIM, LOC6730335|XP_016037102.1|DSIM	LOC6630318|XP_002053428.2|DVIR
OG0000044	LOC6729601|XP_016036243.1|DSIM	LOC6630493|XP_002053200.1|DVIR
OG0000044	LOC6729605|XP_002104913.1|DSIM, LOC6729606|XP_002104914.1|DSIM	LOC6630492|XP_002053199.1|DVIR, LOC6630491|XP_002053198.1|DVIR
OG0000045	LOC27207701|XP_016031376.1|DSIM	LOC6624147|XP_002046895.1|DVIR
OG0000045	LOC6737583|XP_039149017.1|DSIM, LOC120284704|XP_039149018.1|DSIM, LOC120284202|XP_002084415.1|DSIM	LOC6622199|XP_002046894.1|DVIR
OG0000045	LOC6737082|XP_002083929.1|DSIM	LOC6624099|XP_002046893.1|DVIR
OG0000045	LOC6737081|XP_002083928.1|DSIM	LOC6623107|XP_002046892.1|DVIR
OG0000046	LOC27208258|XP_039152751.1|DSIM, LOC6726461|XP_002107418.1|DSIM	LOC116652288|XP_032296485.1|DVIR, LOC6634418|XP_032296332.1|DVIR
OG0000046	LOC6726459|XP_016040040.1|DSIM, LOC6729249|XP_002104570.1|DSIM, LOC6729250|XP_016035903.2|DSIM, LOC6729248|XP_016035902.2|DSIM, LOC6729247|XP_039150891.1|DSIM, LOC6736058|XP_016029460.1|DSIM, LOC6729246|XP_002104567.2|DSIM, LOC6734258|XP_016027304.1|DSIM	LOC6629466|XP_032291044.1|DVIR, LOC6629465|XP_032291038.1|DVIR, LOC6629467|XP_002053883.2|DVIR, LOC6634417|XP_032296431.1|DVIR, LOC116652297|XP_032296495.1|DVIR
OG0000047	LOC6734785|XP_039147648.1|DSIM	LOC6624851|XP_002050852.1|DVIR
OG0000047	LOC6734782|XP_002081785.2|DSIM	LOC6624848|XP_002050849.2|DVIR
OG0000047	LOC6734347|XP_002081368.2|DSIM	LOC6626318|XP_002049525.1|DVIR
OG0000047	LOC27206290|XP_016031336.1|DSIM	LOC6623898|XP_015031386.1|DVIR
OG0000047	LOC6734356|XP_002081377.1|DSIM	LOC6626924|XP_002049538.1|DVIR
OG0000048	LOC6738296|XP_002085107.2|DSIM, LOC6738295|XP_002085106.1|DSIM	LOC6623128|XP_002046219.1|DVIR
OG0000048	LOC6738290|XP_002085101.1|DSIM	LOC6623801|XP_002046214.1|DVIR
OG0000048	LOC6738287|XP_039149226.1|DSIM	LOC6623780|XP_002046212.1|DVIR
OG0000048	LOC6738291|XP_002085102.1|DSIM	LOC6623749|XP_002046215.1|DVIR
OG0000049	LOC6727737|XP_002103099.1|DSIM	LOC6632699|XP_002056032.2|DVIR
OG0000049	LOC6727734|XP_002103096.1|DSIM	LOC6632702|XP_002056035.3|DVIR
OG0000049	LOC6727738|XP_002103100.1|DSIM	LOC6632698|XP_002056031.1|DVIR
OG0000049	LOC6727739|XP_002103101.1|DSIM	LOC116650324|XP_032289598.1|DVIR
OG0000049	LOC6727733|XP_002103095.1|DSIM	LOC6632703|XP_002056036.2|DVIR
OG0000050	LOC6734037|XP_002081073.1|DSIM	LOC116651245|XP_032293110.1|DVIR
OG0000050	LOC6739122|XP_002085915.1|DSIM	LOC116650744|XP_032291206.1|DVIR
OG0000050	LOC6739125|XP_002085918.1|DSIM	LOC6622355|XP_002047925.1|DVIR
OG0000050	LOC6739124|XP_002085917.1|DSIM	LOC6622345|XP_002047924.2|DVIR
OG0000050	LOC27208454|XP_016032970.1|DSIM	LOC6622312|XP_002047926.2|DVIR
OG0000050	LOC6739126|XP_002085919.1|DSIM	LOC6622403|XP_002047934.2|DVIR
OG0000051	LOC6728912|XP_016035601.1|DSIM	LOC6633160|XP_002056609.1|DVIR
OG0000051	LOC6728321|XP_002103670.1|DSIM	LOC6630427|XP_002053739.1|DVIR
OG0000052	LOC6728714|XP_002104050.1|DSIM, LOC6729302|XP_002104619.1|DSIM, LOC6728715|XP_016035378.1|DSIM, LOC6728716|XP_002104052.1|DSIM, LOC6728712|XP_002104048.2|DSIM, LOC6728713|XP_002104049.1|DSIM	LOC6633117|XP_002056591.1|DVIR, LOC6633119|XP_002056593.1|DVIR, LOC6633120|XP_032289606.1|DVIR, LOC6633118|XP_002056592.2|DVIR
OG0000052	LOC6735169|XP_016028453.1|DSIM	LOC6626909|XP_002050284.2|DVIR, LOC6626910|XP_002050285.2|DVIR
OG0000052	LOC6735168|XP_002082143.1|DSIM	LOC6626911|XP_002050286.2|DVIR
OG0000053	LOC6733546|XP_002080601.2|DSIM	LOC6625282|XP_002049664.3|DVIR
OG0000053	LOC6733544|XP_016026500.1|DSIM	LOC6624847|XP_002049663.1|DVIR
OG0000053	LOC6733543|XP_002080598.2|DSIM	LOC6624846|XP_002049662.1|DVIR
OG0000053	LOC6733541|XP_002080596.2|DSIM	LOC6624845|XP_002049661.1|DVIR
OG0000053	LOC6733535|XP_002080590.2|DSIM	LOC6624806|XP_002049656.1|DVIR
OG0000054	LOC6727939|XP_039151973.1|DSIM	LOC6633223|XP_002056282.1|DVIR
OG0000054	LOC6727938|XP_016034544.1|DSIM	LOC6629800|XP_002053376.1|DVIR
