Orthogroup	DSIM.longest_only	DMEL.longest_only
OG0000004	LOC27206793|XP_016022768.2|DSIM, LOC120285540|XP_039154131.1|DSIM, LOC120285538|XP_039154129.1|DSIM, LOC120285535|XP_039154126.1|DSIM, LOC120285537|XP_039154128.1|DSIM, LOC120285539|XP_039154130.1|DSIM, LOC120285536|XP_039154127.1|DSIM, LOC120285792|XP_039154341.1|DSIM, LOC120285796|XP_039154345.1|DSIM, LOC120285257|XP_039152608.1|DSIM, LOC120285256|XP_039152600.1|DSIM, LOC120285795|XP_039154344.1|DSIM, LOC120285791|XP_039154340.1|DSIM, LOC6733079|XP_002080156.3|DSIM, LOC120285793|XP_039154342.1|DSIM, LOC120285794|XP_039154343.1|DSIM, LOC6740700|XP_002077499.3|DSIM	His1_CG33834|NP_001027334.1|DMEL, His1_CG33813|NP_001027299.1|DMEL, His1_CG33852|NP_001027364.1|DMEL, His1_CG33846|NP_001027354.1|DMEL, His1_CG33828|NP_001027324.1|DMEL, His1_CG33819|NP_001027309.1|DMEL, His1_CG33855|NP_001027369.1|DMEL, His1_CG33837|NP_001027339.1|DMEL, His1_CG33861|NP_001027379.1|DMEL, His1_CG33831|NP_001027329.1|DMEL, His1_CG33843|NP_001027349.1|DMEL, His1_CG33864|NP_001027384.1|DMEL, His1_CG33858|NP_001027374.1|DMEL, His1_CG33810|NP_001027295.1|DMEL, His1_CG33840|NP_001027344.1|DMEL, His1_CG33804|NP_001027286.1|DMEL, His1_CG33801|NP_001027282.1|DMEL, His1_CG33807|NP_001027290.1|DMEL, His1_CG33816|NP_001027304.1|DMEL, His1_CG33822|NP_001027314.1|DMEL, His1_CG33825|NP_001027319.1|DMEL, His1_CG33849|NP_001027359.1|DMEL, His1_CG31617|NP_724341.1|DMEL
OG0000005	LOC120285808|XP_039154358.1|DSIM	His2B_CG33870|NP_001027380.1|DMEL
OG0000005	LOC120285549|XP_039154139.1|DSIM, LOC27207875|XP_039154141.1|DSIM	His2B_CG33900|NP_001027305.1|DMEL, His2B_CG33892|NP_001027325.1|DMEL
OG0000005	LOC120285804|XP_039154354.1|DSIM	His2B_CG33876|NP_001027365.1|DMEL
OG0000005	LOC120285279|XP_039152693.1|DSIM	His2B_CG33882|NP_001027350.1|DMEL
OG0000005	LOC120285547|XP_039154137.1|DSIM	His2B_CG33896|NP_001027315.1|DMEL
OG0000006	LOC120285545|XP_039154135.1|DSIM	His2A_CG33850|NP_001027361.1|DMEL
OG0000006	LOC120285803|XP_039154353.1|DSIM	His2A_CG33847|NP_001027356.1|DMEL
OG0000006	LOC120285801|XP_039154351.1|DSIM	His2A_CG33832|NP_001027331.1|DMEL
OG0000006	LOC27208095|XP_016025859.1|DSIM	His2A_CG33853|NP_001027366.1|DMEL, His2A_CG33856|NP_001027371.1|DMEL, His2A_CG33859|NP_001027376.1|DMEL
OG0000007	LOC6736955|XP_002083802.1|DSIM	Jon65Aiv|NP_648012.1|DMEL
OG0000007	LOC6736956|XP_002083803.1|DSIM	Jon65Aiii|NP_648013.1|DMEL
OG0000007	LOC6736953|XP_002083800.1|DSIM	yip7|NP_523944.1|DMEL
OG0000007	LOC6736952|XP_002083799.1|DSIM	CG10477|NP_648010.1|DMEL
OG0000007	LOC6731020|XP_002078181.1|DSIM	Jon25Bii|NP_608882.1|DMEL
OG0000007	LOC6733581|XP_002080635.1|DSIM	Jon44E|NP_724699.1|DMEL
OG0000007	LOC6730231|XP_002105514.2|DSIM	Jon99Fi|NP_651800.2|DMEL, Jon99Fii|NP_651799.1|DMEL
OG0000007	LOC120284928|XP_039150400.1|DSIM, LOC6730135|XP_039150399.1|DSIM	Jon99Cii|NP_524554.1|DMEL, Jon99Ciii|NP_733330.1|DMEL
OG0000007	LOC6731021|XP_002078182.1|DSIM	Jon25Bi|NP_001033873.1|DMEL
OG0000007	LOC6737273|XP_039149649.1|DSIM	Jon66Cii|NP_648217.1|DMEL
OG0000007	LOC27206286|XP_016030986.1|DSIM	Jon66Ci|NP_729372.1|DMEL
OG0000007	LOC6731019|XP_002078180.2|DSIM	Jon25Biii|NP_608881.1|DMEL
OG0000007	LOC6736957|XP_016030597.1|DSIM	Jon65Aii|NP_648014.1|DMEL
OG0000007	LOC27207276|XP_016030598.2|DSIM	Jon65Ai|NP_648015.1|DMEL
OG0000008	LOC6727443|XP_016034017.1|DSIM	Cpr92A|NP_650813.2|DMEL
OG0000008	LOC6736741|XP_002083597.1|DSIM	Cpr64Aa|NP_647872.1|DMEL
OG0000008	LOC6736744|XP_016030372.1|DSIM	Cpr64Ad|NP_647875.1|DMEL
OG0000008	LOC6732025|XP_039148682.1|DSIM	Crys|NP_476906.1|DMEL
OG0000008	LOC6736742|XP_002083598.1|DSIM	Cpr64Ab|NP_647873.2|DMEL
OG0000008	LOC6725212|XP_002106235.2|DSIM	Cpr5C|NP_572266.1|DMEL
OG0000008	LOC6726999|XP_039151364.1|DSIM, LOC120285030|XP_039151250.1|DSIM	Ccp84Aa|NP_649683.1|DMEL, Ccp84Ab|NP_649682.1|DMEL
OG0000008	LOC6726998|XP_016033494.2|DSIM	Ccp84Ad|NP_649680.1|DMEL
OG0000008	LOC6726996|XP_002102397.1|DSIM	Ccp84Af|NP_649678.1|DMEL
OG0000008	LOC6726997|XP_002102398.2|DSIM	Ccp84Ae|NP_649679.1|DMEL
OG0000008	LOC6726995|XP_002102396.1|DSIM	Ccp84Ag|NP_649677.1|DMEL
OG0000009	LOC6727419|XP_002102801.1|DSIM	CG11453|NP_650832.1|DMEL
OG0000009	LOC6727422|XP_002102804.2|DSIM	CG11391|NP_650830.1|DMEL
OG0000009	LOC6727423|XP_016033975.1|DSIM	CG11659|NP_650829.1|DMEL, CG6300|NP_650828.1|DMEL
OG0000009	LOC6727420|XP_002102802.1|DSIM	CG11407|NP_650831.1|DMEL
OG0000009	LOC6736925|XP_002083772.1|DSIM	CG5568|NP_647992.1|DMEL
OG0000009	LOC6736926|XP_002083773.1|DSIM	CG18586|NP_647993.2|DMEL
OG0000009	LOC6736062|XP_002082963.1|DSIM	CG4563|NP_611913.1|DMEL
OG0000009	LOC6728414|XP_016035007.1|DSIM	CG4830|NP_650160.1|DMEL
OG0000009	LOC6734157|XP_002081186.1|DSIM	CG8834|NP_610779.1|DMEL
OG0000010	LOC120285280|XP_039152696.1|DSIM	His4_CG33881|NP_001027352.1|DMEL, His4_CG33877|NP_001027362.1|DMEL, His4_CG33869|NP_001027382.1|DMEL, His4_CG33879|NP_001027357.1|DMEL
OG0000010	LOC120285553|XP_039154144.1|DSIM, LOC120285282|XP_039152699.1|DSIM	His4_CG33885|NP_001027342.1|DMEL
OG0000011	LOC6730831|XP_002077997.2|DSIM	CG44002|NP_608754.1|DMEL
OG0000011	LOC27207823|XP_016023441.1|DSIM	CG15436|NP_608840.1|DMEL
OG0000011	LOC27206207|XP_039149631.1|DSIM	Neu2|NP_649316.1|DMEL
OG0000011	LOC6725826|XP_016039150.1|DSIM, LOC27206349|XP_016039152.1|DSIM	CG4318|NP_572860.2|DMEL
OG0000011	LOC6737998|XP_002084813.2|DSIM	CG17361|NP_648678.3|DMEL
OG0000011	LOC27206230|XP_016031794.1|DSIM	CG17359|NP_648679.1|DMEL
OG0000011	LOC6728756|XP_002104091.1|DSIM	CG8319|NP_649920.2|DMEL
OG0000012	LOC6735247|XP_016028572.1|DSIM	CG9416|NP_611415.2|DMEL
OG0000012	LOC6735246|XP_016028570.1|DSIM	CG10051|NP_611414.1|DMEL
OG0000012	LOC6735245|XP_016028569.1|DSIM	CG11961|NP_725876.1|DMEL
OG0000012	LOC6735248|XP_016028574.1|DSIM	CG10062|NP_001261089.1|DMEL
OG0000012	LOC6735250|XP_002082223.1|DSIM	CG10081|NP_611418.1|DMEL
OG0000012	LOC6735249|XP_016028575.1|DSIM	CG10073|NP_001261090.1|DMEL
OG0000012	LOC6734131|XP_002081160.1|DSIM	CG30047|NP_725141.1|DMEL
OG0000012	LOC6734132|XP_016027145.1|DSIM	CG30049|NP_725142.3|DMEL
OG0000012	LOC6734133|XP_002081162.3|DSIM	CG30043|NP_725143.1|DMEL
OG0000012	LOC6734135|XP_002081164.1|DSIM	CG33012|NP_788335.2|DMEL
OG0000012	LOC6734136|XP_016027147.1|DSIM	CG13160|NP_001260918.1|DMEL
OG0000013	LOC6734455|XP_002081474.1|DSIM	Hsc70-5|NP_523741.2|DMEL
OG0000013	LOC6725717|XP_016038992.1|DSIM	Hsc70-3|NP_727563.1|DMEL
OG0000013	LOC6728006|XP_016034604.1|DSIM	Hsc70-4|NP_524356.1|DMEL
OG0000013	LOC6737992|XP_016031791.1|DSIM	Hsc70-1|NP_524063.1|DMEL
OG0000013	LOC6728269|XP_002103618.2|DSIM	Hsc70-2|NP_524339.1|DMEL
OG0000013	LOC6729335|XP_016035977.1|DSIM	Hsp68|NP_524474.1|DMEL
OG0000013	LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL
OG0000015	LOC6732807|XP_002079920.3|DSIM	lectin-37Db|NP_001188847.1|DMEL
OG0000015	LOC6730910|XP_002078074.1|DSIM	lectin-24A|NP_652637.1|DMEL
OG0000015	LOC6730642|XP_002077813.2|DSIM	lectin-22C|NP_001137766.1|DMEL
OG0000015	LOC6739194|XP_002076105.3|DSIM	CG15358|NP_608629.3|DMEL
OG0000015	LOC6731349|XP_002078505.1|DSIM	CG15818|NP_609116.1|DMEL
OG0000015	LOC27206160|XP_016027033.1|DSIM	CG7763|NP_001356891.1|DMEL
OG0000016	LOC6728214|XP_016034853.1|DSIM	Act87E|NP_477091.1|DMEL
OG0000016	LOC6735456|XP_002082396.1|DSIM	Act57B|NP_523800.1|DMEL
OG0000016	LOC6728317|XP_002103666.1|DSIM	Arp1|NP_524331.2|DMEL
OG0000016	LOC6734815|XP_016028043.1|DSIM	Arp53D|NP_477037.2|DMEL
OG0000016	LOC6725225|XP_016038239.1|DSIM	Act5C|NP_511052.1|DMEL
OG0000016	LOC6733183|XP_016026067.1|DSIM	Act42A|NP_523625.1|DMEL
OG0000016	LOC6727955|XP_016034553.1|DSIM	Act88F|NP_524367.1|DMEL
OG0000016	LOC6739089|XP_016032930.1|DSIM	Act79B|NP_524210.1|DMEL
OG0000017	LOC6740020|XP_002076907.2|DSIM	Or7a|NP_511081.1|DMEL
OG0000017	LOC6733445|XP_002080502.2|DSIM	Or43b|NP_523656.2|DMEL
OG0000017	LOC6733173|XP_002080249.1|DSIM	Or42a|NP_523622.2|DMEL
OG0000017	LOC6740754|XP_016035626.1|DSIM	Or85a|NP_524277.1|DMEL
OG0000017	LOC6729887|XP_002105190.2|DSIM	Or98a|NP_524536.2|DMEL
OG0000017	LOC6735880|XP_002082790.1|DSIM	Or59b|NP_523822.1|DMEL
OG0000017	LOC6733175|XP_002080251.2|DSIM	Or42b|NP_523624.2|DMEL
OG0000017	LOC6735881|XP_002082791.1|DSIM	Or59c|NP_523823.1|DMEL
OG0000017	LOC6730585|XP_016023026.1|DSIM	Or22b|NP_477425.1|DMEL
OG0000017	LOC6730584|XP_002077763.1|DSIM	Or22a|NP_523453.1|DMEL
OG0000018	LOC6736980|XP_002083827.1|DSIM	Cpr65Av|NP_729146.1|DMEL
OG0000018	LOC6736987|XP_002083834.1|DSIM	Cpr65Ax1|NP_001097523.1|DMEL, Cpr65Ax2|NP_652660.1|DMEL
OG0000018	LOC6736983|XP_002083830.1|DSIM	Lcp65Ac|NP_477279.1|DMEL
OG0000018	LOC6736982|XP_002083829.1|DSIM	Lcp65Ad|NP_477278.1|DMEL
OG0000018	LOC120284721|XP_039149126.1|DSIM, LOC6736977|XP_016030614.1|DSIM, LOC120284720|XP_039149125.1|DSIM	Lcp65Ag1|NP_477273.1|DMEL, Lcp65Ag2|NP_477272.1|DMEL, Lcp65Ag3|NP_652662.1|DMEL
OG0000019	LOC6729811|XP_002105114.1|DSIM	CG6283|NP_651524.1|DMEL
OG0000019	LOC6729810|XP_002105113.1|DSIM	CG17192|NP_651522.1|DMEL
OG0000019	LOC27208716|XP_016036498.1|DSIM	CG17191|NP_651523.1|DMEL
OG0000019	LOC6729806|XP_002105109.2|DSIM	CG6296|NP_651520.1|DMEL
OG0000019	LOC6729809|XP_002105112.1|DSIM	CG6295|NP_651521.1|DMEL
OG0000019	LOC6729812|XP_002105115.1|DSIM	CG6277|NP_651525.1|DMEL
OG0000019	LOC6729813|XP_002105116.1|DSIM	CG6271|NP_651526.1|DMEL
OG0000020	LOC6730019|XP_002105313.2|DSIM	rdog|NP_651678.1|DMEL
OG0000020	LOC6735524|XP_016028869.1|DSIM	CG10505|NP_611571.2|DMEL
OG0000020	LOC27207807|XP_039147183.1|DSIM	CG31792|NP_724148.2|DMEL
OG0000020	LOC6733705|XP_002080752.3|DSIM	l_2_03659|NP_001260823.1|DMEL
OG0000020	LOC6731489|XP_016024167.1|DSIM	CG7627|NP_001245943.1|DMEL
OG0000020	LOC6727407|XP_016033953.2|DSIM	CG4562|NP_001262747.1|DMEL
OG0000020	LOC6728507|XP_016035147.1|DSIM	Mrp4|NP_650086.2|DMEL
OG0000020	LOC6733023|XP_016025710.1|DSIM	CG9270|NP_995741.2|DMEL
OG0000020	LOC6732748|XP_016025473.2|DSIM	CG31793|NP_609930.4|DMEL
OG0000021	LOC6730820|XP_002077987.1|DSIM	PpD6|NP_524947.1|DMEL
OG0000021	LOC6735639|XP_002082557.1|DSIM	PpN58A|NP_477384.1|DMEL
OG0000021	LOC6739483|XP_002076381.1|DSIM	PpD5|NP_524707.1|DMEL
OG0000021	LOC27206609|XP_016028304.1|DSIM	PpY-55A|NP_476689.1|DMEL
OG0000021	LOC6725592|XP_039153232.1|DSIM	flw|NP_727418.1|DMEL
OG0000021	LOC6729419|XP_002104734.2|DSIM	Pp1alpha-96A|NP_524484.1|DMEL
OG0000021	LOC6728358|XP_016034980.1|DSIM	Pp1-87B|NP_524937.1|DMEL
OG0000021	LOC6726014|XP_016039394.1|DSIM	Pp1-13C|NP_524921.1|DMEL
OG0000022	LOC27206614|XP_039147853.1|DSIM	CG7798|NP_611098.1|DMEL
OG0000022	LOC6736292|XP_002083176.1|DSIM	LysX|NP_523881.1|DMEL
OG0000022	LOC6736297|XP_002083181.2|DSIM	LysE|NP_476827.2|DMEL
OG0000022	LOC27207162|XP_016029777.2|DSIM, LOC120284703|XP_039149016.1|DSIM, LOC6736296|XP_002083180.1|DSIM	LysD|NP_476823.1|DMEL
OG0000022	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM	LysS|NP_476829.1|DMEL
OG0000022	LOC27207148|XP_016029776.1|DSIM	LysP|NP_476828.1|DMEL
OG0000023	LOC6727100|XP_002102493.1|DSIM	alpha-Est6|NP_524262.1|DMEL
OG0000023	LOC6727104|XP_002102497.2|DSIM	alpha-Est5|NP_001246965.1|DMEL
OG0000023	LOC6727107|XP_016033584.1|DSIM	alpha-Est2|NP_524268.3|DMEL
OG0000023	LOC6735713|XP_002082629.1|DSIM	gas|NP_611678.1|DMEL
OG0000023	LOC6727106|XP_039151383.1|DSIM	alpha-Est1|NP_524269.3|DMEL
OG0000023	LOC6727099|XP_002102492.1|DSIM	alpha-Est7|NP_524261.1|DMEL
OG0000023	LOC6727095|XP_016033580.1|DSIM	alpha-Est9|NP_731165.2|DMEL
OG0000023	LOC6727097|XP_002102490.1|DSIM	alpha-Est8|NP_524259.2|DMEL
OG0000023	LOC6727094|XP_016033578.1|DSIM	alpha-Est10|NP_001246962.1|DMEL
OG0000024	LOC6733991|XP_002081035.1|DSIM	betaTry|NP_524904.1|DMEL
OG0000024	LOC120284488|XP_039148839.1|DSIM, LOC6739389|XP_002076289.1|DSIM	CG30031|NP_725035.1|DMEL, gammaTry|NP_725034.1|DMEL, deltaTry|NP_523694.2|DMEL, CG30025|NP_725036.1|DMEL
OG0000024	LOC27209398|XP_016027021.1|DSIM	alphaTry|NP_476771.1|DMEL
OG0000024	LOC6733990|XP_002081034.2|DSIM	epsilonTry|NP_525112.1|DMEL
OG0000024	LOC6732909|XP_002080014.1|DSIM	CG17571|NP_610109.1|DMEL
OG0000024	LOC6733989|XP_002081033.1|DSIM	thetaTry|NP_523693.1|DMEL
OG0000024	LOC6739427|XP_002076329.1|DSIM	Ser8|NP_610874.1|DMEL
OG0000025	LOC27207833|XP_016038650.1|DSIM	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL
OG0000025	LOC120285797|XP_039154346.1|DSIM	His3_CG33848|NP_001027358.1|DMEL, His3_CG33824|NP_001027318.1|DMEL, His3_CG33815|NP_001027303.1|DMEL, His3_CG33866|NP_001027387.1|DMEL, His3_CG33839|NP_001027343.1|DMEL
OG0000026	LOC6725654|XP_002106661.1|DSIM	antdh|NP_572695.2|DMEL
OG0000026	LOC6731167|XP_002078325.1|DSIM	CG9150|NP_608991.2|DMEL
OG0000026	LOC6725713|XP_002106716.1|DSIM	CG9360|NP_572746.1|DMEL
OG0000026	LOC6727211|XP_002102603.1|DSIM	CG3301|NP_650964.1|DMEL
OG0000027	LOC6731383|XP_002078536.1|DSIM	Acp1|NP_477115.1|DMEL
OG0000027	LOC6731386|XP_002078539.1|DSIM	CG7203|NP_609143.2|DMEL
OG0000027	LOC6731384|XP_002078537.1|DSIM	CG7214|NP_609141.1|DMEL
OG0000028	LOC6738680|XP_039149230.1|DSIM	CG14095|NP_649112.1|DMEL
OG0000028	LOC6738681|XP_016032508.2|DSIM, LOC120284827|XP_039150150.1|DSIM	CG18294|NP_649115.2|DMEL, CG12519|NP_001262046.1|DMEL
OG0000028	LOC120284696|XP_039148939.1|DSIM	CG13068|NP_648856.1|DMEL
OG0000029	LOC6739710|XP_002076603.1|DSIM	CheA86a|NP_001027174.1|DMEL
OG0000029	LOC6733757|XP_002080801.1|DSIM	CheA46a|NP_001027399.1|DMEL
OG0000029	LOC6735151|XP_002082126.1|DSIM	CheA56a|NP_001027438.1|DMEL
OG0000029	LOC6731526|XP_002078674.1|DSIM	CheA29a|NP_788004.1|DMEL
OG0000029	LOC6728974|XP_002104302.1|DSIM	CheA84a|NP_001027150.1|DMEL
OG0000029	LOC27208471|XP_016032409.1|DSIM	CheA75a|NP_649035.2|DMEL
OG0000030	LOC6732024|XP_016024722.1|DSIM	Or33c|NP_523555.1|DMEL
OG0000030	LOC6732022|XP_002079155.1|DSIM	Or33a|NP_523553.1|DMEL
OG0000030	LOC6732023|XP_002079156.1|DSIM	Or33b|NP_523554.1|DMEL
OG0000030	LOC6730745|XP_002077913.2|DSIM	Or23a|NP_523458.3|DMEL
OG0000030	LOC6735876|XP_002082786.1|DSIM	Or59a|NP_523821.1|DMEL
OG0000030	LOC27208281|XP_039152536.1|DSIM	Or2a|NP_525046.1|DMEL
OG0000030	LOC6740355|XP_002077222.1|DSIM	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL
OG0000031	LOC6732472|XP_016025109.1|DSIM	CG4793|NP_723941.2|DMEL
OG0000031	LOC6732447|XP_002079568.2|DSIM	CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL
OG0000031	LOC6736718|XP_002083574.1|DSIM	CG14990|NP_647856.2|DMEL
OG0000031	LOC6730782|XP_002077950.2|DSIM	CG3117|NP_608722.2|DMEL
OG0000031	LOC6731777|XP_016024472.1|DSIM	CG5390|NP_609374.1|DMEL
OG0000032	LOC6728385|XP_016034993.2|DSIM	GstD1|NP_524326.1|DMEL
OG0000032	LOC6728378|XP_002103726.1|DSIM	GstD8|NP_524916.1|DMEL
OG0000033	LOC6729955|XP_039150847.1|DSIM	CheB98a|NP_652269.3|DMEL
OG0000033	LOC6732999|XP_002080078.1|DSIM	CheB38a|NP_995736.1|DMEL
OG0000033	LOC6733000|XP_016025683.2|DSIM	CheB38c|NP_610061.2|DMEL
OG0000033	LOC6732998|XP_016025682.1|DSIM	CheB38b|NP_995735.1|DMEL
OG0000033	LOC6733292|XP_016026219.1|DSIM	CheB42c|NP_995764.2|DMEL
OG0000033	LOC6733291|XP_002080354.2|DSIM	CheB42b|NP_995763.1|DMEL
OG0000033	LOC6733297|XP_016026220.1|DSIM	CheB42a|NP_995765.1|DMEL
OG0000033	LOC6738496|XP_002085302.1|DSIM	CheB74a|NP_001027134.1|DMEL
OG0000033	LOC6727186|XP_002102578.1|DSIM	CheB93b|NP_732641.2|DMEL
OG0000033	LOC6727187|XP_002102579.2|DSIM	CheB93a|NP_650970.2|DMEL
OG0000033	LOC6734776|XP_002081779.1|DSIM	CheB53b|NP_001014531.1|DMEL
OG0000033	LOC6734775|XP_016027979.1|DSIM	CheB53a|NP_001014530.1|DMEL
OG0000034	LOC6734824|XP_002081826.2|DSIM	Ugt37C1|NP_525007.1|DMEL
OG0000034	LOC6732560|XP_002079679.3|DSIM	Ugt37C2|NP_652629.1|DMEL
OG0000034	LOC6732561|XP_002079680.1|DSIM	Ugt37E1|NP_652628.2|DMEL
OG0000034	LOC27209034|XP_016025242.1|DSIM	Ugt37D1|NP_652627.2|DMEL
OG0000034	LOC6732919|XP_002080023.2|DSIM	Ugt37A1|NP_523607.2|DMEL
OG0000034	LOC6728308|XP_016034943.1|DSIM	Ugt37A3|NP_650229.2|DMEL
OG0000034	LOC6728309|XP_016034944.1|DSIM	Ugt37A2|NP_650228.1|DMEL
OG0000034	LOC6731186|XP_002078345.3|DSIM	Ugt37B1|NP_525008.2|DMEL
OG0000036	LOC6727116|XP_002102509.1|DSIM	Sp7|NP_649734.2|DMEL
OG0000036	LOC6727985|XP_002103337.2|DSIM	ea|NP_524362.2|DMEL
OG0000036	LOC6726665|XP_039151600.1|DSIM	MP1|NP_001303421.1|DMEL
OG0000036	LOC6729259|XP_016035909.1|DSIM	SPE|NP_651168.1|DMEL
OG0000037	LOC6735171|XP_016028454.1|DSIM	Cyp12b2|NP_611370.2|DMEL
OG0000037	LOC6727491|XP_002102871.2|DSIM	Cyp12a5|NP_650782.1|DMEL
OG0000037	LOC6727490|XP_002102870.2|DSIM	Cyp12a4|NP_650783.2|DMEL
OG0000038	LOC6738693|XP_002085495.1|DSIM	Cpr76Bb|NP_649121.1|DMEL
OG0000038	LOC6738696|XP_016032514.1|DSIM	Cpr76Bd|NP_001262052.1|DMEL
OG0000039	LOC6726964|XP_002102366.2|DSIM	CG42564|NP_649651.2|DMEL
OG0000039	LOC27207643|XP_016039311.1|DSIM	Ag5r|NP_524770.1|DMEL
OG0000039	LOC6740324|XP_002077196.2|DSIM	Ag5r2|NP_524689.2|DMEL
OG0000039	LOC6725586|XP_039153235.1|DSIM	CG32679|NP_727412.2|DMEL
OG0000040	LOC6727642|XP_002103019.1|DSIM	CG17803|NP_650657.2|DMEL
OG0000040	LOC6728556|XP_002103897.1|DSIM	CG6689|NP_650051.1|DMEL
