Orthogroup	DSIM.longest_only	DFIC.longest_only
OG0000003	LOC6734554|XP_039147555.1|DSIM	LOC108087605|XP_017040533.1|DFIC
OG0000003	LOC6733557|XP_016026506.1|DSIM	LOC108090320|XP_017044421.1|DFIC
OG0000003	LOC6733555|XP_039148197.1|DSIM	LOC108090319|XP_017044419.1|DFIC
OG0000004	LOC27206793|XP_016022768.2|DSIM, LOC120285540|XP_039154131.1|DSIM, LOC120285538|XP_039154129.1|DSIM, LOC120285535|XP_039154126.1|DSIM, LOC120285537|XP_039154128.1|DSIM, LOC120285539|XP_039154130.1|DSIM, LOC120285536|XP_039154127.1|DSIM, LOC120285792|XP_039154341.1|DSIM, LOC120285796|XP_039154345.1|DSIM, LOC120285257|XP_039152608.1|DSIM, LOC120285256|XP_039152600.1|DSIM, LOC120285795|XP_039154344.1|DSIM, LOC120285791|XP_039154340.1|DSIM, LOC6733079|XP_002080156.3|DSIM, LOC120285793|XP_039154342.1|DSIM, LOC120285794|XP_039154343.1|DSIM, LOC6740700|XP_002077499.3|DSIM	LOC108094043|XP_017049969.1|DFIC
OG0000005	LOC120285806|XP_039154356.1|DSIM, LOC120285548|XP_039154138.1|DSIM, LOC120285275|XP_039152669.1|DSIM, LOC120285808|XP_039154358.1|DSIM, LOC120285276|XP_039152679.1|DSIM, LOC120285549|XP_039154139.1|DSIM, LOC27207875|XP_039154141.1|DSIM, LOC120285271|XP_039152664.1|DSIM, LOC120285267|XP_039152656.1|DSIM, LOC120285804|XP_039154354.1|DSIM, LOC6740385|XP_002077244.1|DSIM, LOC120285805|XP_039154355.1|DSIM, LOC120285550|XP_039154140.1|DSIM, LOC120285279|XP_039152693.1|DSIM, LOC120285268|XP_039152661.1|DSIM, LOC120285547|XP_039154137.1|DSIM, LOC120285807|XP_039154357.1|DSIM	LOC108094052|XP_017049981.1|DFIC
OG0000006	LOC27208095|XP_016025859.1|DSIM	LOC108102292|XP_017062541.1|DFIC, LOC108102287|XP_017062528.1|DFIC
OG0000007	LOC6738477|XP_016032322.1|DSIM	LOC108099856|XP_017058991.1|DFIC
OG0000007	LOC6736955|XP_002083802.1|DSIM	LOC108093252|XP_017048717.1|DFIC
OG0000007	LOC6736956|XP_002083803.1|DSIM	LOC108093253|XP_017048718.1|DFIC
OG0000007	LOC6736953|XP_002083800.1|DSIM	LOC108093241|XP_017048705.1|DFIC
OG0000007	LOC6736951|XP_016030595.1|DSIM	LOC108093034|XP_017048427.1|DFIC, LOC108093033|XP_017048426.1|DFIC
OG0000007	LOC120284722|XP_039149134.1|DSIM, LOC6736949|XP_002083796.1|DSIM	LOC108093169|XP_017048611.1|DFIC, LOC108093170|XP_017048612.1|DFIC
OG0000007	LOC6736952|XP_002083799.1|DSIM, LOC6736950|XP_039149136.1|DSIM, LOC120284734|XP_039149214.1|DSIM	LOC108093261|XP_017048727.1|DFIC
OG0000007	LOC6731020|XP_002078181.1|DSIM	LOC108089978|XP_017043968.1|DFIC
OG0000007	LOC6733581|XP_002080635.1|DSIM	LOC108090582|XP_017044820.1|DFIC
OG0000007	LOC6730230|XP_002105513.1|DSIM, LOC6740467|XP_002077312.3|DSIM, LOC6730231|XP_002105514.2|DSIM	LOC108099497|XP_017058547.1|DFIC
OG0000007	LOC6731021|XP_002078182.1|DSIM	LOC108089778|XP_017043661.1|DFIC
OG0000007	LOC6737273|XP_039149649.1|DSIM	LOC108088955|XP_017042464.1|DFIC
OG0000007	LOC27206286|XP_016030986.1|DSIM	LOC108088950|XP_017042460.1|DFIC
OG0000007	LOC6731019|XP_002078180.2|DSIM	LOC108089918|XP_017043889.1|DFIC, LOC108089772|XP_017043652.1|DFIC
OG0000007	LOC6736957|XP_016030597.1|DSIM	LOC108093152|XP_017048588.1|DFIC
OG0000007	LOC27207276|XP_016030598.2|DSIM	LOC108093153|XP_017048589.1|DFIC
OG0000008	LOC6727443|XP_016034017.1|DSIM	LOC108101034|XP_017060691.1|DFIC
OG0000008	LOC6736744|XP_016030372.1|DSIM	LOC108100331|XP_017059630.1|DFIC
OG0000008	LOC6732025|XP_039148682.1|DSIM	LOC108093477|XP_017049051.1|DFIC
OG0000008	LOC6736742|XP_002083598.1|DSIM	LOC108100333|XP_017059632.1|DFIC
OG0000008	LOC6726999|XP_039151364.1|DSIM, LOC120285030|XP_039151250.1|DSIM	LOC108091741|XP_017046574.1|DFIC, LOC108091742|XP_017046575.1|DFIC
OG0000008	LOC6726998|XP_016033494.2|DSIM	LOC108091746|XP_017046577.1|DFIC
OG0000008	LOC6726996|XP_002102397.1|DSIM	LOC108091769|XP_017046605.1|DFIC
OG0000008	LOC6726997|XP_002102398.2|DSIM	LOC108091754|XP_017046587.1|DFIC
OG0000008	LOC6726995|XP_002102396.1|DSIM	LOC108091767|XP_017046601.1|DFIC
OG0000009	LOC6727419|XP_002102801.1|DSIM	LOC108101115|XP_017060823.1|DFIC
OG0000009	LOC6727422|XP_002102804.2|DSIM	LOC108101125|XP_017060838.1|DFIC
OG0000009	LOC6727423|XP_016033975.1|DSIM	LOC108101126|XP_017060839.1|DFIC, LOC108101038|XP_017060695.1|DFIC, LOC108101022|XP_017060677.1|DFIC, LOC108101074|XP_017060756.1|DFIC
OG0000009	LOC6727420|XP_002102802.1|DSIM	LOC108101116|XP_017060824.1|DFIC
OG0000009	LOC6736062|XP_002082963.1|DSIM	LOC108101809|XP_017061774.1|DFIC
OG0000009	LOC6728414|XP_016035007.1|DSIM	LOC108088079|XP_017041220.1|DFIC
OG0000009	LOC6734157|XP_002081186.1|DSIM	LOC108086769|XP_017039304.1|DFIC
OG0000009	LOC6734155|XP_002081184.1|DSIM, LOC6734156|XP_002081185.1|DSIM	LOC108086655|XP_017039128.1|DFIC
OG0000010	LOC120285281|XP_039152698.1|DSIM, LOC120285287|XP_039152722.1|DSIM, LOC120285553|XP_039154144.1|DSIM, LOC120285282|XP_039152699.1|DSIM	LOC108098255|XP_017056544.1|DFIC
OG0000010	LOC6728075|XP_016034694.1|DSIM	LOC108101428|XP_017061247.1|DFIC
OG0000011	LOC27207823|XP_016023441.1|DSIM	LOC108101289|XP_017061078.1|DFIC
OG0000011	LOC27206207|XP_039149631.1|DSIM, LOC27208543|XP_016037023.1|DSIM	LOC108100104|XP_017059339.1|DFIC
OG0000011	LOC6732545|XP_016025201.1|DSIM	LOC108098171|XP_017056393.1|DFIC
OG0000011	LOC6725826|XP_016039150.1|DSIM, LOC27206349|XP_016039152.1|DSIM	LOC108095556|XP_017052180.1|DFIC
OG0000011	LOC6737998|XP_002084813.2|DSIM	LOC108086883|XP_017039433.1|DFIC
OG0000011	LOC27206230|XP_016031794.1|DSIM	LOC108086913|XP_017039476.1|DFIC
OG0000011	LOC6728756|XP_002104091.1|DSIM	LOC108098799|XP_017057429.1|DFIC
OG0000012	LOC6735247|XP_016028572.1|DSIM	LOC108096904|XP_017054341.1|DFIC
OG0000012	LOC6735246|XP_016028570.1|DSIM	LOC108096903|XP_017054340.1|DFIC
OG0000012	LOC6735245|XP_016028569.1|DSIM	LOC108096929|XP_017054370.1|DFIC
OG0000012	LOC6735248|XP_016028574.1|DSIM	LOC108096943|XP_017054393.1|DFIC
OG0000012	LOC6735250|XP_002082223.1|DSIM	LOC108096563|XP_017053746.1|DFIC
OG0000012	LOC6735249|XP_016028575.1|DSIM	LOC108096571|XP_017053756.1|DFIC
OG0000012	LOC6734131|XP_002081160.1|DSIM	LOC108086628|XP_017039092.1|DFIC
OG0000012	LOC6734132|XP_016027145.1|DSIM	LOC108086618|XP_017039083.1|DFIC
OG0000012	LOC6734133|XP_002081162.3|DSIM	LOC108086755|XP_017039283.1|DFIC
OG0000012	LOC6734134|XP_016027146.1|DSIM	LOC108086630|XP_017039094.1|DFIC
OG0000012	LOC6734135|XP_002081164.1|DSIM	LOC108086627|XP_017039091.1|DFIC
OG0000012	LOC6734136|XP_016027147.1|DSIM	LOC108086756|XP_017039284.1|DFIC
OG0000013	LOC6734455|XP_002081474.1|DSIM	LOC108101557|XP_017061445.1|DFIC
OG0000013	LOC6725717|XP_016038992.1|DSIM	LOC108101682|XP_017061593.1|DFIC
OG0000013	LOC6728006|XP_016034604.1|DSIM	LOC108098830|XP_017057474.1|DFIC
OG0000013	LOC6737992|XP_016031791.1|DSIM	LOC108086910|XP_017039470.1|DFIC
OG0000013	LOC6728269|XP_002103618.2|DSIM	LOC108087118|XP_017039788.1|DFIC
OG0000013	LOC6729335|XP_016035977.1|DSIM	LOC108091996|XP_017046910.1|DFIC
OG0000013	LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM, LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM	LOC108102250|XP_017062487.1|DFIC, LOC108087940|XP_017041016.1|DFIC
OG0000015	LOC6730910|XP_002078074.1|DSIM	LOC108092527|XP_017047639.1|DFIC
OG0000015	LOC27208270|XP_016038606.1|DSIM	LOC108094767|XP_017051032.1|DFIC, LOC108094097|XP_017050010.1|DFIC, LOC108101938|XP_017062014.1|DFIC, LOC108101948|XP_017062025.1|DFIC, LOC108091404|XP_017046083.1|DFIC, LOC108091405|XP_017046084.1|DFIC
OG0000015	LOC6730642|XP_002077813.2|DSIM	LOC108094095|XP_017050008.1|DFIC
OG0000015	LOC6739194|XP_002076105.3|DSIM	LOC108094122|XP_017050032.1|DFIC
OG0000015	LOC6731349|XP_002078505.1|DSIM	LOC108100911|XP_017060514.1|DFIC, LOC108100840|XP_017060402.1|DFIC
OG0000015	LOC6731405|XP_002078558.1|DSIM	LOC108100786|XP_017060316.1|DFIC, LOC108100835|XP_017060395.1|DFIC, LOC108100853|XP_017060421.1|DFIC, LOC108100833|XP_017060393.1|DFIC
OG0000015	LOC27206160|XP_016027033.1|DSIM	LOC108086461|XP_017038876.1|DFIC
OG0000015	LOC27207583|XP_016036303.1|DSIM	LOC108098714|XP_017057318.1|DFIC, LOC108094483|XP_017050559.1|DFIC
OG0000016	LOC6728214|XP_016034853.1|DSIM	LOC108091644|XP_017046435.1|DFIC
OG0000016	LOC6735456|XP_002082396.1|DSIM	LOC108095161|XP_017051608.1|DFIC
OG0000016	LOC6728317|XP_002103666.1|DSIM	LOC108088049|XP_017041175.1|DFIC
OG0000016	LOC6734815|XP_016028043.1|DSIM	LOC108090474|XP_017044659.1|DFIC
OG0000016	LOC6725225|XP_016038239.1|DSIM	LOC108092889|XP_017048224.1|DFIC
OG0000016	LOC6733183|XP_016026067.1|DSIM	LOC108091135|XP_017045658.1|DFIC
OG0000016	LOC6727955|XP_016034553.1|DSIM	LOC108096392|XP_017053452.1|DFIC
OG0000016	LOC6739089|XP_016032930.1|DSIM	LOC108093583|XP_017049197.1|DFIC
OG0000017	LOC6740020|XP_002076907.2|DSIM	LOC108098017|XP_017056155.1|DFIC
OG0000017	LOC6733445|XP_002080502.2|DSIM	LOC108101533|XP_017061396.1|DFIC
OG0000017	LOC6733173|XP_002080249.1|DSIM	LOC108099991|XP_017059177.1|DFIC
OG0000017	LOC6740754|XP_016035626.1|DSIM	LOC108097740|XP_017055736.1|DFIC
OG0000017	LOC6735880|XP_002082790.1|DSIM	LOC108087716|XP_017040726.1|DFIC
OG0000017	LOC6733175|XP_002080251.2|DSIM	LOC108099990|XP_017059176.1|DFIC
OG0000017	LOC6735881|XP_002082791.1|DSIM	LOC108087715|XP_017040725.1|DFIC
OG0000017	LOC6730585|XP_016023026.1|DSIM, LOC6730584|XP_002077763.1|DSIM	LOC108094147|XP_017050074.1|DFIC, LOC108094148|XP_017050075.1|DFIC
OG0000018	LOC6736980|XP_002083827.1|DSIM	LOC108093126|XP_017048560.1|DFIC
OG0000018	LOC6736983|XP_002083830.1|DSIM	LOC108093128|XP_017048562.1|DFIC
OG0000018	LOC6736982|XP_002083829.1|DSIM	LOC108093130|XP_017048564.1|DFIC
OG0000019	LOC6729811|XP_002105114.1|DSIM	LOC108086541|XP_017038967.1|DFIC
OG0000019	LOC6729810|XP_002105113.1|DSIM	LOC108086542|XP_017038968.1|DFIC
OG0000019	LOC27208716|XP_016036498.1|DSIM	LOC108086544|XP_017038971.1|DFIC
OG0000019	LOC6729806|XP_002105109.2|DSIM	LOC108086535|XP_017038961.1|DFIC
OG0000019	LOC6729809|XP_002105112.1|DSIM	LOC108086543|XP_017038970.1|DFIC
OG0000019	LOC6729812|XP_002105115.1|DSIM	LOC108086538|XP_017038965.1|DFIC
OG0000019	LOC6729813|XP_002105116.1|DSIM	LOC108086540|XP_017038966.1|DFIC
OG0000020	LOC6730019|XP_002105313.2|DSIM	LOC108086571|XP_017039016.1|DFIC
OG0000020	LOC6735524|XP_016028869.1|DSIM	LOC108087826|XP_017040886.1|DFIC
OG0000020	LOC6731489|XP_016024167.1|DSIM	LOC108100979|XP_017060622.1|DFIC
OG0000020	LOC6727407|XP_016033953.2|DSIM	LOC108101093|XP_017060792.1|DFIC
OG0000020	LOC6728507|XP_016035147.1|DSIM	LOC108102060|XP_017062180.1|DFIC
OG0000020	LOC6733023|XP_016025710.1|DSIM	LOC108089992|XP_017043983.1|DFIC
OG0000020	LOC6732748|XP_016025473.2|DSIM	LOC108101220|XP_017060958.1|DFIC
OG0000021	LOC6735639|XP_002082557.1|DSIM	LOC108090792|XP_017045128.1|DFIC
OG0000021	LOC6739483|XP_002076381.1|DSIM	LOC108090653|XP_017044920.1|DFIC
OG0000021	LOC27206609|XP_016028304.1|DSIM	LOC108093638|XP_017049284.1|DFIC
OG0000021	LOC6725592|XP_039153232.1|DSIM	LOC108095541|XP_017052159.1|DFIC
OG0000021	LOC6729419|XP_002104734.2|DSIM	LOC108091979|XP_017046877.1|DFIC
OG0000021	LOC6728358|XP_016034980.1|DSIM	LOC108088013|XP_017041113.1|DFIC
OG0000021	LOC6726014|XP_016039394.1|DSIM	LOC108094694|XP_017050914.1|DFIC
OG0000022	LOC27206614|XP_039147853.1|DSIM	LOC108093677|XP_017049345.1|DFIC
OG0000022	LOC6736292|XP_002083176.1|DSIM	LOC108100202|XP_017059465.1|DFIC
OG0000022	LOC6736297|XP_002083181.2|DSIM	LOC108100306|XP_017059594.1|DFIC, LOC108100305|XP_017059593.1|DFIC, LOC108100300|XP_017059588.1|DFIC
OG0000022	LOC27207162|XP_016029777.2|DSIM, LOC120284703|XP_039149016.1|DSIM, LOC6736296|XP_002083180.1|DSIM	LOC108100308|XP_017059596.1|DFIC
OG0000022	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM	LOC108100304|XP_017059591.1|DFIC
OG0000022	LOC27207148|XP_016029776.1|DSIM	LOC108100302|XP_017059589.1|DFIC
OG0000023	LOC6727100|XP_002102493.1|DSIM	LOC108096120|XP_017052985.1|DFIC
OG0000023	LOC6727104|XP_002102497.2|DSIM	LOC108096122|XP_017052987.1|DFIC
OG0000023	LOC6727107|XP_016033584.1|DSIM	LOC108096128|XP_017052994.1|DFIC
OG0000023	LOC6735713|XP_002082629.1|DSIM	LOC108096606|XP_017053802.1|DFIC
OG0000023	LOC6727106|XP_039151383.1|DSIM	LOC108096129|XP_017052995.1|DFIC
OG0000023	LOC6727099|XP_002102492.1|DSIM	LOC108096118|XP_017052982.1|DFIC
OG0000023	LOC6727095|XP_016033580.1|DSIM	LOC108096119|XP_017052984.1|DFIC
OG0000023	LOC6727097|XP_002102490.1|DSIM	LOC108096117|XP_017052981.1|DFIC
OG0000023	LOC6727094|XP_016033578.1|DSIM	LOC108096114|XP_017052979.1|DFIC
OG0000024	LOC6733991|XP_002081035.1|DSIM	LOC108086469|XP_017038885.1|DFIC
OG0000024	LOC120284488|XP_039148839.1|DSIM, LOC6739389|XP_002076289.1|DSIM	LOC108086411|XP_017038802.1|DFIC, LOC108086410|XP_017038801.1|DFIC
OG0000024	LOC27209398|XP_016027021.1|DSIM	LOC108086467|XP_017038883.1|DFIC
OG0000024	LOC6733990|XP_002081034.2|DSIM	LOC108086472|XP_017038887.1|DFIC
OG0000024	LOC6732909|XP_002080014.1|DSIM	LOC108098296|XP_017056595.1|DFIC
OG0000024	LOC6733989|XP_002081033.1|DSIM	LOC108086381|XP_017038771.1|DFIC
OG0000024	LOC6739427|XP_002076329.1|DSIM	LOC108094860|XP_017051169.1|DFIC
OG0000025	LOC6731042|XP_002078203.1|DSIM, LOC27207833|XP_016038650.1|DSIM	LOC108088651|XP_017042067.1|DFIC
OG0000026	LOC6725654|XP_002106661.1|DSIM	LOC108091247|XP_017045848.1|DFIC
OG0000026	LOC6731167|XP_002078325.1|DSIM	LOC108093407|XP_017048931.1|DFIC
OG0000026	LOC6725713|XP_002106716.1|DSIM	LOC108101707|XP_017061633.1|DFIC, LOC108101666|XP_017061574.1|DFIC
OG0000026	LOC6726897|XP_002102299.1|DSIM	LOC108091826|XP_017046693.1|DFIC
OG0000026	LOC6727211|XP_002102603.1|DSIM	LOC108098549|XP_017057035.1|DFIC, LOC108098463|XP_017056857.1|DFIC
OG0000027	LOC6731383|XP_002078536.1|DSIM	LOC108100821|XP_017060378.1|DFIC
OG0000027	LOC6731386|XP_002078539.1|DSIM	LOC108100819|XP_017060376.1|DFIC
OG0000027	LOC6731384|XP_002078537.1|DSIM	LOC108100820|XP_017060377.1|DFIC
OG0000028	LOC6738680|XP_039149230.1|DSIM	LOC108095285|XP_017051819.1|DFIC
OG0000028	LOC120284696|XP_039148939.1|DSIM	LOC108089312|XP_017042978.1|DFIC
OG0000029	LOC6733757|XP_002080801.1|DSIM	LOC108090681|XP_017044956.1|DFIC
OG0000029	LOC6735151|XP_002082126.1|DSIM, LOC6731526|XP_002078674.1|DSIM	LOC108100972|XP_017060614.1|DFIC
OG0000029	LOC27208471|XP_016032409.1|DSIM	LOC108099785|XP_017058903.1|DFIC
OG0000030	LOC6732024|XP_016024722.1|DSIM	LOC108093480|XP_017049055.1|DFIC, LOC108100317|XP_017059651.1|DFIC
OG0000030	LOC6732022|XP_002079155.1|DSIM	LOC108093469|XP_017049043.1|DFIC
OG0000030	LOC6732023|XP_002079156.1|DSIM	LOC108093479|XP_017049053.1|DFIC
OG0000030	LOC6730745|XP_002077913.2|DSIM	LOC108092343|XP_017047369.1|DFIC, LOC108092288|XP_017047312.1|DFIC
OG0000030	LOC6735876|XP_002082786.1|DSIM	LOC108087621|XP_017040552.1|DFIC
OG0000030	LOC27208281|XP_039152536.1|DSIM	LOC108091341|XP_017045978.1|DFIC
OG0000030	LOC6740355|XP_002077222.1|DSIM	LOC108088560|XP_017041895.1|DFIC
OG0000031	LOC6732472|XP_016025109.1|DSIM, LOC27206502|XP_016025100.2|DSIM, LOC6732447|XP_002079568.2|DSIM	LOC108087846|XP_017040950.1|DFIC, LOC108094523|XP_017050614.1|DFIC, LOC108100476|XP_017059897.1|DFIC
OG0000031	LOC6730782|XP_002077950.2|DSIM	LOC108092296|XP_017047319.1|DFIC
OG0000031	LOC6733504|XP_016026473.1|DSIM	LOC108092297|XP_017047321.1|DFIC
OG0000031	LOC6731777|XP_016024472.1|DSIM	LOC108089228|XP_017042875.1|DFIC
OG0000032	LOC6728379|XP_016034990.1|DSIM	LOC108088062|XP_017041192.1|DFIC
OG0000032	LOC6728381|XP_016034991.1|DSIM	LOC108088066|XP_017041199.1|DFIC
OG0000032	LOC6728387|XP_039151488.1|DSIM	LOC108087890|XP_017040957.1|DFIC
OG0000032	LOC6728378|XP_002103726.1|DSIM	LOC108087896|XP_017040963.1|DFIC
OG0000033	LOC6729955|XP_039150847.1|DSIM	LOC108102066|XP_017062199.1|DFIC
OG0000033	LOC6732999|XP_002080078.1|DSIM, LOC6733000|XP_016025683.2|DSIM	LOC108089807|XP_017043693.1|DFIC, LOC108089809|XP_017043695.1|DFIC, LOC108089769|XP_017043650.1|DFIC
OG0000033	LOC6732998|XP_016025682.1|DSIM	LOC108089806|XP_017043692.1|DFIC
OG0000033	LOC6733292|XP_016026219.1|DSIM	LOC108094281|XP_017050264.1|DFIC
OG0000033	LOC6733291|XP_002080354.2|DSIM	LOC108094283|XP_017050266.1|DFIC
OG0000033	LOC6733297|XP_016026220.1|DSIM	LOC108094282|XP_017050265.1|DFIC
OG0000033	LOC6738496|XP_002085302.1|DSIM	LOC108098498|XP_017056906.1|DFIC
OG0000033	LOC6727186|XP_002102578.1|DSIM, LOC6727187|XP_002102579.2|DSIM	LOC108098495|XP_017056904.1|DFIC
OG0000034	LOC6734824|XP_002081826.2|DSIM	LOC108090289|XP_017044389.1|DFIC
OG0000034	LOC6732560|XP_002079679.3|DSIM	LOC108098175|XP_017056397.1|DFIC, LOC108098172|XP_017056394.1|DFIC
OG0000034	LOC6732561|XP_002079680.1|DSIM	LOC108098179|XP_017056401.1|DFIC
OG0000034	LOC27209034|XP_016025242.1|DSIM	LOC108098285|XP_017056581.1|DFIC
OG0000034	LOC6732919|XP_002080023.2|DSIM	LOC108098386|XP_017056743.1|DFIC
OG0000034	LOC6728308|XP_016034943.1|DSIM	LOC108087083|XP_017039752.1|DFIC
OG0000034	LOC6728309|XP_016034944.1|DSIM	LOC108087380|XP_017040209.1|DFIC
OG0000034	LOC6731186|XP_002078345.3|DSIM	LOC108093450|XP_017049013.1|DFIC
OG0000035	LOC120285676|XP_039154249.1|DSIM, LOC120285439|XP_039154107.1|DSIM, LOC120285687|XP_039154278.1|DSIM	LOC108094809|XP_017051072.1|DFIC
OG0000035	LOC120285681|XP_039154261.1|DSIM, LOC120285680|XP_039154260.1|DSIM, LOC120284386|XP_039147746.1|DSIM, LOC120284470|XP_039148696.1|DSIM, LOC120284948|XP_039150575.1|DSIM, LOC120284253|XP_039147185.1|DSIM, LOC120285443|XP_039154113.1|DSIM, LOC120284994|XP_039150936.1|DSIM	LOC108093569|XP_017049153.1|DFIC
OG0000036	LOC6727116|XP_002102509.1|DSIM	LOC108096138|XP_017053007.1|DFIC
OG0000036	LOC6727985|XP_002103337.2|DSIM	LOC108097979|XP_017056090.1|DFIC
OG0000036	LOC6726665|XP_039151600.1|DSIM	LOC108098533|XP_017057003.1|DFIC
OG0000036	LOC6729259|XP_016035909.1|DSIM, LOC6729260|XP_002104580.2|DSIM	LOC108087237|XP_017040017.1|DFIC
OG0000037	LOC6735171|XP_016028454.1|DSIM	LOC108087844|XP_017040913.1|DFIC
OG0000037	LOC6727491|XP_002102871.2|DSIM	LOC108088042|XP_017041165.1|DFIC
OG0000037	LOC6727490|XP_002102870.2|DSIM	LOC108088040|XP_017041164.1|DFIC
OG0000038	LOC6738693|XP_002085495.1|DSIM	LOC108088854|XP_017042318.1|DFIC
OG0000038	LOC6738696|XP_016032514.1|DSIM	LOC108088914|XP_017042416.1|DFIC
OG0000039	LOC6726964|XP_002102366.2|DSIM	LOC108091791|XP_017046639.1|DFIC
OG0000039	LOC27207643|XP_016039311.1|DSIM	LOC108097516|XP_017055329.1|DFIC
OG0000039	LOC6740324|XP_002077196.2|DSIM	LOC108097515|XP_017055328.1|DFIC
OG0000039	LOC6725586|XP_039153235.1|DSIM	LOC108095512|XP_017052111.1|DFIC
OG0000040	LOC6727642|XP_002103019.1|DSIM	LOC108092229|XP_017047255.1|DFIC
OG0000040	LOC6728556|XP_002103897.1|DSIM	LOC108087305|XP_017040113.1|DFIC
OG0000040	LOC6728557|XP_002103898.1|DSIM	LOC108087307|XP_017040114.1|DFIC
OG0000040	LOC6727641|XP_002103018.1|DSIM	LOC108092211|XP_017047228.1|DFIC
OG0000040	LOC6727640|XP_016034235.1|DSIM	LOC108092212|XP_017047230.1|DFIC
OG0000040	LOC6727638|XP_002103015.1|DSIM	LOC108092206|XP_017047224.1|DFIC
OG0000040	LOC6730355|XP_002105637.2|DSIM	LOC108100764|XP_017060292.1|DFIC
OG0000041	LOC6729586|XP_002104894.1|DSIM	LOC108095996|XP_017052831.1|DFIC
OG0000041	LOC6729591|XP_002104899.1|DSIM	LOC108095939|XP_017052765.1|DFIC
OG0000041	LOC6729598|XP_002104906.1|DSIM	LOC108095866|XP_017052659.1|DFIC
OG0000041	LOC6729596|XP_002104904.1|DSIM, LOC6729597|XP_016036238.1|DSIM	LOC108095867|XP_017052660.1|DFIC
OG0000042	LOC27209427|XP_016038683.1|DSIM	LOC108097744|XP_017055741.1|DFIC
OG0000042	LOC6735085|XP_039148041.1|DSIM	LOC108090330|XP_017044433.1|DFIC
OG0000042	LOC6735089|XP_039148042.1|DSIM	LOC108090327|XP_017044430.1|DFIC
OG0000042	LOC6735086|XP_002082063.1|DSIM, LOC120284425|XP_039148040.1|DSIM	LOC108090329|XP_017044432.1|DFIC
