Orthogroup	DSIM.longest_only	DSEC.longest_only
OG0000000	LOC6729069|XP_016035716.1|DSIM	LOC116801718|XP_032578762.1|DSEC
OG0000000	LOC6732608|XP_002079727.1|DSIM	LOC6614481|XP_002038914.1|DSEC
OG0000000	LOC6735227|XP_002082200.1|DSIM	LOC6609904|XP_032570140.1|DSEC
OG0000000	LOC6735228|XP_002082201.1|DSIM	LOC6609905|XP_032572518.1|DSEC
OG0000000	LOC6736069|XP_002082970.1|DSIM	LOC6618816|XP_002043065.1|DSEC
OG0000000	LOC6736068|XP_002082969.1|DSIM	LOC6618815|XP_002043064.1|DSEC
OG0000000	LOC6729989|XP_002105283.1|DSIM	LOC6612634|XP_002037138.2|DSEC
OG0000000	LOC6726722|XP_002102133.3|DSIM	LOC6613854|XP_002038323.1|DSEC
OG0000000	LOC6737828|XP_002084656.1|DSIM	LOC6605446|XP_002030279.1|DSEC
OG0000002	LOC6734821|XP_002081824.1|DSIM	LOC6609498|XP_002034183.1|DSEC
OG0000002	LOC6735666|XP_002082584.2|DSIM	LOC6615482|XP_002039862.2|DSEC
OG0000002	LOC6735665|XP_002082583.2|DSIM	LOC6615481|XP_002039861.2|DSEC
OG0000002	LOC6735327|XP_016028674.2|DSIM	LOC6610018|XP_032572286.1|DSEC
OG0000002	LOC6738777|XP_016032596.1|DSIM	LOC6619439|XP_032575015.1|DSEC
OG0000002	LOC6731201|XP_002078360.1|DSIM	LOC6613615|XP_032570344.1|DSEC
OG0000003	LOC6734558|XP_002081567.1|DSIM	LOC6609226|XP_032570279.1|DSEC
OG0000003	LOC6734560|XP_016027665.1|DSIM	LOC6609227|XP_002033918.2|DSEC
OG0000003	LOC6729847|XP_016036585.1|DSIM	LOC6617182|XP_002041509.2|DSEC
OG0000003	LOC6734561|XP_002081570.1|DSIM	LOC6609229|XP_032570278.1|DSEC
OG0000003	LOC6733269|XP_002080332.1|DSIM	LOC6607893|XP_002032647.1|DSEC
OG0000003	LOC6734555|XP_002081564.3|DSIM	LOC6609222|XP_002033913.1|DSEC
OG0000003	LOC6734556|XP_016027664.2|DSIM	LOC6609223|XP_002033914.2|DSEC
OG0000003	LOC6734559|XP_002081568.1|DSIM	LOC116800691|XP_032572969.1|DSEC
OG0000003	LOC6734554|XP_039147555.1|DSIM	LOC6609221|XP_002033912.1|DSEC
OG0000003	LOC6733557|XP_016026506.1|DSIM	LOC6608196|XP_002032941.1|DSEC
OG0000003	LOC6733555|XP_039148197.1|DSIM	LOC6608194|XP_002032939.1|DSEC
OG0000003	LOC6731100|XP_002078257.3|DSIM	LOC6613508|XP_002037976.1|DSEC
OG0000007	LOC6736955|XP_002083802.1|DSIM	LOC116800972|XP_032573823.1|DSEC
OG0000007	LOC6736956|XP_002083803.1|DSIM	LOC6610954|XP_002035511.1|DSEC
OG0000007	LOC6736953|XP_002083800.1|DSIM	LOC6610952|XP_032575303.1|DSEC
OG0000007	LOC6736952|XP_002083799.1|DSIM	LOC6610951|XP_002035508.1|DSEC
OG0000007	LOC6731020|XP_002078181.1|DSIM	LOC6613406|XP_032583270.1|DSEC
OG0000007	LOC6733581|XP_002080635.1|DSIM	LOC6608215|XP_032572281.1|DSEC
OG0000007	LOC6730230|XP_002105513.1|DSIM, LOC6740467|XP_002077312.3|DSIM, LOC6730231|XP_002105514.2|DSIM	LOC6612871|XP_002037363.1|DSEC
OG0000007	LOC120284928|XP_039150400.1|DSIM, LOC6730135|XP_039150399.1|DSIM	LOC6612775|XP_032579057.1|DSEC
OG0000007	LOC6731021|XP_002078182.1|DSIM	LOC6613407|XP_032570241.1|DSEC
OG0000007	LOC6737273|XP_039149649.1|DSIM	LOC6604871|XP_002029716.1|DSEC
OG0000007	LOC27206286|XP_016030986.1|DSIM	LOC6604870|XP_002029715.1|DSEC
OG0000007	LOC6731019|XP_002078180.2|DSIM	LOC6613405|XP_032574637.1|DSEC
OG0000007	LOC6736957|XP_016030597.1|DSIM	LOC6610955|XP_032575304.1|DSEC
OG0000007	LOC27207276|XP_016030598.2|DSIM	LOC6610956|XP_002035513.1|DSEC
OG0000008	LOC6727443|XP_016034017.1|DSIM	LOC6619063|XP_002043304.1|DSEC
OG0000008	LOC6736741|XP_002083597.1|DSIM	LOC6610740|XP_002035306.1|DSEC
OG0000008	LOC6736744|XP_016030372.1|DSIM	LOC6610743|XP_002035309.1|DSEC
OG0000008	LOC6732025|XP_039148682.1|DSIM	LOC6617678|XP_002041991.1|DSEC
OG0000008	LOC6736742|XP_002083598.1|DSIM	LOC6610741|XP_002035307.2|DSEC
OG0000008	LOC6725212|XP_002106235.2|DSIM	LOC6612353|XP_002036862.1|DSEC
OG0000008	LOC6726999|XP_039151364.1|DSIM	LOC6614150|XP_002038603.2|DSEC
OG0000008	LOC6726998|XP_016033494.2|DSIM	LOC6614148|XP_002038601.1|DSEC, LOC116801716|XP_032578753.1|DSEC
OG0000008	LOC6726996|XP_002102397.1|DSIM	LOC116801478|XP_032577234.1|DSEC
OG0000008	LOC6726997|XP_002102398.2|DSIM	LOC116801482|XP_032577264.1|DSEC
OG0000008	LOC6726995|XP_002102396.1|DSIM	LOC116801721|XP_032578777.1|DSEC
OG0000009	LOC6727419|XP_002102801.1|DSIM	LOC6621079|XP_032578529.1|DSEC, LOC6607851|XP_002032601.2|DSEC
OG0000009	LOC6727422|XP_002102804.2|DSIM	LOC116802673|XP_032582931.1|DSEC, LOC6607846|XP_032576484.1|DSEC
OG0000009	LOC6727423|XP_016033975.1|DSIM	LOC116802676|XP_032582933.1|DSEC, LOC6619044|XP_002043286.1|DSEC
OG0000009	LOC6727420|XP_002102802.1|DSIM	LOC6619042|XP_032576485.1|DSEC
OG0000009	LOC6736925|XP_002083772.1|DSIM	LOC6610926|XP_032574591.1|DSEC
OG0000009	LOC6736926|XP_002083773.1|DSIM	LOC116801150|XP_032574906.1|DSEC
OG0000009	LOC6736062|XP_002082963.1|DSIM	LOC6618810|XP_002043059.1|DSEC
OG0000009	LOC6728414|XP_016035007.1|DSIM	LOC6606719|XP_002031518.1|DSEC
OG0000009	LOC6734157|XP_002081186.1|DSIM	LOC6608841|XP_002033555.1|DSEC
OG0000009	LOC6734155|XP_002081184.1|DSIM	LOC6608840|XP_002033554.1|DSEC
OG0000010	LOC120285813|XP_039154363.1|DSIM, LOC6728075|XP_016034694.1|DSIM	LOC6606375|XP_032579311.1|DSEC
OG0000011	LOC6730832|XP_016023246.1|DSIM	LOC6613215|XP_002037694.2|DSEC
OG0000011	LOC6730831|XP_002077997.2|DSIM	LOC6613214|XP_002037693.2|DSEC
OG0000011	LOC27207823|XP_016023441.1|DSIM	LOC6613356|XP_002037830.1|DSEC
OG0000011	LOC27206207|XP_039149631.1|DSIM	LOC6616450|XP_032574488.1|DSEC
OG0000011	LOC27207879|XP_016023440.1|DSIM	LOC6613355|XP_032576619.1|DSEC
OG0000011	LOC27208182|XP_016025194.2|DSIM	LOC6614408|XP_032583172.1|DSEC
OG0000011	LOC6732545|XP_016025201.1|DSIM	LOC6614413|XP_032577346.1|DSEC
OG0000011	LOC6725826|XP_016039150.1|DSIM	LOC6618632|XP_032581615.1|DSEC
OG0000011	LOC27206349|XP_016039152.1|DSIM	LOC6618634|XP_002042893.2|DSEC
OG0000011	LOC6737998|XP_002084813.2|DSIM	LOC6605626|XP_002030444.2|DSEC
OG0000011	LOC27206230|XP_016031794.1|DSIM	LOC6605627|XP_002030445.2|DSEC
OG0000011	LOC6728756|XP_002104091.1|DSIM	LOC6607077|XP_002031865.1|DSEC
OG0000012	LOC6735247|XP_016028572.1|DSIM	LOC6609925|XP_002034575.2|DSEC
OG0000012	LOC6735246|XP_016028570.1|DSIM	LOC6609924|XP_002034574.2|DSEC
OG0000012	LOC6735245|XP_016028569.1|DSIM	LOC6609923|XP_032571611.1|DSEC
OG0000012	LOC6735248|XP_016028574.1|DSIM	LOC6609926|XP_002034576.1|DSEC
OG0000012	LOC6735250|XP_002082223.1|DSIM	LOC6609929|XP_032571342.1|DSEC
OG0000012	LOC6735249|XP_016028575.1|DSIM	LOC6609927|XP_002034577.1|DSEC
OG0000012	LOC6734131|XP_002081160.1|DSIM	LOC6608817|XP_032571423.1|DSEC
OG0000012	LOC6734132|XP_016027145.1|DSIM	LOC6608818|XP_032571424.1|DSEC
OG0000012	LOC6734133|XP_002081162.3|DSIM	LOC6608819|XP_002033533.2|DSEC
OG0000012	LOC6734134|XP_016027146.1|DSIM	LOC6608820|XP_032571616.1|DSEC
OG0000012	LOC6734135|XP_002081164.1|DSIM	LOC6608821|XP_032571618.1|DSEC
OG0000012	LOC6734136|XP_016027147.1|DSIM	LOC6608822|XP_032571615.1|DSEC
OG0000013	LOC6734455|XP_002081474.1|DSIM	LOC6609116|XP_002033818.1|DSEC
OG0000013	LOC6725717|XP_016038992.1|DSIM	LOC6619913|XP_032582274.1|DSEC
OG0000013	LOC6728006|XP_016034604.1|DSIM	LOC6606301|XP_002031106.1|DSEC
OG0000013	LOC6737992|XP_016031791.1|DSIM	LOC6605619|XP_032575697.1|DSEC
OG0000013	LOC6728269|XP_002103618.2|DSIM	LOC6606578|XP_002031379.1|DSEC
OG0000013	LOC6729335|XP_016035977.1|DSIM	LOC6607674|XP_002032439.2|DSEC
OG0000013	LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM	LOC116801751|XP_032578918.1|DSEC
OG0000013	LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM	LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC
OG0000014	LOC120285345|XP_039153408.1|DSIM	LOC116802438|XP_032582808.1|DSEC
OG0000014	LOC120285375|XP_039153883.1|DSIM	LOC116800565|XP_032572118.1|DSEC, LOC116802202|XP_032581775.1|DSEC
OG0000015	LOC6732807|XP_002079920.3|DSIM	LOC6614679|XP_002039106.1|DSEC
OG0000015	LOC6730910|XP_002078074.1|DSIM	LOC6613280|XP_002037757.1|DSEC
OG0000015	LOC6730642|XP_002077813.2|DSIM	LOC116803534|XP_032583120.1|DSEC
OG0000015	LOC6739194|XP_002076105.3|DSIM	LOC6617420|XP_032571737.1|DSEC
OG0000015	LOC6731349|XP_002078505.1|DSIM	LOC6611526|XP_002036067.1|DSEC
OG0000015	LOC6731405|XP_002078558.1|DSIM	LOC116800339|XP_032570434.1|DSEC
OG0000015	LOC27206160|XP_016027033.1|DSIM	LOC6608675|XP_002033404.2|DSEC
OG0000015	LOC27207583|XP_016036303.1|DSIM	LOC116801741|XP_032578887.1|DSEC
OG0000016	LOC6728214|XP_016034853.1|DSIM	LOC6606525|XP_002031326.2|DSEC
OG0000016	LOC6735456|XP_002082396.1|DSIM	LOC6615268|XP_002039673.2|DSEC
OG0000016	LOC6728317|XP_002103666.1|DSIM	LOC6606623|XP_002031424.1|DSEC
OG0000016	LOC6734815|XP_016028043.1|DSIM	LOC6609492|XP_032572820.1|DSEC
OG0000016	LOC6725225|XP_016038239.1|DSIM	LOC6612339|XP_002036849.1|DSEC
OG0000016	LOC6733183|XP_016026067.1|DSIM	LOC6619144|XP_002043384.1|DSEC
OG0000016	LOC6727955|XP_016034553.1|DSIM	LOC6606248|XP_002031056.2|DSEC
OG0000016	LOC6739089|XP_016032930.1|DSIM	LOC6616531|XP_002040890.1|DSEC
OG0000017	LOC6740020|XP_002076907.2|DSIM	LOC6620183|XP_002044394.1|DSEC
OG0000017	LOC6733445|XP_002080502.2|DSIM	LOC6608076|XP_002032824.1|DSEC
OG0000017	LOC6733173|XP_002080249.1|DSIM	LOC6619131|XP_002043371.1|DSEC
OG0000017	LOC6740754|XP_016035626.1|DSIM	LOC6607277|XP_002032056.1|DSEC
OG0000017	LOC6729887|XP_002105190.2|DSIM	LOC6618718|XP_002042977.1|DSEC
OG0000017	LOC6735880|XP_002082790.1|DSIM	LOC6615716|XP_032571357.1|DSEC
OG0000017	LOC6733175|XP_002080251.2|DSIM	LOC6619133|XP_002043373.1|DSEC
OG0000017	LOC6735881|XP_002082791.1|DSIM	LOC6615717|XP_002040088.1|DSEC
OG0000017	LOC6730584|XP_002077763.1|DSIM	LOC6617387|XP_032577559.1|DSEC
OG0000018	LOC6736980|XP_002083827.1|DSIM	LOC6610980|XP_002035537.1|DSEC
OG0000018	LOC6736987|XP_002083834.1|DSIM	LOC6610987|XP_002035544.1|DSEC
OG0000018	LOC6736983|XP_002083830.1|DSIM	LOC6610983|XP_002035540.1|DSEC
OG0000018	LOC6736982|XP_002083829.1|DSIM	LOC6621634|XP_002045742.2|DSEC
OG0000018	LOC6736975|XP_002083822.1|DSIM	LOC6610978|XP_002035535.1|DSEC, LOC6610976|XP_002035533.2|DSEC
OG0000019	LOC6729811|XP_002105114.1|DSIM	LOC6617118|XP_002041445.1|DSEC
OG0000019	LOC6729810|XP_002105113.1|DSIM	LOC6617116|XP_002041443.2|DSEC
OG0000019	LOC27208716|XP_016036498.1|DSIM	LOC6617117|XP_002041444.1|DSEC
OG0000019	LOC6729806|XP_002105109.2|DSIM	LOC6617113|XP_002041440.2|DSEC
OG0000019	LOC6729809|XP_002105112.1|DSIM	LOC6617114|XP_002041441.1|DSEC
OG0000019	LOC6729812|XP_002105115.1|DSIM	LOC6617119|XP_002041446.1|DSEC
OG0000019	LOC6729813|XP_002105116.1|DSIM	LOC6617120|XP_032579359.1|DSEC
OG0000020	LOC6730019|XP_002105313.2|DSIM	LOC116801805|XP_032579403.1|DSEC
OG0000020	LOC6735524|XP_016028869.1|DSIM	LOC6615344|XP_002039742.1|DSEC
OG0000020	LOC27207807|XP_039147183.1|DSIM	LOC6614620|XP_002039048.1|DSEC
OG0000020	LOC6733705|XP_002080752.3|DSIM	LOC6608343|XP_032571142.1|DSEC
OG0000020	LOC6731489|XP_016024167.1|DSIM	LOC6611665|XP_032583373.1|DSEC
OG0000020	LOC6727407|XP_016033953.2|DSIM	LOC6619030|XP_032578205.1|DSEC
OG0000020	LOC6728507|XP_016035147.1|DSIM	LOC6606811|XP_002031608.2|DSEC
OG0000020	LOC6733023|XP_016025710.1|DSIM	LOC6618224|XP_032583413.1|DSEC
OG0000020	LOC6732748|XP_016025473.2|DSIM	LOC6614621|XP_002039049.1|DSEC
OG0000021	LOC6730820|XP_002077987.1|DSIM	LOC6613204|XP_002037684.1|DSEC
OG0000021	LOC6735639|XP_002082557.1|DSIM	LOC6615454|XP_002039834.1|DSEC
OG0000021	LOC6739483|XP_002076381.1|DSIM	LOC6615468|XP_002039848.1|DSEC
OG0000021	LOC27206609|XP_016028304.1|DSIM	LOC6609714|XP_002034371.1|DSEC
OG0000021	LOC6725592|XP_039153232.1|DSIM	LOC6617550|XP_032580648.1|DSEC
OG0000021	LOC6729419|XP_002104734.2|DSIM	LOC6607757|XP_002032520.1|DSEC
OG0000021	LOC6728358|XP_016034980.1|DSIM	LOC6606667|XP_002031467.1|DSEC
OG0000021	LOC6726014|XP_016039394.1|DSIM	LOC6620369|XP_002044577.1|DSEC
OG0000022	LOC27206614|XP_039147853.1|DSIM	LOC6609401|XP_002034086.1|DSEC
OG0000022	LOC6736292|XP_002083176.1|DSIM	LOC6610269|XP_002034864.1|DSEC
OG0000022	LOC6736297|XP_002083181.2|DSIM	LOC6610278|XP_002034873.2|DSEC
OG0000022	LOC27207162|XP_016029777.2|DSIM	LOC6610275|XP_002034870.1|DSEC, LOC6610276|XP_002034871.1|DSEC
OG0000022	LOC6736296|XP_002083180.1|DSIM	LOC6610274|XP_002034869.1|DSEC
OG0000022	LOC27207148|XP_016029776.1|DSIM	LOC116801300|XP_032575946.1|DSEC
OG0000023	LOC6727100|XP_002102493.1|DSIM	LOC6614266|XP_002038706.1|DSEC
OG0000023	LOC6727104|XP_002102497.2|DSIM	LOC6614270|XP_002038710.2|DSEC
OG0000023	LOC6727107|XP_016033584.1|DSIM	LOC6614272|XP_002038712.1|DSEC
OG0000023	LOC6735713|XP_002082629.1|DSIM	LOC6615538|XP_002039917.1|DSEC
OG0000023	LOC6727106|XP_039151383.1|DSIM	LOC6614271|XP_032578446.1|DSEC
OG0000023	LOC6727099|XP_002102492.1|DSIM	LOC6614265|XP_002038705.1|DSEC
OG0000023	LOC6727095|XP_016033580.1|DSIM	LOC6614261|XP_032579066.1|DSEC
OG0000023	LOC6727097|XP_002102490.1|DSIM	LOC6614263|XP_002038703.1|DSEC
OG0000023	LOC6727094|XP_016033578.1|DSIM	LOC6614259|XP_032579064.1|DSEC
OG0000024	LOC6733991|XP_002081035.1|DSIM	LOC116800706|XP_032573066.1|DSEC
OG0000024	LOC27209398|XP_016027021.1|DSIM	LOC6608650|XP_002033384.1|DSEC
OG0000024	LOC6733990|XP_002081034.2|DSIM	LOC6608651|XP_032573063.1|DSEC
OG0000024	LOC6732909|XP_002080014.1|DSIM	LOC6618118|XP_002042417.2|DSEC
OG0000024	LOC6733989|XP_002081033.1|DSIM	LOC6608649|XP_032571742.1|DSEC
OG0000024	LOC6739427|XP_002076329.1|DSIM	LOC6609002|XP_002033708.1|DSEC
OG0000025	LOC27207833|XP_016038650.1|DSIM	LOC6619774|XP_032582021.1|DSEC, LOC6613440|XP_002037914.1|DSEC
OG0000026	LOC6725654|XP_002106661.1|DSIM	LOC6617640|XP_002041953.1|DSEC
OG0000026	LOC6731167|XP_002078325.1|DSIM	LOC6613582|XP_002038050.1|DSEC
OG0000026	LOC6725713|XP_002106716.1|DSIM	LOC6619909|XP_002044121.1|DSEC
OG0000026	LOC6726897|XP_002102299.1|DSIM	LOC6614041|XP_002038495.1|DSEC
OG0000026	LOC6727211|XP_002102603.1|DSIM	LOC6620024|XP_002044237.2|DSEC
OG0000027	LOC6731383|XP_002078536.1|DSIM	LOC6611562|XP_002036100.1|DSEC
OG0000027	LOC6731386|XP_002078539.1|DSIM	LOC6611565|XP_002036103.2|DSEC
OG0000027	LOC6731384|XP_002078537.1|DSIM	LOC6611563|XP_002036101.1|DSEC
OG0000028	LOC120284825|XP_039150147.1|DSIM, LOC120284826|XP_039150148.1|DSIM, LOC6738682|XP_016032507.2|DSIM	LOC6619350|XP_032575819.1|DSEC
OG0000028	LOC120284824|XP_039150146.1|DSIM	LOC116801283|XP_032575818.1|DSEC
OG0000028	LOC6738681|XP_016032508.2|DSIM, LOC120284827|XP_039150150.1|DSIM	LOC116801284|XP_032575821.1|DSEC, LOC6619351|XP_032575820.1|DSEC
OG0000028	LOC120284696|XP_039148939.1|DSIM	LOC6605908|XP_002030721.1|DSEC
OG0000029	LOC6739710|XP_002076603.1|DSIM	LOC6606884|XP_002031678.1|DSEC
OG0000029	LOC6733757|XP_002080801.1|DSIM	LOC6608399|XP_002033133.1|DSEC
OG0000029	LOC6735151|XP_002082126.1|DSIM	LOC6609830|XP_002034482.1|DSEC
OG0000029	LOC6731526|XP_002078674.1|DSIM	LOC6611703|XP_002036237.1|DSEC
OG0000029	LOC6728974|XP_002104302.1|DSIM	LOC6607309|XP_002032088.1|DSEC
OG0000029	LOC27208471|XP_016032409.1|DSIM	LOC6618299|XP_002042572.1|DSEC
OG0000030	LOC6732024|XP_016024722.1|DSIM	LOC6617677|XP_032583255.1|DSEC
OG0000030	LOC6732022|XP_002079155.1|DSIM	LOC6617675|XP_002041988.1|DSEC
OG0000030	LOC6732023|XP_002079156.1|DSIM	LOC6617676|XP_002041989.1|DSEC
OG0000030	LOC6730745|XP_002077913.2|DSIM	LOC6613129|XP_002037610.2|DSEC
OG0000030	LOC6735876|XP_002082786.1|DSIM	LOC6615712|XP_002040083.1|DSEC
OG0000030	LOC27208281|XP_039152536.1|DSIM	LOC6616124|XP_002040489.1|DSEC
OG0000030	LOC6740355|XP_002077222.1|DSIM	LOC6615087|XP_032581969.1|DSEC
OG0000031	LOC6732472|XP_016025109.1|DSIM	LOC6613654|XP_002038124.2|DSEC
OG0000031	LOC27206502|XP_016025100.2|DSIM	LOC6613642|XP_032571112.1|DSEC
OG0000031	LOC6732447|XP_002079568.2|DSIM	LOC6611386|XP_002035931.1|DSEC
OG0000031	LOC6736718|XP_002083574.1|DSIM	LOC6610715|XP_032575982.1|DSEC
OG0000031	LOC6730782|XP_002077950.2|DSIM	LOC6613163|XP_002037644.1|DSEC
OG0000031	LOC6733504|XP_016026473.1|DSIM	LOC6608128|XP_002032876.2|DSEC
OG0000031	LOC6731777|XP_016024472.1|DSIM	LOC6611956|XP_002036473.1|DSEC
OG0000032	LOC6728385|XP_016034993.2|DSIM	LOC6606692|XP_002031492.2|DSEC
OG0000032	LOC6728379|XP_016034990.1|DSIM	LOC6606686|XP_002031486.2|DSEC
OG0000032	LOC6728383|XP_002103731.2|DSIM	LOC6606689|XP_002031489.2|DSEC
OG0000032	LOC6728378|XP_002103726.1|DSIM	LOC6606685|XP_002031485.1|DSEC
OG0000033	LOC6729955|XP_039150847.1|DSIM	LOC6612608|XP_032578226.1|DSEC
OG0000033	LOC6732999|XP_002080078.1|DSIM	LOC6618199|XP_032571400.1|DSEC
OG0000033	LOC6733000|XP_016025683.2|DSIM	LOC6618200|XP_032577814.1|DSEC
OG0000033	LOC6732998|XP_016025682.1|DSIM	LOC6618198|XP_002042473.1|DSEC
OG0000033	LOC6733292|XP_016026219.1|DSIM	LOC6607913|XP_002032667.1|DSEC
OG0000033	LOC6733291|XP_002080354.2|DSIM	LOC6607912|XP_002032666.2|DSEC
OG0000033	LOC6733297|XP_016026220.1|DSIM	LOC6607918|XP_002032668.1|DSEC
OG0000033	LOC6738496|XP_002085302.1|DSIM	LOC6606119|XP_002030927.1|DSEC
OG0000033	LOC6727186|XP_002102578.1|DSIM	LOC6614345|XP_002038784.1|DSEC
OG0000033	LOC6727187|XP_002102579.2|DSIM	LOC6614346|XP_032579053.1|DSEC
OG0000033	LOC6734776|XP_002081779.1|DSIM	LOC6609451|XP_002034136.1|DSEC
OG0000033	LOC6734775|XP_016027979.1|DSIM	LOC6609450|XP_002034135.2|DSEC
OG0000034	LOC6734824|XP_002081826.2|DSIM	LOC6609502|XP_032572499.1|DSEC
OG0000034	LOC6732560|XP_002079679.3|DSIM	LOC6614428|XP_002038861.1|DSEC
OG0000034	LOC6732561|XP_002079680.1|DSIM	LOC6614429|XP_032583720.1|DSEC
OG0000034	LOC27209034|XP_016025242.1|DSIM	LOC6614430|XP_002038863.1|DSEC
OG0000034	LOC6732919|XP_002080023.2|DSIM	LOC6618128|XP_032583108.1|DSEC
OG0000034	LOC6731186|XP_002078345.3|DSIM	LOC6613602|XP_002038072.1|DSEC
OG0000035	LOC120285676|XP_039154249.1|DSIM, LOC120285439|XP_039154107.1|DSIM	LOC116801144|XP_032574854.1|DSEC, LOC116803369|XP_032583006.1|DSEC, LOC116802424|XP_032582796.1|DSEC, LOC116800952|XP_032573705.1|DSEC, LOC116800425|XP_032571180.1|DSEC, LOC116800423|XP_032571178.1|DSEC, LOC116800424|XP_032571179.1|DSEC, LOC116802683|XP_032582939.1|DSEC, LOC116800953|XP_032573706.1|DSEC, LOC116802525|XP_032582878.1|DSEC, LOC116803147|XP_032582966.1|DSEC, LOC116803149|XP_032582987.1|DSEC
OG0000035	LOC120285687|XP_039154278.1|DSIM	LOC116802524|XP_032582877.1|DSEC, LOC116802523|XP_032582876.1|DSEC, LOC116802461|XP_032582828.1|DSEC, LOC116803487|XP_032583072.1|DSEC, LOC116803490|XP_032583075.1|DSEC, LOC116803615|XP_032583545.1|DSEC, LOC116800556|XP_032572033.1|DSEC, LOC116800488|XP_032571650.1|DSEC, LOC116800476|XP_032571598.1|DSEC
OG0000035	LOC120285681|XP_039154261.1|DSIM, LOC120285680|XP_039154260.1|DSIM	LOC116803217|XP_032582992.1|DSEC
OG0000035	LOC120284470|XP_039148696.1|DSIM, LOC120284948|XP_039150575.1|DSIM, LOC120284253|XP_039147185.1|DSIM	LOC116800883|XP_032573129.1|DSEC, LOC116801568|XP_032577885.1|DSEC, LOC116801299|XP_032575930.1|DSEC, LOC116800469|XP_032571521.1|DSEC, LOC116803428|XP_032583044.1|DSEC, LOC116802308|XP_032582319.1|DSEC, LOC116802335|XP_032582529.1|DSEC, LOC116800211|XP_032569882.1|DSEC, LOC6620638|XP_032580578.1|DSEC, LOC116803388|XP_032583021.1|DSEC, LOC116801547|XP_032577763.1|DSEC
OG0000035	LOC120285443|XP_039154113.1|DSIM	LOC116800586|XP_032572243.1|DSEC, LOC116800388|XP_032570916.1|DSEC, LOC116800434|XP_032571263.1|DSEC, LOC116802179|XP_032581560.1|DSEC, LOC116800554|XP_032572024.1|DSEC
OG0000035	LOC120284994|XP_039150936.1|DSIM	LOC116802087|XP_032581080.1|DSEC
OG0000036	LOC6727116|XP_002102509.1|DSIM	LOC6614280|XP_002038720.1|DSEC
OG0000036	LOC6727985|XP_002103337.2|DSIM	LOC6606280|XP_032578992.1|DSEC
OG0000036	LOC6726665|XP_039151600.1|DSIM	LOC6613804|XP_032577945.1|DSEC
OG0000036	LOC6729259|XP_016035909.1|DSIM, LOC6729260|XP_002104580.2|DSIM	LOC6607601|XP_002032369.2|DSEC
