Orthogroup	DSIM.longest_only	DBIA.longest_only
OG0000000	LOC6736069|XP_002082970.1|DSIM, LOC6736068|XP_002082969.1|DSIM	LOC108022121|XP_016946451.1|DBIA, LOC108022119|XP_016946449.1|DBIA, LOC108022117|XP_016946447.1|DBIA, LOC108022118|XP_016946448.1|DBIA, LOC108022116|XP_016946446.1|DBIA, LOC108028921|XP_016956428.1|DBIA
OG0000000	LOC6736070|XP_039148852.1|DSIM	LOC108022120|XP_016946450.1|DBIA
OG0000000	LOC6729989|XP_002105283.1|DSIM	LOC108024473|XP_016949882.1|DBIA
OG0000000	LOC6726722|XP_002102133.3|DSIM	LOC108032904|XP_016962446.1|DBIA
OG0000000	LOC6738252|XP_002085064.1|DSIM	LOC108034432|XP_016964806.1|DBIA
OG0000000	LOC6737828|XP_002084656.1|DSIM	LOC108032244|XP_016961600.1|DBIA
OG0000001	LOC120285442|XP_039154112.1|DSIM, LOC120285440|XP_039154108.1|DSIM	LOC108027240|XP_016954071.1|DBIA
OG0000001	LOC120284706|XP_039149044.1|DSIM	LOC108036881|XP_016968745.1|DBIA
OG0000002	LOC6734821|XP_002081824.1|DSIM	LOC108036386|XP_016967980.1|DBIA
OG0000002	LOC6735666|XP_002082584.2|DSIM	LOC108022558|XP_016947041.1|DBIA
OG0000002	LOC6735665|XP_002082583.2|DSIM	LOC108022153|XP_016946484.1|DBIA
OG0000002	LOC6738777|XP_016032596.1|DSIM	LOC108029010|XP_016956543.1|DBIA, LOC108028819|XP_016956295.1|DBIA, LOC108027026|XP_016953710.1|DBIA, LOC108028092|XP_016955225.1|DBIA
OG0000003	LOC6734558|XP_002081567.1|DSIM	LOC108030370|XP_016958727.1|DBIA
OG0000003	LOC6734560|XP_016027665.1|DSIM	LOC108030025|XP_016958054.1|DBIA
OG0000003	LOC6729847|XP_016036585.1|DSIM	LOC108024348|XP_016949739.1|DBIA
OG0000003	LOC6734561|XP_002081570.1|DSIM	LOC108030024|XP_016958053.1|DBIA
OG0000003	LOC6733269|XP_002080332.1|DSIM	LOC108030125|XP_016958318.1|DBIA
OG0000003	LOC6734555|XP_002081564.3|DSIM	LOC108029856|XP_016957835.1|DBIA
OG0000003	LOC6734559|XP_002081568.1|DSIM	LOC108030023|XP_016958052.1|DBIA, LOC108029857|XP_016957836.1|DBIA, LOC108029859|XP_016957838.1|DBIA
OG0000003	LOC6734554|XP_039147555.1|DSIM	LOC108030173|XP_016958402.1|DBIA
OG0000003	LOC6733557|XP_016026506.1|DSIM	LOC108029368|XP_016957084.1|DBIA
OG0000003	LOC6733555|XP_039148197.1|DSIM	LOC108029347|XP_016957028.1|DBIA
OG0000003	LOC6731100|XP_002078257.3|DSIM	LOC108034204|XP_016964524.1|DBIA
OG0000006	LOC120285545|XP_039154135.1|DSIM	LOC108021907|XP_016946218.1|DBIA
OG0000007	LOC6736955|XP_002083802.1|DSIM	LOC108028761|XP_016956223.1|DBIA
OG0000007	LOC6736956|XP_002083803.1|DSIM	LOC108028706|XP_016956144.1|DBIA
OG0000007	LOC6736953|XP_002083800.1|DSIM	LOC108028547|XP_016955936.1|DBIA
OG0000007	LOC6736948|XP_039149135.1|DSIM	LOC108028068|XP_016955198.1|DBIA
OG0000007	LOC6736952|XP_002083799.1|DSIM	LOC108028546|XP_016955935.1|DBIA
OG0000007	LOC6736950|XP_039149136.1|DSIM, LOC120284734|XP_039149214.1|DSIM	LOC108027995|XP_016955111.1|DBIA
OG0000007	LOC6731020|XP_002078181.1|DSIM	LOC108027672|XP_016954706.1|DBIA
OG0000007	LOC6733581|XP_002080635.1|DSIM	LOC108029358|XP_016957069.1|DBIA
OG0000007	LOC6730230|XP_002105513.1|DSIM, LOC6740467|XP_002077312.3|DSIM, LOC6730231|XP_002105514.2|DSIM	LOC108025402|XP_016951367.1|DBIA
OG0000007	LOC6731021|XP_002078182.1|DSIM	LOC108027675|XP_016954708.1|DBIA
OG0000007	LOC6737273|XP_039149649.1|DSIM	LOC108034652|XP_016965080.1|DBIA, LOC108034514|XP_016964927.1|DBIA
OG0000007	LOC27206286|XP_016030986.1|DSIM	LOC108034518|XP_016964930.1|DBIA
OG0000007	LOC6731019|XP_002078180.2|DSIM	LOC108027854|XP_016954941.1|DBIA
OG0000007	LOC6736957|XP_016030597.1|DSIM	LOC108028309|XP_016955521.1|DBIA
OG0000007	LOC27207276|XP_016030598.2|DSIM	LOC108028310|XP_016955522.1|DBIA
OG0000008	LOC6727443|XP_016034017.1|DSIM	LOC108032174|XP_016961516.1|DBIA
OG0000008	LOC6736741|XP_002083597.1|DSIM	LOC108034858|XP_016965498.1|DBIA
OG0000008	LOC6736744|XP_016030372.1|DSIM	LOC108034855|XP_016965493.1|DBIA
OG0000008	LOC6732025|XP_039148682.1|DSIM	LOC108033465|XP_016963291.1|DBIA
OG0000008	LOC6736742|XP_002083598.1|DSIM	LOC108034860|XP_016965500.1|DBIA
OG0000008	LOC6725212|XP_002106235.2|DSIM	LOC108029542|XP_016957386.1|DBIA
OG0000008	LOC6726999|XP_039151364.1|DSIM	LOC108027365|XP_016954278.1|DBIA
OG0000008	LOC6726996|XP_002102397.1|DSIM	LOC108027095|XP_016953802.1|DBIA
OG0000008	LOC6726995|XP_002102396.1|DSIM	LOC108027071|XP_016953774.1|DBIA
OG0000009	LOC6727419|XP_002102801.1|DSIM	LOC108031158|XP_016959863.1|DBIA
OG0000009	LOC6727422|XP_002102804.2|DSIM	LOC108032245|XP_016961597.1|DBIA
OG0000009	LOC6727423|XP_016033975.1|DSIM	LOC108031475|XP_016960425.1|DBIA
OG0000009	LOC6727420|XP_002102802.1|DSIM	LOC108032170|XP_016961513.1|DBIA
OG0000009	LOC6736925|XP_002083772.1|DSIM	LOC108028108|XP_016955244.1|DBIA
OG0000009	LOC6736062|XP_002082963.1|DSIM	LOC108022184|XP_016946525.1|DBIA
OG0000009	LOC6728414|XP_016035007.1|DSIM	LOC108032134|XP_016961458.1|DBIA
OG0000009	LOC6734157|XP_002081186.1|DSIM	LOC108023117|XP_016947872.1|DBIA
OG0000009	LOC6734155|XP_002081184.1|DSIM, LOC6734156|XP_002081185.1|DSIM	LOC108023077|XP_016947817.1|DBIA, LOC108023079|XP_016947818.1|DBIA
OG0000010	LOC120285280|XP_039152696.1|DSIM	LOC108024778|XP_016950383.1|DBIA
OG0000011	LOC6730832|XP_016023246.1|DSIM	LOC108027659|XP_016954664.1|DBIA, LOC108027849|XP_016954932.1|DBIA, LOC108027686|XP_016954724.1|DBIA
OG0000011	LOC27207823|XP_016023441.1|DSIM	LOC108027694|XP_016954732.1|DBIA
OG0000011	LOC27206207|XP_039149631.1|DSIM	LOC108030820|XP_016959420.1|DBIA, LOC108030017|XP_016958025.1|DBIA
OG0000011	LOC27208543|XP_016037023.1|DSIM	LOC108025089|XP_016950839.1|DBIA, LOC108027384|XP_016954306.1|DBIA, LOC108035135|XP_016966066.1|DBIA, LOC108027385|XP_016954308.1|DBIA, LOC108028835|XP_016956315.1|DBIA, LOC108027989|XP_016955104.1|DBIA, LOC108030612|XP_016959094.1|DBIA
OG0000011	LOC27208182|XP_016025194.2|DSIM	LOC108033517|XP_016963352.1|DBIA
OG0000011	LOC6732545|XP_016025201.1|DSIM	LOC108035164|XP_016966113.1|DBIA
OG0000011	LOC6725826|XP_016039150.1|DSIM, LOC27206349|XP_016039152.1|DSIM	LOC108024287|XP_016949675.1|DBIA
OG0000011	LOC6737998|XP_002084813.2|DSIM	LOC108035648|XP_016966843.1|DBIA
OG0000011	LOC27206230|XP_016031794.1|DSIM	LOC108035647|XP_016966842.1|DBIA
OG0000011	LOC6728756|XP_002104091.1|DSIM	LOC108024710|XP_016950292.1|DBIA
OG0000012	LOC6735247|XP_016028572.1|DSIM	LOC108026825|XP_016953482.1|DBIA
OG0000012	LOC6735246|XP_016028570.1|DSIM	LOC108026824|XP_016953480.1|DBIA
OG0000012	LOC6735245|XP_016028569.1|DSIM	LOC108026519|XP_016952952.1|DBIA, LOC108026518|XP_016952951.1|DBIA
OG0000012	LOC6735248|XP_016028574.1|DSIM	LOC108026906|XP_016953604.1|DBIA
OG0000012	LOC6735250|XP_002082223.1|DSIM	LOC108026886|XP_016953577.1|DBIA
OG0000012	LOC6735249|XP_016028575.1|DSIM	LOC108026941|XP_016953643.1|DBIA
OG0000012	LOC6734131|XP_002081160.1|DSIM	LOC108022093|XP_016946425.1|DBIA
OG0000012	LOC6734132|XP_016027145.1|DSIM	LOC108022195|XP_016946536.1|DBIA
OG0000012	LOC6734133|XP_002081162.3|DSIM	LOC108023104|XP_016947858.1|DBIA
OG0000012	LOC6734134|XP_016027146.1|DSIM	LOC108022092|XP_016946424.1|DBIA
OG0000012	LOC6734135|XP_002081164.1|DSIM	LOC108022979|XP_016947693.1|DBIA
OG0000012	LOC6734136|XP_016027147.1|DSIM	LOC108022976|XP_016947689.1|DBIA
OG0000013	LOC6734455|XP_002081474.1|DSIM	LOC108036445|XP_016968074.1|DBIA
OG0000013	LOC6725717|XP_016038992.1|DSIM	LOC108030851|XP_016959521.1|DBIA
OG0000013	LOC6728006|XP_016034604.1|DSIM	LOC108031414|XP_016960303.1|DBIA
OG0000013	LOC6737992|XP_016031791.1|DSIM	LOC108034990|XP_016965812.1|DBIA
OG0000013	LOC6728269|XP_002103618.2|DSIM	LOC108024443|XP_016949852.1|DBIA
OG0000013	LOC6729335|XP_016035977.1|DSIM	LOC108026153|XP_016952377.1|DBIA
OG0000013	LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM, LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM	LOC108031653|XP_016960776.1|DBIA, LOC108022928|XP_016947668.1|DBIA, LOC108024680|XP_016950243.1|DBIA, LOC108024686|XP_016950255.1|DBIA, LOC108031441|XP_016960362.1|DBIA
OG0000014	LOC120285345|XP_039153408.1|DSIM	LOC108022025|XP_016946391.1|DBIA
OG0000014	LOC120284347|XP_039147384.1|DSIM	LOC108021915|XP_016946228.1|DBIA, LOC108031505|XP_016960503.1|DBIA
OG0000015	LOC6732807|XP_002079920.3|DSIM	LOC108033679|XP_016963624.1|DBIA
OG0000015	LOC6730910|XP_002078074.1|DSIM	LOC108029004|XP_016956536.1|DBIA
OG0000015	LOC6730729|XP_002077897.2|DSIM	LOC108028922|XP_016956429.1|DBIA
OG0000015	LOC6730642|XP_002077813.2|DSIM	LOC108032335|XP_016961635.1|DBIA
OG0000015	LOC6739194|XP_002076105.3|DSIM	LOC108032334|XP_016961634.1|DBIA
OG0000015	LOC6731349|XP_002078505.1|DSIM	LOC108033354|XP_016963153.1|DBIA
OG0000015	LOC27206160|XP_016027033.1|DSIM	LOC108030294|XP_016958615.1|DBIA
OG0000015	LOC27207583|XP_016036303.1|DSIM	LOC108033676|XP_016963619.1|DBIA, LOC108033509|XP_016963341.1|DBIA
OG0000016	LOC6728214|XP_016034853.1|DSIM	LOC108031488|XP_016960465.1|DBIA
OG0000016	LOC6735456|XP_002082396.1|DSIM	LOC108022510|XP_016946968.1|DBIA
OG0000016	LOC6728317|XP_002103666.1|DSIM	LOC108032049|XP_016961350.1|DBIA
OG0000016	LOC6734815|XP_016028043.1|DSIM	LOC108036535|XP_016968248.1|DBIA
OG0000016	LOC6725225|XP_016038239.1|DSIM	LOC108031387|XP_016960277.1|DBIA
OG0000016	LOC6733183|XP_016026067.1|DSIM	LOC108024269|XP_016949648.1|DBIA
OG0000016	LOC6727955|XP_016034553.1|DSIM	LOC108026160|XP_016952383.1|DBIA
OG0000016	LOC6739089|XP_016032930.1|DSIM	LOC108030823|XP_016959429.1|DBIA
OG0000017	LOC6740020|XP_002076907.2|DSIM	LOC108032967|XP_016962527.1|DBIA
OG0000017	LOC6733445|XP_002080502.2|DSIM	LOC108036348|XP_016967909.1|DBIA
OG0000017	LOC6733173|XP_002080249.1|DSIM	LOC108036878|XP_016968743.1|DBIA
OG0000017	LOC6740754|XP_016035626.1|DSIM	LOC108031941|XP_016961211.1|DBIA
OG0000017	LOC6729887|XP_002105190.2|DSIM	LOC108026055|XP_016952238.1|DBIA
OG0000017	LOC6735880|XP_002082790.1|DSIM	LOC108022955|XP_016947661.1|DBIA
OG0000017	LOC6733175|XP_002080251.2|DSIM	LOC108024069|XP_016949327.1|DBIA
OG0000017	LOC6735881|XP_002082791.1|DSIM	LOC108022064|XP_016946398.1|DBIA
OG0000017	LOC6730585|XP_016023026.1|DSIM, LOC6730584|XP_002077763.1|DSIM	LOC108027769|XP_016954820.1|DBIA
OG0000018	LOC6736980|XP_002083827.1|DSIM	LOC108028400|XP_016955704.1|DBIA
OG0000018	LOC6736983|XP_002083830.1|DSIM	LOC108028081|XP_016955212.1|DBIA
OG0000018	LOC6736982|XP_002083829.1|DSIM	LOC108028402|XP_016955706.1|DBIA
OG0000019	LOC6729811|XP_002105114.1|DSIM	LOC108025227|XP_016951062.1|DBIA
OG0000019	LOC6729810|XP_002105113.1|DSIM	LOC108025229|XP_016951064.1|DBIA
OG0000019	LOC27208716|XP_016036498.1|DSIM	LOC108025230|XP_016951066.1|DBIA
OG0000019	LOC6729806|XP_002105109.2|DSIM	LOC108025224|XP_016951060.1|DBIA
OG0000019	LOC6729809|XP_002105112.1|DSIM	LOC108025228|XP_016951063.1|DBIA
OG0000019	LOC6729812|XP_002105115.1|DSIM	LOC108025225|XP_016951061.1|DBIA
OG0000019	LOC6729813|XP_002105116.1|DSIM	LOC108025231|XP_016951067.1|DBIA
OG0000020	LOC6730019|XP_002105313.2|DSIM	LOC108026305|XP_016952678.1|DBIA
OG0000020	LOC6735524|XP_016028869.1|DSIM	LOC108026784|XP_016953432.1|DBIA
OG0000020	LOC27207807|XP_039147183.1|DSIM	LOC108033312|XP_016963077.1|DBIA, LOC108032062|XP_016961369.1|DBIA
OG0000020	LOC6733705|XP_002080752.3|DSIM	LOC108034320|XP_016964679.1|DBIA, LOC108036239|XP_016967737.1|DBIA
OG0000020	LOC6731489|XP_016024167.1|DSIM	LOC108036110|XP_016967573.1|DBIA
OG0000020	LOC6727407|XP_016033953.2|DSIM	LOC108031537|XP_016960562.1|DBIA
OG0000020	LOC6728507|XP_016035147.1|DSIM	LOC108024628|XP_016950157.1|DBIA
OG0000020	LOC6733023|XP_016025710.1|DSIM	LOC108034268|XP_016964616.1|DBIA
OG0000020	LOC6732748|XP_016025473.2|DSIM	LOC108033875|XP_016964007.1|DBIA
OG0000021	LOC6730820|XP_002077987.1|DSIM	LOC108027666|XP_016954700.1|DBIA
OG0000021	LOC6735639|XP_002082557.1|DSIM	LOC108022678|XP_016947238.1|DBIA
OG0000021	LOC6739483|XP_002076381.1|DSIM	LOC108022247|XP_016946595.1|DBIA
OG0000021	LOC27206609|XP_016028304.1|DSIM	LOC108022243|XP_016946590.1|DBIA
OG0000021	LOC6725592|XP_039153232.1|DSIM	LOC108025789|XP_016951907.1|DBIA
OG0000021	LOC6729419|XP_002104734.2|DSIM	LOC108026319|XP_016952697.1|DBIA
OG0000021	LOC6728358|XP_016034980.1|DSIM	LOC108027350|XP_016954258.1|DBIA
OG0000021	LOC6726014|XP_016039394.1|DSIM	LOC108026442|XP_016952872.1|DBIA
OG0000022	LOC27206614|XP_039147853.1|DSIM	LOC108022346|XP_016946698.1|DBIA
OG0000022	LOC6736292|XP_002083176.1|DSIM	LOC108030636|XP_016959139.1|DBIA
OG0000022	LOC27207162|XP_016029777.2|DSIM, LOC120284703|XP_039149016.1|DSIM, LOC6736296|XP_002083180.1|DSIM	LOC108029210|XP_016956886.1|DBIA, LOC108029216|XP_016956899.1|DBIA, LOC108027792|XP_016954853.1|DBIA, LOC108029236|XP_016956922.1|DBIA
OG0000022	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM	LOC108029246|XP_016956933.1|DBIA, LOC108029225|XP_016956911.1|DBIA
OG0000022	LOC27207148|XP_016029776.1|DSIM	LOC108029203|XP_016956872.1|DBIA
OG0000023	LOC6727104|XP_002102497.2|DSIM	LOC108027148|XP_016953858.1|DBIA
OG0000023	LOC6727107|XP_016033584.1|DSIM	LOC108027143|XP_016953853.1|DBIA
OG0000023	LOC6735713|XP_002082629.1|DSIM	LOC108026627|XP_016953132.1|DBIA
OG0000023	LOC6727106|XP_039151383.1|DSIM	LOC108027145|XP_016953854.1|DBIA
OG0000023	LOC6727099|XP_002102492.1|DSIM	LOC108027009|XP_016953696.1|DBIA
OG0000023	LOC6727095|XP_016033580.1|DSIM	LOC108027245|XP_016954086.1|DBIA
OG0000023	LOC6727097|XP_002102490.1|DSIM	LOC108027357|XP_016954268.1|DBIA
OG0000023	LOC6727094|XP_016033578.1|DSIM	LOC108027244|XP_016954083.1|DBIA
OG0000024	LOC6733991|XP_002081035.1|DSIM	LOC108022668|XP_016947226.1|DBIA
OG0000024	LOC120284488|XP_039148839.1|DSIM, LOC6739389|XP_002076289.1|DSIM	LOC108023057|XP_016947794.1|DBIA, LOC108022950|XP_016947655.1|DBIA
OG0000024	LOC27209398|XP_016027021.1|DSIM	LOC108022666|XP_016947224.1|DBIA
OG0000024	LOC6733990|XP_002081034.2|DSIM	LOC108022667|XP_016947225.1|DBIA
OG0000024	LOC6732909|XP_002080014.1|DSIM	LOC108034270|XP_016964618.1|DBIA
OG0000024	LOC6733989|XP_002081033.1|DSIM	LOC108022158|XP_016946489.1|DBIA
OG0000024	LOC6739427|XP_002076329.1|DSIM	LOC108029512|XP_016957298.1|DBIA
OG0000025	LOC27207833|XP_016038650.1|DSIM	LOC108023228|XP_016947991.1|DBIA
OG0000025	LOC120285798|XP_039154348.1|DSIM	LOC108021904|XP_016946215.1|DBIA
OG0000026	LOC6725654|XP_002106661.1|DSIM	LOC108032654|XP_016962104.1|DBIA
OG0000026	LOC6731167|XP_002078325.1|DSIM	LOC108033571|XP_016963404.1|DBIA
OG0000026	LOC6725713|XP_002106716.1|DSIM	LOC108036455|XP_016968112.1|DBIA
OG0000026	LOC6726897|XP_002102299.1|DSIM	LOC108027284|XP_016954161.1|DBIA
OG0000026	LOC6727211|XP_002102603.1|DSIM	LOC108027046|XP_016953736.1|DBIA
OG0000027	LOC6731383|XP_002078536.1|DSIM	LOC108033374|XP_016963181.1|DBIA
OG0000027	LOC6731386|XP_002078539.1|DSIM	LOC108033303|XP_016963062.1|DBIA
OG0000027	LOC6731384|XP_002078537.1|DSIM	LOC108033359|XP_016963159.1|DBIA
OG0000028	LOC6738680|XP_039149230.1|DSIM	LOC108035881|XP_016967123.1|DBIA
OG0000028	LOC6738681|XP_016032508.2|DSIM, LOC120284827|XP_039150150.1|DSIM	LOC108035882|XP_016967124.1|DBIA
OG0000028	LOC120284696|XP_039148939.1|DSIM	LOC108035021|XP_016965853.1|DBIA
OG0000029	LOC6733757|XP_002080801.1|DSIM	LOC108036183|XP_016967662.1|DBIA
OG0000029	LOC6735151|XP_002082126.1|DSIM	LOC108029337|XP_016957019.1|DBIA
OG0000029	LOC6731526|XP_002078674.1|DSIM	LOC108036041|XP_016967472.1|DBIA
OG0000029	LOC6728974|XP_002104302.1|DSIM	LOC108031286|XP_016960018.1|DBIA
OG0000029	LOC27208471|XP_016032409.1|DSIM	LOC108028180|XP_016955330.1|DBIA
OG0000030	LOC6732022|XP_002079155.1|DSIM	LOC108033534|XP_016963368.1|DBIA
OG0000030	LOC6732023|XP_002079156.1|DSIM	LOC108033540|XP_016963373.1|DBIA
OG0000030	LOC6730745|XP_002077913.2|DSIM	LOC108036692|XP_016968470.1|DBIA
OG0000030	LOC6735876|XP_002082786.1|DSIM	LOC108022382|XP_016946753.1|DBIA
OG0000030	LOC27208281|XP_039152536.1|DSIM	LOC108023610|XP_016948706.1|DBIA
OG0000030	LOC6740355|XP_002077222.1|DSIM	LOC108024286|XP_016949674.1|DBIA
OG0000031	LOC6732472|XP_016025109.1|DSIM, LOC27206502|XP_016025100.2|DSIM	LOC108032680|XP_016962144.1|DBIA
OG0000031	LOC6732447|XP_002079568.2|DSIM	LOC108032585|XP_016961981.1|DBIA
OG0000031	LOC6736718|XP_002083574.1|DSIM	LOC108034388|XP_016964759.1|DBIA
OG0000031	LOC6730782|XP_002077950.2|DSIM	LOC108027702|XP_016954741.1|DBIA
OG0000031	LOC6731777|XP_016024472.1|DSIM	LOC108034241|XP_016964579.1|DBIA
OG0000032	LOC6728385|XP_016034993.2|DSIM	LOC108027359|XP_016954271.1|DBIA
OG0000032	LOC6728379|XP_016034990.1|DSIM	LOC108027269|XP_016954133.1|DBIA
OG0000032	LOC6728381|XP_016034991.1|DSIM	LOC108027230|XP_016954052.1|DBIA
OG0000032	LOC6728378|XP_002103726.1|DSIM	LOC108027028|XP_016953713.1|DBIA
OG0000033	LOC6729955|XP_039150847.1|DSIM	LOC108024462|XP_016949869.1|DBIA, LOC108024301|XP_016949691.1|DBIA
OG0000033	LOC6733000|XP_016025683.2|DSIM	LOC108033536|XP_016963370.1|DBIA
OG0000033	LOC6733292|XP_016026219.1|DSIM	LOC108030100|XP_016958275.1|DBIA
OG0000033	LOC6733291|XP_002080354.2|DSIM	LOC108030101|XP_016958276.1|DBIA
OG0000033	LOC6733297|XP_016026220.1|DSIM	LOC108030098|XP_016958274.1|DBIA
OG0000033	LOC6738496|XP_002085302.1|DSIM	LOC108028439|XP_016955758.1|DBIA
OG0000033	LOC6727186|XP_002102578.1|DSIM, LOC6727187|XP_002102579.2|DSIM	LOC108027435|XP_016954372.1|DBIA
OG0000033	LOC6734776|XP_002081779.1|DSIM	LOC108036209|XP_016967690.1|DBIA, LOC108036211|XP_016967691.1|DBIA
OG0000033	LOC6734775|XP_016027979.1|DSIM	LOC108036212|XP_016967692.1|DBIA
OG0000034	LOC6734824|XP_002081826.2|DSIM	LOC108036384|XP_016967978.1|DBIA
OG0000034	LOC6732560|XP_002079679.3|DSIM	LOC108035246|XP_016966273.1|DBIA
OG0000034	LOC6732561|XP_002079680.1|DSIM	LOC108035237|XP_016966261.1|DBIA
OG0000034	LOC27209034|XP_016025242.1|DSIM	LOC108034999|XP_016965831.1|DBIA
OG0000034	LOC6732919|XP_002080023.2|DSIM	LOC108033284|XP_016963038.1|DBIA
OG0000034	LOC6728308|XP_016034943.1|DSIM	LOC108023439|XP_016948422.1|DBIA
OG0000034	LOC6728309|XP_016034944.1|DSIM	LOC108023415|XP_016948374.1|DBIA
OG0000034	LOC6731186|XP_002078345.3|DSIM	LOC108036755|XP_016968570.1|DBIA
OG0000035	LOC120285676|XP_039154249.1|DSIM, LOC120285439|XP_039154107.1|DSIM, LOC120285687|XP_039154278.1|DSIM	LOC108036822|XP_016968657.1|DBIA, LOC108035837|XP_016967071.1|DBIA
OG0000036	LOC6727116|XP_002102509.1|DSIM	LOC108027411|XP_016954339.1|DBIA
OG0000036	LOC6727985|XP_002103337.2|DSIM	LOC108026449|XP_016952877.1|DBIA
OG0000036	LOC6726665|XP_039151600.1|DSIM	LOC108024985|XP_016950728.1|DBIA
OG0000036	LOC6729259|XP_016035909.1|DSIM, LOC6729260|XP_002104580.2|DSIM	LOC108024657|XP_016950207.1|DBIA
OG0000037	LOC6735171|XP_016028454.1|DSIM	LOC108029865|XP_016957843.1|DBIA
OG0000037	LOC6727491|XP_002102871.2|DSIM	LOC108032009|XP_016961298.1|DBIA
OG0000037	LOC6727490|XP_002102870.2|DSIM	LOC108030957|XP_016959646.1|DBIA, LOC108032010|XP_016961299.1|DBIA
OG0000038	LOC6738693|XP_002085495.1|DSIM	LOC108030746|XP_016959281.1|DBIA
OG0000038	LOC6738696|XP_016032514.1|DSIM	LOC108030931|XP_016959614.1|DBIA
OG0000039	LOC6726964|XP_002102366.2|DSIM	LOC108027177|XP_016953954.1|DBIA
OG0000039	LOC27207643|XP_016039311.1|DSIM	LOC108025609|XP_016951633.1|DBIA
OG0000039	LOC6740324|XP_002077196.2|DSIM	LOC108025634|XP_016951658.1|DBIA
OG0000039	LOC6725586|XP_039153235.1|DSIM	LOC108025590|XP_016951608.1|DBIA
OG0000040	LOC6727642|XP_002103019.1|DSIM	LOC108025546|XP_016951565.1|DBIA
OG0000040	LOC6728556|XP_002103897.1|DSIM	LOC108024820|XP_016950438.1|DBIA
OG0000040	LOC6728557|XP_002103898.1|DSIM	LOC108024821|XP_016950440.1|DBIA
OG0000040	LOC6727641|XP_002103018.1|DSIM	LOC108025434|XP_016951413.1|DBIA
OG0000040	LOC6727640|XP_016034235.1|DSIM	LOC108025431|XP_016951408.1|DBIA, LOC108025433|XP_016951410.1|DBIA
OG0000040	LOC6727638|XP_002103015.1|DSIM	LOC108025485|XP_016951488.1|DBIA
OG0000040	LOC6730355|XP_002105637.2|DSIM	LOC108023851|XP_016948987.1|DBIA
OG0000041	LOC6729586|XP_002104894.1|DSIM	LOC108026015|XP_016952195.1|DBIA
OG0000041	LOC6740781|XP_016036235.1|DSIM, LOC6729587|XP_002104895.1|DSIM	LOC108026081|XP_016952269.1|DBIA
OG0000041	LOC6729591|XP_002104899.1|DSIM	LOC108026380|XP_016952789.1|DBIA
OG0000041	LOC6729588|XP_016036234.1|DSIM, LOC6729589|XP_002104897.1|DSIM	LOC108026109|XP_016952297.1|DBIA
OG0000041	LOC6729598|XP_002104906.1|DSIM	LOC108026021|XP_016952202.1|DBIA
OG0000041	LOC6729597|XP_016036238.1|DSIM	LOC108026443|XP_016952869.1|DBIA
OG0000042	LOC6735085|XP_039148041.1|DSIM	LOC108029979|XP_016957976.1|DBIA
OG0000042	LOC6735089|XP_039148042.1|DSIM	LOC108029981|XP_016957978.1|DBIA
