Orthogroup	DSIM.longest_only	DKIK.longest_only
OG0000002	LOC6738777|XP_016032596.1|DSIM	LOC108074295|XP_017021772.1|DKIK, LOC108074303|XP_017021784.1|DKIK, LOC108084027|XP_017035529.1|DKIK, LOC108073319|XP_017020369.1|DKIK, LOC108073320|XP_017020370.1|DKIK
OG0000002	LOC6731201|XP_002078360.1|DSIM	LOC108082669|XP_017033655.1|DKIK
OG0000003	LOC6734558|XP_002081567.1|DSIM	LOC108072418|XP_017019012.1|DKIK
OG0000003	LOC6734561|XP_002081570.1|DSIM	LOC108072446|XP_017019063.1|DKIK
OG0000003	LOC6733269|XP_002080332.1|DSIM	LOC108070524|XP_017016527.1|DKIK
OG0000003	LOC6734556|XP_016027664.2|DSIM	LOC108072406|XP_017018997.1|DKIK, LOC108072404|XP_017018996.1|DKIK
OG0000003	LOC6734559|XP_002081568.1|DSIM	LOC108072452|XP_017019071.1|DKIK, LOC108072451|XP_017019070.1|DKIK
OG0000003	LOC6734554|XP_039147555.1|DSIM	LOC108072419|XP_017019013.1|DKIK
OG0000003	LOC6733557|XP_016026506.1|DSIM	LOC108070794|XP_017016883.1|DKIK
OG0000003	LOC6733555|XP_039148197.1|DSIM	LOC108070791|XP_017016879.1|DKIK
OG0000003	LOC6731100|XP_002078257.3|DSIM	LOC108073603|XP_017020784.1|DKIK
OG0000004	LOC27206793|XP_016022768.2|DSIM, LOC120285540|XP_039154131.1|DSIM, LOC120285538|XP_039154129.1|DSIM, LOC120285535|XP_039154126.1|DSIM, LOC120285537|XP_039154128.1|DSIM, LOC120285539|XP_039154130.1|DSIM, LOC120285536|XP_039154127.1|DSIM, LOC120285792|XP_039154341.1|DSIM, LOC120285796|XP_039154345.1|DSIM, LOC120285257|XP_039152608.1|DSIM, LOC120285256|XP_039152600.1|DSIM, LOC120285795|XP_039154344.1|DSIM, LOC120285791|XP_039154340.1|DSIM, LOC6733079|XP_002080156.3|DSIM, LOC120285793|XP_039154342.1|DSIM, LOC120285794|XP_039154343.1|DSIM, LOC6740700|XP_002077499.3|DSIM	LOC108083332|XP_017034568.1|DKIK
OG0000005	LOC120285806|XP_039154356.1|DSIM, LOC120285548|XP_039154138.1|DSIM, LOC120285275|XP_039152669.1|DSIM, LOC120285808|XP_039154358.1|DSIM, LOC120285276|XP_039152679.1|DSIM, LOC120285549|XP_039154139.1|DSIM, LOC27207875|XP_039154141.1|DSIM, LOC120285271|XP_039152664.1|DSIM, LOC120285267|XP_039152656.1|DSIM, LOC120285804|XP_039154354.1|DSIM, LOC6740385|XP_002077244.1|DSIM, LOC120285805|XP_039154355.1|DSIM, LOC120285550|XP_039154140.1|DSIM, LOC120285279|XP_039152693.1|DSIM, LOC120285268|XP_039152661.1|DSIM, LOC120285547|XP_039154137.1|DSIM, LOC120285807|XP_039154357.1|DSIM	LOC108085749|XP_017037978.1|DKIK
OG0000006	LOC120285264|XP_039152640.1|DSIM, LOC120285542|XP_039154132.1|DSIM, LOC120285263|XP_039152632.1|DSIM, LOC120285546|XP_039154136.1|DSIM, LOC120285800|XP_039154350.1|DSIM, LOC120285260|XP_039152620.1|DSIM, LOC120285545|XP_039154135.1|DSIM, LOC120285803|XP_039154353.1|DSIM, LOC120285801|XP_039154351.1|DSIM, LOC6740317|XP_002077189.3|DSIM, LOC120285265|XP_039152650.1|DSIM	LOC108072846|XP_017019650.1|DKIK
OG0000006	LOC27208095|XP_016025859.1|DSIM	LOC108074091|XP_017021471.1|DKIK, LOC108070732|XP_017016820.1|DKIK
OG0000007	LOC6738477|XP_016032322.1|DSIM	LOC108071918|XP_017018366.1|DKIK
OG0000007	LOC6736956|XP_002083803.1|DSIM	LOC108071584|XP_017017854.1|DKIK
OG0000007	LOC6736951|XP_016030595.1|DSIM	LOC108071623|XP_017017894.1|DKIK, LOC108071566|XP_017017836.1|DKIK
OG0000007	LOC6731020|XP_002078181.1|DSIM	LOC108086265|XP_017038640.1|DKIK
OG0000007	LOC6733581|XP_002080635.1|DSIM	LOC108078491|XP_017027862.1|DKIK
OG0000007	LOC6731021|XP_002078182.1|DSIM	LOC108086266|XP_017038642.1|DKIK
OG0000007	LOC6737273|XP_039149649.1|DSIM	LOC108078726|XP_017028216.1|DKIK
OG0000007	LOC27206286|XP_016030986.1|DSIM	LOC108078727|XP_017028217.1|DKIK
OG0000007	LOC6731019|XP_002078180.2|DSIM	LOC108086244|XP_017038604.1|DKIK, LOC108086184|XP_017038535.1|DKIK
OG0000007	LOC6736957|XP_016030597.1|DSIM	LOC108071626|XP_017017898.1|DKIK
OG0000007	LOC27207276|XP_016030598.2|DSIM	LOC108071627|XP_017017899.1|DKIK
OG0000008	LOC6727443|XP_016034017.1|DSIM	LOC108081759|XP_017032449.1|DKIK
OG0000008	LOC6736744|XP_016030372.1|DSIM	LOC108072724|XP_017019474.1|DKIK
OG0000008	LOC6732025|XP_039148682.1|DSIM	LOC108075890|XP_017023993.1|DKIK
OG0000008	LOC6736742|XP_002083598.1|DSIM	LOC108072727|XP_017019476.1|DKIK
OG0000008	LOC6725212|XP_002106235.2|DSIM	LOC108070862|XP_017016987.1|DKIK
OG0000008	LOC6726999|XP_039151364.1|DSIM	LOC108080420|XP_017030642.1|DKIK
OG0000008	LOC6726998|XP_016033494.2|DSIM	LOC108080451|XP_017030677.1|DKIK
OG0000008	LOC6726996|XP_002102397.1|DSIM	LOC108080456|XP_017030682.1|DKIK
OG0000008	LOC6726997|XP_002102398.2|DSIM	LOC108080419|XP_017030641.1|DKIK
OG0000008	LOC6726995|XP_002102396.1|DSIM	LOC108080455|XP_017030681.1|DKIK
OG0000009	LOC6727419|XP_002102801.1|DSIM	LOC108076150|XP_017024404.1|DKIK
OG0000009	LOC6727422|XP_002102804.2|DSIM	LOC108076246|XP_017024517.1|DKIK
OG0000009	LOC6727423|XP_016033975.1|DSIM	LOC108081760|XP_017032451.1|DKIK, LOC108081761|XP_017032452.1|DKIK
OG0000009	LOC6727420|XP_002102802.1|DSIM	LOC108075985|XP_017024164.1|DKIK
OG0000009	LOC6736062|XP_002082963.1|DSIM	LOC108070751|XP_017016837.1|DKIK
OG0000009	LOC6728414|XP_016035007.1|DSIM	LOC108080446|XP_017030671.1|DKIK
OG0000009	LOC6734157|XP_002081186.1|DSIM	LOC108082335|XP_017033154.1|DKIK
OG0000009	LOC6734155|XP_002081184.1|DSIM, LOC6734156|XP_002081185.1|DSIM	LOC108082367|XP_017033197.1|DKIK
OG0000010	LOC120285282|XP_039152699.1|DSIM	LOC108072854|XP_017019661.1|DKIK
OG0000010	LOC6728075|XP_016034694.1|DSIM	LOC108075010|XP_017022751.1|DKIK, LOC108084633|XP_017036410.1|DKIK
OG0000011	LOC6730832|XP_016023246.1|DSIM, LOC6730831|XP_002077997.2|DSIM	LOC108077100|XP_017025772.1|DKIK
OG0000011	LOC27207823|XP_016023441.1|DSIM	LOC108077099|XP_017025771.1|DKIK, LOC108077098|XP_017025769.1|DKIK
OG0000011	LOC27206207|XP_039149631.1|DSIM, LOC27208543|XP_016037023.1|DSIM	LOC108086138|XP_017038482.1|DKIK, LOC108086130|XP_017038471.1|DKIK, LOC108086060|XP_017038366.1|DKIK, LOC108081434|XP_017032105.1|DKIK, LOC108086061|XP_017038367.1|DKIK, LOC108079969|XP_017030022.1|DKIK, LOC108078656|XP_017028076.1|DKIK, LOC108072836|XP_017019617.1|DKIK
OG0000011	LOC27208182|XP_016025194.2|DSIM, LOC6732545|XP_016025201.1|DSIM, LOC6725826|XP_016039150.1|DSIM, LOC27206349|XP_016039152.1|DSIM	LOC108074515|XP_017022082.1|DKIK
OG0000011	LOC27206230|XP_016031794.1|DSIM	LOC108075323|XP_017023218.1|DKIK
OG0000011	LOC6728756|XP_002104091.1|DSIM	LOC108073175|XP_017020170.1|DKIK
OG0000012	LOC6735247|XP_016028572.1|DSIM	LOC108076784|XP_017025279.1|DKIK
OG0000012	LOC6735246|XP_016028570.1|DSIM	LOC108076783|XP_017025278.1|DKIK
OG0000012	LOC6735245|XP_016028569.1|DSIM	LOC108076799|XP_017025312.1|DKIK
OG0000012	LOC6735248|XP_016028574.1|DSIM	LOC108076590|XP_017024991.1|DKIK
OG0000012	LOC6735250|XP_002082223.1|DSIM	LOC108076575|XP_017024974.1|DKIK
OG0000012	LOC6735249|XP_016028575.1|DSIM	LOC108076609|XP_017025012.1|DKIK
OG0000012	LOC6734131|XP_002081160.1|DSIM	LOC108082430|XP_017033289.1|DKIK
OG0000012	LOC6734132|XP_016027145.1|DSIM	LOC108082433|XP_017033293.1|DKIK
OG0000012	LOC6734133|XP_002081162.3|DSIM	LOC108082323|XP_017033142.1|DKIK, LOC108082625|XP_017033594.1|DKIK
OG0000012	LOC6734134|XP_016027146.1|DSIM	LOC108082321|XP_017033140.1|DKIK, LOC108082322|XP_017033141.1|DKIK
OG0000012	LOC6734135|XP_002081164.1|DSIM	LOC108082347|XP_017033172.1|DKIK
OG0000012	LOC6734136|XP_016027147.1|DSIM	LOC108082319|XP_017033138.1|DKIK
OG0000013	LOC6734455|XP_002081474.1|DSIM	LOC108074734|XP_017022389.1|DKIK
OG0000013	LOC6725717|XP_016038992.1|DSIM	LOC108079326|XP_017029113.1|DKIK
OG0000013	LOC6728006|XP_016034604.1|DSIM	LOC108084190|XP_017035777.1|DKIK
OG0000013	LOC6737992|XP_016031791.1|DSIM	LOC108075225|XP_017023059.1|DKIK
OG0000013	LOC6728269|XP_002103618.2|DSIM	LOC108080801|XP_017031181.1|DKIK
OG0000013	LOC6729335|XP_016035977.1|DSIM	LOC108084525|XP_017036250.1|DKIK, LOC108084560|XP_017036304.1|DKIK
OG0000013	LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM, LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM	LOC108077730|XP_017026675.1|DKIK, LOC108077704|XP_017026632.1|DKIK
OG0000015	LOC6730910|XP_002078074.1|DSIM, LOC6730729|XP_002077897.2|DSIM	LOC108086091|XP_017038403.1|DKIK
OG0000015	LOC27208270|XP_016038606.1|DSIM	LOC108074481|XP_017022042.1|DKIK
OG0000015	LOC6731349|XP_002078505.1|DSIM, LOC6731405|XP_002078558.1|DSIM	LOC108085342|XP_017037387.1|DKIK
OG0000015	LOC27206160|XP_016027033.1|DSIM	LOC108073116|XP_017020100.1|DKIK
OG0000015	LOC27207583|XP_016036303.1|DSIM	LOC108073474|XP_017020616.1|DKIK, LOC108073502|XP_017020662.1|DKIK, LOC108073482|XP_017020629.1|DKIK, LOC108074488|XP_017022050.1|DKIK
OG0000016	LOC6728214|XP_016034853.1|DSIM	LOC108074071|XP_017021434.1|DKIK
OG0000016	LOC6735456|XP_002082396.1|DSIM	LOC108078132|XP_017027246.1|DKIK
OG0000016	LOC6728317|XP_002103666.1|DSIM	LOC108085727|XP_017037944.1|DKIK
OG0000016	LOC6725225|XP_016038239.1|DSIM	LOC108084467|XP_017036167.1|DKIK
OG0000016	LOC6733183|XP_016026067.1|DSIM	LOC108071378|XP_017017603.1|DKIK
OG0000016	LOC6727955|XP_016034553.1|DSIM	LOC108081075|XP_017031544.1|DKIK
OG0000016	LOC6739089|XP_016032930.1|DSIM	LOC108075195|XP_017023019.1|DKIK
OG0000017	LOC6740020|XP_002076907.2|DSIM	LOC108083777|XP_017035189.1|DKIK
OG0000017	LOC6733445|XP_002080502.2|DSIM	LOC108076702|XP_017025149.1|DKIK
OG0000017	LOC6733173|XP_002080249.1|DSIM	LOC108074963|XP_017022684.1|DKIK
OG0000017	LOC6740754|XP_016035626.1|DSIM	LOC108085024|XP_017036959.1|DKIK
OG0000017	LOC6729887|XP_002105190.2|DSIM	LOC108083626|XP_017034986.1|DKIK
OG0000017	LOC6735880|XP_002082790.1|DSIM	LOC108076532|XP_017024932.1|DKIK
OG0000017	LOC6733175|XP_002080251.2|DSIM	LOC108070625|XP_017016677.1|DKIK
OG0000017	LOC6735881|XP_002082791.1|DSIM	LOC108076530|XP_017024931.1|DKIK
OG0000017	LOC6730585|XP_016023026.1|DSIM, LOC6730584|XP_002077763.1|DSIM	LOC108074314|XP_017021803.1|DKIK, LOC108074298|XP_017021778.1|DKIK, LOC108074287|XP_017021766.1|DKIK
OG0000018	LOC6736980|XP_002083827.1|DSIM	LOC108071595|XP_017017864.1|DKIK
OG0000018	LOC6736983|XP_002083830.1|DSIM	LOC108071573|XP_017017843.1|DKIK
OG0000019	LOC6729811|XP_002105114.1|DSIM	LOC108084990|XP_017036905.1|DKIK
OG0000019	LOC6729810|XP_002105113.1|DSIM, LOC27208716|XP_016036498.1|DSIM	LOC108084992|XP_017036907.1|DKIK, LOC108084993|XP_017036908.1|DKIK
OG0000019	LOC6729806|XP_002105109.2|DSIM	LOC108084902|XP_017036785.1|DKIK
OG0000019	LOC6729809|XP_002105112.1|DSIM	LOC108084991|XP_017036906.1|DKIK
OG0000019	LOC6729812|XP_002105115.1|DSIM, LOC6729813|XP_002105116.1|DSIM	LOC108084988|XP_017036903.1|DKIK, LOC108084989|XP_017036904.1|DKIK
OG0000020	LOC6730019|XP_002105313.2|DSIM	LOC108075744|XP_017023787.1|DKIK
OG0000020	LOC6735524|XP_016028869.1|DSIM	LOC108082576|XP_017033522.1|DKIK
OG0000020	LOC6733705|XP_002080752.3|DSIM	LOC108074767|XP_017022434.1|DKIK, LOC108074865|XP_017022566.1|DKIK, LOC108074784|XP_017022451.1|DKIK
OG0000020	LOC6731489|XP_016024167.1|DSIM	LOC108074835|XP_017022525.1|DKIK
OG0000020	LOC6727407|XP_016033953.2|DSIM	LOC108077930|XP_017026994.1|DKIK
OG0000020	LOC6728507|XP_016035147.1|DSIM	LOC108072156|XP_017018689.1|DKIK
OG0000020	LOC6733023|XP_016025710.1|DSIM	LOC108074862|XP_017022564.1|DKIK
OG0000020	LOC6732748|XP_016025473.2|DSIM	LOC108074823|XP_017022510.1|DKIK
OG0000021	LOC6735639|XP_002082557.1|DSIM	LOC108072344|XP_017018923.1|DKIK
OG0000021	LOC6739483|XP_002076381.1|DSIM	LOC108085116|XP_017037095.1|DKIK
OG0000021	LOC27206609|XP_016028304.1|DSIM	LOC108072889|XP_017019701.1|DKIK
OG0000021	LOC6725592|XP_039153232.1|DSIM	LOC108083858|XP_017035332.1|DKIK
OG0000021	LOC6729419|XP_002104734.2|DSIM	LOC108073195|XP_017020199.1|DKIK
OG0000021	LOC6728358|XP_016034980.1|DSIM	LOC108077813|XP_017026825.1|DKIK
OG0000021	LOC6726014|XP_016039394.1|DSIM	LOC108080856|XP_017031249.1|DKIK
OG0000022	LOC27206614|XP_039147853.1|DSIM	LOC108082382|XP_017033212.1|DKIK
OG0000022	LOC6736292|XP_002083176.1|DSIM	LOC108071489|XP_017017741.1|DKIK
OG0000022	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM	LOC108071509|XP_017017764.1|DKIK
OG0000023	LOC6727107|XP_016033584.1|DSIM	LOC108084053|XP_017035561.1|DKIK, LOC108083993|XP_017035496.1|DKIK, LOC108083994|XP_017035497.1|DKIK
OG0000023	LOC6735713|XP_002082629.1|DSIM	LOC108078099|XP_017027186.1|DKIK
OG0000023	LOC6727106|XP_039151383.1|DSIM	LOC108083995|XP_017035498.1|DKIK, LOC108083992|XP_017035495.1|DKIK
OG0000023	LOC6727099|XP_002102492.1|DSIM	LOC108084052|XP_017035560.1|DKIK
OG0000023	LOC6727095|XP_016033580.1|DSIM	LOC108084215|XP_017035827.1|DKIK
OG0000023	LOC6727097|XP_002102490.1|DSIM	LOC108084051|XP_017035559.1|DKIK
OG0000023	LOC6727094|XP_016033578.1|DSIM	LOC108084214|XP_017035825.1|DKIK
OG0000024	LOC27209398|XP_016027021.1|DSIM	LOC108078191|XP_017027348.1|DKIK
OG0000024	LOC6733990|XP_002081034.2|DSIM	LOC108078192|XP_017027349.1|DKIK
OG0000024	LOC6732909|XP_002080014.1|DSIM	LOC108072495|XP_017019150.1|DKIK
OG0000024	LOC6733989|XP_002081033.1|DSIM	LOC108078211|XP_017027385.1|DKIK
OG0000024	LOC6739427|XP_002076329.1|DSIM	LOC108070821|XP_017016922.1|DKIK
OG0000025	LOC27207833|XP_016038650.1|DSIM	LOC108083463|XP_017034734.1|DKIK, LOC108086239|XP_017038600.1|DKIK
OG0000025	LOC120285797|XP_039154346.1|DSIM	LOC108081074|XP_017031548.1|DKIK
OG0000026	LOC6725654|XP_002106661.1|DSIM	LOC108074121|XP_017021510.1|DKIK
OG0000026	LOC6731167|XP_002078325.1|DSIM	LOC108072841|XP_017019625.1|DKIK
OG0000026	LOC6725713|XP_002106716.1|DSIM	LOC108079334|XP_017029126.1|DKIK
OG0000026	LOC6726897|XP_002102299.1|DSIM	LOC108070686|XP_017016752.1|DKIK
OG0000026	LOC6727211|XP_002102603.1|DSIM	LOC108075406|XP_017023320.1|DKIK
OG0000027	LOC6731383|XP_002078536.1|DSIM	LOC108079592|XP_017029427.1|DKIK
OG0000027	LOC6731386|XP_002078539.1|DSIM	LOC108079587|XP_017029421.1|DKIK
OG0000027	LOC6731384|XP_002078537.1|DSIM	LOC108079588|XP_017029422.1|DKIK
OG0000028	LOC6738681|XP_016032508.2|DSIM, LOC120284827|XP_039150150.1|DSIM	LOC108083651|XP_017035012.1|DKIK, LOC108083637|XP_017034996.1|DKIK
OG0000029	LOC6739710|XP_002076603.1|DSIM	LOC108082661|XP_017033647.1|DKIK
OG0000029	LOC6733757|XP_002080801.1|DSIM	LOC108077932|XP_017026959.1|DKIK, LOC108076869|XP_017025387.1|DKIK
OG0000029	LOC6735151|XP_002082126.1|DSIM, LOC6731526|XP_002078674.1|DSIM	LOC108085551|XP_017037679.1|DKIK
OG0000029	LOC6731962|XP_016024641.1|DSIM	LOC108076852|XP_017025371.1|DKIK, LOC108076861|XP_017025380.1|DKIK
OG0000029	LOC6728974|XP_002104302.1|DSIM	LOC108071402|XP_017017634.1|DKIK, LOC108071413|XP_017017648.1|DKIK, LOC108071416|XP_017017651.1|DKIK
OG0000029	LOC27208471|XP_016032409.1|DSIM	LOC108080624|XP_017030937.1|DKIK
OG0000030	LOC6732024|XP_016024722.1|DSIM	LOC108075768|XP_017023819.1|DKIK
OG0000030	LOC6732022|XP_002079155.1|DSIM	LOC108075896|XP_017024005.1|DKIK
OG0000030	LOC6732023|XP_002079156.1|DSIM	LOC108075779|XP_017023830.1|DKIK
OG0000030	LOC6730745|XP_002077913.2|DSIM	LOC108077325|XP_017026102.1|DKIK
OG0000030	LOC6735876|XP_002082786.1|DSIM	LOC108076242|XP_017024479.1|DKIK
OG0000030	LOC27208281|XP_039152536.1|DSIM	LOC108083344|XP_017034576.1|DKIK
OG0000030	LOC6740355|XP_002077222.1|DSIM	LOC108079999|XP_017030054.1|DKIK
OG0000031	LOC6732472|XP_016025109.1|DSIM, LOC27206502|XP_016025100.2|DSIM, LOC6732447|XP_002079568.2|DSIM	LOC108082121|XP_017032911.1|DKIK
OG0000031	LOC6730782|XP_002077950.2|DSIM	LOC108075780|XP_017023827.1|DKIK
OG0000031	LOC6731777|XP_016024472.1|DSIM	LOC108077225|XP_017025972.1|DKIK
OG0000032	LOC6728385|XP_016034993.2|DSIM	LOC108077824|XP_017026839.1|DKIK
OG0000032	LOC6728383|XP_002103731.2|DSIM	LOC108077713|XP_017026652.1|DKIK
OG0000032	LOC6728381|XP_016034991.1|DSIM	LOC108077714|XP_017026653.1|DKIK
OG0000032	LOC6728378|XP_002103726.1|DSIM	LOC108077846|XP_017026865.1|DKIK
OG0000033	LOC6729955|XP_039150847.1|DSIM	LOC108080886|XP_017031277.1|DKIK, LOC108080887|XP_017031279.1|DKIK, LOC108081203|XP_017031760.1|DKIK
OG0000033	LOC6733292|XP_016026219.1|DSIM	LOC108080716|XP_017031056.1|DKIK
OG0000033	LOC6733291|XP_002080354.2|DSIM	LOC108080717|XP_017031057.1|DKIK
OG0000033	LOC6733297|XP_016026220.1|DSIM	LOC108080718|XP_017031058.1|DKIK
OG0000033	LOC6738496|XP_002085302.1|DSIM	LOC108084001|XP_017035503.1|DKIK
OG0000033	LOC6727186|XP_002102578.1|DSIM, LOC6727187|XP_002102579.2|DSIM	LOC108076855|XP_017025374.1|DKIK
OG0000033	LOC6734776|XP_002081779.1|DSIM	LOC108076138|XP_017024355.1|DKIK
OG0000033	LOC6734775|XP_016027979.1|DSIM	LOC108076137|XP_017024354.1|DKIK, LOC108076136|XP_017024353.1|DKIK
OG0000034	LOC6734824|XP_002081826.2|DSIM, LOC6732560|XP_002079679.3|DSIM	LOC108076887|XP_017025407.1|DKIK, LOC108076912|XP_017025444.1|DKIK
OG0000034	LOC6732561|XP_002079680.1|DSIM	LOC108076836|XP_017025354.1|DKIK
OG0000034	LOC27209034|XP_016025242.1|DSIM	LOC108076909|XP_017025438.1|DKIK, LOC108077295|XP_017026063.1|DKIK
OG0000034	LOC6732919|XP_002080023.2|DSIM, LOC6728308|XP_016034943.1|DSIM, LOC6728309|XP_016034944.1|DSIM	LOC108082752|XP_017033757.1|DKIK, LOC108082754|XP_017033758.1|DKIK
OG0000034	LOC6731186|XP_002078345.3|DSIM	LOC108082755|XP_017033759.1|DKIK
OG0000035	LOC120284470|XP_039148696.1|DSIM, LOC120284948|XP_039150575.1|DSIM, LOC120284253|XP_039147185.1|DSIM, LOC120285443|XP_039154113.1|DSIM, LOC120284994|XP_039150936.1|DSIM	LOC108078054|XP_017027107.1|DKIK
OG0000036	LOC6727116|XP_002102509.1|DSIM	LOC108084034|XP_017035539.1|DKIK
OG0000036	LOC6727985|XP_002103337.2|DSIM	LOC108081215|XP_017031778.1|DKIK
OG0000036	LOC6726665|XP_039151600.1|DSIM	LOC108080827|XP_017031220.1|DKIK
OG0000036	LOC6729259|XP_016035909.1|DSIM, LOC6729260|XP_002104580.2|DSIM	LOC108081087|XP_017031565.1|DKIK
OG0000037	LOC6735171|XP_016028454.1|DSIM	LOC108082568|XP_017033513.1|DKIK
OG0000037	LOC6727491|XP_002102871.2|DSIM	LOC108073148|XP_017020150.1|DKIK
OG0000037	LOC6727490|XP_002102870.2|DSIM	LOC108073159|XP_017020158.1|DKIK
OG0000038	LOC6738693|XP_002085495.1|DSIM	LOC108083255|XP_017034451.1|DKIK
OG0000038	LOC6738696|XP_016032514.1|DSIM	LOC108083246|XP_017034442.1|DKIK
OG0000039	LOC6726964|XP_002102366.2|DSIM	LOC108081169|XP_017031714.1|DKIK
OG0000039	LOC27207643|XP_016039311.1|DSIM	LOC108071695|XP_017017998.1|DKIK
OG0000039	LOC6740324|XP_002077196.2|DSIM	LOC108071709|XP_017018018.1|DKIK
OG0000039	LOC6725586|XP_039153235.1|DSIM	LOC108082955|XP_017034059.1|DKIK
OG0000040	LOC6727642|XP_002103019.1|DSIM	LOC108070642|XP_017016699.1|DKIK
OG0000040	LOC6728556|XP_002103897.1|DSIM	LOC108084882|XP_017036766.1|DKIK
OG0000040	LOC6728557|XP_002103898.1|DSIM	LOC108084883|XP_017036767.1|DKIK
OG0000040	LOC6727641|XP_002103018.1|DSIM	LOC108070735|XP_017016822.1|DKIK, LOC108070736|XP_017016823.1|DKIK
OG0000040	LOC6727640|XP_016034235.1|DSIM	LOC108070662|XP_017016722.1|DKIK
OG0000040	LOC6727638|XP_002103015.1|DSIM	LOC108070710|XP_017016793.1|DKIK
OG0000040	LOC6730355|XP_002105637.2|DSIM	LOC108084976|XP_017036887.1|DKIK
OG0000041	LOC6729586|XP_002104894.1|DSIM	LOC108071265|XP_017017445.1|DKIK
OG0000041	LOC6729591|XP_002104899.1|DSIM	LOC108071358|XP_017017589.1|DKIK
OG0000041	LOC6729598|XP_002104906.1|DSIM	LOC108072005|XP_017018471.1|DKIK, LOC108072016|XP_017018485.1|DKIK
OG0000041	LOC6729596|XP_002104904.1|DSIM, LOC6729597|XP_016036238.1|DSIM	LOC108072162|XP_017018696.1|DKIK, LOC108071355|XP_017017584.1|DKIK
OG0000042	LOC6735085|XP_039148041.1|DSIM	LOC108076653|XP_017025076.1|DKIK, LOC108076654|XP_017025077.1|DKIK, LOC108076655|XP_017025078.1|DKIK, LOC108076549|XP_017024949.1|DKIK
OG0000042	LOC6735089|XP_039148042.1|DSIM	LOC108076658|XP_017025082.1|DKIK
OG0000042	LOC6735086|XP_002082063.1|DSIM, LOC120284425|XP_039148040.1|DSIM	LOC108076656|XP_017025079.1|DKIK
OG0000042	LOC6735088|XP_039148043.1|DSIM, LOC120284426|XP_039148044.1|DSIM, LOC6735087|XP_002082064.1|DSIM	LOC108076652|XP_017025074.1|DKIK, LOC108076661|XP_017025084.1|DKIK, LOC108076660|XP_017025083.1|DKIK
OG0000042	LOC6735090|XP_016028363.1|DSIM	LOC108076657|XP_017025080.1|DKIK
OG0000043	LOC27207593|XP_016035207.2|DSIM	LOC108081486|XP_017032174.1|DKIK
OG0000043	LOC6728570|XP_016035206.2|DSIM	LOC108081508|XP_017032216.1|DKIK
OG0000043	LOC6728571|XP_002103912.1|DSIM	LOC108081485|XP_017032173.1|DKIK
