Orthogroup	DSIM.longest_only	DSUP.longest_only
OG0000000	LOC6726722|XP_002102133.3|DSIM	LOC119560562|XP_037730007.1|DSUP
OG0000000	LOC6738252|XP_002085064.1|DSIM	LOC119552808|XP_037718574.1|DSUP
OG0000000	LOC6738253|XP_039150090.1|DSIM	LOC119555360|XP_037722626.1|DSUP
OG0000000	LOC6737828|XP_002084656.1|DSIM	LOC119555832|XP_037723387.1|DSUP
OG0000001	LOC120284706|XP_039149044.1|DSIM	LOC119561984|XP_037731306.1|DSUP
OG0000002	LOC6734821|XP_002081824.1|DSIM	LOC119550810|XP_037715678.1|DSUP
OG0000002	LOC6735666|XP_002082584.2|DSIM	LOC119551092|XP_037716195.1|DSUP
OG0000002	LOC6735665|XP_002082583.2|DSIM	LOC119551091|XP_037716194.1|DSUP
OG0000002	LOC6738777|XP_016032596.1|DSIM	LOC119555504|XP_037722850.1|DSUP, LOC119554594|XP_037721506.1|DSUP, LOC119550921|XP_037715861.1|DSUP, LOC119546721|XP_037709135.1|DSUP, LOC119554631|XP_037721554.1|DSUP, LOC119553688|XP_037720169.1|DSUP, LOC119560617|XP_037730083.1|DSUP, LOC119555077|XP_037722217.1|DSUP, LOC119553745|XP_037720272.1|DSUP
OG0000003	LOC6734558|XP_002081567.1|DSIM	LOC119549193|XP_037712950.1|DSUP
OG0000003	LOC6734560|XP_016027665.1|DSIM	LOC119549691|XP_037713842.1|DSUP
OG0000003	LOC6729847|XP_016036585.1|DSIM	LOC119553060|XP_037719113.1|DSUP
OG0000003	LOC6734561|XP_002081570.1|DSIM	LOC119549692|XP_037713843.1|DSUP
OG0000003	LOC6733269|XP_002080332.1|DSIM	LOC119548975|XP_037712493.1|DSUP
OG0000003	LOC6734555|XP_002081564.3|DSIM	LOC119549585|XP_037713671.1|DSUP
OG0000003	LOC6734559|XP_002081568.1|DSIM	LOC119550953|XP_037715907.1|DSUP
OG0000003	LOC6734554|XP_039147555.1|DSIM	LOC119549586|XP_037713672.1|DSUP
OG0000003	LOC6733557|XP_016026506.1|DSIM	LOC119551761|XP_037717216.1|DSUP
OG0000003	LOC6733555|XP_039148197.1|DSIM	LOC119551759|XP_037717214.1|DSUP
OG0000003	LOC6731100|XP_002078257.3|DSIM	LOC119546510|XP_037708761.1|DSUP
OG0000004	LOC27206793|XP_016022768.2|DSIM, LOC120285540|XP_039154131.1|DSIM, LOC120285538|XP_039154129.1|DSIM, LOC120285535|XP_039154126.1|DSIM, LOC120285537|XP_039154128.1|DSIM, LOC120285539|XP_039154130.1|DSIM, LOC120285536|XP_039154127.1|DSIM, LOC120285792|XP_039154341.1|DSIM, LOC120285796|XP_039154345.1|DSIM, LOC120285257|XP_039152608.1|DSIM, LOC120285256|XP_039152600.1|DSIM, LOC120285795|XP_039154344.1|DSIM, LOC120285791|XP_039154340.1|DSIM, LOC6733079|XP_002080156.3|DSIM, LOC120285793|XP_039154342.1|DSIM, LOC120285794|XP_039154343.1|DSIM, LOC6740700|XP_002077499.3|DSIM	LOC119559172|XP_037728161.1|DSUP, LOC119561436|XP_037731018.1|DSUP, LOC119561507|XP_037731086.1|DSUP, LOC119547987|XP_037710970.1|DSUP, LOC119547988|XP_037710972.1|DSUP, LOC119546069|XP_037708068.1|DSUP, LOC119561521|XP_037731100.1|DSUP, LOC119561518|XP_037731097.1|DSUP, LOC119546076|XP_037708081.1|DSUP, LOC119561441|XP_037731022.1|DSUP, LOC119559251|XP_037728250.1|DSUP, LOC119561442|XP_037731023.1|DSUP, LOC119561429|XP_037731011.1|DSUP, LOC119559242|XP_037728241.1|DSUP, LOC119559173|XP_037728162.1|DSUP, LOC119559174|XP_037728163.1|DSUP, LOC119561440|XP_037731020.1|DSUP, LOC119559179|XP_037728167.1|DSUP, LOC119546618|XP_037708984.1|DSUP, LOC119561433|XP_037731015.1|DSUP, LOC119559178|XP_037728166.1|DSUP, LOC119547940|XP_037710915.1|DSUP, LOC119561511|XP_037731090.1|DSUP, LOC119548245|XP_037711313.1|DSUP, LOC119559232|XP_037728231.1|DSUP, LOC119561428|XP_037731010.1|DSUP, LOC119561434|XP_037731016.1|DSUP, LOC119559226|XP_037728224.1|DSUP, LOC119561431|XP_037731013.1|DSUP, LOC119561435|XP_037731017.1|DSUP, LOC119559225|XP_037728223.1|DSUP, LOC119559219|XP_037728218.1|DSUP, LOC119561432|XP_037731014.1|DSUP, LOC119559218|XP_037728217.1|DSUP, LOC119547941|XP_037710916.1|DSUP, LOC119561427|XP_037731009.1|DSUP, LOC119559175|XP_037728164.1|DSUP, LOC119559177|XP_037728165.1|DSUP, LOC119561512|XP_037731091.1|DSUP, LOC119559231|XP_037728230.1|DSUP, LOC119546960|XP_037709531.1|DSUP, LOC119559171|XP_037728160.1|DSUP, LOC119561438|XP_037731019.1|DSUP, LOC119561510|XP_037731089.1|DSUP
OG0000005	LOC120285548|XP_039154138.1|DSIM	LOC119559198|XP_037728191.1|DSUP
OG0000005	LOC120285549|XP_039154139.1|DSIM, LOC27207875|XP_039154141.1|DSIM	LOC119559201|XP_037728196.1|DSUP
OG0000005	LOC120285805|XP_039154355.1|DSIM	LOC119559197|XP_037728189.1|DSUP
OG0000005	LOC120285550|XP_039154140.1|DSIM	LOC119546493|XP_037708718.1|DSUP
OG0000005	LOC120285268|XP_039152661.1|DSIM	LOC119561470|XP_037731051.1|DSUP
OG0000005	LOC120285807|XP_039154357.1|DSIM	LOC119561465|XP_037731047.1|DSUP
OG0000006	LOC120285264|XP_039152640.1|DSIM	LOC119559191|XP_037728179.1|DSUP
OG0000006	LOC120285545|XP_039154135.1|DSIM	LOC119559257|XP_037728256.1|DSUP
OG0000006	LOC120285265|XP_039152650.1|DSIM	LOC119547989|XP_037710973.1|DSUP
OG0000006	LOC120285544|XP_039154134.1|DSIM, LOC27208095|XP_016025859.1|DSIM, LOC120285266|XP_039152652.1|DSIM	LOC119547943|XP_037710919.1|DSUP
OG0000007	LOC6738477|XP_016032322.1|DSIM	LOC119555653|XP_037723160.1|DSUP
OG0000007	LOC6736955|XP_002083802.1|DSIM	LOC119554492|XP_037721353.1|DSUP
OG0000007	LOC6736956|XP_002083803.1|DSIM	LOC119554489|XP_037721348.1|DSUP
OG0000007	LOC6736953|XP_002083800.1|DSIM	LOC119554495|XP_037721355.1|DSUP
OG0000007	LOC6736951|XP_016030595.1|DSIM	LOC119554491|XP_037721352.1|DSUP, LOC119552519|XP_037718065.1|DSUP
OG0000007	LOC6736948|XP_039149135.1|DSIM	LOC119554490|XP_037721351.1|DSUP
OG0000007	LOC6736952|XP_002083799.1|DSIM	LOC119554494|XP_037721354.1|DSUP
OG0000007	LOC6731020|XP_002078181.1|DSIM	LOC119546692|XP_037709098.1|DSUP
OG0000007	LOC6733581|XP_002080635.1|DSIM	LOC119550735|XP_037715578.1|DSUP
OG0000007	LOC6731021|XP_002078182.1|DSIM	LOC119546891|XP_037709439.1|DSUP
OG0000007	LOC6737273|XP_039149649.1|DSIM	LOC119553820|XP_037720375.1|DSUP
OG0000007	LOC27206286|XP_016030986.1|DSIM	LOC119553445|XP_037719763.1|DSUP
OG0000007	LOC6731019|XP_002078180.2|DSIM	LOC119546800|XP_037709305.1|DSUP, LOC119547162|XP_037709816.1|DSUP, LOC119546829|XP_037709347.1|DSUP
OG0000007	LOC27207276|XP_016030598.2|DSIM	LOC119554496|XP_037721356.1|DSUP
OG0000008	LOC6727443|XP_016034017.1|DSIM	LOC119559922|XP_037729053.1|DSUP
OG0000008	LOC6736741|XP_002083597.1|DSIM	LOC119554295|XP_037721083.1|DSUP
OG0000008	LOC6736744|XP_016030372.1|DSIM	LOC119554293|XP_037721080.1|DSUP
OG0000008	LOC6732025|XP_039148682.1|DSIM	LOC119546547|XP_037708827.1|DSUP
OG0000008	LOC6736742|XP_002083598.1|DSIM	LOC119554296|XP_037721084.1|DSUP
OG0000008	LOC6725212|XP_002106235.2|DSIM	LOC119556861|XP_037725260.1|DSUP
OG0000008	LOC6726999|XP_039151364.1|DSIM	LOC119560392|XP_037729748.1|DSUP
OG0000008	LOC120285030|XP_039151250.1|DSIM	LOC119560143|XP_037729425.1|DSUP
OG0000008	LOC6726998|XP_016033494.2|DSIM	LOC119560393|XP_037729749.1|DSUP
OG0000008	LOC6726996|XP_002102397.1|DSIM	LOC119560395|XP_037729751.1|DSUP
OG0000008	LOC6726997|XP_002102398.2|DSIM	LOC119560394|XP_037729750.1|DSUP
OG0000008	LOC6726995|XP_002102396.1|DSIM	LOC119560107|XP_037729380.1|DSUP
OG0000009	LOC6727419|XP_002102801.1|DSIM	LOC119560146|XP_037729428.1|DSUP
OG0000009	LOC6727422|XP_002102804.2|DSIM	LOC119560480|XP_037729870.1|DSUP
OG0000009	LOC6727423|XP_016033975.1|DSIM	LOC119560408|XP_037729769.1|DSUP
OG0000009	LOC6727420|XP_002102802.1|DSIM	LOC119560481|XP_037729871.1|DSUP
OG0000009	LOC6736062|XP_002082963.1|DSIM	LOC119550480|XP_037715097.1|DSUP
OG0000009	LOC6728414|XP_016035007.1|DSIM	LOC119560195|XP_037729489.1|DSUP
OG0000009	LOC6734157|XP_002081186.1|DSIM	LOC119549977|XP_037714304.1|DSUP, LOC119550208|XP_037714685.1|DSUP
OG0000009	LOC6734155|XP_002081184.1|DSIM, LOC6734156|XP_002081185.1|DSIM	LOC119551857|XP_037717362.1|DSUP, LOC119551891|XP_037717420.1|DSUP
OG0000010	LOC120285280|XP_039152696.1|DSIM	LOC119559220|XP_037728219.1|DSUP
OG0000010	LOC120285282|XP_039152699.1|DSIM	LOC119559228|XP_037728227.1|DSUP
OG0000010	LOC6728075|XP_016034694.1|DSIM	LOC119547947|XP_037710925.1|DSUP
OG0000011	LOC6730832|XP_016023246.1|DSIM	LOC119548095|XP_037711111.1|DSUP, LOC119548094|XP_037711110.1|DSUP, LOC119548461|XP_037711657.1|DSUP, LOC119548363|XP_037711507.1|DSUP
OG0000011	LOC6730831|XP_002077997.2|DSIM	LOC119548364|XP_037711508.1|DSUP
OG0000011	LOC27207823|XP_016023441.1|DSIM	LOC119548873|XP_037712431.1|DSUP, LOC119546938|XP_037709503.1|DSUP
OG0000011	LOC27206207|XP_039149631.1|DSIM	LOC119555066|XP_037722201.1|DSUP
OG0000011	LOC27208543|XP_016037023.1|DSIM	LOC119557843|XP_037726753.1|DSUP, LOC119560943|XP_037730609.1|DSUP, LOC119554642|XP_037721569.1|DSUP, LOC119560221|XP_037729507.1|DSUP, LOC119560941|XP_037730605.1|DSUP, LOC119553270|XP_037719489.1|DSUP, LOC119554912|XP_037721943.1|DSUP, LOC119555170|XP_037722349.1|DSUP, LOC119555608|XP_037723034.1|DSUP
OG0000011	LOC27208182|XP_016025194.2|DSIM	LOC119546050|XP_037708041.1|DSUP
OG0000011	LOC6732545|XP_016025201.1|DSIM	LOC119547347|XP_037710088.1|DSUP
OG0000011	LOC6725826|XP_016039150.1|DSIM, LOC27206349|XP_016039152.1|DSIM	LOC119556682|XP_037724981.1|DSUP
OG0000011	LOC6737998|XP_002084813.2|DSIM	LOC119554627|XP_037721551.1|DSUP
OG0000011	LOC27206230|XP_016031794.1|DSIM	LOC119554626|XP_037721550.1|DSUP
OG0000011	LOC6728756|XP_002104091.1|DSIM	LOC119554762|XP_037721730.1|DSUP
OG0000012	LOC6735247|XP_016028572.1|DSIM	LOC119550822|XP_037715693.1|DSUP
OG0000012	LOC6735246|XP_016028570.1|DSIM	LOC119550821|XP_037715691.1|DSUP
OG0000012	LOC6735245|XP_016028569.1|DSIM	LOC119551596|XP_037716924.1|DSUP, LOC119550028|XP_037714380.1|DSUP
OG0000012	LOC6735248|XP_016028574.1|DSIM	LOC119551494|XP_037716788.1|DSUP
OG0000012	LOC6735250|XP_002082223.1|DSIM	LOC119551074|XP_037716130.1|DSUP
OG0000012	LOC6735249|XP_016028575.1|DSIM	LOC119550378|XP_037714954.1|DSUP
OG0000012	LOC6734131|XP_002081160.1|DSIM	LOC119549965|XP_037714285.1|DSUP
OG0000012	LOC6734132|XP_016027145.1|DSIM	LOC119551851|XP_037717353.1|DSUP
OG0000012	LOC6734133|XP_002081162.3|DSIM	LOC119551850|XP_037717352.1|DSUP
OG0000012	LOC6734134|XP_016027146.1|DSIM	LOC119550449|XP_037715053.1|DSUP
OG0000012	LOC6734135|XP_002081164.1|DSIM	LOC119551476|XP_037716767.1|DSUP
OG0000012	LOC6734136|XP_016027147.1|DSIM	LOC119551477|XP_037716768.1|DSUP
OG0000013	LOC6734455|XP_002081474.1|DSIM	LOC119549437|XP_037713458.1|DSUP
OG0000013	LOC6725717|XP_016038992.1|DSIM	LOC119558255|XP_037727511.1|DSUP
OG0000013	LOC6728006|XP_016034604.1|DSIM	LOC119563541|XP_037732953.1|DSUP
OG0000013	LOC6737992|XP_016031791.1|DSIM	LOC119555401|XP_037722683.1|DSUP
OG0000013	LOC6728269|XP_002103618.2|DSIM	LOC119556345|XP_037724379.1|DSUP
OG0000013	LOC6729335|XP_016035977.1|DSIM	LOC119545787|XP_037707587.1|DSUP
OG0000013	LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM, LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM	LOC119561021|XP_037730772.1|DSUP, LOC119561023|XP_037730776.1|DSUP, LOC119559756|XP_037728754.1|DSUP, LOC119561022|XP_037730774.1|DSUP, LOC119545740|XP_037707491.1|DSUP, LOC119545739|XP_037707490.1|DSUP
OG0000015	LOC6732807|XP_002079920.3|DSIM	LOC119548635|XP_037711952.1|DSUP
OG0000015	LOC6730910|XP_002078074.1|DSIM	LOC119547561|XP_037710390.1|DSUP
OG0000015	LOC6730729|XP_002077897.2|DSIM	LOC119547551|XP_037710378.1|DSUP
OG0000015	LOC27208270|XP_016038606.1|DSIM	LOC119555864|XP_037723443.1|DSUP
OG0000015	LOC6730642|XP_002077813.2|DSIM	LOC119546298|XP_037708414.1|DSUP, LOC119546326|XP_037708454.1|DSUP
OG0000015	LOC6739194|XP_002076105.3|DSIM	LOC119547138|XP_037709780.1|DSUP
OG0000015	LOC6731349|XP_002078505.1|DSIM	LOC119547086|XP_037709714.1|DSUP
OG0000015	LOC27206160|XP_016027033.1|DSIM	LOC119550622|XP_037715380.1|DSUP
OG0000015	LOC27207583|XP_016036303.1|DSIM	LOC119546949|XP_037709517.1|DSUP
OG0000016	LOC6728214|XP_016034853.1|DSIM	LOC119560964|XP_037730645.1|DSUP
OG0000016	LOC6735456|XP_002082396.1|DSIM	LOC119551792|XP_037717267.1|DSUP
OG0000016	LOC6728317|XP_002103666.1|DSIM	LOC119560636|XP_037730116.1|DSUP
OG0000016	LOC6734815|XP_016028043.1|DSIM	LOC119549928|XP_037714197.1|DSUP, LOC119549685|XP_037713828.1|DSUP
OG0000016	LOC6725225|XP_016038239.1|DSIM	LOC119557630|XP_037726388.1|DSUP
OG0000016	LOC6733183|XP_016026067.1|DSIM	LOC119559471|XP_037728511.1|DSUP
OG0000016	LOC6727955|XP_016034553.1|DSIM	LOC119561925|XP_037731293.1|DSUP
OG0000016	LOC6739089|XP_016032930.1|DSIM	LOC119555565|XP_037722943.1|DSUP
OG0000017	LOC6740020|XP_002076907.2|DSIM	LOC119555819|XP_037723364.1|DSUP
OG0000017	LOC6733445|XP_002080502.2|DSIM	LOC119549290|XP_037713167.1|DSUP
OG0000017	LOC6733173|XP_002080249.1|DSIM	LOC119562617|XP_037731769.1|DSUP, LOC119562618|XP_037731771.1|DSUP
OG0000017	LOC6740754|XP_016035626.1|DSIM	LOC119560371|XP_037729705.1|DSUP
OG0000017	LOC6729887|XP_002105190.2|DSIM	LOC119552736|XP_037718429.1|DSUP
OG0000017	LOC6735880|XP_002082790.1|DSIM	LOC119550337|XP_037714884.1|DSUP, LOC119558631|XP_037727964.1|DSUP
OG0000017	LOC6733175|XP_002080251.2|DSIM	LOC119562595|XP_037731744.1|DSUP
OG0000017	LOC6735881|XP_002082791.1|DSIM	LOC119558630|XP_037727962.1|DSUP, LOC119550336|XP_037714883.1|DSUP
OG0000017	LOC6730585|XP_016023026.1|DSIM, LOC6730584|XP_002077763.1|DSIM	LOC119546290|XP_037708399.1|DSUP
OG0000018	LOC6736980|XP_002083827.1|DSIM	LOC119554781|XP_037721753.1|DSUP
OG0000018	LOC6736983|XP_002083830.1|DSIM	LOC119554782|XP_037721754.1|DSUP
OG0000018	LOC6736982|XP_002083829.1|DSIM	LOC119554784|XP_037721757.1|DSUP
OG0000019	LOC6729811|XP_002105114.1|DSIM	LOC119545699|XP_037707379.1|DSUP
OG0000019	LOC6729810|XP_002105113.1|DSIM	LOC119545701|XP_037707381.1|DSUP
OG0000019	LOC27208716|XP_016036498.1|DSIM	LOC119545702|XP_037707383.1|DSUP
OG0000019	LOC6729806|XP_002105109.2|DSIM	LOC119553849|XP_037720426.1|DSUP
OG0000019	LOC6729809|XP_002105112.1|DSIM	LOC119545700|XP_037707380.1|DSUP
OG0000019	LOC6729812|XP_002105115.1|DSIM	LOC119545696|XP_037707377.1|DSUP
OG0000019	LOC6729813|XP_002105116.1|DSIM	LOC119545697|XP_037707378.1|DSUP
OG0000020	LOC6730019|XP_002105313.2|DSIM	LOC119551011|XP_037715994.1|DSUP
OG0000020	LOC6735524|XP_016028869.1|DSIM	LOC119549986|XP_037714317.1|DSUP
OG0000020	LOC27207807|XP_039147183.1|DSIM	LOC119546352|XP_037708508.1|DSUP, LOC119548418|XP_037711587.1|DSUP, LOC119560332|XP_037729650.1|DSUP
OG0000020	LOC6733705|XP_002080752.3|DSIM	LOC119546657|XP_037709040.1|DSUP, LOC119546786|XP_037709271.1|DSUP, LOC119550100|XP_037714508.1|DSUP
OG0000020	LOC6731489|XP_016024167.1|DSIM	LOC119546737|XP_037709159.1|DSUP
OG0000020	LOC6727407|XP_016033953.2|DSIM	LOC119561092|XP_037730913.1|DSUP
OG0000020	LOC6728507|XP_016035147.1|DSIM	LOC119556769|XP_037725126.1|DSUP
OG0000020	LOC6733023|XP_016025710.1|DSIM	LOC119547825|XP_037710775.1|DSUP
OG0000020	LOC6732748|XP_016025473.2|DSIM	LOC119546570|XP_037708891.1|DSUP
OG0000021	LOC6730820|XP_002077987.1|DSIM	LOC119548675|XP_037712046.1|DSUP
OG0000021	LOC6735639|XP_002082557.1|DSIM	LOC119549002|XP_037712540.1|DSUP
OG0000021	LOC6739483|XP_002076381.1|DSIM	LOC119550684|XP_037715475.1|DSUP
OG0000021	LOC27206609|XP_016028304.1|DSIM	LOC119550497|XP_037715116.1|DSUP
OG0000021	LOC6725592|XP_039153232.1|DSIM	LOC119556017|XP_037723717.1|DSUP
OG0000021	LOC6729419|XP_002104734.2|DSIM	LOC119552371|XP_037718001.1|DSUP
OG0000021	LOC6728358|XP_016034980.1|DSIM	LOC119560336|XP_037729656.1|DSUP
OG0000021	LOC6726014|XP_016039394.1|DSIM	LOC119555956|XP_037723602.1|DSUP
OG0000022	LOC27206614|XP_039147853.1|DSIM	LOC119550370|XP_037714944.1|DSUP
OG0000022	LOC6736292|XP_002083176.1|DSIM	LOC119553490|XP_037719826.1|DSUP
OG0000022	LOC27207162|XP_016029777.2|DSIM, LOC120284703|XP_039149016.1|DSIM, LOC6736296|XP_002083180.1|DSIM	LOC119555582|XP_037722984.1|DSUP, LOC119555585|XP_037722986.1|DSUP, LOC119555586|XP_037722987.1|DSUP
OG0000022	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM	LOC119555581|XP_037722982.1|DSUP, LOC119555583|XP_037722985.1|DSUP
OG0000022	LOC27207148|XP_016029776.1|DSIM	LOC119555580|XP_037722981.1|DSUP
OG0000023	LOC6727100|XP_002102493.1|DSIM	LOC119559780|XP_037728787.1|DSUP
OG0000023	LOC6727104|XP_002102497.2|DSIM	LOC119559792|XP_037728800.1|DSUP, LOC119559788|XP_037728797.1|DSUP
OG0000023	LOC6727107|XP_016033584.1|DSIM	LOC119559783|XP_037728790.1|DSUP
OG0000023	LOC6735713|XP_002082629.1|DSIM	LOC119550999|XP_037715976.1|DSUP
OG0000023	LOC6727106|XP_039151383.1|DSIM	LOC119559784|XP_037728792.1|DSUP
OG0000023	LOC6727099|XP_002102492.1|DSIM	LOC119559779|XP_037728786.1|DSUP
OG0000023	LOC6727095|XP_016033580.1|DSIM	LOC119559782|XP_037728789.1|DSUP
OG0000023	LOC6727097|XP_002102490.1|DSIM	LOC119559778|XP_037728785.1|DSUP
OG0000023	LOC6727094|XP_016033578.1|DSIM	LOC119559785|XP_037728793.1|DSUP
OG0000024	LOC6733991|XP_002081035.1|DSIM	LOC119551120|XP_037716232.1|DSUP
OG0000024	LOC120284488|XP_039148839.1|DSIM, LOC6739389|XP_002076289.1|DSIM	LOC119549911|XP_037714159.1|DSUP, LOC119552112|XP_037717826.1|DSUP
OG0000024	LOC27209398|XP_016027021.1|DSIM	LOC119551714|XP_037717116.1|DSUP
OG0000024	LOC6733990|XP_002081034.2|DSIM	LOC119551121|XP_037716233.1|DSUP
OG0000024	LOC6732909|XP_002080014.1|DSIM	LOC119548131|XP_037711156.1|DSUP, LOC119548130|XP_037711155.1|DSUP, LOC119546161|XP_037708208.1|DSUP, LOC119548129|XP_037711154.1|DSUP
OG0000024	LOC6739427|XP_002076329.1|DSIM	LOC119551919|XP_037717477.1|DSUP
OG0000025	LOC27207833|XP_016038650.1|DSIM	LOC119556135|XP_037723954.1|DSUP
OG0000025	LOC120285797|XP_039154346.1|DSIM	LOC119561532|XP_037731111.1|DSUP, LOC119559590|XP_037728532.1|DSUP, LOC119559601|XP_037728544.1|DSUP, LOC119561449|XP_037731029.1|DSUP, LOC119561527|XP_037731107.1|DSUP, LOC119559244|XP_037728243.1|DSUP
OG0000025	LOC120285798|XP_039154348.1|DSIM	LOC119559249|XP_037728249.1|DSUP, LOC119559246|XP_037728246.1|DSUP
OG0000026	LOC6725654|XP_002106661.1|DSIM	LOC119557908|XP_037726842.1|DSUP
OG0000026	LOC6731167|XP_002078325.1|DSIM	LOC119547110|XP_037709748.1|DSUP
OG0000026	LOC6725713|XP_002106716.1|DSIM	LOC119557301|XP_037725939.1|DSUP
OG0000026	LOC6726897|XP_002102299.1|DSIM	LOC119561040|XP_037730797.1|DSUP
OG0000026	LOC6727211|XP_002102603.1|DSIM	LOC119560123|XP_037729401.1|DSUP
OG0000027	LOC6731383|XP_002078536.1|DSIM	LOC119548404|XP_037711568.1|DSUP
OG0000027	LOC6731386|XP_002078539.1|DSIM	LOC119548409|XP_037711576.1|DSUP
OG0000027	LOC6731384|XP_002078537.1|DSIM	LOC119548453|XP_037711645.1|DSUP
OG0000028	LOC6738680|XP_039149230.1|DSIM	LOC119555138|XP_037722293.1|DSUP
OG0000028	LOC120284696|XP_039148939.1|DSIM	LOC119554646|XP_037721574.1|DSUP
OG0000029	LOC6739710|XP_002076603.1|DSIM	LOC119562890|XP_037731935.1|DSUP
OG0000029	LOC6733757|XP_002080801.1|DSIM	LOC119550971|XP_037715934.1|DSUP
OG0000029	LOC6735151|XP_002082126.1|DSIM	LOC119549481|XP_037713512.1|DSUP
OG0000029	LOC6731526|XP_002078674.1|DSIM	LOC119546385|XP_037708552.1|DSUP
OG0000029	LOC6731962|XP_016024641.1|DSIM	LOC119548587|XP_037711848.1|DSUP
OG0000029	LOC6728974|XP_002104302.1|DSIM	LOC119560689|XP_037730195.1|DSUP
OG0000029	LOC27208471|XP_016032409.1|DSIM	LOC119554065|XP_037720734.1|DSUP
OG0000030	LOC6732024|XP_016024722.1|DSIM	LOC119547225|XP_037709914.1|DSUP
OG0000030	LOC6732022|XP_002079155.1|DSIM	LOC119546122|XP_037708143.1|DSUP
OG0000030	LOC6732023|XP_002079156.1|DSIM	LOC119547226|XP_037709915.1|DSUP
OG0000030	LOC6730745|XP_002077913.2|DSIM	LOC119546258|XP_037708345.1|DSUP, LOC119546257|XP_037708344.1|DSUP
OG0000030	LOC6735876|XP_002082786.1|DSIM	LOC119550805|XP_037715669.1|DSUP, LOC119558621|XP_037727957.1|DSUP
OG0000030	LOC27208281|XP_039152536.1|DSIM	LOC119557894|XP_037726826.1|DSUP
OG0000030	LOC6740355|XP_002077222.1|DSIM	LOC119556830|XP_037725216.1|DSUP
OG0000031	LOC6732472|XP_016025109.1|DSIM, LOC27206502|XP_016025100.2|DSIM	LOC119546941|XP_037709506.1|DSUP, LOC119546197|XP_037708251.1|DSUP
OG0000031	LOC6732447|XP_002079568.2|DSIM	LOC119548227|XP_037711293.1|DSUP
OG0000031	LOC6736718|XP_002083574.1|DSIM	LOC119552950|XP_037718858.1|DSUP
OG0000031	LOC6730782|XP_002077950.2|DSIM	LOC119547137|XP_037709777.1|DSUP
OG0000031	LOC6731777|XP_016024472.1|DSIM	LOC119546475|XP_037708689.1|DSUP, LOC119546474|XP_037708687.1|DSUP
OG0000032	LOC6728385|XP_016034993.2|DSIM	LOC119559763|XP_037728765.1|DSUP
OG0000032	LOC6728381|XP_016034991.1|DSIM	LOC119559771|XP_037728776.1|DSUP
OG0000032	LOC6728387|XP_039151488.1|DSIM	LOC119560219|XP_037729506.1|DSUP
