Orthogroup	DSIM.longest_only	DSAN.longest_only
OG0000004	LOC27206793|XP_016022768.2|DSIM, LOC120285540|XP_039154131.1|DSIM, LOC120285538|XP_039154129.1|DSIM, LOC120285535|XP_039154126.1|DSIM, LOC120285537|XP_039154128.1|DSIM, LOC120285539|XP_039154130.1|DSIM, LOC120285536|XP_039154127.1|DSIM, LOC120285792|XP_039154341.1|DSIM, LOC120285796|XP_039154345.1|DSIM, LOC120285257|XP_039152608.1|DSIM, LOC120285256|XP_039152600.1|DSIM, LOC120285795|XP_039154344.1|DSIM, LOC120285791|XP_039154340.1|DSIM, LOC6733079|XP_002080156.3|DSIM, LOC120285793|XP_039154342.1|DSIM, LOC120285794|XP_039154343.1|DSIM, LOC6740700|XP_002077499.3|DSIM	LOC120457677|XP_039501102.1|DSAN, LOC120457917|XP_039501356.1|DSAN, LOC120457922|XP_039501362.1|DSAN, LOC120457921|XP_039501361.1|DSAN, LOC120457915|XP_039501354.1|DSAN, LOC120457914|XP_039501353.1|DSAN, LOC120457919|XP_039501359.1|DSAN, LOC120446198|XP_039482981.1|DSAN, LOC120457920|XP_039501360.1|DSAN, LOC120457916|XP_039501355.1|DSAN, LOC120457918|XP_039501357.1|DSAN, LOC120457924|XP_039501363.1|DSAN, LOC120457925|XP_039501364.1|DSAN
OG0000005	LOC120285548|XP_039154138.1|DSIM	LOC120457948|XP_039501388.1|DSAN
OG0000005	LOC120285549|XP_039154139.1|DSIM, LOC27207875|XP_039154141.1|DSIM, LOC120285271|XP_039152664.1|DSIM	LOC120457950|XP_039501390.1|DSAN
OG0000005	LOC120285805|XP_039154355.1|DSIM	LOC120457955|XP_039501394.1|DSAN
OG0000005	LOC120285268|XP_039152661.1|DSIM	LOC120457946|XP_039501386.1|DSAN
OG0000006	LOC120285545|XP_039154135.1|DSIM	LOC120457681|XP_039501104.1|DSAN, LOC120457931|XP_039501371.1|DSAN
OG0000006	LOC120285544|XP_039154134.1|DSIM, LOC27208095|XP_016025859.1|DSIM, LOC120285266|XP_039152652.1|DSIM	LOC120457670|XP_039501096.1|DSAN
OG0000007	LOC6738477|XP_016032322.1|DSIM	LOC120450299|XP_039489171.1|DSAN
OG0000007	LOC6736955|XP_002083802.1|DSIM	LOC120449593|XP_039488092.1|DSAN
OG0000007	LOC6736956|XP_002083803.1|DSIM	LOC120449309|XP_039487635.1|DSAN
OG0000007	LOC6736953|XP_002083800.1|DSIM	LOC120449521|XP_039487968.1|DSAN
OG0000007	LOC6736948|XP_039149135.1|DSIM	LOC120448495|XP_039486458.1|DSAN
OG0000007	LOC120284722|XP_039149134.1|DSIM, LOC6736949|XP_002083796.1|DSIM	LOC120448563|XP_039486553.1|DSAN
OG0000007	LOC6731020|XP_002078181.1|DSIM	LOC120458533|XP_039502144.1|DSAN
OG0000007	LOC6733581|XP_002080635.1|DSIM	LOC120455948|XP_039498425.1|DSAN
OG0000007	LOC120284928|XP_039150400.1|DSIM, LOC6730135|XP_039150399.1|DSIM	LOC120453614|XP_039494328.1|DSAN, LOC120453672|XP_039494416.1|DSAN
OG0000007	LOC6731021|XP_002078182.1|DSIM	LOC120458508|XP_039502112.1|DSAN
OG0000007	LOC6737273|XP_039149649.1|DSIM	LOC120448335|XP_039486223.1|DSAN
OG0000007	LOC27206286|XP_016030986.1|DSIM	LOC120448331|XP_039486219.1|DSAN
OG0000007	LOC6731019|XP_002078180.2|DSIM	LOC120450012|XP_039488670.1|DSAN
OG0000007	LOC6736957|XP_016030597.1|DSIM	LOC120449828|XP_039488411.1|DSAN
OG0000007	LOC27207276|XP_016030598.2|DSIM	LOC120449911|XP_039488536.1|DSAN
OG0000008	LOC6727443|XP_016034017.1|DSIM	LOC120451092|XP_039490416.1|DSAN
OG0000008	LOC6736741|XP_002083597.1|DSIM	LOC120449655|XP_039488186.1|DSAN
OG0000008	LOC6736744|XP_016030372.1|DSIM	LOC120449654|XP_039488185.1|DSAN
OG0000008	LOC6732025|XP_039148682.1|DSIM	LOC120458586|XP_039502222.1|DSAN
OG0000008	LOC6736742|XP_002083598.1|DSIM	LOC120449658|XP_039488188.1|DSAN
OG0000008	LOC6725212|XP_002106235.2|DSIM	LOC120456894|XP_039499926.1|DSAN
OG0000008	LOC6726998|XP_016033494.2|DSIM	LOC120453056|XP_039493512.1|DSAN
OG0000008	LOC6726996|XP_002102397.1|DSIM	LOC120453871|XP_039494710.1|DSAN
OG0000008	LOC6726997|XP_002102398.2|DSIM	LOC120452274|XP_039492339.1|DSAN
OG0000008	LOC6726995|XP_002102396.1|DSIM	LOC120453887|XP_039494738.1|DSAN
OG0000009	LOC6727419|XP_002102801.1|DSIM	LOC120452846|XP_039493217.1|DSAN
OG0000009	LOC6727422|XP_002102804.2|DSIM	LOC120453968|XP_039494853.1|DSAN
OG0000009	LOC6727423|XP_016033975.1|DSIM	LOC120454581|XP_039495924.1|DSAN
OG0000009	LOC6727420|XP_002102802.1|DSIM	LOC120452847|XP_039493218.1|DSAN
OG0000009	LOC6736925|XP_002083772.1|DSIM	LOC120447920|XP_039485510.1|DSAN
OG0000009	LOC6736926|XP_002083773.1|DSIM	LOC120447921|XP_039485511.1|DSAN
OG0000009	LOC6736062|XP_002082963.1|DSIM	LOC120446532|XP_039483479.1|DSAN
OG0000009	LOC6728414|XP_016035007.1|DSIM	LOC120453301|XP_039493868.1|DSAN
OG0000009	LOC6734157|XP_002081186.1|DSIM	LOC120445192|XP_039481349.1|DSAN
OG0000009	LOC6734155|XP_002081184.1|DSIM, LOC6734156|XP_002081185.1|DSIM	LOC120445195|XP_039481352.1|DSAN, LOC120445193|XP_039481350.1|DSAN
OG0000010	LOC120285551|XP_039154142.1|DSIM, LOC120285283|XP_039152704.1|DSIM, LOC120285812|XP_039154361.1|DSIM, LOC120285811|XP_039154360.1|DSIM, LOC120285555|XP_039154146.1|DSIM, LOC120285552|XP_039154143.1|DSIM, LOC120285280|XP_039152696.1|DSIM	LOC120446204|XP_039482989.1|DSAN
OG0000010	LOC120285553|XP_039154144.1|DSIM, LOC120285282|XP_039152699.1|DSIM	LOC120457684|XP_039501107.1|DSAN
OG0000010	LOC6728075|XP_016034694.1|DSIM	LOC120457962|XP_039501399.1|DSAN
OG0000011	LOC6730832|XP_016023246.1|DSIM	LOC120458387|XP_039501940.1|DSAN
OG0000011	LOC6730831|XP_002077997.2|DSIM	LOC120458388|XP_039501941.1|DSAN
OG0000011	LOC27207823|XP_016023441.1|DSIM	LOC120458044|XP_039501490.1|DSAN
OG0000011	LOC27206207|XP_039149631.1|DSIM	LOC120449699|XP_039488248.1|DSAN
OG0000011	LOC27208182|XP_016025194.2|DSIM	LOC120444818|XP_039480708.1|DSAN
OG0000011	LOC6732545|XP_016025201.1|DSIM	LOC120445760|XP_039482290.1|DSAN
OG0000011	LOC6725826|XP_016039150.1|DSIM, LOC27206349|XP_016039152.1|DSIM	LOC120454945|XP_039496647.1|DSAN
OG0000011	LOC6737998|XP_002084813.2|DSIM	LOC120449538|XP_039487994.1|DSAN
OG0000011	LOC27206230|XP_016031794.1|DSIM	LOC120449537|XP_039487993.1|DSAN
OG0000011	LOC6728756|XP_002104091.1|DSIM	LOC120452178|XP_039492220.1|DSAN
OG0000012	LOC6735247|XP_016028572.1|DSIM	LOC120445821|XP_039482372.1|DSAN
OG0000012	LOC6735246|XP_016028570.1|DSIM	LOC120445820|XP_039482371.1|DSAN
OG0000012	LOC6735245|XP_016028569.1|DSIM	LOC120446192|XP_039482973.1|DSAN
OG0000012	LOC6735248|XP_016028574.1|DSIM	LOC120446256|XP_039483062.1|DSAN
OG0000012	LOC6735249|XP_016028575.1|DSIM	LOC120444865|XP_039480765.1|DSAN
OG0000012	LOC6734131|XP_002081160.1|DSIM	LOC120445730|XP_039482234.1|DSAN
OG0000012	LOC6734132|XP_016027145.1|DSIM	LOC120446629|XP_039483624.1|DSAN
OG0000012	LOC6734133|XP_002081162.3|DSIM	LOC120446410|XP_039483290.1|DSAN
OG0000012	LOC6734134|XP_016027146.1|DSIM	LOC120445226|XP_039481417.1|DSAN
OG0000012	LOC6734135|XP_002081164.1|DSIM	LOC120446006|XP_039482689.1|DSAN
OG0000012	LOC6734136|XP_016027147.1|DSIM	LOC120446007|XP_039482691.1|DSAN
OG0000013	LOC6734455|XP_002081474.1|DSIM	LOC120444466|XP_039480072.1|DSAN
OG0000013	LOC6725717|XP_016038992.1|DSIM	LOC120456796|XP_039499752.1|DSAN
OG0000013	LOC6728006|XP_016034604.1|DSIM	LOC120450753|XP_039489810.1|DSAN
OG0000013	LOC6737992|XP_016031791.1|DSIM	LOC120447659|XP_039485107.1|DSAN
OG0000013	LOC6728269|XP_002103618.2|DSIM	LOC120450808|XP_039489911.1|DSAN
OG0000013	LOC6729335|XP_016035977.1|DSIM	LOC120452623|XP_039492863.1|DSAN
OG0000013	LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM	LOC120450792|XP_039489887.1|DSAN, LOC120451564|XP_039491301.1|DSAN
OG0000013	LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM	LOC120454351|XP_039495505.1|DSAN, LOC120451683|XP_039491500.1|DSAN
OG0000014	LOC120285345|XP_039153408.1|DSIM	LOC120457516|XP_039500998.1|DSAN
OG0000014	LOC120285375|XP_039153883.1|DSIM	LOC120458123|XP_039501592.1|DSAN, LOC120458168|XP_039501658.1|DSAN, LOC120458585|XP_039502218.1|DSAN
OG0000015	LOC6732807|XP_002079920.3|DSIM	LOC120446987|XP_039484221.1|DSAN
OG0000015	LOC6730642|XP_002077813.2|DSIM	LOC120456360|XP_039499095.1|DSAN
OG0000015	LOC6739194|XP_002076105.3|DSIM	LOC120458799|XP_039502526.1|DSAN
OG0000015	LOC6731349|XP_002078505.1|DSIM	LOC120458791|XP_039502509.1|DSAN
OG0000015	LOC6731405|XP_002078558.1|DSIM	LOC120458608|XP_039502248.1|DSAN
OG0000015	LOC27206160|XP_016027033.1|DSIM	LOC120445789|XP_039482329.1|DSAN
OG0000015	LOC27207583|XP_016036303.1|DSIM	LOC120454309|XP_039495442.1|DSAN
OG0000016	LOC6728214|XP_016034853.1|DSIM	LOC120451140|XP_039490495.1|DSAN
OG0000016	LOC6735456|XP_002082396.1|DSIM	LOC120444605|XP_039480314.1|DSAN
OG0000016	LOC6728317|XP_002103666.1|DSIM	LOC120454635|XP_039496058.1|DSAN
OG0000016	LOC6734815|XP_016028043.1|DSIM	LOC120445231|XP_039481423.1|DSAN
OG0000016	LOC6725225|XP_016038239.1|DSIM	LOC120457379|XP_039500852.1|DSAN
OG0000016	LOC6733183|XP_016026067.1|DSIM	LOC120444059|XP_039479503.1|DSAN
OG0000016	LOC6727955|XP_016034553.1|DSIM	LOC120450954|XP_039490174.1|DSAN
OG0000016	LOC6739089|XP_016032930.1|DSIM	LOC120450393|XP_039489322.1|DSAN
OG0000017	LOC6740020|XP_002076907.2|DSIM	LOC120456210|XP_039498824.1|DSAN
OG0000017	LOC6733445|XP_002080502.2|DSIM	LOC120458133|XP_039501613.1|DSAN
OG0000017	LOC6733173|XP_002080249.1|DSIM	LOC120453270|XP_039493835.1|DSAN
OG0000017	LOC6740754|XP_016035626.1|DSIM	LOC120452397|XP_039492549.1|DSAN
OG0000017	LOC6729887|XP_002105190.2|DSIM	LOC120452472|XP_039492645.1|DSAN
OG0000017	LOC6735880|XP_002082790.1|DSIM	LOC120445309|XP_039481553.1|DSAN
OG0000017	LOC6733175|XP_002080251.2|DSIM	LOC120454864|XP_039496354.1|DSAN
OG0000017	LOC6735881|XP_002082791.1|DSIM	LOC120445308|XP_039481552.1|DSAN
OG0000017	LOC6730585|XP_016023026.1|DSIM, LOC6730584|XP_002077763.1|DSIM	LOC120454377|XP_039495551.1|DSAN
OG0000018	LOC6736980|XP_002083827.1|DSIM	LOC120448958|XP_039487148.1|DSAN
OG0000018	LOC6736987|XP_002083834.1|DSIM	LOC120449281|XP_039487598.1|DSAN
OG0000018	LOC6736983|XP_002083830.1|DSIM	LOC120447671|XP_039485130.1|DSAN
OG0000018	LOC6736975|XP_002083822.1|DSIM, LOC120284721|XP_039149126.1|DSIM, LOC6736977|XP_016030614.1|DSIM, LOC120284720|XP_039149125.1|DSIM	LOC120448951|XP_039487134.1|DSAN, LOC120448952|XP_039487135.1|DSAN, LOC120448659|XP_039486726.1|DSAN
OG0000019	LOC6729811|XP_002105114.1|DSIM	LOC120453199|XP_039493718.1|DSAN
OG0000019	LOC6729810|XP_002105113.1|DSIM	LOC120453201|XP_039493721.1|DSAN
OG0000019	LOC27208716|XP_016036498.1|DSIM	LOC120453202|XP_039493723.1|DSAN
OG0000019	LOC6729806|XP_002105109.2|DSIM	LOC120453194|XP_039493696.1|DSAN
OG0000019	LOC6729809|XP_002105112.1|DSIM	LOC120453200|XP_039493720.1|DSAN
OG0000019	LOC6729812|XP_002105115.1|DSIM	LOC120453203|XP_039493724.1|DSAN
OG0000019	LOC6729813|XP_002105116.1|DSIM	LOC120453198|XP_039493717.1|DSAN
OG0000020	LOC6730019|XP_002105313.2|DSIM	LOC120451285|XP_039490765.1|DSAN
OG0000020	LOC6735524|XP_016028869.1|DSIM	LOC120445014|XP_039481012.1|DSAN
OG0000020	LOC27207807|XP_039147183.1|DSIM	LOC120444384|XP_039479923.1|DSAN
OG0000020	LOC6733705|XP_002080752.3|DSIM	LOC120445506|XP_039481897.1|DSAN
OG0000020	LOC6731489|XP_016024167.1|DSIM	LOC120445000|XP_039480984.1|DSAN
OG0000020	LOC6727407|XP_016033953.2|DSIM	LOC120450860|XP_039490007.1|DSAN
OG0000020	LOC6728507|XP_016035147.1|DSIM	LOC120453863|XP_039494701.1|DSAN
OG0000020	LOC6733023|XP_016025710.1|DSIM	LOC120457706|XP_039501135.1|DSAN
OG0000020	LOC6732748|XP_016025473.2|DSIM	LOC120444385|XP_039479926.1|DSAN
OG0000021	LOC6730820|XP_002077987.1|DSIM	LOC120458794|XP_039502520.1|DSAN
OG0000021	LOC6735639|XP_002082557.1|DSIM	LOC120445641|XP_039482116.1|DSAN
OG0000021	LOC6739483|XP_002076381.1|DSIM	LOC120445227|XP_039481419.1|DSAN
OG0000021	LOC27206609|XP_016028304.1|DSIM	LOC120444372|XP_039479913.1|DSAN
OG0000021	LOC6725592|XP_039153232.1|DSIM	LOC120456405|XP_039499169.1|DSAN
OG0000021	LOC6729419|XP_002104734.2|DSIM	LOC120450748|XP_039489804.1|DSAN
OG0000021	LOC6728358|XP_016034980.1|DSIM	LOC120454061|XP_039495000.1|DSAN
OG0000021	LOC6726014|XP_016039394.1|DSIM	LOC120456471|XP_039499263.1|DSAN
OG0000022	LOC27206614|XP_039147853.1|DSIM	LOC120445477|XP_039481858.1|DSAN
OG0000022	LOC6736292|XP_002083176.1|DSIM	LOC120449728|XP_039488291.1|DSAN
OG0000022	LOC27207162|XP_016029777.2|DSIM, LOC120284703|XP_039149016.1|DSIM, LOC6736296|XP_002083180.1|DSIM	LOC120449734|XP_039488299.1|DSAN, LOC120449726|XP_039488289.1|DSAN, LOC120449733|XP_039488298.1|DSAN, LOC120449732|XP_039488295.1|DSAN
OG0000022	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM	LOC120449730|XP_039488293.1|DSAN, LOC120449731|XP_039488294.1|DSAN
OG0000022	LOC27207148|XP_016029776.1|DSIM	LOC120449729|XP_039488292.1|DSAN
OG0000023	LOC6727104|XP_002102497.2|DSIM	LOC120454389|XP_039495573.1|DSAN, LOC120453272|XP_039493833.1|DSAN
OG0000023	LOC6727107|XP_016033584.1|DSIM	LOC120454388|XP_039495572.1|DSAN
OG0000023	LOC6735713|XP_002082629.1|DSIM	LOC120444959|XP_039480909.1|DSAN
OG0000023	LOC6727106|XP_039151383.1|DSIM	LOC120453781|XP_039494563.1|DSAN
OG0000023	LOC6727099|XP_002102492.1|DSIM	LOC120453806|XP_039494614.1|DSAN
OG0000023	LOC6727095|XP_016033580.1|DSIM	LOC120450927|XP_039490127.1|DSAN
OG0000023	LOC6727097|XP_002102490.1|DSIM	LOC120453011|XP_039493460.1|DSAN
OG0000023	LOC6727094|XP_016033578.1|DSIM	LOC120450929|XP_039490129.1|DSAN
OG0000024	LOC6733991|XP_002081035.1|DSIM	LOC120445294|XP_039481531.1|DSAN
OG0000024	LOC120284488|XP_039148839.1|DSIM, LOC6739389|XP_002076289.1|DSIM	LOC120446529|XP_039483475.1|DSAN, LOC120446530|XP_039483476.1|DSAN
OG0000024	LOC27209398|XP_016027021.1|DSIM	LOC120445292|XP_039481529.1|DSAN
OG0000024	LOC6733990|XP_002081034.2|DSIM	LOC120445293|XP_039481530.1|DSAN
OG0000024	LOC6732909|XP_002080014.1|DSIM	LOC120446616|XP_039483595.1|DSAN
OG0000024	LOC6733989|XP_002081033.1|DSIM	LOC120446257|XP_039483064.1|DSAN
OG0000024	LOC6739427|XP_002076329.1|DSIM	LOC120446965|XP_039484167.1|DSAN
OG0000025	LOC27207833|XP_016038650.1|DSIM	LOC120453411|XP_039494047.1|DSAN, LOC120456451|XP_039499224.1|DSAN
OG0000025	LOC120285797|XP_039154346.1|DSIM	LOC120457929|XP_039501366.1|DSAN
OG0000026	LOC6725654|XP_002106661.1|DSIM	LOC120456669|XP_039499542.1|DSAN
OG0000026	LOC6731167|XP_002078325.1|DSIM	LOC120458576|XP_039502209.1|DSAN
OG0000026	LOC6725713|XP_002106716.1|DSIM	LOC120456651|XP_039499515.1|DSAN
OG0000026	LOC6727211|XP_002102603.1|DSIM	LOC120453885|XP_039494736.1|DSAN
OG0000027	LOC6731383|XP_002078536.1|DSIM	LOC120458674|XP_039502344.1|DSAN
OG0000027	LOC6731386|XP_002078539.1|DSIM	LOC120458543|XP_039502157.1|DSAN
OG0000027	LOC6731384|XP_002078537.1|DSIM	LOC120458684|XP_039502355.1|DSAN
OG0000028	LOC6738680|XP_039149230.1|DSIM	LOC120447587|XP_039484989.1|DSAN
OG0000028	LOC120284696|XP_039148939.1|DSIM	LOC120447866|XP_039485407.1|DSAN
OG0000029	LOC6739710|XP_002076603.1|DSIM	LOC120454032|XP_039494960.1|DSAN
OG0000029	LOC6733757|XP_002080801.1|DSIM	LOC120450915|XP_039490111.1|DSAN
OG0000029	LOC6735151|XP_002082126.1|DSIM	LOC120445653|XP_039482132.1|DSAN
OG0000029	LOC6728974|XP_002104302.1|DSIM	LOC120452245|XP_039492306.1|DSAN
OG0000029	LOC27208471|XP_016032409.1|DSIM	LOC120448524|XP_039486496.1|DSAN
OG0000030	LOC6732024|XP_016024722.1|DSIM	LOC120458250|XP_039501773.1|DSAN
OG0000030	LOC6732022|XP_002079155.1|DSIM	LOC120458016|XP_039501452.1|DSAN
OG0000030	LOC6732023|XP_002079156.1|DSIM	LOC120457864|XP_039501320.1|DSAN
OG0000030	LOC6730745|XP_002077913.2|DSIM	LOC120458849|XP_039502609.1|DSAN
OG0000030	LOC6735876|XP_002082786.1|DSIM	LOC120445779|XP_039482317.1|DSAN
OG0000030	LOC27208281|XP_039152536.1|DSIM	LOC120455262|XP_039497197.1|DSAN
OG0000030	LOC6740355|XP_002077222.1|DSIM	LOC120456032|XP_039498536.1|DSAN
OG0000031	LOC6732472|XP_016025109.1|DSIM	LOC120455351|XP_039497383.1|DSAN
OG0000031	LOC27206502|XP_016025100.2|DSIM	LOC120458683|XP_039502393.1|DSAN
OG0000031	LOC6732447|XP_002079568.2|DSIM	LOC120443942|XP_039479323.1|DSAN
OG0000031	LOC6736718|XP_002083574.1|DSIM	LOC120450501|XP_039489486.1|DSAN
OG0000031	LOC6730782|XP_002077950.2|DSIM	LOC120458846|XP_039502606.1|DSAN
OG0000031	LOC6731777|XP_016024472.1|DSIM	LOC120456119|XP_039498683.1|DSAN
OG0000032	LOC6728385|XP_016034993.2|DSIM	LOC120451694|XP_039491522.1|DSAN
OG0000032	LOC6728381|XP_016034991.1|DSIM	LOC120453066|XP_039493525.1|DSAN
OG0000032	LOC6728378|XP_002103726.1|DSIM	LOC120451410|XP_039491015.1|DSAN
OG0000033	LOC6729955|XP_039150847.1|DSIM	LOC120452239|XP_039492298.1|DSAN
OG0000033	LOC6733000|XP_016025683.2|DSIM	LOC120445509|XP_039481901.1|DSAN
OG0000033	LOC6733292|XP_016026219.1|DSIM	LOC120443742|XP_039478933.1|DSAN
OG0000033	LOC6733291|XP_002080354.2|DSIM	LOC120443740|XP_039478930.1|DSAN
OG0000033	LOC6733297|XP_016026220.1|DSIM	LOC120443741|XP_039478932.1|DSAN
OG0000033	LOC6738496|XP_002085302.1|DSIM	LOC120447695|XP_039485159.1|DSAN
OG0000033	LOC6727186|XP_002102578.1|DSIM	LOC120452485|XP_039492667.1|DSAN
OG0000033	LOC6734776|XP_002081779.1|DSIM	LOC120446152|XP_039482915.1|DSAN
OG0000033	LOC6734775|XP_016027979.1|DSIM	LOC120446144|XP_039482905.1|DSAN
OG0000034	LOC6734824|XP_002081826.2|DSIM	LOC120445348|XP_039481622.1|DSAN
OG0000034	LOC6732560|XP_002079679.3|DSIM	LOC120447094|XP_039484434.1|DSAN
OG0000034	LOC6732561|XP_002079680.1|DSIM	LOC120447093|XP_039484433.1|DSAN
OG0000034	LOC27209034|XP_016025242.1|DSIM	LOC120447092|XP_039484432.1|DSAN
OG0000034	LOC6732919|XP_002080023.2|DSIM	LOC120445471|XP_039481849.1|DSAN
OG0000034	LOC6728308|XP_016034943.1|DSIM	LOC120452815|XP_039493155.1|DSAN
OG0000034	LOC6728309|XP_016034944.1|DSIM	LOC120452816|XP_039493156.1|DSAN
OG0000034	LOC6731186|XP_002078345.3|DSIM	LOC120458883|XP_039502653.1|DSAN
OG0000036	LOC6727116|XP_002102509.1|DSIM	LOC120453442|XP_039494083.1|DSAN
OG0000036	LOC6727985|XP_002103337.2|DSIM	LOC120450981|XP_039490212.1|DSAN
OG0000036	LOC6726665|XP_039151600.1|DSIM	LOC120452669|XP_039492941.1|DSAN
OG0000036	LOC6729259|XP_016035909.1|DSIM	LOC120454541|XP_039495854.1|DSAN
