Orthogroup	DSIM.longest_only	DMAU.longest_only
OG0000013	LOC6737992|XP_016031791.1|DSIM	LOC117141743|XP_033161255.1|DMAU
OG0000013	LOC6728269|XP_002103618.2|DSIM	LOC117143333|XP_033163884.1|DMAU
OG0000013	LOC6729335|XP_016035977.1|DSIM	LOC117142344|XP_033162152.1|DMAU
OG0000013	LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM	LOC117145307|XP_033166793.1|DMAU
OG0000013	LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM	LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU
OG0000014	LOC120285345|XP_039153408.1|DSIM	LOC117149978|XP_033172760.1|DMAU
OG0000015	LOC6732807|XP_002079920.3|DSIM	LOC117135278|XP_033151337.1|DMAU
OG0000015	LOC6730910|XP_002078074.1|DSIM	LOC117150991|XP_033174086.1|DMAU
OG0000015	LOC6730642|XP_002077813.2|DSIM	LOC117150915|XP_033173958.1|DMAU
OG0000015	LOC6739194|XP_002076105.3|DSIM	LOC117143744|XP_033164450.1|DMAU
OG0000015	LOC6731349|XP_002078505.1|DSIM	LOC117140156|XP_033158823.1|DMAU
OG0000015	LOC6731405|XP_002078558.1|DSIM	LOC117150376|XP_033173128.1|DMAU
OG0000015	LOC27206160|XP_016027033.1|DSIM	LOC117137056|XP_033154159.1|DMAU
OG0000016	LOC6728214|XP_016034853.1|DSIM	LOC117143253|XP_033163704.1|DMAU
OG0000016	LOC6735456|XP_002082396.1|DSIM	LOC117136077|XP_033152622.1|DMAU
OG0000016	LOC6728317|XP_002103666.1|DSIM	LOC117144517|XP_033165627.1|DMAU
OG0000016	LOC6734815|XP_016028043.1|DSIM	LOC117137377|XP_033154680.1|DMAU
OG0000016	LOC6725225|XP_016038239.1|DSIM	LOC117148789|XP_033172290.1|DMAU
OG0000016	LOC6733183|XP_016026067.1|DSIM	LOC117135957|XP_033152442.1|DMAU
OG0000016	LOC6727955|XP_016034553.1|DSIM	LOC117145868|XP_033167581.1|DMAU
OG0000016	LOC6739089|XP_016032930.1|DSIM	LOC117140134|XP_033158791.1|DMAU
OG0000017	LOC6740020|XP_002076907.2|DSIM	LOC117146549|XP_033168738.1|DMAU
OG0000017	LOC6733445|XP_002080502.2|DSIM	LOC117138274|XP_033156132.1|DMAU
OG0000017	LOC6733173|XP_002080249.1|DSIM	LOC117136736|XP_033153658.1|DMAU
OG0000017	LOC6740754|XP_016035626.1|DSIM	LOC117144510|XP_033165592.1|DMAU
OG0000017	LOC6729887|XP_002105190.2|DSIM	LOC117144632|XP_033165817.1|DMAU
OG0000017	LOC6735880|XP_002082790.1|DSIM	LOC117137416|XP_033154735.1|DMAU
OG0000017	LOC6733175|XP_002080251.2|DSIM	LOC117136539|XP_033153380.1|DMAU
OG0000017	LOC6735881|XP_002082791.1|DSIM	LOC117137415|XP_033154734.1|DMAU
OG0000017	LOC6730585|XP_016023026.1|DSIM	LOC117150949|XP_033174013.1|DMAU
OG0000017	LOC6730584|XP_002077763.1|DSIM	LOC117139948|XP_033158530.1|DMAU
OG0000018	LOC6736983|XP_002083830.1|DSIM	LOC117141482|XP_033160851.1|DMAU
OG0000018	LOC6736982|XP_002083829.1|DSIM	LOC117141483|XP_033160852.1|DMAU
OG0000018	LOC6736975|XP_002083822.1|DSIM	LOC117140972|XP_033160097.1|DMAU, LOC117139215|XP_033157288.1|DMAU
OG0000019	LOC6729811|XP_002105114.1|DSIM	LOC117143233|XP_033163675.1|DMAU
OG0000019	LOC6729810|XP_002105113.1|DSIM	LOC117143237|XP_033163678.1|DMAU
OG0000019	LOC27208716|XP_016036498.1|DSIM	LOC117143236|XP_033163677.1|DMAU
OG0000019	LOC6729806|XP_002105109.2|DSIM	LOC117143229|XP_033163670.1|DMAU
OG0000019	LOC6729809|XP_002105112.1|DSIM	LOC117143234|XP_033163676.1|DMAU
OG0000019	LOC6729812|XP_002105115.1|DSIM	LOC117143231|XP_033163673.1|DMAU
OG0000019	LOC6729813|XP_002105116.1|DSIM	LOC117143232|XP_033163674.1|DMAU
OG0000020	LOC6730019|XP_002105313.2|DSIM	LOC117143636|XP_033164304.1|DMAU
OG0000020	LOC6735524|XP_016028869.1|DSIM	LOC117136475|XP_033153300.1|DMAU
OG0000020	LOC27207807|XP_039147183.1|DSIM	LOC117139859|XP_033158405.1|DMAU
OG0000020	LOC6733705|XP_002080752.3|DSIM	LOC117138462|XP_033156478.1|DMAU
OG0000020	LOC6731489|XP_016024167.1|DSIM	LOC117140141|XP_033158803.1|DMAU
OG0000020	LOC6727407|XP_016033953.2|DSIM	LOC117145918|XP_033167668.1|DMAU
OG0000020	LOC6728507|XP_016035147.1|DSIM	LOC117143368|XP_033163935.1|DMAU
OG0000020	LOC6733023|XP_016025710.1|DSIM	LOC117135687|XP_033151982.1|DMAU
OG0000020	LOC6732748|XP_016025473.2|DSIM	LOC117139836|XP_033158373.1|DMAU
OG0000021	LOC6730820|XP_002077987.1|DSIM	LOC117135318|XP_033151407.1|DMAU
OG0000021	LOC6735639|XP_002082557.1|DSIM	LOC117136145|XP_033152741.1|DMAU
OG0000021	LOC6739483|XP_002076381.1|DSIM	LOC117136571|XP_033153419.1|DMAU
OG0000021	LOC27206609|XP_016028304.1|DSIM	LOC117136553|XP_033153398.1|DMAU
OG0000021	LOC6725592|XP_039153232.1|DSIM	LOC117146855|XP_033169316.1|DMAU
OG0000021	LOC6729419|XP_002104734.2|DSIM	LOC117142241|XP_033161985.1|DMAU
OG0000021	LOC6728358|XP_016034980.1|DSIM	LOC117143646|XP_033164316.1|DMAU
OG0000021	LOC6726014|XP_016039394.1|DSIM	LOC117148061|XP_033171143.1|DMAU
OG0000022	LOC27206614|XP_039147853.1|DSIM	LOC117138252|XP_033156103.1|DMAU
OG0000022	LOC6736292|XP_002083176.1|DSIM	LOC117139751|XP_033158206.1|DMAU
OG0000022	LOC27207162|XP_016029777.2|DSIM	LOC117139201|XP_033157264.1|DMAU
OG0000022	LOC120284703|XP_039149016.1|DSIM	LOC117139199|XP_033157263.1|DMAU
OG0000022	LOC6736296|XP_002083180.1|DSIM	LOC117139197|XP_033157261.1|DMAU
OG0000022	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM	LOC117139203|XP_033157266.1|DMAU
OG0000022	LOC27207148|XP_016029776.1|DSIM	LOC117139198|XP_033157262.1|DMAU
OG0000023	LOC6727100|XP_002102493.1|DSIM	LOC117144283|XP_033165277.1|DMAU
OG0000023	LOC6727104|XP_002102497.2|DSIM	LOC117144284|XP_033165278.1|DMAU
OG0000023	LOC6727107|XP_016033584.1|DSIM	LOC117144282|XP_033165275.1|DMAU
OG0000023	LOC6735713|XP_002082629.1|DSIM	LOC117135977|XP_033152481.1|DMAU
OG0000023	LOC6727106|XP_039151383.1|DSIM	LOC117145126|XP_033166537.1|DMAU
OG0000023	LOC6727099|XP_002102492.1|DSIM	LOC117144278|XP_033165272.1|DMAU
OG0000023	LOC6727095|XP_016033580.1|DSIM	LOC117144775|XP_033166033.1|DMAU
OG0000023	LOC6727097|XP_002102490.1|DSIM	LOC117144277|XP_033165271.1|DMAU
OG0000023	LOC6727094|XP_016033578.1|DSIM	LOC117144765|XP_033166018.1|DMAU
OG0000024	LOC6733991|XP_002081035.1|DSIM	LOC117137467|XP_033154805.1|DMAU
OG0000024	LOC120284488|XP_039148839.1|DSIM, LOC6739389|XP_002076289.1|DSIM	LOC117137468|XP_033154806.1|DMAU, LOC117137469|XP_033154807.1|DMAU
OG0000024	LOC27209398|XP_016027021.1|DSIM	LOC117137862|XP_033155468.1|DMAU
OG0000024	LOC6733990|XP_002081034.2|DSIM	LOC117136255|XP_033152953.1|DMAU
OG0000024	LOC6732909|XP_002080014.1|DSIM	LOC117150619|XP_033173479.1|DMAU
OG0000024	LOC6733989|XP_002081033.1|DSIM	LOC117136506|XP_033153341.1|DMAU
OG0000024	LOC6739427|XP_002076329.1|DSIM	LOC117135440|XP_033151508.1|DMAU
OG0000025	LOC27207833|XP_016038650.1|DSIM	LOC117143378|XP_033163951.1|DMAU
OG0000025	LOC120285798|XP_039154348.1|DSIM	LOC117149935|XP_033172728.1|DMAU
OG0000026	LOC6725654|XP_002106661.1|DSIM	LOC117148470|XP_033171735.1|DMAU
OG0000026	LOC6731167|XP_002078325.1|DSIM	LOC117135160|XP_033151111.1|DMAU
OG0000026	LOC6725713|XP_002106716.1|DSIM	LOC117146899|XP_033169397.1|DMAU
OG0000026	LOC6726897|XP_002102299.1|DSIM	LOC117142902|XP_033163074.1|DMAU
OG0000026	LOC6727211|XP_002102603.1|DSIM	LOC117145491|XP_033167059.1|DMAU
OG0000027	LOC6731383|XP_002078536.1|DSIM	LOC117142835|XP_033162961.1|DMAU
OG0000027	LOC6731386|XP_002078539.1|DSIM	LOC117140739|XP_033159710.1|DMAU
OG0000027	LOC6731384|XP_002078537.1|DSIM	LOC117150817|XP_033173768.1|DMAU
OG0000028	LOC6738680|XP_039149230.1|DSIM	LOC117139373|XP_033157513.1|DMAU
OG0000028	LOC6738681|XP_016032508.2|DSIM, LOC120284827|XP_039150150.1|DSIM	LOC117139371|XP_033157510.1|DMAU, LOC117139372|XP_033157511.1|DMAU
OG0000028	LOC120284696|XP_039148939.1|DSIM	LOC117141110|XP_033160324.1|DMAU
OG0000029	LOC6739710|XP_002076603.1|DSIM	LOC117145028|XP_033166421.1|DMAU
OG0000029	LOC6733757|XP_002080801.1|DSIM	LOC117136167|XP_033152799.1|DMAU
OG0000029	LOC6735151|XP_002082126.1|DSIM	LOC117136614|XP_033153490.1|DMAU
OG0000029	LOC6731526|XP_002078674.1|DSIM	LOC117135122|XP_033151033.1|DMAU
OG0000029	LOC6728974|XP_002104302.1|DSIM	LOC117144854|XP_033166148.1|DMAU
OG0000029	LOC27208471|XP_016032409.1|DSIM	LOC117140740|XP_033159707.1|DMAU
OG0000030	LOC6732024|XP_016024722.1|DSIM	LOC117150768|XP_033173696.1|DMAU
OG0000030	LOC6732022|XP_002079155.1|DSIM	LOC117137293|XP_033154560.1|DMAU
OG0000030	LOC6732023|XP_002079156.1|DSIM	LOC117150769|XP_033173697.1|DMAU
OG0000030	LOC6730745|XP_002077913.2|DSIM	LOC117143350|XP_033163916.1|DMAU
OG0000030	LOC6735876|XP_002082786.1|DSIM	LOC117137054|XP_033154154.1|DMAU
OG0000030	LOC27208281|XP_039152536.1|DSIM	LOC117148684|XP_033172115.1|DMAU
OG0000030	LOC6740355|XP_002077222.1|DSIM	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU
OG0000031	LOC6732472|XP_016025109.1|DSIM	LOC117144354|XP_033165364.1|DMAU
OG0000031	LOC27206502|XP_016025100.2|DSIM	LOC117137476|XP_033154845.1|DMAU
OG0000031	LOC6732447|XP_002079568.2|DSIM	LOC117145782|XP_033167456.1|DMAU
OG0000031	LOC6736718|XP_002083574.1|DSIM	LOC117138977|XP_033156935.1|DMAU
OG0000031	LOC6730782|XP_002077950.2|DSIM	LOC117135570|XP_033151785.1|DMAU
OG0000031	LOC6733504|XP_016026473.1|DSIM	LOC117138460|XP_033156477.1|DMAU
OG0000031	LOC6731777|XP_016024472.1|DSIM	LOC117150913|XP_033173999.1|DMAU
OG0000032	LOC6728385|XP_016034993.2|DSIM	LOC117145857|XP_033167568.1|DMAU
OG0000032	LOC6728379|XP_016034990.1|DSIM	LOC117145495|XP_033167064.1|DMAU
OG0000032	LOC6728383|XP_002103731.2|DSIM	LOC117145862|XP_033167573.1|DMAU
OG0000033	LOC6729955|XP_039150847.1|DSIM	LOC117144719|XP_033165948.1|DMAU
OG0000033	LOC6732999|XP_002080078.1|DSIM	LOC117143209|XP_033163650.1|DMAU
OG0000033	LOC6733000|XP_016025683.2|DSIM	LOC117150287|XP_033172997.1|DMAU
OG0000033	LOC6732998|XP_016025682.1|DSIM	LOC117143200|XP_033163638.1|DMAU
OG0000033	LOC6733292|XP_016026219.1|DSIM	LOC117138299|XP_033156190.1|DMAU
OG0000033	LOC6733291|XP_002080354.2|DSIM	LOC117138297|XP_033156188.1|DMAU
OG0000033	LOC6733297|XP_016026220.1|DSIM	LOC117138298|XP_033156189.1|DMAU
OG0000033	LOC6738496|XP_002085302.1|DSIM	LOC117140273|XP_033158989.1|DMAU
OG0000033	LOC6727186|XP_002102578.1|DSIM	LOC117144413|XP_033165445.1|DMAU
OG0000033	LOC6727187|XP_002102579.2|DSIM	LOC117144938|XP_033166283.1|DMAU
OG0000033	LOC6734776|XP_002081779.1|DSIM	LOC117137789|XP_033155336.1|DMAU
OG0000033	LOC6734775|XP_016027979.1|DSIM	LOC117137724|XP_033155189.1|DMAU
OG0000034	LOC6734824|XP_002081826.2|DSIM	LOC117138566|XP_033156617.1|DMAU
OG0000034	LOC6732560|XP_002079679.3|DSIM	LOC117141167|XP_033160397.1|DMAU
OG0000034	LOC6732561|XP_002079680.1|DSIM	LOC117150484|XP_033173274.1|DMAU
OG0000034	LOC27209034|XP_016025242.1|DSIM	LOC117150483|XP_033173273.1|DMAU
OG0000034	LOC6732919|XP_002080023.2|DSIM	LOC117149319|XP_033172656.1|DMAU
OG0000034	LOC6728308|XP_016034943.1|DSIM	LOC117143947|XP_033164772.1|DMAU
OG0000034	LOC6728309|XP_016034944.1|DSIM	LOC117145446|XP_033166996.1|DMAU
OG0000034	LOC6731186|XP_002078345.3|DSIM	LOC117143867|XP_033164627.1|DMAU
OG0000035	LOC120284386|XP_039147746.1|DSIM	LOC117143714|XP_033164404.1|DMAU
OG0000035	LOC120284470|XP_039148696.1|DSIM, LOC120284948|XP_039150575.1|DSIM, LOC120284253|XP_039147185.1|DSIM	LOC117150075|XP_033172814.1|DMAU, LOC117150140|XP_033172837.1|DMAU
OG0000035	LOC120285443|XP_039154113.1|DSIM	LOC117141067|XP_033160256.1|DMAU
OG0000036	LOC6727116|XP_002102509.1|DSIM	LOC117145150|XP_033166581.1|DMAU
OG0000036	LOC6727985|XP_002103337.2|DSIM	LOC117145004|XP_033166383.1|DMAU
OG0000036	LOC6726665|XP_039151600.1|DSIM	LOC117145915|XP_033167661.1|DMAU
OG0000036	LOC6729259|XP_016035909.1|DSIM	LOC117145828|XP_033167521.1|DMAU
OG0000036	LOC6729260|XP_002104580.2|DSIM	LOC117145827|XP_033167520.1|DMAU
OG0000037	LOC6735171|XP_016028454.1|DSIM	LOC117137024|XP_033154116.1|DMAU
OG0000037	LOC6727491|XP_002102871.2|DSIM	LOC117145239|XP_033166706.1|DMAU
OG0000037	LOC6727490|XP_002102870.2|DSIM	LOC117143582|XP_033164221.1|DMAU
OG0000038	LOC6738693|XP_002085495.1|DSIM	LOC117139364|XP_033157507.1|DMAU
OG0000038	LOC6738696|XP_016032514.1|DSIM	LOC117141232|XP_033160483.1|DMAU
OG0000039	LOC6726964|XP_002102366.2|DSIM	LOC117144249|XP_033165219.1|DMAU
OG0000039	LOC27207643|XP_016039311.1|DSIM	LOC117148457|XP_033171719.1|DMAU
