Orthogroup	DVIR.longest_only	DMEL.longest_only
OG0000012	LOC6625066|XP_002049213.2|DVIR, LOC6625067|XP_032293151.1|DVIR, LOC6624920|XP_002050775.2|DVIR, LOC6624919|XP_002050774.2|DVIR, LOC26531760|XP_015030363.1|DVIR, LOC6627007|XP_032292288.1|DVIR, LOC6627006|XP_002050772.1|DVIR	CG10081|NP_611418.1|DMEL, CG10073|NP_001261090.1|DMEL
OG0000012	LOC6627005|XP_002050771.1|DVIR	CG30047|NP_725141.1|DMEL, CG30049|NP_725142.3|DMEL, CG30043|NP_725143.1|DMEL
OG0000012	LOC6627004|XP_002050770.1|DVIR	CG33012|NP_788335.2|DMEL, CG13160|NP_001260918.1|DMEL
OG0000013	LOC6626677|XP_002050872.1|DVIR	Hsc70-5|NP_523741.2|DMEL
OG0000013	LOC6633411|XP_015025597.1|DVIR	Hsc70-3|NP_727563.1|DMEL
OG0000013	LOC6630204|XP_002053707.1|DVIR	Hsc70-4|NP_524356.1|DMEL
OG0000013	LOC6622085|XP_002048525.1|DVIR	Hsc70-1|NP_524063.1|DMEL
OG0000013	LOC6632892|XP_002056192.1|DVIR	Hsc70-2|NP_524339.1|DMEL
OG0000013	LOC6634859|XP_002058649.1|DVIR, LOC6635006|XP_002058650.1|DVIR	Hsp68|NP_524474.1|DMEL
OG0000013	LOC116650285|XP_032289502.1|DVIR, LOC6632687|XP_032289629.1|DVIR, LOC6632688|XP_032289631.1|DVIR, LOC6637283|XP_002060548.2|DVIR, LOC6632685|XP_032289630.1|DVIR, LOC6632689|XP_002056660.1|DVIR, LOC6637075|XP_002060490.3|DVIR, LOC6632683|XP_002056654.2|DVIR, LOC6632691|XP_032289775.1|DVIR	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL
OG0000015	LOC6633997|XP_032293758.1|DVIR	lectin-37Db|NP_001188847.1|DMEL
OG0000015	LOC26531562|XP_032293636.1|DVIR	CG7763|NP_001356891.1|DMEL
OG0000016	LOC6633127|XP_002056070.1|DVIR	Act87E|NP_477091.1|DMEL
OG0000016	LOC6635889|XP_002059414.1|DVIR, LOC116650918|XP_032291957.1|DVIR	Act57B|NP_523800.1|DMEL
OG0000016	LOC6630423|XP_002053735.1|DVIR	Arp1|NP_524331.2|DMEL
OG0000016	LOC6625554|XP_002049004.2|DVIR	Arp53D|NP_477037.2|DMEL
OG0000016	LOC6636049|XP_002059576.1|DVIR	Act5C|NP_511052.1|DMEL
OG0000016	LOC6635861|XP_002059335.1|DVIR	Act42A|NP_523625.1|DMEL
OG0000016	LOC6631018|XP_002054294.1|DVIR	Act88F|NP_524367.1|DMEL
OG0000016	LOC6623693|XP_002048319.1|DVIR	Act79B|NP_524210.1|DMEL
OG0000017	LOC6635873|XP_002059346.1|DVIR, LOC6636383|XP_032292047.1|DVIR, LOC6636382|XP_032292048.1|DVIR	Or42a|NP_523622.2|DMEL
OG0000017	LOC6628970|XP_032293497.1|DVIR, LOC6623565|XP_032291328.1|DVIR, LOC116651590|XP_032294188.1|DVIR	Or98a|NP_524536.2|DMEL
OG0000017	LOC6627049|XP_002050830.3|DVIR	Or59b|NP_523822.1|DMEL
OG0000017	LOC6635871|XP_002059345.1|DVIR	Or42b|NP_523624.2|DMEL
OG0000017	LOC6627836|XP_032294331.1|DVIR	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL
OG0000018	LOC6623414|XP_002046136.1|DVIR	Cpr65Av|NP_729146.1|DMEL
OG0000018	LOC6623369|XP_002046140.1|DVIR	Lcp65Ac|NP_477279.1|DMEL
OG0000018	LOC6623326|XP_002046138.1|DVIR	Lcp65Ad|NP_477278.1|DMEL
OG0000018	LOC6623391|XP_002046158.1|DVIR	Lcp65Af|NP_477274.1|DMEL, Lcp65Ag1|NP_477273.1|DMEL, Lcp65Ag2|NP_477272.1|DMEL, Lcp65Ag3|NP_652662.1|DMEL
OG0000019	LOC6630453|XP_002053914.1|DVIR, LOC6630456|XP_002053917.1|DVIR	CG6283|NP_651524.1|DMEL
OG0000019	LOC6630458|XP_002053919.1|DVIR	CG6296|NP_651520.1|DMEL
OG0000019	LOC6630457|XP_002053918.1|DVIR	CG6295|NP_651521.1|DMEL
OG0000019	LOC6630452|XP_002053913.1|DVIR	CG6277|NP_651525.1|DMEL, CG6271|NP_651526.1|DMEL
OG0000020	LOC6634957|XP_002058591.1|DVIR	rdog|NP_651678.1|DMEL
OG0000020	LOC6635984|XP_002059302.2|DVIR	CG10505|NP_611571.2|DMEL
OG0000020	LOC6628903|XP_002051547.2|DVIR	CG31792|NP_724148.2|DMEL, l_2_03659|NP_001260823.1|DMEL, CG7627|NP_001245943.1|DMEL
OG0000020	LOC6632501|XP_032289762.1|DVIR	CG4562|NP_001262747.1|DMEL
OG0000020	LOC6632573|XP_015026213.1|DVIR	Mrp4|NP_650086.2|DMEL
OG0000020	LOC6628471|XP_002051546.1|DVIR	CG9270|NP_995741.2|DMEL, CG31793|NP_609930.4|DMEL
OG0000021	LOC6627018|XP_002049728.2|DVIR	PpD6|NP_524947.1|DMEL
OG0000021	LOC6627016|XP_002049726.1|DVIR	Pp1-Y1|NP_001104152.3|DMEL
OG0000021	LOC6627164|XP_002049737.1|DVIR	PpN58A|NP_477384.1|DMEL
OG0000021	LOC6625700|XP_015029837.1|DVIR	PpD5|NP_524707.1|DMEL
OG0000021	LOC6625029|XP_002050452.1|DVIR	PpY-55A|NP_476689.1|DMEL
OG0000021	LOC6627019|XP_002049729.1|DVIR	Pp1-Y2|NP_001015497.4|DMEL
OG0000021	LOC6636003|XP_002059503.1|DVIR	flw|NP_727418.1|DMEL
OG0000021	LOC6629522|XP_002053324.1|DVIR	Pp1alpha-96A|NP_524484.1|DMEL
OG0000021	LOC6629847|XP_002054468.1|DVIR	Pp1-87B|NP_524937.1|DMEL
OG0000021	LOC26531416|XP_015025728.1|DVIR	Pp1-13C|NP_524921.1|DMEL
OG0000022	LOC116651090|XP_032292738.1|DVIR, LOC6625962|XP_002049593.1|DVIR	CG7798|NP_611098.1|DMEL
OG0000022	LOC6622522|XP_002046428.1|DVIR, LOC116650757|XP_032291322.1|DVIR, LOC6622078|XP_002046433.1|DVIR, LOC116650071|XP_032289312.1|DVIR, LOC6622546|XP_002046431.1|DVIR	LysE|NP_476827.2|DMEL, LysB|NP_523882.1|DMEL, LysD|NP_476823.1|DMEL
OG0000022	LOC116650066|XP_032289307.1|DVIR, LOC6622553|XP_002046434.2|DVIR	LysS|NP_476829.1|DMEL, LysP|NP_476828.1|DMEL
OG0000023	LOC26530945|XP_015026270.1|DVIR	alpha-Est6|NP_524262.1|DMEL
OG0000023	LOC6632666|XP_032289605.1|DVIR	alpha-Est5|NP_001246965.1|DMEL
OG0000023	LOC6632668|XP_002056437.2|DVIR	alpha-Est3|NP_524267.2|DMEL
OG0000023	LOC6632669|XP_002056438.1|DVIR	alpha-Est2|NP_524268.3|DMEL
OG0000023	LOC6626291|XP_002050067.1|DVIR	gas|NP_611678.1|DMEL
OG0000023	LOC6632665|XP_002056434.1|DVIR, LOC6632664|XP_002056433.1|DVIR	alpha-Est1|NP_524269.3|DMEL
OG0000023	LOC6632533|XP_002056431.1|DVIR	alpha-Est7|NP_524261.1|DMEL
OG0000023	LOC6632529|XP_002056427.2|DVIR	alpha-Est9|NP_731165.2|DMEL
OG0000023	LOC6632531|XP_002056429.1|DVIR	alpha-Est8|NP_524259.2|DMEL
OG0000023	LOC6632528|XP_032289545.1|DVIR	alpha-Est10|NP_001246962.1|DMEL
OG0000024	LOC6625432|XP_002049269.3|DVIR, LOC6625433|XP_015029714.1|DVIR, LOC6625430|XP_002049267.1|DVIR, LOC6625436|XP_002049273.1|DVIR, LOC6625435|XP_002049272.1|DVIR, LOC6625434|XP_002049271.1|DVIR	betaTry|NP_524904.1|DMEL, CG30031|NP_725035.1|DMEL, gammaTry|NP_725034.1|DMEL, deltaTry|NP_523694.2|DMEL, CG30025|NP_725036.1|DMEL, alphaTry|NP_476771.1|DMEL
OG0000024	LOC6625431|XP_002049268.3|DVIR	epsilonTry|NP_525112.1|DMEL
OG0000024	LOC6634081|XP_002057902.1|DVIR	CG17571|NP_610109.1|DMEL
OG0000024	LOC6625429|XP_002049266.1|DVIR	thetaTry|NP_523693.1|DMEL
OG0000024	LOC6625162|XP_002048929.1|DVIR	Ser8|NP_610874.1|DMEL
OG0000025	LOC6635606|XP_002058949.1|DVIR	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL
OG0000025	LOC6637233|XP_002060537.1|DVIR	His3_CG33848|NP_001027358.1|DMEL, His3_CG33824|NP_001027318.1|DMEL, His3_CG33815|NP_001027303.1|DMEL, His3_CG33866|NP_001027387.1|DMEL, His3_CG33839|NP_001027343.1|DMEL, His3_CG33842|NP_001027348.1|DMEL
OG0000026	LOC6631803|XP_002055737.1|DVIR	antdh|NP_572695.2|DMEL
OG0000026	LOC6628165|XP_002051461.1|DVIR	CG9150|NP_608991.2|DMEL
OG0000026	LOC6635194|XP_002058469.1|DVIR	CG3301|NP_650964.1|DMEL
OG0000027	LOC6629148|XP_002052895.1|DVIR	Acp1|NP_477115.1|DMEL
OG0000027	LOC6627465|XP_002052896.1|DVIR	CG7214|NP_609141.1|DMEL
OG0000028	LOC6622574|XP_002047517.1|DVIR	CG14095|NP_649112.1|DMEL
OG0000029	LOC6625353|XP_002050320.1|DVIR, LOC6625686|XP_002050319.2|DVIR	CheA84a|NP_001027150.1|DMEL
OG0000029	LOC6624236|XP_002048359.1|DVIR	CheA75a|NP_649035.2|DMEL
OG0000030	LOC6627555|XP_002052289.1|DVIR	Or33c|NP_523555.1|DMEL
OG0000030	LOC6628998|XP_002052101.1|DVIR	Or23a|NP_523458.3|DMEL
OG0000030	LOC6627051|XP_002050832.1|DVIR, LOC6626964|XP_002050828.1|DVIR, LOC6626963|XP_002050827.1|DVIR	Or59a|NP_523821.1|DMEL
OG0000030	LOC6633403|XP_002057213.1|DVIR	Or2a|NP_525046.1|DMEL
OG0000030	LOC6632190|XP_002055645.1|DVIR	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL
OG0000031	LOC6634268|XP_002057550.2|DVIR	CG4793|NP_723941.2|DMEL, CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL
OG0000031	LOC6634269|XP_002057551.2|DVIR, LOC6634303|XP_032293402.1|DVIR	SPH93|NP_609840.1|DMEL, CG14990|NP_647856.2|DMEL, CG3117|NP_608722.2|DMEL, CG18478|NP_609764.1|DMEL, CG31827|NP_723923.1|DMEL
OG0000031	LOC6629125|XP_002052391.1|DVIR	CG5390|NP_609374.1|DMEL
OG0000032	LOC6629979|XP_002054337.1|DVIR	GstD1|NP_524326.1|DMEL
OG0000032	LOC6629980|XP_032294917.1|DVIR	GstD9|NP_650181.1|DMEL
OG0000032	LOC6629978|XP_032294961.1|DVIR, LOC6634892|XP_002058480.2|DVIR, LOC6629977|XP_002054335.1|DVIR, LOC6629932|XP_002054333.2|DVIR, LOC6629933|XP_002054334.2|DVIR	GstD8|NP_524916.1|DMEL, GstD4|NP_524913.1|DMEL, GstD2|NP_524912.1|DMEL, GstD5|NP_524914.3|DMEL, GstD3|NP_788656.1|DMEL, GstD7|NP_525114.1|DMEL, GstD6|NP_524915.1|DMEL
OG0000033	LOC6635949|XP_002059391.1|DVIR	CheB38a|NP_995736.1|DMEL, CheB38c|NP_610061.2|DMEL, CheB38b|NP_995735.1|DMEL, CheB42c|NP_995764.2|DMEL, CheB42b|NP_995763.1|DMEL
OG0000033	LOC6630139|XP_002053622.1|DVIR, LOC6630138|XP_002053621.1|DVIR, LOC6629617|XP_002053590.1|DVIR	CheB42a|NP_995765.1|DMEL
OG0000034	LOC6627930|XP_002051996.1|DVIR	Ugt37C1|NP_525007.1|DMEL, Ugt37C2|NP_652629.1|DMEL
OG0000034	LOC6627931|XP_002051997.2|DVIR	Ugt37E1|NP_652628.2|DMEL
OG0000034	LOC6627933|XP_015028329.1|DVIR, LOC6627932|XP_002051998.1|DVIR	Ugt37D1|NP_652627.2|DMEL
OG0000034	LOC6628689|XP_002051353.1|DVIR, LOC6628690|XP_002051354.1|DVIR, LOC6628691|XP_032293795.1|DVIR, LOC6628688|XP_002051352.1|DVIR	Ugt37B1|NP_525008.2|DMEL
OG0000036	LOC6632491|XP_002056444.1|DVIR	Sp7|NP_649734.2|DMEL
OG0000036	LOC116651951|XP_032295383.1|DVIR	ea|NP_524362.2|DMEL
OG0000036	LOC6634881|XP_002058500.1|DVIR	MP1|NP_001303421.1|DMEL
OG0000036	LOC6630607|XP_002054482.2|DVIR	SPE|NP_651168.1|DMEL
OG0000037	LOC6627126|XP_032291548.1|DVIR	Cyp12b2|NP_611370.2|DMEL
OG0000037	LOC6629970|XP_002053079.1|DVIR	Cyp12a5|NP_650782.1|DMEL, Cyp12a4|NP_650783.2|DMEL
OG0000038	LOC6622648|XP_002047530.1|DVIR	Cpr76Bb|NP_649121.1|DMEL
OG0000038	LOC6624649|XP_002047532.2|DVIR	Cpr76Bd|NP_001262052.1|DMEL
OG0000039	LOC6630003|XP_002054716.2|DVIR	CG42564|NP_649651.2|DMEL
OG0000039	LOC6631924|XP_002055751.1|DVIR	Ag5r|NP_524770.1|DMEL
OG0000039	LOC6636063|XP_002059594.1|DVIR	Ag5r2|NP_524689.2|DMEL
OG0000039	LOC6636702|XP_002060175.3|DVIR	CG32679|NP_727412.2|DMEL
OG0000040	LOC6629625|XP_002054865.1|DVIR	CG17803|NP_650657.2|DMEL, CG6689|NP_650051.1|DMEL
OG0000040	LOC6629626|XP_002054866.2|DVIR	CG4820|NP_001097748.1|DMEL
OG0000040	LOC116651842|XP_032294845.1|DVIR, LOC6629623|XP_032294844.1|DVIR	CG17806|NP_650658.1|DMEL, CG17802|NP_650659.2|DMEL
OG0000040	LOC6629621|XP_002054861.1|DVIR	Odj|NP_650661.1|DMEL
OG0000040	LOC6629744|XP_002053886.1|DVIR	CG1792|NP_651878.1|DMEL
OG0000041	LOC6630744|XP_032290585.1|DVIR, LOC116651238|XP_032293093.1|DVIR, LOC6630745|XP_032292365.1|DVIR	CG31300|NP_651373.2|DMEL, CG31104|NP_733090.1|DMEL, CG11893|NP_651375.1|DMEL, CG13658|NP_651374.2|DMEL, CG31436|NP_733096.1|DMEL, CG13659|NP_651378.1|DMEL, CG31370|NP_733095.2|DMEL
OG0000042	LOC6630880|XP_002053792.2|DVIR, LOC6636545|XP_002060049.1|DVIR, LOC6625347|XP_002051000.3|DVIR, LOC6625529|XP_002051023.1|DVIR, LOC6625448|XP_002050998.1|DVIR, LOC6623106|XP_002046713.1|DVIR, LOC6625348|XP_002051001.1|DVIR, LOC6625349|XP_002051002.1|DVIR	CG14502|NP_611311.1|DMEL, CG18539|NP_611315.3|DMEL, CG18536|NP_611312.1|DMEL, CG18538|NP_611314.2|DMEL, CG18537|NP_611313.1|DMEL
OG0000043	LOC6630320|XP_002053430.1|DVIR	Ugt302C1|NP_652626.1|DMEL
OG0000043	LOC6630321|XP_002053431.1|DVIR	Ugt302E1|NP_652625.2|DMEL
OG0000043	LOC6630318|XP_002053428.2|DVIR	Ugt35E1|NP_652622.3|DMEL, Ugt35E2|NP_652623.2|DMEL, Ugt35D1|NP_651866.1|DMEL, Ugt35B1|NP_524313.2|DMEL
OG0000044	LOC6630493|XP_002053200.1|DVIR	CG31087|NP_733100.1|DMEL
OG0000044	LOC6630492|XP_002053199.1|DVIR, LOC6630491|XP_002053198.1|DVIR	CG10562|NP_651385.3|DMEL, CHKov1|NP_001097918.1|DMEL
OG0000045	LOC6624147|XP_002046895.1|DVIR	Cpr67Fb|NP_648420.1|DMEL
OG0000045	LOC6622199|XP_002046894.1|DVIR	Cpr67Fa1|NP_648418.1|DMEL, Cpr67Fa2|NP_648419.1|DMEL
OG0000045	LOC6624099|XP_002046893.1|DVIR	Cpr65Ec|NP_648077.1|DMEL
OG0000045	LOC6623107|XP_002046892.1|DVIR	Cpr65Eb|NP_648076.3|DMEL
OG0000046	LOC116652288|XP_032296485.1|DVIR, LOC6634418|XP_032296332.1|DVIR	CG14219|NP_608322.1|DMEL, CG14205|NP_608323.1|DMEL
OG0000046	LOC6629466|XP_032291044.1|DVIR, LOC6629465|XP_032291038.1|DVIR, LOC6629467|XP_002053883.2|DVIR, LOC6634417|XP_032296431.1|DVIR, LOC116652297|XP_032296495.1|DVIR	CG14204|NP_608321.1|DMEL, CG16723|NP_651159.3|DMEL, CG10183|NP_651160.3|DMEL, CG33337|NP_996269.2|DMEL, CG10182|NP_651158.1|DMEL, CG13325|NP_610836.1|DMEL
OG0000047	LOC6624851|XP_002050852.1|DVIR	loopin-1|NP_001097338.1|DMEL
OG0000047	LOC6624848|XP_002050849.2|DVIR	S-Lap8|NP_611132.1|DMEL
OG0000047	LOC6626318|XP_002049525.1|DVIR	S-Lap5|NP_610892.1|DMEL
OG0000047	LOC6623898|XP_015031386.1|DVIR	S-Lap3|NP_648394.1|DMEL
OG0000047	LOC6626924|XP_002049538.1|DVIR	S-Lap7|NP_610900.1|DMEL
OG0000048	LOC6623128|XP_002046219.1|DVIR	CG13060|NP_648873.1|DMEL, CG13041|NP_648872.1|DMEL
OG0000048	LOC6623801|XP_002046214.1|DVIR	CG13043|NP_648868.2|DMEL, CG13063|NP_648869.1|DMEL
OG0000048	LOC6623780|XP_002046212.1|DVIR	CG13044|NP_648867.1|DMEL
OG0000048	LOC6623749|XP_002046215.1|DVIR	CG13042|NP_648870.1|DMEL
OG0000049	LOC6632699|XP_002056032.2|DVIR	CG4053|NP_650601.2|DMEL
OG0000049	LOC6632702|XP_002056035.3|DVIR	CG5246|NP_650603.1|DMEL
OG0000049	LOC6632698|XP_002056031.1|DVIR	CG17475|NP_650600.2|DMEL
OG0000049	LOC116650324|XP_032289598.1|DVIR	CG31265|NP_650599.1|DMEL
OG0000049	LOC6632703|XP_002056036.2|DVIR	CG5255|NP_650604.1|DMEL
OG0000050	LOC116651245|XP_032293110.1|DVIR	CG13193|NP_610699.1|DMEL
OG0000050	LOC116650744|XP_032291206.1|DVIR	CG33766|NP_001027140.1|DMEL
OG0000050	LOC6622355|XP_002047925.1|DVIR	CG33770|NP_001027144.2|DMEL
OG0000050	LOC6622345|XP_002047924.2|DVIR	CG33769|NP_001027143.1|DMEL
OG0000050	LOC6622312|XP_002047926.2|DVIR	CG33767|NP_001027141.1|DMEL
OG0000050	LOC6622403|XP_002047934.2|DVIR	CG33771|NP_001027145.3|DMEL
OG0000051	LOC6633160|XP_002056609.1|DVIR	Cyp313b1|NP_649807.1|DMEL
OG0000051	LOC6630427|XP_002053739.1|DVIR	Cyp313a4|NP_650224.3|DMEL
OG0000052	LOC6633117|XP_002056591.1|DVIR, LOC6633119|XP_002056593.1|DVIR, LOC6633120|XP_032289606.1|DVIR, LOC6633118|XP_002056592.2|DVIR	CG16904|NP_649957.1|DMEL, CG31141|NP_732912.2|DMEL, eloF|NP_649956.1|DMEL, CG8534|NP_649955.1|DMEL, CG9458|NP_731419.1|DMEL, CG9459|NP_649958.2|DMEL
OG0000052	LOC6626909|XP_002050284.2|DVIR, LOC6626910|XP_002050285.2|DVIR	CG17821|NP_725820.2|DMEL
OG0000052	LOC6626911|XP_002050286.2|DVIR	CG18609|NP_611365.2|DMEL
OG0000053	LOC6625282|XP_002049664.3|DVIR	Mal-A8|NP_610384.1|DMEL
OG0000053	LOC6624847|XP_002049663.1|DVIR	Mal-A7|NP_610383.1|DMEL
OG0000053	LOC6624846|XP_002049662.1|DVIR	Mal-A6|NP_995779.2|DMEL
OG0000053	LOC6624845|XP_002049661.1|DVIR	Mal-A5|NP_610382.2|DMEL
OG0000053	LOC6624806|XP_002049656.1|DVIR	Mal-A1|NP_476627.3|DMEL
OG0000054	LOC6633223|XP_002056282.1|DVIR	AOX1|NP_650475.1|DMEL
OG0000054	LOC6629800|XP_002053376.1|DVIR	AOX2|NP_732047.2|DMEL
OG0000054	LOC6633224|XP_002056283.1|DVIR, LOC116650298|XP_032289550.1|DVIR	AOX4|NP_650478.1|DMEL, AOX3|NP_650477.1|DMEL
OG0000055	LOC6632627|XP_002056104.1|DVIR, LOC6632628|XP_002056105.1|DVIR, LOC6632630|XP_002056107.2|DVIR, LOC6632629|XP_002056106.2|DVIR	CecA2|NP_524589.1|DMEL, CecA1|NP_524588.1|DMEL
OG0000056	LOC6630824|XP_002054731.1|DVIR	CG6726|NP_651120.1|DMEL
OG0000056	LOC26531774|XP_032295287.1|DVIR, LOC6630956|XP_002054733.1|DVIR	CG17109|NP_651122.2|DMEL, CG6738|NP_651124.1|DMEL, CG6733|NP_651123.1|DMEL
OG0000056	LOC6627508|XP_002052791.1|DVIR	CG6465|NP_650004.1|DMEL
OG0000058	LOC6628288|XP_002051345.2|DVIR, LOC6628289|XP_032293797.1|DVIR, LOC6637243|XP_002060538.2|DVIR	AANATL4|NP_611406.1|DMEL, AANATL3|NP_610018.1|DMEL, AANATL6|NP_611405.2|DMEL, AANATL5|NP_611403.1|DMEL
OG0000058	LOC6628292|XP_002051349.1|DVIR, LOC6628291|XP_002051348.1|DVIR, LOC6628290|XP_002051347.1|DVIR	AANATL2|NP_609005.1|DMEL
