Orthogroup	DVIR.longest_only	DANA.longest_only
OG0000011	LOC6623065|XP_002048503.2|DVIR	LOC6502839|XP_001957409.2|DANA
OG0000011	LOC6635697|XP_002059270.2|DVIR	LOC6499942|XP_001953585.2|DANA
OG0000012	LOC6624922|XP_002050777.1|DVIR	LOC6495461|XP_014763319.1|DANA
OG0000012	LOC6625019|XP_002050778.1|DVIR	LOC6495183|XP_032306435.1|DANA, LOC6495182|XP_001958899.2|DANA
OG0000012	LOC6625021|XP_002050780.1|DVIR	LOC6495181|XP_001958900.1|DANA
OG0000012	LOC6624921|XP_015029085.1|DVIR	LOC6495184|XP_001958896.1|DANA
OG0000012	LOC6625066|XP_002049213.2|DVIR, LOC6625067|XP_032293151.1|DVIR, LOC6624920|XP_002050775.2|DVIR, LOC6624919|XP_002050774.2|DVIR, LOC26531760|XP_015030363.1|DVIR, LOC6627007|XP_032292288.1|DVIR, LOC6627006|XP_002050772.1|DVIR	LOC6495189|XP_001958891.1|DANA, LOC6495188|XP_001958892.1|DANA, LOC6495186|XP_032306195.1|DANA, LOC6495187|XP_001958893.1|DANA, LOC6495185|XP_001958895.2|DANA
OG0000012	LOC6627005|XP_002050771.1|DVIR	LOC6495691|XP_001959390.1|DANA, LOC6495692|XP_001959391.1|DANA, LOC6495693|XP_001959392.1|DANA, LOC6495694|XP_001959393.2|DANA, LOC26514216|XP_014763990.1|DANA
OG0000012	LOC6627004|XP_002050770.1|DVIR	LOC6495695|XP_001959394.1|DANA, LOC6495696|XP_032306537.1|DANA
OG0000013	LOC6626677|XP_002050872.1|DVIR	LOC6494224|XP_001960708.1|DANA
OG0000013	LOC6633411|XP_015025597.1|DVIR	LOC6502959|XP_001963513.1|DANA
OG0000013	LOC6630204|XP_002053707.1|DVIR	LOC6494241|XP_001965950.1|DANA
OG0000013	LOC6622085|XP_002048525.1|DVIR	LOC6506687|XP_032309811.1|DANA
OG0000013	LOC6632892|XP_002056192.1|DVIR	LOC6500356|XP_001953043.1|DANA
OG0000013	LOC6634859|XP_002058649.1|DVIR, LOC6635006|XP_002058650.1|DVIR	LOC6500746|XP_001953834.1|DANA
OG0000013	LOC116650285|XP_032289502.1|DVIR, LOC6632687|XP_032289629.1|DVIR, LOC6632688|XP_032289631.1|DVIR, LOC6637283|XP_002060548.2|DVIR, LOC6632685|XP_032289630.1|DVIR, LOC6632689|XP_002056660.1|DVIR, LOC6637075|XP_002060490.3|DVIR, LOC6632683|XP_002056654.2|DVIR, LOC6632691|XP_032289775.1|DVIR	LOC116655736|XP_032309488.1|DANA, LOC6499424|XP_001954664.1|DANA, LOC6501160|XP_001954666.1|DANA, LOC6501159|XP_001954665.1|DANA, LOC6502045|XP_032309431.1|DANA
OG0000014	LOC116650074|XP_032289316.1|DVIR	LOC116655080|XP_032308035.1|DANA
OG0000014	LOC116649966|XP_032289172.1|DVIR, LOC116649899|XP_032289057.1|DVIR	LOC116655389|XP_032309141.1|DANA, LOC26514258|XP_032311543.1|DANA, LOC116655395|XP_032309151.1|DANA, LOC116656478|XP_032312029.1|DANA, LOC116655083|XP_032308038.1|DANA, LOC26514016|XP_032312054.1|DANA, LOC116656386|XP_032311769.1|DANA
OG0000015	LOC26531562|XP_032293636.1|DVIR	LOC6497258|XP_001962453.2|DANA, LOC6497259|XP_014761594.1|DANA, LOC26515435|XP_014762433.2|DANA, LOC6502546|XP_001958772.2|DANA, LOC26514507|XP_014762338.1|DANA
OG0000016	LOC6633127|XP_002056070.1|DVIR	LOC6500386|XP_001953106.1|DANA
OG0000016	LOC116650918|XP_032291957.1|DVIR	LOC6495063|XP_001959144.1|DANA
OG0000016	LOC6630423|XP_002053735.1|DVIR	LOC6499904|XP_001953662.1|DANA
OG0000016	LOC6625554|XP_002049004.2|DVIR	LOC6494270|XP_001960623.3|DANA
OG0000016	LOC6636049|XP_002059576.1|DVIR	LOC6504746|XP_032309021.1|DANA
OG0000016	LOC6635861|XP_002059335.1|DVIR	LOC6496662|XP_001961354.1|DANA
OG0000016	LOC6631018|XP_002054294.1|DVIR	LOC6501076|XP_001954513.1|DANA
OG0000016	LOC6623693|XP_002048319.1|DVIR	LOC6493807|XP_014764542.1|DANA
OG0000017	LOC6635873|XP_002059346.1|DVIR, LOC6636383|XP_032292047.1|DVIR, LOC6636382|XP_032292048.1|DVIR	LOC6493898|XP_001961368.1|DANA
OG0000017	LOC6628970|XP_032293497.1|DVIR, LOC6623565|XP_032291328.1|DVIR, LOC116651590|XP_032294188.1|DVIR	LOC6499101|XP_001955295.3|DANA, LOC6499102|XP_001955294.1|DANA
OG0000017	LOC6627049|XP_002050830.3|DVIR	LOC6494709|XP_001959816.1|DANA
OG0000017	LOC6635871|XP_002059345.1|DVIR	LOC6496668|XP_001961367.1|DANA
OG0000017	LOC6627836|XP_032294331.1|DVIR	LOC6498652|XP_001963246.1|DANA, LOC6498651|XP_001963245.1|DANA, LOC6498650|XP_001963244.2|DANA, LOC26515517|XP_032311043.1|DANA, LOC6498649|XP_001963243.2|DANA
OG0000018	LOC6623414|XP_002046136.1|DVIR	LOC6493787|XP_001958436.1|DANA
OG0000018	LOC6623369|XP_002046140.1|DVIR	LOC6506162|XP_001958433.1|DANA
OG0000018	LOC6623326|XP_002046138.1|DVIR	LOC6506161|XP_001958434.1|DANA
OG0000018	LOC6623391|XP_002046158.1|DVIR	LOC6493789|XP_001958438.1|DANA
OG0000018	LOC6623443|XP_002046145.1|DVIR	LOC6493785|XP_001958427.1|DANA, LOC6493790|XP_001958439.1|DANA
OG0000019	LOC6630453|XP_002053914.1|DVIR, LOC6630456|XP_002053917.1|DVIR	LOC6505609|XP_001964601.1|DANA
OG0000019	LOC6630458|XP_002053919.1|DVIR	LOC6505613|XP_032305481.1|DANA
OG0000019	LOC6630457|XP_002053918.1|DVIR	LOC6505612|XP_001964599.1|DANA
OG0000019	LOC6630452|XP_002053913.1|DVIR	LOC6505608|XP_001964602.1|DANA
OG0000020	LOC6634957|XP_002058591.1|DVIR	LOC6499398|XP_032312200.1|DANA
OG0000020	LOC6635984|XP_002059302.2|DVIR	LOC6494967|XP_001959313.1|DANA
OG0000020	LOC6628903|XP_002051547.2|DVIR	LOC6497509|XP_001961936.3|DANA, LOC26514839|XP_032307435.1|DANA, LOC26514326|XP_014762314.1|DANA, LOC6497508|XP_032307386.1|DANA
OG0000020	LOC6632501|XP_032289762.1|DVIR	LOC6500139|XP_032312147.1|DANA
OG0000020	LOC6632573|XP_015026213.1|DVIR	LOC6501153|XP_001954651.1|DANA
OG0000020	LOC6628471|XP_002051546.1|DVIR	LOC6506852|XP_001965261.1|DANA, LOC6497510|XP_032307412.1|DANA
OG0000021	LOC6627018|XP_002049728.2|DVIR	LOC26515395|XP_032312045.1|DANA
OG0000021	LOC6627016|XP_002049726.1|DVIR	LOC6502914|XP_001967640.3|DANA
OG0000021	LOC6627164|XP_002049737.1|DVIR	LOC6494472|XP_001960263.1|DANA
OG0000021	LOC6625700|XP_015029837.1|DVIR	LOC6494465|XP_001960278.1|DANA
OG0000021	LOC6625029|XP_002050452.1|DVIR	LOC6496057|XP_001960127.1|DANA
OG0000021	LOC6627019|XP_002049729.1|DVIR	LOC6502328|XP_014759082.1|DANA
OG0000021	LOC6629522|XP_002053324.1|DVIR	LOC6503446|XP_001967498.1|DANA
OG0000021	LOC6629847|XP_002054468.1|DVIR	LOC6499833|XP_001953817.3|DANA
OG0000021	LOC26531416|XP_015025728.1|DVIR	LOC6503731|XP_032308490.1|DANA
OG0000022	LOC116651090|XP_032292738.1|DVIR, LOC6625962|XP_002049593.1|DVIR	LOC6495509|XP_001959002.1|DANA
OG0000022	LOC6622522|XP_002046428.1|DVIR, LOC116650757|XP_032291322.1|DVIR, LOC6622078|XP_002046433.1|DVIR, LOC116650071|XP_032289312.1|DVIR, LOC6622546|XP_002046431.1|DVIR	LOC6507068|XP_001956719.1|DANA, LOC116655744|XP_032309533.1|DANA, LOC6492948|XP_001956720.1|DANA, LOC116655906|XP_032310747.1|DANA, LOC116655745|XP_032309535.1|DANA, LOC6492947|XP_032309534.1|DANA, LOC6492949|XP_001956722.1|DANA
OG0000022	LOC116650066|XP_032289307.1|DVIR, LOC6622553|XP_002046434.2|DVIR	LOC6507069|XP_001956716.1|DANA, LOC6492946|XP_001956717.1|DANA
OG0000023	LOC26530945|XP_015026270.1|DVIR	LOC6500082|XP_001953260.1|DANA
OG0000023	LOC6632668|XP_002056437.2|DVIR	LOC6500077|XP_001953265.1|DANA
OG0000023	LOC6632669|XP_002056438.1|DVIR	LOC6500461|XP_001953266.1|DANA
OG0000023	LOC6626291|XP_002050067.1|DVIR	LOC6494760|XP_001959725.1|DANA
OG0000023	LOC6632665|XP_002056434.1|DVIR, LOC6632664|XP_002056433.1|DVIR	LOC6500076|XP_001953267.1|DANA
OG0000023	LOC6632533|XP_002056431.1|DVIR	LOC6500083|XP_001953259.2|DANA
OG0000023	LOC6632529|XP_002056427.2|DVIR	LOC6500087|XP_001953255.2|DANA
OG0000023	LOC6632531|XP_002056429.1|DVIR	LOC6500085|XP_032312233.1|DANA
OG0000023	LOC6632528|XP_032289545.1|DVIR	LOC6500088|XP_014766376.1|DANA
OG0000024	LOC6625432|XP_002049269.3|DVIR, LOC6625433|XP_015029714.1|DVIR, LOC6625430|XP_002049267.1|DVIR, LOC6625436|XP_002049273.1|DVIR, LOC6625435|XP_002049272.1|DVIR, LOC6625434|XP_002049271.1|DVIR	LOC116654715|XP_032306639.1|DANA, LOC6495396|XP_001958754.1|DANA, LOC6495253|XP_001958752.1|DANA
OG0000024	LOC6625431|XP_002049268.3|DVIR	LOC6495252|XP_001958753.1|DANA
OG0000024	LOC6634081|XP_002057902.1|DVIR	LOC6498256|XP_001962412.1|DANA
OG0000024	LOC6625429|XP_002049266.1|DVIR	LOC6495254|XP_001958751.1|DANA
OG0000024	LOC6625162|XP_002048929.1|DVIR	LOC6496529|XP_001961079.1|DANA
OG0000025	LOC6635606|XP_002058949.1|DVIR	LOC6498525|XP_001962995.1|DANA
OG0000025	LOC6637233|XP_002060537.1|DVIR	LOC6504865|XP_001964821.1|DANA, LOC6496740|XP_001967888.2|DANA, LOC26513707|XP_032309216.1|DANA, LOC116655705|XP_032309460.1|DANA
OG0000026	LOC6631803|XP_002055737.1|DVIR	LOC6505023|XP_001965614.1|DANA
OG0000026	LOC6628165|XP_002051461.1|DVIR	LOC6498214|XP_001962316.1|DANA
OG0000026	LOC6635194|XP_002058469.1|DVIR	LOC6500045|XP_001953325.1|DANA
OG0000027	LOC6629148|XP_002052895.1|DVIR	LOC6497408|XP_001962144.1|DANA
OG0000027	LOC6627465|XP_002052896.1|DVIR	LOC6497407|XP_001962145.1|DANA
OG0000028	LOC6622574|XP_002047517.1|DVIR	LOC116655895|XP_032310688.1|DANA
OG0000029	LOC6625353|XP_002050320.1|DVIR, LOC6625686|XP_002050319.2|DVIR	LOC26514560|XP_014767301.1|DANA, LOC6502609|XP_001955595.2|DANA
OG0000029	LOC6624236|XP_002048359.1|DVIR	LOC6506262|XP_014764698.1|DANA
OG0000030	LOC6627555|XP_002052289.1|DVIR	LOC6504294|XP_001965069.1|DANA
OG0000030	LOC6628998|XP_002052101.1|DVIR	LOC6496715|XP_001967320.2|DANA, LOC116655435|XP_032309226.1|DANA
OG0000030	LOC6627051|XP_002050832.1|DVIR, LOC6626964|XP_002050828.1|DVIR, LOC6626963|XP_002050827.1|DVIR	LOC6494711|XP_001959810.1|DANA
OG0000030	LOC6633403|XP_002057213.1|DVIR	LOC6504640|XP_001966489.1|DANA
OG0000030	LOC6632190|XP_002055645.1|DVIR	LOC6503160|XP_001963545.1|DANA
OG0000031	LOC6634268|XP_002057550.2|DVIR	LOC6493999|XP_001961166.1|DANA, LOC6496566|XP_001961169.2|DANA
OG0000031	LOC6634269|XP_002057551.2|DVIR, LOC6634303|XP_032293402.1|DVIR	LOC6495934|XP_001959882.2|DANA, LOC6502572|XP_001959893.2|DANA, LOC6502573|XP_001959894.2|DANA
OG0000031	LOC6629125|XP_002052391.1|DVIR	LOC6496944|XP_001963083.2|DANA
OG0000032	LOC6629979|XP_002054337.1|DVIR	LOC6499841|XP_001953793.1|DANA
OG0000032	LOC6629980|XP_032294917.1|DVIR	LOC26515040|XP_014767372.2|DANA, LOC6500725|XP_032312300.1|DANA, LOC6500722|XP_032312297.1|DANA, LOC6499843|XP_032305552.1|DANA
OG0000032	LOC6629978|XP_032294961.1|DVIR, LOC6634892|XP_002058480.2|DVIR, LOC6629977|XP_002054335.1|DVIR, LOC6629932|XP_002054333.2|DVIR, LOC6629933|XP_002054334.2|DVIR	LOC6500728|XP_001953801.1|DANA, LOC6500726|XP_032305502.1|DANA
OG0000033	LOC6635949|XP_002059391.1|DVIR	LOC6494619|XP_001959999.1|DANA, LOC6494622|XP_001959998.3|DANA
OG0000033	LOC6630139|XP_002053622.1|DVIR, LOC6630138|XP_002053621.1|DVIR, LOC6629617|XP_002053590.1|DVIR	LOC6495993|XP_001960000.1|DANA
OG0000034	LOC6627930|XP_002051996.1|DVIR	LOC6498174|XP_001962232.1|DANA
OG0000034	LOC6627931|XP_002051997.2|DVIR	LOC6498176|XP_001962234.2|DANA, LOC6498175|XP_001962233.1|DANA
OG0000034	LOC6627933|XP_015028329.1|DVIR, LOC6627932|XP_002051998.1|DVIR	LOC6498177|XP_001962235.2|DANA, LOC26515374|XP_014762427.1|DANA, LOC6498178|XP_001962236.1|DANA
OG0000034	LOC6628689|XP_002051353.1|DVIR, LOC6628690|XP_002051354.1|DVIR, LOC6628691|XP_032293795.1|DVIR, LOC6628688|XP_002051352.1|DVIR	LOC6498487|XP_032311321.1|DANA, LOC116656026|XP_032311054.1|DANA, LOC6497780|XP_001961435.2|DANA
OG0000036	LOC6632491|XP_002056444.1|DVIR	LOC6500465|XP_001953274.1|DANA
OG0000036	LOC116651951|XP_032295383.1|DVIR	LOC6505844|XP_001964473.1|DANA
OG0000036	LOC6634881|XP_002058500.1|DVIR	LOC6500980|XP_001954293.1|DANA
OG0000036	LOC6630607|XP_002054482.2|DVIR	LOC116656032|XP_032311076.1|DANA, LOC6499049|XP_001955412.1|DANA
OG0000037	LOC6627126|XP_032291548.1|DVIR	LOC6493979|XP_001961214.2|DANA
OG0000037	LOC6629970|XP_002053079.1|DVIR	LOC6498848|XP_001955809.2|DANA
OG0000038	LOC6622648|XP_002047530.1|DVIR	LOC6506319|XP_001958116.1|DANA
OG0000038	LOC6624649|XP_002047532.2|DVIR	LOC6492929|XP_032310430.1|DANA
OG0000039	LOC6630003|XP_002054716.2|DVIR	LOC6501134|XP_001954615.2|DANA
OG0000039	LOC6631924|XP_002055751.1|DVIR	LOC6502398|XP_001967387.3|DANA
OG0000039	LOC6636063|XP_002059594.1|DVIR	LOC6504273|XP_001967388.1|DANA
OG0000039	LOC6632395|XP_002056631.2|DVIR, LOC6631925|XP_002055752.1|DVIR, LOC116652072|XP_032295834.1|DVIR	LOC6504271|XP_032308876.1|DANA
OG0000039	LOC6636702|XP_002060175.3|DVIR	LOC6503200|XP_032311880.1|DANA
OG0000040	LOC6629625|XP_002054865.1|DVIR	LOC6500947|XP_014766809.1|DANA, LOC6501033|XP_001954424.1|DANA
OG0000040	LOC6629626|XP_002054866.2|DVIR	LOC6499533|XP_001954425.2|DANA
OG0000040	LOC116651842|XP_032294845.1|DVIR, LOC6629623|XP_032294844.1|DVIR	LOC6500946|XP_001954224.1|DANA
OG0000040	LOC6629621|XP_002054861.1|DVIR	LOC6500944|XP_001954222.1|DANA
OG0000040	LOC6629627|XP_002054867.1|DVIR	LOC6500236|XP_001952967.2|DANA
OG0000040	LOC6629744|XP_002053886.1|DVIR	LOC6505623|XP_001964581.1|DANA
OG0000041	LOC6630744|XP_032290585.1|DVIR, LOC116651238|XP_032293093.1|DVIR, LOC6630745|XP_032292365.1|DVIR	LOC6500348|XP_001953017.1|DANA, LOC6500349|XP_001953018.1|DANA, LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA, LOC6500352|XP_001953027.2|DANA, LOC26513865|XP_032307158.1|DANA
OG0000042	LOC6630880|XP_002053792.2|DVIR, LOC6636545|XP_002060049.1|DVIR, LOC6625347|XP_002051000.3|DVIR, LOC6625529|XP_002051023.1|DVIR, LOC6625448|XP_002050998.1|DVIR, LOC6623106|XP_002046713.1|DVIR, LOC6625348|XP_002051001.1|DVIR, LOC6625349|XP_002051002.1|DVIR	LOC6495008|XP_001959230.2|DANA, LOC6495010|XP_001959228.2|DANA, LOC6495011|XP_001959229.1|DANA
OG0000043	LOC6630320|XP_002053430.1|DVIR	LOC6499525|XP_001954440.1|DANA
OG0000043	LOC6630323|XP_002053433.1|DVIR	LOC6499523|XP_032311279.1|DANA
OG0000043	LOC6630318|XP_002053428.2|DVIR	LOC6501039|XP_001954437.1|DANA, LOC6502673|XP_001954436.1|DANA
OG0000044	LOC6630493|XP_002053200.1|DVIR	LOC6500203|XP_032305729.1|DANA
OG0000044	LOC6630492|XP_002053199.1|DVIR, LOC6630491|XP_002053198.1|DVIR	LOC6500197|XP_001953036.1|DANA, LOC26515569|XP_014767439.1|DANA
OG0000045	LOC6624147|XP_002046895.1|DVIR	LOC6493486|XP_001957849.1|DANA
OG0000045	LOC6622199|XP_002046894.1|DVIR	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA
OG0000045	LOC6624099|XP_002046893.1|DVIR	LOC6507632|XP_001956043.1|DANA
OG0000045	LOC6623107|XP_002046892.1|DVIR	LOC6507423|XP_032310209.1|DANA
OG0000046	LOC116652288|XP_032296485.1|DVIR, LOC6634418|XP_032296332.1|DVIR	LOC6503183|XP_001963600.1|DANA, LOC6502915|XP_001963599.1|DANA
OG0000046	LOC6629466|XP_032291044.1|DVIR, LOC6629465|XP_032291038.1|DVIR, LOC6629467|XP_002053883.2|DVIR, LOC6634417|XP_032296431.1|DVIR, LOC116652297|XP_032296495.1|DVIR	LOC6503185|XP_032311857.1|DANA, LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA, LOC6501523|XP_001955420.3|DANA, LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA
OG0000047	LOC6624851|XP_002050852.1|DVIR	LOC6496443|XP_001960921.1|DANA
OG0000047	LOC6624848|XP_002050849.2|DVIR	LOC6496440|XP_001960917.1|DANA
OG0000047	LOC6626318|XP_002049525.1|DVIR	LOC6496543|XP_001961111.1|DANA
OG0000047	LOC6623898|XP_015031386.1|DVIR	LOC6493464|XP_001957813.1|DANA
OG0000047	LOC6626924|XP_002049538.1|DVIR	LOC6494029|XP_001961117.1|DANA
OG0000048	LOC6623128|XP_002046219.1|DVIR	LOC6506814|XP_001957186.1|DANA, LOC6493168|XP_001957188.1|DANA
OG0000048	LOC6623780|XP_002046212.1|DVIR	LOC6493171|XP_001957195.2|DANA
OG0000048	LOC6623749|XP_002046215.1|DVIR	LOC6493169|XP_001957191.1|DANA
OG0000049	LOC6632699|XP_002056032.2|DVIR	LOC6500644|XP_001953636.2|DANA
OG0000049	LOC6632702|XP_002056035.3|DVIR	LOC6499920|XP_001953633.1|DANA
OG0000049	LOC6632698|XP_002056031.1|DVIR	LOC6500645|XP_001953637.1|DANA
OG0000049	LOC116650324|XP_032289598.1|DVIR	LOC6502640|XP_001953638.1|DANA
OG0000049	LOC6632703|XP_002056036.2|DVIR	LOC6499921|XP_001953632.1|DANA
OG0000050	LOC116651245|XP_032293110.1|DVIR	LOC6494319|XP_001960538.2|DANA
OG0000050	LOC116650744|XP_032291206.1|DVIR	LOC6502855|XP_001958555.2|DANA
OG0000050	LOC6622355|XP_002047925.1|DVIR	LOC6493851|XP_001958559.1|DANA
OG0000050	LOC6622345|XP_002047924.2|DVIR	LOC6493850|XP_001958558.2|DANA
OG0000050	LOC6622312|XP_002047926.2|DVIR	LOC6502856|XP_032309510.1|DANA
OG0000050	LOC6622403|XP_002047934.2|DVIR	LOC6493852|XP_001958560.2|DANA
OG0000051	LOC6633160|XP_002056609.1|DVIR	LOC6499129|XP_001955245.1|DANA
OG0000051	LOC6630427|XP_002053739.1|DVIR	LOC6500659|XP_001953666.2|DANA
OG0000052	LOC6633117|XP_002056591.1|DVIR, LOC6633119|XP_002056593.1|DVIR, LOC6633120|XP_032289606.1|DVIR, LOC6633118|XP_002056592.2|DVIR	LOC6505124|XP_001964791.1|DANA, LOC6496824|XP_001963326.1|DANA, LOC6498306|XP_001962504.1|DANA, LOC6498305|XP_001962503.1|DANA, LOC6498307|XP_001962505.3|DANA, LOC6499936|XP_001953600.1|DANA
OG0000052	LOC6626909|XP_002050284.2|DVIR, LOC6626910|XP_002050285.2|DVIR	LOC6496593|XP_001961216.2|DANA
OG0000052	LOC6626911|XP_002050286.2|DVIR	LOC6496594|XP_001961217.1|DANA
OG0000053	LOC6625282|XP_002049664.3|DVIR	LOC6495215|XP_001958835.1|DANA
OG0000053	LOC6624847|XP_002049663.1|DVIR	LOC6495434|XP_001958836.2|DANA
OG0000053	LOC6624846|XP_002049662.1|DVIR	LOC6495214|XP_001958837.1|DANA
OG0000053	LOC6624845|XP_002049661.1|DVIR	LOC6495213|XP_001958838.1|DANA
OG0000053	LOC6624806|XP_002049656.1|DVIR	LOC6495436|XP_001958842.1|DANA
OG0000054	LOC6633223|XP_002056282.1|DVIR	LOC6499283|XP_001954953.1|DANA
OG0000054	LOC6629800|XP_002053376.1|DVIR	LOC6499280|XP_032305658.1|DANA, LOC6499281|XP_001954955.1|DANA
OG0000054	LOC6633224|XP_002056283.1|DVIR, LOC116650298|XP_032289550.1|DVIR	LOC6499278|XP_001954958.1|DANA, LOC6499282|XP_032305401.1|DANA, LOC6499279|XP_001954957.1|DANA
OG0000055	LOC6632627|XP_002056104.1|DVIR, LOC6632628|XP_002056105.1|DVIR, LOC6632630|XP_002056107.2|DVIR, LOC6632629|XP_002056106.2|DVIR	LOC6501596|XP_001955554.1|DANA
