HOG	OG	Gene Tree Parent Clade	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
N27.HOG0000026	OG0000000	n566																																LOC119549516|XP_037713556.1|DSUP	LOC108016425|XP_016938565.2|DSUZ				
N27.HOG0000027	OG0000000	n568																																LOC119555097|XP_037722243.1|DSUP	LOC108020024|XP_036672415.1|DSUZ				
N27.HOG0000028	OG0000000	n607												LOC108033578|XP_016963412.1|DBIA																				LOC119548144|XP_037711170.1|DSUP	LOC108011960|XP_036678587.1|DSUZ				
N27.HOG0000029	OG0000000	n629												LOC108025172|XP_016950938.1|DBIA																				LOC119562016|XP_037731317.1|DSUP	LOC108012138|XP_036675463.1|DSUZ				
N27.HOG0000030	OG0000000	n642												LOC108025165|XP_016950931.1|DBIA																				LOC119554309|XP_037721101.1|DSUP	LOC108012139|XP_036675579.1|DSUZ				
N27.HOG0000031	OG0000000	n655												LOC108025419|XP_016951390.1|DBIA																				LOC119563229|XP_037732462.1|DSUP	LOC108012154|XP_036675464.1|DSUZ				
N27.HOG0000032	OG0000000	n665												LOC108032345|XP_016961644.1|DBIA																				LOC119547184|XP_037709847.1|DSUP	LOC108011715|XP_016932464.1|DSUZ, LOC108011630|XP_016932347.1|DSUZ, LOC108013366|XP_036668607.1|DSUZ				
N27.HOG0000033	OG0000000	n690												LOC108023058|XP_016947798.1|DBIA																				LOC119552082|XP_037717789.1|DSUP	LOC108011579|XP_036673946.1|DSUZ				
N27.HOG0000034	OG0000000	n693												LOC108028940|XP_016956448.1|DBIA																				LOC119547564|XP_037710393.1|DSUP					
N27.HOG0000035	OG0000000	n715												LOC108033274|XP_016963030.1|DBIA																				LOC119546339|XP_037708468.1|DSUP	LOC108013429|XP_016934786.2|DSUZ				
N27.HOG0000036	OG0000000	n736												LOC108033239|XP_016962994.1|DBIA																				LOC119548570|XP_037711816.1|DSUP					
N27.HOG0000037	OG0000000	n787																																LOC119549506|XP_037713545.1|DSUP	LOC118877061|XP_036669823.1|DSUZ				
N27.HOG0000038	OG0000000	n803																																LOC119549505|XP_037713544.1|DSUP	LOC108017737|XP_016940334.1|DSUZ				
N27.HOG0000039	OG0000000	n805																																LOC119551387|XP_037716639.1|DSUP					
N27.HOG0000040	OG0000000	n828												LOC108022409|XP_016946783.1|DBIA																									
N27.HOG0000041	OG0000000	n857												LOC108022121|XP_016946451.1|DBIA																				LOC119549837|XP_037714044.1|DSUP					
N27.HOG0000042	OG0000000	n860												LOC108022119|XP_016946449.1|DBIA, LOC108022117|XP_016946447.1|DBIA																				LOC119549843|XP_037714063.1|DSUP	LOC108008212|XP_016927490.1|DSUZ				
N27.HOG0000043	OG0000000	n863												LOC108022118|XP_016946448.1|DBIA, LOC108022116|XP_016946446.1|DBIA																				LOC119547549|XP_037710377.1|DSUP, LOC119549844|XP_037714064.1|DSUP	LOC108005325|XP_016924081.1|DSUZ, LOC108008213|XP_016927491.1|DSUZ				
N27.HOG0000044	OG0000000	n868												LOC108022120|XP_016946450.1|DBIA																									
N27.HOG0000045	OG0000000	n875												LOC108024473|XP_016949882.1|DBIA																				LOC119563146|XP_037732330.1|DSUP	LOC108020157|XP_036673587.1|DSUZ				
N27.HOG0000046	OG0000000	n918												LOC108032904|XP_016962446.1|DBIA																				LOC119560562|XP_037730007.1|DSUP	LOC118878061|XP_036675143.1|DSUZ				
N27.HOG0000047	OG0000000	n940												LOC108034432|XP_016964806.1|DBIA																				LOC119552808|XP_037718574.1|DSUP	LOC108007479|XP_036670397.1|DSUZ				
N27.HOG0000048	OG0000000	n952												LOC108034431|XP_016964805.1|DBIA																				LOC119555364|XP_037722629.1|DSUP, LOC119555366|XP_037722632.1|DSUP	LOC118877197|XP_036670391.1|DSUZ, LOC108007478|XP_016926649.1|DSUZ				
N27.HOG0000049	OG0000000	n958																																LOC119555360|XP_037722626.1|DSUP	LOC108007497|XP_016926669.2|DSUZ				
N27.HOG0000050	OG0000000	n968												LOC108034430|XP_016964804.1|DBIA																				LOC119555363|XP_037722628.1|DSUP	LOC108007477|XP_016926648.2|DSUZ				
N27.HOG0000051	OG0000000	n995												LOC108035120|XP_016966040.1|DBIA																									
N27.HOG0000052	OG0000000	n1029												LOC108027980|XP_016955095.1|DBIA																				LOC119555440|XP_037722739.1|DSUP	LOC108007738|XP_016926982.2|DSUZ				
N27.HOG0000053	OG0000000	n1041												LOC108032244|XP_016961600.1|DBIA																				LOC119555832|XP_037723387.1|DSUP	LOC108021799|XP_036676928.1|DSUZ				
N27.HOG0000054	OG0000000	n1048																																	LOC108012280|XP_036672320.1|DSUZ				
N27.HOG0000055	OG0000001	n39																																LOC119561839|XP_037731247.1|DSUP					
N27.HOG0000056	OG0000001	n48																																	LOC118879535|XP_036678284.1|DSUZ, LOC118879596|XP_036678401.1|DSUZ				
N27.HOG0000057	OG0000001	n76																																	LOC118876749|XP_016938664.1|DSUZ				
N27.HOG0000058	OG0000001	n86																																	LOC108020087|XP_016943677.1|DSUZ				
N27.HOG0000059	OG0000001	n104																																LOC119561797|XP_037731208.1|DSUP, LOC119559462|XP_037728496.1|DSUP, LOC119559031|XP_037728088.1|DSUP, LOC119562332|XP_037731421.1|DSUP, LOC119561847|XP_037731255.1|DSUP, LOC119562465|XP_037731580.1|DSUP	LOC118878276|XP_036676059.1|DSUZ, LOC118878557|XP_036677467.1|DSUZ, LOC118879675|XP_036678469.1|DSUZ, LOC118879224|XP_036678009.1|DSUZ, LOC118879307|XP_036678060.1|DSUZ, LOC118878659|XP_036677594.1|DSUZ, LOC118878942|XP_036677819.1|DSUZ, LOC118879471|XP_036678240.1|DSUZ, LOC118878546|XP_036677455.1|DSUZ, LOC118878858|XP_036677778.1|DSUZ, LOC118877840|XP_036673943.1|DSUZ				
N27.HOG0000060	OG0000001	n180																																	LOC118878656|XP_036677592.1|DSUZ				
N27.HOG0000061	OG0000001	n273																																	LOC118878822|XP_036677740.1|DSUZ				
N27.HOG0000062	OG0000001	n298												LOC108027240|XP_016954071.1|DBIA																									
N27.HOG0000063	OG0000001	n312																																	LOC118877264|XP_036670997.1|DSUZ, LOC118877081|XP_036669875.1|DSUZ				
N27.HOG0000064	OG0000001	n408												LOC108036881|XP_016968745.1|DBIA																									
N27.HOG0000065	OG0000001	n491																																	LOC118879778|XP_036678653.1|DSUZ				
N27.HOG0000066	OG0000001	n494												LOC108030270|XP_016958969.1|DBIA																				LOC119562263|XP_037731367.1|DSUP, LOC119562262|XP_037731366.1|DSUP, LOC119559638|XP_037728615.1|DSUP, LOC119559616|XP_037728581.1|DSUP, LOC119559159|XP_037728155.1|DSUP, LOC119561856|XP_037731264.1|DSUP, LOC119562326|XP_037731412.1|DSUP, LOC119562410|XP_037731533.1|DSUP, LOC119559150|XP_037728149.1|DSUP, LOC119562357|XP_037731447.1|DSUP	LOC118878795|XP_036677709.1|DSUZ, LOC118879348|XP_036678093.1|DSUZ				
N27.HOG0000067	OG0000001	n739																																	LOC118879529|XP_036678279.1|DSUZ				
N27.HOG0000068	OG0000001	n754																																	LOC118879060|XP_036677938.1|DSUZ				
N27.HOG0000069	OG0000001	n766																																	LOC118878459|XP_036677349.1|DSUZ				
N27.HOG0000070	OG0000001	n792												LOC108021927|XP_016946239.1|DBIA																									
N27.HOG0000071	OG0000002	n4												LOC108036386|XP_016967980.1|DBIA																				LOC119550810|XP_037715678.1|DSUP	LOC108008721|XP_016928110.1|DSUZ				
N27.HOG0000072	OG0000002	n37												LOC108022558|XP_016947041.1|DBIA																				LOC119551092|XP_037716195.1|DSUP	LOC108009088|XP_016928634.1|DSUZ				
N27.HOG0000073	OG0000002	n62												LOC108022153|XP_016946484.1|DBIA																				LOC119551091|XP_037716194.1|DSUP	LOC108009087|XP_016928633.1|DSUZ				
N27.HOG0000074	OG0000002	n89																																LOC119550446|XP_037715049.1|DSUP	LOC108009933|XP_016930164.1|DSUZ				
N27.HOG0000075	OG0000002	n194												LOC108032347|XP_016961646.1|DBIA																									
N27.HOG0000076	OG0000002	n196												LOC108028911|XP_016956419.1|DBIA																					LOC108011106|XP_016931667.2|DSUZ				
N27.HOG0000077	OG0000002	n229												LOC108029608|XP_016957477.1|DBIA																									
N27.HOG0000078	OG0000002	n241																																LOC119555504|XP_037722850.1|DSUP	LOC108005613|XP_016924412.2|DSUZ				
N27.HOG0000079	OG0000002	n249																																LOC119546721|XP_037709135.1|DSUP	LOC108007472|XP_016926646.1|DSUZ				
N27.HOG0000080	OG0000002	n251																																LOC119554631|XP_037721554.1|DSUP	LOC108006207|XP_036671750.1|DSUZ				
N27.HOG0000081	OG0000002	n259												LOC108028819|XP_016956295.1|DBIA																				LOC119553688|XP_037720169.1|DSUP	LOC108005528|XP_016924310.2|DSUZ				
N27.HOG0000082	OG0000002	n262												LOC108027026|XP_016953710.1|DBIA																				LOC119560617|XP_037730083.1|DSUP	LOC108006739|XP_016925771.1|DSUZ				
N27.HOG0000083	OG0000002	n264												LOC108028092|XP_016955225.1|DBIA																				LOC119555077|XP_037722217.1|DSUP	LOC108005537|XP_016924320.2|DSUZ				
N27.HOG0000084	OG0000002	n266																																LOC119553745|XP_037720272.1|DSUP					
N27.HOG0000085	OG0000002	n386												LOC108027710|XP_016954748.1|DBIA																				LOC119546867|XP_037709399.1|DSUP	LOC108009013|XP_016928477.1|DSUZ				
N27.HOG0000086	OG0000002	n411												LOC108033431|XP_016963245.1|DBIA																				LOC119547584|XP_037710417.1|DSUP	LOC108009683|XP_016929720.1|DSUZ, LOC108009469|XP_016929341.1|DSUZ				
N27.HOG0000087	OG0000002	n414												LOC108027704|XP_016954743.1|DBIA																				LOC119548714|XP_037712115.1|DSUP	LOC118876801|XP_036668620.1|DSUZ				
N27.HOG0000088	OG0000002	n417												LOC108029019|XP_016956553.1|DBIA																									
N27.HOG0000089	OG0000002	n442												LOC108029040|XP_016956580.1|DBIA																				LOC119548338|XP_037711471.1|DSUP					
N27.HOG0000090	OG0000002	n443																																LOC119547562|XP_037710391.1|DSUP					
N27.HOG0000091	OG0000003	n186												LOC108030370|XP_016958727.1|DBIA																				LOC119549193|XP_037712950.1|DSUP	LOC108008945|XP_016928345.1|DSUZ				
N27.HOG0000092	OG0000003	n201												LOC108030025|XP_016958054.1|DBIA																				LOC119549691|XP_037713842.1|DSUP	LOC108008944|XP_016928343.1|DSUZ				
N27.HOG0000093	OG0000003	n245												LOC108024348|XP_016949739.1|DBIA																				LOC119553060|XP_037719113.1|DSUP	LOC118877697|XP_036673424.1|DSUZ				
N27.HOG0000094	OG0000003	n255												LOC108030024|XP_016958053.1|DBIA																				LOC119549692|XP_037713843.1|DSUP	LOC108008943|XP_016928342.1|DSUZ				
N27.HOG0000095	OG0000003	n272												LOC108030125|XP_016958318.1|DBIA																				LOC119548975|XP_037712493.1|DSUP	LOC108018006|XP_016940848.1|DSUZ				
N27.HOG0000096	OG0000003	n317												LOC108030172|XP_016958401.1|DBIA																				LOC119549751|XP_037713922.1|DSUP, LOC119549192|XP_037712949.1|DSUP	LOC108008949|XP_016928349.1|DSUZ				
N27.HOG0000097	OG0000003	n327												LOC108029856|XP_016957835.1|DBIA																				LOC119549585|XP_037713671.1|DSUP	LOC108008948|XP_016928348.1|DSUZ				
N27.HOG0000098	OG0000003	n345																																	LOC108008947|XP_016928347.2|DSUZ				
N27.HOG0000099	OG0000003	n387												LOC108029931|XP_016957914.1|DBIA																				LOC119549194|XP_037712951.1|DSUP					
N27.HOG0000100	OG0000003	n389												LOC108030395|XP_016958768.1|DBIA																									
N27.HOG0000101	OG0000003	n393												LOC108034850|XP_016965477.1|DBIA																									
N27.HOG0000102	OG0000003	n395												LOC108030023|XP_016958052.1|DBIA, LOC108029857|XP_016957836.1|DBIA, LOC108029859|XP_016957838.1|DBIA																				LOC119550953|XP_037715907.1|DSUP	LOC108008946|XP_016928346.1|DSUZ, LOC108008150|XP_016927428.2|DSUZ				
N27.HOG0000103	OG0000003	n421												LOC108030173|XP_016958402.1|DBIA																				LOC119549586|XP_037713672.1|DSUP	LOC108008950|XP_016928350.1|DSUZ				
N27.HOG0000104	OG0000003	n461												LOC108029368|XP_016957084.1|DBIA																				LOC119551761|XP_037717216.1|DSUP	LOC108019593|XP_016942923.1|DSUZ				
N27.HOG0000105	OG0000003	n499												LOC108031495|XP_016960477.1|DBIA																									
N27.HOG0000106	OG0000003	n502												LOC108029347|XP_016957028.1|DBIA																				LOC119551759|XP_037717214.1|DSUP	LOC108019592|XP_016942921.1|DSUZ				
N27.HOG0000107	OG0000003	n521												LOC108029367|XP_016957083.1|DBIA																				LOC119551760|XP_037717215.1|DSUP	LOC108019594|XP_016942924.1|DSUZ				
N27.HOG0000108	OG0000003	n538												LOC108034204|XP_016964524.1|DBIA																				LOC119546510|XP_037708761.1|DSUP	LOC108007096|XP_016926191.1|DSUZ				
N27.HOG0000109	OG0000004	n24																																LOC119561523|XP_037731102.1|DSUP, LOC119561407|XP_037730990.1|DSUP					
N27.HOG0000110	OG0000004	n74																																LOC119559172|XP_037728161.1|DSUP, LOC119561436|XP_037731018.1|DSUP, LOC119561507|XP_037731086.1|DSUP, LOC119547987|XP_037710970.1|DSUP, LOC119547988|XP_037710972.1|DSUP, LOC119546069|XP_037708068.1|DSUP, LOC119561521|XP_037731100.1|DSUP, LOC119561518|XP_037731097.1|DSUP					
N27.HOG0000111	OG0000004	n84																																LOC119546076|XP_037708081.1|DSUP, LOC119561441|XP_037731022.1|DSUP, LOC119559251|XP_037728250.1|DSUP, LOC119561442|XP_037731023.1|DSUP					
N27.HOG0000112	OG0000004	n93																																LOC119561429|XP_037731011.1|DSUP, LOC119559242|XP_037728241.1|DSUP, LOC119559173|XP_037728162.1|DSUP, LOC119559174|XP_037728163.1|DSUP, LOC119561440|XP_037731020.1|DSUP, LOC119559179|XP_037728167.1|DSUP, LOC119546618|XP_037708984.1|DSUP, LOC119561433|XP_037731015.1|DSUP, LOC119559178|XP_037728166.1|DSUP, LOC119547940|XP_037710915.1|DSUP, LOC119561511|XP_037731090.1|DSUP, LOC119548245|XP_037711313.1|DSUP, LOC119559232|XP_037728231.1|DSUP, LOC119561428|XP_037731010.1|DSUP, LOC119561434|XP_037731016.1|DSUP, LOC119559226|XP_037728224.1|DSUP, LOC119561431|XP_037731013.1|DSUP, LOC119561435|XP_037731017.1|DSUP, LOC119559225|XP_037728223.1|DSUP, LOC119559219|XP_037728218.1|DSUP, LOC119561432|XP_037731014.1|DSUP, LOC119559218|XP_037728217.1|DSUP, LOC119547941|XP_037710916.1|DSUP, LOC119561427|XP_037731009.1|DSUP, LOC119559175|XP_037728164.1|DSUP, LOC119559177|XP_037728165.1|DSUP, LOC119561512|XP_037731091.1|DSUP, LOC119559231|XP_037728230.1|DSUP, LOC119546960|XP_037709531.1|DSUP, LOC119559171|XP_037728160.1|DSUP, LOC119561438|XP_037731019.1|DSUP					
N27.HOG0000113	OG0000004	n157																																LOC119561504|XP_037731082.1|DSUP, LOC119546078|XP_037708083.1|DSUP	LOC118879510|XP_036678268.1|DSUZ, LOC108016323|XP_016938449.2|DSUZ, LOC118877303|XP_036671346.1|DSUZ, LOC118879250|XP_036678028.1|DSUZ, LOC118879509|XP_036678267.1|DSUZ, LOC118879267|XP_036678044.1|DSUZ, LOC118879249|XP_036678027.1|DSUZ, LOC118879639|XP_036678427.1|DSUZ, LOC118877305|XP_036671351.1|DSUZ, LOC118879640|XP_036678428.1|DSUZ				
N27.HOG0000114	OG0000004	n360																																LOC119561499|XP_037731078.1|DSUP					
N27.HOG0000115	OG0000004	n411																																LOC119559238|XP_037728236.1|DSUP, LOC119561506|XP_037731085.1|DSUP					
N27.HOG0000116	OG0000004	n422																																LOC119561503|XP_037731081.1|DSUP, LOC119561533|XP_037731112.1|DSUP, LOC119561508|XP_037731087.1|DSUP					
N27.HOG0000117	OG0000004	n571												LOC108021905|XP_016946216.1|DBIA																									
N27.HOG0000118	OG0000005	n222																																LOC119559203|XP_037728200.1|DSUP					
N27.HOG0000119	OG0000005	n241																																LOC119559198|XP_037728191.1|DSUP					
N27.HOG0000120	OG0000005	n246												LOC108021908|XP_016946219.1|DBIA																				LOC119561464|XP_037731045.1|DSUP	LOC118879641|XP_036678429.1|DSUZ				
N27.HOG0000121	OG0000005	n263																																LOC119546625|XP_037708992.1|DSUP					
N27.HOG0000122	OG0000005	n274																																LOC119548248|XP_037711317.1|DSUP					
N27.HOG0000123	OG0000005	n284																																LOC119559194|XP_037728183.1|DSUP, LOC119547945|XP_037710922.1|DSUP, LOC119559201|XP_037728196.1|DSUP	LOC118877314|XP_036671399.1|DSUZ, LOC118879261|XP_036678037.1|DSUZ, LOC118879270|XP_036678047.1|DSUZ				
N27.HOG0000124	OG0000005	n303																																	LOC118879258|XP_036678034.1|DSUZ				
N27.HOG0000125	OG0000005	n306																																	LOC108016328|XP_036678434.1|DSUZ				
N27.HOG0000126	OG0000005	n312																																LOC119559197|XP_037728189.1|DSUP					
N27.HOG0000127	OG0000005	n315																																LOC119547944|XP_037710920.1|DSUP	LOC118879259|XP_036678035.1|DSUZ				
N27.HOG0000128	OG0000005	n317																																LOC119559200|XP_037728193.1|DSUP					
N27.HOG0000129	OG0000005	n318																																LOC119546493|XP_037708718.1|DSUP					
N27.HOG0000130	OG0000005	n323																																LOC119561417|XP_037730999.1|DSUP					
N27.HOG0000131	OG0000005	n324																																LOC119561470|XP_037731051.1|DSUP	LOC118879512|XP_036678269.1|DSUZ				
N27.HOG0000132	OG0000005	n329																																	LOC118877313|XP_036671386.1|DSUZ				
N27.HOG0000133	OG0000005	n331																																LOC119561465|XP_037731047.1|DSUP					
N27.HOG0000134	OG0000005	n332																																LOC119559196|XP_037728187.1|DSUP					
N27.HOG0000135	OG0000005	n333																																LOC119561467|XP_037731049.1|DSUP					
N27.HOG0000136	OG0000005	n334																																LOC119546624|XP_037708989.1|DSUP					
N27.HOG0000137	OG0000005	n337																																LOC119561415|XP_037730997.1|DSUP					
N27.HOG0000138	OG0000005	n338																																	LOC118879647|XP_036678435.1|DSUZ, LOC118879752|XP_036678579.1|DSUZ, LOC108016497|XP_016938653.1|DSUZ				
N27.HOG0000139	OG0000005	n391																																LOC119559588|XP_037728530.1|DSUP					
N27.HOG0000140	OG0000005	n448																																LOC119559217|XP_037728216.1|DSUP, LOC119559243|XP_037728242.1|DSUP, LOC119559230|XP_037728229.1|DSUP, LOC119559236|XP_037728234.1|DSUP, LOC119559223|XP_037728222.1|DSUP, LOC119559229|XP_037728228.1|DSUP, LOC119559222|XP_037728221.1|DSUP	LOC108016330|XP_016938455.2|DSUZ				
N27.HOG0000141	OG0000006	n13																																LOC119546620|XP_037708986.1|DSUP					
N27.HOG0000142	OG0000006	n22																																LOC119559191|XP_037728179.1|DSUP					
N27.HOG0000143	OG0000006	n33																																LOC119548246|XP_037711314.1|DSUP					
N27.HOG0000144	OG0000006	n40																																	LOC118879268|XP_036678045.1|DSUZ				
N27.HOG0000145	OG0000006	n103																																LOC119546623|XP_037708988.1|DSUP					
N27.HOG0000146	OG0000006	n120																																LOC119547990|XP_037710974.1|DSUP					
N27.HOG0000147	OG0000006	n132																																LOC119559186|XP_037728175.1|DSUP					
N27.HOG0000148	OG0000006	n171												LOC108021907|XP_016946218.1|DBIA																				LOC119559189|XP_037728178.1|DSUP, LOC119559257|XP_037728256.1|DSUP	LOC118879646|XP_036678433.1|DSUZ				
N27.HOG0000149	OG0000006	n247																																LOC119559184|XP_037728173.1|DSUP					
N27.HOG0000150	OG0000006	n256																																LOC119547942|XP_037710917.1|DSUP					
N27.HOG0000151	OG0000006	n264																																LOC119547989|XP_037710973.1|DSUP					
N27.HOG0000152	OG0000006	n267																																LOC119559187|XP_037728176.1|DSUP					
N27.HOG0000153	OG0000006	n273																																LOC119546622|XP_037708987.1|DSUP	LOC108016327|XP_016938453.2|DSUZ				
N27.HOG0000154	OG0000006	n294																																LOC119559192|XP_037728180.1|DSUP					
N27.HOG0000155	OG0000006	n297												LOC108027689|XP_016954729.1|DBIA																									
N27.HOG0000156	OG0000006	n356																																LOC119548247|XP_037711316.1|DSUP					
N27.HOG0000157	OG0000006	n422																																	LOC118879645|XP_036678432.1|DSUZ				
N27.HOG0000158	OG0000006	n489																																	LOC118879255|XP_036678031.1|DSUZ				
N27.HOG0000159	OG0000007	n36																																LOC119555653|XP_037723160.1|DSUP	LOC108004804|XP_016923359.1|DSUZ				
N27.HOG0000160	OG0000007	n58												LOC108028761|XP_016956223.1|DBIA																				LOC119554492|XP_037721353.1|DSUP	LOC118877416|XP_036672028.1|DSUZ				
N27.HOG0000161	OG0000007	n98												LOC108028706|XP_016956144.1|DBIA																				LOC119554489|XP_037721348.1|DSUP	LOC108013025|XP_016934104.1|DSUZ				
N27.HOG0000162	OG0000007	n122												LOC108028547|XP_016955936.1|DBIA																				LOC119554495|XP_037721355.1|DSUP	LOC108013029|XP_016934109.1|DSUZ				
N27.HOG0000163	OG0000007	n141																																LOC119554491|XP_037721352.1|DSUP, LOC119552519|XP_037718065.1|DSUP	LOC108012496|XP_016933394.1|DSUZ				
N27.HOG0000164	OG0000007	n147												LOC108028548|XP_016955937.1|DBIA																									
N27.HOG0000165	OG0000007	n148												LOC108028068|XP_016955198.1|DBIA																				LOC119554490|XP_037721351.1|DSUP	LOC108012427|XP_016933279.1|DSUZ				
N27.HOG0000166	OG0000007	n156																																	LOC108012288|XP_016933078.2|DSUZ				
N27.HOG0000167	OG0000007	n166												LOC108028546|XP_016955935.1|DBIA																				LOC119554494|XP_037721354.1|DSUP	LOC108013028|XP_016934108.1|DSUZ				
N27.HOG0000168	OG0000007	n174												LOC108027995|XP_016955111.1|DBIA																					LOC108013026|XP_016934106.1|DSUZ				
N27.HOG0000169	OG0000007	n194												LOC108027672|XP_016954706.1|DBIA																				LOC119546692|XP_037709098.1|DSUP	LOC118879795|XP_036678702.1|DSUZ				
N27.HOG0000170	OG0000007	n216												LOC108029358|XP_016957069.1|DBIA																				LOC119550735|XP_037715578.1|DSUP	LOC108019834|XP_016943342.1|DSUZ				
N27.HOG0000171	OG0000007	n262												LOC108025402|XP_016951367.1|DBIA																					LOC108017241|XP_036675632.1|DSUZ				
N27.HOG0000172	OG0000007	n284												LOC108025489|XP_016951493.1|DBIA																									
