HOG	OG	Gene Tree Parent Clade	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
N10.HOG0000019	OG0000001	n248								LOC120427814|XP_039448672.1|CPIP	LOC119769307|XP_038117218.1|CQUI, LOC119766495|XP_038107006.1|CQUI, LOC119767919|XP_038113822.1|CQUI																												
N10.HOG0000020	OG0000001	n251								LOC120416260|XP_039433897.1|CPIP, LOC120416979|XP_039434837.1|CPIP																													
N10.HOG0000021	OG0000001	n252								LOC120413730|XP_039430628.1|CPIP	LOC119769139|XP_038116969.1|CQUI, LOC6051048|XP_038117973.1|CQUI, LOC119765926|XP_038106124.1|CQUI																												
N10.HOG0000022	OG0000001	n255								LOC120421521|XP_039440676.1|CPIP, LOC120412957|XP_039429565.1|CPIP, LOC120417306|XP_039435191.1|CPIP, LOC120416040|XP_039433630.1|CPIP, LOC120431232|XP_039452302.1|CPIP, LOC120421940|XP_039441182.1|CPIP																													
N10.HOG0000023	OG0000001	n260								LOC120427651|XP_039448464.1|CPIP, LOC120431985|XP_039453056.1|CPIP	LOC119769896|XP_038119619.1|CQUI																												
N10.HOG0000024	OG0000001	n268									LOC119769071|XP_038116897.1|CQUI, LOC119766280|XP_038106655.1|CQUI																												
N10.HOG0000025	OG0000001	n298									LOC119766017|XP_038106276.1|CQUI																												
N10.HOG0000026	OG0000001	n347								LOC120414226|XP_039431271.1|CPIP	LOC119769590|XP_038118548.1|CQUI, LOC119766486|XP_038106987.1|CQUI, LOC119766442|XP_038106923.1|CQUI, LOC119769517|XP_038118237.1|CQUI																												
N10.HOG0000027	OG0000001	n351								LOC120428107|XP_039449023.1|CPIP	LOC119769314|XP_038117230.1|CQUI																												
N10.HOG0000028	OG0000001	n354								LOC120428034|XP_039448936.1|CPIP, LOC120426776|XP_039447483.1|CPIP	LOC119769852|XP_038119509.1|CQUI																												
N10.HOG0000029	OG0000001	n356								LOC120419550|XP_039438196.1|CPIP	LOC119769040|XP_038116852.1|CQUI																												
N10.HOG0000030	OG0000001	n387								LOC120423510|XP_039443285.1|CPIP, LOC120418646|XP_039437025.1|CPIP																													
N10.HOG0000031	OG0000001	n391								LOC120418570|XP_039436949.1|CPIP	LOC119769325|XP_038117259.1|CQUI, LOC119766508|XP_038107025.1|CQUI, LOC119769297|XP_038117200.1|CQUI																												
N10.HOG0000032	OG0000001	n394								LOC120429758|XP_039450744.1|CPIP, LOC120423721|XP_039443558.1|CPIP	LOC119770379|XP_038121043.1|CQUI																												
N10.HOG0000033	OG0000001	n396								LOC120424822|XP_039444975.1|CPIP, LOC120422127|XP_039441435.1|CPIP	LOC119766157|XP_038106485.1|CQUI, LOC119769097|XP_038116927.1|CQUI																												
N10.HOG0000034	OG0000001	n399								LOC120424002|XP_039443945.1|CPIP, LOC120431502|XP_039452539.1|CPIP	LOC119766449|XP_038106933.1|CQUI, LOC119767864|XP_038113516.1|CQUI																												
N10.HOG0000035	OG0000001	n408								LOC120431875|XP_039452940.1|CPIP	LOC119770898|XP_038122395.1|CQUI, LOC119769341|XP_038117296.1|CQUI																												
N10.HOG0000036	OG0000001	n422									LOC119769711|XP_038119095.1|CQUI																												
N10.HOG0000037	OG0000001	n439								LOC120427923|XP_039448796.1|CPIP	LOC119765936|XP_038106134.1|CQUI																												
N10.HOG0000038	OG0000001	n440								LOC120413598|XP_039430439.1|CPIP	LOC119766511|XP_038107028.1|CQUI																												
N10.HOG0000039	OG0000001	n444								LOC120416220|XP_039433853.1|CPIP, LOC120427231|XP_039448028.1|CPIP, LOC120415698|XP_039433224.1|CPIP	LOC119768974|XP_038116762.1|CQUI, LOC119770754|XP_038122126.1|CQUI, LOC119768917|XP_038116638.1|CQUI																												
N10.HOG0000040	OG0000001	n450								LOC120426893|XP_039447632.1|CPIP, LOC120414714|XP_039431954.1|CPIP, LOC120413348|XP_039430064.1|CPIP	LOC119766026|XP_038106289.1|CQUI, LOC119771145|XP_038122496.1|CQUI, LOC119770320|XP_038120912.1|CQUI																												
N10.HOG0000041	OG0000001	n457								LOC120417098|XP_039435011.1|CPIP, LOC120431144|XP_039452219.1|CPIP	LOC119769345|XP_038117303.1|CQUI, LOC119766211|XP_038106574.1|CQUI																												
N10.HOG0000042	OG0000001	n463								LOC120423997|XP_039443940.1|CPIP, LOC120426643|XP_039447364.1|CPIP	LOC119769000|XP_038116799.1|CQUI																												
N10.HOG0000043	OG0000001	n465								LOC120412573|XP_039429021.1|CPIP	LOC119769267|XP_038117148.1|CQUI																												
N10.HOG0000044	OG0000001	n468								LOC120432360|XP_039453488.1|CPIP	LOC119768903|XP_038116616.1|CQUI																												
N10.HOG0000045	OG0000001	n469								LOC120432034|XP_039453102.1|CPIP	LOC119766456|XP_038106940.1|CQUI																												
N10.HOG0000046	OG0000001	n477								LOC120423032|XP_039442606.1|CPIP, LOC120431782|XP_039452837.1|CPIP	LOC119770306|XP_038120868.1|CQUI																												
N10.HOG0000047	OG0000001	n485								LOC120417948|XP_039436116.1|CPIP	LOC119768973|XP_038116761.1|CQUI, LOC119766434|XP_038106910.1|CQUI																												
N10.HOG0000048	OG0000001	n494									LOC119765978|XP_038106214.1|CQUI																												
N10.HOG0000049	OG0000001	n512								LOC120429878|XP_039450892.1|CPIP																													
N10.HOG0000050	OG0000001	n526								LOC120423264|XP_039442932.1|CPIP	LOC119769172|XP_038117006.1|CQUI, LOC119770284|XP_038120806.1|CQUI, LOC119767772|XP_038113157.1|CQUI																												
N10.HOG0000051	OG0000001	n536								LOC120426540|XP_039447241.1|CPIP, LOC120417042|XP_039434925.1|CPIP, LOC120421883|XP_039441113.1|CPIP, LOC120429302|XP_039450463.1|CPIP, LOC120416037|XP_039433627.1|CPIP, LOC120431449|XP_039452501.1|CPIP	LOC119766223|XP_038106590.1|CQUI																												
N10.HOG0000052	OG0000001	n542								LOC120426986|XP_039447735.1|CPIP	LOC119769035|XP_038116846.1|CQUI																												
N10.HOG0000053	OG0000001	n543								LOC120428426|XP_039449370.1|CPIP, LOC120416036|XP_039433626.1|CPIP, LOC120429296|XP_039450458.1|CPIP	LOC119766470|XP_038106956.1|CQUI																												
N10.HOG0000054	OG0000001	n566								LOC120415069|XP_039432397.1|CPIP, LOC120412724|XP_039429244.1|CPIP	LOC119766322|XP_038106731.1|CQUI																												
N10.HOG0000055	OG0000001	n569								LOC120414879|XP_039432135.1|CPIP, LOC120425723|XP_039446262.1|CPIP	LOC119766311|XP_038106708.1|CQUI																												
N10.HOG0000056	OG0000001	n572								LOC120417659|XP_039435715.1|CPIP	LOC119766331|XP_038106740.1|CQUI, LOC119769278|XP_038117171.1|CQUI, LOC119769111|XP_038116940.1|CQUI																												
N10.HOG0000057	OG0000001	n576								LOC120427386|XP_039448170.1|CPIP	LOC119769290|XP_038117195.1|CQUI																												
N10.HOG0000058	OG0000001	n577								LOC120415834|XP_039433407.1|CPIP	LOC119769016|XP_038116822.1|CQUI																												
N10.HOG0000059	OG0000001	n583								LOC120416694|XP_039434444.1|CPIP																													
N10.HOG0000060	OG0000001	n640								LOC120412441|XP_039428835.1|CPIP	LOC119766274|XP_038106647.1|CQUI																												
N10.HOG0000061	OG0000001	n641								LOC120418326|XP_039436592.1|CPIP	LOC119770072|XP_038120200.1|CQUI																												
N10.HOG0000062	OG0000001	n642									LOC119769081|XP_038116908.1|CQUI																												
N10.HOG0000063	OG0000001	n649								LOC120431370|XP_039452434.1|CPIP, LOC120419884|XP_039438683.1|CPIP, LOC120424001|XP_039443943.1|CPIP	LOC119769227|XP_038117081.1|CQUI																												
N10.HOG0000064	OG0000001	n653								LOC120418075|XP_039436266.1|CPIP, LOC120429246|XP_039450391.1|CPIP, LOC120423045|XP_039442655.1|CPIP, LOC120421351|XP_039440470.1|CPIP, LOC120418234|XP_039436470.1|CPIP	LOC119769183|XP_038117016.1|CQUI, LOC119766452|XP_038106937.1|CQUI																												
N10.HOG0000065	OG0000001	n659								LOC120416204|XP_039433826.1|CPIP, LOC120426640|XP_039447365.1|CPIP, LOC120415987|XP_039433576.1|CPIP, LOC120413847|XP_039430737.1|CPIP	LOC119766021|XP_038106282.1|CQUI																												
N10.HOG0000066	OG0000001	n663								LOC120417943|XP_039436110.1|CPIP	LOC119766137|XP_038106464.1|CQUI, LOC119769333|XP_038117277.1|CQUI																												
N10.HOG0000067	OG0000001	n666									LOC119766281|XP_038106656.1|CQUI																												
N10.HOG0000068	OG0000001	n669								LOC120423320|XP_039443015.1|CPIP	LOC119765939|XP_038106148.1|CQUI																												
N10.HOG0000069	OG0000001	n671								LOC120430489|XP_039451516.1|CPIP, LOC120421555|XP_039440716.1|CPIP	LOC119769072|XP_038116898.1|CQUI																												
N10.HOG0000070	OG0000001	n762									LOC119770249|XP_038120685.1|CQUI																												
N10.HOG0000071	OG0000002	n273								LOC120426099|XP_039446736.1|CPIP	LOC6051752|XP_038114241.1|CQUI																												
N10.HOG0000072	OG0000002	n274								LOC120422400|XP_039441752.1|CPIP	LOC6048495|XP_038106961.1|CQUI																												
N10.HOG0000073	OG0000002	n276								LOC120426484|XP_039447184.1|CPIP	LOC6043552|XP_038106320.1|CQUI																												
N10.HOG0000074	OG0000002	n277								LOC120414036|XP_039430992.1|CPIP	LOC119767575|XP_038112403.1|CQUI																												
N10.HOG0000075	OG0000002	n278								LOC120421041|XP_039440119.1|CPIP, LOC120421040|XP_039440118.1|CPIP																													
N10.HOG0000076	OG0000002	n280								LOC120420327|XP_039439256.1|CPIP	LOC6049145|XP_001865939.2|CQUI																												
N10.HOG0000077	OG0000002	n281								LOC120428552|XP_039449518.1|CPIP	LOC6038327|XP_038110332.1|CQUI																												
N10.HOG0000078	OG0000002	n282								LOC120419373|XP_039437975.1|CPIP, LOC120419367|XP_039437970.1|CPIP, LOC120419375|XP_039437981.1|CPIP, LOC120419374|XP_039437979.1|CPIP																													
N10.HOG0000079	OG0000002	n309								LOC120424381|XP_039444413.1|CPIP	LOC6031054|XP_038118774.1|CQUI																												
N10.HOG0000080	OG0000002	n310								LOC120424377|XP_039444408.1|CPIP	LOC6031056|XP_001841905.2|CQUI, LOC6031055|XP_038118771.1|CQUI																												
N10.HOG0000081	OG0000002	n316								LOC120424644|XP_039444747.1|CPIP	LOC119770491|XP_038121412.1|CQUI																												
N10.HOG0000082	OG0000002	n374								LOC120419372|XP_039437974.1|CPIP, LOC120413314|XP_039430016.1|CPIP	LOC6038317|XP_001848136.2|CQUI																												
N10.HOG0000083	OG0000002	n513								LOC120419546|XP_039438193.1|CPIP	LOC6031922|XP_001842608.2|CQUI																												
N10.HOG0000084	OG0000002	n532								LOC120419521|XP_039438165.1|CPIP	LOC6031925|XP_001842607.2|CQUI																												
N10.HOG0000085	OG0000002	n537								LOC120418402|XP_039436711.1|CPIP, LOC120414094|XP_039431052.1|CPIP, LOC120418401|XP_039436709.1|CPIP	LOC119766720|XP_038108058.1|CQUI																												
N10.HOG0000086	OG0000002	n547								LOC120421142|XP_039440266.1|CPIP	LOC6048198|XP_038107103.1|CQUI																												
N10.HOG0000087	OG0000002	n548								LOC120424995|XP_039445299.1|CPIP	LOC6038015|XP_001847862.2|CQUI																												
N10.HOG0000088	OG0000002	n554								LOC120422665|XP_039442103.1|CPIP	LOC6046322|XP_001863540.2|CQUI																												
N10.HOG0000089	OG0000002	n555								LOC120422680|XP_039442124.1|CPIP	LOC6046323|XP_038109183.1|CQUI, LOC6046317|XP_038114051.1|CQUI, LOC6046319|XP_038111161.1|CQUI																												
N10.HOG0000090	OG0000002	n560								LOC120420901|XP_039439958.1|CPIP	LOC6040857|XP_038109269.1|CQUI																												
N10.HOG0000091	OG0000002	n561								LOC120422657|XP_039442096.1|CPIP, LOC120422666|XP_039442104.1|CPIP	LOC119766893|XP_038109184.1|CQUI																												
N10.HOG0000092	OG0000002	n563								LOC120422654|XP_039442094.1|CPIP	LOC6047132|XP_038111728.1|CQUI, LOC6046318|XP_001863538.2|CQUI																												
N10.HOG0000093	OG0000002	n565								LOC120422658|XP_039442097.1|CPIP	LOC119766435|XP_038106911.1|CQUI, LOC119766900|XP_038109270.1|CQUI, LOC119765945|XP_038106151.1|CQUI																												
N10.HOG0000094	OG0000002	n568								LOC120420898|XP_039439952.1|CPIP	LOC6031282|XP_038106913.1|CQUI																												
N10.HOG0000095	OG0000002	n569								LOC120419545|XP_039438192.1|CPIP	LOC6031923|XP_038114632.1|CQUI																												
N10.HOG0000096	OG0000002	n573								LOC120419977|XP_039438786.1|CPIP	LOC119768597|XP_038114634.1|CQUI																												
N10.HOG0000097	OG0000002	n578								LOC120424991|XP_039445294.1|CPIP	LOC6038017|XP_038110782.1|CQUI																												
N10.HOG0000098	OG0000003	n6								LOC120417737|XP_039435829.1|CPIP	LOC6050719|XP_001867281.2|CQUI																												
N10.HOG0000099	OG0000003	n28								LOC120419471|XP_039438091.1|CPIP	LOC6051441|XP_038112246.1|CQUI																												
N10.HOG0000100	OG0000003	n29								LOC120417750|XP_039435842.1|CPIP	LOC6050716|XP_038110657.1|CQUI																												
N10.HOG0000101	OG0000003	n34								LOC120426116|XP_039446753.1|CPIP	LOC6037852|XP_038108088.1|CQUI																												
N10.HOG0000102	OG0000003	n39								LOC120417719|XP_039435803.1|CPIP	LOC6050718|XP_001867280.2|CQUI																												
N10.HOG0000103	OG0000003	n48								LOC120417745|XP_039435837.1|CPIP	LOC6054221|XP_038110656.1|CQUI																												
N10.HOG0000104	OG0000003	n53								LOC120417746|XP_039435838.1|CPIP	LOC6050707|XP_001867275.2|CQUI																												
N10.HOG0000105	OG0000003	n61								LOC120416693|XP_039434443.1|CPIP	LOC119766556|XP_038107240.1|CQUI																												
N10.HOG0000106	OG0000003	n62								LOC120416692|XP_039434441.1|CPIP	LOC6034501|XP_001844806.2|CQUI																												
N10.HOG0000107	OG0000003	n66								LOC120431322|XP_039452390.1|CPIP	LOC6034518|XP_001844820.2|CQUI																												
N10.HOG0000108	OG0000003	n67								LOC120428937|XP_039450018.1|CPIP	LOC6034534|XP_001844834.2|CQUI																												
N10.HOG0000109	OG0000003	n68								LOC120431319|XP_039452387.1|CPIP	LOC6034520|XP_001844821.2|CQUI																												
N10.HOG0000110	OG0000003	n70								LOC120431320|XP_039452388.1|CPIP	LOC6034522|XP_038114383.1|CQUI																												
N10.HOG0000111	OG0000003	n71								LOC120431318|XP_039452385.1|CPIP	LOC6034521|XP_001844822.2|CQUI																												
N10.HOG0000112	OG0000003	n83								LOC120417738|XP_039435830.1|CPIP	LOC6054224|XP_001870172.2|CQUI																												
N10.HOG0000113	OG0000003	n84								LOC120417747|XP_039435839.1|CPIP	LOC6050709|XP_001867273.2|CQUI																												
N10.HOG0000114	OG0000003	n86								LOC120417748|XP_039435840.1|CPIP	LOC6054222|XP_038106984.1|CQUI																												
N10.HOG0000115	OG0000003	n100								LOC120417751|XP_039435843.1|CPIP	LOC6050720|XP_001867282.2|CQUI																												
N10.HOG0000116	OG0000003	n146								LOC120430921|XP_039451975.1|CPIP																													
N10.HOG0000117	OG0000003	n154								LOC120430922|XP_039451976.1|CPIP	LOC6037490|XP_001847400.2|CQUI																												
N10.HOG0000118	OG0000003	n157								LOC120430925|XP_039451980.1|CPIP	LOC6037494|XP_001847404.2|CQUI																												
N10.HOG0000119	OG0000003	n163								LOC120431835|XP_039452896.1|CPIP	LOC6037497|XP_001847407.2|CQUI, LOC6037496|XP_038105707.1|CQUI, LOC6037495|XP_001847405.2|CQUI																												
N10.HOG0000120	OG0000004	n427								LOC120431997|XP_039453064.1|CPIP	LOC6045322|XP_038104645.1|CQUI, LOC6045318|XP_038105272.1|CQUI, LOC6045334|XP_038105149.1|CQUI																												
N10.HOG0000121	OG0000004	n556								LOC120425541|XP_039446037.1|CPIP	LOC6048217|XP_001865170.2|CQUI																												
N10.HOG0000122	OG0000004	n557								LOC120425520|XP_039446008.1|CPIP	LOC119767631|XP_038112541.1|CQUI																												
N10.HOG0000123	OG0000005	n453								LOC120415438|XP_039432920.1|CPIP, LOC120430243|XP_039451256.1|CPIP	LOC6054619|XP_001870506.1|CQUI																												
N10.HOG0000124	OG0000005	n456								LOC120425531|XP_039446020.1|CPIP	LOC6042909|XP_001853966.2|CQUI																												
N10.HOG0000125	OG0000005	n458								LOC120425546|XP_039446041.1|CPIP, LOC120425522|XP_039446010.1|CPIP	LOC6042917|XP_001854001.1|CQUI, LOC119767402|XP_038111852.1|CQUI																												
N10.HOG0000126	OG0000005	n461								LOC120415356|XP_039432779.1|CPIP	LOC6037816|XP_038107337.1|CQUI																												
N10.HOG0000127	OG0000005	n481									LOC119767184|XP_038111057.1|CQUI, LOC6048601|XP_001865496.2|CQUI																												
N10.HOG0000128	OG0000005	n483									LOC6045278|XP_001862667.1|CQUI, LOC6045266|XP_001862657.1|CQUI, LOC6045300|XP_001862689.1|CQUI																												
N10.HOG0000129	OG0000005	n535									LOC119770425|XP_038121228.1|CQUI, LOC119770423|XP_038121218.1|CQUI																												
N10.HOG0000130	OG0000006	n116									LOC6045337|XP_001862726.1|CQUI																												
N10.HOG0000131	OG0000006	n290									LOC6045277|XP_001862666.1|CQUI																												
N10.HOG0000132	OG0000006	n457								LOC120422946|XP_039442462.1|CPIP, LOC120422948|XP_039442464.1|CPIP	LOC6048605|XP_001865495.2|CQUI, LOC6048600|XP_001865501.1|CQUI																												
N10.HOG0000133	OG0000006	n463								LOC120425523|XP_039446011.1|CPIP	LOC6042916|XP_038112547.1|CQUI																												
N10.HOG0000134	OG0000006	n465								LOC120425547|XP_039446042.1|CPIP	LOC6048214|XP_001865167.1|CQUI																												
N10.HOG0000135	OG0000006	n471								LOC120419524|XP_039438169.1|CPIP, LOC120421025|XP_039440092.1|CPIP	LOC119765356|XP_038105022.1|CQUI																												
N10.HOG0000136	OG0000006	n473								LOC120425532|XP_039446021.1|CPIP	LOC6042911|XP_001853961.1|CQUI																												
N10.HOG0000137	OG0000006	n475								LOC120415440|XP_039432922.1|CPIP	LOC6037824|XP_038114258.1|CQUI																												
N10.HOG0000138	OG0000006	n476								LOC120430245|XP_039451257.1|CPIP, LOC120420432|XP_039439389.1|CPIP	LOC6054617|XP_001870507.2|CQUI, LOC6054467|XP_038113044.1|CQUI																												
N10.HOG0000139	OG0000007	n6								LOC120412432|XP_039428825.1|CPIP	LOC6036595|XP_001846627.2|CQUI																												
N10.HOG0000140	OG0000007	n7								LOC120412413|XP_039428810.1|CPIP	LOC6036598|XP_001846630.2|CQUI																												
N10.HOG0000141	OG0000007	n9								LOC120412387|XP_039428758.1|CPIP	LOC6036593|XP_001846625.2|CQUI																												
N10.HOG0000142	OG0000007	n12								LOC120412425|XP_039428820.1|CPIP	LOC6036599|XP_001846631.2|CQUI																												
N10.HOG0000143	OG0000008	n34								LOC120426154|XP_039446807.1|CPIP	LOC6033003|XP_001843514.1|CQUI, LOC6033002|XP_001843513.2|CQUI																												
N10.HOG0000144	OG0000008	n47								LOC120426153|XP_039446806.1|CPIP	LOC6033001|XP_001843512.2|CQUI, LOC6032998|XP_038104448.1|CQUI, LOC6032996|XP_001843507.1|CQUI																												
N10.HOG0000145	OG0000008	n50								LOC120426147|XP_039446799.1|CPIP	LOC6032993|XP_001843504.2|CQUI, LOC6032999|XP_001843510.2|CQUI																												
N10.HOG0000146	OG0000008	n80								LOC120421629|XP_039440794.1|CPIP	LOC6035810|XP_038119144.1|CQUI																												
N10.HOG0000147	OG0000008	n93								LOC120421652|XP_039440822.1|CPIP	LOC6035812|XP_001845934.1|CQUI																												
N10.HOG0000148	OG0000008	n99								LOC120421673|XP_039440840.1|CPIP	LOC6035811|XP_038119146.1|CQUI, LOC6035813|XP_038119147.1|CQUI																												
N10.HOG0000149	OG0000008	n135								LOC120421619|XP_039440783.1|CPIP	LOC6035807|XP_001845929.1|CQUI																												
N10.HOG0000150	OG0000008	n168								LOC120421726|XP_039440908.1|CPIP	LOC6041962|XP_038113753.1|CQUI																												
N10.HOG0000151	OG0000008	n204								LOC120421683|XP_039440852.1|CPIP	LOC6035809|XP_001845931.2|CQUI																												
N10.HOG0000152	OG0000009	n5								LOC120426658|XP_039447384.1|CPIP, LOC120429628|XP_039450593.1|CPIP	LOC6048808|XP_001865675.2|CQUI																												
N10.HOG0000153	OG0000009	n24								LOC120421295|XP_039440420.1|CPIP	LOC6049524|XP_001866266.2|CQUI																												
N10.HOG0000154	OG0000009	n30								LOC120421293|XP_039440418.1|CPIP	LOC6049522|XP_001866265.2|CQUI																												
N10.HOG0000155	OG0000009	n42								LOC120430193|XP_039451208.1|CPIP	LOC6048791|XP_001865658.2|CQUI																												
N10.HOG0000156	OG0000009	n43								LOC120430194|XP_039451209.1|CPIP	LOC6048792|XP_001865659.2|CQUI																												
N10.HOG0000157	OG0000009	n44								LOC120430179|XP_039451193.1|CPIP	LOC6048789|XP_001865656.2|CQUI, LOC6048790|XP_038113934.1|CQUI																												
N10.HOG0000158	OG0000009	n47								LOC120414768|XP_039432015.1|CPIP	LOC6045661|XP_001862982.2|CQUI																												
N10.HOG0000159	OG0000009	n48								LOC120414769|XP_039432016.1|CPIP	LOC6045662|XP_038113440.1|CQUI																												
N10.HOG0000160	OG0000009	n49								LOC120422527|XP_039441920.1|CPIP	LOC6052277|XP_001868564.2|CQUI																												
N10.HOG0000161	OG0000009	n55								LOC120413328|XP_039430036.1|CPIP	LOC6041283|XP_038104984.1|CQUI																												
N10.HOG0000162	OG0000009	n56								LOC120413359|XP_039430078.1|CPIP	LOC6041282|XP_001850569.2|CQUI																												
N10.HOG0000163	OG0000009	n60								LOC120413353|XP_039430071.1|CPIP	LOC6053772|XP_001869801.2|CQUI																												
N10.HOG0000164	OG0000009	n74								LOC120422471|XP_039441860.1|CPIP	LOC6050120|XP_001866773.2|CQUI																												
N10.HOG0000165	OG0000009	n75								LOC120422470|XP_039441859.1|CPIP	LOC6051133|XP_001867617.2|CQUI																												
N10.HOG0000166	OG0000009	n76								LOC120422469|XP_039441857.1|CPIP	LOC6051132|XP_001867616.2|CQUI																												
N10.HOG0000167	OG0000009	n77								LOC120422468|XP_039441855.1|CPIP	LOC6051131|XP_038105415.1|CQUI																												
N10.HOG0000168	OG0000010	n154								LOC120430236|XP_039451249.1|CPIP																													
N10.HOG0000169	OG0000010	n181								LOC120425524|XP_039446013.1|CPIP																													
N10.HOG0000170	OG0000010	n383									LOC6048215|XP_038112551.1|CQUI																												
N10.HOG0000171	OG0000010	n434									LOC6048602|XP_038111058.1|CQUI																												
N10.HOG0000172	OG0000010	n446									LOC119765466|XP_038105274.1|CQUI																												
N10.HOG0000173	OG0000011	n6								LOC120423446|XP_039443198.1|CPIP	LOC6033828|XP_038121046.1|CQUI																												
N10.HOG0000174	OG0000011	n10								LOC120418269|XP_039436521.1|CPIP	LOC6034029|XP_038120227.1|CQUI																												
N10.HOG0000175	OG0000012	n3								LOC120419492|XP_039438114.1|CPIP	LOC6046845|XP_001863980.2|CQUI																												
N10.HOG0000176	OG0000012	n12								LOC120419485|XP_039438104.1|CPIP	LOC6046844|XP_001863979.2|CQUI																												
N10.HOG0000177	OG0000012	n13								LOC120419486|XP_039438105.1|CPIP	LOC6046843|XP_001863978.2|CQUI																												
N10.HOG0000178	OG0000013	n1								LOC120421446|XP_039440586.1|CPIP	LOC6035930|XP_001846040.1|CQUI																												
N10.HOG0000179	OG0000013	n40								LOC120414719|XP_039431959.1|CPIP	LOC6034961|XP_038118728.1|CQUI																												
N10.HOG0000180	OG0000013	n82								LOC120419254|XP_039437842.1|CPIP	LOC6041235|XP_001850527.1|CQUI																												
