HOG	OG	Gene Tree Parent Clade	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
N18.HOG0000023	OG0000000	n460																									LOC6589576|XP_026844127.1|DPER	LOC117183963|XP_033235597.1|DPSE											
N18.HOG0000024	OG0000000	n463																									LOC6591308|XP_026842081.1|DPER												
N18.HOG0000025	OG0000000	n464																									LOC6595216|XP_026851124.1|DPER												
N18.HOG0000026	OG0000000	n483																							LOC117187703|XP_033246307.1|DMIR			LOC6898794|XP_033234286.1|DPSE											
N18.HOG0000027	OG0000000	n484																							LOC108158063|XP_017145701.1|DMIR		LOC6593032|XP_002017709.2|DPER	LOC117183537|XP_033233520.1|DPSE											
N18.HOG0000028	OG0000000	n486																							LOC108159866|XP_033253985.1|DMIR, LOC117193681|XP_033254307.1|DMIR		LOC6593087|XP_026841436.1|DPER	LOC117183751|XP_033234658.1|DPSE											
N18.HOG0000029	OG0000000	n489																							LOC117185879|XP_033246561.1|DMIR, LOC108158064|XP_033254350.1|DMIR, LOC117193739|XP_033254355.1|DMIR		LOC6593031|XP_026841437.1|DPER	LOC6898801|XP_033234867.1|DPSE											
N18.HOG0000030	OG0000000	n639																							LOC108154033|XP_017139614.1|DMIR		LOC113564899|XP_026839990.1|DPER												
N18.HOG0000031	OG0000000	n667																							LOC108154065|XP_033245991.1|DMIR		LOC6595061|XP_026851238.1|DPER	LOC6896684|XP_002136899.2|DPSE, LOC13036467|XP_033232978.1|DPSE											
N18.HOG0000032	OG0000000	n671																							LOC117187434|XP_033245992.1|DMIR		LOC6595060|XP_002020414.2|DPER	LOC6896683|XP_002136898.3|DPSE											
N18.HOG0000033	OG0000000	n698																							LOC108153951|XP_017139538.1|DMIR		LOC6588283|XP_026842223.1|DPER	LOC6897227|XP_002137399.2|DPSE											
N18.HOG0000034	OG0000000	n715																							LOC108161265|XP_033248919.1|DMIR, LOC117188741|XP_033248920.1|DMIR, LOC117188742|XP_033248925.1|DMIR		LOC113565649|XP_026844091.1|DPER	LOC6902907|XP_033236216.1|DPSE											
N18.HOG0000035	OG0000000	n736																							LOC117192382|XP_033252940.1|DMIR, LOC117192383|XP_033252942.1|DMIR, LOC108158670|XP_033246362.1|DMIR		LOC6592855|XP_026840797.1|DPER	LOC6898538|XP_033233460.1|DPSE											
N18.HOG0000036	OG0000000	n810																							LOC108158438|XP_017146210.1|DMIR, LOC108158074|XP_017145713.1|DMIR		LOC113565213|XP_026842527.1|DPER, LOC6601308|XP_026842517.1|DPER, LOC6601309|XP_002026347.2|DPER	LOC117183739|XP_033234612.1|DPSE, LOC117183539|XP_033233554.1|DPSE											
N18.HOG0000037	OG0000000	n818																							LOC117192846|XP_033253492.1|DMIR, LOC117192847|XP_033253493.1|DMIR, LOC117192906|XP_033253536.1|DMIR			LOC4805597|XP_033233553.1|DPSE											
N18.HOG0000038	OG0000000	n821																							LOC117192907|XP_033253537.1|DMIR														
N18.HOG0000039	OG0000000	n868																									LOC6595014|XP_026839995.1|DPER	LOC6896813|XP_033232366.1|DPSE											
N18.HOG0000040	OG0000000	n875																							LOC108154608|XP_017140414.2|DMIR		LOC6587480|XP_002013644.2|DPER	LOC4801605|XP_001358672.2|DPSE											
N18.HOG0000041	OG0000000	n1000																							LOC108154051|XP_017139631.2|DMIR		LOC113564894|XP_026839940.1|DPER	LOC117183386|XP_033233030.1|DPSE											
N18.HOG0000042	OG0000000	n1002																							LOC108154052|XP_017139633.1|DMIR		LOC113564893|XP_026839937.1|DPER, LOC113564896|XP_026839945.1|DPER, LOC113564892|XP_026839936.1|DPER, LOC113564891|XP_026839935.1|DPER, LOC6595239|XP_026839947.1|DPER	LOC117183385|XP_033233027.1|DPSE, LOC13036529|XP_033233038.1|DPSE											
N18.HOG0000043	OG0000000	n1015																							LOC108153871|XP_033244797.1|DMIR		LOC6591953|XP_026851182.1|DPER												
N18.HOG0000044	OG0000000	n1016																							LOC108153866|XP_017139453.1|DMIR		LOC6592013|XP_002017508.2|DPER												
N18.HOG0000045	OG0000000	n1022																										LOC6897749|XP_033232309.1|DPSE											
N18.HOG0000046	OG0000000	n1088																							LOC108154580|XP_017140371.1|DMIR, LOC117187432|XP_033245983.1|DMIR		LOC6588090|XP_026840194.1|DPER, LOC113564923|XP_026840189.1|DPER												
N18.HOG0000047	OG0000000	n1091																							LOC108154586|XP_017140379.1|DMIR, LOC108153991|XP_033246108.1|DMIR		LOC113567447|XP_026851145.1|DPER, LOC113564924|XP_026840190.1|DPER	LOC6899372|XP_033233116.1|DPSE											
N18.HOG0000048	OG0000000	n1095																									LOC6587947|XP_026840188.1|DPER	LOC6896993|XP_033241798.1|DPSE											
N18.HOG0000049	OG0000000	n1096																									LOC6588042|XP_002012846.2|DPER, LOC6592618|XP_002018494.2|DPER, LOC113564925|XP_026840193.1|DPER, LOC6587712|XP_002012839.2|DPER, LOC6588022|XP_026840192.1|DPER	LOC26533415|XP_033234557.1|DPSE, LOC117183599|XP_033233927.1|DPSE, LOC6896992|XP_002137178.3|DPSE, LOC117183671|XP_033234253.1|DPSE, LOC117183249|XP_033232383.1|DPSE, LOC6898266|XP_002138332.3|DPSE, LOC6898641|XP_002138646.2|DPSE											
N18.HOG0000050	OG0000000	n1108																							LOC108153868|XP_017139455.1|DMIR		LOC113566937|XP_026849986.1|DPER, LOC113567058|XP_026850069.1|DPER	LOC13036393|XP_003736798.3|DPSE, LOC6897759|XP_002137864.4|DPSE											
N18.HOG0000051	OG0000000	n1117																									LOC6591954|XP_002017498.2|DPER												
N18.HOG0000052	OG0000000	n1118																									LOC6591955|XP_026851194.1|DPER												
N18.HOG0000053	OG0000000	n1120																							LOC108154010|XP_033246058.1|DMIR		LOC6598646|XP_026840107.1|DPER	LOC6898293|XP_033233430.1|DPSE, LOC13036490|XP_003736302.2|DPSE											
N18.HOG0000054	OG0000001	n6																							LOC117191691|XP_033252383.1|DMIR, LOC117191935|XP_033252574.1|DMIR, LOC117186833|XP_033244022.1|DMIR														
N18.HOG0000055	OG0000001	n9																							LOC117193719|XP_033254335.1|DMIR, LOC117190985|XP_033251856.1|DMIR, LOC117188067|XP_033247232.1|DMIR, LOC117186429|XP_033243124.1|DMIR, LOC117186350|XP_033242949.1|DMIR, LOC117190965|XP_033251845.1|DMIR, LOC117193360|XP_033253966.1|DMIR, LOC117190662|XP_033251608.1|DMIR, LOC117193513|XP_033254148.1|DMIR, LOC117193461|XP_033254111.1|DMIR, LOC117188882|XP_033249301.1|DMIR, LOC117190672|XP_033251629.1|DMIR														
N18.HOG0000056	OG0000001	n39																										LOC117183655|XP_033234152.1|DPSE											
N18.HOG0000057	OG0000001	n47																										LOC117184744|XP_033239458.1|DPSE											
N18.HOG0000058	OG0000001	n48																										LOC117185672|XP_033241852.1|DPSE, LOC117184861|XP_033239816.1|DPSE											
N18.HOG0000059	OG0000001	n76																							LOC117189970|XP_033250943.1|DMIR, LOC117191669|XP_033252365.1|DMIR, LOC117193543|XP_033254178.1|DMIR														
N18.HOG0000060	OG0000001	n94																							LOC117191840|XP_033252499.1|DMIR			LOC117183652|XP_033234147.1|DPSE											
N18.HOG0000061	OG0000001	n95																							LOC117190823|XP_033251752.1|DMIR			LOC117183653|XP_033234148.1|DPSE											
N18.HOG0000062	OG0000001	n96																										LOC117184892|XP_033239892.1|DPSE, LOC117183651|XP_033234146.1|DPSE, LOC117183772|XP_033234922.1|DPSE											
N18.HOG0000063	OG0000001	n98																							LOC117192642|XP_033253256.1|DMIR, LOC117188305|XP_033247831.1|DMIR, LOC117186228|XP_033242549.1|DMIR, LOC117193366|XP_033253976.1|DMIR, LOC117190168|XP_033251121.1|DMIR, LOC117188399|XP_033248125.1|DMIR			LOC117184855|XP_033239804.1|DPSE											
N18.HOG0000064	OG0000001	n125																							LOC117192640|XP_033253257.1|DMIR		LOC113566438|XP_026847737.1|DPER	LOC117184464|XP_033238070.1|DPSE											
N18.HOG0000065	OG0000001	n127																							LOC117186450|XP_033243174.1|DMIR, LOC117186708|XP_033243711.1|DMIR			LOC117184939|XP_033240070.1|DPSE											
N18.HOG0000066	OG0000001	n152																							LOC108161272|XP_033251779.1|DMIR														
N18.HOG0000067	OG0000001	n154																							LOC117186601|XP_033243475.1|DMIR, LOC117194863|XP_033255220.1|DMIR, LOC117186014|XP_033241938.1|DMIR, LOC117193996|XP_033254525.1|DMIR, LOC117186338|XP_033242907.1|DMIR, LOC117186488|XP_033243258.1|DMIR, LOC117190057|XP_033251030.1|DMIR, LOC117190588|XP_033251528.1|DMIR														
N18.HOG0000068	OG0000001	n163																										LOC117184929|XP_033240037.1|DPSE											
N18.HOG0000069	OG0000001	n184																										LOC117184646|XP_033239083.1|DPSE, LOC117183632|XP_033234091.1|DPSE, LOC117184885|XP_033239875.1|DPSE, LOC117185599|XP_033241627.1|DPSE, LOC117184570|XP_033238730.1|DPSE, LOC117184630|XP_033239023.1|DPSE, LOC117183489|XP_033233200.1|DPSE, LOC117183635|XP_033234095.1|DPSE, LOC117185173|XP_033241307.1|DPSE, LOC117184661|XP_033239137.1|DPSE, LOC117184561|XP_033238671.1|DPSE, LOC117184560|XP_033238670.1|DPSE											
N18.HOG0000070	OG0000001	n298																							LOC117188126|XP_033247368.1|DMIR, LOC117186570|XP_033243418.1|DMIR, LOC117189960|XP_033250935.1|DMIR, LOC117186559|XP_033243395.1|DMIR, LOC117189228|XP_033250247.1|DMIR, LOC117186732|XP_033243774.1|DMIR, LOC117186566|XP_033243405.1|DMIR, LOC117188268|XP_033247713.1|DMIR, LOC117193495|XP_033254138.1|DMIR, LOC117186602|XP_033243477.1|DMIR														
N18.HOG0000071	OG0000001	n312																							LOC117190118|XP_033251096.1|DMIR, LOC117192385|XP_033252944.1|DMIR														
N18.HOG0000072	OG0000001	n422																							LOC117187188|XP_033245213.1|DMIR, LOC117187189|XP_033245214.1|DMIR, LOC117192881|XP_033253519.1|DMIR														
N18.HOG0000073	OG0000001	n512																							LOC117186040|XP_033241993.1|DMIR			LOC117184685|XP_033239190.1|DPSE, LOC117184639|XP_033239061.1|DPSE											
N18.HOG0000074	OG0000001	n623																							LOC117192523|XP_033253108.1|DMIR, LOC117189926|XP_033250889.1|DMIR														
N18.HOG0000075	OG0000001	n766																										LOC6899689|XP_015044449.2|DPSE, LOC117184831|XP_033239700.1|DPSE, LOC117185157|XP_033241160.1|DPSE, LOC117183639|XP_033234125.1|DPSE, LOC117184075|XP_033236063.1|DPSE, LOC6899580|XP_033235226.1|DPSE, LOC117184644|XP_033239077.1|DPSE											
N18.HOG0000076	OG0000001	n788																										LOC117184038|XP_033235938.1|DPSE											
N18.HOG0000077	OG0000001	n801																							LOC117190783|XP_033251735.1|DMIR														
N18.HOG0000078	OG0000002	n37																							LOC108159521|XP_017148375.1|DMIR		LOC6601614|XP_002026650.2|DPER	LOC6899110|XP_033234698.1|DPSE											
N18.HOG0000079	OG0000002	n62																							LOC117192466|XP_033253050.1|DMIR, LOC108159522|XP_017148377.1|DMIR		LOC6601615|XP_026841465.1|DPER	LOC6899111|XP_002139028.1|DPSE											
N18.HOG0000080	OG0000002	n170																							LOC117188692|XP_033248809.1|DMIR														
N18.HOG0000081	OG0000002	n188																							LOC108163440|XP_017154213.2|DMIR			LOC6903440|XP_033236733.1|DPSE											
N18.HOG0000082	OG0000002	n189																							LOC117188921|XP_033249395.1|DMIR			LOC6903450|XP_002132329.2|DPSE											
N18.HOG0000083	OG0000002	n222																							LOC108152350|XP_017137109.1|DMIR		LOC6595741|XP_026845259.1|DPER	LOC6900542|XP_033238667.1|DPSE											
N18.HOG0000084	OG0000002	n382																							LOC108161412|XP_017151153.2|DMIR		LOC6596381|XP_002021534.2|DPER	LOC6902531|XP_002133071.3|DPSE											
N18.HOG0000085	OG0000002	n501																									LOC6589514|XP_002015188.2|DPER												
N18.HOG0000086	OG0000002	n507																							LOC108161232|XP_017150945.1|DMIR		LOC6593573|XP_002019253.2|DPER												
N18.HOG0000087	OG0000003	n182																							LOC108160528|XP_017150077.1|DMIR		LOC6591231|XP_002016677.1|DPER	LOC4804983|XP_001361457.3|DPSE											
N18.HOG0000088	OG0000003	n237																							LOC108160529|XP_017150078.1|DMIR		LOC6590819|XP_026841177.1|DPER	LOC4804982|XP_001361456.3|DPSE											
N18.HOG0000089	OG0000003	n272																							LOC108160375|XP_017149841.1|DMIR		LOC6590049|XP_002015522.1|DPER	LOC4803409|XP_001360156.1|DPSE											
N18.HOG0000090	OG0000003	n340																							LOC108160594|XP_033252769.1|DMIR, LOC117187951|XP_033246844.1|DMIR		LOC6591234|XP_002016680.1|DPER	LOC6898736|XP_002138723.1|DPSE											
N18.HOG0000091	OG0000003	n343																							LOC108158057|XP_033247543.1|DMIR		LOC6591233|XP_002016679.1|DPER	LOC6898737|XP_002138724.1|DPSE											
N18.HOG0000092	OG0000003	n376																							LOC108160818|XP_017150534.1|DMIR		LOC6591232|XP_002016678.1|DPER	LOC4804980|XP_001361454.1|DPSE											
N18.HOG0000093	OG0000003	n421																							LOC108160275|XP_017149646.1|DMIR		LOC6591235|XP_002016681.1|DPER	LOC4804975|XP_001361450.3|DPSE											
N18.HOG0000094	OG0000003	n461																							LOC117193381|XP_033253996.1|DMIR, LOC108160276|XP_017149647.1|DMIR		LOC6591236|XP_002016682.2|DPER	LOC4804978|XP_001361452.2|DPSE											
N18.HOG0000095	OG0000003	n499																										LOC26533075|XP_033237686.1|DPSE											
N18.HOG0000096	OG0000003	n531																							LOC108160277|XP_033246842.1|DMIR		LOC6591237|XP_026840952.1|DPER	LOC117183541|XP_033233567.1|DPSE											
N18.HOG0000097	OG0000003	n533																							LOC108160733|XP_017150409.1|DMIR		LOC6591238|XP_002016684.1|DPER	LOC4804974|XP_001361449.3|DPSE											
N18.HOG0000098	OG0000003	n538																							LOC108163634|XP_017154532.1|DMIR		LOC6596552|XP_002021689.1|DPER	LOC6902590|XP_002133118.2|DPSE											
N18.HOG0000099	OG0000004	n221																							LOC108156703|XP_017143841.1|DMIR, LOC117187288|XP_033245550.1|DMIR, LOC117187289|XP_033245551.1|DMIR, LOC117187287|XP_033245549.1|DMIR		LOC113565362|XP_026842912.1|DPER												
N18.HOG0000100	OG0000004	n225																							LOC117187293|XP_033245555.1|DMIR, LOC117187292|XP_033245554.1|DMIR, LOC117187295|XP_033245557.1|DMIR, LOC117187291|XP_033245553.1|DMIR, LOC117187294|XP_033245556.1|DMIR, LOC117187290|XP_033245552.1|DMIR		LOC6587537|XP_002013115.1|DPER												
N18.HOG0000101	OG0000004	n267																									LOC6587316|XP_002013131.1|DPER, LOC113567243|XP_026850214.1|DPER, LOC113567235|XP_026850206.1|DPER, LOC6587397|XP_002013126.1|DPER, LOC113567242|XP_026850212.1|DPER, LOC113567391|XP_026850908.1|DPER, LOC113567026|XP_026850037.1|DPER, LOC113567027|XP_026850038.1|DPER, LOC113567400|XP_026850928.1|DPER, LOC6587650|XP_002013120.1|DPER, LOC113564935|XP_026840262.1|DPER, LOC113567383|XP_026850888.1|DPER, LOC113567241|XP_026850211.1|DPER, LOC6604119|XP_002029056.2|DPER, LOC113565361|XP_026842911.1|DPER	LOC117185633|XP_033241719.1|DPSE, LOC117185634|XP_033241720.1|DPSE, LOC26533245|XP_033241636.1|DPSE, LOC117185608|XP_033241637.1|DPSE											
N18.HOG0000102	OG0000004	n285																									LOC113567390|XP_026850907.1|DPER	LOC117185631|XP_033241718.1|DPSE											
N18.HOG0000103	OG0000004	n286																									LOC6587454|XP_002013136.2|DPER	LOC117185630|XP_033241717.1|DPSE											
N18.HOG0000104	OG0000004	n287																									LOC113566634|XP_026848945.1|DPER	LOC26532398|XP_015035141.1|DPSE											
N18.HOG0000105	OG0000004	n411																							LOC117187175|XP_033245162.1|DMIR, LOC117186051|XP_033242021.1|DMIR		LOC6599392|XP_026847172.1|DPER, LOC6599399|XP_026847197.1|DPER	LOC6901706|XP_002134374.3|DPSE, LOC26534400|XP_015042050.2|DPSE											
N18.HOG0000106	OG0000005	n2																										LOC6903935|XP_002136582.1|DPSE											
N18.HOG0000107	OG0000005	n42																									LOC113567239|XP_026850209.1|DPER	LOC6897430|XP_002137581.2|DPSE											
N18.HOG0000108	OG0000005	n141																									LOC113567248|XP_026850218.1|DPER												
N18.HOG0000109	OG0000005	n158																										LOC117185615|XP_033241645.1|DPSE											
N18.HOG0000110	OG0000005	n165																									LOC113565365|XP_026842917.1|DPER	LOC6903936|XP_033233874.1|DPSE											
N18.HOG0000111	OG0000005	n179																							LOC117187304|XP_033245566.1|DMIR		LOC113567029|XP_026850041.1|DPER												
N18.HOG0000112	OG0000005	n196																									LOC6587310|XP_002013132.1|DPER	LOC117183560|XP_033233682.1|DPSE											
N18.HOG0000113	OG0000005	n201																									LOC6587387|XP_002013127.1|DPER												
N18.HOG0000114	OG0000005	n344																							LOC117188269|XP_033247714.1|DMIR, LOC117186052|XP_033242023.1|DMIR		LOC113566308|XP_026847198.1|DPER, LOC6599391|XP_002024443.1|DPER	LOC6901707|XP_002134375.1|DPSE											
N18.HOG0000115	OG0000005	n348																							LOC108164485|XP_017155735.2|DMIR			LOC6901701|XP_015042049.1|DPSE											
N18.HOG0000116	OG0000005	n399																									LOC6587632|XP_002013116.1|DPER	LOC117183589|XP_033233906.1|DPSE											
N18.HOG0000117	OG0000005	n400																									LOC6604167|XP_026842916.1|DPER												
N18.HOG0000118	OG0000005	n403																									LOC113567403|XP_026850931.1|DPER												
N18.HOG0000119	OG0000005	n407																										LOC6903934|XP_002136584.1|DPSE											
N18.HOG0000120	OG0000005	n410																							LOC117187309|XP_033245571.1|DMIR														
N18.HOG0000121	OG0000005	n416																									LOC113567412|XP_026850947.1|DPER												
N18.HOG0000122	OG0000005	n417																									LOC113567420|XP_026850959.1|DPER												
N18.HOG0000123	OG0000005	n421																										LOC117185612|XP_033241642.1|DPSE											
N18.HOG0000124	OG0000005	n422																										LOC6903933|XP_002136581.1|DPSE											
N18.HOG0000125	OG0000005	n425																									LOC113567249|XP_026850219.1|DPER												
N18.HOG0000126	OG0000005	n427																										LOC117185613|XP_033241643.1|DPSE											
N18.HOG0000127	OG0000005	n439																							LOC108156706|XP_017143843.1|DMIR														
N18.HOG0000128	OG0000005	n442																										LOC6903937|XP_002136580.1|DPSE											
N18.HOG0000129	OG0000005	n445																										LOC117183562|XP_033233689.1|DPSE											
N18.HOG0000130	OG0000006	n33																									LOC113567419|XP_026850958.1|DPER												
N18.HOG0000131	OG0000006	n92																									LOC113567247|XP_026850217.1|DPER												
N18.HOG0000132	OG0000006	n103																									LOC113565363|XP_026842914.1|DPER	LOC117185602|XP_033241630.1|DPSE											
N18.HOG0000133	OG0000006	n132																										LOC117183556|XP_033233676.1|DPSE											
N18.HOG0000134	OG0000006	n171																							LOC117187301|XP_033245562.1|DMIR		LOC113565364|XP_026842915.1|DPER, LOC113567237|XP_026850207.1|DPER, LOC113567385|XP_026850890.1|DPER, LOC113567411|XP_026850946.1|DPER	LOC117183555|XP_033233668.1|DPSE, LOC26533162|XP_015035142.1|DPSE, LOC117185635|XP_033241721.1|DPSE, LOC26532290|XP_015035132.1|DPSE, LOC26532855|XP_015035139.1|DPSE, LOC26533430|XP_015035135.1|DPSE, LOC117185609|XP_033241638.1|DPSE, LOC117185636|XP_033241722.1|DPSE, LOC117185610|XP_033241639.1|DPSE											
N18.HOG0000135	OG0000006	n230																									LOC6604168|XP_002029102.2|DPER												
N18.HOG0000136	OG0000006	n233																									LOC113567418|XP_026850957.1|DPER												
N18.HOG0000137	OG0000006	n239																							LOC117187300|XP_033245561.1|DMIR														
N18.HOG0000138	OG0000006	n247																									LOC113567028|XP_026850039.1|DPER												
N18.HOG0000139	OG0000006	n252																									LOC113567401|XP_026850929.1|DPER												
N18.HOG0000140	OG0000006	n259																										LOC117185611|XP_033241640.1|DPSE											
N18.HOG0000141	OG0000006	n264																							LOC117187297|XP_033245558.1|DMIR														
N18.HOG0000142	OG0000006	n267																									LOC6604120|XP_002029058.1|DPER												
N18.HOG0000143	OG0000006	n273																							LOC117187206|XP_033245270.1|DMIR														
N18.HOG0000144	OG0000006	n281																									LOC6587306|XP_002013133.1|DPER												
N18.HOG0000145	OG0000006	n284																									LOC113567394|XP_026850911.1|DPER												
N18.HOG0000146	OG0000006	n290																										LOC26534208|XP_015035128.2|DPSE											
N18.HOG0000147	OG0000006	n489																									LOC113567395|XP_026850912.1|DPER												
N18.HOG0000148	OG0000006	n504																										LOC117185601|XP_033241629.1|DPSE											
N18.HOG0000149	OG0000006	n510																									LOC113567386|XP_026850891.1|DPER												
N18.HOG0000150	OG0000006	n514																										LOC117185637|XP_033241723.1|DPSE											
N18.HOG0000151	OG0000007	n36																							LOC108153040|XP_017138288.1|DMIR		LOC6595910|XP_002021056.1|DPER	LOC6900428|XP_002134819.1|DPSE											
N18.HOG0000152	OG0000007	n58																							LOC108153675|XP_017139280.1|DMIR, LOC108165331|XP_017156854.2|DMIR		LOC6601481|XP_002026421.1|DPER, LOC6601476|XP_002026420.1|DPER	LOC5495512|XP_001353851.2|DPSE											
N18.HOG0000153	OG0000007	n98																							LOC108152481|XP_017137344.1|DMIR		LOC6601482|XP_002026422.2|DPER	LOC5495507|XP_001353849.1|DPSE											
N18.HOG0000154	OG0000007	n117																							LOC108152482|XP_017137345.1|DMIR														
N18.HOG0000155	OG0000007	n194																							LOC108163948|XP_017154978.1|DMIR		LOC6596309|XP_002021479.1|DPER	LOC5495509|XP_001355939.3|DPSE											
N18.HOG0000156	OG0000007	n216																							LOC117188471|XP_033248275.1|DMIR, LOC108158175|XP_017145882.2|DMIR		LOC6592462|XP_002017797.1|DPER	LOC4805058|XP_001361522.1|DPSE											
N18.HOG0000157	OG0000007	n248																							LOC117187389|XP_033245847.1|DMIR, LOC117187383|XP_033245816.1|DMIR, LOC108157498|XP_033245840.1|DMIR		LOC6595007|XP_002020464.1|DPER, LOC6595006|XP_002020463.1|DPER	LOC6896708|XP_002136922.1|DPSE, LOC4800234|XP_001357614.1|DPSE											
N18.HOG0000158	OG0000007	n254																							LOC108157499|XP_017145088.2|DMIR		LOC6595005|XP_002020462.1|DPER	LOC6896707|XP_002136921.2|DPSE											
N18.HOG0000159	OG0000007	n320																							LOC108164248|XP_017155372.1|DMIR		LOC6596310|XP_002021480.2|DPER	LOC4816610|XP_001355938.2|DPSE											
N18.HOG0000160	OG0000007	n382																							LOC108165521|XP_017157067.1|DMIR		LOC6601214|XP_002026310.2|DPER	LOC4813941|XP_001354103.1|DPSE											
N18.HOG0000161	OG0000007	n402																							LOC108164169|XP_017155268.2|DMIR		LOC6589529|XP_002015017.1|DPER	LOC4816998|XP_001356721.3|DPSE											
N18.HOG0000162	OG0000007	n467																							LOC108152483|XP_017137346.1|DMIR		LOC6601483|XP_026847920.1|DPER	LOC4813497|XP_001353852.2|DPSE											
