HOG	OG	Gene Tree Parent Clade	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
N32.HOG0000035	OG0000000	n750																												LOC116801308|XP_032576001.1|DSEC									
N32.HOG0000036	OG0000000	n781																					LOC117137329|XP_033154610.1|DMAU, LOC117137328|XP_033154609.1|DMAU	CG33454|NP_995887.1|DMEL						LOC6609904|XP_032570140.1|DSEC		LOC6735227|XP_002082200.1|DSIM							
N32.HOG0000037	OG0000000	n798																						CG33453|NP_995888.1|DMEL						LOC6609905|XP_032572518.1|DSEC		LOC6735228|XP_002082201.1|DSIM							
N32.HOG0000038	OG0000000	n833																					LOC117138016|XP_033155711.1|DMAU	CG13590|NP_611919.1|DMEL						LOC6618816|XP_002043065.1|DSEC		LOC6736069|XP_002082970.1|DSIM							
N32.HOG0000039	OG0000000	n845																						CG13589|NP_611918.2|DMEL						LOC6618815|XP_002043064.1|DSEC		LOC6736068|XP_002082969.1|DSIM							
N32.HOG0000040	OG0000000	n868																														LOC6736070|XP_039148852.1|DSIM							
N32.HOG0000041	OG0000000	n875																					LOC117146038|XP_033167862.1|DMAU	CG14518|NP_651653.2|DMEL						LOC6612634|XP_002037138.2|DSEC		LOC6729989|XP_002105283.1|DSIM							
N32.HOG0000042	OG0000000	n918																					LOC117145160|XP_033166598.1|DMAU	CG33927|NP_001027147.1|DMEL						LOC6613854|XP_002038323.1|DSEC		LOC6726722|XP_002102133.3|DSIM							
N32.HOG0000043	OG0000000	n940																					LOC117140539|XP_033159419.1|DMAU	CG33796|NP_001027128.1|DMEL								LOC6738252|XP_002085064.1|DSIM							
N32.HOG0000044	OG0000000	n958																					LOC117140538|XP_033159418.1|DMAU	CG33795|NP_001027129.2|DMEL								LOC6738253|XP_039150090.1|DSIM							
N32.HOG0000045	OG0000000	n1041																						CG33725|NP_001027125.1|DMEL						LOC6605446|XP_002030279.1|DSEC		LOC6737828|XP_002084656.1|DSIM							
N32.HOG0000046	OG0000001	n47																														LOC120284346|XP_039147371.1|DSIM							
N32.HOG0000047	OG0000001	n48																					LOC117140024|XP_033158645.1|DMAU									LOC120284769|XP_039149499.1|DSIM, LOC120284971|XP_039150785.1|DSIM							
N32.HOG0000048	OG0000001	n273																					LOC117139899|XP_033158470.1|DMAU									LOC120285672|XP_039154228.1|DSIM, LOC120284833|XP_039150170.1|DSIM, LOC120284434|XP_039148214.1|DSIM							
N32.HOG0000049	OG0000001	n289																					LOC117139036|XP_033157028.1|DMAU, LOC117149992|XP_033172772.1|DMAU, LOC117139516|XP_033157765.1|DMAU, LOC117136528|XP_033153363.1|DMAU, LOC117142606|XP_033162575.1|DMAU, LOC117137930|XP_033155574.1|DMAU																
N32.HOG0000050	OG0000001	n298																					LOC117141920|XP_033161540.1|DMAU									LOC120285442|XP_039154112.1|DSIM, LOC120285440|XP_039154108.1|DSIM							
N32.HOG0000051	OG0000001	n408																														LOC120284706|XP_039149044.1|DSIM							
N32.HOG0000052	OG0000001	n600																												LOC116803222|XP_032582995.1|DSEC, LOC116802332|XP_032582502.1|DSEC, LOC116801480|XP_032577252.1|DSEC, LOC116800206|XP_032569851.1|DSEC, LOC116801781|XP_032579152.1|DSEC, LOC116803470|XP_032583064.1|DSEC, LOC116803216|XP_032582991.1|DSEC, LOC116801401|XP_032576522.1|DSEC, LOC116800949|XP_032573700.1|DSEC, LOC116801680|XP_032578612.1|DSEC, LOC116801683|XP_032578632.1|DSEC, LOC116801481|XP_032577253.1|DSEC, LOC116801614|XP_032578126.1|DSEC, LOC116800466|XP_032571508.1|DSEC, LOC116801977|XP_032580408.1|DSEC, LOC116801731|XP_032578825.1|DSEC, LOC116801557|XP_032577826.1|DSEC, LOC116803489|XP_032583077.1|DSEC, LOC116800538|XP_032571928.1|DSEC, LOC116802215|XP_032581860.1|DSEC, LOC116801159|XP_032575009.1|DSEC									
N32.HOG0000053	OG0000001	n754																					LOC117149766|XP_033172711.1|DMAU, LOC117136660|XP_033153552.1|DMAU																
N32.HOG0000054	OG0000001	n792																												LOC116801168|XP_032575066.1|DSEC									
N32.HOG0000055	OG0000002	n4																					LOC117138082|XP_033155798.1|DMAU	CG5550|NP_001246376.1|DMEL						LOC6609498|XP_002034183.1|DSEC		LOC6734821|XP_002081824.1|DSIM							
N32.HOG0000056	OG0000002	n37																					LOC117135907|XP_033152364.1|DMAU	CG30281|NP_726164.1|DMEL						LOC6615482|XP_002039862.2|DSEC		LOC6735666|XP_002082584.2|DSIM							
N32.HOG0000057	OG0000002	n62																					LOC117135906|XP_033152363.1|DMAU	CG30280|NP_611641.6|DMEL						LOC6615481|XP_002039861.2|DSEC		LOC6735665|XP_002082583.2|DSIM							
N32.HOG0000058	OG0000002	n120																					LOC117136987|XP_033154052.1|DMAU							LOC6610018|XP_032572286.1|DSEC		LOC6735327|XP_016028674.2|DSIM							
N32.HOG0000059	OG0000002	n196																					LOC117149870|XP_033172720.1|DMAU	CG31832|NP_723894.2|DMEL						LOC6611325|XP_002035872.2|DSEC									
N32.HOG0000060	OG0000002	n233																					LOC117140283|XP_033159002.1|DMAU	CG7668|NP_649170.1|DMEL						LOC6619439|XP_032575015.1|DSEC		LOC6738777|XP_016032596.1|DSIM							
N32.HOG0000061	OG0000002	n475																					LOC117136934|XP_033153971.1|DMAU	CG9500|NP_609018.3|DMEL						LOC6613615|XP_032570344.1|DSEC		LOC6731201|XP_002078360.1|DSIM							
N32.HOG0000062	OG0000003	n186																					LOC117136850|XP_033153839.1|DMAU	Cyp6a9|NP_523748.2|DMEL						LOC6609226|XP_032570279.1|DSEC		LOC6734558|XP_002081567.1|DSIM							
N32.HOG0000063	OG0000003	n201																					LOC117137895|XP_033155524.1|DMAU	Cyp6a21|NP_611003.2|DMEL						LOC6609227|XP_002033918.2|DSEC		LOC6734560|XP_016027665.1|DSIM							
N32.HOG0000064	OG0000003	n245																					LOC117145313|XP_033166799.1|DMAU	Cyp6a18|NP_651563.1|DMEL						LOC6617182|XP_002041509.2|DSEC		LOC6729847|XP_016036585.1|DSIM							
N32.HOG0000065	OG0000003	n255																					LOC117137897|XP_033155527.1|DMAU	Cyp6a8|NP_523749.2|DMEL						LOC6609229|XP_032570278.1|DSEC		LOC6734561|XP_002081570.1|DSIM							
N32.HOG0000066	OG0000003	n272																					LOC117136364|XP_033153130.1|DMAU	Cyp6a2|NP_523628.1|DMEL						LOC6607893|XP_002032647.1|DSEC		LOC6733269|XP_002080332.1|DSIM							
N32.HOG0000067	OG0000003	n317																						Cyp6a23|NP_611000.2|DMEL															
N32.HOG0000068	OG0000003	n327																					LOC117136849|XP_033153838.1|DMAU	Cyp6a17|NP_652018.1|DMEL						LOC6609222|XP_002033913.1|DSEC		LOC6734555|XP_002081564.3|DSIM							
N32.HOG0000069	OG0000003	n345																					LOC117138513|XP_033156538.1|DMAU							LOC6609223|XP_002033914.2|DSEC		LOC6734556|XP_016027664.2|DSIM							
N32.HOG0000070	OG0000003	n389																						Cyp6a19|NP_611001.2|DMEL															
N32.HOG0000071	OG0000003	n395																					LOC117137674|XP_033155124.1|DMAU							LOC116800691|XP_032572969.1|DSEC		LOC6734559|XP_002081568.1|DSIM							
N32.HOG0000072	OG0000003	n421																					LOC117136851|XP_033153841.1|DMAU	Cyp6a22|NP_652075.1|DMEL						LOC6609221|XP_002033912.1|DSEC		LOC6734554|XP_039147555.1|DSIM							
N32.HOG0000073	OG0000003	n461																					LOC117137104|XP_033154281.1|DMAU	Cyp6a13|NP_610390.1|DMEL						LOC6608196|XP_002032941.1|DSEC		LOC6733557|XP_016026506.1|DSIM							
N32.HOG0000074	OG0000003	n502																					LOC117137102|XP_033154279.1|DMAU							LOC6608194|XP_002032939.1|DSEC		LOC6733555|XP_039148197.1|DSIM							
N32.HOG0000075	OG0000003	n521																					LOC117137103|XP_033154280.1|DMAU																
N32.HOG0000076	OG0000003	n538																					LOC117138777|XP_033156858.1|DMAU	Cyp6a16|NP_001285631.1|DMEL						LOC6613508|XP_002037976.1|DSEC		LOC6731100|XP_002078257.3|DSIM							
N32.HOG0000077	OG0000004	n34																						His1_CG33834|NP_001027334.1|DMEL, His1_CG33813|NP_001027299.1|DMEL, His1_CG33852|NP_001027364.1|DMEL, His1_CG33846|NP_001027354.1|DMEL, His1_CG33828|NP_001027324.1|DMEL, His1_CG33819|NP_001027309.1|DMEL, His1_CG33855|NP_001027369.1|DMEL, His1_CG33837|NP_001027339.1|DMEL, His1_CG33861|NP_001027379.1|DMEL, His1_CG33831|NP_001027329.1|DMEL, His1_CG33843|NP_001027349.1|DMEL, His1_CG33864|NP_001027384.1|DMEL, His1_CG33858|NP_001027374.1|DMEL, His1_CG33810|NP_001027295.1|DMEL, His1_CG33840|NP_001027344.1|DMEL, His1_CG33804|NP_001027286.1|DMEL, His1_CG33801|NP_001027282.1|DMEL, His1_CG33807|NP_001027290.1|DMEL, His1_CG33816|NP_001027304.1|DMEL, His1_CG33822|NP_001027314.1|DMEL, His1_CG33825|NP_001027319.1|DMEL, His1_CG33849|NP_001027359.1|DMEL, His1_CG31617|NP_724341.1|DMEL								LOC27206793|XP_016022768.2|DSIM, LOC120285540|XP_039154131.1|DSIM, LOC120285538|XP_039154129.1|DSIM, LOC120285535|XP_039154126.1|DSIM, LOC120285537|XP_039154128.1|DSIM, LOC120285539|XP_039154130.1|DSIM, LOC120285536|XP_039154127.1|DSIM, LOC120285792|XP_039154341.1|DSIM, LOC120285796|XP_039154345.1|DSIM, LOC120285257|XP_039152608.1|DSIM, LOC120285256|XP_039152600.1|DSIM, LOC120285795|XP_039154344.1|DSIM, LOC120285791|XP_039154340.1|DSIM, LOC6733079|XP_002080156.3|DSIM, LOC120285793|XP_039154342.1|DSIM, LOC120285794|XP_039154343.1|DSIM, LOC6740700|XP_002077499.3|DSIM							
N32.HOG0000078	OG0000005	n219																						His2B_CG33890|NP_001027330.1|DMEL															
N32.HOG0000079	OG0000005	n225																						His2B_CG33874|NP_001027370.1|DMEL															
N32.HOG0000080	OG0000005	n241																														LOC120285548|XP_039154138.1|DSIM							
N32.HOG0000081	OG0000005	n246																						His2B_CG33910|NP_001027283.1|DMEL															
N32.HOG0000082	OG0000005	n267																						His2B_CG33870|NP_001027380.1|DMEL								LOC120285808|XP_039154358.1|DSIM							
N32.HOG0000083	OG0000005	n274																						His2B_CG33886|NP_001027340.1|DMEL															
N32.HOG0000084	OG0000005	n291																						His2B_CG33900|NP_001027305.1|DMEL, His2B_CG33892|NP_001027325.1|DMEL								LOC120285549|XP_039154139.1|DSIM, LOC27207875|XP_039154141.1|DSIM							
N32.HOG0000085	OG0000005	n301																														LOC120285271|XP_039152664.1|DSIM							
N32.HOG0000086	OG0000005	n302																						His2B_CG33908|NP_001027287.1|DMEL															
N32.HOG0000087	OG0000005	n303																						His2B_CG33884|NP_001027345.1|DMEL															
N32.HOG0000088	OG0000005	n306																														LOC120285267|XP_039152656.1|DSIM							
N32.HOG0000089	OG0000005	n308																						His2B_CG33876|NP_001027365.1|DMEL								LOC120285804|XP_039154354.1|DSIM							
N32.HOG0000090	OG0000005	n310																														LOC6740385|XP_002077244.1|DSIM							
N32.HOG0000091	OG0000005	n311																						His2B_CG33878|NP_001027360.1|DMEL															
N32.HOG0000092	OG0000005	n312																														LOC120285805|XP_039154355.1|DSIM							
N32.HOG0000093	OG0000005	n315																						His2B_CG33898|NP_001027310.1|DMEL															
N32.HOG0000094	OG0000005	n317																						His2B_CG17949|NP_724342.1|DMEL															
N32.HOG0000095	OG0000005	n318																														LOC120285550|XP_039154140.1|DSIM							
N32.HOG0000096	OG0000005	n319																						His2B_CG33882|NP_001027350.1|DMEL								LOC120285279|XP_039152693.1|DSIM							
N32.HOG0000097	OG0000005	n321																						His2B_CG33904|NP_001027296.1|DMEL															
N32.HOG0000098	OG0000005	n324																														LOC120285268|XP_039152661.1|DSIM							
N32.HOG0000099	OG0000005	n328																						His2B_CG33872|NP_001027375.1|DMEL															
N32.HOG0000100	OG0000005	n329																						His2B_CG33896|NP_001027315.1|DMEL								LOC120285547|XP_039154137.1|DSIM							
N32.HOG0000101	OG0000005	n331																														LOC120285807|XP_039154357.1|DSIM							
N32.HOG0000102	OG0000005	n333																						His2B_CG33868|NP_001027385.1|DMEL															
N32.HOG0000103	OG0000006	n22																														LOC120285264|XP_039152640.1|DSIM							
N32.HOG0000104	OG0000006	n40																														LOC120285542|XP_039154132.1|DSIM							
N32.HOG0000105	OG0000006	n103																						His2A_CG33826|NP_001027321.1|DMEL															
N32.HOG0000106	OG0000006	n152																														LOC120285260|XP_039152620.1|DSIM							
N32.HOG0000107	OG0000006	n171																														LOC120285545|XP_039154135.1|DSIM							
N32.HOG0000108	OG0000006	n233																						His2A_CG31618|NP_724343.1|DMEL															
N32.HOG0000109	OG0000006	n236																						His2A_CG33847|NP_001027356.1|DMEL								LOC120285803|XP_039154353.1|DSIM							
N32.HOG0000110	OG0000006	n242																						His2A_CG33832|NP_001027331.1|DMEL								LOC120285801|XP_039154351.1|DSIM							
N32.HOG0000111	OG0000006	n252																														LOC6740317|XP_002077189.3|DSIM							
N32.HOG0000112	OG0000006	n259																						His2A_CG33820|NP_001027311.1|DMEL															
N32.HOG0000113	OG0000006	n264																														LOC120285265|XP_039152650.1|DSIM							
N32.HOG0000114	OG0000006	n281																						His2A_CG33814|NP_001027301.1|DMEL															
N32.HOG0000115	OG0000006	n314																						His2A_CG33817|NP_001027306.1|DMEL															
N32.HOG0000116	OG0000006	n422																						His2A_CG33853|NP_001027366.1|DMEL, His2A_CG33856|NP_001027371.1|DMEL, His2A_CG33859|NP_001027376.1|DMEL								LOC120285544|XP_039154134.1|DSIM, LOC27208095|XP_016025859.1|DSIM							
N32.HOG0000117	OG0000006	n483																														LOC120285266|XP_039152652.1|DSIM							
N32.HOG0000118	OG0000006	n484																						His2A_CG33844|NP_001027351.1|DMEL															
N32.HOG0000119	OG0000006	n501																						His2A_CG33808|NP_001027292.1|DMEL															
N32.HOG0000120	OG0000007	n36																					LOC117141087|XP_033160294.1|DMAU									LOC6738477|XP_016032322.1|DSIM							
N32.HOG0000121	OG0000007	n58																						Jon65Aiv|NP_648012.1|DMEL						LOC116800972|XP_032573823.1|DSEC		LOC6736955|XP_002083802.1|DSIM							
N32.HOG0000122	OG0000007	n98																					LOC117142070|XP_033161841.1|DMAU	Jon65Aiii|NP_648013.1|DMEL						LOC6610954|XP_002035511.1|DSEC		LOC6736956|XP_002083803.1|DSIM							
N32.HOG0000123	OG0000007	n122																						yip7|NP_523944.1|DMEL						LOC6610952|XP_032575303.1|DSEC		LOC6736953|XP_002083800.1|DSIM							
N32.HOG0000124	OG0000007	n137																					LOC117140666|XP_033159604.1|DMAU									LOC6736951|XP_016030595.1|DSIM							
N32.HOG0000125	OG0000007	n148																					LOC117139205|XP_033157267.1|DMAU									LOC6736948|XP_039149135.1|DSIM							
N32.HOG0000126	OG0000007	n156																														LOC120284722|XP_039149134.1|DSIM, LOC6736949|XP_002083796.1|DSIM							
N32.HOG0000127	OG0000007	n166																					LOC117140665|XP_033159603.1|DMAU	CG10477|NP_648010.1|DMEL						LOC6610951|XP_002035508.1|DSEC		LOC6736952|XP_002083799.1|DSIM							
N32.HOG0000128	OG0000007	n174																														LOC6736950|XP_039149136.1|DSIM, LOC120284734|XP_039149214.1|DSIM							
N32.HOG0000129	OG0000007	n194																					LOC117150742|XP_033173667.1|DMAU	Jon25Bii|NP_608882.1|DMEL						LOC6613406|XP_032583270.1|DSEC		LOC6731020|XP_002078181.1|DSIM							
N32.HOG0000130	OG0000007	n216																					LOC117136894|XP_033153899.1|DMAU	Jon44E|NP_724699.1|DMEL						LOC6608215|XP_032572281.1|DSEC		LOC6733581|XP_002080635.1|DSIM							
N32.HOG0000131	OG0000007	n262																					LOC117143375|XP_033163942.1|DMAU, LOC117144956|XP_033166302.1|DMAU	Jon99Fi|NP_651800.2|DMEL, Jon99Fii|NP_651799.1|DMEL						LOC6612871|XP_002037363.1|DSEC		LOC6730230|XP_002105513.1|DSIM, LOC6740467|XP_002077312.3|DSIM, LOC6730231|XP_002105514.2|DSIM							
N32.HOG0000132	OG0000007	n300																					LOC117143365|XP_033163930.1|DMAU, LOC117143364|XP_033163929.1|DMAU	Jon99Cii|NP_524554.1|DMEL, Jon99Ciii|NP_733330.1|DMEL						LOC6612775|XP_032579057.1|DSEC		LOC120284928|XP_039150400.1|DSIM, LOC6730135|XP_039150399.1|DSIM							
N32.HOG0000133	OG0000007	n337																					LOC117139714|XP_033158125.1|DMAU	Jon25Bi|NP_001033873.1|DMEL						LOC6613407|XP_032570241.1|DSEC		LOC6731021|XP_002078182.1|DSIM							
N32.HOG0000134	OG0000007	n370																						Jon66Cii|NP_648217.1|DMEL						LOC6604871|XP_002029716.1|DSEC		LOC6737273|XP_039149649.1|DSIM							
N32.HOG0000135	OG0000007	n382																					LOC117139147|XP_033157196.1|DMAU	Jon66Ci|NP_729372.1|DMEL						LOC6604870|XP_002029715.1|DSEC		LOC27206286|XP_016030986.1|DSIM							
N32.HOG0000136	OG0000007	n402																					LOC117139091|XP_033157106.1|DMAU	Jon25Biii|NP_608881.1|DMEL						LOC6613405|XP_032574637.1|DSEC		LOC6731019|XP_002078180.2|DSIM							
N32.HOG0000137	OG0000007	n467																					LOC117142071|XP_033161842.1|DMAU	Jon65Aii|NP_648014.1|DMEL						LOC6610955|XP_032575304.1|DSEC		LOC6736957|XP_016030597.1|DSIM							
N32.HOG0000138	OG0000007	n485																					LOC117142072|XP_033161843.1|DMAU	Jon65Ai|NP_648015.1|DMEL						LOC6610956|XP_002035513.1|DSEC		LOC27207276|XP_016030598.2|DSIM							
N32.HOG0000139	OG0000008	n1																					LOC117142833|XP_033162955.1|DMAU	Cpr92A|NP_650813.2|DMEL						LOC6619063|XP_002043304.1|DSEC		LOC6727443|XP_016034017.1|DSIM							
N32.HOG0000140	OG0000008	n77																					LOC117140615|XP_033159521.1|DMAU	Cpr64Aa|NP_647872.1|DMEL						LOC6610740|XP_002035306.1|DSEC		LOC6736741|XP_002083597.1|DSIM							
N32.HOG0000141	OG0000008	n135																					LOC117140614|XP_033159520.1|DMAU	Cpr64Ad|NP_647875.1|DMEL						LOC6610743|XP_002035309.1|DSEC		LOC6736744|XP_016030372.1|DSIM							
N32.HOG0000142	OG0000008	n168																					LOC117150767|XP_033173694.1|DMAU	Crys|NP_476906.1|DMEL						LOC6617678|XP_002041991.1|DSEC		LOC6732025|XP_039148682.1|DSIM							
N32.HOG0000143	OG0000008	n204																					LOC117140617|XP_033159524.1|DMAU	Cpr64Ab|NP_647873.2|DMEL						LOC6610741|XP_002035307.2|DSEC		LOC6736742|XP_002083598.1|DSIM							
N32.HOG0000144	OG0000008	n241																					LOC117147420|XP_033170189.1|DMAU	Cpr5C|NP_572266.1|DMEL						LOC6612353|XP_002036862.1|DSEC		LOC6725212|XP_002106235.2|DSIM							
N32.HOG0000145	OG0000008	n287																						Ccp84Aa|NP_649683.1|DMEL, Ccp84Ab|NP_649682.1|DMEL															
N32.HOG0000146	OG0000008	n294																					LOC117145079|XP_033166487.1|DMAU							LOC6614150|XP_002038603.2|DSEC		LOC6726999|XP_039151364.1|DSIM							
N32.HOG0000147	OG0000008	n301																					LOC117144385|XP_033165410.1|DMAU							LOC6614151|XP_002038604.1|DSEC, LOC116802445|XP_032582815.1|DSEC									
N32.HOG0000148	OG0000008	n306																														LOC120285030|XP_039151250.1|DSIM							
N32.HOG0000149	OG0000008	n319																					LOC117144387|XP_033165412.1|DMAU	Ccp84Ad|NP_649680.1|DMEL						LOC6614148|XP_002038601.1|DSEC, LOC116801716|XP_032578753.1|DSEC		LOC6726998|XP_016033494.2|DSIM							
