HOG	OG	Gene Tree Parent Clade	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
N30.HOG0000025	OG0000000	n592																					LOC117136161|XP_033152774.1|DMAU	CG33632|NP_001036537.1|DMEL					LOC120458417|XP_039501988.1|DSAN	LOC116800542|XP_032571951.1|DSEC		LOC6734178|XP_002081207.1|DSIM							
N30.HOG0000026	OG0000000	n596															LOC6550545|XP_001977977.2|DERE, LOC6550544|XP_001977976.1|DERE												LOC120455242|XP_039497157.1|DSAN								LOC26534860|XP_015046022.1|DYAK, LOC26535167|XP_015046650.1|DYAK		
N30.HOG0000027	OG0000000	n600																					LOC117139178|XP_033157238.1|DMAU						LOC120443964|XP_039479362.1|DSAN										
N30.HOG0000028	OG0000000	n607															LOC6542275|XP_001968276.1|DERE, LOC6541255|XP_001968278.2|DERE						LOC117150663|XP_033173544.1|DMAU	CG33923|NP_001027216.2|DMEL, CG33922|NP_001027217.1|DMEL					LOC120458841|XP_039502600.1|DSAN	LOC116803586|XP_032583371.1|DSEC		LOC6730565|XP_016023011.1|DSIM, LOC6730566|XP_002077745.1|DSIM					LOC6526414|XP_002087533.2|DYAK		
N30.HOG0000029	OG0000000	n619															LOC6544187|XP_026833238.1|DERE						LOC117139179|XP_033157239.1|DMAU	CG33777|NP_001027108.1|DMEL					LOC120447669|XP_039485129.1|DSAN	LOC116801073|XP_032574487.1|DSEC		LOC6736799|XP_039149212.1|DSIM					LOC6532990|XP_039229806.1|DYAK		
N30.HOG0000030	OG0000000	n642																					LOC117145744|XP_033167397.1|DMAU						LOC120454324|XP_039495461.1|DSAN	LOC6612926|XP_032578042.1|DSEC		LOC6730283|XP_016037045.1|DSIM					LOC26535595|XP_015049129.2|DYAK		
N30.HOG0000031	OG0000000	n655																					LOC117145225|XP_033166688.1|DMAU	CG33483|NP_001189327.1|DMEL					LOC120453354|XP_039493961.1|DSAN	LOC6612925|XP_002037417.1|DSEC		LOC6730282|XP_002105565.2|DSIM					LOC6538949|XP_002099452.1|DYAK		
N30.HOG0000032	OG0000000	n665																						CG33648|NP_001027265.2|DMEL						LOC6611281|XP_032582965.1|DSEC		LOC6732333|XP_039152942.1|DSIM							
N30.HOG0000033	OG0000000	n698															LOC26526690|XP_015009401.1|DERE						LOC117145856|XP_033167567.1|DMAU	CG33721|NP_001036743.1|DMEL					LOC120453013|XP_039493463.1|DSAN	LOC116801718|XP_032578762.1|DSEC		LOC6729069|XP_016035716.1|DSIM					LOC6537714|XP_002098259.2|DYAK		
N30.HOG0000034	OG0000000	n715															LOC6549399|XP_001974447.1|DERE						LOC117150929|XP_033173982.1|DMAU	CG33928|NP_001027276.1|DMEL					LOC120444807|XP_039480688.1|DSAN	LOC6614481|XP_002038914.1|DSEC		LOC6732608|XP_002079727.1|DSIM					LOC6529465|XP_002090467.1|DYAK		
N30.HOG0000035	OG0000000	n750																												LOC116801308|XP_032576001.1|DSEC									
N30.HOG0000036	OG0000000	n781																					LOC117137329|XP_033154610.1|DMAU, LOC117137328|XP_033154609.1|DMAU	CG33454|NP_995887.1|DMEL						LOC6609904|XP_032570140.1|DSEC		LOC6735227|XP_002082200.1|DSIM							
N30.HOG0000037	OG0000000	n787																																			LOC6532052|XP_039228287.1|DYAK, LOC6532051|XP_039228285.1|DYAK, LOC6532054|XP_039228543.1|DYAK		
N30.HOG0000038	OG0000000	n798																						CG33453|NP_995888.1|DMEL					LOC120446643|XP_039483646.1|DSAN	LOC6609905|XP_032572518.1|DSEC		LOC6735228|XP_002082201.1|DSIM					LOC6530976|XP_002091814.2|DYAK		
N30.HOG0000039	OG0000000	n833															LOC6548101|XP_026836632.1|DERE, LOC6548067|XP_026836488.1|DERE, LOC6548068|XP_026836489.1|DERE, LOC6548100|XP_026836607.1|DERE, LOC26526996|XP_026836515.1|DERE						LOC117138016|XP_033155711.1|DMAU	CG13590|NP_611919.1|DMEL					LOC120444947|XP_039480886.1|DSAN, LOC120444948|XP_039480887.1|DSAN	LOC6618816|XP_002043065.1|DSEC		LOC6736069|XP_002082970.1|DSIM					LOC6532053|XP_002092830.1|DYAK, LOC6532050|XP_002092827.2|DYAK		
N30.HOG0000040	OG0000000	n845															LOC6548099|XP_001976605.1|DERE							CG13589|NP_611918.2|DMEL					LOC120444942|XP_039480879.1|DSAN, LOC120444949|XP_039480888.1|DSAN	LOC6618815|XP_002043064.1|DSEC		LOC6736068|XP_002082969.1|DSIM					LOC6532049|XP_002092826.1|DYAK		
N30.HOG0000041	OG0000000	n868																														LOC6736070|XP_039148852.1|DSIM							
N30.HOG0000042	OG0000000	n875															LOC26526070|XP_026831673.1|DERE						LOC117146038|XP_033167862.1|DMAU	CG14518|NP_651653.2|DMEL					LOC120454169|XP_039495171.1|DSAN	LOC6612634|XP_002037138.2|DSEC		LOC6729989|XP_002105283.1|DSIM					LOC6538114|XP_002098649.1|DYAK		
N30.HOG0000043	OG0000000	n918															LOC6551915|XP_001978850.1|DERE						LOC117145160|XP_033166598.1|DMAU	CG33927|NP_001027147.1|DMEL					LOC120453562|XP_039494248.1|DSAN	LOC6613854|XP_002038323.1|DSEC		LOC6726722|XP_002102133.3|DSIM					LOC6535316|XP_002095972.1|DYAK		
N30.HOG0000044	OG0000000	n940															LOC6545319|XP_001973245.1|DERE, LOC6544808|XP_001973187.1|DERE						LOC117140539|XP_033159419.1|DMAU	CG33796|NP_001027128.1|DMEL					LOC120447885|XP_039485430.1|DSAN			LOC6738252|XP_002085064.1|DSIM					LOC6539519|XP_002086405.1|DYAK		
N30.HOG0000045	OG0000000	n958																					LOC117140538|XP_033159418.1|DMAU	CG33795|NP_001027129.2|DMEL					LOC120447884|XP_039485429.1|DSAN			LOC6738253|XP_039150090.1|DSIM					LOC6539518|XP_039230304.1|DYAK		
N30.HOG0000046	OG0000000	n1041																						CG33725|NP_001027125.1|DMEL					LOC120448603|XP_039486639.1|DSAN	LOC6605446|XP_002030279.1|DSEC		LOC6737828|XP_002084656.1|DSIM					LOC6533890|XP_002094590.1|DYAK		
N30.HOG0000047	OG0000001	n39																											LOC120457602|XP_039501048.1|DSAN										
N30.HOG0000048	OG0000001	n45																											LOC120457515|XP_039500997.1|DSAN, LOC120444320|XP_039479805.1|DSAN										
N30.HOG0000049	OG0000001	n47																														LOC120284346|XP_039147371.1|DSIM							
N30.HOG0000050	OG0000001	n48																					LOC117140024|XP_033158645.1|DMAU									LOC120284769|XP_039149499.1|DSIM, LOC120284971|XP_039150785.1|DSIM					LOC120322239|XP_039233225.1|DYAK, LOC120321759|XP_039231466.1|DYAK, LOC120320570|XP_039226492.1|DYAK, LOC120322268|XP_039233251.1|DYAK, LOC120321436|XP_039229790.1|DYAK		
N30.HOG0000051	OG0000001	n76																																			LOC120320646|XP_039226853.1|DYAK		
N30.HOG0000052	OG0000001	n86																											LOC120445604|XP_039482044.1|DSAN								LOC120321532|XP_039230206.1|DYAK, LOC120321024|XP_039228172.1|DYAK		
N30.HOG0000053	OG0000001	n273																					LOC117139899|XP_033158470.1|DMAU						LOC120450630|XP_039489712.1|DSAN, LOC120453894|XP_039494745.1|DSAN, LOC120448972|XP_039487206.1|DSAN, LOC120452701|XP_039492991.1|DSAN			LOC120285672|XP_039154228.1|DSIM, LOC120284833|XP_039150170.1|DSIM, LOC120284434|XP_039148214.1|DSIM					LOC120321385|XP_039229379.1|DYAK, LOC120321458|XP_039229910.1|DYAK, LOC120320585|XP_039226586.1|DYAK, LOC120320591|XP_039226632.1|DYAK, LOC120321717|XP_039231183.1|DYAK, LOC120321457|XP_039229909.1|DYAK, LOC120320959|XP_039227830.1|DYAK, LOC120321780|XP_039231610.1|DYAK		
N30.HOG0000054	OG0000001	n289																					LOC117139036|XP_033157028.1|DMAU, LOC117149992|XP_033172772.1|DMAU, LOC117139516|XP_033157765.1|DMAU, LOC117136528|XP_033153363.1|DMAU, LOC117142606|XP_033162575.1|DMAU, LOC117137930|XP_033155574.1|DMAU																
N30.HOG0000055	OG0000001	n298																					LOC117141920|XP_033161540.1|DMAU									LOC120285442|XP_039154112.1|DSIM, LOC120285440|XP_039154108.1|DSIM							
N30.HOG0000056	OG0000001	n408																											LOC120449510|XP_039487947.1|DSAN			LOC120284706|XP_039149044.1|DSIM							
N30.HOG0000057	OG0000001	n600																												LOC116803222|XP_032582995.1|DSEC, LOC116802332|XP_032582502.1|DSEC, LOC116801480|XP_032577252.1|DSEC, LOC116800206|XP_032569851.1|DSEC, LOC116801781|XP_032579152.1|DSEC, LOC116803470|XP_032583064.1|DSEC, LOC116803216|XP_032582991.1|DSEC, LOC116801401|XP_032576522.1|DSEC, LOC116800949|XP_032573700.1|DSEC, LOC116801680|XP_032578612.1|DSEC, LOC116801683|XP_032578632.1|DSEC, LOC116801481|XP_032577253.1|DSEC, LOC116801614|XP_032578126.1|DSEC, LOC116800466|XP_032571508.1|DSEC, LOC116801977|XP_032580408.1|DSEC, LOC116801731|XP_032578825.1|DSEC, LOC116801557|XP_032577826.1|DSEC, LOC116803489|XP_032583077.1|DSEC, LOC116800538|XP_032571928.1|DSEC, LOC116802215|XP_032581860.1|DSEC, LOC116801159|XP_032575009.1|DSEC									
N30.HOG0000058	OG0000001	n754																					LOC117149766|XP_033172711.1|DMAU, LOC117136660|XP_033153552.1|DMAU																
N30.HOG0000059	OG0000001	n766																																			LOC120320711|XP_039227061.1|DYAK, LOC120320699|XP_039227017.1|DYAK		
N30.HOG0000060	OG0000001	n792																												LOC116801168|XP_032575066.1|DSEC									
N30.HOG0000061	OG0000002	n4															LOC6548491|XP_001975304.1|DERE						LOC117138082|XP_033155798.1|DMAU	CG5550|NP_001246376.1|DMEL					LOC120446478|XP_039483414.1|DSAN	LOC6609498|XP_002034183.1|DSEC		LOC6734821|XP_002081824.1|DSIM					LOC6531354|XP_002092157.1|DYAK		
N30.HOG0000062	OG0000002	n37															LOC6548172|XP_001975155.3|DERE						LOC117135907|XP_033152364.1|DMAU	CG30281|NP_726164.1|DMEL					LOC120444309|XP_039479784.1|DSAN	LOC6615482|XP_002039862.2|DSEC		LOC6735666|XP_002082584.2|DSIM					LOC6530517|XP_002091432.3|DYAK		
N30.HOG0000063	OG0000002	n62															LOC6548171|XP_001975154.2|DERE						LOC117135906|XP_033152363.1|DMAU	CG30280|NP_611641.6|DMEL					LOC120444310|XP_039479789.1|DSAN	LOC6615481|XP_002039861.2|DSEC		LOC6735665|XP_002082583.2|DSIM					LOC6530518|XP_002091433.1|DYAK		
N30.HOG0000064	OG0000002	n120															LOC6547452|XP_001974865.2|DERE						LOC117136987|XP_033154052.1|DMAU							LOC6610018|XP_032572286.1|DSEC		LOC6735327|XP_016028674.2|DSIM							
N30.HOG0000065	OG0000002	n196															LOC6540746|XP_001968931.3|DERE						LOC117149870|XP_033172720.1|DMAU	CG31832|NP_723894.2|DMEL						LOC6611325|XP_002035872.2|DSEC							LOC6528284|XP_002089337.3|DYAK		
N30.HOG0000066	OG0000002	n233															LOC6545786|XP_001973422.2|DERE						LOC117140283|XP_033159002.1|DMAU	CG7668|NP_649170.1|DMEL					LOC120449620|XP_039488138.1|DSAN	LOC6619439|XP_032575015.1|DSEC		LOC6738777|XP_016032596.1|DSIM					LOC26535670|XP_015050876.2|DYAK		
N30.HOG0000067	OG0000002	n417															LOC6542167|XP_001968638.1|DERE																						
N30.HOG0000068	OG0000002	n436															LOC6541336|XP_001968621.3|DERE												LOC120448038|XP_039485719.1|DSAN								LOC6526775|XP_002087878.2|DYAK		
N30.HOG0000069	OG0000002	n475															LOC6543212|XP_026834323.1|DERE						LOC117136934|XP_033153971.1|DMAU	CG9500|NP_609018.3|DMEL					LOC120443706|XP_039478879.1|DSAN	LOC6613615|XP_032570344.1|DSEC		LOC6731201|XP_002078360.1|DSIM					LOC6527104|XP_002088197.3|DYAK		
N30.HOG0000070	OG0000003	n186															LOC6549103|XP_001975568.1|DERE						LOC117136850|XP_033153839.1|DMAU	Cyp6a9|NP_523748.2|DMEL					LOC120446974|XP_039484179.1|DSAN	LOC6609226|XP_032570279.1|DSEC		LOC6734558|XP_002081567.1|DSIM					LOC6530460|XP_002091376.2|DYAK		
N30.HOG0000071	OG0000003	n201															LOC6548983|XP_001975566.1|DERE						LOC117137895|XP_033155524.1|DMAU	Cyp6a21|NP_611003.2|DMEL					LOC120446687|XP_039483714.1|DSAN	LOC6609227|XP_002033918.2|DSEC		LOC6734560|XP_016027665.1|DSIM					LOC6530462|XP_002091378.1|DYAK		
N30.HOG0000072	OG0000003	n245															LOC6554587|XP_001981543.2|DERE						LOC117145313|XP_033166799.1|DMAU	Cyp6a18|NP_651563.1|DMEL					LOC120452715|XP_039493011.1|DSAN	LOC6617182|XP_002041509.2|DSEC		LOC6729847|XP_016036585.1|DSIM					LOC6538264|XP_002098791.1|DYAK		
N30.HOG0000073	OG0000003	n255															LOC6548982|XP_001975565.1|DERE						LOC117137897|XP_033155527.1|DMAU	Cyp6a8|NP_523749.2|DMEL					LOC120446686|XP_039483713.1|DSAN	LOC6609229|XP_032570278.1|DSEC		LOC6734561|XP_002081570.1|DSIM					LOC6530463|XP_002091379.1|DYAK		
N30.HOG0000074	OG0000003	n272															LOC6541170|XP_001970725.1|DERE						LOC117136364|XP_033153130.1|DMAU	Cyp6a2|NP_523628.1|DMEL					LOC120451297|XP_039490798.1|DSAN, LOC120458649|XP_039502315.1|DSAN	LOC6607893|XP_002032647.1|DSEC		LOC6733269|XP_002080332.1|DSIM					LOC6527640|XP_039226547.1|DYAK, LOC6528325|XP_002089378.1|DYAK		
N30.HOG0000075	OG0000003	n317															LOC26526619|XP_015012824.1|DERE							Cyp6a23|NP_611000.2|DMEL					LOC120446973|XP_039484178.1|DSAN								LOC6530458|XP_002091374.1|DYAK		
N30.HOG0000076	OG0000003	n327															LOC6549104|XP_001975569.3|DERE						LOC117136849|XP_033153838.1|DMAU	Cyp6a17|NP_652018.1|DMEL					LOC120446976|XP_039484181.1|DSAN	LOC6609222|XP_002033913.1|DSEC		LOC6734555|XP_002081564.3|DSIM					LOC6530457|XP_002091373.1|DYAK		
N30.HOG0000077	OG0000003	n345																					LOC117138513|XP_033156538.1|DMAU							LOC6609223|XP_002033914.2|DSEC		LOC6734556|XP_016027664.2|DSIM							
N30.HOG0000078	OG0000003	n389																						Cyp6a19|NP_611001.2|DMEL					LOC120446975|XP_039484180.1|DSAN								LOC6530459|XP_002091375.1|DYAK		
N30.HOG0000079	OG0000003	n395															LOC6549102|XP_001975567.1|DERE						LOC117137674|XP_033155124.1|DMAU						LOC120446688|XP_039483715.1|DSAN	LOC116800691|XP_032572969.1|DSEC		LOC6734559|XP_002081568.1|DSIM					LOC6530461|XP_002091377.1|DYAK		
N30.HOG0000080	OG0000003	n421															LOC6549105|XP_001975570.1|DERE						LOC117136851|XP_033153841.1|DMAU	Cyp6a22|NP_652075.1|DMEL					LOC120446977|XP_039484182.1|DSAN	LOC6609221|XP_002033912.1|DSEC		LOC6734554|XP_039147555.1|DSIM					LOC6530456|XP_002091372.1|DYAK		
N30.HOG0000081	OG0000003	n461															LOC6541262|XP_001970448.1|DERE						LOC117137104|XP_033154281.1|DMAU	Cyp6a13|NP_610390.1|DMEL					LOC120458379|XP_039501933.1|DSAN	LOC6608196|XP_002032941.1|DSEC		LOC6733557|XP_016026506.1|DSIM					LOC6528608|XP_002089651.1|DYAK		
N30.HOG0000082	OG0000003	n502															LOC6543237|XP_001970449.1|DERE						LOC117137102|XP_033154279.1|DMAU						LOC120458377|XP_039501931.1|DSAN	LOC6608194|XP_002032939.1|DSEC		LOC6733555|XP_039148197.1|DSIM					LOC6528606|XP_002089649.1|DYAK		
N30.HOG0000083	OG0000003	n521																					LOC117137103|XP_033154280.1|DMAU						LOC120458378|XP_039501932.1|DSAN								LOC120320435|XP_002089650.1|DYAK		
N30.HOG0000084	OG0000003	n538															LOC6543184|XP_001968830.1|DERE						LOC117138777|XP_033156858.1|DMAU	Cyp6a16|NP_001285631.1|DMEL					LOC120458775|XP_039502488.1|DSAN	LOC6613508|XP_002037976.1|DSEC		LOC6731100|XP_002078257.3|DSIM					LOC6528128|XP_002089195.3|DYAK		
N30.HOG0000085	OG0000004	n34																						His1_CG33834|NP_001027334.1|DMEL, His1_CG33813|NP_001027299.1|DMEL, His1_CG33852|NP_001027364.1|DMEL, His1_CG33846|NP_001027354.1|DMEL, His1_CG33828|NP_001027324.1|DMEL, His1_CG33819|NP_001027309.1|DMEL, His1_CG33855|NP_001027369.1|DMEL, His1_CG33837|NP_001027339.1|DMEL, His1_CG33861|NP_001027379.1|DMEL, His1_CG33831|NP_001027329.1|DMEL, His1_CG33843|NP_001027349.1|DMEL, His1_CG33864|NP_001027384.1|DMEL, His1_CG33858|NP_001027374.1|DMEL, His1_CG33810|NP_001027295.1|DMEL, His1_CG33840|NP_001027344.1|DMEL, His1_CG33804|NP_001027286.1|DMEL, His1_CG33801|NP_001027282.1|DMEL, His1_CG33807|NP_001027290.1|DMEL, His1_CG33816|NP_001027304.1|DMEL, His1_CG33822|NP_001027314.1|DMEL, His1_CG33825|NP_001027319.1|DMEL, His1_CG33849|NP_001027359.1|DMEL, His1_CG31617|NP_724341.1|DMEL								LOC27206793|XP_016022768.2|DSIM, LOC120285540|XP_039154131.1|DSIM, LOC120285538|XP_039154129.1|DSIM, LOC120285535|XP_039154126.1|DSIM, LOC120285537|XP_039154128.1|DSIM, LOC120285539|XP_039154130.1|DSIM, LOC120285536|XP_039154127.1|DSIM, LOC120285792|XP_039154341.1|DSIM, LOC120285796|XP_039154345.1|DSIM, LOC120285257|XP_039152608.1|DSIM, LOC120285256|XP_039152600.1|DSIM, LOC120285795|XP_039154344.1|DSIM, LOC120285791|XP_039154340.1|DSIM, LOC6733079|XP_002080156.3|DSIM, LOC120285793|XP_039154342.1|DSIM, LOC120285794|XP_039154343.1|DSIM, LOC6740700|XP_002077499.3|DSIM							
N30.HOG0000086	OG0000004	n84																																			LOC120322179|XP_039233170.1|DYAK, LOC6529212|XP_002090219.3|DYAK, LOC120322177|XP_039233168.1|DYAK, LOC120322178|XP_039233169.1|DYAK, LOC6539223|XP_002086123.3|DYAK		
N30.HOG0000087	OG0000004	n93																																			LOC120322176|XP_039233166.1|DYAK		
