HOG	OG	Gene Tree Parent Clade	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
N17.HOG0000028	OG0000002	n106																			LOC111593796|XP_023162589.2|DHYD					LOC115766589|XP_030566435.1|DNOV, LOC115766551|XP_030566386.1|DNOV, LOC115766590|XP_030566436.1|DNOV										LOC26531234|XP_015030301.1|DVIR, LOC26531370|XP_015030317.1|DVIR, LOC26530966|XP_015030266.1|DVIR, LOC26531544|XP_015030345.1|DVIR, LOC116651265|XP_032293187.1|DVIR			
N17.HOG0000029	OG0000002	n117																			LOC111599235|XP_023170600.2|DHYD																		
N17.HOG0000030	OG0000002	n120																			LOC111597303|XP_023167695.2|DHYD																		
N17.HOG0000031	OG0000002	n143																			LOC111605420|XP_023179700.2|DHYD, LOC111592634|XP_023160745.2|DHYD, LOC111603993|XP_030079085.1|DHYD, LOC115482929|XP_030079105.1|DHYD, LOC111603858|XP_030079043.1|DHYD, LOC111600559|XP_030079098.1|DHYD, LOC111600451|XP_023172322.2|DHYD					LOC115763088|XP_030561386.1|DNOV										LOC26531429|XP_015025398.1|DVIR			
N17.HOG0000032	OG0000002	n152																			LOC111594787|XP_023164011.2|DHYD															LOC116649881|XP_032289027.1|DVIR			
N17.HOG0000033	OG0000002	n153																			LOC111602329|XP_030079126.1|DHYD, LOC111602302|XP_023175071.2|DHYD, LOC115483393|XP_030081030.1|DHYD, LOC111600330|XP_030081031.1|DHYD, LOC111600435|XP_023172296.1|DHYD															LOC6634067|XP_002057869.2|DVIR			
N17.HOG0000034	OG0000002	n158																			LOC111600423|XP_023172273.1|DHYD																		
N17.HOG0000035	OG0000002	n445																			LOC111594107|XP_023163033.2|DHYD					LOC115766526|XP_030566353.1|DNOV										LOC6626597|XP_002049033.2|DVIR			
N17.HOG0000036	OG0000002	n453																			LOC111596089|XP_023165917.2|DHYD					LOC115759172|XP_030555905.1|DNOV													
N17.HOG0000037	OG0000002	n495																								LOC115759342|XP_030556121.1|DNOV										LOC6628707|XP_002051325.3|DVIR			
N17.HOG0000038	OG0000003	n182																								LOC115771220|XP_030572684.1|DNOV, LOC115771209|XP_030572672.1|DNOV										LOC6625469|XP_002049673.1|DVIR, LOC6625468|XP_002049672.1|DVIR			
N17.HOG0000039	OG0000003	n272																			LOC111601324|XP_030080917.1|DHYD, LOC115483365|XP_030080916.1|DHYD, LOC111603516|XP_023176908.2|DHYD																		
N17.HOG0000040	OG0000003	n308																								LOC115771231|XP_030572696.1|DNOV													
N17.HOG0000041	OG0000003	n345																			LOC111602573|XP_030082008.1|DHYD					LOC115762126|XP_030560095.1|DNOV										LOC6625082|XP_002050483.2|DVIR			
N17.HOG0000042	OG0000003	n419																			LOC111602546|XP_030082007.1|DHYD															LOC6625465|XP_032292893.1|DVIR			
N17.HOG0000043	OG0000003	n421																			LOC115483813|XP_030082015.1|DHYD																		
N17.HOG0000044	OG0000003	n453																			LOC111601269|XP_023173548.2|DHYD					LOC115763094|XP_030561396.1|DNOV										LOC6624735|XP_002049738.1|DVIR			
N17.HOG0000045	OG0000003	n461																								LOC115762286|XP_030560313.1|DNOV										LOC6625464|XP_002049668.1|DVIR			
N17.HOG0000046	OG0000003	n487																								LOC115771912|XP_030573666.1|DNOV										LOC6625463|XP_002049667.1|DVIR			
N17.HOG0000047	OG0000003	n538																			LOC111602383|XP_023175172.2|DHYD					LOC115758743|XP_030555359.1|DNOV										LOC6627946|XP_002051419.1|DVIR			
N17.HOG0000048	OG0000004	n202																			LOC115482864|XP_030078974.1|DHYD, LOC115482862|XP_030078972.1|DHYD, LOC115483277|XP_030080480.1|DHYD, LOC115483278|XP_030080481.1|DHYD, LOC115483276|XP_030080479.1|DHYD, LOC115482886|XP_030078995.1|DHYD, LOC115483206|XP_030080327.1|DHYD, LOC115483275|XP_030080478.1|DHYD, LOC115483267|XP_030080472.1|DHYD, LOC115483230|XP_030080434.1|DHYD, LOC115483309|XP_030080546.1|DHYD, LOC115482887|XP_030078996.1|DHYD, LOC115482860|XP_030078970.1|DHYD, LOC115483248|XP_030080453.1|DHYD, LOC115483246|XP_030080451.1|DHYD, LOC115483247|XP_030080452.1|DHYD, LOC115483245|XP_030080449.1|DHYD, LOC115483244|XP_030080448.1|DHYD, LOC115483209|XP_030080334.1|DHYD, LOC115482899|XP_030079007.1|DHYD, LOC115482861|XP_030078971.1|DHYD, LOC115483189|XP_030080234.1|DHYD, LOC115483208|XP_030080332.1|DHYD, LOC115482863|XP_030078973.1|DHYD, LOC115482865|XP_030078975.1|DHYD, LOC115482894|XP_030079003.1|DHYD					LOC115761954|XP_030559853.1|DNOV, LOC115761946|XP_030559842.1|DNOV, LOC115762001|XP_030559929.1|DNOV, LOC115762002|XP_030559930.1|DNOV, LOC115761845|XP_030559687.1|DNOV, LOC115770610|XP_030571806.1|DNOV, LOC115770902|XP_030572197.1|DNOV, LOC115761947|XP_030559843.1|DNOV, LOC115770614|XP_030571810.1|DNOV, LOC115770578|XP_030571761.1|DNOV, LOC115761878|XP_030559739.1|DNOV, LOC115760068|XP_030557108.1|DNOV, LOC115759838|XP_030556792.1|DNOV										LOC116649797|XP_032288819.1|DVIR, LOC6636964|XP_002060406.2|DVIR, LOC6630109|XP_002053102.1|DVIR, LOC6637028|XP_032296768.1|DVIR, LOC6630078|XP_032288808.1|DVIR, LOC6630104|XP_002053097.1|DVIR, LOC6630838|XP_002053114.1|DVIR, LOC26531848|XP_015023755.2|DVIR, LOC116651593|XP_032294196.1|DVIR, LOC6627875|XP_002052272.1|DVIR, LOC6627872|XP_002052269.1|DVIR, LOC6627867|XP_002052264.1|DVIR, LOC26530598|XP_015027811.1|DVIR, LOC116649798|XP_032288820.1|DVIR			
N17.HOG0000049	OG0000004	n344																			LOC115483268|XP_030080473.1|DHYD, LOC115483296|XP_030080509.1|DHYD, LOC115483295|XP_030080508.1|DHYD																		
N17.HOG0000050	OG0000005	n2																																		LOC26530672|XP_032288850.1|DVIR			
N17.HOG0000051	OG0000005	n136																								LOC115761918|XP_030559796.1|DNOV													
N17.HOG0000052	OG0000005	n158																			LOC115482903|XP_030079010.1|DHYD																		
N17.HOG0000053	OG0000005	n171																								LOC115770818|XP_030572100.1|DNOV													
N17.HOG0000054	OG0000005	n196																																		LOC6636998|XP_002060428.1|DVIR			
N17.HOG0000055	OG0000005	n201																																		LOC26530621|XP_015023595.2|DVIR			
N17.HOG0000056	OG0000005	n400																																		LOC116649813|XP_032288842.1|DVIR			
N17.HOG0000057	OG0000005	n403																			LOC115483190|XP_030080235.1|DHYD					LOC115770819|XP_030572101.1|DNOV										LOC116649820|XP_032288853.1|DVIR			
N17.HOG0000058	OG0000005	n407																																		LOC116649817|XP_032288847.1|DVIR			
N17.HOG0000059	OG0000005	n410																			LOC115483284|XP_030080487.1|DHYD																		
N17.HOG0000060	OG0000005	n413																			LOC115482890|XP_030078999.1|DHYD					LOC115770899|XP_030572193.1|DNOV										LOC6630835|XP_002053111.1|DVIR			
N17.HOG0000061	OG0000005	n422																								LOC115761880|XP_030559741.1|DNOV													
N17.HOG0000062	OG0000005	n423																			LOC115483259|XP_030080464.1|DHYD					LOC115761847|XP_030559689.1|DNOV										LOC116649819|XP_032288852.1|DVIR			
N17.HOG0000063	OG0000005	n425																			LOC115483202|XP_030080291.1|DHYD																		
N17.HOG0000064	OG0000005	n427																			LOC115483285|XP_030080488.1|DHYD															LOC116649816|XP_032288846.1|DVIR			
N17.HOG0000065	OG0000005	n432																								LOC115770817|XP_030572099.1|DNOV													
N17.HOG0000066	OG0000005	n436																			LOC115482874|XP_030078984.1|DHYD																		
N17.HOG0000067	OG0000005	n443																			LOC115483300|XP_030080513.1|DHYD					LOC115761855|XP_030559702.1|DNOV													
N17.HOG0000068	OG0000005	n474																																		LOC6630079|XP_002053089.1|DVIR			
N17.HOG0000069	OG0000006	n33																																		LOC116649808|XP_032288834.1|DVIR			
N17.HOG0000070	OG0000006	n40																								LOC115761951|XP_030559850.1|DNOV										LOC6637025|XP_002060454.1|DVIR			
N17.HOG0000071	OG0000006	n50																			LOC115483282|XP_030080485.1|DHYD																		
N17.HOG0000072	OG0000006	n92																								LOC115761879|XP_030559740.1|DNOV													
N17.HOG0000073	OG0000006	n132																			LOC115483249|XP_030080454.1|DHYD					LOC115761994|XP_030559922.1|DNOV										LOC116649803|XP_032288825.1|DVIR			
N17.HOG0000074	OG0000006	n171																			LOC115483251|XP_030080456.1|DHYD					LOC115761996|XP_030559923.1|DNOV, LOC115761966|XP_030559868.1|DNOV, LOC115768961|XP_030569544.1|DNOV										LOC6637262|XP_032288828.1|DVIR			
N17.HOG0000075	OG0000006	n233																			LOC115483279|XP_030080482.1|DHYD															LOC116649810|XP_032288837.1|DVIR			
N17.HOG0000076	OG0000006	n239																			LOC115483252|XP_030080457.1|DHYD																		
N17.HOG0000077	OG0000006	n242																																		LOC6630106|XP_032288838.1|DVIR			
N17.HOG0000078	OG0000006	n252																								LOC115770605|XP_030571802.1|DNOV													
N17.HOG0000079	OG0000006	n258																			LOC115483213|XP_030080345.1|DHYD																		
N17.HOG0000080	OG0000006	n259																			LOC115482868|XP_030078978.1|DHYD																		
N17.HOG0000081	OG0000006	n264																			LOC115483266|XP_030080471.1|DHYD																		
N17.HOG0000082	OG0000006	n267																																		LOC6637059|XP_002060475.1|DVIR			
N17.HOG0000083	OG0000006	n284																			LOC115483250|XP_030080455.1|DHYD																		
N17.HOG0000084	OG0000006	n286																								LOC115770815|XP_030572096.1|DNOV													
N17.HOG0000085	OG0000006	n290																			LOC115482873|XP_030078983.1|DHYD																		
N17.HOG0000086	OG0000006	n307																								LOC115761962|XP_030559863.1|DNOV													
N17.HOG0000087	OG0000006	n416																																		LOC6636997|XP_032288831.1|DVIR			
N17.HOG0000088	OG0000006	n422																								LOC115770611|XP_030571807.1|DNOV													
N17.HOG0000089	OG0000006	n483																								LOC115770813|XP_030572094.1|DNOV													
N17.HOG0000090	OG0000006	n488																			LOC115482889|XP_030078998.1|DHYD																		
N17.HOG0000091	OG0000006	n489																								LOC115770816|XP_030572098.1|DNOV													
N17.HOG0000092	OG0000006	n499																																		LOC6637312|XP_002060557.1|DVIR			
N17.HOG0000093	OG0000006	n501																			LOC115483280|XP_030080483.1|DHYD																		
N17.HOG0000094	OG0000006	n505																								LOC115761841|XP_030559682.1|DNOV										LOC116649807|XP_032288833.1|DVIR			
N17.HOG0000095	OG0000006	n510																																		LOC6630840|XP_032288832.1|DVIR			
N17.HOG0000096	OG0000006	n513																																		LOC6637084|XP_002060495.1|DVIR			
N17.HOG0000097	OG0000007	n14																			LOC111601090|XP_023173285.1|DHYD					LOC115771065|XP_030572477.1|DNOV										LOC6623864|XP_002046827.1|DVIR			
N17.HOG0000098	OG0000007	n36																			LOC111601093|XP_023173297.2|DHYD					LOC115771063|XP_030572475.1|DNOV													
N17.HOG0000099	OG0000007	n58																			LOC111592429|XP_023160382.1|DHYD					LOC115767673|XP_030567825.1|DNOV										LOC6623030|XP_002046517.1|DVIR			
N17.HOG0000100	OG0000007	n117																			LOC111592441|XP_023160393.1|DHYD					LOC115767674|XP_030567827.1|DNOV, LOC115767675|XP_030567828.1|DNOV										LOC6622991|XP_032290827.1|DVIR, LOC6623031|XP_002046519.1|DVIR			
N17.HOG0000101	OG0000007	n189																								LOC115760652|XP_030557979.1|DNOV										LOC6625661|XP_002050782.1|DVIR			
N17.HOG0000102	OG0000007	n216																			LOC111596952|XP_023167177.2|DHYD					LOC115767676|XP_030567829.1|DNOV, LOC115767677|XP_030567830.1|DNOV, LOC115767678|XP_030567831.1|DNOV										LOC116650729|XP_032291101.1|DVIR			
N17.HOG0000103	OG0000007	n324																			LOC111596951|XP_023167176.2|DHYD					LOC115767684|XP_030567836.1|DNOV										LOC6624626|XP_002046524.3|DVIR, LOC6637091|XP_002060502.3|DVIR, LOC6637042|XP_032290173.1|DVIR			
N17.HOG0000104	OG0000007	n353																			LOC111596954|XP_023167178.2|DHYD					LOC115767682|XP_030567834.1|DNOV, LOC115767685|XP_030567839.1|DNOV, LOC115767680|XP_030567833.1|DNOV, LOC115767651|XP_030567798.1|DNOV, LOC115767650|XP_030567797.1|DNOV, LOC115767687|XP_030567841.1|DNOV										LOC6624577|XP_032291102.1|DVIR, LOC6624526|XP_032291100.1|DVIR			
N17.HOG0000105	OG0000007	n434																								LOC115767683|XP_030567835.1|DNOV										LOC6623051|XP_032290850.1|DVIR			
N17.HOG0000106	OG0000007	n438																								LOC115767686|XP_030567840.1|DNOV, LOC115767679|XP_030567832.1|DNOV										LOC6623055|XP_002046521.1|DVIR			
N17.HOG0000107	OG0000007	n442																			LOC115483711|XP_030081647.1|DHYD, LOC115483712|XP_030081648.1|DHYD, LOC115483714|XP_030081651.1|DHYD					LOC115767690|XP_030567845.1|DNOV, LOC115767689|XP_030567844.1|DNOV, LOC115767688|XP_030567843.1|DNOV										LOC6637041|XP_002060466.1|DVIR, LOC26531170|XP_032291103.1|DVIR, LOC6623833|XP_002046522.1|DVIR			
N17.HOG0000108	OG0000007	n456																			LOC111596955|XP_023167179.2|DHYD, LOC115483713|XP_030081649.1|DHYD					LOC115767694|XP_030567848.1|DNOV, LOC115767691|XP_030567846.1|DNOV, LOC115767693|XP_030567847.1|DNOV										LOC26531906|XP_032291104.1|DVIR, LOC116650731|XP_032291105.1|DVIR, LOC6624525|XP_002046523.1|DVIR			
N17.HOG0000109	OG0000008	n1																			LOC111604267|XP_023178033.1|DHYD					LOC115759663|XP_030556519.1|DNOV										LOC6629514|XP_002054585.2|DVIR			
N17.HOG0000110	OG0000008	n77																			LOC111598804|XP_023169992.1|DHYD					LOC115762862|XP_030561098.1|DNOV										LOC6623720|XP_002046325.3|DVIR			
N17.HOG0000111	OG0000008	n135																			LOC111599437|XP_023170859.2|DHYD					LOC115762903|XP_030561140.1|DNOV										LOC6622211|XP_002046327.1|DVIR			
N17.HOG0000112	OG0000008	n168																			LOC111603756|XP_023177254.2|DHYD					LOC115759949|XP_030556951.1|DNOV										LOC6627554|XP_002052288.1|DVIR			
N17.HOG0000113	OG0000008	n204																								LOC115762865|XP_030561099.1|DNOV										LOC26531283|XP_015031719.1|DVIR			
N17.HOG0000114	OG0000008	n256																			LOC111600807|XP_023172869.1|DHYD, LOC111599866|XP_023171450.2|DHYD					LOC115765585|XP_030565095.1|DNOV, LOC115765584|XP_030565094.1|DNOV										LOC6631283|XP_002053522.1|DVIR, LOC6631284|XP_002053523.1|DVIR			
N17.HOG0000115	OG0000008	n319																			LOC111600809|XP_023172871.1|DHYD, LOC111600810|XP_023172872.1|DHYD					LOC115765612|XP_030565122.1|DNOV, LOC115765593|XP_030565102.1|DNOV										LOC6631286|XP_002053525.1|DVIR, LOC6631287|XP_002053526.1|DVIR			
N17.HOG0000116	OG0000008	n347																			LOC111600832|XP_023172904.2|DHYD					LOC115765613|XP_030565123.1|DNOV										LOC6631289|XP_002053528.2|DVIR			
N17.HOG0000117	OG0000008	n397																			LOC111600831|XP_023172902.2|DHYD					LOC115765587|XP_030565097.1|DNOV										LOC6631285|XP_002053524.1|DVIR			
N17.HOG0000118	OG0000008	n420																			LOC111600808|XP_023172870.1|DHYD					LOC115765588|XP_030565098.1|DNOV										LOC6631288|XP_002053527.1|DVIR			
N17.HOG0000119	OG0000008	n447																			LOC111600811|XP_023172873.1|DHYD					LOC115765592|XP_030565101.1|DNOV										LOC6631290|XP_002053529.1|DVIR			
N17.HOG0000120	OG0000009	n104																			LOC111604985|XP_023179049.1|DHYD					LOC115763759|XP_030562333.1|DNOV										LOC6632445|XP_002056511.1|DVIR			
N17.HOG0000121	OG0000009	n139																			LOC111604987|XP_023179051.2|DHYD					LOC115763738|XP_030562299.1|DNOV										LOC6632323|XP_002056506.1|DVIR			
N17.HOG0000122	OG0000009	n235																			LOC111605001|XP_030078619.1|DHYD, LOC111604977|XP_023179030.2|DHYD					LOC115763735|XP_030562294.1|DNOV										LOC6632476|XP_002056177.1|DVIR, LOC6632444|XP_002056510.1|DVIR, LOC6632443|XP_002056509.1|DVIR, LOC116649755|XP_032289498.1|DVIR, LOC6632442|XP_002056508.1|DVIR			
N17.HOG0000123	OG0000009	n249																								LOC115763896|XP_030562534.1|DNOV													
N17.HOG0000124	OG0000009	n251																			LOC111603540|XP_030079215.1|DHYD					LOC115765543|XP_030565028.1|DNOV										LOC6635767|XP_032294717.1|DVIR			
N17.HOG0000125	OG0000009	n329																			LOC111592528|XP_023160554.2|DHYD					LOC115760864|XP_030558278.1|DNOV										LOC6626762|XP_032292470.1|DVIR			
N17.HOG0000126	OG0000009	n334																			LOC111594331|XP_023163344.2|DHYD					LOC115758060|XP_030554434.1|DNOV										LOC6626659|XP_002049470.1|DVIR			
N17.HOG0000127	OG0000009	n338																			LOC111602576|XP_023175499.2|DHYD					LOC115762417|XP_030560473.1|DNOV										LOC6626487|XP_002049686.1|DVIR			
N17.HOG0000128	OG0000009	n363																			LOC111593562|XP_023162191.2|DHYD					LOC115760674|XP_030558001.1|DNOV, LOC115760799|XP_030558155.1|DNOV, LOC115760927|XP_030558362.1|DNOV										LOC6626544|XP_002050754.1|DVIR, LOC6626543|XP_032292517.1|DVIR			
N17.HOG0000129	OG0000009	n371																			LOC111593549|XP_023162171.2|DHYD					LOC115760928|XP_030558363.1|DNOV										LOC6626542|XP_002050752.1|DVIR			
N17.HOG0000130	OG0000009	n406																			LOC111592898|XP_030080280.1|DHYD, LOC115483193|XP_030080245.1|DHYD, LOC111592901|XP_030080244.1|DHYD					LOC115759272|XP_030556034.1|DNOV										LOC6628883|XP_002051663.1|DVIR			
N17.HOG0000131	OG0000010	n75																								LOC115761857|XP_030559704.1|DNOV													
N17.HOG0000132	OG0000010	n123																								LOC115761844|XP_030559686.1|DNOV													
N17.HOG0000133	OG0000010	n154																			LOC115483191|XP_030080236.1|DHYD, LOC115483264|XP_030080469.1|DHYD					LOC115770894|XP_030572189.1|DNOV										LOC116649822|XP_032288857.1|DVIR, LOC6637070|XP_002060485.1|DVIR, LOC116649828|XP_032288865.1|DVIR			
N17.HOG0000134	OG0000010	n181																			LOC115482883|XP_030078993.1|DHYD																		
N17.HOG0000135	OG0000010	n182																			LOC115483261|XP_030080466.1|DHYD					LOC115761849|XP_030559691.1|DNOV													
N17.HOG0000136	OG0000010	n184																			LOC115483263|XP_030080468.1|DHYD																		
N17.HOG0000137	OG0000010	n185																								LOC115770618|XP_030571814.1|DNOV													
N17.HOG0000138	OG0000010	n249																																		LOC116649829|XP_032288866.1|DVIR			
N17.HOG0000139	OG0000010	n261																																		LOC6630837|XP_002053113.1|DVIR			
N17.HOG0000140	OG0000010	n274																			LOC115483287|XP_030080490.1|DHYD, LOC115483262|XP_030080467.1|DHYD					LOC115761953|XP_030559852.1|DNOV										LOC6637215|XP_002060533.1|DVIR, LOC116649823|XP_032288859.1|DVIR, LOC6636962|XP_002060409.1|DVIR			
N17.HOG0000141	OG0000010	n310																								LOC115770585|XP_030571770.1|DNOV													
N17.HOG0000142	OG0000010	n315																								LOC115761848|XP_030559690.1|DNOV													
N17.HOG0000143	OG0000010	n328																								LOC115770577|XP_030571760.1|DNOV										LOC116649826|XP_032288863.1|DVIR			
N17.HOG0000144	OG0000010	n331																								LOC115762000|XP_030559928.1|DNOV													
N17.HOG0000145	OG0000010	n334																								LOC115770596|XP_030571794.1|DNOV													
N17.HOG0000146	OG0000010	n366																			LOC115483312|XP_030080549.1|DHYD																		
N17.HOG0000147	OG0000010	n383																			LOC115483288|XP_030080491.1|DHYD, LOC115483286|XP_030080489.1|DHYD, LOC115482881|XP_030078991.1|DHYD					LOC115770584|XP_030571769.1|DNOV										LOC116649824|XP_032288860.1|DVIR			
N17.HOG0000148	OG0000010	n444																			LOC115483289|XP_030080492.1|DHYD																		
N17.HOG0000149	OG0000010	n452																																		LOC6630116|XP_032288858.1|DVIR			
N17.HOG0000150	OG0000011	n349																								LOC115769277|XP_030569859.1|DNOV										LOC6623065|XP_002048503.2|DVIR			
N17.HOG0000151	OG0000011	n375																			LOC111599147|XP_023170484.2|DHYD					LOC115765906|XP_030565511.1|DNOV										LOC6635697|XP_002059270.2|DVIR			
N17.HOG0000152	OG0000011	n399																								LOC115764504|XP_030563454.1|DNOV										LOC26531915|XP_015024752.1|DVIR			
N17.HOG0000153	OG0000011	n408																			LOC111596019|XP_023165812.2|DHYD					LOC115762679|XP_030560853.1|DNOV										LOC6624097|XP_002046304.2|DVIR			
N17.HOG0000154	OG0000011	n411																			LOC111595276|XP_023164694.1|DHYD					LOC115759523|XP_030556331.1|DNOV										LOC6629279|XP_002054687.1|DVIR			
N17.HOG0000155	OG0000011	n418																			LOC111605669|XP_023180101.2|DHYD					LOC115770116|XP_030571097.1|DNOV										LOC6624639|XP_002048133.1|DVIR, LOC6624698|XP_002048132.1|DVIR			
N17.HOG0000156	OG0000011	n422																			LOC111603319|XP_023176609.2|DHYD					LOC115769479|XP_030570160.1|DNOV										LOC6624619|XP_002048380.1|DVIR			
N17.HOG0000157	OG0000011	n426																								LOC115763449|XP_030561878.1|DNOV, LOC115769842|XP_030570677.1|DNOV										LOC6634187|XP_002057780.1|DVIR, LOC6622606|XP_002047207.2|DVIR			
N17.HOG0000158	OG0000011	n431																			LOC111599256|XP_023170624.2|DHYD					LOC115768719|XP_030569278.1|DNOV										LOC6624268|XP_002048361.3|DVIR			
N17.HOG0000159	OG0000011	n434																								LOC115770699|XP_030571957.1|DNOV, LOC115768733|XP_030569280.1|DNOV, LOC115766963|XP_030566913.1|DNOV										LOC6624663|XP_032290219.1|DVIR, LOC6623291|XP_032290221.1|DVIR, LOC6622373|XP_002048410.2|DVIR			
