HOG	OG	Gene Tree Parent Clade	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
N7.HOG0000017	OG0000001	n9						LOC120780121|XP_039968338.1|BTRY	CCAP1982_LOCUS14762|CAD7006443.1|CCAP																														
N7.HOG0000018	OG0000001	n27						LOC120779349|XP_039967479.1|BTRY, LOC120768684|XP_039951395.1|BTRY, LOC120769217|XP_039952045.1|BTRY, LOC120780712|XP_039968906.1|BTRY	CCAP1982_LOCUS13102|CAD7004709.1|CCAP																														
N7.HOG0000019	OG0000001	n37						LOC120779369|XP_039967498.1|BTRY, LOC120779724|XP_039968032.1|BTRY, LOC120779568|XP_039967843.1|BTRY	CCAP1982_LOCUS10232|CAD7001742.1|CCAP, CCAP1982_LOCUS9443|CAD7000970.1|CCAP																														
N7.HOG0000020	OG0000001	n71						LOC120780959|XP_039969124.1|BTRY, LOC120781964|XP_039970070.1|BTRY, LOC120779599|XP_039967877.1|BTRY, LOC120767828|XP_039950050.1|BTRY, LOC120780887|XP_039969057.1|BTRY, LOC120781799|XP_039969956.1|BTRY, LOC120781823|XP_039969977.1|BTRY, LOC120780392|XP_039968612.1|BTRY, LOC120781066|XP_039969152.1|BTRY, LOC120779633|XP_039967914.1|BTRY, LOC120770632|XP_039954168.1|BTRY, LOC120781297|XP_039969428.1|BTRY, LOC120770664|XP_039954188.1|BTRY, LOC120780689|XP_039968888.1|BTRY, LOC120780404|XP_039968623.1|BTRY, LOC120780801|XP_039968983.1|BTRY, LOC120780219|XP_039968408.1|BTRY, LOC120766565|XP_039948089.1|BTRY, LOC120781814|XP_039969966.1|BTRY, LOC120780002|XP_039968221.1|BTRY, LOC120773404|XP_039958200.1|BTRY, LOC120769411|XP_039952323.1|BTRY																															
N7.HOG0000021	OG0000001	n184						LOC120781540|XP_039969706.1|BTRY, LOC120780083|XP_039968286.1|BTRY																															
N7.HOG0000022	OG0000001	n408							CCAP1982_LOCUS10053|CAD7001559.1|CCAP, CCAP1982_LOCUS9335|CAD7000861.1|CCAP, CCAP1982_LOCUS10394|CAD7001907.1|CCAP, CCAP1982_LOCUS19569|CAD7011469.1|CCAP																														
N7.HOG0000023	OG0000001	n422							CCAP1982_LOCUS10606|CAD7002118.1|CCAP, CCAP1982_LOCUS9920|CAD7001423.1|CCAP																														
N7.HOG0000024	OG0000001	n433							CCAP1982_LOCUS10362|CAD7001875.1|CCAP																														
N7.HOG0000025	OG0000001	n494						LOC120779693|XP_039967987.1|BTRY																															
N7.HOG0000026	OG0000001	n512							CCAP1982_LOCUS10266|CAD7001775.1|CCAP																														
N7.HOG0000027	OG0000001	n600						LOC120781957|XP_039970051.1|BTRY																															
N7.HOG0000028	OG0000001	n623						LOC120781507|XP_039969664.1|BTRY, LOC120781523|XP_039969677.1|BTRY, LOC120768683|XP_039951393.1|BTRY, LOC120768702|XP_039951408.1|BTRY, LOC120768701|XP_039951407.1|BTRY, LOC120780857|XP_039969026.1|BTRY, LOC120781828|XP_039969983.1|BTRY, LOC120781123|XP_039969191.1|BTRY, LOC120779390|XP_039967521.1|BTRY, LOC120768688|XP_039951398.1|BTRY, LOC120768687|XP_039951397.1|BTRY, LOC120767769|XP_039949942.1|BTRY																															
N7.HOG0000029	OG0000001	n739						LOC120779562|XP_039967839.1|BTRY, LOC120777820|XP_039965292.1|BTRY	CCAP1982_LOCUS9894|CAD7001397.1|CCAP																														
N7.HOG0000030	OG0000001	n754						LOC120774624|XP_039960282.1|BTRY, LOC120779341|XP_039967474.1|BTRY																															
N7.HOG0000031	OG0000001	n764						LOC120781825|XP_039969979.1|BTRY, LOC120780707|XP_039968901.1|BTRY																															
N7.HOG0000032	OG0000001	n766						LOC120781940|XP_039970041.1|BTRY	CCAP1982_LOCUS9398|CAD7000923.1|CCAP, CCAP1982_LOCUS9782|CAD7001285.1|CCAP, CCAP1982_LOCUS9733|CAD7001235.1|CCAP, CCAP1982_LOCUS5945|CAD6997312.1|CCAP, CCAP1982_LOCUS9129|CAD7000655.1|CCAP, CCAP1982_LOCUS10167|CAD7001676.1|CCAP, CCAP1982_LOCUS14199|CAD7005857.1|CCAP, CCAP1982_LOCUS3923|CAD6995204.1|CCAP, CCAP1982_LOCUS6598|CAD6997982.1|CCAP, CCAP1982_LOCUS2222|CAD6993407.1|CCAP, CCAP1982_LOCUS7260|CAD6998703.1|CCAP																														
N7.HOG0000033	OG0000001	n788						LOC120781801|XP_039969957.1|BTRY, LOC120782119|XP_039970195.1|BTRY																															
N7.HOG0000034	OG0000002	n160						LOC120768529|XP_039951194.1|BTRY, LOC120767759|XP_039949923.1|BTRY, LOC120768957|XP_039951682.1|BTRY, LOC120767675|XP_039949783.1|BTRY, LOC120767676|XP_039949784.1|BTRY, LOC120776516|XP_039963173.1|BTRY, LOC120778711|XP_039966611.1|BTRY, LOC120777430|XP_039964671.1|BTRY	CCAP1982_LOCUS12389|CAD7003966.1|CCAP																														
N7.HOG0000035	OG0000002	n222							CCAP1982_LOCUS4991|CAD6996312.1|CCAP																														
N7.HOG0000036	OG0000002	n285						LOC120776532|XP_039963199.1|BTRY																															
N7.HOG0000037	OG0000002	n462						LOC120769717|XP_039952790.1|BTRY, LOC120768237|XP_039950758.1|BTRY, LOC120768236|XP_039950755.1|BTRY, LOC120768238|XP_039950759.1|BTRY, LOC120767285|XP_039949095.1|BTRY, LOC120769451|XP_039952389.1|BTRY	CCAP1982_LOCUS7391|CAD6998842.1|CCAP																														
N7.HOG0000038	OG0000002	n468						LOC120770146|XP_039953270.1|BTRY, LOC120781360|XP_039969505.1|BTRY, LOC120781361|XP_039969506.1|BTRY, LOC120776016|XP_039962395.1|BTRY	CCAP1982_LOCUS7392|CAD6998843.1|CCAP																														
N7.HOG0000039	OG0000002	n472						LOC120766551|XP_039948068.1|BTRY	CCAP1982_LOCUS427|CAD6991503.1|CCAP																														
N7.HOG0000040	OG0000002	n473							CCAP1982_LOCUS1975|CAD6993149.1|CCAP																														
N7.HOG0000041	OG0000003	n182						LOC120773128|XP_039958058.1|BTRY	CCAP1982_LOCUS20936|CAD7012836.1|CCAP, CCAP1982_LOCUS20929|CAD7012829.1|CCAP																														
N7.HOG0000042	OG0000003	n231						LOC120773129|XP_039958059.1|BTRY, LOC120773130|XP_039958060.1|BTRY	CCAP1982_LOCUS20935|CAD7012835.1|CCAP																														
N7.HOG0000043	OG0000003	n234						LOC120770807|XP_039954320.1|BTRY	CCAP1982_LOCUS20928|CAD7012828.1|CCAP																														
N7.HOG0000044	OG0000003	n235						LOC120771341|XP_039955220.1|BTRY	CCAP1982_LOCUS20931|CAD7012831.1|CCAP																														
N7.HOG0000045	OG0000003	n306						LOC120770806|XP_039954318.1|BTRY, LOC120770808|XP_039954321.1|BTRY																															
N7.HOG0000046	OG0000003	n443						LOC120770286|XP_039953556.1|BTRY	CCAP1982_LOCUS20942|CAD7012842.1|CCAP																														
N7.HOG0000047	OG0000003	n444						LOC120770809|XP_039954322.1|BTRY	CCAP1982_LOCUS20940|CAD7012840.1|CCAP																														
N7.HOG0000048	OG0000003	n453						LOC120770342|XP_039953674.1|BTRY																															
N7.HOG0000049	OG0000003	n461						LOC120770285|XP_039953555.1|BTRY																															
N7.HOG0000050	OG0000003	n487						LOC120782321|XP_039970477.1|BTRY, LOC120770284|XP_039953554.1|BTRY	CCAP1982_LOCUS20941|CAD7012841.1|CCAP																														
N7.HOG0000051	OG0000003	n538						LOC120769392|XP_039952295.1|BTRY, LOC120769651|XP_039952690.1|BTRY, LOC120769497|XP_039952461.1|BTRY, LOC120768765|XP_039951466.1|BTRY	CCAP1982_LOCUS7775|CAD6999243.1|CCAP																														
N7.HOG0000052	OG0000004	n395						LOC120769473|XP_039952426.1|BTRY, LOC120767484|XP_039949512.1|BTRY, LOC120767487|XP_039949515.1|BTRY, LOC120768718|XP_039951423.1|BTRY, LOC120769475|XP_039952431.1|BTRY, LOC120767491|XP_039949517.1|BTRY, LOC120767493|XP_039949519.1|BTRY, LOC120767483|XP_039949511.1|BTRY, LOC120767488|XP_039949516.1|BTRY, LOC120767471|XP_039949495.1|BTRY, LOC120767485|XP_039949513.1|BTRY, LOC120767563|XP_039949635.1|BTRY, LOC120768722|XP_039951428.1|BTRY	CCAP1982_LOCUS6238|CAD6997602.1|CCAP, CCAP1982_LOCUS6250|CAD6997614.1|CCAP, CCAP1982_LOCUS6245|CAD6997609.1|CCAP																														
N7.HOG0000053	OG0000005	n179						LOC120767519|XP_039949547.1|BTRY																															
N7.HOG0000054	OG0000005	n407						LOC120767518|XP_039949546.1|BTRY																															
N7.HOG0000055	OG0000005	n427						LOC120767525|XP_039949553.1|BTRY																															
N7.HOG0000056	OG0000005	n435						LOC120767517|XP_039949545.1|BTRY																															
N7.HOG0000057	OG0000005	n439						LOC120767516|XP_039949544.1|BTRY																															
N7.HOG0000058	OG0000006	n171						LOC120767509|XP_039949536.1|BTRY	CCAP1982_LOCUS6254|CAD6997618.1|CCAP, CCAP1982_LOCUS9540|CAD7001068.1|CCAP																														
N7.HOG0000059	OG0000006	n236						LOC120767507|XP_039949534.1|BTRY																															
N7.HOG0000060	OG0000006	n247						LOC120767475|XP_039949498.1|BTRY																															
N7.HOG0000061	OG0000006	n259							CCAP1982_LOCUS6242|CAD6997606.1|CCAP																														
N7.HOG0000062	OG0000006	n273							CCAP1982_LOCUS9859|CAD7001361.1|CCAP, CCAP1982_LOCUS9861|CAD7001363.1|CCAP																														
N7.HOG0000063	OG0000006	n286						LOC120767511|XP_039949538.1|BTRY																															
N7.HOG0000064	OG0000006	n416						LOC120767512|XP_039949539.1|BTRY																															
N7.HOG0000065	OG0000006	n418						LOC120781340|XP_039969478.1|BTRY																															
N7.HOG0000066	OG0000006	n497							CCAP1982_LOCUS6249|CAD6997613.1|CCAP																														
N7.HOG0000067	OG0000007	n14						LOC120778908|XP_039966889.1|BTRY, LOC120778909|XP_039966890.1|BTRY	CCAP1982_LOCUS12644|CAD7004225.1|CCAP, CCAP1982_LOCUS12645|CAD7004226.1|CCAP																														
N7.HOG0000068	OG0000007	n36						LOC120778027|XP_039965634.1|BTRY	CCAP1982_LOCUS12646|CAD7004227.1|CCAP																														
N7.HOG0000069	OG0000007	n85						LOC120777830|XP_039965302.1|BTRY	CCAP1982_LOCUS12642|CAD7004223.1|CCAP, CCAP1982_LOCUS12643|CAD7004224.1|CCAP																														
N7.HOG0000070	OG0000007	n87						LOC120778913|XP_039966894.1|BTRY, LOC120777887|XP_039965383.1|BTRY, LOC120777888|XP_039965385.1|BTRY, LOC120778697|XP_039966585.1|BTRY	CCAP1982_LOCUS12640|CAD7004221.1|CCAP, CCAP1982_LOCUS12641|CAD7004222.1|CCAP																														
N7.HOG0000071	OG0000007	n93						LOC120778684|XP_039966554.1|BTRY, LOC120778912|XP_039966893.1|BTRY																															
N7.HOG0000072	OG0000007	n506						LOC120778911|XP_039966892.1|BTRY	CCAP1982_LOCUS12636|CAD7004217.1|CCAP																														
N7.HOG0000073	OG0000007	n508						LOC120778916|XP_039966896.1|BTRY, LOC120778915|XP_039966895.1|BTRY, LOC120776968|XP_039963994.1|BTRY	CCAP1982_LOCUS12632|CAD7004213.1|CCAP, CCAP1982_LOCUS12633|CAD7004214.1|CCAP, CCAP1982_LOCUS12635|CAD7004216.1|CCAP																														
N7.HOG0000074	OG0000007	n513						LOC120778917|XP_039966897.1|BTRY	CCAP1982_LOCUS12634|CAD7004215.1|CCAP																														
N7.HOG0000075	OG0000008	n1						LOC120782797|XP_039971208.1|BTRY	CCAP1982_LOCUS4930|CAD6996247.1|CCAP																														
N7.HOG0000076	OG0000008	n77						LOC120778932|XP_039966913.1|BTRY	CCAP1982_LOCUS12720|CAD7004300.1|CCAP																														
N7.HOG0000077	OG0000008	n135						LOC120778930|XP_039966911.1|BTRY	CCAP1982_LOCUS12715|CAD7004295.1|CCAP																														
N7.HOG0000078	OG0000008	n204						LOC120778933|XP_039966914.1|BTRY	CCAP1982_LOCUS12718|CAD7004298.1|CCAP																														
N7.HOG0000079	OG0000008	n256						LOC120775736|XP_039961992.1|BTRY, LOC120778053|XP_039965709.1|BTRY, LOC120775708|XP_039961957.1|BTRY, LOC120775726|XP_039961980.1|BTRY, LOC120775719|XP_039961968.1|BTRY	CCAP1982_LOCUS3589|CAD6994854.1|CCAP, CCAP1982_LOCUS3594|CAD6994859.1|CCAP, CCAP1982_LOCUS3591|CAD6994856.1|CCAP, CCAP1982_LOCUS3592|CAD6994857.1|CCAP, CCAP1982_LOCUS3593|CAD6994858.1|CCAP, CCAP1982_LOCUS3590|CAD6994855.1|CCAP																														
N7.HOG0000080	OG0000008	n319						LOC120778217|XP_039965948.1|BTRY	CCAP1982_LOCUS3596|CAD6994861.1|CCAP																														
N7.HOG0000081	OG0000008	n346						LOC120780533|XP_039968729.1|BTRY	CCAP1982_LOCUS3598|CAD6994863.1|CCAP																														
N7.HOG0000082	OG0000008	n397						LOC120778133|XP_039965828.1|BTRY	CCAP1982_LOCUS3595|CAD6994860.1|CCAP																														
N7.HOG0000083	OG0000008	n420						LOC120780988|XP_039969143.1|BTRY	CCAP1982_LOCUS3597|CAD6994862.1|CCAP																														
N7.HOG0000084	OG0000008	n447						LOC120766359|XP_039947722.1|BTRY, LOC120766360|XP_039947723.1|BTRY, LOC120766358|XP_039947721.1|BTRY, LOC120781723|XP_039969899.1|BTRY	CCAP1982_LOCUS3600|CAD6994865.1|CCAP, CCAP1982_LOCUS3599|CAD6994864.1|CCAP																														
N7.HOG0000085	OG0000009	n104						LOC120780063|XP_039968275.1|BTRY	CCAP1982_LOCUS973|CAD6992095.1|CCAP																														
N7.HOG0000086	OG0000009	n133						LOC120771333|XP_039955212.1|BTRY	CCAP1982_LOCUS21179|CAD7013106.1|CCAP																														
N7.HOG0000087	OG0000009	n136						LOC120782593|XP_039970879.1|BTRY																															
N7.HOG0000088	OG0000009	n297						LOC120770963|XP_039954628.1|BTRY, LOC120770966|XP_039954631.1|BTRY, LOC120770965|XP_039954630.1|BTRY, LOC120766816|XP_039948459.1|BTRY, LOC120770964|XP_039954629.1|BTRY	CCAP1982_LOCUS21178|CAD7013105.1|CCAP																														
N7.HOG0000089	OG0000009	n302						LOC120772112|XP_039956457.1|BTRY, LOC120771402|XP_039955308.1|BTRY	CCAP1982_LOCUS21180|CAD7013107.1|CCAP, CCAP1982_LOCUS21184|CAD7013111.1|CCAP																														
N7.HOG0000090	OG0000010	n257						LOC120767529|XP_039949555.1|BTRY																															
N7.HOG0000091	OG0000010	n273							CCAP1982_LOCUS6235|CAD6997599.1|CCAP																														
N7.HOG0000092	OG0000010	n317							CCAP1982_LOCUS6248|CAD6997612.1|CCAP																														
N7.HOG0000093	OG0000010	n328						LOC120767532|XP_039949558.1|BTRY																															
N7.HOG0000094	OG0000010	n383							CCAP1982_LOCUS2041|CAD6993222.1|CCAP																														
N7.HOG0000095	OG0000011	n10						LOC120773419|XP_039958227.1|BTRY																															
N7.HOG0000096	OG0000012	n25						LOC120772295|XP_039956737.1|BTRY	CCAP1982_LOCUS22583|CAD7014589.1|CCAP																														
N7.HOG0000097	OG0000012	n53						LOC120771372|XP_039955267.1|BTRY	CCAP1982_LOCUS22582|CAD7014587.1|CCAP																														
N7.HOG0000098	OG0000012	n86						LOC120772056|XP_039956371.1|BTRY	CCAP1982_LOCUS22581|CAD7014586.1|CCAP																														
N7.HOG0000099	OG0000012	n147						LOC120772616|XP_039957265.1|BTRY	CCAP1982_LOCUS22585|CAD7014591.1|CCAP, CCAP1982_LOCUS22590|CAD7014596.1|CCAP																														
N7.HOG0000100	OG0000012	n149						LOC120771697|XP_039955768.1|BTRY	CCAP1982_LOCUS22584|CAD7014590.1|CCAP																														
N7.HOG0000101	OG0000012	n150						LOC120772529|XP_039957131.1|BTRY	CCAP1982_LOCUS22586|CAD7014592.1|CCAP, CCAP1982_LOCUS22591|CAD7014597.1|CCAP																														
N7.HOG0000102	OG0000013	n1						LOC120770990|XP_039954671.1|BTRY	CCAP1982_LOCUS7142|CAD6998559.1|CCAP																														
N7.HOG0000103	OG0000013	n40						LOC120776120|XP_039962578.1|BTRY																															
N7.HOG0000104	OG0000013	n82						LOC120769789|XP_039952912.1|BTRY	CCAP1982_LOCUS4900|CAD6996212.1|CCAP																														
N7.HOG0000105	OG0000013	n124						LOC120778592|XP_039966397.1|BTRY	CCAP1982_LOCUS14162|CAD7005816.1|CCAP																														
N7.HOG0000106	OG0000013	n159						LOC120782170|XP_039970244.1|BTRY	CCAP1982_LOCUS3120|CAD6994367.1|CCAP																														
N7.HOG0000107	OG0000013	n239						LOC120771319|XP_039955198.1|BTRY, LOC120771339|XP_039955221.1|BTRY	CCAP1982_LOCUS2756|CAD6993971.1|CCAP																														
N7.HOG0000108	OG0000013	n278						LOC120767696|XP_039949821.1|BTRY, LOC120767722|XP_039949862.1|BTRY, LOC120767743|XP_039949888.1|BTRY, LOC120767671|XP_039949778.1|BTRY	CCAP1982_LOCUS8036|CAD6999511.1|CCAP, CCAP1982_LOCUS8037|CAD6999512.1|CCAP, CCAP1982_LOCUS8038|CAD6999513.1|CCAP, CCAP1982_LOCUS8039|CAD6999514.1|CCAP																														
N7.HOG0000109	OG0000014	n15						LOC120774632|XP_039960290.1|BTRY, LOC120778358|XP_039966079.1|BTRY																															
N7.HOG0000110	OG0000014	n110						LOC120767802|XP_039950005.1|BTRY, LOC120780812|XP_039968993.1|BTRY																															
N7.HOG0000111	OG0000014	n147							CCAP1982_LOCUS11701|CAD7003239.1|CCAP																														
N7.HOG0000112	OG0000014	n170							CCAP1982_LOCUS9877|CAD7001380.1|CCAP																														
N7.HOG0000113	OG0000014	n184							CCAP1982_LOCUS9942|CAD7001445.1|CCAP																														
N7.HOG0000114	OG0000014	n185							CCAP1982_LOCUS4171|CAD6995456.1|CCAP, CCAP1982_LOCUS10567|CAD7002079.1|CCAP																														
N7.HOG0000115	OG0000014	n186							CCAP1982_LOCUS10503|CAD7002015.1|CCAP, CCAP1982_LOCUS6284|CAD6997653.1|CCAP, CCAP1982_LOCUS10032|CAD7001536.1|CCAP, CCAP1982_LOCUS8024|CAD6999500.1|CCAP, CCAP1982_LOCUS9769|CAD7001271.1|CCAP, CCAP1982_LOCUS9400|CAD7000925.1|CCAP, CCAP1982_LOCUS10108|CAD7001614.1|CCAP																														
N7.HOG0000116	OG0000015	n0						LOC120767697|XP_039949823.1|BTRY, LOC120778736|XP_039966635.1|BTRY																															
N7.HOG0000117	OG0000016	n1						LOC120770179|XP_039953330.1|BTRY, LOC120774621|XP_039960280.1|BTRY	CCAP1982_LOCUS2337|CAD6993525.1|CCAP																														
N7.HOG0000118	OG0000016	n93						LOC120774116|XP_039959415.1|BTRY	CCAP1982_LOCUS4238|CAD6995526.1|CCAP																														
N7.HOG0000119	OG0000016	n128							CCAP1982_LOCUS8417|CAD6999907.1|CCAP																														
N7.HOG0000120	OG0000016	n201						LOC120775405|XP_039961502.1|BTRY																															
N7.HOG0000121	OG0000016	n263						LOC120767942|XP_039950259.1|BTRY	CCAP1982_LOCUS4923|CAD6996239.1|CCAP																														
N7.HOG0000122	OG0000016	n292						LOC120773675|XP_039958634.1|BTRY	CCAP1982_LOCUS22100|CAD7014094.1|CCAP																														
N7.HOG0000123	OG0000017	n4						LOC120774348|XP_039959864.1|BTRY, LOC120774347|XP_039959863.1|BTRY																															
N7.HOG0000124	OG0000017	n28						LOC120780459|XP_039968667.1|BTRY, LOC120766570|XP_039948096.1|BTRY, LOC120775370|XP_039961466.1|BTRY, LOC120775369|XP_039961465.1|BTRY, LOC120773495|XP_039958373.1|BTRY, LOC120773498|XP_039958374.1|BTRY, LOC120773492|XP_039958371.1|BTRY, LOC120773493|XP_039958372.1|BTRY	CCAP1982_LOCUS887|CAD6992001.1|CCAP, CCAP1982_LOCUS5151|CAD6996482.1|CCAP																														
N7.HOG0000125	OG0000017	n37						LOC120771902|XP_039956113.1|BTRY	CCAP1982_LOCUS5152|CAD6996483.1|CCAP																														
N7.HOG0000126	OG0000017	n39						LOC120780773|XP_039968962.1|BTRY	CCAP1982_LOCUS1600|CAD6992760.1|CCAP																														
N7.HOG0000127	OG0000017	n40						LOC120775410|XP_039961512.1|BTRY, LOC120774945|XP_039960759.1|BTRY, LOC120774427|XP_039959995.1|BTRY, LOC120781036|XP_039969147.1|BTRY	CCAP1982_LOCUS1623|CAD6992784.1|CCAP, CCAP1982_LOCUS2262|CAD6993449.1|CCAP																														
N7.HOG0000128	OG0000018	n8						LOC120773811|XP_039958852.1|BTRY, LOC120777652|XP_039965038.1|BTRY	CCAP1982_LOCUS12552|CAD7004131.1|CCAP																														
N7.HOG0000129	OG0000018	n90						LOC120777274|XP_039964412.1|BTRY	CCAP1982_LOCUS12540|CAD7004119.1|CCAP																														
N7.HOG0000130	OG0000018	n92						LOC120777489|XP_039964764.1|BTRY	CCAP1982_LOCUS12546|CAD7004125.1|CCAP																														
N7.HOG0000131	OG0000018	n121						LOC120777232|XP_039964348.1|BTRY	CCAP1982_LOCUS12537|CAD7004116.1|CCAP																														
N7.HOG0000132	OG0000018	n125						LOC120777549|XP_039964872.1|BTRY	CCAP1982_LOCUS12550|CAD7004129.1|CCAP																														
N7.HOG0000133	OG0000018	n151						LOC120777771|XP_039965219.1|BTRY, LOC120777275|XP_039964413.1|BTRY, LOC120777724|XP_039965149.1|BTRY	CCAP1982_LOCUS12538|CAD7004117.1|CCAP, CCAP1982_LOCUS12539|CAD7004118.1|CCAP, CCAP1982_LOCUS12541|CAD7004120.1|CCAP																														
N7.HOG0000134	OG0000018	n164						LOC120777802|XP_039965269.1|BTRY, LOC120777782|XP_039965236.1|BTRY	CCAP1982_LOCUS12554|CAD7004133.1|CCAP																														
N7.HOG0000135	OG0000018	n293						LOC120777833|XP_039965304.1|BTRY	CCAP1982_LOCUS12549|CAD7004128.1|CCAP																														
N7.HOG0000136	OG0000018	n294						LOC120777929|XP_039965446.1|BTRY, LOC120777894|XP_039965399.1|BTRY	CCAP1982_LOCUS12547|CAD7004126.1|CCAP, CCAP1982_LOCUS12548|CAD7004127.1|CCAP																														
N7.HOG0000137	OG0000019	n102						LOC120768215|XP_039950761.1|BTRY, LOC120767062|XP_039948852.1|BTRY, LOC120767061|XP_039948851.1|BTRY, LOC120767055|XP_039948845.1|BTRY	CCAP1982_LOCUS3032|CAD6994271.1|CCAP, CCAP1982_LOCUS3435|CAD6994700.1|CCAP																														
N7.HOG0000138	OG0000019	n107						LOC120768123|XP_039950646.1|BTRY	CCAP1982_LOCUS3434|CAD6994699.1|CCAP																														
N7.HOG0000139	OG0000019	n108						LOC120767057|XP_039948847.1|BTRY, LOC120767056|XP_039948846.1|BTRY, LOC120767060|XP_039948850.1|BTRY, LOC120767059|XP_039948848.1|BTRY																															
N7.HOG0000140	OG0000019	n298						LOC120768574|XP_039951256.1|BTRY, LOC120769643|XP_039952681.1|BTRY	CCAP1982_LOCUS6466|CAD6997842.1|CCAP																														
N7.HOG0000141	OG0000019	n300						LOC120767064|XP_039948853.1|BTRY	CCAP1982_LOCUS6464|CAD6997840.1|CCAP, CCAP1982_LOCUS6465|CAD6997841.1|CCAP																														
N7.HOG0000142	OG0000020	n16						LOC120772465|XP_039957032.1|BTRY	CCAP1982_LOCUS1146|CAD6992278.1|CCAP																														
