HOG	OG	Gene Tree Parent Clade	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
N33.HOG0000022	OG0000000	n592																											LOC120458417|XP_039501988.1|DSAN										
N33.HOG0000023	OG0000000	n596																											LOC120455242|XP_039497157.1|DSAN								LOC26534860|XP_015046022.1|DYAK, LOC26535167|XP_015046650.1|DYAK		
N33.HOG0000024	OG0000000	n600																											LOC120443964|XP_039479362.1|DSAN										
N33.HOG0000025	OG0000000	n607																											LOC120458841|XP_039502600.1|DSAN								LOC6526414|XP_002087533.2|DYAK		
N33.HOG0000026	OG0000000	n619																											LOC120447669|XP_039485129.1|DSAN								LOC6532990|XP_039229806.1|DYAK		
N33.HOG0000027	OG0000000	n642																											LOC120454324|XP_039495461.1|DSAN								LOC26535595|XP_015049129.2|DYAK		
N33.HOG0000028	OG0000000	n655																											LOC120453354|XP_039493961.1|DSAN								LOC6538949|XP_002099452.1|DYAK		
N33.HOG0000029	OG0000000	n698																											LOC120453013|XP_039493463.1|DSAN								LOC6537714|XP_002098259.2|DYAK		
N33.HOG0000030	OG0000000	n715																											LOC120444807|XP_039480688.1|DSAN								LOC6529465|XP_002090467.1|DYAK		
N33.HOG0000031	OG0000000	n787																																			LOC6532052|XP_039228287.1|DYAK, LOC6532051|XP_039228285.1|DYAK, LOC6532054|XP_039228543.1|DYAK		
N33.HOG0000032	OG0000000	n798																											LOC120446643|XP_039483646.1|DSAN								LOC6530976|XP_002091814.2|DYAK		
N33.HOG0000033	OG0000000	n839																											LOC120444947|XP_039480886.1|DSAN								LOC6532053|XP_002092830.1|DYAK		
N33.HOG0000034	OG0000000	n840																											LOC120444948|XP_039480887.1|DSAN								LOC6532050|XP_002092827.2|DYAK		
N33.HOG0000035	OG0000000	n845																											LOC120444942|XP_039480879.1|DSAN, LOC120444949|XP_039480888.1|DSAN								LOC6532049|XP_002092826.1|DYAK		
N33.HOG0000036	OG0000000	n875																											LOC120454169|XP_039495171.1|DSAN								LOC6538114|XP_002098649.1|DYAK		
N33.HOG0000037	OG0000000	n918																											LOC120453562|XP_039494248.1|DSAN								LOC6535316|XP_002095972.1|DYAK		
N33.HOG0000038	OG0000000	n940																											LOC120447885|XP_039485430.1|DSAN								LOC6539519|XP_002086405.1|DYAK		
N33.HOG0000039	OG0000000	n958																											LOC120447884|XP_039485429.1|DSAN								LOC6539518|XP_039230304.1|DYAK		
N33.HOG0000040	OG0000000	n1041																											LOC120448603|XP_039486639.1|DSAN								LOC6533890|XP_002094590.1|DYAK		
N33.HOG0000041	OG0000001	n39																											LOC120457602|XP_039501048.1|DSAN										
N33.HOG0000042	OG0000001	n45																											LOC120457515|XP_039500997.1|DSAN, LOC120444320|XP_039479805.1|DSAN										
N33.HOG0000043	OG0000001	n48																																			LOC120322239|XP_039233225.1|DYAK, LOC120321759|XP_039231466.1|DYAK, LOC120320570|XP_039226492.1|DYAK, LOC120322268|XP_039233251.1|DYAK, LOC120321436|XP_039229790.1|DYAK		
N33.HOG0000044	OG0000001	n76																																			LOC120320646|XP_039226853.1|DYAK		
N33.HOG0000045	OG0000001	n86																											LOC120445604|XP_039482044.1|DSAN								LOC120321532|XP_039230206.1|DYAK, LOC120321024|XP_039228172.1|DYAK		
N33.HOG0000046	OG0000001	n273																											LOC120450630|XP_039489712.1|DSAN, LOC120453894|XP_039494745.1|DSAN, LOC120448972|XP_039487206.1|DSAN, LOC120452701|XP_039492991.1|DSAN								LOC120321385|XP_039229379.1|DYAK, LOC120321458|XP_039229910.1|DYAK, LOC120320585|XP_039226586.1|DYAK, LOC120320591|XP_039226632.1|DYAK, LOC120321717|XP_039231183.1|DYAK, LOC120321457|XP_039229909.1|DYAK, LOC120320959|XP_039227830.1|DYAK, LOC120321780|XP_039231610.1|DYAK		
N33.HOG0000047	OG0000001	n408																											LOC120449510|XP_039487947.1|DSAN										
N33.HOG0000048	OG0000001	n766																																			LOC120320711|XP_039227061.1|DYAK, LOC120320699|XP_039227017.1|DYAK		
N33.HOG0000049	OG0000002	n4																											LOC120446478|XP_039483414.1|DSAN								LOC6531354|XP_002092157.1|DYAK		
N33.HOG0000050	OG0000002	n37																											LOC120444309|XP_039479784.1|DSAN								LOC6530517|XP_002091432.3|DYAK		
N33.HOG0000051	OG0000002	n62																											LOC120444310|XP_039479789.1|DSAN								LOC6530518|XP_002091433.1|DYAK		
N33.HOG0000052	OG0000002	n196																																			LOC6528284|XP_002089337.3|DYAK		
N33.HOG0000053	OG0000002	n233																											LOC120449620|XP_039488138.1|DSAN								LOC26535670|XP_015050876.2|DYAK		
N33.HOG0000054	OG0000002	n436																											LOC120448038|XP_039485719.1|DSAN								LOC6526775|XP_002087878.2|DYAK		
N33.HOG0000055	OG0000002	n475																											LOC120443706|XP_039478879.1|DSAN								LOC6527104|XP_002088197.3|DYAK		
N33.HOG0000056	OG0000003	n186																											LOC120446974|XP_039484179.1|DSAN								LOC6530460|XP_002091376.2|DYAK		
N33.HOG0000057	OG0000003	n201																											LOC120446687|XP_039483714.1|DSAN								LOC6530462|XP_002091378.1|DYAK		
N33.HOG0000058	OG0000003	n245																											LOC120452715|XP_039493011.1|DSAN								LOC6538264|XP_002098791.1|DYAK		
N33.HOG0000059	OG0000003	n255																											LOC120446686|XP_039483713.1|DSAN								LOC6530463|XP_002091379.1|DYAK		
N33.HOG0000060	OG0000003	n284																											LOC120451297|XP_039490798.1|DSAN								LOC6527640|XP_039226547.1|DYAK		
N33.HOG0000061	OG0000003	n285																											LOC120458649|XP_039502315.1|DSAN								LOC6528325|XP_002089378.1|DYAK		
N33.HOG0000062	OG0000003	n317																											LOC120446973|XP_039484178.1|DSAN								LOC6530458|XP_002091374.1|DYAK		
N33.HOG0000063	OG0000003	n327																											LOC120446976|XP_039484181.1|DSAN								LOC6530457|XP_002091373.1|DYAK		
N33.HOG0000064	OG0000003	n389																											LOC120446975|XP_039484180.1|DSAN								LOC6530459|XP_002091375.1|DYAK		
N33.HOG0000065	OG0000003	n395																											LOC120446688|XP_039483715.1|DSAN								LOC6530461|XP_002091377.1|DYAK		
N33.HOG0000066	OG0000003	n421																											LOC120446977|XP_039484182.1|DSAN								LOC6530456|XP_002091372.1|DYAK		
N33.HOG0000067	OG0000003	n461																											LOC120458379|XP_039501933.1|DSAN								LOC6528608|XP_002089651.1|DYAK		
N33.HOG0000068	OG0000003	n502																											LOC120458377|XP_039501931.1|DSAN								LOC6528606|XP_002089649.1|DYAK		
N33.HOG0000069	OG0000003	n521																											LOC120458378|XP_039501932.1|DSAN								LOC120320435|XP_002089650.1|DYAK		
N33.HOG0000070	OG0000003	n538																											LOC120458775|XP_039502488.1|DSAN								LOC6528128|XP_002089195.3|DYAK		
N33.HOG0000071	OG0000004	n84																																			LOC120322179|XP_039233170.1|DYAK, LOC6529212|XP_002090219.3|DYAK, LOC120322177|XP_039233168.1|DYAK, LOC120322178|XP_039233169.1|DYAK, LOC6539223|XP_002086123.3|DYAK		
N33.HOG0000072	OG0000004	n93																																			LOC120322176|XP_039233166.1|DYAK		
N33.HOG0000073	OG0000004	n133																											LOC120457917|XP_039501356.1|DSAN, LOC120457922|XP_039501362.1|DSAN, LOC120457921|XP_039501361.1|DSAN, LOC120457915|XP_039501354.1|DSAN, LOC120457914|XP_039501353.1|DSAN								LOC120322186|XP_039233176.1|DYAK		
N33.HOG0000074	OG0000004	n138																											LOC120457919|XP_039501359.1|DSAN								LOC6539221|XP_002086122.2|DYAK		
N33.HOG0000075	OG0000004	n140																											LOC120446198|XP_039482981.1|DSAN								LOC120322184|XP_039233174.1|DYAK, LOC120322182|XP_039233172.1|DYAK		
N33.HOG0000076	OG0000004	n142																											LOC120457920|XP_039501360.1|DSAN								LOC120322183|XP_039233173.1|DYAK		
N33.HOG0000077	OG0000004	n143																											LOC120457918|XP_039501357.1|DSAN								LOC26535476|XP_015044590.2|DYAK		
N33.HOG0000078	OG0000004	n144																											LOC120457924|XP_039501363.1|DSAN, LOC120457925|XP_039501364.1|DSAN								LOC120322185|XP_039233175.1|DYAK		
N33.HOG0000079	OG0000004	n571																																			LOC6540440|XP_039228255.1|DYAK		
N33.HOG0000080	OG0000005	n213																											LOC120457954|XP_039501393.1|DSAN								LOC120322209|XP_039233200.1|DYAK		
N33.HOG0000081	OG0000005	n219																											LOC120445992|XP_039482658.1|DSAN										
N33.HOG0000082	OG0000005	n222																																			LOC120322210|XP_039233201.1|DYAK		
N33.HOG0000083	OG0000005	n241																											LOC120457948|XP_039501388.1|DSAN										
N33.HOG0000084	OG0000005	n246																																			LOC120321200|XP_039229119.1|DYAK, LOC120321199|XP_039229118.1|DYAK		
N33.HOG0000085	OG0000005	n291																																			LOC120321241|XP_039229337.1|DYAK		
N33.HOG0000086	OG0000005	n301																																			LOC120321242|XP_039229338.1|DYAK		
N33.HOG0000087	OG0000005	n302																											LOC120457673|XP_039501099.1|DSAN										
N33.HOG0000088	OG0000005	n303																																			LOC120322205|XP_039233196.1|DYAK		
N33.HOG0000089	OG0000005	n305																																			LOC120321244|XP_039229340.1|DYAK		
N33.HOG0000090	OG0000005	n306																																			LOC120322201|XP_039233192.1|DYAK		
N33.HOG0000091	OG0000005	n311																											LOC120457947|XP_039501387.1|DSAN										
N33.HOG0000092	OG0000005	n312																											LOC120457955|XP_039501394.1|DSAN								LOC6539222|XP_002086121.1|DYAK		
N33.HOG0000093	OG0000005	n321																																			LOC6540449|XP_002087252.2|DYAK		
N33.HOG0000094	OG0000005	n322																											LOC120457951|XP_039501391.1|DSAN								LOC120322208|XP_039233199.1|DYAK		
N33.HOG0000095	OG0000005	n323																																			LOC120322200|XP_039233191.1|DYAK		
N33.HOG0000096	OG0000005	n324																											LOC120457946|XP_039501386.1|DSAN								LOC120321243|XP_039229339.1|DYAK		
N33.HOG0000097	OG0000005	n328																																			LOC120322202|XP_039233193.1|DYAK		
N33.HOG0000098	OG0000005	n332																											LOC120457671|XP_039501098.1|DSAN										
N33.HOG0000099	OG0000005	n334																											LOC120457952|XP_039501392.1|DSAN										
N33.HOG0000100	OG0000005	n336																																			LOC120322226|XP_039233214.1|DYAK		
N33.HOG0000101	OG0000005	n337																											LOC120457949|XP_039501389.1|DSAN										
N33.HOG0000102	OG0000005	n338																											LOC120457958|XP_039501397.1|DSAN, LOC120457959|XP_039501398.1|DSAN										
N33.HOG0000103	OG0000005	n474																																			LOC6540448|XP_002087255.2|DYAK		
N33.HOG0000104	OG0000006	n65																											LOC120457941|XP_039501382.1|DSAN										
N33.HOG0000105	OG0000006	n103																											LOC120457932|XP_039501372.1|DSAN										
N33.HOG0000106	OG0000006	n120																																			LOC6540215|XP_039233179.1|DYAK		
N33.HOG0000107	OG0000006	n171																											LOC120457930|XP_039501368.1|DSAN, LOC120457681|XP_039501104.1|DSAN, LOC120457931|XP_039501371.1|DSAN								LOC120322197|XP_039233188.1|DYAK, LOC120322195|XP_039233186.1|DYAK		
N33.HOG0000108	OG0000006	n241																																			LOC120322196|XP_039233187.1|DYAK		
N33.HOG0000109	OG0000006	n242																																			LOC120321238|XP_039229334.1|DYAK		
N33.HOG0000110	OG0000006	n247																											LOC120457935|XP_039501376.1|DSAN										
N33.HOG0000111	OG0000006	n258																											LOC120457934|XP_039501374.1|DSAN										
N33.HOG0000112	OG0000006	n259																																			LOC120322198|XP_039233189.1|DYAK		
N33.HOG0000113	OG0000006	n273																																			LOC120321198|XP_039229117.1|DYAK		
N33.HOG0000114	OG0000006	n286																											LOC120457680|XP_039501103.1|DSAN										
N33.HOG0000115	OG0000006	n422																																			LOC26535831|XP_015045247.2|DYAK		
N33.HOG0000116	OG0000006	n495																																			LOC120322193|XP_039233184.1|DYAK		
N33.HOG0000117	OG0000006	n497																																			LOC6540447|XP_002087253.2|DYAK		
N33.HOG0000118	OG0000006	n499																											LOC120457943|XP_039501383.1|DSAN								LOC6540554|XP_002087344.1|DYAK		
N33.HOG0000119	OG0000006	n501																											LOC120445991|XP_039482657.1|DSAN										
N33.HOG0000120	OG0000006	n505																											LOC120457674|XP_039501100.1|DSAN										
N33.HOG0000121	OG0000007	n36																											LOC120450299|XP_039489171.1|DSAN								LOC6534313|XP_002094993.1|DYAK, LOC6534314|XP_002094994.3|DYAK, LOC120321601|XP_039230656.1|DYAK		
N33.HOG0000122	OG0000007	n58																											LOC120449593|XP_039488092.1|DSAN								LOC6533142|XP_002093868.1|DYAK		
N33.HOG0000123	OG0000007	n98																											LOC120449309|XP_039487635.1|DSAN								LOC6533143|XP_002093869.1|DYAK		
N33.HOG0000124	OG0000007	n122																											LOC120449521|XP_039487968.1|DSAN								LOC6533140|XP_002093866.1|DYAK		
N33.HOG0000125	OG0000007	n148																											LOC120448495|XP_039486458.1|DSAN								LOC6533138|XP_002093864.1|DYAK		
N33.HOG0000126	OG0000007	n156																											LOC120448563|XP_039486553.1|DSAN								LOC6533139|XP_002093865.1|DYAK		
N33.HOG0000127	OG0000007	n194																											LOC120458533|XP_039502144.1|DSAN								LOC6527619|XP_002088707.1|DYAK		
N33.HOG0000128	OG0000007	n216																											LOC120455948|XP_039498425.1|DSAN								LOC6528628|XP_002089670.1|DYAK		
N33.HOG0000129	OG0000007	n286																											LOC120453571|XP_039494262.1|DSAN								LOC6538895|XP_002099399.1|DYAK		
N33.HOG0000130	OG0000007	n287																											LOC120453413|XP_039494045.1|DSAN								LOC6538894|XP_002099398.2|DYAK		
N33.HOG0000131	OG0000007	n300																											LOC120453614|XP_039494328.1|DSAN, LOC120453672|XP_039494416.1|DSAN								LOC26535513|XP_015044938.2|DYAK, LOC26535290|XP_015044714.2|DYAK		
N33.HOG0000132	OG0000007	n337																											LOC120458508|XP_039502112.1|DSAN								LOC6527618|XP_002088706.1|DYAK		
N33.HOG0000133	OG0000007	n370																											LOC120448335|XP_039486223.1|DSAN								LOC6532723|XP_002093465.1|DYAK		
N33.HOG0000134	OG0000007	n382																											LOC120448331|XP_039486219.1|DSAN								LOC6532724|XP_002093466.1|DYAK		
N33.HOG0000135	OG0000007	n402																											LOC120450012|XP_039488670.1|DSAN								LOC6527620|XP_002088708.1|DYAK		
N33.HOG0000136	OG0000007	n467																											LOC120449828|XP_039488411.1|DSAN								LOC6533144|XP_002093870.1|DYAK		
N33.HOG0000137	OG0000007	n485																											LOC120449911|XP_039488536.1|DSAN								LOC6533145|XP_002093871.1|DYAK		
N33.HOG0000138	OG0000008	n1																											LOC120451092|XP_039490416.1|DSAN								LOC26536044|XP_039231154.1|DYAK		
N33.HOG0000139	OG0000008	n77																											LOC120449655|XP_039488186.1|DSAN								LOC6532927|XP_002093663.1|DYAK		
N33.HOG0000140	OG0000008	n135																											LOC120449654|XP_039488185.1|DSAN								LOC6532930|XP_002093666.1|DYAK		
N33.HOG0000141	OG0000008	n168																											LOC120458586|XP_039502222.1|DSAN								LOC6527319|XP_002088412.1|DYAK		
N33.HOG0000142	OG0000008	n204																											LOC120449658|XP_039488188.1|DSAN								LOC6532928|XP_002093664.1|DYAK		
N33.HOG0000143	OG0000008	n241																											LOC120456894|XP_039499926.1|DSAN								LOC6524096|XP_002099960.1|DYAK		
N33.HOG0000144	OG0000008	n301																											LOC120453054|XP_039493509.1|DSAN, LOC120453055|XP_039493511.1|DSAN								LOC6536138|XP_039231652.1|DYAK		
N33.HOG0000145	OG0000008	n319																											LOC120453056|XP_039493512.1|DSAN								LOC6536141|XP_039231654.1|DYAK		
N33.HOG0000146	OG0000008	n347																											LOC120453871|XP_039494710.1|DSAN								LOC6536143|XP_002096744.1|DYAK		
N33.HOG0000147	OG0000008	n397																											LOC120453053|XP_039493508.1|DSAN								LOC6536140|XP_002096741.1|DYAK		
N33.HOG0000148	OG0000008	n420																											LOC120452274|XP_039492339.1|DSAN								LOC6536142|XP_002096743.1|DYAK		
N33.HOG0000149	OG0000008	n447																											LOC120453887|XP_039494738.1|DSAN								LOC6536144|XP_002096745.1|DYAK		
N33.HOG0000150	OG0000009	n104																											LOC120452846|XP_039493217.1|DSAN								LOC6535723|XP_002096349.3|DYAK		
N33.HOG0000151	OG0000009	n139																											LOC120453968|XP_039494853.1|DSAN								LOC6535721|XP_002096347.1|DYAK		
N33.HOG0000152	OG0000009	n185																											LOC120454581|XP_039495924.1|DSAN								LOC6535720|XP_002096346.1|DYAK		
N33.HOG0000153	OG0000009	n207																											LOC120452847|XP_039493218.1|DSAN								LOC6535722|XP_002096348.1|DYAK		
N33.HOG0000154	OG0000009	n255																											LOC120447920|XP_039485510.1|DSAN								LOC6533117|XP_002093843.1|DYAK		
N33.HOG0000155	OG0000009	n264																											LOC120447921|XP_039485511.1|DSAN								LOC6533118|XP_002093844.1|DYAK		
N33.HOG0000156	OG0000009	n306																											LOC120446532|XP_039483479.1|DSAN								LOC6532044|XP_002092821.1|DYAK		
N33.HOG0000157	OG0000009	n342																											LOC120453301|XP_039493868.1|DSAN								LOC6536768|XP_002097339.1|DYAK		
N33.HOG0000158	OG0000009	n371																											LOC120445192|XP_039481349.1|DSAN								LOC6530109|XP_002091055.1|DYAK		
N33.HOG0000159	OG0000009	n436																											LOC120445195|XP_039481352.1|DSAN, LOC120445193|XP_039481350.1|DSAN								LOC6530111|XP_002091057.1|DYAK		
N33.HOG0000160	OG0000010	n162																																			LOC120321245|XP_039229342.1|DYAK		
N33.HOG0000161	OG0000010	n163																																			LOC120322219|XP_039233209.1|DYAK		
N33.HOG0000162	OG0000010	n275																																			LOC120322214|XP_039233205.1|DYAK, LOC120322218|XP_039233208.1|DYAK		
N33.HOG0000163	OG0000010	n313																											LOC120457972|XP_039501407.1|DSAN										
N33.HOG0000164	OG0000010	n317																											LOC120457967|XP_039501402.1|DSAN										
N33.HOG0000165	OG0000010	n383																																			LOC120322222|XP_039233212.1|DYAK		
N33.HOG0000166	OG0000010	n428																																			LOC120322220|XP_039233210.1|DYAK		
N33.HOG0000167	OG0000010	n434																																			LOC26535724|XP_039233215.1|DYAK, LOC120322221|XP_039233211.1|DYAK		
N33.HOG0000168	OG0000010	n443																											LOC120457962|XP_039501399.1|DSAN										
N33.HOG0000169	OG0000011	n24																																			LOC26534881|XP_015054560.1|DYAK		
N33.HOG0000170	OG0000011	n38																											LOC120456909|XP_039499973.1|DSAN								LOC6525318|XP_002101154.2|DYAK		
N33.HOG0000171	OG0000011	n64																											LOC120458387|XP_039501940.1|DSAN								LOC120320450|XP_039227155.1|DYAK		
N33.HOG0000172	OG0000011	n81																											LOC120458388|XP_039501941.1|DSAN								LOC6526687|XP_002087792.2|DYAK		
N33.HOG0000173	OG0000011	n105																											LOC120458054|XP_039501501.1|DSAN								LOC6526836|XP_039227102.1|DYAK		
N33.HOG0000174	OG0000011	n106																											LOC120458044|XP_039501490.1|DSAN								LOC6526837|XP_002087937.1|DYAK		
N33.HOG0000175	OG0000011	n118																											LOC120449699|XP_039488248.1|DSAN								LOC26535503|XP_015045173.2|DYAK		
N33.HOG0000176	OG0000011	n189																											LOC120454523|XP_039495825.1|DSAN										
N33.HOG0000177	OG0000011	n200																											LOC120444818|XP_039480708.1|DSAN								LOC6529533|XP_039228709.1|DYAK		
N33.HOG0000178	OG0000011	n213																											LOC120447070|XP_039484395.1|DSAN										
N33.HOG0000179	OG0000011	n214																											LOC120445760|XP_039482290.1|DSAN								LOC6529527|XP_039228713.1|DYAK		
N33.HOG0000180	OG0000011	n226																											LOC120454945|XP_039496647.1|DSAN								LOC120320662|XP_039226899.1|DYAK		
N33.HOG0000181	OG0000011	n325																											LOC120449538|XP_039487994.1|DSAN								LOC6534062|XP_002094748.1|DYAK		
N33.HOG0000182	OG0000011	n349																											LOC120449537|XP_039487993.1|DSAN								LOC6534063|XP_002094749.1|DYAK		
N33.HOG0000183	OG0000011	n375																											LOC120452178|XP_039492220.1|DSAN								LOC6536394|XP_002096976.1|DYAK		
N33.HOG0000184	OG0000012	n25																											LOC120445821|XP_039482372.1|DSAN								LOC6530957|XP_002091795.1|DYAK		
N33.HOG0000185	OG0000012	n53																											LOC120445820|XP_039482371.1|DSAN								LOC6530958|XP_002091796.1|DYAK		
N33.HOG0000186	OG0000012	n86																											LOC120446192|XP_039482973.1|DSAN								LOC6530959|XP_015051811.1|DYAK		
N33.HOG0000187	OG0000012	n118																											LOC120446256|XP_039483062.1|DSAN								LOC6530956|XP_002091794.1|DYAK		
N33.HOG0000188	OG0000012	n167																																			LOC6530954|XP_002091792.1|DYAK		
N33.HOG0000189	OG0000012	n208																											LOC120444865|XP_039480765.1|DSAN								LOC6530955|XP_002091793.1|DYAK		
N33.HOG0000190	OG0000012	n269																											LOC120445730|XP_039482234.1|DSAN								LOC6530135|XP_002091081.1|DYAK		
N33.HOG0000191	OG0000012	n291																											LOC120446629|XP_039483624.1|DSAN								LOC6530133|XP_002091079.2|DYAK		
N33.HOG0000192	OG0000012	n313																											LOC120446410|XP_039483290.1|DSAN								LOC6530132|XP_002091078.1|DYAK		
N33.HOG0000193	OG0000012	n330																											LOC120445226|XP_039481417.1|DSAN								LOC6530131|XP_002091077.2|DYAK		
N33.HOG0000194	OG0000012	n357																											LOC120446006|XP_039482689.1|DSAN								LOC6530130|XP_002091076.1|DYAK		
N33.HOG0000195	OG0000012	n379																											LOC120446007|XP_039482691.1|DSAN								LOC6530129|XP_002091075.1|DYAK		
N33.HOG0000196	OG0000013	n1																											LOC120444466|XP_039480072.1|DSAN								LOC6530359|XP_002091285.1|DYAK		
N33.HOG0000197	OG0000013	n40																											LOC120456796|XP_039499752.1|DSAN								LOC6525539|XP_002101374.1|DYAK		
N33.HOG0000198	OG0000013	n82																											LOC120450753|XP_039489810.1|DSAN								LOC6537221|XP_002097779.1|DYAK		
N33.HOG0000199	OG0000013	n124																											LOC120447659|XP_039485107.1|DSAN								LOC6534055|XP_002094741.1|DYAK		
N33.HOG0000200	OG0000013	n159																											LOC120450808|XP_039489911.1|DSAN								LOC6536907|XP_002097476.1|DYAK		
N33.HOG0000201	OG0000013	n239																											LOC120452623|XP_039492863.1|DSAN								LOC6538786|XP_002099299.1|DYAK		
N33.HOG0000202	OG0000013	n308																											LOC120450792|XP_039489887.1|DSAN, LOC120451564|XP_039491301.1|DSAN								LOC6536836|XP_039232142.1|DYAK, LOC6536837|XP_039232350.1|DYAK		
N33.HOG0000203	OG0000013	n319																											LOC120454351|XP_039495505.1|DSAN, LOC120451683|XP_039491500.1|DSAN								LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK		
N33.HOG0000204	OG0000014	n16																											LOC120450089|XP_039488815.1|DSAN								LOC120320742|XP_039227211.1|DYAK		
N33.HOG0000205	OG0000014	n28																																			LOC26535677|XP_039233320.1|DYAK, LOC26535673|XP_039231397.1|DYAK, LOC26534925|XP_039227759.1|DYAK, LOC120320583|XP_039226552.1|DYAK, LOC26536307|XP_039231773.1|DYAK, LOC120321866|XP_039231842.1|DYAK, LOC120322339|XP_039233322.1|DYAK		
N33.HOG0000206	OG0000014	n42																																			LOC120322409|XP_039233635.1|DYAK		
N33.HOG0000207	OG0000014	n56																											LOC120457516|XP_039500998.1|DSAN								LOC120321092|XP_039228481.1|DYAK		
N33.HOG0000208	OG0000014	n81																																			LOC120320535|XP_039226317.1|DYAK		
N33.HOG0000209	OG0000014	n147																																			LOC120322250|XP_039233239.1|DYAK, LOC120322248|XP_039233238.1|DYAK, LOC120321426|XP_039229753.1|DYAK		
N33.HOG0000210	OG0000015	n22																											LOC120446987|XP_039484221.1|DSAN								LOC6529704|XP_002090697.2|DYAK		
N33.HOG0000211	OG0000015	n190																											LOC120456360|XP_039499095.1|DSAN								LOC6526496|XP_039227173.1|DYAK		
