HOG	OG	Gene Tree Parent Clade	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
N12.HOG0000020	OG0000000	n978										LOC117563836|XP_034098256.1|DALB, LOC117572040|XP_034110494.1|DALB														LOC115762361|XP_030560396.1|DNOV													
N12.HOG0000021	OG0000000	n980										LOC117570317|XP_034107750.1|DALB																											
N12.HOG0000022	OG0000001	n37										LOC117573170|XP_034112033.1|DALB																											
N12.HOG0000023	OG0000001	n68																																		LOC116650073|XP_032289315.1|DVIR, LOC116649967|XP_032289174.1|DVIR			
N12.HOG0000024	OG0000001	n73										LOC117577421|XP_034118225.1|DALB, LOC117563691|XP_034098027.1|DALB, LOC117577317|XP_034118173.1|DALB																											
N12.HOG0000025	OG0000001	n76																								LOC115763936|XP_030562591.1|DNOV, LOC115763934|XP_030562589.1|DNOV, LOC115763935|XP_030562590.1|DNOV													
N12.HOG0000026	OG0000001	n184													LOC108603731|XP_033150745.1|DBUS																					LOC116650112|XP_032289334.1|DVIR			
N12.HOG0000027	OG0000001	n408																			LOC111593537|XP_030080394.1|DHYD															LOC116650083|XP_032289319.1|DVIR			
N12.HOG0000028	OG0000001	n717																																		LOC116649975|XP_032289192.1|DVIR, LOC116650014|XP_032289242.1|DVIR, LOC116650813|XP_032291445.1|DVIR, LOC116650693|XP_032291016.1|DVIR, LOC116650639|XP_032290738.1|DVIR, LOC116650317|XP_032289578.1|DVIR, LOC116650237|XP_032289383.1|DVIR, LOC116650018|XP_032289244.1|DVIR, LOC116651796|XP_032294718.1|DVIR, LOC116651620|XP_032294251.1|DVIR, LOC116652104|XP_032295893.1|DVIR, LOC116652102|XP_032295892.1|DVIR, LOC116651616|XP_032294247.1|DVIR, LOC116650104|XP_032289333.1|DVIR, LOC116649993|XP_032289204.1|DVIR, LOC116650569|XP_032290453.1|DVIR, LOC116652064|XP_032295773.1|DVIR			
N12.HOG0000029	OG0000001	n760																								LOC115768652|XP_030569188.1|DNOV										LOC116650307|XP_032289663.1|DVIR			
N12.HOG0000030	OG0000002	n24										LOC117570812|XP_034108562.1|DALB			LOC108595842|XP_033149063.1|DBUS, LOC108595765|XP_017836544.1|DBUS						LOC111601236|XP_023173500.2|DHYD					LOC115758620|XP_030555217.1|DNOV										LOC6625292|XP_002049777.1|DVIR			
N12.HOG0000031	OG0000002	n29										LOC117566485|XP_034101909.1|DALB, LOC117569899|XP_034107131.1|DALB			LOC108594872|XP_033150920.1|DBUS, LOC108595434|XP_017836154.1|DBUS, LOC108595433|XP_017836153.1|DBUS, LOC108594873|XP_017835500.1|DBUS						LOC111601234|XP_023173498.1|DHYD																		
N12.HOG0000032	OG0000002	n37										LOC117571538|XP_034109620.1|DALB			LOC108596934|XP_017839382.1|DBUS						LOC115483422|XP_030081192.1|DHYD					LOC115759079|XP_030555811.1|DNOV										LOC6627081|XP_002049906.2|DVIR			
N12.HOG0000033	OG0000002	n62										LOC117571537|XP_034109617.1|DALB			LOC108596935|XP_017838603.1|DBUS						LOC111597015|XP_023167289.2|DHYD					LOC115762794|XP_030561011.1|DNOV										LOC6627080|XP_002049905.2|DVIR			
N12.HOG0000034	OG0000002	n100													LOC108594750|XP_017835378.1|DBUS						LOC111603957|XP_023177560.2|DHYD, LOC111593705|XP_023162430.2|DHYD, LOC111593796|XP_023162589.2|DHYD					LOC115766569|XP_030566411.1|DNOV, LOC115766589|XP_030566435.1|DNOV, LOC115766551|XP_030566386.1|DNOV, LOC115766590|XP_030566436.1|DNOV										LOC6625606|XP_002049101.2|DVIR, LOC26531234|XP_015030301.1|DVIR, LOC26531370|XP_015030317.1|DVIR, LOC26530966|XP_015030266.1|DVIR, LOC26531544|XP_015030345.1|DVIR, LOC116651265|XP_032293187.1|DVIR			
N12.HOG0000035	OG0000002	n117										LOC117572767|XP_034111746.1|DALB			LOC108598887|XP_017841137.1|DBUS						LOC111599235|XP_023170600.2|DHYD																		
N12.HOG0000036	OG0000002	n120																			LOC111597303|XP_023167695.2|DHYD																		
N12.HOG0000037	OG0000002	n127										LOC117565123|XP_034099981.1|DALB																											
N12.HOG0000038	OG0000002	n141													LOC108601753|XP_017845169.2|DBUS						LOC111605420|XP_023179700.2|DHYD, LOC111592634|XP_023160745.2|DHYD, LOC111603993|XP_030079085.1|DHYD, LOC115482929|XP_030079105.1|DHYD, LOC111603858|XP_030079043.1|DHYD, LOC111600559|XP_030079098.1|DHYD, LOC111600451|XP_023172322.2|DHYD, LOC111594787|XP_023164011.2|DHYD, LOC111602329|XP_030079126.1|DHYD, LOC111602302|XP_023175071.2|DHYD, LOC115483393|XP_030081030.1|DHYD, LOC111600330|XP_030081031.1|DHYD, LOC111600435|XP_023172296.1|DHYD					LOC115763088|XP_030561386.1|DNOV										LOC26531429|XP_015025398.1|DVIR, LOC116649881|XP_032289027.1|DVIR, LOC6634067|XP_002057869.2|DVIR			
N12.HOG0000039	OG0000002	n158													LOC108595831|XP_017836611.1|DBUS						LOC111600423|XP_023172273.1|DHYD																		
N12.HOG0000040	OG0000002	n222													LOC108599003|XP_033149617.1|DBUS																								
N12.HOG0000041	OG0000002	n382										LOC117571106|XP_034108978.1|DALB, LOC117571107|XP_034108980.1|DALB, LOC117564360|XP_034098965.1|DALB, LOC117565222|XP_034100121.1|DALB, LOC117565220|XP_034100119.1|DALB, LOC117564889|XP_034099728.1|DALB, LOC117564559|XP_034099283.1|DALB			LOC108594693|XP_017835323.1|DBUS, LOC108595763|XP_017836542.1|DBUS, LOC108597008|XP_017838774.1|DBUS, LOC108594696|XP_017835326.1|DBUS						LOC111594107|XP_023163033.2|DHYD, LOC111596089|XP_023165917.2|DHYD					LOC115766526|XP_030566353.1|DNOV, LOC115759172|XP_030555905.1|DNOV										LOC6626597|XP_002049033.2|DVIR			
N12.HOG0000042	OG0000002	n489										LOC117563399|XP_034097624.1|DALB, LOC117563790|XP_034098211.1|DALB			LOC108596077|XP_017836984.1|DBUS, LOC108594890|XP_017835517.1|DBUS, LOC108601590|XP_017844978.1|DBUS, LOC108608150|XP_017854886.2|DBUS, LOC108605447|XP_017850658.1|DBUS																								
N12.HOG0000043	OG0000002	n495													LOC108606977|XP_017853039.2|DBUS, LOC108608497|XP_017855382.1|DBUS											LOC115759342|XP_030556121.1|DNOV										LOC6628707|XP_002051325.3|DVIR			
N12.HOG0000044	OG0000002	n499													LOC108604221|XP_017849078.1|DBUS, LOC108596085|XP_017836995.1|DBUS																								
N12.HOG0000045	OG0000003	n182										LOC117570013|XP_034107320.1|DALB, LOC117566349|XP_034101726.1|DALB			LOC108597513|XP_017838772.1|DBUS											LOC115771220|XP_030572684.1|DNOV, LOC115771209|XP_030572672.1|DNOV										LOC6625469|XP_002049673.1|DVIR, LOC6625468|XP_002049672.1|DVIR			
N12.HOG0000046	OG0000003	n272										LOC117572199|XP_034110745.1|DALB, LOC117572196|XP_034110742.1|DALB, LOC117572200|XP_034110747.1|DALB, LOC117572197|XP_034110743.1|DALB, LOC117572198|XP_034110744.1|DALB			LOC108594616|XP_033149091.1|DBUS, LOC117134638|XP_033149093.1|DBUS						LOC111601324|XP_030080917.1|DHYD, LOC115483365|XP_030080916.1|DHYD, LOC111603516|XP_023176908.2|DHYD																		
N12.HOG0000047	OG0000003	n308										LOC117566350|XP_034101727.1|DALB, LOC117566352|XP_034101730.1|DALB, LOC117566353|XP_034101731.1|DALB														LOC115771231|XP_030572696.1|DNOV													
N12.HOG0000048	OG0000003	n345													LOC108595075|XP_017835712.2|DBUS						LOC111602573|XP_030082008.1|DHYD					LOC115762126|XP_030560095.1|DNOV										LOC6625082|XP_002050483.2|DVIR			
N12.HOG0000049	OG0000003	n419																			LOC111602546|XP_030082007.1|DHYD															LOC6625465|XP_032292893.1|DVIR			
N12.HOG0000050	OG0000003	n421										LOC117566351|XP_034101728.1|DALB									LOC115483813|XP_030082015.1|DHYD																		
N12.HOG0000051	OG0000003	n453										LOC117572391|XP_034111057.1|DALB			LOC108595008|XP_017835631.1|DBUS						LOC111601269|XP_023173548.2|DHYD					LOC115763094|XP_030561396.1|DNOV										LOC6624735|XP_002049738.1|DVIR			
N12.HOG0000052	OG0000003	n461										LOC117570242|XP_034107635.1|DALB			LOC108594852|XP_033148959.1|DBUS											LOC115762286|XP_030560313.1|DNOV										LOC6625464|XP_002049668.1|DVIR			
N12.HOG0000053	OG0000003	n487										LOC117569608|XP_034106735.1|DALB, LOC117569606|XP_034106733.1|DALB, LOC117569607|XP_034106734.1|DALB, LOC117569605|XP_034106730.1|DALB			LOC108597142|XP_017839023.1|DBUS											LOC115771912|XP_030573666.1|DNOV										LOC6625463|XP_002049667.1|DVIR			
N12.HOG0000054	OG0000003	n538										LOC117564506|XP_034099214.1|DALB, LOC117563737|XP_034098107.1|DALB, LOC117564505|XP_034099213.1|DALB			LOC108608148|XP_017854884.1|DBUS						LOC111602383|XP_023175172.2|DHYD					LOC115758743|XP_030555359.1|DNOV										LOC6627946|XP_002051419.1|DVIR			
N12.HOG0000055	OG0000004	n157										LOC117566082|XP_034101454.1|DALB, LOC117566081|XP_034101452.1|DALB, LOC117565593|XP_034100683.1|DALB, LOC117566015|XP_034101336.1|DALB, LOC117564273|XP_034098866.1|DALB, LOC117566148|XP_034101526.1|DALB, LOC117564274|XP_034098867.1|DALB																											
N12.HOG0000056	OG0000004	n202													LOC117134690|XP_033149085.1|DBUS						LOC115482864|XP_030078974.1|DHYD, LOC115482862|XP_030078972.1|DHYD, LOC115483277|XP_030080480.1|DHYD, LOC115483278|XP_030080481.1|DHYD, LOC115483276|XP_030080479.1|DHYD, LOC115482886|XP_030078995.1|DHYD, LOC115483206|XP_030080327.1|DHYD, LOC115483275|XP_030080478.1|DHYD, LOC115483267|XP_030080472.1|DHYD, LOC115483230|XP_030080434.1|DHYD, LOC115483309|XP_030080546.1|DHYD, LOC115482887|XP_030078996.1|DHYD, LOC115482860|XP_030078970.1|DHYD, LOC115483248|XP_030080453.1|DHYD, LOC115483246|XP_030080451.1|DHYD, LOC115483247|XP_030080452.1|DHYD, LOC115483245|XP_030080449.1|DHYD, LOC115483244|XP_030080448.1|DHYD, LOC115483209|XP_030080334.1|DHYD, LOC115482899|XP_030079007.1|DHYD, LOC115482861|XP_030078971.1|DHYD, LOC115483189|XP_030080234.1|DHYD, LOC115483208|XP_030080332.1|DHYD, LOC115482863|XP_030078973.1|DHYD, LOC115482865|XP_030078975.1|DHYD, LOC115482894|XP_030079003.1|DHYD					LOC115761954|XP_030559853.1|DNOV, LOC115761946|XP_030559842.1|DNOV, LOC115762001|XP_030559929.1|DNOV, LOC115762002|XP_030559930.1|DNOV, LOC115761845|XP_030559687.1|DNOV, LOC115770610|XP_030571806.1|DNOV, LOC115770902|XP_030572197.1|DNOV, LOC115761947|XP_030559843.1|DNOV, LOC115770614|XP_030571810.1|DNOV, LOC115770578|XP_030571761.1|DNOV, LOC115761878|XP_030559739.1|DNOV, LOC115760068|XP_030557108.1|DNOV, LOC115759838|XP_030556792.1|DNOV										LOC116649797|XP_032288819.1|DVIR, LOC6636964|XP_002060406.2|DVIR, LOC6630109|XP_002053102.1|DVIR, LOC6637028|XP_032296768.1|DVIR, LOC6630078|XP_032288808.1|DVIR, LOC6630104|XP_002053097.1|DVIR, LOC6630838|XP_002053114.1|DVIR, LOC26531848|XP_015023755.2|DVIR, LOC116651593|XP_032294196.1|DVIR, LOC6627875|XP_002052272.1|DVIR, LOC6627872|XP_002052269.1|DVIR, LOC6627867|XP_002052264.1|DVIR, LOC26530598|XP_015027811.1|DVIR, LOC116649798|XP_032288820.1|DVIR			
N12.HOG0000057	OG0000004	n344																			LOC115483268|XP_030080473.1|DHYD, LOC115483296|XP_030080509.1|DHYD, LOC115483295|XP_030080508.1|DHYD																		
N12.HOG0000058	OG0000005	n2																																		LOC26530672|XP_032288850.1|DVIR			
N12.HOG0000059	OG0000005	n98										LOC117564296|XP_034098886.1|DALB																											
N12.HOG0000060	OG0000005	n136																								LOC115761918|XP_030559796.1|DNOV													
N12.HOG0000061	OG0000005	n141										LOC117564288|XP_034098878.1|DALB																											
N12.HOG0000062	OG0000005	n158																			LOC115482903|XP_030079010.1|DHYD																		
N12.HOG0000063	OG0000005	n165										LOC117564293|XP_034098882.1|DALB																											
N12.HOG0000064	OG0000005	n171										LOC117566149|XP_034101527.1|DALB														LOC115770818|XP_030572100.1|DNOV													
N12.HOG0000065	OG0000005	n196										LOC117564295|XP_034098885.1|DALB																								LOC6636998|XP_002060428.1|DVIR			
N12.HOG0000066	OG0000005	n201																																		LOC26530621|XP_015023595.2|DVIR			
N12.HOG0000067	OG0000005	n400																																		LOC116649813|XP_032288842.1|DVIR			
N12.HOG0000068	OG0000005	n403																			LOC115483190|XP_030080235.1|DHYD					LOC115770819|XP_030572101.1|DNOV										LOC116649820|XP_032288853.1|DVIR			
N12.HOG0000069	OG0000005	n407																																		LOC116649817|XP_032288847.1|DVIR			
N12.HOG0000070	OG0000005	n410																			LOC115483284|XP_030080487.1|DHYD																		
N12.HOG0000071	OG0000005	n413																			LOC115482890|XP_030078999.1|DHYD					LOC115770899|XP_030572193.1|DNOV										LOC6630835|XP_002053111.1|DVIR			
N12.HOG0000072	OG0000005	n422																								LOC115761880|XP_030559741.1|DNOV													
N12.HOG0000073	OG0000005	n423																			LOC115483259|XP_030080464.1|DHYD					LOC115761847|XP_030559689.1|DNOV										LOC116649819|XP_032288852.1|DVIR			
N12.HOG0000074	OG0000005	n425																			LOC115483202|XP_030080291.1|DHYD																		
N12.HOG0000075	OG0000005	n427										LOC117566019|XP_034101338.1|DALB									LOC115483285|XP_030080488.1|DHYD															LOC116649816|XP_032288846.1|DVIR			
N12.HOG0000076	OG0000005	n432																								LOC115770817|XP_030572099.1|DNOV													
N12.HOG0000077	OG0000005	n436																			LOC115482874|XP_030078984.1|DHYD																		
N12.HOG0000078	OG0000005	n438										LOC117564289|XP_034098879.1|DALB																											
N12.HOG0000079	OG0000005	n443																			LOC115483300|XP_030080513.1|DHYD					LOC115761855|XP_030559702.1|DNOV													
N12.HOG0000080	OG0000005	n474																																		LOC6630079|XP_002053089.1|DVIR			
N12.HOG0000081	OG0000006	n33																																		LOC116649808|XP_032288834.1|DVIR			
N12.HOG0000082	OG0000006	n40																								LOC115761951|XP_030559850.1|DNOV										LOC6637025|XP_002060454.1|DVIR			
N12.HOG0000083	OG0000006	n50																			LOC115483282|XP_030080485.1|DHYD																		
N12.HOG0000084	OG0000006	n92																								LOC115761879|XP_030559740.1|DNOV													
N12.HOG0000085	OG0000006	n132																			LOC115483249|XP_030080454.1|DHYD					LOC115761994|XP_030559922.1|DNOV										LOC116649803|XP_032288825.1|DVIR			
N12.HOG0000086	OG0000006	n171										LOC117564284|XP_034098874.1|DALB, LOC117563579|XP_034097856.1|DALB									LOC115483251|XP_030080456.1|DHYD					LOC115761996|XP_030559923.1|DNOV, LOC115761966|XP_030559868.1|DNOV, LOC115768961|XP_030569544.1|DNOV										LOC6637262|XP_032288828.1|DVIR			
N12.HOG0000087	OG0000006	n233																			LOC115483279|XP_030080482.1|DHYD															LOC116649810|XP_032288837.1|DVIR			
N12.HOG0000088	OG0000006	n239																			LOC115483252|XP_030080457.1|DHYD																		
N12.HOG0000089	OG0000006	n242																																		LOC6630106|XP_032288838.1|DVIR			
N12.HOG0000090	OG0000006	n252																								LOC115770605|XP_030571802.1|DNOV													
N12.HOG0000091	OG0000006	n258																			LOC115483213|XP_030080345.1|DHYD																		
N12.HOG0000092	OG0000006	n259																			LOC115482868|XP_030078978.1|DHYD																		
N12.HOG0000093	OG0000006	n264																			LOC115483266|XP_030080471.1|DHYD																		
N12.HOG0000094	OG0000006	n267																																		LOC6637059|XP_002060475.1|DVIR			
N12.HOG0000095	OG0000006	n284																			LOC115483250|XP_030080455.1|DHYD																		
N12.HOG0000096	OG0000006	n286																								LOC115770815|XP_030572096.1|DNOV													
N12.HOG0000097	OG0000006	n290																			LOC115482873|XP_030078983.1|DHYD																		
N12.HOG0000098	OG0000006	n307																								LOC115761962|XP_030559863.1|DNOV													
N12.HOG0000099	OG0000006	n416																																		LOC6636997|XP_032288831.1|DVIR			
N12.HOG0000100	OG0000006	n422										LOC117564279|XP_034098869.1|DALB, LOC117566016|XP_034101337.1|DALB, LOC117564281|XP_034098870.1|DALB														LOC115770611|XP_030571807.1|DNOV													
N12.HOG0000101	OG0000006	n483																								LOC115770813|XP_030572094.1|DNOV													
N12.HOG0000102	OG0000006	n484										LOC117566088|XP_034101456.1|DALB																											
N12.HOG0000103	OG0000006	n488																			LOC115482889|XP_030078998.1|DHYD																		
N12.HOG0000104	OG0000006	n489																								LOC115770816|XP_030572098.1|DNOV													
N12.HOG0000105	OG0000006	n499																																		LOC6637312|XP_002060557.1|DVIR			
N12.HOG0000106	OG0000006	n501																			LOC115483280|XP_030080483.1|DHYD																		
N12.HOG0000107	OG0000006	n505										LOC117564286|XP_034098876.1|DALB														LOC115761841|XP_030559682.1|DNOV										LOC116649807|XP_032288833.1|DVIR			
N12.HOG0000108	OG0000006	n510																																		LOC6630840|XP_032288832.1|DVIR			
N12.HOG0000109	OG0000006	n513																																		LOC6637084|XP_002060495.1|DVIR			
N12.HOG0000110	OG0000007	n14										LOC117570587|XP_034108222.1|DALB									LOC111601090|XP_023173285.1|DHYD					LOC115771065|XP_030572477.1|DNOV										LOC6623864|XP_002046827.1|DVIR			
N12.HOG0000111	OG0000007	n36										LOC117572105|XP_034110613.1|DALB									LOC111601093|XP_023173297.2|DHYD					LOC115771063|XP_030572475.1|DNOV													
N12.HOG0000112	OG0000007	n58										LOC117571630|XP_034109745.1|DALB			LOC108598463|XP_017840596.2|DBUS						LOC111592429|XP_023160382.1|DHYD					LOC115767673|XP_030567825.1|DNOV										LOC6623030|XP_002046517.1|DVIR			
N12.HOG0000113	OG0000007	n98										LOC117571629|XP_034109744.1|DALB																											
N12.HOG0000114	OG0000007	n117										LOC117571628|XP_034109743.1|DALB			LOC108598398|XP_017840509.2|DBUS, LOC108598382|XP_017840491.1|DBUS						LOC111592441|XP_023160393.1|DHYD					LOC115767674|XP_030567827.1|DNOV, LOC115767675|XP_030567828.1|DNOV										LOC6622991|XP_032290827.1|DVIR, LOC6623031|XP_002046519.1|DVIR			
N12.HOG0000115	OG0000007	n189													LOC108595911|XP_017836691.1|DBUS											LOC115760652|XP_030557979.1|DNOV										LOC6625661|XP_002050782.1|DVIR			
N12.HOG0000116	OG0000007	n216										LOC117569226|XP_034106192.1|DALB, LOC117569228|XP_034106194.1|DALB									LOC111596952|XP_023167177.2|DHYD					LOC115767676|XP_030567829.1|DNOV, LOC115767677|XP_030567830.1|DNOV, LOC115767678|XP_030567831.1|DNOV										LOC116650729|XP_032291101.1|DVIR			
N12.HOG0000117	OG0000007	n320										LOC117569237|XP_034106201.1|DALB, LOC117569236|XP_034106200.1|DALB, LOC117571197|XP_034109131.1|DALB, LOC117569240|XP_034106204.1|DALB, LOC117569239|XP_034106203.1|DALB, LOC117569233|XP_034106198.1|DALB, LOC117568549|XP_034105159.1|DALB									LOC111596951|XP_023167176.2|DHYD, LOC111596954|XP_023167178.2|DHYD					LOC115767684|XP_030567836.1|DNOV, LOC115767682|XP_030567834.1|DNOV, LOC115767685|XP_030567839.1|DNOV, LOC115767680|XP_030567833.1|DNOV, LOC115767651|XP_030567798.1|DNOV, LOC115767650|XP_030567797.1|DNOV, LOC115767687|XP_030567841.1|DNOV										LOC6624626|XP_002046524.3|DVIR, LOC6637091|XP_002060502.3|DVIR, LOC6637042|XP_032290173.1|DVIR, LOC6624577|XP_032291102.1|DVIR, LOC6624526|XP_032291100.1|DVIR			
N12.HOG0000118	OG0000007	n366										LOC117569229|XP_034106195.1|DALB, LOC117569230|XP_034106196.1|DALB, LOC117569232|XP_034106197.1|DALB, LOC117569244|XP_034106208.1|DALB, LOC117569245|XP_034106210.1|DALB, LOC117569246|XP_034106211.1|DALB, LOC117569242|XP_034106206.1|DALB, LOC117569241|XP_034106205.1|DALB, LOC117569247|XP_034106212.1|DALB, LOC117569243|XP_034106207.1|DALB			LOC117134784|XP_033149441.1|DBUS						LOC115483711|XP_030081647.1|DHYD, LOC115483712|XP_030081648.1|DHYD, LOC115483714|XP_030081651.1|DHYD, LOC111596955|XP_023167179.2|DHYD, LOC115483713|XP_030081649.1|DHYD					LOC115767683|XP_030567835.1|DNOV, LOC115767686|XP_030567840.1|DNOV, LOC115767679|XP_030567832.1|DNOV, LOC115767690|XP_030567845.1|DNOV, LOC115767689|XP_030567844.1|DNOV, LOC115767688|XP_030567843.1|DNOV, LOC115767694|XP_030567848.1|DNOV, LOC115767691|XP_030567846.1|DNOV, LOC115767693|XP_030567847.1|DNOV										LOC6623051|XP_032290850.1|DVIR, LOC6623055|XP_002046521.1|DVIR, LOC6637041|XP_002060466.1|DVIR, LOC26531170|XP_032291103.1|DVIR, LOC6623833|XP_002046522.1|DVIR, LOC26531906|XP_032291104.1|DVIR, LOC116650731|XP_032291105.1|DVIR, LOC6624525|XP_002046523.1|DVIR			
N12.HOG0000119	OG0000008	n1										LOC117574613|XP_034114391.1|DALB			LOC108602201|XP_017845739.1|DBUS						LOC111604267|XP_023178033.1|DHYD					LOC115759663|XP_030556519.1|DNOV										LOC6629514|XP_002054585.2|DVIR			
N12.HOG0000120	OG0000008	n77										LOC117570995|XP_034108835.1|DALB									LOC111598804|XP_023169992.1|DHYD					LOC115762862|XP_030561098.1|DNOV										LOC6623720|XP_002046325.3|DVIR			
N12.HOG0000121	OG0000008	n135													LOC108599783|XP_017842330.1|DBUS						LOC111599437|XP_023170859.2|DHYD					LOC115762903|XP_030561140.1|DNOV										LOC6622211|XP_002046327.1|DVIR			
N12.HOG0000122	OG0000008	n168										LOC117565304|XP_034100233.1|DALB			LOC108597994|XP_017840102.1|DBUS						LOC111603756|XP_023177254.2|DHYD					LOC115759949|XP_030556951.1|DNOV										LOC6627554|XP_002052288.1|DVIR			
N12.HOG0000123	OG0000008	n204										LOC117571003|XP_034108844.1|DALB														LOC115762865|XP_030561099.1|DNOV										LOC26531283|XP_015031719.1|DVIR			
