HOG	OG	Gene Tree Parent Clade	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
N26.HOG0000016	OG0000000	n467														LOC108142886|XP_017122451.1|DELE			LOC108099246|XP_017058107.1|DFIC, LOC108099248|XP_017058109.1|DFIC, LOC108099245|XP_017058106.1|DFIC, LOC108099244|XP_017058105.1|DFIC, LOC108099249|XP_017058110.1|DFIC, LOC108099247|XP_017058108.1|DFIC																				
N26.HOG0000017	OG0000000	n499														LOC108141650|XP_017120608.1|DELE																							
N26.HOG0000018	OG0000000	n512														LOC108142885|XP_017122450.1|DELE																							
N26.HOG0000019	OG0000000	n521																	LOC108097817|XP_017055826.1|DFIC, LOC108097816|XP_017055825.1|DFIC																				
N26.HOG0000020	OG0000000	n524														LOC108145618|XP_017126643.1|DELE			LOC108100131|XP_017059373.1|DFIC																				
N26.HOG0000021	OG0000000	n562														LOC108141344|XP_017120143.1|DELE			LOC108093605|XP_017049220.1|DFIC																				
N26.HOG0000022	OG0000000	n565																	LOC108093703|XP_017049382.1|DFIC																				
N26.HOG0000023	OG0000000	n690																	LOC108087064|XP_017039728.1|DFIC																				
N26.HOG0000024	OG0000000	n693																	LOC108087061|XP_017039726.1|DFIC, LOC108087063|XP_017039727.1|DFIC																				
N26.HOG0000025	OG0000000	n698														LOC108148604|XP_017131171.1|DELE			LOC108099241|XP_017058101.1|DFIC																				
N26.HOG0000026	OG0000000	n715																	LOC108090590|XP_017044830.1|DFIC																				
N26.HOG0000027	OG0000000	n781														LOC108143648|XP_017123649.1|DELE																							
N26.HOG0000028	OG0000000	n795																	LOC108095110|XP_017051537.1|DFIC																				
N26.HOG0000029	OG0000000	n824																	LOC108101784|XP_017061750.1|DFIC, LOC108101785|XP_017061751.1|DFIC, LOC108101813|XP_017061779.1|DFIC																				
N26.HOG0000030	OG0000000	n827														LOC108144147|XP_017124279.1|DELE			LOC108101816|XP_017061781.1|DFIC, LOC108101815|XP_017061780.1|DFIC																				
N26.HOG0000031	OG0000000	n868														LOC108144148|XP_017124281.1|DELE, LOC108144149|XP_017124282.1|DELE, LOC108144287|XP_017124462.1|DELE																							
N26.HOG0000032	OG0000000	n875														LOC108147230|XP_017129111.1|DELE			LOC108097696|XP_017055657.1|DFIC																				
N26.HOG0000033	OG0000000	n936																	LOC108089293|XP_017042959.1|DFIC																				
N26.HOG0000034	OG0000000	n958														LOC108145639|XP_017126664.1|DELE			LOC108089294|XP_017042961.1|DFIC																				
N26.HOG0000035	OG0000000	n968														LOC108145640|XP_017126665.1|DELE																							
N26.HOG0000036	OG0000000	n982														LOC108135485|XP_017111717.1|DELE			LOC108091368|XP_017046009.1|DFIC																				
N26.HOG0000037	OG0000000	n1026														LOC108141030|XP_017119608.1|DELE			LOC108099733|XP_017058844.1|DFIC, LOC108099770|XP_017058887.1|DFIC, LOC108099727|XP_017058839.1|DFIC, LOC108087404|XP_017040233.1|DFIC, LOC108099732|XP_017058843.1|DFIC, LOC108099720|XP_017058832.1|DFIC, LOC108099731|XP_017058842.1|DFIC, LOC108099965|XP_017059141.1|DFIC, LOC108099726|XP_017058837.1|DFIC																				
N26.HOG0000038	OG0000001	n766																	LOC108098394|XP_017056755.1|DFIC																				
N26.HOG0000039	OG0000002	n4														LOC108144341|XP_017124554.1|DELE			LOC108090526|XP_017044733.1|DFIC																				
N26.HOG0000040	OG0000002	n37														LOC108143685|XP_017123691.1|DELE			LOC108090768|XP_017045096.1|DFIC																				
N26.HOG0000041	OG0000002	n62														LOC108143683|XP_017123690.1|DELE			LOC108090769|XP_017045098.1|DFIC																				
N26.HOG0000042	OG0000002	n120																	LOC108094815|XP_017051075.1|DFIC																				
N26.HOG0000043	OG0000002	n174																	LOC108095490|XP_017052085.1|DFIC																				
N26.HOG0000044	OG0000002	n178																	LOC108086334|XP_017038726.1|DFIC, LOC108086315|XP_017038706.1|DFIC, LOC108100826|XP_017060384.1|DFIC, LOC108100793|XP_017060324.1|DFIC																				
N26.HOG0000045	OG0000002	n191														LOC108138226|XP_017115837.1|DELE																							
N26.HOG0000046	OG0000002	n194														LOC108149858|XP_017133226.1|DELE																							
N26.HOG0000047	OG0000002	n244														LOC108147339|XP_017129256.1|DELE																							
N26.HOG0000048	OG0000002	n253														LOC108142258|XP_017121466.1|DELE																							
N26.HOG0000049	OG0000002	n386														LOC108147831|XP_017130074.1|DELE			LOC108092580|XP_017047713.1|DFIC																				
N26.HOG0000050	OG0000002	n417														LOC108134677|XP_017110563.1|DELE, LOC108134701|XP_017110586.1|DELE, LOC108134705|XP_017110590.1|DELE, LOC108134691|XP_017110578.1|DELE																							
N26.HOG0000051	OG0000002	n436														LOC108134735|XP_017110639.1|DELE																							
N26.HOG0000052	OG0000003	n186														LOC108144467|XP_017124860.1|DELE			LOC108087667|XP_017040650.1|DFIC																				
N26.HOG0000053	OG0000003	n201														LOC108144671|XP_017125217.1|DELE			LOC108087706|XP_017040711.1|DFIC, LOC108087707|XP_017040712.1|DFIC																				
N26.HOG0000054	OG0000003	n237														LOC108144670|XP_017125215.1|DELE			LOC108087705|XP_017040710.1|DFIC																				
N26.HOG0000055	OG0000003	n272														LOC108145092|XP_017125773.1|DELE			LOC108094289|XP_017050276.1|DFIC																				
N26.HOG0000056	OG0000003	n308														LOC108144466|XP_017124858.1|DELE			LOC108087668|XP_017040651.1|DFIC																				
N26.HOG0000057	OG0000003	n382														LOC108144468|XP_017124861.1|DELE			LOC108099209|XP_017058075.1|DFIC																				
N26.HOG0000058	OG0000003	n395														LOC108144801|XP_017125415.1|DELE			LOC108087749|XP_017040761.1|DFIC																				
N26.HOG0000059	OG0000003	n421														LOC108144820|XP_017125440.1|DELE																							
N26.HOG0000060	OG0000003	n441																	LOC108087605|XP_017040533.1|DFIC																				
N26.HOG0000061	OG0000003	n461														LOC108145352|XP_017126230.1|DELE			LOC108090320|XP_017044421.1|DFIC																				
N26.HOG0000062	OG0000003	n502														LOC108145367|XP_017126250.1|DELE			LOC108090319|XP_017044419.1|DFIC																				
N26.HOG0000063	OG0000003	n521																	LOC108090317|XP_017044417.1|DFIC, LOC108090318|XP_017044418.1|DFIC																				
N26.HOG0000064	OG0000004	n27																	LOC108094043|XP_017049969.1|DFIC																				
N26.HOG0000065	OG0000004	n157																	LOC108098156|XP_017056380.1|DFIC																				
N26.HOG0000066	OG0000004	n202														LOC108135195|XP_017111306.1|DELE, LOC108134559|XP_017110400.1|DELE																							
N26.HOG0000067	OG0000005	n42																	LOC108101399|XP_017061208.1|DFIC																				
N26.HOG0000068	OG0000005	n443																	LOC108098264|XP_017056555.1|DFIC																				
N26.HOG0000069	OG0000005	n448																	LOC108102298|XP_017038659.1|DFIC																				
N26.HOG0000070	OG0000006	n273																	LOC108098248|XP_017056531.1|DFIC																				
N26.HOG0000071	OG0000006	n422																	LOC108102292|XP_017062541.1|DFIC, LOC108102287|XP_017062528.1|DFIC																				
N26.HOG0000072	OG0000007	n36														LOC108135575|XP_017111853.1|DELE			LOC108099856|XP_017058991.1|DFIC																				
N26.HOG0000073	OG0000007	n58														LOC108142600|XP_017122060.1|DELE			LOC108093252|XP_017048717.1|DFIC																				
N26.HOG0000074	OG0000007	n98														LOC108142393|XP_017121722.1|DELE			LOC108093253|XP_017048718.1|DFIC																				
N26.HOG0000075	OG0000007	n122														LOC108142601|XP_017122061.1|DELE			LOC108093241|XP_017048705.1|DFIC																				
N26.HOG0000076	OG0000007	n141																	LOC108093034|XP_017048427.1|DFIC, LOC108093033|XP_017048426.1|DFIC																				
N26.HOG0000077	OG0000007	n156																	LOC108093169|XP_017048611.1|DFIC, LOC108093170|XP_017048612.1|DFIC																				
N26.HOG0000078	OG0000007	n164														LOC108142394|XP_017121723.1|DELE			LOC108093261|XP_017048727.1|DFIC																				
N26.HOG0000079	OG0000007	n189																	LOC108093260|XP_017048726.1|DFIC																				
N26.HOG0000080	OG0000007	n194														LOC108138840|XP_017116840.1|DELE, LOC108138841|XP_017116841.1|DELE			LOC108089978|XP_017043968.1|DFIC																				
N26.HOG0000081	OG0000007	n216																	LOC108090582|XP_017044820.1|DFIC																				
N26.HOG0000082	OG0000007	n263														LOC108148444|XP_017130968.1|DELE			LOC108099497|XP_017058547.1|DFIC																				
N26.HOG0000083	OG0000007	n278														LOC108148696|XP_017131333.1|DELE, LOC108148697|XP_017131334.1|DELE, LOC108148759|XP_017131449.1|DELE, LOC108148468|XP_017130989.1|DELE			LOC108099495|XP_017058545.1|DFIC, LOC108099496|XP_017058546.1|DFIC																				
N26.HOG0000084	OG0000007	n283																	LOC108088540|XP_017041874.1|DFIC																				
N26.HOG0000085	OG0000007	n320														LOC108138842|XP_017116842.1|DELE			LOC108089778|XP_017043661.1|DFIC																				
N26.HOG0000086	OG0000007	n370																	LOC108088955|XP_017042464.1|DFIC																				
N26.HOG0000087	OG0000007	n382																	LOC108088950|XP_017042460.1|DFIC																				
N26.HOG0000088	OG0000007	n402														LOC108138843|XP_017116844.1|DELE, LOC108138844|XP_017116845.1|DELE			LOC108089918|XP_017043889.1|DFIC, LOC108089772|XP_017043652.1|DFIC																				
N26.HOG0000089	OG0000007	n467														LOC108142395|XP_017121724.1|DELE			LOC108093152|XP_017048588.1|DFIC																				
N26.HOG0000090	OG0000007	n485														LOC108142396|XP_017121725.1|DELE			LOC108093153|XP_017048589.1|DFIC																				
N26.HOG0000091	OG0000008	n1														LOC108149642|XP_017132905.1|DELE			LOC108101034|XP_017060691.1|DFIC																				
N26.HOG0000092	OG0000008	n77														LOC108145869|XP_017126996.1|DELE																							
N26.HOG0000093	OG0000008	n135														LOC108145867|XP_017126995.1|DELE			LOC108100331|XP_017059630.1|DFIC																				
N26.HOG0000094	OG0000008	n168														LOC108138029|XP_017115491.1|DELE			LOC108093477|XP_017049051.1|DFIC																				
N26.HOG0000095	OG0000008	n204														LOC108145871|XP_017126998.1|DELE			LOC108100333|XP_017059632.1|DFIC																				
N26.HOG0000096	OG0000008	n241														LOC108149861|XP_017133230.1|DELE																							
N26.HOG0000097	OG0000008	n256														LOC108148320|XP_017130800.1|DELE, LOC108148319|XP_017130799.1|DELE			LOC108091741|XP_017046574.1|DFIC, LOC108091742|XP_017046575.1|DFIC																				
N26.HOG0000098	OG0000008	n319														LOC108148323|XP_017130803.1|DELE			LOC108091746|XP_017046577.1|DFIC																				
N26.HOG0000099	OG0000008	n347														LOC108148325|XP_017130805.1|DELE			LOC108091769|XP_017046605.1|DFIC																				
N26.HOG0000100	OG0000008	n397														LOC108148321|XP_017130801.1|DELE			LOC108091757|XP_017046589.1|DFIC																				
N26.HOG0000101	OG0000008	n420														LOC108148322|XP_017130802.1|DELE			LOC108091754|XP_017046587.1|DFIC																				
N26.HOG0000102	OG0000008	n447														LOC108148324|XP_017130804.1|DELE			LOC108091767|XP_017046601.1|DFIC																				
N26.HOG0000103	OG0000009	n104														LOC108137036|XP_017114024.1|DELE			LOC108101115|XP_017060823.1|DFIC																				
N26.HOG0000104	OG0000009	n139														LOC108136709|XP_017113523.1|DELE			LOC108101125|XP_017060838.1|DFIC																				
N26.HOG0000105	OG0000009	n171														LOC108144089|XP_017124230.1|DELE			LOC108093288|XP_017048753.1|DFIC																				
N26.HOG0000106	OG0000009	n185														LOC108136793|XP_017113657.1|DELE			LOC108101126|XP_017060839.1|DFIC, LOC108101038|XP_017060695.1|DFIC, LOC108101022|XP_017060677.1|DFIC, LOC108101074|XP_017060756.1|DFIC																				
N26.HOG0000107	OG0000009	n207														LOC108137037|XP_017114025.1|DELE			LOC108101116|XP_017060824.1|DFIC																				
N26.HOG0000108	OG0000009	n255														LOC108147392|XP_017129317.1|DELE																							
N26.HOG0000109	OG0000009	n264														LOC108147550|XP_017129624.1|DELE																							
N26.HOG0000110	OG0000009	n306														LOC108144916|XP_017125568.1|DELE			LOC108101809|XP_017061774.1|DFIC																				
N26.HOG0000111	OG0000009	n342														LOC108135151|XP_017111261.1|DELE			LOC108088079|XP_017041220.1|DFIC																				
N26.HOG0000112	OG0000009	n371														LOC108137992|XP_017115455.1|DELE			LOC108086769|XP_017039304.1|DFIC																				
N26.HOG0000113	OG0000009	n419																	LOC108094178|XP_017050126.1|DFIC																				
N26.HOG0000114	OG0000009	n424																	LOC108086653|XP_017039126.1|DFIC																				
N26.HOG0000115	OG0000009	n436														LOC108137889|XP_017115317.1|DELE			LOC108086655|XP_017039128.1|DFIC																				
N26.HOG0000116	OG0000009	n458																	LOC108086610|XP_017039074.1|DFIC																				
N26.HOG0000117	OG0000010	n274														LOC108139189|XP_017117303.1|DELE																							
N26.HOG0000118	OG0000010	n317																	LOC108086289|XP_017038672.1|DFIC																				
N26.HOG0000119	OG0000010	n434																	LOC108101428|XP_017061247.1|DFIC																				
N26.HOG0000120	OG0000011	n24														LOC108139056|XP_017117164.1|DELE			LOC108101273|XP_017061049.1|DFIC																				
N26.HOG0000121	OG0000011	n34																	LOC108100009|XP_017059202.1|DFIC																				
N26.HOG0000122	OG0000011	n38														LOC108136397|XP_017112996.1|DELE																							
N26.HOG0000123	OG0000011	n62														LOC108146665|XP_017128206.1|DELE																							
N26.HOG0000124	OG0000011	n89														LOC108139057|XP_017117165.1|DELE																							
N26.HOG0000125	OG0000011	n91														LOC108138672|XP_017116504.1|DELE			LOC108101289|XP_017061078.1|DFIC																				
N26.HOG0000126	OG0000011	n118														LOC108146131|XP_017127468.1|DELE, LOC108146591|XP_017128102.1|DELE																							
N26.HOG0000127	OG0000011	n133														LOC108143859|XP_017123910.1|DELE, LOC108137357|XP_017114480.1|DELE																							
N26.HOG0000128	OG0000011	n173														LOC108134970|XP_017110989.1|DELE																							
N26.HOG0000129	OG0000011	n176														LOC108138785|XP_017116749.1|DELE																							
N26.HOG0000130	OG0000011	n197														LOC108150498|XP_017134198.1|DELE																							
N26.HOG0000131	OG0000011	n214														LOC108150409|XP_017134056.1|DELE			LOC108098171|XP_017056393.1|DFIC																				
N26.HOG0000132	OG0000011	n224														LOC108138422|XP_017116107.1|DELE			LOC108095556|XP_017052180.1|DFIC																				
N26.HOG0000133	OG0000011	n325														LOC108146667|XP_017128209.1|DELE			LOC108086883|XP_017039433.1|DFIC																				
N26.HOG0000134	OG0000011	n349														LOC108146666|XP_017128208.1|DELE			LOC108086913|XP_017039476.1|DFIC																				
N26.HOG0000135	OG0000011	n375														LOC108139281|XP_017117466.1|DELE			LOC108098799|XP_017057429.1|DFIC																				
N26.HOG0000136	OG0000012	n25														LOC108145523|XP_017126497.1|DELE			LOC108096904|XP_017054341.1|DFIC																				
N26.HOG0000137	OG0000012	n53														LOC108145522|XP_017126496.1|DELE			LOC108096903|XP_017054340.1|DFIC																				
N26.HOG0000138	OG0000012	n86														LOC108145538|XP_017126526.1|DELE			LOC108096929|XP_017054370.1|DFIC																				
N26.HOG0000139	OG0000012	n118														LOC108145542|XP_017126531.1|DELE			LOC108096943|XP_017054393.1|DFIC																				
N26.HOG0000140	OG0000012	n159														LOC108147065|XP_017128845.1|DELE																							
N26.HOG0000141	OG0000012	n167														LOC108145377|XP_017126261.1|DELE			LOC108096563|XP_017053746.1|DFIC																				
N26.HOG0000142	OG0000012	n199														LOC108145375|XP_017126259.1|DELE																							
N26.HOG0000143	OG0000012	n208														LOC108145552|XP_017126542.1|DELE			LOC108096571|XP_017053756.1|DFIC																				
N26.HOG0000144	OG0000012	n269														LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE			LOC108086628|XP_017039092.1|DFIC																				
N26.HOG0000145	OG0000012	n291														LOC108137877|XP_017115304.1|DELE			LOC108086618|XP_017039083.1|DFIC																				
N26.HOG0000146	OG0000012	n313														LOC108137996|XP_017115460.1|DELE			LOC108086755|XP_017039283.1|DFIC																				
N26.HOG0000147	OG0000012	n330														LOC108137901|XP_017115330.1|DELE			LOC108086630|XP_017039094.1|DFIC																				
N26.HOG0000148	OG0000012	n357														LOC108137950|XP_017115398.1|DELE			LOC108086627|XP_017039091.1|DFIC																				
N26.HOG0000149	OG0000012	n379														LOC108137951|XP_017115399.1|DELE			LOC108086756|XP_017039284.1|DFIC																				
N26.HOG0000150	OG0000013	n1														LOC108149749|XP_017133029.1|DELE			LOC108101557|XP_017061445.1|DFIC																				
N26.HOG0000151	OG0000013	n40														LOC108137631|XP_017114906.1|DELE			LOC108101682|XP_017061593.1|DFIC																				
N26.HOG0000152	OG0000013	n82														LOC108134833|XP_017110785.1|DELE			LOC108098830|XP_017057474.1|DFIC																				
N26.HOG0000153	OG0000013	n124														LOC108146660|XP_017128198.1|DELE			LOC108086910|XP_017039470.1|DFIC																				
N26.HOG0000154	OG0000013	n159														LOC108135085|XP_017111146.1|DELE			LOC108087118|XP_017039788.1|DFIC																				
N26.HOG0000155	OG0000013	n239														LOC108136687|XP_017113497.1|DELE			LOC108091996|XP_017046910.1|DFIC																				
N26.HOG0000156	OG0000013	n278														LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE			LOC108102250|XP_017062487.1|DFIC, LOC108087940|XP_017041016.1|DFIC																				
N26.HOG0000157	OG0000015	n22														LOC108138780|XP_017116737.1|DELE																							
N26.HOG0000158	OG0000015	n70														LOC108144259|XP_017124429.1|DELE																							
N26.HOG0000159	OG0000015	n78														LOC108150455|XP_017134109.1|DELE			LOC108098206|XP_017056435.1|DFIC																				
N26.HOG0000160	OG0000015	n85																	LOC108098169|XP_017056391.1|DFIC, LOC108098170|XP_017056392.1|DFIC																				
N26.HOG0000161	OG0000015	n95														LOC108150437|XP_017134084.1|DELE																							
N26.HOG0000162	OG0000015	n98														LOC108139113|XP_017117214.1|DELE																							
N26.HOG0000163	OG0000015	n103														LOC108149130|XP_017132027.1|DELE																							
N26.HOG0000164	OG0000015	n121														LOC108147777|XP_017129996.1|DELE, LOC108136717|XP_017113571.1|DELE																							
N26.HOG0000165	OG0000015	n130														LOC108147380|XP_017129303.1|DELE, LOC108140615|XP_017119021.1|DELE, LOC108140757|XP_017119232.1|DELE																							
N26.HOG0000166	OG0000015	n142																	LOC108092527|XP_017047639.1|DFIC																				
N26.HOG0000167	OG0000015	n149														LOC108134674|XP_017110561.1|DELE, LOC108149322|XP_017132271.1|DELE																							
N26.HOG0000168	OG0000015	n156														LOC108138718|XP_017116558.1|DELE																							
N26.HOG0000169	OG0000015	n159														LOC108134711|XP_017110595.1|DELE																							
N26.HOG0000170	OG0000015	n160														LOC108134675|XP_017110562.1|DELE			LOC108094767|XP_017051032.1|DFIC, LOC108094097|XP_017050010.1|DFIC, LOC108101938|XP_017062014.1|DFIC, LOC108101948|XP_017062025.1|DFIC, LOC108091404|XP_017046083.1|DFIC, LOC108091405|XP_017046084.1|DFIC																				
N26.HOG0000171	OG0000015	n175														LOC108149227|XP_017132148.1|DELE, LOC108138680|XP_017116516.1|DELE, LOC108134715|XP_017110604.1|DELE, LOC108149217|XP_017132136.1|DELE																							
N26.HOG0000172	OG0000015	n181														LOC108145615|XP_017126640.1|DELE, LOC108138032|XP_017115494.1|DELE																							
N26.HOG0000173	OG0000015	n190														LOC108147770|XP_017129989.1|DELE			LOC108094095|XP_017050008.1|DFIC																				
N26.HOG0000174	OG0000015	n205																	LOC108094122|XP_017050032.1|DFIC																				
N26.HOG0000175	OG0000015	n216														LOC108135473|XP_017111703.1|DELE			LOC108099798|XP_017058915.1|DFIC, LOC108099788|XP_017058906.1|DFIC, LOC108099784|XP_017058902.1|DFIC, LOC108099708|XP_017058819.1|DFIC, LOC108099813|XP_017058931.1|DFIC, LOC108099796|XP_017058913.1|DFIC, LOC108099792|XP_017058910.1|DFIC, LOC108099709|XP_017058820.1|DFIC, LOC108099710|XP_017058821.1|DFIC, LOC108099711|XP_017058822.1|DFIC																				
N26.HOG0000176	OG0000015	n234														LOC108138355|XP_017116015.1|DELE			LOC108100911|XP_017060514.1|DFIC, LOC108100840|XP_017060402.1|DFIC																				
N26.HOG0000177	OG0000015	n252														LOC108138106|XP_017115592.1|DELE			LOC108100786|XP_017060316.1|DFIC, LOC108100835|XP_017060395.1|DFIC, LOC108100853|XP_017060421.1|DFIC, LOC108100833|XP_017060393.1|DFIC																				
N26.HOG0000178	OG0000015	n273														LOC108140625|XP_017119033.1|DELE																							
N26.HOG0000179	OG0000015	n312														LOC108144693|XP_017125256.1|DELE			LOC108086461|XP_017038876.1|DFIC																				
N26.HOG0000180	OG0000015	n343														LOC108141971|XP_017121111.1|DELE			LOC108098714|XP_017057318.1|DFIC																				
N26.HOG0000181	OG0000015	n345																	LOC108094483|XP_017050559.1|DFIC																				
N26.HOG0000182	OG0000016	n14														LOC108139227|XP_017117379.1|DELE			LOC108091644|XP_017046435.1|DFIC																				
N26.HOG0000183	OG0000016	n42														LOC108145428|XP_017126326.1|DELE			LOC108095161|XP_017051608.1|DFIC																				
N26.HOG0000184	OG0000016	n93														LOC108135797|XP_017112156.1|DELE			LOC108088049|XP_017041175.1|DFIC																				
N26.HOG0000185	OG0000016	n128														LOC108144651|XP_017125185.1|DELE			LOC108090474|XP_017044659.1|DFIC																				
N26.HOG0000186	OG0000016	n165														LOC108140881|XP_017119405.1|DELE			LOC108092889|XP_017048224.1|DFIC																				
N26.HOG0000187	OG0000016	n201														LOC108134657|XP_017110539.1|DELE			LOC108091135|XP_017045658.1|DFIC																				
N26.HOG0000188	OG0000016	n263														LOC108140478|XP_017118708.1|DELE			LOC108096392|XP_017053452.1|DFIC																				
N26.HOG0000189	OG0000016	n292														LOC108143220|XP_017123005.1|DELE			LOC108093583|XP_017049197.1|DFIC																				
N26.HOG0000190	OG0000017	n4														LOC108136374|XP_017112976.1|DELE			LOC108098017|XP_017056155.1|DFIC																				
N26.HOG0000191	OG0000017	n46														LOC108149934|XP_017133339.1|DELE			LOC108101533|XP_017061396.1|DFIC																				
N26.HOG0000192	OG0000017	n69														LOC108134991|XP_017111013.1|DELE			LOC108099991|XP_017059177.1|DFIC																				
N26.HOG0000193	OG0000017	n121														LOC108144019|XP_017124134.1|DELE			LOC108097740|XP_017055736.1|DFIC																				
N26.HOG0000194	OG0000017	n136														LOC108137351|XP_017114475.1|DELE			LOC108095642|XP_017052296.1|DFIC																				
N26.HOG0000195	OG0000017	n190														LOC108143462|XP_017123388.1|DELE			LOC108087716|XP_017040726.1|DFIC																				
N26.HOG0000196	OG0000017	n235														LOC108141554|XP_017120482.1|DELE			LOC108099990|XP_017059176.1|DFIC																				
N26.HOG0000197	OG0000017	n262														LOC108143281|XP_017123085.1|DELE			LOC108087715|XP_017040725.1|DFIC																				
N26.HOG0000198	OG0000017	n310														LOC108147936|XP_017130210.1|DELE			LOC108094147|XP_017050074.1|DFIC, LOC108094148|XP_017050075.1|DFIC																				
N26.HOG0000199	OG0000017	n326														LOC108147886|XP_017130134.1|DELE																							
N26.HOG0000200	OG0000018	n8														LOC108142474|XP_017121847.1|DELE			LOC108093126|XP_017048560.1|DFIC																				
N26.HOG0000201	OG0000018	n92														LOC108142172|XP_017121346.1|DELE			LOC108093128|XP_017048562.1|DFIC																				
N26.HOG0000202	OG0000018	n125														LOC108142475|XP_017121848.1|DELE			LOC108093130|XP_017048564.1|DFIC																				
N26.HOG0000203	OG0000018	n204														LOC108142476|XP_017121849.1|DELE, LOC108142480|XP_017121852.1|DELE, LOC108142478|XP_017121851.1|DELE, LOC108142483|XP_017121857.1|DELE																							
N26.HOG0000204	OG0000018	n240														LOC108142171|XP_017121345.1|DELE, LOC108142484|XP_017121859.1|DELE																							
N26.HOG0000205	OG0000018	n246																	LOC108093138|XP_017048572.1|DFIC																				
N26.HOG0000206	OG0000018	n252																	LOC108093140|XP_017048574.1|DFIC																				
N26.HOG0000207	OG0000018	n258																	LOC108093137|XP_017048571.1|DFIC, LOC108093131|XP_017048565.1|DFIC, LOC108093271|XP_017048739.1|DFIC, LOC108093136|XP_017048569.1|DFIC																				
N26.HOG0000208	OG0000019	n123														LOC108148666|XP_017131288.1|DELE			LOC108086541|XP_017038967.1|DFIC																				
N26.HOG0000209	OG0000019	n163														LOC108148669|XP_017131292.1|DELE			LOC108086542|XP_017038968.1|DFIC																				
N26.HOG0000210	OG0000019	n175														LOC108148668|XP_017131291.1|DELE			LOC108086544|XP_017038971.1|DFIC																				
N26.HOG0000211	OG0000019	n193														LOC108148661|XP_017131282.1|DELE			LOC108086535|XP_017038961.1|DFIC																				
N26.HOG0000212	OG0000019	n219														LOC108148667|XP_017131289.1|DELE			LOC108086543|XP_017038970.1|DFIC																				
N26.HOG0000213	OG0000019	n252														LOC108148663|XP_017131286.1|DELE			LOC108086538|XP_017038965.1|DFIC																				
