HOG	OG	Gene Tree Parent Clade	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
N5.HOG0000019	OG0000002	n344		LOC118469029|XP_035796369.1|AALB, LOC118468365|XP_035795017.1|AALB, LOC118461873|XP_035783598.1|AALB, LOC118457751|XP_035775460.1|AALB, LOC118468382|XP_035795035.1|AALB, LOC118456529|XP_035773265.1|AALB, LOC118456164|XP_035772583.1|AALB, LOC118456192|XP_035772645.1|AALB, LOC118458235|XP_035776397.1|AALB, LOC118459223|XP_035778298.1|AALB, LOC118456846|XP_035773835.1|AALB, LOC118458234|XP_035776396.1|AALB, LOC118457157|XP_035774376.1|AALB, LOC118457285|XP_035774639.1|AALB, LOC118457478|XP_035774995.1|AALB, LOC118457030|XP_035774156.1|AALB, LOC118459170|XP_035778205.1|AALB, LOC118461972|XP_035783782.1|AALB, LOC118456933|XP_035773971.1|AALB, LOC118460861|XP_035781470.1|AALB, LOC118469051|XP_035796410.1|AALB																																			
N5.HOG0000020	OG0000002	n515		LOC118464239|XP_035787322.1|AALB		LOC118516451|XP_035918240.1|ASTE, LOC118511890|XP_035911410.1|ASTE, LOC118511889|XP_035911409.1|ASTE, LOC118516454|XP_035918243.1|ASTE																																	
N5.HOG0000021	OG0000002	n519		LOC118464498|XP_035787822.1|AALB, LOC118464237|XP_035787319.1|AALB, LOC118464238|XP_035787321.1|AALB		LOC118511888|XP_035911408.1|ASTE, LOC118516449|XP_035918238.1|ASTE, LOC118514626|XP_035917517.1|ASTE																																	
N5.HOG0000022	OG0000002	n529		LOC118464651|XP_035788010.1|AALB		LOC118511460|XP_035910455.1|ASTE																																	
N5.HOG0000023	OG0000002	n577		LOC118464903|XP_035788558.1|AALB		LOC118509013|XP_035904926.1|ASTE																																	
N5.HOG0000024	OG0000002	n578		LOC118462019|XP_035783868.1|AALB		LOC118509867|XP_035906983.1|ASTE																																	
N5.HOG0000025	OG0000003	n6		LOC118460891|XP_035781527.1|AALB, LOC118460889|XP_035781525.1|AALB		LOC118510054|XP_035907336.1|ASTE, LOC118517143|XP_035918894.1|ASTE																																	
N5.HOG0000026	OG0000003	n22		LOC118460897|XP_035781532.1|AALB		LOC118513635|XP_035915594.1|ASTE, LOC118517142|XP_035918893.1|ASTE																																	
N5.HOG0000027	OG0000003	n48		LOC118460890|XP_035781526.1|AALB		LOC118513634|XP_035915592.1|ASTE																																	
N5.HOG0000028	OG0000003	n53		LOC118460888|XP_035781524.1|AALB																																			
N5.HOG0000029	OG0000003	n55		LOC118464960|XP_035788648.1|AALB		LOC118503800|XP_035893388.1|ASTE																																	
N5.HOG0000030	OG0000003	n77		LOC118460892|XP_035781528.1|AALB		LOC118513637|XP_035915596.1|ASTE, LOC118517132|XP_035918884.1|ASTE																																	
N5.HOG0000031	OG0000003	n79		LOC118460896|XP_035781530.1|AALB		LOC118513636|XP_035915595.1|ASTE, LOC118517131|XP_035918883.1|ASTE																																	
N5.HOG0000032	OG0000003	n86		LOC118460894|XP_035781529.1|AALB		LOC118513639|XP_035915598.1|ASTE, LOC118517134|XP_035918886.1|ASTE																																	
N5.HOG0000033	OG0000003	n95		LOC118460887|XP_035781523.1|AALB		LOC118517135|XP_035918887.1|ASTE, LOC118513640|XP_035915599.1|ASTE, LOC118517138|XP_035918888.1|ASTE, LOC118513642|XP_035915602.1|ASTE, LOC118513641|XP_035915600.1|ASTE																																	
N5.HOG0000034	OG0000003	n100		LOC118468410|XP_035795067.1|AALB		LOC118517145|XP_035918898.1|ASTE, LOC118513633|XP_035915591.1|ASTE, LOC118513638|XP_035915597.1|ASTE, LOC118517133|XP_035918885.1|ASTE																																	
N5.HOG0000035	OG0000003	n146		LOC118457008|XP_035774126.1|AALB		LOC118504406|XP_035894732.1|ASTE, LOC118504410|XP_035894735.1|ASTE, LOC118504409|XP_035894734.1|ASTE																																	
N5.HOG0000036	OG0000003	n150		LOC118457116|XP_035774311.1|AALB		LOC118504411|XP_035894737.1|ASTE, LOC118504408|XP_035894733.1|ASTE																																	
N5.HOG0000037	OG0000003	n163		LOC118457004|XP_035774122.1|AALB, LOC118457009|XP_035774130.1|AALB		LOC118504412|XP_035894738.1|ASTE																																	
N5.HOG0000038	OG0000004	n427		LOC118463610|XP_035786183.1|AALB, LOC118465226|XP_035789114.1|AALB, LOC118463579|XP_035786113.1|AALB, LOC118463558|XP_035786086.1|AALB, LOC118463591|XP_035786144.1|AALB, LOC118463589|XP_035786142.1|AALB, LOC118463472|XP_035785954.1|AALB, LOC118463583|XP_035786116.1|AALB, LOC118463474|XP_035785956.1|AALB, LOC118465227|XP_035789115.1|AALB, LOC118462788|XP_035784672.1|AALB, LOC118463093|XP_035785266.1|AALB, LOC118465695|XP_035790016.1|AALB, LOC118467952|XP_035794816.1|AALB, LOC118465367|XP_035789455.1|AALB, LOC118465368|XP_035789456.1|AALB		LOC118508090|XP_035903462.1|ASTE, LOC118508092|XP_035903464.1|ASTE, LOC118508091|XP_035903463.1|ASTE																																	
N5.HOG0000039	OG0000004	n543		LOC118463339|XP_035785747.1|AALB, LOC118463355|XP_035785764.1|AALB, LOC118467023|XP_035792868.1|AALB, LOC118463407|XP_035785852.1|AALB, LOC118467022|XP_035792867.1|AALB		LOC118508233|XP_035903731.1|ASTE, LOC118508227|XP_035903726.1|ASTE, LOC118508232|XP_035903730.1|ASTE, LOC118508230|XP_035903728.1|ASTE, LOC118508231|XP_035903729.1|ASTE, LOC118508228|XP_035903727.1|ASTE																																	
N5.HOG0000040	OG0000005	n477		LOC118463672|XP_035786322.1|AALB, LOC118465116|XP_035788956.1|AALB, LOC118467850|XP_035794648.1|AALB, LOC118467567|XP_035794087.1|AALB																																			
N5.HOG0000041	OG0000005	n535				LOC118516497|XP_035918320.1|ASTE, LOC118516487|XP_035918309.1|ASTE, LOC118516495|XP_035918318.1|ASTE, LOC118516498|XP_035918321.1|ASTE, LOC118516500|XP_035918322.1|ASTE, LOC118516491|XP_035918313.1|ASTE, LOC118516493|XP_035918316.1|ASTE, LOC118516494|XP_035918317.1|ASTE, LOC118516492|XP_035918315.1|ASTE, LOC118516490|XP_035918312.1|ASTE, LOC118516496|XP_035918319.1|ASTE, LOC118517635|XP_035919840.1|ASTE																																	
N5.HOG0000042	OG0000006	n160				LOC118517636|XP_035919841.1|ASTE																																	
N5.HOG0000043	OG0000006	n281		LOC118465118|XP_035788957.1|AALB																																			
N5.HOG0000044	OG0000006	n416		LOC118467848|XP_035794647.1|AALB																																			
N5.HOG0000045	OG0000006	n418		LOC118464042|XP_035786991.1|AALB, LOC118465084|XP_035788881.1|AALB		LOC118508036|XP_035903331.1|ASTE																																	
N5.HOG0000046	OG0000008	n1		LOC118461568|XP_035782948.1|AALB		LOC118505246|XP_035896690.1|ASTE, LOC118505247|XP_035896691.1|ASTE																																	
N5.HOG0000047	OG0000008	n91				LOC118506768|XP_035900257.1|ASTE, LOC118506767|XP_035900256.1|ASTE																																	
N5.HOG0000048	OG0000008	n93		LOC118460625|XP_035780966.1|AALB		LOC118506770|XP_035900259.1|ASTE																																	
N5.HOG0000049	OG0000008	n99		LOC118460624|XP_035780965.1|AALB, LOC118460620|XP_035780962.1|AALB, LOC118460621|XP_035780963.1|AALB, LOC118460619|XP_035780959.1|AALB		LOC118506769|XP_035900258.1|ASTE, LOC118506766|XP_035900255.1|ASTE																																	
N5.HOG0000050	OG0000008	n135		LOC118460618|XP_035780957.1|AALB																																			
N5.HOG0000051	OG0000008	n168		LOC118459424|XP_035778662.1|AALB		LOC118509007|XP_035904915.1|ASTE																																	
N5.HOG0000052	OG0000008	n204		LOC118460626|XP_035780968.1|AALB		LOC118506772|XP_035900260.1|ASTE																																	
N5.HOG0000053	OG0000009	n5		LOC118457984|XP_035775939.1|AALB		LOC118514549|XP_035917433.1|ASTE																																	
N5.HOG0000054	OG0000009	n19		LOC118459109|XP_035778066.1|AALB		LOC118512522|XP_035912957.1|ASTE, LOC118512523|XP_035912958.1|ASTE																																	
N5.HOG0000055	OG0000009	n50		LOC118464365|XP_035787590.1|AALB		LOC118513525|XP_035915292.1|ASTE																																	
N5.HOG0000056	OG0000009	n60		LOC118463211|XP_035785546.1|AALB		LOC118510358|XP_035907960.1|ASTE																																	
N5.HOG0000057	OG0000009	n65		LOC118460748|XP_035781232.1|AALB		LOC118503659|XP_035893081.1|ASTE																																	
N5.HOG0000058	OG0000010	n75		LOC118465138|XP_035788969.1|AALB																																			
N5.HOG0000059	OG0000010	n123		LOC118464063|XP_035787003.1|AALB																																			
N5.HOG0000060	OG0000010	n154		LOC118465130|XP_035788962.1|AALB, LOC118464061|XP_035787001.1|AALB																																			
N5.HOG0000061	OG0000010	n188		LOC118467569|XP_035794089.1|AALB																																			
N5.HOG0000062	OG0000010	n273		LOC118465135|XP_035788966.1|AALB																																			
N5.HOG0000063	OG0000010	n383		LOC118464060|XP_035787000.1|AALB, LOC118464059|XP_035786999.1|AALB		LOC118509785|XP_035906820.1|ASTE																																	
N5.HOG0000064	OG0000010	n433		LOC118465133|XP_035788965.1|AALB																																			
N5.HOG0000065	OG0000010	n434		LOC118465137|XP_035788967.1|AALB																																			
N5.HOG0000066	OG0000011	n10		LOC118459877|XP_035779560.1|AALB																																			
N5.HOG0000067	OG0000012	n3		LOC118463566|XP_035786097.1|AALB		LOC118508901|XP_035904653.1|ASTE																																	
N5.HOG0000068	OG0000012	n8		LOC118462971|XP_035785031.1|AALB		LOC118508903|XP_035904655.1|ASTE																																	
N5.HOG0000069	OG0000013	n1		LOC118467742|XP_035794443.1|AALB		LOC118507210|XP_035901192.1|ASTE																																	
N5.HOG0000070	OG0000013	n40		LOC118460642|XP_035780995.1|AALB		LOC118503015|XP_035891731.1|ASTE																																	
N5.HOG0000071	OG0000013	n82		LOC118461072|XP_035781858.1|AALB		LOC118505715|XP_035897785.1|ASTE, LOC118505701|XP_035897742.1|ASTE																																	
N5.HOG0000072	OG0000013	n124		LOC118467364|XP_035793659.1|AALB																																			
N5.HOG0000073	OG0000013	n199		LOC118460879|XP_035781511.1|AALB		LOC118502371|XP_035890483.1|ASTE																																	
N5.HOG0000074	OG0000013	n200		LOC118456300|XP_035772832.1|AALB, LOC118468925|XP_035796129.1|AALB		LOC118507499|XP_035901922.1|ASTE, LOC118507498|XP_035901921.1|ASTE, LOC118507500|XP_035901923.1|ASTE, LOC118507496|XP_035901918.1|ASTE, LOC118507497|XP_035901920.1|ASTE																																	
N5.HOG0000075	OG0000014	n1		LOC118464509|XP_035787838.1|AALB, LOC118462783|XP_035784663.1|AALB, LOC118464534|XP_035787864.1|AALB, LOC118456893|XP_035773911.1|AALB																																			
N5.HOG0000076	OG0000014	n134		LOC118456469|XP_035773157.1|AALB																																			
N5.HOG0000077	OG0000014	n186		LOC118462714|XP_035784546.1|AALB																																			
N5.HOG0000078	OG0000014	n245		LOC118456863|XP_035773863.1|AALB		LOC118503306|XP_035892319.1|ASTE																																	
N5.HOG0000079	OG0000014	n246		LOC118463648|XP_035786284.1|AALB		LOC118515162|XP_035917761.1|ASTE																																	
N5.HOG0000080	OG0000014	n248		LOC118468421|XP_035795077.1|AALB		LOC118513701|XP_035915722.1|ASTE																																	
N5.HOG0000081	OG0000014	n252		LOC118456248|XP_035772743.1|AALB, LOC118458874|XP_035777754.1|AALB																																			
N5.HOG0000082	OG0000014	n284				LOC118516615|XP_035918481.1|ASTE, LOC118516476|XP_035918287.1|ASTE, LOC118507042|XP_035901320.1|ASTE, LOC118516403|XP_035918159.1|ASTE, LOC118509210|XP_035905377.1|ASTE, LOC118509982|XP_035907255.1|ASTE, LOC118511603|XP_035910778.1|ASTE																																	
N5.HOG0000083	OG0000014	n293				LOC118506592|XP_035899843.1|ASTE, LOC118513377|XP_035914925.1|ASTE, LOC118509085|XP_035905110.1|ASTE, LOC118502817|XP_035891359.1|ASTE, LOC118510097|XP_035907419.1|ASTE, LOC118516573|XP_035918430.1|ASTE																																	
N5.HOG0000084	OG0000014	n325		LOC118458427|XP_035776775.1|AALB, LOC118468815|XP_035795925.1|AALB																																			
N5.HOG0000085	OG0000014	n348				LOC118505923|XP_035898309.1|ASTE																																	
N5.HOG0000086	OG0000014	n366		LOC118457066|XP_035774267.1|AALB		LOC118515274|XP_035917861.1|ASTE, LOC118515180|XP_035917776.1|ASTE, LOC118507634|XP_035902251.1|ASTE, LOC118507967|XP_035903190.1|ASTE, LOC118507435|XP_035901806.1|ASTE, LOC118509114|XP_035905178.1|ASTE, LOC118516606|XP_035918467.1|ASTE, LOC118515167|XP_035917765.1|ASTE, LOC118515195|XP_035917787.1|ASTE, LOC118516437|XP_035918212.1|ASTE																																	
N5.HOG0000087	OG0000016	n1		LOC118468980|XP_035796264.1|AALB		LOC118502962|XP_035891619.1|ASTE																																	
N5.HOG0000088	OG0000016	n71		LOC118463956|XP_035786832.1|AALB		LOC118509720|XP_035906702.1|ASTE																																	
N5.HOG0000089	OG0000016	n92		LOC118460590|XP_035780903.1|AALB		LOC118503654|XP_035893068.1|ASTE																																	
N5.HOG0000090	OG0000016	n164		LOC118460360|XP_035780540.1|AALB		LOC118505170|XP_035896494.1|ASTE																																	
N5.HOG0000091	OG0000016	n232		LOC118468981|XP_035796265.1|AALB		LOC118502963|XP_035891620.1|ASTE																																	
N5.HOG0000092	OG0000016	n243		LOC118458000|XP_035775969.1|AALB		LOC118505225|XP_035896646.1|ASTE																																	
N5.HOG0000093	OG0000016	n249		LOC118464033|XP_035786987.1|AALB		LOC118503559|XP_035892861.1|ASTE																																	
N5.HOG0000094	OG0000016	n257		LOC118464459|XP_035787743.1|AALB		LOC118503557|XP_035892858.1|ASTE																																	
N5.HOG0000095	OG0000016	n323		LOC118464140|XP_035787136.1|AALB		LOC118503558|XP_035892859.1|ASTE																																	
N5.HOG0000096	OG0000016	n332		LOC118463980|XP_035786885.1|AALB		LOC118503560|XP_035892862.1|ASTE																																	
N5.HOG0000097	OG0000018	n2		LOC118463128|XP_035785378.1|AALB		LOC118513024|XP_035914194.1|ASTE																																	
N5.HOG0000098	OG0000018	n59		LOC118463106|XP_035785316.1|AALB		LOC118513028|XP_035914198.1|ASTE																																	
N5.HOG0000099	OG0000018	n65		LOC118465488|XP_035789684.1|AALB		LOC118513025|XP_035914195.1|ASTE																																	
N5.HOG0000100	OG0000018	n298		LOC118465487|XP_035789683.1|AALB		LOC118513023|XP_035914193.1|ASTE																																	
N5.HOG0000101	OG0000018	n303		LOC118465489|XP_035789685.1|AALB		LOC118513026|XP_035914196.1|ASTE																																	
N5.HOG0000102	OG0000019	n17		LOC118467547|XP_035794039.1|AALB		LOC118505910|XP_035898262.1|ASTE																																	
N5.HOG0000103	OG0000019	n18		LOC118456435|XP_035773086.1|AALB		LOC118504464|XP_035894858.1|ASTE																																	
N5.HOG0000104	OG0000019	n19				LOC118505911|XP_035898263.1|ASTE																																	
N5.HOG0000105	OG0000019	n37				LOC118507102|XP_035900997.1|ASTE																																	
N5.HOG0000106	OG0000019	n49		LOC118467701|XP_035794377.1|AALB		LOC118505907|XP_035898258.1|ASTE																																	
N5.HOG0000107	OG0000019	n79		LOC118457590|XP_035775173.1|AALB		LOC118506335|XP_035899208.1|ASTE																																	
N5.HOG0000108	OG0000019	n86		LOC118460669|XP_035781036.1|AALB		LOC118506986|XP_035900751.1|ASTE																																	
N5.HOG0000109	OG0000020	n2		LOC118461366|XP_035782501.1|AALB		LOC118502378|XP_035890492.1|ASTE																																	
N5.HOG0000110	OG0000020	n16		LOC118461362|XP_035782490.1|AALB		LOC118507513|XP_035901949.1|ASTE																																	
N5.HOG0000111	OG0000020	n95		LOC118467629|XP_035794243.1|AALB		LOC118509588|XP_035906253.1|ASTE																																	
N5.HOG0000112	OG0000020	n290		LOC118457118|XP_035774313.1|AALB		LOC118507693|XP_035902420.1|ASTE																																	
N5.HOG0000113	OG0000020	n303		LOC118468857|XP_035796008.1|AALB		LOC118507694|XP_035902424.1|ASTE																																	
N5.HOG0000114	OG0000021	n204		LOC118468558|XP_035795352.1|AALB		LOC118505404|XP_035897036.1|ASTE																																	
N5.HOG0000115	OG0000021	n210				LOC118516590|XP_035918445.1|ASTE																																	
N5.HOG0000116	OG0000021	n212		LOC118467519|XP_035793970.1|AALB		LOC118505796|XP_035898023.1|ASTE																																	
N5.HOG0000117	OG0000022	n0		LOC118466446|XP_035791660.1|AALB		LOC118510588|XP_035908481.1|ASTE																																	
N5.HOG0000118	OG0000023	n3		LOC118465606|XP_035789874.1|AALB		LOC118511284|XP_035910083.1|ASTE																																	
N5.HOG0000119	OG0000023	n8		LOC118465607|XP_035789875.1|AALB		LOC118511293|XP_035910094.1|ASTE																																	
N5.HOG0000120	OG0000024	n0		LOC118462632|XP_035784369.1|AALB		LOC118507315|XP_035901591.1|ASTE																																	
N5.HOG0000121	OG0000025	n17				LOC118517100|XP_035918851.1|ASTE																																	
N5.HOG0000122	OG0000025	n18		LOC118461108|XP_035781919.1|AALB		LOC118503683|XP_035893118.1|ASTE, LOC118514136|XP_035916629.1|ASTE																																	
N5.HOG0000123	OG0000025	n162		LOC118463807|XP_035786575.1|AALB, LOC118463808|XP_035786577.1|AALB		LOC118509777|XP_035906810.1|ASTE																																	
N5.HOG0000124	OG0000025	n283		LOC118467560|XP_035794083.1|AALB																																			
N5.HOG0000125	OG0000026	n229		LOC118464862|XP_035788469.1|AALB		LOC118512926|XP_035913977.1|ASTE, LOC118512927|XP_035913978.1|ASTE																																	
N5.HOG0000126	OG0000026	n231		LOC118464861|XP_035788468.1|AALB		LOC118512928|XP_035913979.1|ASTE																																	
N5.HOG0000127	OG0000026	n232		LOC118464860|XP_035788466.1|AALB		LOC118512925|XP_035913975.1|ASTE																																	
N5.HOG0000128	OG0000026	n233		LOC118467874|XP_035794679.1|AALB, LOC118467875|XP_035794680.1|AALB		LOC118516362|XP_035918091.1|ASTE, LOC118512777|XP_035913579.1|ASTE, LOC118512778|XP_035913580.1|ASTE, LOC118516363|XP_035918092.1|ASTE																																	
N5.HOG0000129	OG0000027	n42		LOC118458886|XP_035777730.1|AALB		LOC118514318|XP_035916995.1|ASTE, LOC118514317|XP_035916994.1|ASTE																																	
N5.HOG0000130	OG0000027	n67		LOC118457179|XP_035774403.1|AALB		LOC118514316|XP_035916993.1|ASTE																																	
N5.HOG0000131	OG0000027	n105		LOC118458885|XP_035777729.1|AALB		LOC118514315|XP_035916992.1|ASTE																																	
N5.HOG0000132	OG0000027	n106		LOC118458884|XP_035777728.1|AALB, LOC118458347|XP_035776592.1|AALB, LOC118458344|XP_035776590.1|AALB, LOC118459103|XP_035778060.1|AALB, LOC118458345|XP_035776591.1|AALB, LOC118468376|XP_035795028.1|AALB, LOC118458349|XP_035776594.1|AALB		LOC118514308|XP_035916985.1|ASTE, LOC118514312|XP_035916989.1|ASTE, LOC118514313|XP_035916990.1|ASTE, LOC118514314|XP_035916991.1|ASTE, LOC118514310|XP_035916987.1|ASTE, LOC118514309|XP_035916986.1|ASTE, LOC118514311|XP_035916988.1|ASTE, LOC118514306|XP_035916982.1|ASTE																																	
N5.HOG0000133	OG0000027	n131		LOC118458650|XP_035777233.1|AALB		LOC118509266|XP_035905509.1|ASTE																																	
N5.HOG0000134	OG0000027	n133		LOC118456231|XP_035772706.1|AALB		LOC118512970|XP_035914090.1|ASTE																																	
N5.HOG0000135	OG0000027	n137		LOC118469008|XP_035796336.1|AALB		LOC118509804|XP_035906835.1|ASTE																																	
N5.HOG0000136	OG0000027	n149		LOC118456249|XP_035772738.1|AALB		LOC118509855|XP_035906957.1|ASTE																																	
N5.HOG0000137	OG0000028	n249		LOC118464553|XP_035787885.1|AALB																																			
N5.HOG0000138	OG0000028	n269		LOC118456178|XP_035772621.1|AALB		LOC118513512|XP_035915261.1|ASTE																																	
N5.HOG0000139	OG0000029	n159		LOC118458435|XP_035776786.1|AALB		LOC118504435|XP_035894769.1|ASTE																																	
N5.HOG0000140	OG0000029	n169		LOC118458434|XP_035776785.1|AALB		LOC118504401|XP_035894721.1|ASTE																																	
N5.HOG0000141	OG0000029	n170		LOC118458436|XP_035776787.1|AALB		LOC118504400|XP_035894720.1|ASTE, LOC118504394|XP_035894693.1|ASTE																																	
N5.HOG0000142	OG0000029	n229		LOC118468406|XP_035795062.1|AALB		LOC118509853|XP_035906948.1|ASTE																																	
N5.HOG0000143	OG0000029	n230		LOC118458017|XP_035776014.1|AALB		LOC118510095|XP_035907413.1|ASTE, LOC118510002|XP_035907280.1|ASTE																																	
N5.HOG0000144	OG0000029	n232		LOC118456865|XP_035773861.1|AALB, LOC118457836|XP_035775605.1|AALB		LOC118509803|XP_035906834.1|ASTE																																	
N5.HOG0000145	OG0000031	n151		LOC118467279|XP_035793475.1|AALB		LOC118503726|XP_035893229.1|ASTE, LOC118504892|XP_035895844.1|ASTE, LOC118503724|XP_035893221.1|ASTE																																	
N5.HOG0000146	OG0000031	n177		LOC118467035|XP_035792911.1|AALB		LOC118503404|XP_035892502.1|ASTE																																	
N5.HOG0000147	OG0000031	n183		LOC118466020|XP_035790729.1|AALB, LOC118465693|XP_035790014.1|AALB, LOC118467045|XP_035792924.1|AALB, LOC118467042|XP_035792921.1|AALB		LOC118503633|XP_035893023.1|ASTE																																	
