HOG	OG	Gene Tree Parent Clade	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
N35.HOG0000040	OG0000000	n875																					LOC117146038|XP_033167862.1|DMAU									LOC6729989|XP_002105283.1|DSIM							
N35.HOG0000041	OG0000000	n918																					LOC117145160|XP_033166598.1|DMAU									LOC6726722|XP_002102133.3|DSIM							
N35.HOG0000042	OG0000000	n940																					LOC117140539|XP_033159419.1|DMAU									LOC6738252|XP_002085064.1|DSIM							
N35.HOG0000043	OG0000000	n958																					LOC117140538|XP_033159418.1|DMAU									LOC6738253|XP_039150090.1|DSIM							
N35.HOG0000044	OG0000000	n1041																														LOC6737828|XP_002084656.1|DSIM							
N35.HOG0000045	OG0000001	n47																														LOC120284346|XP_039147371.1|DSIM							
N35.HOG0000046	OG0000001	n48																					LOC117140024|XP_033158645.1|DMAU									LOC120284769|XP_039149499.1|DSIM, LOC120284971|XP_039150785.1|DSIM							
N35.HOG0000047	OG0000001	n273																					LOC117139899|XP_033158470.1|DMAU									LOC120285672|XP_039154228.1|DSIM, LOC120284833|XP_039150170.1|DSIM, LOC120284434|XP_039148214.1|DSIM							
N35.HOG0000048	OG0000001	n289																					LOC117139036|XP_033157028.1|DMAU, LOC117149992|XP_033172772.1|DMAU, LOC117139516|XP_033157765.1|DMAU, LOC117136528|XP_033153363.1|DMAU, LOC117142606|XP_033162575.1|DMAU, LOC117137930|XP_033155574.1|DMAU																
N35.HOG0000049	OG0000001	n298																					LOC117141920|XP_033161540.1|DMAU									LOC120285442|XP_039154112.1|DSIM, LOC120285440|XP_039154108.1|DSIM							
N35.HOG0000050	OG0000001	n408																														LOC120284706|XP_039149044.1|DSIM							
N35.HOG0000051	OG0000001	n754																					LOC117149766|XP_033172711.1|DMAU, LOC117136660|XP_033153552.1|DMAU																
N35.HOG0000052	OG0000002	n4																					LOC117138082|XP_033155798.1|DMAU									LOC6734821|XP_002081824.1|DSIM							
N35.HOG0000053	OG0000002	n37																					LOC117135907|XP_033152364.1|DMAU									LOC6735666|XP_002082584.2|DSIM							
N35.HOG0000054	OG0000002	n62																					LOC117135906|XP_033152363.1|DMAU									LOC6735665|XP_002082583.2|DSIM							
N35.HOG0000055	OG0000002	n120																					LOC117136987|XP_033154052.1|DMAU									LOC6735327|XP_016028674.2|DSIM							
N35.HOG0000056	OG0000002	n196																					LOC117149870|XP_033172720.1|DMAU																
N35.HOG0000057	OG0000002	n233																					LOC117140283|XP_033159002.1|DMAU									LOC6738777|XP_016032596.1|DSIM							
N35.HOG0000058	OG0000002	n475																					LOC117136934|XP_033153971.1|DMAU									LOC6731201|XP_002078360.1|DSIM							
N35.HOG0000059	OG0000003	n186																					LOC117136850|XP_033153839.1|DMAU									LOC6734558|XP_002081567.1|DSIM							
N35.HOG0000060	OG0000003	n201																					LOC117137895|XP_033155524.1|DMAU									LOC6734560|XP_016027665.1|DSIM							
N35.HOG0000061	OG0000003	n245																					LOC117145313|XP_033166799.1|DMAU									LOC6729847|XP_016036585.1|DSIM							
N35.HOG0000062	OG0000003	n255																					LOC117137897|XP_033155527.1|DMAU									LOC6734561|XP_002081570.1|DSIM							
N35.HOG0000063	OG0000003	n272																					LOC117136364|XP_033153130.1|DMAU									LOC6733269|XP_002080332.1|DSIM							
N35.HOG0000064	OG0000003	n327																					LOC117136849|XP_033153838.1|DMAU									LOC6734555|XP_002081564.3|DSIM							
N35.HOG0000065	OG0000003	n345																					LOC117138513|XP_033156538.1|DMAU									LOC6734556|XP_016027664.2|DSIM							
N35.HOG0000066	OG0000003	n395																					LOC117137674|XP_033155124.1|DMAU									LOC6734559|XP_002081568.1|DSIM							
N35.HOG0000067	OG0000003	n421																					LOC117136851|XP_033153841.1|DMAU									LOC6734554|XP_039147555.1|DSIM							
N35.HOG0000068	OG0000003	n461																					LOC117137104|XP_033154281.1|DMAU									LOC6733557|XP_016026506.1|DSIM							
N35.HOG0000069	OG0000003	n502																					LOC117137102|XP_033154279.1|DMAU									LOC6733555|XP_039148197.1|DSIM							
N35.HOG0000070	OG0000003	n521																					LOC117137103|XP_033154280.1|DMAU																
N35.HOG0000071	OG0000003	n538																					LOC117138777|XP_033156858.1|DMAU									LOC6731100|XP_002078257.3|DSIM							
N35.HOG0000072	OG0000004	n34																														LOC27206793|XP_016022768.2|DSIM, LOC120285540|XP_039154131.1|DSIM, LOC120285538|XP_039154129.1|DSIM, LOC120285535|XP_039154126.1|DSIM, LOC120285537|XP_039154128.1|DSIM, LOC120285539|XP_039154130.1|DSIM, LOC120285536|XP_039154127.1|DSIM, LOC120285792|XP_039154341.1|DSIM, LOC120285796|XP_039154345.1|DSIM, LOC120285257|XP_039152608.1|DSIM, LOC120285256|XP_039152600.1|DSIM, LOC120285795|XP_039154344.1|DSIM, LOC120285791|XP_039154340.1|DSIM, LOC6733079|XP_002080156.3|DSIM, LOC120285793|XP_039154342.1|DSIM, LOC120285794|XP_039154343.1|DSIM, LOC6740700|XP_002077499.3|DSIM							
N35.HOG0000073	OG0000005	n241																														LOC120285548|XP_039154138.1|DSIM							
N35.HOG0000074	OG0000005	n267																														LOC120285808|XP_039154358.1|DSIM							
N35.HOG0000075	OG0000005	n291																														LOC120285549|XP_039154139.1|DSIM, LOC27207875|XP_039154141.1|DSIM							
N35.HOG0000076	OG0000005	n301																														LOC120285271|XP_039152664.1|DSIM							
N35.HOG0000077	OG0000005	n306																														LOC120285267|XP_039152656.1|DSIM							
N35.HOG0000078	OG0000005	n308																														LOC120285804|XP_039154354.1|DSIM							
N35.HOG0000079	OG0000005	n310																														LOC6740385|XP_002077244.1|DSIM							
N35.HOG0000080	OG0000005	n312																														LOC120285805|XP_039154355.1|DSIM							
N35.HOG0000081	OG0000005	n318																														LOC120285550|XP_039154140.1|DSIM							
N35.HOG0000082	OG0000005	n319																														LOC120285279|XP_039152693.1|DSIM							
N35.HOG0000083	OG0000005	n324																														LOC120285268|XP_039152661.1|DSIM							
N35.HOG0000084	OG0000005	n329																														LOC120285547|XP_039154137.1|DSIM							
N35.HOG0000085	OG0000005	n331																														LOC120285807|XP_039154357.1|DSIM							
N35.HOG0000086	OG0000006	n22																														LOC120285264|XP_039152640.1|DSIM							
N35.HOG0000087	OG0000006	n40																														LOC120285542|XP_039154132.1|DSIM							
N35.HOG0000088	OG0000006	n152																														LOC120285260|XP_039152620.1|DSIM							
N35.HOG0000089	OG0000006	n171																														LOC120285545|XP_039154135.1|DSIM							
N35.HOG0000090	OG0000006	n236																														LOC120285803|XP_039154353.1|DSIM							
N35.HOG0000091	OG0000006	n242																														LOC120285801|XP_039154351.1|DSIM							
N35.HOG0000092	OG0000006	n252																														LOC6740317|XP_002077189.3|DSIM							
N35.HOG0000093	OG0000006	n264																														LOC120285265|XP_039152650.1|DSIM							
N35.HOG0000094	OG0000006	n422																														LOC120285544|XP_039154134.1|DSIM, LOC27208095|XP_016025859.1|DSIM							
N35.HOG0000095	OG0000006	n483																														LOC120285266|XP_039152652.1|DSIM							
N35.HOG0000096	OG0000007	n36																					LOC117141087|XP_033160294.1|DMAU									LOC6738477|XP_016032322.1|DSIM							
N35.HOG0000097	OG0000007	n58																														LOC6736955|XP_002083802.1|DSIM							
N35.HOG0000098	OG0000007	n98																					LOC117142070|XP_033161841.1|DMAU									LOC6736956|XP_002083803.1|DSIM							
N35.HOG0000099	OG0000007	n122																														LOC6736953|XP_002083800.1|DSIM							
N35.HOG0000100	OG0000007	n137																					LOC117140666|XP_033159604.1|DMAU									LOC6736951|XP_016030595.1|DSIM							
N35.HOG0000101	OG0000007	n148																					LOC117139205|XP_033157267.1|DMAU									LOC6736948|XP_039149135.1|DSIM							
N35.HOG0000102	OG0000007	n156																														LOC120284722|XP_039149134.1|DSIM, LOC6736949|XP_002083796.1|DSIM							
N35.HOG0000103	OG0000007	n166																					LOC117140665|XP_033159603.1|DMAU									LOC6736952|XP_002083799.1|DSIM							
N35.HOG0000104	OG0000007	n174																														LOC6736950|XP_039149136.1|DSIM, LOC120284734|XP_039149214.1|DSIM							
N35.HOG0000105	OG0000007	n194																					LOC117150742|XP_033173667.1|DMAU									LOC6731020|XP_002078181.1|DSIM							
N35.HOG0000106	OG0000007	n216																					LOC117136894|XP_033153899.1|DMAU									LOC6733581|XP_002080635.1|DSIM							
N35.HOG0000107	OG0000007	n269																					LOC117143375|XP_033163942.1|DMAU									LOC6730230|XP_002105513.1|DSIM, LOC6740467|XP_002077312.3|DSIM							
N35.HOG0000108	OG0000007	n271																					LOC117144956|XP_033166302.1|DMAU									LOC6730231|XP_002105514.2|DSIM							
N35.HOG0000109	OG0000007	n305																					LOC117143365|XP_033163930.1|DMAU									LOC120284928|XP_039150400.1|DSIM							
N35.HOG0000110	OG0000007	n306																					LOC117143364|XP_033163929.1|DMAU									LOC6730135|XP_039150399.1|DSIM							
N35.HOG0000111	OG0000007	n337																					LOC117139714|XP_033158125.1|DMAU									LOC6731021|XP_002078182.1|DSIM							
N35.HOG0000112	OG0000007	n370																														LOC6737273|XP_039149649.1|DSIM							
N35.HOG0000113	OG0000007	n382																					LOC117139147|XP_033157196.1|DMAU									LOC27206286|XP_016030986.1|DSIM							
N35.HOG0000114	OG0000007	n402																					LOC117139091|XP_033157106.1|DMAU									LOC6731019|XP_002078180.2|DSIM							
N35.HOG0000115	OG0000007	n467																					LOC117142071|XP_033161842.1|DMAU									LOC6736957|XP_016030597.1|DSIM							
N35.HOG0000116	OG0000007	n485																					LOC117142072|XP_033161843.1|DMAU									LOC27207276|XP_016030598.2|DSIM							
N35.HOG0000117	OG0000008	n1																					LOC117142833|XP_033162955.1|DMAU									LOC6727443|XP_016034017.1|DSIM							
N35.HOG0000118	OG0000008	n77																					LOC117140615|XP_033159521.1|DMAU									LOC6736741|XP_002083597.1|DSIM							
N35.HOG0000119	OG0000008	n135																					LOC117140614|XP_033159520.1|DMAU									LOC6736744|XP_016030372.1|DSIM							
N35.HOG0000120	OG0000008	n168																					LOC117150767|XP_033173694.1|DMAU									LOC6732025|XP_039148682.1|DSIM							
N35.HOG0000121	OG0000008	n204																					LOC117140617|XP_033159524.1|DMAU									LOC6736742|XP_002083598.1|DSIM							
N35.HOG0000122	OG0000008	n241																					LOC117147420|XP_033170189.1|DMAU									LOC6725212|XP_002106235.2|DSIM							
N35.HOG0000123	OG0000008	n294																					LOC117145079|XP_033166487.1|DMAU									LOC6726999|XP_039151364.1|DSIM							
N35.HOG0000124	OG0000008	n301																					LOC117144385|XP_033165410.1|DMAU																
N35.HOG0000125	OG0000008	n306																														LOC120285030|XP_039151250.1|DSIM							
N35.HOG0000126	OG0000008	n319																					LOC117144387|XP_033165412.1|DMAU									LOC6726998|XP_016033494.2|DSIM							
N35.HOG0000127	OG0000008	n347																					LOC117143719|XP_033164408.1|DMAU									LOC6726996|XP_002102397.1|DSIM							
N35.HOG0000128	OG0000008	n420																					LOC117144386|XP_033165411.1|DMAU									LOC6726997|XP_002102398.2|DSIM							
N35.HOG0000129	OG0000008	n447																					LOC117143928|XP_033164736.1|DMAU									LOC6726995|XP_002102396.1|DSIM							
N35.HOG0000130	OG0000009	n104																					LOC117145423|XP_033166959.1|DMAU									LOC6727419|XP_002102801.1|DSIM							
N35.HOG0000131	OG0000009	n139																					LOC117143759|XP_033164466.1|DMAU									LOC6727422|XP_002102804.2|DSIM							
N35.HOG0000132	OG0000009	n185																					LOC117145633|XP_033167244.1|DMAU									LOC6727423|XP_016033975.1|DSIM							
N35.HOG0000133	OG0000009	n207																					LOC117145422|XP_033166958.1|DMAU									LOC6727420|XP_002102802.1|DSIM							
N35.HOG0000134	OG0000009	n255																					LOC117141397|XP_033160707.1|DMAU									LOC6736925|XP_002083772.1|DSIM							
N35.HOG0000135	OG0000009	n264																					LOC117141398|XP_033160708.1|DMAU									LOC6736926|XP_002083773.1|DSIM							
N35.HOG0000136	OG0000009	n306																					LOC117136735|XP_033153656.1|DMAU									LOC6736062|XP_002082963.1|DSIM							
N35.HOG0000137	OG0000009	n342																					LOC117143616|XP_033164265.1|DMAU									LOC6728414|XP_016035007.1|DSIM							
N35.HOG0000138	OG0000009	n371																					LOC117135792|XP_033152175.1|DMAU									LOC6734157|XP_002081186.1|DSIM							
N35.HOG0000139	OG0000009	n444																					LOC117138502|XP_033156525.1|DMAU									LOC6734155|XP_002081184.1|DSIM							
N35.HOG0000140	OG0000009	n446																					LOC117138499|XP_033156519.1|DMAU									LOC6734156|XP_002081185.1|DSIM							
N35.HOG0000141	OG0000010	n75																														LOC6740547|XP_039154362.1|DSIM							
N35.HOG0000142	OG0000010	n163																														LOC120285280|XP_039152696.1|DSIM							
N35.HOG0000143	OG0000010	n275																														LOC120285553|XP_039154144.1|DSIM, LOC120285282|XP_039152699.1|DSIM							
N35.HOG0000144	OG0000010	n366																														LOC120285813|XP_039154363.1|DSIM							
N35.HOG0000145	OG0000011	n64																					LOC117148149|XP_033171274.1|DMAU									LOC6730832|XP_016023246.1|DSIM							
N35.HOG0000146	OG0000011	n81																					LOC117148158|XP_033171286.1|DMAU									LOC6730831|XP_002077997.2|DSIM							
N35.HOG0000147	OG0000011	n91																					LOC117138313|XP_033156221.1|DMAU									LOC27207823|XP_016023441.1|DSIM							
N35.HOG0000148	OG0000011	n118																					LOC117140362|XP_033159107.1|DMAU									LOC27206207|XP_039149631.1|DSIM							
N35.HOG0000149	OG0000011	n133																														LOC27208543|XP_016037023.1|DSIM							
N35.HOG0000150	OG0000011	n179																					LOC117142406|XP_033162250.1|DMAU									LOC27207879|XP_016023440.1|DSIM							
N35.HOG0000151	OG0000011	n200																					LOC117150358|XP_033173108.1|DMAU									LOC27208182|XP_016025194.2|DSIM							
N35.HOG0000152	OG0000011	n214																					LOC117135201|XP_033151176.1|DMAU									LOC6732545|XP_016025201.1|DSIM							
N35.HOG0000153	OG0000011	n233																					LOC117148130|XP_033171246.1|DMAU									LOC6725826|XP_016039150.1|DSIM							
N35.HOG0000154	OG0000011	n235																					LOC117148131|XP_033171247.1|DMAU									LOC27206349|XP_016039152.1|DSIM							
N35.HOG0000155	OG0000011	n325																					LOC117141063|XP_033160242.1|DMAU									LOC6737998|XP_002084813.2|DSIM							
N35.HOG0000156	OG0000011	n349																					LOC117141062|XP_033160241.1|DMAU									LOC27206230|XP_016031794.1|DSIM							
N35.HOG0000157	OG0000011	n375																					LOC117143493|XP_033164098.1|DMAU									LOC6728756|XP_002104091.1|DSIM							
N35.HOG0000158	OG0000012	n25																					LOC117136761|XP_033153688.1|DMAU									LOC6735247|XP_016028572.1|DSIM							
N35.HOG0000159	OG0000012	n53																					LOC117136760|XP_033153687.1|DMAU									LOC6735246|XP_016028570.1|DSIM							
N35.HOG0000160	OG0000012	n86																					LOC117136898|XP_033153902.1|DMAU									LOC6735245|XP_016028569.1|DSIM							
N35.HOG0000161	OG0000012	n118																					LOC117137864|XP_033155471.1|DMAU									LOC6735248|XP_016028574.1|DSIM							
N35.HOG0000162	OG0000012	n167																					LOC117137455|XP_033154790.1|DMAU									LOC6735250|XP_002082223.1|DSIM							
N35.HOG0000163	OG0000012	n208																					LOC117136643|XP_033153526.1|DMAU									LOC6735249|XP_016028575.1|DSIM							
N35.HOG0000164	OG0000012	n269																					LOC117136387|XP_033153170.1|DMAU									LOC6734131|XP_002081160.1|DSIM							
N35.HOG0000165	OG0000012	n291																					LOC117136474|XP_033153296.1|DMAU									LOC6734132|XP_016027145.1|DSIM							
N35.HOG0000166	OG0000012	n313																					LOC117136403|XP_033153190.1|DMAU									LOC6734133|XP_002081162.3|DSIM							
N35.HOG0000167	OG0000012	n330																					LOC117138497|XP_033156518.1|DMAU									LOC6734134|XP_016027146.1|DSIM							
N35.HOG0000168	OG0000012	n357																					LOC117137795|XP_033155358.1|DMAU									LOC6734135|XP_002081164.1|DSIM							
N35.HOG0000169	OG0000012	n379																					LOC117137796|XP_033155359.1|DMAU									LOC6734136|XP_016027147.1|DSIM							
N35.HOG0000170	OG0000013	n1																					LOC117136473|XP_033153295.1|DMAU									LOC6734455|XP_002081474.1|DSIM							
N35.HOG0000171	OG0000013	n40																					LOC117148236|XP_033171424.1|DMAU									LOC6725717|XP_016038992.1|DSIM							
N35.HOG0000172	OG0000013	n82																					LOC117142434|XP_033162286.1|DMAU									LOC6728006|XP_016034604.1|DSIM							
N35.HOG0000173	OG0000013	n124																					LOC117141743|XP_033161255.1|DMAU									LOC6737992|XP_016031791.1|DSIM							
N35.HOG0000174	OG0000013	n159																					LOC117143333|XP_033163884.1|DMAU									LOC6728269|XP_002103618.2|DSIM							
N35.HOG0000175	OG0000013	n239																					LOC117142344|XP_033162152.1|DMAU									LOC6729335|XP_016035977.1|DSIM							
N35.HOG0000176	OG0000013	n308																					LOC117145307|XP_033166793.1|DMAU									LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM							
N35.HOG0000177	OG0000013	n319																					LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU									LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM							
N35.HOG0000178	OG0000014	n16																					LOC117141766|XP_033161286.1|DMAU																
N35.HOG0000179	OG0000014	n28																					LOC117139678|XP_033158048.1|DMAU, LOC117136459|XP_033153277.1|DMAU																
N35.HOG0000180	OG0000014	n48																					LOC117150445|XP_033173222.1|DMAU																
N35.HOG0000181	OG0000014	n56																					LOC117149978|XP_033172760.1|DMAU									LOC120285345|XP_039153408.1|DSIM							
N35.HOG0000182	OG0000014	n81																					LOC117150378|XP_033173130.1|DMAU																
N35.HOG0000183	OG0000014	n147																														LOC120284347|XP_039147384.1|DSIM							
N35.HOG0000184	OG0000015	n22																					LOC117135278|XP_033151337.1|DMAU									LOC6732807|XP_002079920.3|DSIM							
N35.HOG0000185	OG0000015	n142																					LOC117150991|XP_033174086.1|DMAU									LOC6730910|XP_002078074.1|DSIM							
N35.HOG0000186	OG0000015	n149																														LOC6730729|XP_002077897.2|DSIM							
N35.HOG0000187	OG0000015	n160																														LOC27208270|XP_016038606.1|DSIM							
N35.HOG0000188	OG0000015	n190																					LOC117150915|XP_033173958.1|DMAU									LOC6730642|XP_002077813.2|DSIM							
N35.HOG0000189	OG0000015	n205																					LOC117143744|XP_033164450.1|DMAU									LOC6739194|XP_002076105.3|DSIM							
N35.HOG0000190	OG0000015	n238																					LOC117140156|XP_033158823.1|DMAU									LOC6731349|XP_002078505.1|DSIM							
N35.HOG0000191	OG0000015	n252																					LOC117150376|XP_033173128.1|DMAU									LOC6731405|XP_002078558.1|DSIM							
N35.HOG0000192	OG0000015	n312																					LOC117137056|XP_033154159.1|DMAU									LOC27206160|XP_016027033.1|DSIM							
N35.HOG0000193	OG0000015	n338																														LOC27207583|XP_016036303.1|DSIM							
N35.HOG0000194	OG0000016	n14																					LOC117143253|XP_033163704.1|DMAU									LOC6728214|XP_016034853.1|DSIM							
N35.HOG0000195	OG0000016	n42																					LOC117136077|XP_033152622.1|DMAU									LOC6735456|XP_002082396.1|DSIM							
N35.HOG0000196	OG0000016	n93																					LOC117144517|XP_033165627.1|DMAU									LOC6728317|XP_002103666.1|DSIM							
N35.HOG0000197	OG0000016	n128																					LOC117137377|XP_033154680.1|DMAU									LOC6734815|XP_016028043.1|DSIM							
N35.HOG0000198	OG0000016	n165																					LOC117148789|XP_033172290.1|DMAU									LOC6725225|XP_016038239.1|DSIM							
N35.HOG0000199	OG0000016	n201																					LOC117135957|XP_033152442.1|DMAU									LOC6733183|XP_016026067.1|DSIM							
N35.HOG0000200	OG0000016	n263																					LOC117145868|XP_033167581.1|DMAU									LOC6727955|XP_016034553.1|DSIM							
N35.HOG0000201	OG0000016	n292																					LOC117140134|XP_033158791.1|DMAU									LOC6739089|XP_016032930.1|DSIM							
N35.HOG0000202	OG0000017	n4																					LOC117146549|XP_033168738.1|DMAU									LOC6740020|XP_002076907.2|DSIM							
N35.HOG0000203	OG0000017	n46																					LOC117138274|XP_033156132.1|DMAU									LOC6733445|XP_002080502.2|DSIM							
N35.HOG0000204	OG0000017	n69																					LOC117136736|XP_033153658.1|DMAU									LOC6733173|XP_002080249.1|DSIM							
N35.HOG0000205	OG0000017	n121																					LOC117144510|XP_033165592.1|DMAU									LOC6740754|XP_016035626.1|DSIM							
N35.HOG0000206	OG0000017	n144																					LOC117144630|XP_033165816.1|DMAU																
N35.HOG0000207	OG0000017	n150																					LOC117144632|XP_033165817.1|DMAU									LOC6729887|XP_002105190.2|DSIM							
N35.HOG0000208	OG0000017	n190																					LOC117137416|XP_033154735.1|DMAU									LOC6735880|XP_002082790.1|DSIM							
N35.HOG0000209	OG0000017	n235																					LOC117136539|XP_033153380.1|DMAU									LOC6733175|XP_002080251.2|DSIM							
N35.HOG0000210	OG0000017	n262																					LOC117137415|XP_033154734.1|DMAU									LOC6735881|XP_002082791.1|DSIM							
N35.HOG0000211	OG0000017	n320																					LOC117150949|XP_033174013.1|DMAU									LOC6730585|XP_016023026.1|DSIM							
N35.HOG0000212	OG0000017	n322																					LOC117139948|XP_033158530.1|DMAU									LOC6730584|XP_002077763.1|DSIM							
N35.HOG0000213	OG0000018	n8																														LOC6736980|XP_002083827.1|DSIM							
N35.HOG0000214	OG0000018	n68																														LOC6736987|XP_002083834.1|DSIM							
N35.HOG0000215	OG0000018	n92																					LOC117141482|XP_033160851.1|DMAU									LOC6736983|XP_002083830.1|DSIM							
N35.HOG0000216	OG0000018	n125																					LOC117141483|XP_033160852.1|DMAU									LOC6736982|XP_002083829.1|DSIM							
N35.HOG0000217	OG0000018	n228																					LOC117140972|XP_033160097.1|DMAU, LOC117139215|XP_033157288.1|DMAU									LOC6736975|XP_002083822.1|DSIM							
