HOG	OG	Gene Tree Parent Clade	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
N31.HOG0000035	OG0000000	n798																											LOC120446643|XP_039483646.1|DSAN								LOC6530976|XP_002091814.2|DYAK		
N31.HOG0000036	OG0000000	n833															LOC6548101|XP_026836632.1|DERE, LOC6548067|XP_026836488.1|DERE, LOC6548068|XP_026836489.1|DERE, LOC6548100|XP_026836607.1|DERE, LOC26526996|XP_026836515.1|DERE												LOC120444947|XP_039480886.1|DSAN, LOC120444948|XP_039480887.1|DSAN								LOC6532053|XP_002092830.1|DYAK, LOC6532050|XP_002092827.2|DYAK		
N31.HOG0000037	OG0000000	n845															LOC6548099|XP_001976605.1|DERE												LOC120444942|XP_039480879.1|DSAN, LOC120444949|XP_039480888.1|DSAN								LOC6532049|XP_002092826.1|DYAK		
N31.HOG0000038	OG0000000	n875															LOC26526070|XP_026831673.1|DERE												LOC120454169|XP_039495171.1|DSAN								LOC6538114|XP_002098649.1|DYAK		
N31.HOG0000039	OG0000000	n918															LOC6551915|XP_001978850.1|DERE												LOC120453562|XP_039494248.1|DSAN								LOC6535316|XP_002095972.1|DYAK		
N31.HOG0000040	OG0000000	n940															LOC6545319|XP_001973245.1|DERE, LOC6544808|XP_001973187.1|DERE												LOC120447885|XP_039485430.1|DSAN								LOC6539519|XP_002086405.1|DYAK		
N31.HOG0000041	OG0000000	n958																											LOC120447884|XP_039485429.1|DSAN								LOC6539518|XP_039230304.1|DYAK		
N31.HOG0000042	OG0000000	n1041																											LOC120448603|XP_039486639.1|DSAN								LOC6533890|XP_002094590.1|DYAK		
N31.HOG0000043	OG0000001	n39																											LOC120457602|XP_039501048.1|DSAN										
N31.HOG0000044	OG0000001	n45																											LOC120457515|XP_039500997.1|DSAN, LOC120444320|XP_039479805.1|DSAN										
N31.HOG0000045	OG0000001	n48																																			LOC120322239|XP_039233225.1|DYAK, LOC120321759|XP_039231466.1|DYAK, LOC120320570|XP_039226492.1|DYAK, LOC120322268|XP_039233251.1|DYAK, LOC120321436|XP_039229790.1|DYAK		
N31.HOG0000046	OG0000001	n76																																			LOC120320646|XP_039226853.1|DYAK		
N31.HOG0000047	OG0000001	n86																											LOC120445604|XP_039482044.1|DSAN								LOC120321532|XP_039230206.1|DYAK, LOC120321024|XP_039228172.1|DYAK		
N31.HOG0000048	OG0000001	n273																											LOC120450630|XP_039489712.1|DSAN, LOC120453894|XP_039494745.1|DSAN, LOC120448972|XP_039487206.1|DSAN, LOC120452701|XP_039492991.1|DSAN								LOC120321385|XP_039229379.1|DYAK, LOC120321458|XP_039229910.1|DYAK, LOC120320585|XP_039226586.1|DYAK, LOC120320591|XP_039226632.1|DYAK, LOC120321717|XP_039231183.1|DYAK, LOC120321457|XP_039229909.1|DYAK, LOC120320959|XP_039227830.1|DYAK, LOC120321780|XP_039231610.1|DYAK		
N31.HOG0000049	OG0000001	n408																											LOC120449510|XP_039487947.1|DSAN										
N31.HOG0000050	OG0000001	n766																																			LOC120320711|XP_039227061.1|DYAK, LOC120320699|XP_039227017.1|DYAK		
N31.HOG0000051	OG0000002	n4															LOC6548491|XP_001975304.1|DERE												LOC120446478|XP_039483414.1|DSAN								LOC6531354|XP_002092157.1|DYAK		
N31.HOG0000052	OG0000002	n37															LOC6548172|XP_001975155.3|DERE												LOC120444309|XP_039479784.1|DSAN								LOC6530517|XP_002091432.3|DYAK		
N31.HOG0000053	OG0000002	n62															LOC6548171|XP_001975154.2|DERE												LOC120444310|XP_039479789.1|DSAN								LOC6530518|XP_002091433.1|DYAK		
N31.HOG0000054	OG0000002	n120															LOC6547452|XP_001974865.2|DERE																						
N31.HOG0000055	OG0000002	n196															LOC6540746|XP_001968931.3|DERE																				LOC6528284|XP_002089337.3|DYAK		
N31.HOG0000056	OG0000002	n233															LOC6545786|XP_001973422.2|DERE												LOC120449620|XP_039488138.1|DSAN								LOC26535670|XP_015050876.2|DYAK		
N31.HOG0000057	OG0000002	n417															LOC6542167|XP_001968638.1|DERE																						
N31.HOG0000058	OG0000002	n436															LOC6541336|XP_001968621.3|DERE												LOC120448038|XP_039485719.1|DSAN								LOC6526775|XP_002087878.2|DYAK		
N31.HOG0000059	OG0000002	n475															LOC6543212|XP_026834323.1|DERE												LOC120443706|XP_039478879.1|DSAN								LOC6527104|XP_002088197.3|DYAK		
N31.HOG0000060	OG0000003	n186															LOC6549103|XP_001975568.1|DERE												LOC120446974|XP_039484179.1|DSAN								LOC6530460|XP_002091376.2|DYAK		
N31.HOG0000061	OG0000003	n201															LOC6548983|XP_001975566.1|DERE												LOC120446687|XP_039483714.1|DSAN								LOC6530462|XP_002091378.1|DYAK		
N31.HOG0000062	OG0000003	n245															LOC6554587|XP_001981543.2|DERE												LOC120452715|XP_039493011.1|DSAN								LOC6538264|XP_002098791.1|DYAK		
N31.HOG0000063	OG0000003	n255															LOC6548982|XP_001975565.1|DERE												LOC120446686|XP_039483713.1|DSAN								LOC6530463|XP_002091379.1|DYAK		
N31.HOG0000064	OG0000003	n272															LOC6541170|XP_001970725.1|DERE												LOC120451297|XP_039490798.1|DSAN, LOC120458649|XP_039502315.1|DSAN								LOC6527640|XP_039226547.1|DYAK, LOC6528325|XP_002089378.1|DYAK		
N31.HOG0000065	OG0000003	n317															LOC26526619|XP_015012824.1|DERE												LOC120446973|XP_039484178.1|DSAN								LOC6530458|XP_002091374.1|DYAK		
N31.HOG0000066	OG0000003	n327															LOC6549104|XP_001975569.3|DERE												LOC120446976|XP_039484181.1|DSAN								LOC6530457|XP_002091373.1|DYAK		
N31.HOG0000067	OG0000003	n389																											LOC120446975|XP_039484180.1|DSAN								LOC6530459|XP_002091375.1|DYAK		
N31.HOG0000068	OG0000003	n395															LOC6549102|XP_001975567.1|DERE												LOC120446688|XP_039483715.1|DSAN								LOC6530461|XP_002091377.1|DYAK		
N31.HOG0000069	OG0000003	n421															LOC6549105|XP_001975570.1|DERE												LOC120446977|XP_039484182.1|DSAN								LOC6530456|XP_002091372.1|DYAK		
N31.HOG0000070	OG0000003	n461															LOC6541262|XP_001970448.1|DERE												LOC120458379|XP_039501933.1|DSAN								LOC6528608|XP_002089651.1|DYAK		
N31.HOG0000071	OG0000003	n502															LOC6543237|XP_001970449.1|DERE												LOC120458377|XP_039501931.1|DSAN								LOC6528606|XP_002089649.1|DYAK		
N31.HOG0000072	OG0000003	n521																											LOC120458378|XP_039501932.1|DSAN								LOC120320435|XP_002089650.1|DYAK		
N31.HOG0000073	OG0000003	n538															LOC6543184|XP_001968830.1|DERE												LOC120458775|XP_039502488.1|DSAN								LOC6528128|XP_002089195.3|DYAK		
N31.HOG0000074	OG0000004	n84																																			LOC120322179|XP_039233170.1|DYAK, LOC6529212|XP_002090219.3|DYAK, LOC120322177|XP_039233168.1|DYAK, LOC120322178|XP_039233169.1|DYAK, LOC6539223|XP_002086123.3|DYAK		
N31.HOG0000075	OG0000004	n93																																			LOC120322176|XP_039233166.1|DYAK		
N31.HOG0000076	OG0000004	n124																											LOC120457677|XP_039501102.1|DSAN, LOC120457917|XP_039501356.1|DSAN, LOC120457922|XP_039501362.1|DSAN, LOC120457921|XP_039501361.1|DSAN, LOC120457915|XP_039501354.1|DSAN, LOC120457914|XP_039501353.1|DSAN, LOC120457919|XP_039501359.1|DSAN, LOC120446198|XP_039482981.1|DSAN, LOC120457920|XP_039501360.1|DSAN, LOC120457916|XP_039501355.1|DSAN, LOC120457918|XP_039501357.1|DSAN, LOC120457924|XP_039501363.1|DSAN, LOC120457925|XP_039501364.1|DSAN								LOC6540446|XP_002087254.1|DYAK, LOC120322186|XP_039233176.1|DYAK, LOC6539221|XP_002086122.2|DYAK, LOC120322184|XP_039233174.1|DYAK, LOC120322182|XP_039233172.1|DYAK, LOC120322183|XP_039233173.1|DYAK, LOC26535476|XP_015044590.2|DYAK, LOC120322181|XP_039233171.1|DYAK, LOC120321237|XP_039229333.1|DYAK, LOC120322185|XP_039233175.1|DYAK		
N31.HOG0000077	OG0000004	n146															LOC113564789|XP_026839439.1|DERE, LOC113564794|XP_026839442.1|DERE, LOC113564793|XP_026839441.1|DERE, LOC113564762|XP_026839397.1|DERE, LOC113564780|XP_026839412.1|DERE, LOC113564788|XP_026839438.1|DERE, LOC113564798|XP_026839446.1|DERE, LOC113564782|XP_026839414.1|DERE, LOC113564781|XP_026839413.1|DERE																						
N31.HOG0000078	OG0000004	n571																																			LOC6540440|XP_039228255.1|DYAK		
N31.HOG0000079	OG0000005	n213																											LOC120457954|XP_039501393.1|DSAN								LOC120322209|XP_039233200.1|DYAK		
N31.HOG0000080	OG0000005	n219																											LOC120445992|XP_039482658.1|DSAN										
N31.HOG0000081	OG0000005	n222																																			LOC120322210|XP_039233201.1|DYAK		
N31.HOG0000082	OG0000005	n225															LOC6556051|XP_001982911.1|DERE																						
N31.HOG0000083	OG0000005	n241																											LOC120457948|XP_039501388.1|DSAN										
N31.HOG0000084	OG0000005	n246															LOC6548712|XP_001974001.2|DERE, LOC6556359|XP_001983142.2|DERE																				LOC120321200|XP_039229119.1|DYAK, LOC120321199|XP_039229118.1|DYAK		
N31.HOG0000085	OG0000005	n263															LOC6556058|XP_001982915.1|DERE																						
N31.HOG0000086	OG0000005	n291															LOC113564801|XP_026839449.1|DERE																				LOC120321241|XP_039229337.1|DYAK		
N31.HOG0000087	OG0000005	n301																																			LOC120321242|XP_039229338.1|DYAK		
N31.HOG0000088	OG0000005	n302																											LOC120457673|XP_039501099.1|DSAN										
N31.HOG0000089	OG0000005	n303																																			LOC120322205|XP_039233196.1|DYAK		
N31.HOG0000090	OG0000005	n305															LOC113564800|XP_026839448.1|DERE																				LOC120321244|XP_039229340.1|DYAK		
N31.HOG0000091	OG0000005	n306																																			LOC120322201|XP_039233192.1|DYAK		
N31.HOG0000092	OG0000005	n308															LOC6548707|XP_001973996.1|DERE																						
N31.HOG0000093	OG0000005	n310															LOC6556031|XP_001982896.1|DERE																						
N31.HOG0000094	OG0000005	n311																											LOC120457947|XP_039501387.1|DSAN										
N31.HOG0000095	OG0000005	n312																											LOC120457955|XP_039501394.1|DSAN								LOC6539222|XP_002086121.1|DYAK		
N31.HOG0000096	OG0000005	n319															LOC6556046|XP_001982906.1|DERE																						
N31.HOG0000097	OG0000005	n321																																			LOC6540449|XP_002087252.2|DYAK		
N31.HOG0000098	OG0000005	n322																											LOC120457951|XP_039501391.1|DSAN								LOC120322208|XP_039233199.1|DYAK		
N31.HOG0000099	OG0000005	n323																																			LOC120322200|XP_039233191.1|DYAK		
N31.HOG0000100	OG0000005	n324																											LOC120457946|XP_039501386.1|DSAN								LOC120321243|XP_039229339.1|DYAK		
N31.HOG0000101	OG0000005	n328																																			LOC120322202|XP_039233193.1|DYAK		
N31.HOG0000102	OG0000005	n332																											LOC120457671|XP_039501098.1|DSAN										
N31.HOG0000103	OG0000005	n334															LOC6556228|XP_001983059.1|DERE												LOC120457952|XP_039501392.1|DSAN										
N31.HOG0000104	OG0000005	n336															LOC6556303|XP_001983113.1|DERE																				LOC120322226|XP_039233214.1|DYAK		
N31.HOG0000105	OG0000005	n337																											LOC120457949|XP_039501389.1|DSAN										
N31.HOG0000106	OG0000005	n338																											LOC120457958|XP_039501397.1|DSAN, LOC120457959|XP_039501398.1|DSAN										
N31.HOG0000107	OG0000005	n474																																			LOC6540448|XP_002087255.2|DYAK		
N31.HOG0000108	OG0000006	n65																											LOC120457941|XP_039501382.1|DSAN										
N31.HOG0000109	OG0000006	n103																											LOC120457932|XP_039501372.1|DSAN										
N31.HOG0000110	OG0000006	n120																																			LOC6540215|XP_039233179.1|DYAK		
N31.HOG0000111	OG0000006	n152															LOC113564783|XP_026839415.1|DERE																						
N31.HOG0000112	OG0000006	n171															LOC6548706|XP_026839400.1|DERE, LOC113564766|XP_026839401.1|DERE, LOC6548669|XP_001974020.1|DERE												LOC120457930|XP_039501368.1|DSAN, LOC120457681|XP_039501104.1|DSAN, LOC120457931|XP_039501371.1|DSAN								LOC120322197|XP_039233188.1|DYAK, LOC120322195|XP_039233186.1|DYAK		
N31.HOG0000113	OG0000006	n241																																			LOC120322196|XP_039233187.1|DYAK		
N31.HOG0000114	OG0000006	n242																																			LOC120321238|XP_039229334.1|DYAK		
N31.HOG0000115	OG0000006	n247																											LOC120457935|XP_039501376.1|DSAN										
N31.HOG0000116	OG0000006	n258																											LOC120457934|XP_039501374.1|DSAN										
N31.HOG0000117	OG0000006	n259																																			LOC120322198|XP_039233189.1|DYAK		
N31.HOG0000118	OG0000006	n267															LOC113564784|XP_026839416.1|DERE																						
N31.HOG0000119	OG0000006	n273																																			LOC120321198|XP_039229117.1|DYAK		
N31.HOG0000120	OG0000006	n286																											LOC120457680|XP_039501103.1|DSAN										
N31.HOG0000121	OG0000006	n422																																			LOC26535831|XP_015045247.2|DYAK		
N31.HOG0000122	OG0000006	n494															LOC113564799|XP_026839447.1|DERE																						
N31.HOG0000123	OG0000006	n495															LOC6548739|XP_001973990.1|DERE																				LOC120322193|XP_039233184.1|DYAK		
N31.HOG0000124	OG0000006	n497																																			LOC6540447|XP_002087253.2|DYAK		
N31.HOG0000125	OG0000006	n499																											LOC120457943|XP_039501383.1|DSAN								LOC6540554|XP_002087344.1|DYAK		
N31.HOG0000126	OG0000006	n501																											LOC120445991|XP_039482657.1|DSAN										
N31.HOG0000127	OG0000006	n505																											LOC120457674|XP_039501100.1|DSAN										
N31.HOG0000128	OG0000007	n36															LOC6546441|XP_001972927.1|DERE												LOC120450299|XP_039489171.1|DSAN								LOC6534313|XP_002094993.1|DYAK, LOC6534314|XP_002094994.3|DYAK, LOC120321601|XP_039230656.1|DYAK		
N31.HOG0000129	OG0000007	n58															LOC6545298|XP_001972056.1|DERE												LOC120449593|XP_039488092.1|DSAN								LOC6533142|XP_002093868.1|DYAK		
N31.HOG0000130	OG0000007	n98															LOC6545299|XP_001972057.1|DERE												LOC120449309|XP_039487635.1|DSAN								LOC6533143|XP_002093869.1|DYAK		
N31.HOG0000131	OG0000007	n122															LOC6545296|XP_001972054.1|DERE												LOC120449521|XP_039487968.1|DSAN								LOC6533140|XP_002093866.1|DYAK		
N31.HOG0000132	OG0000007	n148															LOC6545101|XP_001972052.1|DERE												LOC120448495|XP_039486458.1|DSAN								LOC6533138|XP_002093864.1|DYAK		
N31.HOG0000133	OG0000007	n156																											LOC120448563|XP_039486553.1|DSAN								LOC6533139|XP_002093865.1|DYAK		
N31.HOG0000134	OG0000007	n166															LOC6545102|XP_001972053.1|DERE																						
N31.HOG0000135	OG0000007	n194															LOC6540938|XP_001968734.1|DERE												LOC120458533|XP_039502144.1|DSAN								LOC6527619|XP_002088707.1|DYAK		
N31.HOG0000136	OG0000007	n216																											LOC120455948|XP_039498425.1|DSAN								LOC6528628|XP_002089670.1|DYAK		
N31.HOG0000137	OG0000007	n262															LOC6555344|XP_001981194.1|DERE, LOC6555345|XP_001981195.1|DERE																						
N31.HOG0000138	OG0000007	n284																											LOC120453571|XP_039494262.1|DSAN, LOC120453413|XP_039494045.1|DSAN								LOC6538895|XP_002099399.1|DYAK, LOC6538894|XP_002099398.2|DYAK		
N31.HOG0000139	OG0000007	n300															LOC6554433|XP_001981284.1|DERE, LOC6554432|XP_001981283.1|DERE												LOC120453614|XP_039494328.1|DSAN, LOC120453672|XP_039494416.1|DSAN								LOC26535513|XP_015044938.2|DYAK, LOC26535290|XP_015044714.2|DYAK		
N31.HOG0000140	OG0000007	n337															LOC6540876|XP_001968735.1|DERE												LOC120458508|XP_039502112.1|DSAN								LOC6527618|XP_002088706.1|DYAK		
N31.HOG0000141	OG0000007	n370																											LOC120448335|XP_039486223.1|DSAN								LOC6532723|XP_002093465.1|DYAK		
N31.HOG0000142	OG0000007	n382															LOC6545660|XP_001971664.1|DERE												LOC120448331|XP_039486219.1|DSAN								LOC6532724|XP_002093466.1|DYAK		
N31.HOG0000143	OG0000007	n402															LOC6540935|XP_001968733.1|DERE												LOC120450012|XP_039488670.1|DSAN								LOC6527620|XP_002088708.1|DYAK		
N31.HOG0000144	OG0000007	n467															LOC6545300|XP_001972058.2|DERE												LOC120449828|XP_039488411.1|DSAN								LOC6533144|XP_002093870.1|DYAK		
N31.HOG0000145	OG0000007	n485															LOC6545301|XP_001972059.1|DERE												LOC120449911|XP_039488536.1|DSAN								LOC6533145|XP_002093871.1|DYAK		
N31.HOG0000146	OG0000008	n1															LOC6553905|XP_001979522.1|DERE												LOC120451092|XP_039490416.1|DSAN								LOC26536044|XP_039231154.1|DYAK		
N31.HOG0000147	OG0000008	n77															LOC6543716|XP_001971859.1|DERE												LOC120449655|XP_039488186.1|DSAN								LOC6532927|XP_002093663.1|DYAK		
N31.HOG0000148	OG0000008	n135															LOC6543719|XP_001971862.1|DERE												LOC120449654|XP_039488185.1|DSAN								LOC6532930|XP_002093666.1|DYAK		
N31.HOG0000149	OG0000008	n168															LOC6541660|XP_001969797.3|DERE												LOC120458586|XP_039502222.1|DSAN								LOC6527319|XP_002088412.1|DYAK		
N31.HOG0000150	OG0000008	n204															LOC6543717|XP_001971860.3|DERE												LOC120449658|XP_039488188.1|DSAN								LOC6532928|XP_002093664.1|DYAK		
N31.HOG0000151	OG0000008	n241															LOC6551209|XP_001977016.1|DERE												LOC120456894|XP_039499926.1|DSAN								LOC6524096|XP_002099960.1|DYAK		
N31.HOG0000152	OG0000008	n292															LOC6553020|XP_001979111.1|DERE, LOC6553021|XP_001979112.1|DERE																						
N31.HOG0000153	OG0000008	n301																											LOC120453054|XP_039493509.1|DSAN, LOC120453055|XP_039493511.1|DSAN								LOC6536138|XP_039231652.1|DYAK		
N31.HOG0000154	OG0000008	n319															LOC6553018|XP_001979109.1|DERE												LOC120453056|XP_039493512.1|DSAN								LOC6536141|XP_039231654.1|DYAK		
N31.HOG0000155	OG0000008	n347															LOC6553016|XP_001979107.1|DERE												LOC120453871|XP_039494710.1|DSAN								LOC6536143|XP_002096744.1|DYAK		
N31.HOG0000156	OG0000008	n397															LOC6553019|XP_001979110.3|DERE												LOC120453053|XP_039493508.1|DSAN								LOC6536140|XP_002096741.1|DYAK		
N31.HOG0000157	OG0000008	n420															LOC6553017|XP_001979108.1|DERE												LOC120452274|XP_039492339.1|DSAN								LOC6536142|XP_002096743.1|DYAK		
N31.HOG0000158	OG0000008	n447															LOC6553015|XP_001979106.1|DERE												LOC120453887|XP_039494738.1|DSAN								LOC6536144|XP_002096745.1|DYAK		
N31.HOG0000159	OG0000009	n104															LOC6554105|XP_001979501.1|DERE												LOC120452846|XP_039493217.1|DSAN								LOC6535723|XP_002096349.3|DYAK		
N31.HOG0000160	OG0000009	n139															LOC6554107|XP_001979503.1|DERE												LOC120453968|XP_039494853.1|DSAN								LOC6535721|XP_002096347.1|DYAK		
N31.HOG0000161	OG0000009	n185															LOC6554108|XP_001979504.1|DERE												LOC120454581|XP_039495924.1|DSAN								LOC6535720|XP_002096346.1|DYAK		
N31.HOG0000162	OG0000009	n207															LOC6554106|XP_001979502.1|DERE												LOC120452847|XP_039493218.1|DSAN								LOC6535722|XP_002096348.1|DYAK		
N31.HOG0000163	OG0000009	n255																											LOC120447920|XP_039485510.1|DSAN								LOC6533117|XP_002093843.1|DYAK		
N31.HOG0000164	OG0000009	n264																											LOC120447921|XP_039485511.1|DSAN								LOC6533118|XP_002093844.1|DYAK		
N31.HOG0000165	OG0000009	n306															LOC6548094|XP_001976600.1|DERE												LOC120446532|XP_039483479.1|DSAN								LOC6532044|XP_002092821.1|DYAK		
N31.HOG0000166	OG0000009	n342															LOC6553884|XP_001980458.1|DERE												LOC120453301|XP_039493868.1|DSAN								LOC6536768|XP_002097339.1|DYAK		
N31.HOG0000167	OG0000009	n371															LOC6546804|XP_001975914.1|DERE												LOC120445192|XP_039481349.1|DSAN								LOC6530109|XP_002091055.1|DYAK		
N31.HOG0000168	OG0000009	n436															LOC6546805|XP_001975915.1|DERE												LOC120445195|XP_039481352.1|DSAN, LOC120445193|XP_039481350.1|DSAN								LOC6530111|XP_002091057.1|DYAK		
N31.HOG0000169	OG0000010	n162																																			LOC120321245|XP_039229342.1|DYAK		
N31.HOG0000170	OG0000010	n163																																			LOC120322219|XP_039233209.1|DYAK		
N31.HOG0000171	OG0000010	n275																																			LOC120322214|XP_039233205.1|DYAK, LOC120322218|XP_039233208.1|DYAK		
N31.HOG0000172	OG0000010	n313																											LOC120457972|XP_039501407.1|DSAN										
N31.HOG0000173	OG0000010	n317																											LOC120457967|XP_039501402.1|DSAN										
N31.HOG0000174	OG0000010	n327															LOC113564785|XP_026839418.1|DERE																						
N31.HOG0000175	OG0000010	n328															LOC26526498|XP_026839417.1|DERE																						
N31.HOG0000176	OG0000010	n383															LOC6548705|XP_026839404.1|DERE, LOC6548710|XP_026839403.1|DERE, LOC6556033|XP_026839405.1|DERE, LOC6549045|XP_026839450.1|DERE																				LOC120322222|XP_039233212.1|DYAK		
