Orthogroup	DMAU.longest_only	DELE.longest_only
OG0000003	LOC117137897|XP_033155527.1|DMAU	LOC108144670|XP_017125215.1|DELE
OG0000003	LOC117136364|XP_033153130.1|DMAU	LOC108145092|XP_017125773.1|DELE
OG0000003	LOC117136849|XP_033153838.1|DMAU	LOC108144466|XP_017124858.1|DELE
OG0000003	LOC117137674|XP_033155124.1|DMAU	LOC108144801|XP_017125415.1|DELE
OG0000003	LOC117136851|XP_033153841.1|DMAU	LOC108144820|XP_017125440.1|DELE
OG0000003	LOC117137104|XP_033154281.1|DMAU	LOC108145352|XP_017126230.1|DELE
OG0000003	LOC117137102|XP_033154279.1|DMAU	LOC108145367|XP_017126250.1|DELE
OG0000007	LOC117141087|XP_033160294.1|DMAU	LOC108135575|XP_017111853.1|DELE
OG0000007	LOC117142070|XP_033161841.1|DMAU	LOC108142393|XP_017121722.1|DELE
OG0000007	LOC117140665|XP_033159603.1|DMAU	LOC108142394|XP_017121723.1|DELE
OG0000007	LOC117150742|XP_033173667.1|DMAU	LOC108138840|XP_017116840.1|DELE, LOC108138841|XP_017116841.1|DELE
OG0000007	LOC117143375|XP_033163942.1|DMAU, LOC117144956|XP_033166302.1|DMAU	LOC108148444|XP_017130968.1|DELE
OG0000007	LOC117139714|XP_033158125.1|DMAU	LOC108138842|XP_017116842.1|DELE
OG0000007	LOC117139091|XP_033157106.1|DMAU	LOC108138843|XP_017116844.1|DELE, LOC108138844|XP_017116845.1|DELE
OG0000007	LOC117142071|XP_033161842.1|DMAU	LOC108142395|XP_017121724.1|DELE
OG0000007	LOC117142072|XP_033161843.1|DMAU	LOC108142396|XP_017121725.1|DELE
OG0000008	LOC117142833|XP_033162955.1|DMAU	LOC108149642|XP_017132905.1|DELE
OG0000008	LOC117140615|XP_033159521.1|DMAU	LOC108145869|XP_017126996.1|DELE
OG0000008	LOC117140614|XP_033159520.1|DMAU	LOC108145867|XP_017126995.1|DELE
OG0000008	LOC117150767|XP_033173694.1|DMAU	LOC108138029|XP_017115491.1|DELE
OG0000008	LOC117140617|XP_033159524.1|DMAU	LOC108145871|XP_017126998.1|DELE
OG0000008	LOC117147420|XP_033170189.1|DMAU	LOC108149861|XP_017133230.1|DELE
OG0000008	LOC117145079|XP_033166487.1|DMAU, LOC117144385|XP_033165410.1|DMAU	LOC108148320|XP_017130800.1|DELE, LOC108148319|XP_017130799.1|DELE
OG0000008	LOC117144387|XP_033165412.1|DMAU	LOC108148323|XP_017130803.1|DELE
OG0000008	LOC117143719|XP_033164408.1|DMAU	LOC108148325|XP_017130805.1|DELE
OG0000008	LOC117144386|XP_033165411.1|DMAU	LOC108148322|XP_017130802.1|DELE
OG0000008	LOC117143928|XP_033164736.1|DMAU	LOC108148324|XP_017130804.1|DELE
OG0000009	LOC117145423|XP_033166959.1|DMAU	LOC108137036|XP_017114024.1|DELE
OG0000009	LOC117143759|XP_033164466.1|DMAU	LOC108136709|XP_017113523.1|DELE
OG0000009	LOC117145633|XP_033167244.1|DMAU	LOC108136793|XP_017113657.1|DELE
OG0000009	LOC117145422|XP_033166958.1|DMAU	LOC108137037|XP_017114025.1|DELE
OG0000009	LOC117141397|XP_033160707.1|DMAU	LOC108147392|XP_017129317.1|DELE
OG0000009	LOC117141398|XP_033160708.1|DMAU	LOC108147550|XP_017129624.1|DELE
OG0000009	LOC117136735|XP_033153656.1|DMAU	LOC108144916|XP_017125568.1|DELE
OG0000009	LOC117143616|XP_033164265.1|DMAU	LOC108135151|XP_017111261.1|DELE
OG0000009	LOC117135792|XP_033152175.1|DMAU	LOC108137992|XP_017115455.1|DELE
OG0000009	LOC117138502|XP_033156525.1|DMAU, LOC117138499|XP_033156519.1|DMAU	LOC108137889|XP_017115317.1|DELE
OG0000010	LOC117142722|XP_033162774.1|DMAU	LOC108139189|XP_017117303.1|DELE
OG0000011	LOC117148149|XP_033171274.1|DMAU, LOC117148158|XP_033171286.1|DMAU	LOC108146665|XP_017128206.1|DELE
OG0000011	LOC117138313|XP_033156221.1|DMAU	LOC108138672|XP_017116504.1|DELE
OG0000011	LOC117140362|XP_033159107.1|DMAU	LOC108146131|XP_017127468.1|DELE, LOC108146591|XP_017128102.1|DELE
OG0000011	LOC117142406|XP_033162250.1|DMAU	LOC108138785|XP_017116749.1|DELE
OG0000011	LOC117150358|XP_033173108.1|DMAU	LOC108150498|XP_017134198.1|DELE
OG0000011	LOC117135201|XP_033151176.1|DMAU	LOC108150409|XP_017134056.1|DELE
OG0000011	LOC117148130|XP_033171246.1|DMAU, LOC117148131|XP_033171247.1|DMAU	LOC108138422|XP_017116107.1|DELE
OG0000011	LOC117141063|XP_033160242.1|DMAU	LOC108146667|XP_017128209.1|DELE
OG0000011	LOC117141062|XP_033160241.1|DMAU	LOC108146666|XP_017128208.1|DELE
OG0000011	LOC117143493|XP_033164098.1|DMAU	LOC108139281|XP_017117466.1|DELE
OG0000012	LOC117136761|XP_033153688.1|DMAU	LOC108145523|XP_017126497.1|DELE
OG0000012	LOC117136760|XP_033153687.1|DMAU	LOC108145522|XP_017126496.1|DELE
OG0000012	LOC117136898|XP_033153902.1|DMAU	LOC108145538|XP_017126526.1|DELE
OG0000012	LOC117137864|XP_033155471.1|DMAU	LOC108145542|XP_017126531.1|DELE
OG0000012	LOC117137455|XP_033154790.1|DMAU	LOC108145377|XP_017126261.1|DELE
OG0000012	LOC117136643|XP_033153526.1|DMAU	LOC108145552|XP_017126542.1|DELE
OG0000012	LOC117136387|XP_033153170.1|DMAU	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE
OG0000012	LOC117136474|XP_033153296.1|DMAU	LOC108137877|XP_017115304.1|DELE
OG0000012	LOC117136403|XP_033153190.1|DMAU	LOC108137996|XP_017115460.1|DELE
OG0000012	LOC117138497|XP_033156518.1|DMAU	LOC108137901|XP_017115330.1|DELE
OG0000012	LOC117137795|XP_033155358.1|DMAU	LOC108137950|XP_017115398.1|DELE
OG0000012	LOC117137796|XP_033155359.1|DMAU	LOC108137951|XP_017115399.1|DELE
OG0000013	LOC117136473|XP_033153295.1|DMAU	LOC108149749|XP_017133029.1|DELE
OG0000013	LOC117148236|XP_033171424.1|DMAU	LOC108137631|XP_017114906.1|DELE
OG0000013	LOC117142434|XP_033162286.1|DMAU	LOC108134833|XP_017110785.1|DELE
OG0000013	LOC117141743|XP_033161255.1|DMAU	LOC108146660|XP_017128198.1|DELE
OG0000013	LOC117143333|XP_033163884.1|DMAU	LOC108135085|XP_017111146.1|DELE
OG0000013	LOC117142344|XP_033162152.1|DMAU	LOC108136687|XP_017113497.1|DELE
OG0000013	LOC117145307|XP_033166793.1|DMAU, LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE
OG0000015	LOC117135278|XP_033151337.1|DMAU	LOC108138780|XP_017116737.1|DELE
OG0000015	LOC117150915|XP_033173958.1|DMAU	LOC108147770|XP_017129989.1|DELE
OG0000015	LOC117140156|XP_033158823.1|DMAU	LOC108138355|XP_017116015.1|DELE
OG0000015	LOC117150376|XP_033173128.1|DMAU	LOC108138106|XP_017115592.1|DELE
OG0000015	LOC117137056|XP_033154159.1|DMAU	LOC108144693|XP_017125256.1|DELE
OG0000016	LOC117143253|XP_033163704.1|DMAU	LOC108139227|XP_017117379.1|DELE
OG0000016	LOC117136077|XP_033152622.1|DMAU	LOC108145428|XP_017126326.1|DELE
OG0000016	LOC117144517|XP_033165627.1|DMAU	LOC108135797|XP_017112156.1|DELE
OG0000016	LOC117137377|XP_033154680.1|DMAU	LOC108144651|XP_017125185.1|DELE
OG0000016	LOC117148789|XP_033172290.1|DMAU	LOC108140881|XP_017119405.1|DELE
OG0000016	LOC117135957|XP_033152442.1|DMAU	LOC108134657|XP_017110539.1|DELE
OG0000016	LOC117145868|XP_033167581.1|DMAU	LOC108140478|XP_017118708.1|DELE
OG0000016	LOC117140134|XP_033158791.1|DMAU	LOC108143220|XP_017123005.1|DELE
OG0000017	LOC117146549|XP_033168738.1|DMAU	LOC108136374|XP_017112976.1|DELE
OG0000017	LOC117138274|XP_033156132.1|DMAU	LOC108149934|XP_017133339.1|DELE
OG0000017	LOC117136736|XP_033153658.1|DMAU	LOC108134991|XP_017111013.1|DELE
OG0000017	LOC117144510|XP_033165592.1|DMAU	LOC108144019|XP_017124134.1|DELE
OG0000017	LOC117144630|XP_033165816.1|DMAU	LOC108137351|XP_017114475.1|DELE
OG0000017	LOC117137416|XP_033154735.1|DMAU	LOC108143462|XP_017123388.1|DELE
OG0000017	LOC117136539|XP_033153380.1|DMAU	LOC108141554|XP_017120482.1|DELE
OG0000017	LOC117137415|XP_033154734.1|DMAU	LOC108143281|XP_017123085.1|DELE
OG0000017	LOC117150949|XP_033174013.1|DMAU, LOC117139948|XP_033158530.1|DMAU	LOC108147936|XP_017130210.1|DELE
OG0000018	LOC117141482|XP_033160851.1|DMAU	LOC108142172|XP_017121346.1|DELE
OG0000018	LOC117141483|XP_033160852.1|DMAU	LOC108142475|XP_017121848.1|DELE
OG0000019	LOC117143233|XP_033163675.1|DMAU	LOC108148666|XP_017131288.1|DELE
OG0000019	LOC117143237|XP_033163678.1|DMAU	LOC108148669|XP_017131292.1|DELE
OG0000019	LOC117143236|XP_033163677.1|DMAU	LOC108148668|XP_017131291.1|DELE
OG0000019	LOC117143229|XP_033163670.1|DMAU	LOC108148661|XP_017131282.1|DELE
OG0000019	LOC117143234|XP_033163676.1|DMAU	LOC108148667|XP_017131289.1|DELE
OG0000019	LOC117143231|XP_033163673.1|DMAU	LOC108148663|XP_017131286.1|DELE
OG0000019	LOC117143232|XP_033163674.1|DMAU	LOC108148665|XP_017131287.1|DELE
OG0000020	LOC117143636|XP_033164304.1|DMAU	LOC108148802|XP_017131514.1|DELE
OG0000020	LOC117136475|XP_033153300.1|DMAU	LOC108145240|XP_017125995.1|DELE
OG0000020	LOC117139859|XP_033158405.1|DMAU, LOC117138462|XP_033156478.1|DMAU	LOC108139069|XP_017117181.1|DELE
OG0000020	LOC117140141|XP_033158803.1|DMAU	LOC108149435|XP_017132505.1|DELE
OG0000020	LOC117145918|XP_033167668.1|DMAU	LOC108136813|XP_017113705.1|DELE
OG0000020	LOC117143368|XP_033163935.1|DMAU	LOC108140627|XP_017119032.1|DELE
OG0000020	LOC117135687|XP_033151982.1|DMAU	LOC108142115|XP_017121302.1|DELE
OG0000020	LOC117139836|XP_033158373.1|DMAU	LOC108138888|XP_017116909.1|DELE
OG0000021	LOC117136145|XP_033152741.1|DMAU	LOC108143679|XP_017123678.1|DELE
OG0000021	LOC117136571|XP_033153419.1|DMAU	LOC108143658|XP_017123658.1|DELE
OG0000021	LOC117136553|XP_033153398.1|DMAU	LOC108144237|XP_017124406.1|DELE
OG0000021	LOC117146855|XP_033169316.1|DMAU	LOC108140888|XP_017119410.1|DELE
OG0000021	LOC117142241|XP_033161985.1|DMAU	LOC108139148|XP_017117255.1|DELE
OG0000021	LOC117143646|XP_033164316.1|DMAU	LOC108134787|XP_017110724.1|DELE
OG0000021	LOC117148061|XP_033171143.1|DMAU	LOC108137723|XP_017115107.1|DELE
OG0000022	LOC117138252|XP_033156103.1|DMAU	LOC108144256|XP_017124426.1|DELE
OG0000022	LOC117139751|XP_033158206.1|DMAU	LOC108145706|XP_017126756.1|DELE
OG0000022	LOC117139201|XP_033157264.1|DMAU, LOC117139199|XP_033157263.1|DMAU, LOC117139197|XP_033157261.1|DMAU	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE
OG0000022	LOC117139203|XP_033157266.1|DMAU	LOC108145945|XP_017127141.1|DELE
OG0000022	LOC117139198|XP_033157262.1|DMAU	LOC108145941|XP_017127138.1|DELE
OG0000023	LOC117144284|XP_033165278.1|DMAU	LOC108140988|XP_017119550.1|DELE
OG0000023	LOC117144282|XP_033165275.1|DMAU	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE
OG0000023	LOC117135977|XP_033152481.1|DMAU	LOC108137536|XP_017114748.1|DELE
OG0000023	LOC117145126|XP_033166537.1|DMAU	LOC108140985|XP_017119548.1|DELE
OG0000023	LOC117144278|XP_033165272.1|DMAU	LOC108140949|XP_017119506.1|DELE
OG0000023	LOC117144775|XP_033166033.1|DMAU	LOC108141054|XP_017119691.1|DELE
OG0000023	LOC117144277|XP_033165271.1|DMAU	LOC108141157|XP_017119872.1|DELE
OG0000023	LOC117144765|XP_033166018.1|DMAU	LOC108141055|XP_017119693.1|DELE
OG0000024	LOC117137467|XP_033154805.1|DMAU	LOC108144322|XP_017124512.1|DELE
OG0000024	LOC117137468|XP_033154806.1|DMAU, LOC117137469|XP_033154807.1|DMAU	LOC108144853|XP_017125489.1|DELE, LOC108144323|XP_017124513.1|DELE
OG0000024	LOC117137862|XP_033155468.1|DMAU	LOC108144321|XP_017124511.1|DELE
OG0000024	LOC117136255|XP_033152953.1|DMAU	LOC108144317|XP_017124507.1|DELE
OG0000024	LOC117150619|XP_033173479.1|DMAU	LOC108134565|XP_017110407.1|DELE
OG0000024	LOC117135440|XP_033151508.1|DMAU	LOC108149067|XP_017131913.1|DELE
OG0000025	LOC117143378|XP_033163951.1|DMAU	LOC108136491|XP_017113196.1|DELE
OG0000026	LOC117148470|XP_033171735.1|DMAU	LOC108142200|XP_017121376.1|DELE
OG0000026	LOC117135160|XP_033151111.1|DMAU	LOC108148207|XP_017130606.1|DELE
OG0000026	LOC117146899|XP_033169397.1|DMAU	LOC108137717|XP_017115091.1|DELE
OG0000026	LOC117142902|XP_033163074.1|DMAU	LOC108148316|XP_017130795.1|DELE
OG0000026	LOC117145491|XP_033167059.1|DMAU	LOC108140970|XP_017119526.1|DELE
OG0000027	LOC117142835|XP_033162961.1|DMAU	LOC108138066|XP_017115531.1|DELE
OG0000027	LOC117140739|XP_033159710.1|DMAU	LOC108138053|XP_017115518.1|DELE
OG0000027	LOC117150817|XP_033173768.1|DMAU	LOC108138043|XP_017115505.1|DELE
OG0000028	LOC117139375|XP_033157515.1|DMAU	LOC108146071|XP_017127374.1|DELE, LOC108146072|XP_017127376.1|DELE
OG0000028	LOC117139373|XP_033157513.1|DMAU	LOC108146069|XP_017127372.1|DELE
OG0000028	LOC117141110|XP_033160324.1|DMAU	LOC108145772|XP_017126831.1|DELE
OG0000029	LOC117136167|XP_033152799.1|DMAU	LOC108141306|XP_017120062.1|DELE
OG0000029	LOC117144854|XP_033166148.1|DMAU	LOC108143743|XP_017123764.1|DELE
OG0000029	LOC117140740|XP_033159707.1|DMAU	LOC108135556|XP_017111792.1|DELE
OG0000030	LOC117150768|XP_033173696.1|DMAU	LOC108138030|XP_017115492.1|DELE
OG0000030	LOC117137293|XP_033154560.1|DMAU	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE
OG0000030	LOC117150769|XP_033173697.1|DMAU	LOC108138092|XP_017115567.1|DELE
OG0000030	LOC117143350|XP_033163916.1|DMAU	LOC108147758|XP_017129978.1|DELE
OG0000030	LOC117137054|XP_033154154.1|DMAU	LOC108143463|XP_017123389.1|DELE
OG0000030	LOC117148684|XP_033172115.1|DMAU	LOC108136286|XP_017112860.1|DELE
OG0000030	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU	LOC108147607|XP_017129735.1|DELE
OG0000031	LOC117144354|XP_033165364.1|DMAU, LOC117137476|XP_033154845.1|DMAU	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE
OG0000031	LOC117145782|XP_033167456.1|DMAU	LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE
OG0000031	LOC117135426|XP_033151476.1|DMAU	LOC108138948|XP_017117015.1|DELE
OG0000031	LOC117138977|XP_033156935.1|DMAU	LOC108148078|XP_017130421.1|DELE
OG0000031	LOC117135570|XP_033151785.1|DMAU	LOC108147853|XP_017130100.1|DELE
OG0000031	LOC117138460|XP_033156477.1|DMAU	LOC108148083|XP_017130428.1|DELE
OG0000031	LOC117150913|XP_033173999.1|DMAU	LOC108142073|XP_017121248.1|DELE
OG0000032	LOC117145495|XP_033167064.1|DMAU, LOC117145861|XP_033167572.1|DMAU	LOC108134794|XP_017110732.1|DELE
OG0000033	LOC117144719|XP_033165948.1|DMAU	LOC108148602|XP_017131169.1|DELE
OG0000033	LOC117143200|XP_033163638.1|DMAU	LOC108141763|XP_017120751.1|DELE
OG0000033	LOC117138299|XP_033156190.1|DMAU	LOC108145061|XP_017125731.1|DELE
OG0000033	LOC117138297|XP_033156188.1|DMAU	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE
OG0000033	LOC117138298|XP_033156189.1|DMAU	LOC108145060|XP_017125730.1|DELE
OG0000033	LOC117140273|XP_033158989.1|DMAU	LOC108135468|XP_017111699.1|DELE
OG0000033	LOC117144413|XP_033165445.1|DMAU	LOC108135862|XP_017112252.1|DELE
OG0000033	LOC117137724|XP_033155189.1|DMAU	LOC108137918|XP_017115348.1|DELE
OG0000034	LOC117141167|XP_033160397.1|DMAU	LOC108150425|XP_017134072.1|DELE
OG0000034	LOC117150483|XP_033173273.1|DMAU	LOC108150530|XP_017134248.1|DELE
OG0000034	LOC117143947|XP_033164772.1|DMAU	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE
OG0000034	LOC117143867|XP_033164627.1|DMAU	LOC108134580|XP_017110423.1|DELE
OG0000036	LOC117145150|XP_033166581.1|DMAU	LOC108141221|XP_017119962.1|DELE
OG0000036	LOC117145004|XP_033166383.1|DMAU	LOC108141229|XP_017119974.1|DELE
OG0000036	LOC117145915|XP_033167661.1|DMAU	LOC108141167|XP_017119884.1|DELE
OG0000036	LOC117145828|XP_033167521.1|DMAU, LOC117145827|XP_033167520.1|DMAU	LOC108134742|XP_017110664.1|DELE
OG0000037	LOC117137024|XP_033154116.1|DMAU	LOC108145158|XP_017125873.1|DELE
OG0000037	LOC117145239|XP_033166706.1|DMAU	LOC108135854|XP_017112236.1|DELE
OG0000037	LOC117143582|XP_033164221.1|DMAU	LOC108135829|XP_017112201.1|DELE
OG0000038	LOC117139364|XP_033157507.1|DMAU	LOC108146067|XP_017127370.1|DELE
OG0000038	LOC117141232|XP_033160483.1|DMAU	LOC108146005|XP_017127248.1|DELE
OG0000039	LOC117144249|XP_033165219.1|DMAU	LOC108148259|XP_017130681.1|DELE
OG0000039	LOC117148457|XP_033171719.1|DMAU	LOC108135451|XP_017111682.1|DELE
OG0000039	LOC117147454|XP_033170230.1|DMAU	LOC108135405|XP_017111592.1|DELE
OG0000039	LOC117146886|XP_033169374.1|DMAU	LOC108147617|XP_017129742.1|DELE
OG0000040	LOC117145128|XP_033166540.1|DMAU	LOC108140733|XP_017119198.1|DELE
OG0000040	LOC117143448|XP_033164046.1|DMAU	LOC108136930|XP_017113894.1|DELE
OG0000040	LOC117143449|XP_033164048.1|DMAU	LOC108136932|XP_017113896.1|DELE
OG0000040	LOC117144294|XP_033165289.1|DMAU	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE
OG0000040	LOC117143965|XP_033164790.1|DMAU	LOC108140405|XP_017118609.1|DELE
OG0000040	LOC117143756|XP_033164463.1|DMAU	LOC108143008|XP_017122685.1|DELE
OG0000041	LOC117143749|XP_033164453.1|DMAU	LOC108143777|XP_017123793.1|DELE
OG0000041	LOC117144930|XP_033166274.1|DMAU	LOC108143759|XP_017123778.1|DELE
OG0000041	LOC117145103|XP_033166514.1|DMAU	LOC108143886|XP_017123949.1|DELE
OG0000041	LOC117145105|XP_033166515.1|DMAU	LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE
OG0000042	LOC117146870|XP_033169351.1|DMAU	LOC108137297|XP_017114407.1|DELE
OG0000042	LOC117138472|XP_033156493.1|DMAU	LOC108139192|XP_017117319.1|DELE
OG0000042	LOC117138473|XP_033156494.1|DMAU	LOC108139163|XP_017117272.1|DELE
OG0000042	LOC117138470|XP_033156490.1|DMAU	LOC108139199|XP_017117331.1|DELE
OG0000042	LOC117138471|XP_033156492.1|DMAU	LOC108139178|XP_017117292.1|DELE
OG0000043	LOC117143574|XP_033164210.1|DMAU	LOC108136707|XP_017113521.1|DELE
OG0000043	LOC117143570|XP_033164205.1|DMAU	LOC108136884|XP_017113826.1|DELE
OG0000043	LOC117145149|XP_033166580.1|DMAU	LOC108137000|XP_017113987.1|DELE
OG0000043	LOC117143573|XP_033164209.1|DMAU	LOC108136699|XP_017113511.1|DELE
OG0000043	LOC117145745|XP_033167398.1|DMAU	LOC108142914|XP_017122491.1|DELE
OG0000043	LOC117143372|XP_033163938.1|DMAU	LOC108136702|XP_017113516.1|DELE
OG0000044	LOC117143901|XP_033164698.1|DMAU	LOC108143748|XP_017123768.1|DELE
OG0000044	LOC117143451|XP_033164051.1|DMAU	LOC108143753|XP_017123772.1|DELE
OG0000044	LOC117145465|XP_033167027.1|DMAU	LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE
OG0000044	LOC117145163|XP_033166599.1|DMAU	LOC108143771|XP_017123788.1|DELE
OG0000044	LOC117143590|XP_033164229.1|DMAU	LOC108143751|XP_017123771.1|DELE
OG0000044	LOC117143652|XP_033164322.1|DMAU	LOC108143749|XP_017123769.1|DELE
OG0000044	LOC117143435|XP_033164032.1|DMAU	LOC108140749|XP_017119215.1|DELE
OG0000045	LOC117139739|XP_033158187.1|DMAU	LOC108150162|XP_017133621.1|DELE
OG0000045	LOC117139893|XP_033158462.1|DMAU, LOC117140400|XP_033159161.1|DMAU, LOC117139892|XP_033158461.1|DMAU	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE
OG0000045	LOC117139487|XP_033157699.1|DMAU	LOC108146641|XP_017128175.1|DELE
OG0000045	LOC117139486|XP_033157698.1|DMAU	LOC108146602|XP_017128138.1|DELE
OG0000046	LOC117145662|XP_033167285.1|DMAU	LOC108140976|XP_017119535.1|DELE
OG0000046	LOC117147192|XP_033169884.1|DMAU	LOC108134821|XP_017110764.1|DELE
OG0000046	LOC117148363|XP_033171610.1|DMAU	LOC108134933|XP_017110942.1|DELE
OG0000046	LOC117144703|XP_033165923.1|DMAU	LOC108147306|XP_017129219.1|DELE
OG0000046	LOC117143845|XP_033164592.1|DMAU, LOC117143549|XP_033164180.1|DMAU	LOC108147302|XP_017129214.1|DELE
OG0000046	LOC117143844|XP_033164591.1|DMAU	LOC108147114|XP_017128893.1|DELE
OG0000046	LOC117136443|XP_033153251.1|DMAU	LOC108144852|XP_017125488.1|DELE
OG0000047	LOC117137846|XP_033155439.1|DMAU	LOC108137997|XP_017115461.1|DELE
OG0000047	LOC117137896|XP_033155525.1|DMAU	LOC108137888|XP_017115315.1|DELE
OG0000047	LOC117136744|XP_033153666.1|DMAU	LOC108149120|XP_017132010.1|DELE
OG0000047	LOC117141645|XP_033161109.1|DMAU	LOC108150380|XP_017134008.1|DELE
OG0000047	LOC117137194|XP_033154412.1|DMAU	LOC108149847|XP_017133213.1|DELE
OG0000047	LOC117141646|XP_033161110.1|DMAU	LOC108150178|XP_017133656.1|DELE
OG0000048	LOC117140937|XP_033160024.1|DMAU, LOC117140309|XP_033159045.1|DMAU	LOC108145662|XP_017126704.1|DELE
OG0000048	LOC117140936|XP_033160023.1|DMAU	LOC108146208|XP_017127615.1|DELE
OG0000048	LOC117140939|XP_033160026.1|DMAU	LOC108146209|XP_017127617.1|DELE
OG0000048	LOC117140935|XP_033160022.1|DMAU	LOC108146206|XP_017127613.1|DELE
OG0000048	LOC117140941|XP_033160028.1|DMAU	LOC108146211|XP_017127619.1|DELE
OG0000049	LOC117144267|XP_033165261.1|DMAU	LOC108140399|XP_017118596.1|DELE
OG0000049	LOC117143819|XP_033164555.1|DMAU	LOC108140396|XP_017118593.1|DELE
OG0000049	LOC117145062|XP_033166468.1|DMAU	LOC108140391|XP_017118587.1|DELE
OG0000049	LOC117145059|XP_033166464.1|DMAU	LOC108140398|XP_017118595.1|DELE
OG0000049	LOC117145061|XP_033166467.1|DMAU	LOC108140400|XP_017118597.1|DELE
OG0000049	LOC117144466|XP_033165523.1|DMAU	LOC108140395|XP_017118592.1|DELE
OG0000050	LOC117136135|XP_033152731.1|DMAU	LOC108144105|XP_017124238.1|DELE
OG0000050	LOC117142030|XP_033161785.1|DMAU	LOC108143123|XP_017122853.1|DELE
OG0000050	LOC117142027|XP_033161782.1|DMAU	LOC108143198|XP_017122940.1|DELE
OG0000050	LOC117142031|XP_033161786.1|DMAU	LOC108143121|XP_017122851.1|DELE
OG0000050	LOC117142029|XP_033161784.1|DMAU	LOC108143197|XP_017122939.1|DELE
OG0000050	LOC117142024|XP_033161778.1|DMAU	LOC108143120|XP_017122849.1|DELE
OG0000050	LOC117142028|XP_033161783.1|DMAU	LOC108143122|XP_017122852.1|DELE
