Orthogroup	DMAU.longest_only	DANA.longest_only
OG0000012	LOC117137455|XP_033154790.1|DMAU	LOC6495188|XP_001958892.1|DANA
OG0000012	LOC117136643|XP_033153526.1|DMAU	LOC6495185|XP_001958895.2|DANA
OG0000012	LOC117136387|XP_033153170.1|DMAU	LOC6495691|XP_001959390.1|DANA
OG0000012	LOC117136474|XP_033153296.1|DMAU	LOC6495692|XP_001959391.1|DANA
OG0000012	LOC117136403|XP_033153190.1|DMAU	LOC6495693|XP_001959392.1|DANA, LOC6495694|XP_001959393.2|DANA
OG0000012	LOC117138497|XP_033156518.1|DMAU	LOC26514216|XP_014763990.1|DANA
OG0000012	LOC117137795|XP_033155358.1|DMAU	LOC6495695|XP_001959394.1|DANA
OG0000012	LOC117137796|XP_033155359.1|DMAU	LOC6495696|XP_032306537.1|DANA
OG0000013	LOC117136473|XP_033153295.1|DMAU	LOC6494224|XP_001960708.1|DANA
OG0000013	LOC117148236|XP_033171424.1|DMAU	LOC6502959|XP_001963513.1|DANA
OG0000013	LOC117142434|XP_033162286.1|DMAU	LOC6494241|XP_001965950.1|DANA
OG0000013	LOC117141743|XP_033161255.1|DMAU	LOC6506687|XP_032309811.1|DANA
OG0000013	LOC117143333|XP_033163884.1|DMAU	LOC6500356|XP_001953043.1|DANA
OG0000013	LOC117142344|XP_033162152.1|DMAU	LOC6500746|XP_001953834.1|DANA
OG0000013	LOC117145307|XP_033166793.1|DMAU, LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU	LOC116655736|XP_032309488.1|DANA, LOC6499424|XP_001954664.1|DANA, LOC6501160|XP_001954666.1|DANA, LOC6501159|XP_001954665.1|DANA, LOC6502045|XP_032309431.1|DANA
OG0000014	LOC117149978|XP_033172760.1|DMAU	LOC116655771|XP_032309858.1|DANA, LOC116655391|XP_032309144.1|DANA
OG0000015	LOC117150915|XP_033173958.1|DMAU, LOC117143744|XP_033164450.1|DMAU, LOC117140156|XP_033158823.1|DMAU, LOC117150376|XP_033173128.1|DMAU	LOC26514504|XP_014762337.1|DANA, LOC6502479|XP_032311112.1|DANA
OG0000015	LOC117137056|XP_033154159.1|DMAU	LOC6497258|XP_001962453.2|DANA, LOC6497259|XP_014761594.1|DANA, LOC26515435|XP_014762433.2|DANA, LOC6502546|XP_001958772.2|DANA
OG0000016	LOC117143253|XP_033163704.1|DMAU	LOC6500386|XP_001953106.1|DANA
OG0000016	LOC117136077|XP_033152622.1|DMAU	LOC6495063|XP_001959144.1|DANA
OG0000016	LOC117144517|XP_033165627.1|DMAU	LOC6499904|XP_001953662.1|DANA
OG0000016	LOC117137377|XP_033154680.1|DMAU	LOC6494270|XP_001960623.3|DANA
OG0000016	LOC117148789|XP_033172290.1|DMAU	LOC6504746|XP_032309021.1|DANA
OG0000016	LOC117135957|XP_033152442.1|DMAU	LOC6496662|XP_001961354.1|DANA
OG0000016	LOC117145868|XP_033167581.1|DMAU	LOC6501076|XP_001954513.1|DANA
OG0000016	LOC117140134|XP_033158791.1|DMAU	LOC6493807|XP_014764542.1|DANA
OG0000017	LOC117146549|XP_033168738.1|DMAU	LOC6503036|XP_001963366.1|DANA
OG0000017	LOC117138274|XP_033156132.1|DMAU	LOC6494096|XP_001960985.1|DANA
OG0000017	LOC117136736|XP_033153658.1|DMAU	LOC6493898|XP_001961368.1|DANA
OG0000017	LOC117144630|XP_033165816.1|DMAU, LOC117144632|XP_033165817.1|DMAU	LOC6499101|XP_001955295.3|DANA, LOC6499102|XP_001955294.1|DANA
OG0000017	LOC117137416|XP_033154735.1|DMAU	LOC6494709|XP_001959816.1|DANA
OG0000017	LOC117136539|XP_033153380.1|DMAU	LOC6496668|XP_001961367.1|DANA
OG0000017	LOC117137415|XP_033154734.1|DMAU	LOC6494707|XP_001959817.2|DANA
OG0000017	LOC117150949|XP_033174013.1|DMAU, LOC117139948|XP_033158530.1|DMAU	LOC6498649|XP_001963243.2|DANA
OG0000018	LOC117141482|XP_033160851.1|DMAU	LOC6506162|XP_001958433.1|DANA
OG0000018	LOC117141483|XP_033160852.1|DMAU	LOC6506161|XP_001958434.1|DANA
OG0000019	LOC117143233|XP_033163675.1|DMAU	LOC6505609|XP_001964601.1|DANA
OG0000019	LOC117143237|XP_033163678.1|DMAU, LOC117143236|XP_033163677.1|DMAU	LOC6505610|XP_001964600.1|DANA
OG0000019	LOC117143229|XP_033163670.1|DMAU	LOC6505613|XP_032305481.1|DANA
OG0000019	LOC117143234|XP_033163676.1|DMAU	LOC6505612|XP_001964599.1|DANA
OG0000019	LOC117143231|XP_033163673.1|DMAU, LOC117143232|XP_033163674.1|DMAU	LOC6505608|XP_001964602.1|DANA
OG0000020	LOC117143636|XP_033164304.1|DMAU	LOC6499398|XP_032312200.1|DANA
OG0000020	LOC117136475|XP_033153300.1|DMAU	LOC6494967|XP_001959313.1|DANA
OG0000020	LOC117139859|XP_033158405.1|DMAU, LOC117138462|XP_033156478.1|DMAU	LOC6497509|XP_001961936.3|DANA, LOC26514839|XP_032307435.1|DANA, LOC26514326|XP_014762314.1|DANA
OG0000020	LOC117140141|XP_033158803.1|DMAU	LOC6497508|XP_032307386.1|DANA
OG0000020	LOC117145918|XP_033167668.1|DMAU	LOC6500139|XP_032312147.1|DANA
OG0000020	LOC117143368|XP_033163935.1|DMAU	LOC6501153|XP_001954651.1|DANA
OG0000020	LOC117135687|XP_033151982.1|DMAU	LOC6506852|XP_001965261.1|DANA
OG0000020	LOC117139836|XP_033158373.1|DMAU	LOC6497510|XP_032307412.1|DANA
OG0000021	LOC117135318|XP_033151407.1|DMAU	LOC26515395|XP_032312045.1|DANA
OG0000021	LOC117150020|XP_033172787.1|DMAU, LOC117150137|XP_033172836.1|DMAU	LOC6502914|XP_001967640.3|DANA
OG0000021	LOC117136145|XP_033152741.1|DMAU	LOC6494472|XP_001960263.1|DANA
OG0000021	LOC117136571|XP_033153419.1|DMAU	LOC6494465|XP_001960278.1|DANA
OG0000021	LOC117136553|XP_033153398.1|DMAU	LOC6496057|XP_001960127.1|DANA
OG0000021	LOC117149951|XP_033172741.1|DMAU, LOC117149949|XP_033172738.1|DMAU	LOC6502328|XP_014759082.1|DANA
OG0000021	LOC117142241|XP_033161985.1|DMAU	LOC6503446|XP_001967498.1|DANA
OG0000021	LOC117143646|XP_033164316.1|DMAU	LOC6499833|XP_001953817.3|DANA
OG0000021	LOC117148061|XP_033171143.1|DMAU	LOC6503731|XP_032308490.1|DANA
OG0000022	LOC117138252|XP_033156103.1|DMAU	LOC6495509|XP_001959002.1|DANA
OG0000022	LOC117139751|XP_033158206.1|DMAU	LOC6492952|XP_001956727.1|DANA
OG0000022	LOC117139203|XP_033157266.1|DMAU	LOC6507069|XP_001956716.1|DANA
OG0000022	LOC117139198|XP_033157262.1|DMAU	LOC6492946|XP_001956717.1|DANA
OG0000023	LOC117144283|XP_033165277.1|DMAU	LOC6500082|XP_001953260.1|DANA
OG0000023	LOC117144282|XP_033165275.1|DMAU	LOC6500461|XP_001953266.1|DANA
OG0000023	LOC117135977|XP_033152481.1|DMAU	LOC6494760|XP_001959725.1|DANA
OG0000023	LOC117145126|XP_033166537.1|DMAU	LOC6500076|XP_001953267.1|DANA
OG0000023	LOC117144278|XP_033165272.1|DMAU	LOC6500083|XP_001953259.2|DANA
OG0000023	LOC117144775|XP_033166033.1|DMAU	LOC6500087|XP_001953255.2|DANA
OG0000023	LOC117144277|XP_033165271.1|DMAU	LOC6500085|XP_032312233.1|DANA
OG0000023	LOC117144765|XP_033166018.1|DMAU	LOC6500088|XP_014766376.1|DANA
OG0000024	LOC117137467|XP_033154805.1|DMAU, LOC117137468|XP_033154806.1|DMAU, LOC117137469|XP_033154807.1|DMAU	LOC116654715|XP_032306639.1|DANA
OG0000024	LOC117137862|XP_033155468.1|DMAU	LOC6495396|XP_001958754.1|DANA, LOC6495253|XP_001958752.1|DANA
OG0000024	LOC117136255|XP_033152953.1|DMAU	LOC6495252|XP_001958753.1|DANA
OG0000024	LOC117150619|XP_033173479.1|DMAU	LOC6498256|XP_001962412.1|DANA
OG0000024	LOC117136506|XP_033153341.1|DMAU	LOC6495254|XP_001958751.1|DANA
OG0000024	LOC117135440|XP_033151508.1|DMAU	LOC6496529|XP_001961079.1|DANA
OG0000025	LOC117143378|XP_033163951.1|DMAU	LOC6498525|XP_001962995.1|DANA
OG0000025	LOC117149935|XP_033172728.1|DMAU	LOC6498725|XP_001967729.1|DANA
OG0000026	LOC117148470|XP_033171735.1|DMAU	LOC6505023|XP_001965614.1|DANA
OG0000026	LOC117135160|XP_033151111.1|DMAU	LOC6498214|XP_001962316.1|DANA
OG0000026	LOC117146899|XP_033169397.1|DMAU	LOC6502964|XP_001963504.1|DANA
OG0000026	LOC117142902|XP_033163074.1|DMAU	LOC6499160|XP_001955195.1|DANA, LOC6499161|XP_001955194.1|DANA
OG0000026	LOC117145491|XP_033167059.1|DMAU	LOC6500045|XP_001953325.1|DANA
OG0000027	LOC117142835|XP_033162961.1|DMAU	LOC6497408|XP_001962144.1|DANA
OG0000027	LOC117140739|XP_033159710.1|DMAU	LOC6497406|XP_001962147.2|DANA
OG0000027	LOC117150817|XP_033173768.1|DMAU	LOC6497407|XP_001962145.1|DANA
OG0000028	LOC117139362|XP_033157505.1|DMAU	LOC6506315|XP_001958127.1|DANA, LOC116655856|XP_032310373.1|DANA
OG0000028	LOC117139375|XP_033157515.1|DMAU	LOC6493628|XP_001958129.1|DANA, LOC6493626|XP_001958124.2|DANA
OG0000028	LOC117139373|XP_033157513.1|DMAU	LOC116655895|XP_032310688.1|DANA
OG0000028	LOC117141110|XP_033160324.1|DMAU	LOC6506803|XP_001957208.1|DANA
OG0000029	LOC117136167|XP_033152799.1|DMAU, LOC117136614|XP_033153490.1|DMAU, LOC117135122|XP_033151033.1|DMAU	LOC116655417|XP_032309201.1|DANA
OG0000029	LOC117144854|XP_033166148.1|DMAU	LOC26514560|XP_014767301.1|DANA, LOC6502609|XP_001955595.2|DANA
OG0000029	LOC117140740|XP_033159707.1|DMAU	LOC6506262|XP_014764698.1|DANA
OG0000030	LOC117150768|XP_033173696.1|DMAU	LOC6504294|XP_001965069.1|DANA
OG0000030	LOC117137293|XP_033154560.1|DMAU	LOC6502755|XP_001965071.1|DANA, LOC6502754|XP_001965074.2|DANA
OG0000030	LOC117150769|XP_033173697.1|DMAU	LOC6504293|XP_001965070.2|DANA, LOC6504292|XP_001965072.2|DANA, LOC6504291|XP_001965073.2|DANA
OG0000030	LOC117143350|XP_033163916.1|DMAU	LOC6496715|XP_001967320.2|DANA, LOC116655435|XP_032309226.1|DANA
OG0000030	LOC117137054|XP_033154154.1|DMAU	LOC6494711|XP_001959810.1|DANA
OG0000030	LOC117148684|XP_033172115.1|DMAU	LOC6504640|XP_001966489.1|DANA
OG0000030	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU	LOC6503160|XP_001963545.1|DANA
OG0000031	LOC117144354|XP_033165364.1|DMAU, LOC117137476|XP_033154845.1|DMAU, LOC117145782|XP_033167456.1|DMAU	LOC6493999|XP_001961166.1|DANA, LOC6496566|XP_001961169.2|DANA
OG0000031	LOC117138977|XP_033156935.1|DMAU, LOC117135570|XP_033151785.1|DMAU, LOC117138460|XP_033156477.1|DMAU	LOC6502572|XP_001959893.2|DANA, LOC6502573|XP_001959894.2|DANA
OG0000031	LOC117150913|XP_033173999.1|DMAU	LOC6496944|XP_001963083.2|DANA
OG0000032	LOC117145857|XP_033167568.1|DMAU	LOC6499841|XP_001953793.1|DANA
OG0000032	LOC117145495|XP_033167064.1|DMAU	LOC6500725|XP_032312300.1|DANA
OG0000032	LOC117145862|XP_033167573.1|DMAU	LOC6500722|XP_032312297.1|DANA
OG0000033	LOC117138299|XP_033156190.1|DMAU	LOC6494619|XP_001959999.1|DANA
OG0000033	LOC117138297|XP_033156188.1|DMAU	LOC6494622|XP_001959998.3|DANA
OG0000033	LOC117138298|XP_033156189.1|DMAU	LOC6495993|XP_001960000.1|DANA
OG0000033	LOC117144413|XP_033165445.1|DMAU, LOC117144938|XP_033166283.1|DMAU	LOC6501373|XP_001955098.3|DANA
OG0000034	LOC117138566|XP_033156617.1|DMAU, LOC117141167|XP_033160397.1|DMAU	LOC6498174|XP_001962232.1|DANA
OG0000034	LOC117150484|XP_033173274.1|DMAU	LOC6498176|XP_001962234.2|DANA, LOC6498175|XP_001962233.1|DANA
OG0000034	LOC117150483|XP_033173273.1|DMAU	LOC6498177|XP_001962235.2|DANA, LOC26515374|XP_014762427.1|DANA, LOC6498178|XP_001962236.1|DANA
OG0000034	LOC117149319|XP_033172656.1|DMAU, LOC117143947|XP_033164772.1|DMAU, LOC117145446|XP_033166996.1|DMAU	LOC6498552|XP_001963046.3|DANA
OG0000034	LOC117143867|XP_033164627.1|DMAU	LOC6498487|XP_032311321.1|DANA, LOC116656026|XP_032311054.1|DANA, LOC6497780|XP_001961435.2|DANA
OG0000036	LOC117145150|XP_033166581.1|DMAU	LOC6500465|XP_001953274.1|DANA
OG0000036	LOC117145004|XP_033166383.1|DMAU	LOC6505844|XP_001964473.1|DANA
OG0000036	LOC117145915|XP_033167661.1|DMAU	LOC6500980|XP_001954293.1|DANA
OG0000036	LOC117145828|XP_033167521.1|DMAU, LOC117145827|XP_033167520.1|DMAU	LOC6499049|XP_001955412.1|DANA
OG0000037	LOC117137024|XP_033154116.1|DMAU	LOC6493979|XP_001961214.2|DANA
OG0000037	LOC117145239|XP_033166706.1|DMAU, LOC117143582|XP_033164221.1|DMAU	LOC6498848|XP_001955809.2|DANA
OG0000038	LOC117139364|XP_033157507.1|DMAU	LOC6506319|XP_001958116.1|DANA
OG0000038	LOC117141232|XP_033160483.1|DMAU	LOC6492929|XP_032310430.1|DANA
OG0000039	LOC117144249|XP_033165219.1|DMAU	LOC6501134|XP_001954615.2|DANA
OG0000039	LOC117148457|XP_033171719.1|DMAU	LOC6502398|XP_001967387.3|DANA
OG0000039	LOC117147454|XP_033170230.1|DMAU	LOC6504273|XP_001967388.1|DANA
OG0000039	LOC117146886|XP_033169374.1|DMAU	LOC6503200|XP_032311880.1|DANA
OG0000040	LOC117145128|XP_033166540.1|DMAU	LOC6500947|XP_014766809.1|DANA
OG0000040	LOC117143448|XP_033164046.1|DMAU	LOC6501033|XP_001954424.1|DANA
OG0000040	LOC117143449|XP_033164048.1|DMAU	LOC6499533|XP_001954425.2|DANA
OG0000040	LOC117144294|XP_033165289.1|DMAU	LOC6500946|XP_001954224.1|DANA
OG0000040	LOC117143965|XP_033164790.1|DMAU	LOC6500944|XP_001954222.1|DANA
OG0000040	LOC117143756|XP_033164463.1|DMAU	LOC6505623|XP_001964581.1|DANA
OG0000041	LOC117144930|XP_033166274.1|DMAU	LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA
OG0000041	LOC117145103|XP_033166514.1|DMAU	LOC6500352|XP_001953027.2|DANA
OG0000041	LOC117144174|XP_033165110.1|DMAU, LOC117145105|XP_033166515.1|DMAU	LOC26513865|XP_032307158.1|DANA
OG0000042	LOC117146870|XP_033169351.1|DMAU	LOC26515385|XP_014759495.2|DANA
OG0000042	LOC117138472|XP_033156493.1|DMAU	LOC6495008|XP_001959230.2|DANA
OG0000042	LOC117138473|XP_033156494.1|DMAU	LOC6495010|XP_001959228.2|DANA
OG0000042	LOC117138470|XP_033156490.1|DMAU	LOC6495011|XP_001959229.1|DANA
OG0000042	LOC117138471|XP_033156492.1|DMAU	LOC6495009|XP_001959227.2|DANA
OG0000043	LOC117143574|XP_033164210.1|DMAU	LOC6501040|XP_001954441.3|DANA
OG0000043	LOC117143570|XP_033164205.1|DMAU	LOC6499525|XP_001954440.1|DANA
OG0000043	LOC117145149|XP_033166580.1|DMAU	LOC6499523|XP_032311279.1|DANA
OG0000043	LOC117143571|XP_033164207.1|DMAU, LOC117143573|XP_033164209.1|DMAU, LOC117145745|XP_033167398.1|DMAU	LOC6501039|XP_001954437.1|DANA
OG0000043	LOC117143372|XP_033163938.1|DMAU	LOC6502673|XP_001954436.1|DANA
OG0000044	LOC117143901|XP_033164698.1|DMAU	LOC6500203|XP_032305729.1|DANA
OG0000044	LOC117143451|XP_033164051.1|DMAU	LOC6500197|XP_001953036.1|DANA
OG0000044	LOC117145465|XP_033167027.1|DMAU	LOC26515569|XP_014767439.1|DANA
OG0000044	LOC117145163|XP_033166599.1|DMAU	LOC6500202|XP_001953032.2|DANA
OG0000044	LOC117143590|XP_033164229.1|DMAU, LOC117143652|XP_033164322.1|DMAU	LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA
OG0000044	LOC117143435|XP_033164032.1|DMAU	LOC6499418|XP_001954679.1|DANA
OG0000045	LOC117139739|XP_033158187.1|DMAU	LOC6493486|XP_001957849.1|DANA
OG0000045	LOC117140400|XP_033159161.1|DMAU, LOC117139892|XP_033158461.1|DMAU	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA
OG0000045	LOC117139487|XP_033157699.1|DMAU	LOC6507632|XP_001956043.1|DANA
OG0000045	LOC117139486|XP_033157698.1|DMAU	LOC6507423|XP_032310209.1|DANA
OG0000046	LOC117145662|XP_033167285.1|DMAU	LOC6501716|XP_001955838.3|DANA
OG0000046	LOC117147192|XP_033169884.1|DMAU	LOC6503183|XP_001963600.1|DANA
OG0000046	LOC117148363|XP_033171610.1|DMAU	LOC6502915|XP_001963599.1|DANA
OG0000046	LOC117147217|XP_033169922.1|DMAU	LOC6503185|XP_032311857.1|DANA
OG0000046	LOC117144703|XP_033165923.1|DMAU	LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA
OG0000046	LOC117144838|XP_033166122.1|DMAU	LOC6501523|XP_001955420.3|DANA
OG0000046	LOC117143845|XP_033164592.1|DMAU, LOC117143549|XP_033164180.1|DMAU, LOC117138631|XP_033156736.1|DMAU, LOC117143844|XP_033164591.1|DMAU, LOC117136443|XP_033153251.1|DMAU	LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA
OG0000047	LOC117137846|XP_033155439.1|DMAU	LOC6496443|XP_001960921.1|DANA
OG0000047	LOC117137896|XP_033155525.1|DMAU	LOC6496440|XP_001960917.1|DANA
OG0000047	LOC117136744|XP_033153666.1|DMAU	LOC6496543|XP_001961111.1|DANA
OG0000047	LOC117141645|XP_033161109.1|DMAU	LOC6493464|XP_001957813.1|DANA
OG0000047	LOC117137194|XP_033154412.1|DMAU	LOC6494029|XP_001961117.1|DANA
OG0000047	LOC117141646|XP_033161110.1|DMAU	LOC6493465|XP_001957814.1|DANA
OG0000048	LOC117140937|XP_033160024.1|DMAU, LOC117140309|XP_033159045.1|DMAU	LOC6506814|XP_001957186.1|DANA, LOC6493168|XP_001957188.1|DANA
OG0000048	LOC117140935|XP_033160022.1|DMAU	LOC6493171|XP_001957195.2|DANA
OG0000048	LOC117140941|XP_033160028.1|DMAU	LOC6493169|XP_001957191.1|DANA
OG0000049	LOC117144267|XP_033165261.1|DMAU	LOC6500644|XP_001953636.2|DANA
OG0000049	LOC117143819|XP_033164555.1|DMAU	LOC6499920|XP_001953633.1|DANA
OG0000049	LOC117145062|XP_033166468.1|DMAU	LOC6500645|XP_001953637.1|DANA
OG0000049	LOC117145059|XP_033166464.1|DMAU	LOC6499917|XP_001953639.1|DANA
OG0000049	LOC117145061|XP_033166467.1|DMAU	LOC6502640|XP_001953638.1|DANA
OG0000049	LOC117144466|XP_033165523.1|DMAU	LOC6499921|XP_001953632.1|DANA
OG0000050	LOC117136135|XP_033152731.1|DMAU	LOC6494319|XP_001960538.2|DANA
OG0000050	LOC117142030|XP_033161785.1|DMAU	LOC6502855|XP_001958555.2|DANA
OG0000050	LOC117142027|XP_033161782.1|DMAU	LOC6493851|XP_001958559.1|DANA
OG0000050	LOC117142031|XP_033161786.1|DMAU	LOC6493850|XP_001958558.2|DANA
