Orthogroup	DMAU.longest_only	DSEC.longest_only
OG0000007	LOC117142070|XP_033161841.1|DMAU	LOC6610954|XP_002035511.1|DSEC
OG0000007	LOC117140665|XP_033159603.1|DMAU	LOC6610951|XP_002035508.1|DSEC
OG0000007	LOC117150742|XP_033173667.1|DMAU	LOC6613406|XP_032583270.1|DSEC
OG0000007	LOC117136894|XP_033153899.1|DMAU	LOC6608215|XP_032572281.1|DSEC
OG0000007	LOC117143375|XP_033163942.1|DMAU, LOC117144956|XP_033166302.1|DMAU	LOC6612871|XP_002037363.1|DSEC
OG0000007	LOC117143365|XP_033163930.1|DMAU, LOC117143364|XP_033163929.1|DMAU	LOC6612775|XP_032579057.1|DSEC
OG0000007	LOC117139714|XP_033158125.1|DMAU	LOC6613407|XP_032570241.1|DSEC
OG0000007	LOC117139147|XP_033157196.1|DMAU	LOC6604870|XP_002029715.1|DSEC
OG0000007	LOC117139091|XP_033157106.1|DMAU	LOC6613405|XP_032574637.1|DSEC
OG0000007	LOC117142071|XP_033161842.1|DMAU	LOC6610955|XP_032575304.1|DSEC
OG0000007	LOC117142072|XP_033161843.1|DMAU	LOC6610956|XP_002035513.1|DSEC
OG0000008	LOC117142833|XP_033162955.1|DMAU	LOC6619063|XP_002043304.1|DSEC
OG0000008	LOC117140615|XP_033159521.1|DMAU	LOC6610740|XP_002035306.1|DSEC
OG0000008	LOC117140614|XP_033159520.1|DMAU	LOC6610743|XP_002035309.1|DSEC
OG0000008	LOC117150767|XP_033173694.1|DMAU	LOC6617678|XP_002041991.1|DSEC
OG0000008	LOC117140617|XP_033159524.1|DMAU	LOC6610741|XP_002035307.2|DSEC
OG0000008	LOC117147420|XP_033170189.1|DMAU	LOC6612353|XP_002036862.1|DSEC
OG0000008	LOC117145079|XP_033166487.1|DMAU	LOC6614150|XP_002038603.2|DSEC
OG0000008	LOC117144385|XP_033165410.1|DMAU	LOC6614151|XP_002038604.1|DSEC, LOC116802445|XP_032582815.1|DSEC
OG0000008	LOC117144387|XP_033165412.1|DMAU	LOC6614148|XP_002038601.1|DSEC, LOC116801716|XP_032578753.1|DSEC
OG0000008	LOC117143719|XP_033164408.1|DMAU	LOC116801478|XP_032577234.1|DSEC
OG0000008	LOC117144386|XP_033165411.1|DMAU	LOC116801482|XP_032577264.1|DSEC
OG0000008	LOC117143928|XP_033164736.1|DMAU	LOC116801721|XP_032578777.1|DSEC
OG0000009	LOC117145423|XP_033166959.1|DMAU	LOC6621079|XP_032578529.1|DSEC, LOC6607851|XP_002032601.2|DSEC
OG0000009	LOC117143759|XP_033164466.1|DMAU	LOC116802673|XP_032582931.1|DSEC, LOC6607846|XP_032576484.1|DSEC
OG0000009	LOC117145633|XP_033167244.1|DMAU	LOC116802676|XP_032582933.1|DSEC, LOC6619044|XP_002043286.1|DSEC
OG0000009	LOC117145422|XP_033166958.1|DMAU	LOC6619042|XP_032576485.1|DSEC
OG0000009	LOC117141397|XP_033160707.1|DMAU	LOC6610926|XP_032574591.1|DSEC
OG0000009	LOC117141398|XP_033160708.1|DMAU	LOC116801150|XP_032574906.1|DSEC
OG0000009	LOC117136735|XP_033153656.1|DMAU	LOC6618810|XP_002043059.1|DSEC
OG0000009	LOC117143616|XP_033164265.1|DMAU	LOC6606719|XP_002031518.1|DSEC
OG0000009	LOC117135792|XP_033152175.1|DMAU	LOC6608841|XP_002033555.1|DSEC
OG0000009	LOC117138502|XP_033156525.1|DMAU	LOC6608840|XP_002033554.1|DSEC
OG0000011	LOC117148149|XP_033171274.1|DMAU	LOC6613215|XP_002037694.2|DSEC
OG0000011	LOC117148158|XP_033171286.1|DMAU	LOC6613214|XP_002037693.2|DSEC
OG0000011	LOC117138313|XP_033156221.1|DMAU	LOC6613356|XP_002037830.1|DSEC
OG0000011	LOC117140362|XP_033159107.1|DMAU	LOC6616450|XP_032574488.1|DSEC
OG0000011	LOC117142406|XP_033162250.1|DMAU	LOC6613355|XP_032576619.1|DSEC
OG0000011	LOC117150358|XP_033173108.1|DMAU	LOC6614408|XP_032583172.1|DSEC
OG0000011	LOC117135201|XP_033151176.1|DMAU	LOC6614413|XP_032577346.1|DSEC
OG0000011	LOC117148130|XP_033171246.1|DMAU	LOC6618632|XP_032581615.1|DSEC
OG0000011	LOC117148131|XP_033171247.1|DMAU	LOC6618634|XP_002042893.2|DSEC
OG0000011	LOC117141063|XP_033160242.1|DMAU	LOC6605626|XP_002030444.2|DSEC
OG0000011	LOC117141062|XP_033160241.1|DMAU	LOC6605627|XP_002030445.2|DSEC
OG0000011	LOC117143493|XP_033164098.1|DMAU	LOC6607077|XP_002031865.1|DSEC
OG0000012	LOC117136761|XP_033153688.1|DMAU	LOC6609925|XP_002034575.2|DSEC
OG0000012	LOC117136760|XP_033153687.1|DMAU	LOC6609924|XP_002034574.2|DSEC
OG0000012	LOC117136898|XP_033153902.1|DMAU	LOC6609923|XP_032571611.1|DSEC
OG0000012	LOC117137864|XP_033155471.1|DMAU	LOC6609926|XP_002034576.1|DSEC
OG0000012	LOC117137455|XP_033154790.1|DMAU	LOC6609929|XP_032571342.1|DSEC
OG0000012	LOC117136643|XP_033153526.1|DMAU	LOC6609927|XP_002034577.1|DSEC
OG0000012	LOC117136387|XP_033153170.1|DMAU	LOC6608817|XP_032571423.1|DSEC
OG0000012	LOC117136474|XP_033153296.1|DMAU	LOC6608818|XP_032571424.1|DSEC
OG0000012	LOC117136403|XP_033153190.1|DMAU	LOC6608819|XP_002033533.2|DSEC
OG0000012	LOC117138497|XP_033156518.1|DMAU	LOC6608820|XP_032571616.1|DSEC
OG0000012	LOC117137795|XP_033155358.1|DMAU	LOC6608821|XP_032571618.1|DSEC
OG0000012	LOC117137796|XP_033155359.1|DMAU	LOC6608822|XP_032571615.1|DSEC
OG0000013	LOC117136473|XP_033153295.1|DMAU	LOC6609116|XP_002033818.1|DSEC
OG0000013	LOC117148236|XP_033171424.1|DMAU	LOC6619913|XP_032582274.1|DSEC
OG0000013	LOC117142434|XP_033162286.1|DMAU	LOC6606301|XP_002031106.1|DSEC
OG0000013	LOC117141743|XP_033161255.1|DMAU	LOC6605619|XP_032575697.1|DSEC
OG0000013	LOC117143333|XP_033163884.1|DMAU	LOC6606578|XP_002031379.1|DSEC
OG0000013	LOC117142344|XP_033162152.1|DMAU	LOC6607674|XP_002032439.2|DSEC
OG0000013	LOC117145307|XP_033166793.1|DMAU	LOC116801751|XP_032578918.1|DSEC
OG0000013	LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU	LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC
OG0000014	LOC117141766|XP_033161286.1|DMAU	LOC116802439|XP_032582809.1|DSEC
OG0000014	LOC117150445|XP_033173222.1|DMAU	LOC116801620|XP_032578204.1|DSEC
OG0000014	LOC117149978|XP_033172760.1|DMAU	LOC116802438|XP_032582808.1|DSEC
OG0000015	LOC117135278|XP_033151337.1|DMAU	LOC6614679|XP_002039106.1|DSEC
OG0000015	LOC117150991|XP_033174086.1|DMAU	LOC6613280|XP_002037757.1|DSEC
OG0000015	LOC117150915|XP_033173958.1|DMAU	LOC116803534|XP_032583120.1|DSEC
OG0000015	LOC117143744|XP_033164450.1|DMAU	LOC6617420|XP_032571737.1|DSEC
OG0000015	LOC117140156|XP_033158823.1|DMAU	LOC6611526|XP_002036067.1|DSEC
OG0000015	LOC117150376|XP_033173128.1|DMAU	LOC116800339|XP_032570434.1|DSEC
OG0000015	LOC117137056|XP_033154159.1|DMAU	LOC6608675|XP_002033404.2|DSEC
OG0000016	LOC117143253|XP_033163704.1|DMAU	LOC6606525|XP_002031326.2|DSEC
OG0000016	LOC117136077|XP_033152622.1|DMAU	LOC6615268|XP_002039673.2|DSEC
OG0000016	LOC117144517|XP_033165627.1|DMAU	LOC6606623|XP_002031424.1|DSEC
OG0000016	LOC117137377|XP_033154680.1|DMAU	LOC6609492|XP_032572820.1|DSEC
OG0000016	LOC117148789|XP_033172290.1|DMAU	LOC6612339|XP_002036849.1|DSEC
OG0000016	LOC117135957|XP_033152442.1|DMAU	LOC6619144|XP_002043384.1|DSEC
OG0000016	LOC117145868|XP_033167581.1|DMAU	LOC6606248|XP_002031056.2|DSEC
OG0000016	LOC117140134|XP_033158791.1|DMAU	LOC6616531|XP_002040890.1|DSEC
OG0000017	LOC117146549|XP_033168738.1|DMAU	LOC6620183|XP_002044394.1|DSEC
OG0000017	LOC117138274|XP_033156132.1|DMAU	LOC6608076|XP_002032824.1|DSEC
OG0000017	LOC117136736|XP_033153658.1|DMAU	LOC6619131|XP_002043371.1|DSEC
OG0000017	LOC117144510|XP_033165592.1|DMAU	LOC6607277|XP_002032056.1|DSEC
OG0000017	LOC117144632|XP_033165817.1|DMAU	LOC6618718|XP_002042977.1|DSEC
OG0000017	LOC117137416|XP_033154735.1|DMAU	LOC6615716|XP_032571357.1|DSEC
OG0000017	LOC117136539|XP_033153380.1|DMAU	LOC6619133|XP_002043373.1|DSEC
OG0000017	LOC117137415|XP_033154734.1|DMAU	LOC6615717|XP_002040088.1|DSEC
OG0000017	LOC117139948|XP_033158530.1|DMAU	LOC6617387|XP_032577559.1|DSEC
OG0000018	LOC117141482|XP_033160851.1|DMAU	LOC6610983|XP_002035540.1|DSEC
OG0000018	LOC117141483|XP_033160852.1|DMAU	LOC6621634|XP_002045742.2|DSEC
OG0000018	LOC117140972|XP_033160097.1|DMAU, LOC117139215|XP_033157288.1|DMAU	LOC6610978|XP_002035535.1|DSEC, LOC6610976|XP_002035533.2|DSEC
OG0000019	LOC117143233|XP_033163675.1|DMAU	LOC6617118|XP_002041445.1|DSEC
OG0000019	LOC117143237|XP_033163678.1|DMAU	LOC6617116|XP_002041443.2|DSEC
OG0000019	LOC117143236|XP_033163677.1|DMAU	LOC6617117|XP_002041444.1|DSEC
OG0000019	LOC117143229|XP_033163670.1|DMAU	LOC6617113|XP_002041440.2|DSEC
OG0000019	LOC117143234|XP_033163676.1|DMAU	LOC6617114|XP_002041441.1|DSEC
OG0000019	LOC117143231|XP_033163673.1|DMAU	LOC6617119|XP_002041446.1|DSEC
OG0000019	LOC117143232|XP_033163674.1|DMAU	LOC6617120|XP_032579359.1|DSEC
OG0000020	LOC117143636|XP_033164304.1|DMAU	LOC116801805|XP_032579403.1|DSEC
OG0000020	LOC117136475|XP_033153300.1|DMAU	LOC6615344|XP_002039742.1|DSEC
OG0000020	LOC117139859|XP_033158405.1|DMAU	LOC6614620|XP_002039048.1|DSEC
OG0000020	LOC117138462|XP_033156478.1|DMAU	LOC6608343|XP_032571142.1|DSEC
OG0000020	LOC117140141|XP_033158803.1|DMAU	LOC6611665|XP_032583373.1|DSEC
OG0000020	LOC117145918|XP_033167668.1|DMAU	LOC6619030|XP_032578205.1|DSEC
OG0000020	LOC117143368|XP_033163935.1|DMAU	LOC6606811|XP_002031608.2|DSEC
OG0000020	LOC117135687|XP_033151982.1|DMAU	LOC6618224|XP_032583413.1|DSEC
OG0000020	LOC117139836|XP_033158373.1|DMAU	LOC6614621|XP_002039049.1|DSEC
OG0000021	LOC117135318|XP_033151407.1|DMAU	LOC6613204|XP_002037684.1|DSEC
OG0000021	LOC117150020|XP_033172787.1|DMAU, LOC117150137|XP_033172836.1|DMAU	LOC116803465|XP_032583061.1|DSEC
OG0000021	LOC117136145|XP_033152741.1|DMAU	LOC6615454|XP_002039834.1|DSEC
OG0000021	LOC117136571|XP_033153419.1|DMAU	LOC6615468|XP_002039848.1|DSEC
OG0000021	LOC117136553|XP_033153398.1|DMAU	LOC6609714|XP_002034371.1|DSEC
OG0000021	LOC117149951|XP_033172741.1|DMAU, LOC117149949|XP_033172738.1|DMAU	LOC116803406|XP_032583029.1|DSEC
OG0000021	LOC117146855|XP_033169316.1|DMAU	LOC6617550|XP_032580648.1|DSEC
OG0000021	LOC117142241|XP_033161985.1|DMAU	LOC6607757|XP_002032520.1|DSEC
OG0000021	LOC117143646|XP_033164316.1|DMAU	LOC6606667|XP_002031467.1|DSEC
OG0000021	LOC117148061|XP_033171143.1|DMAU	LOC6620369|XP_002044577.1|DSEC
OG0000022	LOC117138252|XP_033156103.1|DMAU	LOC6609401|XP_002034086.1|DSEC
OG0000022	LOC117139751|XP_033158206.1|DMAU	LOC6610269|XP_002034864.1|DSEC
OG0000022	LOC117139201|XP_033157264.1|DMAU	LOC6610275|XP_002034870.1|DSEC, LOC6610276|XP_002034871.1|DSEC
OG0000022	LOC117139197|XP_033157261.1|DMAU	LOC6610274|XP_002034869.1|DSEC
OG0000022	LOC117139198|XP_033157262.1|DMAU	LOC116801300|XP_032575946.1|DSEC
OG0000023	LOC117144283|XP_033165277.1|DMAU	LOC6614266|XP_002038706.1|DSEC
OG0000023	LOC117144284|XP_033165278.1|DMAU	LOC6614270|XP_002038710.2|DSEC
OG0000023	LOC117144282|XP_033165275.1|DMAU	LOC6614272|XP_002038712.1|DSEC
OG0000023	LOC117135977|XP_033152481.1|DMAU	LOC6615538|XP_002039917.1|DSEC
OG0000023	LOC117145126|XP_033166537.1|DMAU	LOC6614271|XP_032578446.1|DSEC
OG0000023	LOC117144278|XP_033165272.1|DMAU	LOC6614265|XP_002038705.1|DSEC
OG0000023	LOC117144775|XP_033166033.1|DMAU	LOC6614261|XP_032579066.1|DSEC
OG0000023	LOC117144277|XP_033165271.1|DMAU	LOC6614263|XP_002038703.1|DSEC
OG0000023	LOC117144765|XP_033166018.1|DMAU	LOC6614259|XP_032579064.1|DSEC
OG0000024	LOC117137467|XP_033154805.1|DMAU	LOC116800706|XP_032573066.1|DSEC
OG0000024	LOC117137862|XP_033155468.1|DMAU	LOC6608650|XP_002033384.1|DSEC
OG0000024	LOC117136255|XP_033152953.1|DMAU	LOC6608651|XP_032573063.1|DSEC
OG0000024	LOC117150619|XP_033173479.1|DMAU	LOC6618118|XP_002042417.2|DSEC
OG0000024	LOC117136506|XP_033153341.1|DMAU	LOC6608649|XP_032571742.1|DSEC
OG0000024	LOC117135440|XP_033151508.1|DMAU	LOC6609002|XP_002033708.1|DSEC
OG0000025	LOC117143378|XP_033163951.1|DMAU	LOC6613440|XP_002037914.1|DSEC
OG0000026	LOC117148470|XP_033171735.1|DMAU	LOC6617640|XP_002041953.1|DSEC
OG0000026	LOC117135160|XP_033151111.1|DMAU	LOC6613582|XP_002038050.1|DSEC
OG0000026	LOC117146899|XP_033169397.1|DMAU	LOC6619909|XP_002044121.1|DSEC
OG0000026	LOC117142902|XP_033163074.1|DMAU	LOC6614041|XP_002038495.1|DSEC
OG0000026	LOC117145491|XP_033167059.1|DMAU	LOC6620024|XP_002044237.2|DSEC
OG0000027	LOC117142835|XP_033162961.1|DMAU	LOC6611562|XP_002036100.1|DSEC
OG0000027	LOC117140739|XP_033159710.1|DMAU	LOC6611565|XP_002036103.2|DSEC
OG0000027	LOC117150817|XP_033173768.1|DMAU	LOC6611563|XP_002036101.1|DSEC
OG0000028	LOC117139372|XP_033157511.1|DMAU	LOC116801284|XP_032575821.1|DSEC, LOC6619351|XP_032575820.1|DSEC
OG0000028	LOC117141110|XP_033160324.1|DMAU	LOC6605908|XP_002030721.1|DSEC
OG0000029	LOC117145028|XP_033166421.1|DMAU	LOC6606884|XP_002031678.1|DSEC
OG0000029	LOC117136167|XP_033152799.1|DMAU	LOC6608399|XP_002033133.1|DSEC
OG0000029	LOC117136614|XP_033153490.1|DMAU	LOC6609830|XP_002034482.1|DSEC
OG0000029	LOC117135122|XP_033151033.1|DMAU	LOC6611703|XP_002036237.1|DSEC
OG0000029	LOC117144854|XP_033166148.1|DMAU	LOC6607309|XP_002032088.1|DSEC
OG0000029	LOC117140740|XP_033159707.1|DMAU	LOC6618299|XP_002042572.1|DSEC
OG0000030	LOC117150768|XP_033173696.1|DMAU	LOC6617677|XP_032583255.1|DSEC
OG0000030	LOC117137293|XP_033154560.1|DMAU	LOC6617675|XP_002041988.1|DSEC
OG0000030	LOC117150769|XP_033173697.1|DMAU	LOC6617676|XP_002041989.1|DSEC
OG0000030	LOC117143350|XP_033163916.1|DMAU	LOC6613129|XP_002037610.2|DSEC
OG0000030	LOC117137054|XP_033154154.1|DMAU	LOC6615712|XP_002040083.1|DSEC
OG0000030	LOC117148684|XP_033172115.1|DMAU	LOC6616124|XP_002040489.1|DSEC
OG0000030	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU	LOC6615087|XP_032581969.1|DSEC
OG0000031	LOC117144354|XP_033165364.1|DMAU	LOC6613654|XP_002038124.2|DSEC
OG0000031	LOC117137476|XP_033154845.1|DMAU	LOC6613642|XP_032571112.1|DSEC
OG0000031	LOC117145782|XP_033167456.1|DMAU	LOC6611386|XP_002035931.1|DSEC
OG0000031	LOC117135426|XP_033151476.1|DMAU	LOC116803563|XP_032583263.1|DSEC
OG0000031	LOC117138977|XP_033156935.1|DMAU	LOC6610715|XP_032575982.1|DSEC
OG0000031	LOC117135570|XP_033151785.1|DMAU	LOC6613163|XP_002037644.1|DSEC
OG0000031	LOC117138460|XP_033156477.1|DMAU	LOC6608128|XP_002032876.2|DSEC
OG0000031	LOC117150913|XP_033173999.1|DMAU	LOC6611956|XP_002036473.1|DSEC
OG0000032	LOC117145857|XP_033167568.1|DMAU	LOC6606692|XP_002031492.2|DSEC
OG0000032	LOC117145860|XP_033167571.1|DMAU	LOC6606694|XP_002031494.1|DSEC
OG0000032	LOC117145495|XP_033167064.1|DMAU	LOC6606686|XP_002031486.2|DSEC
OG0000032	LOC117145862|XP_033167573.1|DMAU	LOC6606689|XP_002031489.2|DSEC
OG0000032	LOC117145859|XP_033167570.1|DMAU	LOC6606693|XP_002031493.1|DSEC
OG0000033	LOC117144719|XP_033165948.1|DMAU	LOC6612608|XP_032578226.1|DSEC
OG0000033	LOC117143209|XP_033163650.1|DMAU	LOC6618199|XP_032571400.1|DSEC
OG0000033	LOC117150287|XP_033172997.1|DMAU	LOC6618200|XP_032577814.1|DSEC
OG0000033	LOC117143200|XP_033163638.1|DMAU	LOC6618198|XP_002042473.1|DSEC
OG0000033	LOC117138299|XP_033156190.1|DMAU	LOC6607913|XP_002032667.1|DSEC
OG0000033	LOC117138297|XP_033156188.1|DMAU	LOC6607912|XP_002032666.2|DSEC
OG0000033	LOC117138298|XP_033156189.1|DMAU	LOC6607918|XP_002032668.1|DSEC
OG0000033	LOC117140273|XP_033158989.1|DMAU	LOC6606119|XP_002030927.1|DSEC
OG0000033	LOC117144413|XP_033165445.1|DMAU	LOC6614345|XP_002038784.1|DSEC
OG0000033	LOC117144938|XP_033166283.1|DMAU	LOC6614346|XP_032579053.1|DSEC
OG0000033	LOC117137789|XP_033155336.1|DMAU	LOC6609451|XP_002034136.1|DSEC
OG0000033	LOC117137724|XP_033155189.1|DMAU	LOC6609450|XP_002034135.2|DSEC
OG0000034	LOC117138566|XP_033156617.1|DMAU	LOC6609502|XP_032572499.1|DSEC
OG0000034	LOC117141167|XP_033160397.1|DMAU	LOC6614428|XP_002038861.1|DSEC
OG0000034	LOC117150484|XP_033173274.1|DMAU	LOC6614429|XP_032583720.1|DSEC
OG0000034	LOC117150483|XP_033173273.1|DMAU	LOC6614430|XP_002038863.1|DSEC
OG0000034	LOC117149319|XP_033172656.1|DMAU	LOC6618128|XP_032583108.1|DSEC
OG0000034	LOC117143867|XP_033164627.1|DMAU	LOC6613602|XP_002038072.1|DSEC
OG0000035	LOC117139681|XP_033158055.1|DMAU, LOC117138223|XP_033156059.1|DMAU, LOC117138222|XP_033156058.1|DMAU	LOC116800553|XP_032572019.1|DSEC, LOC116800552|XP_032572012.1|DSEC
OG0000035	LOC117150075|XP_033172814.1|DMAU, LOC117150140|XP_033172837.1|DMAU	LOC116800883|XP_032573129.1|DSEC, LOC116801568|XP_032577885.1|DSEC, LOC116801299|XP_032575930.1|DSEC, LOC116800469|XP_032571521.1|DSEC, LOC116803428|XP_032583044.1|DSEC, LOC116802308|XP_032582319.1|DSEC, LOC116802335|XP_032582529.1|DSEC, LOC116800211|XP_032569882.1|DSEC, LOC6620638|XP_032580578.1|DSEC, LOC116803388|XP_032583021.1|DSEC, LOC116801547|XP_032577763.1|DSEC
OG0000035	LOC117141067|XP_033160256.1|DMAU	LOC116800586|XP_032572243.1|DSEC, LOC116800388|XP_032570916.1|DSEC, LOC116800434|XP_032571263.1|DSEC, LOC116802179|XP_032581560.1|DSEC, LOC116800554|XP_032572024.1|DSEC
OG0000035	LOC117149044|XP_033172603.1|DMAU, LOC117149965|XP_033172753.1|DMAU	LOC116800558|XP_032572039.1|DSEC
OG0000036	LOC117145150|XP_033166581.1|DMAU	LOC6614280|XP_002038720.1|DSEC
OG0000036	LOC117145004|XP_033166383.1|DMAU	LOC6606280|XP_032578992.1|DSEC
OG0000036	LOC117145915|XP_033167661.1|DMAU	LOC6613804|XP_032577945.1|DSEC
OG0000036	LOC117145828|XP_033167521.1|DMAU, LOC117145827|XP_033167520.1|DMAU	LOC6607601|XP_002032369.2|DSEC
OG0000037	LOC117137024|XP_033154116.1|DMAU	LOC6609848|XP_002034500.1|DSEC
OG0000037	LOC117145239|XP_033166706.1|DMAU	LOC6619109|XP_002043349.1|DSEC
OG0000037	LOC117143582|XP_033164221.1|DMAU	LOC6619108|XP_002043348.1|DSEC
OG0000038	LOC117139364|XP_033157507.1|DMAU	LOC6619358|XP_002043575.1|DSEC
OG0000038	LOC117141232|XP_033160483.1|DMAU	LOC6619360|XP_032575071.1|DSEC
OG0000039	LOC117144249|XP_033165219.1|DMAU	LOC6614108|XP_032577608.1|DSEC
OG0000039	LOC117148457|XP_033171719.1|DMAU	LOC6619553|XP_002043768.1|DSEC
OG0000039	LOC117147454|XP_033170230.1|DMAU	LOC6619552|XP_002043767.1|DSEC
OG0000039	LOC117146886|XP_033169374.1|DMAU	LOC6617545|XP_032581966.1|DSEC
OG0000040	LOC117145128|XP_033166540.1|DMAU	LOC6616682|XP_002041037.1|DSEC
OG0000040	LOC117143448|XP_033164046.1|DMAU	LOC6606863|XP_002031657.1|DSEC
OG0000040	LOC117143449|XP_033164048.1|DMAU	LOC6606864|XP_002031658.1|DSEC
OG0000040	LOC117144294|XP_033165289.1|DMAU	LOC6616681|XP_002041036.1|DSEC
OG0000040	LOC117144293|XP_033165288.1|DMAU	LOC6616680|XP_002041035.2|DSEC
OG0000040	LOC117143965|XP_033164790.1|DMAU	LOC6616678|XP_002041033.1|DSEC
OG0000040	LOC117143756|XP_033164463.1|DMAU	LOC6619507|XP_002043722.1|DSEC
OG0000041	LOC117143749|XP_033164453.1|DMAU	LOC6619701|XP_002043916.1|DSEC
OG0000041	LOC117144930|XP_033166274.1|DMAU	LOC6619703|XP_032579544.1|DSEC
OG0000041	LOC117145103|XP_033166514.1|DMAU	LOC6619709|XP_002043924.1|DSEC
OG0000041	LOC117145105|XP_033166515.1|DMAU	LOC6619708|XP_032579543.1|DSEC
