Orthogroup	DMAU.longest_only	DERE.longest_only
OG0000002	LOC117135907|XP_033152364.1|DMAU	LOC6548172|XP_001975155.3|DERE
OG0000002	LOC117135906|XP_033152363.1|DMAU	LOC6548171|XP_001975154.2|DERE
OG0000002	LOC117136987|XP_033154052.1|DMAU	LOC6547452|XP_001974865.2|DERE
OG0000002	LOC117149870|XP_033172720.1|DMAU	LOC6540746|XP_001968931.3|DERE
OG0000002	LOC117140283|XP_033159002.1|DMAU	LOC6545786|XP_001973422.2|DERE
OG0000002	LOC117136934|XP_033153971.1|DMAU	LOC6543212|XP_026834323.1|DERE
OG0000003	LOC117136850|XP_033153839.1|DMAU	LOC6549103|XP_001975568.1|DERE
OG0000003	LOC117137895|XP_033155524.1|DMAU	LOC6548983|XP_001975566.1|DERE
OG0000003	LOC117145313|XP_033166799.1|DMAU	LOC6554587|XP_001981543.2|DERE
OG0000003	LOC117137897|XP_033155527.1|DMAU	LOC6548982|XP_001975565.1|DERE
OG0000003	LOC117136364|XP_033153130.1|DMAU	LOC6541170|XP_001970725.1|DERE
OG0000003	LOC117136849|XP_033153838.1|DMAU	LOC6549104|XP_001975569.3|DERE
OG0000003	LOC117137674|XP_033155124.1|DMAU	LOC6549102|XP_001975567.1|DERE
OG0000003	LOC117136851|XP_033153841.1|DMAU	LOC6549105|XP_001975570.1|DERE
OG0000003	LOC117137104|XP_033154281.1|DMAU	LOC6541262|XP_001970448.1|DERE
OG0000003	LOC117137102|XP_033154279.1|DMAU	LOC6543237|XP_001970449.1|DERE
OG0000003	LOC117138777|XP_033156858.1|DMAU	LOC6543184|XP_001968830.1|DERE
OG0000007	LOC117141087|XP_033160294.1|DMAU	LOC6546441|XP_001972927.1|DERE
OG0000007	LOC117142070|XP_033161841.1|DMAU	LOC6545299|XP_001972057.1|DERE
OG0000007	LOC117139205|XP_033157267.1|DMAU	LOC6545101|XP_001972052.1|DERE
OG0000007	LOC117140665|XP_033159603.1|DMAU	LOC6545102|XP_001972053.1|DERE
OG0000007	LOC117150742|XP_033173667.1|DMAU	LOC6540938|XP_001968734.1|DERE
OG0000007	LOC117143375|XP_033163942.1|DMAU, LOC117144956|XP_033166302.1|DMAU	LOC6555344|XP_001981194.1|DERE, LOC6555345|XP_001981195.1|DERE
OG0000007	LOC117143365|XP_033163930.1|DMAU, LOC117143364|XP_033163929.1|DMAU	LOC6554433|XP_001981284.1|DERE, LOC6554432|XP_001981283.1|DERE
OG0000007	LOC117139714|XP_033158125.1|DMAU	LOC6540876|XP_001968735.1|DERE
OG0000007	LOC117139147|XP_033157196.1|DMAU	LOC6545660|XP_001971664.1|DERE
OG0000007	LOC117139091|XP_033157106.1|DMAU	LOC6540935|XP_001968733.1|DERE
OG0000007	LOC117142071|XP_033161842.1|DMAU	LOC6545300|XP_001972058.2|DERE
OG0000007	LOC117142072|XP_033161843.1|DMAU	LOC6545301|XP_001972059.1|DERE
OG0000008	LOC117142833|XP_033162955.1|DMAU	LOC6553905|XP_001979522.1|DERE
OG0000008	LOC117140615|XP_033159521.1|DMAU	LOC6543716|XP_001971859.1|DERE
OG0000008	LOC117140614|XP_033159520.1|DMAU	LOC6543719|XP_001971862.1|DERE
OG0000008	LOC117150767|XP_033173694.1|DMAU	LOC6541660|XP_001969797.3|DERE
OG0000008	LOC117140617|XP_033159524.1|DMAU	LOC6543717|XP_001971860.3|DERE
OG0000008	LOC117147420|XP_033170189.1|DMAU	LOC6551209|XP_001977016.1|DERE
OG0000008	LOC117145079|XP_033166487.1|DMAU, LOC117144385|XP_033165410.1|DMAU	LOC6553020|XP_001979111.1|DERE, LOC6553021|XP_001979112.1|DERE
OG0000008	LOC117144387|XP_033165412.1|DMAU	LOC6553018|XP_001979109.1|DERE
OG0000008	LOC117143719|XP_033164408.1|DMAU	LOC6553016|XP_001979107.1|DERE
OG0000008	LOC117144386|XP_033165411.1|DMAU	LOC6553017|XP_001979108.1|DERE
OG0000008	LOC117143928|XP_033164736.1|DMAU	LOC6553015|XP_001979106.1|DERE
OG0000009	LOC117145423|XP_033166959.1|DMAU	LOC6554105|XP_001979501.1|DERE
OG0000009	LOC117143759|XP_033164466.1|DMAU	LOC6554107|XP_001979503.1|DERE
OG0000009	LOC117145633|XP_033167244.1|DMAU	LOC6554108|XP_001979504.1|DERE
OG0000009	LOC117145422|XP_033166958.1|DMAU	LOC6554106|XP_001979502.1|DERE
OG0000009	LOC117136735|XP_033153656.1|DMAU	LOC6548094|XP_001976600.1|DERE
OG0000009	LOC117143616|XP_033164265.1|DMAU	LOC6553884|XP_001980458.1|DERE
OG0000009	LOC117135792|XP_033152175.1|DMAU	LOC6546804|XP_001975914.1|DERE
OG0000009	LOC117138502|XP_033156525.1|DMAU, LOC117138499|XP_033156519.1|DMAU	LOC6546805|XP_001975915.1|DERE
OG0000010	LOC117142722|XP_033162774.1|DMAU	LOC6552863|XP_026831792.1|DERE, LOC113564795|XP_026839443.1|DERE, LOC6556039|XP_015008608.2|DERE, LOC6548695|XP_001974014.1|DERE, LOC113564802|XP_026839451.1|DERE, LOC113564785|XP_026839418.1|DERE, LOC26526498|XP_026839417.1|DERE
OG0000011	LOC117148149|XP_033171274.1|DMAU	LOC6540864|XP_001968531.3|DERE
OG0000011	LOC117148158|XP_033171286.1|DMAU	LOC6540904|XP_026835063.1|DERE
OG0000011	LOC117138313|XP_033156221.1|DMAU	LOC6543446|XP_001968684.2|DERE
OG0000011	LOC117140362|XP_033159107.1|DMAU	LOC6543815|XP_001973630.3|DERE
OG0000011	LOC117142406|XP_033162250.1|DMAU	LOC113564144|XP_026835345.1|DERE
OG0000011	LOC117150358|XP_033173108.1|DMAU	LOC6547227|XP_026836974.1|DERE
OG0000011	LOC117135201|XP_033151176.1|DMAU	LOC6547233|XP_026836236.1|DERE
OG0000011	LOC117148130|XP_033171246.1|DMAU, LOC117148131|XP_033171247.1|DMAU	LOC6551039|XP_001978306.1|DERE
OG0000011	LOC117141063|XP_033160242.1|DMAU	LOC6545632|XP_001972694.2|DERE
OG0000011	LOC117141062|XP_033160241.1|DMAU	LOC6545633|XP_001972695.1|DERE
OG0000011	LOC117143493|XP_033164098.1|DMAU	LOC6552127|XP_001980788.1|DERE
OG0000012	LOC117136761|XP_033153688.1|DMAU	LOC6547483|XP_015011854.1|DERE
OG0000012	LOC117136760|XP_033153687.1|DMAU	LOC6547482|XP_001974798.1|DERE
OG0000012	LOC117136898|XP_033153902.1|DMAU	LOC6547337|XP_015012184.1|DERE
OG0000012	LOC117137864|XP_033155471.1|DMAU	LOC6547484|XP_026836781.1|DERE
OG0000012	LOC117137455|XP_033154790.1|DMAU	LOC6547486|XP_001974802.1|DERE
OG0000012	LOC117136643|XP_033153526.1|DMAU	LOC6547485|XP_015012185.1|DERE
OG0000012	LOC117136387|XP_033153170.1|DMAU	LOC6546830|XP_026836193.1|DERE
OG0000012	LOC117136474|XP_033153296.1|DMAU	LOC6546691|XP_001975936.3|DERE
OG0000012	LOC117136403|XP_033153190.1|DMAU	LOC6546690|XP_001975935.1|DERE
OG0000012	LOC117138497|XP_033156518.1|DMAU	LOC26526953|XP_026835974.1|DERE
OG0000012	LOC117137795|XP_033155358.1|DMAU	LOC6546689|XP_001975934.2|DERE
OG0000012	LOC117137796|XP_033155359.1|DMAU	LOC6546688|XP_001975933.1|DERE
OG0000013	LOC117136473|XP_033153295.1|DMAU	LOC6549620|XP_001975657.1|DERE
OG0000013	LOC117148236|XP_033171424.1|DMAU	LOC6551261|XP_026838843.1|DERE
OG0000013	LOC117142434|XP_033162286.1|DMAU	LOC6553110|XP_001980016.1|DERE
OG0000013	LOC117141743|XP_033161255.1|DMAU	LOC6545627|XP_026832753.1|DERE
OG0000013	LOC117143333|XP_033163884.1|DMAU	LOC6553734|XP_001980320.1|DERE
OG0000013	LOC117142344|XP_033162152.1|DMAU	LOC6554353|XP_001982051.1|DERE
OG0000013	LOC117145307|XP_033166793.1|DMAU	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE
OG0000013	LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU	LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE
OG0000015	LOC117135278|XP_033151337.1|DMAU	LOC6549487|XP_001974261.3|DERE
OG0000015	LOC117150915|XP_033173958.1|DMAU	LOC26527019|XP_015015589.1|DERE
OG0000015	LOC117143744|XP_033164450.1|DMAU	LOC6549638|XP_026836388.1|DERE
OG0000015	LOC117140156|XP_033158823.1|DMAU	LOC6542316|XP_001970154.1|DERE
OG0000015	LOC117150376|XP_033173128.1|DMAU	LOC6541306|XP_001970208.1|DERE
OG0000016	LOC117143253|XP_033163704.1|DMAU	LOC6553473|XP_001980267.1|DERE
OG0000016	LOC117136077|XP_033152622.1|DMAU	LOC6547825|XP_001974973.1|DERE
OG0000016	LOC117144517|XP_033165627.1|DMAU	LOC6553744|XP_001980362.1|DERE
OG0000016	LOC117137377|XP_033154680.1|DMAU	LOC6548497|XP_001975310.2|DERE
OG0000016	LOC117148789|XP_033172290.1|DMAU	LOC6551195|XP_001977029.1|DERE
OG0000016	LOC117135957|XP_033152442.1|DMAU	LOC6542573|XP_026835446.1|DERE
OG0000016	LOC117145868|XP_033167581.1|DMAU	LOC6553157|XP_026831618.1|DERE
OG0000016	LOC117140134|XP_033158791.1|DMAU	LOC6544283|XP_001973711.1|DERE
OG0000017	LOC117146549|XP_033168738.1|DMAU	LOC6550521|XP_001977911.1|DERE
OG0000017	LOC117138274|XP_033156132.1|DMAU	LOC6540975|XP_001970557.1|DERE
OG0000017	LOC117136736|XP_033153658.1|DMAU	LOC6542635|XP_001970806.1|DERE
OG0000017	LOC117144510|XP_033165592.1|DMAU	LOC6552914|XP_001980977.1|DERE
OG0000017	LOC117144630|XP_033165816.1|DMAU	LOC6544876|XP_001973836.1|DERE
OG0000017	LOC117144632|XP_033165817.1|DMAU	LOC6556262|XP_026839527.1|DERE
OG0000017	LOC117137416|XP_033154735.1|DMAU	LOC6547791|XP_001976408.1|DERE
OG0000017	LOC117136539|XP_033153380.1|DMAU	LOC6542668|XP_001970804.1|DERE
OG0000017	LOC117137415|XP_033154734.1|DMAU	LOC6547792|XP_001976409.1|DERE
OG0000017	LOC117150949|XP_033174013.1|DMAU, LOC117139948|XP_033158530.1|DMAU	LOC6543081|XP_001968299.1|DERE
OG0000018	LOC117141482|XP_033160851.1|DMAU	LOC6545115|XP_001972084.1|DERE
OG0000018	LOC117141483|XP_033160852.1|DMAU	LOC6545114|XP_001972083.1|DERE
OG0000019	LOC117143233|XP_033163675.1|DMAU	LOC113564308|XP_026836578.1|DERE
OG0000019	LOC117143237|XP_033163678.1|DMAU	LOC113564837|XP_026839515.1|DERE
OG0000019	LOC117143229|XP_033163670.1|DMAU	LOC6555070|XP_001981612.1|DERE
OG0000019	LOC117143234|XP_033163676.1|DMAU	LOC6555069|XP_001981611.1|DERE
OG0000019	LOC117143231|XP_033163673.1|DMAU	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE
OG0000019	LOC117143232|XP_033163674.1|DMAU	LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE
OG0000020	LOC117143636|XP_033164304.1|DMAU	LOC6555052|XP_026839769.1|DERE
OG0000020	LOC117136475|XP_033153300.1|DMAU	LOC6547855|XP_001975038.1|DERE
OG0000020	LOC117139859|XP_033158405.1|DMAU	LOC6549413|XP_026836257.1|DERE
OG0000020	LOC117138462|XP_033156478.1|DMAU	LOC6540649|XP_026834533.1|DERE
OG0000020	LOC117140141|XP_033158803.1|DMAU	LOC6543425|XP_026834766.1|DERE
OG0000020	LOC117145918|XP_033167668.1|DMAU	LOC6553828|XP_026839892.1|DERE
OG0000020	LOC117143368|XP_033163935.1|DMAU	LOC6554060|XP_001980549.1|DERE
OG0000020	LOC117135687|XP_033151982.1|DMAU	LOC6548804|XP_001974084.1|DERE
OG0000020	LOC117139836|XP_033158373.1|DMAU	LOC6549412|XP_001974317.1|DERE
OG0000021	LOC117135318|XP_033151407.1|DMAU	LOC6543194|XP_001968524.1|DERE
OG0000021	LOC117150020|XP_033172787.1|DMAU, LOC117150137|XP_033172836.1|DMAU	LOC6556017|XP_001982880.1|DERE
OG0000021	LOC117136145|XP_033152741.1|DMAU	LOC6547978|XP_001975124.1|DERE
OG0000021	LOC117136571|XP_033153419.1|DMAU	LOC6548381|XP_001975140.1|DERE
OG0000021	LOC117136553|XP_033153398.1|DMAU	LOC6546948|XP_001974598.1|DERE
OG0000021	LOC117149951|XP_033172741.1|DMAU, LOC117149949|XP_033172738.1|DMAU	LOC6556217|XP_001983050.1|DERE
OG0000021	LOC117146855|XP_033169316.1|DMAU	LOC6551659|XP_001977237.1|DERE
OG0000021	LOC117142241|XP_033161985.1|DMAU	LOC6554651|XP_001981975.1|DERE
OG0000021	LOC117143646|XP_033164316.1|DMAU	LOC6553703|XP_001980409.1|DERE
OG0000021	LOC117148061|XP_033171143.1|DMAU	LOC26526932|XP_026837924.1|DERE
OG0000022	LOC117138252|XP_033156103.1|DMAU	LOC6548724|XP_001975398.1|DERE
OG0000022	LOC117139751|XP_033158206.1|DMAU	LOC6543861|XP_001971088.1|DERE
OG0000022	LOC117139201|XP_033157264.1|DMAU, LOC117139199|XP_033157263.1|DMAU, LOC117139197|XP_033157261.1|DMAU	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE
OG0000022	LOC117139203|XP_033157266.1|DMAU	LOC6545495|XP_001971097.1|DERE
OG0000022	LOC117139198|XP_033157262.1|DMAU	LOC6545494|XP_001971096.1|DERE
OG0000023	LOC117144284|XP_033165278.1|DMAU	LOC113563731|XP_026831631.1|DERE
OG0000023	LOC117144282|XP_033165275.1|DMAU	LOC6553285|XP_001979203.1|DERE
OG0000023	LOC117135977|XP_033152481.1|DMAU	LOC6546697|XP_026836761.1|DERE
OG0000023	LOC117145126|XP_033166537.1|DMAU	LOC6553284|XP_026831910.1|DERE
OG0000023	LOC117144278|XP_033165272.1|DMAU	LOC6553277|XP_001979195.2|DERE
OG0000023	LOC117144775|XP_033166033.1|DMAU	LOC6553329|XP_001979191.2|DERE
OG0000023	LOC117144277|XP_033165271.1|DMAU	LOC6553331|XP_001979193.1|DERE
OG0000023	LOC117144765|XP_033166018.1|DMAU	LOC6553328|XP_001979190.1|DERE
OG0000024	LOC117137467|XP_033154805.1|DMAU	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE
OG0000024	LOC117137862|XP_033155468.1|DMAU	LOC6547183|XP_001976081.1|DERE
OG0000024	LOC117136255|XP_033152953.1|DMAU	LOC6547182|XP_001976080.1|DERE
OG0000024	LOC117150619|XP_033173479.1|DMAU	LOC6549069|XP_001974169.1|DERE
OG0000024	LOC117136506|XP_033153341.1|DMAU	LOC6547184|XP_001976082.1|DERE
OG0000024	LOC117135440|XP_033151508.1|DMAU	LOC6549473|XP_001975764.1|DERE
OG0000025	LOC117143378|XP_033163951.1|DMAU	LOC6540718|XP_001968765.1|DERE
OG0000026	LOC117148470|XP_033171735.1|DMAU	LOC6551694|XP_001977155.1|DERE
OG0000026	LOC117135160|XP_033151111.1|DMAU	LOC6543477|XP_001969495.1|DERE
OG0000026	LOC117146899|XP_033169397.1|DMAU	LOC6551346|XP_001977080.1|DERE
OG0000026	LOC117145491|XP_033167059.1|DMAU	LOC6553336|XP_001979309.1|DERE
OG0000027	LOC117142835|XP_033162961.1|DMAU	LOC6541432|XP_001970185.1|DERE
OG0000027	LOC117140739|XP_033159710.1|DMAU	LOC6541563|XP_001970188.1|DERE
OG0000027	LOC117150817|XP_033173768.1|DMAU	LOC6541340|XP_001970186.1|DERE
OG0000028	LOC117139362|XP_033157505.1|DMAU	LOC6545328|XP_001973336.1|DERE, LOC6545326|XP_026833776.1|DERE
OG0000028	LOC117139334|XP_033157472.1|DMAU	LOC6545325|XP_026832190.1|DERE, LOC6545324|XP_026833774.1|DERE
OG0000028	LOC117139373|XP_033157513.1|DMAU	LOC6545516|XP_001973330.1|DERE
OG0000028	LOC117141110|XP_033160324.1|DMAU	LOC6545103|XP_001973211.1|DERE
OG0000029	LOC117145028|XP_033166421.1|DMAU	LOC6551894|XP_001980609.1|DERE
OG0000029	LOC117136167|XP_033152799.1|DMAU	LOC6541177|XP_001969159.1|DERE
OG0000029	LOC117136614|XP_033153490.1|DMAU	LOC6547215|XP_001974713.1|DERE
OG0000029	LOC117135122|XP_033151033.1|DMAU	LOC6543371|XP_001969207.2|DERE
OG0000029	LOC117144854|XP_033166148.1|DMAU	LOC6552797|XP_001981008.1|DERE
OG0000029	LOC117140740|XP_033159707.1|DMAU	LOC6546309|XP_026833134.1|DERE
OG0000030	LOC117150768|XP_033173696.1|DMAU	LOC6540832|XP_001969798.1|DERE
OG0000030	LOC117137293|XP_033154560.1|DMAU	LOC6541247|XP_001969800.2|DERE
OG0000030	LOC117150769|XP_033173697.1|DMAU	LOC6543200|XP_001969799.1|DERE
OG0000030	LOC117143350|XP_033163916.1|DMAU	LOC6542410|XP_001968441.1|DERE
OG0000030	LOC117137054|XP_033154154.1|DMAU	LOC6547811|XP_001976404.1|DERE
OG0000030	LOC117148684|XP_033172115.1|DMAU	LOC6555505|XP_026838381.1|DERE
OG0000030	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU	LOC6550371|XP_001977852.1|DERE
OG0000031	LOC117144354|XP_033165364.1|DMAU	LOC6541519|XP_001969009.2|DERE
OG0000031	LOC117145782|XP_033167456.1|DMAU	LOC6543250|XP_001968986.1|DERE
OG0000031	LOC117150913|XP_033173999.1|DMAU	LOC6542615|XP_001969442.1|DERE
OG0000032	LOC117145857|XP_033167568.1|DMAU	LOC6553974|XP_015009875.1|DERE
OG0000032	LOC117145495|XP_033167064.1|DMAU, LOC117145861|XP_033167572.1|DMAU	LOC6553916|XP_015010087.1|DERE
OG0000032	LOC117145862|XP_033167573.1|DMAU	LOC6553973|XP_026831770.1|DERE
OG0000032	LOC117145859|XP_033167570.1|DMAU	LOC6553975|XP_026831724.1|DERE
OG0000033	LOC117144719|XP_033165948.1|DMAU	LOC6555355|XP_001981434.1|DERE
OG0000033	LOC117150287|XP_033172997.1|DMAU	LOC6548262|XP_001974108.1|DERE
OG0000033	LOC117143200|XP_033163638.1|DMAU	LOC6548263|XP_001974109.1|DERE
OG0000033	LOC117138299|XP_033156190.1|DMAU	LOC6541653|XP_001970703.1|DERE
OG0000033	LOC117138297|XP_033156188.1|DMAU	LOC6542775|XP_001970704.2|DERE
OG0000033	LOC117138298|XP_033156189.1|DMAU	LOC6541460|XP_001970702.1|DERE
OG0000033	LOC117140273|XP_033158989.1|DMAU	LOC6546216|XP_001972911.1|DERE
OG0000033	LOC117144413|XP_033165445.1|DMAU, LOC117144938|XP_033166283.1|DMAU	LOC6553620|XP_001979278.1|DERE
OG0000033	LOC117137789|XP_033155336.1|DMAU	LOC6548922|XP_001975350.1|DERE
OG0000034	LOC117141167|XP_033160397.1|DMAU	LOC6547752|XP_001976261.2|DERE
OG0000034	LOC117150483|XP_033173273.1|DMAU	LOC6547627|XP_001976262.1|DERE
OG0000034	LOC117149319|XP_033172656.1|DMAU	LOC113564268|XP_026836067.1|DERE
OG0000034	LOC117145446|XP_033166996.1|DMAU	LOC6553711|XP_001980355.1|DERE
OG0000036	LOC117145150|XP_033166581.1|DMAU	LOC6553210|XP_001979212.1|DERE
OG0000036	LOC117145004|XP_033166383.1|DMAU	LOC6553049|XP_001980037.3|DERE
OG0000036	LOC117145915|XP_033167661.1|DMAU	LOC6552090|XP_001978801.1|DERE
OG0000036	LOC117145828|XP_033167521.1|DMAU	LOC6554160|XP_026832544.1|DERE
OG0000036	LOC117145827|XP_033167520.1|DMAU	LOC113563885|XP_026832533.1|DERE
OG0000037	LOC117137024|XP_033154116.1|DMAU	LOC6547304|XP_026836461.1|DERE
OG0000037	LOC117145239|XP_033166706.1|DMAU	LOC6553809|XP_001979566.1|DERE
OG0000037	LOC117143582|XP_033164221.1|DMAU	LOC6553808|XP_001979565.1|DERE
OG0000038	LOC117139364|XP_033157507.1|DMAU	LOC6545503|XP_001973343.1|DERE
OG0000038	LOC117141232|XP_033160483.1|DMAU	LOC6545505|XP_026833772.1|DERE
OG0000039	LOC117144249|XP_033165219.1|DMAU	LOC6553078|XP_001979073.2|DERE
OG0000039	LOC117148457|XP_033171719.1|DMAU	LOC6550737|XP_001978160.1|DERE
OG0000039	LOC117147454|XP_033170230.1|DMAU	LOC6550622|XP_026837736.1|DERE
OG0000039	LOC117146886|XP_033169374.1|DMAU	LOC6551666|XP_001977244.1|DERE
OG0000040	LOC117145128|XP_033166540.1|DMAU	LOC6551893|XP_026835202.1|DERE
OG0000040	LOC117143448|XP_033164046.1|DMAU	LOC6551780|XP_001980593.1|DERE
OG0000040	LOC117143449|XP_033164048.1|DMAU	LOC6551781|XP_001980594.1|DERE
OG0000040	LOC117144294|XP_033165289.1|DMAU	LOC6551892|XP_001979714.2|DERE
OG0000040	LOC117144293|XP_033165288.1|DMAU	LOC6551891|XP_001979713.1|DERE
OG0000040	LOC117143965|XP_033164790.1|DMAU	LOC6551889|XP_001979711.1|DERE
OG0000040	LOC117143756|XP_033164463.1|DMAU	LOC6554299|XP_001981067.1|DERE
OG0000041	LOC117143749|XP_033164453.1|DMAU	LOC6554981|XP_001981824.1|DERE
OG0000041	LOC117144930|XP_033166274.1|DMAU	LOC6554997|XP_001981822.1|DERE
OG0000041	LOC117143589|XP_033164228.1|DMAU	LOC6554980|XP_001981823.2|DERE
OG0000041	LOC117145103|XP_033166514.1|DMAU	LOC6554990|XP_001981815.1|DERE
OG0000041	LOC117144174|XP_033165110.1|DMAU	LOC6554992|XP_001981817.1|DERE
OG0000041	LOC117145105|XP_033166515.1|DMAU	LOC6554991|XP_001981816.2|DERE
OG0000042	LOC117146870|XP_033169351.1|DMAU	LOC6549797|XP_001977320.1|DERE
OG0000042	LOC117138472|XP_033156493.1|DMAU	LOC6547072|XP_001974652.1|DERE
OG0000042	LOC117138473|XP_033156494.1|DMAU	LOC6547084|XP_001974656.1|DERE
OG0000042	LOC117138470|XP_033156490.1|DMAU	LOC6547081|XP_026835970.1|DERE
OG0000042	LOC117138471|XP_033156492.1|DMAU	LOC6547085|XP_001974657.2|DERE
OG0000043	LOC117143574|XP_033164210.1|DMAU	LOC6551884|XP_001980608.2|DERE
OG0000043	LOC117143570|XP_033164205.1|DMAU	LOC6551882|XP_001980606.1|DERE
OG0000043	LOC117143572|XP_033164208.1|DMAU	LOC6551883|XP_001980607.1|DERE
OG0000043	LOC117145149|XP_033166580.1|DMAU	LOC6551896|XP_001980611.1|DERE
OG0000043	LOC117145745|XP_033167398.1|DMAU	LOC6554744|XP_001981087.1|DERE
OG0000043	LOC117143372|XP_033163938.1|DMAU	LOC6549065|XP_026836066.1|DERE, LOC6551880|XP_001980604.1|DERE
OG0000044	LOC117143901|XP_033164698.1|DMAU	LOC6554933|XP_001981812.1|DERE
OG0000044	LOC117143451|XP_033164051.1|DMAU	LOC6554929|XP_001981808.1|DERE
OG0000044	LOC117145465|XP_033167027.1|DMAU	LOC6554928|XP_001981807.1|DERE
OG0000044	LOC117145163|XP_033166599.1|DMAU	LOC6554932|XP_026836683.1|DERE
OG0000044	LOC117143590|XP_033164229.1|DMAU	LOC6554930|XP_001981809.1|DERE
OG0000044	LOC117143652|XP_033164322.1|DMAU	LOC6554931|XP_001981810.2|DERE
OG0000044	LOC117143435|XP_033164032.1|DMAU	LOC6553968|XP_001980526.3|DERE
OG0000045	LOC117139739|XP_033158187.1|DMAU	LOC6543777|XP_001972312.1|DERE
OG0000045	LOC117140400|XP_033159161.1|DMAU, LOC117139892|XP_033158461.1|DMAU	LOC6543776|XP_001972311.2|DERE, LOC6543775|XP_001972310.1|DERE
OG0000045	LOC117139487|XP_033157699.1|DMAU	LOC6544619|XP_001971501.1|DERE
OG0000045	LOC117139486|XP_033157698.1|DMAU	LOC6544620|XP_001971502.1|DERE
OG0000046	LOC117145662|XP_033167285.1|DMAU	LOC6553418|XP_001979316.1|DERE
