Orthogroup	DMAU.longest_only	DSAN.longest_only
OG0000000	LOC117145856|XP_033167567.1|DMAU	LOC120453013|XP_039493463.1|DSAN
OG0000000	LOC117150929|XP_033173982.1|DMAU	LOC120444807|XP_039480688.1|DSAN
OG0000000	LOC117138584|XP_033156654.1|DMAU	LOC120446643|XP_039483646.1|DSAN
OG0000000	LOC117138016|XP_033155711.1|DMAU	LOC120444947|XP_039480886.1|DSAN, LOC120444948|XP_039480887.1|DSAN
OG0000000	LOC117146038|XP_033167862.1|DMAU	LOC120454169|XP_039495171.1|DSAN
OG0000000	LOC117145160|XP_033166598.1|DMAU	LOC120453562|XP_039494248.1|DSAN
OG0000000	LOC117140539|XP_033159419.1|DMAU	LOC120447885|XP_039485430.1|DSAN
OG0000000	LOC117140538|XP_033159418.1|DMAU	LOC120447884|XP_039485429.1|DSAN
OG0000001	LOC117140024|XP_033158645.1|DMAU	LOC120457515|XP_039500997.1|DSAN, LOC120444320|XP_039479805.1|DSAN
OG0000001	LOC117139899|XP_033158470.1|DMAU	LOC120450630|XP_039489712.1|DSAN, LOC120453894|XP_039494745.1|DSAN, LOC120448972|XP_039487206.1|DSAN, LOC120452701|XP_039492991.1|DSAN
OG0000002	LOC117138082|XP_033155798.1|DMAU	LOC120446478|XP_039483414.1|DSAN
OG0000002	LOC117135907|XP_033152364.1|DMAU	LOC120444309|XP_039479784.1|DSAN
OG0000002	LOC117135906|XP_033152363.1|DMAU	LOC120444310|XP_039479789.1|DSAN
OG0000002	LOC117140283|XP_033159002.1|DMAU	LOC120449620|XP_039488138.1|DSAN
OG0000002	LOC117136934|XP_033153971.1|DMAU	LOC120443706|XP_039478879.1|DSAN
OG0000003	LOC117136850|XP_033153839.1|DMAU	LOC120446974|XP_039484179.1|DSAN
OG0000003	LOC117137895|XP_033155524.1|DMAU	LOC120446687|XP_039483714.1|DSAN
OG0000003	LOC117145313|XP_033166799.1|DMAU	LOC120452715|XP_039493011.1|DSAN
OG0000003	LOC117137897|XP_033155527.1|DMAU	LOC120446686|XP_039483713.1|DSAN
OG0000003	LOC117136364|XP_033153130.1|DMAU	LOC120451297|XP_039490798.1|DSAN, LOC120458649|XP_039502315.1|DSAN
OG0000003	LOC117136849|XP_033153838.1|DMAU	LOC120446976|XP_039484181.1|DSAN
OG0000003	LOC117137674|XP_033155124.1|DMAU	LOC120446688|XP_039483715.1|DSAN
OG0000003	LOC117136851|XP_033153841.1|DMAU	LOC120446977|XP_039484182.1|DSAN
OG0000003	LOC117137104|XP_033154281.1|DMAU	LOC120458379|XP_039501933.1|DSAN
OG0000003	LOC117137102|XP_033154279.1|DMAU	LOC120458377|XP_039501931.1|DSAN
OG0000003	LOC117137103|XP_033154280.1|DMAU	LOC120458378|XP_039501932.1|DSAN
OG0000003	LOC117138777|XP_033156858.1|DMAU	LOC120458775|XP_039502488.1|DSAN
OG0000007	LOC117141087|XP_033160294.1|DMAU	LOC120450299|XP_039489171.1|DSAN
OG0000007	LOC117142070|XP_033161841.1|DMAU	LOC120449309|XP_039487635.1|DSAN
OG0000007	LOC117139205|XP_033157267.1|DMAU	LOC120448495|XP_039486458.1|DSAN
OG0000007	LOC117150742|XP_033173667.1|DMAU	LOC120458533|XP_039502144.1|DSAN
OG0000007	LOC117136894|XP_033153899.1|DMAU	LOC120455948|XP_039498425.1|DSAN
OG0000007	LOC117143365|XP_033163930.1|DMAU, LOC117143364|XP_033163929.1|DMAU	LOC120453614|XP_039494328.1|DSAN, LOC120453672|XP_039494416.1|DSAN
OG0000007	LOC117139714|XP_033158125.1|DMAU	LOC120458508|XP_039502112.1|DSAN
OG0000007	LOC117139147|XP_033157196.1|DMAU	LOC120448331|XP_039486219.1|DSAN
OG0000007	LOC117139091|XP_033157106.1|DMAU	LOC120450012|XP_039488670.1|DSAN
OG0000007	LOC117142071|XP_033161842.1|DMAU	LOC120449828|XP_039488411.1|DSAN
OG0000007	LOC117142072|XP_033161843.1|DMAU	LOC120449911|XP_039488536.1|DSAN
OG0000008	LOC117142833|XP_033162955.1|DMAU	LOC120451092|XP_039490416.1|DSAN
OG0000008	LOC117140615|XP_033159521.1|DMAU	LOC120449655|XP_039488186.1|DSAN
OG0000008	LOC117140614|XP_033159520.1|DMAU	LOC120449654|XP_039488185.1|DSAN
OG0000008	LOC117150767|XP_033173694.1|DMAU	LOC120458586|XP_039502222.1|DSAN
OG0000008	LOC117140617|XP_033159524.1|DMAU	LOC120449658|XP_039488188.1|DSAN
OG0000008	LOC117147420|XP_033170189.1|DMAU	LOC120456894|XP_039499926.1|DSAN
OG0000008	LOC117144385|XP_033165410.1|DMAU	LOC120453054|XP_039493509.1|DSAN, LOC120453055|XP_039493511.1|DSAN
OG0000008	LOC117144387|XP_033165412.1|DMAU	LOC120453056|XP_039493512.1|DSAN
OG0000008	LOC117143719|XP_033164408.1|DMAU	LOC120453871|XP_039494710.1|DSAN
OG0000008	LOC117144386|XP_033165411.1|DMAU	LOC120452274|XP_039492339.1|DSAN
OG0000008	LOC117143928|XP_033164736.1|DMAU	LOC120453887|XP_039494738.1|DSAN
OG0000009	LOC117145423|XP_033166959.1|DMAU	LOC120452846|XP_039493217.1|DSAN
OG0000009	LOC117143759|XP_033164466.1|DMAU	LOC120453968|XP_039494853.1|DSAN
OG0000009	LOC117145633|XP_033167244.1|DMAU	LOC120454581|XP_039495924.1|DSAN
OG0000009	LOC117145422|XP_033166958.1|DMAU	LOC120452847|XP_039493218.1|DSAN
OG0000009	LOC117141397|XP_033160707.1|DMAU	LOC120447920|XP_039485510.1|DSAN
OG0000009	LOC117141398|XP_033160708.1|DMAU	LOC120447921|XP_039485511.1|DSAN
OG0000009	LOC117136735|XP_033153656.1|DMAU	LOC120446532|XP_039483479.1|DSAN
OG0000009	LOC117143616|XP_033164265.1|DMAU	LOC120453301|XP_039493868.1|DSAN
OG0000009	LOC117135792|XP_033152175.1|DMAU	LOC120445192|XP_039481349.1|DSAN
OG0000009	LOC117138502|XP_033156525.1|DMAU, LOC117138499|XP_033156519.1|DMAU	LOC120445195|XP_039481352.1|DSAN, LOC120445193|XP_039481350.1|DSAN
OG0000010	LOC117142722|XP_033162774.1|DMAU	LOC120457966|XP_039501401.1|DSAN, LOC120451706|XP_039491540.1|DSAN, LOC120446204|XP_039482989.1|DSAN, LOC120457973|XP_039501408.1|DSAN, LOC120457963|XP_039501400.1|DSAN, LOC120457684|XP_039501107.1|DSAN, LOC120457972|XP_039501407.1|DSAN, LOC120457967|XP_039501402.1|DSAN
OG0000011	LOC117148149|XP_033171274.1|DMAU	LOC120458387|XP_039501940.1|DSAN
OG0000011	LOC117148158|XP_033171286.1|DMAU	LOC120458388|XP_039501941.1|DSAN
OG0000011	LOC117138313|XP_033156221.1|DMAU	LOC120458044|XP_039501490.1|DSAN
OG0000011	LOC117140362|XP_033159107.1|DMAU	LOC120449699|XP_039488248.1|DSAN
OG0000011	LOC117150358|XP_033173108.1|DMAU	LOC120444818|XP_039480708.1|DSAN
OG0000011	LOC117135201|XP_033151176.1|DMAU	LOC120445760|XP_039482290.1|DSAN
OG0000011	LOC117148130|XP_033171246.1|DMAU, LOC117148131|XP_033171247.1|DMAU	LOC120454945|XP_039496647.1|DSAN
OG0000011	LOC117141063|XP_033160242.1|DMAU	LOC120449538|XP_039487994.1|DSAN
OG0000011	LOC117141062|XP_033160241.1|DMAU	LOC120449537|XP_039487993.1|DSAN
OG0000011	LOC117143493|XP_033164098.1|DMAU	LOC120452178|XP_039492220.1|DSAN
OG0000012	LOC117136761|XP_033153688.1|DMAU	LOC120445821|XP_039482372.1|DSAN
OG0000012	LOC117136760|XP_033153687.1|DMAU	LOC120445820|XP_039482371.1|DSAN
OG0000012	LOC117136898|XP_033153902.1|DMAU	LOC120446192|XP_039482973.1|DSAN
OG0000012	LOC117137864|XP_033155471.1|DMAU	LOC120446256|XP_039483062.1|DSAN
OG0000012	LOC117136643|XP_033153526.1|DMAU	LOC120444865|XP_039480765.1|DSAN
OG0000012	LOC117136387|XP_033153170.1|DMAU	LOC120445730|XP_039482234.1|DSAN
OG0000012	LOC117136474|XP_033153296.1|DMAU	LOC120446629|XP_039483624.1|DSAN
OG0000012	LOC117136403|XP_033153190.1|DMAU	LOC120446410|XP_039483290.1|DSAN
OG0000012	LOC117138497|XP_033156518.1|DMAU	LOC120445226|XP_039481417.1|DSAN
OG0000012	LOC117137795|XP_033155358.1|DMAU	LOC120446006|XP_039482689.1|DSAN
OG0000012	LOC117137796|XP_033155359.1|DMAU	LOC120446007|XP_039482691.1|DSAN
OG0000013	LOC117136473|XP_033153295.1|DMAU	LOC120444466|XP_039480072.1|DSAN
OG0000013	LOC117148236|XP_033171424.1|DMAU	LOC120456796|XP_039499752.1|DSAN
OG0000013	LOC117142434|XP_033162286.1|DMAU	LOC120450753|XP_039489810.1|DSAN
OG0000013	LOC117141743|XP_033161255.1|DMAU	LOC120447659|XP_039485107.1|DSAN
OG0000013	LOC117143333|XP_033163884.1|DMAU	LOC120450808|XP_039489911.1|DSAN
OG0000013	LOC117142344|XP_033162152.1|DMAU	LOC120452623|XP_039492863.1|DSAN
OG0000013	LOC117145307|XP_033166793.1|DMAU	LOC120450792|XP_039489887.1|DSAN, LOC120451564|XP_039491301.1|DSAN
OG0000013	LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU	LOC120454351|XP_039495505.1|DSAN, LOC120451683|XP_039491500.1|DSAN
OG0000014	LOC117141766|XP_033161286.1|DMAU	LOC120450089|XP_039488815.1|DSAN
OG0000014	LOC117149978|XP_033172760.1|DMAU	LOC120457516|XP_039500998.1|DSAN
OG0000015	LOC117135278|XP_033151337.1|DMAU	LOC120446987|XP_039484221.1|DSAN
OG0000015	LOC117150915|XP_033173958.1|DMAU	LOC120456360|XP_039499095.1|DSAN
OG0000015	LOC117143744|XP_033164450.1|DMAU	LOC120458799|XP_039502526.1|DSAN
OG0000015	LOC117140156|XP_033158823.1|DMAU	LOC120458791|XP_039502509.1|DSAN
OG0000015	LOC117150376|XP_033173128.1|DMAU	LOC120458608|XP_039502248.1|DSAN
OG0000015	LOC117137056|XP_033154159.1|DMAU	LOC120445789|XP_039482329.1|DSAN
OG0000016	LOC117143253|XP_033163704.1|DMAU	LOC120451140|XP_039490495.1|DSAN
OG0000016	LOC117136077|XP_033152622.1|DMAU	LOC120444605|XP_039480314.1|DSAN
OG0000016	LOC117144517|XP_033165627.1|DMAU	LOC120454635|XP_039496058.1|DSAN
OG0000016	LOC117137377|XP_033154680.1|DMAU	LOC120445231|XP_039481423.1|DSAN
OG0000016	LOC117148789|XP_033172290.1|DMAU	LOC120457379|XP_039500852.1|DSAN
OG0000016	LOC117135957|XP_033152442.1|DMAU	LOC120444059|XP_039479503.1|DSAN
OG0000016	LOC117145868|XP_033167581.1|DMAU	LOC120450954|XP_039490174.1|DSAN
OG0000016	LOC117140134|XP_033158791.1|DMAU	LOC120450393|XP_039489322.1|DSAN
OG0000017	LOC117146549|XP_033168738.1|DMAU	LOC120456210|XP_039498824.1|DSAN
OG0000017	LOC117138274|XP_033156132.1|DMAU	LOC120458133|XP_039501613.1|DSAN
OG0000017	LOC117136736|XP_033153658.1|DMAU	LOC120453270|XP_039493835.1|DSAN
OG0000017	LOC117144510|XP_033165592.1|DMAU	LOC120452397|XP_039492549.1|DSAN
OG0000017	LOC117144630|XP_033165816.1|DMAU	LOC120452471|XP_039492644.1|DSAN
OG0000017	LOC117144632|XP_033165817.1|DMAU	LOC120452472|XP_039492645.1|DSAN
OG0000017	LOC117137416|XP_033154735.1|DMAU	LOC120445309|XP_039481553.1|DSAN
OG0000017	LOC117136539|XP_033153380.1|DMAU	LOC120454864|XP_039496354.1|DSAN
OG0000017	LOC117137415|XP_033154734.1|DMAU	LOC120445308|XP_039481552.1|DSAN
OG0000017	LOC117150949|XP_033174013.1|DMAU, LOC117139948|XP_033158530.1|DMAU	LOC120454377|XP_039495551.1|DSAN
OG0000018	LOC117141482|XP_033160851.1|DMAU	LOC120447671|XP_039485130.1|DSAN
OG0000018	LOC117140972|XP_033160097.1|DMAU, LOC117139215|XP_033157288.1|DMAU	LOC120448951|XP_039487134.1|DSAN, LOC120448952|XP_039487135.1|DSAN, LOC120448659|XP_039486726.1|DSAN
OG0000019	LOC117143233|XP_033163675.1|DMAU	LOC120453199|XP_039493718.1|DSAN
OG0000019	LOC117143237|XP_033163678.1|DMAU	LOC120453201|XP_039493721.1|DSAN
OG0000019	LOC117143236|XP_033163677.1|DMAU	LOC120453202|XP_039493723.1|DSAN
OG0000019	LOC117143229|XP_033163670.1|DMAU	LOC120453194|XP_039493696.1|DSAN
OG0000019	LOC117143234|XP_033163676.1|DMAU	LOC120453200|XP_039493720.1|DSAN
OG0000019	LOC117143231|XP_033163673.1|DMAU	LOC120453203|XP_039493724.1|DSAN
OG0000019	LOC117143232|XP_033163674.1|DMAU	LOC120453198|XP_039493717.1|DSAN
OG0000020	LOC117143636|XP_033164304.1|DMAU	LOC120451285|XP_039490765.1|DSAN
OG0000020	LOC117136475|XP_033153300.1|DMAU	LOC120445014|XP_039481012.1|DSAN
OG0000020	LOC117139859|XP_033158405.1|DMAU	LOC120444384|XP_039479923.1|DSAN
OG0000020	LOC117138462|XP_033156478.1|DMAU	LOC120445506|XP_039481897.1|DSAN
OG0000020	LOC117140141|XP_033158803.1|DMAU	LOC120445000|XP_039480984.1|DSAN
OG0000020	LOC117145918|XP_033167668.1|DMAU	LOC120450860|XP_039490007.1|DSAN
OG0000020	LOC117143368|XP_033163935.1|DMAU	LOC120453863|XP_039494701.1|DSAN
OG0000020	LOC117135687|XP_033151982.1|DMAU	LOC120457706|XP_039501135.1|DSAN
OG0000020	LOC117139836|XP_033158373.1|DMAU	LOC120444385|XP_039479926.1|DSAN
OG0000021	LOC117135318|XP_033151407.1|DMAU	LOC120458794|XP_039502520.1|DSAN
OG0000021	LOC117136145|XP_033152741.1|DMAU	LOC120445641|XP_039482116.1|DSAN
OG0000021	LOC117136571|XP_033153419.1|DMAU	LOC120445227|XP_039481419.1|DSAN
OG0000021	LOC117136553|XP_033153398.1|DMAU	LOC120444372|XP_039479913.1|DSAN
OG0000021	LOC117146855|XP_033169316.1|DMAU	LOC120456405|XP_039499169.1|DSAN
OG0000021	LOC117142241|XP_033161985.1|DMAU	LOC120450748|XP_039489804.1|DSAN
OG0000021	LOC117143646|XP_033164316.1|DMAU	LOC120454061|XP_039495000.1|DSAN
OG0000021	LOC117148061|XP_033171143.1|DMAU	LOC120456471|XP_039499263.1|DSAN
OG0000022	LOC117138252|XP_033156103.1|DMAU	LOC120445477|XP_039481858.1|DSAN
OG0000022	LOC117139751|XP_033158206.1|DMAU	LOC120449728|XP_039488291.1|DSAN
OG0000022	LOC117139201|XP_033157264.1|DMAU, LOC117139199|XP_033157263.1|DMAU, LOC117139197|XP_033157261.1|DMAU	LOC120449734|XP_039488299.1|DSAN, LOC120449726|XP_039488289.1|DSAN, LOC120449733|XP_039488298.1|DSAN, LOC120449732|XP_039488295.1|DSAN
OG0000022	LOC117139203|XP_033157266.1|DMAU	LOC120449730|XP_039488293.1|DSAN, LOC120449731|XP_039488294.1|DSAN
OG0000022	LOC117139198|XP_033157262.1|DMAU	LOC120449729|XP_039488292.1|DSAN
OG0000023	LOC117144284|XP_033165278.1|DMAU	LOC120454389|XP_039495573.1|DSAN, LOC120453272|XP_039493833.1|DSAN
OG0000023	LOC117144282|XP_033165275.1|DMAU	LOC120454388|XP_039495572.1|DSAN
OG0000023	LOC117135977|XP_033152481.1|DMAU	LOC120444959|XP_039480909.1|DSAN
OG0000023	LOC117145126|XP_033166537.1|DMAU	LOC120453781|XP_039494563.1|DSAN
OG0000023	LOC117144278|XP_033165272.1|DMAU	LOC120453806|XP_039494614.1|DSAN
OG0000023	LOC117144775|XP_033166033.1|DMAU	LOC120450927|XP_039490127.1|DSAN
OG0000023	LOC117144277|XP_033165271.1|DMAU	LOC120453011|XP_039493460.1|DSAN
OG0000023	LOC117144765|XP_033166018.1|DMAU	LOC120450929|XP_039490129.1|DSAN
OG0000024	LOC117137467|XP_033154805.1|DMAU	LOC120445294|XP_039481531.1|DSAN
OG0000024	LOC117137468|XP_033154806.1|DMAU, LOC117137469|XP_033154807.1|DMAU	LOC120446529|XP_039483475.1|DSAN, LOC120446530|XP_039483476.1|DSAN
OG0000024	LOC117137862|XP_033155468.1|DMAU	LOC120445292|XP_039481529.1|DSAN
OG0000024	LOC117136255|XP_033152953.1|DMAU	LOC120445293|XP_039481530.1|DSAN
OG0000024	LOC117150619|XP_033173479.1|DMAU	LOC120446616|XP_039483595.1|DSAN
OG0000024	LOC117136506|XP_033153341.1|DMAU	LOC120446257|XP_039483064.1|DSAN
OG0000024	LOC117135440|XP_033151508.1|DMAU	LOC120446965|XP_039484167.1|DSAN
OG0000025	LOC117143378|XP_033163951.1|DMAU	LOC120456451|XP_039499224.1|DSAN
OG0000026	LOC117148470|XP_033171735.1|DMAU	LOC120456669|XP_039499542.1|DSAN
OG0000026	LOC117135160|XP_033151111.1|DMAU	LOC120458576|XP_039502209.1|DSAN
OG0000026	LOC117146899|XP_033169397.1|DMAU	LOC120456651|XP_039499515.1|DSAN
OG0000026	LOC117145491|XP_033167059.1|DMAU	LOC120453885|XP_039494736.1|DSAN
OG0000027	LOC117142835|XP_033162961.1|DMAU	LOC120458674|XP_039502344.1|DSAN
OG0000027	LOC117140739|XP_033159710.1|DMAU	LOC120458543|XP_039502157.1|DSAN
OG0000027	LOC117150817|XP_033173768.1|DMAU	LOC120458684|XP_039502355.1|DSAN
OG0000028	LOC117139334|XP_033157472.1|DMAU	LOC120447590|XP_039484991.1|DSAN, LOC120447589|XP_039484990.1|DSAN, LOC120447591|XP_039484992.1|DSAN, LOC120447592|XP_039484994.1|DSAN
OG0000028	LOC117139373|XP_033157513.1|DMAU	LOC120447587|XP_039484989.1|DSAN
OG0000028	LOC117141110|XP_033160324.1|DMAU	LOC120447866|XP_039485407.1|DSAN
OG0000029	LOC117145028|XP_033166421.1|DMAU	LOC120454032|XP_039494960.1|DSAN
OG0000029	LOC117136167|XP_033152799.1|DMAU	LOC120450915|XP_039490111.1|DSAN
OG0000029	LOC117136614|XP_033153490.1|DMAU	LOC120445653|XP_039482132.1|DSAN
OG0000029	LOC117144854|XP_033166148.1|DMAU	LOC120452245|XP_039492306.1|DSAN
OG0000029	LOC117140740|XP_033159707.1|DMAU	LOC120448524|XP_039486496.1|DSAN
OG0000030	LOC117150768|XP_033173696.1|DMAU	LOC120458250|XP_039501773.1|DSAN
OG0000030	LOC117137293|XP_033154560.1|DMAU	LOC120458016|XP_039501452.1|DSAN
OG0000030	LOC117150769|XP_033173697.1|DMAU	LOC120457864|XP_039501320.1|DSAN
OG0000030	LOC117143350|XP_033163916.1|DMAU	LOC120458849|XP_039502609.1|DSAN
OG0000030	LOC117137054|XP_033154154.1|DMAU	LOC120445779|XP_039482317.1|DSAN
OG0000030	LOC117148684|XP_033172115.1|DMAU	LOC120455262|XP_039497197.1|DSAN
OG0000030	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU	LOC120456032|XP_039498536.1|DSAN
OG0000031	LOC117144354|XP_033165364.1|DMAU	LOC120455351|XP_039497383.1|DSAN
OG0000031	LOC117137476|XP_033154845.1|DMAU	LOC120458683|XP_039502393.1|DSAN
OG0000031	LOC117145782|XP_033167456.1|DMAU	LOC120443942|XP_039479323.1|DSAN
OG0000031	LOC117135426|XP_033151476.1|DMAU	LOC120446453|XP_039483382.1|DSAN
OG0000031	LOC117138977|XP_033156935.1|DMAU	LOC120450501|XP_039489486.1|DSAN
OG0000031	LOC117135570|XP_033151785.1|DMAU	LOC120458846|XP_039502606.1|DSAN
OG0000031	LOC117150913|XP_033173999.1|DMAU	LOC120456119|XP_039498683.1|DSAN
OG0000032	LOC117145857|XP_033167568.1|DMAU	LOC120451694|XP_039491522.1|DSAN
OG0000032	LOC117145860|XP_033167571.1|DMAU	LOC120453292|XP_039493855.1|DSAN
OG0000032	LOC117145861|XP_033167572.1|DMAU	LOC120453694|XP_039494449.1|DSAN
OG0000032	LOC117145859|XP_033167570.1|DMAU	LOC120451611|XP_039491379.1|DSAN
OG0000033	LOC117144719|XP_033165948.1|DMAU	LOC120452239|XP_039492298.1|DSAN
OG0000033	LOC117150287|XP_033172997.1|DMAU	LOC120445509|XP_039481901.1|DSAN
OG0000033	LOC117138299|XP_033156190.1|DMAU	LOC120443742|XP_039478933.1|DSAN
OG0000033	LOC117138297|XP_033156188.1|DMAU	LOC120443740|XP_039478930.1|DSAN
OG0000033	LOC117138298|XP_033156189.1|DMAU	LOC120443741|XP_039478932.1|DSAN
OG0000033	LOC117140273|XP_033158989.1|DMAU	LOC120447695|XP_039485159.1|DSAN
OG0000033	LOC117144413|XP_033165445.1|DMAU	LOC120452485|XP_039492667.1|DSAN
OG0000033	LOC117137789|XP_033155336.1|DMAU	LOC120446152|XP_039482915.1|DSAN
OG0000033	LOC117137724|XP_033155189.1|DMAU	LOC120446144|XP_039482905.1|DSAN
OG0000034	LOC117138566|XP_033156617.1|DMAU	LOC120445348|XP_039481622.1|DSAN
OG0000034	LOC117141167|XP_033160397.1|DMAU	LOC120447094|XP_039484434.1|DSAN
OG0000034	LOC117150484|XP_033173274.1|DMAU	LOC120447093|XP_039484433.1|DSAN
OG0000034	LOC117150483|XP_033173273.1|DMAU	LOC120447092|XP_039484432.1|DSAN
OG0000034	LOC117149319|XP_033172656.1|DMAU	LOC120445471|XP_039481849.1|DSAN
OG0000034	LOC117143947|XP_033164772.1|DMAU	LOC120452815|XP_039493155.1|DSAN
OG0000034	LOC117145446|XP_033166996.1|DMAU	LOC120452816|XP_039493156.1|DSAN
OG0000034	LOC117143867|XP_033164627.1|DMAU	LOC120458883|XP_039502653.1|DSAN
OG0000035	LOC117139681|XP_033158055.1|DMAU	LOC120451089|XP_039490413.1|DSAN
OG0000035	LOC117138223|XP_033156059.1|DMAU, LOC117138222|XP_033156058.1|DMAU	LOC120452368|XP_039492492.1|DSAN
OG0000035	LOC117149044|XP_033172603.1|DMAU, LOC117149965|XP_033172753.1|DMAU	LOC120457553|XP_039501025.1|DSAN
OG0000035	LOC117149095|XP_033172630.1|DMAU	LOC120445700|XP_039482192.1|DSAN, LOC120445691|XP_039482183.1|DSAN
OG0000036	LOC117145150|XP_033166581.1|DMAU	LOC120453442|XP_039494083.1|DSAN
OG0000036	LOC117145004|XP_033166383.1|DMAU	LOC120450981|XP_039490212.1|DSAN
OG0000036	LOC117145915|XP_033167661.1|DMAU	LOC120452669|XP_039492941.1|DSAN
OG0000036	LOC117145828|XP_033167521.1|DMAU	LOC120454541|XP_039495854.1|DSAN
OG0000036	LOC117145827|XP_033167520.1|DMAU	LOC120454540|XP_039495853.1|DSAN
OG0000037	LOC117137024|XP_033154116.1|DMAU	LOC120445359|XP_039481651.1|DSAN
OG0000037	LOC117145239|XP_033166706.1|DMAU	LOC120451056|XP_039490346.1|DSAN
OG0000037	LOC117143582|XP_033164221.1|DMAU	LOC120451055|XP_039490345.1|DSAN
OG0000038	LOC117139364|XP_033157507.1|DMAU	LOC120447582|XP_039484984.1|DSAN
OG0000038	LOC117141232|XP_033160483.1|DMAU	LOC120448623|XP_039486674.1|DSAN
OG0000039	LOC117144249|XP_033165219.1|DMAU	LOC120453556|XP_039494243.1|DSAN
OG0000039	LOC117148457|XP_033171719.1|DMAU	LOC120456815|XP_039499797.1|DSAN
OG0000039	LOC117147454|XP_033170230.1|DMAU	LOC120456766|XP_039499698.1|DSAN
OG0000039	LOC117146886|XP_033169374.1|DMAU	LOC120455951|XP_039498428.1|DSAN
OG0000040	LOC117145128|XP_033166540.1|DMAU	LOC120453842|XP_039494671.1|DSAN
OG0000040	LOC117143448|XP_033164046.1|DMAU	LOC120453227|XP_039493756.1|DSAN
OG0000040	LOC117143449|XP_033164048.1|DMAU	LOC120453230|XP_039493764.1|DSAN
OG0000040	LOC117144294|XP_033165289.1|DMAU	LOC120453844|XP_039494674.1|DSAN
OG0000040	LOC117144293|XP_033165288.1|DMAU	LOC120453843|XP_039494672.1|DSAN
OG0000040	LOC117143965|XP_033164790.1|DMAU	LOC120453846|XP_039494677.1|DSAN
OG0000040	LOC117143756|XP_033164463.1|DMAU	LOC120454621|XP_039496023.1|DSAN
OG0000041	LOC117143749|XP_033164453.1|DMAU	LOC120452967|XP_039493393.1|DSAN
OG0000041	LOC117144930|XP_033166274.1|DMAU	LOC120451583|XP_039491328.1|DSAN
OG0000041	LOC117143589|XP_033164228.1|DMAU	LOC120453870|XP_039494709.1|DSAN
OG0000041	LOC117145103|XP_033166514.1|DMAU	LOC120453724|XP_039494486.1|DSAN
OG0000041	LOC117145105|XP_033166515.1|DMAU	LOC120453723|XP_039494485.1|DSAN
OG0000042	LOC117146870|XP_033169351.1|DMAU	LOC120456654|XP_039499520.1|DSAN
OG0000042	LOC117138472|XP_033156493.1|DMAU	LOC120446237|XP_039483042.1|DSAN
OG0000042	LOC117138473|XP_033156494.1|DMAU	LOC120446238|XP_039483043.1|DSAN
OG0000042	LOC117138470|XP_033156490.1|DMAU	LOC120446233|XP_039483037.1|DSAN
