Orthogroup	DMAU.longest_only	DBIA.longest_only
OG0000002	LOC117135906|XP_033152363.1|DMAU	LOC108022153|XP_016946484.1|DBIA
OG0000002	LOC117149870|XP_033172720.1|DMAU	LOC108028911|XP_016956419.1|DBIA
OG0000002	LOC117140283|XP_033159002.1|DMAU	LOC108029010|XP_016956543.1|DBIA, LOC108028819|XP_016956295.1|DBIA, LOC108027026|XP_016953710.1|DBIA, LOC108028092|XP_016955225.1|DBIA
OG0000003	LOC117136850|XP_033153839.1|DMAU	LOC108030370|XP_016958727.1|DBIA
OG0000003	LOC117137895|XP_033155524.1|DMAU	LOC108030025|XP_016958054.1|DBIA
OG0000003	LOC117145313|XP_033166799.1|DMAU	LOC108024348|XP_016949739.1|DBIA
OG0000003	LOC117137897|XP_033155527.1|DMAU	LOC108030024|XP_016958053.1|DBIA
OG0000003	LOC117136364|XP_033153130.1|DMAU	LOC108030125|XP_016958318.1|DBIA
OG0000003	LOC117136849|XP_033153838.1|DMAU	LOC108029856|XP_016957835.1|DBIA
OG0000003	LOC117137674|XP_033155124.1|DMAU	LOC108030023|XP_016958052.1|DBIA, LOC108029857|XP_016957836.1|DBIA, LOC108029859|XP_016957838.1|DBIA
OG0000003	LOC117136851|XP_033153841.1|DMAU	LOC108030173|XP_016958402.1|DBIA
OG0000003	LOC117137104|XP_033154281.1|DMAU	LOC108029368|XP_016957084.1|DBIA
OG0000003	LOC117137102|XP_033154279.1|DMAU	LOC108029347|XP_016957028.1|DBIA
OG0000003	LOC117137103|XP_033154280.1|DMAU	LOC108029367|XP_016957083.1|DBIA
OG0000003	LOC117138777|XP_033156858.1|DMAU	LOC108034204|XP_016964524.1|DBIA
OG0000007	LOC117142070|XP_033161841.1|DMAU	LOC108028706|XP_016956144.1|DBIA
OG0000007	LOC117139205|XP_033157267.1|DMAU	LOC108028068|XP_016955198.1|DBIA
OG0000007	LOC117140665|XP_033159603.1|DMAU	LOC108028546|XP_016955935.1|DBIA
OG0000007	LOC117150742|XP_033173667.1|DMAU	LOC108027672|XP_016954706.1|DBIA
OG0000007	LOC117136894|XP_033153899.1|DMAU	LOC108029358|XP_016957069.1|DBIA
OG0000007	LOC117143375|XP_033163942.1|DMAU, LOC117144956|XP_033166302.1|DMAU	LOC108025402|XP_016951367.1|DBIA
OG0000007	LOC117139714|XP_033158125.1|DMAU	LOC108027675|XP_016954708.1|DBIA
OG0000007	LOC117139147|XP_033157196.1|DMAU	LOC108034518|XP_016964930.1|DBIA
OG0000007	LOC117139091|XP_033157106.1|DMAU	LOC108027854|XP_016954941.1|DBIA
OG0000007	LOC117142071|XP_033161842.1|DMAU	LOC108028309|XP_016955521.1|DBIA
OG0000007	LOC117142072|XP_033161843.1|DMAU	LOC108028310|XP_016955522.1|DBIA
OG0000008	LOC117142833|XP_033162955.1|DMAU	LOC108032174|XP_016961516.1|DBIA
OG0000008	LOC117140615|XP_033159521.1|DMAU	LOC108034858|XP_016965498.1|DBIA
OG0000008	LOC117140614|XP_033159520.1|DMAU	LOC108034855|XP_016965493.1|DBIA
OG0000008	LOC117150767|XP_033173694.1|DMAU	LOC108033465|XP_016963291.1|DBIA
OG0000008	LOC117140617|XP_033159524.1|DMAU	LOC108034860|XP_016965500.1|DBIA
OG0000008	LOC117147420|XP_033170189.1|DMAU	LOC108029542|XP_016957386.1|DBIA
OG0000008	LOC117145079|XP_033166487.1|DMAU	LOC108027365|XP_016954278.1|DBIA
OG0000008	LOC117143719|XP_033164408.1|DMAU	LOC108027095|XP_016953802.1|DBIA
OG0000008	LOC117143928|XP_033164736.1|DMAU	LOC108027071|XP_016953774.1|DBIA
OG0000009	LOC117145423|XP_033166959.1|DMAU	LOC108031158|XP_016959863.1|DBIA
OG0000009	LOC117143759|XP_033164466.1|DMAU	LOC108032245|XP_016961597.1|DBIA
OG0000009	LOC117145633|XP_033167244.1|DMAU	LOC108031475|XP_016960425.1|DBIA
OG0000009	LOC117145422|XP_033166958.1|DMAU	LOC108032170|XP_016961513.1|DBIA
OG0000009	LOC117141397|XP_033160707.1|DMAU	LOC108028108|XP_016955244.1|DBIA
OG0000009	LOC117136735|XP_033153656.1|DMAU	LOC108022184|XP_016946525.1|DBIA
OG0000009	LOC117143616|XP_033164265.1|DMAU	LOC108032134|XP_016961458.1|DBIA
OG0000009	LOC117135792|XP_033152175.1|DMAU	LOC108023117|XP_016947872.1|DBIA
OG0000009	LOC117138502|XP_033156525.1|DMAU, LOC117138499|XP_033156519.1|DMAU	LOC108023077|XP_016947817.1|DBIA, LOC108023079|XP_016947818.1|DBIA
OG0000010	LOC117142722|XP_033162774.1|DMAU	LOC108024778|XP_016950383.1|DBIA, LOC108035868|XP_016967106.1|DBIA, LOC108021910|XP_016946220.1|DBIA
OG0000011	LOC117148149|XP_033171274.1|DMAU	LOC108027659|XP_016954664.1|DBIA, LOC108027849|XP_016954932.1|DBIA, LOC108027686|XP_016954724.1|DBIA
OG0000011	LOC117138313|XP_033156221.1|DMAU	LOC108027694|XP_016954732.1|DBIA
OG0000011	LOC117140362|XP_033159107.1|DMAU	LOC108030820|XP_016959420.1|DBIA, LOC108030017|XP_016958025.1|DBIA
OG0000011	LOC117150358|XP_033173108.1|DMAU	LOC108033517|XP_016963352.1|DBIA
OG0000011	LOC117135201|XP_033151176.1|DMAU	LOC108035164|XP_016966113.1|DBIA
OG0000011	LOC117148130|XP_033171246.1|DMAU, LOC117148131|XP_033171247.1|DMAU	LOC108024287|XP_016949675.1|DBIA
OG0000011	LOC117141063|XP_033160242.1|DMAU	LOC108035648|XP_016966843.1|DBIA
OG0000011	LOC117141062|XP_033160241.1|DMAU	LOC108035647|XP_016966842.1|DBIA
OG0000011	LOC117143493|XP_033164098.1|DMAU	LOC108024710|XP_016950292.1|DBIA
OG0000012	LOC117136761|XP_033153688.1|DMAU	LOC108026825|XP_016953482.1|DBIA
OG0000012	LOC117136760|XP_033153687.1|DMAU	LOC108026824|XP_016953480.1|DBIA
OG0000012	LOC117136898|XP_033153902.1|DMAU	LOC108026519|XP_016952952.1|DBIA, LOC108026518|XP_016952951.1|DBIA
OG0000012	LOC117137864|XP_033155471.1|DMAU	LOC108026906|XP_016953604.1|DBIA
OG0000012	LOC117137455|XP_033154790.1|DMAU	LOC108026886|XP_016953577.1|DBIA
OG0000012	LOC117136643|XP_033153526.1|DMAU	LOC108026941|XP_016953643.1|DBIA
OG0000012	LOC117136387|XP_033153170.1|DMAU	LOC108022093|XP_016946425.1|DBIA
OG0000012	LOC117136474|XP_033153296.1|DMAU	LOC108022195|XP_016946536.1|DBIA
OG0000012	LOC117136403|XP_033153190.1|DMAU	LOC108023104|XP_016947858.1|DBIA
OG0000012	LOC117138497|XP_033156518.1|DMAU	LOC108022092|XP_016946424.1|DBIA
OG0000012	LOC117137795|XP_033155358.1|DMAU	LOC108022979|XP_016947693.1|DBIA
OG0000012	LOC117137796|XP_033155359.1|DMAU	LOC108022976|XP_016947689.1|DBIA
OG0000013	LOC117136473|XP_033153295.1|DMAU	LOC108036445|XP_016968074.1|DBIA
OG0000013	LOC117148236|XP_033171424.1|DMAU	LOC108030851|XP_016959521.1|DBIA
OG0000013	LOC117142434|XP_033162286.1|DMAU	LOC108031414|XP_016960303.1|DBIA
OG0000013	LOC117141743|XP_033161255.1|DMAU	LOC108034990|XP_016965812.1|DBIA
OG0000013	LOC117143333|XP_033163884.1|DMAU	LOC108024443|XP_016949852.1|DBIA
OG0000013	LOC117142344|XP_033162152.1|DMAU	LOC108026153|XP_016952377.1|DBIA
OG0000013	LOC117145307|XP_033166793.1|DMAU, LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU	LOC108031653|XP_016960776.1|DBIA, LOC108022928|XP_016947668.1|DBIA, LOC108024680|XP_016950243.1|DBIA, LOC108024686|XP_016950255.1|DBIA, LOC108031441|XP_016960362.1|DBIA
OG0000014	LOC117141766|XP_033161286.1|DMAU	LOC108035861|XP_016967096.1|DBIA
OG0000014	LOC117149978|XP_033172760.1|DMAU	LOC108022025|XP_016946391.1|DBIA
OG0000015	LOC117135278|XP_033151337.1|DMAU	LOC108033679|XP_016963624.1|DBIA
OG0000015	LOC117150991|XP_033174086.1|DMAU	LOC108029004|XP_016956536.1|DBIA
OG0000015	LOC117150915|XP_033173958.1|DMAU	LOC108032335|XP_016961635.1|DBIA
OG0000015	LOC117143744|XP_033164450.1|DMAU	LOC108032334|XP_016961634.1|DBIA
OG0000015	LOC117140156|XP_033158823.1|DMAU	LOC108033354|XP_016963153.1|DBIA
OG0000015	LOC117137056|XP_033154159.1|DMAU	LOC108030294|XP_016958615.1|DBIA
OG0000016	LOC117143253|XP_033163704.1|DMAU	LOC108031488|XP_016960465.1|DBIA
OG0000016	LOC117136077|XP_033152622.1|DMAU	LOC108022510|XP_016946968.1|DBIA
OG0000016	LOC117144517|XP_033165627.1|DMAU	LOC108032049|XP_016961350.1|DBIA
OG0000016	LOC117137377|XP_033154680.1|DMAU	LOC108036535|XP_016968248.1|DBIA
OG0000016	LOC117148789|XP_033172290.1|DMAU	LOC108031387|XP_016960277.1|DBIA
OG0000016	LOC117135957|XP_033152442.1|DMAU	LOC108024269|XP_016949648.1|DBIA
OG0000016	LOC117145868|XP_033167581.1|DMAU	LOC108026160|XP_016952383.1|DBIA
OG0000016	LOC117140134|XP_033158791.1|DMAU	LOC108030823|XP_016959429.1|DBIA
OG0000017	LOC117146549|XP_033168738.1|DMAU	LOC108032967|XP_016962527.1|DBIA
OG0000017	LOC117138274|XP_033156132.1|DMAU	LOC108036348|XP_016967909.1|DBIA
OG0000017	LOC117136736|XP_033153658.1|DMAU	LOC108036878|XP_016968743.1|DBIA
OG0000017	LOC117144510|XP_033165592.1|DMAU	LOC108031941|XP_016961211.1|DBIA
OG0000017	LOC117144632|XP_033165817.1|DMAU	LOC108026055|XP_016952238.1|DBIA
OG0000017	LOC117137416|XP_033154735.1|DMAU	LOC108022955|XP_016947661.1|DBIA
OG0000017	LOC117136539|XP_033153380.1|DMAU	LOC108024069|XP_016949327.1|DBIA
OG0000017	LOC117137415|XP_033154734.1|DMAU	LOC108022064|XP_016946398.1|DBIA
OG0000017	LOC117150949|XP_033174013.1|DMAU, LOC117139948|XP_033158530.1|DMAU	LOC108027769|XP_016954820.1|DBIA
OG0000018	LOC117141482|XP_033160851.1|DMAU	LOC108028081|XP_016955212.1|DBIA
OG0000018	LOC117141483|XP_033160852.1|DMAU	LOC108028402|XP_016955706.1|DBIA
OG0000019	LOC117143233|XP_033163675.1|DMAU	LOC108025227|XP_016951062.1|DBIA
OG0000019	LOC117143237|XP_033163678.1|DMAU	LOC108025229|XP_016951064.1|DBIA
OG0000019	LOC117143236|XP_033163677.1|DMAU	LOC108025230|XP_016951066.1|DBIA
OG0000019	LOC117143229|XP_033163670.1|DMAU	LOC108025224|XP_016951060.1|DBIA
OG0000019	LOC117143234|XP_033163676.1|DMAU	LOC108025228|XP_016951063.1|DBIA
OG0000019	LOC117143231|XP_033163673.1|DMAU	LOC108025225|XP_016951061.1|DBIA
OG0000019	LOC117143232|XP_033163674.1|DMAU	LOC108025231|XP_016951067.1|DBIA
OG0000020	LOC117143636|XP_033164304.1|DMAU	LOC108026305|XP_016952678.1|DBIA
OG0000020	LOC117136475|XP_033153300.1|DMAU	LOC108026784|XP_016953432.1|DBIA
OG0000020	LOC117139859|XP_033158405.1|DMAU	LOC108033312|XP_016963077.1|DBIA, LOC108032062|XP_016961369.1|DBIA
OG0000020	LOC117138462|XP_033156478.1|DMAU	LOC108034320|XP_016964679.1|DBIA, LOC108036239|XP_016967737.1|DBIA
OG0000020	LOC117140141|XP_033158803.1|DMAU	LOC108036110|XP_016967573.1|DBIA
OG0000020	LOC117145918|XP_033167668.1|DMAU	LOC108031537|XP_016960562.1|DBIA
OG0000020	LOC117143368|XP_033163935.1|DMAU	LOC108024628|XP_016950157.1|DBIA
OG0000020	LOC117135687|XP_033151982.1|DMAU	LOC108034268|XP_016964616.1|DBIA
OG0000020	LOC117139836|XP_033158373.1|DMAU	LOC108033875|XP_016964007.1|DBIA
OG0000021	LOC117135318|XP_033151407.1|DMAU	LOC108027666|XP_016954700.1|DBIA
OG0000021	LOC117150020|XP_033172787.1|DMAU, LOC117150137|XP_033172836.1|DMAU	LOC108027081|XP_016953819.1|DBIA
OG0000021	LOC117136145|XP_033152741.1|DMAU	LOC108022678|XP_016947238.1|DBIA
OG0000021	LOC117136571|XP_033153419.1|DMAU	LOC108022247|XP_016946595.1|DBIA
OG0000021	LOC117136553|XP_033153398.1|DMAU	LOC108022243|XP_016946590.1|DBIA
OG0000021	LOC117149951|XP_033172741.1|DMAU, LOC117149949|XP_033172738.1|DMAU	LOC108036897|XP_016968766.1|DBIA
OG0000021	LOC117146855|XP_033169316.1|DMAU	LOC108025789|XP_016951907.1|DBIA
OG0000021	LOC117142241|XP_033161985.1|DMAU	LOC108026319|XP_016952697.1|DBIA
OG0000021	LOC117143646|XP_033164316.1|DMAU	LOC108027350|XP_016954258.1|DBIA
OG0000021	LOC117148061|XP_033171143.1|DMAU	LOC108026442|XP_016952872.1|DBIA
OG0000022	LOC117138252|XP_033156103.1|DMAU	LOC108022346|XP_016946698.1|DBIA
OG0000022	LOC117139751|XP_033158206.1|DMAU	LOC108030636|XP_016959139.1|DBIA
OG0000022	LOC117139201|XP_033157264.1|DMAU, LOC117139199|XP_033157263.1|DMAU, LOC117139197|XP_033157261.1|DMAU	LOC108029210|XP_016956886.1|DBIA, LOC108029216|XP_016956899.1|DBIA, LOC108027792|XP_016954853.1|DBIA, LOC108029236|XP_016956922.1|DBIA
OG0000022	LOC117139203|XP_033157266.1|DMAU	LOC108029246|XP_016956933.1|DBIA, LOC108029225|XP_016956911.1|DBIA
OG0000022	LOC117139198|XP_033157262.1|DMAU	LOC108029203|XP_016956872.1|DBIA
OG0000023	LOC117144284|XP_033165278.1|DMAU	LOC108027148|XP_016953858.1|DBIA
OG0000023	LOC117144282|XP_033165275.1|DMAU	LOC108027143|XP_016953853.1|DBIA
OG0000023	LOC117135977|XP_033152481.1|DMAU	LOC108026627|XP_016953132.1|DBIA
OG0000023	LOC117145126|XP_033166537.1|DMAU	LOC108027145|XP_016953854.1|DBIA
OG0000023	LOC117144278|XP_033165272.1|DMAU	LOC108027009|XP_016953696.1|DBIA
OG0000023	LOC117144775|XP_033166033.1|DMAU	LOC108027245|XP_016954086.1|DBIA
OG0000023	LOC117144277|XP_033165271.1|DMAU	LOC108027357|XP_016954268.1|DBIA
OG0000023	LOC117144765|XP_033166018.1|DMAU	LOC108027244|XP_016954083.1|DBIA
OG0000024	LOC117137467|XP_033154805.1|DMAU	LOC108022668|XP_016947226.1|DBIA
OG0000024	LOC117137468|XP_033154806.1|DMAU, LOC117137469|XP_033154807.1|DMAU	LOC108023057|XP_016947794.1|DBIA, LOC108022950|XP_016947655.1|DBIA
OG0000024	LOC117137862|XP_033155468.1|DMAU	LOC108022666|XP_016947224.1|DBIA
OG0000024	LOC117136255|XP_033152953.1|DMAU	LOC108022667|XP_016947225.1|DBIA
OG0000024	LOC117150619|XP_033173479.1|DMAU	LOC108034270|XP_016964618.1|DBIA
OG0000024	LOC117136506|XP_033153341.1|DMAU	LOC108022158|XP_016946489.1|DBIA
OG0000024	LOC117135440|XP_033151508.1|DMAU	LOC108029512|XP_016957298.1|DBIA
OG0000025	LOC117143378|XP_033163951.1|DMAU	LOC108023228|XP_016947991.1|DBIA
OG0000026	LOC117148470|XP_033171735.1|DMAU	LOC108032654|XP_016962104.1|DBIA
OG0000026	LOC117135160|XP_033151111.1|DMAU	LOC108033571|XP_016963404.1|DBIA
OG0000026	LOC117146899|XP_033169397.1|DMAU	LOC108036455|XP_016968112.1|DBIA
OG0000026	LOC117142902|XP_033163074.1|DMAU	LOC108027284|XP_016954161.1|DBIA
OG0000026	LOC117145491|XP_033167059.1|DMAU	LOC108027046|XP_016953736.1|DBIA
OG0000027	LOC117142835|XP_033162961.1|DMAU	LOC108033374|XP_016963181.1|DBIA
OG0000027	LOC117140739|XP_033159710.1|DMAU	LOC108033303|XP_016963062.1|DBIA
OG0000027	LOC117150817|XP_033173768.1|DMAU	LOC108033359|XP_016963159.1|DBIA
OG0000028	LOC117139362|XP_033157505.1|DMAU	LOC108031851|XP_016961097.1|DBIA
OG0000028	LOC117139375|XP_033157515.1|DMAU	LOC108035884|XP_016967128.1|DBIA, LOC108031862|XP_016961109.1|DBIA
OG0000028	LOC117139373|XP_033157513.1|DMAU	LOC108035881|XP_016967123.1|DBIA
OG0000028	LOC117139371|XP_033157510.1|DMAU, LOC117139372|XP_033157511.1|DMAU	LOC108035882|XP_016967124.1|DBIA
OG0000028	LOC117141110|XP_033160324.1|DMAU	LOC108035021|XP_016965853.1|DBIA
OG0000029	LOC117136167|XP_033152799.1|DMAU	LOC108036183|XP_016967662.1|DBIA
OG0000029	LOC117136614|XP_033153490.1|DMAU	LOC108029337|XP_016957019.1|DBIA
OG0000029	LOC117135122|XP_033151033.1|DMAU	LOC108036041|XP_016967472.1|DBIA
OG0000029	LOC117144854|XP_033166148.1|DMAU	LOC108031286|XP_016960018.1|DBIA
OG0000029	LOC117140740|XP_033159707.1|DMAU	LOC108028180|XP_016955330.1|DBIA
OG0000030	LOC117137293|XP_033154560.1|DMAU	LOC108033534|XP_016963368.1|DBIA
OG0000030	LOC117150769|XP_033173697.1|DMAU	LOC108033540|XP_016963373.1|DBIA
OG0000030	LOC117143350|XP_033163916.1|DMAU	LOC108036692|XP_016968470.1|DBIA
OG0000030	LOC117137054|XP_033154154.1|DMAU	LOC108022382|XP_016946753.1|DBIA
OG0000030	LOC117148684|XP_033172115.1|DMAU	LOC108023610|XP_016948706.1|DBIA
OG0000030	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU	LOC108024286|XP_016949674.1|DBIA
OG0000031	LOC117144354|XP_033165364.1|DMAU, LOC117137476|XP_033154845.1|DMAU	LOC108032680|XP_016962144.1|DBIA
OG0000031	LOC117145782|XP_033167456.1|DMAU	LOC108032585|XP_016961981.1|DBIA
OG0000031	LOC117135426|XP_033151476.1|DMAU	LOC108033238|XP_016962991.1|DBIA
OG0000031	LOC117138977|XP_033156935.1|DMAU	LOC108034388|XP_016964759.1|DBIA
OG0000031	LOC117135570|XP_033151785.1|DMAU	LOC108027702|XP_016954741.1|DBIA
OG0000031	LOC117150913|XP_033173999.1|DMAU	LOC108034241|XP_016964579.1|DBIA
OG0000032	LOC117145857|XP_033167568.1|DMAU	LOC108027359|XP_016954271.1|DBIA
OG0000032	LOC117145860|XP_033167571.1|DMAU	LOC108027164|XP_016953916.1|DBIA
OG0000032	LOC117145495|XP_033167064.1|DMAU	LOC108027269|XP_016954133.1|DBIA
OG0000032	LOC117145859|XP_033167570.1|DMAU	LOC108027165|XP_016953917.1|DBIA
OG0000033	LOC117144719|XP_033165948.1|DMAU	LOC108024462|XP_016949869.1|DBIA, LOC108024301|XP_016949691.1|DBIA
OG0000033	LOC117150287|XP_033172997.1|DMAU	LOC108033536|XP_016963370.1|DBIA
OG0000033	LOC117138299|XP_033156190.1|DMAU	LOC108030100|XP_016958275.1|DBIA
OG0000033	LOC117138297|XP_033156188.1|DMAU	LOC108030101|XP_016958276.1|DBIA
OG0000033	LOC117138298|XP_033156189.1|DMAU	LOC108030098|XP_016958274.1|DBIA
OG0000033	LOC117140273|XP_033158989.1|DMAU	LOC108028439|XP_016955758.1|DBIA
OG0000033	LOC117144413|XP_033165445.1|DMAU, LOC117144938|XP_033166283.1|DMAU	LOC108027435|XP_016954372.1|DBIA
OG0000033	LOC117137789|XP_033155336.1|DMAU	LOC108036209|XP_016967690.1|DBIA, LOC108036211|XP_016967691.1|DBIA
OG0000033	LOC117137724|XP_033155189.1|DMAU	LOC108036212|XP_016967692.1|DBIA
OG0000034	LOC117138566|XP_033156617.1|DMAU	LOC108036384|XP_016967978.1|DBIA
OG0000034	LOC117141167|XP_033160397.1|DMAU	LOC108035246|XP_016966273.1|DBIA
OG0000034	LOC117150484|XP_033173274.1|DMAU	LOC108035237|XP_016966261.1|DBIA
OG0000034	LOC117150483|XP_033173273.1|DMAU	LOC108034999|XP_016965831.1|DBIA
OG0000034	LOC117149319|XP_033172656.1|DMAU	LOC108033284|XP_016963038.1|DBIA
OG0000034	LOC117143947|XP_033164772.1|DMAU	LOC108023439|XP_016948422.1|DBIA
OG0000034	LOC117145446|XP_033166996.1|DMAU	LOC108023415|XP_016948374.1|DBIA
OG0000034	LOC117143867|XP_033164627.1|DMAU	LOC108036755|XP_016968570.1|DBIA
OG0000036	LOC117145150|XP_033166581.1|DMAU	LOC108027411|XP_016954339.1|DBIA
OG0000036	LOC117145004|XP_033166383.1|DMAU	LOC108026449|XP_016952877.1|DBIA
OG0000036	LOC117145915|XP_033167661.1|DMAU	LOC108024985|XP_016950728.1|DBIA
OG0000036	LOC117145828|XP_033167521.1|DMAU, LOC117145827|XP_033167520.1|DMAU	LOC108024657|XP_016950207.1|DBIA
OG0000037	LOC117137024|XP_033154116.1|DMAU	LOC108029865|XP_016957843.1|DBIA
OG0000037	LOC117145239|XP_033166706.1|DMAU	LOC108032009|XP_016961298.1|DBIA
OG0000037	LOC117143582|XP_033164221.1|DMAU	LOC108030957|XP_016959646.1|DBIA, LOC108032010|XP_016961299.1|DBIA
OG0000038	LOC117139364|XP_033157507.1|DMAU	LOC108030746|XP_016959281.1|DBIA
OG0000038	LOC117141232|XP_033160483.1|DMAU	LOC108030931|XP_016959614.1|DBIA
OG0000039	LOC117144249|XP_033165219.1|DMAU	LOC108027177|XP_016953954.1|DBIA
OG0000039	LOC117148457|XP_033171719.1|DMAU	LOC108025609|XP_016951633.1|DBIA
OG0000039	LOC117147454|XP_033170230.1|DMAU	LOC108025634|XP_016951658.1|DBIA
OG0000039	LOC117146886|XP_033169374.1|DMAU	LOC108025590|XP_016951608.1|DBIA
OG0000040	LOC117145128|XP_033166540.1|DMAU	LOC108025546|XP_016951565.1|DBIA
OG0000040	LOC117143448|XP_033164046.1|DMAU	LOC108024820|XP_016950438.1|DBIA
OG0000040	LOC117143449|XP_033164048.1|DMAU	LOC108024821|XP_016950440.1|DBIA
OG0000040	LOC117144294|XP_033165289.1|DMAU	LOC108025434|XP_016951413.1|DBIA
OG0000040	LOC117144293|XP_033165288.1|DMAU	LOC108025431|XP_016951408.1|DBIA, LOC108025433|XP_016951410.1|DBIA
OG0000040	LOC117143965|XP_033164790.1|DMAU	LOC108025485|XP_016951488.1|DBIA
OG0000040	LOC117143756|XP_033164463.1|DMAU	LOC108023851|XP_016948987.1|DBIA
OG0000041	LOC117143749|XP_033164453.1|DMAU	LOC108026015|XP_016952195.1|DBIA
OG0000041	LOC117144930|XP_033166274.1|DMAU	LOC108026380|XP_016952789.1|DBIA
OG0000041	LOC117143589|XP_033164228.1|DMAU	LOC108026109|XP_016952297.1|DBIA
OG0000041	LOC117145103|XP_033166514.1|DMAU	LOC108026021|XP_016952202.1|DBIA
OG0000041	LOC117145105|XP_033166515.1|DMAU	LOC108026443|XP_016952869.1|DBIA
OG0000042	LOC117138472|XP_033156493.1|DMAU	LOC108029979|XP_016957976.1|DBIA
OG0000042	LOC117138473|XP_033156494.1|DMAU	LOC108029981|XP_016957978.1|DBIA
OG0000042	LOC117138470|XP_033156490.1|DMAU	LOC108029869|XP_016957848.1|DBIA
OG0000042	LOC117138471|XP_033156492.1|DMAU	LOC108029982|XP_016957980.1|DBIA
OG0000043	LOC117143570|XP_033164205.1|DMAU	LOC108024814|XP_016950428.1|DBIA
OG0000043	LOC117143572|XP_033164208.1|DMAU	LOC108024406|XP_016949807.1|DBIA
OG0000043	LOC117145149|XP_033166580.1|DMAU	LOC108024792|XP_016950400.1|DBIA, LOC108026909|XP_016953607.1|DBIA
OG0000043	LOC117143571|XP_033164207.1|DMAU	LOC108024319|XP_016949710.1|DBIA
OG0000043	LOC117143573|XP_033164209.1|DMAU	LOC108024782|XP_016950387.1|DBIA
OG0000043	LOC117145745|XP_033167398.1|DMAU	LOC108025302|XP_016951186.1|DBIA
OG0000043	LOC117143372|XP_033163938.1|DMAU	LOC108024783|XP_016950388.1|DBIA
OG0000044	LOC117143901|XP_033164698.1|DMAU	LOC108026455|XP_016952884.1|DBIA
OG0000044	LOC117143451|XP_033164051.1|DMAU	LOC108026365|XP_016952771.1|DBIA
OG0000044	LOC117145465|XP_033167027.1|DMAU	LOC108026364|XP_016952769.1|DBIA
OG0000044	LOC117145163|XP_033166599.1|DMAU	LOC108026002|XP_016952181.1|DBIA
OG0000044	LOC117143590|XP_033164229.1|DMAU	LOC108025998|XP_016952177.1|DBIA
OG0000044	LOC117143652|XP_033164322.1|DMAU	LOC108026469|XP_016952901.1|DBIA
OG0000044	LOC117143435|XP_033164032.1|DMAU	LOC108025049|XP_016950795.1|DBIA
OG0000045	LOC117139739|XP_033158187.1|DMAU	LOC108028610|XP_016956020.1|DBIA
