Orthogroup	DMAU.longest_only	DMEL.longest_only
OG0000009	LOC117136735|XP_033153656.1|DMAU	CG4563|NP_611913.1|DMEL
OG0000009	LOC117143616|XP_033164265.1|DMAU	CG4830|NP_650160.1|DMEL
OG0000009	LOC117135792|XP_033152175.1|DMAU	CG8834|NP_610779.1|DMEL
OG0000010	LOC117142722|XP_033162774.1|DMAU	His4_CG33893|NP_001027322.1|DMEL, His4_CG33895|NP_001027317.1|DMEL, His4_CG33903|NP_001027297.1|DMEL, His4_CG33881|NP_001027352.1|DMEL, His4_CG33877|NP_001027362.1|DMEL, His4_CG33869|NP_001027382.1|DMEL, His4_CG33879|NP_001027357.1|DMEL, His4_CG33871|NP_001027377.1|DMEL, His4_CG33887|NP_001027337.1|DMEL, His4_CG33875|NP_001027367.1|DMEL, His4_CG33901|NP_001027302.1|DMEL, His4_CG33889|NP_001027332.1|DMEL, His4_CG33873|NP_001027372.1|DMEL, His4_CG33885|NP_001027342.1|DMEL, His4_CG33909|NP_001027284.1|DMEL, His4_CG33891|NP_001027327.1|DMEL, His4_CG31611|NP_724344.1|DMEL, His4_CG33899|NP_001027307.1|DMEL
OG0000011	LOC117148158|XP_033171286.1|DMAU	CG44002|NP_608754.1|DMEL
OG0000011	LOC117138313|XP_033156221.1|DMAU	CG15436|NP_608840.1|DMEL
OG0000011	LOC117140362|XP_033159107.1|DMAU	Neu2|NP_649316.1|DMEL
OG0000011	LOC117148130|XP_033171246.1|DMAU, LOC117148131|XP_033171247.1|DMAU	CG4318|NP_572860.2|DMEL
OG0000011	LOC117141063|XP_033160242.1|DMAU	CG17361|NP_648678.3|DMEL
OG0000011	LOC117141062|XP_033160241.1|DMAU	CG17359|NP_648679.1|DMEL
OG0000011	LOC117143493|XP_033164098.1|DMAU	CG8319|NP_649920.2|DMEL
OG0000012	LOC117136761|XP_033153688.1|DMAU	CG9416|NP_611415.2|DMEL
OG0000012	LOC117136760|XP_033153687.1|DMAU	CG10051|NP_611414.1|DMEL
OG0000012	LOC117136898|XP_033153902.1|DMAU	CG11961|NP_725876.1|DMEL
OG0000012	LOC117137864|XP_033155471.1|DMAU	CG10062|NP_001261089.1|DMEL
OG0000012	LOC117137455|XP_033154790.1|DMAU	CG10081|NP_611418.1|DMEL
OG0000012	LOC117136643|XP_033153526.1|DMAU	CG10073|NP_001261090.1|DMEL
OG0000012	LOC117136387|XP_033153170.1|DMAU	CG30047|NP_725141.1|DMEL
OG0000012	LOC117136474|XP_033153296.1|DMAU	CG30049|NP_725142.3|DMEL
OG0000012	LOC117136403|XP_033153190.1|DMAU	CG30043|NP_725143.1|DMEL
OG0000012	LOC117137795|XP_033155358.1|DMAU	CG33012|NP_788335.2|DMEL
OG0000012	LOC117137796|XP_033155359.1|DMAU	CG13160|NP_001260918.1|DMEL
OG0000013	LOC117136473|XP_033153295.1|DMAU	Hsc70-5|NP_523741.2|DMEL
OG0000013	LOC117148236|XP_033171424.1|DMAU	Hsc70-3|NP_727563.1|DMEL
OG0000013	LOC117142434|XP_033162286.1|DMAU	Hsc70-4|NP_524356.1|DMEL
OG0000013	LOC117141743|XP_033161255.1|DMAU	Hsc70-1|NP_524063.1|DMEL
OG0000013	LOC117143333|XP_033163884.1|DMAU	Hsc70-2|NP_524339.1|DMEL
OG0000013	LOC117142344|XP_033162152.1|DMAU	Hsp68|NP_524474.1|DMEL
OG0000013	LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL
OG0000015	LOC117135278|XP_033151337.1|DMAU	lectin-37Db|NP_001188847.1|DMEL
OG0000015	LOC117150991|XP_033174086.1|DMAU	lectin-24A|NP_652637.1|DMEL
OG0000015	LOC117150915|XP_033173958.1|DMAU	lectin-22C|NP_001137766.1|DMEL
OG0000015	LOC117143744|XP_033164450.1|DMAU	CG15358|NP_608629.3|DMEL
OG0000015	LOC117140156|XP_033158823.1|DMAU	CG15818|NP_609116.1|DMEL
OG0000015	LOC117137056|XP_033154159.1|DMAU	CG7763|NP_001356891.1|DMEL
OG0000016	LOC117143253|XP_033163704.1|DMAU	Act87E|NP_477091.1|DMEL
OG0000016	LOC117136077|XP_033152622.1|DMAU	Act57B|NP_523800.1|DMEL
OG0000016	LOC117144517|XP_033165627.1|DMAU	Arp1|NP_524331.2|DMEL
OG0000016	LOC117137377|XP_033154680.1|DMAU	Arp53D|NP_477037.2|DMEL
OG0000016	LOC117148789|XP_033172290.1|DMAU	Act5C|NP_511052.1|DMEL
OG0000016	LOC117135957|XP_033152442.1|DMAU	Act42A|NP_523625.1|DMEL
OG0000016	LOC117145868|XP_033167581.1|DMAU	Act88F|NP_524367.1|DMEL
OG0000016	LOC117140134|XP_033158791.1|DMAU	Act79B|NP_524210.1|DMEL
OG0000017	LOC117146549|XP_033168738.1|DMAU	Or7a|NP_511081.1|DMEL
OG0000017	LOC117138274|XP_033156132.1|DMAU	Or43b|NP_523656.2|DMEL
OG0000017	LOC117136736|XP_033153658.1|DMAU	Or42a|NP_523622.2|DMEL
OG0000017	LOC117144510|XP_033165592.1|DMAU	Or85a|NP_524277.1|DMEL
OG0000017	LOC117144632|XP_033165817.1|DMAU	Or98a|NP_524536.2|DMEL
OG0000017	LOC117137416|XP_033154735.1|DMAU	Or59b|NP_523822.1|DMEL
OG0000017	LOC117136539|XP_033153380.1|DMAU	Or42b|NP_523624.2|DMEL
OG0000017	LOC117137415|XP_033154734.1|DMAU	Or59c|NP_523823.1|DMEL
OG0000017	LOC117150949|XP_033174013.1|DMAU	Or22b|NP_477425.1|DMEL
OG0000017	LOC117139948|XP_033158530.1|DMAU	Or22a|NP_523453.1|DMEL
OG0000018	LOC117141482|XP_033160851.1|DMAU	Lcp65Ac|NP_477279.1|DMEL
OG0000018	LOC117141483|XP_033160852.1|DMAU	Lcp65Ad|NP_477278.1|DMEL
OG0000019	LOC117143233|XP_033163675.1|DMAU	CG6283|NP_651524.1|DMEL
OG0000019	LOC117143237|XP_033163678.1|DMAU	CG17192|NP_651522.1|DMEL
OG0000019	LOC117143236|XP_033163677.1|DMAU	CG17191|NP_651523.1|DMEL
OG0000019	LOC117143229|XP_033163670.1|DMAU	CG6296|NP_651520.1|DMEL
OG0000019	LOC117143234|XP_033163676.1|DMAU	CG6295|NP_651521.1|DMEL
OG0000019	LOC117143231|XP_033163673.1|DMAU	CG6277|NP_651525.1|DMEL
OG0000019	LOC117143232|XP_033163674.1|DMAU	CG6271|NP_651526.1|DMEL
OG0000020	LOC117143636|XP_033164304.1|DMAU	rdog|NP_651678.1|DMEL
OG0000020	LOC117136475|XP_033153300.1|DMAU	CG10505|NP_611571.2|DMEL
OG0000020	LOC117139859|XP_033158405.1|DMAU	CG31792|NP_724148.2|DMEL
OG0000020	LOC117138462|XP_033156478.1|DMAU	l_2_03659|NP_001260823.1|DMEL
OG0000020	LOC117140141|XP_033158803.1|DMAU	CG7627|NP_001245943.1|DMEL
OG0000020	LOC117145918|XP_033167668.1|DMAU	CG4562|NP_001262747.1|DMEL
OG0000020	LOC117143368|XP_033163935.1|DMAU	Mrp4|NP_650086.2|DMEL
OG0000020	LOC117135687|XP_033151982.1|DMAU	CG9270|NP_995741.2|DMEL
OG0000020	LOC117139836|XP_033158373.1|DMAU	CG31793|NP_609930.4|DMEL
OG0000021	LOC117135318|XP_033151407.1|DMAU	PpD6|NP_524947.1|DMEL
OG0000021	LOC117150020|XP_033172787.1|DMAU, LOC117150137|XP_033172836.1|DMAU	Pp1-Y1|NP_001104152.3|DMEL
OG0000021	LOC117136145|XP_033152741.1|DMAU	PpN58A|NP_477384.1|DMEL
OG0000021	LOC117136571|XP_033153419.1|DMAU	PpD5|NP_524707.1|DMEL
OG0000021	LOC117136553|XP_033153398.1|DMAU	PpY-55A|NP_476689.1|DMEL
OG0000021	LOC117149951|XP_033172741.1|DMAU, LOC117149949|XP_033172738.1|DMAU	Pp1-Y2|NP_001015497.4|DMEL
OG0000021	LOC117146855|XP_033169316.1|DMAU	flw|NP_727418.1|DMEL
OG0000021	LOC117142241|XP_033161985.1|DMAU	Pp1alpha-96A|NP_524484.1|DMEL
OG0000021	LOC117143646|XP_033164316.1|DMAU	Pp1-87B|NP_524937.1|DMEL
OG0000021	LOC117148061|XP_033171143.1|DMAU	Pp1-13C|NP_524921.1|DMEL
OG0000022	LOC117138252|XP_033156103.1|DMAU	CG7798|NP_611098.1|DMEL
OG0000022	LOC117139751|XP_033158206.1|DMAU	LysX|NP_523881.1|DMEL
OG0000022	LOC117139201|XP_033157264.1|DMAU, LOC117139199|XP_033157263.1|DMAU, LOC117139197|XP_033157261.1|DMAU	LysD|NP_476823.1|DMEL
OG0000022	LOC117139203|XP_033157266.1|DMAU	LysS|NP_476829.1|DMEL
OG0000022	LOC117139198|XP_033157262.1|DMAU	LysP|NP_476828.1|DMEL
OG0000023	LOC117144283|XP_033165277.1|DMAU	alpha-Est6|NP_524262.1|DMEL
OG0000023	LOC117144284|XP_033165278.1|DMAU	alpha-Est5|NP_001246965.1|DMEL
OG0000023	LOC117144282|XP_033165275.1|DMAU	alpha-Est2|NP_524268.3|DMEL
OG0000023	LOC117135977|XP_033152481.1|DMAU	gas|NP_611678.1|DMEL
OG0000023	LOC117145126|XP_033166537.1|DMAU	alpha-Est1|NP_524269.3|DMEL
OG0000023	LOC117144278|XP_033165272.1|DMAU	alpha-Est7|NP_524261.1|DMEL
OG0000023	LOC117144775|XP_033166033.1|DMAU	alpha-Est9|NP_731165.2|DMEL
OG0000023	LOC117144277|XP_033165271.1|DMAU	alpha-Est8|NP_524259.2|DMEL
OG0000023	LOC117144765|XP_033166018.1|DMAU	alpha-Est10|NP_001246962.1|DMEL
OG0000024	LOC117137467|XP_033154805.1|DMAU	betaTry|NP_524904.1|DMEL
OG0000024	LOC117137468|XP_033154806.1|DMAU, LOC117137469|XP_033154807.1|DMAU	CG30031|NP_725035.1|DMEL, gammaTry|NP_725034.1|DMEL, deltaTry|NP_523694.2|DMEL, CG30025|NP_725036.1|DMEL
OG0000024	LOC117137862|XP_033155468.1|DMAU	alphaTry|NP_476771.1|DMEL
OG0000024	LOC117136255|XP_033152953.1|DMAU	epsilonTry|NP_525112.1|DMEL
OG0000024	LOC117150619|XP_033173479.1|DMAU	CG17571|NP_610109.1|DMEL
OG0000024	LOC117136506|XP_033153341.1|DMAU	thetaTry|NP_523693.1|DMEL
OG0000024	LOC117135440|XP_033151508.1|DMAU	Ser8|NP_610874.1|DMEL
OG0000025	LOC117143378|XP_033163951.1|DMAU	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL
OG0000026	LOC117148470|XP_033171735.1|DMAU	antdh|NP_572695.2|DMEL
OG0000026	LOC117135160|XP_033151111.1|DMAU	CG9150|NP_608991.2|DMEL
OG0000026	LOC117146899|XP_033169397.1|DMAU	CG9360|NP_572746.1|DMEL
OG0000026	LOC117145491|XP_033167059.1|DMAU	CG3301|NP_650964.1|DMEL
OG0000027	LOC117142835|XP_033162961.1|DMAU	Acp1|NP_477115.1|DMEL
OG0000027	LOC117140739|XP_033159710.1|DMAU	CG7203|NP_609143.2|DMEL
OG0000027	LOC117150817|XP_033173768.1|DMAU	CG7214|NP_609141.1|DMEL
OG0000028	LOC117139375|XP_033157515.1|DMAU	CG32214|NP_730409.2|DMEL, 825-Oak|NP_730410.2|DMEL, CG32213|NP_730413.2|DMEL
OG0000028	LOC117139373|XP_033157513.1|DMAU	CG14095|NP_649112.1|DMEL
OG0000028	LOC117139374|XP_033157514.1|DMAU	CG14096|NP_649113.1|DMEL
OG0000028	LOC117139371|XP_033157510.1|DMAU, LOC117139372|XP_033157511.1|DMAU	CG18294|NP_649115.2|DMEL, CG12519|NP_001262046.1|DMEL
OG0000028	LOC117141110|XP_033160324.1|DMAU	CG13068|NP_648856.1|DMEL
OG0000029	LOC117145028|XP_033166421.1|DMAU	CheA86a|NP_001027174.1|DMEL
OG0000029	LOC117136167|XP_033152799.1|DMAU	CheA46a|NP_001027399.1|DMEL
OG0000029	LOC117136614|XP_033153490.1|DMAU	CheA56a|NP_001027438.1|DMEL
OG0000029	LOC117135122|XP_033151033.1|DMAU	CheA29a|NP_788004.1|DMEL
OG0000029	LOC117144854|XP_033166148.1|DMAU	CheA84a|NP_001027150.1|DMEL
OG0000029	LOC117140740|XP_033159707.1|DMAU	CheA75a|NP_649035.2|DMEL
OG0000030	LOC117150768|XP_033173696.1|DMAU	Or33c|NP_523555.1|DMEL
OG0000030	LOC117137293|XP_033154560.1|DMAU	Or33a|NP_523553.1|DMEL
OG0000030	LOC117150769|XP_033173697.1|DMAU	Or33b|NP_523554.1|DMEL
OG0000030	LOC117143350|XP_033163916.1|DMAU	Or23a|NP_523458.3|DMEL
OG0000030	LOC117137054|XP_033154154.1|DMAU	Or59a|NP_523821.1|DMEL
OG0000030	LOC117148684|XP_033172115.1|DMAU	Or2a|NP_525046.1|DMEL
OG0000030	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL
OG0000031	LOC117144354|XP_033165364.1|DMAU	CG4793|NP_723941.2|DMEL
OG0000031	LOC117145782|XP_033167456.1|DMAU	CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL
OG0000031	LOC117135426|XP_033151476.1|DMAU	SPH93|NP_609840.1|DMEL
OG0000031	LOC117138977|XP_033156935.1|DMAU	CG14990|NP_647856.2|DMEL
OG0000031	LOC117135570|XP_033151785.1|DMAU	CG3117|NP_608722.2|DMEL
OG0000031	LOC117150913|XP_033173999.1|DMAU	CG5390|NP_609374.1|DMEL
OG0000032	LOC117145857|XP_033167568.1|DMAU	GstD1|NP_524326.1|DMEL
OG0000032	LOC117145860|XP_033167571.1|DMAU	GstD10|NP_652713.1|DMEL
OG0000032	LOC117145859|XP_033167570.1|DMAU	GstD9|NP_650181.1|DMEL
OG0000033	LOC117144719|XP_033165948.1|DMAU	CheB98a|NP_652269.3|DMEL
OG0000033	LOC117143209|XP_033163650.1|DMAU	CheB38a|NP_995736.1|DMEL
OG0000033	LOC117150287|XP_033172997.1|DMAU	CheB38c|NP_610061.2|DMEL
OG0000033	LOC117143200|XP_033163638.1|DMAU	CheB38b|NP_995735.1|DMEL
OG0000033	LOC117138299|XP_033156190.1|DMAU	CheB42c|NP_995764.2|DMEL
OG0000033	LOC117138297|XP_033156188.1|DMAU	CheB42b|NP_995763.1|DMEL
OG0000033	LOC117138298|XP_033156189.1|DMAU	CheB42a|NP_995765.1|DMEL
OG0000033	LOC117140273|XP_033158989.1|DMAU	CheB74a|NP_001027134.1|DMEL
OG0000033	LOC117144413|XP_033165445.1|DMAU	CheB93b|NP_732641.2|DMEL
OG0000033	LOC117144938|XP_033166283.1|DMAU	CheB93a|NP_650970.2|DMEL
OG0000033	LOC117137789|XP_033155336.1|DMAU	CheB53b|NP_001014531.1|DMEL
OG0000033	LOC117137724|XP_033155189.1|DMAU	CheB53a|NP_001014530.1|DMEL
OG0000034	LOC117138566|XP_033156617.1|DMAU	Ugt37C1|NP_525007.1|DMEL
OG0000034	LOC117141167|XP_033160397.1|DMAU	Ugt37C2|NP_652629.1|DMEL
OG0000034	LOC117150484|XP_033173274.1|DMAU	Ugt37E1|NP_652628.2|DMEL
OG0000034	LOC117150483|XP_033173273.1|DMAU	Ugt37D1|NP_652627.2|DMEL
OG0000034	LOC117149319|XP_033172656.1|DMAU	Ugt37A1|NP_523607.2|DMEL
OG0000034	LOC117143947|XP_033164772.1|DMAU	Ugt37A3|NP_650229.2|DMEL
OG0000034	LOC117145446|XP_033166996.1|DMAU	Ugt37A2|NP_650228.1|DMEL
OG0000034	LOC117143867|XP_033164627.1|DMAU	Ugt37B1|NP_525008.2|DMEL
OG0000036	LOC117145150|XP_033166581.1|DMAU	Sp7|NP_649734.2|DMEL
OG0000036	LOC117145004|XP_033166383.1|DMAU	ea|NP_524362.2|DMEL
OG0000036	LOC117145915|XP_033167661.1|DMAU	MP1|NP_001303421.1|DMEL
OG0000036	LOC117145828|XP_033167521.1|DMAU	SPE|NP_651168.1|DMEL
OG0000037	LOC117137024|XP_033154116.1|DMAU	Cyp12b2|NP_611370.2|DMEL
OG0000037	LOC117145239|XP_033166706.1|DMAU	Cyp12a5|NP_650782.1|DMEL
OG0000037	LOC117143582|XP_033164221.1|DMAU	Cyp12a4|NP_650783.2|DMEL
OG0000038	LOC117139364|XP_033157507.1|DMAU	Cpr76Bb|NP_649121.1|DMEL
OG0000038	LOC117141232|XP_033160483.1|DMAU	Cpr76Bd|NP_001262052.1|DMEL
OG0000039	LOC117144249|XP_033165219.1|DMAU	CG42564|NP_649651.2|DMEL
OG0000039	LOC117148457|XP_033171719.1|DMAU	Ag5r|NP_524770.1|DMEL
OG0000039	LOC117147454|XP_033170230.1|DMAU	Ag5r2|NP_524689.2|DMEL
OG0000039	LOC117146886|XP_033169374.1|DMAU	CG32679|NP_727412.2|DMEL
OG0000040	LOC117145128|XP_033166540.1|DMAU	CG17803|NP_650657.2|DMEL
OG0000040	LOC117143448|XP_033164046.1|DMAU	CG6689|NP_650051.1|DMEL
OG0000040	LOC117143449|XP_033164048.1|DMAU	CG4820|NP_001097748.1|DMEL
OG0000040	LOC117144294|XP_033165289.1|DMAU	CG17806|NP_650658.1|DMEL
OG0000040	LOC117144293|XP_033165288.1|DMAU	CG17802|NP_650659.2|DMEL
OG0000040	LOC117143965|XP_033164790.1|DMAU	Odj|NP_650661.1|DMEL
OG0000040	LOC117143756|XP_033164463.1|DMAU	CG1792|NP_651878.1|DMEL
OG0000041	LOC117143749|XP_033164453.1|DMAU	CG31300|NP_651373.2|DMEL
OG0000041	LOC117144930|XP_033166274.1|DMAU	CG11893|NP_651375.1|DMEL
OG0000041	LOC117143589|XP_033164228.1|DMAU	CG13658|NP_651374.2|DMEL
OG0000041	LOC117145103|XP_033166514.1|DMAU	CG31436|NP_733096.1|DMEL
OG0000041	LOC117144174|XP_033165110.1|DMAU	CG13659|NP_651378.1|DMEL
OG0000041	LOC117145105|XP_033166515.1|DMAU	CG31370|NP_733095.2|DMEL
OG0000042	LOC117146870|XP_033169351.1|DMAU	CG34028|NP_001033838.1|DMEL
OG0000042	LOC117138472|XP_033156493.1|DMAU	CG14502|NP_611311.1|DMEL
OG0000042	LOC117138473|XP_033156494.1|DMAU	CG18539|NP_611315.3|DMEL
OG0000042	LOC117138470|XP_033156490.1|DMAU	CG18536|NP_611312.1|DMEL
OG0000042	LOC117138471|XP_033156492.1|DMAU	CG18540|NP_611316.2|DMEL
OG0000043	LOC117143574|XP_033164210.1|DMAU	Ugt302K1|NP_652620.1|DMEL
OG0000043	LOC117143570|XP_033164205.1|DMAU	Ugt302C1|NP_652626.1|DMEL
OG0000043	LOC117143572|XP_033164208.1|DMAU	Ugt302E1|NP_652625.2|DMEL
OG0000043	LOC117143571|XP_033164207.1|DMAU	Ugt35E1|NP_652622.3|DMEL
OG0000043	LOC117143573|XP_033164209.1|DMAU	Ugt35E2|NP_652623.2|DMEL
OG0000043	LOC117145745|XP_033167398.1|DMAU	Ugt35D1|NP_651866.1|DMEL
OG0000043	LOC117143372|XP_033163938.1|DMAU	Ugt35B1|NP_524313.2|DMEL
OG0000044	LOC117143901|XP_033164698.1|DMAU	CG31087|NP_733100.1|DMEL
OG0000044	LOC117143451|XP_033164051.1|DMAU	CG10562|NP_651385.3|DMEL
OG0000044	LOC117145465|XP_033167027.1|DMAU	CHKov1|NP_001097918.1|DMEL
OG0000044	LOC117145163|XP_033166599.1|DMAU	CG10559|NP_651382.2|DMEL
OG0000044	LOC117143590|XP_033164229.1|DMAU	CG10560|NP_651384.2|DMEL
OG0000044	LOC117143652|XP_033164322.1|DMAU	CG10553|NP_651383.1|DMEL
OG0000044	LOC117143435|XP_033164032.1|DMAU	CG6908|NP_650105.1|DMEL
OG0000045	LOC117139739|XP_033158187.1|DMAU	Cpr67Fb|NP_648420.1|DMEL
OG0000045	LOC117140400|XP_033159161.1|DMAU, LOC117139892|XP_033158461.1|DMAU	Cpr67Fa1|NP_648418.1|DMEL, Cpr67Fa2|NP_648419.1|DMEL
