Orthogroup	DMAU.longest_only	DEUG.longest_only
OG0000014	LOC117139678|XP_033158048.1|DMAU, LOC117136459|XP_033153277.1|DMAU	LOC108118096|XP_017086142.1|DEUG
OG0000014	LOC117149978|XP_033172760.1|DMAU	LOC108112994|XP_017078897.1|DEUG
OG0000015	LOC117135278|XP_033151337.1|DMAU	LOC108106955|XP_017069721.1|DEUG
OG0000015	LOC117150915|XP_033173958.1|DMAU	LOC108111565|XP_017076580.1|DEUG
OG0000015	LOC117140156|XP_033158823.1|DMAU	LOC108106912|XP_017069652.1|DEUG, LOC108106885|XP_017069622.1|DEUG, LOC108106894|XP_017069633.1|DEUG
OG0000015	LOC117150376|XP_033173128.1|DMAU	LOC108106913|XP_017069653.1|DEUG, LOC108106877|XP_017069613.1|DEUG
OG0000016	LOC117143253|XP_033163704.1|DMAU	LOC108116882|XP_017084468.1|DEUG
OG0000016	LOC117136077|XP_033152622.1|DMAU	LOC108109063|XP_017072885.1|DEUG
OG0000016	LOC117144517|XP_033165627.1|DMAU	LOC108117273|XP_017085115.1|DEUG
OG0000016	LOC117137377|XP_033154680.1|DMAU	LOC108113063|XP_017078988.1|DEUG
OG0000016	LOC117148789|XP_033172290.1|DMAU	LOC108103209|XP_017064088.1|DEUG
OG0000016	LOC117135957|XP_033152442.1|DMAU	LOC108110347|XP_017074869.1|DEUG
OG0000016	LOC117145868|XP_033167581.1|DMAU	LOC108105551|XP_017067677.1|DEUG
OG0000016	LOC117140134|XP_033158791.1|DMAU	LOC108108726|XP_017072348.1|DEUG
OG0000017	LOC117146549|XP_033168738.1|DMAU	LOC108103426|XP_017064385.1|DEUG
OG0000017	LOC117138274|XP_033156132.1|DMAU	LOC108112627|XP_017078221.1|DEUG
OG0000017	LOC117136736|XP_033153658.1|DMAU	LOC108104154|XP_017065544.1|DEUG
OG0000017	LOC117144510|XP_033165592.1|DMAU	LOC108109558|XP_017073619.1|DEUG
OG0000017	LOC117144630|XP_033165816.1|DMAU	LOC108115927|XP_017083050.1|DEUG
OG0000017	LOC117144632|XP_033165817.1|DMAU	LOC108116012|XP_017083185.1|DEUG
OG0000017	LOC117137416|XP_033154735.1|DMAU	LOC108109233|XP_017073194.1|DEUG
OG0000017	LOC117136539|XP_033153380.1|DMAU	LOC108110339|XP_017074859.1|DEUG
OG0000017	LOC117137415|XP_033154734.1|DMAU	LOC108109231|XP_017073193.1|DEUG
OG0000017	LOC117150949|XP_033174013.1|DMAU, LOC117139948|XP_033158530.1|DMAU	LOC108111034|XP_017075854.1|DEUG
OG0000018	LOC117141482|XP_033160851.1|DMAU	LOC108107531|XP_017070561.1|DEUG
OG0000018	LOC117141483|XP_033160852.1|DMAU	LOC108108164|XP_017071591.1|DEUG
OG0000018	LOC117140972|XP_033160097.1|DMAU, LOC117139215|XP_033157288.1|DMAU	LOC108107530|XP_017070560.1|DEUG
OG0000019	LOC117143233|XP_033163675.1|DMAU	LOC108115822|XP_017082901.1|DEUG
OG0000019	LOC117143237|XP_033163678.1|DMAU	LOC108115824|XP_017082904.1|DEUG
OG0000019	LOC117143236|XP_033163677.1|DMAU	LOC108115825|XP_017082905.1|DEUG
OG0000019	LOC117143229|XP_033163670.1|DMAU	LOC108115829|XP_017082909.1|DEUG
OG0000019	LOC117143234|XP_033163676.1|DMAU	LOC108115823|XP_017082903.1|DEUG
OG0000019	LOC117143231|XP_033163673.1|DMAU	LOC108115820|XP_017082899.1|DEUG
OG0000019	LOC117143232|XP_033163674.1|DMAU	LOC108115821|XP_017082900.1|DEUG
OG0000020	LOC117143636|XP_033164304.1|DMAU	LOC108116051|XP_017083239.1|DEUG
OG0000020	LOC117136475|XP_033153300.1|DMAU	LOC108109261|XP_017073233.1|DEUG
OG0000020	LOC117138462|XP_033156478.1|DMAU	LOC108106073|XP_017068419.1|DEUG, LOC108107101|XP_017069976.1|DEUG
OG0000020	LOC117140141|XP_033158803.1|DMAU	LOC108106167|XP_017068567.1|DEUG
OG0000020	LOC117145918|XP_033167668.1|DMAU	LOC108117182|XP_017084963.1|DEUG
OG0000020	LOC117143368|XP_033163935.1|DMAU	LOC108116455|XP_017083873.1|DEUG
OG0000020	LOC117139836|XP_033158373.1|DMAU	LOC108107046|XP_017069896.1|DEUG
OG0000021	LOC117135318|XP_033151407.1|DMAU	LOC108110545|XP_017075123.1|DEUG
OG0000021	LOC117136145|XP_033152741.1|DMAU	LOC108112706|XP_017078416.1|DEUG
OG0000021	LOC117136571|XP_033153419.1|DMAU	LOC108112288|XP_017077598.1|DEUG
OG0000021	LOC117136553|XP_033153398.1|DMAU	LOC108112285|XP_017077596.1|DEUG
OG0000021	LOC117149951|XP_033172741.1|DMAU, LOC117149949|XP_033172738.1|DMAU	LOC108109877|XP_017074162.1|DEUG
OG0000021	LOC117146855|XP_033169316.1|DMAU	LOC108105026|XP_017066911.1|DEUG
OG0000021	LOC117142241|XP_033161985.1|DMAU	LOC108117533|XP_017085522.1|DEUG
OG0000021	LOC117143646|XP_033164316.1|DMAU	LOC108111770|XP_017076824.1|DEUG
OG0000021	LOC117148061|XP_033171143.1|DMAU	LOC108110043|XP_017074396.1|DEUG
OG0000022	LOC117138252|XP_033156103.1|DMAU	LOC108113005|XP_017078913.1|DEUG
OG0000022	LOC117139751|XP_033158206.1|DMAU	LOC108102780|XP_017063430.1|DEUG
OG0000022	LOC117139201|XP_033157264.1|DMAU, LOC117139199|XP_033157263.1|DMAU, LOC117139197|XP_033157261.1|DMAU	LOC108102800|XP_017063460.1|DEUG, LOC108102799|XP_017063459.1|DEUG, LOC108102798|XP_017063458.1|DEUG
OG0000022	LOC117139203|XP_033157266.1|DMAU	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG
OG0000022	LOC117139198|XP_033157262.1|DMAU	LOC108102797|XP_017063457.1|DEUG
OG0000023	LOC117144284|XP_033165278.1|DMAU	LOC108115114|XP_017081855.1|DEUG
OG0000023	LOC117144282|XP_033165275.1|DMAU	LOC108115052|XP_017081788.1|DEUG
OG0000023	LOC117135977|XP_033152481.1|DMAU	LOC108112507|XP_017077883.1|DEUG
OG0000023	LOC117145126|XP_033166537.1|DMAU	LOC108115111|XP_017081852.1|DEUG
OG0000023	LOC117144278|XP_033165272.1|DMAU	LOC108115051|XP_017081787.1|DEUG
OG0000023	LOC117144775|XP_033166033.1|DMAU	LOC108115158|XP_017081958.1|DEUG
OG0000023	LOC117144277|XP_033165271.1|DMAU	LOC108115110|XP_017081851.1|DEUG
OG0000023	LOC117144765|XP_033166018.1|DMAU	LOC108115157|XP_017081956.1|DEUG
OG0000024	LOC117137467|XP_033154805.1|DMAU	LOC108106508|XP_017069090.1|DEUG
OG0000024	LOC117137468|XP_033154806.1|DMAU, LOC117137469|XP_033154807.1|DMAU	LOC108106507|XP_017069089.1|DEUG, LOC108106762|XP_017069491.1|DEUG
OG0000024	LOC117137862|XP_033155468.1|DMAU	LOC108106506|XP_017069088.1|DEUG
OG0000024	LOC117136255|XP_033152953.1|DMAU	LOC108106500|XP_017069084.1|DEUG
OG0000024	LOC117150619|XP_033173479.1|DMAU	LOC108115421|XP_017082346.1|DEUG
OG0000024	LOC117136506|XP_033153341.1|DMAU	LOC108106503|XP_017069087.1|DEUG
OG0000024	LOC117135440|XP_033151508.1|DMAU	LOC108111932|XP_017077077.1|DEUG
OG0000025	LOC117143378|XP_033163951.1|DMAU	LOC108103147|XP_017064008.1|DEUG
OG0000026	LOC117148470|XP_033171735.1|DMAU	LOC108111839|XP_017076932.1|DEUG
OG0000026	LOC117135160|XP_033151111.1|DMAU	LOC108113449|XP_017079511.1|DEUG
OG0000026	LOC117146899|XP_033169397.1|DMAU	LOC108103585|XP_017064599.1|DEUG
OG0000026	LOC117142902|XP_033163074.1|DMAU	LOC108115320|XP_017082216.1|DEUG, LOC108115238|XP_017082084.1|DEUG
OG0000026	LOC117145491|XP_033167059.1|DMAU	LOC108110172|XP_017074584.1|DEUG
OG0000027	LOC117142835|XP_033162961.1|DMAU	LOC108106863|XP_017069596.1|DEUG
OG0000027	LOC117140739|XP_033159710.1|DMAU	LOC108106871|XP_017069603.1|DEUG
OG0000027	LOC117150817|XP_033173768.1|DMAU	LOC108106870|XP_017069602.1|DEUG
OG0000028	LOC117139373|XP_033157513.1|DMAU	LOC108108455|XP_017071998.1|DEUG
OG0000028	LOC117141110|XP_033160324.1|DMAU	LOC108114276|XP_017080662.1|DEUG
OG0000029	LOC117136167|XP_033152799.1|DMAU	LOC108104771|XP_017066496.1|DEUG
OG0000029	LOC117136614|XP_033153490.1|DMAU, LOC117135122|XP_033151033.1|DMAU	LOC108106174|XP_017068584.1|DEUG
OG0000029	LOC117144854|XP_033166148.1|DMAU	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG
OG0000029	LOC117140740|XP_033159707.1|DMAU	LOC108108451|XP_017071993.1|DEUG
OG0000030	LOC117150768|XP_033173696.1|DMAU	LOC108104028|XP_017065349.1|DEUG
OG0000030	LOC117137293|XP_033154560.1|DMAU	LOC108104049|XP_017065385.1|DEUG
OG0000030	LOC117150769|XP_033173697.1|DMAU	LOC108104046|XP_017065382.1|DEUG
OG0000030	LOC117143350|XP_033163916.1|DMAU	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG
OG0000030	LOC117137054|XP_033154154.1|DMAU	LOC108109021|XP_017072783.1|DEUG
OG0000030	LOC117148684|XP_033172115.1|DMAU	LOC108103318|XP_017064237.1|DEUG
OG0000030	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU	LOC108104999|XP_017066865.1|DEUG
OG0000031	LOC117144354|XP_033165364.1|DMAU, LOC117137476|XP_033154845.1|DMAU	LOC108105113|XP_017067036.1|DEUG
OG0000031	LOC117145782|XP_033167456.1|DMAU	LOC108105166|XP_017067095.1|DEUG
OG0000031	LOC117135426|XP_033151476.1|DMAU	LOC108103077|XP_017063915.1|DEUG, LOC108103075|XP_017063912.1|DEUG
OG0000031	LOC117138977|XP_033156935.1|DMAU	LOC108110532|XP_017075103.1|DEUG, LOC108108070|XP_017071439.1|DEUG
OG0000031	LOC117135570|XP_033151785.1|DMAU	LOC108110574|XP_017075160.1|DEUG
OG0000031	LOC117138460|XP_033156477.1|DMAU	LOC108110535|XP_017075106.1|DEUG
OG0000031	LOC117150913|XP_033173999.1|DMAU	LOC108111003|XP_017075802.1|DEUG
OG0000032	LOC117145857|XP_033167568.1|DMAU	LOC108111801|XP_017076881.1|DEUG
OG0000032	LOC117145495|XP_033167064.1|DMAU	LOC108111712|XP_017076751.1|DEUG
OG0000032	LOC117145861|XP_033167572.1|DMAU	LOC108111717|XP_017076757.1|DEUG
OG0000033	LOC117144719|XP_033165948.1|DMAU	LOC108115913|XP_017083039.1|DEUG
OG0000033	LOC117143209|XP_033163650.1|DMAU	LOC108115445|XP_017082370.1|DEUG
OG0000033	LOC117150287|XP_033172997.1|DMAU	LOC108115429|XP_017082354.1|DEUG
OG0000033	LOC117143200|XP_033163638.1|DMAU	LOC108115417|XP_017082342.1|DEUG
OG0000033	LOC117138299|XP_033156190.1|DMAU	LOC108112609|XP_017078188.1|DEUG
OG0000033	LOC117138297|XP_033156188.1|DMAU	LOC108112610|XP_017078190.1|DEUG
OG0000033	LOC117138298|XP_033156189.1|DMAU	LOC108112608|XP_017078187.1|DEUG
OG0000033	LOC117140273|XP_033158989.1|DMAU	LOC108108576|XP_017072157.1|DEUG
OG0000033	LOC117144413|XP_033165445.1|DMAU, LOC117144938|XP_033166283.1|DMAU	LOC108115098|XP_017081835.1|DEUG
OG0000033	LOC117137789|XP_033155336.1|DMAU	LOC108112351|XP_017077669.1|DEUG
OG0000034	LOC117141167|XP_033160397.1|DMAU	LOC108118404|XP_017086569.1|DEUG
OG0000034	LOC117150484|XP_033173274.1|DMAU	LOC108118408|XP_017086572.1|DEUG
OG0000034	LOC117150483|XP_033173273.1|DMAU	LOC108118494|XP_017086716.1|DEUG
OG0000034	LOC117149319|XP_033172656.1|DMAU	LOC108115439|XP_017082363.1|DEUG
OG0000034	LOC117143947|XP_033164772.1|DMAU	LOC108116805|XP_017084341.1|DEUG
OG0000034	LOC117145446|XP_033166996.1|DMAU	LOC108116981|XP_017084632.1|DEUG
OG0000034	LOC117143867|XP_033164627.1|DMAU	LOC108113407|XP_017079451.1|DEUG
OG0000036	LOC117145150|XP_033166581.1|DMAU	LOC108115061|XP_017081795.1|DEUG
OG0000036	LOC117145004|XP_033166383.1|DMAU	LOC108105599|XP_017067763.1|DEUG
OG0000036	LOC117145915|XP_033167661.1|DMAU	LOC108114960|XP_017081642.1|DEUG
OG0000036	LOC117145828|XP_033167521.1|DMAU, LOC117145827|XP_033167520.1|DMAU	LOC108116661|XP_017084141.1|DEUG
OG0000037	LOC117137024|XP_033154116.1|DMAU	LOC108112000|XP_017077225.1|DEUG
OG0000037	LOC117145239|XP_033166706.1|DMAU	LOC108117112|XP_017084823.1|DEUG
OG0000037	LOC117143582|XP_033164221.1|DMAU	LOC108117111|XP_017084822.1|DEUG
OG0000038	LOC117139364|XP_033157507.1|DMAU	LOC108108735|XP_017072362.1|DEUG
OG0000038	LOC117141232|XP_033160483.1|DMAU	LOC108108809|XP_017072482.1|DEUG
OG0000039	LOC117144249|XP_033165219.1|DMAU	LOC108109615|XP_017073668.1|DEUG
OG0000039	LOC117148457|XP_033171719.1|DMAU	LOC108102893|XP_017063585.1|DEUG
OG0000039	LOC117147454|XP_033170230.1|DMAU	LOC108103025|XP_017063841.1|DEUG
OG0000039	LOC117146886|XP_033169374.1|DMAU	LOC108105051|XP_017066944.1|DEUG
OG0000040	LOC117143448|XP_033164046.1|DMAU	LOC108116469|XP_017083889.1|DEUG
OG0000040	LOC117143449|XP_033164048.1|DMAU	LOC108116470|XP_017083890.1|DEUG
OG0000040	LOC117144294|XP_033165289.1|DMAU	LOC108111562|XP_017076575.1|DEUG
OG0000040	LOC117144293|XP_033165288.1|DMAU	LOC108111560|XP_017076573.1|DEUG
OG0000040	LOC117143965|XP_033164790.1|DMAU	LOC108111548|XP_017076556.1|DEUG
OG0000040	LOC117143756|XP_033164463.1|DMAU	LOC108109350|XP_017073299.1|DEUG
OG0000041	LOC117144930|XP_033166274.1|DMAU	LOC108113782|XP_017079974.1|DEUG
OG0000041	LOC117145103|XP_033166514.1|DMAU	LOC108113689|XP_017079854.1|DEUG
OG0000041	LOC117145105|XP_033166515.1|DMAU	LOC108113801|XP_017079998.1|DEUG
OG0000042	LOC117146870|XP_033169351.1|DMAU	LOC108108093|XP_017071481.1|DEUG
OG0000042	LOC117138472|XP_033156493.1|DMAU	LOC108112378|XP_017077703.1|DEUG
OG0000042	LOC117138473|XP_033156494.1|DMAU	LOC108112385|XP_017077715.1|DEUG
OG0000042	LOC117138470|XP_033156490.1|DMAU	LOC108112383|XP_017077713.1|DEUG
OG0000042	LOC117138471|XP_033156492.1|DMAU	LOC108112384|XP_017077714.1|DEUG
OG0000043	LOC117143570|XP_033164205.1|DMAU	LOC108116482|XP_017083904.1|DEUG
OG0000043	LOC117143572|XP_033164208.1|DMAU	LOC108116483|XP_017083905.1|DEUG
OG0000043	LOC117145149|XP_033166580.1|DMAU	LOC108116504|XP_017083929.1|DEUG
OG0000043	LOC117143571|XP_033164207.1|DMAU	LOC108116497|XP_017083918.1|DEUG
OG0000043	LOC117145745|XP_033167398.1|DMAU	LOC108105204|XP_017067144.1|DEUG
OG0000043	LOC117143372|XP_033163938.1|DMAU	LOC108116498|XP_017083919.1|DEUG
OG0000044	LOC117143901|XP_033164698.1|DMAU	LOC108113702|XP_017079868.1|DEUG
OG0000044	LOC117143451|XP_033164051.1|DMAU	LOC108113679|XP_017079844.1|DEUG
OG0000044	LOC117145465|XP_033167027.1|DMAU	LOC108113668|XP_017079833.1|DEUG
OG0000044	LOC117145163|XP_033166599.1|DMAU	LOC108113686|XP_017079852.1|DEUG
OG0000044	LOC117143590|XP_033164229.1|DMAU	LOC108113695|XP_017079861.1|DEUG
OG0000044	LOC117143652|XP_033164322.1|DMAU	LOC108113682|XP_017079848.1|DEUG
