Orthogroup	DMAU.longest_only	DSIM.longest_only
OG0000003	LOC117136851|XP_033153841.1|DMAU	LOC6734554|XP_039147555.1|DSIM
OG0000003	LOC117137104|XP_033154281.1|DMAU	LOC6733557|XP_016026506.1|DSIM
OG0000003	LOC117137102|XP_033154279.1|DMAU	LOC6733555|XP_039148197.1|DSIM
OG0000003	LOC117138777|XP_033156858.1|DMAU	LOC6731100|XP_002078257.3|DSIM
OG0000007	LOC117141087|XP_033160294.1|DMAU	LOC6738477|XP_016032322.1|DSIM
OG0000007	LOC117142070|XP_033161841.1|DMAU	LOC6736956|XP_002083803.1|DSIM
OG0000007	LOC117140666|XP_033159604.1|DMAU	LOC6736951|XP_016030595.1|DSIM
OG0000007	LOC117139205|XP_033157267.1|DMAU	LOC6736948|XP_039149135.1|DSIM
OG0000007	LOC117140665|XP_033159603.1|DMAU	LOC6736952|XP_002083799.1|DSIM
OG0000007	LOC117150742|XP_033173667.1|DMAU	LOC6731020|XP_002078181.1|DSIM
OG0000007	LOC117136894|XP_033153899.1|DMAU	LOC6733581|XP_002080635.1|DSIM
OG0000007	LOC117143375|XP_033163942.1|DMAU	LOC6730230|XP_002105513.1|DSIM, LOC6740467|XP_002077312.3|DSIM
OG0000007	LOC117144956|XP_033166302.1|DMAU	LOC6730231|XP_002105514.2|DSIM
OG0000007	LOC117143365|XP_033163930.1|DMAU	LOC120284928|XP_039150400.1|DSIM
OG0000007	LOC117143364|XP_033163929.1|DMAU	LOC6730135|XP_039150399.1|DSIM
OG0000007	LOC117139714|XP_033158125.1|DMAU	LOC6731021|XP_002078182.1|DSIM
OG0000007	LOC117139147|XP_033157196.1|DMAU	LOC27206286|XP_016030986.1|DSIM
OG0000007	LOC117139091|XP_033157106.1|DMAU	LOC6731019|XP_002078180.2|DSIM
OG0000007	LOC117142071|XP_033161842.1|DMAU	LOC6736957|XP_016030597.1|DSIM
OG0000007	LOC117142072|XP_033161843.1|DMAU	LOC27207276|XP_016030598.2|DSIM
OG0000008	LOC117142833|XP_033162955.1|DMAU	LOC6727443|XP_016034017.1|DSIM
OG0000008	LOC117140615|XP_033159521.1|DMAU	LOC6736741|XP_002083597.1|DSIM
OG0000008	LOC117140614|XP_033159520.1|DMAU	LOC6736744|XP_016030372.1|DSIM
OG0000008	LOC117150767|XP_033173694.1|DMAU	LOC6732025|XP_039148682.1|DSIM
OG0000008	LOC117140617|XP_033159524.1|DMAU	LOC6736742|XP_002083598.1|DSIM
OG0000008	LOC117147420|XP_033170189.1|DMAU	LOC6725212|XP_002106235.2|DSIM
OG0000008	LOC117145079|XP_033166487.1|DMAU	LOC6726999|XP_039151364.1|DSIM
OG0000008	LOC117144387|XP_033165412.1|DMAU	LOC6726998|XP_016033494.2|DSIM
OG0000008	LOC117143719|XP_033164408.1|DMAU	LOC6726996|XP_002102397.1|DSIM
OG0000008	LOC117144386|XP_033165411.1|DMAU	LOC6726997|XP_002102398.2|DSIM
OG0000008	LOC117143928|XP_033164736.1|DMAU	LOC6726995|XP_002102396.1|DSIM
OG0000009	LOC117145423|XP_033166959.1|DMAU	LOC6727419|XP_002102801.1|DSIM
OG0000009	LOC117143759|XP_033164466.1|DMAU	LOC6727422|XP_002102804.2|DSIM
OG0000009	LOC117145633|XP_033167244.1|DMAU	LOC6727423|XP_016033975.1|DSIM
OG0000009	LOC117145422|XP_033166958.1|DMAU	LOC6727420|XP_002102802.1|DSIM
OG0000009	LOC117141397|XP_033160707.1|DMAU	LOC6736925|XP_002083772.1|DSIM
OG0000009	LOC117141398|XP_033160708.1|DMAU	LOC6736926|XP_002083773.1|DSIM
OG0000009	LOC117136735|XP_033153656.1|DMAU	LOC6736062|XP_002082963.1|DSIM
OG0000009	LOC117143616|XP_033164265.1|DMAU	LOC6728414|XP_016035007.1|DSIM
OG0000009	LOC117135792|XP_033152175.1|DMAU	LOC6734157|XP_002081186.1|DSIM
OG0000009	LOC117138502|XP_033156525.1|DMAU	LOC6734155|XP_002081184.1|DSIM
OG0000009	LOC117138499|XP_033156519.1|DMAU	LOC6734156|XP_002081185.1|DSIM
OG0000010	LOC117142722|XP_033162774.1|DMAU	LOC6740547|XP_039154362.1|DSIM, LOC120285551|XP_039154142.1|DSIM, LOC120285283|XP_039152704.1|DSIM, LOC120285812|XP_039154361.1|DSIM, LOC120285811|XP_039154360.1|DSIM, LOC120285555|XP_039154146.1|DSIM, LOC120285552|XP_039154143.1|DSIM, LOC120285280|XP_039152696.1|DSIM, LOC120285285|XP_039152706.1|DSIM, LOC120285556|XP_039154147.1|DSIM, LOC120285554|XP_039154145.1|DSIM, LOC120285286|XP_039152711.1|DSIM, LOC120285281|XP_039152698.1|DSIM, LOC120285287|XP_039152722.1|DSIM, LOC120285553|XP_039154144.1|DSIM, LOC120285282|XP_039152699.1|DSIM
OG0000011	LOC117148149|XP_033171274.1|DMAU	LOC6730832|XP_016023246.1|DSIM
OG0000011	LOC117148158|XP_033171286.1|DMAU	LOC6730831|XP_002077997.2|DSIM
OG0000011	LOC117138313|XP_033156221.1|DMAU	LOC27207823|XP_016023441.1|DSIM
OG0000011	LOC117140362|XP_033159107.1|DMAU	LOC27206207|XP_039149631.1|DSIM
OG0000011	LOC117142406|XP_033162250.1|DMAU	LOC27207879|XP_016023440.1|DSIM
OG0000011	LOC117150358|XP_033173108.1|DMAU	LOC27208182|XP_016025194.2|DSIM
OG0000011	LOC117135201|XP_033151176.1|DMAU	LOC6732545|XP_016025201.1|DSIM
OG0000011	LOC117148130|XP_033171246.1|DMAU	LOC6725826|XP_016039150.1|DSIM
OG0000011	LOC117148131|XP_033171247.1|DMAU	LOC27206349|XP_016039152.1|DSIM
OG0000011	LOC117141063|XP_033160242.1|DMAU	LOC6737998|XP_002084813.2|DSIM
OG0000011	LOC117141062|XP_033160241.1|DMAU	LOC27206230|XP_016031794.1|DSIM
OG0000011	LOC117143493|XP_033164098.1|DMAU	LOC6728756|XP_002104091.1|DSIM
OG0000012	LOC117136761|XP_033153688.1|DMAU	LOC6735247|XP_016028572.1|DSIM
OG0000012	LOC117136760|XP_033153687.1|DMAU	LOC6735246|XP_016028570.1|DSIM
OG0000012	LOC117136898|XP_033153902.1|DMAU	LOC6735245|XP_016028569.1|DSIM
OG0000012	LOC117137864|XP_033155471.1|DMAU	LOC6735248|XP_016028574.1|DSIM
OG0000012	LOC117137455|XP_033154790.1|DMAU	LOC6735250|XP_002082223.1|DSIM
OG0000012	LOC117136643|XP_033153526.1|DMAU	LOC6735249|XP_016028575.1|DSIM
OG0000012	LOC117136387|XP_033153170.1|DMAU	LOC6734131|XP_002081160.1|DSIM
OG0000012	LOC117136474|XP_033153296.1|DMAU	LOC6734132|XP_016027145.1|DSIM
OG0000012	LOC117136403|XP_033153190.1|DMAU	LOC6734133|XP_002081162.3|DSIM
OG0000012	LOC117138497|XP_033156518.1|DMAU	LOC6734134|XP_016027146.1|DSIM
OG0000012	LOC117137795|XP_033155358.1|DMAU	LOC6734135|XP_002081164.1|DSIM
OG0000012	LOC117137796|XP_033155359.1|DMAU	LOC6734136|XP_016027147.1|DSIM
OG0000013	LOC117136473|XP_033153295.1|DMAU	LOC6734455|XP_002081474.1|DSIM
OG0000013	LOC117148236|XP_033171424.1|DMAU	LOC6725717|XP_016038992.1|DSIM
OG0000013	LOC117142434|XP_033162286.1|DMAU	LOC6728006|XP_016034604.1|DSIM
OG0000013	LOC117141743|XP_033161255.1|DMAU	LOC6737992|XP_016031791.1|DSIM
OG0000013	LOC117143333|XP_033163884.1|DMAU	LOC6728269|XP_002103618.2|DSIM
OG0000013	LOC117142344|XP_033162152.1|DMAU	LOC6729335|XP_016035977.1|DSIM
OG0000013	LOC117145307|XP_033166793.1|DMAU	LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM
OG0000013	LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU	LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM
OG0000014	LOC117149978|XP_033172760.1|DMAU	LOC120285345|XP_039153408.1|DSIM
OG0000015	LOC117135278|XP_033151337.1|DMAU	LOC6732807|XP_002079920.3|DSIM
OG0000015	LOC117150991|XP_033174086.1|DMAU	LOC6730910|XP_002078074.1|DSIM
OG0000015	LOC117150915|XP_033173958.1|DMAU	LOC6730642|XP_002077813.2|DSIM
OG0000015	LOC117143744|XP_033164450.1|DMAU	LOC6739194|XP_002076105.3|DSIM
OG0000015	LOC117140156|XP_033158823.1|DMAU	LOC6731349|XP_002078505.1|DSIM
OG0000015	LOC117150376|XP_033173128.1|DMAU	LOC6731405|XP_002078558.1|DSIM
OG0000015	LOC117137056|XP_033154159.1|DMAU	LOC27206160|XP_016027033.1|DSIM
OG0000016	LOC117143253|XP_033163704.1|DMAU	LOC6728214|XP_016034853.1|DSIM
OG0000016	LOC117136077|XP_033152622.1|DMAU	LOC6735456|XP_002082396.1|DSIM
OG0000016	LOC117144517|XP_033165627.1|DMAU	LOC6728317|XP_002103666.1|DSIM
OG0000016	LOC117137377|XP_033154680.1|DMAU	LOC6734815|XP_016028043.1|DSIM
OG0000016	LOC117148789|XP_033172290.1|DMAU	LOC6725225|XP_016038239.1|DSIM
OG0000016	LOC117135957|XP_033152442.1|DMAU	LOC6733183|XP_016026067.1|DSIM
OG0000016	LOC117145868|XP_033167581.1|DMAU	LOC6727955|XP_016034553.1|DSIM
OG0000016	LOC117140134|XP_033158791.1|DMAU	LOC6739089|XP_016032930.1|DSIM
OG0000017	LOC117146549|XP_033168738.1|DMAU	LOC6740020|XP_002076907.2|DSIM
OG0000017	LOC117138274|XP_033156132.1|DMAU	LOC6733445|XP_002080502.2|DSIM
OG0000017	LOC117136736|XP_033153658.1|DMAU	LOC6733173|XP_002080249.1|DSIM
OG0000017	LOC117144510|XP_033165592.1|DMAU	LOC6740754|XP_016035626.1|DSIM
OG0000017	LOC117144632|XP_033165817.1|DMAU	LOC6729887|XP_002105190.2|DSIM
OG0000017	LOC117137416|XP_033154735.1|DMAU	LOC6735880|XP_002082790.1|DSIM
OG0000017	LOC117136539|XP_033153380.1|DMAU	LOC6733175|XP_002080251.2|DSIM
OG0000017	LOC117137415|XP_033154734.1|DMAU	LOC6735881|XP_002082791.1|DSIM
OG0000017	LOC117150949|XP_033174013.1|DMAU	LOC6730585|XP_016023026.1|DSIM
OG0000017	LOC117139948|XP_033158530.1|DMAU	LOC6730584|XP_002077763.1|DSIM
OG0000018	LOC117141482|XP_033160851.1|DMAU	LOC6736983|XP_002083830.1|DSIM
OG0000018	LOC117141483|XP_033160852.1|DMAU	LOC6736982|XP_002083829.1|DSIM
OG0000018	LOC117140972|XP_033160097.1|DMAU, LOC117139215|XP_033157288.1|DMAU	LOC6736975|XP_002083822.1|DSIM
OG0000019	LOC117143233|XP_033163675.1|DMAU	LOC6729811|XP_002105114.1|DSIM
OG0000019	LOC117143237|XP_033163678.1|DMAU	LOC6729810|XP_002105113.1|DSIM
OG0000019	LOC117143236|XP_033163677.1|DMAU	LOC27208716|XP_016036498.1|DSIM
OG0000019	LOC117143229|XP_033163670.1|DMAU	LOC6729806|XP_002105109.2|DSIM
OG0000019	LOC117143234|XP_033163676.1|DMAU	LOC6729809|XP_002105112.1|DSIM
OG0000019	LOC117143231|XP_033163673.1|DMAU	LOC6729812|XP_002105115.1|DSIM
OG0000019	LOC117143232|XP_033163674.1|DMAU	LOC6729813|XP_002105116.1|DSIM
OG0000020	LOC117143636|XP_033164304.1|DMAU	LOC6730019|XP_002105313.2|DSIM
OG0000020	LOC117136475|XP_033153300.1|DMAU	LOC6735524|XP_016028869.1|DSIM
OG0000020	LOC117139859|XP_033158405.1|DMAU	LOC27207807|XP_039147183.1|DSIM
OG0000020	LOC117138462|XP_033156478.1|DMAU	LOC6733705|XP_002080752.3|DSIM
OG0000020	LOC117140141|XP_033158803.1|DMAU	LOC6731489|XP_016024167.1|DSIM
OG0000020	LOC117145918|XP_033167668.1|DMAU	LOC6727407|XP_016033953.2|DSIM
OG0000020	LOC117143368|XP_033163935.1|DMAU	LOC6728507|XP_016035147.1|DSIM
OG0000020	LOC117135687|XP_033151982.1|DMAU	LOC6733023|XP_016025710.1|DSIM
OG0000020	LOC117139836|XP_033158373.1|DMAU	LOC6732748|XP_016025473.2|DSIM
OG0000021	LOC117135318|XP_033151407.1|DMAU	LOC6730820|XP_002077987.1|DSIM
OG0000021	LOC117136145|XP_033152741.1|DMAU	LOC6735639|XP_002082557.1|DSIM
OG0000021	LOC117136571|XP_033153419.1|DMAU	LOC6739483|XP_002076381.1|DSIM
OG0000021	LOC117136553|XP_033153398.1|DMAU	LOC27206609|XP_016028304.1|DSIM
OG0000021	LOC117146855|XP_033169316.1|DMAU	LOC6725592|XP_039153232.1|DSIM
OG0000021	LOC117142241|XP_033161985.1|DMAU	LOC6729419|XP_002104734.2|DSIM
OG0000021	LOC117143646|XP_033164316.1|DMAU	LOC6728358|XP_016034980.1|DSIM
OG0000021	LOC117148061|XP_033171143.1|DMAU	LOC6726014|XP_016039394.1|DSIM
OG0000022	LOC117138252|XP_033156103.1|DMAU	LOC27206614|XP_039147853.1|DSIM
OG0000022	LOC117139751|XP_033158206.1|DMAU	LOC6736292|XP_002083176.1|DSIM
OG0000022	LOC117139201|XP_033157264.1|DMAU	LOC27207162|XP_016029777.2|DSIM
OG0000022	LOC117139199|XP_033157263.1|DMAU	LOC120284703|XP_039149016.1|DSIM
OG0000022	LOC117139197|XP_033157261.1|DMAU	LOC6736296|XP_002083180.1|DSIM
OG0000022	LOC117139203|XP_033157266.1|DMAU	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM
OG0000022	LOC117139198|XP_033157262.1|DMAU	LOC27207148|XP_016029776.1|DSIM
OG0000023	LOC117144283|XP_033165277.1|DMAU	LOC6727100|XP_002102493.1|DSIM
OG0000023	LOC117144284|XP_033165278.1|DMAU	LOC6727104|XP_002102497.2|DSIM
OG0000023	LOC117144282|XP_033165275.1|DMAU	LOC6727107|XP_016033584.1|DSIM
OG0000023	LOC117135977|XP_033152481.1|DMAU	LOC6735713|XP_002082629.1|DSIM
OG0000023	LOC117145126|XP_033166537.1|DMAU	LOC6727106|XP_039151383.1|DSIM
OG0000023	LOC117144278|XP_033165272.1|DMAU	LOC6727099|XP_002102492.1|DSIM
OG0000023	LOC117144775|XP_033166033.1|DMAU	LOC6727095|XP_016033580.1|DSIM
OG0000023	LOC117144277|XP_033165271.1|DMAU	LOC6727097|XP_002102490.1|DSIM
OG0000023	LOC117144765|XP_033166018.1|DMAU	LOC6727094|XP_016033578.1|DSIM
OG0000024	LOC117137467|XP_033154805.1|DMAU	LOC6733991|XP_002081035.1|DSIM
OG0000024	LOC117137468|XP_033154806.1|DMAU, LOC117137469|XP_033154807.1|DMAU	LOC120284488|XP_039148839.1|DSIM, LOC6739389|XP_002076289.1|DSIM
OG0000024	LOC117137862|XP_033155468.1|DMAU	LOC27209398|XP_016027021.1|DSIM
OG0000024	LOC117136255|XP_033152953.1|DMAU	LOC6733990|XP_002081034.2|DSIM
OG0000024	LOC117150619|XP_033173479.1|DMAU	LOC6732909|XP_002080014.1|DSIM
OG0000024	LOC117136506|XP_033153341.1|DMAU	LOC6733989|XP_002081033.1|DSIM
OG0000024	LOC117135440|XP_033151508.1|DMAU	LOC6739427|XP_002076329.1|DSIM
OG0000025	LOC117143378|XP_033163951.1|DMAU	LOC27207833|XP_016038650.1|DSIM
OG0000025	LOC117149935|XP_033172728.1|DMAU	LOC120285798|XP_039154348.1|DSIM
OG0000026	LOC117148470|XP_033171735.1|DMAU	LOC6725654|XP_002106661.1|DSIM
OG0000026	LOC117135160|XP_033151111.1|DMAU	LOC6731167|XP_002078325.1|DSIM
OG0000026	LOC117146899|XP_033169397.1|DMAU	LOC6725713|XP_002106716.1|DSIM
OG0000026	LOC117142902|XP_033163074.1|DMAU	LOC6726897|XP_002102299.1|DSIM
OG0000026	LOC117145491|XP_033167059.1|DMAU	LOC6727211|XP_002102603.1|DSIM
OG0000027	LOC117142835|XP_033162961.1|DMAU	LOC6731383|XP_002078536.1|DSIM
OG0000027	LOC117140739|XP_033159710.1|DMAU	LOC6731386|XP_002078539.1|DSIM
OG0000027	LOC117150817|XP_033173768.1|DMAU	LOC6731384|XP_002078537.1|DSIM
OG0000028	LOC117139373|XP_033157513.1|DMAU	LOC6738680|XP_039149230.1|DSIM
OG0000028	LOC117139371|XP_033157510.1|DMAU, LOC117139372|XP_033157511.1|DMAU	LOC6738681|XP_016032508.2|DSIM, LOC120284827|XP_039150150.1|DSIM
OG0000028	LOC117141110|XP_033160324.1|DMAU	LOC120284696|XP_039148939.1|DSIM
OG0000029	LOC117145028|XP_033166421.1|DMAU	LOC6739710|XP_002076603.1|DSIM
OG0000029	LOC117136167|XP_033152799.1|DMAU	LOC6733757|XP_002080801.1|DSIM
OG0000029	LOC117136614|XP_033153490.1|DMAU	LOC6735151|XP_002082126.1|DSIM
OG0000029	LOC117135122|XP_033151033.1|DMAU	LOC6731526|XP_002078674.1|DSIM
OG0000029	LOC117144854|XP_033166148.1|DMAU	LOC6728974|XP_002104302.1|DSIM
OG0000029	LOC117140740|XP_033159707.1|DMAU	LOC27208471|XP_016032409.1|DSIM
OG0000030	LOC117150768|XP_033173696.1|DMAU	LOC6732024|XP_016024722.1|DSIM
OG0000030	LOC117137293|XP_033154560.1|DMAU	LOC6732022|XP_002079155.1|DSIM
OG0000030	LOC117150769|XP_033173697.1|DMAU	LOC6732023|XP_002079156.1|DSIM
OG0000030	LOC117143350|XP_033163916.1|DMAU	LOC6730745|XP_002077913.2|DSIM
OG0000030	LOC117137054|XP_033154154.1|DMAU	LOC6735876|XP_002082786.1|DSIM
OG0000030	LOC117148684|XP_033172115.1|DMAU	LOC27208281|XP_039152536.1|DSIM
OG0000030	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU	LOC6740355|XP_002077222.1|DSIM
OG0000031	LOC117144354|XP_033165364.1|DMAU	LOC6732472|XP_016025109.1|DSIM
OG0000031	LOC117137476|XP_033154845.1|DMAU	LOC27206502|XP_016025100.2|DSIM
OG0000031	LOC117145782|XP_033167456.1|DMAU	LOC6732447|XP_002079568.2|DSIM
OG0000031	LOC117138977|XP_033156935.1|DMAU	LOC6736718|XP_002083574.1|DSIM
OG0000031	LOC117135570|XP_033151785.1|DMAU	LOC6730782|XP_002077950.2|DSIM
OG0000031	LOC117138460|XP_033156477.1|DMAU	LOC6733504|XP_016026473.1|DSIM
OG0000031	LOC117150913|XP_033173999.1|DMAU	LOC6731777|XP_016024472.1|DSIM
OG0000032	LOC117145857|XP_033167568.1|DMAU	LOC6728385|XP_016034993.2|DSIM
OG0000032	LOC117145495|XP_033167064.1|DMAU	LOC6728379|XP_016034990.1|DSIM
OG0000032	LOC117145862|XP_033167573.1|DMAU	LOC6728383|XP_002103731.2|DSIM
OG0000033	LOC117144719|XP_033165948.1|DMAU	LOC6729955|XP_039150847.1|DSIM
OG0000033	LOC117143209|XP_033163650.1|DMAU	LOC6732999|XP_002080078.1|DSIM
OG0000033	LOC117150287|XP_033172997.1|DMAU	LOC6733000|XP_016025683.2|DSIM
OG0000033	LOC117143200|XP_033163638.1|DMAU	LOC6732998|XP_016025682.1|DSIM
OG0000033	LOC117138299|XP_033156190.1|DMAU	LOC6733292|XP_016026219.1|DSIM
OG0000033	LOC117138297|XP_033156188.1|DMAU	LOC6733291|XP_002080354.2|DSIM
OG0000033	LOC117138298|XP_033156189.1|DMAU	LOC6733297|XP_016026220.1|DSIM
OG0000033	LOC117140273|XP_033158989.1|DMAU	LOC6738496|XP_002085302.1|DSIM
OG0000033	LOC117144413|XP_033165445.1|DMAU	LOC6727186|XP_002102578.1|DSIM
OG0000033	LOC117144938|XP_033166283.1|DMAU	LOC6727187|XP_002102579.2|DSIM
OG0000033	LOC117137789|XP_033155336.1|DMAU	LOC6734776|XP_002081779.1|DSIM
OG0000033	LOC117137724|XP_033155189.1|DMAU	LOC6734775|XP_016027979.1|DSIM
OG0000034	LOC117138566|XP_033156617.1|DMAU	LOC6734824|XP_002081826.2|DSIM
OG0000034	LOC117141167|XP_033160397.1|DMAU	LOC6732560|XP_002079679.3|DSIM
OG0000034	LOC117150484|XP_033173274.1|DMAU	LOC6732561|XP_002079680.1|DSIM
OG0000034	LOC117150483|XP_033173273.1|DMAU	LOC27209034|XP_016025242.1|DSIM
OG0000034	LOC117149319|XP_033172656.1|DMAU	LOC6732919|XP_002080023.2|DSIM
OG0000034	LOC117143947|XP_033164772.1|DMAU	LOC6728308|XP_016034943.1|DSIM
OG0000034	LOC117145446|XP_033166996.1|DMAU	LOC6728309|XP_016034944.1|DSIM
OG0000034	LOC117143867|XP_033164627.1|DMAU	LOC6731186|XP_002078345.3|DSIM
OG0000035	LOC117143714|XP_033164404.1|DMAU	LOC120284386|XP_039147746.1|DSIM
OG0000035	LOC117150075|XP_033172814.1|DMAU, LOC117150140|XP_033172837.1|DMAU	LOC120284470|XP_039148696.1|DSIM, LOC120284948|XP_039150575.1|DSIM, LOC120284253|XP_039147185.1|DSIM
OG0000035	LOC117141067|XP_033160256.1|DMAU	LOC120285443|XP_039154113.1|DSIM
OG0000036	LOC117145150|XP_033166581.1|DMAU	LOC6727116|XP_002102509.1|DSIM
OG0000036	LOC117145004|XP_033166383.1|DMAU	LOC6727985|XP_002103337.2|DSIM
OG0000036	LOC117145915|XP_033167661.1|DMAU	LOC6726665|XP_039151600.1|DSIM
OG0000036	LOC117145828|XP_033167521.1|DMAU	LOC6729259|XP_016035909.1|DSIM
OG0000036	LOC117145827|XP_033167520.1|DMAU	LOC6729260|XP_002104580.2|DSIM
OG0000037	LOC117137024|XP_033154116.1|DMAU	LOC6735171|XP_016028454.1|DSIM
OG0000037	LOC117145239|XP_033166706.1|DMAU	LOC6727491|XP_002102871.2|DSIM
OG0000037	LOC117143582|XP_033164221.1|DMAU	LOC6727490|XP_002102870.2|DSIM
OG0000038	LOC117139364|XP_033157507.1|DMAU	LOC6738693|XP_002085495.1|DSIM
OG0000038	LOC117141232|XP_033160483.1|DMAU	LOC6738696|XP_016032514.1|DSIM
OG0000039	LOC117144249|XP_033165219.1|DMAU	LOC6726964|XP_002102366.2|DSIM
OG0000039	LOC117148457|XP_033171719.1|DMAU	LOC27207643|XP_016039311.1|DSIM
