Orthogroup	DMAU.longest_only	DSUZ.longest_only
OG0000002	LOC117135906|XP_033152363.1|DMAU	LOC108009087|XP_016928633.1|DSUZ
OG0000002	LOC117149870|XP_033172720.1|DMAU	LOC108011106|XP_016931667.2|DSUZ
OG0000002	LOC117140283|XP_033159002.1|DMAU	LOC108005613|XP_016924412.2|DSUZ, LOC108007472|XP_016926646.1|DSUZ, LOC108006207|XP_036671750.1|DSUZ, LOC108005528|XP_016924310.2|DSUZ, LOC108006739|XP_016925771.1|DSUZ, LOC108005537|XP_016924320.2|DSUZ
OG0000003	LOC117136850|XP_033153839.1|DMAU	LOC108008945|XP_016928345.1|DSUZ
OG0000003	LOC117137895|XP_033155524.1|DMAU	LOC108008944|XP_016928343.1|DSUZ
OG0000003	LOC117145313|XP_033166799.1|DMAU	LOC118877697|XP_036673424.1|DSUZ
OG0000003	LOC117137897|XP_033155527.1|DMAU	LOC108008943|XP_016928342.1|DSUZ
OG0000003	LOC117136364|XP_033153130.1|DMAU	LOC108018006|XP_016940848.1|DSUZ
OG0000003	LOC117136849|XP_033153838.1|DMAU	LOC108008948|XP_016928348.1|DSUZ
OG0000003	LOC117138513|XP_033156538.1|DMAU	LOC108008947|XP_016928347.2|DSUZ
OG0000003	LOC117137674|XP_033155124.1|DMAU	LOC108008946|XP_016928346.1|DSUZ, LOC108008150|XP_016927428.2|DSUZ
OG0000003	LOC117136851|XP_033153841.1|DMAU	LOC108008950|XP_016928350.1|DSUZ
OG0000003	LOC117137104|XP_033154281.1|DMAU	LOC108019593|XP_016942923.1|DSUZ
OG0000003	LOC117137102|XP_033154279.1|DMAU	LOC108019592|XP_016942921.1|DSUZ
OG0000003	LOC117137103|XP_033154280.1|DMAU	LOC108019594|XP_016942924.1|DSUZ
OG0000003	LOC117138777|XP_033156858.1|DMAU	LOC108007096|XP_016926191.1|DSUZ
OG0000007	LOC117141087|XP_033160294.1|DMAU	LOC108004804|XP_016923359.1|DSUZ
OG0000007	LOC117142070|XP_033161841.1|DMAU	LOC108013025|XP_016934104.1|DSUZ
OG0000007	LOC117140666|XP_033159604.1|DMAU	LOC108012496|XP_016933394.1|DSUZ
OG0000007	LOC117139205|XP_033157267.1|DMAU	LOC108012427|XP_016933279.1|DSUZ
OG0000007	LOC117140665|XP_033159603.1|DMAU	LOC108013028|XP_016934108.1|DSUZ
OG0000007	LOC117150742|XP_033173667.1|DMAU	LOC118879795|XP_036678702.1|DSUZ
OG0000007	LOC117136894|XP_033153899.1|DMAU	LOC108019834|XP_016943342.1|DSUZ
OG0000007	LOC117143375|XP_033163942.1|DMAU, LOC117144956|XP_033166302.1|DMAU	LOC108017241|XP_036675632.1|DSUZ
OG0000007	LOC117139714|XP_033158125.1|DMAU	LOC118876800|XP_036668611.1|DSUZ
OG0000007	LOC117139147|XP_033157196.1|DMAU	LOC108012354|XP_016933195.2|DSUZ
OG0000007	LOC117139091|XP_033157106.1|DMAU	LOC108009076|XP_016928638.2|DSUZ, LOC108021082|XP_016945089.1|DSUZ, LOC108006463|XP_036673918.1|DSUZ
OG0000007	LOC117142072|XP_033161843.1|DMAU	LOC108013030|XP_016934110.1|DSUZ
OG0000008	LOC117142833|XP_033162955.1|DMAU	LOC108014183|XP_016935707.1|DSUZ
OG0000008	LOC117140615|XP_033159521.1|DMAU	LOC108020044|XP_016943629.1|DSUZ
OG0000008	LOC117140614|XP_033159520.1|DMAU	LOC118877368|XP_036671791.1|DSUZ
OG0000008	LOC117150767|XP_033173694.1|DMAU	LOC108007042|XP_016926141.1|DSUZ
OG0000008	LOC117140617|XP_033159524.1|DMAU	LOC108020009|XP_016943583.1|DSUZ
OG0000008	LOC117147420|XP_033170189.1|DMAU	LOC108011129|XP_016931690.1|DSUZ
OG0000008	LOC117144387|XP_033165412.1|DMAU	LOC108014245|XP_016935771.2|DSUZ
OG0000008	LOC117143719|XP_033164408.1|DMAU	LOC108006378|XP_036675047.1|DSUZ
OG0000008	LOC117144386|XP_033165411.1|DMAU	LOC108014237|XP_016935761.1|DSUZ
OG0000008	LOC117143928|XP_033164736.1|DMAU	LOC118878011|XP_036674950.1|DSUZ
OG0000009	LOC117145423|XP_033166959.1|DMAU	LOC108014185|XP_016935709.1|DSUZ
OG0000009	LOC117143759|XP_033164466.1|DMAU	LOC108014181|XP_016935705.2|DSUZ
OG0000009	LOC117145633|XP_033167244.1|DMAU	LOC108015574|XP_036672879.1|DSUZ
OG0000009	LOC117145422|XP_033166958.1|DMAU	LOC108014176|XP_016935699.1|DSUZ
OG0000009	LOC117141397|XP_033160707.1|DMAU	LOC108011415|XP_036670407.1|DSUZ
OG0000009	LOC117136735|XP_033153656.1|DMAU	LOC108008708|XP_016928093.1|DSUZ
OG0000009	LOC117143616|XP_033164265.1|DMAU	LOC108019245|XP_036673765.1|DSUZ
OG0000009	LOC117135792|XP_033152175.1|DMAU	LOC108008467|XP_016927811.1|DSUZ
OG0000009	LOC117138502|XP_033156525.1|DMAU, LOC117138499|XP_033156519.1|DMAU	LOC108008503|XP_016927857.1|DSUZ
OG0000010	LOC117142722|XP_033162774.1|DMAU	LOC118879263|XP_036678039.1|DSUZ, LOC118879266|XP_036678043.1|DSUZ, LOC108016332|XP_016938457.1|DSUZ, LOC118879649|XP_036678437.1|DSUZ, LOC118877307|XP_036671358.1|DSUZ, LOC118879648|XP_036678436.1|DSUZ, LOC118879264|XP_036678040.1|DSUZ, LOC118879265|XP_036678041.1|DSUZ, LOC118879650|XP_036678438.1|DSUZ, LOC118879272|XP_036678049.1|DSUZ, LOC108014626|XP_016936278.1|DSUZ, LOC118879273|XP_036678050.1|DSUZ, LOC118878854|XP_036677774.1|DSUZ, LOC118877836|XP_036673914.1|DSUZ
OG0000011	LOC117148149|XP_033171274.1|DMAU	LOC108021665|XP_016945968.1|DSUZ, LOC108006696|XP_016925727.1|DSUZ, LOC108021664|XP_016945967.1|DSUZ, LOC108009075|XP_016928585.1|DSUZ
OG0000011	LOC117148158|XP_033171286.1|DMAU	LOC108010267|XP_016930620.1|DSUZ
OG0000011	LOC117138313|XP_033156221.1|DMAU	LOC108007943|XP_016927205.1|DSUZ
OG0000011	LOC117140362|XP_033159107.1|DMAU	LOC108011057|XP_016931608.2|DSUZ
OG0000011	LOC117150358|XP_033173108.1|DMAU	LOC108020156|XP_036668757.1|DSUZ
OG0000011	LOC117135201|XP_033151176.1|DMAU	LOC108014635|XP_016936289.1|DSUZ
OG0000011	LOC117148130|XP_033171246.1|DMAU, LOC117148131|XP_033171247.1|DMAU	LOC108005222|XP_016923902.1|DSUZ
OG0000011	LOC117141063|XP_033160242.1|DMAU	LOC108012408|XP_016933257.1|DSUZ
OG0000011	LOC117141062|XP_033160241.1|DMAU	LOC108012407|XP_016933256.1|DSUZ
OG0000011	LOC117143493|XP_033164098.1|DMAU	LOC118877899|XP_036674305.1|DSUZ
OG0000012	LOC117136761|XP_033153688.1|DMAU	LOC108010292|XP_016930652.1|DSUZ
OG0000012	LOC117136760|XP_033153687.1|DMAU	LOC108009919|XP_016930137.1|DSUZ
OG0000012	LOC117136898|XP_033153902.1|DMAU	LOC108009918|XP_016930133.2|DSUZ
OG0000012	LOC117137864|XP_033155471.1|DMAU	LOC108010305|XP_016930677.1|DSUZ
OG0000012	LOC117137455|XP_033154790.1|DMAU	LOC108008112|XP_016927391.1|DSUZ
OG0000012	LOC117136643|XP_033153526.1|DMAU	LOC108008893|XP_036669248.1|DSUZ
OG0000012	LOC117136387|XP_033153170.1|DMAU	LOC108008513|XP_016927870.1|DSUZ
OG0000012	LOC117136474|XP_033153296.1|DMAU	LOC108008168|XP_036669662.1|DSUZ
OG0000012	LOC117136403|XP_033153190.1|DMAU	LOC108009570|XP_016929524.1|DSUZ
OG0000012	LOC117138497|XP_033156518.1|DMAU	LOC108009572|XP_016929528.1|DSUZ
OG0000012	LOC117137795|XP_033155358.1|DMAU	LOC108009569|XP_016929521.1|DSUZ
OG0000012	LOC117137796|XP_033155359.1|DMAU	LOC108009571|XP_016929527.1|DSUZ
OG0000013	LOC117136473|XP_033153295.1|DMAU	LOC108009479|XP_016929350.1|DSUZ
OG0000013	LOC117148236|XP_033171424.1|DMAU	LOC108005296|XP_016923987.1|DSUZ
OG0000013	LOC117142434|XP_033162286.1|DMAU	LOC108004911|XP_016923486.2|DSUZ
OG0000013	LOC117141743|XP_033161255.1|DMAU	LOC108012921|XP_016933934.1|DSUZ
OG0000013	LOC117143333|XP_033163884.1|DMAU	LOC108018484|XP_016941530.2|DSUZ
OG0000013	LOC117142344|XP_033162152.1|DMAU	LOC108015759|XP_036673283.1|DSUZ
OG0000013	LOC117145307|XP_033166793.1|DMAU, LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU	LOC108007391|XP_016926534.2|DSUZ
OG0000014	LOC117149978|XP_033172760.1|DMAU	LOC118879246|XP_036678025.1|DSUZ
OG0000014	LOC117150378|XP_033173130.1|DMAU	LOC118878508|XP_036677404.1|DSUZ, LOC118878474|XP_036677365.1|DSUZ
OG0000015	LOC117135278|XP_033151337.1|DMAU	LOC108016959|XP_016939387.2|DSUZ
OG0000015	LOC117150991|XP_033174086.1|DMAU	LOC108009237|XP_016928898.1|DSUZ
OG0000015	LOC117150915|XP_033173958.1|DMAU	LOC108010739|XP_036668651.1|DSUZ, LOC108012550|XP_016933490.1|DSUZ
OG0000015	LOC117143744|XP_033164450.1|DMAU	LOC108010859|XP_016931327.1|DSUZ
OG0000015	LOC117140156|XP_033158823.1|DMAU	LOC108009429|XP_016929253.1|DSUZ
OG0000015	LOC117150376|XP_033173128.1|DMAU	LOC108018900|XP_016941980.1|DSUZ
OG0000015	LOC117137056|XP_033154159.1|DMAU	LOC108010103|XP_016930413.1|DSUZ
OG0000016	LOC117143253|XP_033163704.1|DMAU	LOC118877550|XP_036672553.1|DSUZ, LOC108019413|XP_016942724.1|DSUZ
OG0000016	LOC117136077|XP_033152622.1|DMAU	LOC108009286|XP_016929004.1|DSUZ
OG0000016	LOC117144517|XP_033165627.1|DMAU	LOC108008079|XP_016927358.2|DSUZ
OG0000016	LOC117137377|XP_033154680.1|DMAU	LOC108009982|XP_016930246.1|DSUZ
OG0000016	LOC117148789|XP_033172290.1|DMAU	LOC108011133|XP_016931695.1|DSUZ
OG0000016	LOC117135957|XP_033152442.1|DMAU	LOC108010965|XP_016931470.1|DSUZ
OG0000016	LOC117145868|XP_033167581.1|DMAU	LOC108006430|XP_016925443.1|DSUZ
OG0000016	LOC117140134|XP_033158791.1|DMAU	LOC108007764|XP_016927008.1|DSUZ
OG0000017	LOC117146549|XP_033168738.1|DMAU	LOC108018993|XP_036676279.1|DSUZ
OG0000017	LOC117138274|XP_033156132.1|DMAU	LOC108009448|XP_016929291.1|DSUZ
OG0000017	LOC117136736|XP_033153658.1|DMAU	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ
OG0000017	LOC117144510|XP_033165592.1|DMAU	LOC108006071|XP_036673105.1|DSUZ
OG0000017	LOC117144632|XP_033165817.1|DMAU	LOC108015782|XP_016937825.2|DSUZ
OG0000017	LOC117137416|XP_033154735.1|DMAU	LOC108009905|XP_016930117.1|DSUZ
OG0000017	LOC117136539|XP_033153380.1|DMAU	LOC108019403|XP_016942713.1|DSUZ
OG0000017	LOC117137415|XP_033154734.1|DMAU	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ
OG0000017	LOC117150949|XP_033174013.1|DMAU, LOC117139948|XP_033158530.1|DMAU	LOC108010173|XP_036669903.1|DSUZ
OG0000018	LOC117141482|XP_033160851.1|DMAU	LOC108012644|XP_016933559.1|DSUZ
OG0000018	LOC117141483|XP_033160852.1|DMAU	LOC108012663|XP_016933579.1|DSUZ
OG0000018	LOC117140972|XP_033160097.1|DMAU, LOC117139215|XP_033157288.1|DMAU	LOC108012675|XP_016933591.2|DSUZ
OG0000019	LOC117143233|XP_033163675.1|DMAU	LOC108016142|XP_016938246.1|DSUZ
OG0000019	LOC117143237|XP_033163678.1|DMAU	LOC108016122|XP_036675619.1|DSUZ
OG0000019	LOC117143236|XP_033163677.1|DMAU	LOC118878133|XP_036675618.1|DSUZ, LOC108016148|XP_016938252.2|DSUZ
OG0000019	LOC117143229|XP_033163670.1|DMAU	LOC108016158|XP_036675606.1|DSUZ
OG0000019	LOC117143234|XP_033163676.1|DMAU	LOC108016141|XP_016938245.1|DSUZ
OG0000019	LOC117143231|XP_033163673.1|DMAU	LOC108016139|XP_016938240.1|DSUZ
OG0000019	LOC117143232|XP_033163674.1|DMAU	LOC108016146|XP_016938250.2|DSUZ
OG0000020	LOC117143636|XP_033164304.1|DMAU	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ
OG0000020	LOC117136475|XP_033153300.1|DMAU	LOC108009233|XP_016928887.1|DSUZ
OG0000020	LOC117139859|XP_033158405.1|DMAU	LOC108013616|XP_036668598.1|DSUZ, LOC118877588|XP_036672754.1|DSUZ, LOC108016353|XP_036675239.1|DSUZ
OG0000020	LOC117138462|XP_033156478.1|DMAU	LOC108010328|XP_016930743.1|DSUZ
OG0000020	LOC117140141|XP_033158803.1|DMAU	LOC108021143|XP_036673557.1|DSUZ
OG0000020	LOC117145918|XP_033167668.1|DMAU	LOC108015714|XP_036672549.1|DSUZ
OG0000020	LOC117143368|XP_033163935.1|DMAU	LOC108010610|XP_036674725.1|DSUZ
OG0000020	LOC117135687|XP_033151982.1|DMAU	LOC108021708|XP_016946031.1|DSUZ
OG0000020	LOC117139836|XP_033158373.1|DMAU	LOC108021147|XP_016945207.1|DSUZ
OG0000021	LOC117135318|XP_033151407.1|DMAU	LOC108015921|XP_016937993.1|DSUZ
OG0000021	LOC117136145|XP_033152741.1|DMAU	LOC108009589|XP_016929550.1|DSUZ
OG0000021	LOC117136571|XP_033153419.1|DMAU	LOC108009874|XP_016930066.1|DSUZ
OG0000021	LOC117136553|XP_033153398.1|DMAU	LOC108008720|XP_016928109.1|DSUZ
OG0000021	LOC117146855|XP_033169316.1|DMAU	LOC108012220|XP_036675724.1|DSUZ
OG0000021	LOC117142241|XP_033161985.1|DMAU	LOC108006427|XP_036673222.1|DSUZ
OG0000021	LOC117143646|XP_033164316.1|DMAU	LOC108018719|XP_036672548.1|DSUZ
OG0000021	LOC117148061|XP_033171143.1|DMAU	LOC108005418|XP_036676931.1|DSUZ
OG0000022	LOC117138252|XP_033156103.1|DMAU	LOC108008926|XP_016928324.1|DSUZ
OG0000022	LOC117139751|XP_033158206.1|DMAU	LOC108012621|XP_016933529.1|DSUZ
OG0000022	LOC117139201|XP_033157264.1|DMAU, LOC117139199|XP_033157263.1|DMAU, LOC117139197|XP_033157261.1|DMAU	LOC108013020|XP_016934100.1|DSUZ, LOC108013019|XP_016934099.1|DSUZ, LOC118877165|XP_036670261.1|DSUZ
OG0000022	LOC117139203|XP_033157266.1|DMAU	LOC108013021|XP_016934101.1|DSUZ, LOC108013023|XP_016934102.2|DSUZ
OG0000022	LOC117139198|XP_033157262.1|DMAU	LOC108013018|XP_016934098.1|DSUZ
OG0000023	LOC117144283|XP_033165277.1|DMAU	LOC108013955|XP_036675219.1|DSUZ
OG0000023	LOC117144284|XP_033165278.1|DMAU	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ
OG0000023	LOC117144282|XP_033165275.1|DMAU	LOC108019337|XP_016942646.2|DSUZ
OG0000023	LOC117135977|XP_033152481.1|DMAU	LOC108009166|XP_016928770.1|DSUZ
OG0000023	LOC117145126|XP_033166537.1|DMAU	LOC108018731|XP_036675082.1|DSUZ
OG0000023	LOC117144278|XP_033165272.1|DMAU	LOC108013954|XP_016935453.2|DSUZ
OG0000023	LOC117144775|XP_033166033.1|DMAU	LOC108013962|XP_016935466.1|DSUZ
OG0000023	LOC117144277|XP_033165271.1|DMAU	LOC108013947|XP_036675218.1|DSUZ
OG0000023	LOC117144765|XP_033166018.1|DMAU	LOC108013965|XP_016935470.1|DSUZ
OG0000024	LOC117137467|XP_033154805.1|DMAU	LOC108010072|XP_016930375.2|DSUZ
OG0000024	LOC117137468|XP_033154806.1|DMAU, LOC117137469|XP_033154807.1|DMAU	LOC118876895|XP_036668888.1|DSUZ, LOC118876966|XP_036669508.1|DSUZ, LOC118876934|XP_036669252.1|DSUZ
OG0000024	LOC117137862|XP_033155468.1|DMAU	LOC108010252|XP_016930594.2|DSUZ
OG0000024	LOC117136255|XP_033152953.1|DMAU	LOC108010071|XP_016930374.1|DSUZ
OG0000024	LOC117150619|XP_033173479.1|DMAU	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ
OG0000024	LOC117135440|XP_033151508.1|DMAU	LOC108019756|XP_016943207.1|DSUZ
OG0000025	LOC117143378|XP_033163951.1|DMAU	LOC108016763|XP_016939005.1|DSUZ
OG0000026	LOC117148470|XP_033171735.1|DMAU	LOC108004556|XP_016922979.1|DSUZ
OG0000026	LOC117135160|XP_033151111.1|DMAU	LOC108010503|XP_036668665.1|DSUZ
OG0000026	LOC117146899|XP_033169397.1|DMAU	LOC108005489|XP_016924284.1|DSUZ
OG0000026	LOC117142902|XP_033163074.1|DMAU	LOC108014363|XP_016935943.1|DSUZ
OG0000026	LOC117145491|XP_033167059.1|DMAU	LOC108013851|XP_016935328.2|DSUZ
OG0000027	LOC117142835|XP_033162961.1|DMAU	LOC118879783|XP_036678676.1|DSUZ
OG0000027	LOC117140739|XP_033159710.1|DMAU	LOC108021423|XP_016945624.1|DSUZ
OG0000027	LOC117150817|XP_033173768.1|DMAU	LOC108015770|XP_036678674.1|DSUZ
OG0000028	LOC117139375|XP_033157515.1|DMAU	LOC118877530|XP_036672475.1|DSUZ, LOC108006594|XP_016925608.2|DSUZ, LOC118876756|XP_036670662.1|DSUZ
OG0000028	LOC117139373|XP_033157513.1|DMAU	LOC108017017|XP_036670659.1|DSUZ, LOC108017016|XP_036672473.1|DSUZ
OG0000028	LOC117141110|XP_033160324.1|DMAU	LOC118877366|XP_036671777.1|DSUZ
OG0000029	LOC117145028|XP_033166421.1|DMAU	LOC108018422|XP_016941467.2|DSUZ
OG0000029	LOC117136167|XP_033152799.1|DMAU	LOC108008251|XP_016927530.2|DSUZ
OG0000029	LOC117135122|XP_033151033.1|DMAU	LOC108013363|XP_016938502.2|DSUZ
OG0000029	LOC117144854|XP_033166148.1|DMAU	LOC108018480|XP_016941526.2|DSUZ
OG0000029	LOC117140740|XP_033159707.1|DMAU	LOC108019543|XP_016942870.2|DSUZ
OG0000030	LOC117150768|XP_033173696.1|DMAU	LOC108013240|XP_036677776.1|DSUZ
OG0000030	LOC117137293|XP_033154560.1|DMAU	LOC108019494|XP_016942847.1|DSUZ
OG0000030	LOC117150769|XP_033173697.1|DMAU	LOC108012924|XP_016933943.1|DSUZ
OG0000030	LOC117143350|XP_033163916.1|DMAU	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ
OG0000030	LOC117137054|XP_033154154.1|DMAU	LOC108008957|XP_016928357.1|DSUZ
OG0000030	LOC117148684|XP_033172115.1|DMAU	LOC108016627|XP_016938811.1|DSUZ
OG0000030	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ
OG0000031	LOC117144354|XP_033165364.1|DMAU, LOC117137476|XP_033154845.1|DMAU	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ
OG0000031	LOC117145782|XP_033167456.1|DMAU	LOC108016065|XP_016938150.1|DSUZ
OG0000031	LOC117135426|XP_033151476.1|DMAU	LOC108021690|XP_016946003.1|DSUZ
OG0000031	LOC117138977|XP_033156935.1|DMAU	LOC108020065|XP_036671004.1|DSUZ
OG0000031	LOC117135570|XP_033151785.1|DMAU	LOC108008340|XP_016927698.1|DSUZ
OG0000031	LOC117150913|XP_033173999.1|DMAU	LOC108017973|XP_016940764.1|DSUZ
OG0000032	LOC117145857|XP_033167568.1|DMAU	LOC108018357|XP_036672791.1|DSUZ
OG0000032	LOC117145495|XP_033167064.1|DMAU	LOC108018355|XP_036672792.1|DSUZ
OG0000032	LOC117145861|XP_033167572.1|DMAU	LOC108018356|XP_036672750.1|DSUZ
OG0000033	LOC117144719|XP_033165948.1|DMAU	LOC108007624|XP_036673594.1|DSUZ, LOC108007609|XP_016926803.2|DSUZ
OG0000033	LOC117150287|XP_033172997.1|DMAU	LOC108010823|XP_016931314.1|DSUZ, LOC108012454|XP_016933333.1|DSUZ
OG0000033	LOC117138299|XP_033156190.1|DMAU	LOC108017678|XP_016940276.1|DSUZ
OG0000033	LOC117138297|XP_033156188.1|DMAU	LOC108017971|XP_016940757.1|DSUZ
OG0000033	LOC117138298|XP_033156189.1|DMAU	LOC108017970|XP_016940756.2|DSUZ
OG0000033	LOC117140273|XP_033158989.1|DMAU	LOC108010515|XP_016930878.2|DSUZ
OG0000033	LOC117144413|XP_033165445.1|DMAU, LOC117144938|XP_033166283.1|DMAU	LOC108013858|XP_016935336.2|DSUZ, LOC118878058|XP_036675136.1|DSUZ
OG0000033	LOC117137789|XP_033155336.1|DMAU	LOC108008236|XP_016927516.1|DSUZ, LOC108008237|XP_016927517.1|DSUZ, LOC108008235|XP_016927515.1|DSUZ
OG0000033	LOC117137724|XP_033155189.1|DMAU	LOC108008234|XP_016927514.1|DSUZ
OG0000034	LOC117141167|XP_033160397.1|DMAU	LOC108021477|XP_016945708.1|DSUZ
OG0000034	LOC117150484|XP_033173274.1|DMAU	LOC108021476|XP_016945707.1|DSUZ
OG0000034	LOC117150483|XP_033173273.1|DMAU	LOC108021724|XP_016946052.1|DSUZ
OG0000034	LOC117149319|XP_033172656.1|DMAU	LOC108009317|XP_016929074.1|DSUZ
OG0000034	LOC117143947|XP_033164772.1|DMAU	LOC108007509|XP_016926684.2|DSUZ
OG0000034	LOC117145446|XP_033166996.1|DMAU	LOC108005688|XP_016924502.2|DSUZ
OG0000034	LOC117143867|XP_033164627.1|DMAU	LOC108011927|XP_016932664.1|DSUZ
OG0000035	LOC117149959|XP_033172748.1|DMAU, LOC117139681|XP_033158055.1|DMAU, LOC117138223|XP_033156059.1|DMAU, LOC117138222|XP_033156058.1|DMAU, LOC117143714|XP_033164404.1|DMAU	LOC118879420|XP_036678186.1|DSUZ
OG0000035	LOC117150075|XP_033172814.1|DMAU, LOC117150140|XP_033172837.1|DMAU, LOC117141067|XP_033160256.1|DMAU, LOC117150145|XP_033172839.1|DMAU, LOC117149971|XP_033172758.1|DMAU, LOC117150146|XP_033172840.1|DMAU, LOC117150018|XP_033172786.1|DMAU, LOC117150076|XP_033172815.1|DMAU, LOC117149623|XP_033172695.1|DMAU, LOC117149638|XP_033172698.1|DMAU, LOC117142656|XP_033162678.1|DMAU, LOC117149972|XP_033172759.1|DMAU, LOC117149044|XP_033172603.1|DMAU, LOC117149965|XP_033172753.1|DMAU, LOC117149095|XP_033172630.1|DMAU	LOC118879445|XP_036678213.1|DSUZ, LOC118878838|XP_036677758.1|DSUZ, LOC118878805|XP_036677715.1|DSUZ, LOC118878803|XP_036677713.1|DSUZ, LOC118878804|XP_036677714.1|DSUZ, LOC118879341|XP_036678090.1|DSUZ
OG0000036	LOC117145150|XP_033166581.1|DMAU	LOC108019328|XP_036675087.1|DSUZ
OG0000036	LOC117145004|XP_033166383.1|DMAU	LOC108006404|XP_016925415.2|DSUZ
OG0000036	LOC117145915|XP_033167661.1|DMAU	LOC108011658|XP_016932343.2|DSUZ
OG0000036	LOC117145828|XP_033167521.1|DMAU, LOC117145827|XP_033167520.1|DMAU	LOC108007854|XP_036674140.1|DSUZ
OG0000037	LOC117137024|XP_033154116.1|DMAU	LOC108018132|XP_016941074.1|DSUZ
OG0000037	LOC117145239|XP_033166706.1|DMAU	LOC108017560|XP_036672906.1|DSUZ
OG0000037	LOC117143582|XP_033164221.1|DMAU	LOC108013828|XP_016935296.2|DSUZ, LOC108013829|XP_016935299.2|DSUZ
OG0000038	LOC117139364|XP_033157507.1|DMAU	LOC108020759|XP_016944626.2|DSUZ
OG0000038	LOC117141232|XP_033160483.1|DMAU	LOC108010653|XP_036670653.1|DSUZ
OG0000039	LOC117144249|XP_033165219.1|DMAU	LOC108016023|XP_016938107.2|DSUZ
