Orthogroup	DMAU.longest_only	DSER.longest_only
OG0000012	LOC117136643|XP_033153526.1|DMAU	LOC110176319|XP_020798300.1|DSER
OG0000012	LOC117136387|XP_033153170.1|DMAU	LOC110178311|XP_020801063.1|DSER
OG0000012	LOC117136474|XP_033153296.1|DMAU	LOC110178377|XP_020801172.1|DSER
OG0000012	LOC117136403|XP_033153190.1|DMAU	LOC110178312|XP_020801065.1|DSER
OG0000012	LOC117138497|XP_033156518.1|DMAU	LOC110178270|XP_020800995.1|DSER, LOC110178283|XP_020801014.1|DSER
OG0000012	LOC117137795|XP_033155358.1|DMAU	LOC110178292|XP_020801024.1|DSER
OG0000012	LOC117137796|XP_033155359.1|DMAU	LOC110178324|XP_020801093.1|DSER
OG0000013	LOC117136473|XP_033153295.1|DMAU	LOC110189766|XP_020815644.1|DSER
OG0000013	LOC117148236|XP_033171424.1|DMAU	LOC110179613|XP_020802873.1|DSER
OG0000013	LOC117142434|XP_033162286.1|DMAU	LOC110188689|XP_020814151.1|DSER
OG0000013	LOC117141743|XP_033161255.1|DMAU	LOC110188838|XP_020814394.1|DSER
OG0000013	LOC117143333|XP_033163884.1|DMAU	LOC110188074|XP_020813284.1|DSER
OG0000013	LOC117142344|XP_033162152.1|DMAU	LOC110191421|XP_020817937.1|DSER, LOC110191071|XP_020817464.1|DSER
OG0000013	LOC117145307|XP_033166793.1|DMAU, LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU	LOC110191200|XP_020817626.1|DSER, LOC110191337|XP_020817840.1|DSER
OG0000015	LOC117135278|XP_033151337.1|DMAU	LOC110181407|XP_020804802.1|DSER
OG0000015	LOC117140156|XP_033158823.1|DMAU, LOC117150376|XP_033173128.1|DMAU	LOC110187200|XP_020812259.1|DSER, LOC110182170|XP_020805830.1|DSER, LOC110187202|XP_020812260.1|DSER
OG0000015	LOC117137056|XP_033154159.1|DMAU	LOC110179364|XP_020802537.1|DSER
OG0000016	LOC117143253|XP_033163704.1|DMAU	LOC110185112|XP_020809466.1|DSER
OG0000016	LOC117136077|XP_033152622.1|DMAU	LOC110182974|XP_020806826.1|DSER
OG0000016	LOC117144517|XP_033165627.1|DMAU	LOC110186803|XP_020811744.1|DSER
OG0000016	LOC117148789|XP_033172290.1|DMAU	LOC110181494|XP_020804920.1|DSER
OG0000016	LOC117135957|XP_033152442.1|DMAU	LOC110189526|XP_020815315.1|DSER
OG0000016	LOC117145868|XP_033167581.1|DMAU	LOC110191952|XP_020818633.1|DSER
OG0000016	LOC117140134|XP_033158791.1|DMAU	LOC110179844|XP_020803110.1|DSER
OG0000017	LOC117146549|XP_033168738.1|DMAU	LOC110179704|XP_020802972.1|DSER
OG0000017	LOC117138274|XP_033156132.1|DMAU	LOC110182944|XP_020806786.1|DSER
OG0000017	LOC117136736|XP_033153658.1|DMAU	LOC110189651|XP_020815456.1|DSER
OG0000017	LOC117144510|XP_033165592.1|DMAU	LOC110186415|XP_020811251.1|DSER
OG0000017	LOC117144630|XP_033165816.1|DMAU, LOC117144632|XP_033165817.1|DMAU	LOC110177433|XP_020799815.1|DSER, LOC110177434|XP_020799816.1|DSER
OG0000017	LOC117137416|XP_033154735.1|DMAU	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER
OG0000017	LOC117136539|XP_033153380.1|DMAU	LOC110189689|XP_020815522.1|DSER
OG0000017	LOC117137415|XP_033154734.1|DMAU	LOC110178449|XP_020801243.1|DSER
OG0000017	LOC117150949|XP_033174013.1|DMAU, LOC117139948|XP_033158530.1|DMAU	LOC110183096|XP_020806947.1|DSER, LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER
OG0000018	LOC117141482|XP_033160851.1|DMAU	LOC110184746|XP_020809033.1|DSER
OG0000018	LOC117141483|XP_033160852.1|DMAU	LOC110184752|XP_020809041.1|DSER
OG0000018	LOC117140972|XP_033160097.1|DMAU, LOC117139215|XP_033157288.1|DMAU	LOC110184753|XP_020809042.1|DSER, LOC110184714|XP_020808993.1|DSER
OG0000019	LOC117143233|XP_033163675.1|DMAU	LOC110186753|XP_020811674.1|DSER
OG0000019	LOC117143237|XP_033163678.1|DMAU, LOC117143236|XP_033163677.1|DMAU	LOC110186755|XP_020811676.1|DSER, LOC110186756|XP_020811677.1|DSER
OG0000019	LOC117143229|XP_033163670.1|DMAU	LOC110186746|XP_020811668.1|DSER
OG0000019	LOC117143234|XP_033163676.1|DMAU	LOC110186754|XP_020811675.1|DSER
OG0000019	LOC117143231|XP_033163673.1|DMAU, LOC117143232|XP_033163674.1|DMAU	LOC110186749|XP_020811671.1|DSER, LOC110186750|XP_020811672.1|DSER
OG0000020	LOC117143636|XP_033164304.1|DMAU	LOC110186419|XP_020811254.1|DSER
OG0000020	LOC117136475|XP_033153300.1|DMAU	LOC110179314|XP_020802461.1|DSER
OG0000020	LOC117138462|XP_033156478.1|DMAU	LOC110178058|XP_020800723.1|DSER
OG0000020	LOC117140141|XP_033158803.1|DMAU	LOC110183820|XP_020807830.1|DSER
OG0000020	LOC117145918|XP_033167668.1|DMAU	LOC110188252|XP_020813584.1|DSER
OG0000020	LOC117143368|XP_033163935.1|DMAU	LOC110186984|XP_020811998.1|DSER
OG0000020	LOC117135687|XP_033151982.1|DMAU	LOC110187270|XP_020812316.1|DSER
OG0000020	LOC117139836|XP_033158373.1|DMAU	LOC110183751|XP_020807766.1|DSER
OG0000021	LOC117150020|XP_033172787.1|DMAU, LOC117150137|XP_033172836.1|DMAU	LOC110180622|XP_020803965.1|DSER
OG0000021	LOC117136145|XP_033152741.1|DMAU	LOC110177674|XP_020800156.1|DSER
OG0000021	LOC117136571|XP_033153419.1|DMAU	LOC110177755|XP_020800276.1|DSER
OG0000021	LOC117136553|XP_033153398.1|DMAU	LOC110177907|XP_020800536.1|DSER
OG0000021	LOC117146855|XP_033169316.1|DMAU	LOC110181842|XP_020805408.1|DSER
OG0000021	LOC117142241|XP_033161985.1|DMAU	LOC110184678|XP_020808951.1|DSER
OG0000021	LOC117143646|XP_033164316.1|DMAU	LOC110190995|XP_020817366.1|DSER
OG0000021	LOC117148061|XP_033171143.1|DMAU	LOC110189278|XP_020814959.1|DSER
OG0000022	LOC117138252|XP_033156103.1|DMAU	LOC110176354|XP_020798342.1|DSER
OG0000022	LOC117139751|XP_033158206.1|DMAU	LOC110178658|XP_020801510.1|DSER
OG0000022	LOC117139203|XP_033157266.1|DMAU	LOC110178662|XP_020801517.1|DSER
OG0000023	LOC117144282|XP_033165275.1|DMAU	LOC110188309|XP_020813677.1|DSER, LOC110188457|XP_020813846.1|DSER
OG0000023	LOC117135977|XP_033152481.1|DMAU	LOC110180829|XP_020804169.1|DSER
OG0000023	LOC117145126|XP_033166537.1|DMAU	LOC110188308|XP_020813675.1|DSER, LOC110188456|XP_020813844.1|DSER
OG0000023	LOC117144278|XP_033165272.1|DMAU	LOC110188454|XP_020813842.1|DSER
OG0000023	LOC117144775|XP_033166033.1|DMAU	LOC110188692|XP_020814155.1|DSER
OG0000023	LOC117144277|XP_033165271.1|DMAU	LOC110188691|XP_020814154.1|DSER
OG0000023	LOC117144765|XP_033166018.1|DMAU	LOC110188690|XP_020814152.1|DSER
OG0000024	LOC117137862|XP_033155468.1|DMAU	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER
OG0000024	LOC117136255|XP_033152953.1|DMAU	LOC110179365|XP_020802539.1|DSER
OG0000024	LOC117150619|XP_033173479.1|DMAU	LOC110185697|XP_020810324.1|DSER
OG0000024	LOC117136506|XP_033153341.1|DMAU	LOC110179322|XP_020802473.1|DSER
OG0000024	LOC117135440|XP_033151508.1|DMAU	LOC110180569|XP_020803926.1|DSER
OG0000025	LOC117143378|XP_033163951.1|DMAU	LOC110182356|XP_020806054.1|DSER
OG0000026	LOC117148470|XP_033171735.1|DMAU	LOC110176041|XP_020797911.1|DSER
OG0000026	LOC117135160|XP_033151111.1|DMAU	LOC110182689|XP_020806441.1|DSER
OG0000026	LOC117146899|XP_033169397.1|DMAU	LOC110179505|XP_020802740.1|DSER
OG0000026	LOC117142902|XP_033163074.1|DMAU	LOC110189572|XP_020815365.1|DSER
OG0000026	LOC117145491|XP_033167059.1|DMAU	LOC110188271|XP_020813620.1|DSER
OG0000027	LOC117142835|XP_033162961.1|DMAU	LOC110176950|XP_020799111.1|DSER
OG0000027	LOC117140739|XP_033159710.1|DMAU	LOC110176976|XP_020799142.1|DSER
OG0000027	LOC117150817|XP_033173768.1|DMAU	LOC110176929|XP_020799084.1|DSER
OG0000028	LOC117139362|XP_033157505.1|DMAU	LOC110190402|XP_020816516.1|DSER
OG0000028	LOC117139334|XP_033157472.1|DMAU, LOC117139375|XP_033157515.1|DMAU, LOC117139373|XP_033157513.1|DMAU	LOC110190400|XP_020816511.1|DSER, LOC110190401|XP_020816513.1|DSER, LOC110190052|XP_020816017.1|DSER
OG0000028	LOC117141110|XP_033160324.1|DMAU	LOC110190608|XP_020816860.1|DSER
OG0000029	LOC117136167|XP_033152799.1|DMAU	LOC110181434|XP_020804839.1|DSER, LOC110177071|XP_020799247.1|DSER
OG0000029	LOC117144854|XP_033166148.1|DMAU	LOC110185765|XP_020810430.1|DSER
OG0000029	LOC117140740|XP_033159707.1|DMAU	LOC110178924|XP_020801869.1|DSER
OG0000030	LOC117150768|XP_033173696.1|DMAU	LOC110183999|XP_020808015.1|DSER
OG0000030	LOC117150769|XP_033173697.1|DMAU	LOC110184000|XP_020808016.1|DSER
OG0000030	LOC117143350|XP_033163916.1|DMAU	LOC110184885|XP_020809189.1|DSER
OG0000030	LOC117137054|XP_033154154.1|DMAU	LOC110178495|XP_020801302.1|DSER
OG0000030	LOC117148684|XP_033172115.1|DMAU	LOC110180192|XP_020803508.1|DSER
OG0000030	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU	LOC110184177|XP_020808247.1|DSER
OG0000031	LOC117144354|XP_033165364.1|DMAU, LOC117137476|XP_033154845.1|DMAU, LOC117145782|XP_033167456.1|DMAU	LOC110185921|XP_020810593.1|DSER
OG0000031	LOC117150913|XP_033173999.1|DMAU	LOC110183330|XP_020807237.1|DSER
OG0000032	LOC117145857|XP_033167568.1|DMAU	LOC110191017|XP_020817393.1|DSER
OG0000032	LOC117145860|XP_033167571.1|DMAU	LOC110189627|XP_020815431.1|DSER
OG0000032	LOC117145495|XP_033167064.1|DMAU	LOC110189708|XP_020815547.1|DSER
OG0000032	LOC117145862|XP_033167573.1|DMAU	LOC110190954|XP_020817297.1|DSER
OG0000032	LOC117145859|XP_033167570.1|DMAU	LOC110188628|XP_020814064.1|DSER
OG0000033	LOC117144719|XP_033165948.1|DMAU	LOC110184954|XP_020809264.1|DSER, LOC110185945|XP_020810623.1|DSER
OG0000033	LOC117138299|XP_033156190.1|DMAU	LOC110189687|XP_020815520.1|DSER
OG0000033	LOC117138297|XP_033156188.1|DMAU	LOC110189316|XP_020815019.1|DSER, LOC110189317|XP_020815020.1|DSER
OG0000033	LOC117138298|XP_033156189.1|DMAU	LOC110189686|XP_020815519.1|DSER
OG0000033	LOC117140273|XP_033158989.1|DMAU	LOC110188470|XP_020813858.1|DSER, LOC110188471|XP_020813859.1|DSER
OG0000034	LOC117138566|XP_033156617.1|DMAU, LOC117141167|XP_033160397.1|DMAU	LOC110184859|XP_020809159.1|DSER
OG0000034	LOC117150484|XP_033173274.1|DMAU	LOC110184879|XP_020809185.1|DSER
OG0000034	LOC117150483|XP_033173273.1|DMAU	LOC110184890|XP_020809195.1|DSER
OG0000034	LOC117149319|XP_033172656.1|DMAU, LOC117143947|XP_033164772.1|DMAU, LOC117145446|XP_033166996.1|DMAU	LOC110185580|XP_020810168.1|DSER, LOC110185578|XP_020810167.1|DSER
OG0000034	LOC117143867|XP_033164627.1|DMAU	LOC110185768|XP_020810429.1|DSER
OG0000036	LOC117145150|XP_033166581.1|DMAU	LOC110188341|XP_020813708.1|DSER
OG0000036	LOC117145004|XP_033166383.1|DMAU	LOC110191887|XP_020818531.1|DSER
OG0000036	LOC117145915|XP_033167661.1|DMAU	LOC110187659|XP_020812737.1|DSER
OG0000036	LOC117145828|XP_033167521.1|DMAU, LOC117145827|XP_033167520.1|DMAU	LOC110186335|XP_020811144.1|DSER
OG0000037	LOC117137024|XP_033154116.1|DMAU	LOC110178458|XP_020801255.1|DSER
OG0000037	LOC117145239|XP_033166706.1|DMAU	LOC110188328|XP_020813694.1|DSER
OG0000037	LOC117143582|XP_033164221.1|DMAU	LOC110188288|XP_020813646.1|DSER
OG0000038	LOC117139364|XP_033157507.1|DMAU	LOC110187819|XP_020812959.1|DSER, LOC110190399|XP_020816510.1|DSER
OG0000038	LOC117141232|XP_033160483.1|DMAU	LOC110189906|XP_020815830.1|DSER
OG0000039	LOC117148457|XP_033171719.1|DMAU	LOC110181782|XP_020805320.1|DSER
OG0000039	LOC117147454|XP_033170230.1|DMAU	LOC110181861|XP_020805441.1|DSER
OG0000039	LOC117146886|XP_033169374.1|DMAU	LOC110181937|XP_020805533.1|DSER
OG0000040	LOC117145128|XP_033166540.1|DMAU	LOC110177295|XP_020799616.1|DSER
OG0000040	LOC117143448|XP_033164046.1|DMAU	LOC110190225|XP_020816248.1|DSER
OG0000040	LOC117143449|XP_033164048.1|DMAU	LOC110190236|XP_020816258.1|DSER
OG0000040	LOC117144294|XP_033165289.1|DMAU	LOC110177298|XP_020799618.1|DSER, LOC110177453|XP_020799846.1|DSER
OG0000040	LOC117144293|XP_033165288.1|DMAU	LOC110177296|XP_020799617.1|DSER
OG0000040	LOC117143965|XP_033164790.1|DMAU	LOC110177417|XP_020799793.1|DSER
OG0000040	LOC117143756|XP_033164463.1|DMAU	LOC110186252|XP_020810992.1|DSER
OG0000041	LOC117143749|XP_033164453.1|DMAU	LOC110186567|XP_020811434.1|DSER
OG0000041	LOC117144930|XP_033166274.1|DMAU	LOC110186484|XP_020811330.1|DSER
OG0000041	LOC117145103|XP_033166514.1|DMAU	LOC110186805|XP_020811746.1|DSER, LOC110186801|XP_020811741.1|DSER, LOC110186551|XP_020811415.1|DSER
OG0000041	LOC117144174|XP_033165110.1|DMAU, LOC117145105|XP_033166515.1|DMAU	LOC110186535|XP_020811395.1|DSER, LOC110186667|XP_020811591.1|DSER
OG0000042	LOC117138472|XP_033156493.1|DMAU	LOC110191593|XP_020818136.1|DSER
OG0000042	LOC117138473|XP_033156494.1|DMAU	LOC110191603|XP_020818147.1|DSER, LOC110191604|XP_020818149.1|DSER
OG0000042	LOC117138470|XP_033156490.1|DMAU	LOC110191595|XP_020818140.1|DSER
OG0000042	LOC117138471|XP_033156492.1|DMAU	LOC110191697|XP_020818272.1|DSER, LOC110191695|XP_020818269.1|DSER
OG0000043	LOC117143574|XP_033164210.1|DMAU	LOC110187856|XP_020813000.1|DSER
OG0000043	LOC117143570|XP_033164205.1|DMAU	LOC110188004|XP_020813185.1|DSER
OG0000043	LOC117145149|XP_033166580.1|DMAU	LOC110187778|XP_020812905.1|DSER, LOC110187703|XP_020812796.1|DSER, LOC110187702|XP_020812795.1|DSER
OG0000043	LOC117143573|XP_033164209.1|DMAU	LOC110187858|XP_020813002.1|DSER
OG0000043	LOC117145745|XP_033167398.1|DMAU	LOC110191369|XP_020817880.1|DSER
OG0000043	LOC117143372|XP_033163938.1|DMAU	LOC110187786|XP_020812917.1|DSER
OG0000044	LOC117143901|XP_033164698.1|DMAU	LOC110186554|XP_020811416.1|DSER, LOC110186305|XP_020811085.1|DSER
OG0000044	LOC117143451|XP_033164051.1|DMAU	LOC110186559|XP_020811423.1|DSER, LOC110186558|XP_020811422.1|DSER
OG0000044	LOC117145465|XP_033167027.1|DMAU	LOC110186306|XP_020811086.1|DSER, LOC110186581|XP_020811453.1|DSER
OG0000044	LOC117145163|XP_033166599.1|DMAU	LOC110186555|XP_020811417.1|DSER
OG0000044	LOC117143590|XP_033164229.1|DMAU	LOC110186661|XP_020811584.1|DSER
OG0000044	LOC117143435|XP_033164032.1|DMAU	LOC110186693|XP_020811620.1|DSER
OG0000045	LOC117139739|XP_033158187.1|DMAU	LOC110178672|XP_020801529.1|DSER
OG0000045	LOC117139893|XP_033158462.1|DMAU, LOC117140400|XP_033159161.1|DMAU, LOC117139892|XP_033158461.1|DMAU	LOC110178605|XP_020801449.1|DSER, LOC110178606|XP_020801450.1|DSER
OG0000045	LOC117139487|XP_033157699.1|DMAU	LOC110186854|XP_020811804.1|DSER, LOC110176386|XP_020798377.1|DSER, LOC110186862|XP_020811816.1|DSER
OG0000045	LOC117139486|XP_033157698.1|DMAU	LOC110187537|XP_020812593.1|DSER
OG0000046	LOC117145662|XP_033167285.1|DMAU	LOC110188408|XP_020813792.1|DSER
OG0000046	LOC117147192|XP_033169884.1|DMAU	LOC110180077|XP_020803358.1|DSER
OG0000046	LOC117148363|XP_033171610.1|DMAU	LOC110180079|XP_020803360.1|DSER
OG0000046	LOC117147217|XP_033169922.1|DMAU	LOC110180089|XP_020803371.1|DSER, LOC110180088|XP_020803370.1|DSER
OG0000046	LOC117144703|XP_033165923.1|DMAU	LOC110185913|XP_020810588.1|DSER
OG0000046	LOC117144838|XP_033166122.1|DMAU	LOC110185924|XP_020810599.1|DSER
OG0000046	LOC117143845|XP_033164592.1|DMAU, LOC117143549|XP_033164180.1|DMAU, LOC117138631|XP_033156736.1|DMAU	LOC110184743|XP_020809034.1|DSER
OG0000046	LOC117143844|XP_033164591.1|DMAU, LOC117136443|XP_033153251.1|DMAU	LOC110184620|XP_020808877.1|DSER, LOC110184815|XP_020809118.1|DSER
OG0000047	LOC117137846|XP_033155439.1|DMAU	LOC110180463|XP_020803800.1|DSER
OG0000047	LOC117137896|XP_033155525.1|DMAU	LOC110176287|XP_020798269.1|DSER
OG0000047	LOC117136744|XP_033153666.1|DMAU	LOC110189583|XP_020815375.1|DSER
OG0000047	LOC117141645|XP_033161109.1|DMAU	LOC110184762|XP_020809052.1|DSER
OG0000047	LOC117137194|XP_033154412.1|DMAU	LOC110189698|XP_020815532.1|DSER
OG0000047	LOC117141646|XP_033161110.1|DMAU	LOC110184679|XP_020808950.1|DSER
OG0000048	LOC117140937|XP_033160024.1|DMAU, LOC117140309|XP_033159045.1|DMAU	LOC110190450|XP_020816610.1|DSER, LOC110190451|XP_020816611.1|DSER
OG0000048	LOC117140936|XP_033160023.1|DMAU	LOC110190448|XP_020816608.1|DSER
OG0000048	LOC117140939|XP_033160026.1|DMAU	LOC110190459|XP_020816619.1|DSER
OG0000048	LOC117140935|XP_033160022.1|DMAU	LOC110190447|XP_020816607.1|DSER
OG0000048	LOC117140941|XP_033160028.1|DMAU	LOC110190454|XP_020816613.1|DSER
OG0000049	LOC117144267|XP_033165261.1|DMAU	LOC110188535|XP_020813941.1|DSER
OG0000049	LOC117143819|XP_033164555.1|DMAU	LOC110188465|XP_020813853.1|DSER
OG0000049	LOC117145062|XP_033166468.1|DMAU	LOC110188330|XP_020813697.1|DSER
