Orthogroup	DMAU.longest_only	DSUB.longest_only
OG0000003	LOC117136850|XP_033153839.1|DMAU, LOC117137895|XP_033155524.1|DMAU	LOC117890983|XP_034652023.1|DSUB
OG0000003	LOC117145313|XP_033166799.1|DMAU, LOC117137897|XP_033155527.1|DMAU	LOC117890985|XP_034652025.1|DSUB
OG0000003	LOC117136364|XP_033153130.1|DMAU	LOC117890142|XP_034650721.1|DSUB
OG0000003	LOC117136849|XP_033153838.1|DMAU	LOC117890987|XP_034652029.1|DSUB
OG0000003	LOC117137674|XP_033155124.1|DMAU	LOC117890986|XP_034652027.1|DSUB
OG0000003	LOC117136851|XP_033153841.1|DMAU	LOC117890988|XP_034652030.1|DSUB
OG0000003	LOC117137104|XP_033154281.1|DMAU	LOC117890991|XP_034652033.1|DSUB
OG0000003	LOC117137102|XP_033154279.1|DMAU, LOC117137103|XP_033154280.1|DMAU	LOC117890982|XP_034652022.1|DSUB
OG0000003	LOC117138777|XP_033156858.1|DMAU	LOC117900241|XP_034666421.1|DSUB
OG0000007	LOC117141087|XP_033160294.1|DMAU	LOC117894702|XP_034657776.1|DSUB
OG0000007	LOC117142070|XP_033161841.1|DMAU	LOC117894589|XP_034657628.1|DSUB
OG0000007	LOC117150742|XP_033173667.1|DMAU	LOC117900834|XP_034667236.1|DSUB
OG0000007	LOC117136894|XP_033153899.1|DMAU	LOC117890133|XP_034650711.1|DSUB
OG0000007	LOC117143375|XP_033163942.1|DMAU, LOC117144956|XP_033166302.1|DMAU, LOC117143365|XP_033163930.1|DMAU, LOC117143364|XP_033163929.1|DMAU	LOC117897982|XP_034662985.1|DSUB
OG0000007	LOC117139714|XP_033158125.1|DMAU	LOC117900835|XP_034667237.1|DSUB
OG0000007	LOC117139147|XP_033157196.1|DMAU	LOC117894709|XP_034657781.1|DSUB
OG0000007	LOC117139091|XP_033157106.1|DMAU	LOC117901609|XP_034668319.1|DSUB
OG0000007	LOC117142071|XP_033161842.1|DMAU	LOC117894591|XP_034657631.1|DSUB
OG0000007	LOC117142072|XP_033161843.1|DMAU	LOC117894593|XP_034657634.1|DSUB
OG0000008	LOC117142833|XP_033162955.1|DMAU	LOC117896362|XP_034660529.1|DSUB
OG0000008	LOC117140615|XP_033159521.1|DMAU	LOC117895169|XP_034658523.1|DSUB
OG0000008	LOC117140614|XP_033159520.1|DMAU	LOC117895168|XP_034658522.1|DSUB
OG0000008	LOC117150767|XP_033173694.1|DMAU	LOC117902083|XP_034669067.1|DSUB
OG0000008	LOC117140617|XP_033159524.1|DMAU	LOC117895171|XP_034658525.1|DSUB
OG0000008	LOC117145079|XP_033166487.1|DMAU, LOC117144385|XP_033165410.1|DMAU	LOC117898633|XP_034664086.1|DSUB, LOC117898632|XP_034664084.1|DSUB
OG0000008	LOC117143719|XP_033164408.1|DMAU	LOC117898640|XP_034664094.1|DSUB
OG0000008	LOC117144386|XP_033165411.1|DMAU	LOC117898634|XP_034664087.1|DSUB
OG0000008	LOC117143928|XP_033164736.1|DMAU	LOC117898636|XP_034664090.1|DSUB
OG0000009	LOC117145423|XP_033166959.1|DMAU	LOC117896628|XP_034660961.1|DSUB
OG0000009	LOC117143759|XP_033164466.1|DMAU	LOC117898287|XP_034663434.1|DSUB
OG0000009	LOC117145633|XP_033167244.1|DMAU, LOC117145422|XP_033166958.1|DMAU	LOC117896627|XP_034660960.1|DSUB, LOC117896377|XP_034660546.1|DSUB
OG0000009	LOC117141397|XP_033160707.1|DMAU, LOC117141398|XP_033160708.1|DMAU	LOC117898279|XP_034663425.1|DSUB, LOC117898336|XP_034663551.1|DSUB, LOC117898367|XP_034663595.1|DSUB, LOC117896642|XP_034660979.1|DSUB, LOC117898857|XP_034664425.1|DSUB
OG0000009	LOC117136735|XP_033153656.1|DMAU	LOC117890282|XP_034650935.1|DSUB
OG0000009	LOC117143616|XP_033164265.1|DMAU	LOC117896426|XP_034660636.1|DSUB
OG0000009	LOC117135792|XP_033152175.1|DMAU	LOC117892376|XP_034654476.1|DSUB
OG0000009	LOC117138502|XP_033156525.1|DMAU, LOC117138499|XP_033156519.1|DMAU	LOC117892374|XP_034654475.1|DSUB
OG0000011	LOC117148149|XP_033171274.1|DMAU, LOC117148158|XP_033171286.1|DMAU, LOC117138313|XP_033156221.1|DMAU, LOC117140362|XP_033159107.1|DMAU, LOC117142406|XP_033162250.1|DMAU, LOC117150358|XP_033173108.1|DMAU, LOC117135201|XP_033151176.1|DMAU, LOC117148130|XP_033171246.1|DMAU, LOC117148131|XP_033171247.1|DMAU	LOC117901349|XP_034667951.1|DSUB, LOC117900952|XP_034667416.1|DSUB, LOC117902493|XP_034669808.1|DSUB, LOC117902497|XP_034669813.1|DSUB, LOC117900244|XP_034666423.1|DSUB, LOC117902732|XP_034670197.1|DSUB, LOC117901918|XP_034668778.1|DSUB, LOC117902500|XP_034669817.1|DSUB, LOC117902495|XP_034669810.1|DSUB, LOC117902496|XP_034669811.1|DSUB, LOC117901786|XP_034668586.1|DSUB, LOC117900246|XP_034666433.1|DSUB
OG0000011	LOC117141063|XP_033160242.1|DMAU	LOC117893712|XP_034656290.1|DSUB
OG0000011	LOC117141062|XP_033160241.1|DMAU	LOC117894953|XP_034658172.1|DSUB
OG0000011	LOC117143493|XP_033164098.1|DMAU	LOC117897187|XP_034661778.1|DSUB
OG0000012	LOC117136761|XP_033153688.1|DMAU	LOC117892204|XP_034654190.1|DSUB
OG0000012	LOC117136760|XP_033153687.1|DMAU	LOC117892205|XP_034654193.1|DSUB
OG0000012	LOC117136898|XP_033153902.1|DMAU	LOC117892198|XP_034654182.1|DSUB
OG0000012	LOC117137864|XP_033155471.1|DMAU	LOC117892199|XP_034654185.1|DSUB
OG0000012	LOC117137455|XP_033154790.1|DMAU	LOC117892202|XP_034654189.1|DSUB, LOC117892201|XP_034654188.1|DSUB
OG0000012	LOC117136643|XP_033153526.1|DMAU	LOC117892200|XP_034654187.1|DSUB
OG0000012	LOC117136387|XP_033153170.1|DMAU	LOC117891062|XP_034652125.1|DSUB
OG0000012	LOC117136474|XP_033153296.1|DMAU	LOC117891063|XP_034652127.1|DSUB
OG0000012	LOC117136403|XP_033153190.1|DMAU, LOC117138497|XP_033156518.1|DMAU	LOC117891061|XP_034652124.1|DSUB
OG0000012	LOC117137795|XP_033155358.1|DMAU	LOC117891058|XP_034652122.1|DSUB
OG0000012	LOC117137796|XP_033155359.1|DMAU	LOC117891064|XP_034652128.1|DSUB
OG0000013	LOC117136473|XP_033153295.1|DMAU	LOC117890717|XP_034651649.1|DSUB
OG0000013	LOC117148236|XP_033171424.1|DMAU	LOC117896187|XP_034660170.1|DSUB
OG0000013	LOC117142434|XP_033162286.1|DMAU	LOC117896516|XP_034660775.1|DSUB
OG0000013	LOC117141743|XP_033161255.1|DMAU	LOC117895334|XP_034658799.1|DSUB
OG0000013	LOC117143333|XP_033163884.1|DMAU	LOC117898536|XP_034663901.1|DSUB
OG0000013	LOC117142344|XP_033162152.1|DMAU	LOC117897025|XP_034661493.1|DSUB, LOC117897026|XP_034661494.1|DSUB
OG0000013	LOC117145307|XP_033166793.1|DMAU, LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU	LOC117898008|XP_034663028.1|DSUB, LOC117898009|XP_034663029.1|DSUB
OG0000015	LOC117137056|XP_033154159.1|DMAU	LOC117902318|XP_034669497.1|DSUB
OG0000016	LOC117143253|XP_033163704.1|DMAU	LOC117899529|XP_034665488.1|DSUB
OG0000016	LOC117136077|XP_033152622.1|DMAU	LOC117889984|XP_034650458.1|DSUB
OG0000016	LOC117144517|XP_033165627.1|DMAU	LOC117898309|XP_034663475.1|DSUB
OG0000016	LOC117137377|XP_033154680.1|DMAU	LOC117892105|XP_034654005.1|DSUB
OG0000016	LOC117148789|XP_033172290.1|DMAU	LOC117903845|XP_034672195.1|DSUB
OG0000016	LOC117135957|XP_033152442.1|DMAU	LOC117890476|XP_034651231.1|DSUB
OG0000016	LOC117145868|XP_033167581.1|DMAU	LOC117898432|XP_034663715.1|DSUB
OG0000016	LOC117140134|XP_033158791.1|DMAU	LOC117893424|XP_034655932.1|DSUB
OG0000017	LOC117146549|XP_033168738.1|DMAU	LOC117892719|XP_034655033.1|DSUB
OG0000017	LOC117138274|XP_033156132.1|DMAU	LOC117890423|XP_034651134.1|DSUB
OG0000017	LOC117136736|XP_033153658.1|DMAU	LOC117892544|XP_034654744.1|DSUB, LOC117890958|XP_034651990.1|DSUB, LOC117890877|XP_034651860.1|DSUB
OG0000017	LOC117144630|XP_033165816.1|DMAU, LOC117144632|XP_033165817.1|DMAU	LOC117899292|XP_034665095.1|DSUB, LOC117899291|XP_034665094.1|DSUB
OG0000017	LOC117137416|XP_033154735.1|DMAU	LOC117891086|XP_034652156.1|DSUB
OG0000017	LOC117136539|XP_033153380.1|DMAU	LOC117890435|XP_034651155.1|DSUB
OG0000017	LOC117137415|XP_033154734.1|DMAU	LOC117892462|XP_034654603.1|DSUB
OG0000017	LOC117150949|XP_033174013.1|DMAU, LOC117139948|XP_033158530.1|DMAU	LOC117900183|XP_034666320.1|DSUB, LOC117900621|XP_034666940.1|DSUB
OG0000018	LOC117141482|XP_033160851.1|DMAU	LOC117895265|XP_034658679.1|DSUB
OG0000018	LOC117141483|XP_033160852.1|DMAU	LOC117895258|XP_034658670.1|DSUB
OG0000019	LOC117143233|XP_033163675.1|DMAU	LOC117899362|XP_034665232.1|DSUB, LOC117899360|XP_034665227.1|DSUB
OG0000019	LOC117143229|XP_033163670.1|DMAU	LOC117899339|XP_034665171.1|DSUB
OG0000019	LOC117143234|XP_033163676.1|DMAU	LOC117899361|XP_034665230.1|DSUB
OG0000019	LOC117143231|XP_033163673.1|DMAU, LOC117143232|XP_033163674.1|DMAU	LOC117899358|XP_034665223.1|DSUB, LOC117899359|XP_034665224.1|DSUB
OG0000020	LOC117143636|XP_033164304.1|DMAU	LOC117897785|XP_034662725.1|DSUB, LOC117897786|XP_034662726.1|DSUB
OG0000020	LOC117136475|XP_033153300.1|DMAU	LOC117892172|XP_034654141.1|DSUB
OG0000020	LOC117139859|XP_033158405.1|DMAU, LOC117138462|XP_033156478.1|DMAU, LOC117140141|XP_033158803.1|DMAU	LOC117902343|XP_034669534.1|DSUB
OG0000020	LOC117145918|XP_033167668.1|DMAU	LOC117898500|XP_034663833.1|DSUB
OG0000020	LOC117143368|XP_033163935.1|DMAU	LOC117898411|XP_034663671.1|DSUB
OG0000020	LOC117135687|XP_033151982.1|DMAU	LOC117901489|XP_034668148.1|DSUB
OG0000020	LOC117139836|XP_033158373.1|DMAU	LOC117901231|XP_034667794.1|DSUB
OG0000021	LOC117135318|XP_033151407.1|DMAU	LOC117892038|XP_034653853.1|DSUB
OG0000021	LOC117150020|XP_033172787.1|DMAU, LOC117150137|XP_033172836.1|DMAU	LOC117892039|XP_034653854.1|DSUB
OG0000021	LOC117136145|XP_033152741.1|DMAU	LOC117891478|XP_034652849.1|DSUB
OG0000021	LOC117136571|XP_033153419.1|DMAU	LOC117891531|XP_034652923.1|DSUB
OG0000021	LOC117149951|XP_033172741.1|DMAU, LOC117149949|XP_033172738.1|DMAU	LOC117892040|XP_034653856.1|DSUB
OG0000021	LOC117146855|XP_033169316.1|DMAU	LOC117903672|XP_034671893.1|DSUB
OG0000021	LOC117142241|XP_033161985.1|DMAU	LOC117896843|XP_034661258.1|DSUB
OG0000021	LOC117143646|XP_033164316.1|DMAU	LOC117898591|XP_034664027.1|DSUB
OG0000022	LOC117138252|XP_033156103.1|DMAU	LOC117892309|XP_034654347.1|DSUB
OG0000022	LOC117139751|XP_033158206.1|DMAU	LOC117892920|XP_034655126.1|DSUB
OG0000022	LOC117139203|XP_033157266.1|DMAU	LOC117892921|XP_034655127.1|DSUB
OG0000022	LOC117139198|XP_033157262.1|DMAU	LOC117892919|XP_034655125.1|DSUB
OG0000023	LOC117144283|XP_033165277.1|DMAU	LOC117896148|XP_034660114.1|DSUB
OG0000023	LOC117144284|XP_033165278.1|DMAU	LOC117896153|XP_034660122.1|DSUB
OG0000023	LOC117144282|XP_033165275.1|DMAU	LOC117896150|XP_034660117.1|DSUB
OG0000023	LOC117135977|XP_033152481.1|DMAU	LOC117891805|XP_034653377.1|DSUB
OG0000023	LOC117145126|XP_033166537.1|DMAU	LOC117896149|XP_034660116.1|DSUB
OG0000023	LOC117144277|XP_033165271.1|DMAU	LOC117898724|XP_034664233.1|DSUB
OG0000023	LOC117144765|XP_033166018.1|DMAU	LOC117898725|XP_034664234.1|DSUB
OG0000024	LOC117137467|XP_033154805.1|DMAU	LOC117889935|XP_034650357.1|DSUB
OG0000024	LOC117137862|XP_033155468.1|DMAU	LOC117889933|XP_034650355.1|DSUB
OG0000024	LOC117136255|XP_033152953.1|DMAU	LOC117889934|XP_034650356.1|DSUB
OG0000024	LOC117150619|XP_033173479.1|DMAU	LOC117901020|XP_034667512.1|DSUB
OG0000024	LOC117136506|XP_033153341.1|DMAU	LOC117889812|XP_034650181.1|DSUB
OG0000024	LOC117135440|XP_033151508.1|DMAU	LOC117891118|XP_034652213.1|DSUB
OG0000025	LOC117143378|XP_033163951.1|DMAU	LOC117890855|XP_034651836.1|DSUB
OG0000026	LOC117148470|XP_033171735.1|DMAU	LOC117889599|XP_034649905.1|DSUB
OG0000026	LOC117135160|XP_033151111.1|DMAU	LOC117901731|XP_034668504.1|DSUB
OG0000026	LOC117146899|XP_033169397.1|DMAU	LOC117903905|XP_034672302.1|DSUB
OG0000026	LOC117142902|XP_033163074.1|DMAU	LOC117899765|XP_034665914.1|DSUB, LOC117899768|XP_034665918.1|DSUB, LOC117899766|XP_034665915.1|DSUB, LOC117899767|XP_034665916.1|DSUB
OG0000026	LOC117145491|XP_033167059.1|DMAU	LOC117899507|XP_034665449.1|DSUB
OG0000027	LOC117142835|XP_033162961.1|DMAU	LOC117902555|XP_034669887.1|DSUB
OG0000027	LOC117140739|XP_033159710.1|DMAU	LOC117902556|XP_034669889.1|DSUB
OG0000027	LOC117150817|XP_033173768.1|DMAU	LOC117902554|XP_034669886.1|DSUB
OG0000028	LOC117139373|XP_033157513.1|DMAU	LOC117894266|XP_034657112.1|DSUB
OG0000028	LOC117141110|XP_033160324.1|DMAU	LOC117894530|XP_034657538.1|DSUB
OG0000029	LOC117136167|XP_033152799.1|DMAU, LOC117136614|XP_033153490.1|DMAU, LOC117135122|XP_033151033.1|DMAU	LOC117890176|XP_034650765.1|DSUB
OG0000029	LOC117144854|XP_033166148.1|DMAU	LOC117898949|XP_034664564.1|DSUB
OG0000029	LOC117140740|XP_033159707.1|DMAU	LOC117893783|XP_034656418.1|DSUB
OG0000030	LOC117150768|XP_033173696.1|DMAU	LOC117901334|XP_034667933.1|DSUB
OG0000030	LOC117137293|XP_033154560.1|DMAU	LOC117901337|XP_034667938.1|DSUB
OG0000030	LOC117150769|XP_033173697.1|DMAU	LOC117901339|XP_034667940.1|DSUB, LOC117901335|XP_034667935.1|DSUB
OG0000030	LOC117143350|XP_033163916.1|DMAU	LOC117901974|XP_034668869.1|DSUB
OG0000030	LOC117137054|XP_033154154.1|DMAU	LOC117890851|XP_034651829.1|DSUB, LOC117891095|XP_034652169.1|DSUB, LOC117890674|XP_034651546.1|DSUB
OG0000030	LOC117148684|XP_033172115.1|DMAU	LOC117903801|XP_034672130.1|DSUB
OG0000030	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU	LOC117903197|XP_034670973.1|DSUB
OG0000031	LOC117150913|XP_033173999.1|DMAU	LOC117900916|XP_034667369.1|DSUB
OG0000032	LOC117145857|XP_033167568.1|DMAU	LOC117898600|XP_034664039.1|DSUB
OG0000032	LOC117145860|XP_033167571.1|DMAU	LOC117898601|XP_034664041.1|DSUB
OG0000032	LOC117145495|XP_033167064.1|DMAU, LOC117145861|XP_033167572.1|DMAU	LOC117898606|XP_034664047.1|DSUB
OG0000032	LOC117145862|XP_033167573.1|DMAU	LOC117898607|XP_034664048.1|DSUB
OG0000032	LOC117145859|XP_033167570.1|DMAU	LOC117898595|XP_034664033.1|DSUB
OG0000033	LOC117144719|XP_033165948.1|DMAU	LOC117899465|XP_034665372.1|DSUB
OG0000033	LOC117138299|XP_033156190.1|DMAU	LOC117891426|XP_034652788.1|DSUB
OG0000033	LOC117138298|XP_033156189.1|DMAU	LOC117891425|XP_034652787.1|DSUB
OG0000033	LOC117140273|XP_033158989.1|DMAU, LOC117144413|XP_033165445.1|DMAU, LOC117144938|XP_033166283.1|DMAU, LOC117137789|XP_033155336.1|DMAU, LOC117137724|XP_033155189.1|DMAU	LOC117897820|XP_034662764.1|DSUB
OG0000034	LOC117138566|XP_033156617.1|DMAU, LOC117141167|XP_033160397.1|DMAU	LOC117902583|XP_034669972.1|DSUB
OG0000034	LOC117150484|XP_033173274.1|DMAU	LOC117902581|XP_034669969.1|DSUB
OG0000034	LOC117150483|XP_033173273.1|DMAU	LOC117902582|XP_034669970.1|DSUB
OG0000034	LOC117149319|XP_033172656.1|DMAU, LOC117143947|XP_033164772.1|DMAU, LOC117145446|XP_033166996.1|DMAU	LOC117902354|XP_034669556.1|DSUB, LOC117902355|XP_034669558.1|DSUB
OG0000034	LOC117143867|XP_033164627.1|DMAU	LOC117902353|XP_034669555.1|DSUB
OG0000036	LOC117145150|XP_033166581.1|DMAU	LOC117898005|XP_034663024.1|DSUB
OG0000036	LOC117145004|XP_033166383.1|DMAU	LOC117896918|XP_034661349.1|DSUB
OG0000036	LOC117145915|XP_033167661.1|DMAU	LOC117897457|XP_034662194.1|DSUB
OG0000036	LOC117145828|XP_033167521.1|DMAU, LOC117145827|XP_033167520.1|DMAU	LOC117899046|XP_034664697.1|DSUB
OG0000037	LOC117137024|XP_033154116.1|DMAU	LOC117890311|XP_034650989.1|DSUB
OG0000037	LOC117145239|XP_033166706.1|DMAU, LOC117143582|XP_033164221.1|DMAU	LOC117897238|XP_034661848.1|DSUB, LOC117897237|XP_034661847.1|DSUB, LOC117897239|XP_034661849.1|DSUB, LOC117897236|XP_034661846.1|DSUB
OG0000038	LOC117139364|XP_033157507.1|DMAU	LOC117894264|XP_034657109.1|DSUB
OG0000038	LOC117141232|XP_033160483.1|DMAU	LOC117893334|XP_034655815.1|DSUB
OG0000039	LOC117144249|XP_033165219.1|DMAU	LOC117897419|XP_034662142.1|DSUB
OG0000039	LOC117148457|XP_033171719.1|DMAU	LOC117903895|XP_034672289.1|DSUB
OG0000039	LOC117147454|XP_033170230.1|DMAU	LOC117903896|XP_034672290.1|DSUB
OG0000039	LOC117146886|XP_033169374.1|DMAU	LOC117892341|XP_034654394.1|DSUB
OG0000040	LOC117145128|XP_033166540.1|DMAU	LOC117897706|XP_034662619.1|DSUB
OG0000040	LOC117143448|XP_033164046.1|DMAU	LOC117899276|XP_034665068.1|DSUB, LOC117897606|XP_034662454.1|DSUB
OG0000040	LOC117143449|XP_033164048.1|DMAU	LOC117899278|XP_034665074.1|DSUB
OG0000040	LOC117144294|XP_033165289.1|DMAU	LOC117896008|XP_034659896.1|DSUB
OG0000040	LOC117144293|XP_033165288.1|DMAU	LOC117899589|XP_034665598.1|DSUB
OG0000040	LOC117143965|XP_033164790.1|DMAU	LOC117899588|XP_034665597.1|DSUB
OG0000040	LOC117143756|XP_033164463.1|DMAU	LOC117899356|XP_034665219.1|DSUB
OG0000041	LOC117143749|XP_033164453.1|DMAU, LOC117144930|XP_033166274.1|DMAU, LOC117143589|XP_033164228.1|DMAU	LOC117898984|XP_034664617.1|DSUB, LOC117898987|XP_034664620.1|DSUB, LOC117898990|XP_034664622.1|DSUB
OG0000041	LOC117145103|XP_033166514.1|DMAU	LOC117898988|XP_034664621.1|DSUB, LOC117898986|XP_034664619.1|DSUB
OG0000042	LOC117146870|XP_033169351.1|DMAU	LOC117903839|XP_034672183.1|DSUB
OG0000042	LOC117138472|XP_033156493.1|DMAU	LOC117891862|XP_034653515.1|DSUB
OG0000042	LOC117138473|XP_033156494.1|DMAU	LOC117891861|XP_034653514.1|DSUB
OG0000042	LOC117138470|XP_033156490.1|DMAU	LOC117891863|XP_034653516.1|DSUB, LOC117901781|XP_034668580.1|DSUB
OG0000042	LOC117138471|XP_033156492.1|DMAU	LOC117891864|XP_034653517.1|DSUB
OG0000043	LOC117143574|XP_033164210.1|DMAU	LOC117898000|XP_034663019.1|DSUB
OG0000043	LOC117143570|XP_033164205.1|DMAU	LOC117897983|XP_034662986.1|DSUB, LOC117897815|XP_034662757.1|DSUB
OG0000043	LOC117143572|XP_033164208.1|DMAU	LOC117898866|XP_034664435.1|DSUB
OG0000043	LOC117145149|XP_033166580.1|DMAU	LOC117897840|XP_034662797.1|DSUB, LOC117897841|XP_034662798.1|DSUB
OG0000043	LOC117143571|XP_033164207.1|DMAU, LOC117143573|XP_033164209.1|DMAU, LOC117145745|XP_033167398.1|DMAU	LOC117898867|XP_034664437.1|DSUB
OG0000043	LOC117143372|XP_033163938.1|DMAU	LOC117897193|XP_034661785.1|DSUB
OG0000044	LOC117143901|XP_033164698.1|DMAU	LOC117898991|XP_034664623.1|DSUB
OG0000044	LOC117143451|XP_033164051.1|DMAU, LOC117145465|XP_033167027.1|DMAU	LOC117895983|XP_034659856.1|DSUB
OG0000044	LOC117145163|XP_033166599.1|DMAU, LOC117143590|XP_033164229.1|DMAU, LOC117143652|XP_033164322.1|DMAU	LOC117897592|XP_034662438.1|DSUB, LOC117897591|XP_034662436.1|DSUB, LOC117897590|XP_034662434.1|DSUB, LOC117897593|XP_034662439.1|DSUB
OG0000044	LOC117143435|XP_033164032.1|DMAU	LOC117898153|XP_034663242.1|DSUB
OG0000045	LOC117139739|XP_033158187.1|DMAU	LOC117894865|XP_034658016.1|DSUB
OG0000045	LOC117139893|XP_033158462.1|DMAU, LOC117140400|XP_033159161.1|DMAU, LOC117139892|XP_033158461.1|DMAU	LOC117893502|XP_034656031.1|DSUB
OG0000045	LOC117139487|XP_033157699.1|DMAU	LOC117894637|XP_034657700.1|DSUB
OG0000045	LOC117139486|XP_033157698.1|DMAU	LOC117893875|XP_034656539.1|DSUB
OG0000046	LOC117145662|XP_033167285.1|DMAU	LOC117898099|XP_034663170.1|DSUB
OG0000046	LOC117147192|XP_033169884.1|DMAU, LOC117148363|XP_033171610.1|DMAU	LOC117892263|XP_034654274.1|DSUB, LOC117892238|XP_034654240.1|DSUB
OG0000046	LOC117147217|XP_033169922.1|DMAU	LOC117892077|XP_034653957.1|DSUB
OG0000046	LOC117144703|XP_033165923.1|DMAU, LOC117144838|XP_033166122.1|DMAU, LOC117143845|XP_033164592.1|DMAU, LOC117143549|XP_033164180.1|DMAU, LOC117138631|XP_033156736.1|DMAU, LOC117143844|XP_033164591.1|DMAU, LOC117136443|XP_033153251.1|DMAU	LOC117899466|XP_034665373.1|DSUB, LOC117899066|XP_034664724.1|DSUB, LOC117899065|XP_034664723.1|DSUB
OG0000047	LOC117137846|XP_033155439.1|DMAU	LOC117891323|XP_034652630.1|DSUB
OG0000047	LOC117137896|XP_033155525.1|DMAU	LOC117891482|XP_034652852.1|DSUB
OG0000047	LOC117136744|XP_033153666.1|DMAU	LOC117892480|XP_034654625.1|DSUB
OG0000047	LOC117141645|XP_033161109.1|DMAU	LOC117893757|XP_034656383.1|DSUB
OG0000047	LOC117137194|XP_033154412.1|DMAU	LOC117891376|XP_034652704.1|DSUB
OG0000047	LOC117141646|XP_033161110.1|DMAU	LOC117895380|XP_034658890.1|DSUB
OG0000048	LOC117140937|XP_033160024.1|DMAU, LOC117140309|XP_033159045.1|DMAU	LOC117894528|XP_034657533.1|DSUB, LOC117894532|XP_034657540.1|DSUB
OG0000048	LOC117140935|XP_033160022.1|DMAU	LOC117894523|XP_034657528.1|DSUB
OG0000048	LOC117140941|XP_033160028.1|DMAU	LOC117894537|XP_034657548.1|DSUB
OG0000049	LOC117144267|XP_033165261.1|DMAU	LOC117898484|XP_034663812.1|DSUB
OG0000049	LOC117145062|XP_033166468.1|DMAU	LOC117898479|XP_034663805.1|DSUB
OG0000049	LOC117145061|XP_033166467.1|DMAU	LOC117899170|XP_034664920.1|DSUB
OG0000049	LOC117144466|XP_033165523.1|DMAU	LOC117898482|XP_034663809.1|DSUB
OG0000050	LOC117136135|XP_033152731.1|DMAU	LOC117892195|XP_034654177.1|DSUB
OG0000050	LOC117142030|XP_033161785.1|DMAU	LOC117893228|XP_034655655.1|DSUB
OG0000050	LOC117142027|XP_033161782.1|DMAU	LOC117893221|XP_034655647.1|DSUB
OG0000050	LOC117142031|XP_033161786.1|DMAU	LOC117893222|XP_034655648.1|DSUB, LOC117894675|XP_034657744.1|DSUB
OG0000050	LOC117142029|XP_033161784.1|DMAU	LOC117893225|XP_034655653.1|DSUB, LOC117894628|XP_034657684.1|DSUB
OG0000050	LOC117142024|XP_033161778.1|DMAU	LOC117893220|XP_034655645.1|DSUB
OG0000050	LOC117142028|XP_033161783.1|DMAU	LOC117893224|XP_034655652.1|DSUB
OG0000051	LOC117143815|XP_033164552.1|DMAU	LOC117896438|XP_034660657.1|DSUB
OG0000051	LOC117143638|XP_033164307.1|DMAU	LOC117898110|XP_034663186.1|DSUB, LOC117898109|XP_034663185.1|DSUB
