Orthogroup	SLEB.longest_only	DERE.longest_only
OG0000007	LOC115632100|XP_030384941.1|SLEB, LOC115633104|XP_030386347.1|SLEB	LOC6545299|XP_001972057.1|DERE, LOC6545296|XP_001972054.1|DERE, LOC6545101|XP_001972052.1|DERE, LOC6545102|XP_001972053.1|DERE
OG0000007	LOC115632110|XP_030384963.1|SLEB, LOC115633112|XP_030386357.1|SLEB, LOC115632102|XP_030384943.1|SLEB	LOC6540876|XP_001968735.1|DERE
OG0000007	LOC115633114|XP_030386359.1|SLEB, LOC115632178|XP_030385072.1|SLEB	LOC6545660|XP_001971664.1|DERE, LOC6540935|XP_001968733.1|DERE
OG0000007	LOC115630750|XP_030383265.1|SLEB	LOC6545300|XP_001972058.2|DERE, LOC6545301|XP_001972059.1|DERE
OG0000008	LOC115623801|XP_030374203.1|SLEB	LOC6553905|XP_001979522.1|DERE
OG0000008	LOC115628395|XP_030380343.1|SLEB	LOC6543716|XP_001971859.1|DERE
OG0000008	LOC115628400|XP_030380349.1|SLEB	LOC6543719|XP_001971862.1|DERE
OG0000008	LOC115631184|XP_030383735.1|SLEB	LOC6541660|XP_001969797.3|DERE
OG0000008	LOC115628403|XP_030380351.1|SLEB	LOC6543717|XP_001971860.3|DERE
OG0000008	LOC115623581|XP_030373840.1|SLEB, LOC115624342|XP_030374854.1|SLEB	LOC6553020|XP_001979111.1|DERE, LOC6553021|XP_001979112.1|DERE
OG0000008	LOC115624341|XP_030374853.1|SLEB, LOC115623886|XP_030374298.1|SLEB	LOC6553018|XP_001979109.1|DERE
OG0000008	LOC115623587|XP_030373847.1|SLEB	LOC6553016|XP_001979107.1|DERE
OG0000008	LOC115624340|XP_030374852.1|SLEB	LOC6553019|XP_001979110.3|DERE
OG0000008	LOC115624344|XP_030374855.1|SLEB	LOC6553017|XP_001979108.1|DERE
OG0000008	LOC115623612|XP_030373889.1|SLEB	LOC6553015|XP_001979106.1|DERE
OG0000009	LOC115624173|XP_030374629.1|SLEB	LOC6554105|XP_001979501.1|DERE
OG0000009	LOC115624028|XP_030374465.1|SLEB	LOC6554107|XP_001979503.1|DERE
OG0000009	LOC115623537|XP_030373779.1|SLEB, LOC115624008|XP_030374440.1|SLEB	LOC6554108|XP_001979504.1|DERE, LOC6554106|XP_001979502.1|DERE
OG0000009	LOC115634362|XP_030387883.1|SLEB, LOC115624515|XP_030375093.1|SLEB	LOC6546804|XP_001975914.1|DERE
OG0000010	LOC115633544|XP_030386861.1|SLEB	LOC6556039|XP_015008608.2|DERE
OG0000010	LOC115630347|XP_030382740.1|SLEB, LOC115633455|XP_030386770.1|SLEB, LOC115630140|XP_030382609.1|SLEB, LOC115630331|XP_030382729.1|SLEB	LOC113564802|XP_026839451.1|DERE
OG0000010	LOC115625114|XP_030375880.1|SLEB	LOC6548710|XP_026839403.1|DERE, LOC6556033|XP_026839405.1|DERE, LOC6549045|XP_026839450.1|DERE
OG0000012	LOC115626791|XP_030378121.1|SLEB	LOC6547483|XP_015011854.1|DERE
OG0000012	LOC115634820|XP_030388598.1|SLEB	LOC6547482|XP_001974798.1|DERE
OG0000012	LOC115624523|XP_030375106.1|SLEB	LOC6547337|XP_015012184.1|DERE
OG0000012	LOC115632632|XP_030385725.1|SLEB	LOC6547484|XP_026836781.1|DERE
OG0000012	LOC115630730|XP_030383248.1|SLEB	LOC6546830|XP_026836193.1|DERE, LOC6546691|XP_001975936.3|DERE, LOC6546690|XP_001975935.1|DERE, LOC26526953|XP_026835974.1|DERE
OG0000012	LOC115634824|XP_030388603.1|SLEB, LOC115632251|XP_030385182.1|SLEB	LOC6546689|XP_001975934.2|DERE, LOC6546688|XP_001975933.1|DERE
OG0000013	LOC115634441|XP_030388010.1|SLEB	LOC6549620|XP_001975657.1|DERE
OG0000013	LOC115626662|XP_030377938.1|SLEB	LOC6551261|XP_026838843.1|DERE
OG0000013	LOC115625570|XP_030376527.1|SLEB	LOC6553110|XP_001980016.1|DERE
OG0000013	LOC115623047|XP_030373085.1|SLEB	LOC6545627|XP_026832753.1|DERE
OG0000013	LOC115621092|XP_030370486.1|SLEB	LOC6553734|XP_001980320.1|DERE
OG0000013	LOC115624312|XP_030374797.1|SLEB	LOC6554353|XP_001982051.1|DERE
OG0000013	LOC115625055|XP_030375777.1|SLEB, LOC115625061|XP_030375794.1|SLEB, LOC115625049|XP_030375761.1|SLEB, LOC115625209|XP_030376038.1|SLEB	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE, LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE
OG0000015	LOC115626216|XP_030377371.1|SLEB	LOC6549487|XP_001974261.3|DERE
OG0000015	LOC115628471|XP_030380453.1|SLEB	LOC6554572|XP_026839568.1|DERE
OG0000016	LOC115621740|XP_030371332.1|SLEB	LOC6553473|XP_001980267.1|DERE
OG0000016	LOC115634422|XP_030387989.1|SLEB	LOC6547825|XP_001974973.1|DERE
OG0000016	LOC115620605|XP_030369779.1|SLEB	LOC6553744|XP_001980362.1|DERE
OG0000016	LOC115634552|XP_030388227.1|SLEB, LOC115620165|XP_030369154.1|SLEB	LOC6548497|XP_001975310.2|DERE
OG0000016	LOC115628929|XP_030381051.1|SLEB	LOC6551195|XP_001977029.1|DERE
OG0000016	LOC115634608|XP_030388318.1|SLEB	LOC6542573|XP_026835446.1|DERE
OG0000016	LOC115621272|XP_030370732.1|SLEB	LOC6553157|XP_026831618.1|DERE
OG0000016	LOC115634447|XP_030388017.1|SLEB	LOC6544283|XP_001973711.1|DERE
OG0000017	LOC115627671|XP_030379272.1|SLEB	LOC6550521|XP_001977911.1|DERE
OG0000017	LOC115619974|XP_030368869.1|SLEB	LOC6540975|XP_001970557.1|DERE
OG0000017	LOC115619942|XP_030368829.1|SLEB, LOC115634221|XP_030387672.1|SLEB, LOC115619943|XP_030368830.1|SLEB, LOC115619949|XP_030368838.1|SLEB	LOC6542635|XP_001970806.1|DERE
OG0000017	LOC115630526|XP_030382993.1|SLEB	LOC6547791|XP_001976408.1|DERE
OG0000017	LOC115619940|XP_030368827.1|SLEB, LOC115619939|XP_030368826.1|SLEB	LOC6542668|XP_001970804.1|DERE
OG0000017	LOC115620280|XP_030369314.1|SLEB	LOC6543081|XP_001968299.1|DERE
OG0000018	LOC115633159|XP_030386430.1|SLEB	LOC6545112|XP_001972081.1|DERE
OG0000018	LOC115633160|XP_030386431.1|SLEB	LOC6545117|XP_001972086.1|DERE, LOC6545115|XP_001972084.1|DERE
OG0000018	LOC115633162|XP_030386433.1|SLEB	LOC6545114|XP_001972083.1|DERE
OG0000019	LOC115621701|XP_030371268.1|SLEB	LOC113564308|XP_026836578.1|DERE
OG0000019	LOC115621698|XP_030371264.1|SLEB	LOC6555070|XP_001981612.1|DERE
OG0000019	LOC115621699|XP_030371266.1|SLEB	LOC6555069|XP_001981611.1|DERE
OG0000019	LOC115621700|XP_030371267.1|SLEB	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE, LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE
OG0000020	LOC115620461|XP_030369552.1|SLEB	LOC6555052|XP_026839769.1|DERE
OG0000020	LOC115634835|XP_030388616.1|SLEB	LOC6547855|XP_001975038.1|DERE
OG0000020	LOC115625139|XP_030375917.1|SLEB	LOC6549413|XP_026836257.1|DERE, LOC6540649|XP_026834533.1|DERE, LOC6543425|XP_026834766.1|DERE
OG0000020	LOC115623558|XP_030373816.1|SLEB	LOC6553828|XP_026839892.1|DERE
OG0000020	LOC115623561|XP_030373817.1|SLEB	LOC6554060|XP_001980549.1|DERE
OG0000020	LOC115625796|XP_030376833.1|SLEB	LOC6548804|XP_001974084.1|DERE, LOC6549412|XP_001974317.1|DERE
OG0000021	LOC115632536|XP_030385602.1|SLEB	LOC6543194|XP_001968524.1|DERE
OG0000021	LOC115624992|XP_030375724.1|SLEB, LOC115624826|XP_030375532.1|SLEB	LOC6556017|XP_001982880.1|DERE
OG0000021	LOC115624982|XP_030375700.1|SLEB	LOC6547978|XP_001975124.1|DERE
OG0000021	LOC115619935|XP_030372749.1|SLEB	LOC6546948|XP_001974598.1|DERE
OG0000021	LOC115621481|XP_030371001.1|SLEB, LOC115620530|XP_030369661.1|SLEB, LOC115620531|XP_030369662.1|SLEB, LOC115621836|XP_030371506.1|SLEB	LOC6556217|XP_001983050.1|DERE
OG0000021	LOC115629488|XP_030381818.1|SLEB	LOC6551659|XP_001977237.1|DERE
OG0000021	LOC115625208|XP_030376037.1|SLEB	LOC6554651|XP_001981975.1|DERE
OG0000021	LOC115620616|XP_030369796.1|SLEB	LOC6553703|XP_001980409.1|DERE
OG0000021	LOC115629963|XP_030382440.1|SLEB	LOC26526932|XP_026837924.1|DERE
OG0000022	LOC115634544|XP_030388214.1|SLEB	LOC6548724|XP_001975398.1|DERE
OG0000022	LOC115624809|XP_030375515.1|SLEB, LOC115624810|XP_030375516.1|SLEB, LOC115624811|XP_030375517.1|SLEB, LOC115624806|XP_030375512.1|SLEB, LOC115624807|XP_030375513.1|SLEB, LOC115624805|XP_030375510.1|SLEB, LOC115624808|XP_030375514.1|SLEB, LOC115624804|XP_030375509.1|SLEB, LOC115624800|XP_030375505.1|SLEB, LOC115624801|XP_030375506.1|SLEB, LOC115624799|XP_030375504.1|SLEB	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE
OG0000022	LOC115624802|XP_030375508.1|SLEB	LOC6545495|XP_001971097.1|DERE, LOC6545494|XP_001971096.1|DERE
OG0000023	LOC115623826|XP_030374229.1|SLEB	LOC113563731|XP_026831631.1|DERE
OG0000023	LOC115623325|XP_030373446.1|SLEB	LOC6553285|XP_001979203.1|DERE
OG0000023	LOC115623824|XP_030374228.1|SLEB	LOC6553284|XP_026831910.1|DERE
OG0000023	LOC115623322|XP_030373444.1|SLEB	LOC6553277|XP_001979195.2|DERE
OG0000023	LOC115623324|XP_030373445.1|SLEB	LOC6553329|XP_001979191.2|DERE
OG0000023	LOC115623321|XP_030373443.1|SLEB	LOC6553331|XP_001979193.1|DERE
OG0000023	LOC115623326|XP_030373447.1|SLEB	LOC6553328|XP_001979190.1|DERE
OG0000024	LOC115621184|XP_030370622.1|SLEB, LOC115634337|XP_030387889.1|SLEB, LOC115621840|XP_030371514.1|SLEB	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE, LOC6547183|XP_001976081.1|DERE
OG0000024	LOC115626230|XP_030377390.1|SLEB	LOC6549069|XP_001974169.1|DERE, LOC6547184|XP_001976082.1|DERE
OG0000024	LOC115633141|XP_030386412.1|SLEB	LOC6549473|XP_001975764.1|DERE
OG0000025	LOC115628683|XP_030380717.1|SLEB, LOC115631773|XP_030384469.1|SLEB, LOC115631774|XP_030384470.1|SLEB	LOC6540718|XP_001968765.1|DERE
OG0000025	LOC115630311|XP_030382709.1|SLEB, LOC115630293|XP_030382689.1|SLEB, LOC115630303|XP_030382701.1|SLEB	LOC113564765|XP_026839399.1|DERE
OG0000026	LOC115627188|XP_030378651.1|SLEB	LOC6551694|XP_001977155.1|DERE
OG0000026	LOC115626629|XP_030377893.1|SLEB	LOC6543477|XP_001969495.1|DERE
OG0000026	LOC115627162|XP_030378606.1|SLEB	LOC6551346|XP_001977080.1|DERE
OG0000027	LOC115632057|XP_030384894.1|SLEB	LOC6541432|XP_001970185.1|DERE
OG0000027	LOC115632056|XP_030384892.1|SLEB	LOC6541563|XP_001970188.1|DERE
OG0000027	LOC115631416|XP_030384002.1|SLEB	LOC6541340|XP_001970186.1|DERE
OG0000029	LOC115634071|XP_030387478.1|SLEB	LOC6546309|XP_026833134.1|DERE
OG0000030	LOC115631185|XP_030383736.1|SLEB	LOC6540832|XP_001969798.1|DERE
OG0000030	LOC115631186|XP_030383737.1|SLEB	LOC6541247|XP_001969800.2|DERE, LOC6543200|XP_001969799.1|DERE
OG0000030	LOC115630766|XP_030383282.1|SLEB	LOC6542410|XP_001968441.1|DERE
OG0000030	LOC115633773|XP_030387107.1|SLEB, LOC115634644|XP_030388361.1|SLEB	LOC6547811|XP_001976404.1|DERE
OG0000030	LOC115627904|XP_030379659.1|SLEB	LOC6555505|XP_026838381.1|DERE
OG0000030	LOC115627392|XP_030378906.1|SLEB, LOC115625462|XP_030376370.1|SLEB	LOC6550371|XP_001977852.1|DERE
OG0000031	LOC115624486|XP_030375049.1|SLEB, LOC115624487|XP_030375050.1|SLEB, LOC115626409|XP_030377634.1|SLEB	LOC6541519|XP_001969009.2|DERE, LOC6543250|XP_001968986.1|DERE
OG0000031	LOC115631052|XP_030383546.1|SLEB	LOC6542615|XP_001969442.1|DERE
OG0000032	LOC115621800|XP_030371439.1|SLEB	LOC6553974|XP_015009875.1|DERE
OG0000032	LOC115621799|XP_030371437.1|SLEB	LOC113564299|XP_026836470.1|DERE
OG0000033	LOC115629219|XP_030381491.1|SLEB, LOC115634381|XP_030387925.1|SLEB, LOC115625129|XP_030375944.1|SLEB, LOC115634231|XP_030387683.1|SLEB, LOC115634372|XP_030387909.1|SLEB	LOC6548262|XP_001974108.1|DERE, LOC6548263|XP_001974109.1|DERE, LOC6541653|XP_001970703.1|DERE, LOC6542775|XP_001970704.2|DERE
OG0000033	LOC115629069|XP_030381245.1|SLEB, LOC115629070|XP_030381246.1|SLEB	LOC6541460|XP_001970702.1|DERE
OG0000034	LOC115631238|XP_030383807.1|SLEB	LOC6547752|XP_001976261.2|DERE
OG0000034	LOC115631016|XP_030383488.1|SLEB	LOC6547627|XP_001976262.1|DERE
OG0000034	LOC115626559|XP_030377798.1|SLEB, LOC115626558|XP_030377797.1|SLEB, LOC115626560|XP_030377799.1|SLEB	LOC113564268|XP_026836067.1|DERE, LOC6553711|XP_001980355.1|DERE
OG0000036	LOC115623477|XP_030373705.1|SLEB	LOC6553210|XP_001979212.1|DERE
OG0000036	LOC115621020|XP_030370399.1|SLEB	LOC6553049|XP_001980037.3|DERE
OG0000036	LOC115620249|XP_030369258.1|SLEB	LOC6552090|XP_001978801.1|DERE
OG0000036	LOC115621341|XP_030370821.1|SLEB	LOC6554160|XP_026832544.1|DERE, LOC113563885|XP_026832533.1|DERE
OG0000037	LOC115626848|XP_030378208.1|SLEB	LOC6547304|XP_026836461.1|DERE
OG0000037	LOC115622003|XP_030371717.1|SLEB, LOC115622001|XP_030371716.1|SLEB	LOC6553809|XP_001979566.1|DERE, LOC6553808|XP_001979565.1|DERE
OG0000038	LOC115633983|XP_030387367.1|SLEB	LOC6545503|XP_001973343.1|DERE
OG0000038	LOC115633961|XP_030387345.1|SLEB	LOC6545505|XP_026833772.1|DERE
OG0000039	LOC115633921|XP_030387291.1|SLEB	LOC6553078|XP_001979073.2|DERE
OG0000039	LOC115633267|XP_030386532.1|SLEB	LOC6550737|XP_001978160.1|DERE
OG0000039	LOC115628050|XP_030379855.1|SLEB	LOC6550622|XP_026837736.1|DERE
OG0000039	LOC115633390|XP_030386693.1|SLEB	LOC6551666|XP_001977244.1|DERE
OG0000040	LOC115625606|XP_030376600.1|SLEB, LOC115625605|XP_030376599.1|SLEB, LOC115625608|XP_030376603.1|SLEB	LOC6551893|XP_026835202.1|DERE, LOC6551780|XP_001980593.1|DERE
OG0000040	LOC115624210|XP_030374678.1|SLEB	LOC6551781|XP_001980594.1|DERE
OG0000040	LOC115624205|XP_030374672.1|SLEB, LOC115624208|XP_030374674.1|SLEB	LOC6551892|XP_001979714.2|DERE, LOC6551891|XP_001979713.1|DERE
OG0000040	LOC115621426|XP_030370938.1|SLEB	LOC6554299|XP_001981067.1|DERE
OG0000042	LOC115630085|XP_030382572.1|SLEB	LOC6549797|XP_001977320.1|DERE
OG0000042	LOC115634385|XP_030387930.1|SLEB, LOC115634197|XP_030387645.1|SLEB, LOC115629009|XP_030381198.1|SLEB, LOC115628918|XP_030381081.1|SLEB, LOC115634487|XP_030388103.1|SLEB	LOC6547072|XP_001974652.1|DERE, LOC6547084|XP_001974656.1|DERE, LOC6547081|XP_026835970.1|DERE, LOC6547083|XP_026836041.1|DERE, LOC6547082|XP_001974654.1|DERE
OG0000043	LOC115623987|XP_030374418.1|SLEB	LOC6551884|XP_001980608.2|DERE
OG0000043	LOC115623491|XP_030373724.1|SLEB	LOC6551882|XP_001980606.1|DERE
OG0000043	LOC115623337|XP_030373467.1|SLEB	LOC6551883|XP_001980607.1|DERE
OG0000043	LOC115623816|XP_030374219.1|SLEB	LOC6551896|XP_001980611.1|DERE
OG0000043	LOC115623986|XP_030374417.1|SLEB	LOC6554744|XP_001981087.1|DERE, LOC6549065|XP_026836066.1|DERE, LOC6551880|XP_001980604.1|DERE
OG0000044	LOC115624024|XP_030374460.1|SLEB	LOC6554933|XP_001981812.1|DERE
OG0000044	LOC115623538|XP_030373780.1|SLEB	LOC6554929|XP_001981808.1|DERE, LOC6554928|XP_001981807.1|DERE
OG0000044	LOC115631500|XP_030384120.1|SLEB	LOC6554932|XP_026836683.1|DERE, LOC6554930|XP_001981809.1|DERE, LOC6554931|XP_001981810.2|DERE
OG0000044	LOC115624165|XP_030374623.1|SLEB	LOC6553968|XP_001980526.3|DERE
OG0000045	LOC115632695|XP_030385792.1|SLEB	LOC6543777|XP_001972312.1|DERE
OG0000045	LOC115632698|XP_030385795.1|SLEB	LOC6543776|XP_001972311.2|DERE, LOC6543775|XP_001972310.1|DERE
OG0000045	LOC115632700|XP_030385796.1|SLEB	LOC6544619|XP_001971501.1|DERE
OG0000045	LOC115632701|XP_030385797.1|SLEB	LOC6544620|XP_001971502.1|DERE
OG0000046	LOC115626838|XP_030378183.1|SLEB, LOC115626960|XP_030378335.1|SLEB, LOC115626959|XP_030378334.1|SLEB	LOC6553418|XP_001979316.1|DERE, LOC6550460|XP_001977787.1|DERE, LOC6554301|XP_001982125.2|DERE, LOC6554302|XP_001982126.1|DERE
OG0000047	LOC115631261|XP_030383836.1|SLEB	LOC6548915|XP_026836112.1|DERE
OG0000047	LOC115632503|XP_030385556.1|SLEB	LOC6548919|XP_001975347.1|DERE
OG0000047	LOC115626702|XP_030377994.1|SLEB	LOC6549604|XP_001975737.1|DERE
OG0000047	LOC115622391|XP_030372176.1|SLEB	LOC6549507|XP_001975729.1|DERE, LOC6546189|XP_001972282.1|DERE
OG0000048	LOC115632969|XP_030386130.1|SLEB, LOC115632930|XP_030386082.1|SLEB	LOC6544966|XP_001973233.1|DERE, LOC6544967|XP_001973234.1|DERE
OG0000048	LOC115632620|XP_030385708.1|SLEB	LOC6545045|XP_001973227.2|DERE
OG0000048	LOC115632159|XP_030385047.1|SLEB	LOC6544963|XP_001973230.1|DERE
OG0000049	LOC115631187|XP_030383738.1|SLEB	LOC6552334|XP_001979793.1|DERE
OG0000049	LOC115625471|XP_030376380.1|SLEB	LOC6552331|XP_001979790.1|DERE
OG0000049	LOC115625469|XP_030376378.1|SLEB	LOC6552229|XP_001979794.1|DERE
OG0000049	LOC115625467|XP_030376376.1|SLEB	LOC6552231|XP_001979796.1|DERE
OG0000049	LOC115625232|XP_030376077.1|SLEB	LOC6552230|XP_001979795.1|DERE
OG0000049	LOC115621014|XP_030370394.1|SLEB	LOC6552330|XP_001979789.1|DERE
OG0000050	LOC115632844|XP_030385961.1|SLEB	LOC6544204|XP_026833494.1|DERE
OG0000050	LOC115632845|XP_030385962.1|SLEB	LOC26526578|XP_026833595.1|DERE
OG0000050	LOC115632843|XP_030385960.1|SLEB, LOC115632842|XP_030385959.1|SLEB	LOC6544232|XP_026833594.1|DERE
OG0000051	LOC115624036|XP_030374474.1|SLEB	LOC6552520|XP_001980945.1|DERE
OG0000051	LOC115620987|XP_030370367.1|SLEB	LOC6553748|XP_001980366.1|DERE
OG0000052	LOC115621355|XP_030370842.1|SLEB	LOC6552258|XP_001980739.1|DERE, LOC6555308|XP_001982081.1|DERE, LOC6552259|XP_001980740.3|DERE, LOC6552256|XP_001980737.2|DERE, LOC6552257|XP_001980738.1|DERE
OG0000052	LOC115621366|XP_030370854.1|SLEB	LOC6547302|XP_001974728.1|DERE, LOC6547301|XP_001974727.1|DERE
OG0000053	LOC115624400|XP_030374993.1|SLEB, LOC115621737|XP_030371331.1|SLEB	LOC6541123|XP_001970454.1|DERE, LOC6542707|XP_001970455.1|DERE
OG0000053	LOC115634038|XP_030387442.1|SLEB	LOC6542876|XP_001970456.1|DERE
OG0000053	LOC115634037|XP_030387441.1|SLEB	LOC6542254|XP_001970457.1|DERE
OG0000053	LOC115634626|XP_030388341.1|SLEB	LOC6542856|XP_001970461.3|DERE
OG0000054	LOC115623474|XP_030373700.1|SLEB, LOC115624032|XP_030374469.1|SLEB	LOC6553130|XP_001980075.1|DERE
OG0000054	LOC115623633|XP_030373934.1|SLEB	LOC6553131|XP_001980076.1|DERE
OG0000054	LOC115624033|XP_030374471.1|SLEB	LOC6553059|XP_001980078.1|DERE, LOC6553132|XP_026836543.1|DERE
OG0000056	LOC115626734|XP_030378039.1|SLEB	LOC6554751|XP_001982187.1|DERE
OG0000056	LOC115626727|XP_030378033.1|SLEB	LOC6554750|XP_001982186.1|DERE, LOC6554782|XP_001982185.1|DERE, LOC6554781|XP_001982184.3|DERE
OG0000056	LOC115628187|XP_030380038.1|SLEB, LOC115626789|XP_030378115.1|SLEB	LOC6551980|XP_001980665.2|DERE
OG0000058	LOC115626443|XP_030377676.1|SLEB, LOC115626320|XP_030377520.1|SLEB, LOC115626319|XP_030377518.1|SLEB, LOC115626321|XP_030377521.1|SLEB	LOC6548959|XP_001974191.1|DERE, LOC6548960|XP_001974192.1|DERE, LOC6543269|XP_001969993.1|DERE
OG0000059	LOC115621406|XP_030370909.1|SLEB, LOC115620363|XP_030369427.1|SLEB, LOC115620758|XP_030370015.1|SLEB	LOC6555431|XP_001981657.1|DERE
OG0000059	LOC115621386|XP_030370879.1|SLEB	LOC6555432|XP_001981658.1|DERE
OG0000059	LOC115620757|XP_030370013.1|SLEB	LOC6555439|XP_001981665.1|DERE
OG0000060	LOC115629929|XP_030382393.1|SLEB	LOC6551123|XP_026838344.1|DERE
OG0000060	LOC115630565|XP_030383041.1|SLEB	LOC6549244|XP_001974429.1|DERE
OG0000060	LOC115623364|XP_030373510.1|SLEB	LOC6552399|XP_001978925.3|DERE
OG0000060	LOC115620624|XP_030369812.1|SLEB	LOC6554918|XP_026832695.1|DERE
OG0000060	LOC115629360|XP_030381672.1|SLEB	LOC6551264|XP_001978379.1|DERE
OG0000060	LOC115630767|XP_030383283.1|SLEB	LOC6542766|XP_001968438.1|DERE
OG0000061	LOC115631729|XP_030384426.1|SLEB	LOC6541628|XP_001968975.1|DERE
OG0000061	LOC115631701|XP_030384388.1|SLEB	LOC6541823|XP_001968977.1|DERE
OG0000062	LOC115627142|XP_030378579.1|SLEB	LOC6549684|XP_001977426.1|DERE
OG0000062	LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB	LOC6549489|XP_001974263.1|DERE, LOC6549488|XP_001974262.1|DERE
OG0000063	LOC115623704|XP_030374042.1|SLEB	LOC6553303|XP_001980169.2|DERE, LOC6553302|XP_001980168.1|DERE, LOC6553304|XP_001980170.1|DERE
OG0000063	LOC115622384|XP_030372168.1|SLEB	LOC6546128|XP_001972262.1|DERE
OG0000063	LOC115622972|XP_030372983.1|SLEB	LOC6546125|XP_001972259.1|DERE
OG0000063	LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB	LOC6546126|XP_026832754.1|DERE, LOC6546127|XP_001972261.2|DERE
