Orthogroup	SLEB.longest_only	DBUS.longest_only
OG0000009	LOC115623537|XP_030373779.1|SLEB, LOC115624008|XP_030374440.1|SLEB	LOC117134845|XP_033149872.1|DBUS, LOC108601840|XP_017845277.2|DBUS, LOC108600305|XP_017843283.1|DBUS
OG0000009	LOC115634362|XP_030387883.1|SLEB, LOC115624515|XP_030375093.1|SLEB	LOC108605315|XP_017850474.2|DBUS, LOC108605314|XP_017850472.1|DBUS, LOC108595103|XP_017835752.1|DBUS
OG0000010	LOC115633544|XP_030386861.1|SLEB	LOC108603408|XP_017847686.1|DBUS
OG0000010	LOC115630347|XP_030382740.1|SLEB, LOC115633455|XP_030386770.1|SLEB, LOC115630140|XP_030382609.1|SLEB, LOC115630331|XP_030382729.1|SLEB, LOC115630332|XP_030382730.1|SLEB	LOC117134729|XP_033149263.1|DBUS
OG0000012	LOC115626791|XP_030378121.1|SLEB	LOC108595899|XP_017836677.1|DBUS
OG0000012	LOC115634820|XP_030388598.1|SLEB	LOC108594927|XP_017835552.1|DBUS, LOC108594926|XP_017835551.1|DBUS
OG0000012	LOC115624523|XP_030375106.1|SLEB	LOC108595898|XP_017836676.1|DBUS
OG0000012	LOC115632632|XP_030385725.1|SLEB	LOC108595900|XP_017836679.1|DBUS
OG0000012	LOC115630730|XP_030383248.1|SLEB	LOC108597255|XP_017839199.1|DBUS
OG0000012	LOC115634824|XP_030388603.1|SLEB, LOC115632251|XP_030385182.1|SLEB	LOC108595402|XP_017836117.1|DBUS, LOC108597254|XP_017839197.1|DBUS
OG0000013	LOC115634441|XP_030388010.1|SLEB	LOC108596692|XP_017838201.1|DBUS
OG0000013	LOC115626662|XP_030377938.1|SLEB	LOC108606235|XP_017851657.1|DBUS
OG0000013	LOC115625570|XP_030376527.1|SLEB	LOC108603181|XP_017847228.1|DBUS
OG0000013	LOC115623047|XP_030373085.1|SLEB	LOC108599948|XP_017842685.1|DBUS
OG0000013	LOC115621092|XP_030370486.1|SLEB	LOC108603387|XP_017847647.1|DBUS
OG0000013	LOC115625055|XP_030375777.1|SLEB, LOC115625061|XP_030375794.1|SLEB, LOC115625049|XP_030375761.1|SLEB, LOC115625209|XP_030376038.1|SLEB	LOC108602825|XP_017846548.1|DBUS, LOC108603356|XP_033149948.1|DBUS, LOC108602826|XP_017846549.2|DBUS
OG0000016	LOC115621740|XP_030371332.1|SLEB	LOC108603000|XP_017846884.1|DBUS
OG0000016	LOC115634422|XP_030387989.1|SLEB	LOC108596111|XP_017837026.1|DBUS
OG0000016	LOC115620605|XP_030369779.1|SLEB	LOC108603521|XP_017847904.1|DBUS
OG0000016	LOC115634552|XP_030388227.1|SLEB, LOC115620165|XP_030369154.1|SLEB	LOC108596316|XP_017837414.1|DBUS
OG0000016	LOC115628929|XP_030381051.1|SLEB	LOC108606266|XP_017851714.1|DBUS
OG0000016	LOC115634608|XP_030388318.1|SLEB	LOC108596191|XP_017837194.1|DBUS
OG0000016	LOC115621272|XP_030370732.1|SLEB	LOC108601639|XP_017845028.2|DBUS
OG0000016	LOC115634447|XP_030388017.1|SLEB	LOC108599665|XP_017842156.1|DBUS
OG0000017	LOC115619942|XP_030368829.1|SLEB, LOC115634221|XP_030387672.1|SLEB, LOC115619943|XP_030368830.1|SLEB, LOC115619949|XP_030368838.1|SLEB	LOC108594623|XP_017835255.1|DBUS
OG0000017	LOC115630526|XP_030382993.1|SLEB	LOC108594615|XP_017835248.1|DBUS, LOC117134873|XP_033150152.1|DBUS, LOC108601314|XP_017844702.1|DBUS, LOC117134851|XP_033149937.1|DBUS, LOC108601332|XP_033149826.1|DBUS, LOC108602535|XP_017846156.1|DBUS
OG0000017	LOC115619940|XP_030368827.1|SLEB, LOC115619939|XP_030368826.1|SLEB	LOC108595879|XP_017836658.1|DBUS
OG0000017	LOC115620280|XP_030369314.1|SLEB	LOC108607612|XP_017854053.1|DBUS
OG0000018	LOC115633159|XP_030386430.1|SLEB	LOC108599199|XP_017841484.1|DBUS
OG0000018	LOC115633160|XP_030386431.1|SLEB	LOC108597971|XP_017840076.1|DBUS
OG0000018	LOC115633162|XP_030386433.1|SLEB	LOC108599156|XP_017841431.1|DBUS
OG0000019	LOC115630744|XP_030383257.1|SLEB, LOC115630793|XP_030383311.1|SLEB, LOC115624744|XP_030375433.1|SLEB, LOC115621702|XP_030371269.1|SLEB	LOC108602938|XP_017846769.1|DBUS
OG0000019	LOC115621701|XP_030371268.1|SLEB	LOC108602932|XP_017846764.1|DBUS, LOC108602934|XP_017846766.1|DBUS
OG0000019	LOC115621698|XP_030371264.1|SLEB	LOC108602931|XP_017846763.1|DBUS
OG0000019	LOC115621699|XP_030371266.1|SLEB	LOC108602936|XP_017846767.1|DBUS
OG0000019	LOC115621700|XP_030371267.1|SLEB	LOC108602933|XP_017846765.1|DBUS
OG0000020	LOC115620461|XP_030369552.1|SLEB	LOC108604342|XP_017849258.1|DBUS
OG0000020	LOC115634835|XP_030388616.1|SLEB	LOC108594958|XP_017835581.1|DBUS
OG0000020	LOC115625139|XP_030375917.1|SLEB	LOC108607439|XP_017853757.2|DBUS
OG0000020	LOC115623558|XP_030373816.1|SLEB	LOC108603823|XP_017848442.1|DBUS
OG0000020	LOC115623561|XP_030373817.1|SLEB	LOC108604274|XP_033150157.1|DBUS, LOC108603677|XP_033150131.1|DBUS
OG0000020	LOC115625796|XP_030376833.1|SLEB	LOC108607440|XP_017853760.2|DBUS
OG0000021	LOC115634442|XP_030388011.1|SLEB	LOC108598850|XP_017841097.1|DBUS
OG0000021	LOC115627679|XP_030379282.1|SLEB, LOC115629561|XP_030381912.1|SLEB, LOC115622692|XP_030372578.1|SLEB	LOC108595011|XP_017835635.1|DBUS
OG0000021	LOC115632536|XP_030385602.1|SLEB	LOC108595010|XP_017835633.1|DBUS
OG0000021	LOC115624992|XP_030375724.1|SLEB, LOC115624826|XP_030375532.1|SLEB	LOC108595013|XP_017835637.1|DBUS
OG0000021	LOC115624982|XP_030375700.1|SLEB	LOC108595009|XP_017835632.1|DBUS
OG0000021	LOC115619935|XP_030372749.1|SLEB	LOC108594982|XP_017835604.1|DBUS
OG0000021	LOC115621481|XP_030371001.1|SLEB, LOC115620530|XP_030369661.1|SLEB, LOC115620531|XP_030369662.1|SLEB, LOC115621836|XP_030371506.1|SLEB	LOC108595014|XP_017835638.1|DBUS
OG0000021	LOC115629488|XP_030381818.1|SLEB	LOC108605475|XP_017850651.1|DBUS
OG0000021	LOC115625208|XP_030376037.1|SLEB	LOC108602127|XP_017845643.1|DBUS
OG0000021	LOC115629963|XP_030382440.1|SLEB	LOC108606823|XP_017852795.1|DBUS
OG0000022	LOC115634544|XP_030388214.1|SLEB	LOC108595778|XP_017836559.1|DBUS
OG0000022	LOC115624809|XP_030375515.1|SLEB, LOC115624810|XP_030375516.1|SLEB, LOC115624811|XP_030375517.1|SLEB, LOC115624806|XP_030375512.1|SLEB, LOC115624807|XP_030375513.1|SLEB, LOC115624805|XP_030375510.1|SLEB, LOC115624808|XP_030375514.1|SLEB, LOC115624804|XP_030375509.1|SLEB, LOC115624800|XP_030375505.1|SLEB, LOC115624801|XP_030375506.1|SLEB, LOC115624799|XP_030375504.1|SLEB	LOC108599021|XP_017841291.1|DBUS, LOC108599849|XP_017842466.2|DBUS, LOC108599851|XP_017842468.2|DBUS, LOC108597894|XP_033149700.1|DBUS
OG0000022	LOC115623680|XP_030374009.1|SLEB, LOC115634199|XP_030387648.1|SLEB	LOC108597711|XP_017839890.1|DBUS
OG0000023	LOC115623320|XP_030373442.1|SLEB	LOC117134624|XP_033150075.1|DBUS
OG0000023	LOC115623826|XP_030374229.1|SLEB	LOC108601632|XP_017845020.1|DBUS
OG0000023	LOC115623325|XP_030373446.1|SLEB	LOC108604301|XP_017849208.1|DBUS
OG0000023	LOC115623824|XP_030374228.1|SLEB	LOC108604433|XP_017849396.1|DBUS
OG0000023	LOC115623322|XP_030373444.1|SLEB	LOC108601245|XP_033150074.1|DBUS
OG0000023	LOC115623324|XP_030373445.1|SLEB	LOC108602727|XP_017846368.1|DBUS
OG0000023	LOC115623321|XP_030373443.1|SLEB	LOC108602726|XP_017846367.1|DBUS
OG0000023	LOC115623326|XP_030373447.1|SLEB	LOC117134644|XP_033150071.1|DBUS
OG0000024	LOC115626230|XP_030377390.1|SLEB	LOC108596281|XP_017837347.1|DBUS
OG0000024	LOC115633141|XP_030386412.1|SLEB	LOC108594614|XP_017835247.1|DBUS, LOC108594611|XP_017835243.1|DBUS
OG0000024	LOC115630204|XP_030382632.1|SLEB, LOC115633283|XP_030386551.1|SLEB, LOC115633275|XP_030386546.1|SLEB, LOC115633288|XP_030386557.1|SLEB, LOC115629800|XP_030382222.1|SLEB, LOC115629806|XP_030382233.1|SLEB	LOC108595405|XP_017836123.1|DBUS
OG0000024	LOC115632051|XP_030384884.1|SLEB	LOC108595394|XP_017836112.1|DBUS
OG0000025	LOC115628683|XP_030380717.1|SLEB, LOC115631773|XP_030384469.1|SLEB, LOC115631774|XP_030384470.1|SLEB	LOC108607483|XP_017853815.1|DBUS
OG0000025	LOC115630311|XP_030382709.1|SLEB, LOC115630293|XP_030382689.1|SLEB, LOC115630303|XP_030382701.1|SLEB	LOC117134728|XP_033149262.1|DBUS
OG0000026	LOC115627188|XP_030378651.1|SLEB	LOC108606562|XP_017852268.1|DBUS
OG0000026	LOC115626629|XP_030377893.1|SLEB	LOC108597443|XP_017839499.1|DBUS
OG0000026	LOC115627162|XP_030378606.1|SLEB	LOC108606994|XP_017853058.1|DBUS, LOC108606996|XP_017853059.2|DBUS, LOC108606997|XP_017853060.1|DBUS
OG0000027	LOC115632057|XP_030384894.1|SLEB	LOC108600961|XP_017844639.1|DBUS
OG0000027	LOC115632056|XP_030384892.1|SLEB	LOC108608302|XP_017855118.1|DBUS
OG0000027	LOC115631416|XP_030384002.1|SLEB	LOC108600155|XP_017843044.1|DBUS
OG0000028	LOC115634465|XP_030388053.1|SLEB	LOC108598252|XP_017840356.2|DBUS, LOC108599617|XP_017842061.2|DBUS, LOC108598253|XP_017840357.2|DBUS
OG0000029	LOC115634071|XP_030387478.1|SLEB	LOC108599285|XP_017841572.1|DBUS
OG0000030	LOC115631185|XP_030383736.1|SLEB	LOC108608102|XP_033150830.1|DBUS
OG0000030	LOC115630766|XP_030383282.1|SLEB	LOC108595036|XP_017835704.1|DBUS, LOC108595111|XP_017835820.1|DBUS
OG0000030	LOC115633773|XP_030387107.1|SLEB, LOC115634644|XP_030388361.1|SLEB	LOC108594814|XP_017835442.1|DBUS, LOC108594815|XP_017835443.1|DBUS, LOC108594821|XP_033149207.1|DBUS, LOC108594803|XP_033149218.1|DBUS, LOC108594804|XP_033149217.1|DBUS
OG0000030	LOC115627904|XP_030379659.1|SLEB	LOC108605352|XP_017850510.1|DBUS
OG0000031	LOC115624486|XP_030375049.1|SLEB, LOC115624487|XP_030375050.1|SLEB, LOC115626409|XP_030377634.1|SLEB	LOC108603962|XP_017848657.1|DBUS, LOC108603979|XP_017848698.2|DBUS
OG0000031	LOC115626596|XP_030377839.1|SLEB	LOC108595066|XP_017835705.2|DBUS
OG0000031	LOC115631052|XP_030383546.1|SLEB	LOC108596350|XP_017837498.1|DBUS
OG0000032	LOC115621800|XP_030371439.1|SLEB	LOC108604099|XP_017848870.1|DBUS
OG0000032	LOC115621799|XP_030371437.1|SLEB	LOC108603626|XP_017848073.1|DBUS, LOC108603627|XP_017848074.1|DBUS, LOC108601630|XP_017845018.1|DBUS
OG0000033	LOC115629219|XP_030381491.1|SLEB, LOC115634381|XP_030387925.1|SLEB, LOC115625129|XP_030375944.1|SLEB, LOC115634231|XP_030387683.1|SLEB, LOC115634372|XP_030387909.1|SLEB	LOC108596493|XP_017837798.1|DBUS
OG0000033	LOC115629069|XP_030381245.1|SLEB, LOC115629070|XP_030381246.1|SLEB	LOC108594868|XP_017835496.1|DBUS
OG0000034	LOC115631238|XP_030383807.1|SLEB	LOC108600656|XP_017843844.2|DBUS
OG0000034	LOC115631233|XP_030383802.1|SLEB	LOC108597722|XP_017839907.2|DBUS
OG0000034	LOC115631016|XP_030383488.1|SLEB	LOC108608325|XP_017855153.2|DBUS
OG0000034	LOC115626559|XP_030377798.1|SLEB, LOC115626558|XP_030377797.1|SLEB, LOC115626560|XP_030377799.1|SLEB	LOC108598696|XP_017840911.1|DBUS, LOC108600688|XP_017843931.2|DBUS, LOC108597047|XP_017838843.1|DBUS
OG0000035	LOC115624912|XP_030375621.1|SLEB, LOC115624520|XP_030375099.1|SLEB, LOC115630026|XP_030382522.1|SLEB, LOC115630549|XP_030383019.1|SLEB, LOC115634591|XP_030388280.1|SLEB, LOC115624963|XP_030375678.1|SLEB	LOC117134686|XP_033149074.1|DBUS, LOC108602071|XP_017845580.2|DBUS, LOC108604409|XP_017849365.2|DBUS, LOC108597433|XP_017839480.2|DBUS
OG0000036	LOC115623477|XP_030373705.1|SLEB	LOC108601814|XP_017845240.1|DBUS
OG0000036	LOC115621020|XP_030370399.1|SLEB	LOC108604642|XP_017849680.1|DBUS
OG0000036	LOC115620249|XP_030369258.1|SLEB	LOC108602327|XP_017845903.1|DBUS, LOC108603042|XP_017846950.1|DBUS
OG0000036	LOC115621341|XP_030370821.1|SLEB	LOC108601330|XP_033149802.1|DBUS, LOC117134637|XP_033149940.1|DBUS
OG0000036	LOC115627397|XP_030378912.1|SLEB	LOC108607107|XP_017853223.1|DBUS
OG0000037	LOC115622003|XP_030371717.1|SLEB, LOC115622001|XP_030371716.1|SLEB	LOC108602024|XP_017845515.1|DBUS, LOC108601648|XP_017845037.1|DBUS
OG0000038	LOC115633983|XP_030387367.1|SLEB	LOC108598255|XP_017840359.1|DBUS
OG0000038	LOC115633961|XP_030387345.1|SLEB	LOC108599609|XP_017842054.2|DBUS
OG0000039	LOC115633921|XP_030387291.1|SLEB	LOC108602969|XP_017846840.2|DBUS, LOC108601491|XP_017844877.1|DBUS
OG0000039	LOC115633267|XP_030386532.1|SLEB	LOC108605767|XP_017851059.1|DBUS, LOC108605331|XP_017850490.1|DBUS
OG0000039	LOC115626562|XP_030377801.1|SLEB, LOC115626564|XP_030377802.1|SLEB, LOC115626635|XP_030377903.1|SLEB, LOC115633389|XP_030386692.1|SLEB	LOC108606083|XP_017851419.1|DBUS, LOC108599869|XP_017842508.1|DBUS, LOC108605330|XP_017850489.2|DBUS, LOC108606087|XP_017851422.2|DBUS
OG0000039	LOC115633390|XP_030386693.1|SLEB	LOC108605392|XP_017850551.1|DBUS
OG0000040	LOC115625606|XP_030376600.1|SLEB, LOC115625605|XP_030376599.1|SLEB, LOC115625608|XP_030376603.1|SLEB	LOC108601310|XP_017844699.1|DBUS
OG0000040	LOC115624210|XP_030374678.1|SLEB	LOC108603822|XP_017848441.1|DBUS
OG0000040	LOC115624205|XP_030374672.1|SLEB	LOC108604808|XP_017849901.1|DBUS
OG0000040	LOC115621426|XP_030370938.1|SLEB	LOC117134625|XP_033150105.1|DBUS
OG0000041	LOC115624325|XP_030374812.1|SLEB, LOC115624327|XP_030374815.1|SLEB	LOC108604138|XP_017848936.1|DBUS
OG0000042	LOC115634385|XP_030387930.1|SLEB, LOC115634197|XP_030387645.1|SLEB, LOC115629009|XP_030381198.1|SLEB, LOC115628918|XP_030381081.1|SLEB, LOC115634487|XP_030388103.1|SLEB	LOC117134763|XP_033149297.1|DBUS, LOC108594910|XP_017835536.1|DBUS, LOC108595933|XP_017836709.1|DBUS, LOC108595930|XP_017836706.1|DBUS, LOC108594909|XP_017835535.1|DBUS, LOC108595936|XP_017836712.1|DBUS, LOC108594913|XP_017835540.1|DBUS, LOC108594912|XP_017835539.1|DBUS, LOC108594911|XP_017835537.1|DBUS, LOC108595931|XP_017836707.1|DBUS, LOC108595934|XP_017836710.1|DBUS, LOC108595935|XP_017836711.1|DBUS, LOC108595932|XP_017836708.1|DBUS
OG0000043	LOC115623337|XP_030373467.1|SLEB	LOC108602016|XP_033149810.1|DBUS
OG0000043	LOC115623816|XP_030374219.1|SLEB	LOC108602049|XP_017845549.1|DBUS
OG0000043	LOC115623986|XP_030374417.1|SLEB	LOC117134835|XP_033149811.1|DBUS
OG0000044	LOC115624024|XP_030374460.1|SLEB	LOC108602073|XP_017845582.1|DBUS
OG0000044	LOC115623538|XP_030373780.1|SLEB	LOC108601821|XP_017845247.1|DBUS
OG0000045	LOC115632695|XP_030385792.1|SLEB	LOC108599876|XP_017842521.1|DBUS
OG0000045	LOC115632698|XP_030385795.1|SLEB	LOC108598309|XP_017840414.1|DBUS, LOC108599339|XP_017841631.2|DBUS
OG0000045	LOC115632700|XP_030385796.1|SLEB	LOC108598310|XP_017840415.1|DBUS
OG0000045	LOC115632701|XP_030385797.1|SLEB	LOC108598311|XP_017840416.1|DBUS
OG0000046	LOC115626838|XP_030378183.1|SLEB, LOC115626960|XP_030378335.1|SLEB, LOC115626959|XP_030378334.1|SLEB	LOC108605644|XP_017850916.1|DBUS, LOC108607283|XP_017853469.1|DBUS, LOC108605353|XP_017850511.2|DBUS
OG0000047	LOC115631261|XP_030383836.1|SLEB	LOC108595113|XP_033148899.1|DBUS
OG0000047	LOC115632503|XP_030385556.1|SLEB	LOC108595086|XP_017835725.1|DBUS
OG0000047	LOC115626702|XP_030377994.1|SLEB	LOC108595112|XP_017835761.1|DBUS
OG0000047	LOC115627115|XP_030378542.1|SLEB	LOC108599569|XP_017841975.1|DBUS
OG0000047	LOC115622391|XP_030372176.1|SLEB	LOC108597760|XP_017839960.1|DBUS
OG0000048	LOC115632969|XP_030386130.1|SLEB, LOC115632930|XP_030386082.1|SLEB	LOC108599705|XP_017842191.2|DBUS, LOC108599704|XP_017842190.2|DBUS
OG0000048	LOC115632620|XP_030385708.1|SLEB	LOC108599702|XP_017842187.2|DBUS
OG0000048	LOC115632159|XP_030385047.1|SLEB	LOC108599709|XP_017842195.1|DBUS
OG0000049	LOC115625514|XP_030376439.1|SLEB	LOC108601427|XP_017844814.1|DBUS
OG0000049	LOC115631187|XP_030383738.1|SLEB	LOC108604094|XP_017848864.1|DBUS
OG0000049	LOC115625471|XP_030376380.1|SLEB	LOC108604092|XP_017848863.1|DBUS
OG0000049	LOC115625469|XP_030376378.1|SLEB	LOC108602189|XP_017845724.1|DBUS
OG0000049	LOC115625232|XP_030376077.1|SLEB	LOC108602386|XP_017845985.1|DBUS
OG0000049	LOC115621014|XP_030370394.1|SLEB	LOC108601428|XP_017844815.1|DBUS
OG0000050	LOC115632844|XP_030385961.1|SLEB	LOC108598030|XP_017840133.2|DBUS
OG0000050	LOC115632843|XP_030385960.1|SLEB, LOC115632842|XP_030385959.1|SLEB	LOC108598031|XP_017840135.1|DBUS
OG0000051	LOC115624036|XP_030374474.1|SLEB	LOC108602122|XP_017845638.1|DBUS
OG0000051	LOC115620987|XP_030370367.1|SLEB	LOC108603519|XP_017847901.1|DBUS
OG0000052	LOC115621355|XP_030370842.1|SLEB	LOC108602705|XP_017846348.1|DBUS, LOC108602704|XP_017846347.1|DBUS
OG0000052	LOC115621366|XP_030370854.1|SLEB	LOC108595895|XP_017836674.1|DBUS, LOC108594866|XP_017835493.1|DBUS, LOC108595449|XP_017836175.2|DBUS, LOC108595766|XP_017836545.1|DBUS, LOC108596993|XP_017838752.1|DBUS, LOC108595795|XP_017836575.1|DBUS, LOC108595759|XP_017836537.1|DBUS
OG0000053	LOC115624400|XP_030374993.1|SLEB, LOC115621737|XP_030371331.1|SLEB	LOC108596657|XP_017838132.1|DBUS, LOC108596656|XP_017838131.1|DBUS
OG0000053	LOC115634038|XP_030387442.1|SLEB	LOC108596363|XP_017837514.1|DBUS
OG0000053	LOC115634037|XP_030387441.1|SLEB	LOC108596359|XP_017837509.1|DBUS
OG0000053	LOC115634626|XP_030388341.1|SLEB	LOC108596165|XP_017837161.1|DBUS
OG0000054	LOC115623474|XP_030373700.1|SLEB, LOC115624032|XP_030374469.1|SLEB	LOC108604220|XP_017849074.1|DBUS, LOC108604256|XP_033150124.1|DBUS, LOC117134982|XP_033150557.1|DBUS
OG0000054	LOC115623633|XP_030373934.1|SLEB	LOC108601496|XP_033150556.1|DBUS, LOC117134871|XP_033150125.1|DBUS
OG0000056	LOC115626734|XP_030378039.1|SLEB	LOC108601235|XP_017844623.1|DBUS, LOC108603613|XP_017848051.1|DBUS, LOC108603612|XP_017848050.1|DBUS
OG0000056	LOC115626727|XP_030378033.1|SLEB	LOC108602080|XP_017845593.1|DBUS
OG0000056	LOC115628187|XP_030380038.1|SLEB, LOC115626789|XP_030378115.1|SLEB	LOC108598485|XP_017840632.1|DBUS
OG0000057	LOC115630052|XP_030382544.1|SLEB	LOC117134803|XP_033149641.1|DBUS
OG0000058	LOC115626443|XP_030377676.1|SLEB, LOC115626320|XP_030377520.1|SLEB, LOC115626319|XP_030377518.1|SLEB, LOC115626321|XP_030377521.1|SLEB	LOC108605169|XP_017850528.2|DBUS, LOC108602617|XP_017846245.1|DBUS, LOC108597982|XP_017840088.1|DBUS, LOC108602861|XP_017846639.2|DBUS, LOC108603814|XP_017848423.2|DBUS, LOC117135039|XP_033150759.1|DBUS
OG0000058	LOC115629610|XP_030381967.1|SLEB	LOC108606881|XP_017852895.1|DBUS
OG0000059	LOC115621386|XP_030370879.1|SLEB	LOC108602589|XP_017846217.1|DBUS
OG0000060	LOC115629930|XP_030382394.1|SLEB	LOC108605486|XP_017850670.1|DBUS
OG0000060	LOC115629929|XP_030382393.1|SLEB	LOC108605501|XP_017850738.1|DBUS
OG0000060	LOC115630565|XP_030383041.1|SLEB	LOC108596314|XP_017837413.1|DBUS
OG0000060	LOC115623364|XP_030373510.1|SLEB	LOC108602170|XP_017845695.1|DBUS
OG0000060	LOC115620624|XP_030369812.1|SLEB	LOC108604124|XP_017848902.1|DBUS
OG0000060	LOC115629360|XP_030381672.1|SLEB	LOC108605927|XP_017851236.1|DBUS
OG0000060	LOC115630767|XP_030383283.1|SLEB	LOC108594930|XP_033150017.1|DBUS
OG0000061	LOC115631729|XP_030384426.1|SLEB	LOC108602145|XP_017845670.1|DBUS
OG0000062	LOC115627142|XP_030378579.1|SLEB	LOC108606274|XP_017851741.1|DBUS
OG0000062	LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB, LOC115626105|XP_030377218.1|SLEB	LOC108607908|XP_017854511.1|DBUS
OG0000063	LOC115622384|XP_030372168.1|SLEB	LOC108598139|XP_033149614.1|DBUS
OG0000063	LOC115622972|XP_030372983.1|SLEB	LOC108598875|XP_017841124.1|DBUS
OG0000063	LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB	LOC108598617|XP_017840805.2|DBUS, LOC108598825|XP_017841064.2|DBUS
OG0000064	LOC115623014|XP_030373044.1|SLEB, LOC115622802|XP_030372727.1|SLEB	LOC117134905|XP_033150234.1|DBUS
