Orthogroup	SLEB.longest_only	DPER.longest_only
OG0000007	LOC115632100|XP_030384941.1|SLEB, LOC115633104|XP_030386347.1|SLEB	LOC6601482|XP_002026422.2|DPER
OG0000007	LOC115633111|XP_030386356.1|SLEB	LOC6592462|XP_002017797.1|DPER
OG0000007	LOC115632110|XP_030384963.1|SLEB, LOC115633112|XP_030386357.1|SLEB, LOC115632102|XP_030384943.1|SLEB	LOC6596310|XP_002021480.2|DPER
OG0000007	LOC115633114|XP_030386359.1|SLEB, LOC115632178|XP_030385072.1|SLEB	LOC6601214|XP_002026310.2|DPER, LOC6589529|XP_002015017.1|DPER
OG0000007	LOC115630750|XP_030383265.1|SLEB	LOC6601483|XP_026847920.1|DPER, LOC6601458|XP_026847765.1|DPER
OG0000008	LOC115623801|XP_030374203.1|SLEB	LOC6594328|XP_026850351.1|DPER
OG0000008	LOC115628395|XP_030380343.1|SLEB	LOC6601897|XP_026849381.1|DPER
OG0000008	LOC115628400|XP_030380349.1|SLEB	LOC6601898|XP_002026947.1|DPER
OG0000008	LOC115631184|XP_030383735.1|SLEB	LOC6595506|XP_002020611.1|DPER
OG0000008	LOC115628403|XP_030380351.1|SLEB	LOC113566715|XP_026849382.1|DPER
OG0000008	LOC115623581|XP_030373840.1|SLEB, LOC115624342|XP_030374854.1|SLEB	LOC6591821|XP_002016971.2|DPER, LOC6591446|XP_026851133.1|DPER
OG0000008	LOC115623587|XP_030373847.1|SLEB	LOC6591826|XP_002016976.2|DPER
OG0000008	LOC115624340|XP_030374852.1|SLEB	LOC6591822|XP_002016972.1|DPER
OG0000008	LOC115624344|XP_030374855.1|SLEB	LOC6591825|XP_026846385.1|DPER
OG0000008	LOC115623612|XP_030373889.1|SLEB	LOC6591827|XP_002016977.1|DPER
OG0000009	LOC115624173|XP_030374629.1|SLEB	LOC6594636|XP_026850331.1|DPER
OG0000009	LOC115624028|XP_030374465.1|SLEB	LOC6594634|XP_002019930.1|DPER
OG0000009	LOC115623537|XP_030373779.1|SLEB, LOC115624008|XP_030374440.1|SLEB	LOC6594633|XP_002019929.1|DPER, LOC6594635|XP_026850255.1|DPER, LOC6594558|XP_026850291.1|DPER
OG0000009	LOC115634362|XP_030387883.1|SLEB, LOC115624515|XP_030375093.1|SLEB	LOC6590982|XP_002016547.1|DPER
OG0000010	LOC115633544|XP_030386861.1|SLEB	LOC113567423|XP_026850962.1|DPER
OG0000010	LOC115630140|XP_030382609.1|SLEB	LOC113567388|XP_026850893.1|DPER, LOC113567422|XP_026850961.1|DPER, LOC113567406|XP_026850934.1|DPER, LOC6587263|XP_002013118.1|DPER, LOC113567240|XP_026850210.1|DPER, LOC113567398|XP_026850915.1|DPER, LOC113567415|XP_026850950.1|DPER, LOC113567414|XP_026850949.1|DPER
OG0000010	LOC115625114|XP_030375880.1|SLEB	LOC113567250|XP_026850220.1|DPER
OG0000012	LOC115626791|XP_030378121.1|SLEB	LOC6589910|XP_026840670.1|DPER
OG0000012	LOC115634820|XP_030388598.1|SLEB	LOC6589909|XP_002016518.1|DPER
OG0000012	LOC115624523|XP_030375106.1|SLEB	LOC6589908|XP_026841658.1|DPER
OG0000012	LOC115632632|XP_030385725.1|SLEB	LOC6589911|XP_026840671.1|DPER
OG0000012	LOC115630730|XP_030383248.1|SLEB	LOC6590586|XP_002016525.1|DPER, LOC6590587|XP_002016526.1|DPER, LOC6590588|XP_002016527.1|DPER
OG0000012	LOC115634824|XP_030388603.1|SLEB, LOC115632251|XP_030385182.1|SLEB	LOC6590215|XP_002016528.1|DPER, LOC6590216|XP_002016529.1|DPER
OG0000013	LOC115634441|XP_030388010.1|SLEB	LOC6600889|XP_026840828.1|DPER
OG0000013	LOC115626662|XP_030377938.1|SLEB	LOC6598353|XP_002023428.2|DPER
OG0000013	LOC115625570|XP_030376527.1|SLEB	LOC6594205|XP_002019664.1|DPER, LOC6594496|XP_002019695.1|DPER
OG0000013	LOC115623047|XP_030373085.1|SLEB	LOC6602278|XP_002027327.1|DPER
OG0000013	LOC115621092|XP_030370486.1|SLEB	LOC113564954|XP_026840479.1|DPER
OG0000013	LOC115624312|XP_030374797.1|SLEB	LOC6587278|XP_002013456.1|DPER, LOC6588391|XP_002013455.2|DPER
OG0000013	LOC115625055|XP_030375777.1|SLEB, LOC115625061|XP_030375794.1|SLEB, LOC115625049|XP_030375761.1|SLEB, LOC115625209|XP_030376038.1|SLEB	LOC6598714|XP_002023893.1|DPER, LOC6598715|XP_026850871.1|DPER
OG0000015	LOC115628471|XP_030380453.1|SLEB	LOC113565410|XP_026843113.1|DPER, LOC6593385|XP_002019084.1|DPER
OG0000016	LOC115621740|XP_030371332.1|SLEB	LOC6587871|XP_002013173.2|DPER
OG0000016	LOC115634422|XP_030387989.1|SLEB	LOC6593077|XP_002017890.1|DPER
OG0000016	LOC115620605|XP_030369779.1|SLEB	LOC6587678|XP_002013954.1|DPER
OG0000016	LOC115634552|XP_030388227.1|SLEB, LOC115620165|XP_030369154.1|SLEB	LOC6601585|XP_002026606.2|DPER
OG0000016	LOC115628929|XP_030381051.1|SLEB	LOC6599243|XP_002024300.1|DPER
OG0000016	LOC115634608|XP_030388318.1|SLEB	LOC6592910|XP_002018578.1|DPER
OG0000016	LOC115621272|XP_030370732.1|SLEB	LOC6587745|XP_026840230.1|DPER
OG0000016	LOC115634447|XP_030388017.1|SLEB	LOC6602189|XP_026848039.1|DPER
OG0000017	LOC115627671|XP_030379272.1|SLEB	LOC6598163|XP_026846248.1|DPER
OG0000017	LOC115619974|XP_030368869.1|SLEB	LOC6590466|XP_002016652.1|DPER
OG0000017	LOC115619942|XP_030368829.1|SLEB, LOC115634221|XP_030387672.1|SLEB, LOC115619943|XP_030368830.1|SLEB, LOC115619949|XP_030368838.1|SLEB	LOC6602148|XP_002027095.1|DPER, LOC6602132|XP_002027094.1|DPER
OG0000017	LOC115630526|XP_030382993.1|SLEB	LOC6592612|XP_002018160.1|DPER
OG0000017	LOC115619940|XP_030368827.1|SLEB, LOC115619939|XP_030368826.1|SLEB	LOC6602127|XP_002027093.1|DPER
OG0000017	LOC115620280|XP_030369314.1|SLEB	LOC6595695|XP_026843975.1|DPER, LOC6595669|XP_002020729.1|DPER, LOC6595691|XP_002020717.1|DPER
OG0000018	LOC115633159|XP_030386430.1|SLEB	LOC6601448|XP_002026450.1|DPER
OG0000018	LOC115633160|XP_030386431.1|SLEB	LOC6601451|XP_002026453.1|DPER
OG0000018	LOC115633162|XP_030386433.1|SLEB	LOC6601450|XP_002026452.1|DPER
OG0000018	LOC115632521|XP_030385577.1|SLEB, LOC115632120|XP_030384981.1|SLEB, LOC115632121|XP_030384982.1|SLEB	LOC6601447|XP_002026449.1|DPER, LOC6601443|XP_002026445.1|DPER, LOC6601446|XP_002026448.1|DPER, LOC6601444|XP_002026446.1|DPER
OG0000019	LOC115621701|XP_030371268.1|SLEB	LOC6587177|XP_002013000.1|DPER, LOC6587211|XP_002013001.2|DPER, LOC113564910|XP_026840077.1|DPER
OG0000019	LOC115621698|XP_030371264.1|SLEB	LOC6588514|XP_002012998.2|DPER
OG0000019	LOC115621699|XP_030371266.1|SLEB	LOC6587186|XP_002012999.1|DPER
OG0000019	LOC115621700|XP_030371267.1|SLEB	LOC6587637|XP_002013003.2|DPER, LOC6587295|XP_002013004.1|DPER, LOC6587205|XP_002013002.1|DPER
OG0000020	LOC115620461|XP_030369552.1|SLEB	LOC6594838|XP_002020242.2|DPER
OG0000020	LOC115634835|XP_030388616.1|SLEB	LOC6590666|XP_002015941.1|DPER
OG0000020	LOC115625139|XP_030375917.1|SLEB	LOC6589657|XP_002014518.1|DPER
OG0000020	LOC115623558|XP_030373816.1|SLEB	LOC6594627|XP_026850533.1|DPER
OG0000020	LOC115623561|XP_030373817.1|SLEB	LOC6594128|XP_002019432.1|DPER
OG0000020	LOC115625796|XP_030376833.1|SLEB	LOC6593366|XP_002018585.1|DPER, LOC6589656|XP_026844645.1|DPER
OG0000021	LOC115634442|XP_030388011.1|SLEB	LOC6603691|XP_002028659.1|DPER
OG0000021	LOC115627679|XP_030379282.1|SLEB, LOC115629561|XP_030381912.1|SLEB, LOC115622692|XP_030372578.1|SLEB	LOC6592715|XP_002018082.1|DPER
OG0000021	LOC115632536|XP_030385602.1|SLEB	LOC6592713|XP_002018080.1|DPER
OG0000021	LOC115624992|XP_030375724.1|SLEB, LOC115624826|XP_030375532.1|SLEB	LOC6592714|XP_026841677.1|DPER
OG0000021	LOC115624982|XP_030375700.1|SLEB	LOC6592588|XP_002018070.2|DPER
OG0000021	LOC115619935|XP_030372749.1|SLEB	LOC6597480|XP_002022716.1|DPER, LOC6597528|XP_002022710.1|DPER
OG0000021	LOC115621481|XP_030371001.1|SLEB, LOC115620530|XP_030369661.1|SLEB, LOC115620531|XP_030369662.1|SLEB, LOC115621836|XP_030371506.1|SLEB	LOC6592712|XP_002018079.1|DPER
OG0000021	LOC115629488|XP_030381818.1|SLEB	LOC6599244|XP_026848260.1|DPER
OG0000021	LOC115625208|XP_030376037.1|SLEB	LOC113565817|XP_026844838.1|DPER
OG0000021	LOC115620616|XP_030369796.1|SLEB	LOC6598730|XP_026840231.1|DPER
OG0000021	LOC115629963|XP_030382440.1|SLEB	LOC6597578|XP_026848930.1|DPER
OG0000022	LOC115634544|XP_030388214.1|SLEB	LOC6593244|XP_026840814.1|DPER
OG0000022	LOC115624809|XP_030375515.1|SLEB, LOC115624810|XP_030375516.1|SLEB, LOC115624811|XP_030375517.1|SLEB, LOC115624806|XP_030375512.1|SLEB, LOC115624807|XP_030375513.1|SLEB, LOC115624805|XP_030375510.1|SLEB, LOC115624808|XP_030375514.1|SLEB, LOC115624804|XP_030375509.1|SLEB, LOC115624800|XP_030375505.1|SLEB, LOC115624801|XP_030375506.1|SLEB, LOC115624799|XP_030375504.1|SLEB	LOC6601031|XP_002026119.1|DPER, LOC6601062|XP_002026117.2|DPER, LOC6601060|XP_002026115.1|DPER, LOC6601030|XP_002026118.2|DPER, LOC6604616|XP_002029500.2|DPER, LOC113566795|XP_026849746.1|DPER, LOC6601061|XP_002026116.1|DPER, LOC113566796|XP_026849747.1|DPER
OG0000022	LOC115624802|XP_030375508.1|SLEB	LOC113566793|XP_026849743.1|DPER, LOC113566797|XP_026849748.1|DPER
OG0000022	LOC115623680|XP_030374009.1|SLEB, LOC115634199|XP_030387648.1|SLEB	LOC113566794|XP_026849744.1|DPER
OG0000023	LOC115623320|XP_030373442.1|SLEB	LOC6594351|XP_026840807.1|DPER
OG0000023	LOC115623826|XP_030374229.1|SLEB	LOC6594350|XP_002019529.2|DPER
OG0000023	LOC115623325|XP_030373446.1|SLEB	LOC6594114|XP_002019536.2|DPER
OG0000023	LOC115623824|XP_030374228.1|SLEB	LOC6594113|XP_002019535.2|DPER
OG0000023	LOC115623324|XP_030373445.1|SLEB	LOC6594346|XP_002019525.2|DPER
OG0000023	LOC115623321|XP_030373443.1|SLEB	LOC6594348|XP_002019527.1|DPER
OG0000023	LOC115623326|XP_030373447.1|SLEB	LOC6594344|XP_002019523.1|DPER
OG0000024	LOC115621184|XP_030370622.1|SLEB, LOC115634337|XP_030387889.1|SLEB, LOC115621840|XP_030371514.1|SLEB	LOC6592576|XP_002017741.1|DPER, LOC6592577|XP_002017742.1|DPER, LOC6592579|XP_002017744.1|DPER
OG0000024	LOC115626230|XP_030377390.1|SLEB	LOC6593580|XP_002018871.1|DPER, LOC6592580|XP_002017745.1|DPER
OG0000024	LOC115633141|XP_030386412.1|SLEB	LOC6591036|XP_002016629.1|DPER
OG0000025	LOC115628683|XP_030380717.1|SLEB, LOC115631773|XP_030384469.1|SLEB, LOC115631774|XP_030384470.1|SLEB	LOC6599955|XP_002025032.1|DPER
OG0000025	LOC115630294|XP_030382690.1|SLEB, LOC115633466|XP_030386782.1|SLEB, LOC115633533|XP_030386851.1|SLEB, LOC115630351|XP_030382744.1|SLEB, LOC115630277|XP_030382672.1|SLEB, LOC115630318|XP_030382715.1|SLEB, LOC115633508|XP_030386830.1|SLEB, LOC115630275|XP_030382670.1|SLEB	LOC6604122|XP_002029055.1|DPER
OG0000025	LOC115630303|XP_030382701.1|SLEB	LOC113567384|XP_026850889.1|DPER
OG0000026	LOC115627188|XP_030378651.1|SLEB	LOC6598208|XP_002023333.1|DPER
OG0000026	LOC115626629|XP_030377893.1|SLEB	LOC6589226|XP_002014215.1|DPER
OG0000026	LOC115627162|XP_030378606.1|SLEB	LOC6600343|XP_026848406.1|DPER, LOC6587226|XP_002013258.1|DPER, LOC6587539|XP_002013259.1|DPER, LOC6587439|XP_026847477.1|DPER
OG0000027	LOC115632057|XP_030384894.1|SLEB	LOC6589175|XP_002014624.1|DPER
OG0000027	LOC115632056|XP_030384892.1|SLEB	LOC6589890|XP_026844932.1|DPER
OG0000027	LOC115631416|XP_030384002.1|SLEB	LOC6589176|XP_002014625.1|DPER
OG0000028	LOC115634466|XP_030388054.1|SLEB	LOC113566562|XP_026848458.1|DPER, LOC113566573|XP_026848580.1|DPER, LOC6602376|XP_026848583.1|DPER
OG0000028	LOC115634465|XP_030388053.1|SLEB	LOC6602403|XP_002027408.2|DPER, LOC113566574|XP_026848581.1|DPER, LOC113566575|XP_026848582.1|DPER
OG0000029	LOC115634071|XP_030387478.1|SLEB	LOC6599019|XP_002024136.1|DPER
OG0000030	LOC115631185|XP_030383736.1|SLEB	LOC6595505|XP_002020610.1|DPER
OG0000030	LOC115631186|XP_030383737.1|SLEB	LOC6595503|XP_002020608.1|DPER, LOC6595502|XP_002020607.1|DPER, LOC6595504|XP_002020609.1|DPER
OG0000030	LOC115630766|XP_030383282.1|SLEB	LOC6596396|XP_002021549.2|DPER
OG0000030	LOC115633773|XP_030387107.1|SLEB, LOC115634644|XP_030388361.1|SLEB	LOC6592616|XP_002018164.1|DPER
OG0000030	LOC115627904|XP_030379659.1|SLEB	LOC6600142|XP_002025259.1|DPER
OG0000030	LOC115627392|XP_030378906.1|SLEB, LOC115625462|XP_030376370.1|SLEB	LOC6597331|XP_002022519.1|DPER
OG0000031	LOC115624486|XP_030375049.1|SLEB, LOC115624487|XP_030375050.1|SLEB, LOC115626409|XP_030377634.1|SLEB	LOC6603379|XP_002028365.1|DPER
OG0000031	LOC115631052|XP_030383546.1|SLEB	LOC6589468|XP_002014413.1|DPER
OG0000032	LOC115621800|XP_030371439.1|SLEB	LOC6598612|XP_002023857.1|DPER
OG0000032	LOC115621799|XP_030371437.1|SLEB	LOC6598616|XP_002023861.1|DPER, LOC6598615|XP_002023860.1|DPER
OG0000033	LOC115629219|XP_030381491.1|SLEB, LOC115634381|XP_030387925.1|SLEB, LOC115625129|XP_030375944.1|SLEB, LOC115634231|XP_030387683.1|SLEB, LOC115634372|XP_030387909.1|SLEB	LOC6590958|XP_002015543.1|DPER
OG0000033	LOC115629069|XP_030381245.1|SLEB, LOC115629070|XP_030381246.1|SLEB	LOC6590962|XP_002015544.1|DPER
OG0000034	LOC115631238|XP_030383807.1|SLEB	LOC6589244|XP_002014736.2|DPER
OG0000034	LOC115631233|XP_030383802.1|SLEB	LOC6589243|XP_002014735.1|DPER
OG0000034	LOC115631016|XP_030383488.1|SLEB	LOC6589242|XP_002014734.1|DPER
OG0000034	LOC115626559|XP_030377798.1|SLEB, LOC115626558|XP_030377797.1|SLEB, LOC115626560|XP_030377799.1|SLEB	LOC6593810|XP_002019277.1|DPER, LOC6593809|XP_002019276.1|DPER, LOC6593808|XP_026844827.1|DPER
OG0000035	LOC115630074|XP_030382558.1|SLEB, LOC115628142|XP_030379974.1|SLEB, LOC115628135|XP_030379972.1|SLEB, LOC115628137|XP_030379973.1|SLEB, LOC115628134|XP_030379971.1|SLEB, LOC115628143|XP_030379975.1|SLEB, LOC115628789|XP_030380864.1|SLEB, LOC115628787|XP_030380863.1|SLEB	LOC113566113|XP_026846027.1|DPER
OG0000036	LOC115623477|XP_030373705.1|SLEB	LOC6594433|XP_002019545.1|DPER
OG0000036	LOC115621020|XP_030370399.1|SLEB	LOC6587691|XP_002013731.1|DPER
OG0000036	LOC115620249|XP_030369258.1|SLEB	LOC6594383|XP_002019297.1|DPER
OG0000036	LOC115621341|XP_030370821.1|SLEB	LOC6594997|XP_002020163.1|DPER, LOC6594996|XP_002020162.1|DPER
OG0000037	LOC115626848|XP_030378208.1|SLEB	LOC6590968|XP_002015904.2|DPER
OG0000037	LOC115622003|XP_030371717.1|SLEB, LOC115622001|XP_030371716.1|SLEB	LOC6588198|XP_002012851.2|DPER, LOC6588191|XP_002012852.1|DPER, LOC6588222|XP_002012850.1|DPER, LOC6587269|XP_002012849.2|DPER
OG0000038	LOC115633983|XP_030387367.1|SLEB	LOC6602410|XP_002027415.1|DPER
OG0000038	LOC115633961|XP_030387345.1|SLEB	LOC6602412|XP_026848529.1|DPER
OG0000039	LOC115633921|XP_030387291.1|SLEB	LOC6591968|XP_026846968.1|DPER
OG0000039	LOC115633267|XP_030386532.1|SLEB	LOC6598396|XP_002023519.1|DPER
OG0000039	LOC115628050|XP_030379855.1|SLEB	LOC6598397|XP_002023520.1|DPER
OG0000039	LOC115626562|XP_030377801.1|SLEB, LOC115626564|XP_030377802.1|SLEB, LOC115626635|XP_030377903.1|SLEB, LOC115633389|XP_030386692.1|SLEB	LOC6598395|XP_002023518.2|DPER
OG0000039	LOC115633390|XP_030386693.1|SLEB	LOC6599449|XP_026847206.1|DPER
OG0000040	LOC115625606|XP_030376600.1|SLEB, LOC115625605|XP_030376599.1|SLEB, LOC115625608|XP_030376603.1|SLEB	LOC113566301|XP_026847173.1|DPER, LOC6594423|XP_002019755.2|DPER, LOC6594424|XP_002019756.1|DPER, LOC6594425|XP_026850325.1|DPER, LOC113567269|XP_026850340.1|DPER
OG0000040	LOC115624210|XP_030374678.1|SLEB	LOC6594422|XP_002019754.1|DPER
OG0000040	LOC115624205|XP_030374672.1|SLEB, LOC115624208|XP_030374674.1|SLEB	LOC113566662|XP_026849040.1|DPER, LOC6591887|XP_026849046.1|DPER, LOC113566659|XP_026849033.1|DPER, LOC6591886|XP_026849059.1|DPER, LOC6594617|XP_002019840.1|DPER
OG0000040	LOC115621426|XP_030370938.1|SLEB	LOC6587705|XP_002012978.2|DPER
OG0000042	LOC115630085|XP_030382572.1|SLEB	LOC6597209|XP_002022617.2|DPER
OG0000042	LOC115634385|XP_030387930.1|SLEB, LOC115634197|XP_030387645.1|SLEB, LOC115629009|XP_030381198.1|SLEB, LOC115628918|XP_030381081.1|SLEB, LOC115634487|XP_030388103.1|SLEB	LOC6592870|XP_026842041.1|DPER, LOC6592873|XP_002018540.1|DPER, LOC6592872|XP_002018539.1|DPER, LOC6592871|XP_002018538.1|DPER, LOC113565032|XP_026840750.1|DPER, LOC6589097|XP_002014784.1|DPER
OG0000043	LOC115623987|XP_030374418.1|SLEB	LOC6594473|XP_002019739.2|DPER
OG0000043	LOC115623491|XP_030373724.1|SLEB	LOC6594475|XP_002019741.1|DPER, LOC6594476|XP_002019742.1|DPER, LOC113567252|XP_026850237.1|DPER
OG0000043	LOC115623337|XP_030373467.1|SLEB	LOC6594474|XP_002019740.1|DPER
OG0000043	LOC115623816|XP_030374219.1|SLEB	LOC6594076|XP_002019736.1|DPER
OG0000043	LOC115623986|XP_030374417.1|SLEB	LOC6594478|XP_002019744.1|DPER, LOC6594479|XP_002019745.1|DPER
OG0000044	LOC115624024|XP_030374460.1|SLEB	LOC6591553|XP_026847828.1|DPER
OG0000044	LOC115623538|XP_030373780.1|SLEB	LOC6591547|XP_002017056.1|DPER, LOC6591548|XP_026843232.1|DPER
OG0000044	LOC115631500|XP_030384120.1|SLEB	LOC6591549|XP_002017058.1|DPER, LOC6591550|XP_002017059.1|DPER
OG0000044	LOC115624165|XP_030374623.1|SLEB	LOC113564933|XP_026840246.1|DPER
OG0000045	LOC115632695|XP_030385792.1|SLEB	LOC6603693|XP_002028666.1|DPER
OG0000045	LOC115632698|XP_030385795.1|SLEB	LOC6601537|XP_002026551.1|DPER
OG0000045	LOC115632700|XP_030385796.1|SLEB	LOC6595948|XP_002021076.1|DPER
OG0000045	LOC115632701|XP_030385797.1|SLEB	LOC113565382|XP_026842979.1|DPER, LOC6595949|XP_026845634.1|DPER
OG0000046	LOC115626838|XP_030378183.1|SLEB, LOC115626960|XP_030378335.1|SLEB, LOC115626959|XP_030378334.1|SLEB	LOC6598792|XP_002023903.1|DPER, LOC6602909|XP_002027932.2|DPER, LOC6602912|XP_026849662.1|DPER, LOC6591074|XP_002015712.2|DPER, LOC6595022|XP_026847277.1|DPER, LOC6595021|XP_026847265.1|DPER, LOC6595020|XP_026847261.1|DPER
OG0000047	LOC115632503|XP_030385556.1|SLEB	LOC6589933|XP_002015961.2|DPER
OG0000047	LOC115626702|XP_030377994.1|SLEB	LOC6592655|XP_026842447.1|DPER
OG0000047	LOC115622391|XP_030372176.1|SLEB	LOC6592377|XP_002017999.1|DPER
OG0000048	LOC115632969|XP_030386130.1|SLEB, LOC115632930|XP_030386082.1|SLEB	LOC6599875|XP_002024929.1|DPER, LOC6599876|XP_002024930.2|DPER
OG0000048	LOC115632620|XP_030385708.1|SLEB	LOC6599882|XP_002024936.1|DPER
OG0000048	LOC115632159|XP_030385047.1|SLEB	LOC6599879|XP_002024933.1|DPER
OG0000049	LOC115625514|XP_030376439.1|SLEB	LOC6598737|XP_002023806.2|DPER
OG0000049	LOC115631187|XP_030383738.1|SLEB	LOC6598767|XP_002023801.1|DPER, LOC113564913|XP_026840082.1|DPER
OG0000049	LOC115625471|XP_030376380.1|SLEB	LOC6598735|XP_002023804.1|DPER
OG0000049	LOC115625467|XP_030376376.1|SLEB	LOC6598764|XP_002023798.1|DPER
OG0000049	LOC115625232|XP_030376077.1|SLEB	LOC6598765|XP_002023799.1|DPER
OG0000049	LOC115621014|XP_030370394.1|SLEB	LOC6598736|XP_026840083.1|DPER
OG0000050	LOC115632844|XP_030385961.1|SLEB	LOC6603412|XP_002028417.1|DPER, LOC6603413|XP_026848216.1|DPER
OG0000050	LOC115632845|XP_030385962.1|SLEB	LOC113566500|XP_026848194.1|DPER, LOC6603415|XP_026848193.1|DPER
OG0000050	LOC115632843|XP_030385960.1|SLEB, LOC115632842|XP_030385959.1|SLEB	LOC6603437|XP_002028415.2|DPER
OG0000051	LOC115624036|XP_030374474.1|SLEB	LOC6588071|XP_002014115.1|DPER
OG0000051	LOC115620987|XP_030370367.1|SLEB	LOC6598821|XP_026848488.1|DPER, LOC6598820|XP_002023932.1|DPER
OG0000052	LOC115621355|XP_030370842.1|SLEB	LOC6588118|XP_002013763.1|DPER, LOC6588232|XP_026849799.1|DPER
OG0000052	LOC115621366|XP_030370854.1|SLEB	LOC6590971|XP_002015907.1|DPER, LOC6591184|XP_002015908.1|DPER
